ParlaMint-NO_2008-12-03.ana.ud109e99	The representative Finn Martin Vallersnes, who has been on leave, has once again taken up his seat.
ParlaMint-NO_2008-12-03.ana.ud109e1864	It's going to be line change.
ParlaMint-NO_2008-12-03.ana.ud109e1867	There is a great deal of consensus in the comments on the Social Security Communication, and there is every reason to rejoice that there is a great deal of consensus about what has now been put in place and that we are going to have a good stake in social security. The Christian People's Party is committed to this with the place of non-governmental organisations in the field of social security. Here, there is also reason to boast of what the Government has now provided by increasing funds to non-governmental organisations. But the Christian People's Party questions this with the emergency network. There is no clear indication that non-governmental organisations will also have access to the emergency network. In the financial situation, we have put forward proposals for tax exemptions for gifts to non-governmental organisations and also for VAT exemptions for non-governmental organisations, which will significantly strengthen the economy. Will the Workers' Party go in for it?
ParlaMint-NO_2008-12-03.ana.ud109e1876	As far as the areas covered by the representative Sahl are concerned, the areas covered by a budget debate and the Ministry of Finance are concerned, so we have not discussed them when we have discussed this communication. The more this message goes on overall action and how we can coordinate and get an effective rescue and emergency service here in the country. With regard to the areas covered by the representative here, I believe, as I said, that they belong in a budget debate, and they were also up when we debated the state budget a few days ago.
ParlaMint-NO_2008-12-03.ana.ud109e1881	Signe Eye does what most in the Workers' Party do: they do a big number of that in the Advance Party we do not necessarily lay down what we call flat for the claims made in connection with climate issues. It obviously does the Working Party. But I notice that Signe Eye in its argument is constantly using the words «we believe», «it can be» and «possible». Then I wonder, since she is so sure about this question and believes that the Progress Party is so completely wrong: what does she know about this that we do not know? I can almost ask: Has she solved the climate question? So she's basing herself on a lot of things that she probably can't answer, and she thinks we're supporting the Swedes in Sweden. I do not think that is a particular parliamentary presentation.
ParlaMint-NO_2008-12-03.ana.ud109e1888	When I say that ‘we believe’ – and perhaps that’s exactly what I’m saying – it’s because we’re not sloppy in all areas of this case. But there's so much pointing towards climate change being big, going to be big and going to be even bigger if we don't do anything about this, so we're taking the problem seriously. But if you read the whole setting, you can clearly see that the Progress Party has major problems. In some areas you leave the comments, in some areas you're inside the comments, because you don't really know which side you're going to be on. The impression we get when reading the whole setting is that it's kind of starting to slow down, that you also want to be part of the comments and recognize that climate change is something that takes us into account, and something that we have to take seriously.
ParlaMint-NO_2008-12-03.ana.ud109e1895	Then I would like to ask, where are we going in and out, which Signe Eye clearly points to? I don't know where we go out and into the notes. What is it she leans on when she is so sloppy about what the cause of these climate change is?
ParlaMint-NO_2008-12-03.ana.ud109e1900	I can't start reading the whole setting, because it's pretty long, but it's only in one place you go out, and in all the other places where we point the climate change, you're in with us. That's exactly what I'm saying, that we're not obtuse, but there's so many signs that we have to take this seriously. We have so many researchers, and also the United Nations Panel on Climate Change, to support us in feeling quite confident that this is something we need to take seriously. That's what you do in this message as well.
ParlaMint-NO_2008-12-03.ana.ud109e1907	No more words have been asked for a line.
ParlaMint-NO_2008-12-03.ana.ud109e1910	The Progress Party is concerned that our society should be as well equipped as possible to deal with unforeseen disasters and crises, be man-made or have other causes. The Progress Party has been and is committed to ensuring that both defence, police, health and other public actors have sufficient economic conditions to ensure the security of society. It is important that routines and other formal cooperation be developed between the different social actors, so that our overall preparedness is addressed in the best possible way where it is needed. Formal cooperation between different public institutions, such as defence and police, is becoming increasingly important in a world where threats and challenges often change character. The Party considers that the National Safety Authority, the NSM, has a special function in this way. With the dependence we have on ICT in our society, it is particularly important that we are prepared for Cyber Warfare and other threats to critical infrastructure. In this way, we want the Government to develop a national strategy to ensure that the country is the best equipped for a possible Cyber Attack. That is why the Progress Party in its alternative budget wants to increase the allocation of NSM considerably. The Progress Party is also concerned that organisations such as Home Affairs and Civil Protection are being adapted to the new threat images and that closer cooperation between these organisations is being started. Civil defence has shown that they can provide high levels of competence beyond the borders of Norway as well as Home Security through the service providers in Afghanistan. Civil defence, like the Home Office, needs a local connection in order to have the necessary local knowledge within its core areas of responsibility. The Progress Party therefore wants to maintain today's centres of expertise both in Trondheim, at Starum and in the Vagleleiren in Sandnes. The Progress Party hopes that further work on increasing awareness and coordination on social security will be fruitful and that it will lead to a more robust society in view of various threats to our society. St.meld. No 22 for 2007–08 spans a very large range, among others. preparedness and crisis management at the central level, preparedness at the local and regional level, the NVE as a step-by-step management body, natural events, loss of critical social infrastructure, pandemic, terrorism and other security-threatening activities, accidents with dangerous substances, challenges in the north, electronic communications, satellite communications and navigation, power, water and sewerage, oil and gas, transport, banking and finance, food supply, cultural memories and symbols and cross-sectoral instruments to ensure critical infrastructure. In addition, there are rescue services, emergency facilities, civil protection and support systems for rescue and emergency situations. If not enough, defence assistance to the police, civil-military cooperation in operations outside Norway and, even more so, civil protection cooperation in NATO and international crisis management. So it's a large area. This means that we could have debated this matter all day if it had been possible – and each chapter is important. One thing that the committee had at the hearing, which was discussed, was a common emergency number and a common emergency call centre. One was for this or against this. Now the Stortinget will not take a decision on this matter yet, but the Stortinget will be brought to the attention of the case in an appropriate manner after further investigations. This sounds reasonable, and the Progress Party accepts it. In this context, it is important to listen to land that has this system and that knows how it works. Otherwise, there are many things you can talk about today. In its comments, the Progress Party, together with the Right, has called for an investigation and monitoring of how the police reserve can be used in a better way than is the case today. We believe that an enhanced police reserve used correctly can constitute a significant resource for society in a crisis situation. You can continue with the Civil Defense and the need they have to modernise. Civil defence needs to adapt to current and future needs if they are to be able to perform their function as a reinforcement resource in a relevant manner. There is a great need to replace old equipment with new equipment that matches the challenges of civil protection. Another theme that can be mentioned a little bit more about among many others is our water supply. This is vulnerable in many places because of old pipes and an infrastructure that can easily turn out to be large populations in the event of sabotage, accident or disaster. I would then like to promote the proposals of the Progress Party.
ParlaMint-NO_2008-12-03.ana.ud109e1937	The representative Per Roar Bredvold has drawn up the proposals he referred to.
ParlaMint-NO_2008-12-03.ana.ud109e1940	During the hearings of this communication, there was one dominant case, and there was the introduction of a common emergency number. This issue has now been removed from the controversial sphere by the Committee's desire to gain experience from the co-location of centres in the Drama. It is true, then, that the rapporteur says, that there is every reason to complain that there is no public attention to anything more than this. I agree with her that this is an important message, but it does belong to one of the many laws of politics that when there is broad consensus, there will be no great attention. But I want to commend the case rapporteur for having just seen the possibility of dragging this case up to such broad consensus as it has become, and I think it is a considerable strength. But there are still some important questions left, and I want to underline some of them. One of them is the comment made by the Committee on the coordination responsibilities of the Ministry of Justice. The National Audit Office has pointed out significant weaknesses, and I would like to stress the need for them to be corrected and that the result must be reported back to Stortinget. Otherwise, there are some things that are quite clear after the work on the message. One of them is the significance of the Civil Defense. I say with little self-criticism that I think too few of us have taken the tasks of civil protection and the framework conditions sufficiently seriously. I think we have to find out that the civil defence has been run quite a long way down in terms of appropriations, something like that. has been expressed in almost elementary equipment deficiencies. It cannot continue. My faction in the Defence Committee may take a modest step, with, however, a grip, in tomorrow's position on the 2009 defence budget, where we propose adding 20 million. kr for protective clothing. I believe and hope that this can be followed up in the 2010 budget by adding more funds to the Civil Protection Agency. We just need to take this more seriously. When it comes to the issue of competence development, I would like to refer to the comment on the right in the setting. We want a comprehensive impact and cost analysis. I have to add that there is in this that we do not now want to make any changes to the existing centers until we have received such an overall review. That means that, even if we are not the proposers, we will, in a subsidiary way, join the proposals of the Progress Party, No. So 1, because we don't want any changes here until we get this review. So I want to say quite briefly that I think the question of terrorist threat is something that should be raised. I'm sitting with a bit of a nervous feeling that in Norwegian society we don't take the terrorist issue seriously enough. After all, we were reminded that this is a global phenomenon, most recently in Mumbai, where, according to the press, it was actually on the verge of a Norwegian citizen being hit. Too many people here at home probably have the feeling that terrorism, as well as American concern, is linked to 11 September 2001. But we should remember that in the years that follow, this has hit Europe and other parts of the world repeatedly, and we have no letter that this can't either hit us here at home or affect Norwegian citizens and interests abroad. That is why it is necessary to keep this high on our agenda. With regard to these, I would just like to make the following brief comment: we do not take a position on what is said about the plan law, because that matter is under consideration in another committee. In terms of the police reserve and population alerts, where the Right takes hers, a later speaker will come back to this. But I want to link some comments to these on climate, hoping that this is not a private settlement between the two vice-chairmen of the committee, but that it is possible to participate. I have a little difficulty in understanding the comments of the Progress Party. I see that the party goes out of the comment on the general concern the Committee has, but there is a strong commitment to the concern about the environmental challenges in the north, in the Arctic region. There is a great deal of concern that the effects will be significantly faster than in the global climate. It is referred to as ‘a threat to people’s livelihoods and to coastal communities in the north’. This is quite strong – and I get to say quite welcome – recognition from the Progress Party. If you're going to interpret this in a very friendly way, it's a good thing that the Progress Party has realized that if they've ever thought about it in the vicinity of the government offices, they're going to have to accept – unless they're going to get a clean majority here in the Chamber – the climate agreement in Stortinget as a job prerequisite for the government that had to come then, yes, before you even start negotiating about anything. This is probably the glide flight that the Progress Party here is about to take, and I would like to welcome the glide flight. In the case of proposal No: 2, from the Progress Party, I'm kind of in the mood for it. I perceive that the comments of the government parties far on the way answer the problem that has been raised here. It is not that some of us have any problem stressing that there must be extensive plans against the danger of a cyber attack, but the Stortinget should not, of course, open doors, which we may have had a tendency to do. That's why I didn't want to support this proposal. But I hope it will be possible during the treatment here in the hall to come to a reasonable agreement on what we are facing, and then, as I said, without the need to open doors. So, finally, I would like to stress the Committee's comment on the rescue helicopters. Because there's no doubt that this is expressed a lot of concern. I must honestly say that I have probably always been strongly in doubt about what makes sense in the new round of government has decided to go. I'm not sure if it's well-founded. What we know, at least, is that it takes more time. This means that we are hanging on to today’s Sea King helicopters longer than necessary – and a unanimous committee writes that they are ‘approaching to outage and are expensive in maintenance’. We know at the same time that they have a limited range of options. That is why I stress what the committee says, that the acquisition of new rescue helicopters must be carried out.
ParlaMint-NO_2008-12-03.ana.ud109e1961	It's going to be line change.
ParlaMint-NO_2008-12-03.ana.ud109e1964	I had actually thought that this would be a debate between the two Vice-Chairs, but since the leader has thrown himself in, I could imagine making some arguments in relation to what he said. He categorically states that the Progress Party does not actually understand this – that is my impression. But when I read in the setting, on which the right has also been involved, it says that ‘climate change can pose a threat’, that it can ‘cause’ and that it ‘may be climate-related’. How, then, can the chairman of the committee be so sure that it is the way he would clearly give the impression? I read on page 33 of the settings under the Risk, Threat and Vulnerability Image.
ParlaMint-NO_2008-12-03.ana.ud109e1978	First, thank you very much for allowing me to take part in this debate. I had hoped that Width would now confirm that he is about to start the glide flight towards government cooperation, but I understand that he is not – and that is in itself okay enough for me, I guess I have never concealed that. As far as the substance itself is concerned, I would just like to stress that the Party of Advancement itself, in the Commentary on the Arctic, uses the word ‘can’. I believe in many ways that that makes sense, because of course we lack some knowledge in this area. But the point is that even if we lack knowledge, this must not prevent us from acting. If we don't, we're going to cause irreparable damage to the planet and our environment. That's what's been under the climate agreement, and that's why it's so important to do it. I hope that the Progress Party will not sit still until the crisis is already irreversible. It's come far enough as it is.
ParlaMint-NO_2008-12-03.ana.ud109e1987	No more people have asked for the word in reply.
ParlaMint-NO_2008-12-03.ana.ud109e1990	This social and security message has the sub-title ‘Cooperation and coordination’. We know that we spend a lot of resources on social security, but if there is good enough coordination, can we always ask questions about – organise this in a good enough way? The previous social and security message was entitled ‘Society security and civil-military cooperation’, and that debate was not least marked by the terrorist threat, which Petersen also addressed as a topic. There is no doubt that we then found that the fight against terrorism is a civil task. Of course, this is also a police task. So we've got that pretty good in place. So there's no doubt that climate is part of social security work. If we go to Sweden and look at their ‘defence preparation’, and if we go to the United States and look at their threat pictures, the climate is obviously on the top ten list. It's clearly fixed for everyone. We know that this also results in local decisions across Norway, for example. where to place a hospital. Dry a place a hospital on the edge of the beach? It doesn't. In Molde, a hospital moved ten kilometers just because one didn't dare lay it where it could be a river wave. Moving it to which it may be placed in case the sea level should rise. We know that there are a lot of people who need to make sure that the Norwegian people are safe, and we've built a lot of resources over a long time to get this done. But is the cooperation well enough, and will this be coordinated well enough, so that the resources benefit people? A big event that we had here in Norway a few years ago, one could sum up like this: Why didn't nobody call the police officer in Troms? It was an electron sac. The police officer acted as a little confused. What people left behind with the impression was that here it wasn't coordinating well enough. Here was a little uncertain about who was responsible. No one was in doubt that this went up to the highest level in the country – no doubt about it. At the same time, one wouldn't do things more politicized than good. But we should be even better at making the best use of resources. We have also seen in smaller local rescue operations that the relationship between the Home Office, the Civil Defense and civil organizations has been a little unclear. The various actors have our doubts about their role: Should we be there? What time are we going to enter? Who's in charge of this? We know that we are capable of this in connection with the role of the county councils and municipalities – but have we done enough practice on this, and are there clear enough legal backgrounds to make the best use of resources? We've seen some examples that we can get even better at this, and I fully trust that the Council of State is doing the best he can to get this done. As the message is now leading, there is nothing to prevent the best from happening. But here one must also assume that it is the local self that needs to know what to take responsibility for, so that we keep up the so-called subsidiarity principle – that all crises should be interpreted at the lowest possible level. Then we know that the principle of liability and equality are fundamental. There have been no changes. Here are good opportunities for those who want to do what they can locally. We know that the climate also partly plays in relation to this with race. We have major challenges in More and Romesdal, not least in the municipality of Stranda. Here we monitor the situation. We're telling people. We've had a big exercise, where the Council of State and several others were present, so that through it we give security to people, that we're actually trying to follow along. If the major crisis should occur in the Great fjord, we know that we must be able to evacuate, and then we must be able to alert. But we're up there. We've cleared the money that's going to be going to, and we've got to some kind of national racial protection center when it comes to that type of race. That one now also goes in and says that the NVE should be responsible for it, we are very satisfied with it. And then we're going to think that there might be something to pick up in the planning and building law, because the old people, as we say where I come from, didn't build where there was a danger of race. They didn't build where there was danger of flooding. We may have, with our technological advances, gone a little bit 'in spite of' nature, plus that nature behaves more extremely now than before. It is important to get a thorough treatment of this in the municipal etats, so that one does not build where one knows it can get flamm or race. That's what I think this message is adding in a very good way. When there's a common emergency number, I'll say briefly that we from SV's side are very positive to it. Once again, it is a matter of being able to use resources for the common good. This must be possible. We're recording the recordings that came from some of the health services. Now, if we wait for the job selection, we'll see if we can make the best decision to make the best possible use of resources. So I'm going to say in the end that I'm very happy that we've got a common note about civil-military cooperation -- again, exploiting resources in Defense and between the civil here at home, in total defense, and of course out in international operations. We see that what is happening in Afghanistan may be the beginning of coordination between aid organisations – national and foreign – in order to have good relations between the military contribution and, of course, police and assistance organisations. Here we can do something ground-breaking. That's why, of course, it's home in a social and security message, because it could be an increase in security both for the civilians in the countries we're in, and of course for the civil and military personnel from Norway that's in place.
ParlaMint-NO_2008-12-03.ana.ud109e2018	It's going to be line change.
ParlaMint-NO_2008-12-03.ana.ud109e2021	The government parties, including SV, are in favour of a co-location of the Competence Centre at Granåsen at Trondheim and the Competence Centre at Starum. I thought that SV was for a strong and strengthened civil defence, and that they would not go in for anything like this. It's said a little bit about economics, but there's an unrealistic economic gain in this, and it's probably not all about money either. So I'm a little surprised that SV is involved in that co-location.
ParlaMint-NO_2008-12-03.ana.ud109e2026	Co-operation, coordination and – in the case mentioned by the representative of Bredvold – co-location can help to strengthen civil defence. So we're going in for that piece. Then, of course, we'll wait for the fire reports, including the fire reports. what is to happen in Rogaland.
ParlaMint-NO_2008-12-03.ana.ud109e2032	Several have not asked for the word for a line.
ParlaMint-NO_2008-12-03.ana.ud109e2035	For the Christian People's Party, it was important that the coordination responsibility for the civil security of society was added to the Ministry of Justice and Police. This coordination responsibility was made clear and strengthened, inter alia, by: the establishment of the Directorate for Social Security and Preparedness and by providing the National Safety Authority with a professional reporting link to the Ministry of Justice and Police. The coordination role shall now be clarified and defined in a revision of the guidelines and the role of coordination shall be strengthened. That's good. The good emergence of voluntary organisations has long characterised Norwegian society. Norway has reached 4.7 million inhabitants. Norwegian voluntary teams and associations have three times as many members. Unfortunately, in general, the Government is doing too little to reward and encourage the enormous idealism and spirit of virtue that exist in the Norwegian people, despite the fact that volunteers constitute a significant resource in Norwegian society. It is good that a Joint Committee recognises the efforts and importance of voluntary organisations in this context. The voluntary rescue organisations provide with locally known crews and constitute an important element of the Norwegian rescue service. Thus, voluntary organisations are an integral part of the Norwegian rescue service, and public emergency situations depend on their resources. It is good that some action is now taken for the volunteers, but in the opinion of the Christian People's Party, we still have some steps to take before we can say we are satisfied with the public contribution to the voluntary organizations. Civil defence is the State's reinforcement resource to assist the emergency and rescue situations in the event of accidents, disasters and crises. In order for civil defence to be able to fulfil this social responsibility, civil defence needs to be upgraded and modernised – and urgently. In recent years, civil defence has not had the money to replace old and worn out material, to learn enough with new crews and to train the entire main effort force. Most of the materials of the Civil Defense Disaster Response Departments are 40 years old. The crew uniforms are well used for 30 years. Then it goes without saying that they are reasonably worn and provide little protection. There is little protective and safety equipment available. Civil defence lacks vehicles, bilge pumps, power units and sanitary equipment. The Christian People's Party is concerned that this situation needs to change. New material must be in place. The budget for the exercise must be increased. Civil defence needs modernisation now. The Christian People's Party will strongly warn against the introduction of a common emergency number. We are aware that an interministerial sample is working on the matter and that there is a need to hear about the experiences of other countries and to listen to advice from stakeholders. But the warnings from the health sector are clear and clear, and these weigh heavily in the decision of the Christian People's Party to take in this area. In the previous Social Security Communication, it was set up to continue testing and to move forward in the process of developing telephone-based population alerts. It is disappointing and worrying that these processes have stopped. The technology is in place. Better alerting can save lives and radically simplify the work of governments in the event of a crisis. This is about preparedness. Typhoon alerts must be supplemented by other population alerts. North areas are subject to increasing international attention due to competition for strategic raw materials. It presents security policy challenges. But we are also facing serious and comprehensive environmental challenges in the same areas. In the long term, these may represent a threat to the life base of coastal communities in the north. The government has recently presented a summary of its Northern Region bet in a booklet which, in the view of the Christian People's Party, contains little concrete information about the North Region bet that was promised. But, right should be right, oil protection in the north is strengthened. A new rescue agreement between Norway, Sweden, Finland and Russia has been concluded but has not yet been signed. Continuous bystander of the rescue helicopter service in Bodø is in place. But from the point of view of the Christian People's Party, much remains to be done before we in the area of social security are up-to-date with the major challenges facing the strategically important northern regions. The issue of sovereignty is at a time of increasing international attention due to competition for strategic raw materials such as oil and gas and, in particular, the fight for the huge and renewable fishing resources in these areas. In addition, environmental challenges represent a threat both to people and to coastal communities. There is no need to rest on their laurels in terms of social security in the northern regions. If the Government seriously believes that the northern regions are Norway’s most important field of activity in the coming years, it will have to grow sharply. The first phase of emergency network deployment is under way. That's good. It has been working for a long time to replace the old analogues of police, fire services and health services. The goal is a nationwide connection that can address any communication needs of the emergency services when they need it and where they need it. Modern radio communications are an essential input, whether in the face of organised crime or in the handling of major accidents and complex rescue operations. At the same time, a comprehensive transition from analogue to digital technology provides a historic opportunity to bring everyone together in a common communication network for the emergency and emergency seats. For the Christian People's Party, it has been important on previous occasions to stress that step 1 must be followed by step 2. The whole country, not just the East, needs a new emergency network. In addition, the Christian People's Party has stressed that non-governmental organisations must have access to the same common emergency network. Voluntary organisations rely on a good relationship in order to be an effective and good partner for the public emergency and emergency seats. For the Christian People's Party, it is an important point that organisations are involved, and that they are involved in the work and receive the necessary training, so that they can make use of the emergency network. Climate change can pose a threat to critical infrastructure. We know that climate change will create major challenges in the security and preparedness context of the future. We've seen extreme weather, forest fires, severe breeds and avalanches. This has to be taken seriously. It is good that a coordination group has now been set up at ministerial level, as the Stortinget has previously requested. In the transport sector, climate change is already a challenge, and it is especially in relation to race and pace we see it. For the Christian People's Party, therefore, racial security is a priority area. In addition, we are committed to ensuring good and comprehensive research on the climate change we are facing. In addition, it is positive that the Committee in the configuration includes a point, as was also underlined in the examination of the previous social security message, namely that all departments must follow up, so that each sector reviews its emergency legislation, and improves it where necessary. It is essential that security and preparedness are part of all areas of society. There are many parts of civil society that have much to learn from the Defense in this regard. Finally, the Christian People's Party will vote in favour of proposal No. 1 from the Progress Party.
ParlaMint-NO_2008-12-03.ana.ud109e2077	The left does not sit in the defence committee either, so I thought I would say a few words in the matter. I think it is good that the setting is so sumptuous. I also think it is gratifying that there is an overall committee that expresses its opinion on the important role of non-governmental organisations, and for the Left, society is more than the State. I have some comments on that with personal data. We think the IT security is too bad. Combined with the increasing collection of individual data, there is reason to be concerned. Otherwise, it is rather disappointing that the government does not see better use of the police reserve. The left agrees with the Government that the police reserve cannot be used as a compensation for the lack of police. It's not meant to be. The left's view is that the police reserve is a resource for society and not an alternative to the police. It's an addition to just the police. Today, the police reserve is 900 motivated persons. In the past, the police reserve has been used with good experience in, among others: crisis drills. It is the view of the Left that such use can be further developed and that one can use the police reserve for new tasks. We are pleased that it is working for a common emergency number. We've programmed it, and we believe that this will be a clearly simpler system when you need help quickly. Many have been involved in civil-military cooperation. I also want to point out that a greater degree of interaction should also work with HV, where it is natural. Finally, I have some comments on climate change, which initially created a little orthographic debate. It's true that we don't just have a big race challenge. Even with the constant variation in weather types, we will have a major problem with what one might call clay slides, and since there is a lot of settlement near the sea areas, in the marine area, I think this too should be included and assessed. Especially in Trøndelag, much of the population is in the marine area, and there will be a risk of emigration, possibly claygrass, in this area. Otherwise, I would like to comment on the proposals that lie here, that the Left will support proposal No. 1 from the Progress Party. We share the same view as the representative Petersen, that it's natural for someone to come back with an investigation. But we are not voting in favour of proposal No. 2nd from the Progress Party.
ParlaMint-NO_2008-12-03.ana.ud109e2098	I will first of all be allowed to express my view of the Committee's position as a valuable reading and that everyone has done a good job. That is what I say first and foremost because I believe that this field deserves great and broad political upswing. That's why I also believe that all parties seem to have gone a long way to reach consensus on most points. I think that's very important, because, first of all, this is fundamental principles in relation to some of the most serious events we can face. So I also share the considerations that the representative Petersen made in his statement, that this is in many ways one of the most important political issues we face, but matters that receive very little political attention. We've worked a lot on that in the department and in the government, but we quickly noticed that when the message was to be published, it wasn't a newsstand in the media. It is preferable for the media to report on the track if things go wrong, and then you should have good answers. I believe that much of what the committee – and the committees – draws up here helps us to get better answers. It's important for two reasons. Firstly, we are facing no minor challenges in the area of social security – we are facing major challenges. I am of the opinion that the prevention work we can do, including: on the issue of climate is absolutely crucial. One may disagree with the more factual basis in relation to climate change, but when we discuss it from a societal perspective, we should operate according to the precautionary principle. We should in many ways let the doubt of proof benefit social security. That is why I fully agree with those representatives who have stated that emphasis should be placed on climate as a very important background factor in looking at social security in the future. The first, then, is that this communication deals with very serious situations, potentially serious situations. The second thing that matters to this message and to this treatment in Stortinget, and which also makes it a very important policy, is that – as I see it – both the message and the setting have real political implications in itself that are of great importance to the budget – whether it be civil defence equipment, civil defence force, civil defence organisation, or the focus we give on volunteering, the police, the defence, the Home Office, and the issue of emergency networks, which are important political challenges for us, both budgetary and otherwise. In this way, I should probably have wished we had more attention around this, because it deserves more attention. The teacher can rarely blame those who meet at the hour, because there's a lot of absence, so at least we get to say that those who are here have contributed to doing the job. The main task of the government in relation to this is to prevent. Nevertheless, if events and crises occur, the aim is to deal quickly and effectively with them through the use of society’s national resources, clear structures and responsibilities, clear command lines between civil and military actors – which, in my view, have improved, we have had challenges, but it has improved – and sufficient competence at all levels. This Communication addresses social security with particular emphasis on the major and complex events with a high societal impact, the security of critical infrastructure and the security challenges facing society, and the tools and resources that can be deployed to prevent and manage such events. Here we all have a role to play at the central level, but also at the local level. Municipalities are responsible for ensuring citizens against natural hazards. The challenges of e.g.: in some cases, there will be too large a risk to be managed by local authorities alone. The government has seen the need for more comprehensive, effective and reinforced assistance for tailor-made prevention. The Government therefore proposes in the Communication that state administrative tasks in the field of step-by-step prevention should be carried out by the NVE. The government will also present a proposal on municipal emergency response. This means that all municipalities are now obliged to produce a cross-sectoral risk and vulnerability analysis and a contingency plan that tells which measures are to be taken in different types of crises. I want to add here, in terms of the tasks of the municipalities, that we already see that many municipalities do an unusually good job in crisis situations. Either in the case of floods, races or fires, we have seen significant progress, in my opinion, in relation to how the municipalities handle such tasks. Ålesund – razed in the housing block in the Mountain Road – showed a municipality that, after all, mastered to do many of these tasks together with the state apparatus in a very good way when it was the most applicable. I must also mention that, in addition to ordinary constitutional responsibility, the Ministry of Justice is assigned a coordinating role in order to ensure overall and coordinated civil protection. In recent years, the Ministry of Justice has focused on the means of planning, exercising and supervising the departments in the exercise of the coordination role. As many have mentioned, the Riksrevision has carried out an administrative audit of the Ministry of Justice’s coordination responsibility for social security. It was noted that some departments feel that the role of coordination of the Ministry of Justice is somewhat unclear. The government will, among other things, in the light of this, revise the guidelines for the coordination role of the Ministry of Justice in order to clarify and define the coordination role. Furthermore, the government will strengthen the role of coordination by facilitating to a greater extent the development of national risk, threat and vulnerability assessments that could provide a common basis for treatment. There is also a need to take even more initiatives to clarify responsibilities and identify any grey areas. I would also like to add: daily there is a need to strengthen the operational coordination role of the Ministry of Justice. So let's do that. It is described on page 18 of the message what kind of grip is taken in relation to it, but it is taken with the highest seriousness. It is known that the Ministry of Justice has established the Social Security Coordination Council of the Departments, which is a forum for the exchange of information and experience between departments, and which will also be an important contributor in this way. An important theme of the Storing Communication is the protection of critical infrastructure. The Government will investigate changes to existing legislation to ensure public ownership of the infrastructure in the water and sewerage sectors and will examine the possibility of the Coastal Radio being fully or partially repatriated to the State. The government has described several strategic approaches to reduce ICT vulnerability and prevent Norway from becoming the source of data attacks against other countries. I mention this in particular against the proposal of the Progress Party No. 2nd@item: inlistbox The Coordination Committee on Preventive Information Security contributes to overall governance and coordination of work strategy. National guidelines have been provided for public authorities and businesses. The Norwegian Information Security Centre, NorSIS, was established in 2006, while NorCERT was established under the National Safety Authority. These two bodies were set up to follow up the overall effort of the Government to ensure information security. I am busy with this work and will follow it very carefully. I believe that proposal No. 2 is ensured through what is now NorCERT and NSM, among others. works with. I might call on the Progress Party to turn it into a transmission proposal. There's no reason to vote it down for formal reasons, to say it nicely. At least I'm going to do what I can to follow up the work with the bodies that are just working on that kind of critical infrastructure. There's every reason to focus on this. So just a few words at the end: the community is totally dependent on the time and resources that volunteer organizations contribute to. The government will therefore facilitate the involvement of non-governmental organisations as key contributors and complements to public services and the continuation of the best elements of the spirit of good faith in the work of social security. The representative Sahl said something modest that there was some grip, and that's it. A doubling of the support has been provided to the volunteer organisations working on rescue. I believe that this is absolutely essential. It's been silent for too long. The reimbursement rates for voluntary work have increased by 35 pst, and we have ambitions that they should be regularly corrected and not stand still for 8-10 years, as they would have done until last year. And you have to have satisfactory insurance schemes, so that you don't take undue economic risk by participating in this important social work. I think it's important to secure the volunteers. So just short of the rescue helicopter service: the current grips on the rescue helicopter service are crucial both in the case of the on-site guards and the new base coming in Florø, and not least what is now to be done in the process of purchasing new rescue helicopters. I notice what the committee says in that way, and I'll take it into account in the further work. I fully agree with the representative Petersen when he says that over time there has been a lack of political focus on the tasks of civil protection. It's a timely reminder to all of us. I have a weekly review of how much civil defence is out helping people. It's no longer a passive service. There are more and more people involved in very important and demanding operations, both to find people and to save human lives. There is reason to stress the importance of civil protection in the tasks discussed in particular. this message. That is why we have proposed a strengthening of civil protection. It is a message, I have to admit, in order to start purchasing new equipment. There's a need! There we have budgetary challenges that we have to take seriously in the years to come, obviously. But I believe that the change and adaptation that is now taking place, both in the field of civil defence and the conversion of school activities into civil defence, is very correct and useful in terms of modern civil defence. It will contribute to good logistics, in particular on Starum in terms of equipment and its equivalent, and not least in terms of the build-up of skills required. The concept of social security is widely embraced. Today, we need to prepare more for a wide range of events, not just military threats. We need to be equipped for the consequences of climate change, natural disasters, pandemics, accidents with dangerous substances, the disappearance of critical infrastructure, to name a few. Terrorism is also mentioned. Then we are totally dependent on strengthening the good cooperation and cooperation that already exists between residents, households, non-governmental organisations, establishments and businesses. I think we have actually come a long way in this work, but there is still a lot to be done, and the work on the big message and the setting that is now available makes the challenges visible in a good way.
