ParlaMint-NO_2008-11-25.ana.ud2412e74	The representative Finn Martin Vallersnes, who has been on leave, has once again taken up his seat.
ParlaMint-NO_2008-11-25.ana.ud2412e1490	As the interpellant was in, this is an important matter to discuss, and I think it's good that there is an involvement in the Storting for a disease, for cases, that go every year to be among the most frequent causing death and disability. The disease is often a significant burden on those affected and on those affected. One third of those who have a stroke die within three months, and almost everyone who is hit is injured. As the representative of Bøhler points out, it is approx. 15,000 people in this country who have a stroke every year - three out of four are over 70 years old. The number of strokes – and I think that is an important information – could increase by 50 pst. in the next 20 years, mainly because the number of older people will increase sharply in the same years. The offer for patients with strokes is not good enough everywhere. There are variations in treatment provision and new knowledge about treatment has not been used on a full scale. The government's objective is to ensure equal treatment for all, irrespective of their place of residence. Of course, this also applies to stroke patients. For this reason, the Directorate-General for Health has been mandated to establish national guidelines to address the whole treatment chain, from prevention and diagnosis to treatment and rehabilitation. The guidelines shall be ready for use in the autumn of 2009. In 2008, regional health businesses were given the task of launching processes to improve the supply of stroke victims, in line with new knowledge of emergency treatment. We know that there is a lot to get from prevention among those at risk of stroke. Therefore, it is important that the population has knowledge of risk factors, and what to do if they are witnesses that someone is being affected. New knowledge shows that early intervention with blood thinners — what the representative mentioned several times as thrombolysis — in those who have symptoms of stroke may significantly reduce the extent of brain damage. Health professionals at all levels also need more knowledge so that risk patients can receive preventive treatment, and those who suspect strokes are taken seriously and get help quickly. It is well documented that treatment in individual stroke units reduces the mortality of strokes. The establishment of such departments is therefore of great importance in providing a good treatment for stroke patients in Norway. I want an offer of stroke unit to be available to anyone who needs it. And as Bohemia was also involved, today it's its own stroke at 43 of the 54 hospitals that treat acute strokes. Three out of four acute stroke patients are treated in such a unit. So we're doing a good job, but we're not in the goal. Therefore, the national guidelines shall include recommendations that all acute stroke patients should be treated in a unit of slaughter. In Sweden, which is likely to have the best level of treatment for stroke in Europe, the coverage rate is about 85 pst. I also believe that we will have – and should have – a debate on whether 54 hospitals treating acute strokes are too many, as interpellant Bohemia was also involved in its interpellation. An opportunity to assess this is when the proposal for national guidelines is available from the Health Directorate. There are major interaction challenges associated with this patient group, which often require close follow-up and cross-level services. We know that today’s organisation and funding of healthcare does not support good interaction for such patient groups. That is why I have started work on the interaction reform. In April 2009, I will present a proposal for economic and legal instruments that stimulate good interaction between municipalities and hospitals. The government's goal is to ensure rehabilitation for everyone who needs it. The national strategy for rehabilitation and rehabilitation for the period 2008 to 2011 shall contribute to the achievement of the objectives in this area. Knowledge of good rehabilitation needs to be disseminated both to specialist health services and to primary health services. Among other things, we know that cooperation between stroke unit and primary health care – with emphasis on multidisciplinary teams and early rehabilitation in the municipality – significantly improves the functional level of stroke patients, compared to traditional hospital or rehabilitation care. This includes, among other things: This we have examples of through good, exciting interaction projects, interaction attempts, for example. at Søbstad Hospital in Trondheim, where the municipality of Trondheim, St. Olav's hospital and Health Mid-Norway have jointly created an intermediate department, a district medical centre – here it is that dear children have many names – where very good results are to be shown in relation to rehabilitation for patients who have had battles. Finally, good national medical quality records are essential to document quality in treatment and to carry out research and clinical improvement. The Ministry established the Norwegian brain impact register in 2005, where Health Mid-Norway RHF is responsible for the data processing. The register is one of 12 national medical quality records which have been provisionally decided upon. The general rule is that the quality records must be based on the consent of the persons to be registered. This is a challenge for stroke patients, because they often lack consent skills. Therefore, the register is currently only used as a processing register in Central Norway. National health registry project is now examining a proposal to establish a person-identifiable cardiovascular registry, with several underlying cardiovascular quality records. The model can be compared with the Cancer Register. It is therefore now considered to propose that the Norwegian brain impact register can become a person-identifiable register under a national cardiovascular registry. In that case, this will require a change in the law, and it may therefore take some time before it can all be in place.
ParlaMint-NO_2008-11-25.ana.ud2412e1516	There was a lot of positive in the Council's response. In particular, I think the description of how to build up rehabilitation in the municipalities in interaction with outpatient teams was good, and how the Council of State aims to create better models for it through the interaction reform. In the case of the 54 hospitals that are currently treating stroke patients and act as a striker, I am also pleased that the Council of State announced that he would consider it in the context of the treatment of these guidelines. It is obvious to me that when they are going to be primary impact centres and be able to carry out accurate diagnosis and proper treatment of stroke patients, they must be built up in the way I mentioned in my post. About half of these hospitals are not, and it will be difficult to build up that experience and the well-functioning organisation so many places. Of course, this must be combined with the timely arrival of patients. When the Council of State mentions that three out of four stroke patients are being treated at stroke – it is today 43 out of 54 hospitals that have what they call stroke – I think the jumping point is how much of the patients that have been assessed on a professional basis by neurologists in terms of CT, X-ray, etc. relative to the need for thrombolysis or an accurate blood clot-resolution treatment. There are the numbers I've collected from the trade unions, so low in Norway that that part is ominous. I think that's what I'm dealing with with the setup of these primary impact centres at these 54 hospitals. There it is important to go further, and also in what I said about almost half of the stroke patients over 80 years, are not being evaluated for the advanced treatment of thrombolysis at all today. There were also positive signals about a national health quality register in this area. I think it's important, as the Council of State was about, that this becomes person-identifiable in the sense that you have to follow the patient course here to build up such a quality that is built up in the Cancer Register, which should be exemplary. Then you have to follow the patient treatment in an accurate way, just as the Cancer Registry has done in all years without any collision or privacy issues. I am pleased that the Council of State announced that he would come back to this and a detailed assessment of the consent challenge that was mentioned.
ParlaMint-NO_2008-11-25.ana.ud2412e1529	Just two brief comments from my side. I am listening to what the representative from Bohemia says about the professional requirements that should be imposed on such a unit of impact. At the same time, I ask for understanding that at this point I do not feel that I have any basis for concluding, but I suggest that we now have a process going on in the Health Directorate on national guidelines. I assume that this process includes important occupational settings, and the aim of which is to arrive at comprehensive guidelines on prevention, emergency treatment and rehabilitation, i.e. the whole of our treatment provision for people with strokes. I believe that when we receive such a professional recommendation, we have the basis for discussing structure. I would therefore not like to say at this point that I agree that a stroke unit must have it and that speciality or that and the medical device, although I do not want to exclude that the reasoning given here by representative Bohemia can be important. So just a few comments about the national quality register: it is important to point out that the draft government budget proposed earmarking 32 million. kr to the quality register area just to ensure the establishment of national medical quality records in key disciplines. And then we have that experience, actually from both the stroke register and the myocardial infarction register, that it can be difficult to have these records based on the fact that we have to get consent from the patient, simply because these are patients who are very often in a situation where you don't have consent competence. To meet that need, we are now considering the establishment of a person identifier-based national cardiovascular registry, with associated quality records, where the brain stroke registry can also be part of the whole. When I say we're going to evaluate this, it's not in that it's an assessment that's going to take months and years. There is money allocated to establish the quality register, and we are very busy keeping pace in that area.
ParlaMint-NO_2008-11-25.ana.ud2412e1540	The interpellant's focus on impact and impact treatment is a positive thing to lift into Stortinget. Many know, are affected by, or are going to be affected by, this ludicrous disease, which comes as lightning from the clear sky, and which affects 15,000 per year. Governments were involved in prevention, and that is of course important. But when the battle strikes, everyone will have the best possible treatment and the best possible prospects. It was only a few years ago that getting a blow was something that was either a dead one or suffered great damage, either in terms of movement or speaking ability. Thrombosis treatment has made it possible to get through a stroke with less damage, which is very positive. The treatment at the Rikshospitalet, as the interpellant mentioned, is another way to get through it, which a few can benefit from. The question the interpellant asks is whether we can offer treatment to anyone who should have it, offer an equivalent offer and be well enough covered throughout the country, or whether this is only for those who live near the larger hospitals. Before treatment is started, things need to be clarified, for example: whether this is a bleeding, which may also be the cause of the stroke. That means you have to have a CT or scan your brain. It also applies to having that equipment nearby. The question is, is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is In this treatment, the time factor is also important, because treatment should take place within certain timeframes in order to be effective. The fact that we are now gaining good knowledge in Norway can spread to our neighbours. Norway’s experience can help other countries increase their level of competence. That is, we have to export the knowledge we know works. I want to take an example. The hospital in Vestfold has been cooperating with a city in Arkhangelsk since 2007, and the stroke unit at the Hospital in Vestfold has helped to increase the knowledge of health professionals there regarding emergency treatment and rehabilitation. The mortality rate in Russia is significantly higher than in Norway, and there was a great need for knowledge from us. They have now built up a rehabilitation unit where they use our principles, and they have got good results. They have reduced bedtime and given many patients a better daily life. We should be proud of this. So it's important that we get even better so that we can export even more. Rehabilitation after stroke is important and is done with good results in many places. I can also refer to the SSR Coastal Hospital at Stavern, which is a multi-disciplinary, with good results. They interact with the municipality of Larvik in terms of competence and knowledge, because the municipality has, because it wants to benefit from joint treatment services, set up its rehabilitation centre, Presteløkka, right nearby. They can then use common competences and exploit them for the benefit of the patient. In the case of rehabilitation, it appears that a person must have a good multidisciplinary composition of offers in order for the patient to recover his/her functions. Choosing patients who have the potential for training, who want to do it themselves, and who have the opportunity to do it, is also part of that image. Not all patients are rehabilitating, but habilitation is equally important, not least in the new everyday life – again interdisciplinary and holistic. The coast has as its motto to see the fresh in man, and in the situation in which a percussion is in, this is important. Ambulance teams, as the Council of State mentions, are important, and there are several good examples of it from the same location. One side of the matter, which neither the Council of State nor the interpellant is involved, is psychological. Many – if not all – experience a stroke as traumatic and exhilarating, and they become both angry and despairing, not least they get a great deal of grief at what they have lost. Changes in self-image, losing the grip on your own body and mental changes are common. Loss of functions — in many cases permanent losses — is not easy to deal with. Therefore, in a treatment perspective, one must also have the psychological aspects. For relatives, too, this is a great impression, and steps must be taken to meet the patient and care for the psychological side of the battle, in order to motivate and create a way of life. Therefore, the treatment of species is more than just the acute situation. It is important to survive the acute phase, but in the long term it is important to regain the quality of life. It's a challenge, especially when it's about the goal is to apply to everyone, regardless of their place of residence. That is why I look forward to the national guidelines, which have also been notified by the State Councils.
ParlaMint-NO_2008-11-25.ana.ud2412e1566	The interpellant addresses a very important issue for a relatively large patient group. The Council of State also responds in a way that actually gives me confidence that we will be able to do something in the future. The most important thing in this case is that you can agree on something, that you can agree on what kind of action to put in, and when to put in. That's exactly where the trade unions come in. We must always listen to what is out there, and also look beyond the borders of the country. It is not that we need to reinvent the powder in Norway at all times. It could also be we have things to pick up from outside. In the case of strokes, there are few cases where it is more important to start treatment more quickly. It is clear that when the ambulance arrives, or the first person comes to the scene, it is important to know as soon as possible what this is about, so that treatment can be started. We have seen that, among other things, the current air ambulance service and the other ambulance service are better and better equipped. It is obvious that, in the future, even better communication equipment and technical equipment will be put in place in the ambulances, enabling treatment to be started even earlier than is currently being done. The interpellant also raises the issue: how many hospitals are actually going to run this, and are they well rusted out at the 54 hospitals that are offering this treatment today? It's very difficult for politicians to answer. I think that we should also have a review of the link to the professional. I think it's pretty hard for us politicians to say that one should have this offer so and so many places, there's it top, there's not top. I actually think that one of the most important things you need today is research-based knowledge. And then we'll see what kind of results this gives, and then it's important to be able to follow the patient over time. Then you will see, among other things: the long-term effects of the treatment offered. I think the whole treatment chain here is very important, from the ambulance comes, or the patient is found, and until rehabilitation or rehabilitation can be started. Because we're also going to assume that especially in the case of stroke patients, there are a lot of people who can't be rehabilitated back to who they were before they had a stroke. Then we also have to assume that you should be able to be habilitated/rehabilitated back to a better everyday life, not necessarily that all rehabilitation in this country must have a healthy focus. Actually, it's not like that. I think that multidisciplinaryism, such as, among other things, The representative, Mandt-Bartholsen, was in the room, it's very important that you have people who can help in terms of functionality, physiotherapy, ergotherapy, and audio-pedagogues to get that back on track. I believe that an important point, which was also raised by the representative Mandt-Bartholsen, has to do with relatives, because it's clear that you should have a working day even after you've been discharged from the hospital, a stay that might take a relatively long time for many patients. I also look forward to getting guidelines in place. I believe that these guidelines, on which the Council of State was involved, must be based to a large extent on professionalism. We have to set up a circuit where we look at where to provide these services, make sure that the patient is in focus at all times, and has a proper equipment – because at least there should be no problem in this country. Getting good enough equipment for Norwegian hospitals is done to a large extent, but we obviously have great challenges ahead of us. Furthermore, I think it is absolutely necessary that we also look at the number of places in this field. It must not be that on death and life absolutely everywhere we offer a service. But who is to offer it and where it is to be offered, I believe that it should be assessed on the basis of professional criteria and not on the basis of political wishes.
ParlaMint-NO_2008-11-25.ana.ud2412e1589	There is good reason to put the theme of impact treatment on the Stortinges agenda. At least two factors have changed over time, making the theme more topical. One is the frequency of strokes, which is not because the general state of health of the population is getting worse, rather on the contrary. This is because there is an increasing proportion of us who are reaching a high standard of life, and with increasing life expectancy, of course, increasing the risk of this type of problem. So it's a surplus phenomenon rather than a deficit phenomenon. The second reason why it is important to go through the field is, of course, that knowledge development in stroke management has been very positive. We are now able to prevent extensive damage to an extent that we were not before, and we are also able to repair damage to an extent that we were not before. There is therefore every reason to discuss how knowledge can be optimally used, including the number of places in the country to provide highly specialised treatment. I said that there is good reason to put the theme on the Stortinges agenda. At the same time, there is reason to recall that there is a difference between a congress of medical specialists and a big debate — at least there should be a difference. In the first of the two health priorities studies carried out in the 1980s and 1990s respectively, we pointed out that an instrument that could be appropriate in the development of national standards for treatment in different areas could be so-called consensus conferences. This means calling together all the highly specialised professional communities we have in the country and asking them to discuss what they think should be the common national standards in this area. Now, the Council of State has given a mandate to develop national guidelines, but this does not, of course, mean that one cannot also use that instrument and invite the professional communities we have to discuss it together. Anyone who knows medical developments will know that there are very often different professional perceptions of what are the best practices, and then it is important to take time to discuss a national consensus on this. So on the rehabilitation aspect: we have had relatively many debates in Stortinget over the last few years about the rehabilitation challenges. These debates have largely resulted in a high degree of verbal agreement. For example, in the budget setting two years ago by a unanimous Health and Welfare Committee, it was written that the next major focus of Norwegian health policy must be rehabilitation. It is not difficult to achieve verbal agreement, but it seems very difficult to come from verbal agreement to action in this area. In response to the National Strategy for Rehabilitation, the Council of State indicated. National strategies are, in reality, the lowest level of ambition available in Norwegian health policies. National strategies sound so fine, but in reality it is the lowest possible level of ambition, because there is no concrete plan for what to achieve at the time. That is why I think it is high time to upgrade the rehabilitation challenge both in this patient group and in other patient groups that depend on follow-up after their lives are raised, to upgrade it from a strategy to a concrete action plan with concrete objectives.
ParlaMint-NO_2008-11-25.ana.ud2412e1602	With my background as a long-term health politician and my experience as a physiotherapist, it was too tempting to take part in this debate. I think the interpellant has found out how important it is for those affected by strokes to get early treatment. He has also learned how many people are affected every year, 15,000 people. It's as many as it lives in a medium-sized Norwegian city. It was St. Olav's hospital in Trondheim that was first out establishing its own unit of impact at the hospital. The result was overwhelmingly good, more survived and fewer received complications. Good cross-disciplinary cooperation between different occupational groups was a bit of the secret behind the good outcome, as well as the rapid start of treatment. The representative of Boehler’s emphasis on the need for rapid and good treatment for stroke patients cannot be sufficiently emphasised. It is fully supported. It is absolutely necessary, it is absolutely essential. Fortunately, the good results from Central Norway spread to several other places in Norway. The Christian People's Party agrees that it should be a goal that all stroke patients should be treated by their own stroke units. For the Christian People's Party, it is important that there should be equal treatment throughout the country, and that there should be no discrimination based on age, gender and not least residence. The representative of Boehler is also entitled to the fact that the patient’s ability to recover and return to his normal life depends entirely on a good rehabilitation offer. It starts at the hospital and continues in the first line service. I am using the opportunity to draw the attention of the Council of State to the fact that it announced the conversion of the funding system for physiotherapists can lead to the municipality losing the key staff that is so important in a rehabilitation process. I would also like to mention a group that is often down-prioritized, namely logo-peders. These are crucial for stroke patients who have lost their speech. Psychiatric health must be included, and the relatives must be taken more seriously. The public has an important role to play in terms of stroke patients and their rehabilitation services. However, the Christian People's Party has also been committed to ensuring that today's rehabilitation institutions run by private and non-profit actors can continue to provide a good rehabilitation offer to patients. Norway needs legislation to ensure a diversity of rehabilitation measures. Ideal rehabilitation institutions go bankrupt due to the fact that the state reduces the daily price and provides arbitrary conditions for long-term operations, very important skills and knowledge will be lost, and patients will lose a good deal – completely across what the interpellant wants. Today's tendering policy threatens the supply of many patients. The non-profit organisations in the health and care sector do not have the same financial muscles as large, commercial and state actors and often do not compete in the bidding process. This weakens the possibility of a better, stronger and more flexible provision of rehabilitation. The public depends on a good offer to the patients. The Christian People's Party has therefore proposed that non-profit institutions and businesses should be guaranteed a derogation from the requirement to submit tenders under public procurement law. Of course, the general requirements of transparency and reprobability will apply, but we need the long-term and predictability of ideal institutions, which they do not have under today's legislation. I would like to have had time to say something about prevention, as the Council of State was about, but in the end, I just want to support the interpellant in that it is crucial with rapid treatment, early and good follow-up. In particular, it is important to safeguard the competence and quality of voluntary organisations. I am convinced that these will be important contributors to the national qualification register that the interpellant wants.
ParlaMint-NO_2008-11-25.ana.ud2412e1621	15 000 to 16 000 people are hit every year. That's the third most important cause of death and disability. And as State Councillor Bjarne Håkon Hanssen said, it can increase by up to 50 pst. over the next 20 years. When we look at the number, it's a people's disease. We all know about friends, neighbors or someone close to us who's been hit by it. The Health and Welfare Committee has received an enquiry from the Landsföreningen für Schlagrämde. This refers to the randomity of treatment, regardless of place of residence. According to their letter to the committee, the mortality rate at impact is 8 pst. in Bergen and Trondheim, while in areas within Health South-East it may be up to 28 pst. There are very big differences. According to the letter from the National Association of Battles, it is actually almost the greatest risk sport to have battles in areas where there are most hospitals. What has struck me when I read about the problem of strokes is the importance of having competence at all stages – for time it is so important – from the phone coming in at the center, that someone knows what to ask for in the ambulance, in the hospital, and that you start rehab, not as usual after a month or two, but after one minute or two, that is, at once. It has to be quality everywhere, and you have to get started in time. Those who accept enquiries, those who carry the person, those who treat the person, must constantly know what to do, and start a rehabilitation that can bring the person back to the most normal life. Hanssen State Council said that there was difficulty in obtaining consent for those affected by the kind. What has struck me in some areas of health care is that when you look at psychiatry, it has been a taboo area for those who have had mental disorders. I believe that over time it has made the treatment of mental illness pending. Now we've had a stepping-up plan, fortunately. In terms of impact, I think we can have some of the same problem. It's actually a little taboo, even if it's a people's disease. We know that there are some functions that are getting worse than before the person was hit, even though he has come back again in a big month. In many ways, it could be a small forgotten group that doesn't cry out loud. To me, the figures found in the letter to the committee were quite alarming. The fact that you are going to have national guidelines is very good. It must be urgent, because it must be a security for everyone, regardless of their place of residence, to have a good and safe offer and to have the best offer that can be made. As we can see from the letter of consultation we have received, in fact, in the most populous areas it is most random which one gets. This is from a letter, so I don't know if it's right, but at least there's a question mark about this by the National Association for Victims. It is really a key point for the Center Party that no matter where you live, you have to be sure that there is competence among those who accept the phone, in the ambulance, in the hospital you come to, and that it is a rehabilitation right away. It should be the same either one living in Oslo, in Bergen, in Stage or in Finnmark: security for everyone, regardless of residence.
ParlaMint-NO_2008-11-25.ana.ud2412e1637	Everyone has been very pleased that the interpellant has seen the focus on this important topic, the treatment of people who are the victims of a stroke. There are three elements that I think we can say are the most important in the context of the treatment of cerebral bats. The most important thing that many people have been about is early treatment in the emergency phase. As a point two, one may say that one must follow up with a qualitatively good treatment after the acute phase, and then one must have a good and rapid follow-up and rehabilitation. Tempo and speed are important. In practice, acute treatment in the acute phase implies that treatment with thrombolysis, which has been described here by the interpellant, must already take place in the ambulance. This means, in turn, that the ambulance must be manned with qualified personnel and have equipment to make thrombolysis treatment possible. When it comes to speed here, it's like one of the previous speakers was in, talking in minutes – it's not about hours once. So getting the quick treatment already in the ambulance and having qualified personnel there is important. So the interpellant points out that hospitals treating patients must have strokes — units specially adapted to staff and equipment for the treatment of these stroke patients. I totally agree with that. I myself have been the director of a local hospital for many, many years – not many, but eleven years at least. An impact unit was created several years ago. Now I don't think all the stroke units are identical, but at least my experience was that it was very important to have such an offer for the treatment and training of patients, and especially important was it with qualified personnel. As many have been here before, equal treatment, what does that mean? At least I think it's very important that the vast majority of hospitals that we already have around today have specializations like this. Mi experience is that such stroke units fit well into a local hospital. It is therefore important that local hospitals do not be built up in such a way that such literally vital supplies around our long-term country disappear. Equal treatment can't happen in any other way than that we have a decentralised and good supply. If the offer is not satisfactory wherever such an offer is to be made, the offer has to be upgraded, not removed. There can be no method of equalising treatment in a country such as Norway. So a little bit to what the interpellant said. He actually beats a blow for a new patient registry. We in the Left, as they want to know, have asked many questions about all these records, not least within the health area. Our point of being skeptical is that we always get a discussion about what happens to privacy in such cases. But it is clear that a register is important in many contexts, not least within research. We have cancer records, and we also have many other registers. We have a lot of records. I think what the Council of State was up to is an important point. He has great adversities when it comes to this with consent competence. It is very important that it be taken into account, and that privacy in such debates really gets the emphasis it should have. I think we need to bet on processing, not on creating new registers that we probably don't get the full benefit of at least.
ParlaMint-NO_2008-11-25.ana.ud2412e1660	I thank you for many good posts, with great commitment. There's a couple of points I'd like to comment on. The first concerns the question of whether it is a theme for the Stortinget to discuss the quality of 54 hospitals. If you draw a parallel to other themes that we, quite correctly, have gone into the Storting, for example. geriatri in the care of the elderly, where we have said that there is a need for a commitment to be able to provide patients in the best possible way, I am a little worried that this group of stroke patients has not received the same attention so far, and that is why these questions are too new for us when we start discussing the quality of these 54 hospitals. I don't want to go into a professional detailed discussion, but I want to know that in the place where stroke patients with strokes come, there must be competence to treat disease in the brain, to diagnose disease in the brain accurately. We have to make sure that the patient can be given the best treatment. That's why I'm questioning that at half of these 54 hospitals, it's not neurologists who can combine imaging with precise analysis of how to approach the individual patient. I am afraid that in the other hospitals there is more emphasis on active mobilization, that more care is taken of the patient in the battle phase and active mobilization afterwards. I mentioned figures that show the difference between the Haukeland area, which has a very active attitude towards the use of thrombolysis, and the Oslo area, and that the representative Battle Violence Vedum commented that it is not only in pig-grown strokes that there may seem to be a great difference in treatment methods, but also in densely built-up areas. I also mentioned parallel numbers for Germany. The main concern, whether we have the competence to treat stroke patients with the necessary expertise and accuracy and ability to diagnose at all the hospitals they're going to, we need to be able to discuss at Stortinget, I think. It's not a professional level of detail, but as the representative for Wage, we need to make sure that we use the new and great knowledge we're building up, and that we use it optimally. It's at the level I want us to have the discussion. It's like that around the country that somewhere there's a hospital that's close to each other, and some patients are hospitalized without this advanced treatment, patients who could easily have passed on to the next hospital, while elsewhere in the country may be so that you actually need to build up some telemedicine centres for emergency treatment of stroke patients to be able to reach within three hours. There you have to draw a map, as I was inside my post. There are many other aspects of the posts that I don't have time to comment on. I particularly appreciated what Sonja Mandt-Bartholsen said about the mental aspect of the rehabilitation of stroke patients, and that the Council of State will follow up the question of stroke records quite quickly.
ParlaMint-NO_2008-11-25.ana.ud2412e1677	I would also like to start by saying that I think it has been very interesting to follow the debate, and I agree with all those who say that it is right that the Storting focuses on this patient group. I think for my part I would like to sum up the debate on the basis of three syllables. Firstly, we are all concerned that stroke patients should also receive equivalent, good treatment. I'm glad that there seems to be a great deal of excitement in the hall in that we now have high expectations that the Health Directorate will make national guidelines. We rightly expect the Health Directorate to cooperate closely with a strong national competence environment, so that we get up-to-date knowledge in the field, and that we look internationally to see what kind of knowledge we have there. And for the part, on which the representative's salary was in, if there's a great deal of professional disagreement, I think it's worth noting the possibility of organising a consensus conference if it seems appropriate. So we now need to focus on good national guidelines, which can form the basis for obtaining equivalent, good offers across the country. The second key I notice is the need for cooperation, interaction. This is about a primary health service that can do a lot about strokes, about getting the municipal medical officer to understand that here there is a need for pace and getting the patient sent on to the right place. It's about prevention, and it's about a good emergency reception. Then it's about an interconnected, comprehensive healthcare service, which also works to initiate rehabilitation and rehabilitation at the right level quickly. I remember what I said in my main post, that we have quite exciting results, for example. from Trondheim, Søbstad, on good rehabilitation and habilitation work in an interaction between municipal health services and specialist health services. Interaction is a clear key. The third is quality records. Knowing more about what's good offers, what's working, what's not working, measuring differences in offers, so that it can be used as a basis for adjusting, and that we can review and improve national policies in our drive for good and equivalent offers through quality registers.
ParlaMint-NO_2008-11-25.ana.ud2412e1690	The debate on substance is closed. So 8 is done.
ParlaMint-NO_2008-11-25.ana.ud2412e1696	The size now goes to voting.
ParlaMint-NO_2008-11-25.ana.ud2412e1703	During the debate, Øyvind Korsberg has put forward a proposal on behalf of the Progress Party, the Right and the Christian People's Party. The proposal reads as follows: ‘The size asks the Government to further improve the random fishing system in the sea fishing fleet, inter alia, by removing the cutting date also for cod quotas and increasing the rate that can be released to 30 per cent.’ Alternatively, this proposal shall be rejected and the Committee shall be set up.
ParlaMint-NO_2008-11-25.ana.ud2412e1747	During the debate, Per-Willy Amundsen has put forward a proposal on behalf of the Progress Party. The proposal reads as follows: ‘The Government is asked to instruct the Foreign Affairs Directorate to respect the local local local local government in matters relating to the establishment of asylum recipients, in order to give local authorities a veto right in practice.’ Alternatively, this proposal and the referral by the Committee shall be voted on.
ParlaMint-NO_2008-11-25.ana.ud2412e1775	There is a vote on the proposal by Robert Eriksson on behalf of the Progress Party sent from the Odelstinget meeting on 20 November 2008. The proposal reads as follows: ‘The decision asks the Government to propose that, where there is a written agreement on the transfer of leave to the following year, no restrictions be imposed.’;
ParlaMint-NO_2008-11-25.ana.ud2412e1791	In Case No. No voting theme is available.
ParlaMint-NO_2008-11-25.ana.ud2412e1801	During the debate, the representative, Mr Kvassheim, put forward two proposals on behalf of the Left.
ParlaMint-NO_2008-11-25.ana.ud2412e1833	In Case No: 7 and 8 there is no voting theme.
ParlaMint-NO_2008-11-25.ana.ud2412e1880	Thus, today's map has been processed. Does anyone require a word under Section 37a of the Rules of Procedure before the sitting is cancelled? - The meeting's been cancelled.
