ParlaMint-NO_2008-04-09.ana.ud1393e22	The representative, Hans Frode Kielland Asmyhr, will present a proposal for a representative.
ParlaMint-NO_2008-04-09.ana.ud1393e1808	I record that in yesterday's Rogaland newspaper, the police chief at Stavanger Police Station, Henry Ove Berg, says: “Of course it had meant a lot to get answers to DNA tests after two days, and not after two months, then we could also do tactical assessments. It is a strong wish on our part that things will go much faster." So even though the Council of State here refers to some examples of rapid progress, this is a strong wish of the police in this matter. I record that the Minister of Justice, even though he is confronted with the consequences of a misguided policy, is not willing to reconsider his position. The Minister of Justice says they're taking these kinds of cases very seriously. I don't doubt that. So do we. But the Minister of Justice doesn't take these kinds of things so seriously that he's willing to put his ideological chauffeurs on the shelf to get the police to use the tools they want to use.
ParlaMint-NO_2008-04-09.ana.ud1393e1822	It is a little unclear to me now what the problem is for the questioner, because when the police have asked for priority, it has gone very quickly, and it has gone faster than the private initiative could offer. So here I actually think you have a system that works. That was also the background that I went into it so thoroughly. It's my opinion that it's appropriate -- and right -- that now that we're developing the DNA reform that we're doing, such kind of evidence assurance and evidence development should just be on public hands. It is a matter of legal certainty. But I also think that's right for rational reasons. We're going to invest an incredible amount of resources in it, and I think it's right to build a strong professional environment that can handle this. To all intents and purposes, we see that in the specific matters raised by Stavanger, where priority has been asked, priority has been given.
ParlaMint-NO_2008-04-09.ana.ud1393e1829	The Minister of Justice should not try to create the impression that this is not a problem, when the police have been so clear for a long time that cows at the Institute of Forensics are a challenge in the field of investigation. So I have to ask the question: what is the Minister of Justice the fundamental difference between the fact that this type of sample is sent to private approved institutes in Norway and that they are sent to private approved institutes abroad? Why does this government accept that analyses of samples related to sensitive health information every day in thousands are carried out by private laboratories, while similar ones in the justice sector are suddenly prohibited by law - promoted by this government? What is the difference in principle between using private institutions abroad for tests related to health care and using private institutions for tests in the justice sector when requested by the police?
ParlaMint-NO_2008-04-09.ana.ud1393e1836	I think I'm going to say that the system we're now developing is the same system as the Right-Administration system when they just put in government a few years ago. There was no initiative from the Right to establish anything else in addition to this. I think it is important in terms of the development of evidence we see in criminal matters, especially in relation to DNA, that it is the public that should handle it, in particular to ensure that just all legal certainty considerations are taken care of, and that there can be no doubt that there should be no other motives in relation to the tests. So that's the rational argument: now that you're facing such a development in relation to DNA wagering, I'm convinced that we get the best we can -- we get the most out of the crowns, and we get the best and most effective management of the DNA project -- by that it's the professional environment around the RMI that's going to handle it.
ParlaMint-NO_2008-04-09.ana.ud1393e1854	I will be asked the following questions by the Minister of Health: ‘Previously, the Public Health Institute has recommended that the HPV vaccine be included in the national vaccination programme. This recommendation has now also been passed on by the National Council for Quality and Priorities in Health. In many other countries with which we usually compare, the HPV vaccine has been introduced. Will the Council of State now follow the advice of Folkehelsa and the National Council for Quality and Priority in Health Care and ensure that Norwegian women also have access to HPV vaccines?’
ParlaMint-NO_2008-04-09.ana.ud1393e1863	Firstly, it is a major step forward for women’s health that vaccines have been developed that can prevent sexually transmitted transmission of a virus, HPV, that can lead to precursors of and later to cervical cancer. A number of scientific articles and reports demonstrate the efficacy and cost-effectiveness of the vaccine. A scientific report published on 22 January 2008 by the EU Agency for Disease Control concludes that vaccination against cervical cancer is an effective prevention strategy. The European Agency for the Evaluation of Medicinal Products has recently established that no evidence of a causal link between the use of the vaccine and reported serious adverse reactions has been found so far. With a protective power exceeding 95 pst. against cancer precursors and a vaccination coverage of about 90 pst. will be able to achieve, in the long term, a halve in the number of annual cases, assuming one. About 300 Norwegian women are affected by this every year, and between 80 and 100 die of cervical cancer every year. In addition, the vaccine will help fewer women to develop uterine cell changes with subsequent surgical interventions, with an increased risk of sensitisation and premature births. There has been a decrease in the number of cervical cancers between the 1970s and today, which is largely attributable to the screening program that we have. The target group of the screening programme is women aged 25-69 years, but 23 pst. does not participate in the screening programme. 60 pst. of the annual cervical cancer cases affecting women who have not participated in the screening programme. As the representative is aware, vaccination of young girls against cervical cancer has already begun in a number of countries. This applies, inter alia, to: United States, Belgium, Germany, France, Italy and Australia. England starts till the fall. In Denmark, on 1 March 2008, the government submitted a wide-ranging agreement whereby, from 1 October 2008, girls 13-15 years ago are to be offered what is called a collection programme, while the vaccination programme itself for girls 12 years begins on 1 January 2009. In Sweden, the vaccine has been provisionally admitted as a reimbursement entitlement for girls 13-17 years of age. The Social Security Board has recently proposed offering the vaccine to girls in school stages 5 and 6. The proposal has now been consulted before a final decision is taken to include the vaccine in the paediatric vaccination programme in Sweden. The recommendations of the National Institute for Public Health and reaching the National Council for Quality and Priority in Health, together with experience from other countries, will help to provide the basis for my decision-making in the further consideration of this issue. As for the introduction of other new measures with budgetary implications, any introduction of the vaccine against cervical cancer would have to be made a priority in the work of the Government on budget proposals. The government has per cent No decision has been taken on this matter today.
ParlaMint-NO_2008-04-09.ana.ud1393e1880	I would first like to thank the Council of State for the answer. I suspect that the Council of State is very concerned about this, and she will probably also get it in place. I'm not going to interfere in the government's budget debate--they're doing it on their own. My question, of course, is that we see an increasing number of countries implementing this vaccination programme. It turns out there's a very large percentage that doesn't develop this cancer after that. All of our professional bodies have now recommended this. We are left with one thing: if it is not introduced, it must be purely for economic reasons, because the professional bodies have said yes. Will the Council of State make sure that a decision can be taken quickly in this matter, so that we get the effect of what we want?
ParlaMint-NO_2008-04-09.ana.ud1393e1887	Let me repeat that it is a very breakthrough that we have now received this vaccine, and that it is recommended by then to say all the professional bodies-- I hear there is still some disagreement among professionals about this vaccine. And that's usually interesting what's happening in other countries as well. All of this I and the Government take with us in the round we're going to have on this case. Unfortunately, I can't say anything more today than that I'm seafaring--and I perceive that the representative Nesvik is also, and many with us--busy of all things that can help us prevent diseases and also prevent people from dying. So the representative understands that this must be decided by the government, but the government has not yet done so. We have just received the latest recommendation from the National Council.
ParlaMint-NO_2008-04-09.ana.ud1393e1892	I thank you again for the answer, and it will be interesting to see when the matter comes to consideration in Stortinget. Once again, in a number of different areas, we are calling for research to try to find answers to the cancer problem. Now we've been able to develop a vaccine that we've actually been asking for for many, many years. This is being worked on in several fields. It is clear that for a nation such as Norway, which is a nation with a relatively good economy, which also has an up-to-date research environment, and which has the opportunity to assess these matters in the long term, it is important that this should also be used. That is why I hope that you will not let it go both winter and spring. We have a budgetary procedure, revised before the summer. For the girls, I hope this will be mentioned in that context. In the case that some trade unions speak negatively, the only thing I have seen is that individuals are sporadic in some environments. Will the Council of State now make sure that we can get the matter quickly on the table in Stortinget?
ParlaMint-NO_2008-04-09.ana.ud1393e1903	I am very concerned about this matter, as I am of many other matters, but the representative knows very well that I cannot say more than what I am doing now, because we have not made a decision in the Government. But I repeat, I think it's very interesting what's happening in other countries. Of course, I am also very aware of the rather unanimous professional recommendations in the matter, so there is no doubt that we are concerned about this.
ParlaMint-NO_2008-04-09.ana.ud1393e1911	My question goes to the Minister of Health: ‘Some older nursing homes are affected by resistant yellow staphylococci, MRSA. Infections and infestations 5 weeks in isolates. Too many people, this is a heavy load, a sense of coercion. A 91-year-old woman was recently diagnosed with infection without being ill, and is in isolate one month. The room is without telephone, radio and TV, she has not been able to move and has only occasional staff contact. The patient notices a clear mental reduction. Will the Council of State provide new regulations for the insulation of space, activity and care?’
ParlaMint-NO_2008-04-09.ana.ud1393e1920	The spread of resistant pathogenic bacteria in health institutions is unfortunate for several reasons. Firstly, there is no doubt that patients in health institutions are at increased risk of getting serious infections, and resistance is often complicated by the treatment they may receive. Secondly, treatment of infections is expensive, both because the drugs that work are expensive and because treatment can take longer. Thirdly, the increased presence of resistant bacteria may mean that the entire antibiotic policy needs to be changed, which will increase costs and further increase resistance development in the population. It's a serious challenge. The Public Health Institute published in 2004 a professional guide for dealing with what is termed MRSA. It was primarily aimed at dealing with MRSA in hospitals. In the years that followed, the incidence of MRSA has also increased outside hospitals, as the questioner here points out. The incidence of infirmity increased particularly in 2005 and 2006. Because of this, the Public Health Institute has launched the revision of the MRSA supervisor. One of the main objectives of the audit is to make recommendations on how to handle this in the healthcare sector outside hospitals. In its work on the audit, the Public Health Institute has focused on acquiring knowledge and experience from both specialist and community health services in managing MRSA. This has been done both by publishing drafts and by sending feedback to healthcare professionals and by arranging their own days where this is the subject. MRSA Day was held on April 1st this year, and one of the topics that was thoroughly discussed was the spread of this in hospital. In the draft new guide, the Institute of Public Health proposes the following: Isolation should only be used in exceptional cases in relation to hospital residents with MRSA long-term isolation is not necessary instead of isolation, MRSA should be controlled by enhanced infection protection measures inside the occupant's room and careful compliance with general infection protection measures outside the occupant's room once the occupant has completed the stowage, he may leave his room: Both in feedback on the draft new guide and in the discussion on this special day, 1 April, there was a broad consensus in the professional community on these recommendations. Several nursing homes have now tried out this model for dealing with MRSA, where residents are not being isolated. They report good experience in terms of both better quality of life, maritime, population and low risk of transmission. The new recommendations are expected to be ready for publication in the summer. A revised professional guide will be sufficient to change current practice and a regulatory change is not necessary. So I look optimistic about this too.
ParlaMint-NO_2008-04-09.ana.ud1393e1950	Thank you for a very clarifying answer! I hope that one in these new regulations will take into account what it is like to be in isolates, and as the council says, a softer up a little bit of these boundaries that have been to date. Infection with yellow staphylococci is probably just going to be more of a future, so it's a big challenge for the nursing homes. I think that getting some clearer quality rules on this will also have something to say for the quality of life of the individual patient. And I'm not in doubt about the elderly who say that this has been a great burden to them. In this case, county doctors and infectious agents have not done anything, and they have been concerned about the person concerned. Does the Council of State see that there will be an improvement for patients with this new model, and does she see that there is also a challenge in having better qualified health care staff in relation to these infectious and MRSA challenges?
ParlaMint-NO_2008-04-09.ana.ud1393e1957	Firstly, I agree to say everything that the representative Larsen now says, and I'm not a second in doubt that this will mean a much better situation for those who are infected by these yellow staphylococci. It is a completely different situation of life to be isolated for five weeks than being in the room and being out among the others, and it is very good that it is possible to prevent infection to others if one implements proper hygiene and infection protection measures, as has now been tried at some hospitals. The fact that there is such a broad consensus professionally also makes me sure that this is the way to go. So it's going to start in just a few months, this summer. Neither do we need regulatory changes, so this will go as fast as it actually does now, and it will have to mean a better situation for those who are affected by this.
ParlaMint-NO_2008-04-09.ana.ud1393e1962	Thank you again for your answer! I think this new model that the Council of State now describes, must also be clear on this with quality of life and not just the outer boundaries. The contents must be pointed out in relation to the patient’s needs in order for us to have a comprehensive solution. One more thing that should be included in this new model is that many of these patients have experienced that the doctor says you have to be isolated. They don't perceive the grey zone between volunteering and coercion, and many of them feel that they're just forced into an isolate, and that it's not on a voluntary basis. Does the Council of State see that the relationship between volunteering and coercion can be somewhat unclear in this situation, and that as a society we protect ourselves from infection at the expense of the individual's freedom?
ParlaMint-NO_2008-04-09.ana.ud1393e1967	I very much believe that the new recommendations, which will be completed in the summer, will clarify many of the questions that the representative Larsen has here. They will then be sent to all the municipalities and hospitals of the country, and they will be practised. Clearly, there are balances between taking into account the quality of life of the sick and infected person and not having to infect others if you can avoid it. But I see that through the professional feedback and recommendations we have now received, it is possible to take care of both parts, both that the person who is ill can get better quality of life, and also that one prevents others from getting sick. Then we can win two things at once, which will be very positive.
ParlaMint-NO_2008-04-09.ana.ud1393e1975	I will ask the Minister for Health the following questions: ‘In February, a man from Sigdal was cut off by two fingers in an accident at work. After being transported in an ambulance, he got morphine and was admitted to the Hospital Buskerud, he had to wait 11 hours for surgery. According to the hospital, this was justifiable. Does the Council agree that it is appropriate for a man with severe acute pain to wait 11 hours for surgery?’
ParlaMint-NO_2008-04-09.ana.ud1393e1984	Our hospitals are going to provide patients with high-quality services. Governments are keen to ensure that hospitals make the best use of resources and that they facilitate the quality of patient care and have the right priorities. Then it is clear that the patients who need the most should be treated first. Good logistics and interaction within hospitals is a key prerequisite for quality and is necessary for patients not to experience unnecessary delays and delays. I know that hospitals are actively working to improve logistics and internal interaction, for example. by designing common treatment lines for different patient groups. Unfortunately, it happens from time to time that priorities have to be made that require some patients to wait a little longer than desirable, for example. before an operation. This specific patient history, I understand, is about a patient who had been hospitalized for acute injury. In the light of the review of the emergency receptions by the Health Authority last year, I have just focused on the emergency functions in hospitals and instructed health care companies to organise the emergency reception facilities in a way that ensures proper patient treatment. The work shall be carried out in close dialogue with the Directorate for Health, which has been commissioned to look at the best possible organisation of hospital emergency services. There is no doubt that, in general, we have a challenge, including: Because one of the things we see is that the most inexperienced doctors are those who meet patients in acute situations. We have to get to a twist of it. There are also some other control measures that need to be taken here. The work that has done to correct the defects and deviations of the emergency receptions mentioned by the State Health Authority is good. This has happened as a result of my orders to the health companies in March, and I'm not just waiting, I demand, that the offer at the country's emergency reception gets better than what we've seen some examples of, and as the Health Authority has pointed out. With regard to the specific case, I ask for an understanding that as a State Council I cannot go in and assess whether each patient is receiving proper treatment or not. I think everyone can agree that eleven hours to wait for an operation is quite long, but it is the doctors who have to assess whether it is proper or not. In this case, if there is doubt as to the soundness of the case, there is one matter that the Health Inspectorate must assess in Buskerud. However, through contact with Health South-East I have assured myself that the Hospital Buskerud is working on making the waiting time for surgery as short as possible for all patients.
ParlaMint-NO_2008-04-09.ana.ud1393e1993	I thank you for your answer. I understand that the Minister of Health cannot go directly into the matter, but I have. What comes in addition to this is that the patient in question has diabetes, and he was told quite early when he came into the emergency, where he was received in a good way, that soon the orthopedic would come and look at him. The doctor came after an hour and a half and said he had to operate within one to two hours. Then nothing happens in nine hours. The diabetic had to fast for almost eleven hours. It's bad in itself. So the patient says to me that if they only admitted that they made a mistake, that it was a mistake, he would leave the matter alone. But when this does not happen, and when the health consultant at the hospital says to Drammen's Official Journal that this was perfectly sound, it seems that there is a way to cover a loss. Does the Minister of Health think that there is a good way to deal with the patient?
ParlaMint-NO_2008-04-09.ana.ud1393e2000	I again ask for an understanding that it is difficult for me to go into the specific matter. In addition, I do not know all the sides, except that I am not necessarily doubting what the representative here says. But it would be quite impossible if I were to go into all the individual matters, and that is not what I am competent to do either. That there is generally an improvement potential at our emergency reception, both in terms of messages, interaction, that people are quickly enough to be taken care of, etc., there is absolutely no doubt about it. Here there'll be a lot of radical changes-- let me express myself that way. But I say it again, that if there is any doubt about the soundness of the matter, there is one thing that should be addressed with the Health Service in Buskerud.
ParlaMint-NO_2008-04-09.ana.ud1393e2007	I thank you for your answer. If you're going to ask the question that's natural, in a more general way, the question is, what kind of feedback should a patient get after experiencing a traumatic experience, either by having to wait a long time, or by having a failed operation or other things? What kind of guidelines are there on the table? Does the Council of State consider this to be satisfactory in the case of Norwegian hospitals? In this particular case, which the Council of State naturally will not go directly into, the patient has not received a single explanation, a single feedback--no thing after the traumatic experience. It is clear that it is perceived as quite tough, and when you read in the paper that this went quite well, this was proper, the patient becomes reasonably concerned about whether this is the case in other cases as well.
ParlaMint-NO_2008-04-09.ana.ud1393e2016	I have no reason to doubt that basically things work pretty well, but that it is potential for improvement, there is no doubt about it. I would like to make it clear that I am now speaking in general and not particularly about the case in Buskerud, which I understand was difficult. It is also clear that there are clear guidelines that everyone should be seen, heard, respected and given feedback. If things don't go completely as planned because something acute happens all of a sudden -- there are sad accidents or other things that can make it take longer -- then people should be informed about why. It's also natural that people get an explanation or an orientation in retrospect, if things didn't go as planned. That's the general guidelines, and I expect all patients to be met with such dignity.
ParlaMint-NO_2008-04-09.ana.ud1393e2026	This question, from the representative of Øyvind Korsberg to the Minister for Renewal and Administration, will be answered by the Minister for Children and Gender Equality on behalf of the Minister for Renewal and Administration.
ParlaMint-NO_2008-04-09.ana.ud1393e2029	I want to ask you the following questions: «The prices of petrol in Norway have followed a strict weekly pattern in recent years. On Monday, the gas price is set up heavily throughout the country, with a gradual reduction over the week, and it is lowest on weekends and Monday morning. The purchase price of petrol does not vary with the days of the week. Can the Council of State explain why the petrol price follows such a weekly pattern at its gas stations, and in what way has the Competition Authority been involved in the matter?’
ParlaMint-NO_2008-04-09.ana.ud1393e2038	Competition supervision is required under the Competition Act to monitor competition in the various markets and to monitor compliance with the competition laws’ prohibitions and prohibitions. This is a task for which supervision has a separate responsibility to follow up. In the context of the question raised by the representative of Korsberg, the Competition Authority has briefed the Ministry of Renewal and Administration that supervision has gained knowledge of the price development of the fuel market in the context of previous price surveys and business services issues. Following the examination of the concentration between Norwegian Shell AS and YX Energy Norway AS, the Authority has collected information from the operators in order to monitor the competitive conditions in the fuel sales markets in Norway. In this context, it has collected indicative prices from different actors for the period 2004-2007. Data collected by supervision confirm that a frequent increase in prices is observed on Monday, and falling prices over and over a week. However, the more comprehensive numbering material of the Competition Authority is not as clear a pattern as the research article of Professors Frode Steen and Øystein Foros gives the impression of, and I assume is the background to the question asked by the representative Korsberg. Researchers point out that a possible explanation of a weekly price pattern can be coordination between oil companies. The Competition Authority therefore invited the researchers to submit the supervisory report at a meeting on 8 April, i.e. yesterday. I do not know what appeared at this meeting. If the case warrants the enforcement of the prohibition provisions of the Competition Act, it is the matter of the supervision to be dealt with. The ministry doesn't get involved in this.
ParlaMint-NO_2008-04-09.ana.ud1393e2049	I thank the Council of State for the answer. I have to say that it is good to hear that the question has received the attention it deserves from the Competition Authority, and that the Competition Authority will now go into the research report that has been made. This is a very important issue, simply because cooperation on price is illegal. There's a lot of ways to do it. I think there is every reason to react when you see the kind of parallel behaviour you experience when it comes to pricing. Now I am aware that this is not the subject of this Council of State, but I still ask for the views of the Council of State, as the representative of the Government: Is the Council of State of the opinion that competition is open and real?
ParlaMint-NO_2008-04-09.ana.ud1393e2060	We have clear rules for this in the Competition Act, and it is the supervision to ensure that the Competition Act is complied with. I know that we have a good law in this area, and that we have a supervision that does everything they can to follow up this law.
ParlaMint-NO_2008-04-09.ana.ud1393e2065	I thank the Council of State for the answer. It was actually the Council of State's view that I was looking for, not the Competition Authority's. I am also aware that it is the Competition Authority that supervises the law, but it must nevertheless be fully possible for both a Council of State and the Government to have a view on this. That was the view I was looking for, but I understand that the Council of State does not want to answer it. I can also ask the question whether the Government intends to follow up this case with the Competition Authority, not by imposing something on the Competition Authority, but simply by getting a report back from the Competition Authority.
ParlaMint-NO_2008-04-09.ana.ud1393e2074	We have been made aware that the Competition Authority is looking at this matter. They will, of course, provide further information on how the matter is handled. This is obviously a matter that all parties are going to follow closely.
ParlaMint-NO_2008-04-09.ana.ud1393e2082	I would like to ask the Minister for Agriculture and Food the following questions: ‘In the last two years, the Food Authority has uncovered about 25 so-called farm animal tragedys, where farmers expose their livestock to malnutrition, shortages of feed and water. Many cases are not detected until the entire crew is starving or has to be killed for other reasons. The government has commented on the matter that it will present a new animal welfare law until next year. What will the Government do with this unworthy situation in Norwegian agriculture in the short term, and what effect does the Council of State think the legislative proposal could have?’
ParlaMint-NO_2008-04-09.ana.ud1393e2091	First of all, I believe that the representative Torbjørn Hansen addresses a very important issue and asks a relevant question, because it is always bad to hear about matters where animals die or suffer because of lack of feeding and care. Food surveillance has not recorded any increase in the number of cases in recent years. There has been a stable number, but nevertheless I believe that every case is too much. Recent media coverage of these events has been increasing. I think some of the explanation for that is increasing use of images. Pictures are available from the inspections and work of the Food Safety Authority, and this helps to increase the focus. I believe that the focus and publicity in such matters is good, because it can help prevent new issues from developing. A case in Trøndelag last week was just revealed as a result of a tip motivated by the statements about the case at Easter. This means that increasing public awareness is also an important tool. I think it has to, even if it can give an additional burden to the animal owner. I believe that these matters are very much due to personal problems of the animal owner. It is therefore important to capture signs that something is going wrong as early as possible. Many measures have been put in place to prevent animal trachea. In the budget proposal and in the 2008 grant letter, I commissioned the Food Safety Authority to strengthen the supervision of animal welfare, in particular with a view to preventing animal tragedy. However, the supervision of the authorities alone is not sufficient to prevent the development of such tragedies. In this connection, I held a meeting yesterday with a number of business organisations and the Food Safety Authority to see how the industry and the overall resources of the authorities can be used as best as possible in this area. In addition to the industry’s own organisations, the Norwegian veterinary association also participated in this meeting. Other actors that can and should play an important role here are, for example: social and health services and animal welfare organisations. These have different opportunities to capture risk-taking through their daily work. There are a large number of organisations involved. This means that together we have a great deal of expertise and resources that can be used to meet the challenges we are facing. At the same time, I want to make it clear that such matters can be very difficult to detect in time. In order to gain more systematic knowledge of how to prevent such events, the Food Safety Authority has informed me that they will go through every single event in retrospect, in order to create an even better basis for designing further actions. I think it's important that we do that, and I also think it's important -- as I was so concerned with initially -- that we get more transparency around this in general. We have to establish a culture where it's allowed to care, where it's recognised to care because it's about helping, and where caring out in the village doesn't mean that one is indicating or that one wants something bad. On the contrary, caring means that someone wants to help. By avoiding animal traffickers, we not only prevent animal disease, but we can help prevent the animal owner from becoming a criminal and losing its financial basis in addition to its own problems. In the draft new Animal Welfare Act, which has been consulted recently, the Government has proposed a general warning obligation to prevent animal tragities. Each person is required, on the basis of the proposal, to give notice when they have reason to believe that animals are being subjected to abuse or serious failures concerning the environment, supervision and care. There are also proposals to give health professionals the right to alert if they have reason to fear animal welfare through their work. The proposal also proposes other measures to prevent the development of pet tragae, including: requirements of competence and easier the possibility of depriving people of animals if they are not properly cared for. I have great expectations of concrete results from the actions undertaken in the short and long term, in the form of fewer animal trag animals and in the form of a general increase in the awareness of animal welfare in food production.
ParlaMint-NO_2008-04-09.ana.ud1393e2114	I would like to thank you for your answer. It's an expression from agriculture that in this context gets a little macabre, but it's called that while the grass grows, the cow dies. The situation is that this problem of animal tragedy has been widespread in Norwegian agriculture for many years, and that there is a rather stable situation - unfortunately. In today's VG we can read about a farmer in the North-Fron who let 128 sheep starve to death after his tractor collapsed. In the nation on March 28th - a little over a week ago - it says of a farmer who caused 32 sheep to starve. And in the Passover, 38 cattle were scattered on a farm in Eastfold. The statistics show that this is happening approximately. every 14 days. Every 14 days, you'll find a crew starved on the booth. Given that the situation is quite stable, my question is: does the Council of State believe that some of the measures that he has now launched, and which come with this law, will have a noticeable effect, so that we get a real reduction in this problem in 2009?
ParlaMint-NO_2008-04-09.ana.ud1393e2125	Yeah, I think so. I think that working with two angles of incidence here gives us results. One approach is that we improve the framework conditions for animal welfare through state law and legislation, partly from my department and partly through the practice of the Food Authority. That's one leg of this work. The second is that we are now going to intensify the work on networking in the countryside, and we need to get a cultural change out of what I said in my first answer, to care. It's quite obvious that today there's a culture that's going on that you're afraid to care because you're being viewed as one that interferes unjustly in more personal circumstances. When we know that all of them, most of them, are about personal problems, whether they're about breakups, financial problems, mental problems for the rest, it's quite obvious that getting in early, revealing relationships, saying from if you see anything, it's all, the most important thing.
ParlaMint-NO_2008-04-09.ana.ud1393e2132	I agree with the Council of State that one of the problems here is that people don't give notice, and that increasing media awareness leads to more people caring. People don't want to silence the neighbor -- and maybe there are sensible mechanisms in the Norwegian people that make it that way -- but here there's a need for people to alert. Then it is interesting for me to hear what the Council of State thinks about one possible measure. We have so-called emergency phones in some areas of our society. Could there have been an idea about the Food Authority setting up an alert phone, and that it was marketed in the media that Norwegian farmers and others are following, so that one gave a very clear signal that here is the low threshold, here people should contact if they are unsure, send a message of concern if you believe that this type of event takes place on a farm? The last thing I want to ask the Council of State is, is, is this a typical little business case? Is this a typical consequence of having too many small users in Norway?
ParlaMint-NO_2008-04-09.ana.ud1393e2141	To the end, I want to be very careful about stigmatizing. I think we're going to stick to what I said instead of the starting point for the problems, that it's largely about personal problems for the individual, and it's not going beyond that. With regard to the representative's proposals, I think it's an interesting idea to take it further. It is quite obvious that establishing a lower threshold to notify, a lower threshold to care about, is one of the things that needs to be done. If there could have been a measure that would help lower the threshold, I have no objections to continuing to work on it. So that proposal I'm going to take with me and discuss with the Food Authority, and see if there can be a way forward to make it easier and more acceptable that people care when they should care.
ParlaMint-NO_2008-04-09.ana.ud1393e2151	I record that the Minister for Children and Gender Equality has already answered my question in the press today, but I still ask the question now: ‘Approval as adoption parents in Norway lasts for two years with the possibility of a one-year extension. A Norwegian couple who received their approval 28 months ago are waiting for a child from China. They have been granted authorisation for three years, but that may not be enough. However, if they are granted before 20 December, they may have to go through the whole application procedure again if the child has not arrived within that period. It's pointless and resource-intensive. What can the Council of State do to avoid this?’
ParlaMint-NO_2008-04-09.ana.ud1393e2160	The representative of the Dryersdal addresses an important issue, with which the adoption authorities are familiar. In the last three years, the number of foreign adoptions to Norway has fallen markedly. There seems to be fewer children today who are involved in foreign adoption. This has led to longer implementation of a foreign adoption. A discrepancy between the number of children to be adopted and the number of adoptive applicants leads to many waiting for a child here in Norway. The United Nations Children’s Convention and the Hague Convention for the Protection of Children and Cooperation in International Adoptions oblige Norwegian authorities to ensure that adoption takes place with respect for the fundamental rights of the child. The Hague Convention also has detailed rules in this area. An important task for the country of destination is to ensure that adoption applicants can give the child a good and lasting home. A prior authorisation shall be granted for a period of two years with the possibility of a one-year extension. The reason is that there may be changes in the economic, social or health situation of adoption applicants. Applicants are therefore obliged to inform the adoption authorities if changes occur in their lives. As I understand the representative Tørersdal, the applicants she refers to expect to be awarded a child before the extended prior authorisation expires, but they do not manage to pick up the child within three years. In such cases, an additional extension beyond the three years may be considered in accordance with the applicable guidelines. In other words, if you have already come into contact with the child, you can get a further extension under today's legislation. If the adoption applicants have not been notified of a specific child at the expiry of the prior authorisation, a new application must be promoted with up-to-date documents - and this may take some time. I agree that we need to focus on measures to simplify the procedure, provided that the simplification – and I know that the representative Tørersdal is also concerned about – does not go beyond safeguarding the child's interests. An overall review of the entire adoption field through a NOU shall be carried out in this field. I want to make sure, independently of this, to simplify the treatment of matters relating to the extension of the prior authorisation. This work I will start quickly.
ParlaMint-NO_2008-04-09.ana.ud1393e2175	I thank the Council of State for the answer. There are two things I want to drill a little bit more in. One applies to this couple. As I understand the Council of State, if they are given an assignment, then a letter will be sent to you stating which child is coming, with a simple grip, they will be able to extend the prior approval until the child has arrived. And if they don't get it, they have to go through the application procedure again. Then my question becomes: is it possible to simplify the application procedure so that you do not go through this somewhat bureaucratic and comprehensive procedure again? The reason why I ask is that I think you can take care of the child's concerns by not having too much focus on information that is already there. The second question that I'm very concerned about is, when does that review come? I have asked this question in different variations to the government that has had the same task. They've said there's a big message coming. My question is, When?
ParlaMint-NO_2008-04-09.ana.ud1393e2184	The public investigation to look at the whole of the adoption field in relation to both children's rights and regulatory simplifications will be awaited. When this government sample is reduced, it will become a process in the extension of it. But what's important now are the parents waiting for a child. They may have an extension if they have already come into contact with the child. But the change in the rules that is relevant before the work on the notification and public investigation has begun is to extend to those who have not yet come into contact with a child. In other words, you may have applied, had an extension of one year, but you have not yet made contact with the child. Then it's time to go for a rule change that allows you to get an extension even if you haven't yet been told which child comes home to you.
ParlaMint-NO_2008-04-09.ana.ud1393e2191	I thank the Council of State, for she makes me optimistic. Because as I understand it, this rule change can be made by 20 December, which is the current deadline for this family and for many others who are in the same situation, so that they now have a few months to go on. If the Council of State is serious about this happening soon, I understand that it is possible to make this change of rules - regardless of the large review that will come in the field - in the next few months. Is that correctly understood?
ParlaMint-NO_2008-04-09.ana.ud1393e2198	The representative Tørersdal has understood me correctly. We can make this rule change independent of the public investigation, but when this rule change comes, I'll come back to it. I also know, as the representative Tørresdal, that there are many emerging parents who are waiting and have been through long processes - only a few years when they have in vain tried to have children, and so many years when they have been waiting in adoption queues, so I have an absolute understanding of their situation.
