ParlaMint-NO_2008-12-09.ana.ud1828e61	The representative Dagfinn Højbrätt, who has been on leave, has again taken the seat.
ParlaMint-NO_2008-12-09.ana.ud1828e2615	Thank God, I'm now going to contribute to the debate getting more exciting. Since Ågot Valle in his post on behalf of SV has taken on board the broader perspectives, I will, not surprisingly, take to myself the northern regions. Through this budget that we are adopting today, the North Region Initiative will be strengthened by approximately SEK 1/2 billion. That means that during this period we have increased the bet on the north areas by about NOK 1 billion. The fact that the North became the strategic main focus of this government means that it is shown in practical policy. This is reflected in measures dealing with social development in the northern part of the country, such as: through regional research funds, through investment in tourism, and through the fact that we are now spending DKK 1 billion on industrial development in the north. However, this has also been demonstrated in measures such as: navigation of the seabed, polar exploration efforts, strengthening of oil protection preparedness, which is formidable in the next year's budget, and in the form of increased opportunities for Arctic cooperation. These measures show that north-eastern policy is about complex objectives. It is about resource management, it is about security policy and about sovereignty. And the derivation of these major policy objectives is also about employment and construction. Therefore, this width is required in measures. The point is that the north would not have been so interesting for Norway if it hadn't been for a whole bunch of people at the top of the world. Global power policy is changing dramatically. In May I stood here and pointed to China's role in world politics, that the Chinese economy grew by 10 pst. Every year and has done so for 30 years, and that China owns much of the debt of the United States. I would point out that the domestic debt in the United States is 140 pst. the income, while the country has accumulated a trade deficit of $5,000 billion over the last ten years. I wish I had knocked on the table when I said so! In the midst of an international financial crisis, caution should be exercised in saying something secure about the future. The only thing we know is that the world is going to change. Then it could be an intellectual exercise to reconcile itself with the fact that history's evolution doesn't happen linearly. The financial crisis has been a useful reminder of that. There is still some lack in the international community that we are taking the climate crisis equally seriously. It is when we look to the north, that we can easily understand the security challenges of our time, not primarily dominated by military threats – no, mainly dominated by climate and environment and by challenges related to resource security in the broadest sense. That is why it is so important that this government has made the northern regions the main strategic focus. Because geopolitics are back. Geographical conditions are important in global policy. National interests are still decisive and are becoming increasingly relevant in the interaction between states, and thus also in the relationship of power between states globally. It is said that what Norway and Russia have in common in the first place is a great neighbour in the east. Russia is repatriated and reorientated. The country is self-reliant, as all other sovereign states are self-reliant. Last week I visited the Coast Guard Quadron Nord in Sortland and got an interesting letter about the status per. today. It's always interesting to be with Coast Guard, because then one can follow the way things are constantly changing in relation to Russia. That visit was probably a reminder that we need to balance the need for cooperation on the one hand and the need to assert Norwegian interests on the other. In the last few years, important grips have been made on both areas. I would like to highlight in particular the Government's efforts to combat illegal fishing, which turns out to be a result, but new developments make it appear that there is a need to step up efforts and a slightly different effort in time to come. Then I would like to highlight the need for dialogue with Russia, both in terms of nuclear safety, focus on health and social challenges, industrial cooperation and people for people's cooperation. Norway has great interests in the north, but we don't have at least a big responsibility in the north. Today, I believe that most people in the Norwegian public opinion perceive this major focus on the north as something of course. It is not. It is a consequence of political choices and priorities, initiated by this plurality. It wasn't until this plural took over. The budget that we are adopting today is such a priority that strengthens the focus on the north.
ParlaMint-NO_2008-12-09.ana.ud1828e2641	The following speakers have a speaking time of up to 3 minutes.
ParlaMint-NO_2008-12-09.ana.ud1828e2644	It's been 60 years since the UN Declaration of Human Rights was signed, and as case rapporteur for the chapter on human rights, I would like to add some comments to it. The external budget attaches great importance to the fact that the promotion of human rights is an integral part of both foreign and development policy. The fight for human rights is about protecting the individual from oppression and abuse. Each individual — men, women and children — is unique, with inviolable rights. It is not that any human rights apply today and others tomorrow. Nor is it the case that some apply to men and some to women. Human rights must be universal and cannot, to say the least, be cultural-related. We cannot accept other norms because of culture, tradition or religion. There are too many who in the last decades have seduced the fear of being labeled as cultural imperialists. For example, we have to do this. do not accept the use of culture by male elites or family heads as an argument for violence against women, whether in the form of forced marriage, sexual mutilation or the criminalisation of abortion. Several of us have been working in recent years to get gender-based repression into place as a basis for political asylum in Norway, such as the United Kingdom. Canada has. It is particularly for the sake of women asylum seekers from Iran that we also believe that it must be a permanent foreign attaché at the Tehran Embassy. In particular, Norway’s work on human rights has been aimed at protecting and strengthening vulnerable groups, as well as at reducing the risk of conflict and contributing to stable societal development. And great emphasis is placed on, among other things. the fight against the death penalty and freedom of expression. We are also committed to protecting and strengthening those who defend human rights. Different types of concrete instruments are needed, both in national and international efforts to strengthen human rights. One instrument is human rights houses as part of the Human Rights House Foundation. There are seven houses established, including: one in Belarus. In the next round, it may be right to focus on the Caucasus. Azerbaijan and Georgia. Finally, may I mention the PEN project 'The House of Authors' in Afghanistan, which is a very important institution in a vulnerable society. I want to pay tribute to the efforts of the Government and the Ministry of Foreign Affairs at this house, which I think can mean a lot to authors in a country where freedom of expression is not so easy.
ParlaMint-NO_2008-12-09.ana.ud1828e2659	I noticed that the representative of Åsa Elvik is impressed with the Northern Region of the Government. But my experience from the part of the country she comes from is that there is not as much cheer in North Norway for the North Region bet in total. On 1 December 2006, the Government presented its Northern Region Policy in Tromsø with Prime Minister, Foreign Minister and with a larger number of ministers on Northern Norwegian soil than ever before. That made an important point of it. Now all the departments on the track for the Northern Region bet. We have passed on 1 December 2008, and I will claim that there is a disappointed part of the country back. It was with an offensive foreign minister – he is to be commended for the work in the field of foreign policy – otherwise, in my view, the North Region bet is as thin as the booklet where one has summed up the entire bet. This is because the funds that have come have been picked from the budgets of the different departments, and they would have been there whether we have a North Region bet or not to a very large extent. But now leave it. I want to focus on a large north-eastern project that is dedicated to special attention in the setting. The Christian People's Party is strongly involved in the New Corridor project through Narvik, based on existing rail networks through Sweden, Finland, Russia and China. An overall opposition has joined the note from the Christian People's Party and granted 2 million. kr for the preparation and testing of the project. There has now been a process with New Corridor from 1998 until this government joined. One of the first foreign ministers did, was to put the project dead, at my discretion, when one refused to provide funds for trial and investigation of whether the corridor was valid. On a written question to the Minister for Foreign Affairs, a defensive and disappointing answer was signed. The Minister of Foreign Affairs pointed out that he had received positive feedback from Kazakhstan, China and Russia, but he had not been able to clarify real commercial interests and real users, and therefore concludes that he will continue to sit on the fence. That was exactly the money that was to be spent on by the company when one started to get a test drive on this route. My question is: Will the Foreign Minister take seriously the challenge from the opposition and support the new attempt to achieve the China-US transport corridor, with Narvik as a hub port? Some of those who were originally there are now trying to get this back on track. It would have been interesting to get an answer from the Foreign Minister during the debate.
ParlaMint-NO_2008-12-09.ana.ud1828e2672	Let me first say that I think a big mistake is if you're trying to reduce the area bet to just a question of dollars and cents. It has been focused on the special problems you have in the north, and not least on getting international attention when it comes to these things, which have been an important and decisive part of the work. By putting this on the agenda, there has also been a much greater benefit in getting international attention to the special challenges. The background to my request is that I should like to comment briefly on three of the proposals that have been put forward. In the case of proposal No: 1, it is that the Ministry of Finance will now have a review of the ethical guidelines of the State pension fund — Foreign investment. In this context, one shall also look at the investment profile, including proposals that are in the direction of what is mentioned in this proposal. I therefore believe that the intentions of the proposal are clear. In the case of proposals No. 3 and No 6, the State Council of Solheim and Minister of Foreign Affairs Gahr Støre have referred to them in positive terms, and they should be in line with the policy of the Government. I would therefore ask those who have put forward these proposals, that they amend the proposals for transmission proposals, so that we do not get a vote on them tonight.
ParlaMint-NO_2008-12-09.ana.ud1828e2681	We can be proud of the efforts Norway has made for developing countries. We can be proud of the budget that lies here, where we actually have an increase to the world's poorest. We need democratic work in a country like this. Belarus, which I visited on weekends, where students are thrown into prison or not able to complete their education because they are doing opposition work. We need education and health in a country like Kenya, where poor people actually die of simple diseases that we could help them with. We need nutrient development in a country like Uganda, where there is enormous potential. Then it is sad to see the party that wants to cut brutally in the assistance that has been shown to be successful, and that we know will work in the years to come. But at the same time, I also have to say that the kind of assistance we give, even in many ways, gets a little blurred. It's called a project, Statkraft and SNPower, where we use official development assistance to do the practice by buying companies abroad that are not really concrete development projects. At the same time, we also know that e.g. rainforest billions have been taken by the aid budget, where we know that the foundation is that climate and poverty are so closely linked. But the same argument is not as good when the Minister for the Environment and Development of the NRK commends Statoil's oil extraction from tar sand and calls it a success – it is at least quoted as such. We have a responsibility for the world's poorest. We have a responsibility for the climate. We may have an even greater responsibility because we have an enormous opportunity to do something because of the wealth that we have, and the way that we have built up the wealth. But we are also obliged to continue the escalation of real assistance. This means that we need to provide assistance and not be involved in the practice of what is called official development work, what is called effective and real assistance. It is therefore important that we stress that the budget that is to come should also be reviewed in order to clarify that the assistance we provide is in line with a standard that the OECD also wants it to be.
ParlaMint-NO_2008-12-09.ana.ud1828e2690	The debate has shown broad agreement on the main lines of Norwegian foreign and aid policy. This does not prevent large differences between individual parties in this room and the majority, not least in the area of aid policy. It has also been confirmed in this debate. Nevertheless, we need a critical debate between ourselves, which is accompanied by high ambitions in aid policy, precisely because it will make aid policy better. Now the Council of State offered a peace agreement with the Christian People's Party. If we stopped pulling the greatness of this expansive aid budget down, he would stop accusing the leader of the Christian People's Party of being in the last mood – that's something I saw in the post. Then I have to say that from the Christian People's Party we have always marked that there is a good budget that has been presented, and there is reason to celebrate it. But I might say that the Council of State doesn't have to rewrite the story in order to have reason to celebrate it, as he does when he says it's the first time Norway has achieved 1 pst. of GNI in aid. He doesn't know that. Nor is it because we are happy that the aid budget is increasing, that there can be no room for the necessary critical border crossings, and we intend to continue that. So the Council of State will probably have to complain that he will meet aid criticism from two fronts in the future as well. But I want to take his challenge on the constructive and point out what has been said about the relationship between climate adaptation assistance and what is primarily global action for the atmosphere. Is the Council of State willing to enter into a border crossing between these extremes in the notification he has notified to the Storting? I would like an answer to that question. Finally, I would like to point out that the debate has made it clear from both the Left and Right speakers that there will be a subsidiary vote in favour of the Christian People's Party's distribution within the framework, and I would ask that the vote be put to the vote so that it can be done. While I have the floor, I would also like to say that this is what the Council of State and the chairman of the Committee have formulated in terms of their intention and support for the intention in proposal No. 1, as proposers, we can turn it into a transmission proposal.
ParlaMint-NO_2008-12-09.ana.ud1828e2703	The President will act on the request for such a vote.
ParlaMint-NO_2008-12-09.ana.ud1828e2707	We live in changeable times, and it even hits the Norwegian Storing by the fact that roles tend to change. I have noted with interest that in this debate, the Foreign Policy Spokesman of the Progress Party argued that Norway must free itself from the United States of America in foreign policy, while an SV State Council has argued very warmly and enthusiastically for the opposite point of view, namely that the main concern of Norwegian foreign policy is that we should not be irritating the United States. In the last growing-up period, I believe that it had brought him the characteristic ‘puddle’ from his party leader, who was then SV’s spokesperson in the Foreign Affairs Committee. But the roles change, and the times change. The main reason why I asked for the floor was nevertheless Solheim's defense for the priority of Latin America from the current government. The Council of State said that the ideology underlying this is democracy. It is a creative form of language use, and a very inappropriate form of language use. Democracy is not a very precise concept, nor is it the term ‘ideology’. The precision level will be drastically lower in both terms if you put similarity signs between them. Democracy as a form of governance is not in any meaningful sense by the concept of an ideology. Then I must say that I have a much greater sense of Winston Churchill's famous statement about democracy – it was written in the middle of World War II: the only thing that can be said in favour of democracy as a form of government is that all alternatives are even worse. It sounds cynical, in return, there is a very realistic way of justifying democracy, which is far preferable to the kind of enthusiasm that I had the feeling that the Council of State of Solheim based on its definition of the term. It would not be wise, according to my concepts, to allow Norwegian preferences in development policy to be governed by it at all times by the enthusiasm of the development minister for individual politicians or parties in the countries to which development aid should be directed. It will provide a cyclical bond that cannot be useful either for Norway or for those countries receiving such development assistance.
ParlaMint-NO_2008-12-09.ana.ud1828e2718	It is not surprising to me that the representative Tybring-Gjedde misses me in some discussions. I must reassure him here today that I will not be able to satisfy or play it missing in any way. I respect the fact that the debate here in Stortinget is a debate between opposition and government. We have received comments in the setting and articles here with interest and respect. But I wonder, I have to be allowed to say, that no other representatives on the civil side feel inspired to think anything about the post by the representative Tybring-Gjedde. First of all, I found that there was a strong contrast between tone and device for the normally quite sensible posts we get from the representative, Højlund, who is the spokesperson of the Progress Party. But there'll now be variations within all of the games. I believe that we, the representative Tybring-Gjedde and I, have quite different understanding of what it means to have courage to conduct foreign policy. I think we have a rather different view of what it means to be an elite when it comes to operating foreign policy, and to promoting a vision that, in my opinion, expresses a Western elitist view of economics and distribution, foreign policy and justice in our world. I can be quite clear that Norway has been critical of Robert Mugabe in Zimbabwe in writing, orally, directly and from all the interlocutors and that it has stopped the state aid. We have been clear on the IAEA Board of Directors, bilaterally and in all forums regarding Iran's nuclear programme. We are also very clear about all kinds of hate campaigns and arguments. The last thing I think is that Tybring-Gjedde's representative should think about himself, in the quite perceptive analysis he gave when it came to population development, where he placed responsibility for an increasing population on certain religions and certain cultures. It is implemented in practical policy, I believe, as a frightening picture. Then I'd like to tell the representative Sahl that he's making a lot of great contributions to the north areas, which I value. His commitment to the corridor in Narvik is married, and I'll follow it up. The situation in 2006 was suddenly in need of more than 30 million. kr to carry out a pilot project in the middle of the period. We didn't have budgetary resources for that, and we had to say no to that, because of the lack of quality of the project. I record that it is now a matter of an overall opposition joining forces to grant 2 million. kr for that purpose. It's uncertain to me whether it's enough to run a test, but we're going to evaluate the situation. Then I have to say that on several occasions the representative Sahl has been dealing with the Northern Territory documents and said that here are fine words, but no content – and was very critical of it. I respect that, but I have found nothing else in the alternative budget of the Christian People's Party than the 2 million. kr to this corridor. I would like to get an answer to this: Where is the big promise in money – in dollars and ears – at the Northern Region bet in the budgetary position of the Christian People's Party? At least I haven't got it with me.
ParlaMint-NO_2008-12-09.ana.ud1828e2731	The head of the Foreign Affairs Committee, the representative of Akselen, wanted us to be able to re-do some of the proposals for transmission proposals. As regards proposal No: 1, the representative has already said something about it, and we share that view. Nevertheless, I must be allowed to say that we are a little uncertain whether the consensus is as perfect as it might have been presented here. We'll see about that. We do feel that it is a distance, but we would like to see the Government's willingness to meet us. Proposals Nos. 3 and 6 are set to turn into a transmission proposal.
ParlaMint-NO_2008-12-09.ana.ud1828e2740	I am pleased that the Christian People's Party's negative attitude towards what has been presented by the Government has now turned to a positive basic attitude, and that we can then agree that it is very good what is happening here today. It's not right that it's not the first time – it's the first time we've achieved 1 pst. of GNI in aid. The 1 pst. which was reached in the 1980s, was achieved on a completely different basis of calculation, which cannot be compared to what we have today. When I have not spent the time renouncing it, it is in respect of Reidun Brusletten. She did great and important things in Norwegian aid. Why in the world am I going to spend my time proving that what happened then is something completely different that's happening now? I was at a meeting with Reidun Brusletten just, where she even asked the assembly to pray for me! I thought it was great. Let's not get such a pointless argument between people in this assembly who, on the fundamental issues, really agree – in contrast not least to the Advancement Party. I've never expressed a single positive attitude to tar sands. On the contrary, I have expressed many critical questions to Statoil's choice to bet on tar sands in Canada. I'll keep doing that. On the other hand, when Canadian authorities are now trying to develop carbon capture and storage in response to the criticism of tar sand extraction, it is a positive response that can also give Canada and Norway things to cooperate on – for carbon capture and storage, an important technology to develop for the world, whether it is used on tar sands or on coal or oil. The representative Tybring-I wish to talk about population growth. Let me just say that there's a well-tested recipe for reducing population growth in the world -- it's been working everywhere -- and it's evolution. Wherever there is development — not least women’s development — education, knowledge and economic progress, the population is falling as a rock. And it doesn't matter whether it's a country with Christians, Jews, Muslims, Hindus, Buddhists, Sikhs or whatever it is – it works everywhere. And that's exactly the recipe that the Progress Party then opposes through its practical policy. Then finally to Inge Wage. I really cannot with my best will understand that it is so difficult for the Right to express joy over what is happening in Latin America – a broad movement in countries by country. Small, elitist elites and military dictatorships that have run almost all countries in Latin America in the last ten years are now replaced by widely anchored democratic processes, which in turn bring to power the indigenous representatives, women, trade union leaders and Catholic bishops. Churchill’s main contribution during World War II — since it has been brought forward — in addition to standing firm in 1940 — was that he, more than anyone else, formulated what the conflict was all about. He formulated the ideology of the Second World War, namely democracy and human rights. It led right into the UN Declaration of Human Rights in 1945, and it led to the decolonization. It was no longer possible to maintain the colonial rule as a result of the ideology that Winston Churchill had formulated more than anyone else, even though he was in alliance with Stalin and others during World War II. So I insist that democracy is a very important ideology, and not least Churchill has contributed to its spread in the world.
ParlaMint-NO_2008-12-09.ana.ud1828e2760	I would first like to thank the Minister of Foreign Affairs for his approach to New Corridor. I'll be just as clear and say that I think our foreign minister has a strong commitment to the New Corridor, but it's been in a state for a period. That period began when the engagement stopped because there was no state support to continue the corridor. My point is that a grouping of those involved in the start-up phase – plus the county municipality plus the railway station – had a meeting last week, where they said we were going to start and see if it is possible to respond to the foreign minister's demands for us. But then they need funds, and as far as we've been told, these are 2 million. SEK – 3 million. kr. We found $2 million. kr that we could input, and a total opposition is behind it. When the Minister of Foreign Affairs challenged me on the content of the Northern Region operation in total, I stand firm for what I have said. I have given commendation to the Minister for Foreign Affairs for a strong commitment to the North in the field of foreign policy – we have every reason to be proud of that – but the other ministers who were in Tromsø, we see very little, and we see little of it in the other budgets. When the Minister of Foreign Affairs calls for the efforts of the Christian People's Party in this area, one cannot find it in the Ministry of Foreign Affairs - there is a list of what the Government itself has put in - but one must go into the alternative budget of the Christian People's Party and look at what we have spent, for example. to infrastructure in North Norway. There has been a steady decline in this period of government, and the Minister of Transport replies that there were no more projects in the national transport plan. The national transport plan is a guiding framework, and there is great disappointment in the part of the country that there has been no more funding for infrastructure when we are investing in this area, according to the Minister of Transport. It's just one of the areas I miss here. I have pointed out before that if you look at what is prioritized and taken into account in what has been collected in the Ministry of Foreign Affairs, you can ask yourself about seismic shooting outside Troms and Nordland, about measures for illegal and unreported fishing, about the design of new ice-going research vessels are special North Sea issues, or about the tugboat capacity that has been adopted a long time ago, about new power stations in New Ålesund, about planning solutions in Kirkenes are exceptional means, or whether this would have happened in any case.
ParlaMint-NO_2008-12-09.ana.ud1828e2771	First to Foreign Minister Støre who reacted to the tone of my post. I can see that. Because I was a little fast. It's a little bit because you have to get through a manuscript -- I actually had one page left that I should have been through too. I won't take it now. But then we obviously have a little more talkative debates in the Finance Committee, where that tone is not so unusual as you have in the Foreign Affairs Committee. So to the Foreign Minister who says he's very clear on a number of points I picked up, in the closed forums, in the form of letters, etc. It would have been interesting if that kind of attitude could also be expressed so that it flows to the Norwegian people – what we actually think about Iran's nuclear programme, and what sanctions we have if Iran develops nuclear weapons. But we don't get to hear about that, except that it's expressed in the closed rooms. So to Minister of Development Solheim, who is talking about reducing population growth, and that it is happening through development. Yes, that is certainly true, but the point is that aid does not provide development. Aid does not provide development – trade gives development. And if we stop trade, we don't get development, and population growth increases. According to the United Nations, which is the favourite forum for this government, the increase of 200 million people each year is up to 2030. Then there will be 10.8 billion people on the planet – provided that this assistance continues, because I expect it to be contained in the forecasts. So it won't help. Then you have to put in other measures, and then you have to dry out talking about some taboos. You actually have to dry it. So to the representative Akselsen who had a very interesting comment. He said that the north area bet should not be a question of heads and ears, but of results. That is interesting, because almost all this debate has been on aid – there has been a debate on dollars and cents, and not on results. Obviously, it's not that important with heads and ears in the northern areas, but it's very important with heads and ears when it comes to assistance. So to the representative Nybakk who was very concerned that the values, which she did not specify, should not be cultural, not take into account religion, etc. She wouldn't compromise on this. We fully agree with that, but then you have to specify it. What are these values – freedom of expression, equality, individual freedom and secular rules of law? It is strange that the representative Nybakk is very much for assistance to countries that regularly, continuously, violate these rights, and for assistance to countries that actually have this as part of their sharia legislation. This is a country that receives assistance from Norway and regularly violates human rights. Instead, it could be said quite clearly: we do not accept this. Our taxpayers' money should not go to countries that are systematically violating human rights.
ParlaMint-NO_2008-12-09.ana.ud1828e2784	I asked for the word to carry out the conversation with the State Council of Solheim a little bit further. I registered that he had to leave the hall to frequent a nomination meeting in a party that was close to him. I understand that, but I assume that this will be brought to his knowledge, so that we can continue the conversation on a later occasion. I registered that State Council Solheim did not at all take the challenge in terms of the SV's relationship with the United States, which has undergone a rather radical reversal – as far as I can see. If I'm not completely misorientated, it's still in the SV party program for the current magnificence that the United States is the greatest danger to world peace. Then it's a paradox if the most important signal of foreign policy for this government is that it should be set up to please Washington. It must of course be characterised as a paradox. With regard to Solheim's repeated enthusiasm for Latin America – it sounds almost as if there is a revival going on all over the Latin American continent – I have to say that it would be an advantage with a less generalising attitude to a political reality that is so complex and that has so many conflicting tendencies in it. I do not believe that the current enthusiasm for power shifts, wherever on the globe, should govern which countries Norway should concentrate its aid efforts against. This could lead to very rapid coincidences and severe economic fluctuations in Norwegian policy. The very last: I don't think the relationship between Winston Churchill and Erik Solheim is directly eye-catching. I still think Winston Churchill's attitude was considerably more real political and much less idealistic than that of the Solheim State Council. It is true that during World War II Winston Churchill cooperated with Stalin – and it may be useful to recall the reasons for it. When Hitler started his invasion of Russia, Winston Churchill said the following in the House of Commons: If Hitler invades hell, we are ally with Satan. It's a real political approach that I don't trust Solheim State Council to be able to name.
ParlaMint-NO_2008-12-09.ana.ud1828e2795	The representative Dagfind Højbrådet has had the word twice before and gets the word for a short comment, limited to 1 minute.
ParlaMint-NO_2008-12-09.ana.ud1828e2798	My short comment is this: you don't make yourself big by making others small. I think we should be able to establish that Norway has had 1 pst. of its gross domestic product for aid in the past, both under labour party governments and under non-socialist cooperative governments. Of course, the basis was different, but that just means we were poorer in 1986 than we are now. So it was a lot heavier to reach 1 pst. Otherwise, I end up with the voice of the Council of State mention of Reidun Brusletten's efforts and the futility she has shown back. We're dividing it. Since the Council of Solheim is not here, I will not bother the Minister of Foreign Affairs to answer the question that Solheim did not answer. I just note that there is still an unanswered question as to whether the Government will make a proper borderline between climate adaptation assistance and what is a regular global adjustment to climate action.
ParlaMint-NO_2008-12-09.ana.ud1828e2809	No more people have asked for the floor on case No. 5th@item: inlistbox [[See page 1240]]
ParlaMint-NO_2008-12-09.ana.ud1828e2825	No one has asked for the floor. [[See page 1249]]
ParlaMint-NO_2008-12-09.ana.ud1828e2841	No one has asked for the floor. [[See page 1250]]
ParlaMint-NO_2008-12-09.ana.ud1828e2854	The increase shall now be added to the case No. 1 to 7.
ParlaMint-NO_2008-12-09.ana.ud1828e2862	During the debate, 15 proposals have been put forward. It's: proposal No 1, by Harald T. Nesvik on behalf of the Progress Party and the Right-wing proposals No. 2 and 3, by Harald T. Nesvik on behalf of the Advancement Party, the Christian People's Party and Left proposal No. 4, by Harald T. Nesvik on behalf of the Progress Party and the Christian People's Party proposal No. 5, by Harald T. Nesvik on behalf of the Progress Party and Left proposal No. 6, from Inge Wage on behalf of the Right, Christian People's Party and the Left Proposals No. 7-13, by Mr T. Nesvik, on behalf of the Group of the European People's Party, on proposals Nos. 14 and 15, from Laila Davøy, on behalf of the Christian People's Party, The proposal Nos will first be voted on. 14 and 15, from the Christian People's Party.
ParlaMint-NO_2008-12-09.ana.ud1828e5538	The proposals are then put to the vote. 7–13, from the Progress Party.
ParlaMint-NO_2008-12-09.ana.ud1828e5591	It is then put to the vote on proposal No. 6, from ear, Christian People's Party and Left. The proposal reads as follows:
ParlaMint-NO_2008-12-09.ana.ud1828e5606	It is then put to the vote on proposal No. 5, from the Advancement Party and the Left. The proposal reads as follows:
ParlaMint-NO_2008-12-09.ana.ud1828e5621	It is then put to the vote on proposal No. 4, from the Advancement Party and the Christian People's Party. The proposal reads as follows:
ParlaMint-NO_2008-12-09.ana.ud1828e5638	The proposals are then put to the vote. 2 and 3 from the Party of Advancement, the Christian People's Party and the Left.
ParlaMint-NO_2008-12-09.ana.ud1828e5660	It is then put to the vote on proposal No. 1 from the Advancement Party and the Right. The proposal reads as follows:
ParlaMint-NO_2008-12-09.ana.ud1828e5675	We'll then go to the Committee's setting under area 15.
ParlaMint-NO_2008-12-09.ana.ud1828e8320	It is the Workers' Party, the Socialist Left Party and the Center Party that are behind the setting. The President has understood that the Advance Party and the Right will vote against the vote on these Roman numbers, and that the Christian People's Party and the Left will now support the vote. - That's right.
ParlaMint-NO_2008-12-09.ana.ud1828e8365	Here it is the Progress Party, the Right, the Christian People's Party and the Left that are behind the position. The Labour Party, the Socialist Left Party and the Centre Party are opposed.
ParlaMint-NO_2008-12-09.ana.ud1828e8389	Here the whole committee is behind the option.
ParlaMint-NO_2008-12-09.ana.ud1828e8404	Two proposals have been put forward during the debate. It's proposal No 1, by Gunn Olsen on behalf of the Workers' Party, the Socialist Left Party and the Central Party, proposal No. 2, by Sonja Irene Sjøli on behalf of the Party of Advancement, Right and Christian People's Party Proposal No. 2, by the Progress Party, the Right and the Christian People's Party, during the debate has been converted into a transmission proposal. The proposal is amended as follows: ‘It is recommended that the Government: 1st@item: inlistbox Identify the working situation of midwives, including the scope of night shifts and the loads associated with accompanying services. 2nd@item: inlistbox Implement the Stortingen decision on a differentiated and decentralised maternity care.» The President proposes that the proposal be forwarded to the Government without a motion for a resolution. – It shall be deemed to have been adopted.
ParlaMint-NO_2008-12-09.ana.ud1828e8433	It has been converted into a transmission proposal.
ParlaMint-NO_2008-12-09.ana.ud1828e8438	That was proposal No. 2 but is it also proposal No. 1?
ParlaMint-NO_2008-12-09.ana.ud1828e8441	The whole setting.
ParlaMint-NO_2008-12-09.ana.ud1828e8446	All the proposals have been converted into transmission proposals. That means, as far as I can see, that the whole committee is behind the vote that the Minutes should be attached.
ParlaMint-NO_2008-12-09.ana.ud1828e8451	That means that proposal No. 1 shall also be converted into a transmission proposal. Does the Labour Party agree? Gunn Olsen.
ParlaMint-NO_2008-12-09.ana.ud1828e8454	Proposal No. 1 must be weighed over.
ParlaMint-NO_2008-12-09.ana.ud1828e8459	Yes, then it's simply to vote against the setting.
ParlaMint-NO_2008-12-09.ana.ud1828e8462	The setting shall be submitted. Proposal No. So 1 is going to be over.
ParlaMint-NO_2008-12-09.ana.ud1828e8468	In the course of the debate that has taken place, there have been so many positive signals that what is in the vote will be raised in a new case from the Government over New Year, that the whole committee supports the inclusion of the matter in the Minutes, i.e. everyone will vote in favour of proposal No. 1st@item: inlistbox
ParlaMint-NO_2008-12-09.ana.ud1828e8473	That is when proposal No is voted on. 1st@item: inlistbox
ParlaMint-NO_2008-12-09.ana.ud1828e8483	The decision of the Committee shall then be notified to the Government and shall be amended as follows: It is recommended that the Government: 1st@item: inlistbox Develop a plan to strengthen the midwife service in municipalities, both in terms of quality and capacity. Financial incentive schemes need to be assessed and inter-municipal cooperation should be facilitated. 2nd@item: inlistbox To require regional health establishments to dimension the capacity of the food supply according to birth rates, in order to ensure good capacity and effective freedom of choice with regard to the place of birth. 3rd@item: inlistbox To oblige regional health businesses to increase the quality of food supply. 4th@item: inlistbox Introduce new quality indicators for food supply. 5th@item: inlistbox Urges regional health establishments to ensure that food services are kept open as far as possible even during holidays. 6th@item: inlistbox Develop guidelines to ensure that women in active birth have an offer to have a midwife or other qualified maternity care provider present. 7th@item: inlistbox Propose legislative proposals ensuring an individual right to a qualified follow-up service, doctor or midwife, for pregnant women who have more than one hour of travel to the place of birth and who need such service. Eight. Establish cooperation agreements between health enterprises and municipalities to ensure a good follow-up in maternity. 9th@item: inlistbox Establish grant schemes to facilitate testing of different models of overall follow-up through pregnancy, childbirth and maternity. 10th@item: inlistbox Develop information material on mental health for all pregnant women. Information must also be provided in the languages of the minority population and orally to those who need it. 11th@item: inlistbox Strengthen the relief measures for pregnant and young children’s parents with mental health problems and other health or drug-related problems.
ParlaMint-NO_2008-12-09.ana.ud1828e8526	During the debate, Mr T. Nesvik put forward a proposal on behalf of the Progress Party. The proposal reads as follows:
