ParlaMint-HR_2022-03-10-0.u96310	Your Honor, Mr. Stier.
ParlaMint-HR_2022-03-10-0.u96099	We will support this motion for a decision, but with one feeling of dissatisfaction, we feel that it is not well explained. Two things are missing. What was missing is also missing in missions reports in the Baltic countries and Poland, which is a risk assessment. As a legislator, we as people who will raise our hands to send our people into certain dangers must know whether this mission today is low, medium or high risk. That's the minimum you should have given us. The second lacks a geopolitical explanation of the context. I would particularly like to hear from you today about what was happening with Hungary and what was Hungary's view on the new NATO troops on its soil in the first place. I would like to remind you that six days ago, the Hungarian foreign minister said that Hungary itself can defend its borders and that no additional NATO troops are needed. While three days ago they eased their stance, Hungarians said Monday they could do NATO, but only West of the country, west of the Danube. [[Intruder: Thank you.]] These are things you should have told us and explained.
ParlaMint-HR_2022-03-10-0.u96100	Thank you very much. Here's your answer.
ParlaMint-HR_2022-03-10-0.u96101	Your Honor, here I am going to say thank you for asking because it gives me the opportunity to answer this. It may take a long time, but I said in the opening section that this decision is to propose itself to the Croatian Parliament, i.e. All of you brought here in cooperation with the Armed Forces. I personally had the privilege of, to explain both the risks and the analysis of what and how we are doing so as to make sure that this is the best proposal that is currently in force because, in the opening part, I also said that there were other options because in other parts of the battle group of the forward presence. So here we are, taking care of the risk assessment, but also this geopolitical one. the position which, to which it would [[Intruder: Thank you.]] Unit i.e. The team acted. [[Thank you very much.]]
ParlaMint-HR_2022-03-10-0.u96102	Comrade Deur, here you go.
ParlaMint-HR_2022-03-10-0.u96103	Thank you, Your Honor. Dear Secretary of State, here today is the Day of the Croatian Defences of Vukovar, and we know under what circumstances the Croatian people have defended themselves in the threats they were at the time, today we have a similar situation in Ukraine and given all the threats that today in Europe the Croatian Army is the most powerful family in the world with which we have today's abilities, which are Croatian funds, the government has recognized the possibilities and all that is happening to us, please try to explain the abilities of the Croatian military today, because sometimes something that we didn't even have in our subconscious. Here, thank you.
ParlaMint-HR_2022-03-10-0.u96104	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96105	Thank you very much for this esteemed representative, and then I'll use the opportunity to congratulate the Vukovar defenders on their day, basically our day and say that, that it's only good that today in a different situation than we were at the time when we had no weapons, no people, no organization. Today it is we who are members of both the EU and NATO that can participate, we were once recipients of international assistance and of this international mission, now it is those who actively participate in these organisations so that it is only a guarantee that things have changed and that we can count on Article 5 and collective security, but also the level of capabilities of the armed forces has increased drastically compared to earlier in the sense that, that the Armed Forces are ready to defend the territory of the Republic of Croatia, to participate in international to operations and contribute [[Intruder: Thank you.]] Civil structures if necessary. [[Intruder: Thank you.]]
ParlaMint-HR_2022-03-10-0.u96106	Please, Secretary of State, let's hold on for a minute. Here you are, Simičević, a colleague of Šimičević.
ParlaMint-HR_2022-03-10-0.u96107	I thank the President of the Croatian Parliament. Dear Secretary of State, yes, not long ago we were alone, and we had an armed rebellion of Serbs and Chetniks and we barely actually succeeded, only thanks to the courage and loyalty and Croatian defenders from Vukovar, whom I also congratulate the day on, today we are in the NATO Alliance community and now we need to respect the international agreements we have signed. We need to be credible. It's not easy, it's not easy to send your sons, brothers, parents into armed conflicts, but if we've signed certain contracts, we just have to act like one. And that's the only guarantee that we're going to keep, preserve what we've acquired because we're living in a crazy world of crazy leaders who don't actually survive from anything to actually go into armed conflicts, and in the end it's never seen that well brought armed conflicts only death, blood and ruins. [[Intruder: Thank you.]] Thank you.
ParlaMint-HR_2022-03-10-0.u96108	My fellow Simičević, thank you. Here's your answer.
ParlaMint-HR_2022-03-10-0.u96109	Thank you very much, I agree with you that we should be credible about this and support the joint decisions made. It's one of them, but it's also the way we can maybe if we were in different circumstances we could possibly be different, but this is an assessment in line with the risk assessment and the possibilities. It's not always about what you want, it's about what's important and what you can't. And we've estimated that we can do it.
ParlaMint-HR_2022-03-10-0.u96110	Comrade Pavić Željko, here you go.
ParlaMint-HR_2022-03-10-0.u96111	Thank you very much. My dear secretary, here's to taking the opportunity to congratulate the Vukovar defenders on their day, and then the cybersecurity issue. We're a small country here, which has about 60 thousand IT's and that's quality experts. A large, enviable number of these experts actually came out of either the Armed Forces or were educated in Armed Forces schools so that we can say that these are certainly quality people and know the subject, the problem. To defend itself, to defend this cyberspace needs to be well-known and hardware infrastructure and it needs to be well-acquainted with protocols. Now my question is now, I haven't realized, I haven't actually found any data anywhere, whether at Union level it intends to unify equipment that will then be protected and defended or thought to diversify it because in fact these attacks of this would in some way be reduced in a different way.
ParlaMint-HR_2022-03-10-0.u96112	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96113	Thank you very much for this question. I'll try to answer very briefly. This project under PESCO is for a number of countries. One of the objectives and tasks of this project is the unification and ability to work on other people's equipment. That's what I said to this, and that's one reason why that man who's in uniform can cross the border, and that's why we ask you to support that decision. But in the opening part, I said that not only are the countries that are members of PESCO and who have formed this group and this project but are also working for other EU institutions, and through this these interoperabilitys are essentially being extended to others. It would be the best thing you've said to be unique, but so far it's not no.
ParlaMint-HR_2022-03-10-0.u96114	Comrade Pavlich, here you go.
ParlaMint-HR_2022-03-10-0.u96115	Dear Secretary of State, here I join the congratulators and defenders of the city of Vukovar for their day because today we remember the assembly of unarmed troops near Vukovar, near Bogdanovci for the former municipality of Vukovar under the leadership of the first defence commander of Vukovar Tomislav Mercep, all of them with great gratitude, and all the dead thanks and glory. My question is how many Croatian soldiers are currently outside Croatia's borders in various international missions under the auspices of the UN within the NATO alliance.
ParlaMint-HR_2022-03-10-0.u96116	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96117	I'm glad you reminded me of the unarmed squads and I was one, not in this one you mentioned but in one other, it was such a time of this because I believe that it's kind of harder for all of us, and also, and in some ways, it's easier to figure out what's going on in Ukraine, and exactly they're answering 181 is currently not in different. So we have missions, missions, one part is in the UN, one in the EU is the most in Kosovo in KFOR, that's 141. It's not that much.
ParlaMint-HR_2022-03-10-0.u96118	Comrade Ivanovic, come in.
ParlaMint-HR_2022-03-10-0.u96119	Thank you very much, Mr. President. Dear Secretary of State the importance of Croatian membership in NATO in these complex geopolitical times is unquestionable and this formation of battle groups in which we will participate up to 70 soldiers speaks absolutely in favour of the fact. But whether the Ministry of Defence is considering, and in accordance with the legal opportunities it has for the people of the Republic of Croatia to prepare in a certain way for all that is happening in the area around us who, let's be honest, are not so far away from the Republic of Croatia.
ParlaMint-HR_2022-03-10-0.u96120	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96121	And look, this is how I'm going to try on a respected MP to answer for a soldier, a professional soldier, the Ministry of Defense of the Armed Forces has no day, no night. So there is a need to stay awake 24 hours a day this 365 days a year to think as best and most efficient to respond to all the challenges with this analysis being done and monitored. So there is this possibility of a system of increasing power through the reserve, the law also allows civil military cooperation, etc., so that there is no degree of readiness at this time, but the reflection of both this activity and the task certainly is.
ParlaMint-HR_2022-03-10-0.u96122	Comrade Dark Taritash, here you go.
ParlaMint-HR_2022-03-10-0.u96123	Thank you very much, dear President of the Croatian Parliament. Dear Secretary of State, I have a question about this second point, and it's about cybersecurity. So, with a decision of up to five members of the Armed Forces will be involved in teams, what I'm interested in is another story. So the cybersecurity to deal with it is I would say something that is a terribly big challenge, something that we should deal with and something that has now proved to be really important. Whether there are some, so at ministry level, maybe some funding for young people's education at certain universities or not I know of some postgraduate studies or studies outside to be sufficiently and adequately trained. These are the things and these are the changes that happen in real time from day to day, and I think we should be prepared for that to be one of your ministry's tasks. Thank you very much.
ParlaMint-HR_2022-03-10-0.u96124	Here are your answers.
ParlaMint-HR_2022-03-10-0.u96125	Dear MPs, I will answer you that this is something that we do every day because if we don't do it, we wouldn't be able to give in to international activities a certain number of people. We'd like it to be more, and it might be even more, but in this assembly, but I don't think you were one of the ones who made the proposal, I think that when the amendments were 4.1 billion, the defence ministry budget would be reduced I don't know how much money we'd have left for such activities. But we just found it and it's our suggestion that this number of people be referred to.
ParlaMint-HR_2022-03-10-0.u96126	Comrade Sacic, here you go.
ParlaMint-HR_2022-03-10-0.u96127	Dear Secretary of State you can tell us who else is with us in a group in Hungary or under the direction of Hungary this and the other personally I believe that at this point this is not a high-risk mission, however, as we will take care of God forbid this wounded and do not give God to the dead, we have one in that mission of the late Briscoe and several wounded. Do you have a vision that with some special program we have the Law on Croatian defenders, but what can happen is what you predicted for the victims of such NATO missions, how to treat these are military missions.
ParlaMint-HR_2022-03-10-0.u96128	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96129	Being a soldier is always a risk. So we tried to make a suggestion that was least risky. You were on a parliamentary committee where I might have talked more specifically about the composition in the proposed composition that would look like this today. That's why I thank you for the matter of rotation, the possibility of this preparation or response in accordance with, with, with the requirements. It hasn't been built to the end of this, this unit of this, this one in Hungary so I can't answer you correctly. So we didn't ask here to give us permission to go for it tomorrow because these are the things that are still being negotiated and not defined until the end of this. But here's only for the morning information I spoke to the Chief of Staff. to prepare for this, too, because he was in Hungary yesterday. [[Intruder: Thank you.]] And the activities are basically done. [[Thank you very much.]]
ParlaMint-HR_2022-03-10-0.u96130	Comrade Shashin, here you go.
ParlaMint-HR_2022-03-10-0.u96131	Dear Mr President, honourable state secretary, colleagues and colleagues, it is a fact that this aggression on Ukraine has practically surprised all EU members, regardless of what has been followed by this situation alertly and if in this difficult situation, we can say to the terrible situation that this has happened is the fact that this awareness of all EU members has increased on the need for common defence and the only way, the only possibility of common defence and so on in the Republic of Hungary. Of course, this calls for further efforts, above all, by all financial members, so I wonder if the resources provided for by the State budget of the Republic of Croatia are sufficient in this new situation for the needs of the Armed Forces. We know, we remember that individual parliamentary representatives, when voting the budget, advocated or sought a significant reduction in the budget for the needs of the Armed Forces. So now I'm interested in the situation. Thank you.
ParlaMint-HR_2022-03-10-0.u96132	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96133	Those of us at the Department of Defense would always love it more. It's the same as the home budget, but it's never been more than it is now. So we also recognized certain risks and needs before this unloved situation occurred in Ukraine. So the current budget of the Ministry of Defence is the highest so far 7 whole, just over 7.27 billion that covers a certain level and development, but I hope that there will continue to be understanding in this home for the needs of this Armed Forces and their readiness because a lot of it depends on financial resources as well. We all like to boast and say that the most important, most important man is heart and willingness to defend to the end of his homeland, but should also have resources.
ParlaMint-HR_2022-03-10-0.u96134	Comrade Karlic, come in.
ParlaMint-HR_2022-03-10-0.u96135	Thank you, Your Honor, Secretary of State. Here, first of all, I would like to join my colleagues' congratulations to the defenders and defenders of Vukovar, their day, and by the way, I would like to congratulate the Minister of Defense's birthday, which is the minister, so today, so here, I wish him a lot of success in his work. Here, it's already been said several times how important it is that we are a NATO member, especially right now, and I don't think that anyone is challenging and armed forces with such activities, departures and joint participation in others... In any case, they strengthen both their strength and their defence readiness and credibility this, as a state. [[The speaker doesn't understand.]] What I'd like to hear from you, given that there is still some thinking in the public section that perhaps we, here, are driving or sending Croatian soldiers to NATO, what is the interest of our Croatian soldiers? I've heard in the conversation that they actually want to leave, they can't wait for us to grant it. Thank you.
ParlaMint-HR_2022-03-10-0.u96136	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96137	We rejoice on one side, for that reason because it is not a problem, that interest is far greater than the possibility of these fills of these places which I'm numerically just before, far, far greater because through such a mission, not only that the system has certain benefits in terms of intraoperability,... etc., of this, these are certain challenges, a man for it and becomes a soldier to act and work as a soldier, and such an environment gives him that possibility, so that interest is far, far greater than, and we must take into account this and the national interests and our capabilities and capabilities of the armed forces, national needs, etc., so that we must be, thinking as many people of this, send over, i.e. ask your permission to go on international missions. [[The speaker doesn't understand.]]
ParlaMint-HR_2022-03-10-0.u96138	My fellow coat of arms, here you go.
ParlaMint-HR_2022-03-10-0.u96139	Thank you, Mr. President, Your Honor, Secretary of State. I think it is important to send today a message that participation in the defence alliance for the Member States of that alliance is important. But it can only work if we all send a message together to threaten any of us together and we are ready to act and protect our partner because if such a threat happens to us tomorrow, then we are going to ask for this kind of assistance and this kind of support, and if we are not ready to support each other, then tomorrow we will be able to ask that other one to support us and that is why Croatia's participation in this mission is extremely important, but let me ask you two very specific questions. First of all, how many of our soldiers are currently participating in NATO's battle groups along the border towards the Russian Federation and secondly, can we expect an increase in that number in the foreseeable future? Thank you.
ParlaMint-HR_2022-03-10-0.u96140	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96141	Well, I thank you for this first part, and I have absolutely nothing to add to that. As far as exactly, I said in general a very small number, on the fingers of one hand we can count what is currently in operations, meaning what is a little closer, so I won't say negligible because no human life, no human being is negligible, no. Second, so none will go without your approval, means this. ... That's why we made a proposal specifically for this operation by 8:00. I would like to, and I believe that all of you here in this hall, that there is no need for these numbers to increase, I think that we would all be the happiest that it is, but we have to have different options, this and be prepared for different options. [[You can't hear the intruder.]]
ParlaMint-HR_2022-03-10-0.u96142	Comrade Djakic, please.
ParlaMint-HR_2022-03-10-0.u96143	Thank you very much, Mr. President of HS, Mr. Secretary of State, so today's decision-making and debate on sending 70 soldiers in NATO's wake-up forces to Hungary, I would say requires this debate which can also be caused by the brutal aggression the Federation of Russia has made towards Ukraine. Is this just enough or given the significant worsening of the security situation in the environment, and in our neighborhood, public support is happening to Russia's aggression on Ukraine, whether our classy reserves, homekeeping can do exercises, equipment, and anything in order not to give God's moments of need to be ready? for further activities? [[Intruder: Thank you.]]
ParlaMint-HR_2022-03-10-0.u96144	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96145	I believe and I will repeat that I would like to, and I believe that everyone here should not reach a system that would.../incomprehensible/... or ask for an increase in the strength of both NATO and national level, but the Ministry of Defence and the Armed Forces have a systematic... The forces that include the ones that you've listed, so hopefully that won't happen. [[The speaker doesn't understand.]]
ParlaMint-HR_2022-03-10-0.u96146	Comrade Grmo, here you go.
ParlaMint-HR_2022-03-10-0.u96147	After these questions asked by colleagues where we didn't get an answer about some assessment of how many demands will be made for sending additional armed forces to different missions within NATO, I am interested in whether there are any security assessments given the unstable environment in the region itself, how many members of the Croatian Armed Forces and all other forces, on the basis of what is mentioned by this fellow Djakic, we need him here in the Republic, given the unstable environment in the region?
ParlaMint-HR_2022-03-10-0.u96148	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96149	The number of members that Croatia has, the Croatian Army has, is sufficient to respond to all tasks defined by the Constitution and the law, so here, I think I responded, and systematic... There is no, but it is not true that there are no additional requirements, additional assessments, both at NATO level and at national level. [[The speaker doesn't understand.]] Here, I may have, I say, spoken in more detail on the Assembly Committee about where members of the Assembly board could be and directly familiar with those who are obliged to work, not only for the national level but also for NATO.
ParlaMint-HR_2022-03-10-0.u96150	Comrade Petyr, here you go.
ParlaMint-HR_2022-03-10-0.u96151	Thank you, Mr. President, Secretary of State. The security situation in Eastern Europe has been the worst in decades. Of course, the EU and NATO are trying to have a diplomatic impact on the calming of the situation, but it is also quite clear that it was necessary and necessary to send their forces to Eastern Europe, it now seems to the southeast of Europe where Croatia will participate, but as already several times in recent days, the security situation in the environment, especially in those neighbouring countries that are not NATO members, is worrying about Russia's major influence, the growth of radicalism and nationalism. The SOA chief also said something about this, so the issues that come from the representatives where we express some concern and we further ask if we are ready for all the challenges that await us, I think they are justified. My question is, will the additional NATO forces be needed in Croatia because of the security situation in the environment?
ParlaMint-HR_2022-03-10-0.u96152	Thank you. Here you go.
ParlaMint-HR_2022-03-10-0.u96153	Excuse me, last word, will it be? No, I don't. [[/Adversity President: Needed in Croatia. Here you go.]] That option is not being considered, so I will be very specific, but this one, I would like to say that we are following the situation, so both in the neighbourhood and in Southeast Europe, and we are NATO members, so we have information in that part and there is no need for concern. At least now.
ParlaMint-HR_2022-03-10-0.u96154	Last line, Comrade Brkan, come in.
ParlaMint-HR_2022-03-10-0.u96155	Dear Secretary of State, given the war in Ukraine and the open aggression Russia has made in Ukraine, it is also in our interest that Croatian Armed Forces be as equipped as possible, as qualified as possible and as ready to defend our country as possible, whether it is land, air or navy. As you yourself have written in the reasoning of the Decision that new combat groups are being formed within the framework of actively strengthened vigilance where the main headquarters has proposed 70 members to further develop their abilities, increase interoperability with other countries' forces. How has this number of 70 members to be sent, is that some extent, have given so much to other countries, so will we, or can that figure possibly be increased to get as many Croatian soldiers as possible to gain these additional capabilities in co-operation with NATO forces? Thank you.
ParlaMint-HR_2022-03-10-0.u96156	Here's your answer.
ParlaMint-HR_2022-03-10-0.u96157	Your Honor, I thank you very much for this matter. It's up to 70, we'd say what, I said intro, I wish it was more, but it didn't come to mind, so it's in collaboration with this, NATO members and the assessment, but also our options of this moment, there's been that number. As for that element, what you said, equipped, normally, here, someone who comes from that mile, it's good to have a good tool, so this one, so please continue to support this High House when there's going to be a budget debate, right?
ParlaMint-HR_2022-03-10-0.u96158	I thank the Secretary of State, you can return to your post because the replica is no longer available, so now I call on the committee's rapporteurs, will they take the floor? Yeah. The chairman of the Defence Committee, dear colleague Vidovic, come in.
ParlaMint-HR_2022-03-10-0.u96159	I would like to thank the President of the Parliament, the Honorable Secretary of State, dear colleagues. Therefore, the Defence Committee held a debate at its 20th session held on 9 March 2022 on the Proposal for a Decision on the participation of the Armed Forces of the Republic of Croatia as part of NATO's enhanced vigilance activities in Hungary and also on the Proposal for a Decision on the participation of the Armed Forces of the Republic of Croatia in activities under the project Permanently structured cooperation of the EU, cybernetic response teams and mutual assistance in cyber security. In addition to the proposals for a decision, the Government of the Republic of Croatia also submitted a decision on the prior consent of the President of the Republic of Croatia and the Supreme Commander of the OSCE. The Committee discussed the proposals in question on the basis of Article 1(2) of the Rules of Procedure. 71 HS’s Rules of Procedure as a home working body. At a meeting of the Committee, the proposer's representative said that in response to the emergence of new security threats and the strengthening of instability in Eastern Europe, Member States agreed at a meeting of NATO defence ministers in February 2022 on the need to strengthen border protection, collective security and NATO defence. The establishment of combat groups in R. Poland, R. Lithuania, R. Latvia, R. Estonia is particularly witnessing the establishment of a strengthened front presence of NATO forces on the eastern wing of the Alliance that activities are carried out solely to deter and strengthen collective defence. The further deterioration of the security situation in Eastern Europe is one of the most serious threats to European security in the past decades. In response to the new threats in Europe, NATO has deployed additional forces in the East of the Alliance in the framework of existing battle groups and groups of strengthened fronts, to ensure further strengthening of the Allied, Disabilities and Defence, it is proposed to establish new additional NATO combat groups in central and Southeastern Europe, i.e. Hungary, R. Slovakia, Romania and R. Bulgaria, which will carry out activities in parallel with NATO-enhancing activities. The Republic of Croatia supported the proposal to establish new NATO-enhancing battle groups, the proposed Decision proposes to refer up to 70 OSCE members, with the possibility of rotating Hungary in 2022 and 2023 under the Hungary-led battle group. During the debate, the Committee members asked about the impact of participation in this activity on Croatian defence capabilities, in this respect it was pointed out that the participation of the OSCE in this activity will improve further development of capabilities, increase the level of... with the powers of other Member States and contribute to strengthening the deterrence of both national and collective defences. [[The speaker doesn't understand.]] After the debate was held, the Committee unanimously, with 11 votes to support both proposals and decided to propose to the HS to adopt a Decision on the participation of the OSCE as part of NATO's enhanced vigilance activities in Hungary and also, the Decision on the participation of the Armed Forces of the Republic of Croatia in activities under the cybernetic, permanent structured EU cooperation, cyber-response teams, mutual assistance in cyber security. Thank you very much.
ParlaMint-HR_2022-03-10-0.u96160	I'm opening a debate now. The first is the club of representatives of HSLS and reformers and respected counterpart Klasic, please.
ParlaMint-HR_2022-03-10-0.u96161	Thank you very much, esteemed president of HS, distinguished secretary of state with associates, respected colleagues and colleagues. The NATO defence ministers' meeting on February 16th and 17th and the February 25th extraordinary summit found that the current security situation in Eastern Europe has been one of the most serious threats to European security since the end of World War II. Since its draft in 1949, NATO has successfully protected all its members off, thanks exclusively to the idea of collective defence, with its deterrent power, NATO has secured 77 years of peace and prosperity in Europe. NATO is ready to defend its members against any threat, so over the past months it has spent additional generation of rapid response forces and has deployed additional forces in the east of the Alliance within the existing battle groups and groups of strengthened frontal presence and is also seeking to establish additional combat groups in Southeast Europe. Farthest contribution has been made by the American forces this time. NATO is caring for the security of nearly a billion people from its members, and therefore new threats have been triggered by a significant increase in strength. Therefore, additional financial investments are needed to defend all NATO members in order to maintain a NATO defence system consisting of a combination of the latest armed systems and platforms and training forces for joint growth without delay. The NATO Alliance and the Alliance of Values, which includes individual freedom, human rights, democracy and the rule of law, these common values are the basis for what NATO actually defines and how it works. The future of defence reform in the Republic of Croatia must be determined by adapting its defence systems, tasks and obligations arising from Croatian membership in the NATO Alliance. Alliance members will have to transform their entire security system in such a way as to be able to organise defences against new security threats to their own forces and in their own territory. It is important to encourage countries to also negotiate private military and intelligence services, as the United States and some other NATO members do. In the future, we can expect to redefine NATO's military criteria, and in line with the requirements stemming from the current transformation of NATO. NATO membership also covers all obligations under the Article. 5 agreements that the attack on one member is an attack on all allies. We cannot agree to attack countries in Europe with weapons, not to attack civilians in a non-discriminatory manner and to change borders by force of occupation. We have an obligation, in the event of an attack on the territory of NATO member states. The fact that Croatia is in such geostrategic space, that the collective defence system is a very useful thing, participation in NATO and the EU is crucial for Croatia. Otherwise, we would be condemned to the turbulence of the Western Balkans calling for Belgrade and Banja Luka. Today, few who can even imagine a different path for our country that has not been out of the war so long ago. Issuing defence and access to defence preparations and potentials would be different today if Croatia were not a member of NATO alliance and it would be more complex and expensive, and yet they would be much more insecure than we are now. Therefore, from the populist attempts of some high officials to challenge the principle of solidarity and promote their own independent approach, and all for the sole purpose of self-promising and cheap political promotions, should be clearly distanced, a team before seriously jeopardising international status and reputation of the Republic of Croatia as part of the transatlantic partnership. Already, the very fact that these steps have experienced broad publicity and support from Moscow or its mediators speaks sufficiently about the failures involved. In these highly complex security conditions, which intensify the action and potential of peace throughout Europe, everyone and anyone who emptys the populist questioning of the principles of NATO collective defence is very dangerous. In addressing these crises and suppressing attempts to destabilise our immediate environment, both the EU and NATO will play a decisive role. The Republic of Croatia supported the proposal to form new battle groups in the framework of NATO-enhancing activities and to establish additional NATO battle groups in Central and Southeast Europe, i.e. Hungary, Slovakia, Romania and Bulgaria. In accordance with this, the Ministry of Defence and the OSCE Chief Staff proposed that up to 70 OSCE members be engaged. HSLS welcomes this decision that Croatia is actively involved in NATO's activities by sending up to 70 soldiers to neighbouring Hungary, and I am personally sorry that for more than 20 years of systematic devastion of the Croatian Army we are not able to engage more actively in the activities of the enhanced vigilance of the NATO alliance. Thank you.
ParlaMint-HR_2022-03-10-0.u96162	The second debate of the Club of Representatives of CENTR and GLAS and respected colleague Mrak Taritaš. Here you go.
ParlaMint-HR_2022-03-10-0.u96163	Thank you, well-respected President of the Croatian Parliament, the esteemed Secretary of State with an associate, co-workers and colleagues. The Republic of Croatia has been a NATO member since 2009. Our soldiers participated in numerous UN, NATO and EU operations and missions even before we became members of the Alliance. The first was the UN mission to Sierra Leone in 1999. Our soldiers' first participation in NATO's mission, or members of the military police, have been small in Afghanistan since 2003. We have participated or participated in missions in Lebanon, Western Sahara, Kosovo, Poland, Lithuania, Chad, Central African Republic, etc. I am sure that every such participation strengthens our Armed Forces, that we acquire new knowledge and skills, and that we deepen cooperation and trust with our allies and partners. Unfortunately, some new dark clouds of bloody war operations have prevailed over Europe in our immediate neighborhood. Ukraine is a state-run border with a car coming from Zagreb in six and a half hours. It is about the same as from Zagreb to Dubrovnik. Between Ukraine and Croatia, between Russian tanks and rocket launchers, and only one of us is Hungary, fortunately a NATO member. Although I had no doubts about Croatia's membership in NATO or when we came in, it is never a subject for any of us to think about on a daily basis in normal life. But one of the first thoughts that went through my head on February 24th, so two weeks ago, only two weeks ago, Putin attacked Ukraine was lucky to be a NATO member. The idea of NATO as an organisation itself says it guarantees the freedom and security of its members through political and military means. In a political sense, NATO promotes democratic values and enables members to consult and cooperate on defence and security issues in order to address the problem, build trust and prevent conflicts in the long term. In a military sense, NATO is committed to a peaceful conflict resolution. But if diplomatic efforts fail, it has the military's ability to handle the crisis. And this comes first of all to the often mentioned Article 5 on the common defence of all Member States. Unfortunately, and unfortunately, I can't stress enough. The war in Ukraine reminded us of this security net that NATO provides us with. Protection of borders and collective security suddenly became the main news. We've all been together for decades that have dragged us into the idea that peace has been given to us and that there will be no more wars in Europe. This has now proved to be a naive and dangerous illusion. What is quite certain is that we will have the economic consequences of this situation. Prices of food and energy have been rampant before the invasion and sanctions of Russia, and what is actually waiting for us none of us can know exactly. What neither of us can know exactly is what Vladimir Putin's plan is, in fact, how long this situation will last and whether the war in Ukraine will spill over its borders, and this is a particularly unpleasant reality in which we live. That's why collective deterrence and defense efforts on the Eastern wing of the Alliance are something that at this point has every justification and I don't see any alternative to those measures. Battle groups have already been established in Poland, Lithuania, Latvia and Estonia. At the moment we face the greatest threat to European security for a long time, a decision has been taken to establish additional fighting groups in Hungary, Slovakia, Romania and Bulgaria. This is called enhanced vigilance activities and it is about multinational forces composed of members of the Armed Forces of the Member States. As part of enhanced vigilance, up to 70 members of the Armed Forces of the Republic of Croatia should participate as part of a combat group led by Hungary that would be deployed in that country. Since the proposal for a decision states that we have reached 70 members on the basis of the proposal of the Chief Staff of the Armed Forces, I assume that it is a real figure that we can refer to by ensuring all the necessary conditions for participation in such units and as regards both the quality and the material conditions as requested by the Constitution of the Republic of Croatia, the President of the Republic has given his prior consent to this decision. One detail in this proposal is the one about the financial resources needed to implement this decision. The fact is that in response to the State Secretary's reply to one of the replicas given by one parliamentary secretary, the State Secretary replied by what means is a word, because the decision itself states that the funds are secured in the 2022 and 2023 budget, so it is good that he gave this information orally, but I see no reason why it could not have been written and written as usual in the proposals we have written. But what I'm stressing all the time I'm going to point out one more time. Unfortunately, the word cannot be avoided in the debate on this decision. Unfortunately, the security situation in Europe has turned completely overnight. Unfortunately, at the borders of the EU and NATO, people are killed by a strong and dangerous military force, and unfortunately our soldiers must also participate in the increased efforts of deterrence and defence by believing that we all agree that our greatest hope for that part of the defence will not have to come, but also when it comes to deterring and when it comes to defence we now see that our soldiers and our country are part of a large and powerful defence alliance. Since this is a debate on the united two points, so first and second, I'm going to end up refering to something also to cybersecurity. We are absolutely a position and I personally believe that cybersecurity is extremely important, that it is absolutely good that ours, so up to 5 are members who participate in the rapid response teams and mutual assistance, it is good to take care of it because indeed not only now but also in the future it will be one of the new visions and ways in which certain things will have to be done and some things have to go, and to the end to make clear what position our club has been related to, not so long ago was the budget and when it was the budget of the Republic of Croatia we have given the amendment that the item relating to cyber security increases which, of course, at that point from the level of the Ministry of Defence was rejected, of course as soon as the item or requirement came from the opposition then it was not accepted, but rejected, and the explanation was what I want to read and what I think it should be, with what I am going to end this debate is the position that I think about it. The explanation was modern warfare and modern defence is largely being fought in the virtual world. The consequences of such a war, however, are not virtual but very real and can be the most serious threat to national security. That is why we believe it is necessary to increase investment in the development of cybernetic capacity of personnel within the Ministry of Defence. This was an explanation of the amendments, and the amendment required an increase in that item, of course, that the competent ministry refused it, but this is the attitude and importance of cybersecurity, the importance of education, the importance of investment in knowledge, because investment in knowledge always comes back to you in any world and real and virtual. Thank you very much.
ParlaMint-HR_2022-03-10-0.u96164	Now, on behalf of the Mosta Club, the esteemed colleague Rasdic will speak, please.
