ParlaMint-HR_2013-07-03-0.u35509	Here you go, Zeljko Reiner.
ParlaMint-HR_2013-07-03-0.u45218	Thank you, too. We have a single replica reported. Srdjan Gjurkovic. Here you go, buddy.
ParlaMint-HR_2013-07-03-0.u45219	Thank you, Your Honor, Vice President of the Parliament. I have to admit that when you said that you were horrified by Mr. Vrdoljak's Minister of Economy's discussion in terms of liberalisation, I must say that I was horrified by your debate because you're speaking as if you were in the mention of exotic countries and you're discussing committee in terms of fear of entrepreneurial initiative and capitalism. I think democracy is a procedure, we at the Croatian Parliament in this first reading are conducting a procedure with discussions, proposals that we will have in the final draft of the law. You speak the right and fair and public way, so there can be no more correct and fairer public way than the one now being conducted with the public debate that follows. And what is crucial is spatial plans based on which entrepreneurship initiatives both foreign and domestic are at the same time at public debates, especially in the first county, and then local self-government. and there is no other non-transparentity in any decision and definition of any convenience especially in this situation. There has been a lot of debate and you have mentioned the area, so what is the same for our zones in Croatia at different stages of development or equipment of infrastructure, different land prices, conditions, non-compliance with the pre-contracts with potential investors. In this way, we will provide investors with uniqueness throughout the Republic of Croatia in accessing their investments, which is what is key and what has been said long ago and is repeated throughout the opposition to investor security.
ParlaMint-HR_2013-07-03-0.u45220	Thank you. We have a colleague Novak's answer. Here you go.
ParlaMint-HR_2013-07-03-0.u45221	Thank you very much. I mentioned exotic states, you know a smart man says he's learning from other people's mistakes, the other one has to slam his head against the wall first to be aware that it hurts. And as for transparency and honesty and all that I've emphasized, look here is taken and the Priory is actually decided by the Government and the Commission and it has to be, you have to trust us we have an exclusive both in mind and in honesty. But also now we have, let's say, the privatisation of the Croatian Post Bank and Croatia's insurance and Minister Linic says, I don't give 7% of the shares as if it were his. I don't give it to the Defense Fund, I don't trust you. And this way we all have to believe it's fair. Well, we only have enough experience in these 23 years when someone in position is talking about their honesty.
ParlaMint-HR_2013-07-03-0.u45222	Thank you. Next to discuss Nancy Tyrelli. Here you go, pals.
ParlaMint-HR_2013-07-03-0.u45223	Thank you, Mr. Vice President. Dear Deputy, colleagues and colleagues. So maybe after all day debate on this topic of strategic investment projects one summary of everything we've heard, maybe most of all because of me to see if I understand anything at all. It seems to me everything I haven't. On the one hand, we hear that we will all agree on the fact that we need the Investment Law and that we need investments or strategic investment projects. We heard the fact that in Croatia there is a bad economic situation, a large number of unemployed and there is no investment. That's right. Because of these facts, they decided to make a very good and quality law that would make these investments big at one point and start that economic prosperity of Croatia and hire citizens who are now 300 and so many thousands of unemployed and said we finally decided to take the matter into their own hands and decided that we had to do something because the situation is unsustainable. After all day I'm asking myself one question now, what is it? If this law, as the legislator claims, is made only because of the acceleration of the procedure that has been slow so far, which has not led to investment in Croatia, which is the biggest argument of the ruling today, then we do not need this law in this context, but would be sufficient to discuss the urgency of the conduct of investments and criminal provisions for those who do not carry out those investments within the given time limit. And that would be enough for us to speed up and improve these investments if we all the time claim that the law is being passed because of the slowness. The second question that is being dragged around today is who is to blame for not having an investment in Croatia. The legislator says the units of local self-government are wrong because they are the biggest brakes due to the lack of investment. Local self-government units say it's not their fault, it's the state's fault, administrative services, officials, etc. And then some say between each other that it's exclusively the laws that aren't good. And now if we go looking for the culprit and we'll probably never find him because our practice became exactly that, when we pass one law then the ruling say they were, nothing happens because they were the ones before us. Those who used to say nothing happens now because you're incapable of anything happening and there's always one status quo with us. However, I think the biggest problem with us is not just communication and not government cooperation with anyone in the Republic of Croatia. When we have parliamentary elections, local elections, then communication goes from down to up. Then we all go down to the base, we all listen to what the citizens have to say, we all hang out with citizens and hang out with everyone in local self-government units. When we make laws, then we are enough for ourselves, or the government is sufficient for itself, because governments don't need citizens, or mayors, or mayors, or even parliamentary representatives to decide whether something is good or not. The law proposed by the government on Friday simply must be voted whether after the first or after the second reading, the whole story stops. When a law is passed in these ways with such explanations, who is to blame and why it would be very desirable in the proposal for such and similar laws to be any analysis. If we say that the units of local self-government are wrong, then the proposer might try to make an effort if he was already seriously working on the preparation of this Law in order to give the Assembly's representatives insight into several pages along these pages, which are like a bill on which units of local self-government, or which the mayors and mayors did not do their job in a good way. Then you'd... You could say, here's 400 and so many commissioners and mayors the percentage of those who didn't work is like that. [[The speaker doesn't understand.]] If we say it's the slow administration's fault, then I wonder who's ever in Croatia since the administration was responsible for their slowness. I don't think anyone's been subject to any sanctions in any ministry because they didn't bring anything or did something within a certain period and his superior told him it should be brought within that time limit. The responsibility is first and foremost to the minister. If the minister is unable to agree his organisational structure in the ministry, then it is very, very unserious of every minister to say my administration is slow. Because by adopting this law and interpreting the law in this way, the ministry and the government have admitted that they are unable to create an organization that could and should function. Now we've said daily we'll pay 5 thousand kuna if it doesn't take place within the deadline... This law is definitely discriminatory. [[The speaker doesn't understand.]] In Croatia we have about 90 thousand craftsmen who have a very large number of employees,... of which more than 500 thousand Croatian citizens live. [[The speaker doesn't understand.]] That craft hardly has 20 million kunas on islands or 75 million or 150 million kuna to make some kind of investment. But we don't care about that craftsman, we'll be quick to support only those strategic investment projects that are extremely difficult. So there is no legal uncertainty in Croatia with another law. And that's what gets more and more worried every day. No one in Croatia knows what they can, how much they can and how much money they must have in order to do something by law. I'll just remind you how much this law will bring in in the near time of trouble. In the first month of this year, the Supreme Court of the Republic of Croatia adopted a legal position that forests and forest land which were subject to the Law on Forest Change in the 1990s were socially owned by the Republic of Croatia and not to the units of local self-government. So, since the 1990s, local self-government units have been losing something they've done because after 20 and so many years of interpreting something different. The same thing is possible to happen to us with this law. But let's not forget about private investments. We will not take his money so easily, and we will experience problems that we have also heard many times today. What I am particularly concerned about is Article 7(2) of the investor concerned, along with the application, also applies to the draft which contains an idea description, status and location of the project. According to this, an interested investor chooses the location where he will, in which he will do something by what he writes. So, all that we've been doing, I'm afraid we haven't done it right, and I'm afraid we're hiding some other intentions with this law. The criteria for selecting strategic projects are very vague and very, very superficial. The argument that this Law is approached and that this Law is adopted in a procedure in order to increase the number of employees does not stand. We have one strategic investment open in the Republic of Croatia weighing 80 million kuna, which is the Plomin thermal power plant, which does not have any new jobs in its projection. Therefore, if we want to be transparent, honest with the citizens, first of all to the citizens, then let's let these criteria until the second reading be transparent that we know who has the right to obtain state property in private property because the game of the case currently has enough money to do so. Thank you.
ParlaMint-HR_2013-07-03-0.u45224	Thank you, too. We have one replica, Srdjan Gjurkovic. Here you go, buddy.
ParlaMint-HR_2013-07-03-0.u45225	Thank you, Vice President of the Croatian Parliament. My colleagues, I think if you're asking why an idea description, status and location of the project must be listed, I think I really have to admit that I don't know what to comment on. And as you will define the project, how you will define if you do not have a study of cost-effectiveness and feasibility, or we often call it the feasibility of the project, that the commission, and tomorrow the government makes a quality decision not only by the number of our citizens and citizens who will be employed, as you have now mentioned Plomin, but about a strategic investment that has a wider economic benefit and impact on economic activities. Because if you say that Te Plomin does not have an impact on employment, and we all know that the energy independence of the Republic of Croatia is something that is an absolute priority, an absolute goal that has wider economic benefits in terms of Croatia's stability, then I don't know what a strategic project is in that sense. So the debate about why this law, you've asked a lot of good questions, and there's only one answer. The law does not give more rights than is currently prescribed by the current laws of the Republic of Croatia which regulate the implementation of investments in Croatia, but ensures efficiency, manuality and no more unknown to investors when they will receive all documents and when they will be able to go into the realisation of the project, and in all Croatia, conditions will be unified.
ParlaMint-HR_2013-07-03-0.u45226	Thank you. We have a colleague Tyrelli's answer.
ParlaMint-HR_2013-07-03-0.u45227	My colleague Gjurkovic, I thank you for the replica. Well, here's what I'm gonna try to do from the beginning. I only mentioned the locational so the elaborate contains the location of the project. What does the location of the project mean? So which serious investor is going to invest their money without having a lab. I mean, we've already said several times today that the content of the application, the search for certain points, etc. Funny if we want a foreign investor. First, we could learn on what conditions and how they do business, but well, about that later. As far as our energy efficiency is concerned, I don't have enough time to talk about it right now, but I'll just instruct you to look at the State Audit report on HEP and TE Plomin and see how energy independent we are when it comes to... and how we operate in Plomin d.o.o. who doesn't have a single employee and the money's spinning. And in the end, you said the unknown, I didn't quite understand you, so I can't even replicate it, I didn't realize what you were going to say. But what I think, I think, is that this law is unknown to these investors who want to come to Croatia because those who want to come want to have laws decided, laws that have been in force for a long time, laws that are good and good and good and can easily be implemented precisely because there would be as few unknowns as possible and that they would have legal certainty in the state, that they know that this state, or that this government will not pass any other law in an emergency procedure where it will simply put an ad act.
ParlaMint-HR_2013-07-03-0.u45228	Thank you. We're continuing an individual debate. Srdjan Gjurkovic, here's a colleague.
ParlaMint-HR_2013-07-03-0.u45229	Thank you, Vice President of the Croatian Parliament. I would not like to repeat myself on the issue of supporting this law because I think it is quite clear that most of it is almost a consensus of parliamentary deputies for this law, with certain remarks as to how it usually happens at first reading. What I think is a key message and the public, and also investors, especially those who are in Croatia and have been waiting for years of realization, which is that, among other things, this Croatian government has set up its institution directly towards them to be a service and help in preparing documents, interpreting laws, but also in the segment of communication with local self-governments and institutions that are not in the jurisdiction of the Government of the Republic of Croatia. From 1993 to 2011 we had 24.7 billion euros in Croatia, and the majority was focused on ownership acquisition in the service sector, and 50% in financial intervention and trade. At this point in the Republic of Croatia, thanks to the Investment and Competitiveness Agency, we have clearly more than 60 registered investments not in the financial sector but in retail trade, mostly in tourism and production worth 3 billion euros. It's 24 billion since '93. by 2011 in Croatia invested. And that's what we're going to make possible by this law, and most of these projects can be implemented quickly. This is the main message to all future investors that in Croatia every investor is welcome, that every investor has the same right to invest and that Croatia is a competitive country for all those who want to invest. Often, in discussions today, a spatial plan that brings local self-government in a way that states that Article 28 indicates that local self-government does not have any authority at all because it draws and trees where it must be planted, and that this way, in fact, local self-government has no right whatsoever. All those who have done investment projects were in the economy very well aware that the issue of a local permit is essentially the setting of conditions that the investor must have in order to comply with the spatial plan and with all applicable legal regulations, and this Strategic Investment Act does not derivate any law on this matter, and in the local authorisation and local self-government and municipal companies and local self-government also give their own conditions for both roads and water accession, the electricity of course gives HEP, sewers, etc. Therefore, the involvement of local self-government in the commission on whether it is essentially a strategic investment, because no one has said here that any investment will be declared a strategic investment. An assessment will be carried out and local self-government will participate in this, and I do not believe that one investment will be made and decided to be strategically revoted without the consent of local self-government, as most said that local self-government is of course not against investment. Just because the mayors or mayors want to help and make the investment go away doesn't mean that certain services, certain local institutions can't, they won't, and unfortunately we're not stopping certain procedures. Therefore, what is related to strategic investment and local self-government is certain, and I have not heard in the debate, and I believe that one part of the local self-government leader will be satisfied because this way they will be disbursed by certain obligations and documents that must be processed and prepared because in this way the state or government will assume a large part of the commitments within very short notice. And another note about the 2011 constant mention that investment started, grew gross, and that we basically as a new government blocked it. The Croatian National Bank report makes it clear that investments during the first three months were 1 billion euros in Croatia, the first three quarters. But a very small part of that investment went into production capacity, and most of the investment was used to pay off foreign debts to creditors of private companies. That's a billion. The other 900m euros mentioned as investments in 2011 which of course affected gross production are exclusively equity investments in 2011 which are entirely linked to the transformation of demand for foreign owners into the company's core capital. Therefore, all rightly enough, the gross product is a race, investments are growing. And what was the effect? Weak or nothing. Thank you very much.
ParlaMint-HR_2013-07-03-0.u45230	Thank you. We have one replica, colleague Ingrid Anticevic-Marinović. Here you go.
ParlaMint-HR_2013-07-03-0.u45231	When your colleague said that I think you did well and noticed, but I would like to complement something else, if it was big here, there was a big debate about the independence of the local self-government unit in the land management, and you specifically noted that in this way the units of local self-government are coming in and out of the way of solving many problems and at a certain time. That's exactly how I see it. And I'd say it's a way to provide versatile assistance to local self-government units. And that's why I'm all about supporting this law, because land management is the greatest crime and the greatest abuse and corruption that happens at the level of the local self-government unit. And that's how it's always been. And that's something to stand up to. And this, especially that provision that many have come to is the most precious, and I mean the law as a whole. What the government should then do to remove, because they are loud in public. They're not saying that that's why they're complaining, they're afraid of what it's going to look like. So it gets quite a rujo, even some halo of divinity behind which is a concern for the untouchableness of local self-government units. So on the fingers of one hand can count the units of local self-government that led to production activities. There are and they serve honor and come from many coalitions of different options. Many, however, are only scrambling with territory, with land owned by units of local self-government or which they have received from the state, which they have just received in order to develop economic activities. But they didn't do it. We will see now and with this next law that is on, which will soon be on the agenda of the proposal for a law on the promotion of entrepreneurial infrastructure that speaks a lot of it. So this law needs to be observed Here, just let me finish. [[Invader Batinić: Time.]] It's through the light of disabling corruption, but it obliges the government to make all decisions and even higher laws and those strict provisions that explain why someone got both openly and transparently I think they're going to shut every mouth.
ParlaMint-HR_2013-07-03-0.u45232	Thank you. We have an answer, colleague Gjurkovic.
ParlaMint-HR_2013-07-03-0.u45233	Thank you very much. My colleagues, it is clear that corruption especially when it comes to large investments, especially when it is related to land it is best eliminated that I say so in a way that everything is public and transparent, that it is clearly known by name and last name who corresponds to certain decision-making processes and thus, and this law ensures that the citizens of the Republic know where investments are being made, or where strategic investments will be made, in which way they are done, which is the value of the investment, which is the cost of the investment, which is with that part of the land to be taken out, at which the price is being taken out. So, at that point, there are no more strangers. Because when there are strangers, there's doubt. When there's no transparency, then the games start under the table.
ParlaMint-HR_2013-07-03-0.u45234	Thank you. And the closing word on behalf of the HDZ club Domagoj Milosevic. Here you go, buddy.
ParlaMint-HR_2013-07-03-0.u45235	Thank you, Mr. Vice President. So today we've heard many times actually that everything of course depends on people, there are moral, immoral, capable, incompetent, etc., but if we finally want to become a organised civilised and organised country then we can't depend on individuals, then the state has to set up a system and this organized system. And fellow Gjurkovic, as far as investment is concerned, I will gladly pay you lunch if you find more than 3 new investments compared to the list I personally left to your first vice president, or former party president Mr. Cacic in late 2011. The list is then submitted to the handover of the government, if you find more than 3 today, I'll pay for lunch. So here's a few sentences just at the end of this day. In fact, all of us, regardless of the party's belongings and the ruling or opposition party, agreed that there is much to be done in Croatia to simply support investors, to reduce and simplify procedures, of course, to make them transparent. And in that sense it should be clearly concluded that this law is a shortcut, however someone interprets it one way or another, but it is a fact that is a shortcut. And in this sense, this shortcut needs to be established in this first reading has a lot of uncertainty and a lot of things that need to be complemented, criteria that need to be introduced. Unfortunately, we did not go too far on this, but in fact investments and entrepreneurship climates must be systematically built and none of the laws will change overnight, but an action plan to remove barriers to investors and systematically identify these obstacles and create an entrepreneurial climate would in any case do so. And finally, what we're looking for, I've already said more colleagues today, and that's why we're asking for these reasons to limit the duration of this law, to systematically approach the removal of obstacles to all investors and large and small and small and craftsmen of 100,000 kunas for which it's all and those of billions of kunas and more. And finally, after all these debates today, I think it would be very clever and we suggest that I not say we ask that the Assembly start a Parliamentary Committee on Investments and Competitiveness, which, first of all, would, given the indeterminateness and non-transparentity and, moreover, on several occasions, show today and mistrust in certain decisions of this government, actually oversee decision-making when it comes to strategic investment. And besides, he was systematically concerned about what is currently most important, which is to improve competitiveness and this business investment climate. Here, thank you very much.
ParlaMint-HR_2013-07-03-0.u45236	Thank you very much. This concludes the debate. We'll vote when the conditions are met.
ParlaMint-HR_2013-07-03-0.u45237	We continue with the vote. Proposal for a law on strategic investment projects of the Republic of Croatia, first reading, CZ No. 420. The debate is closed. In accordance with the proposals of the working bodies, I am voting on the following conclusion: "1. Proposal for a law on strategic investment projects of the Republic of Croatia is hereby adopted. 2. All objections, proposals and opinions will be addressed to the applicant in order to prepare a final draft of the law." Who's in? Who's against it? Who's restrained? I'm asking for a result. I find that most votes, with 78 votes in favour and 5 against, have adopted the proposed conclusion.
ParlaMint-HR_2013-07-03-0.u45238	We continue with a united debate on points - Report on the implementation of the 2009 National Consumer Protection Programme. – 2012; - Proposal for a National Consumer Protection Programme for the period from 2013 to 2016; Report was submitted by the Government of the Republic of Croatia. You took the materials into the boxes. The discussion was conducted by the Committee on Economy. You've received reports. With us is the Deputy Minister of Economy, would you like a few words? I hope so.
ParlaMint-HR_2013-07-03-0.u45239	Thank you very much, Vice President. As regards the 2009-2012 report on the implementation of the National Consumer Protection Programme, we know that the area of consumer protection is dynamic, which needs to be continuously monitored and developed with the aim of building a socially sensitive economy capable of competing on the international market. To date, the Government of the Republic of Croatia has realised a whole series of measures and activities aimed at raising the level of consumers. In February 2010, the Croatian Parliament also adopted the National Consumer Protection Programme for the period 2009 to 2012 and on the basis of Article 121. The Consumer Protection Act sets out the basis for consumer protection policies for the national consumer protection programme and defines priority consumer protection jobs to be financed from the State budget of the Republic of Croatia, with a view to the continued progress of the quality of life of all citizens in line with EU countries' standards. I would therefore single out the most significant activities in the area of consumer protection carried out from 2009 to 2012. A central information system for consumer protection has been established, allowing consumers to request at one place an explanation of regulations and procedures from the Ministry of Economy, from the Consumer Protection Advisory Centre, or to provide instructions to the State Consumer Rights Inspectorate. The system has been like I said since March 2008. More than 11,000 different questions and consumer applications with a visible trend of annual growth have been accepted into the system so far. We would like to stress that many activities could not be achieved without cooperation with the NGO sector. The government has also established an excellent dialogue with consumer protection associations involved in the creation and implementation of consumer protection policy. In the context of consumer protection in the areas of public services, the competent ministry, as well as other institutions, carried out a number of activities in order to create appropriate conditions for competition as a means of ensuring that they were provided in a socially acceptable manner in the field of health services and, in accordance with the tasks of the national consumer protection programme and the obligations of the healthcare provider to provide insurance to consumers with information on their rights and on the cost of health services, in such a way that prices must be highlighted as well as the services provided by patients for free healthcare providers must provide consumers with clear information on the obligation to pay certain services or to participate in the same services. As far as product safety is concerned, it is of paramount importance both for the EU Member States and for the Republic of Croatia. the inspection supervision of economic inspectors shall be carried out continuously during the period from 2009 to 2012. The report on the implementation of the national consumer protection programme shows that consumer protection policy has been implemented very intensively over the past period at all levels and that over the past period, a whole set of stakeholders has been actively involved in the implementation of this policy and has contributed to a higher level of consumer protection in the Republic of Croatia. Thank you.
ParlaMint-HR_2013-07-03-0.u45240	Thank you, too. Do the committee's reporters want to take a word for it? No, I don't. I'm opening a debate. On behalf of SDP Representative Gordan Sobol. Here you go, fellow Sobol.
ParlaMint-HR_2013-07-03-0.u45241	Thank you, Mr. Vice President. My colleagues and colleagues. So here, on behalf of the SDP Club, I will begin by saying that we will support, on the one hand, the report on the implementation of the National Consumer Protection Programme for the period 2009-2012 and, on the other hand, the Proposal for a National Consumer Protection Programme for the period 2013-2016. When we look at the report that is ahead of us, especially I would say this last part where through a series of tables it is shown that everything in certain areas has been done in the frameworks of adapting the Croatian EU legislation in the area of consumer protection, then I think we can really say that one huge job has been done and that is, in fact, the Republic of Croatia, as in the opening part of the report, and has itself recognised the consumer protection policy as one of the priority areas that should be dealt with in the past few years, but in which it will obviously be dealt with in the time that is ahead. And it really was when we looked at all the legal changes that were made, that all the rules were passed, how many round tables on different topics were done, agencies that were founded with their reports, etc. Then it's one huge job that's been done in continuity. But how demanding and how much I would say this to consumers themselves, in terms of how much we have brought in over the past years, and how much they have done for them, so to say to the final consumers, and to all of us who are in the daily role of consumers, it tells one detail in this report, and this is a survey that was done in the context of raising public awareness of consumer protection and 2011, and also in 2012, consumers are asked the same questions. And their answers suggest that obviously we still have a lot of work to do in approaching the possibility of protecting consumers themselves and their rights. In 2011, the poll question was asked whether you were able to exercise your rights as a consumer, most of them surveyed 65% said that it failed to achieve its consumer rights, and 15% thinks they are successful. In 2012, 63% answered the same question that it failed to achieve its consumer rights, with 19% thinking they were successful. Asked whether they felt sufficiently informed about their consumer rights in 2011 answered 94% that they did not feel sufficiently informed. The same percentage was in 2012, so it seems to us that, it does not seem to us, but it is certain that in the period that should be ahead of us, along with everything else we will have to do in the legislative part of the integration of directives that have come into force in the meantime, and some that are yet to foresee that much more maybe we should focus precisely on informing those end-users, consumers as well as how they can exercise their rights. As regards the Proposal for a National Consumer Protection Programme for the period from 2013 to 2016, perhaps this is one of the remarks that we have yet to make, although not even in the previous proposal for a national programme. In fact, for the National Consumer Protection Programme, it was the Government who, on the basis of the programme, had an action plan to say the actions and implementation of the programme on its own. Since I've been here longer in this House, I still think it would be better if this programme were accompanied by this action plan, and then it would be easier for us to talk, because then we'd have some deadlines set, we'd have carriers specifically, we'd have some kind of projected financial resources that we needed and things like that. Because usually with the national programmes we adopt here in the Croatian Parliament are these action plans. But since this isn't, it's not supposed to, it wasn't in the last program, it's not in this one. But somewhere, I think, I may have predicted, but it should somewhere be said that the action plan for the implementation of this National Programme will happen in some period, whether it will be 3 months, 6 months or how long after this programme is adopted. Because I'm saying, if we had deadlines now and the carriers would be, I'm sure, better. And I'm saying, it seems to us that some of the things that are in the program, we're aware of it and repeat it, but there are no certain deadlines until when we're obliged to do what we're supposed to do, or we're going to do it. Although in some areas it is very specific about what period some things will be done. We also know that there is a particular problem with, at present, the work of the Consumer Protection Advisory Centre. In all these years, the state budget has funded the work, so these are associations that work as consultants at local levels, there are several in Croatia, all these years, and for 2013 the same funds were foreseen, so there has been no reduction. However, we support the efforts of the Ministry of Economy and all those who need to worry about having quality, i.e. during this period when I suppose a tender will be opened to raise the quality of the service to a higher level as well. Because everything that we have been doing to protect consumers and I mean everything that is now waiting for us, that is, we have entered the European Union yes and from that level, so counselling centres are also expected to be extremely high actually the ability to say so and the expertise that they can give good information to all, to all those who address them. And we believe that part of the problem will be over. I don't think it's been held yet, or there's been a contest, so I apologize, I haven't been able to see it. But here I believe that this problem will be resolved soon. And what else seems to me to be going through the report on work so far and in this new proposal for a programme, which is to try and try and try in all ways more into this issue, this problem includes local self-government. Because it seems to me that just in this part of the funding and support of associations dealing with consumer protection from the level of local self-government so far, there has not been enough support to say so. And here's to not being too long, I repeat again on behalf of the SDP Club we also support the Report and support the Proposal for a new National Consumer Protection Programme. Thank you.
ParlaMint-HR_2013-07-03-0.u45242	Thank you. On behalf of HNS Representative Jozo Radoš.
ParlaMint-HR_2013-07-03-0.u45243	Dear Mr. Vice President of the Croatian Parliament, Mr. Deputy Minister. Consumer protection is a policy that makes it possible to actually verify any real policy. Because any real policy should actually end up at the benefit of the citizens. Even though there are masters who create beliefs that citizens are better and create illusions manipulate and actually citizens are really not better. But consumer protection is, in some ways, a basis and such policies, because ultimately when the consumer becomes aware of what a policy means to him and what politics carries on him then this policy can be more difficult to manipulate with its perceptions and its experiences of different policies. Therefore, consumer protection policy is actually a powerful instrument in improving the overall policy that needs to be taken in relation to citizens. And there should actually be a little paraphrasing of what the principle of thinking globally, acts locally. So, think at community level and act towards an individual so that the individual gets better, then of course it'll be better for the community. Thus, this policy, which began to develop in 2001 by signing stabilisation, the Stabilisation and Association Treaty, will therefore not long be relative in Croatia while it has been in the European Union for the last 50 years, will help greatly to improve the overall policy in Croatia. Of course, that process won't be so short. And it is an indicator of what the European Union has brought directly to us in this area. Not only in terms of the most basic documents concerning this area, but in terms of improvement, so our overall policies. Because this policy actually confirms the quality of the common policy and makes it difficult to cloud the results and success and contributions of some policy. Of course, this consumer protection policy also has direct economic effects. For example, a very important instrument for the use of various facilities for tourism is arranged here to protect consumers. It's that time division of the use of objects or so on. thus sharing that could not and has not been regulated in Croatia so far in the right way and now in the conditions of the open market and, of course, easier arrival of people in the territory of the Republic of Croatia for tourism. This, of course, will certainly open up space for the economic development of this important segment of our economy. And, of course, other segments that are therefore intended to facilitate consumer communication and understanding will also enable easier management. So, there will be direct economic effects from this policy such as e-business which, of course, has both its advantages and its risks, e-Government that will allow for the reduction of business costs and easier business and citizens and of course economic operators. These are therefore very important things that actually come from this consumer protection policy and give one additional value as a powerful instrument for improving the overall policy. As far as the European Union is concerned, this issue is referred to by some directive, the earliest I have found, and it exists earlier in 1985, which speaks of the conclusion of a contract outside of the trader's business space. Therefore, already in the European Union, a Directive on the conclusion of contracts outside the commercial premises of a trader is adopted because, of course, such contract conclusion may make it difficult for consumers, i.e. a citizen of a consumer, because it allows for such circumstances to reach the contracts that are going to harm him. And in 1990, a Directive on distance sales of financial services was adopted, already back in 1990, which, of course, in terms of modern electronic communication and of course open market becomes a particularly interesting issue for us today in Croatia, but is talking about the superiority of the European Union in treating this problem. One of the merits, I will mention it as one convenient illustration, the introduction of these rules, the adoption of European Union rules is the pricing of the product for the unit of measures. This was not before in Croatia, it is a new phenomenon in Croatia which, of course, makes it impossible or difficult for manufacturers to blur out, so you have those big packages, you have a lot of packaging inside, and the product has very little. Here you are, as you know about cheeses, etc. states the price of this product per kg which, of course, makes it easier to find our consumers. But of course there are also difficulties in implementing these good solutions of the European Union. For example, you have the Law on Unauthorized Advertising, which we have brought here in the Croatian Parliament on the basis of a directive of the European Union which, in fact, identifies this issue in a more precise way, and it is called the Ensuring Advertising Directive, which we have, of course, today, largely and very difficult to prevent when some advertising is actually being deceived and attracted by the consumer and there is a law, and there is a directive and this is a long time in the European Union that I say, in my opinion, describes this problem more precisely, it is talking about cheating, and we are talking about unauthorized advertising. There's certainly still a lot to do. The fruit of these efforts we have is that, but also one deformity in our acceptance and application is a reminder of the arrival and unpaid claims written here by traders, but not just traders, but also state bodies. So we allowed our law not to be charged, so we banned the charge of the warning, but then the merchants didn't send it at all. To make things worse, that's what state bodies do. The state authorities today, when they want to warn you, that is, when they should remind you that they do not charge for it, have stopped warning citizens, including our courts, our administrative bodies are actually doing more harm than benefiting from such a solution because sometimes a citizen needs to be warned about paying. Most citizens should be warned that they would pay if they forgot something. This is how the exercise comes from the Croatian court for something you did not pay or you did pay with a delay, it comes to you but without any prior notice, of course with the tip, with sanctions etc. One of the deformations that should certainly be further regulated are regarding these remote contracts, so contracts that are not concluded in a business space such as various telephone contracts or consents are an automatic extension of the contract without your consent. Maybe it even says it in one of those big general terms that you didn't read when you signed those contracts because these are documents from a few dozen pages of densely printed text, so you actually don't know what you signed, and then after the end of the contract, there's an extension of that contract, and you don't really want it. In fact, you agreed that it is again a kind of consumer deception. It happened to me, for example, that I had ordered on such a contract in some good faith paying over my credit card so they continued to provide a service that I no longer wanted through my credit card whose number they had. I've obviously agreed somewhere with the fact that it's certainly a consumer's deception. So these are the deformities we are experiencing in the application of these European directives, but of course we should be able to put an end to it. And it is a task actually of another document, which is the National Programme for the period 2013-2016, which is a worse document than the report because it is very general, because there are no software elements within it, largely repeats what it says in the strategy or in the report, and of course the programme should be quite precise so that you should actually look in one descriptive form of what they actually have for the program. The document should therefore be more precise in perspective. Fellow Sobol spoke about the action plan, but the elements of the action plan, the most important elements of the action plan should certainly be in the programme so that this document is certainly a document that needs to be improved in the coming periods. As for this national programme, several facts should be noted for the next period. Croatian consumer associations which therefore have the support of the state and which are developing hope for the well-being of citizens will have the opportunity to enter two major European consumer associations and thus improve their activity in this cooperation. What is a major shift and what is a big problem for most of the citizens of the Republic of Croatia is an attempt that is kind of opening up here, or more in the form of an appeal or a suggestion that spending anything on real consumption, such as water consumption, such as waste of garbage, such as energy consumption for heating. Today, a large part of the citizens of the Republic of Croatia and their needs are paid in some kind of flat-rate no matter how much they spend, and this is certainly not in the interest of consumer protection. This is what stands before us in the next period and this is very important, to the appearance of perhaps small but very important area that man pays water, waste of garbage, energy consumption according to what he has spent and not according to some other actually inappropriate criteria. Of course, an independent body should also be formed, which should be independent in the performance of this job and fully committed to the job, responsibly to the highest bodies such as the Croatian Parliament. And of course what becomes particularly interesting in this period of market openness, i.e. entering the common market is cross-border cooperation, cross-border trade in the single market that will grow, which is not largely represented in the EU but will certainly grow, and is not particularly in our Croatian trade with the world outside. So that's one big question that we're going to have to regulate together with the EU, of course. And what is also a big and important task is extraparate, outside the judicial resolution of disputes that are being raised in all possible consumer protection policies and one of its new dimensions is the resolution of disputes via the Internet. So not only do you avoid a court that, of course, costs and lasts, but you have a much more elegant and simpler way of resolving disputes and these are the questions we will be dealing with in the next few years. And there is, of course, the creation of a European Consumer Centre in the Republic of Croatia which will then form a network of 28 plus two consumer centres. So all EU countries, plus Iceland and Norway, so 30 countries. So the Republic of Croatia will also enter the information centre. The club of representatives of the CNS will, of course, support this report. It will also support the national programme despite the fact that it can and should actually be better in the perspective because it is a good policy and it is a policy that has not yet given all its opportunities I repeat on beneficial influence, on the overall governing political process in the Republic of Croatia. Thank you very much.
