ParlaMint-FR_2018-11-12-O1058.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1058.u220	All right!
ParlaMint-FR_2018-11-12-O1058.u221	The next speaker is Mr Daniel Labaronne, for the La République group on the move.
ParlaMint-FR_2018-11-12-O1058.u222	No, I'm not nostalgic about the time when the amending finance laws were correcting the insinuity of the forecasts of the original finance law. No, I am not nostalgic about the time when the number and length of the articles of the collective budget were an opportunity to introduce measures that had not been adopted in the original finance law. No, I am not nostalgic about the time when the advance decrees allowed Parliament to circumvent its opinion in order to force unpopular catch-up measures. [[Applause on a few benches of the LaREM group]] So, yes, for all these reasons, I would like to pay tribute to the exemplary nature of this PLFR. Example, because the macroeconomic forecasts of the finance law have proved to be correct. Example, for the first time in thirty years, this bill consists of a simple closing of public accounts and does not include any tax measures. This is an example, because it is reduced to its briefest expression, with only nine articles that make little change to the original budget that we voted for. Finally, an example is the fact that, for the first time in years, it has not been accompanied by an advance decree, which ensures better respect for the role of Parliament and ensures that all measures to land the budget are submitted to parliamentary debate. This is an unprecedented fact since the entry into force of the LOLF in the early 2000s. It must, of course, be seen as a consequence of genuine budgeting in the original finance law. This sincerity makes it possible to meet the initial budgetary commitments without resorting to new appropriations or cancellations to cover urgent expenditure at the end of the financial year. This exemplary character responds precisely to the long-standing criticisms expressed by parliamentarians, who complained that the PLFR introduced new fiscal and budgetary provisions at the end of the year. The 2019 PLFR is not a catch-up session, a broom car, a project of faith in finance bis, as in the past. Especially since nearly 4000 amendments were tabled on the PLF, a record under the Fifth Republic. The democratic debate has therefore taken place. Therefore, the PLFR goes back to the very essence of a year-end collective, which is to close the year that ends. A finance law is put at the service of an ambition, particularly economic. Here I want to highlight the concrete results that our policy is beginning to produce: for the first time in a decade, the French economy will have a growth rate of more than 1.5% for three consecutive years; For the first time since 2000, the government deficit will be below 3% of GDP over three consecutive years; and for the first time since the beginning of the Fifth Republic, the increase in public expenditure will be less than 1% for three consecutive years.
ParlaMint-FR_2018-11-12-O1058.u223	And for the umpteenth time, the purchasing power of the French will fall!
ParlaMint-FR_2018-11-12-O1058.u224	On the employment front – because the real social injustice is unemployment, you are right – the results are beginning to be convincing: the employment rate of people aged 15 to 64 has never been so high since the 1980s; In 2018, there are 2.35 million promises of employment in CDI; 1 million CDI were signed in the second quarter of 2018, for the first time since 2000; In 2017, it was no less than 5400 additional jobs that were created in the industry, even though it had been destroying it for 16 years. Improvement on the employment front is a direct consequence of the good macroeconomic performance we have achieved. The machine to invest in our economy is restarting: there is an increase in the investments of our companies; Foreign investment has never been more important in ten years; Financing for SMEs and start-ups has experienced the strongest acceleration ever – in six months, companies have received €2 billion in financing. The industry is experiencing a rebound thanks to the new industrial winback strategy. A survey shows that the proportion of industrialists who consider themselves less competitive than their European counterparts is in sharp decline. Our openness to the international community is improving. Mrs Louwagie, I have not understood the meaning of your remarks on the deterioration of our trade balance, since INSEE says exactly the opposite: our exports are increasing and the contribution of foreign trade to growth is becoming positive. There is also a rebound in consumption due to improved household purchasing power. It is likely to be reinforced by the sharp fall in fuel prices, which is beginning to be observed, on the one hand, because of the fall in the price of crude oil and, on the other, because of the fall in the dollar following the American elections. [[Ms. Stella Dupont applauds]] Finally, Les Échos indicates at the moment that France is returning to a very interesting pace of growth. This is obviously the result of the action we are taking – but not only! It is also the fruit of the work of those who get up early in the morning, as well as those who invest, innovate, take risks, who may be tired of economic decline and who tell us "Continue to reform the country, he needs it." They can count on us. We will vote for this PLFR.
ParlaMint-FR_2018-11-12-O1058.u225	Mrs Marie-Christine Dalloz, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-11-12-O1058.u226	I'll start with the form, minister. The 2018 PLFR was presented to us on Wednesday 7 November at 17:15, with the committee scheduled to examine it at 09:00 on Friday 9 November. It has been less than two days to study the text and draft some amendments. Except that the Government considers that Parliament is of no use, that there is no need to amend and that its texts are words of gospel – I am sorry to use this expression in this House – it is not satisfactory to work in such conditions. The deadline for tabling amendments was Thursday, 8 November, at 15.00, less than 24 hours after the presentation of the text, and while the Finance Committee was meeting to discuss the non-attached articles of the PLF for 2019. The meeting of the previous day ended at one o'clock in the morning and resumed at nine o'clock on Thursday to close at thirteen o'clock. We therefore had two hours, between 13 and 15 hours, to study the text and to table amendments. We are far from respecting Parliament's rights! For the public sitting, again, unacceptable deadlines were imposed on us: the examination in committee ended on Friday at 10.30 a.m. and the deadline for tabling amendments was set for Saturday 10 November at 17.00, or 29.00 a.m. Minister, the Government cannot flout the rights of Parliament at this point. I am not far from thinking that this is a form of contempt. Have you accepted such working conditions as a Member of Parliament? For having known you at another time, I'm sure not. Why impose such strict time limits on Parliament? In addition, we had to examine at the same time – an expression dear to the President of the Republic – the non-attached articles of the PLF for 2019 in the Finance Committee and, at the same time always, the appropriations of the missions in open session. The President of the Republic uses this expression to link two terms: one thing and the other. The Finance Committee had three subjects to deal with at the same time! What does this rush mean? What can justify such an emergency? A number of colleagues had to leave the committee, in full consideration of the unattached articles, to come to a public sitting to defend an amendment and vote, before returning to committee. It's not proper, it's not serious! If you wanted to do anti-parliamentarianism, you wouldn't do it otherwise. That is precisely what we are accused of: overtaking things. On the substance, I recognize that this PLFR is different from the previous ones, with only nine articles, and without tax measures. However, there are many warning signs, which would have justified a somewhat more intense debate. First signal: the erosion of economic growth. Mr. Labaronne told us that growth had resumed. For my part, I note that the European Commission maintained its growth forecast for 2018 at 2.1% in the euro area, while the High Council for Public Finance estimated a growth of 1.6% in France in its opinion of 31 October 2018. So we are stalling in relation to the euro area, and we must admit that. The second warning element is the increase in public debt. Public debt will peak at €175 billion, or 98.6% of GDP. And this is due to the increase in public spending, which stood at EUR 20 billion in 2018 and will be EUR 25 billion in 2019. That is to say, your communication about your "total control of expenditure" is broken down by budgetary reality! The third element is the deficit, which amounts to EUR 60.6 billion, or 2.6% of GDP. However, between the original finance law and this amending finance bill, we have recorded €7 billion in additional revenue as a result of growth. And, with a constant fiscal scope, taking into account inflation, all tax revenues – VAT, corporate taxes, income taxes, ICTPE – naturally grow by 30 billion euros. So it's not serious, minister! [[Applause on the benches of the LR group]] Finally, with regard to purchasing power, I agree with the questions raised by Valérie Rabault: the reduction of EUR 50 million in the appropriations for the energy check is a very bad signal before 17 November. No one can understand your punitive taxation!
ParlaMint-FR_2018-11-12-O1058.u227	Mr Bruno Bilde, not registered, has the floor.
ParlaMint-FR_2018-11-12-O1058.u228	"Do me good politics, I'll make you good finances! » This famous formula, kneaded with common sense, was pronounced 188 years ago, duration that separates the old world from the July monarchy and the new macroist world. But, in terms of public money management, the gulf of history seems much more vertiginous. This amending finance bill provides a significant illustration of this. We have been subjected to the language elements of the Government spokesman, contemptating Mr. Griveaux, who, after insulting those who "smoking cigarettes and driving diesel," said that the text did not include "no new tax provisions, and therefore no new levies". I regret to remind you, Minister, that in 2018 you took 4.5 billion euros from the pockets of the French; It's a tax baton of unprecedented brutality. In France, the burden of compulsory levies represented 45.3% of GDP in 2017. Dissolute performance, we are second on the podium in the global tax pressure. It must be noted that you want to win the gold baton this year! Today, only a year and a half after Emmanuel Macron's election, our compatriots are exsangued, especially pensioners, whom you have mistreated with a hard work that goes beyond understanding, especially with the disastrous rise of the CSG. By increasing fuel taxes and, therefore, by contributing to the price boom at the pump, you wanted to play with the difficulties and suffering of the French. Gas is your daily tax, which affects those who cannot go to work as an electric scooter. Motorists and bikers, whom you have been martyring for a year with the rise in the price of technical inspection and the limitation to 80 km-hour, will receive a new coup de massue in 2019 with the increase in tolls. On 17 November, angry France will march all over the country to protest against this intolerable racket, before sending you the bill in the ballot box next May. And this amending finance bill attacks another category of French, French people who give their lives for our security and the defence of our country's interests abroad, French people who can be killed as part of their profession, French people who are the pride of the national community as a whole: of course I want to talk about our soldiers. As we commemorate the centenary of the victory of 1918 and the heroic commitment of the French army during the Great War, you decide to inflict a double penalty on the Ministry of Armed Forces by withdrawing manu militari 800 million euros, namely 400 million for budget cancellations and 400 million for the payment of external operations. I recall that the President of the Republic, the head of the French armies, had nevertheless committed himself to sanctuarising the defence budget. Once again, the fine words were rolled off by a ruthless budget translation. You are simply betraying the commitments enshrined in the military programming law, which has only just been voted on by Parliament. It would have been justified to maintain inter-ministerial solidarity for the payment of external operations, which address vital security issues for our country, faced with the war against international jihadism. By sweeping this strong symbol of national unity, you are imposing new financial efforts on our armies, which should be fully supported. [[Mr Ludovic Pajot applauds]] In the end, this finance bill does not correct anything, but it degrades the essential: the security of the French.
ParlaMint-FR_2018-11-12-O1058.u229	Mrs Stella Dupont, on behalf of the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-11-12-O1058.u230	We are beginning the review of the 2018 Financial Amendment Bill, which is intended to ensure the end of the annual fiscal year. It corrects, upwards or downwards, the expenditures and revenues provided for in the original Finance Act. It seems to me important to point out that, for many years, this bill was often, and wrongly, treated as a catch-up bill of the original finance bill – it has been mentioned by many colleagues. This practice was far removed from the spirit of balance in the budget texts of the Fifth Republic. In order to best respond to our challenges and to deliver on our commitments, the executive must be rigorous and fiscally accountable. To the extent that it meets both these requirements, the 2018 Finance Amendment Bill marks a break with previous practices. On the one hand, the Government is rigorous in the method used: it has not included any tax provisions in this piece of legislation, as has been said. It contains very few articles and respects a tight format, which fully corresponds to the spirit of the law and to the adjustment character that a PLFR should always have. Moreover, for the first time in more than thirty years, the Government did not use the mechanism of the advance order, and Mrs. Rabault did not like it. The use of this procedure had increased and systematized due, in many cases, to insufficient account being taken of budgetary uncertainties. This practice raised questions and could be seen as an exception to the principle of parliamentary authorization of expenditure. In other words, expenses were incurred without Parliament's authorization, and that went beyond a simple adjustment. On the other hand, this text is that of responsibility. After France's exit from the excessive government deficit procedure, it is fully part of the process of restoring public accounts to order, which our majority is committed to following. In accordance with our commitment to responsible management, the ministries are self-financing the appropriations as much as possible through corresponding cancellations, and we thank them for this. For example, only 16 missions are allocated, seven of which are worth more than EUR 100 million. For example, the mission "Solidarity, inclusion and equal opportunities", of which I am the Special Rapporteur, is the subject of an opening of € 261 million, mainly linked to the dynamics of the activity premium. This end-of-management PLFR format was made possible in particular by the restoration of the sincerity of the budget, a result of an effort made during the preparation of the original finance law, with the expenditure budgeted at its right level. Ladies and gentlemen, in the wake of the commemorations, solemn and mobilising, which led us all, elected and citizens, to step back, to gather together and to think of those who preceded us and gave us so much, we know that we are at a crossroads, in France and in Europe, and that our future is in the hands of all of us, French and European citizens. We parliamentarians have a particular responsibility: to focus on the essentials, to redress public finances, to support the economy and work, to reform our public services, to make our energy transition a reality, to ensure the sustainability of our social model and solidarity with the most fragile. These are some of the great challenges we intend to face. [[Murmures on the benches of the LR group]] [[Applause on several benches of the LaREM group]] We therefore have, as a majority and as opposed, a very great responsibility, at a time when the world we know can shift towards a retreat on ourselves, towards each one for himself, towards the law of the strongest, here in France and in the world. We still have the choice, hence the very great responsibility that we, ladies and gentlemen, must show in our actions, in our decisions and in our remarks. I was outraged by the tweet sent on 8 November by the Chairman of the Finance Committee, which aimed to divide the French and stigmatise asylum seekers, on the basis of false information. [[Applause on a few benches of the LaREM group. – Exclaims on the benches of the LR Group and among non-attached Members]] In 2019, Mr.President, the allowance for adults with disabilities will increase by 4.7%; active solidarity income and assistance for asylum seekers, of about 1.6%. The peak line is narrow enough for all the democrats that we are, ladies and gentlemen, so that we do not stir up fears and that we do not throw people against each other.
ParlaMint-FR_2018-11-12-O1058.u231	And don't give lessons to others!
ParlaMint-FR_2018-11-12-O1058.u232	Moral lessons!
ParlaMint-FR_2018-11-12-O1058.u233	We must be accountable and effective. Today, the Government adopts a responsible working method by presenting to the deputies a text consistent with the spirit of the LOLF.
ParlaMint-FR_2018-11-12-O1058.u234	Thank you, my dear colleague...
ParlaMint-FR_2018-11-12-O1058.u235	[[Applause on the benches of the LaREM group]] So, I believe, we too have to take a responsible approach to the text. That is why I invite you, ladies and gentlemen, to vote alongside our majority on this amending finance bill as introduced to us earlier.
ParlaMint-FR_2018-11-12-O1058.u236	It's fresh, my fish! It's fresh!
ParlaMint-FR_2018-11-12-O1058.u237	You're the one who decides and you're the one who's lying! That's a lot, though!
ParlaMint-FR_2018-11-12-O1058.u238	The general discussion is closed.
ParlaMint-FR_2018-11-12-O1058.u239	I now call the clauses of the amending finance bill for 2018.
ParlaMint-FR_2018-11-12-O1058.u240	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 215.
ParlaMint-FR_2018-11-12-O1058.u241	Paradoxically, Minister, you are honouring certain obligations. In accordance with the Organic Law on Public Financial Programming and Governance, the introductory article includes a table that presents the general government balance for 2018, with forecasts of the structural balance, the cyclical balance, the balance of exceptional and temporary measures, and the actual balance. After which – the report is well done – you refer to an average annual decrease of 0.5 percentage points, which in 2018 led you to reduce the deficit to 2.6% of GDP, for a total reduction, as you say, of 4.6 percentage points of GDP in nine years. In the end, it does make an average annual decrease of 0.5 points – but you are not responsible for the previous effort. As for the 0.2-point improvement observed in the PLFR for 2018, it is far from being in line with France's commitment under the stability programme 2018-2022 transmitted to the European Commission in April 2018. The Government had assured that it would reduce the government deficit to 2.3 per cent of GDP in 2018. However, with a deficit of 2.6%, it still needs to be reduced by 0.3 percentage points. In other words, the forecast of this article is down by 0.3 points. Minister, we are a number of people on these benches who have voted to ratify the treaty. Why didn't you respect it when the economic conditions were favourable? I can understand that, in some years, it has been impossible to achieve this. But you admitted very clumsyly that this year you were unable to deliver on your commitments given the low growth rate: so last year, when it reached 2.3%, why didn't you honour them?
ParlaMint-FR_2018-11-12-O1058.u242	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1058.u243	This amendment has already been tabled by Mrs Dalloz during the examination of the PLF for 2019.
ParlaMint-FR_2018-11-12-O1058.u244	Which proves my constancy!
ParlaMint-FR_2018-11-12-O1058.u245	Even if I were already unfavorable, I considered it to have meaning, since it was the budgetary policy to be carried out. But what is the point today in tabling an amendment on the fiscal policy of 2018? Unfavorable opinion.
ParlaMint-FR_2018-11-12-O1058.u246	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1058.u247	Same opinion.
ParlaMint-FR_2018-11-12-O1058.u248	Mr Charles de Courson has the floor.
ParlaMint-FR_2018-11-12-O1058.u249	I would like to point out – as we say in good time and in good time – that the most important thing is to reduce our structural deficit. This year, however, it is decreasing by 0.1 percentage points, when we committed ourselves to reducing it by 0.5 percentage points in one year or, by way of derogation, by 0.7 percentage points over two years. We are far from it, including in the 2019 Finance Bill! That is the question that our colleague is asking you. The role of the opposition is to constantly stress the harsh state of public finances. We are only at the beginning of the beginning of the improvement of recovery.
ParlaMint-FR_2018-11-12-O1058.u250	It's something already!
ParlaMint-FR_2018-11-12-O1058.u251	At a rate of 0.1 points per year, how long will it take: 20 years? Until then, a lot will have happened! To put it more clearly, the savings you are making are very insufficient. The analysis shows that in order to achieve 0.4 percentage points of GDP, savings would have to be doubled.
ParlaMint-FR_2018-11-12-O1058.u252	I call Mr Charles de Courson to support Amendment No. 366 on the additional article after the opening article.
ParlaMint-FR_2018-11-12-O1058.u253	This is an appeal amendment to determine the Government's position on the role of the High Council for Public Finance. At the moment, the Council is issuing an opinion on macroeconomic scoping and revenue estimates, but it is not within its competence to decide on the level of expenditure – I am not talking about whether the policy is good or not, but whether the appropriations proposed to Parliament make it possible to provide the public services as they are. Everyone knew, for example, in the original finance law that, even if you increased the funds of the OPEX by 200 million, bringing them to 650 million – we will talk at length about this huge problem of defence appropriations – this item would reach at the end of the year 1.1 or 1.2 billion. You are now proposing to open 400 million to finance them. This does not comply with the military orientation and programming law, since the money is redeployed within the Ministry of Defence. I come back to my question, Minister: Does the Government wish to extend the powers of the High Council for Public Finance to enable it to decide on the level of expenditure? I cited the example of OPEX because it is one of the best known, but I could also have mentioned the allocations that concern the labour budget.
ParlaMint-FR_2018-11-12-O1058.u254	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1058.u255	Member of Parliament, this is a question that you have asked every financial law since the creation of the High Council for Public Finance in 2013. Nice consistency, again... And you always get the same answer: an organic law, not an ordinary law, is needed to change the powers of the High Council of Public Finance. Unfavorable opinion.
ParlaMint-FR_2018-11-12-O1058.u256	But on the bottom?
ParlaMint-FR_2018-11-12-O1058.u257	We are addressing the consideration of the first part of the amending finance bill for 2018.
ParlaMint-FR_2018-11-12-O1058.u258	I call Mrs Emmanuelle Ménard to support Amendment No. 240.
ParlaMint-FR_2018-11-12-O1058.u259	It is necessary to continue to increase the resources of the Agence de financement des infrastructures de transport de France – AFITF – because a flashed motorist can demand a useful fine from the State, which will allow the maintenance of the roads and not the deleveraging of the State or the installation of future radars. Since the reduction of speed limitation to 80 km/h on national roads, radars have flashed twice as much, and in some places up to five times as many vehicles as last year. The revenue generated by this scheme would exceed EUR 1.5 billion, possibly up to EUR 2 billion. It is necessary to stop considering road users as travelling purses. On the other hand, for many motorists, infrastructure financing is a real emergency. The external audit report commissioned by the Ministry of Transport following the fall of the Genoa viaduct makes the worst fear. Before the age of 20, in 2037, 60% of pavements will be severely degraded if there is no policy change. There is an urgent need for 17 per cent of the unlicensed network, 2000 kilometres, to be borrowed by one in six vehicles, and for 7 per cent of the bridges, which are at risk of collapse. Is it normal for a bridge to be repaired only twenty-two years after the first degradations occur? [[Applause from non-attached Members]] While the Government wished to increase the amount allocated for road repairs to $1 billion instead of $800 million, that was not enough. Sooner or later, work will have to be done. The more we wait, the more the taxpayer will be punctured. Saving lives on the road also means stopping to consider speed as the only criterion for driving mortality, to consider the condition of infrastructure and roads as an aggravating factor. It's obvious.
ParlaMint-FR_2018-11-12-O1058.u260	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1058.u261	At this stage, the adoption of this amendment on the end-of-year PLFR would have the sole effect of putting the special trust account in deficit of EUR 129 million. Nothing more, nothing less. Whatever we think of radars, which also save lives, your amendment is inoperative and would not achieve the objective you claim to pursue. Unfavorable opinion.
ParlaMint-FR_2018-11-12-O1058.u262	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2018-11-12-O1058.u263	When the French are filling up, they are also filling up taxes, with the internal consumption tax on energy products and the VAT at 20%. And the ICTPE pays off! In 2018, nearly 33.8 billion will abound the state funds – an additional 33.8 billion from French revenues. Only 20 per cent of this amount will go to the energy transition trust account. You can tell me that the rest of the revenue will be donated to communities for health, education or public investment, and that there will be no loss. Luckily! Let road users at least have this poor consolation! However, this disguised tax leaves a bitter taste. The amounts collected by the State are already large enough. In 2016, France received the sad title of European Tax Champion. More recently, a parliamentary report on the 2019 Finance Bill revealed that the highest mandatory levy rate of 45.3% of GDP had been reached in 2017. With the ICTPE, you will again inflict a double sentence on us in 2018, and you will maintain it in 2019. The removal of the housing tax, which you constantly invoke, makes no sense if it coincides with the increase in other taxes. [[Bruno Bilde applauds]] I hope you will hear the grunts of the French, road users, pensioners, because there is an emergency. The peaceful demonstrators who were waiting for the President of the Republic in Albert, in the Somme, should have made it clear to you. Their distress was hard to see. At the same time, it was reported that in some departmental offices, such as Mr. Griveaux's, compensation had increased by more than 49%. It's a shame, and it's a real provocation.
ParlaMint-FR_2018-11-12-O1058.u264	I have before me three amendments to delete the article, Nos 266, 299 and 307. I call Mrs Sabine Rubin to support Amendment No. 266.
ParlaMint-FR_2018-11-12-O1058.u265	The purpose of this appeal amendment is to delete Article 2, which implicitly authorizes that the appropriations for the energy transition trust account, some 600 million that would not be used, are not necessarily redeployed to the energy transition. The French will be happy to learn that the ICTPE, which feeds this account, will not be affected by ecology. The rapporteur-general has explained this to us: we cannot change this amount. So, what guarantee do we have that these 600 million will be properly spent on the ecological transition? We could have allocated them to the mission "Sustainable Ecology, Development and Mobility", but the budget of the mission is cut! That is why we propose the deletion of the article. Moreover, we are wondering – and the Government should imitate us – why these 600 million were not consumed.
ParlaMint-FR_2018-11-12-O1058.u266	I call Mr Fabien Roussel to support Amendment No. 299.
ParlaMint-FR_2018-11-12-O1058.u267	For the same reasons as my colleague, we would have liked to have received guarantees on the allocation of the $600 million from the ICTPE to the energy transition trust account. Will this amount be allocated to the general budget in order to reduce the government's deficit or debt? We don't know anything specific. Because we would have preferred them to be allocated to the energy transition, we propose the deletion of the article.
ParlaMint-FR_2018-11-12-O1058.u268	I call Mr Charles de Courson to support Amendment No. 307.
ParlaMint-FR_2018-11-12-O1058.u269	At the moment, Minister, we are talking only about one thing in France: the increase in the price of fuel and, more broadly, the price of oil or gas energy. So, in reading this article, did I jump into the air: since the Energy Regulatory Commission – CRE – estimated that the forecast expenditure of this account was overestimated by 600 million, was it not an opportunity to allocate this amount to operations facilitating the energy transition? You don't do anything about it: you recover these $600 million from the general budget to fund other expenses or to reduce the deficit a little bit. It's indefensible! You can guess how this article will be used: it provides proof that the main purpose of energy taxation is not to finance the energy transition, but to close holes in the state budget, through fiscal productivity! That is why I propose the deletion of the article, knowing that my real goal is rather that these 600 million be reassigned to the energy transition.
ParlaMint-FR_2018-11-12-O1058.u270	What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2018-11-12-O1058.u271	This is an article that deserves to be stopped because its title, "Adjustment of Revenues to the Energy Transition Trust Account", is extremely ambiguous. This would have to be changed because, contrary to what one might believe in reading it, this account does not finance the entire energy transition. As Charles de Courson said at the moment, this is in fact an article on standard expenses, decided by the CRE. A balance sheet is prepared at the end of the year to determine which portion of the TICEP income is to be allocated to the energy transition trust account. This year has seen a surplus of EUR 600 million, which is allocated to the general budget, but to finance – I think the minister will confirm it to you – all other environmental policies that are not part of this special account – which, once again, has nothing to do with the energy transition, in the sense that it is conceived in our public policies. The title of this article should really be changed. Unfavorable.
ParlaMint-FR_2018-11-12-O1058.u272	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1058.u273	Unfavorable.
ParlaMint-FR_2018-11-12-O1058.u274	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2018-11-12-O1058.u275	You are telling us that this money is going to be spent on ecological transition missions, and that the minister will explain to us. Can the minister explain to us? The product of the TICEP must abound this special account, and be reassigned to missions of the same nature! Can we get some clarifications?
ParlaMint-FR_2018-11-12-O1058.u276	The Minister has the floor.
ParlaMint-FR_2018-11-12-O1058.u277	There may be opposition to the Government's carbon trajectory policy, as well as to environmental taxation. This is a legitimate and interesting debate. On the other hand, some comparisons between figures in the public debate reflect a lack of intellectual honesty. So I'm going, one more time, to re-establish the facts. You will have noticed that, for the first time in ten years, the budget appropriations of the Ministry of Ecology are increasing, which is more important, since they are increasing by almost EUR 1 billion, i.e. 3.1%. A former minister of ecology, who contributes, in his current duties, to the fight against ice melting in the Arctic and Antarctic poles, where there are bears on the ice – hence the link with the effectiveness of our policies – has, in his time, experienced a 6.5% reduction in his budget at the Ministry of Ecology. Let us take the example of ecological taxation, which you refer to: the revenue it generates is 34 billion, which corresponds to the total of all state aid for public policies on ecology. There is therefore no financial operation in favour of other budgets. Mr. de Courson knows too well his files to think that the state wants to bail out his caisses – or he has gone through a small empty passage.
ParlaMint-FR_2018-11-12-O1058.u278	It's okay, thanks.
ParlaMint-FR_2018-11-12-O1058.u279	I think that was a little too quick an explanation from you. None of these appropriations is intended for anything other than the ecological transition. I would also like to point out that diesel costs the State more than it does. From a health point of view, emissions of fine particles and COreduces the life expectancy of today's thirty-year-olds by two years. But, regardless of this, INSERM – the National Institute of Health and Medical Research – demonstrated in 2015 – this has had to get worse since then – that the social security cost of treating fine particulate matter and diesel diseases amounts to 2 billion. So I don't think we can make the comparison you're making. The rapporteur-general, both in committee and in this House, has explained why we have this budgetary debate now. This has nothing to do with an alleged will on our part to recover money. On the contrary, I tell you again that the 34 billion revenue goes well to the 34 billion expenditure we spend on ecology.
ParlaMint-FR_2018-11-12-O1058.u280	And how are other government departments funded? It's a joke!
ParlaMint-FR_2018-11-12-O1058.u281	No, it's not a joke! When we embark on the ecological transition, we conduct it in many areas outside the Ministry of Ecology itself, such as housing. Everyone knows that. There are other sources of income, Mr. Woerth: income tax, VAT, corporate tax fund other public policies. You dare not go to the end of your reasoning. Are you, yes or no, in favour of the economic transformation of our country, of the transition from a carbon economy to a carbon economy? It's a pretty simple question.
ParlaMint-FR_2018-11-12-O1058.u282	We can't put it that way!
ParlaMint-FR_2018-11-12-O1058.u283	Mr Vigier referred to a number of accompanying proposals. I see quite large differences between those who want to stop any ecological taxation and those who do not. Contrary to what President Woerth has said, Republicans do not simply propose a break in energy taxation in 2019, but also the cancellation of the ecological tax increases initiated since 2017 – that is in any case what is said in the public debate. It is a very interesting social issue, a matter of economic choice, but not, strictly speaking, a budgetary debate.
ParlaMint-FR_2018-11-12-O1058.u284	I didn't say that!
ParlaMint-FR_2018-11-12-O1058.u285	Mr President of the Committee on Finance, I do not refer to the amendments you have tabled but to the leaflets that your party is printing. There is a time when we must know how to reconcile the two hemispheres of his political group, failing which we are making it easier. You will see that I am not talking about the carbon trajectory, nor about the increase in the 2 points of VAT, which would have had an undeniable effect: imagine the situation, with a share of VAT of almost 25% on diesel and the increase in the price of the barrel due to the crises of the Middle East... Finally, I was able to read in the press that regional presidents wanted to lower environmental taxes, if the state did the same. They can vary taxes by a few cents. Except that the regions, including the Auvergne-Rhône-Alpes region, are all in the middle of the green taxation that depends on them!
ParlaMint-FR_2018-11-12-O1058.u286	That's right!
ParlaMint-FR_2018-11-12-O1058.u287	Mr Wauquiez, for example, has been able to reduce environmental taxes for three years. He didn't, I guess he's going to do it.
ParlaMint-FR_2018-11-12-O1058.u288	He's made other savings!
ParlaMint-FR_2018-11-12-O1058.u289	Really? For example, on vocational training?
ParlaMint-FR_2018-11-12-O1058.u290	If all regions were managed like the Auvergne-Rhône-Alpes region, they would do better!
ParlaMint-FR_2018-11-12-O1058.u291	[[Applause on several benches of the LaREM group]] Congressman, it wasn't an attack! Mr Wauquiez has not lowered environmental taxation, which is a good thing because, if I understood correctly, he, like everyone else, wants us to move from a carbon economy to a carbon economy. Therefore, there must be no bad trial – and in this case, not in Article 2.
ParlaMint-FR_2018-11-12-O1058.u292	Mr Charles de Courson has the floor.
ParlaMint-FR_2018-11-12-O1058.u293	Mr. Minister, your reasoning is not valid. You're saving $600 million, even if it's not your fault – it's an economy of observation.
ParlaMint-FR_2018-11-12-O1058.u294	That's still 10% of the share allocated to the energy transition account!
ParlaMint-FR_2018-11-12-O1058.u295	The CRE has just estimated that the compensation for the increased rates for the production of electricity, in particular of wind origin, amounted to this amount... The debate is about what we're doing with those 600 million.
ParlaMint-FR_2018-11-12-O1058.u296	Yes!
ParlaMint-FR_2018-11-12-O1058.u297	You are telling us that there is no problem, because ecological tax revenues amount to 34 billion, and spending too. But that's not the point, it's to know what we're doing with those 600 million! Why are the French tired of the current situation? Because they are being sold the continuous increase in energy taxation to facilitate the energy transition. Now, 600 million of you fall from the sky, regardless of any effort to save money. You had the opportunity to use them to strengthen one of the mechanisms for energy transition, but not! You preferred to send them back in the general recipes! You thus accredit the idea, which is correct, that, broadly speaking, in the last two years, the increase in energy taxation has been spent barely 20% on the energy transition. That's the question. What is strange is that you do not realize that this is what the people think, and rightly so. Much of the energy tax is not intended for the energy transition. You have proof of that, to the tune of 600 million. That is only 2% of the $34 billion, you will tell me, but that is enough to show that your speech is not holding, that it is not understood by the French. Listen to the French! They have a lot of common sense in this. They're filling their cars, just like I do myself.
ParlaMint-FR_2018-11-12-O1058.u298	What about me?
ParlaMint-FR_2018-11-12-O1058.u299	You have a function car, it's different!
ParlaMint-FR_2018-11-12-O1058.u300	You think I don't know my car?
ParlaMint-FR_2018-11-12-O1058.u301	You have to realize what people are going through.
ParlaMint-FR_2018-11-12-O1058.u302	The Chairman of the Committee on Finance has the floor.
