ParlaMint-FR_2018-09-18-E2012.u1	The meeting was suspended.
ParlaMint-FR_2018-09-18-E2012.u360	The observation is quite simple: a list without sanctions is useless. There are sanctions, however, but they are insufficient. If they were not, the States on the list would become more virtuous. [[Exclaims on the banks of the GDR and FI groups]] The aim of this amendment is, therefore, for us to think together about a sanction component that can first be French, but can be adapted to the European Union in order to be shared with our European partners. This would take the form of a tax designed to sanction transactions between France and non-cooperative states and territories. It is therefore a request for a report and action in the same amendment.
ParlaMint-FR_2018-09-18-E2012.u361	Will Mr Bourlanges vote for it?
ParlaMint-FR_2018-09-18-E2012.u362	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u363	The list of non-cooperative States and territories is accompanied by twenty-four countermeasures already in force, listed on page 89 of the report. We have already included in the law the organization of an annual debate on the list of ETNCs: it will be an opportunity to see how this list evolves and, above all, how countermeasures that already exist are applied. Let the Government and the Finance Committee observe what is being applied before considering other provisions! Look at the twenty-four existing countermeasures: you will see that there are a lot of things. Let's implement them! Today, we do not know how the ETNCs will behave in the future. Are we really going to implement these measures? We will have a debate next year on this subject, since we have enshrined the principle in the law. We will then see if these countermeasures need to be expanded.
ParlaMint-FR_2018-09-18-E2012.u364	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u365	I call for Amendment No 228 to be withdrawn, for the reasons mentioned by the rapporteur: the debate will take place and we will have the opportunity to carry out the evaluation. You are proposing, Madam Member, to go further than the report: you are already considering the possibility of a sanction to be considered. The additional penalty you propose, with a relatively low rate, does not seem to us to be really significant in relation to the 75% withholding tax that can already be applied to financial transactions from France to non-cooperative states and territories. To sum up, the sanction that you would like to mention in the mission letter that would command the report does not seem to us to be significant enough. In addition, we will discuss this subject under the conditions laid down in Article 11. In the absence of a withdrawal, I shall give your amendment an unfavorable opinion.
ParlaMint-FR_2018-09-18-E2012.u366	Mrs El Haïry, do you maintain your amendment?
ParlaMint-FR_2018-09-18-E2012.u367	Mr. Bourlanges will ask him to remove it!
ParlaMint-FR_2018-09-18-E2012.u368	Yes, Madam President, I keep it, for quite a simple reason. Indeed, measures already exist, but today we are not able to apply them everywhere. My amendment seeks not only to have this debate, but also to find an answer that can be implemented everywhere. The measures exist, but we realize today that they do not go to the end. That is why I would like my amendment to be put to the vote.
ParlaMint-FR_2018-09-18-E2012.u369	Bravo!
ParlaMint-FR_2018-09-18-E2012.u370	Mr Fabien Roussel has the floor.
ParlaMint-FR_2018-09-18-E2012.u371	We are pleased that this amendment is maintained. Since we are not powerless Members and we do not like sterile debates, we will vote on this request for a report. I will be curious to see what Mr Bourlanges is voting for.
ParlaMint-FR_2018-09-18-E2012.u372	Mr Fabien Roussel has the floor.
ParlaMint-FR_2018-09-18-E2012.u373	Madam President, after the long debate we have just had, could you suspend the sitting for a few minutes? We need to get some fresh air and prepare for the rest of our discussions.
ParlaMint-FR_2018-09-18-E2012.u374	The meeting was suspended.
ParlaMint-FR_2018-09-18-E2012.u375	The meeting was resumed.
ParlaMint-FR_2018-09-18-E2012.u376	The Secretary of State has the floor to support Amendment No. 214, which deletes Rule 11a A.
ParlaMint-FR_2018-09-18-E2012.u377	Rule 11a A was adopted when the Committee on Finance considered the draft text on the initiative of Mrs Bénédicte Peyrol. After an in-depth discussion and a review of the various provisions of the article, it appears that we would benefit from abolishing it, because most of the objectives are satisfied and the work must continue. I would like to commend Mrs Peyrol's work on these aspects, but it seems to us better to delete this article and to continue to work a little differently.
ParlaMint-FR_2018-09-18-E2012.u378	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u379	We had in fact applied with some automaticity Article 209b of the General Tax Code, which makes it possible to impose the results of subsidiaries under privileged tax regimes on the concept of ETNC. In fact, this automaticity may be a little too broad: this extension that we have planned applies to all ETNCs while Article 11 modulates countermeasures, which is somewhat contradictory. I therefore express an opinion of wisdom, and even a favourable opinion.
ParlaMint-FR_2018-09-18-E2012.u380	Mr Jean-Paul Dufrègne has the floor to support Amendment No. 196.
ParlaMint-FR_2018-09-18-E2012.u381	In paragraph 1, this amendment is intended to replace the rate of 40% with the rate of 35%. Indeed, this Article 11 bis B, adopted during the consideration of the draft law in the Committee on Finance and on the qualification of a privileged tax system, has the merit of attempting to correct one of the concrete consequences of the gradual lowering of the rate of corporate tax to 25 per cent in 2022. If no legislative adjustment is made, this will result in a significant reduction in the ceiling under which a tax system is described as privileged. However, although this article provides a necessary remedy, it must be noted that it is not going to the end of the road. As the report illustrates, on page 328, the rate below which a tax system would be classified as privileged would be 15% by 2022, when it is 16.66 per cent today. However, the concept of a privileged tax system must be preserved and guaranteed with all its vigour and power. It is indeed an important tool for preventing and punishing tax practices that are harmful to our country. We therefore propose that the new cap be set at 65% of corporate tax from 2020. In 2022, the rate below which a tax system would be classified as privileged would be 16.3%, guaranteeing the stability of that system.
ParlaMint-FR_2018-09-18-E2012.u382	I call Mr Fabien Roussel to support Amendment No. 197.
ParlaMint-FR_2018-09-18-E2012.u383	This amendment is intended to delete paragraph 2 of the article. We believe that the holding of an annual debate on non-cooperative states and territories, that is, tax havens, is necessary and must be effective, as I proposed in the bill that I defended last March. We therefore welcome Mrs Peyrol's proposal to put on the agenda of this debate the development of corporate taxation within the European Union. On the other hand, we believe that holding these discussions at the time of the consideration of the finance bill, as proposed here, may relegate this debate to second place. We therefore propose to the Bureau of the Finance Committee that these matters be taken up in the first half of each year, that is, after the examination and the vote on the finance bill. The sole purpose of the amendment is to change the date of this debate on tax havens.
ParlaMint-FR_2018-09-18-E2012.u384	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u385	Favourable.
ParlaMint-FR_2018-09-18-E2012.u386	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u387	The Government was never opposed to a debate, but with regard to the modalities and organization of the debate, it relied on the National Assembly. Wisdom.
ParlaMint-FR_2018-09-18-E2012.u388	Mrs Bénédicte Peyrol has the floor.
ParlaMint-FR_2018-09-18-E2012.u389	Mr Roussel, you want to amend the article I mentioned earlier, introduced by the Committee on Finance on my initiative. I fully agree with your proposal, which will make our discussions on this point even more readable.
ParlaMint-FR_2018-09-18-E2012.u390	Excellent amendment!
ParlaMint-FR_2018-09-18-E2012.u391	I call Mrs Danièle Obono to support Amendment No. 279, which adds an additional Rule after Rule 11a(c).
ParlaMint-FR_2018-09-18-E2012.u392	This amendment aims to make brands that use tax optimisation mechanisms accountable for their obligations. It is in particular through these aggressive tax mechanisms that the McDonald's brand organizes a system of weakening the profits of some of its subsidiaries to the benefit of others, with the aim of escaping the French corporate tax and not redistributing its profits to the employees who work for its business. McDonald's uses a franchise system and eventually becomes a simple surface leaser. Employees therefore find themselves with different rights depending on the subsidiaries. This mechanism obliges the equitable distribution of profits to the benefit of all employees. McDonald's has developed this franchise system at European and international level. In France, its franchises account for 80% of its restaurants, which allows it to escape much of the tax on French companies. Indeed, by imposing particularly high fees on its French restaurants, it allows them to declare very low profits. These royalties will then inflate the profits of the parent company, based in Luxembourg, where corporate tax is much lower. In order to avoid this, we propose that the French tax authorities may be interested in the ratio between French turnover and global turnover of companies such as McDonald's and compare it to the ratio between French profit and global profit. If these ratios are clearly decorated, we propose that the tax administration can recalculate the real profits of the company in France. For example, if a company achieves 10% of its global turnover in France, it would have to declare about 10% of its global profits in France. This solution is based on the proposal of economist Gabriel Zucman and should enable us to fight effectively against the transfer of profits used by many multinationals.
ParlaMint-FR_2018-09-18-E2012.u393	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u394	As part of Mrs Peyrol's fact-finding mission, Mr Zucman proposed this solution. He was opposed to the fact that she was detriguing all the tax treaties: he replied that they could be detrigued. That's right, let's go for it. Let's cut off more than one hundred or one hundred fifty bilateral tax treaties! And we'll be sure that nothing works anymore... These tax treaties are also made to ensure the distribution of the corporate tax base, and not at all for tax evasion. Such mechanisms may exist, particularly with regard to the control of transfer prices. Thus, such keys for the distribution of the result can sometimes be used. On the other hand, basing a tax solely on the share of French turnover in world turnover is contrary to tax treaties. For this reason, the fact-finding mission on tax evasion expressly excluded this type of flat-rate tax. The opinion is therefore unfavourable.
ParlaMint-FR_2018-09-18-E2012.u395	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u396	Unfavorable.
ParlaMint-FR_2018-09-18-E2012.u397	I call Mr Potier to support Amendment No. 219.
ParlaMint-FR_2018-09-18-E2012.u398	This amendment seeks to clarify an important point. Article 209b aims to reintegrate profits made in third countries with preferential taxation into our country's taxable base. As the information we have on European legislation seems contradictory, we simply want to check that this provision 209 B applies to the countries of the European Community.
ParlaMint-FR_2018-09-18-E2012.u399	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u400	You reverse the burden of proof of the safeguard clause, but it is clear from the case-law of the Court of Justice of the European Union that it is up to the administration to demonstrate, by all means, the artificiality of the assembly, or to provide a beginning of proof or evidence. The consolidated version of Article 209b of the General Tax Code as it would result from the adoption of your amendment would lead to a high risk of intelligibility of the standard, since three safeguard clauses would coexist with the difficult or even contradictory articulation. That is why my opinion is unfavorable.
ParlaMint-FR_2018-09-18-E2012.u401	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u402	I would add that the case-law referred to by the rapporteur is applied in France by the Council of State, which was able to clarify that, with regard to the exit tax within the European Union, the obligation of taxpayers to demonstrate the absence of a set-up intended to evade tax exclusively, without the tax administration having to provide any indication of abuse, goes beyond what is normally involved in the fight against tax evasion. However, Article 209b of the CGI has a broad scope since it applies to all subsidiaries located in countries with a tax rate that is half that of France. I therefore call for the amendment to be withdrawn, both because we do not want the burden of proof to be reversed, and because I believe that you are satisfied, honourable Member, with the application of Rule 209b.
ParlaMint-FR_2018-09-18-E2012.u403	Mr Dominique Potier has the floor.
ParlaMint-FR_2018-09-18-E2012.u404	Minister and rapporteur convinced me. This provision applies well to the countries of the European Union, and there is no need for a reversal of the burden of proof. I withdraw the amendment.
ParlaMint-FR_2018-09-18-E2012.u405	Mrs Danièle Obono has the floor to support Amendment No. 278.
ParlaMint-FR_2018-09-18-E2012.u406	It aims to enable France to counter tax evasion patterns practised by digital multinationals by strengthening control over non-resident companies with continuous digital economic activity in the national territory. The principle is simple: it imposes a 10% tax on the turnover of non-resident enterprises with a marked economic activity in France. The removal of customs barriers within the European Union, the lack of harmonisation of control policies and procedures, but also the relocation of businesses and individuals are a factor in the pandemic development of tax avoidance. The development of the immaterial economy has been part of the scourge of fiscal optimisation. The European Union reportedly lost €5.4 billion in tax revenue from Google and Facebook between 2013 and 2015, and according to the European Commission, GAFAs pay half as much tax as other traditional companies. It is therefore crucial to put an end to these practices. This proposal is based on the recommendations of the fact-finding mission on tax optimisation and avoidance.
ParlaMint-FR_2018-09-18-E2012.u407	Not quite! I think you should read them again!
ParlaMint-FR_2018-09-18-E2012.u408	It is also based on the proposal of the minister, Bruno Le Maire, who wanted to introduce a European tax of 3% of the turnover of digital giants. As the rate of 3% seems too low, and the European Treaties require that tax reform be adopted unanimously, which is very unlikely to happen, there is an urgent need for us to take action and for France to set an example. Recall that the revenue that the European Union loses due to the tax evasion of multinationals is equivalent to half of European public expenditure on higher education. By adopting this measure, we would set an example for other States that could draw inspiration from it so that this system gradually spreads.
ParlaMint-FR_2018-09-18-E2012.u409	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u410	I will not go into the inconsistencies of the amendment. You still propose to retain the notion of "virtual permanent establishment" to tax the entire turnover. You are mixing the European proposals. You extend the tax to the entire turnover after starting by taking into account only that of digital services. All this is rather confused. In any case, you know that today these issues are being discussed in the OECD – particularly with regard to the digital presence – and in the European Union. The Commission has plans under way, including the one on the taxation of turnover, although we believe that this scheme should be provisional, as Mrs Peyrol pointed out, because the aim is to achieve a taxable result in Europe. There is also the draft consolidated common corporate tax base, and some projects are being pushed by MEPs, in particular Mr Lamassoure, on other ways of taxing digital presence, or linking to a digital permanent establishment based on data collection. As the OECD and the European Union are the right levels of negotiation, my opinion is therefore unfavourable.
ParlaMint-FR_2018-09-18-E2012.u411	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u412	Same opinion.
ParlaMint-FR_2018-09-18-E2012.u413	Mrs Danièle Obono has the floor.
ParlaMint-FR_2018-09-18-E2012.u414	Madam rapporteur, I thought we were trying to find a way forward in the fight against tax fraud and tax evasion, but you are just telling us that projects by the European Union or the OECD are under way... what we have been hearing for decades. We offer you very concrete solutions, not gaiety of heart, contrary to what you said, but in a serious way, because we believe that the level of fraud and tax evasion requires it. You criticized the wording of the amendment, but you could have improved it perfectly. We would have been very happy and very happy to know the details of your improvements, but you again send back to others the care of acting, and at the same time the responsibility. You wanted a fraud bill that would give us the means to act here and now, but you are once again proving that you have no intention of carrying out what you were announcing.
ParlaMint-FR_2018-09-18-E2012.u415	Mr Daniel Labaronne has the floor.
ParlaMint-FR_2018-09-18-E2012.u416	Mrs Obono, to say that we do not want to take any action on tax fraud is to ignore France's action in international negotiations on tax fraud.
ParlaMint-FR_2018-09-18-E2012.u417	Exactly!
ParlaMint-FR_2018-09-18-E2012.u418	First of all, in the OECD, I would like to point out that France has played a leading role in the BEPS multilateral tax convention. It is thanks to the impetus of France that we have been able to achieve quite significant results. At European level, France is also at the heart of developments, such as the taxation of GAFAs. [[Applause on the benches of the LaREM and MODEM groups]] To tell us that we are not taking any action to combat tax evasion is not to recognize the work done in the framework of Bercy's information mission on the lock and the one on tax evasion – in other words, parliamentary work; It is also fundamentally unaware of France's action in international forums to combat this phenomenon. However, some wise observers point out that France has a very ingenious tax diplomacy in this area. I add that this action did not start with Emmanuel Macron. It is part of a continuum that needs to be recognized.
ParlaMint-FR_2018-09-18-E2012.u419	All right, let's go on like this, then.
ParlaMint-FR_2018-09-18-E2012.u420	Mrs Bénédicte Peyrol has the floor.
ParlaMint-FR_2018-09-18-E2012.u421	The summary statement of the amendment you read to us, Mrs Obono, indicates that your amendment came from a proposal in the information report on international tax evasion of companies that I presented last week. This is absolutely not a proposal, as such, of this report. It must be read as a systemic roadmap whose first proposal is to strongly support at European level, behind Bruno Le Maire, behind the Government, and behind Emmanuel Macron, the famous 3% tax on turnover of digital services. I therefore invite you to support this measure, as well as the ACCIS project on a common consolidated corporate tax base, which also enables you to participate in the fight against tax optimisation. In case these negotiations fail within two years,...
ParlaMint-FR_2018-09-18-E2012.u422	It's good to consider it! That's reasonable!
ParlaMint-FR_2018-09-18-E2012.u423	... taxation must be limited in time by 3% and, in parallel, the concept of virtual permanent establishment, which is on the table both at the OECD within the Union. [[Applause on a few benches of the LaREM group]] All of this will be done gradually, but it would be tantamount to calling into question all the bilateral tax treaties and blowing up the system. That's not what I'm proposing in the information report at all!
ParlaMint-FR_2018-09-18-E2012.u424	I call Mr Potier to support Amendment No. 184.
ParlaMint-FR_2018-09-18-E2012.u425	Before coming to the amendment, I would like to thank our Mr Labaronne for pointing out that we were on a continuum in the fight against tax fraud. In 2013, I was the leader of the Socialist Members in this House to vote on the amendment on tax havens in the bank separation law, which was not really one. In 2016, with the Sapin 2 law, we came to the level of the best European standards on fairly unknown and marginal topics, such as "vulture funds". So there is a continuum, even if, like Mrs Obono, I think it's never enough. That is why we are here. The proposal we are making to you in Amendment No 184, together with Mrs Rabault and the members of the Socialist and related group, is part of this search for practical and concrete solutions, which are not just incantatory. It aims to ensure that banks and similar institutions have an obligation to apply for a tax release for any transfer of funds outside the national territory of more than EUR 10000, in order to be able to verify that these funds have met the tax obligations. It's very simple. An institution that does not apply for the release would be taxed at 2% of the amount transferred. This seems fair, measured, dissuasive and effective. I'm sure it'll take your membership.
ParlaMint-FR_2018-09-18-E2012.u426	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u427	You expect that the failure to obtain the release will result in the removal of 2% of the transferred assets, i.e. the payment of a fine, unless there is evidence that the tax and anti-money laundering obligations have been met. This seems to be delicate in the light of recent case law of the Court of Justice of the European Union. In particular, I refer to the 2017 Euro Park Service ruling, which censors national mechanisms providing for a general presumption of abuse. Moreover, the obligations of financial institutions will soon be supplemented by the recent fifth anti-money laundering directive. As a result, I express an unfavorable opinion.
ParlaMint-FR_2018-09-18-E2012.u428	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u429	Unfavorable, for the same reasons. I would add, Mr President, that the levy of 2% for lack of quitus could be regarded as an obstacle to free movement, including capital, on a European scale. If there is no withdrawal, I shall be against the amendment.
ParlaMint-FR_2018-09-18-E2012.u430	I have before me three identical amendments, Nos 5, 46 and 255, to delete Article 11a. Mrs Véronique Louwagie has the floor to support Amendment No. 5.
ParlaMint-FR_2018-09-18-E2012.u431	Article 11 bis introduced at first reading in the Senate by amendment aims to give legislative value to what could be called a code of conduct for the Agence française de développement – AFD – which will be applied to all non-cooperative states and territories. I have a doubt about the need to introduce such an article, as it appears that the law of 7 July 2014 on guidelines and programming relating to development policy and international solidarity already contains provisions on this subject, and that the rules of application of this law are laid down in regulations. This article therefore seems superfate to me, and it should be deleted.
ParlaMint-FR_2018-09-18-E2012.u432	I call Mr Bruno Fuchs to support Amendment No. 46.
ParlaMint-FR_2018-09-18-E2012.u433	We seek to produce simple and legible laws, not to legislate. That is why article 11 bis should be deleted: at best, it does not serve much, if not nothing, and at worst it is counterproductive. Ms Louwagie cited the law of 7 July 2014. In addition, the letter of scoping from the Minister of Finance and Public Accounts of February 2, 2016, which the AFD Board of Directors has incorporated into the procedure and its group policy. This article seems counterproductive to me in many ways, because it stigmatizes a French group that carries a large part of our country's development policy, and that succeeds well. He's giving her a disability. It is French enough to have an emblematic body and not to give it every chance to succeed and to deploy public policies in the various countries in which it operates.
ParlaMint-FR_2018-09-18-E2012.u434	Mrs Marion Lenne has the floor to support Amendment No. 255.
ParlaMint-FR_2018-09-18-E2012.u435	He's forbidden.
ParlaMint-FR_2018-09-18-E2012.u436	What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2018-09-18-E2012.u437	Contrary to what has been said, this article does not intend to stigmatize AFD or its subsidiaries. It tends to enshrine in law the virtuous policy of this group by including in it what is currently covered by a simple code of conduct: it does not have the force of law. Given the role and importance of AFD and its subsidiary Proparco, and the public origin of the funds, it is not inconsistent to raise this commitment of the group to the normative level. I would also like to point out that, in view of the possible restriction of the current practice which the mechanism adopted by the Senate might entail, I had introduced by amendment a safeguard clause at the time of the examination of the text in the Committee on Finance. Unfavorable opinion.
ParlaMint-FR_2018-09-18-E2012.u438	Mrs Emilie Cariou has the floor to support Amendment No. 176.
ParlaMint-FR_2018-09-18-E2012.u439	This is an editorial amendment.
ParlaMint-FR_2018-09-18-E2012.u440	I have before me three amendments, Nos 220, 237 and 45, which can be discussed jointly. Amendments Nos 220 and 237 are identical. I call Mr Potier to support Amendment No. 220.
ParlaMint-FR_2018-09-18-E2012.u441	We remain here on the sensitive subject of official development assistance and the deployment, by French agencies, of their instruments in countries that do not comply with the tax codes that we seek to build together. The question is delicate: should the peasant community, the hydroelectric project, the medical research project or the support of a community in a country be penalized because it derogates from good conduct in tax matters? Socialist senators had been quite demanding in asking for coherence between France's development policies and tax rules. That was very virtuous, but you wanted to amend this line with amendments. The one I propose is moderate: when the economic interest – in my mind, it is the economic, social and ecological interest – of the project is proven, a derogation can be made allowing the AFD to intervene in the country even if it appears on a black or grey list, in the name of the interest of the local communities and the partnership established. These decisions will have to be made with discernment. The measure is suggested by AFD and is more generally part of the fight for official development assistance. This is an extremely delicate subject, but this measured solution is likely to reconcile all the interests involved.
ParlaMint-FR_2018-09-18-E2012.u442	I call Mr Daniel Labaronne to support Amendment No. 237.
ParlaMint-FR_2018-09-18-E2012.u443	This amendment is in line with what has just been said. It aims to clarify AFD's investment legislation by incorporating the wording contained in the Annex to the Policy and Programming Law on Development and International Solidarity Policy and in AFD's Financial Security Policy. During the examination in the Committee on Finance, we added a derogation from the general prohibition imposed by Article 11a to allow financing where the controlling shareholder establishes that his registration is justified by a real economic interest in the State or territory concerned. Since 2004, the AFD Group has had a strict financial security policy, supervised by the Ministry of Economy and Finance and updated in 2009, 2014 and 2016. This policy prohibits, in particular, the AFD group from financing investment vehicles registered in an ETNC with no real activity, and prohibits the financing of counterparties registered in an ETNC, with the exception of financing a project carried out in that State. The proposed amendment is intended to take over this last safeguard clause in order to prevent development projects from being prohibited from financing solely on the ground that they are carried out in an ETNC by a counterparty whose controlling shareholder is registered in it.
ParlaMint-FR_2018-09-18-E2012.u444	I call Mr Fuchs to support Amendment No. 45.
ParlaMint-FR_2018-09-18-E2012.u445	There is clearly a convergence of thought: I will not repeat what has just been brilliantly explained by my two colleagues.
ParlaMint-FR_2018-09-18-E2012.u446	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u447	I believe that these three amendments are a very useful complement to the safeguard clause that we introduced in the Committee on Finance. Favourable opinion.
ParlaMint-FR_2018-09-18-E2012.u448	All right!
ParlaMint-FR_2018-09-18-E2012.u449	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u450	Favourable to the three amendments.
ParlaMint-FR_2018-09-18-E2012.u451	Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 150.
ParlaMint-FR_2018-09-18-E2012.u452	This amendment proposes that the report on the application of the tax administration's policy of remissions and ex gratia transactions, published annually by the Ministry responsible for the budget, should also mention the median amount of remissions granted. Indeed, the differences are extremely large and the average amounts are obviously not sufficient to ensure that the figures are true to reality. That is why we are asking for the introduction of this median criterion.
ParlaMint-FR_2018-09-18-E2012.u453	Mrs Pires Beaune has the floor to support Amendment No. 151.
ParlaMint-FR_2018-09-18-E2012.u454	I thank the rapporteur and the Minister for the favourable opinion given to the previous amendment. Amendment No 151 goes in the same direction: it is intended to supplement the same report by providing that transactions in cases of criminal proceedings in which the amount of the mitigation granted exceeds EUR 200000 be communicated, in both chambers, to the Chairman and Rapporteur-General of the Finance Committees and to the Special Rapporteur on the mission "Reimbursements and allowances".
ParlaMint-FR_2018-09-18-E2012.u455	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u456	We had already rejected this amendment in committee. Indeed, it seems superfluous in the light of the rapporteur-general's prerogatives. Unfavorable opinion.
ParlaMint-FR_2018-09-18-E2012.u457	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u458	Negative opinion, too, unless the amendment is withdrawn. Indeed, as the rapporteur has just said, Article 57 of the Organic Law on Finance Laws provides that the rapporteur-general and the chairman of the Finance Committees may be given all the information mentioned in the amendment.
ParlaMint-FR_2018-09-18-E2012.u459	I call Mr Alauzet to support Amendment No. 50 on the additional Rule after Rule 12.
ParlaMint-FR_2018-09-18-E2012.u460	The aim of this amendment is to put an end to an abuse by frontier workers of totally exempting themselves from income tax by taking advantage of bilateral agreements which are supposed to avoid double taxation. These people, who work in a neighbouring country and are paid while residing in France, organize their insolvency: they do not have a rental lease and rent a rental car. Under these conditions, no recovery is possible: the bailiffs remain unbridled, notices to third-party holder without follow-up. This works for employees, but also for pensioners who seek retirement in Switzerland while living in France. They do not pay income tax, housing tax, or any other tax. In order to avoid this abuse, the amendment proposes to suspend the issue by France of the residence tax certificate to those frontier workers who do not pay the tax due in our country.
ParlaMint-FR_2018-09-18-E2012.u461	What is the opinion of the committee?
ParlaMint-FR_2018-09-18-E2012.u462	The situation of frontier workers is governed by a special agreement of 1983 which establishes a specific tax system. The tax is payable in the country where the workers have their tax residence and not in the country where they work. The detailed rules for the application of this scheme were specified, in particular in 2007, in accordance with the bilateral convention, by several exchanges of letters between the national authorities, which provide for the introduction of the tax residence certificate for cross-border workers. The amendment proposes that this certificate should not be issued in cases where the taxpayer fails to comply with its tax obligations. If I share your objective, such a measure would involve a change in the terms of the Convention or its implementing rules, which only the States are competent to carry out. I am particularly concerned about the situation of frontier workers. Thus, as far as Luxembourg is concerned, tax fairness does not seem to me to be respected at all to date. I therefore propose that you rework this topic in partnership with the Government to assess all its implications, including diplomatic implications, and to understand how to advance tax fairness. I suggest that the amendment be withdrawn. Failing that, unfavorable notice.
ParlaMint-FR_2018-09-18-E2012.u463	What is the Government's opinion?
ParlaMint-FR_2018-09-18-E2012.u464	Mr President, your proposal is to prevent frontier workers residing in France from illegally escaping the payment of income tax. Of course, we share this objective. However, the Government cannot support this amendment as it would lead France to unilaterally waive its right to impose wages for the benefit of a border State. Thus, where France should recover tax, your solution would – despite you – lead to offering the tax to the border countries, in this case to Switzerland. You will therefore understand that we intend to solve the problem that you raise by other means, in particular by strengthening the means to combat tax fraud or by developing the automatic exchange of information concerning Swiss border workers, as well as the arrangements for assistance in the collection of tax claims. I therefore associate myself with the rapporteur's request for withdrawal. Failing that, unfavorable notice.
ParlaMint-FR_2018-09-18-E2012.u465	Mr Eric Alauzet has the floor.
ParlaMint-FR_2018-09-18-E2012.u466	The problem is indeed well identified. You were talking about Luxembourg, I was talking about Switzerland, but it's the same thing. The problem is, he's been identified for twenty-five years! I am pleased that the minister and the rapporteur express their willingness to deal with it. For example, the debts of EUR 150000 represent 87 people, for EUR 2 million. We are far from the billions of the total tax optimisation, but this is nevertheless in millions of euros. It is a shame for public finances, and for simple equity. This is even simply unacceptable. I withdraw my amendment.
ParlaMint-FR_2018-09-18-E2012.u467	Further discussion was postponed until the next sitting.
ParlaMint-FR_2018-09-18-E2012.u468	Next meeting, this afternoon, at 4 p.m.: Further discussion of the anti-fraud bill. The meeting is adjourned.
