ParlaMint-FR_2018-04-04-O1177.u1	The meeting was suspended.
ParlaMint-FR_2018-04-04-O1177.u213	We agree that the number of apprentices in SMEs is now insufficient. This capital is sorely lacking for the development of our industrial enterprises. We wish to remedy this situation and rehabilitate learning through concrete measures. In the future draft law on the freedom to choose one's professional future, it is foreseen that the employment aid will be targeted at TPEs and SMEs, and at the level of baccalaureate and pre-bac, which will encourage the development of apprenticeships. The regulations on working conditions will be reviewed in order to facilitate the integration of minor apprentices into the enterprise, for example in the building. The adaptations may concern schedules in order to remove the constraints on recruitment. In addition, the apprenticeship will be open until the age of 30. Contracts can start at any time of the year – so far they were aligned with the school year. These flexibilities will make the curriculum much more attractive for young people and simplify the conditions of employment for businesses.
ParlaMint-FR_2018-04-04-O1177.u214	Mr Jean-Bernard Sempastous has the floor.
ParlaMint-FR_2018-04-04-O1177.u215	Madam Secretary of State, on the initiative of the Committee of Inquiry into State Decisions on Industrial Policy, of which I am a member, I held a workshop in my constituency on 12 March to take stock of the state of the industrial sector in the High Pyrénées. The entire local industrial landscape was represented around the table, including Alstom Tarbes' director, who employs 600 employees. This reflection is part of a complicated context marked by the deindustrialisation of our country. As you know, some companies in the territory, such as Vallourec and Imerys, are currently facing difficulties, and Alstom is evolving in a climate of uncertainty, a source of concern for employees. French industry lost 530,000 jobs between 2006 and 2015, and the landscape is similar in the Hautes-Pyrénées, where more than 7,000 jobs have disappeared in 30 years. However, I believe that we have reason to remain optimistic: many French territories are marked by a strong industrial culture and are full of forces, especially human ones, ready to build the industry of tomorrow. In order to do so, however, some blockages must be overcome, particularly in the area of innovation. I would like to draw your attention to this point. In fact, in my territory, I felt a real demand from the State for assistance and support on three fronts: in the approach to intellectual property; access to R & D aid in the face of the burden and costs of administrative procedures; in the Council for the diversification of activities. On February 17th, a number of measures were announced, which should be included in the bill for an action plan for business growth and transformation, known as the PACTE. One is to facilitate innovation through the Innovation and Industry Fund. Can you, Madam Secretary of State, enlighten us on this measure and reassure us of the effectiveness of its deployment in the most remote territories?
ParlaMint-FR_2018-04-04-O1177.u216	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u217	Thank you, honourable Member, for your question on innovation and the territories. Bpifrance and the National Institute of Industrial Property, public operators responsible respectively for the management of innovation aid and the protection of industrial property, have a territorial network closest to the wealth and problems of the regions. They are the preferred interlocutors of SMEs in the regions on innovation issues. Their business managers and their network in contact with businesses and ecosystems are a guarantee of the effectiveness of public action and of agnostic support for innovation in all its forms; They start from the needs of companies and provide personalized and long-term support to entrepreneurs in the form of diagnostics or advice. Particular attention is paid to the fluidity and responsiveness of these approaches. On the other hand, a regionalised envelope has been provided for under the future investment programme, in order to involve the regions and the State in supporting innovative enterprises and sectors. Finally, the Innovation and Industry Fund will carry out actions dedicated to so-called "tech" start-ups. In accordance with what was announced by the President of the Republic on 29 March, it will build on Bpifrance and promote the emergence of breaking innovations, indispensable for France's growth and international competitiveness. You mentioned the difficulties in accessing innovation aid for SMEs. I want to assure you that we will ensure that we simplify two important schemes, the research tax credit and the innovation tax credit, and make them more accessible to SMEs.
ParlaMint-FR_2018-04-04-O1177.u218	We come to the questions of the Republican Group. Mr Pierre Cordier has the floor.
ParlaMint-FR_2018-04-04-O1177.u219	Madam Secretary of State, I had been particularly dissatisfied with the answer you gave me about the SAI-Selni company in Revin, during a question-and-answer session to the Government a few months ago in this House. I associate myself with my question, Mrs Bérengère Poletti, Member of Parliament for the Ardennes. Last December, Minister Bruno Le Maire stated in L'Usine Nouvelle magazine: "I believe in France's factories, industry and the workers' world. Madam Secretary of State, the industry is not just Airbus and Thales. The more traditional industry must also be supported, which is not necessarily the case today. In the Ardennes, a land with a strong industrial tradition, we unfortunately do not see these beautiful results that you put forward. We have the feeling of a two-speed industrial France. However, to make an airplane or train, it takes all these small forged or cast parts, especially in the Ardennes department. The French industry is also concerned about all these SMEs with 10 to 200 employees. How many industrial jobs have been lost in the Meuse Valley, in Revin, in Givet or in Bogny-sur-Meuse? Since I was elected, I have repeatedly alerted you to the dramatic situations experienced by employees or former employees of Ardennes Forges in Nouzonville or SAI-Selni in Revin. The sector is in great difficulty, due to Chinese or East European competition, sometimes Turkish or Indian, and commodity prices. On the other hand, the rules applicable to undertakings whose installations are classified are often excessive. I recently met the leaders of Tréfimétaux, in Fromelennes, in the tip of the Ardennes. They told me about the difficulties to come as a result of the change in classification of their company, which specializes in copper processing. Indeed, it seems that Decree No 2017-1595 of 21 November 2017 amending the nomenclature of installations classified for the protection of the environment will lead to heavy technical and administrative constraints for this SME. As you know, Madam Secretary of State, our companies need great normative stability to survive in a very competitive world. This is the sine qua non for their future and, above all, for the jobs they create. What do you intend to do in practice to facilitate the lives of business leaders and employees in these industries, who look forward to simplifying standards?
ParlaMint-FR_2018-04-04-O1177.u220	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u221	You have mentioned many subjects, Mr Cordier. I confirm that we are aware of the importance of industrial settlements for the territories. They are generally important providers of jobs, and it is by boosting our productive fabric that we will support the development of activity in the territories. With regard to the situation of SAI-Selni and its relations with its former owner Electrolux, we have accompanied the company and we remain very attentive to the social treatment that will be implemented in the current circumstances. With regard to simplification, the Government has, very recently, reaffirmed its concern to monitor normative activity and to ensure that the adoption of any new standard is accompanied by the disappearance of two old standards. Within the framework of the National Industry Council, we are working specifically on standards that affect the industry. I have no doubt that its members will take up the subject you mentioned, in order to study ways of making the impact of the measure on industrial players more bearable.
ParlaMint-FR_2018-04-04-O1177.u222	Mr Julien Dive has the floor.
ParlaMint-FR_2018-04-04-O1177.u223	Madam Secretary of State, are you ready for the revolution? I ask this question not because we are in the year of the 50th anniversary of May 68, but because, beyond the results posted – economic recovery, investment by our companies, the end of the destruction of industrial jobs – France remains an industrial drop-out country. The figures are overwhelming: 30% loss of market share in 15 years for exports of industrial products; industrial wealth twice as low as in Germany in GDP points; 73 billion differential with this country for taxes on production, in our disadvantage of course; 40% of investment in robotics is lagging behind neighbouring countries. All this helps to put our last good country of the euro area members for competitiveness. Despite this, I do not believe in fatality or decline. I think our industry has a future, but we still need to help it. So, I repeat, Madam Secretary of State: are you ready for the revolution, for the fourth industrial revolution? The industry of the future; that of the agile plant; digital; the new production methods; that of the dynamics of territory, in the image of what is being done in my constituency, in Saint-Quentin, where we have been fighting since 2013, with Xavier Bertrand and Frédérique Macarez, mayor of the city, for the recognition of robonumérique as an innovative development strategy. We must accept the transformation of the economy and appropriate it. Behind an industrial robot are at least three jobs: that of the person who designs the robot, that of the person who installs it and that of the person who uses it. Madam Secretary of State, will there be a French industry of robonumérique or will we be condemned to see, in our factories, made in Germany or made in Korea? Are you ready, Madam Secretary of State, to speed up the conversion of our industry by supporting my proposal to reintroduce an over-amortization device in favour of investment in digital and robotics, in order to launch the fourth industrial revolution?
ParlaMint-FR_2018-04-04-O1177.u224	All right!
ParlaMint-FR_2018-04-04-O1177.u225	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u226	Mr Dive, you are calling for the fourth industrial revolution in France; So we're on the same wavelength. Several projects have been launched. We are actively pursuing the implementation of the Industry Alliance of the Future Roadmap, which obviously includes an important technology component. This is now part of a broader initiative called "French Fab", which aims to bring the entire productive fabric, all the industrial SMEs of our country, into the movement. With this tool, we intend to bring and drive these SMEs on the path of the revolution you want. This revolution will indeed involve major digital and technological transitions. France is lagging behind in robotics and automation, but things are changing and minds are opening up. I meet very many entrepreneurs who have launched investment programmes in this field and are accompanied by Bpifrance and the French Fab dynamic. It seems to me that all this is well on the way. With regard to tax incentives, as you know, we have not chosen the path of over-amortization. We preferred to reduce taxes on business and capital so that it could be invested and be more business-oriented. On the other hand, we are studying the issue of taxes on production.
ParlaMint-FR_2018-04-04-O1177.u227	Mrs Emilie Bonnivard has the floor.
ParlaMint-FR_2018-04-04-O1177.u228	Madam Secretary of State, the hyper-electro-intensive industries represent 40,000 direct and indirect jobs in France, spread over twenty production sites. In the Savoy department alone, there are more than 1200 direct jobs, especially in the valleys, with FerroPem, Trimet or Arkema companies. Electricity accounts for more than 30% of the production costs of these industries, which are recognized for their excellence worldwide. It is essential to their manufacturing processes, whether electrolysis, chemical reduction or metallurgical processes. In the context of global competition, their competitiveness depends to a large extent on the price at which they buy electricity, given that the combination of the end of regulated tariffs and market liberalisation has led to a sharp rise in prices. Their Chinese, Canadian or Middle Eastern competitors have not only much cheaper electricity, thanks to the support of their respective governments, but also much more polluting. In order to maintain a competitive electricity price around 25 euros per megawatt hour on average, the Energy Transition Law and the Finance Law for 2016 have validated a system based on three pillars: interruptibility and reduction of the usage rate of the electricity transmission network; carbon compensation; long-term purchase contracts, at 15 years. While the first two pillars are currently being implemented, their sustainability is not ensured under European competition rules. Can you tell us, Madam Secretary of State, what is your position on their validation with the European Commission? I ask you to answer precisely on this point. As regards long-term contracts, which are essential for the investment of these particularly capital-intensive industries, it seems that work is, on the other hand, completely at a standstill. While last December the European Union recognised the relevance of these contracts, at the end of February the European Parliament rejected long-term contracting, which is crucial for the competitiveness of our industries. [[Applause on the benches of the LR group]] So, Madam Secretary of State, will I ask you to answer precisely this other question: what do you intend to implement, now, in order to defend this type of contract, desired by Emmanuel Macron when he was Minister of the Economy? Is work on fifteen-year contracts among the Government's priorities for the competitiveness of our industries and their jobs?
ParlaMint-FR_2018-04-04-O1177.u229	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u230	Commissioner, the price of energy is indeed an important factor in competitiveness. The Government has continued its efforts since 2014 to make electricity a real factor of competitiveness for the benefit of French industrial enterprises, and in particular hyper-electro-intensive industrialists: creation of the status of an electro-intensive undertaking, exemptions, fixing of a reduced rate of contribution to the public electricity service, compensation for indirect costs, schemes to enhance the flexibility of consumption, discounts on the rate of use of public electricity networks. With regard to the last two points, work has been initiated between the State departments – Directorate-General for Energy and Climate and Directorate-General for Enterprise – and the European Commission to validate the compliance of these measures with EU state aid rules. This work is under way, and I'm sorry I can't give you any certainty. We will know in a few months if these devices are validated.
ParlaMint-FR_2018-04-04-O1177.u231	It all depends on the will of the Government!
ParlaMint-FR_2018-04-04-O1177.u232	That is what we are asking for. For the time being, we have not received any particularly alarming signals. This is a necessary step in order to provide industry with the necessary legal certainty and ensure the sustainability of the arrangements. You mentioned the long-term contracts, which are important to provide sufficient visibility and to make the investments necessary for the competitiveness and sustainability of the sites. We want Europe to provide a secure framework for energy-intensive industries by allowing them to conclude such contracts. This is a subject on which we regularly come back to the European bodies. On the occasion of the negotiation of the new European regulation on the internal electricity market, we introduced into the Council's position adopted on 18 December 2017 the possibility of concluding long-term supply contracts in compliance with Community competition rules.
ParlaMint-FR_2018-04-04-O1177.u233	Mr Raphaël Schellenberger has the floor.
ParlaMint-FR_2018-04-04-O1177.u234	Madam Secretary of State, our country has a beautiful industrial history, made of great success, a source of pride and progress for our territories. This legacy is now under threat. Our industry is suffering. However, this degradation is not inevitable. If the share of industry in the national and European economy has been reduced, this certainly does not mean that any ambition must be abandoned. The world economy does not turn its back on industry; New technologies, in particular, are opening up growth prospects. But the competition is, and will be, rough. To succeed, our country must mobilize all its strengths and all its competitive advantages. Among them, how can we not mention our electric mix, particularly competitive, clean and modern? The energy orientations taken under the previous quinquennium, which have not been questioned since last June, threaten to contradict this industrial ambition. Can you, Madam Secretary of State, offer us today the guarantee of full compatibility between, on the one hand, your desire to reduce the share of nuclear energy in our electricity mix and, on the other hand, the maintenance of a quality of electricity and of a capacity of the electricity grid essential for the development of electro-intensive industries in our territories? The scenarios, drawn up by TEN, the Electricity Transmission Network, providing for a downward trend in electricity consumption in France, with trajectories of annual domestic electricity consumption by 2035 between 410 and 480 terawatt hours, or, at best, the level of 2012, confirm these fears, even greater fears in certain territories particularly sensitive to the presence and quality of electricity, as well as to energy decisions – I am thinking in particular of Fessenheim; If three Alsatian Members are present in the Chamber this evening, it is not fortuitous: it is a territory particularly interested in industrial activity. The TEN scenarios are not compatible with the ambition of developing and reindustrialization the national territory. Can you confirm, Madam Secretary of State, that they do not correspond to the Government's ambition in terms of industrial policy?
ParlaMint-FR_2018-04-04-O1177.u235	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u236	Mr President, I do not really understand your question. The debate you are talking about is not yet open: it will take place in the context of the revision of the multiannual energy programming, the PPE, which will be discussed in the coming months. [[Mr. Jimmy Pahun applauds]] As you know, the Government has assumed its responsibilities with regard to the nuclear reduction path: the one that was posted was considered unrealistic and the subject has been reopened; the various options and scenarios will be put on the table. The examples we have around us show that there are various possible energy mix options and that renewable energies provide solutions that can be very competitive, and even more competitive and interesting, including in industrial countries. There is therefore no reason to fear that the development of renewable energies cannot be made compatible with the maintenance of a strong industry in France. In any case, I do not understand this fear, and I believe that the debate on the PPE will bring it to an end.
ParlaMint-FR_2018-04-04-O1177.u237	You didn't listen to the question. That's too bad!
ParlaMint-FR_2018-04-04-O1177.u238	We turn to questions from the Group of the Democratic and Related Movement. Mr Sylvain Waserman has the floor.
ParlaMint-FR_2018-04-04-O1177.u239	I am the second of the three Alsatians who, through a skilful programming of the services, will speak afterwards.
ParlaMint-FR_2018-04-04-O1177.u240	[[Smile]] After that, we're going to the Bretons!
ParlaMint-FR_2018-04-04-O1177.u241	I will address a subject which concerns the city of Strasbourg, namely intellectual property, particularly for small and medium-sized industrial enterprises. We are on the eve of the establishment of the European unitary patent. Strasbourg is a driving force in the field of patents at national and international level, including the Centre for International Studies of Intellectual Property, the European Institute for Enterprise and Intellectual Property and the Office of theoretical and Applied Economy, which specializes in this field. In recent months, in preparation for the arrival of the European patent, we have organized four working meetings with the representatives of these various bodies and those of the National Institute of Industrial Property, in order to draw up proposals concerning the strengthening of French patents, applications for examination, opposition procedures, as well as "flash" patents, which could be more easily accessible to SMEs. Madam Secretary of State, with the aim of encouraging SMEs – particularly industrial SMEs, which are well known in Alsace – to file more patents, do you intend to take the opportunity of presenting the PACTE bill by devoting a part of the text to the question of industrial property? In this case, can we enrich this text with Strasbourg proposals?
ParlaMint-FR_2018-04-04-O1177.u242	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u243	[[Smile]] Mr President, the Strasbourg proposals are always welcome! Innovation is one of the priority themes identified in the Business Growth and Transformation Action Plan. This plan deals not only with the Innovation Fund, but also with innovation protection strategies. In this area, the needs can be quite diverse, depending on the size and situation of the enterprises. As far as industrial property legal tools are concerned, the needs of industrial property are not uniform: some wish to benefit from the shortest possible procedure for the grant of patents, others prefer to date quickly and then have a period before publication in order to adjust their application to the evolution of the market, others prefer a certificate of utility, i.e. an industrial property title whose conditions of filing and issue are more flexible. The PACTE Bill will provide an opportunity to change procedures, providing more flexible and progressive access to patenting for businesses, particularly SMEs and start-ups, and aligning industrial property protection tools with what exists internationally. Last January, we initiated a consultation on a number of avenues, which, I confirm, will lead to proposals in the context of this bill, which will be introduced shortly. The challenge is to encourage companies to make the choice to protect themselves in France, by facilitating the process of obtaining intellectual property titles, while strengthening their confidence in the protection offered by these titles, thanks to increased legal certainty.
ParlaMint-FR_2018-04-04-O1177.u244	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2018-04-04-O1177.u245	[[Smile]] No surprise, Madam Secretary of State: I am indeed the third Alsatian who had been announced in this series of questions! However, I will take you to the south of Alsace, which is also extremely welcoming. France entered the post-Fessenheim phase. On 19 January, Sébastien Lecornu launched from Colmar prefecture the process of closing and reconversion of the site. As we have seen since the beginning of the year, the Government has shown great will to create a strong dynamic, thus ending a period of uncertainty of seven years. Indeed, since the announcement of the closure of the plant in 2011, not a minister had come to provide precise answers. Employees, subcontractors, political and economic actors were all left in ignorance, left to themselves because of the guilty attitude and, to say the least, disrespectful of the government of the time. It is now a matter of speeding up and catching up on lost time. Action is needed to secure jobs: 850 EDF employees and 5000 indirect or induced jobs. Action must be taken to transform this territory, Europe's gateway, into a pioneer territory in renewable energy, industrial sectors for the future, innovative investment – not to mention Franco-German cooperation. Through environmental transition contracts, the Government is committed to providing political, technical and financial support to support our territories. To help you, you can count on reliable and highly motivated partners – they are all the more so since they were initially mostly opposed to the closure of the site. Together with local authorities and other stakeholders in the Territory, we are ready to make Haut-Rhin the first French department with 100 per cent renewable energy and Fessenheim the showcase of the Government's new industrial strategy. This requires a clear framework, a clear strategic vision, methods with shared criteria, an international strategy and, above all, significant financial resources. Madam Secretary of State, on the eve of the second steering committee being held on site, expectations are high. Could you tell us more about the means envisaged and the ways in which the Government intends to succeed in the post-Fessenheim era?
ParlaMint-FR_2018-04-04-O1177.u246	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u247	Mr. Deputy, the President of the Republic urged the Government to build an exemplary future project for the Fessenheim territory, based on the economic conversion of the territory to sustainable and promising activities. The State will concentrate its resources on an area ranging from Colmar to Mulhouse, and even Fribourg, in order to promote sustained economic development, in collaboration with the Regional Council and with French and German economic development actors. It is committed to the establishment of a processing unit for service providers and subcontractors as of now. Beyond this, Business France will bring its expertise in territorial marketing and corporate targeting. You have noted: the steering committee set up on 19 January by Sébastien Lecornu will oversee these actions in an extremely energetic way. The departmental council has proposed to make the energy transition the main axis of development of the territory, with actions for the development of renewable energies, energy storage or thermal renovation of buildings. The Government intends to support this approach. He recently announced the launch of a specific PV tender on the expanded territory around the power plant, making it a national pioneer of the energy transition. The Government would go beyond the usual practices and was prepared to notify a special regime to the European Commission. Beyond this, the Territory has the ability to position itself among the leaders of the transition to a circular economy. The Government is currently promoting this paradigm shift in the development of the road map for the circular economy. Work on this roadmap, as foreseen in the Climate Plan, was launched last October; They aim to define the flight plan for the quinquennium, which will achieve the objectives set by the President of the Republic, in particular the division by two of the landfill of waste and the recycling of 100% of plastic materials. The Territory must embrace these objectives, especially since its recycling performance is above the national average. It can therefore capitalize on this asset.
ParlaMint-FR_2018-04-04-O1177.u248	Mr. Jimmy Pahun has the floor.
ParlaMint-FR_2018-04-04-O1177.u249	The report of the Council of Ministers on 22 November shows the Government's willingness to work towards a genuine European industrial policy based on market unification and the development of European champions, but also on commercial reciprocity. The global economic and commercial environment, marked by the protectionist ambitions of the United States and the dynamism of Chinese investment in Europe, urges this. In this tense and uncertain context, French industrial interests can only be effectively defended through the establishment of a comprehensive, robust and long-term European strategy. It will serve growth and jobs. Indeed, employment is at the heart of our debate tonight, as it is at the heart of any economic policy. The recent conclusions of the Council of the European Union on this subject represent a further step towards defining the industrial strategy that we wish to see. It mentions innovation, investment, digital and global value chains, as well as employment and social standards, the conclusions being comparatively less detailed on these last two points. My question, Madam Secretary of State, is therefore the following: will this comprehensive European industrial strategy, intended by the Government, include an employment component, a job that would be of good quality? In other words, in these negotiations, does France support the harmonisation of social rights at the top and the convergence of working conditions for fair and fair intra-European competition?
ParlaMint-FR_2018-04-04-O1177.u250	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u251	Our European industrial policy strategy is balanced, Mr President. On the one hand, it is based on an ambitious vision for the European industrial sectors, which must benefit from the strengthening of the single market. This requires strong initiatives by France on innovation, foreign investment control, skills, digital technology and support for SMEs. On the other hand, this strategy is based on respect for fair competition between all European industrial players. That is why the President of the Republic has committed himself, at European level, to a review of the law of posted workers. As you know, the European Parliament and the Council of the European Union reached a final agreement on Monday, 19 March, on the revision of the Posting of Workers Directive. The text limits the duration of the posting to 12 months with a possible extension of six months, and requires that the remuneration in force in the host country be applied to posted workers, in accordance with the principle of "equal work, equal pay at the same place of work". In accordance with the wishes of the President of the Republic, France has actively supported this ambitious decision to revise the directive by mobilising several Member States around it: Austria, Belgium, Germany, the Netherlands, Luxembourg and Italy. New European initiatives, such as the creation of a European labour authority, and the implementation of a foundation of social rights should also contribute to a higher convergence of social rights and fairer and more equitable intra-European competition.
ParlaMint-FR_2018-04-04-O1177.u252	We come to the questions of the IDU, Action and Independent Group. Mr. Francis Vercamer has the floor.
ParlaMint-FR_2018-04-04-O1177.u253	Since the fourth quarter of 2017, and for the first time since 1999, French industry has started to create jobs again. This reflects the resurgence of our industry's activity and performance in the markets, and leads industry to focus more on production difficulties than on demand. They thus face a real problem of hiring, which is likely to get worse in the face of ever more specific technical requirements. How to accept such a situation, while the unemployment rate in France stagnates around 9% and young people are particularly affected, 100,000 of them leaving the school system without a diploma or without a qualification: it is thus 10% of a generation that do not obtain the baccalaureate or the certificate of professional fitness – CAP. On the basis of these findings, the vocational education system needs to be rethought in order to effectively promote job creation in the French industry. Apprenticeship must be developed and encouraged, as it enables young people to be effectively integrated into employment. It also makes it possible to respond more precisely to the needs of enterprises in terms of skilled labour, thus contributing to the competitiveness of enterprises. With just over 412,000 apprentices at the end of 2016, France remains very far away from the training and qualification schemes that, among our European partners, such as Germany, have long made learning a path of excellence. However, the accessibility of the industry's trades through learning is an issue for the dynamism of job creation in this sector over the next few years. It is therefore a matter, in connection with the territories, of involving companies more in the learning system. For training more adapted to the realities of the trades in the company, they must play a more important role in the development of qualification repositories. How can we give companies, the industrial sectors, a more significant place in the definition of training? How can the links between national education and the labour market, particularly industrial enterprises, be strengthened? How can we develop knowledge of the trades of the industry among young people and among school staff? These are concrete questions for the company that receives an apprentice, and these questions are the prerequisite for the success of the apprentice's journey towards sustainable employment. So what steps does the Government intend to take to upgrade learning as a path of excellence for training and access to employment in the industrial sector?
ParlaMint-FR_2018-04-04-O1177.u254	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u255	You have returned, Mr. Member of Parliament, on a matter that is at the centre of our concerns. While the industry has seen a fairly positive development in recent months, with job creations, net creations of industrial sites in our territory, a level of attractiveness which, in 2017, seems to be recovering and international investors attracted by investment in France, especially in productive sites, the situation remains worrying with regard to the ability of companies to recruit the right skills. In the industry, 41% of recruitment projects are considered difficult, with a particularly tense situation in certain occupations: I am thinking of roofers, mechanics, electronicians, cauldrons-tôliers, tracers, skilled maintenance workers, and research and development study managers. The level of difficulty in these occupations is more than 50%, and in some cases it is even 80%. Such a difficulty in recruitment is particularly disturbing in the light of an unemployment rate which still stands at around 9%. Under these circumstances, the Government has indeed identified learning as a central topic and a key reform to enable our industry to benefit from the economic rebound. As you pointed out, industry – and professionals in general – need to be given more weight in defining these courses. From this point of view, the decision to entrust the branches with the task of drawing up the framework for the activities and competences of the diplomas should be such as to reassure you.
ParlaMint-FR_2018-04-04-O1177.u256	Mr Christophe Naegelen has the floor.
ParlaMint-FR_2018-04-04-O1177.u257	French industrial policy is ill. For a long time now, politicians on all sides have abandoned it, or at least have not done enough to accompany it. I will take a specific and concrete example, Madam Secretary of State. In my department of Vosges, the textile industry generates jobs and added value for the whole country; But this industrial activity is weakened, because it is caught between the hammer and the anvil. The hammer is international competition, not only because the charges and taxes are higher in France than in our European neighbours, but also because Europe itself, supposed to protect, grants countries such as Pakistan a system of generalized preferences, known as GSP plus, which undermines the whole textile industry. Then comes the anvil: it does not move, it is internal; It is symbolized by large-scale distribution, which strangles our industry by refusing it any price increases induced by the rise in raw materials, thereby preventing it from generating the necessary margins for its investments, its development and the recruitment of a quality French workforce. First of all, Madam Secretary of State, I invite you to the Vosges...
ParlaMint-FR_2018-04-04-O1177.u258	[[Smile]] What a chance!
ParlaMint-FR_2018-04-04-O1177.u259	...to visit these companies, flagships of the French industry. But I also ask you, and above all, what the Government intends to do on these specific points, in the face of these two problems which concern the whole sector.
ParlaMint-FR_2018-04-04-O1177.u260	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u261	The Vosges textile sector is crucial for the French textile sector as a whole; But, as you pointed out, honourable Member, this sector is facing increased competition, particularly from low-cost countries. From our point of view, the solution, to maintain this line of excellence anchored in France, lies in a positioning on quality standards and differentiation. It is in this spirit that we support the French industry of excellence, and its diversification in household linen, footwear, uniforms and technical textiles. We intend to accompany this transformation and positioning on quality through the labels, in particular "France terre textile" in the Vosges. Outstanding companies, such as Garnier-Thiebaut for household linen and Tricotage des Vosges, among others, benefit from this. These fine examples show that quality and technological innovations allow for development, including international development. The label "Vosges terre textile" is now the guarantor of production in the Vosges, respecting the historical know-how of the department. In the face of the success of this label, which benefits twenty-four companies in the department, the increase in profitability of companies, the increase in competitiveness and the structuring of the sector, the State supported in 2013 to the tune of 150000 euros, the declination of this label in various French territories. We must continue to support this sector.
ParlaMint-FR_2018-04-04-O1177.u262	We come to the questions of the New Left Group. Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2018-04-04-O1177.u263	We have been sensitive to the recent announcements and the voluntarism displayed by the President of the Republic so that France does not miss the artificial intelligence train. On every level, we measure how critical the strategic challenge of innovation will be for the economic future of our country, and we fully support the effort that has been made. However, to continue to be at the forefront and to offer jobs and opportunities, France, as a major economic power, must rely on all its know-how, including the most historical. Artificial intelligence, promising as it is, cannot develop, prosper and even live without a powerful and dynamic industry. Our country, which has built its influence on a solid economic base, has suffered the shock of deindustrialisation over the past forty years. Despite the excellence of the fields, the know-how of women and men, the capacity for innovation and the commitment of the territories, we have lost some of our jobs in a liberalized global market. Today, we must reaffirm our determination to maintain our industrial tool, but also to develop it and, for that, to affirm a political vision carried by a strategist and committed State, which is fighting for the maintenance of employment. Like Whirlpool, which will be producing its dryers in Poland, such as Caterpillar, whose gearbox assembly plant left Arras for Northern Ireland, General Electric will relocate its business. When asked in the Committee on Economic Affairs about the future of the Alstom branch, the Minister of Economy replied that "the state has neither the financial means nor the economic competence nor the technological expertise to lead the big industrial giants". It is, however, up to the State to act, as a relay; It has the means, in particular legal ones, to create safeguards and to offer solid guarantees for employment and a genuine industrial strategy at national level. The Committee of Inquiry into State Decisions on Industrial Policy, of which I am a member, has highlighted this on several occasions. Here too, we must learn from the past. Can you, Madam Secretary of State, clarify what your vision of France's industrial policy is? From innovation to production, would you like to use all the means available to the State to maintain employment in these future sectors, including increasing protection in certain strategic sectors, including hydropower, on which the Minister of Economy and Finance did not reply earlier?
ParlaMint-FR_2018-04-04-O1177.u264	The Secretary of State has the floor.
ParlaMint-FR_2018-04-04-O1177.u265	Madam Member, so much detailing France's industrial strategy in two minutes seems difficult, we can, however, go back to a few points that you mentioned. You first opposed the emphasis on artificial intelligence and the measures to be taken for our industry.
ParlaMint-FR_2018-04-04-O1177.u266	I have highlighted their complementarity!
ParlaMint-FR_2018-04-04-O1177.u267	I think these two aspects go hand in hand: the €1.5 billion investment made in five years on artificial intelligence in order to position France at the forefront of leading countries on this type of technology will draw all the innovation and tools our industry needs to modernise, remain competitive and attract the best skills and jobs in France. Investing in artificial intelligence, in the industry of the future is not investment in industries considered traditional...
ParlaMint-FR_2018-04-04-O1177.u268	That's not what I'm saying!
ParlaMint-FR_2018-04-04-O1177.u269	...because all these industries will have to change. It is clear that they need to be given the means to access these digital transformation tools.
ParlaMint-FR_2018-04-04-O1177.u270	You're not answering the question!
ParlaMint-FR_2018-04-04-O1177.u271	Mr Jean-Louis Bricout has the floor.
