ParlaMint-FR_2018-11-12-O1059.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1059.u712	This is the same device that I decline according to the different components of the family. This is the way for me to denounce this very anti-family rate.
ParlaMint-FR_2018-11-12-O1059.u713	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 190.
ParlaMint-FR_2018-11-12-O1059.u714	Defendant.
ParlaMint-FR_2018-11-12-O1059.u715	I call Mr Le Fur to support Amendment No. 46.
ParlaMint-FR_2018-11-12-O1059.u716	[[Laughs]] He's forbidden. I think they got it.
ParlaMint-FR_2018-11-12-O1059.u717	Yes!
ParlaMint-FR_2018-11-12-O1059.u718	It's likely, indeed... Mrs Marie-Christine Dalloz has the floor to support Amendment No. 191.
ParlaMint-FR_2018-11-12-O1059.u719	Defendant.
ParlaMint-FR_2018-11-12-O1059.u720	I call Mr Le Fur to support Amendment No. 47.
ParlaMint-FR_2018-11-12-O1059.u721	Defendant.
ParlaMint-FR_2018-11-12-O1059.u722	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 192.
ParlaMint-FR_2018-11-12-O1059.u723	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u724	I call Mr Le Fur to support Amendment No. 49.
ParlaMint-FR_2018-11-12-O1059.u725	For the ultimate resistors to my demonstrations, here is an amendment which, like the previous ones, aims to correct the mechanics of the flat rate.
ParlaMint-FR_2018-11-12-O1059.u726	Ah! In case we don't understand!
ParlaMint-FR_2018-11-12-O1059.u727	As part of the reform, it is envisaged that the taxpayer may request the application by his employer of a flat-rate neutral rate instead of the rates calculated by the administration. This mechanism is provided in particular for taxpayers who do not wish their employer to deduct the couple's income from the collection of privacy information. However, the fixed rate is such that its use will almost always be unfavourable to the taxpayer, the latter having to make a substantial advance to the State, which may in some cases amount to one month's salary, until the regularization the following year. In addition, the flat rate is a source of threshold effects that can lead to overtaxation for a few additional euros of income. These are the reasons why I think that the reform of the source levy is very anti-family – isn't it made for that? – and particularly detrimental to taxpayers, if only because of the very nature of the flat rate mechanism.
ParlaMint-FR_2018-11-12-O1059.u728	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 193.
ParlaMint-FR_2018-11-12-O1059.u729	Defendant.
ParlaMint-FR_2018-11-12-O1059.u730	I have before me two amendments, Nos 4 and 140, which can be discussed jointly. I call Mr Le Fur to support Amendment No. 4.
ParlaMint-FR_2018-11-12-O1059.u731	As motorway companies generate considerable profits, I believe that they could contribute to the national effort for certain road investments. I hope that we are not in the situation in Italy, in view of what happened in Genoa, but it remains that difficulties exist and that we must finance the AFITF, the Agency for the financing of the transport infrastructures of France, in a more satisfactory way. One idea would be to ensure that the motorway companies contribute their share of the financing, provided that they do not increase their rates. However, I still do not have an answer from you, Minister, on the risks of higher motorway fares.
ParlaMint-FR_2018-11-12-O1059.u732	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 140.
ParlaMint-FR_2018-11-12-O1059.u733	We have been trying to find solutions to the financing of AFITF for a few months now – Gilles Carrez has made a major contribution to it. The simplest would have been the one advocated by this amendment: to modify the conditions for deductibility of the borrowing interests of motorway concessionaires in order to oblige them to participate in its financing. The state retaliates to us every time the contracts have been entered into and we can't go back on them. But only the mountains do not move; I think that at some point, given the particular context, we need to be able to tap into autoroutian companies.
ParlaMint-FR_2018-11-12-O1059.u734	I have two identical amendments before me, Nos 126 and 212. I call Mr Le Fur to support Amendment No. 126.
ParlaMint-FR_2018-11-12-O1059.u735	It gives me the opportunity to address an extremely sensitive subject, and I invite my colleagues to be attentive:...
ParlaMint-FR_2018-11-12-O1059.u736	That's all we do!
ParlaMint-FR_2018-11-12-O1059.u737	...the gift. We are entering a propitious period. Many taxpayers are reluctant to give. Several reforms have taken place – the abolition of the ISF, the solidarity tax on wealth, and the creation of the IFI, the tax on property – but the real subject for the middle classes is the levy at source, because it creates uncertainty that encourages people not to give or to postpone until next year. I have recently discussed this with Axelle Davezac, head of the Fondation de France: she plans to reduce donations from 25% to 50% depending on the associations. Attention: the donor is a regular person, often relatively old,...
ParlaMint-FR_2018-11-12-O1059.u738	Not always!
ParlaMint-FR_2018-11-12-O1059.u739	...and any evolution that he does not understand is formidable for him.
ParlaMint-FR_2018-11-12-O1059.u740	The French are generous, Mr. Le Fur!
ParlaMint-FR_2018-11-12-O1059.u741	We see a very worrying evolution of donations, all the more worrying as extremely useful associations depend on them – I am thinking of the Restos du coeur but also of all the associations in the movement of the Fondation de France and many other charitable associations, etc. Minister, I fear that you will be tomorrow, as a result of this failure in donations, obliged to pay, in one way or another, grants to associations that, thanks to the donations they have received so far, had the income to enable them to meet their missions.
ParlaMint-FR_2018-11-12-O1059.u742	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 212.
ParlaMint-FR_2018-11-12-O1059.u743	I, too, have been in contact with the Fondation de France and other major foundations. You can challenge as much as you want, ladies and gentlemen of the majority, but the reality is that with the removal of the ISF, which has led donors to disengage as a result of the disappearance of the tax benefits associated with this tax, and with the white year in 2018 due to the source levy, donors are totally tetanized. The most vulnerable populations, whether migrants or children in some disadvantaged areas, no longer have access to the benefits offered by the foundations, and this is a real problem. The fall of donations for foundations is also your responsibility, Minister.
ParlaMint-FR_2018-11-12-O1059.u744	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1059.u745	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u746	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u747	Same opinion.
ParlaMint-FR_2018-11-12-O1059.u748	Mr Marc Le Fur has the floor.
ParlaMint-FR_2018-11-12-O1059.u749	I am surprised, when we are dealing with a fundamental subject, to hear sneezing from some of our colleagues in the majority.
ParlaMint-FR_2018-11-12-O1059.u750	No, no, no, no, no, no, no,
ParlaMint-FR_2018-11-12-O1059.u751	This is a serious gift, ladies and gentlemen! The associations are doing a remarkable job. To achieve this, they need funding, and there is an interest in encouraging donors. Instead of being encouraged, they are disturbed by the various reforms that you have undertaken without explaining them, in particular by the source levy. I therefore invite you to take the utmost care. Let us, Minister, take advantage of this end-of-year period, where donations are logically the most significant, to at least try to reassure donors. We need it for many associations.
ParlaMint-FR_2018-11-12-O1059.u752	Mr Vincent Descoeur has the floor to support Amendment No. 66.
ParlaMint-FR_2018-11-12-O1059.u753	It tends to introduce a teleworking tax credit – as there was a new technology capital tax credit – that would allow companies to spend money on teleworking, which, let us recall, limits the movement of employees, hence the use of their vehicles, which should appeal to the majority and the Government.
ParlaMint-FR_2018-11-12-O1059.u754	I call Mr Le Fur to support Amendment No. 98.
ParlaMint-FR_2018-11-12-O1059.u755	This is one of the problems – there are many – posed by the levy at source: its cost to businesses. It ranges from 400 million euros, for the most moderate estimates, to 1 billion euros. It is linked to the modification of pay slips – which, moreover, become leaflets, since it must be pointed out that the Government is doing good things. One of the answers – because you still understood the problem, Minister – was to ensure that companies with less than twenty employees could entrust the collection of taxes to the USSRAF, the unions for the collection of social security contributions and family allowances, via the TESE, the title employment service company. Minister, I would like to know what the status of this case is. While it was discussed for some time, we are no longer talking about entrusting to the USSRAF the accompaniment activity of our companies with less than twenty employees. This development, alas, no longer seems to be relevant. What about it? We must at least ensure that our small and medium-sized enterprises, which already have their concerns, are not overwhelmed by the additional cost imposed on them.
ParlaMint-FR_2018-11-12-O1059.u756	I call Mr Le Fur to support Amendment No. 37.
ParlaMint-FR_2018-11-12-O1059.u757	The French do not know this, although it is quite surprising and it goes against the most elementary common sense: in France there are taxes on taxes. Thus, VAT is paid not just on the price of oil but also on the ICTPE; the VAT rate in force applies to the price of oil increased by the TICEP, which seems inaudible by our compatriots. The idea, in order to reduce the cost of energy, would be no longer to levy tax. Ladies and gentlemen, as Mrs Dalloz quite rightly said earlier, let us listen a little to those people who, calmly, while still wanting to be heard, put their yellow vest on the front board of their vehicle and thus send us a message. I'm surprised you didn't hear it, because that's the message of deep France.
ParlaMint-FR_2018-11-12-O1059.u758	I have before me two amendments, Nos 73 and 127, which can be discussed jointly. Mr Vincent Descoeur has the floor to support Amendment No. 73.
ParlaMint-FR_2018-11-12-O1059.u759	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u760	I call Mr Le Fur to support Amendment No. 127.
ParlaMint-FR_2018-11-12-O1059.u761	Since you want to maintain the steady increase in energy and fuel prices, try to find a formula in order at least to develop massively our public transport. This amendment is intended to apply to public passenger transport on a daily basis, i.e. to urban, departmental and regional public transport, including school transport and specialised transport for persons with disabilities, the VAT rate for basic necessities, which is not the case today. Words as contradictory as those you make are incomprehensible: you urge our compatriots, if they are not able to take their vehicles, to use public transport. However, they need to develop, including in less dense and less urban areas. However, if this development is to be significant, the VAT rates applied to them must be relatively low.
ParlaMint-FR_2018-11-12-O1059.u762	I call Mr Le Fur to support Amendment No. 252.
ParlaMint-FR_2018-11-12-O1059.u763	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u764	I call Mr Le Fur to support Amendment No. 253.
ParlaMint-FR_2018-11-12-O1059.u765	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u766	I have before me two identical amendments, Nos 31 and 171. I call Mr Le Fur to support Amendment No. 31.
ParlaMint-FR_2018-11-12-O1059.u767	I drop it off very regularly – on every occasion, I agree – and I will continue to do so. These are indeed donations, which were encouraged by the Labour, Employment and Purchasing Power Act 2007, known as "TEPA". The scheme of the time encouraged direct online donations, i.e. between parents and children, by providing for a substantial tax reduction. Unfortunately, this tax reduction, which applied up to EUR 160000, has been reduced to EUR 100000, which penalises donations, even though we have every interest in promoting them, so that people of a certain age can give to young people who will consume and invest. Another element that was, alas, abandoned in August 2012: until then, a new donation could be made every ten years; Since then, we must wait fifteen years. It is necessary to return to a system that promotes transmission, which is the family's own. It is a question of transmitting a heritage, but also values, behaviours, attitudes. It is for this reason that we want these family donations not to be discouraged, as is the case in the current system, but rather encouraged, as was the case before 2012.
ParlaMint-FR_2018-11-12-O1059.u768	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 171.
ParlaMint-FR_2018-11-12-O1059.u769	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u770	I call Mr Le Fur to support Amendment No. 99.
ParlaMint-FR_2018-11-12-O1059.u771	It is forbidden, only to be pleasant to you, Mr. President.
ParlaMint-FR_2018-11-12-O1059.u772	I have before me two identical amendments, Nos 32 and 172. I call Mr Le Fur to support Amendment No. 32.
ParlaMint-FR_2018-11-12-O1059.u773	It goes back to an injustice: the principal residence is now taxed more in terms of wealth tax than investments in stock exchanges. Indeed, since the abandonment of the ISF, the latter are no longer subject to taxation on the property, unlike the principal residence, which continues to be the subject of taxation under the IFI. It is true that this tax is very slightly reduced by a reduction of 30%, but the main residence is still taxed. The idea is, therefore, to stop taxing principal residences with a reduction of not more than 30% but 100%.
ParlaMint-FR_2018-11-12-O1059.u774	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 172.
ParlaMint-FR_2018-11-12-O1059.u775	Defendant.
ParlaMint-FR_2018-11-12-O1059.u776	I have before me six amendments, Nos 33, 174, 211, 125, 34 and 175, which can be discussed jointly. Amendments Nos 33 and 174 and 34 and 175 are identical. I call Mr Le Fur to support Amendment No. 33.
ParlaMint-FR_2018-11-12-O1059.u777	He will rejoice all those who are attentive to the defense of nature and the environment, who find, to complain, that natural spaces – that is, marshes, peatlands and moors – are taxed under the IFI, even though a stock market is not. These spaces, however, play a role in the preservation of the environment, because they are often water reservoirs as well as places for wildlife and flora. Even though they are sometimes taxed modestly, because their value is quite relative, they are nevertheless subject to the IFI, which in principle seems quite abnormal. You will grant me, minister, that we cannot at the same time take advantage of an environmental sensitivity and not at least avoid discouraging those who have the merit of owning these spaces and conserving them in the form of marshes or moors, instead of turning them into production areas. At least they must not be taxable under the IFI.
ParlaMint-FR_2018-11-12-O1059.u778	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 174.
ParlaMint-FR_2018-11-12-O1059.u779	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u780	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 211.
ParlaMint-FR_2018-11-12-O1059.u781	This, again with regard to the IFI, is a matter of exoneration of owners who permanently assign their land to farms by a long-term lease of at least 18 years. This would make sense to give visibility to the agricultural world, especially to the young farmers who are settling in.
ParlaMint-FR_2018-11-12-O1059.u782	I call Mr Le Fur to support Amendment No. 125.
ParlaMint-FR_2018-11-12-O1059.u783	The disappearance of the ISF means that stock market investments, i.e. the most volatile and speculative, to use words audible by all, are not subject to any taxation in property matters. On the other hand, as paradoxical as this may seem, land ownership, which can greatly contribute to the removal of a number of environmental problems, remains taxable under the IFI. That's quite surprising. Through my amendment, I denounce this mechanism.
ParlaMint-FR_2018-11-12-O1059.u784	Mr Le Fur, therefore, stand up to support Amendment No 34.
ParlaMint-FR_2018-11-12-O1059.u785	[[Smile]] Take your time!
ParlaMint-FR_2018-11-12-O1059.u786	I know that it bothers the mutes of the serail, but we will still continue, Mr President, to defend our amendments. Even if this is an amendment of withdrawal, I will not spare you the reading of his summary statement. As part of the ecological transition, the Government had made the fight against the artificialization of land a priority, but at the same time, taxation had never been so unfavourable to natural areas and unbuilt land. With property tax, the IFI, the most profitable asset class, i.e. financial investments, becomes the least taxed, while the least profitable, such as land or forest, are subject to tax. The taxation of unbuilt land is very high, with the application of the property tax on unbuilt property, the tax on expenses for chambers of agriculture, the DMTO, and various additional duties, for those whose assets exceed a certain amount, the IFI. You understand that this is neither audible nor understandable. As a result of this very strong taxation of unbuilt land, I submit this amendment to the sagacity of our colleagues, so that a certain logic and a certain hierarchy prevail, and that we stop systematically penalising the only stable heritage. The difficulty lies in the fact that the stable heritage, the one that cannot move, like the land or the building, is taxed, unlike the one that, in a certain way, can be globalized. So we are witnessing, in a way, the victory of nomads over sedentaries. I defend against winds and tides the second, those who have a heritage that will remain on our soil.
ParlaMint-FR_2018-11-12-O1059.u787	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 175.
ParlaMint-FR_2018-11-12-O1059.u788	He's forbidden.
ParlaMint-FR_2018-11-12-O1059.u789	I call Mr Le Fur to support Amendment No. 276.
ParlaMint-FR_2018-11-12-O1059.u790	It concerns the housing tax for secondary residences. So far, some logic has prevailed, with the application of this tax on principal residences and secondary residences. However, on a fairly close horizon, the housing tax will have disappeared in full for the principal residences, but not for the secondary residences. In addition, for the latter, the tax may be increased by 20% in tense areas. Under an amendment to the Finance Bill for 2017, it is now possible to replace this 20% increase rate with another rate of up to 60%. This applies in a number of cities, including in particular Paris, so that we will witness the surprising paradox of the disappearance of the housing tax on the principal residence and of a potentially very significant increase in the same tax on secondary residences. This is a source of injustice, you understand that. It is easy to tax secondary residences: those who live there are not, in general, voters of the municipalities concerned. I therefore invite you, ladies and gentlemen, to reflect on this point.
ParlaMint-FR_2018-11-12-O1059.u791	Mr Vincent Descoeur has the floor to support Amendment No. 55.
ParlaMint-FR_2018-11-12-O1059.u792	It aims to ensure that the place of work chosen is that of telework, which is therefore to be encouraged by this amendment. This would allow communities that have invested in third-party locations to benefit from the CFE, the business property tax.
ParlaMint-FR_2018-11-12-O1059.u793	I call Mrs Emmanuelle Ménard to support Amendment No. 261.
ParlaMint-FR_2018-11-12-O1059.u794	Its purpose is to defend our city centres, which were once the nucleus of an intense social life. Mailed to many local shops, they have been damaged by the large commercial areas that are proliferating in the peripheral areas. Of course, it is generally not the cities that suffer the consequences of this phenomenon, but rather the small and medium-sized cities. Major shops, such as bakeries and butchers, put the key under the door, which obviously has dramatic consequences. The Federation for Urban Planning and Specialized Business Development, PROCOS, estimates that 62 per cent of the city centres observed have a vacancy rate of more than 10 per cent, a limit considered critical for a city centre. When we see that these centres were only 10 per cent in 2001 and that this rate has therefore increased sixfold in a few years, we think that we need to act quickly. Several cities in the Occitanie region have thus taken up the problem with arms and seen their situation improve. This is particularly the case for the city of Béziers, which had one of the highest vacancy rates in the country and managed to gradually reverse the trend. Despite this advance, Béziers remains above the national average for its vacancy rate. It is therefore essential to encourage and strengthen this dynamic. That is why I propose to encourage the return of shops to the city centres by means of tax measures such as a tax for the revitalization of city centres. The idea is to implement disincentives for peri-urban areas whose city centres have commercial vacancy rates of more than 10 per cent. This is essential if we are to maintain the social life of our small and medium-sized cities.
ParlaMint-FR_2018-11-12-O1059.u795	I call Mr Le Fur to support Amendment No. 103.
ParlaMint-FR_2018-11-12-O1059.u796	I'll take it off.
ParlaMint-FR_2018-11-12-O1059.u797	I call Mr Le Fur to support Amendment No. 105.
ParlaMint-FR_2018-11-12-O1059.u798	Here I want to highlight a difficulty that may result from the disappearance of the TH, the housing tax. It must disappear by progressive third parties, in a way, for 80 per cent of taxpayers, but it will remain, in any case until 2022 – if I have understood the commitments made on this subject – for 20 per cent of them. There is nothing to prevent a municipality from substantially increasing this tax, which raises a real difficulty: a housing tax that would increase for a limited fraction of our fellow citizens, who would thus find themselves severely penalized, would be an injustice. The idea is therefore that, in this case, the housing tax cannot increase to a significant extent.
ParlaMint-FR_2018-11-12-O1059.u799	I call Mr Le Fur to support Amendment No. 100.
ParlaMint-FR_2018-11-12-O1059.u800	These are still the JAs, the young farmers. I insist, ladies and gentlemen, because we are witnessing a collapse in the number of new installations and we must find ways to stop this movement. The idea is to ensure that young farmers, or those who rent land to them, are degreased. If the beneficiary is a lessor, it would pass the discount on to the young farmer concerned. To date, only 50 per cent of the rebate has been paid by the State. I propose that he take full responsibility for it.
ParlaMint-FR_2018-11-12-O1059.u801	I have before me several amendments, Nos 111, 112, 113, 114, 115, 116, 117, 118, 204, 119, 120, 206, 121, 207, 122, 208, 123 and 209, which can be discussed jointly. Amendments Nos 118 and 204 are identical, as are Amendments Nos 120 and 206, Amendments Nos 121 and 207, Amendments Nos 122 and 208, and Amendments Nos 123 and 209. I call Mr Le Fur to support Amendment No. 111.
ParlaMint-FR_2018-11-12-O1059.u802	It relates to source sampling, which is a major problem. So far, things have been understandable: taxpayers paid their taxes and, at the same time, enjoyed possible tax credits or benefits. From now on, they will pay the tax immediately and will only benefit from these possible benefits the following year. The major difficulty, which the socialist government had seen, is that the treasury of the tax, in a way, will be entrusted to our compatriots, who will be reimbursed, but with several months or more than a year late. As early as January, a number of these tax benefits will be paid, calculated on the basis of previous years. The problem is that this return, a kind of tribute, but only partial, to the thesis that I am defending, will concern only four tax advantages, relating to rental investment, to EHPAD – residential institutions for dependent seniors –, to deductions for donations made by individuals and to tax credits for union dues. The idea of this series of amendments, which I will, of course, detail as we move forward, is to extend the return to all the tax advantages. Why were only the four advantages I listed retained? We don't know that much. According to some, this is because of a form of recurrence. I'll come back.
ParlaMint-FR_2018-11-12-O1059.u803	I call Mr Le Fur to support Amendment No. 112.
ParlaMint-FR_2018-11-12-O1059.u804	Fathers and mothers know this well: they can benefit from a tax reduction for their children's education. This reduction is modest, you will tell me, but for many families it is not negligible: it amounts to 61 euros when the child is in high school, 153 euros when he is in high school and 183 euros when he is in university. If this benefit is maintained – perhaps you will confirm it to me, minister – it will not take place in advance in January. Why? I don't know. The recurrence is indeed total: a child stays in college for four years, before entering high school and then often at university. Several thousand families benefit from this tax benefit, which is expected to be reimbursed in January or February 2019.
ParlaMint-FR_2018-11-12-O1059.u805	I call Mr Le Fur to support Amendment No. 113.
ParlaMint-FR_2018-11-12-O1059.u806	[["Ah! » on several benches of the LaREM group]] To be pleasant to you, Mr. President, he is defended.
ParlaMint-FR_2018-11-12-O1059.u807	[[Mrs. Amélie de Montchalin comes to sit next to Mr. Marc Le Fur]] I call Mr Le Fur to support Amendment No. 114.
ParlaMint-FR_2018-11-12-O1059.u808	[[Smile]] Despite the pressure placed on me by the leaders of the Republic Group on the move, I must defend my amendments, because I am here to do so. If we are not necessarily heard, we have the right to express ourselves! The idea here is to extend the benefits that I have brought to forest investment. This is not a major amendment, I agree, but we must, in one way or another, find the concomitance between the payment of the tax and the benefit of the tax advantage.
ParlaMint-FR_2018-11-12-O1059.u809	[[Smile]] I call Mr Le Fur to support Amendment No. 115, without being distracted by the cadres sitting next to you.
ParlaMint-FR_2018-11-12-O1059.u810	[[Smile]] I shouldn't, but I'm being disturbed. The amendment is not allowed.
ParlaMint-FR_2018-11-12-O1059.u811	I ask for the floor, Mr. President!
ParlaMint-FR_2018-11-12-O1059.u812	We are in the middle of a joint discussion, Minister;...
ParlaMint-FR_2018-11-12-O1059.u813	[[Smile]] A discussion on its own, rather!
ParlaMint-FR_2018-11-12-O1059.u814	[[Smile]] It's not a discussion, it's an anonism session!
ParlaMint-FR_2018-11-12-O1059.u815	I will give you the floor once all the amendments have been defended. I call Mr Le Fur to support Amendment No. 116.
ParlaMint-FR_2018-11-12-O1059.u816	I am anxious to hear the minister's answer, and I will simply say that this amendment is not being defended.
ParlaMint-FR_2018-11-12-O1059.u817	I call Mr Le Fur to support Amendment No. 117.
ParlaMint-FR_2018-11-12-O1059.u818	Another very sensitive problem is going to arise with these advances, minister, perhaps not immediately, but rather quickly: families will benefit from the tax refund, 60% in January or February and 40% in September, on the basis of elements resulting from the 2018 return, in respect of revenues collected in 2017. A taxpayer who, for example, enjoyed a dependent child tax benefit in 2017, may no longer benefit from it, since the child grew up; so that he will receive the down payment when he is no longer eligible for the related benefit. It will therefore be necessary to make a reversion in respect of an overperceived one, each of which measures the very sensitiveness. I urge you, minister, to be very careful.
ParlaMint-FR_2018-11-12-O1059.u819	I call Mr Le Fur to support Amendment No. 118.
ParlaMint-FR_2018-11-12-O1059.u820	I hope that a tax measure well known to our compatriots will also give rise to the payment of the down payment: the energy transition mechanism. This amendment, I believe, would make some sense. The other difficulty, on which I would like to insist, is that people will hear that they should receive a down payment. A family in which a child was born in 2018 has to pay a fee – nursery or kindergarten assistant. She'll expect to get the down payment, but not at all! Since the child was only born in 2018, it is not included in the 2018 returns – which relate to 2017 income – that may be eligible for this advance payment at the beginning of 2019. These people will therefore be very disappointed, and the same difficulties will arise in many other areas. So I invite each other to reflect.
ParlaMint-FR_2018-11-12-O1059.u821	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 204.
ParlaMint-FR_2018-11-12-O1059.u822	Defendant.
ParlaMint-FR_2018-11-12-O1059.u823	I call Mr Le Fur to support Amendment No. 119.
ParlaMint-FR_2018-11-12-O1059.u824	Defendant.
ParlaMint-FR_2018-11-12-O1059.u825	I call Mr Le Fur to support Amendment No. 120.
ParlaMint-FR_2018-11-12-O1059.u826	The objective is to ensure that the advance also covers tax benefits related to the principal residence.
ParlaMint-FR_2018-11-12-O1059.u827	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 206.
ParlaMint-FR_2018-11-12-O1059.u828	Defendant.
ParlaMint-FR_2018-11-12-O1059.u829	I call Mr Le Fur to support Amendment No. 121.
ParlaMint-FR_2018-11-12-O1059.u830	Defendant.
ParlaMint-FR_2018-11-12-O1059.u831	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 207.
ParlaMint-FR_2018-11-12-O1059.u832	Defendant.
ParlaMint-FR_2018-11-12-O1059.u833	I call Mr Le Fur to support Amendment No. 122.
ParlaMint-FR_2018-11-12-O1059.u834	Defendant.
ParlaMint-FR_2018-11-12-O1059.u835	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 208.
ParlaMint-FR_2018-11-12-O1059.u836	Defendant.
ParlaMint-FR_2018-11-12-O1059.u837	I call Mr Le Fur to support Amendment No. 123.
ParlaMint-FR_2018-11-12-O1059.u838	It concerns a very sensitive sector: organic farming. We have already had this debate, I know, but then we have not been convincing enough; I hope we will be this time. The tax credit for organic farming does not benefit from the advance payment made in January; I wish he could. This is important because organic farming suffers from considerable delays in the payment of the various national aids, as a result of a failure of the ASP, the Agency for Services and Payment. Adding the organic farming tax credit to the list of tax reductions and credits eligible for the deposit is one of the ways that we can compensate for these delays, even if the two subjects are not directly linked. This would allow organic farming to have a cash payment as early as January. I repeat, we have already talked about it, I know it, but I see that we have not been listened to. Political life, parliamentary life are made of pedagogy, art of repetition. It is sometimes necessary to repeat one another in order to be finally heard.
ParlaMint-FR_2018-11-12-O1059.u839	Mrs Marie-Christine Dalloz has the floor to support Amendment No. 209.
ParlaMint-FR_2018-11-12-O1059.u840	Defendant.
ParlaMint-FR_2018-11-12-O1059.u841	What is the opinion of the committee on all these amendments?
ParlaMint-FR_2018-11-12-O1059.u842	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u843	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u844	With all due respect for Mr Le Fur's parliamentary work, I would like to draw his attention to the fact that, for several hours now,...
ParlaMint-FR_2018-11-12-O1059.u845	We listen to him religiously!
ParlaMint-FR_2018-11-12-O1059.u846	... it defends amendments which, without a lack of interest, are part of a debate on taxation in which the Government and the rapporteur-general have said several times that they do not want to enter, since other texts await us which will allow us to do so. I am telling MP Le Fur with all the friendship and even the affection I have for him, as he knows well, we have 1300 amendments to consider on the non-attached articles, which could take us to the night of Saturday to Sunday, if our debates keep pace. In addition, a new reading of the PLFSS is coming, as well as a new reading of the PLF, which will lead us to December. In short, with these various financial texts, there will be opportunities to have discussions on taxation and to discuss the substance of your amendments, Mr Le Fur. We can, of course, continue the discussion and conclude it within one to two hours with this debate, which does not bring much to our reflections, it must be said. I'll tell you things, without any provocation. I regret that, in considering the finance bill, you tabled roughly the same amendments; We have answered a large part of them, and I remember very well in particular the debate that we then had, once again, on the collection at source. Then you were absent the following four days – which is your strictest right, I am content to make you observe it. There are many members of the Finance Committee here, who tend, wherever they sit on the benches of the Assembly, to be present there; If you make sure that we have the same debate on Saturday night because you will keep us company, it will be with great pleasure!
ParlaMint-FR_2018-11-12-O1059.u847	There!
ParlaMint-FR_2018-11-12-O1059.u848	But if you want us to discuss at another time your tax amendments, which will of course be able to find a place in a new reading of the PLF – you have my word as minister and you know I have it – it could be more interesting for all of us; We could then agree to abbreviate tonight's debate.
ParlaMint-FR_2018-11-12-O1059.u849	Bravo!
ParlaMint-FR_2018-11-12-O1059.u850	I propose it for reasons of method, in accordance with your work, which I do not think will serve your amendments, since, as you will have noticed, we are merely discussing the budget. [[Applause on a few benches of the LaREM group]] The Government is therefore opposed to all the amendments, past, present and future.
ParlaMint-FR_2018-11-12-O1059.u851	Mr Marc Le Fur has the floor.
ParlaMint-FR_2018-11-12-O1059.u852	I would have preferred the minister to answer on the merits. However, his remarks concerned only a procedure which he himself had just invented. We are in the act of amending finance. There is no indication, either in the Constitution or in any organic law, that such a text should be confined to a debate on credits; tax issues can be dealt with perfectly.
ParlaMint-FR_2018-11-12-O1059.u853	Yes, yes, of course.
ParlaMint-FR_2018-11-12-O1059.u854	And that's what I do. I am merely exercising my rights and, dare I say, doing my duty, relaying certain concerns. You do not want to answer me, minister – or rather answer us, because it is not just about me,...
ParlaMint-FR_2018-11-12-O1059.u855	In this case, if...
ParlaMint-FR_2018-11-12-O1059.u856	...which would have been derogatory. However, the task of a minister, like a rapporteur-general, is to respond to the authors of amendments.
ParlaMint-FR_2018-11-12-O1059.u857	For the eighteenth time?
ParlaMint-FR_2018-11-12-O1059.u858	There are other places to do it.
ParlaMint-FR_2018-11-12-O1059.u859	[[Laughs]] You blame me for the repetitions in relation to other debates. I don't deny them – for some, anyway. However, in my view these debates have not been closed. The proof: our amendments have not been adopted! We will therefore continue our consideration of the amendments. If we had seen a different attitude of responding to the substance, the attitude of the author of the amendment could also have been different.
ParlaMint-FR_2018-11-12-O1059.u860	I call Mr Le Fur to support Amendment No. 254.
ParlaMint-FR_2018-11-12-O1059.u861	Defendant.
ParlaMint-FR_2018-11-12-O1059.u862	I have before me four amendments, Nos 9, 147, 10 and 146, which can be discussed jointly. Amendments Nos 9 and 147 are identical, as are Amendments Nos 10 and 146. I call Mr Le Fur to support Amendment No. 9.
