ParlaMint-NO_2018-03-07.ana.ud465e28	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2018-03-07.ana.ud465e1352	I thank you for your answer. The argument previously used by the Council of State is that this should be at the best of the child. What's important here is that what's best for the child must be wanted – not that you can only be born by someone. For the Workers' Party, it is important that a child is given a safe home, regardless of whether you live in a home with foster parents, co-parents, adoptive parents or any other composition. In 2018, there will be different types of homes. What I ask and want to ask the minister is whether living with and knowing their genetic origin is the best thing for the child, or whether it is a strong desire.
ParlaMint-NO_2018-03-07.ana.ud465e1363	I think we fully agree that for a child the most important thing is to have safe adults. Therefore, the Right’s starting point in this discussion is that, regardless of the method used to give birth, a child should never be questioned. There is a cross-political consensus in Norway that one should not allow surrogati, but all children born through surrogati should, of course, be equally welcome and receive the same support as all other children. It must, of course, be possible to have a discussion — both medically and ethically — of which methods are acceptable. This is the current discussion in the Right. But this is definitely not about the basics, about all children having a good upbringing. And then it's part of the children's convention that children have the right to know their genetic and biological origin.
ParlaMint-NO_2018-03-07.ana.ud465e1368	The child will have more opportunity to know its origin if we allow this at home in Norway than if women need to go abroad to get this help. We know that's approx. 1000 women who have been in other countries and have received help from a foreign donor. As long as we do it in Norway and get it regulated, the more likely the child is actually getting to know its origin. I'm curious why the Council of State will allow sperm donation and not egg donation because of the parent's relationship with the child, when no biological connection or genetic connection to the child is obtained by semen donation at all. So once again, is mom more important here?
ParlaMint-NO_2018-03-07.ana.ud465e1375	No, Mother is not more important, but as I described in my first answer, however, a different situation arises in egg donation than in semen donation, which is part of the discussion. It is quite correct, as also emerges from the Storing Communication, that by allowing egg donation, there are likely to be a few more women who are able to carry out egg donation in Norway. However, there is no reason to believe that all women who wish to have egg donation carried out in Norway, thus receiving an offer in Norway, for Norway is strictly related to the international conventions relating to the transmission of germ cells. This means that, in reality, there will probably not be access to donor eggs to the extent that it will be needed. Therefore, although egg donation would be permitted in Norway, many would have to travel abroad to obtain that offer.
ParlaMint-NO_2018-03-07.ana.ud465e1392	This question has been postponed until the next Question Time, when the Minister for Foreign Affairs has gone away. So we go to question 12.
ParlaMint-NO_2018-03-07.ana.ud465e1402	‘According to the Evening Post, Nav has launched more than 216 000 measures for approx. 40,000 Northmen with Somali background. Despite this, they work with a Somali background less and have lower education and living conditions than other groups in Norway. Profo-scientist Jon Horgen Friberg believes Nav has spent money on a series of pointless courses. How can it be that the Minister of Labour does not conduct a more targeted policy to qualify more people for work so that they can support themselves and their families?’
ParlaMint-NO_2018-03-07.ana.ud465e1409	Many Somali immigrants face major challenges in entering the labour market. Many have problems exploiting educational and qualification services, including: as a result of illiteracy. A significant proportion of the adult Somali immigrant population is more vulnerable in terms of poverty, poor housing and poor health. Many therefore rely on public benefits. This applies not only to Norway but also to other western countries. Labour market measures shall include, inter alia: contribute to the qualification of participants in the labour market. The government has taken a number of measures both to strengthen individual opportunities in the labour market and to reduce the perceived risk of employing vulnerable groups. We have strengthened the provision of basic skills and Norwegian training through the AMO and established a two-year vocational training scheme for people with weak formal qualifications. This training may provide formal secondary competence, in particular in the professional field. However, many Somali immigrants need more extensive qualifications than the training measures in Nav can offer. Last year, a report showed that the introduction programme contained too little truly qualifying instruments and that the results varied considerably from municipality to municipality. This takes the government very seriously. We will therefore give priority to the work of speeding up the entry of migrants with a refugee background by stimulating work and making demands. The Minister of Knowledge and Integration will reform the introduction programme and introduce clear expectations for good results and more labour-oriented actions. It shall be easier to acquire the necessary competences in the context of the introduction programme. It is necessary to cooperate across sectors in order to facilitate the combination of participation in the programmes with regular work, the renewal and improvement of Norwegian training and the provision of a good basis for learning and participation in working and social life. The State of work and welfare shall participate in this cooperation with the municipalities on the implementation of the individual introduction programme. The government has also taken the initiative of a broad inclusion framework with the aim of bringing vulnerable groups into work. Several actors will contribute to the effort, not least employers.
ParlaMint-NO_2018-03-07.ana.ud465e1422	During the previous period, the government presented in two key messages a number of measures to strengthen the work of qualification for work or education. Many of the measures have now been explained by the Minister of Labour. However, when Nav implements 216 000 measures for approx. 40,000 Norwegians with Somali background feel that she has succeeded in getting Norwegians with Somali background into work?
ParlaMint-NO_2018-03-07.ana.ud465e1427	As far as I understand from the Evening Post, this measure is implemented in the period 2002–2017, i.e. over a 15-year period. There's a lot that's happened over the 15 years. The introduction programme was introduced in 2004, was well, and has worked since 2004, and that is what has now been evaluated. Now you can see that it doesn't work well enough, and that's why the government has announced a reform of the introduction program. In addition, we presented a Nav message in 2016, where we show that we need to turn Nav more towards work than what has been before. We've cleaned up the portfolio of measures, we've cleaned up and simplified the regulations. We have also taken several new measures to reach the target group that we have not met in a good enough way in the past. There have been too many measures that have not produced sufficient results. We've mismeasured Nav. We have measured Nav based on the measures implemented and not on the results implemented. Everything that's changed now.
ParlaMint-NO_2018-03-07.ana.ud465e1434	Fafo submitted an evaluation of the introduction programme in autumn. Fafo concluded that the measures in the scheme do not adequately qualify participants for what is required in the Norwegian labour market. Now the government is going to review the introduction system and bring new solutions and improvements. At the same time, the government said before Christmas that during 2018, 27 people will be finished in the introduction scheme and will go to work or education. They cannot wait for a reform of the introduction system; they are going into work and education now. Has the Council of State done enough to ensure that those who leave the introduction programme this year will get to work or in education?
ParlaMint-NO_2018-03-07.ana.ud465e1439	I'm going to be careful to have too many opinions about the introduction program, it's under another state council. But what the evaluation shows is that the scheme has not worked well enough. That is also the background for us wanting to reform the entire introduction programme. What I'm responsible for is to make Nav work better, to get action that works better for the target audience that is meant to reach. One of the important things about what we have done is that we opened up to get Norwegian training as a response. You couldn't do that before. We have opened up so that education could be taken as an action. You haven't been able to do it the same way before. And we now have more use of wage subsidies in ordinary activities, because we see that there are measures that work better to get people to work. But of course, we still have to work to simplify and improve Nav and make sure that they are more capable of qualifying people for work. That's where I think we're on the right track. And with this reform of the introduction programme in addition, we will achieve the objectives in an even better way.
ParlaMint-NO_2018-03-07.ana.ud465e1447	My question is, "30. In January 2018, Drammen’s Official Journal had a disturbing article about many young nurses aged 20 to 30 at Drammen Hospital who are unable to work fully due to the widespread use of the work environment regulations regarding working time and rest periods. Will the Council of State take the initiative to review legislation and practices in order to facilitate a full-time culture in our hospitals?’
ParlaMint-NO_2018-03-07.ana.ud465e1454	I agree with the representative that working time arrangements in the health and care sector must be such that conditions are conducive to a long and good professional life for health workers. At the same time, hospitals must be operated in such a way as to ensure good health care throughout the day and throughout the year. This is a very central and very important welfare offer for the Norwegian population. The specific working time arrangements in hospitals will be established through cooperation between employers, employees and their trustees. It is the employers and the trustees who know the situation of the individual workplace the best and who know what requirements result from the operation of the individual hospital. It is also possible to take account of the specific needs of some workers at work locally. If the working time arrangements require exceptions to the general rules of the law, they are currently implemented by agreement between the employer and the trustees. It may be done either at individual workplaces or with central organisations where the derogations are extensive. I assume that the employer, in cooperation with the parties involved in the work on tour plans, assesses the risks arising from the scheme, e.g.: in the case of night work and rest periods. The government will facilitate a full-time culture in Norwegian working life. The proportion of persons working part-time is highest in health and social services, trade in goods, education and in service professions in the state and municipal sectors. It is therefore very positive that municipalities and the health sector are actively working on this issue, such as: Kristiansand municipality has ambitions about when they now say that the positions to be published should be 100 % jobs. I would also like to mention that every moment, i.e. before Easter, the government will promote a legislative proposal to strengthen the provisions of the Working Environment Act on the right of priority for part-time employees to an extended position rather than new employment. This has been discussed by the representative Christoffersen and I in the past, and now this proposition is on its way to Stortinget.
ParlaMint-NO_2018-03-07.ana.ud465e1467	I thank you for your answer. I registered that the Council of State paid great attention to the fact that what we are talking about here is something that needs to be agreed locally. Now the tour described in Drammen is legal in the light of the Working Environment Act, but only in the case of the exemption rules. Trustees say that they do not actually have a real opportunity to discuss and that the tour deals are completed by the employer. On several occasions, the Council of State has expressed concern that sick leave does not go down quickly enough. She wants a pension scheme that encourages her to work longer. Research shows that short rest and frequent shifts provide increased sick leave. On average, nurses are on the job until they are 57 years old, and poorly organized turns affect female health in a negative direction. Will the Council of State take the initiative in tripartite cooperation, for example: in the context of a new IA agreement, for a better and more health-promoting organisation of the turn for nurses and other health-care professionals, where trustees are also effectively involved?
ParlaMint-NO_2018-03-07.ana.ud465e1474	It is the management of employees and their trustees in hospitals who are responsible for the development of sound tours, tours that take care of patients’ needs for day-to-day health care, but who, of course, also care for the health, environment and safety of employees – I kept saying – at work. Local care must be taken within the provisions of the law, regulation or collective bargaining agreement. There are different levels of where exceptions can be agreed, etc. Yesterday I had a meeting with the social partners of the Employment and Pension Policy Council, where we discussed a possible new IA agreement. The IA agreement expires during 2018. This means that 2018 is the year of any renegotiation of a new agreement. We have also agreed on how to proceed with this. I feel that there is a great interest in continuing to have an inclusive employment contract in some form. But I've also experienced that there's a lot of interest in changing it, just to see if we can reorganize it in another way in order to fulfill our intention in a better way than the results have shown so far.
ParlaMint-NO_2018-03-07.ana.ud465e1481	I thank you for your answer. I notice that the Council of State refers to the law and regulations. It's not something that's hogged down in the rock, it's something to do with. I also point out that as late as April 2016, when treating the gender equality message, the Right-wing-Fremskritsparti-regierung and the majority of the population said no to a proposal from the Workers' Party that the government should require health companies to reduce the use of part-time work. I had a certain hope when I saw the Jelaua platform, where the government says it will actually work for a full-time culture in the workplace. But what the Council of State then primarily addresses to the management of the individual hospital and the negotiations there leads to figures such as: from Vestre Viken HF in 2017: Of 290 announced positions were only 37 pst. full-time positions: is the Council of State a good starting point for ensuring the necessary recruitment for the health and care professions in the future, in line with what is actually on the Jeløya platform?
ParlaMint-NO_2018-03-07.ana.ud465e1488	No, it is quite obvious that it is difficult to obtain a full-time culture if employers – municipalities and hospitals – release small job breaks. This is the background to the government's desire to strengthen the preference of employees to a better position when they are published. That proposition will come before Easter. Then Stortinget will have the opportunity to discuss it there. Recruitment to hospitals is difficult if job breaks are small, and it is clear that by strengthening the preference of employees for jobs, the possibility of getting more jobs is also increased. It is also important that municipalities, which are a large employer in these sectors, also look to Kristiansand and what they intend to do there, namely that posts to be published in the future should preferably be 100 % jobs. Here, municipalities, which are a large employer, have to take their responsibilities and publish larger job homes than many people do today.
ParlaMint-NO_2018-03-07.ana.ud465e1498	I would like to ask the Minister for Employment and Social Affairs the following questions: ‘In January 2016, the Government of a regulatory change removed the possibility of providing action grants to young people between 16 and 18 years of age. There would have been a limited amount of up to NOK 4000 per month as an incentive for those who fall out of school to participate in active measures. This is followed by reports of those who work to prevent exclusion among young people in, for example: The Groruddalen in Oslo, that they lack an important tool to work with young people who are at risk of having problems with crime, drugs and so on. Will the government reconsider this amendment?’
ParlaMint-NO_2018-03-07.ana.ud465e1507	The representative points to an important dilemma. On the one hand, action money may be an incentive to participate in actions from Nav, and on the other hand, the possibility of receiving action money may be sufficient to ensure that young people who are already at risk of dropping out of secondary education do so. Many young people who come to the Nav office have not completed their secondary education. The Nav Office cooperates closely with school and follow-up services to enable more people to complete the training. It is important that this cooperation works well and that the instruments are well suited for the follow-up of this group. The 18-year threshold for receiving action money was introduced because action money could be perceived as an incentive to leave secondary education to participate in Nav actions and receive action money. Unlike participation in labour market measures, there are no immediate economic incentives linked to participation in secondary education. Furthermore, it is stated in the Children’s Act that young people under the age of 18 should be cared for by their parents. This, together with the desire to increase implementation in secondary education, became crucial to setting 18 years as the age limit for receiving action grants. The government will prevent young people from becoming passive. We believe that early and good follow-up is important to capture young people and ensure that they get into education or work. The government’s new youth effort is a systematic strengthening of the work and welfare seat’s follow-up of young people. We have strengthened the allocation of human resources in the Working and Welfare Session for the follow-up of young people with a total of 100 million. kr in the last two years. Together with the introduction of a statutory activity obligation for social welfare beneficiaries under 30 years of age, these Nav offices support the follow-up work of vulnerable young people across state and municipal areas. It also provides an improved basis for cooperation with education authorities on the follow-up of young people outside of work and education. It is important that Nav’s instruments are adapted to the needs of users, so that Nav can help young people and others in the best possible way. This means that we need to constantly consider the need to make adjustments. So far, there is nothing to suggest that the introduction of the 18-year threshold for action money is particularly problematic.
ParlaMint-NO_2018-03-07.ana.ud465e1520	I thank the Council of State for the answer. What I think is regrettable is that it is the same as was said when this was implemented in 2016. I have asked about it earlier in Stortinget and had hoped that, after a few years, you were now able to see the problems it creates. I have visited those who work with outreach services to these young people who fall outside, in other words, all urban areas where this is most relevant in Oslo, and everyone says it without a doubt is such that the $4,000 in pocket money you could get for action money to be involved in action is not an incentive in the way governments talk about it. On the contrary, for those who have fallen out of school, and who are far from being able to get back there, getting up in the morning and taking action will make it possible for them to get their lives straight and get back to school easier. I'd like to ask if the Council of State doesn't see the side of this, that being a part of something and not just going without anything to do with is important for these young people. It's a fact that in some parts of Oslo, 40-45 pst is dropped. Out of school. You can't just say that everyone has to go to school, dot. You have to have an alternative.
ParlaMint-NO_2018-03-07.ana.ud465e1529	There are dilemmas in this area. I was a City Councillor in Oslo at the time this was introduced, and then I heard the opposite of the representative from Bohemia, which is a concern that vulnerable young people are being withdrawn from school for the $4,000 of action money, that it became an important part of both the young people's and perhaps even the families' economy. So this can go both ways. If you give young people $4,000 to quit school, there's a risk that the threshold for leaving school is lower. We're dedicated to keeping young people in school, of what's going on to keep them in school, and making sure they get high school education, and so on, they're better equipped to handle their adult life. Nav counsellors at school are an important tool that we are trying out just to see if it can help keep young people in school. Different training measures directed by Nav to get the young people back to school, I think, are important. The obligation of activity is important and the threshold of absence is important. We have to spend all our resources keeping young people in school and not having measures that draw them out.
ParlaMint-NO_2018-03-07.ana.ud465e1536	I fully agree with the Council of State that it is important to keep young people in school and do everything for it, but unfortunately the large percentage that falls out, and that falls out for long periods – many people don't come back to school – we can't just go and look at it. We need measures that can involve them in activity. I would like to point out that in Oslo in 2016 and 2017 – without claiming that I have proof of a direct relationship – after the action money for this age group we are talking about was liquidated, juvenile delinquency has increased by 25 pst, respectively. and 20 pst. in those years. This is just one of many measures that can help bring those who are subject to this type of influence into activities. But I think all sectors need to prevent and help to see what you can do, and not that the police should do the job alone. I wish the Council of State would take a closer look at this, because it's about young people who have a long distance from going to school and who have been falling out for a long time, as the follow-up teams recruited for these schemes. They're talking about that only in the Groruddalen is there 200 current... [[President clubs]]
ParlaMint-NO_2018-03-07.ana.ud465e1545	Time's up.
ParlaMint-NO_2018-03-07.ana.ud465e1550	Yes, it is true that youth crime has increased from 2016, in fact also from 2015, but so has the school implementation rate. The increase in implementation rate is an important signal to take with it. I believe that what is crucial now is that we take care of the young people we are talking about, who are initially exposed – many fall out of school and have few formal qualifications. When we can't qualify them in youth, they're going to have big challenges when they get older. They don't want a foundation wall to build their future on. We must avoid having measures and initiatives that draw them out of what is to lay the foundation for the rest of their lives. I would also like to remind you, if I do not remember completely wrongly, that this very scheme created the concept of ‘navers’.
ParlaMint-NO_2018-03-07.ana.ud465e1557	Question 8 will be processed now.
ParlaMint-NO_2018-03-07.ana.ud465e1565	This question, from the representative of Tore Hagebakken to the Minister for Health, will be answered by the Minister for the Elderly and Public Health, who will address the issue.
ParlaMint-NO_2018-03-07.ana.ud465e1570	‘Before that, one of the daughters’ tasks was to care for the elderly in the family. Today's daughters are usually in full employment, but still bear the main responsibility when mother or father needs care. In 2014, NOVA showed that a woman with a son would receive 25 percent more public care than if she had had a daughter – 120 minutes more a week. What has the Council of State done to ensure that everyone is given equal care, regardless of the gender of their children, and what will he do to ensure that women do not have to take greater responsibility for relatives than men?"
ParlaMint-NO_2018-03-07.ana.ud465e1577	The family is an invaluable resource — both for their immediate loved ones and for the health and care services. It can also be called a renewable resource if well-preserved. The voluntary and mainly family-based care is almost the size of the municipal care service. Regrettably, this will not happen in the coming years. Old parents and nursing family members need care from their neighbors, and society depends on the efforts of its relatives. We need to support and relieve the relatives and make it possible for the family to have the opportunity to combine professional activities with care for their families. In this way, we take care of the relatives as a resource – also in the future. This government has already done a great deal to strengthen the situation of the relatives. A new provision of the Health and Welfare Act came into force on 1 October last year. It gathers and clarifies the municipality's responsibility for relatives who have a particularly burdensome care job. Health and care are becoming more and more attractive to ask the user: What is important to you? The new obligation implies that this question is also to be asked to the relatives. We need more knowledge about what users and relatives think about care services. We hope to get a good answer to that in the national user and family survey that we are going to conduct. One of the main goals of the reform Life throughout life is to ensure that relatives are not worn out and that they can contribute to their loved ones. I will come back to the content of this reform in a separate big message during the spring. So a little bit to the concrete thing that the representative here is dealing with, this with the gender difference in terms of use. I believe that much of this also has to do with attitudes within the close family of the individual elderly, and how you might expect the girls to take more responsibility than the boys. While it is difficult to legislate for attitudes, we have to work with attitudes that there should be a full-time culture, that everyone should be able to participate both in normal day-to-day work and shift work, regardless of gender, and at the same time be able to participate in care work at home. Health and care services shall be provided as necessary. It is therefore not possible for older people who have daughters as relatives to receive less care from the public if the need for help is the same. In the government platform, we have announced that we will present our own related strategy. The fact that there are different expectations for the care of men and women, and what will be important to ensure that women are not charged with greater responsibility than men, can be a topical issue in this strategy.
ParlaMint-NO_2018-03-07.ana.ud465e1594	Thanks for the answer. I perceive the council there that she will take this, but I must be allowed to ask a little further. I think flexibility will work well. So how does the Council of State feel that it can better organise care provision to become more flexible? For today, most relief schemes are adapted to daytime, for example, day-time demented activities. There is little variation in the offer for those who have relatives who work shifts, as on evenings and weekends, as one in many typical women's girls just do. This can lead to a reduction in the amount of work and a reduction in the rate of retirement. How can a person ensure that relief services for relatives are not only in the daytime but also take greater account of people working shifts?
ParlaMint-NO_2018-03-07.ana.ud465e1603	I think the representative here is very important, because we want a smooth transition, and we want a closer cooperation with the different professional groups, whether a working day or working shifts. Putting the patient, or the elderly, in the centre is the goal of this government and much more to be able to ask the individual what he or she needs. Then it should not be that one is locked to get good services only if one has normal daytime work. So these are the things I want to take with me when we're going to present the related strategy gradually – look at how we can achieve cooperation, be more flexible and have a broader approach to addressing the challenges related to the issues that the representative addresses. I think it's very relevant and important questions.
ParlaMint-NO_2018-03-07.ana.ud465e1610	The Council of State responses give great cause for expectations of the coming message and for an active follow-up of relatives in the context of the national strategy that one of the government platforms has said should come to. So once again, that gives cause for great expectations, because this is very important for us to succeed in having enough hands in the future. However, I would like to ask: what will the government do to highlight these challenges and promote equality for women who are related and who care for the elderly and the sick no matter what they work with and where they work?
ParlaMint-NO_2018-03-07.ana.ud465e1617	I referred in my main post to the fact that we are now conducting a national user and family survey that will also give a hint of where the shoe is pressing, and what a person feels out there is difficult to get the ends to meet, to give a good care. There's going to be a pilot this March, that's this month. Thereafter, the Public Health Institute shall validate the issues and analyse the results of the survey of the pilot municipalities that entered the project in December 2017 and with recommendations for further operation and work on the survey. I think we'll gain a lot of experience and a lot of knowledge when we get these answers in place. Those who work actively with this will certainly come back, because they know where the shoe prints.
ParlaMint-NO_2018-03-07.ana.ud465e1624	We're now going to question 15.
ParlaMint-NO_2018-03-07.ana.ud465e1632	My first question to the Council of State is as follows: ‘What kind of carrots will the Council of State use to improve working hours for elderly people, so that we get less sick leave, more whole jobs and more staff able to stand longer in the job?’
ParlaMint-NO_2018-03-07.ana.ud465e1639	I must first point out that during the interview with the Fädrelandsvennen – the regional newspaper down in the South, to which I suppose the representative is aiming – I did not use the terms ‘better turn’ or ‘fight’ and that these terms are for the newspaper’s own account. My starting point is to provide the best possible care services. Research shows that large numbers of small jobs in this sector lead to a deterioration in quality of service and inefficient services. The quality of services is reduced when users have to deal with many employees, important information is lost in shifts, many small job rates make it difficult to recruit skilled workers, and, not least, the provision of only part-time jobs has a negative impact on young people’s educational choices. On the other hand, many part-time jobs are selected on a voluntary basis, and the possibility of working part-time is likely to be an important cause of the high level of participation among women in Norway. At the same time, small jobs provide unworthy jobs for workers who depend on a fully-fledged and, not least, predictable job situation in order to obtain adequate wages and pensions. The shift/turnus sample concluded that one of the main reasons for the high part-time proportion of turn-around workers is that there is a high demand for labour during weekends when the tour plans are usually scheduled every three weekends or less frequently. Furthermore, the sample expressed that what appears to be central to reducing time use is that the weekend frequency of the rotational plans should be increased. In this work we need, among other things. alternative rotational arrangements agreed between the social partners, based on volunteering and based on the needs of the sector. These included: therefore, in 2015, the government amended the Labour Environment Act and opened up the possibility for the parties locally to make it easier to make arrangements up to 12.5 hours. This way you can, for example: plan long shifts on weekends and therefore meet the need for Sunday work without working several weekends. I know that there is a lot of good work in the municipalities to reduce the proportion of part-time, but this does not seem to be enough. The Working Time Committee pointed out that the problems related to the health and care sector have been known and discussed for many years, but that the parties have not been able to find a solution. I understand – and I understand very well – that the part-time issue in the care services is complex, and I am interested in having a dialogue with the social partners to take a closer look at this.
ParlaMint-NO_2018-03-07.ana.ud465e1656	Many municipalities are now attempting to roll out increased basic staff in the care of the elderly. This includes, among other things: Rana municipality gave good results at Gruben hospital, and they are now looking at an extension to several parts of the municipality. With increased basic staffing, you can get a better working day for employees, better quality for users, more full time and less sick leave. My question will then be: Will the Council of State facilitate increased basic staffing in the care of the elderly?
ParlaMint-NO_2018-03-07.ana.ud465e1661	The most important thing for me now is to look at a flexibility that preserves the user in the center. If that means that one should increase the basic crew, if that means that one should open up to this with flexible alternative turns, as I have expressed a desire to look at, I think it is important to engage in dialogue with both the users and not least the organisations in order to be able to solve – that we do not lock ourselves to a position and say that it is the only thing that will be able to solve the challenges we have, as we have known for so many years, and not clearly – but I will not conclude that now. But I'm very open to looking at solutions, because I'm well aware that if we're going to solve the challenge with the increase we're getting from the elderly – and not least the sicker elderly, because we're living longer – we're going to have to dry up thinking new, and we're going to have to dry up thinking new together.
ParlaMint-NO_2018-03-07.ana.ud465e1666	Linda Lavik, head of Norwegian Nursery Association in Buskerud, writes in Drammen’s Official Journal today: ‘Over the last few years, there has been a great deal of research on the relationship between working time systems and health. Research shows that tour work is associated with a number of adverse health effects and consequences for psychosocial well-being, such as conflict between work and family, increased fatigue, increased risk of cardiovascular disease, gastrointestinal problems and cancer.’ With this hindrance and the awareness that we need to make it attractive to work in the health sector, does the Minister fear the health consequences of a so-called tougher turn, and fears the consequences when it comes to recruitment?
ParlaMint-NO_2018-03-07.ana.ud465e1676	What's known from research, as the representative here points out, I know. I look at some of the latest research findings that have been mentioned, which relate to shift and rotation work, where one has pointed out that when the individual health worker goes for short periods of work and has what can be called short rest periods, one never gets picked up again. When one looks at the fact that many people might go for a three-day tour at work, two days off, etc., the research community in the last report has now pointed out that having a longer period of free time allows one to pick up. In addition, the element will go on a tour that suggests that you may have morning shifts and alternate shifts within a short time – evening, morning and maybe again the next morning, etc. - and that the rest period is not long enough. It's a lot of stress, because we know that the body needs a break. It's just these things I want to look at and work with. But having a longer period of free time has proved to be very positive.
ParlaMint-NO_2018-03-07.ana.ud465e1684	This question, from the representative Nina Sandberg to the Minister for Research and Higher Education, will be answered by the Minister for the Elderly and Public Health on behalf of the Minister for Research and Higher Education, who has left.
ParlaMint-NO_2018-03-07.ana.ud465e1689	‘NIFU has calculated that, unless action is taken, it will take 50 years before gender balance among university and university professors. Unless the Council of State is satisfied with waiting for a few generations to achieve gender balance, what action will the government take to speed up gender equality in this important area of society?’
ParlaMint-NO_2018-03-07.ana.ud465e1696	For the Minister of Research and Higher Education and for the Government, the ambition is clear that the growth we have seen in the proportion of women in top professional positions in the university and higher education sectors will continue in the coming years. Work on a good gender balance in academia is closely linked to the ambitions of increasing quality in research and higher education. We can't afford to lose or miss out on some good heads because of the lack of equality and diversity in this sector. An independent and important point is that increasing gender balance and diversity in the sector and improving the integration of gender perspectives into research and innovation is not just about justice, but about the emergence and development of the ongoing dialogue in the academia. The Ministry of Knowledge is closely monitoring the proportion of women in docent and professorship positions at universities and colleges. This is a national governance parameter in our target and performance management system and an important theme in the strategic governance dialogue that the Ministry has with universities and colleges. The proportion of women in top professional positions is growing, but it is still too slow. The large picture in recent years has been an increase of about 1 percentage point per year, but behind these figures there are considerable variations between institutions and not least between disciplines. We therefore need to base our actions on knowledge of this variation and instruments adapted to this complex picture. The Government supports within the Committee on Gender Balance and Diversity in Research, Kif, its efforts to promote gender equality and diversity at universities, colleges and research institutes. During the period 2014-2017, the Committee has paid particular attention to gender and ethnicity and has contributed to the emphasising of gender equality in many mergers in the context of the sector’s structural process. For example, leadership positions at NTNU are now being published with demands for gender equality, and several other universities have followed in the NTNU footsteps. The Kif Committee has recently been appointed for the period 2018-2021 and is one of the main instruments we have as spearheads and pushes for the field, together with the BALANSE programme in the Research Council, which is financed in the period 2013-2022 by approximately 130 million. to support the objective of improving gender balance at senior level in Norwegian research through new knowledge, learning and, in particular, innovative actions. I would also like to mention the good work of the Research Council on recruitment and good career opportunities for younger researchers, where they pay particular attention to gender. It is also important that through NordForsk, we fund Nordic centres for excellent research to gain more knowledge about what the barriers are and what can be done.
ParlaMint-NO_2018-03-07.ana.ud465e1709	The Council of State referred to the BALANSE programme, and that is good. The research institute Simula has introduced a family-friendly bonus for its employees. Anyone who has a child receives a bonus of NOK 25 000. In addition, newly-baked parents who work with a doctorate receive four months extra funding. A study in the BALANSE project of the Research Council shows that the balance between work and family is a barrier to gender equality in academia. The question of gender balance is also about the culture of the workplace and not least the structure of equality. Are these types of structural measures such as baby bonus and extra time something that the Council of State will provide in general academia?
ParlaMint-NO_2018-03-07.ana.ud465e1714	Now I am not responsible for the matter, so I cannot talk on behalf of the Minister of Research and Higher Education about exactly this, about what she would like to do, but I would like to get back to it. It is clear that this follow-up question will be addressed to the Minister of Research and Higher Education with the possibility of responding at a later stage. So I hope that's okay with the questioner.
ParlaMint-NO_2018-03-07.ana.ud465e1719	In Europe, several countries have introduced national strategies to ensure broad recruitment for higher education. In the past, the Swedish Research Association has asked the government to engage in dialogue with the sector to develop such a comprehensive recruitment strategy. The Norwegian student organisation has addressed the same issue. In the context of the treatment of the gender equality notification, the Labour Party proposed that Norway should also develop such a type of recruitment strategy to combat gender inequalities in the educational and academic pathways. In this context, gender scores and gender equality grants can be assessed together with other allowances and instruments. I then ask the Council of State: will the Council of State take the initiative to give Norway such a recruitment strategy?
ParlaMint-NO_2018-03-07.ana.ud465e1724	Once again, I cannot answer on behalf of the Minister for Research and Higher Education at this very point. But on a general basis, I can say that this government is concerned that we get a balance in both academia and in other areas, which reflects what society is asking for. There is an equivalency between the sexes, that one has equal opportunities to succeed and has equal opportunities to reach the top, and that one does not at any time when the so-called glass ceiling. The fact that Norway, as a nation, should look at an overall approach, I can say on a general basis that the government is concerned about. But what the Minister for Research and Higher Education will actually do, I also think there will be an opportunity to get answers on another occasion.
ParlaMint-NO_2018-03-07.ana.ud465e1729	Then today's regular Question Time is over.
ParlaMint-NO_2018-03-07.ana.ud465e1743	There is no record available. So the map is ready for today. Does anyone ask for a word before the meeting is cancelled? - The meeting has been cancelled.
