ParlaMint-NO_2021-12-14.ana.ud410e261	The representative, Mr Bård Hoksrud, will put forward a proposal for a representative.
ParlaMint-NO_2021-12-14.ana.ud410e2865	The cord shift is over.
ParlaMint-NO_2021-12-14.ana.ud410e2870	A cultural life where everyone has the opportunity to participate requires that we support those who stock and communicate art and culture, and make art and culture accessible where people live. SV and the government parties agree to start the escalation to fulfill the promise of 1 pst. of the State budget to the culture. There's a little bit left until we're there, and we're impatient, but we have to do this. Today, I had just planned to bring forward all the good measures SV has proposed in our alternative budget, and what measures have been strengthened in the budgetary agreement between the SV and the government parties. However, we are in the midst of a new crisis for cultural life in Norway. The corona pandemic in turn leads to considerable uncertainty in the industry and an increasing number of cancelled events. In this context, I would like to draw attention to a note on the ageing of the 2021 budget, Chapter 325, item 77, incentives for culture, volunteering and sport ifb. Covid-19. There's a common observation that there's only the Workers' Party and the Centre in an incursion, and that should of course be a majority comment that we're going to be in. I would ask that it be recorded that this comment is also a majority comment from us. In the last few days, I have received many enquiries from cultural organisations, and we have seen in the media that artists and artists are frustrated and despaired. They are asking for concrete instructions and more accurate incentives immediately. After yesterday’s press conference — with further closure — there was no less concern. Cultural life has been the first thing that has been shut down, and the last that has been opened, in every wave of infection growth. It's a great industry with thousands of people and jobs. Culture has been living with unpredictable and varied support schemes since March 2020, and now we need to put in place strong enough measures that are taking better than previous schemes have done. The cultural sector is pleased that the Minister for Culture has taken action at the press conference today and that important improvements have been made. I would particularly like to highlight the importance of strengthening the large, solidly established arrangements. In the alternative budget of the SV, we proposed a solid increase to the Culture Fund, the Audiovisual Fund, the Film Fund and the Regional Cultural Funds. These are schemes in which funds are allocated to cultural life in a way that ensures the operation and continued activity of large parts of cultural life. Now this existing tool is being used to compensate, and I am pleased about that. But I think these are schemes that should be strengthened in general, even when it is not pandemic. In addition, I would like to stress that there is a great need to strengthen the cultural base wall, so that children and young people have something to do when they can. Strengthening youth homes, leisure clubs, cultural schools and libraries is now becoming even more important. One of the major steps we are taking in this budget is to provide full VAT compensation for voluntary activity. You do not have to pay to work on a voluntary basis. All the money is going to give the population, especially children and young people, good deals and experiences. In the SV's alternative budget, we also propose to make VAT compensation regulated. It will provide more predictability and certainty for the money to come. In the finance debate, the Minister of Culture promised that she would use the next few months to develop criteria for a regulated scheme, so that this could be included in the consideration of the State budget for 2023. I expect and expect the Minister of Culture to deliver on this. We have also been promised by the Minister of Culture that the cultural share of the games will now be distributed according to the key, and that this share will no longer be used as a balancing item for actions that should have had their own entry in the State budget. It will also have a major impact on voluntary cultural life throughout the country. A prerequisite for a rich cultural life is a decent artist economy, and we are pleased that in the budget agreement there is an agreement to escalate with 100 new scholarships for artists in 2022. We are also pleased that we have started to strengthen the SKUDA, the actress and the dancer alliance, which is to guarantee artists rights and pay between external missions. This has proved particularly important also in the past during the pandemic. Several sectors of culture are now looking with interest at this scheme — especially the music industry, where we have agreed to contribute to the launch of a music alliance of the same model. We welcome several other measures in this budget agreement, such as increased media support, increased support for the use of stage arts and increased funding for the Sami Film Institute and TV BRA. In North Norway, they are now cheering for increased operating support to the world's oldest sailing range, «Anna Rogde».
ParlaMint-NO_2021-12-14.ana.ud410e2893	It's going to be line change.
ParlaMint-NO_2021-12-14.ana.ud410e2898	I woke up when the representative from SV spoke about coastal culture, because I am very concerned about that. The progress party just secured «Anna Rogde» this money last year, and I'm very happy that SV managed this time, because our proposal is as well-known as voted down this year. I wondered if the representative from SV could say something about what expectations you have in the future – I believe that you should continue to cooperate with the government parties and negotiate – in order to put the coastal culture where it belongs. I know that the delays in maintenance in the area of ship protection are very great, and the need is great. I wondered if the representative from SV could say anything about the coastal culture and the protection of vessels and what they are going to require the government to invest in this.
ParlaMint-NO_2021-12-14.ana.ud410e2905	Thank you very much for a very good question. I am very happy that the Progress Party also has a focus on it. There is a lot of great and important coastal culture, and there are also more ships than ‘Anna Rogde’ that absolutely need maintenance and that need operational support. With «Anna Rogde» it is particularly important that there is not only a boat going on water, but that there is also a boat where they are engaged in knowledge dissemination, youth work and many important things in what they do with that boat, so that's why we have prioritised it. We will continue to fight for coastal culture and the protected vessels in budgetary negotiations.
ParlaMint-NO_2021-12-14.ana.ud410e2910	Yes, it promises well. If SV needs suggestions for more ships and boats, they can, among other things. look at some of the proposals that the Progress Party and I have promoted, but it is very good if we can have a good cooperation on it. However, what worries me a little bit – I'm going to be honest now and say that I haven't pulled through all the details – is the cultural system that came. It was longed for, now that there were new shut-downs, but the question concerns some of the actors who fell out of the scheme last time, and on which I challenged the previous Minister of Culture, i.e. whether food and drink are Norwegian culture. I hope that SV might press the government parties that it is. There are a lot of food and drink festivals and organizers out there that fell out of the scheme last time, and I wonder if SV believes that food and drink are Norwegian culture.
ParlaMint-NO_2021-12-14.ana.ud410e2917	Now we were given the Minister of Culture's proposal for action this morning, so I have heard it correctly, verbally, but I do not know all the details of what is in them. But it is clear that the festival life in general is also important for us in SV. We're going to be involved in creating a majority in order for action to benefit cultural life as quickly as possible, but before I say anything more about what we want to focus on, I have to see the details of it and I want to hear what the Minister of Culture has to say about it.
ParlaMint-NO_2021-12-14.ana.ud410e2922	So to a completely different matter: I understand that the representative is new, and it is difficult when a settlement has just been concluded, to support comments from other parties, but a heartbreak for one's own city still has to be included in a budgetary context. In the past, every year, the Progress Party has been given a unanimous committee to support the comment on the Aquarium in Bergen. Unfortunately, this year only the Right and Left are supporting this, despite the fact that the Workers' Party controls Bergen, and I know that SV went high on the track in Bergen with this as an election vow. Their party leader is also from the city, so I wondered if the representative from SV can assure you that at least in the back room you will read a little about the matter of the Aquarium in Bergen.
ParlaMint-NO_2021-12-14.ana.ud410e2927	Thank you for this question too. I'm constantly working, all the time, to increase my knowledge in the field of culture and to get involved in all the different institutions, organizations, schemes and everything. It takes some time, so I hope that's an understanding of that. With regard to the individual comments in the setting, it is a bit because of the agreement between the government parties and SV that we have now not entered into them specifically, although I know that both we in SV and the other partners like to have heart issues that we should have raised. But now we have to spend some time working on that, and I'm sure we'll get a better and a little longer process on budget remarks for the next round.
ParlaMint-NO_2021-12-14.ana.ud410e2932	The cord shift is over.
ParlaMint-NO_2021-12-14.ana.ud410e2938	This year's budget debate is taking place against a serious backstairs. In addition, there is a need to introduce anti-infection measures now when the omicron variant of the coronary virus is spreading rapidly. Once again, it is those who live by gathering people – all the people who work in culture, volunteering and sports – who are hit hardest. They are now worn out after almost two years of action, lack of assignment, closed halls and empty scenes. We would have preferred this to be in addition. However, because of this, the government today has early announced what economic crisis package measures we are now taking to help those affected by the crisis. I am happy to have been able to provide an improved compensation scheme for cultural life and to reintroduce the incentive scheme, spend more money on the existing instruments, such as cultural funds, etc., and spend 100 million. to compensate institutions, museums and theatres, etc. – stage art – for what they're going to experience from lack of self-esteem. That's absolutely necessary. Is there something that we all know now, and what everyone has noticed during the coronary crisis, is how heavy and poor life and society become without culture, sport and the activity that the volunteer arranges. Yes, it is simply a vital sector. Culture is a priority for the new government. We have to raise culture. We're going to continue building culture across the country and giving people – no matter who they are, no matter where they live and no matter the size of their wallet – high-quality art and culture. Then it is important for us that artists and cultural workers are workers, and they should be treated like that. If there's another thing the pandemic has lucky to have brought everyone's eyes up to, it's that these workers have a complex economy, a complex and fragile income and a much worse safety net than other workers. We're going to do something about that. That is why culture throughout the country, especially the artistic economy, and meeting those who have been most hit by the pandemic, are also among the main priorities for the changes we have made in the Appendix to the State budget, together with better conditions for sport and volunteering. We are strengthening various measures on the cultural budget with just under 300 million. kr. We are finally introducing full VAT compensation for sport, volunteering and culture, and with that we are listening to the sector itself and giving them what they want and need the most. It gives teams and associations all over the country more to walk with and more to activity. Not only are we introducing full VAT compensation for next year, but we were able to do so for the current year by also granting 35 million. kr extra in the ejaculation. We are in the process of delivering. We're strengthening the artistic economy by nearly 70 million. through the SKUDA cultural fund and 120 more work grants. We are already delivering on our promise to set up an arrangement for the established stage art companies, which have previously fallen outside of all arrangements, but which still need support. We strengthen the appropriations for films and especially raise Sami films, which I am particularly pleased with. Then we strengthen the press support for the locals. Journalism and the free editorial media are a prerequisite for freedom of expression and democracy, and they are threatened by many groups. The big tech giants suck advertising revenue from the media while censoring content and affecting our lives to a great extent. We're going to better regulate them in the future. We support the work of investigating journalism, which the Centre for Investigative Journalism in Bergen is doing, in order to disseminate knowledge and methods and improve quality journalism. With this, we are in the process of raising culture, and sport and volunteering are better served. So I'm going to end up there: we're in a new round of pandemics. Measures have been necessary. Culture should know that the government is preparing for crisis compensation for the duration of the crisis, and I also look forward to working closely with the Committee and the Council on the measures needed in the future.
ParlaMint-NO_2021-12-14.ana.ud410e2957	It's going to be line change.
ParlaMint-NO_2021-12-14.ana.ud410e2962	The expression too small and too late is probably something the Minister of Culture will feel – an expression that was used extensively earlier in the pandemic – when everything was new, when everything had to be done for the first time, when everything had to be investigated, when everything had to be heard and ESA, and when there was another government. I'm going to leave it alone, because when I've been asked by the media today, I've been positive that the government has now made good arrangements, and positive that adjustments have been made. Because I feel that both the previous government and this government have been concerned that the arrangements that have been put in place will work. Then you have to adjust them to the reality of the outside of this building. I have a very specific question about the press release that the department sent out, which concerns the public events scheme. It says: ‘If the infection situation so indicates, the level of coverage will again be set at 50 per cent [[...]] This one has been chosen to add 70 pst. initially. So I'm going to ask you, what are the assumptions that you have to enter in order to reduce it from 70 pst. and down to 50 pst. ?
ParlaMint-NO_2021-12-14.ana.ud410e2976	I think that the representative could well cost himself a question about this with too little and too late, because we do not deliver too little, and we do not deliver too late. Even before new anti-infection measures were needed, we decided to continue the compensation system until the summer. Now, with the new situation where anti-infection measures are needed, we have made changes to the compensation scheme to make better use of it. There were changes which have been requested for a long time, but which the previous government did not. Then we restored the stimulation system. It is not that, although action has been taken before, new measures do not need to be investigated or sent to a hearing or notified in ESA. That's what we're doing. We deliver, and I'm very happy that this government already a few hours after we alert comprehensive measures, at the same time setting up and telling which compensation schemes will apply to those affected. It was a defect under the rule of the previous government.
ParlaMint-NO_2021-12-14.ana.ud410e2983	I tried to be a little out of hand with the government and the measures and boasted a little, but it obviously wouldn't accept the council. The previous government probably spent 10 billion. kr, and 1 bn. kr was left in the arrangements of the current government. But again, my intention is that I am happy that the government is delivering, and I hope that the committee and the Council of State can have a good cooperation to help an industry that very often falls between several chairs. My follow-up question may not come as a surprise to one percent of the Council of State, which we have had some correspondence about between several of us here at the Stortinget and the Department. It's an arithmetic that I would expect you to have initially had eight years to set up without too many x's and y's in that equation. So I want now to put the same question verbally: does the Council of State now know with what starting point to calculate this one percent, which is their main promise on the way into the election campaign for the cultural sector?
ParlaMint-NO_2021-12-14.ana.ud410e2990	I would first like to thank the representative for the rose, but I also realized that there was some hidden criticism in the previous question. But I thank you for all the praise we get, and I definitely look forward to cooperating well with the Committee and the Storting on the way forward through the coronary apathy. I think we'll do that in a good way. When it comes to one percent and the cultural promise, one percent is an instrument to ensure that the cultural share of the state budget is growing proportionately more than the rest of the state budget. The problem today is that we have had a right-wing government that has for eight years left the cultural budget almost silent. Most items in the budget have fallen in their allocations when adjusting for wage and price growth. I think it's interesting that the right-hand side is so intimately concerned about just how we're going to figure this out. The lot has been counted in one way in the opposition. The center part and SV have calculated in a slightly different way. We're going to figure this out together. But what is certain and certain is that under us the cultural budget should increase. If that's the case that the Right and the Representative are interested in these calculations because they themselves want to fulfill a cultural promise, I can say that you can start by adding to the cultural budgets. That's the goal.
ParlaMint-NO_2021-12-14.ana.ud410e2999	Yes, it's the eternal overbidden competition in today's debate about who's going to give the most, and how many billions, percents or promills and calculations and all that. But there's the Progress Party alone. We want to cut the cultural budget. However, I know that what I and the Council of State have agreed on before is the film-incentive system, and that you should look at the possibility of making it rule-driven. It is also a good business policy, I believe, and the Progress Party. Now I came to realize that the Council of State has been a little challenged lately, but I wondered if the Council of State could answer clearly if the government is going to put in a rule-based arrangement regarding filmincentives.
ParlaMint-NO_2021-12-14.ana.ud410e3004	The Film Incentive Scheme is an excellent scheme for attracting foreign film productions to Norway. It is an important industrial policy tool, because it creates work for so many groups of workers around the country. The problem today is that it is a framework rule, and that means that when other countries around us, such as Iceland and eventually Sweden, have better arrangements, the large film productions go past Norway and where they know they get reimbursement. That is why we have said that we are now embarking on an evaluation of the film-incentive scheme. The Hurdal platform also says that the new government should strengthen it to attract more foreign film productions in Norway, which is a good business policy, but it is also a good film and cultural policy.
ParlaMint-NO_2021-12-14.ana.ud410e3011	Evaluate – that’s a word like that that politicians are very happy in sometimes in this room. But I hope that at least the Council of State's commitment is in the same place as it was before she entered the role. Here there is a huge potential for Norway to claim, and we know that very many want to go to just Norway. What I was wondering, since I can't get a clear answer to that right now, is whether the Council of State can give me a clear answer as to whether there will be a matter for the Stortinget concerning regulated VAT compensation for voluntary activity, since none of her colleagues on the Stortinget have been able to give me a clear answer when I ask why they do not support the proposals of the Progress Party today. I wonder if the Council of State can give me some better assurances than her colleagues here in the Chamber that this is something the government will support, even if you do not support the Progress Party today.
ParlaMint-NO_2021-12-14.ana.ud410e3018	It's really a simple explanation of why we don't deliver regulated VAT compensation this year, and that's the simple explanation that from the time we joined the government to the supplementary proposition, you had about a week to make changes. If you want a rule-based VAT compensation, you have to make the rules for the device, for who qualifies, and for what it looks like. It'll take some time. However, the important thing is that the VAT compensation is not only full, in reality – it becomes unabated for the next year, but also for the current year. Then I am very happy that the Progress Party has finally turned around and is with us in the view that the VAT compensation should be full, so that teams and associations throughout Norway get paid back every penny they pay in VAT on goods and services. That's good volunteering policy.
ParlaMint-NO_2021-12-14.ana.ud410e3023	It is good that the compensation scheme now allows for the events to go with profits that can be used to pay artists and subcontractors wages in addition to the year. But that it should not be allowed purely profit, we are pleased. So the cultural industry has been very critical that there has been an amount limit on compensation of 3.5 million. kr in the compensation scheme of the previous government. They point out that several people have lost tens of millions of kroner at cancelled events only for December, and they were unable to see if there would be any change in this now, according to what was said earlier today. Nor could one see if there were any solutions to the loss of remuneration for creative artists. I wonder if the Minister of Culture can say anything about what is going on around this with the limits on the amount of compensation and the guarantee of loss of reward for the creative artists?
ParlaMint-NO_2021-12-14.ana.ud410e3029	It's probably not all the details that the press releases give answers to, but we have good web pages that are going to post all the information people need to know. The regulations are to be made now, and there are also some details that we have not finished screwing completely together. The amount limit is the same, but what is important is that the sum of schemes – changes in the compensation scheme that take better account of the cycle economy of artists and subcontractors, and the incentive system – make it possible for us to have packages that hit more and that hit more better. The government has said today that we are not strangers to see if there is a need we haven't caught up with, and whether changes are needed along the way. We will follow along and keep in touch with those who are affected.
ParlaMint-NO_2021-12-14.ana.ud410e3034	I want to start with a little comment on what goes on in one percent. I think the reason that several of us have wondered about it, has been about that if this is an instrument, it would have been good to know what the instrument is. But I take note that neither does the Minister of Culture think this instrument is so very important. I agree that we don't need to talk so much about that in the future. What is important now are the compensation schemes I am very happy that today has been presented. The big question now remains is when cultural life can actually expect all of this to come into place, and whether you can be sure that the time you've been in now will also be adequately compensated. It is not the case that the measures that came yesterday gave rise to a really great need. The need was already there. Nor is the notification process new, but making changes requires longer processes. When will these new arrangements and changes actually be in place, and when will the payments be made?
ParlaMint-NO_2021-12-14.ana.ud410e3041	As I said, we had continued the compensation system even before there was a need for anti-infection measures now. It will apply from 1 November and will thus hit many. The incentive mechanism that we are restoring will apply from 8 December, when the measures came into force. This needs to be briefly consulted, and it needs to be notified in ESA, but the important thing here is that cultural life now knows what framework is coming, and knows on what basis you can get compensation. Then we will ensure that the entry into force takes place as soon as possible, and I expect that the Storting is still cooperative. We are now doing everything we can to do the Cultural Council and the NFI and those who process these applications, even better able to handle the amount of applications as quickly as possible. So to one percent, I think the opposition is remarkably concerned with how we're going to calculate. What they should be concerned about is we're going to increase the state budget. But I realize that it's easier to discuss computation than actually dealing with strengthening the cultural budget, which the previous government didn't.
ParlaMint-NO_2021-12-14.ana.ud410e3050	Then the cord shift is over.
ParlaMint-NO_2021-12-14.ana.ud410e3055	Arts and culture contribute to the creation of good and living communities and a good life for individuals, but today there are too large class divisions in people's cultural practices and great inequalities in the kind of cultural services available in different parts of the country. The government will do something about that. Culture shall be lifted and the share of culture in the State budget shall again be increased to 1 pst. It is about raising the importance of art and culture, recognising artists and cultural workers, and not least ensuring a good cultural offer of high quality to people throughout the country. Who you are, where in the country you live, and how good advice you have, should not be an obstacle to experiencing and participating in cultural offerings. Art and culture bring people together across ages, religion and ethnicity. It helps create new meeting places and shared experiences. It builds identity and gives mastery. It makes fun and meaning in people's everyday lives. I am pleased to have a new government that is betting on concrete measures to strengthen the cultural effort. I myself come from the smallest municipality in Norway, Utsira. Here art and culture play a significant role in people's everyday lives. The reason is that we live in a country that pursues a policy that allows a municipality of 200 inhabitants to also have access to a rich art and cultural life. One of these offers is the Building Dekino. The building site has been a symbol of district policy in practice for over 70 years and is an equally important meeting place today, especially in those places where there are not so many people and offers. Once a month, the Builds Cinema comes and has two views at the local school, one for children and one for the slightly older ones. This is the great happening of the month. A lot of adults go on both views, no matter what movie goes on, and they'd like to want more, because on Utsira, it's not easy just to go to the nearest municipality to go to the cinema, when the last chance to get home by boat is seven o'clock in the evening. One doesn't take a hotel overnight to go to the movies. That's why the Building Cinema is highly valued in a municipality like ours and in similar communities around the country. Movies are best at cinemas, but in order to make an offer, the Build De cinema depends on having technical equipment that is up-to-date. It's been over ten years since the country's cinemas were digitized, and the equipment is getting old. Soon it will be impossible to obtain spare parts if things are destroyed. This is why we are giving priority to increasing the allocation to the Building Decine, so that they can upgrade their equipment and ensure that cinema offers can be maintained throughout the country in the future. In addition to maintaining important offers for people, we also need to ensure that art and culture can be created throughout the country. We have to recognise the artists. This is a low-paid profession, many of which are freelancers who do not have the same social rights as ordinary workers. The government will make sure that they can spend more time creating art. That is why we are giving priority to increasing the appropriations by 120 new scholarships in 2022. The artist tips are a rigorous tool that will mean that even more artists can have the opportunity to spend their time creating more art. An artist who lives in Utsira told me recently that she had received such a scholarship, and she was overjoyed. Finally, she could concentrate on her work and at least for a period of time not taking what was available from straws, to get the economy to go around. Art and culture are important to us people. It is important for the communities around the country and not least for those workers who are part of the industry. That's why we're going to continue to work to facilitate artists and cultural workers getting better rights and work opportunities, because we need more art, and because we want a living cultural life across the country.
ParlaMint-NO_2021-12-14.ana.ud410e3068	The following speakers shall have a speaking time of up to 3 minutes.
ParlaMint-NO_2021-12-14.ana.ud410e3073	First of all, I would say that the government wants a life-visioned society where everyone has respect for and knowledge of the view of life of others, to others' faith and non-truth. Then I'll talk about church buildings. The church building is some of the foremost cultural memories we have here in the country. They tell about the use of materials, craft traditions, rituals, representations and architectural development from the Middle Ages to the present day. The financial responsibility for construction lies either with the municipalities, where it is a parish church, or it may be in private ownership, for example. at the Premature Memory Unit. We know that there may be a demanding responsibility at times, and corruption and government have therefore meant that it is important to make an extra effort for these building for future generations. Many of the church buildings are in poor condition, and I am so glad that we now – as I also mentioned in the line change – have a plan for refurbishment that will ensure both the antiques and the church needs. In these days, the Riksantikvaren is commissioned, in cooperation with the Norwegian Church, to provide advice on a conservation programme and a strategy for rehabilitating the cultural-historically important churches. This is a follow-up to the decision of the Storting to restore our old churches to the extent that they correspond to the values that the State will possess after sharing the Information Society's funds. The Riksantikvaren shall deliver its report to the Ministry on 1 December of next year. After 200 years without clarification on the ownership of the Information Society's fund, Stortinget adopted a new law on the fund. The laws lay the legal basis for sharing the fund between the Norwegian Church and the State in accordance with Stortinget’s decision. The work on sharing is well under way and will seriously speed up when the promise comes into force at the end of the year. The Church is the owner of many pastoral buildings, which are to benefit a nation-renowned church for many years, and sharing the values of the fund provides the basis for a significantly strengthened effort to renovate and secure the churches in the years to come – and that is good. We are now going to meet the Christmas holidays, and like many others, the Norwegian Church and other belief and life-view societies have been given the call for new measures to prevent infection and to limit them in numbers. I would like to thank you for the work that has been done to ensure that churches and other houses of God are not shut down under the pandemic. It's important to people, both in Christmastime and otherwise.
ParlaMint-NO_2021-12-14.ana.ud410e3086	Cultural life has been particularly challenging in recent years. I am pleased that the government has put in place good compensation schemes and incentives, which were needed at the time of closure again because of the impact of cultural life. The pandemic has helped to strengthen the need for a cultural promise. Under the Solberg government, culture has gained an increasingly smaller share of the state budget. I am therefore pleased that the Big Government has a goal of 1 pst. the State budget shall be used for cultural purposes. This budget takes good action to strengthen the field. The centre party wants living communities throughout the country, filled with meaningful activities and experiences. An inclusive and diverse cultural life is part of giving it to us. It is then important to take action to ensure increased investment and to strengthen local and regional cultural services. The most important step now being taken is to ensure full VAT compensation for volunteering — instead of cutting the 50 million scheme. kr, as the Solberg government wanted to do. This will benefit volunteering, cultural life and sport. It will now widen, and it will facilitate increased activity. This is a clear signal that we want to strengthen volunteering and the ability to continue to create safe meeting places, a diversity of activities, a community and the good community. I would also like to draw attention to the fact that this budget increases support for the children's and youth organisations by 4 million. kr. It is good, to give children and young people the opportunity to engage, to follow their own interests and to contribute to the development of society is a right priority, and it will be based on taking these values forward in life. As mentioned earlier, cultural life has been severely affected by the pandemic and the various restrictions that have been imposed. We had a cultural life that was about to rise again when the new measures came. In the future, we need to focus on how we can help cultural life in the best possible way. Here we have to work together to find the good arrangements that ensure that we have a cultural life even after the pandemic. I was impressed by how the Storting in common, across parties, worked to get good action in place at the last shutdown. It creates security and facilitates a form of predictability. I hope that the Storting will again cooperate well to put in place new arrangements, and that together we can contribute to raising cultural life again.
ParlaMint-NO_2021-12-14.ana.ud410e3101	Red will provide children and young people with the opportunity to participate in organised everyday leisure activities, which is particularly important to facilitate now under the pandemic. Unfortunately, the cultural school is inaccessible to many children in families with poor advice, and the annual price varies widely between municipalities. Red will introduce a maximum price in the cultural school so that more children can benefit from cultural education across the country. Red believes in the ownership and trust of young practitioners and therefore proposes a separate grant scheme for youth-driven cultural projects. In addition, we want to strengthen the cultural school bag. I spoke to a friend and cultural worker who said this to me: culture is important for democracy. It's not just to be created and enjoyed by the elite. In order to make it possible, in order for culture to become diverse, strong, possess new forms, new ideas and cities of criticism of power, artists and cultural workers must also be guaranteed their rights and arrangements. Cultural policy left to the market will only create the art that they with the most money demand, and it will only be people with a solid economy who can afford to be performers. A secure artistic economy and strong public instruments to stimulate cultural life in a broad sense are therefore essential for Red. That is why we set up several scholarships for artists, increase the grant rates, the appropriations and the grant schemes. In parts of the world artists are being persecuted, and Red supports the establishment of residences for threatened and persecuted artists. Culture can enrich our lives and put words on feelings that are difficult to verbalize. It brings out laughter, joy, abhorrence and sorrow. We can feel the cohesion when the bass breaks like a heartbeat in the room, or on the absolute solitude of a undressed monologue that grips you around the heart. But catharsis, culture, and palsy do not pay rent and do not provide for a safe old age. We've seen under the pandemic how vulnerable cultural life is, and how vulnerable it can be to work within cultural life. The corona epidemic has hit the whole range of the cultural sector very hard. Red therefore extends in our alternative state budget the compensation arrangements for organisers and subcontractors in the cultural sector and the benefit to self-employed and freelancers until 1 July. It is absolutely necessary to prevent the cost of disease prevention measures from being taken by artists and cultural workers and the loss of important cultural actors on the road.
ParlaMint-NO_2021-12-14.ana.ud410e3118	Several have not asked for the floor on case No. 14th @item: inlistbox
ParlaMint-NO_2021-12-14.ana.ud410e3135	No one has asked for the floor.
ParlaMint-NO_2021-12-14.ana.ud410e3152	No one has asked for the floor.
ParlaMint-NO_2021-12-14.ana.ud410e3169	No one has asked for the floor.
ParlaMint-NO_2021-12-14.ana.ud410e3186	At the request of the Health and Welfare Committee, the President will arrange the debate as follows: 3 minutes for each party group and 3 minutes for members of the Government. Furthermore, within the allocated speaking time, up to six lines of response will be given after contributions from members of the government, and those who have to sign up to the allocated speaking time will also have a speaking time of up to 3 minutes.
ParlaMint-NO_2021-12-14.ana.ud410e3193	Sometimes important and correct information can be the difference between life and death. This is particularly true in the health and care sectors, and is true whether you are in a hospital, in a hospital or in a hospital or in a permanent hospital. Therefore, it is so important that everyone has access to and the ability to retrieve updated patient information at all times. Not very many years ago, the flow of information took place via fax. Now the Internet has taken over. This bill will strengthen and facilitate digitisation in the healthcare sector by ensuring patient safety, privacy and the efficient use of public resources. The proposal authorises the Ministry of Health and Health to oblige establishments to make available and use e-recipes, national core journals, health Norway.no and Norwegian health networks while also requiring enterprises to pay for the management and operation of the solutions. I think everyone sees the need for stronger interaction in the eHealth field and that it is essential for patient safety that all relevant actors implement the solutions. I would also like to point out that it is important for all parties to be listened to during development, so that operation and use become as relevant as possible. The Health and Welfare Committee has dealt with the matter quickly. A written consultation round has been carried out, with five replies received. The KS believes that the proposal as it is from the department, undermines the autonomy of the municipalities, and that it should be up to each municipality to decide when things should be put into practice. In addition, they are critical to the charge related to payment. The Medical Association and the Pharmacy Association believe that this should be fully covered by the State. It should also be mentioned that more consultation replies were received during the preparation of the matter by the Ministry, and there was a clear picture of the positiveness of patient organisations to the use of these facilities. The hearings may be summarised in the reply to the Joint Organisation of Disabilities, which states: ‘We all too often experience that services across levels and between businesses lack essential and critical patient information in order to provide proper follow-up and treatment.’ There is a great deal of excitement in how far the various establishments have come with the introduction of e-health. Hospitals have come a little way. Some municipalities have come a long way, such as my own municipality, Larvik, which has used e-prescription in the municipal health and care service. In order to ensure the necessary speed of deployment and establish the principle that businesses pay for use, this matter is important, but not least because it will provide safer patient treatment throughout the country, with up-to-date information and a reduction in the number of mistreatments. The majority of the Committee, having regard to the replies to the hearings, has argued that the obligation for municipalities to make use of the solutions cannot be determined until a substantial proportion of the municipalities have made available or put into use the individual solution. The majority of the Committee has also promoted two request decisions to ensure that the growth of costs is addressed in the national eHealth governance model. Finally, on behalf of the Workers' Party and the Centre's party, I have submitted an additional proposal for B I, which we hope to join in discussing the cost increases directly with the KS via the consultation system. With this I recommend the setting of the committee majority and take up the proposal from the Labour Party and the Centre Party.
ParlaMint-NO_2021-12-14.ana.ud410e3224	The representative of Truls Vasvik has taken up the proposal he referred to.
ParlaMint-NO_2021-12-14.ana.ud410e3229	I am pleased that the government is continuing the work of the Solberg government to increase the digitisation of the health and care sector by presenting this proposition to the Stortinget. The changes proposed by the Patient Records Act to increase the number of municipalities and health care establishments to use the national e-health solutions e-recipt, national core journal, healthnorge.no and the health network are important. It's important for us to get closer to realizing the goal of one citizen, one journal. It is important for us to advance the digitisation of the health and care sector. It is important for us to have better interaction between the levels of government. But most importantly, we need to ensure that patients receive safe and good health and care services. We know that relevant and necessary health information that follows the patient through the patient’s course can be essential for the healthcare service to be able to provide the patient with adequate and proper healthcare, including: so that health professionals do not have to make health assessments based on incomplete information or that the patient himself must be the bearer of information that is critical to their treatment in a potentially critical situation. The OECD Health Report of the 21st century also shows that healthcare is 10–15 years behind other sectors in terms of exploiting the potential of digitisation. When the consultation period for legal work expired in August, 195 consultation replies had been received. Most respondents came from the municipal sector, which was largely negative to the legislative changes. In particular, the local government sector had two concerns. The first concern is that the Ministry will be given too large powers to impose on municipalities an obligation to implement national eHealth solutions, and the second concern is that municipalities do not believe that the Ministry should be able to impose on establishments and municipalities in the healthcare sector to pay for the operation and management of national eHealth solutions. I can understand the concerns of the local government sector, but this is not black and white. It is not that these regulations will come overnight, and I do not think that is in the ministry's interest either. There will continue to be dialogue and cooperation between the municipalities and the ministry on this subject. But by going into the changes in the patient journals law, the ministry has more tools to get ahead of digitisation in the health and care sector, and that is a signal that we need to increase the pace of digitisation. The right is going to support the legal changes in the patient journal law as a whole. Digitisation will continue, and it will provide the ministry with more tools. However, we are not going to support the proposals of the other parties in the matter – not because they are not relevant, but because several of these issues are clarified, and because we require further dialogue and cooperation between the department, the local sector and other actors to do so.
