ParlaMint-NO_2021-10-27.ana.ud17e28	The representative, Mr Bård Hoksrud, will put forward a proposal for a representative.
ParlaMint-NO_2021-10-27.ana.ud17e1943	I would also like to congratulate the new Council of State from the Chair. ‘The new Council of State has stated that we cannot limit power exports based on price-regulating considerations, even though, for example, the EU Member State currently has restrictions on its exports of power. At the same time, the NVE could report that the water level in Norwegian magazines has not been as low as it was in week 41 since 2006. The question is therefore whether it is not possible, even within the scope of the EEA Agreement, to limit energy exports for specific societal reasons or whether EU market forces are stronger in Norway than in Germany?’
ParlaMint-NO_2021-10-27.ana.ud17e1952	The government shares Sofie Marhaug's concern for the high electricity prices. We have therefore already proposed increasing the appropriations for housing aid, to cover an exceptional payment to recipients in those parts of the country with the highest electricity prices. The government also assesses other measures. Access to clean and reasonable power has been the industry’s foremost competitive advantage for decades. In the government statement, the Prime Minister pointed out that we need to ensure that Norwegian natural resources, including reasonable renewable energy, remain a competitive advantage in the long term. He also indicated that new inter-territorial relations with the rest of the world should not be recognised during this large-scale period. As I am familiar with, Germany has large transfer restrictions in the internal German the network, and therefore there are temporary limitations on how much power the German network can handle to receive from outside. Germany has a great deal of wind power production in the north and high consumption in the south, often facing internal balancing challenges. Germany has committed itself to escalating its capacity on international connections to 70 pst. by 2026 Both State networks and co-operation partners in other countries limit the transmission capacity of the foreign tables during periods for the purpose of the power system. However, there are other considerations than the price leading to those assessments, both here and in Germany and elsewhere. Limiting trade across international links in an effort to influence the price of power would be a breach of practice both in Norway and in our neighbouring countries, and it would also be contrary to our international obligations. Cross-border trade in power is regulated, inter alia: by the EEA Agreement, which shall facilitate the widest possible free trade in electricity, without barriers between countries. In addition, state networks and their partners in international communications enter into separate agreements on power trading. Limiting trade across international links will also lead to a risk that we are not guaranteed access to imports of force when we really need it. The Norwegian power system has been linked to the countries around us for decades. I guess that's what we've done. In the Hurdal platform, the government writes that it is now reasonable to determine how Norwegian exports of power affect Norwegian security of supply and Norwegian electricity prices, and what concrete measures can help to ensure that Norwegian renewable power remains a competitive advantage for Norwegian industry. The government has great ambitions in climate policy. We will create new, safe jobs for ordinary people throughout the country, and we will increase Norwegian exports considerably. If we're going to get this, we're going to need it. a lot of power. That's why we're going to expand more energy production, bet on sea wind, hydrogen, develop our hydropower and, not least, strengthen the grid to points where there's new high consumption.
ParlaMint-NO_2021-10-27.ana.ud17e1975	Thanks for the answer. I would like to follow up on the issue of social concerns and security of supply. The Workers' Party Group decided to join the EU Energy Agency Acer in the previous period, but then the National Government of the Workers' Party made several mandatory demands. The very first requirement is as follows: ‘There shall be national and social control and control of hydropower resources.’;» Another requirement states that the Norwegian authorities shall have independent control ‘over all decisions relevant to energy security in Norway’. Earlier today, Prime Minister Jonas Gahr Støre has been talking about low-magazine periods. We are talking here about energy security for Norway, we are talking about supply in Norwegian magazines. Where is the limit to what can be considered as national and social control of energy security?
ParlaMint-NO_2021-10-27.ana.ud17e1989	Norwegian electricity prices are affected by many conditions, and with our renewable power supply, both temperature, rainfall and wind conditions are important. In addition, power prices are affected by the situation in the countries with which we act. The isolated impact of international connections on current Norwegian electricity prices is rather uncertain, but with a stronger link to Europe, we are, of course, more affected by the conditions there. In the case of electricity prices, good transmission links in Norway and increased power generation are important, and measures targeting those who are struggling when the electricity price becomes too high, such as: housing support. In Norway, we have been acting forcefully with our neighbouring countries for many decades. First of all, it has given us the opportunity to balance our weather-dependent power generation, and then trade has also given us revenues. As the President is aware, Norwegian power generation is mainly owned by Norwegian municipalities, county councils and the state, and this is how power trading generates revenues for the Municipality of Norway.
ParlaMint-NO_2021-10-27.ana.ud17e1996	I thank you again for the answer and will follow up on asking whether these descriptions will also mean that you will reject the NorthConnect application that is currently pending. In the past, the new Council of State has answered written questions to gain experience from the new foreign tables. Now we see the consequences in South Norway. The NVE has already said that the long-term consequences will also be unstable and higher electricity prices in South Norway due to closer links with the European electricity market. Have we gained enough experience to say that we should refuse NorthConnect, not just put it back in the drawer? And how will energy exports be slowed in the future in a way that ensures energy security for the Norwegian state?
ParlaMint-NO_2021-10-27.ana.ud17e2001	I can assure the representative and the president that no further foreign tables will be built during this period. However, I believe it is important that we have some experience of how this works, because there are many different points of view, including in the social debate, about how the foreign tables work and do not work on the Norwegian power market and the Norwegian power situation. But I want to stress, since the time is running out, that we do not have a situation in Norway today where security of supply is at stake that we have trade with other countries related to power. We have a situation today where the magazines are low, but it is under good control of both State power and everyone involved, so that we have good security of supply in Norway.
ParlaMint-NO_2021-10-27.ana.ud17e2011	I too will be allowed to congratulate the Council of States, and I look forward to meeting here many Wednesdays ahead of time. ‘Telemarksavisa revealed on 20 October the history of an elderly woman sleeping in her own faeces and urine. The municipal apartment in Skien had stools on the walls and was full of food leftovers. This is beneath all dignity, and I'm concerned about all those with mental health challenges. I am also concerned that this is not an isolated case and can be proof that people who need to be admitted to an institution with daily treatment are not admitted. What will the Council of State do to ensure the dignity of this patient group?’
ParlaMint-NO_2021-10-27.ana.ud17e2020	Of course, I cannot go into the individual matter that the representative is drawing on, in addition to saying that it makes an impression, but I would like to say something about what this government will prioritise in the future. As a clear priority, this government is building a better and comprehensive offer for people who are struggling with mental disorders. In the Hurdal platform we show that we have great ambitions both for the elderly and for people with mental problems and suffering. Older people have different needs, but all those in need of help should be confident that the community is set up and that they are viewed and met by health services in a respectful and dignified manner. We have a comprehensive job ahead of us. The government will ensure that older people who are able and willing to live in owner-occupied dwellings as far as possible and that they are organised to ensure that they are safe. We will also provide for several organised dwellings, and we will develop our own full-time escalation plan and good staffing in the care of the elderly. We want to increase the multidisciplinary nature of care for the elderly, because that's what we think is important, and strengthen the content of the service. We will also provide investment grants to municipalities to ensure adequate health care facilities, security housing and lucky day care facilities for those who need it. The government will correct unworthy mental health issues. We have announced a new step-up plan for the field, with earmarked funds, which will target both municipalities and specialist health services. We will look closely at both municipal services, mental health protection for children and young people, and district psychiatric centres and hospital psychiatry. In concrete terms, we have announced that the escalation must ensure increased capacity in the specialist health service and several low-threshold services in the municipalities. I would also like to say that the fixed medical system is the support bar in the Norwegian health service. The decision-maker is often the patient’s first meeting with healthcare and has a key role in the interaction across services and levels of these services. Here the government will strengthen the system and ensure a stable toy coverage throughout the country for them with the most comprehensive needs.
ParlaMint-NO_2021-10-27.ana.ud17e2035	I want to thank the Council of State for the answer, but it was very general. A bit of the challenge especially with this case, which I hear the council says she will not go into, is that this happens for the second time in a short time, without anyone from the municipality or those who clearly have a responsibility to follow up, reacts. This is a municipal dwelling, and that means that there is a person who has a number of challenges in his life. This is a person who is not allowed to enter the mall and shops. You first experience it once, and there are neighbors who actually figure it out. This means that you should follow up with clear demands on the municipalities that you have a responsibility towards people who have such challenges as the person you are dealing with is in the middle of it.
ParlaMint-NO_2021-10-27.ana.ud17e2044	It is quite right that the representative points out: the municipalities have a responsibility. I also share Mr Hoksrud's concern about the capacity for day-to-day treatment. It's also one of the reasons why the Hurdal platform determines that we're going to stop the construction of daily places in psychiatry. This is well known to the representative, because the Progress Party has been a government party for seven of these eight years. There has been a partial professional development, but we say very clearly in this government platform that now we put a foot in the ground, and that we want a stepping-up plan for the whole mental health field, from low-threshold services in the municipalities to the heaviest psychiatry, and for those who need long-term follow-up.
ParlaMint-NO_2021-10-27.ana.ud17e2051	Again: Thanks for the answer and what the council says, and I am very happy that the council is very clear that things have to be done here. We also promoted a representative proposal today, which is just going on those who fall a little between two chairs, and where you are not sure where you really belong. So I think that's very good. This is really about small grips, it's about someone having to make sure to follow up when they come to the municipalities. So I would very much like to challenge the Council of State whether she can be a little clear that it is important that the municipalities are also aware of this responsibility, that you actually follow up when you get such feedback, and that it is a certain follow-up when you see that this repeats – also for those who live in the area around and experience this, and see the unworthiness that this person lives under – because it is completely unworthy to live like that.
ParlaMint-NO_2021-10-27.ana.ud17e2058	It is important that municipalities take care of their health and care responsibilities, and it is important for patients that there is good coordination around those who need a lot of help, those who need help from both the specialist health service and the municipality in which they live. That's why the Hurdal platform also says very clearly that we should look at relationships between the different levels of service in order to better attend to the patient's course, as we call it in the professional language, so that the patient does not sit between these famous chairs. It'll have priority. This is also linked to a stable and sound medical system. The decision is central to patients’ lives and often coordinates treatment and provision between levels of service. It is also about the ability of municipalities to strengthen themselves with the necessary skills.
ParlaMint-NO_2021-10-27.ana.ud17e2068	I have wrongly not included the whole reason – I am sorry: ‘Solberg government budget proposal cuts in the framework of agreements on state-funded care for the elderly in the municipalities. This poses major budgetary challenges for municipalities that, without notice, and during the contractual period, are being reduced by several million. Does the Council of State wish the Government to act as an unreliable contracting partner who does not award contracts or will the Council of State ensure that the Government corrects them in the next year’s budget?’.» That's where I didn't include the reasons for state-funded care. [[President clubs]]
ParlaMint-NO_2021-10-27.ana.ud17e2079	The question you have to ask is:
ParlaMint-NO_2021-10-27.ana.ud17e2084	The previous government has proposed to close the state funding of care services at the end of 2021. This is one year earlier than the planned end. The test started in 2016 and was scheduled to be completed in 2019. There are now eleven municipalities that have agreed to participate in this experiment. It appears that the financial challenges at closure are greatest for the four municipalities that have been involved in the experiment since 2016, but also for the Inner Eastfold municipality, which has participated in the pilot funding model in 2021. The financing document contains two decommissioning arrangements at the end. One is that all the eleven municipalities get 60 pst. of first year and 40 psts of assigned revenue. the second year after its completion. It's suggested to spend 86 million. kr for this in the State budget of the previous government. The second scheme is that the funds are transferred to the next financial year if the municipalities have unused grant funds at the end of the year of the experiment. These arrangements will be able to remedy the situation somewhat. The rapporteurs of the eleven municipalities participating in the experiment have contacted me. I have a great deal of understanding that the end of the experiment is coming quickly. This is the agreement of the previous government with the municipalities. Tomorrow there will be a meeting with these, where we will have a dialogue on the way forward. So for me, it's not a privilege to be able to say anything about the additional number of the budget for 2022 that the government is now working on. It is planned to be presented on 10 November. Here the government will make its overall assessment of next year's municipal framework for all municipalities and also the situation of the SIO municipalities – this state experiment is often shortened to SIO.
ParlaMint-NO_2021-10-27.ana.ud17e2095	I thank the Minister of Health for the answer. It's right, as she says, that it's not this government that's responsible for this. The compensation schemes that have been proposed by the previous government, monies quite little, because it covers a very small part of the costs. I would then like to ask – perhaps the Minister of Health is satisfied with this, given that she has been an outstanding opponent of this project in the past, despite the fact that both employees, management, relatives and not least users have been very satisfied, and there have been many valuable experiences and lessons learned: Does the Minister really want to continue this irresponsible draft budget that has come from the Solberg government in the matter of state-funded care, which could lead to a lower level of service provision and major problems for the twelve municipalities concerned in the future?
ParlaMint-NO_2021-10-27.ana.ud17e2100	As I said in the first answer, I won't be able to say so much about the priorities of the supplementary proposition. It's going to be presented in its entirety on 10 November. But it is no secret that the priority of the government parties has been to strengthen the ability of all municipalities to provide good health and care services. The attempt at state-funded care for the elderly has been evaluated, and unfortunately the evaluation has not given us the direction and knowledge that could have been desired when the project was started. This was a project that the Government Party wanted very clearly when it started in 2016. For us, it is important to take care of all the municipalities, to ensure that they have muscles to care for their care-for-health responsibilities. Then we'll meet and talk to the municipalities that are affected, and that, as a result of this breach of agreement with the previous government, gets a challenge next year.
ParlaMint-NO_2021-10-27.ana.ud17e2105	I represent Agder. Lillesand municipality with 11,000 inhabitants has now received a sub-coverage of 43 million. kr, without notice, without any information from the former government and the Ministry of Health, and they must find, search, 43 million. kr on next year's budget. This cut first appeared in the government budget presented by the Solberg government. In the worst case, both Lillesand and other municipalities may be placed on the ROBEK list because the State as a contracting partner appears to be both unreliable and irresponsible with the Solberg government budget. Will the Minister of Health continue this practice, or will the State honour its obligations out of 2022 as agreed, and thus appear as the Norwegian State should appear, as a stable and credible partner, which should be a minimum for the Norwegian State?
ParlaMint-NO_2021-10-27.ana.ud17e2112	I think that the Council of State and the representative of Nilsen can quickly agree that this is a poor maintenance of the state's end of an agreement between selected municipalities and the state. It's the full responsibility of the dwindling government. As late as the election campaign this year, there were visits to several of these municipalities, and no one was then given any indication that this was going to end. It is a challenge for which no current government can take responsibility. We make our assessments towards an additional proposition, where we give priority to strengthening the ability of all municipalities to provide sound health services. Then we have set up a dialogue with the municipalities concerned to gain more insight into the concrete challenges it presents to them. In addition to that, I have no additional proposition to present today, so the representative Nilsen does not get any more precise answers than that.
ParlaMint-NO_2021-10-27.ana.ud17e2120	‘In the patient’s healthcare system, patients are the most important, not the system. In the Hurdal platform, the patient’s healthcare is not mentioned in one single word. It shows a new course in health care. Does this mean that the government no longer believes that the patient’s needs are to be put first, and what does the Council of State think is the alternative to the patient’s healthcare?’
ParlaMint-NO_2021-10-27.ana.ud17e2127	Norwegian patients shall have a world-class public health service, irrespective of their address and wallet. It's very clear on the Hurdal platform. Each patient shall be seen and met by healthcare in a respectful and dignified manner. The aim of our health and welfare policies is to create health-promoting societies, prevent disease and provide a decentralised healthcare service providing good and equivalent health services throughout the country. All the actions in our platform will contribute to this precisely. When we focus on the cohesion of social health differences, stabilisation of the fixed medical system or measures to improve the quality of mental health protection, it is precisely to provide patients with better health care that meets them and their needs. In order to succeed, we need to implement measures that provide better user experience and patient meetings, better health in the population and, in particular, efficient resource use. Not least, we need to invest in our most important resource, namely those who work in healthcare. We need to ensure that healthcare professionals have their time spent on patient contact, that they have good working conditions, thrive in their job and have the opportunity to develop their skills continuously. This is essential for good quality and patient safety, good patient experiences and wise resource use. The policy of the previous government to create the patient’s healthcare was based on market thinking and increased private use. This approach benefits the most, and can contribute to increased inequality. An example of this is free treatment choice. The evaluation shows that those who were given some increased freedom of choice through the scheme were also the most resource-intensive patients. This government will have a strong public health service, regardless of where you live or what you have in the bank account. It's not about putting the system in front of the patient. It's about building our common health service, which provides good treatment to all patients across the country near where people live.
ParlaMint-NO_2021-10-27.ana.ud17e2140	There is no doubt that the previous government has made a significant contribution to public health. As a result, health cows fell, and patients also experienced greater freedom of choice because they also used the available capacity of private operators. It's fine with words from the Hurdal platform, but we also need to know a little bit more about the content. In the patient’s healthcare system, packaging processes are important. It's about seeing the patient's needs, creating security, and knowing that we always ask the patient, what's important to you? I do not see the word «package trajectory» used at one point in the Hurdal platform. I see that the new government is talking about package solutions for mental health. Would the Minister for Health be able to clarify whether or not to abandon package thinking and to create package solutions?
ParlaMint-NO_2021-10-27.ana.ud17e2147	The fact that the waiting time for treatment goes down is very good. This means that you get good use of the capacity and avoid unnecessary waiting when you are going to get treatment. There has been a development since 2010. I hear that the representative Troeen says it is fine with words, but I feel that the representative Troeen is looking for the Right word. I hope that the representative Troeen looks at the efforts and measures that lie in the Hurdal platform. One of the main focus is on improving the patient profile – that patients who need both specialist health services and services in the municipality in which they live should receive a better and more holistic service. The right has chosen to call it a package course, to have standardised patient processes within different treatments. It has been against the Workers' Party. But just for mental health protection, we're going to take a foot in the ground.
ParlaMint-NO_2021-10-27.ana.ud17e2154	Then I can lead out of this brief conversation that the new government doesn't want to bet on the package sequence, which we have carried out for a number of cancers, for a number of other diseases, for muscle and skeletal disorders, and also in mental health protection. I then understood from the council that you are going away from the package progress solutions and that you are going to create package solutions. I think it is very difficult for patients – and perhaps also for health care employees – to really understand what it is. Packing processes have contributed to faster treatment, shorter waiting time and greater safety for patients, and not least the most important thing in Norwegian healthcare: that resources find each other quickly, that it is quickly clarified where the patient is going to be at the time and who is responsible. So I'm actually asking the Council of State to elaborate further on whether package arrangements are no longer part of healthcare.
ParlaMint-NO_2021-10-27.ana.ud17e2159	I have to admit that I find it a bit difficult to understand the representative Troeen, because what I said very clearly in my answer is that the standard patient sequence has always been in favour of the Workers' Party. Calling it a package sequence was something that came on the Right Guard. My predecessor took over a cancer strategy from then Health Minister Jonas Gahr Støre, who pointed towards standardised treatment courses. Then we got the package sequences, and there are no plans from the current government to change the package sequences for cancer. It's diagnostic-based treatment sequences. What the Hurdal platform says is that for mental health protection, experience is not good. There we take a foot in the ground. And securing the patient's course is actually a major priority in this government statement, and it also goes beyond the diagnostic-specific processes, which I find the representative Treen is concerned about.
ParlaMint-NO_2021-10-27.ana.ud17e2166	We go back to question 13.
ParlaMint-NO_2021-10-27.ana.ud17e2174	This question, from the representative of Turid Kristensen to the Minister for Children and Family Affairs, has been transferred to the Minister for Culture and Gender Equality as the appropriate representative.
ParlaMint-NO_2021-10-27.ana.ud17e2179	"When the gender equality field was moved to the Ministry of Culture, the current Minister for Culture and Gender Affairs said to the Newspaper that it was "hairy, embarrassing and sluggish", "equality policy is inextricably linked to family policy" and "equality policy has nothing to do in the Ministry of Culture". The Hurdal platform reverses a lot, but not everything. Is the Council of State in agreement with its colleague of government in these statements, and will the Council restore the gender equality field to the Ministry of Children and Family Affairs?’ Since the question has been transferred to the Council of State Trettebergstuen, I have changed the wording a little bit, so my question to the Council of State is therefore: Does the Council of State today agree with its own statements of 2019, and will the Council of State wish to restore the gender equality field to the Ministry of Children and Family Affairs?
ParlaMint-NO_2021-10-27.ana.ud17e2186	I thank you for the question. When the representative wrote the question, the government was already appointed, and if we were to move some of the portfolios to the departments, we would have done it from the start. So no, we're not going to move the gender equality portfolio back to the Child and Family Department. I am very pleased that I am now Minister of Culture and Gender Equality, and that the equality name once again comes in as a personal name. It comes into the name of the ministry on 1 January 2022. I want to remind the representative what was the political setting around that I said what I said at the time. The reason why the portfolio was moved from the Ministry of Children and Family to the Ministry of Culture was that women's right to decide over their own bodies became a negotiation card to get the Christian People's Party into the government. The abortion law was tightened. The Christian People's Party was given a veto on all biotechnological issues, and the then Prime Minister, Erna Solberg, appointed a child and family minister who would not stand up for important issues of equality. Therefore, the portfolio had to be moved. That's why equality was moved from the Ministry of Children and Family to the Ministry of Culture, not because it was important for the equality portfolio itself, not to promote the field, but to hide it away, nor for those working on it to get better conditions. Yes, that's how the representative quoted me, that equality is still inextricably linked to family policy. That is why the Council of State Toppe and I will cooperate well in these policy areas. We're going to spend time on real policy and on bringing equality forward, not on ministerial exchanges. I am proud and happy to have been given responsibility for cultural and gender policy and, as I said, we are going to pursue an offensive equality policy. After eight years of equality in reverses, the gear shifted. Now we're in the drive, and we're going to run on as long as we're in the government.
ParlaMint-NO_2021-10-27.ana.ud17e2195	Thanks for the answer. That was clarifying. I do not fully agree with the description, but I am sure that the Council of State will be an excellent Minister for Gender Equality. The Minister of Culture has also previously criticised the government of Solberg for a number of issues, such as: the culture-enhancing scheme. Nor is this mentioned as the location of the equality field in the Hurdal platform. This is a scheme that has been a success since it was established in 2014 and a scheme that has since then contributed to cultural life over 3.2 billion. kr. The working party has programmed to wind up the scheme. The centre party has expressed itself critically, but does not have it in its programme, i.e. that they have removed a point of progressive dwindling from their second draft. What is the position of the Council of State and Government today on the continuation of the gift-enhancing scheme in the cultural field? Will the government reverse or maintain this arrangement?
ParlaMint-NO_2021-10-27.ana.ud17e2202	I want to remind the representative that one must try to stick to the topic under consideration.
ParlaMint-NO_2021-10-27.ana.ud17e2207	I had been glad that we were going to have some rounds of equality now, but we could also talk a little bit about gift enhancement. That is right, as the representative says – the Workers’ Party opposed the introduction of the gift-enhancing scheme, and we have proposed it removed in our alternative budgets. It's simply because we think it's not good use of public money that they're going to go to the institutions and the actors that do one thing, and that's to be able to attract private money. We believe that public money over the cultural budget should be allocated as needed and with a more geographical and better distribution profile than the gift enhancement scheme provides. Then comes the boring answer to the question, and that's that the things that are about the budget, the Storting will get an answer to when the supplementary proposition comes.
ParlaMint-NO_2021-10-27.ana.ud17e2214	I am sorry, but I checked with the secretariat, and it should be inside, but I now understand that this was outside. I take note of that. I register that this we cannot get a final answer on yet, so I will lubricate myself with patience. But as a follow-up to cultural funding, I am pleased that the Hurdal platform is continuing a strong public initiative in the field of culture. An important principle here is the relationship between cultural life and politicians, the so-called arm's length distance. Right went to the elections to continue working for a free cultural life. I find nothing quite similar in the platform, but to the website musikkultur.no stated Per Mangset, who is Professor Emeritus in cultural studies and senior researchers at Telemarksforsking, just after the election that the Ministers of Culture of the Workers Party have had a tradition of taking more action in the field of culture than other ministers of culture, for example. when Minister of Culture Giske in 2006 almost instructed the Council of Culture to support Jo Strömgren’s dance company. Will the Council of State more than its predecessors respect the principle or let cultural life itself govern its choices?
ParlaMint-NO_2021-10-27.ana.ud17e2221	I do not see that this question is entirely within the theme either, but the Council of State will have to decide whether it will answer or not.
ParlaMint-NO_2021-10-27.ana.ud17e2226	I would love to. I like the question. Let it be quite clear that the Hurdal platform says clearly that we should not just continue a strong public commitment to culture – no, we must raise culture politically and economically. We're going to build a new cultural promise where culture's appropriations for the state budget will again rise to 1 pst. It'll mean a lot to the whole cultural field. Nor is there any doubt that we are defenders of and will maintain the important principle of arm's length distance from cultural life. It is that art and culture should be free. The task of politicians is to facilitate more people to work with and create culture and good experiences for people all over the country, no matter where we live, the size of our wallet or who we are.
ParlaMint-NO_2021-10-27.ana.ud17e2238	‘In September, the Solberg Government presented a sport strategy to help strengthen sport following the pandemic. The strategy presents measures to contribute to the resumption of activity in the short term. It is important to ensure that the pandemic does not lead to increased social differences in participation. In addition, the strategy presents actions to contribute to diversity and inclusion. In total, 179 million were disposed of. crowns for sport purposes through action in the strategy. How will the Council of State follow up the strategy?’
ParlaMint-NO_2021-10-27.ana.ud17e2245	The fact that more people – regardless of the size of your wallet, who your parents are, or where in your country – will enjoy participating in sports and activity is one of our most important tasks in the future. The previous government helped to pursue a policy that increased the differences in our country, and the pandemic has reinforced the trend that the government in a wild policy has already set in motion. For me, the Norwegian sports model is one of the finest in Norwegian society. I could say very well about that, but we shouldn't stop by fine formulations and party speeches. The Hurdal Platform contains several concrete measures to ensure good framework conditions for sport and physical activity. One of the most important things is full VAT compensation, which is simple, unbureaucratic and reaches out widely to teams and associations across the country. That's what we're gonna do. The gear shaft needs to go down. Therefore, the offer of free lending of training and leisure equipment should also be raised. Persons with disabilities shall have the same opportunities for participation as others, and children and young people shall have access to attractive activities, both in sports and through self-organised sports and physical activity. This government looks at Norway's sports association as a partner, not an opponent, and we're going to work with them to get the participation back up to at least the same level as before the pandemic.
ParlaMint-NO_2021-10-27.ana.ud17e2256	Now I could ask about the leisure card, but I'm going to leave it behind because it's under another state council. I do not feel that I actually received an answer to the question I asked. It was quite specific about the sport strategy that has been put forward, which has very short-term immediate action to re-establish activity, while many of the good measures that the Council of State mentioned here are measures that take a little longer to implement there in teams and associations. So I want to repeat the question: what do you see that you want to do in the short term to avoid that the reopening after the pandemic will be without very many of those who may not have come back?
ParlaMint-NO_2021-10-27.ana.ud17e2263	I didn't want to get to that in my previous answer. The sports strategy has been put forward, it is there, and the government has allocated money to a couple of different projects through the games. Let's go. The sports strategy is there. We had probably been waiting for an overall big message about sport, but it was the previous government that chose to put forward a strategy. Then it's not that the sports strategy and the measures that the previous government pointed to there are enough to lift the sport as we want to do it. That is why I am bringing forward these measures in the Hurdal platform, which are important for both sport, culture and volunteering, for teams and associations across the country, and which will make a concrete contribution to the participation of more people, especially children and young people.
ParlaMint-NO_2021-10-27.ana.ud17e2270	Thanks for the answer. I also believe that the answer is both immediate and long-term. I also hope that the Council of State and the government will give priority to a sports message, which became a strategy because of the pandemic and the way out of it. On a number of occasions, the Minister of Culture has also highlighted this with facilities as an important factor in realising and creating activity, and at the sporting event a week and a half ago, she said – happily, I would say – that ‘we are going to catch up for sports facilities’. We know that the lag in sports facilities is up to 5 billion. kr, a significant sum, but this particular point is nothing left in the Hurdal platform. So the question to the Council of State is, what should be given priority if something is to be done about the five billion in the aftermath of construction around the whole country?
ParlaMint-NO_2021-10-27.ana.ud17e2277	The representative is right that the aftermath is so great. I am pleased that the representative Pettersen is engaged in this now, a week after he himself was held responsible for this when his party was in government, and where they did not lift a finger to do anything with this lag. It is huge, but we have said – and it is also stated in the Hurdal platform – that we are going to come up with a plan for how we can prioritise installations and get involved and get something done here.
ParlaMint-NO_2021-10-27.ana.ud17e2297	This question has been withdrawn.
ParlaMint-NO_2021-10-27.ana.ud17e2305	‘An important prerequisite for learning is to be present at school. Many learn too little and drop out. However, the formulation of the absence limit in the Hurdal platform raises more questions than answers about what changes we can expect, and the consequences of these. What does the Council of State suggest that the absence limit should be less rigid and bureaucratic and fairer, and how will the Council of State ensure that, in the future, the absence limit will also help to reduce unnecessary absenteeism in secondary school?’
ParlaMint-NO_2021-10-27.ana.ud17e2312	Let me start by thanking you for a good and very important question and stressing that the government's clear goal is that students should be as present at school as possible. Students who are not present miss both learning and the social environment. When students are not present, it is more difficult to find out who is struggling and needs follow-up. Therefore, this government will work for a school where the students thrive and want to be, and a code that supports this. Since the autumn of 2016, we have had a national absence limit in high school. The general rule is that if a student has more than 10 pst. undocumented absence in a subject, the student will not become a character in that subject. Through several evaluations, we have seen that the absence limit has contributed to less absence in higher education. Those students who had the most absence before the absence limit have had the greatest decline. This, of course, I believe is positive, and I do not want to make changes that contribute to more absence. Although the absence limit has had positive effects, it is not perfect. I would like to stress that the evaluation has also shown that it has problematic aspects. Some of the students who previously did not qualify in just one subject have now begun to lack a character in several subjects. This means that for some of the most vulnerable students, the path to completing secondary education has become longer. In addition, several have pointed out that the absence limit contributes to capacity challenges for permanent doctors and has been particularly demanding in the transition from the pandemic to a normal everyday life with increased preparedness. I think it is important to look at the absence regulations in high school. It is important that we have legislation that plays with our students, including the most vulnerable. It should not be the case that school legislation helps to make the road even heavier for those who are already struggling. However, this is a work that requires us to hurry somewhat slowly. It is important that any changes to the rules of absence do not create new challenges and that we actually solve the problems there. I want to use the time to listen and learn from those who wear the shoes, both teachers, students and others who are affected. I think we all agree on the goal here: a school where the students thrive, is present and learns as much as possible. And then it's important that the legislation doesn't become unnecessary stumbling blocks for the students. What the concrete changes in the absence regulation will be, I will come back to at a later stage.
ParlaMint-NO_2021-10-27.ana.ud17e2327	I'm glad to hear that the Council of State will keep an absence limit. Then I would like to remind you that the absence limit has contributed to the total absence in high school being reduced by 27 p.m., and that more people complete and exist. So I'm going to ask if what the council says, that means you're going to consider raising the threshold, so raise the percentage. In this case, how does the government feel that it should contribute to more implementations, which are the objective of the Hurdal Platform?
ParlaMint-NO_2021-10-27.ana.ud17e2334	I think what is the entrance to change the rules of absence for the better is that you don't have as rigid rules as today. This has been practiced differently through different times, but what was more obvious than today's rules was that there was more opportunity for use of discretion. The goal is for more students to be more present at school, for school to be a place to learn and develop. I think it would be a pity to continue to make rules of absence that do not contribute to calmness, which does not help students and teachers to feel that the rules are reasonable – that they are perceived as fair to the student. I don't think I'm going to be shooting at just how this solution is going to be, but I certainly believe that having some more flexibility and insight into this code is crucial both for the individual student and because this government is committed to demonstrating trust in our teachers.
ParlaMint-NO_2021-10-27.ana.ud17e2343	Governments come up with the reform of trust, and I would like to ask a question: how will the use of local discretion be arranged in such a way that one does not avoid catching up with the students who need to be captured? The absence limit has also helped to open a door for those who need some extra help. Local trust reform can probably also be designed in such a way that local beauty gets in the way of individual lives being caught. How will the Council of State ensure that this does not happen?
