ParlaMint-FR_2022-01-05-O1110.u1	The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u541	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u542	Your request is satisfied because this case is provided for by the decree mentioned in the J of the II of section 1 of the Act of 31 May 2021. Request for withdrawal; Failing that, adverse notice.
ParlaMint-FR_2022-01-05-O1110.u543	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u544	This is a counter-indication verified by the CNAM – Caisse nationale de l'assurance maladie – which, in such cases, gives access to a proper QR code, i.e. an equivalent of the health pass.
ParlaMint-FR_2022-01-05-O1110.u545	Mr Aurélien Taché has the floor to support Amendment No. 295.
ParlaMint-FR_2022-01-05-O1110.u546	With the vaccination pass, you want to remove the use of tests to validate the sanitary pass. Therefore, only the vaccine will remain. I find this decision aberrant, because we must use all possible tools to combat the pandemic. Moreover, it introduces a clear breach of equality between citizens, since a person tested negative will not be able to enjoy all his freedoms as a citizen, unlike another who would be vaccinated. But are they still really citizens? According to the President of the Republic, the question may arise. Indeed, if we follow his reasoning to the end, the bill we are considering should not apply to them, since they are no longer citizens. After this introductory statement, I come to the amendment. We do not agree that people, out of conviction or for many reasons, wish not to be vaccinated; But others, and I know you're sensitive to it, don't have access to the vaccine for a variety of reasons: they're isolated, they want to make an appointment, but simply don't find a niche near them, or they have atypical schedules and it's a little difficult. You can also think of young people under the age of 30, who are only offered a moderna vaccine as a reminder and who may have fears.
ParlaMint-FR_2022-01-05-O1110.u547	It's a joke! Do you know a lot of people who haven't found a niche in a year?
ParlaMint-FR_2022-01-05-O1110.u548	For all of these French people, I would like to know if we can introduce into this bill the possibility of having a valid vaccination pass with a certificate explaining that they have not been able to be vaccinated for reasons beyond their control, related to a malfunction or improper organization of administration. I would also like to hear from you on another point: what are you going to put in practice for these people who are still far from the vaccine, for the most vulnerable and isolated populations? What is the Government doing to go to these people and offer them the vaccine?
ParlaMint-FR_2022-01-05-O1110.u549	Mr Jacques Cattin has the floor to support Amendment No. 617.
ParlaMint-FR_2022-01-05-O1110.u550	It is essential that young people can continue calmly and easily to engage in leisure or sporting activities. However, the bill provides that some of them will have to be vaccinated in order to continue to have access to these activities. For this reason, it is proposed to maintain the health pass system for minors up to the age of 18 years for access to cultural and sports activities and not to apply the vaccination pass to them. A first advance took place last night, increasing the age of application of the vaccine pass from 12 to 16 years; It's a good thing. In line with the age of majority and in order not to put any more pressure on young people aged 16 and 17 who are already very affected by the health crisis, the amendment is highly relevant by not creating two categories of young people.
ParlaMint-FR_2022-01-05-O1110.u551	I have before me two identical amendments, Nos 261 and 266. I call Mr Patrick Hetzel to support Amendment No. 261.
ParlaMint-FR_2022-01-05-O1110.u552	The aim of the amendment is to go to the end of the logic that we have been defending from the beginning, according to which young people between the ages of 12 and 18 must be excluded from the vaccination pass. There has been an advance in the age group 12 to 15, but the question arises for young people between the ages of 16 and 18. I don't understand why we want to make a vaccination pass mandatory for this age group. The arguments which we have developed and which have their full meaning regarding the age group 12 to 15, obviously apply in the same way to the 16 to 18 age group, unless one seeks to stigmatize it. It would be desirable for this age group to be able to carry out certain activities as well. It makes no sense to stigmatize her. That is why the aim of the amendment is to apply the vaccination pass only from the age of 18, which is also that of the majority; It is therefore intended to exclude minors from the scheme. Minister, you have not come back to this issue. We are fully aware of the fact that minors may also be affected by covid. But if we look closely at it, the individual benefit of the vaccine does not seem to be gained. A second argument is very strong: the World Health Organization (WHO) itself says that vaccination of minors is not a priority in the fight against the pandemic. Why do you absolutely want to go in this direction?
ParlaMint-FR_2022-01-05-O1110.u553	Mr Xavier Breton has the floor to support Amendment No. 266.
ParlaMint-FR_2022-01-05-O1110.u554	It is an amendment of consistency with those we have had the opportunity to defend on this subject. The vaccination pass for all minors is not justified. A half-step was taken yesterday, pushing the age of application to 16 years, but there is still the age range from 16 to 18. Moreover, it is clear that if this half-step was taken, it would have been difficult to apply the vaccination pass: from a health point of view, the effectiveness of vaccination in terms of the benefit-risk for young people is not demonstrated; From a sociological point of view, French youth are already living difficult months and years because of the health constraints imposed on them. It is a dimension that we must take into account; This is the subject of the amendment.
ParlaMint-FR_2022-01-05-O1110.u555	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u556	Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u557	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u558	Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u559	Mr François Ruffin has the floor.
ParlaMint-FR_2022-01-05-O1110.u560	We see that minors will be marginalized, excluded from sport, culture and concerts. You choose to piss off a part of the youth as well. I'm struck by the way you're acting on this; Like when you're asked about the over 80s, there's no answer! There is zero answer, while the Scientific Council asks you to act. He tells you: "...a still too many people at risk... remain unvaccinated, more than in other countries. [...] the level of vaccination in France among the oldest populations [...] needs to be further improved. This is one of our points of fragility. How are you going to do that? What tools are you going to use? What means do you propose? None, none, none. The constraint that does not work on the most at risk people, which you will still ask to make an appointment on Doctolib! What do you propose? Nothing!
ParlaMint-FR_2022-01-05-O1110.u561	Mr Sebastien Jumel has the floor.
ParlaMint-FR_2022-01-05-O1110.u562	After chairing the supervisory board of Dieppe Hospital, I have been chairing the Territorial Health Conference for several years. In this context, territorial health diagnoses indicate that cessation of care is in line with several criteria. First of all, the economic and social level: the more poor people, the more they give up their care. Second, the level of education: the less people have long education, the more they give up their care. Another parameter is taken into account: fewer doctories are present in the vicinity, the less we treat each other. Six million of our fellow citizens do not have a treating doctor. I had nurtured hope, when I heard you in committee, minister, that you had taken a lucid awareness of this. You said that out of the 5 million French people unvaccinated, there are indifferent. We've all been kids: when you've got 18 feet, you feel invincible, immortal, while you don't. In any case, I considered myself that way. You also talked about those who are very far from vaccination, especially the elderly. François Ruffin is right to say that at both ends of the age chain, we find parameters – in addition to those I have developed – that can justify the fact that we have not yet taken the necessary step, useful, even imperative, of vaccination. I reiterate this request: why not establish, in a concrete and pragmatic way, appointments with health professionals, in connection with the communal centres for social action (CCAS) and the mayors?
ParlaMint-FR_2022-01-05-O1110.u563	It's done!
ParlaMint-FR_2022-01-05-O1110.u564	You tell me it's done, but in my health territory, which has one of the best vaccination rates, we've done a job like this; However, there are still holes in the snowshoe, especially for the most remote, the most prevented, the most excluded people in the Republic. To these, you do not provide any response and the vaccination pass will not provide them with a solution. Hear that you are being asked this question in a serious and responsible, non-controversial way: what do you propose for these people?
ParlaMint-FR_2022-01-05-O1110.u565	He's a monologue!
ParlaMint-FR_2022-01-05-O1110.u566	[[Exclaims on the banks of the LaREM Group]] The others, I understand you've decided to piss them off. For these, I imagine you have other tools? I didn't give the Parisian a press conference! For these, what are you proposing concrete? What's wrong with the walkers?
ParlaMint-FR_2022-01-05-O1110.u567	Mr Jumel, your time has largely expired.
ParlaMint-FR_2022-01-05-O1110.u568	Mr. Jumel is just telling the truth!
ParlaMint-FR_2022-01-05-O1110.u569	Amendment No 48 by Mrs Catherine Pujol is being defended.
ParlaMint-FR_2022-01-05-O1110.u570	Amendment No 40 by Mr Bruno Bilde is being defended.
ParlaMint-FR_2022-01-05-O1110.u571	I have two identical amendments before me, Nos 260 and 265. I call Mr Patrick Hetzel to support Amendment No. 260.
ParlaMint-FR_2022-01-05-O1110.u572	He calls on the Assembly's humanity. The third point of Article 1 lacks precision in the definition of what is called urgency. It does not appear that the definition overlaps with the case of persons visiting a dying person in a social or medico-social health facility. In order to respect our fundamental values and allow relatives to visit dying people, who would otherwise be deprived of their presence, it should be pointed out that the third point does not apply in this very specific case. It is an amendment not only of common sense, but which calls for our collective humanity.
ParlaMint-FR_2022-01-05-O1110.u573	Mr Xavier Breton has the floor to support Amendment No. 265.
ParlaMint-FR_2022-01-05-O1110.u574	This is an amendment of humanity, in the words of Mr Hetzel. In the first few months of confinement, in 2020, there were many tragedies: isolated, abandoned elderly people, and expeditious funerals. For those who have not been able to accompany family members or dying friends, these scars, far from closing, will remain open forever. The amendment seeks to remedy these shortcomings, which were noted a few months ago.
ParlaMint-FR_2022-01-05-O1110.u575	[[At 19:15, Sylvain Waserman replaced Annie Genevard in the Chair]]
ParlaMint-FR_2022-01-05-O1110.u576	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u577	We had this debate in committee. I have since made sure that the legislator's intention was indeed satisfied. The law of 31 May 2021 and the decree of 1 June exclude emergency cases from the application of the health pass in health facilities. This provision applies to both those who are welcomed and those who visit them. The protocols applicable to these establishments specify the following: "The specific rights of persons at the end of their life must also be guaranteed by appropriate measures in places of care. The support, by his family and relatives, of a person at the end of his life, affected or not by covid -19, must be the subject of appropriate organisational measures allowing visits without having to present the pass, but respecting the health and safety instructions. On this basis, request for withdrawal or unfavorable notice.
ParlaMint-FR_2022-01-05-O1110.u578	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u579	Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u580	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2022-01-05-O1110.u581	We ask that this be enshrined in the law – thus legally guaranteed – and not simply in the protocol.
ParlaMint-FR_2022-01-05-O1110.u582	Mr Xavier Breton has the floor.
ParlaMint-FR_2022-01-05-O1110.u583	We had discussed a proposal for a law on the ethics of emergency, which provided for prior ethical reflection in such situations. We had been working on this bill, presented on a niche day of the Republican Group, for which the Government had initiated the accelerated procedure. Adopted unanimously, it is now blocked in the Senate; That's too bad. It aimed to provide an ethical perspective on all decisions taken, which may have health and scientific justifications, but which also have a human and ethical dimension that is not sufficiently taken into account. It is important that this bill specifically clarify this point.
ParlaMint-FR_2022-01-05-O1110.u584	With regard to Amendments Nos 704, 647 and 616, I am seized by the groups of the Democratic and Republican Left and France with a request for a public vote. On amendment No 672, I also have a request for a public vote before the La France group. Votes are announced in the National Assembly. Mr Jean-Louis Bricout has the floor to support Amendment No. 629.
ParlaMint-FR_2022-01-05-O1110.u585	It is intended to give the possibility of returning from the vaccination pass to the sanitary pass if the health situation changes positively, by keeping separate the legal regime of the health pass for leisure activities, access to catering places and fairs, seminars and trade fairs, so as to give itself the means to ease the health constraints, as recommended by the Council of State in its opinion No 404.676.
ParlaMint-FR_2022-01-05-O1110.u586	Mr Jean-Philippe Nilor has the floor to support Amendment No. 704.
ParlaMint-FR_2022-01-05-O1110.u587	Only 40% of caregivers are vaccinated in Martinique; Some may regret it and others may welcome it, but it is now a fact that cannot be ignored. Thousands of paramedics, life attendants and others are added to these hospital staff immersed in precarious conditions. It is therefore more than legitimate to ask how establishments which were already experiencing the worst difficulties in operating with 100 % of their staff will be able to function decently with 40 % of their staff. In a context of endemic unemployment and a structural economic crisis, given that massive transfers of caregivers from one territory to another are neither possible nor desirable, your dogmatic obstinacy risks aggravating the cruel shortage of medical and paramedical personnel in the territory of Martinique and causing a major health, economic and social catastrophe there. [[Exclaims on a few benches of the LaREM group]] The welcome you will give to this amendment will ultimately reveal, and in a relentless manner, whether your objective is – as you say – to preserve public health, or whether – as I think – you are proudly seeking to criminalize and punish all the recalcitrants who, in particular overseas, have been obstinate in resisting your jupiterian injunctions.
ParlaMint-FR_2022-01-05-O1110.u588	What a clientelism!
ParlaMint-FR_2022-01-05-O1110.u589	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u590	Unfavorable opinion.
ParlaMint-FR_2022-01-05-O1110.u591	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u592	Same opinion.
ParlaMint-FR_2022-01-05-O1110.u593	Mrs Mathilde Panot has the floor.
ParlaMint-FR_2022-01-05-O1110.u594	This amendment deserves an answer,...
ParlaMint-FR_2022-01-05-O1110.u595	Yes: unfavorable.
ParlaMint-FR_2022-01-05-O1110.u596	...because – as Mr Nilor has explained – we are going to have a problem of continuity of care, in the West Indies in general and in Martinique in particular. A professor from Tours, who came to help with confinements in Guadeloupe and Martinique, spoke of ill-treatment of health systems that, for years, have been under-invested chronically and are already exsangued. How can we believe that the absence of unvaccinated caregivers is a good health policy? I have another question, minister: how can an urgent note from the Health Branch authorize positive covid but asymptomatic caregivers – that is, they do not cough or sneeze, according to the note – to work in hospital? Why do you refuse, at the same time, to let caregivers work in structures that are essential to the population, even if these people are tested – it is proposed not to suspend them if they justify a negative test, which is safer since you check regularly whether the person is infected or not? You risk endangering the population with respect to continuity of care. On the other hand, some firefighters are disturbed to find that they are considered fit for work when they are requisitioned, even in the absence of vaccination, but that they can no longer exercise their profession in good conditions: their suffering is great and deserves a response, not repressive but reasoned and to protect the health of Martinique and Guadeloupeans.
ParlaMint-FR_2022-01-05-O1110.u597	Mr Jean-Philippe Nilor has the floor.
ParlaMint-FR_2022-01-05-O1110.u598	[[Applause on a few benches of the LR group. – Mrs Martine Wonner and Marine Le Pen also applaud. – Protests on a few benches of the LaREM group]] [[Applause on the benches of the GDR and FI groups and on some benches of the LR group]] My amendment concerns the future of health in a territory of the French Republic: Martinique. I repeat my question because it deserves the minister to rise and open his mouth to answer me. How could institutions that were already experiencing the worst difficulties in functioning before the crisis – we have denounced it for decades –, with 100 % of staff, function decently with 40 %, or even – I grant you – 50 % of staff? How can we solve this equation, which is already current? I took 8000 kilometers to ask this question: thank you for the elegance of answering me.
ParlaMint-FR_2022-01-05-O1110.u599	Call for vaccination!
ParlaMint-FR_2022-01-05-O1110.u600	The Minister has the floor.
ParlaMint-FR_2022-01-05-O1110.u601	[[Exclaims on FI banks]] Mr Nilor, during the eight years I have spent in Parliament and since I was a minister, let me tell you – I'm sorry, it's not my fault – that you are one of the most aggressive people for me. Your questions are like moral judgments. You say that our ambitions are unfaithful and do not aim to protect the population. You do not call to vaccinate the population, in difficulty, while the waves are important and the epidemic is starting again. You do not call on caregivers to be vaccinated, even though you know perfectly well – the demonstration has been made in other ultramarine territories, especially in Guadeloupe – that it is possible to reach coverage rates above 90%. [[Exclaims on FI banks]] That's why, Mr. Nilor, I didn't answer you. Because you're not engaging in a dialogue, when I'm open to it. Yes, I'm open to dialogue,...
ParlaMint-FR_2022-01-05-O1110.u602	A truncheon dialogue!
ParlaMint-FR_2022-01-05-O1110.u603	... as I have demonstrated in discussing twelve pieces of legislation, including on ultramarine issues.
ParlaMint-FR_2022-01-05-O1110.u604	Fuck Mr. Nilor!
ParlaMint-FR_2022-01-05-O1110.u605	[[Mr. Jimmy Pahun applauds]] In short, if you wish me to respond on the merits, please cease these permanent personal challenges,...
ParlaMint-FR_2022-01-05-O1110.u606	It's clientelism!
ParlaMint-FR_2022-01-05-O1110.u607	... when it's not about threats, like when you said that if you had practiced voodoo, maybe I wouldn't have left the island alive.
ParlaMint-FR_2022-01-05-O1110.u608	This is a personal attack on Mr. Nilor!
ParlaMint-FR_2022-01-05-O1110.u609	However, I will answer you: let's lower the tone. With regard to non-vaccinated caregivers in Martinique, there is no need to include provisions in the law since in practice we allow derogations – in exceptional situations of health stress, in services under stress, with test checks – so that caregivers can exercise. This is currently the case in hospitals. With regard to the stage assessment in Guadeloupe, 1000 caregivers were not vaccinated: an individual interview was proposed to each of them. More than 600 caregivers have accepted it, one third of whom have been vaccinated since then and another third are in the process of being vaccinated. In the end, there are just over 300 unvaccinated caregivers on the island of Guadeloupe who are not included in a contractual approach for accompaniment or reclassification. All individual situations are thus addressed, even if the deadlines were not the same in Martinique, then the situation was different. [[Applause on a few benches of the LaREM and Dem groups]] [[Applause on the benches of the LaREM and Dem groups]] I dream of a speech that, systematically, by addressing ultramarine issues, enjoins the population to protect themselves – I say it at the time the wave goes up, with the omicron variant. I have a good memory and I know what happened in August and September in some of the ultramarine territories, especially in the West Indies. My dearest wish, my vocation as a doctor, my job as a minister, is to ensure that people are not exposed to the risks of serious forms and overflowing of hospitals: this is, for me – forgive me – the highest priority.
ParlaMint-FR_2022-01-05-O1110.u610	Mr Sebastien Jumel has the floor for a point of order.
ParlaMint-FR_2022-01-05-O1110.u611	[["All the time! » and other exclamations on the banks of the LaREM Group]] As the spokesperson for my group, I want to speak for myself. When, in the speech of our colleague Nilor – who will appear in the Minutes and whose video can be viewed – is there an aggressive and personal questioning by the minister? None. On the other hand, our overseas colleague simply says that, given the level of tension in the overseas countries and territories, the 8000 kilometres he has just crossed...
ParlaMint-FR_2022-01-05-O1110.u612	Mr. Jumel...
ParlaMint-FR_2022-01-05-O1110.u613	[[Applause on the benches of the GDR and FI groups]] ...impose respect and justify the minister rising to answer him. I don't see how this is a personal challenge!
ParlaMint-FR_2022-01-05-O1110.u614	Thank you, we have understood the point of order.
ParlaMint-FR_2022-01-05-O1110.u615	I put to the vote Amendment No. 704.
ParlaMint-FR_2022-01-05-O1110.u616	The result of the vote is as follows: Number of voters 209 Number of votes cast 199 Absolute majority 100 For adoption 56 Against 143
ParlaMint-FR_2022-01-05-O1110.u617	I call Mr Olivier Serva to support Amendment No. 671.
ParlaMint-FR_2022-01-05-O1110.u618	I express before you the current majority opinion of the people of Guadeloupe. We are discussing a bill to generalize the vaccination pass, which will affect more than 65% of Guadeloupees who are not vaccinated. I note the presence in the text of a pseudo-adaptation, since it is not a measure specific to overseas but powers conferred on the executive throughout the national territory. In Guadeloupe, we remain subject to the wishes of the Prefect, according to vague postponement criteria and methods of consultation of elected officials who are not included in the text; And when it's blurred, it's said, there's a wolf. I therefore ask you the question directly, Minister: until when will there be a postponement in Guadeloupe and according to what criteria? Why do you refuse to sanctify him unequivocally in the body of the text? I refuse the risk of depriving two thirds of the population and our youth of the sport and the lack of leisure that we have on our land. I also refuse to expose myself to delinquency and resignation. As it stands, it is only a step backwards to better jump towards a new social and economic crisis in Guadeloupe. There was unspeakable violence. I warned you as early as August and I repeat my warning, Minister. Let us put things in context: the text discussed will not affect the daily lives of the 76.7% of French people in Hexagon who are vaccinated, but it will stifle the lives of the 65.8% of non-vaccinated Guadeloupees. We have 33.8% to present a complete vaccination schedule: it is little and it reveals a loss of confidence. Let me tell you, we are not returning to trust by coercion and putting 65 per cent of the population of Guadeloupe under a bell: to convince rather than to compel, minister. [[Applause on a few benches of the FI group]] In conclusion, this amendment aims to put an end to subjectivity and a breach of equality between the French. It proposes a fixed rate of vaccination coverage for the application of the future law in Guadeloupe, i.e. when 76.7% of the Guadeloupees will be vaccinated, as in Hexagone.
ParlaMint-FR_2022-01-05-O1110.u619	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u620	Unfavorable opinion. On the initiative of Justine Benin and Hélène Vainqueur-Christophe, we have adopted an amendment in committee which will enable the prefects to adapt the entry into force of the provision in order to take account of the specificities of the territories, without suspending sine die measure, which is essential for the protection of the population.
ParlaMint-FR_2022-01-05-O1110.u621	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u622	Same opinion.
ParlaMint-FR_2022-01-05-O1110.u623	Mr François Ruffin has the floor.
ParlaMint-FR_2022-01-05-O1110.u624	[["Ah! » on the benches of the LaREM group]] [[Exclaims on the banks of the LaREM Group]] Without aggressiveness, we must understand why people – in Guadeloupe or here – do not trust you, minister: for the past two years, you have not stopped lying or deceived yourself. In March 2020, about masks, you said you shouldn't wear masks. On the hospital, in April 2020: "all hospital plans are suspended"; Now, there were 5700 bed deletions that year. [[Mrs. Marine Le Pen sesclaffe]] In October 2020, the "dyke is solid"; A week later, the whole country was being reconfigured. In December 2020, vaccination "will not be compulsory" to take public transport or to go to the restaurant. In July 2021, the sanitary pass was not a tool that we would have intended to use for months; We're still using it and, in my opinion, we're going to use it for years. And again: if everyone is vaccinated, you said, there will be no more viruses. [[Mr. Ugo Bernalicis applauds]] For the past two years, you have always been wrong – I am merciful – or lying. In essence, I thank the President of the Republic for his sincerity: he has unveiled your strategy of pissing off the French. However, this is not a means of fighting the crisis and restoring people's confidence.
ParlaMint-FR_2022-01-05-O1110.u625	Mr David Lorion has the floor.
ParlaMint-FR_2022-01-05-O1110.u626	I'm one of the elected officials who's asking the people in his constituency to get immunized. The vast majority of those elected overseas ask for it. There is no discussion on this point.
ParlaMint-FR_2022-01-05-O1110.u627	Yes.
ParlaMint-FR_2022-01-05-O1110.u628	It is a fact that my colleague Olivier Serva has pointed out: the vaccination rate is below 50%, or just higher, in the overseas territories. Therefore, the vaccination pass project cannot be applied as it is, because it will deprive many compatriots of many services and completely disrupt the economic world. Justine Benin, Max Mathiasin and Hélène Vainqueur-Christophe tabled an amendment, adopted in committee with the Government's favourable opinion, which provides that the prefect may be empowered to adapt the provisions of the bill. I would like you to explain to us more precisely what criteria the Prefect will make his decision, what means of consultation he will use, how all these measures will apply. Once the law is passed – since you are a majority, I have no doubt it will be – how will it be applied in practice in the overseas territories?
ParlaMint-FR_2022-01-05-O1110.u629	The Minister has the floor.
ParlaMint-FR_2022-01-05-O1110.u630	By voting on the amendment in committee, which was the subject of a favourable opinion by the Government, you have made a good choice. Indeed, you have given room for manoeuvre, opening a dialogue between the prefect and the local elected representatives. Your approach was to ask for a space for discussion at the territorial level. However, I do not see the meaning of the inclusion in the marble of the law, since Paris, of the criteria governing the initiation of a particular measure. Let us remain faithful to the spirit that prevailed when you drafted this amendment and when you adopted it: openness and dialogue on the spot. That is why the Government is opposed to this amendment, to Mr. Serva's next amendment and to those that will follow.
ParlaMint-FR_2022-01-05-O1110.u631	I call Mr Olivier Serva to support Amendment No. 672.
ParlaMint-FR_2022-01-05-O1110.u632	I have recently been able to talk to Guadeloupian caregivers: they are exhausted. Of course, 85% to 90% of caregivers have received at least one dose, but they must compensate for the absence of their unvaccinated colleagues, their guards are growing longer every day and reinforcements are not enough. This is proof that a national measure applied without adaptation in Guadeloupe, an archipelagic territory with a single university hospital centre (CHU), which, I say, has burned, does not work well. Mr Minister, it is not for lack of having said this and of having tabled an amendment adapting the vaccination obligation in Guadeloupe last August. However, the scheme still does not work and endangers the organization of the provision of care in our territory. Unfortunately, it is Guatemalans, brothers, sisters, fathers and mothers who see their chances reduced. I'm really upset about that. You must ensure public order and health, but also prevent health and public disorder. On this second part, there is a growing deficiency that I am fighting. [[Mrs Mathilde Panot applauds]] As is already the case for unvaccinated firefighters, who are requisitioned by the prefect, and for medical staff in the departmental fire and rescue department – as you said – in order to avoid any disruption of care, I propose an amendment aimed at reintegrating unvaccinated health care providers and health professionals when there is a risk of disruption of access to care for populations. This also applies to the public sector and liberal professionals.
ParlaMint-FR_2022-01-05-O1110.u633	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u634	Unfavorable.
ParlaMint-FR_2022-01-05-O1110.u635	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u636	Unfavorable.
ParlaMint-FR_2022-01-05-O1110.u637	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2022-01-05-O1110.u638	I support this amendment, especially since we have the means to protect it. I remind you that the suspension of carers was voted in this Chamber by altruism:...
ParlaMint-FR_2022-01-05-O1110.u639	You voted against it!
ParlaMint-FR_2022-01-05-O1110.u640	... on these benches, no one wanted a patient to get sick because of a caregiver who would come to infect him; We all agree. But we're running out of caregivers. Thus, the decision was made that a caretaker vaccinated but carrying covid – we know that even if he is less contagious, he can still transmit the virus – can go to work. How can we explain to unvaccinated caregivers, when their colleagues are exhausted, that they cannot help them? [[Mrs. Martine Wonner applauds]] I rest the same question raised in the presentation of my previous amendment: why keep them away from health facilities – and from their colleagues who could perhaps convince them to get vaccinated? Why stigmatize them and leave them in their corner as we cruelly lack caregivers and we have the means to protect them and protect our patients through charlottes, FFP2 masks, overblouses and overshoes and offer them a test – we have them in health facilities – to make sure they are not carrying the virus? All means are good for protecting patients and for relieving caregivers, who need reinforcements. In addition, health reserves are no longer functioning due to suspensions.
ParlaMint-FR_2022-01-05-O1110.u641	Mr Lenaïck Adam has the floor.
ParlaMint-FR_2022-01-05-O1110.u642	Mr. Serva described a reality in our territories. It is easy to take a position when the vaccination rate is adequate. Everyone here will soon be campaigning, whether for the presidential election or for the general elections; This debate is therefore of a political nature, even if we have to get closer to the reality of the ground. I support Mr Serva's approach because the management of ultramarines – in particular Guyanans and Guadeloupees – but also of patients in some hospitals in Hexagon is a problem. In December, I was with my companion in the hospital and for three days, no one cleaned him. In the hospital of Saint-Laurent, west of Guyana, it is the director who must distribute the meals. I'm telling you, the situation is catastrophic. [[Mr. Jean-Philippe Nilor applauds]] It is not a question of pleasing or displeasing, but of allowing Guyanans to be properly cared for. Even those who are vaccinated are in this situation: the management is called into question because it is simply not operational. We must listen to the proposal to allow these health care providers to exercise with a simple test, because the hospital cannot function with so few people, especially since our territories are also medical deserts. I hope everyone can understand.
ParlaMint-FR_2022-01-05-O1110.u643	I put to the vote Amendment No 672.
ParlaMint-FR_2022-01-05-O1110.u644	The result of the vote is as follows: Number of voters 186 Number of votes cast 179 Absolute majority 90 For adoption 53 Against 126
ParlaMint-FR_2022-01-05-O1110.u645	Mr Jean-Philippe Nilor has the floor to support Amendment No. 616.
ParlaMint-FR_2022-01-05-O1110.u646	In Martinique, the immunization coverage rate is close to 40%, while in hexagonal France, the rate is 77%. This significant gap objectively creates a major difference. By introducing the vaccination pass, it is not a minority but a large majority who will in addition suffer the segregation induced by the law. Honestly, if France's vaccination coverage rate was only 40%, would you have had the nerve to propose that we vote for this vaccination pass? [[Claims on several banks of the LaREM Group]] By trying to piss off the unvaccinated,...
ParlaMint-FR_2022-01-05-O1110.u647	[[Protests on the benches of the FI group]] What are you doing here?
ParlaMint-FR_2022-01-05-O1110.u648	... you knowingly rot the life of 60% of Martinique and your pass pronounces the death sentence to health, social, economic, cultural, sports, educational of the overseas peoples. In your view, they have committed an unforgivable crime, that of clearly refusing to flatten themselves before your injection injunction, for reasons which are their own but which do not fall within the scope of irrational or voodooism, as you have stated.
ParlaMint-FR_2022-01-05-O1110.u649	It's shameful! Finally, Mr. Jumel, react!
ParlaMint-FR_2022-01-05-O1110.u650	What is the opinion of the committee?
ParlaMint-FR_2022-01-05-O1110.u651	Unfavorable.
ParlaMint-FR_2022-01-05-O1110.u652	What is the Government's opinion?
ParlaMint-FR_2022-01-05-O1110.u653	Unfavorable.
ParlaMint-FR_2022-01-05-O1110.u654	Mrs Martine Wonner has the floor.
ParlaMint-FR_2022-01-05-O1110.u655	We hear a little music. We could go back two years, when the yellow vests were moving, when we were alerting you that in some territories, the situation was going to blaze. Similarly, there is no health justification for applying the same provisions in the overseas territories as in Hexagon. Again, the omicron variant does not lead to a level of hospitalization as important as you tell us, minister, that is totally wrong. In the Overseas Territories, early treatment has been and continues to be provided; So we manage to completely control the epidemic. So putting pressure on health professionals without providing scientific evidence to support what you're telling us, once again, I denounce it.
ParlaMint-FR_2022-01-05-O1110.u656	Mr Sebastien Jumel has the floor.
ParlaMint-FR_2022-01-05-O1110.u657	Colleagues called on me to say that I could not leave the reactions to my colleague Nilor unanswered. First of all, I would remind my colleagues that, in democracy, it is good that people speak and that in the Chamber, the floor is free. I give you a confidence: the word, in my group, is free too.
ParlaMint-FR_2022-01-05-O1110.u658	We understand that!
ParlaMint-FR_2022-01-05-O1110.u659	We are free to express different sensitivities, and that is what makes my group rich and strong. [["Congratulation! » on several benches of the LaREM group]] My territory has a vaccination rate of 92 per cent. In Jean-Philippe Nilor's case, the vaccination rate is around 40%.
ParlaMint-FR_2022-01-05-O1110.u660	And he glorifies himself!
ParlaMint-FR_2022-01-05-O1110.u661	[[Mr François Ruffin applauds]] Shouldn't that be questioning him and questioning you? If the rate of vaccination in one territory was based on one man, it would be clear; If that had been the case, Emmanuel Macron would have said and everyone would have been vaccinated. But life is a little more complicated. The fact of questioning what leads the Overseas Territories to testify of a strong distrust of public speech deserves, when one is in charge, something other than injunctions and challenges;...
ParlaMint-FR_2022-01-05-O1110.u662	This mistrust has historical causes!
ParlaMint-FR_2022-01-05-O1110.u663	[[Applause on the benches of the GDR and FI groups]] ...it deserves the respect of the peoples, territories and overseas elected officials who are legitimate to ask any questions they want.
ParlaMint-FR_2022-01-05-O1110.u664	I put to the vote Amendment No. 616.
