ParlaMint-NO_2011-04-06.ana.ud2177e26	The representative, Arve Kambe, will put forward a proposal for a representative.
ParlaMint-NO_2011-04-06.ana.ud2177e1294	Many animals die on pasture, for various reasons, and it is important to look at measures to reduce the suffering of animals in this context. In some areas, losses are so great that the Food Authority considers this to be irresponsible in relation to animal welfare. The reasons for the losses are many, but it is true that the representative Bredvold stresses that predators account for a large part of them. But it must also be stressed that sickness, injuries and other causes contribute to making the losses as high as they are. It is positive that the Food Authority should pay attention to animal welfare for grazing animals. I trust that the Food Safety Authority will exercise the necessary supervision and assess the appropriate measures in each case. As I see it, the Food Authority is primarily concerned that those with high losses have to try to figure out what can be done to get the loss figures down, in close dialogue with stakeholders. I would like to stress that the Food Authority has not made a decision on grazing. I still think it was unwise for the Food Safety Authority to rush with the strongest instrument we have, namely grazing, before a thorough assessment has been made in the individual specific cases. On 28 July 2006, the Minister for Agriculture and Food and the Minister for the Environment sent a letter to the public authorities responsible for the management of predators. This letter specifies how the tasks of the authorities are to be handled in order to investigate the causes of loss and to propose appropriate measures to improve the situation of grazing animals in relation to predatory hazards. It says: ‘In areas with a high risk of predatory attacks, food surveillance and local authorities must work towards effective prevention measures. The owner of the animals, the county, the municipality and the Food Safety Authority must ensure that practical solutions are found that can prevent animal tragedy and are acceptable to all parties. Pastures shall be the last resort after evaluation of other alternatives.’» Furthermore, the letter states: ‘Food monitoring must therefore contact the county as soon as possible in order to find practical solutions when an animal protection case is developing. It is important that there is a broad consensus on the solutions chosen before the Food Authority takes any decision. The expenditure on such measures shall, as far as possible, be prioritised within the budget for preventive measures in each State. It is also assumed that the county council will take rapid decisions on compensation so that the measures can be implemented.’ I therefore stress that grazing is a very invasive measure, which should be the last resort, after all other alternatives have been evaluated. If the prohibition of the use of a relevant grazing area is considered to be a proportionate measure, the Ministry assumes that the decision normally has to be limited to the part or parts of the grazing season where there is reason to believe that the hazard is most acute. I also assume that if the Food Safety Authority assesses the imposition of grazing restrictions, the decisions will be taken within the framework of the applicable law and the rulings laid down in the case law, including the judgment of the Supreme Court in the Rendalen case.
ParlaMint-NO_2011-04-06.ana.ud2177e1319	I thank the Council of State for the answer, which I interpret as a positive response. I believe that the Council of State and I agree that it was not wise for the Food Agency to send out this notice, and we also agree that animal welfare is important, and perhaps most importantly. But those who have received and will receive this letter claim that the damage they have suffered is due to predators and that the number of predators has been so high, and for example. Both for y'all and y'all, the number is higher than it has to be, i.e., in terms of how many animals we're going to have. And then this right-to-go thing: it's not just getting rid of gravy either, because there's a law about this. And I'm sure the Council of State also knows that there are paragraphs that say that you have a right to graze. A right to graze is valuable, and it is important for very many small and medium-sized farms to have a buff.
ParlaMint-NO_2011-04-06.ana.ud2177e1326	I agree that the loss of grazing animals to predatory game and the level of conflict between predatory game and grazing interests is too high, which is also underlined by the representative of Bredvold. Therefore, the Government of the Government Declaration, Soria Moria II, has announced a number of measures to reduce conflicts. The government has also started a process towards Stortinget with a view to setting new stocking targets for wolves and bears, and our aim is to facilitate the achievement of a two-part objective, with both viable predatory game strains and grazing in the field. Now a lot of the possibilities are to get a wide deal on the predatory area, to the Stortinget. I am concerned that the Storting should follow that responsibility, and I am concerned that we should find good solutions in balance between different attitudes and in balance between different parties.
ParlaMint-NO_2011-04-06.ana.ud2177e1331	I thank the Council of State for the answer. For those who get grazing, this is very serious. For quite a lot of small and medium-sized uses, the income you get from buffs is important, and perhaps the main reason why you have a farm. It will also have an impact on the cultural landscape, and we will not have as versatile agriculture around Norway as we have today if the buffalo are gone. And where we have buffalo, it's often in places where there are other things that are relatively marginal income opportunities for a farmer. Many farms have grazing rights, and as I said, it's not just taking it from someone. So my final question is, what will the Council of State do, concretely and very quickly, to calm them down? 400 who have either received or received a letter from the Food Safety Authority that they will lose the right to graze for 2012 if the loss figures do not go down for 2011?
ParlaMint-NO_2011-04-06.ana.ud2177e1338	As I underlined in my introduction, I strongly agree with the descriptions given by the representative Bredvold of the challenges you face in grazing, especially in relation to predatory game. It has been addressed to the Storting through the desire to stimulate a broad settlement on the predatory game side, which will ensure the two-fold objective of viable predatory game strains and grazing in the field. I have underlined that grazing is and will be – according to laws, regulations and case law – the last intervention. I have underlined to the Swedish Food Safety Authority that this is a test of other measures, other instruments first, before any one has to go to that action. It's a very serious situation if you have to take away any possibility of grazing, and I also want to avoid it.
ParlaMint-NO_2011-04-06.ana.ud2177e1351	This question, from the representative Jenny Klinge to the Minister of Renewal, Administration and Church, has been transferred to the Minister of Industry who is directing him.
ParlaMint-NO_2011-04-06.ana.ud2177e1354	First of all, the question: «Twice a year, we set one hour to either winter or summer time. Several people who are researching the rhythm of sleep and the connection between this and hello, think we should go over to summer time all year round. This will have a positive effect for both people and fairy—all the time the rhythm of the dairy cows is being shipped. The fact that the rules on summer time and winter time are set out in an EU directive has been a useful argument against introducing summer time throughout the year. What action rooms do Norway have if there are multiple Stortingen to change the code here to land?’
ParlaMint-NO_2011-04-06.ana.ud2177e1363	The summer time has been introduced, abolished and reintroduced several times in Norway. It was first introduced in 1916. Now Norway has had summer time every year since 1980. An important reason for the introduction of summer time was the need to save energy. Energy saving has probably been less important in the industrialised world recently, but other positive effects of getting an extra hour of daylight have led to more and more countries having introduced summer time. Most European countries now switch to summer time at the same time. In 1980, all EU countries had summer time, but with different start and end times. In order to address this confusion, administrative costs could be reduced and the EU introduced its first summer time regulation in 1981. EU Directive 2000/84/EC specifies start and end of summer time. The Directive states that every five years the Commission will publish the beginning and the end of summer time for the next five years. In March 2006, the Commission published in a communication the dates of summer time up to and including 2011. Norway follows the same practice as the rest of Europe with regard to the start and end of summer time. The use of summer time is regulated by Regulation of 14 December 2007 No. 1420 in summer time. The regulation on summer time implements Directive 2000/84/EC on summer time provisions. This Directive, after I have been informed, does not open up for national adaptations, and the Directive has been incorporated into the EEA Agreement.
ParlaMint-NO_2011-04-06.ana.ud2177e1374	I thank you for your reply from the Council of State. I totally agree that summer time is positive, that one gets an extra hour of light. But I want to turn it around: instead of introducing winter time all year long, I want summer time all year round. Then one hour extra light will be given in the afternoon in winter. I want to ask the Council of State if he shares my opinion. I have checked that serious research has shown that it has consequences for some groups that the clock is set twice a year. Then I would like to mention the key rhythm of sleep, stress and irritation, and not least the fact that some people have important medicines that they need to take on a fixed amount of time. I will also learn that Iceland has the same time in summer and winter, although Iceland is an EEA member. I would like a comment on that.
ParlaMint-NO_2011-04-06.ana.ud2177e1385	We have not assessed in the government to have summer time all year long. I would like to have summer all year long, well to notice, but summer time throughout the year we have not evaluated. We have assessed that the EU countries that are our main trading partners and, of course, geographical neighbours – Sweden, Finland and Denmark – are countries that we travel to often, with which we have a lot of contact, and with which it is practical to have the same system as, in summer and winter, in order to avoid unnecessary confusion at different times and not least in terms of administrative costs. We therefore have no concrete plans on the table to re-assess the summer time system. In Iceland, after my experience, it's summer time all year long. I do not know why they have had a separate provision for that. In this case, it may be further investigated whether or not opening is provided for. But we have no plans to introduce this to land.
ParlaMint-NO_2011-04-06.ana.ud2177e1392	Thank you again for your answer. I appreciate the state council saying he can check it with Iceland. I think that makes sense. I would also like to note that Russia is an important trading partner for Norway, and from this year on, they also have summer time throughout the year. I consider the Council of State to be an excellent representative of the European Union's opponents. Gisk has stressed on many occasions that Norway can affect the EU, even if we do not become more than EEA members. There's something I'm completely in agreement with. I assume that the majority of – not only Norwegian citizens, but also EU citizens – could imagine the same time throughout the year, preferably summer time. For this reason, I would like to ask the Council of State whether he will take initiatives with relevant bodies in the EU to ensure that the issue is at least properly assessed and that the matter is raised.
ParlaMint-NO_2011-04-06.ana.ud2177e1401	I will definitely bring to mind what is the basis for Iceland having a different arrangement than the rest of us. Now, the geographical proximity of Iceland to its neighbours is a little bit different than it is, for example. between Norway and Sweden. So in everything from train routes, bus routes, office hours and border trade and many other things, it might be a little more appropriate for us to have the same change in summer and winter time as for example. Sweden than Iceland wants its neighbours. So we think that in addition to daylight in summer and energy saving, it's following our neighboring countries and reducing to a minimum the administrative costs of managing what the clock is, a lurking approach.
ParlaMint-NO_2011-04-06.ana.ud2177e1408	That being the case, it is no. 2 completed.
ParlaMint-NO_2011-04-06.ana.ud2177e1421	There is no record. Thus, today's map has been processed. Does anyone require a word before the meeting is cancelled? - The meeting's been cancelled.
