ParlaMint-NO_2011-12-16.ana.ud856e63	The representative, Robert Eriksson, will put forward a proposal for a representative.
ParlaMint-NO_2011-12-16.ana.ud856e2012	I thank the Council of State for the answer. I don't doubt the commitment, because I know this is something the Council of State is concerned about, like the undersigned and several others here. I wish there were even more. It's a theme that creates some headlines in between, but it's kind of not what people go and think about when the camera lights are off. That is why it is so important that this small group, who has experienced the worst things, is debated here today and taken seriously by the Council of State. It is very good that it should be researched and provided with a better overview, but I mentioned that there have been some inconspicuous attempts to get an overview. I'll do one example. For example, when you have: send out questionnaires to find out something, you can't just let the students sit in the class, sit next to other foreign-language students and fill in, so they can look over the shoulder on each other. Then it becomes like that, as you call out in the woods, you get an answer. The operating support for the Skeiv World is good, because it is a very demanding task for such an organisation to work with the mass of people who have little organisational connection, little experience with what you really do in a government, how some relationships work in such a developed society as Norway. That's very good. I want the Council of State to say something about the asylum issue. Everyone here agrees that a strict and fair asylum policy should be adopted, and we are not dealing with individual matters in this Chamber. But if you want to look at sending open gay activists in Norway out of the country and assume that they will live in hiding, the government can say something. It's not that easy to live in hiding after you've been open gay in a country with a lot of TV cameras and media that's shown this, and where you've been committed to changing the law to create better relationships. Then it's a pretty big challenge to be sent back to a country where you're not guaranteed to get any special warm welcome, and it's quite difficult to hide. So a question related to HIV. I know there are HIV strategies, but this group has no particular focus in government strategy. The school is primarily a municipal responsibility. But we know that e.g. Here in Oslo School and in some other municipalities, there is a great deal of bullying and harassment that the school management takes very little seriously. They do not assume that there is a person with, for example: Muslim background, which is also homophilic, and allows this simply to happen, and then these people are sitting there alone. In terms of hate crime, we have under-reporting in general. Here we have a group that doesn't dare go to the police because of social control. There are examples of them traveling to Sandefjord and Westfold to report damage to their bodies after being subjected to violence from close family. But I want to thank you for the openness of the Council of States. From the Right, we want broad cooperation to make the situation better for a group that very rarely gets the attention it deserves.
ParlaMint-NO_2011-12-16.ana.ud856e2029	I agree with several of the things the representative now raised. There is no doubt that there have been some attempts to gain knowledge about this that we cannot trust without delay. This is a matter of taking particular account of the methods used in relation to a group which in the first place rarely dares to be open about their own identity. I know there has been a dialogue with the Ministry of Knowledge, that they are also familiar with issues relating to the student survey and the possibilities of actually providing truthful information. Of course, you won't do that if you're afraid someone's standing over your shoulder. I also know that the department has contacted the Municipality of Oslo to discuss it more closely, after some concrete examples in Oslo School. As far as HIV strategy is concerned, I think it is just an example of a topic that would be useful to discuss in the context of the evaluation of the LHBT action plan, for my goal is to continue to be able to get a job in this field that leverages the breadth of the ministry's action. There's nothing my department can do alone. We can coordinate it, but we need other departments with it. Then it is useful to bring up these examples in other disciplines, so I will take that with me. This also applies to the issue of asylum policy. It's a field under the Justice and Police Department. I'm going to be careful to go too far on behalf of another department, but I think I can still say that we want to look at that problem, and add that I think it's a very important question. I also note with great interest the signals that came from the UDI yesterday, where they are just pointing to possible solutions here. It would be natural for us to follow up with a political discussion around. In his first post, the interpellant also raised a couple of other questions. I think it's an interesting discussion how we relate to some religious environments, because we might, in the integration debate in general and perhaps in this debate in particular, sometimes do too much of making the religious leaders a communication point for the dialogue of the big society with a not insignificant part of our population. It's a big cross of thought, because we rarely use the priests of the Norwegian Church as a primary target group to discuss with everyone who is a member of the Church of State. I think it's a correct observation that it's not necessarily the same as the most religiously active who stands for the brutal harassment. That's why we have to think through our way of communicating and who we're communicating with. I am also concerned about what has been mentioned about our international work. I can come back to that.
ParlaMint-NO_2011-12-16.ana.ud856e2040	Thank you to the interpellant for raising an important case for people who need to be seen by governments and communities. We have many and long debates on better integration of immigrants. We see that it helps. The Nordics have a predominantly positive view of immigrants and their contribution to society. We see it when it comes to sexual minorities. Attitudes can be influenced. Prejudice is fighting, but there's still a way to go. The interpellant highlights LHBT individuals with a migrant background, people at risk of double discrimination — perhaps triple, whose gender expression is added as a third dimension. If it's possible to grade discrimination in evil, worse, worse, worse, I fear this group ports in the category worst. Getting their identity or identities attacked by many sides can ruin a life, and – we can add – especially when people not only have to deal with discrimination for ethnicity or sexual orientation, but perhaps the hardest attacks on their person within their own ethnic or religious group, sometimes also from their immediate family. The problem has been seen. We have an action plan for better quality of life for LHBT people. The status report 2011 shows where we are in implementation. Much has been done, but the most important thing – if the measures are effective – is that we know too little about it. Research and knowledge development are therefore important. The action plan and the status report cover a wide range of policy areas, stressing the inter-pellant point. The issue of discrimination against LHBT individuals is complex. Responsibility is divided into many sectors. Coordination is necessary. Each of us must also be critical of its own responsibilities – for its own part as a member of the Council of Europe delegation and the Municipal Committee, responsible for immigration and integration. On 31 March 2010, the Council of Europe Council of Ministers adopted a unanimous recommendation to the Member States on measures to combat discrimination on the basis of sexual orientation and gender identity, the very first international instrument for the rights of LHBT persons. The negotiations were difficult – it says so. However, under Norwegian leadership, it was finally agreed to include the right to personal security, freedom of assembly and organisation, the right to respect for private and family life, freedom from discrimination in school, working life, health and housing sectors and in the sports arena, as well as the right to asylum on grounds of persecution on grounds of sexual orientation or gender identity. All Member States, including Norway, will soon be measured if we have followed this up. Although the interpellant primarily asks about the quality of life of LHBT people in Norway, I would like to make a few comments on the last point from the Committee of Ministers, namely the right to asylum. The status report refers to government guidelines on persecution due to orientation and gender identity, that good practice and guidance are reassuring. But: Number from UDI shows 77 pst. rejection of gay asylum seekers only in the last two years, with notice of returning home and living discreetly. Would we have accepted a «travel home and be discreet» to an asylum seeker journalist or a political activist? Have we put in place a practice in which human rights and protection needs are sorted out in a worthy and less deserving way? Policy unfortunately shows that something is fundamentally wrong with our mindset. Prejudice exists where they shouldn't be. The joy is that the status report is already out of date at this point, practice is no longer considered reassuring. In September, the UDI initiated a change of practice following a British Supreme Court judgment, where the court finds that the Refugee Convention protects the right to live freely and openly as a homosexual, without fear of persecution, and that the fact that an applicant can avoid persecution by concealing his sexual identity does not deprive him of the right to refugee status. When a well-founded fear of persecution is the central reason why an asylum seeker will not live openly as a homosexual, the applicant fulfils the conditions of the Refugee Convention. Therefore, practice is no longer considered reassuring. The Ministry of Justice has promised the National Association for Lesbian and Homofil Liberation to look at the instructions. The Labour Party of the Municipal Committee has asked the government to put this into practice. The interpellant has contributed to our giving that message now. When the 2013 Council of Europe identifies the status of the Council of Ministers' recommendations, such discriminatory practices should be history for the longest time.
ParlaMint-NO_2011-12-16.ana.ud856e2061	For a while I, together with the representative Oktay Dahl, had the joy of meeting the winner of this year's Rafto Prize, namely the Ugandan organisation Sexual Minorities Uganda, and one of its leaders, Frank Mugisha. It was an incredibly strong experience, and it is strong because it is so rare in Norwegian politics that you are confronted with the world's truly harsh realities. It is in many ways comfortable for most people to live in Norway. It is convenient for most people to have a different political opinion and, fortunately, for most people to have an equation that is different from that of the majority. In other parts of the world, it's not like that. In Uganda, we are currently fighting not only against discrimination and xenophobia but also against organised campaigns to pursue the promotion of homosexual practices, which is the expression they use. It says something about this not only being an important discussion and important fight in Norway, but also an important global battle. I am very pleased that both the Council of State and previous speakers from the Workers' Party also address Norwegian responsibility in this context. I think it's a paradox that people who are gay, or LHBT people are sent back to their homeland, and ask them to live discreetly, while at the same time giving residence with the greatest of course – which we also have to do – to people like, for example. has a different religious position from that of the majority. But it is not that we open our eyes to send Christians back to land where we know that they are being persecuted, simply because we can fold our hands and pray for solitude? It's not a sustainable situation, and it shouldn't be for others either. Then I think that this debate also illustrates something else that is important, namely that in the debate on integration, tolerance and values in Norway, we often end up with meta-batters. At the latest today in the evening post, there is a chronicle of the representative Amundsen, who in turn has some good points, which are essentially about the values on which we are going to build the Norwegian community. Such large metadebats about Norwegian culture are important, but in practice they are about the small, concrete, important measures that actually make a difference. For example, as in Oslo, where one has what is called Oslo Extra Large, as among others. involves systematic work in schools throughout the city, both in the east and in the west, where information on homophilis and LHBT is also available. My point is simply that when discussing integration and the meeting between different cultures, including the meeting of prejudices in other cultures, we often discuss at a general level. But when it comes to the problem, it's about what measures are actually taken. Then there is a chronicle in the evening post well and good, but what is really important is that you have an appliance, have measures, have campaigns and drive focused work over many years. It's important. In the end, I would like to link some comments to the work further on this. It is important to clarify what is the situation. It is also important to be aware that the Storting has a normative function. This debate itself, although it – as the representative Octay Dahl says – may not cause the media to flow into the hall and perhaps not be reported on in all channels, may be important for those who get it done, and especially for those who need it the most. But one of the most important things may be that the auxiliaries are aware of the issues, that public services, together with non-governmental organisations not only conduct passive monitoring of living conditions and living conditions, but also actively seek to see if you can get into environments and help people who need support and support. Then I will finally take the opportunity to give honor to the Council of State for the important thing he did when he walked in and defended that one should have the Gay Pride parade through Greenland. It is very important to say that there are some fundamental values in Norwegian society whose prevalence and respect do not stop at the entrance to a particular geographical area or at the entrance to the godhouse of one type or another.
ParlaMint-NO_2011-12-16.ana.ud856e2084	First, I would like to say that we all might have had a more or less strenuous relationship with metadebats this fall after the debate on the debate on the debate – but that was not what I was going to comment on. First, I would like to thank the interpellant for an important interpellant on an important topic, and I would like to thank the Council of State for a good answer. There are strong stories that emerge, and there are strong stories that Skeiv Worlden tells us, perhaps especially about being a young homophile with a minority background in Norwegian school today, and the issues you live with there. I would encourage the Council of State to have close contact with the Ministry of Knowledge on these issues. I myself am part of a party that has always stood in front of the fight against discrimination, and I am proud of that, because it is one of the fundamental discussions and struggles we have in society. When the representative, Røe Isaksen, says that it is a basic Norwegian value, it may have been that way today, but I would like to say that there has been a struggle to make it a Norwegian value. It has been no more than 40 years since being a homosexual in Norway was prohibited by Norwegian law. It shows that values aren't cut into stone, we have to fight for what we think is right. Not that all ethnic Northmen are prejudiced. We still have a pretty long way to go. It's one of the issues that this debate is also about, which is what happens when racism and homophobia meet, and how we fight both of these battles at the same time. Otherwise, I want to draw out Frank Mugisha and Sexual Minorities Uganda, as well as the representative Red Isaac was inside, as an incredibly important and beautiful voice. There's an example of what both the inter-pellant and the state council had in mind, that these aren't people who are weak or poor in any way, but they're perhaps the strongest people we have in the world. It also testifies that it is extremely important that Norway is a driving force in international work to ensure rights and better living conditions for lesbians, gays, biphilis and transhumance. Finally, I would like to say something about what has been said about asylum. I think it's incredibly paradoxical that in a country where we're constantly fighting about who's most for freedom of speech, people are sent back, out of the country – and thus oblige them to live in hiding. It is now that several European countries have changed their practices in this field. Norway should do the same. We should listen to the recommendations made by the United Nations, and we should change that practice – something else we cannot live with.
ParlaMint-NO_2011-12-16.ana.ud856e2101	Interpellation addresses major and important questions. It's about a tension from immigration policy to mental health. Generally, it's about being able to feel safe, seen, loved and accepted as the one you are, no matter where you live and where you come from. Governments have well outlined government action and strategy to improve the daily lives of lesbians, gays, biphiles and transhumances with migrant backgrounds. At the same time, I would like to remind you that it is not necessarily easy to live as a homophile, a biphile, a lesbian or a transperson with Norwegian background either, although most fortunately live good lives. We still have a long way to go in the fight against discrimination, hatred, bullying and suicide. For LHBT people with an immigration background, the path to a good life may be even longer than for those with a Norwegian background. Norway was one of the first countries in the world to have a partnership law, and now we have a common marriage law. Nevertheless, ‘homo’ is one of the most common shelling words in school. We must not underestimate the need to work to improve the acceptance of homosexuals also in the Norwegian environment. We need to work systematically with attitudes at school, at work and in organisations – and also in our own circle. It is important to have meeting places with other gays, lesbians, biphiles and transpersons, and it is important to feel welcome in other networks. This is not just the job of the homo-organisations — the community youth team, the football club and the schools have at least the same role to play. For the Central Party, it is important that no one is prevented from participating and living as they please, because they are being discriminated against. All shall have equivalent opportunities, regardless of gender, sexual orientation, level of function, marital status, place of residence or ethnicity. We don't accept that ‘homo’ is still going to be a shell word. We do not accept that a self-appointed moral police condemns LHBT individuals, either when it happens in Greenland or in the Bible belt. We don't accept that some people feel like sexual refugees in Oslo because life in the village gets too difficult. Of course, we do not accept that LHBT people with a migrant background are being harassed either. That is why I am pleased that this issue is now being raised, and for the measures taken by the government.
ParlaMint-NO_2011-12-16.ana.ud856e2116	Human dignity and equality are principles that we all agree on. But it's just when someone seems different, and like when you look different than the majority, our tolerance is put to the test. So the equivalency isn't just a principle we're going to agree on, it's an exercise we're going to do every day. We know from experience, I think, most of us, that we, both politicians, the media and the general public, also have a tendency to maybe go a little bit in groups as to which groups we always pay the most attention to in order to combat discrimination. Similarly, we are at risk of over time excluding groups that deserve even more attention. That's exactly why the theme that the interpellant has traveled is so important. It's a valuable debate he's been initiating, because LHBT people represent themselves minorities who carry stories that tell that society hasn't succeeded in just that exercise. Lesbian, gay, biphilic and transhumance in minority settings may face particular challenges. Just in a debate like this, it is important to stress that there is a great difference between immigrant environments in that context, but we all know that there are major challenges in those environments that have that kind of challenges. Many important measures have been referred to earlier in the debate. Several measures point back to the Government’s action plan on improving the quality of life of LHBT people. I want to highlight the need for more knowledge – not only for more knowledge, but also for actively disseminating knowledge and information among employees at reception, at school and out to people most. There is one measure that I don't think anyone has mentioned, unless I remember wrong. It is the action, as also mentioned in the Action Plan, on the establishment of an inter-religious Council. Now it is said here by several that we should not overestimate the importance of having dialogue with religious leaders. That is an analysis I fully agree with. At the same time, we should not underestimate the importance of the dialogue we can have with the leaders of those environments, because in some of those environments, especially in the religious environments, it will be that there are some of those concepts that you prefer not to use and that are taboo. The authorities shall never oblige a religious community to change its practices or beliefs, at least not to change its faith or religion, but to establish a dialogue that actually requires a dialogue on issues you may not be talking about, whether words or concepts you may not otherwise use, can actually be of great importance. I am pleased that the family and cultural committee in the budget that we discussed yesterday collectively refers to the important work that the Skeiv World is doing on the very issue that has been raised here. Finally, I would like to mention the asylum policy, where today we send out a strange signal to the immigrant communities when we believe that people can be sent back to live as other people than what they are. I must point out that it is strange that we have such a practice when we have a debate today where all parties say that we should not have it that way. On that basis, I had hoped that the Council of State would have been even more clear, but I want to be happy with the treatment of UDI's new advice.
ParlaMint-NO_2011-12-16.ana.ud856e2133	As a society, we have been too poor to put the life situation of LHBT people with a minority background on the agenda. In fear of being perceived as xenophobic, we have not always seen people being held down in minority settings. This has hit women in general and gay women and men in particular. We have one, not two, standards for equality and equality in Norway. Everyone living here should be able to choose who they marry, and no one living in Norway should be subjected to violence or discrimination based on who they are. We often think of discrimination as something that some people attribute to others in society, that some people treat others in an unsubstantial way, or that some groups do not have the same opportunities as others. The discrimination we are discussing today is different. It's about how people look at their very closest, in the family, and how they look at themselves. In an anonymous post in the Evening Post, a gay Muslim 20-year-old used the words desperation, despair and shame about his situation. And he writes: "I don't know how many nights I've been crying and asking what was wrong since I got such a huge burden I'm writing this personal article about myself, to tell my story. [[...]] To tell you that we gay Muslims exist. That's right, in the shadows. But we exist." The representative André Oktay Dahl deserves great thanks for giving us the opportunity to discuss this topic. As a member of the Board of Skeiv World, he knows the problems that LHBT people with immigrant background experience, well, and I think he has presented the challenges in a very good way. At the same time, I would like to thank the Minister for Child and Gender Equality for his excellent contributions. Many of the government's actions speak for themselves, but I would particularly like to thank him for stressing the importance of the work done in Skeiv World, and for stressing that the government will keep assessing whether that is enough. The Gay Network of the Workers Party has been involved in this issue for many years. In 2006 we put the theme on the agenda when we arranged an open meeting entitled ‘Homo in the café – straight in the mosque?’ There we focused on the dual morality of religious leaders and the lack of ability or willingness of the Norwegian big society to address a major challenge. A lot has happened since then. Not least, we've had a broad debate on the topic, we've got good plans, we've got the organisation Skeiv World and our first known open gay with minority backgrounds: Amal Aden, Majoran Vivekananthan and Kaltham Alexander Lie. But there's also something that hasn't changed. We know that many young people with a minority background, with different religions, are exposed to threats, coercion and abuse. Although religion is only one part of this, it is of little help that the Islamic Council of Norway has still not, in principle and unequivocally, distanced itself from killing homosexuals. Earlier this year, I had a visit to the Stortinget of a group of LHBT students from a major secondary school in Oslo. There were some great, strong young people who impressed me in every way. They told me about a day of school and home that scared me; about violence and shivers at school, about threats and fear at home, about how difficult it is to reconcile religion, identity and self-respect, and about how important it is to know someone in the same situation. 2011 has been a year with many setbacks for LHBT rights internationally. Torbjørn Røe Isaksen has mentioned Uganda. In Eastern Europe, more countries will now restrict the freedom of expression of homosexuals. In many countries, LHBTs are being persecuted; in eight of them, the death penalty is for people like us, and the country of expression and equality Norway is still openly returning gay asylum seekers to these countries with a message of discretion. It's outrageous and unacceptable. It is important that this practice is changed in line with the recommendations of the Council of Europe and that we have the same practices as in Sweden and the United Kingdom. The Labour Party will fight all discrimination. Everyone has the right to live in openness and as whole people. Our solidarity also includes those who are oppressed in the name of the family, religion or culture. That solidarity must not only be translated into words, even if words are important, but also in action. In government, we've taken historical steps towards equivalency for all sorts of LHBT people. We're not in goal, but as long as we're in government, we're going to take new steps.
ParlaMint-NO_2011-12-16.ana.ud856e2163	Let me first thank the interpellant for traveling an important theme. I would also like to thank the Council of States for showing a genuine interest in and offensive attitude to the topic. This is about society's tolerance, and it requires the broad political consensus we experience in this debate in this Chamber, in order for us to succeed. The combined presence of the Storting signal, and the fact that other elected bodies in Norway such as county councils and local government and others travel the theme of tolerance in general, contribute to increasing the tolerance of society. Giving each individual person room to live his life for the best of himself and his surroundings gives in some a good society. That's where the tolerance begins, because we unfortunately know too well what the consequences of intolerance and the ruined lives it brings. In this context, there are several arenas and areas we need to focus on. We must raise this issue as a topic in schools – in education, in educational institutions – and the organisational life must come into contact with this, and congregations, which are mentioned by several, are an important venue for discussing tolerance widely, including within the framework of religious understanding. The importance of corrective information in the face of intolerance, or what I would call narrow-sighted interpretations in relation to LHBT individuals, is also important. The Council of State also pointed to the merit of the fact that discrimination is a violation of human rights – I believe that is what the Council of State said – and I fully agree. That is why it is also important that the government and we, as big-scale representatives on international arenas, face up to tolerance in an upright and consistent manner. Because tolerance is under pressure, as several of the participants in the debate have been, and then there is a need for someone to lift the tab and speak the interests of minorities, to talk about tolerance, so that we also have it with us in our meetings with international colleagues and in international forums. Thank you to the interpellant, and also thank you to the Council of State for an uplifting response.
ParlaMint-NO_2011-12-16.ana.ud856e2176	I would like to thank the interpellant for taking the initiative for an important debate. The Labour Party is working continuously with the aim of creating a non-discrimination society, with equality for all. The basic thing for us is that everyone should have the same rights and opportunities regardless of gender, ethnicity, religion and sexual orientation. As the Council of State stated, action plans are an important tool to target and systematise efforts to achieve the political objectives of the government in terms of promoting equality and combating discrimination. The action plan on better quality of life among lesbians, gays, biphiles and transpersonals is a practical outcome. Although we have the formal rights in place, targeted measures are needed to achieve real equality. One of the measures in the plan was the creation of the LHBT Centre, which was opened in November. The Centre of Visibility, as it has also been called, shall gather and share knowledge of sexual orientation, gender identity and gender expression. The Centre shall contribute to enhancing competence across public sectors and shall further systematise, manage and disseminate knowledge on the field. According to the budget proposal, the Centre is to become a powerful professional community for the benefit of various trade unions, municipalities and LHBT organisations. Interpellant calls for coordination and awareness of the overall challenges facing LHBT people. The Visibility Centre will contribute to this. Minorities are being persecuted in many countries. Cruel and unacceptable drugs are raging homosexuals in too many countries. As the interpellant takes up, the problem is for example: Homophil Muslims are difficult here, too. The lack of acceptance of parental and religious leaders makes it difficult at all to put the problem around it on the agenda in the most important environments. An anonymous homofile Muslim put in the Evening Post word on the background between him and the environment he was part of: ‘Why don’t I stand up? As I often tell myself, rationalizing to my parents that I'm gay, and being accepted, is as meaningless as convincing them that I'm going to move to the sun. There is no logic in that." It is almost unwise to discuss taboo areas when homophilis as sexual orientation are non-existent in Pakistani culture, he writes. This is recognizable. I myself have discussed this on trips to African countries and have experienced that seemingly modern people are laughing and shaking their heads when one claims that there are also homosexuals in Africa. No, it's a western mental problem, they say, which they haven't happened to. Then the constructive dialogue is necessary. Therefore, the research and knowledge work at the LHBT Centre is also important in order to create a documentation base that is not so easily ironed under the carpet – not in environments where the theme is taboo and homofilament is non-existent. In the context of a range of other measures, this is a way of creating a deep ground and understanding across cultures. When the difference in how one understands reality is like an excuse, the debate is marked by condemnation. As long as understanding does not exist, hope for progress in the situation is minimal. Information and documentation are, therefore, an essential premise – a step on the way to leading the debate closer to real conversations and understanding. State Council The Lighthouse and others have been involved in several actions that together are a good attempt to try to improve the situation of lesbians, gays, biphiles and transhumances with a migrant background. The field is complex and complicated. Development needs to be closely monitored. Furthermore, evaluation shall contribute to assessing whether the measures improve the situation and whether adjustments and even more measures are necessary.
ParlaMint-NO_2011-12-16.ana.ud856e2203	I would like to thank you for a good debate, for a good response from the Council of State and for the fact that almost all parties have been represented. It's perhaps a little surprising that the biggest thing, which is usually very talkative, is not here – I hope it doesn't mean that not the whole Storting prioritizes this topic. I am also pleased with the international perspective. Norway is a world-wide exception to LHBT rights, and we take too much for granted. Some gay people do too. They don't get involved in the debate. It can be a little scary when you see developments around us. We can look at the countries from which the group I was talking about comes, but we can also look at our neighbourhoods. You can look at the situation, for example. in Russia, where it is considered to prohibit both parades and so-called propaganda – simply talking about what LHBT is for. It's worrying. This is a country that is not very far away from us. It's not far to get here for those who live there, you might say. As I mentioned, there are also religious groups in the West that contribute to lobbying in relation to that kind of campaign. As for that parade on Greenland, I've been in it a couple of times. The only people I've experienced who have been negative there, at least very visible, have been Christians. There has not been one Muslim who has stood along the parade, but there have been some Christians there – not very many, rightly so, but they had large posters where they tell how sinful you are. This illustrates, to the extent that the representative, Mr Grenis, points out that we still have a general debate in some settings in Norway. Not least in times of economic crisis, by which we will also be influenced, all economic cycles show that when economic recessions decline, respect for minorities also goes down. The battle that has been waged is not something to be taken for granted. It has to be fought every day, both in terms of the group I have taken up, and the group that is the vast majority of homosexuals in Norway, namely the so-called ethnic Norwegians. But we're not going to do it in different ways. We have to use the same instruments, be as crystal clear and not just vases because, incidentally, someone, maybe, has a different religious background. At the same time, we should remember that LHBT people with a different background are proud of their culture, they are proud Muslims, they just think that Islam should also open up to them, so that we do not hold a general Islamic debate. I notice that when I address this kind of question, that then I get the support of people I couldn't possibly imagine I would get the support from, while also getting the fuck out of my mind because I'm semi-racist. So it's pretty interesting that this debate is very difficult to take and get it to end up in the right place. I'm glad it's a broad consensus. I hope it's so wide that all parties support this, and not least that it's not just going to be party speakers in the future. Although we all agree in this room, there are many practical challenges that need to be addressed, but at least we have started to continue the job that we started when I took this up in 2007.
ParlaMint-NO_2011-12-16.ana.ud856e2218	Greenland is my own neighborhood, but that's how not everyone feels as welcome there as what I do. Several speakers have taken up the Pride parade, which has begun in Greenland's camp in the last two years. I think it's been important. It has happened as a result of cases of hatred, violence and social control in that part of the city. It's an important signal to demonstrate, which I also tried to do early in my time as Minister of Inclusion by going over Greenland along with Amal Aden, a profiled social debater who doesn't dare to go there alone. There are no exceptions in Norway for the laws and regulations on which we want to build this country. No cities, no strokes, no streets in our country are except these. But I noticed exactly the same thing as the representative Oktay Dahl did, that when we had gone a bit on the parade of the year, the only open protest was a one-man demonstration with Bible quotations. It may be a useful reminder to all of us that conservative, reactionary attitudes are not reserved for one religion. Just as we have historically supported, and still have to support, those who have fought for a more liberal view within Christianity, for example. Open Church Group and others, we need to extend the solidarity perspective to those who are fighting for more liberal interpretations of Islam, to members of the Skeiv World or to another organisation that has recently entered the state budget, namely the LIM Network – Equality, Integration and Diversity – which consists mainly of liberal and secular Muslims. Our work internationally has been taken up. It is a tough, but important job Norway is doing in many international forums by taking up the LHBT perspective. It's not popular, but I think it's something we can be proud of that we're consistent in doing it. It means a lot to many that there are countries that dare to talk about these things. I promise to do my part to follow up this debate on the continuation of our action plan for the LHBT population. I would very much like to receive input from all the parties of the Storting. I am very pleased with the broad participation in this debate. It's a striking exception. I must say, it is sad that the second largest party group in Stortinget did not find a single representative who had time to participate in this debate. What that means, they get to explain themselves. But it is a signal that provides, among other things, their own rhetoric in the debate on immigration and integration in a very special light. Thank you for a good debate.
ParlaMint-NO_2011-12-16.ana.ud856e2229	The debate on substance is closed. So 7 is over.
ParlaMint-NO_2011-12-16.ana.ud856e2240	The cancellation goes to voting in the cases on today's map.
ParlaMint-NO_2011-12-16.ana.ud856e2248	In the course of the debate, a total of three proposals have been put forward. It's the proposals No 1 and 2 by Mr Bård Hoksrud, on behalf of the Group of the European People's Party, on proposal No. 3, from Ingerd Schou on behalf of the Right, Christian People's Party and the Left The President will table the vote in such a way that proposal No. 3, from the Right, Christian People's Party and the Left, is first raised to vote after we have voted on the vote on the motion for a resolution, when proposal No. 3 assumes that the Grand Duchy has adopted paragraph 3. There is a vote on the proposals Nos. 1 and 2 from the Progress Party. Proposal No. 1 sounds: ‘The government asks the Government to present a new case for the expansion of the Dovreban between Eidsvoll and Kleverud, where the eastern route is under construction, as well as a double-track/capacity extension plan Oslo-Eidsvoll. ‘... Proposal No. 2 sounds: ‘The size consents to the deployment of E6 on the Minnesund-Skaberud route in Akershus and Hedmark as described in Prop. [[2011-2012]] 13 S and the Innst. [[2011-2012]] 118 S
ParlaMint-NO_2011-12-16.ana.ud856e2293	The party of progress has announced that they will vote against it. Left supports setting.
ParlaMint-NO_2011-12-16.ana.ud856e2312	The President has understood that the Advance Party, the Right Party, the Christian People's Party and the Left will vote against it.
ParlaMint-NO_2011-12-16.ana.ud856e2325	It is then put to the vote on proposal No. 3, from the Right, Christian People's Party and the Left. The proposal concerns a postponement of the follow-up to the Storting decision at point 3. The proposal reads as follows: ‘The Government asks the Government to postpone the follow-up to the Storting decision, paragraph 1. 3, in Inn. [[2011-2012]] 118 S The Labour Party, the Socialist Left Party and the Centre have announced that they will vote against it. The President assumes that the Advance Party will do the same.
ParlaMint-NO_2011-12-16.ana.ud856e2348	During the debate Arne Sortevik put forward a proposal on behalf of the Progress Party. The proposal reads as follows: ‘1. The Storting rejects the extension of the North-Jear package in Rogaland as described in Prop. [[2001-2012]] 28 S Alternatively, this proposal shall be rejected and the Committee shall be set up.
ParlaMint-NO_2011-12-16.ana.ud856e2436	It is voted over the title of the law and the law as a whole.
ParlaMint-NO_2011-12-16.ana.ud856e2446	The legislative decision will be taken until the second reading in a later meeting in Stortinget.
ParlaMint-NO_2011-12-16.ana.ud856e2454	During the debate, Mr Hoksrud presented two proposals on behalf of the Progress Party. Proposal No. 1 sounds: ‘The government is asked to provide a funding solution during 2012 to implement a national broadband broadband broadband broadband broadband broadband target across Norway.’» Proposal No. 2 sounds: ‘The government is asked to provide an action plan to simplify legislation so that broadband deployment is not unnecessarily expensive.’ Alternatively, between these proposals and the Committee's setting up.
ParlaMint-NO_2011-12-16.ana.ud856e2474	The left has indicated support for the configuration.
ParlaMint-NO_2011-12-16.ana.ud856e2491	Two proposals have been put forward during the debate. It's proposal No 1 by Mr Bård Hoksrud, on behalf of the Group of the European People's Party (Christian Democrats) and European Democrats, on the proposal from the Commission to the Council (Doc. 2, from Knut Arild Hareide on behalf of the Right and Christian People's Party There is a vote on proposal No. 2, from the Right and Christian People's Party. The proposal reads as follows: ‘The Government is asked to clarify immediately the legal basis for the Oslo environmental limit so that the measure can be continued without delay.’ The left has announced support for the proposal.
ParlaMint-NO_2011-12-16.ana.ud856e2521	Alternatively, between the Committee's position and proposal No. 1 from the Progress Party. The proposal reads as follows: ‘The Government asks the Government to lift the environmental limit in Oslo.’ Left supports setting.
ParlaMint-NO_2011-12-16.ana.ud856e2543	During the debate, Anne Marit Bjørnflaten has put forward a proposal on behalf of the Labour Party, the Socialist Left Party and the Centre Party. The proposal reads as follows: ‘Document 8:22 S [[2011-2012]] Alternatively, this proposal shall be rejected and the Committee shall be set up.
