ParlaMint-NO_2007-11-21.ana.ud1835e24	The representative, Odd Einar Dørum, will put forward a proposal for a representative.
ParlaMint-NO_2007-11-21.ana.ud1835e1802	I thank you for the answer, which was a review of where the matter stands. It also says in the Glaum Valley that the archaeological excavations are the challenge. I see the Minister of Transport as positive, and that there is all the strength here to achieve continuous development. It will also cost a lot for the project if you start moving the project organisation. What's very important is that rv. 2 has sub-capacity today. This is a central trajectory for the whole district. It's also a trajectory for the entire Nordic triangle. It's kind of interesting to get involved in the debate. I have noticed that there was a press release from the Norwegian Minister for Transport and the Swedish Minister for Transport in October, which places much more emphasis on cross-border transport infrastructure. I think that is important to note, because the Nordic triangle is also an interesting project from an EU perspective.
ParlaMint-NO_2007-11-21.ana.ud1835e1811	I agree with the representative of Gundersen that the project will be more expensive if one has to postpone the launch. Now it is the case that the Minister of Culture cannot instruct cultural memory authorities in any way; ergo there is an issue between the State Road Service and the Cultural Memory Administration if one can carry out the project without waiting for all reports to be completed before the regulatory plan decision can be taken. If no such scheme is provided, plant start may have to be postponed from half a year to one year. That's how things stand, and I don't have the ability to provide it. I have given clear information that the case should of course be dealt with as quickly as possible independently of the decision.
ParlaMint-NO_2007-11-21.ana.ud1835e1820	I appreciate the fact that the Minister for Transport puts all his weight behind it in order to get as rapid an expansion as possible. I think she is already aware that there is a considerable pressure in the district to try to complete the whole line before the goal – 2017, I think. There is local pressure to get this done by 2014. That's now one thing. The second is that it has to be possible to get to a partial start at least. There are surveys there today. There should be opportunities for at least maintaining the entire organisation and continuous development. It's an important signal from the entire district.
ParlaMint-NO_2007-11-21.ana.ud1835e1827	I'm recording the signal from the representative of Gundersen and the district. I'm also made up in what was said in the previous post, simply about the cross-border connection we have, and the emphasis on it. I have a very good cooperation with my Swedish colleague Åsa Torstensson. We will also have more meetings in the future just to discuss how best to ensure good corridors between our two countries, which is important for both Norway and Sweden in the future.
ParlaMint-NO_2007-11-21.ana.ud1835e1836	I allow myself to ask the Minister for Transport the following questions: ‘In parallel with the fact that the Council of State talks about the introduction of a rush-time charge in the large cities, there is little public transport. The reward scheme has been reduced by covering several cities without increasing the funds accordingly, and several important local train sections are being pushed out in time. What are the plans of the Council of State in terms of public transport spending in our major cities?’
ParlaMint-NO_2007-11-21.ana.ud1835e1845	Initially, I would like to stress that both state and local authorities are responsible for ensuring that road users receive a good collective service. I'm not saying that there's a little interest in public transport. The government proposes a government grant of nearly DKK 11 billion for 2008, with SEK 1.6 billion for the purchase of public passenger transport services by train and DKK 5.8 billion for investment, operation and maintenance of the network. Near SEK 1.5 billion of this will ensure the rational progress of the Lysaker station, double-track Lysaker – Sandvika and double-track Sandnes – Stavanger projects. About 900 million. Road transport has been proposed for the benefit of public transport, of which 710 million. kr tolls. About 230 million. kr is granted a special allowance for public transport, about SEK 1.5 billion for the purchase of national road transport services, about SEK 290 million. kr for the purchase by the State of the Bergen–Kirkenes maritime transport service and approximately 500 million. NOK for the purchase of air route services. In addition to these state funds and toll means, county funds are allocated to local public transport. In 2006, the municipalities and the municipalities of Oslo paid more than $5 billion for public transport. The largest collective effort takes place in Oslo, Akershus and Bergen. The counties finance public transport by means of framework subsidies from the state. In 2006, the municipalities and the municipalities of Oslo paid more than SEK 5.5 billion for car routes, county road ferries, boat routes, transport for disabled persons and trams and suburban railways. In the municipality of Oslo, more than $1 billion was allowed for public transport in Oslo. The local economy is strongly strengthened under this government, and the county authorities’ ability to invest in public transport is thus better than for a long time. The reward scheme for better public transport and less use of cars was introduced in 2004 in order to make more people in the larger cities choose public transport over their own cars. An evaluation of the scheme shows that public transport has been strengthened in the urban areas concerned during the period, but the scheme has not brought about any significant changes in local transport policy through stricter restrictions on the use of cars, such as: parking. The evaluation proposes the continuation and strengthening of the mechanism of concentration of funds. The government has already agreed that the reward scheme or the corresponding scheme should be strengthened, cf. St.meld. No 34 for 2006-2007, Norwegian climate policy. The government will come back with an evaluation of this. in the main national transport plan notification for the period 2010–2019. It is wrong that the reward scheme has been reduced. She's on the contrary strong. In St. prp. No 1 for 2007-2008, in line with the evaluation report, it is proposed that Drammen, Skien-Porsgrund and Fredrikstad-Sarpsborg should also be able to apply for the reward scheme. The government will share the funds for 2008 in line with the growth achieved for public transport. Depending on the applications, it is appropriate to focus funds on fewer cities than today, cf. St. pp. No 1 for 2007-2008, page 133. The government proposed a run of 161.7 million. kr to the 2008 scheme. Collective transport, especially in the larger urban areas, is both an independent and necessary means of transport for large groups of people and an important tool for reducing the use of own cars. According to the 2005 travel survey, about 20 pst. of daily travel in Oslo collective travel. The corresponding figures for Bergen, Trondheim and Stavanger are about 10 pst. and 6 pst. for medium-sized cities. It would not be possible to slow down the growth of car traffic without using both positive and restrictive measures. Verchemidla is well known: improve collective provision, increase specific frequency and improve the emergence of cow pricing in large cities with capacity problems facilitating the cross-border core network of health care universal design restrictive parking policies, especially in the case of workplace land use that minimises the need for private car use; Most of these measures are not directly controlled by the state. However, the State is responsible for national transport policy, even where the responsibility for the means and budget lies with other levels of administration. This responsibility is exercised, among others: by strengthening municipalities and monitoring their finances, by state leadership through directives, regulations and administrative provisions, incentive and reward schemes and direct State funding of actions and projects. Transport networks and Avinor will have a wide range of challenges and proposals for action for large urban areas in their submission to the National Transport Plan 2010–2019. This will be an important basis in the Government’s efforts to promote its own key message on the National Transport Plan 2010–2019, with a view to managing it in the spring of 2009.
ParlaMint-NO_2007-11-21.ana.ud1835e1891	I thank you for a long and meaningful answer. The state councils are often out in the media talking about rush time taxes and replenishes the need tax in Stockholm. To the extent that there is a success — it is discussed, as we both know — one of the success criteria was that a very good collective offer was built up in advance. As I see it, the Council of State is going the opposite way. She does not follow up on the evaluation that says that more effort needs to be made on the reward scheme, and I understand that she has now commissioned an inquiry on cow pricing from the Transport Economics Institute – TØI. So my question to the government council is, wouldn't it be smart, while you're waiting for this investigation from TØI, which I've read about in the media, to invest more in public transport?
ParlaMint-NO_2007-11-21.ana.ud1835e1900	As I did well in my main reply, this government is investing more in public transport than any government has ever done at this time. We are more committed to rail, which is perhaps the most important thing – building double tracks in the intercity triangle and by the big cities, i.e. Bergen, Stavanger, Trondheim. We buy services on the railway for 1.1 billion kroner a year, and as I said, we invest at a faster rate than before. We also have a good dialogue with local authorities, not least here in Oslo, through the work of Oslopackakt 3, to facilitate a stronger commitment to public transport under what is then the municipality and in this case the municipality of Oslo.
ParlaMint-NO_2007-11-21.ana.ud1835e1909	I thank you again for the answer. Both the Stoltenberg I Government and both the Bondevik Governments used alternative use of public highway vehicles for public transport. I have received signals from Oslo that this government does not continue this practice. One concrete example is the Bogstadwegen, which is a highway, where only money is used for asphalt and not for tugs, as opposed to what the Bondevik II government did. Is this a new practice, and is it wise to do so in the light of the environmental challenges we face?
ParlaMint-NO_2007-11-21.ana.ud1835e1916	As I did well in the main response, a lot of means of public transport is being used today. This has been done in the past, and I have not changed the policy. I also said the same thing quite clearly in my head answer, so I don't think we need to get closer to it. Of course, that is what we do in close cooperation with local authorities. In the big cities, this is often about urban packages, such as Oslopackak 3 and the Bergen Package, where one sees the whole transport system in context, including road development, road solutions and various measures to improve the emergence of the collective means of travel.
ParlaMint-NO_2007-11-21.ana.ud1835e1925	I will be allowed to ask the Minister for Transport the following questions: «It is now approaching nine years of salt water and darkness on rv. 70 Freifjord Tunnel. Despite high traffic hazards and assessment of the closure of the tunnel, nothing has been done by the central authorities. Local spraying of work has been decided so that start-ups could take place in 2007. Nor has this resulted in concrete action by the road authorities. Will the Council of State proceed in order to put an end to the unworthy situation of road users?’
ParlaMint-NO_2007-11-21.ana.ud1835e1934	It's a priority task to start rehabilitating the Freifjord Tunnel. However, the tunnel does not present an acute risk to the safety of road users. The tunnel squat was dismantled and pulled down in 2006 because there was a risk that parts of the squat could fall. This has led the tunnel to feel as dark and damp. To compensate for this, the edge stripping is done each week so that it is visible and the road is washed every month to maintain good adhesion. In addition, the fans in the tunnel have good capacity. The State Road Service therefore considers that the safety of road users is ensured. That said, of course, I would have liked it to be possible to start rehabilitating the tunnels in 2007. There are several reasons why work has not been started. The decisive reason is the lack of clarification from the Labour Inspectorate of a work plan that ensures a satisfactory working environment for those who are to carry out the rehabilitation work. This is a process carried out as a result of the missing approval from the Labour Inspectorate of the work plan for rehabilitation of the Ålesundstunnels. Whenever a work plan is negotiated that will meet the requirements of the working environment, a new cost estimate will be created for the project. Rehabilitation of the Freifjord tunnel is funded by means of the central tunnel protection programme. The 2006-2009 action programme has a total of 277 million. kr provided for the recovery of Ålesundstunnelen – Ellingsøjtunnelen and Valderøjtunnelen – and Freifjordtunnelen. The cost of rehabilitating Ålesundstunnelen has increased sharply, affecting the financing of the Freifjord Tunnel. In order to ensure that the project can be financed by funds from the central tunnel protection programme, the State Road Administration has taken the view that the rehabilitation of the Freifjord tunnel should not start until it has an overview of the costs of the Ålesund tunnels. There is no room for starting up the Freifjord Tunnel with state resources in 2008. However, it may be possible to start the project with accelerated funds in 2008. The state road authority will assess this possibility as soon as a new estimate has been made for the Freifjord tunnel.
ParlaMint-NO_2007-11-21.ana.ud1835e1945	I have to be allowed to thank for the answer. Unfortunately, I do not think it was very offensive in view of a solution for a city of 20,000 – 25,000 inhabitants, and with a lot of traffic in and out of the centre. I think it's been incredibly late. Now it is the case that the North Mortars are a patient behaviour, but this matter has gone out incredibly in time. In a letter from the Ministry of Transport on 18 December 2006, the Minister of Transport deplores the length of proceedings and writes: ‘If funds are forged for the project in 2007 and 2008, it will be possible to start work in the autumn of 2007 at the discretion of the Ministry of Transport.’; A letter dated 6 February says that it is possible to start work in the summer or in the autumn of 2007. Now the harvest is almost over. Will not the Council of State be more obligating in its response to progress?
ParlaMint-NO_2007-11-21.ana.ud1835e1959	There is no permission to advance which has caused the work to not have started at this time. As I said in my main response, the decisive reason is the lack of clarification from the Labour Inspectorate about a work plan that ensures a satisfactory working environment for those who are going to carry out the rehabilitation work. We are well aware of – and I also believe the representative Kongshaug is aware of – the problems that arose at the Ålesundstunnelen by the fact that one did not have an approved setup when a start was made. That error does not want to do again. In addition, it is necessary to obtain a new estimate of costs before a survey is started. If one gets this in place quickly, it is possible to start up with accelerated means in the summer of 2008. But in current years, of which there isn't so much left, it's not possible.
ParlaMint-NO_2007-11-21.ana.ud1835e1964	I had hoped for a Christmas present from the Council of State today with regard to the Freifjord tunnel, but it did not come. That's after the answer, as I can judge it, still unclear when this can happen. I have to say that I am surprised that it will take so long to put in place a safe work plan for those who are going to repair the tunnel. In the light of what happened in the Ålesundstunnels, a decision must now be made on how to do this and a solution must be found. I sincerely hope that the Council of State will give priority and push for this work, so that satisfactory working conditions for those who are to implement the project will be put in place, and that tenders will be drawn up to enable this to be put in place for the best possible advice. It's totally unsustainable the situation now. I do not agree with the Council of State that the tunnel is not dangerous to traffic.
ParlaMint-NO_2007-11-21.ana.ud1835e1969	When it comes to road safety, the Council of State keeps to the State Road Service, which is a trade union authority, and I expect the information I receive to be real. To refer again to my main answer: there are two causes. The one in charge of the Labour Inspectorate. The other debt costs, which, unfortunately, also on these installations have increased sharply compared to what had been foreseen. This makes the need for a new estimate of costs real. You need to have a set in place to ensure that you have an overview of the costs involved. I hope you can get started in the summer of 2008. I'm sorry I can't be any bigger than that.
ParlaMint-NO_2007-11-21.ana.ud1835e1982	This question, from Robert Eriksson to the Minister for Labour and Inclusion, will be answered by the Minister for Health and Welfare on behalf of the Minister for Labour and Inclusion.
ParlaMint-NO_2007-11-21.ana.ud1835e1985	«On Thursday 8 November, we could read in East Kantavisa that a woman from Rodeløkka lost the rehabilitation money from NAV. [[65]] The recipient concerned has not received any money since 28 February of this year. The reason for the withdrawal of the aid was that her treating doctor was ill-appointed. Does the Council of State believe that people on rehabilitation pay should be able to lose their rehabilitation money when their treating doctor becomes ill, and what will the Council of State do to prevent this from happening again?’
ParlaMint-NO_2007-11-21.ana.ud1835e1992	I cannot go into what is the reason why the rehabilitation money was stopped in the specific matter to which the representative Robert Eriksson refers, as this is information subject to the rules of professional secrecy. However, on a general basis, I can inform you that there is a condition for the right to a rehabilitation allowance that the recipient is actively treated with a view to improving their working capacity. If the treating physician becomes ill, the Working and Welfare Unit will assess whether he/she can be treated differently. In the event of other active treatments, the person will be able to maintain receipt of the rehabilitation funds. In its governance dialogue with the Ministry of Labour and Welfare, the Ministry of Labour and Inclusion will ensure that the establishment has procedures to deal with cases such as those mentioned by the representative Eriksson and will ensure that the individual is able to assess his/her need for further treatment. It is the State of Employment and Welfare that assesses whether the conditions for entitlement to rehabilitation money have been met. If a beneficiary disagrees with the assessment made by the State of Labour and Welfare, the decision may be appealed against by NAV. In the near future, the Government will issue a consultation note on a new temporary provision to replace today’s rehabilitation money,refunds and fixed-term unpaid pay. The current division of the income protection system into many different benefits, each with a clear time limit, is resource-intensive, and measures and follow-up have been closely linked to life-restraint performance. By making legislation simpler, as the Government states, the resources and attention of the agency can be much more focused on follow-up work than on administrative procedures such as calculations, payments and decision-making. It will provide better opportunities for a good follow-up based on the needs of the recipients.
ParlaMint-NO_2007-11-21.ana.ud1835e2001	I thank you for your answer. I also understand that things are happening in this area. At the same time, I want to use this case to address a general problem. As the situation is, the practice of NAV has become a problem for him and for several others. In this case – I refer to the same paper – he had to contact a lawyer to get a message about his rights. After further studies, it appeared that the person initially had a claim for rehabilitation money because there was no other type of treatment. As the Council of State pointed out, other types of treatment may continue to maintain the rehabilitation funds. But what about those cases where there is no other type of treatment, where he meets at the gate and no one stands on the other side and accepts it? Should we not also look at these cases and adapt the legislation in such a way as to make them much simpler and more manageable?
ParlaMint-NO_2007-11-21.ana.ud1835e2008	I am sorry that I cannot go further into what is the reason why the rehabilitation money has been stopped in the specific matter raised by the representative Eriksson here, as this is based on information related to silence. I just want to make it clear once again that the Ministry of Labour and Inclusion will assure the House of Labour and Welfare that on a general basis they have procedures that capture cases such as those mentioned by the representative Eriksson. As the law is today, the condition for entitlement to rehabilitation benefits is that the member is actively treated with a view to improving their working capacity. A situation in which the doctor becomes ill shall not automatically result in the cessation of the rehabilitation allowance. I would otherwise like to take with me the signals that the representative Eriksson is producing here, to the Minister of Labour and Inclusion Bjarne Håkon Hanssen.
ParlaMint-NO_2007-11-21.ana.ud1835e2017	I thank you once again for your answer. I hope I can give further signals that the Council of State can take back to the Council of State. In fact, today there are cases where, according to the media, some have received rehabilitation money on the same basis, while others have not received it. At the same time, the Council of State refers to legislation and also to the way in which legislation can be interpreted in order to find solutions. What will be important in this case, and as I hope the Council of State will take it back to the Council of State, is that we develop legislation that is equal to everyone, so that everyone can be treated equally as far as it can be done when there are similar cases. It will be a problem if it depends on which NAV office you go to, if you get equal treatment. The NAV reform was supposed to be a reform that would make it easier for users to get help. I hope that the Council of State will also take that signal back.
ParlaMint-NO_2007-11-21.ana.ud1835e2026	I'm going to bring it on. Without going into the matter in question, as I said, it is clear that we on the part of the Government are concerned that what is adopted in this Chamber, and the laws that come into force, are being practiced in a way that ensures equivalence. In some cases, which we do not have insight, there may be several reasons why there may be different decisions anyway. I clearly believe that similar cases should initially be treated somewhat in the same way, unless there are other reasons that warrant otherwise. But as I said, I take with me the signals that the representative here sends.
ParlaMint-NO_2007-11-21.ana.ud1835e2033	Question 20 has been answered earlier.
ParlaMint-NO_2007-11-21.ana.ud1835e2047	This question has been raised.
ParlaMint-NO_2007-11-21.ana.ud1835e2054	‘Despite repeated promises from the Council of State to maintain orthopaedics at the Church Hospital, the situation has become that all sacred orthopaedics have been transferred to Hammerfest and Tromsø. This leads to a weakened professional competence environment at the hospital and an insufficient offer for the population in East Finland. In order to get a good result in orthopaedic interventions, one depends on short response time. What will the Council of State do to equalise the Finnish population with the rest of the country?’
ParlaMint-NO_2007-11-21.ana.ud1835e2061	Let it be clear that there must be a well - functioning local hospital in the Churchnes! A good and sound specialist health service provision must be maintained and further developed for the entire population of East Finland. Maintaining residence in Finnmark is central to the Northern Region policy of the Government, and the availability of quality specialist health services is an important tool in this context. The change that has now been made at the Kirkenes hospital means – and the representative is aware of it – that there is no specialist in orthopaedics on duty from Friday morning to Monday morning. The reason is that it's hard to recruit orthopaedics to Finnmark. The activity is therefore based on ‘vikarstafat’ from Sweden. I would like to make it clear that Health Nord RHF aims to recruit orthoped for a permanent position/orthopedic position at the hospital in Kirkenes. In a letter to Health Nord RHF, I have suggested that a general surgical alert should be maintained at the hospital in Kirkenes, so that the hospital can assess and handle acute orthopaedic cases even when there is no orthopaedic alert. According to Health Nord, the conversion affects only a few patients. On average, there have been 20–30 orthopaedic operations per year. year on weekends, i.e. one patient every two weeks on average. Over the course of one year, it is approx. 100 requests on weekends, but about 80 pst. of these patients not to operate. Patients who must have orthoped treatment during the weekend are transported to Hammerfest or Tromsø in aeroplanes or ambulances. Some patients have to be transported anyway because they have damage to be treated at the University Hospital in North Norway. In several health businesses in Health Nord, the orthopaedic activity is grouped together in one place, which the representative certainly knows about. At the Helgelands Hospital, there is a specialised orthopedic watch in Mo in Rana, at the Nordlands Hospital, Bodø specialises in orthopedic watch, while operating in Lofoten and Stokmarknes. At the University Hospital in North Norway there are planned activities both in Narvik, Harstad and Tromsø, while orthopedic guards are gathered in Harstad and Tromsø. The most common acute orthopaedic disorders, i.e. bone fractures, can usually be treated without the presence of an orthopaedic specialist and without surgery. The Soria Moria Declaration states that no local hospital should be closed. But that doesn't mean that everything has to be the same everywhere. Major changes are taking place in medicine and technology, and the needs of the population for services are changing. We therefore need to keep working on renewing our hospitals so that patients are given the best possible treatment provision to adapt to developments. If we are going to do that, we also need to make changes in the division of tasks between hospitals, so that professional resources are used in the best possible way all the time.
ParlaMint-NO_2007-11-21.ana.ud1835e2078	It is almost so that you can get a little backwards when you hear the mention of the Northern Region bet, when you see that the hospital offer is being built down, when you see that you have a population that does not have access to a day-old police. Only in the first seven months of this year, there were 110 fewer Finn Markings. When you talk about importance, there's now a rebellion in East Finland, because we're losing an offer that we need to hurt. When we know that there are members of the Workers' Party who volunteer and take the initiative to create a new party precisely because the health service is being reduced, it says a lot about today's policy. Does the Minister for Health think it is professionally responsible that people admitted to hospital on a Thursday or Friday have to wait until Monday to receive treatment?
ParlaMint-NO_2007-11-21.ana.ud1835e2087	This has to be assessed on a case-by-case basis. If, for example: it is not possible to have an operation carried out at Kirkenes this weekend, for the patient concerned must be sent to one of the other hospitals. I'm aware that there's a lot of commitment to Kirkenes, to Finnmark, in terms of more health issues. That is also the background for me sending a letter to Health Nord asking for even better processes involving both employees, users and the local environment. I would also like to repeat that in a letter to Health Nord, I have said that there should be a general surgical alert at the hospital in Kirkenes, so that the hospital can assess and handle both acute orthopaedic cases. I repeat: Health Nord and Health Finnmark are now working on getting a fixed orthopeded there, because it's a challenge to have to run with so many «vikarstafats» from Sweden.
ParlaMint-NO_2007-11-21.ana.ud1835e2096	When you live in East Finland, there is a distance to the next hospital between 55 and 60 miles. That's the shortest. Finnmark is unique. It is therefore necessary to enter into a special, additional allocation so that the people of eastern Finland can actually get an offer that is in line with what the rest of the country has. We know what complications can arise quickly if you don't get quick orthopaedic treatment, and the costs of people going further on sick and getting longer rehabilitation are real and very expensive to society. I repeat: does the Council of State feel that it is professionally sound that people who are admitted on Thursday or Friday must wait until the weekend before they can receive treatment, due to lack of specialists?
ParlaMint-NO_2007-11-21.ana.ud1835e2105	What is professionally sound is not my job as a politician to think anything about. Doctors must think something about it and do something about it. They have that responsibility, and they take that responsibility. I assume they won't let people lie down for days if it's not professionally sound, but they'll send them elsewhere. Among other things, I have realized that several people have been sent to Hammerfest. I'm very familiar with the distances in Finnmark. I have traveled a lot in that state for many years. Obviously, it's different than in other parts of the country, where there are shorter distances. I have told Health Nord that they must take care to further develop the hospital in Kirkenes. I have also said very clearly from, especially in the light of this process, that Health Nord and Health Finnmark must establish and formalise good cooperation relations and procedures, not least with affected municipalities, employees and users. What we're talking about here is between 20 and 30 orthopaedic operations that so far per. years have been carried out during the weekends. It's a goal to get a fixed orthoped there as soon as possible.
ParlaMint-NO_2007-11-21.ana.ud1835e2116	I will be allowed to ask the following questions to the Minister of Health and Care: «A 40-year-old woman has been in the same position for two years in a bed at home in owner-occupied dwellings, according to VG on 13th d.m. She has the diagnosis of paralysis syndrome and chronic pain. No doctor or hospital has been able to determine what the problem is and how it should be treated. From some teams she learns that ‘it’s in her head’. Psychiatrists have concluded that she has no mental illness. The woman is in an inhuman situation with great suffering. Will the Council of State take a closer look at the case and, where appropriate, consider offers abroad if they exist?’
ParlaMint-NO_2007-11-21.ana.ud1835e2125	I am concerned that all seriously ill patients should receive the best possible health care, and that patients experience that they are being taken seriously in our healthcare system. It is the current hospital department or responsible doctor at the hospital who has to assess which treatment services are most suitable for the individual patient. The hospital also needs to assess the need for further evaluation before deciding on treatment provision. If a patient is not satisfied with the offer or treatment he or she receives at a hospital, the patient is entitled, as the representative is well aware, to review the specialist healthcare service. The right shall apply once for the same condition. The representative is also very well aware that complaints about the assessment and decision on the right to treatment should be addressed to the Health Authority in the county. I also believe that the patient representatives have an important role to play here, including. by helping patients in the case of complaint proceedings. As Minister of Health and Care, I cannot intervene or comment on professional assessments made by a hospital in the treatment of individual patients. I cannot intervene in complaints either. The Patient Rights Act § 2-1, fifth paragraph specifies the conditions under which a patient is entitled to treatment abroad. It is said to be known, among other things. the severity of the condition, the expected benefit of the treatment, the cost of the treatment must be proportionate to the benefits of the treatment and the absence of an adapted medical treatment offer in Norway. The opinion of the specialised department in the field of disease shall be available. In Health South-East RHF, two health care establishments are responsible for joint application assessment for this type of treatment journey. It is the units for foreign treatment at the Rikshospitalet-Radium Hospital and Ullevål University Hospital. Health South-East has stated that if the patient is referred to a foreign treatment unit, it is assessed whether the patient meets the criteria for being entitled to treatment abroad. If the patient is considered to have a right to treatment abroad, a search for a hospital competent to treat the patient’s condition will be carried out. The patient will be referred to treatment abroad if such treatment competence exists. As is known, it is a separate complaint subject for complaints about refusal of treatment abroad. It is the whole of this system that provides the necessary assurance that individual patients will be taken seriously and followed up in a good manner. Both healthcare companies, patients’ representatives and health supervision can provide further information on patients’ rights. If it is relevant for foreign treatment, I assume that this is covered by the established legislation.
ParlaMint-NO_2007-11-21.ana.ud1835e2136	I thank the Council of State for the answer. I can only say in the beginning that the undersigned is well aware of what legislation we have in the healthcare system, the way things can be done, and who can make decisions about the individual things. What is special about this matter is that he feels in many ways declared by the health service. If you feel that you have a health record, and feel that in many ways you have no alternative, you don't benefit from having all the world's opportunities on paper. It's just this feeling you get when you get almost feedback about it that can't be done more for you – that in this case where you have been in the same position for two years in bed in your own home, without feeling that she gets the help she needs – that makes me bring this question up. My question is: is the Council of State not at all willing to contact Health South-East – Health Biggest now – to ask what are the plans for the follow-up of this woman?
ParlaMint-NO_2007-11-21.ana.ud1835e2143	First of all, let me say that it's always sad when patients feel and think, and many times rightly, without knowing this particular patient, that they don't meet properly, are not taken seriously or feel declared by the health service. That's not how we're going to have it. But again: I do not know this particular case, but if you are not satisfied with the treatment you have received – and I understand that this is the case – I just have to encourage you to contact the hospital/health company in question again. If appropriate, patients’ representatives and health care may also be able to help.
ParlaMint-NO_2007-11-21.ana.ud1835e2148	The person involved here has been diagnosed with paralysis syndrome and chronic pain. The expectation that the individual patient will be able to find out in the jungle of laws, regulations, regulations and opportunities that exist may in some cases be to go a long way. That's why I'm bringing this case to the square here. Unfortunately, this is not necessarily a unique case, because we have a code and ways of working that may be difficult to understand for each individual patient. That's why I had a certain hope that the department team could at least get involved in the matter and look at it, without interfering in the treatment plan for Health South-East – I have no intention of doing so at all – but simply say: Yes, we will at least look at the matter, to see if we can help him. Perhaps he does not have the power to investigate and use the legal remedies available to him. I hope – once again – that the Council of State will at least ask someone to look into the matter.
ParlaMint-NO_2007-11-21.ana.ud1835e2153	Again, it's sad when people don't get the treatment they think they should have. But it is difficult for me, as Minister of Health, to intervene in those very many cases in a year in which patients feel that way, rightly or wrongly – many rightly. That's why we have organs to help with that. It is important that the doctor with whom you are dealing, or other doctors, takes on that task, that the Patient Ombudsman assists, and that the Health Inspectorate assists. I ask for an understanding that as Minister of Health, I cannot intervene in every single matter. I'm not a professional in the field, either. That's why we've set up the systems we have. That doesn't mean that I don't have compassion – I have the greatest compassion – for both this patient and many others who have difficulty. But it would be an almost impossible task for a health minister to intervene in all the individual matters, of which, unfortunately, there are many in a year.
ParlaMint-NO_2007-11-21.ana.ud1835e2172	This question has been raised.
ParlaMint-NO_2007-11-21.ana.ud1835e2186	This question has been withdrawn.
ParlaMint-NO_2007-11-21.ana.ud1835e2193	I have this question for the Minister of Knowledge: ‘When can the Storting expect the State Council to come to the Stortinget with a case on the grant scheme for approved private schools, and in what way will the State Council ensure that the family economy and other external factors are not decisive for students to have the opportunity to attend approved private schools?’
ParlaMint-NO_2007-11-21.ana.ud1835e2200	The Ministry has in St.prp. No 1 for 2007-2008 feedback on call decision No 545 on this and said the following: ‘The Ministry has gone through the model for the contribution of private primary schools that warn in St.prp. No 39 and in Ot. pp. [[2006-2007]] [[2006-2007]] No 37 In other words, we haven't finished reviewing the take-off model for the private primary schools. Currently, only the municipal correction factor will be changed. Any changes to the feed model may have budgetary implications. That's why it's natural to come back to the matter in St.prp. No 1 for 2008-2009, i.e. the budget. Then the representative asks Dørum how I want to ensure that family finances and other external factors are not decisive for the student's ability to attend approved private schools. Private school laws set a roof on which school is allowed to charge students. As a general rule, the school allowance may not exceed 15 pst. on the basis of which it is based. In addition to ordinary school money, schools may charge up to NOK 3000 per year. year for pupils in primary school and up to NOK 4000 per year. year for pupils in the secondary school to cover the costs of renting and capital costs. The current provision on the maximum cost of school money is also a continuation of previous providers in the 2003 law on upper secondary education and the earlier private school law.
ParlaMint-NO_2007-11-21.ana.ud1835e2218	I'm familiar with what's in the budget proposal, and I've also noticed that you're going to have a dialogue with the private school organisations, and see it as very positive. Then I understand the Council of State so that you have not intended to come back with the main thing before in the budget for 2009. I allow myself to say that I think it's late. Of course, the committee was familiar with what the Council of State addressed. We were also familiar with it as for example. was the situation of Health Education Steinerskole, which was not allowed under the rules to cover its capital costs by taking school money, and which then comes into a completely impossible state of affairs: this does not allow a grant to cover costs, 85 p.m., and on the other hand you are not allowed to take school money. It was a series of such situations for those schools that there was broad agreement that consideration should be given to the Committee's request for what the Council of State referred to. My question is, Will the Council of State look at these practical situations? For some of these schools are now in a practically impossible situation, even almost a Catch 22 situation, which makes that no matter what you do, it's going to be wrong. Then I guess you can't wait until the next budget.
ParlaMint-NO_2007-11-21.ana.ud1835e2225	Now we've made a change, and just because we've learned that the model is hard to keep up with in each school and a little bit of care, we're going to go through it. However, it is clear that any changes we may have to make may have budgetary implications. Therefore, it is natural to present this in the context of the 2009 budget, for changes that will have budgetary implications, to be dealt with in the budgetary process, and will then apply from 2009. And then I want to make it clear once again that today's financing system is the same as that of the law of high school, and now it goes further into private school law.
ParlaMint-NO_2007-11-21.ana.ud1835e2232	When the committee discussed the matter, it was agreed that it had been caught in forms – to use an unpretentious word – of systemic madness. That's why we wanted the case back. Of course, I'm familiar with how to handle budgets. But we have many budget rounds in Stortinget: we have revised national budgets – we have them early in the year. Then we have the aging of the budget. And in these days we get a series of supplementary appropriations for the current financial year. So if a matter is urgent, a government council has a lot of practical opportunities to come back, if you first join the government. It was my impression that although there was a disagreement about the private school law, that was the case, for example. between the Party of the Council of State and the Left, there was agreement that the schools to be held were to be provided with good, viable conditions. So I can't do anything but encourage the Council of State to come back with a case before we get to the budget for 2009. I agree that it is good to have looked at the municipal correction factor, but the other conditions, for example. Health education Steinerskole as a cash and concrete example, I encourage the Council of State to look at, so that you don't wear another year. I do not think anyone has earned it after the procedure we have had in the past.
