ParlaMint-NO_2007-12-19.ana.ud897e24	The representative, Robert Eriksson, will put forward a proposal for a representative.
ParlaMint-NO_2007-12-19.ana.ud897e1535	I thank the Council of State for the answer. Now the council has been sitting for two and a half years, and has therefore had a good opportunity to do a lot at that time. I hear here that she is getting more air traffic controllers in place, and that is of course very positive. However, it is obvious that the president of the Norwegian Air Force Leaders Association does not see this innovation that he is calling for here. Otherwise, this statement cannot be understood. Does the Council of State agree or disagree with the President of the Norwegian Air Force Association in what he says? Does he simply not see what is happening, or what the Council of State has done?
ParlaMint-NO_2007-12-19.ana.ud897e1546	In my time as State Council, I have had very good dialogue with Rolf Skrede and with the Air Leaders' Association. I have not had this kind of Rolf Skreed input in the dialogue we've had. I also know that the dialogue between the Avinor Association and the Avinor leadership is now of a completely different character than what he was under previous regimes. It has its sides to cut 400 million. kr. The cut that was made under the previous government has given off a lot of results in Avinor, and I have seen a escalating when it comes to air traffic controllers, but also in other areas where one after another saw that one was actually understaffed. And it takes time to come back to that standard where one should be. I wish we weren't in that situation. But when that situation has arisen, I feel that we are in good dialogue with those added to find good solutions that will give us the capacity that we need when it concerns air traffic controllers in the future.
ParlaMint-NO_2007-12-19.ana.ud897e1553	Thanks for the answer. It is now the case that thousands of innocent passengers were hit last year when the air traffic controllers reported ill, and SAS employees have also now notified that they will report sick if SAS sells part of the ground service. What does the Council of State think about the use of search reports, or threat of search reports, in the transport sector? And what means will she use to prevent this?
ParlaMint-NO_2007-12-19.ana.ud897e1560	Governments have said quite clearly from a number of points of view what they think of that kind of thing. It's totally inappropriate to report as part of an action. Neither is it acceptable in any way. But the Minister of Transport has nothing to do with it here. What we have done in the past is to create a dialogue that has worked when it comes to action. When it's SAS, there's another situation. Avinor is owned by the State with the Council of State as General Assembly. SAS is a private company, and ownership is run by the Ministry of Economic Affairs, so there's the Minister of Transport even less active. When illegal actions are involved, they are re-sorted under a third State Council with a view to possibly taking action if one can see that there are illegal actions. The problem with these kind of actions is that it's very difficult to go in and prove that what's being done is illegal.
ParlaMint-NO_2007-12-19.ana.ud897e1571	‘Atlantic route is one of the most attractive nature-based travel destinations in Norway. Work on developing the Atlantic route that has been completely stopped by the national tourist road. It is claimed that there is an application for the establishment of windmills in the sea outside that is the cause. Does the Council agree that there is no reason to halt further development due to wind turbines plans, and what will the Council of State do to enable the work to continue?’
ParlaMint-NO_2007-12-19.ana.ud897e1578	The majority and the Ministry of Transport’s guidelines form the basis for the State Road Administration’s approach to tourism road traffic. I agree with the representative that the Atlantic road is really an attractive and beautiful road. The scheme is further addressed in the Project Directive on the ‘Potential Area National Tourism Roads 2002-2015’, issued by the Road Director on 26 April 2004, which has been more detailed and updated in the Project Plan 2006-2015 for the Tourism Road Project dated 1 February 2006. Through discussions with the Ministry of Transport, Vegvessenet has been given confirmation of the importance of professionally high quality and the main requirements to be met for selected tourist road sections, among others. when it relates to the quality of the natural experience. The goal of the tourist road project is to develop a total of 18 carefully selected road sections in Norway to national tourist roads by 2015. A tourist product of high international quality shall be developed where the rootstock is itself a running experience. The passers-by tourists are to be tempted with the most plentiful of Norwegian nature. Nature quality along the ‘road at sea’ is thus the basis for investing on the Atlantic route as a future national tourist road. The tourist road project places high emphasis on quality and has created a quality management board for national tourist roads to monitor that the tourist roads become a national tourist attraction that can be marketed as a trademark. The Quality Management Board discussed, with the background of plans presented for a range of coastal wind farms, the relationship between these plans and the tourist road traffic effort meeting on 14 February 2005. In the Decision, the Quality Management Board concluded that the visual consequences of the establishment of wind turbines outside the Atlantic-Marine Route – Havsul – after its view, the Bud-Kårvåg route would render it inappropriate as a future national tourist road. The board also believed that they planned the wind turbines on the inside of the road – Free Airpark – could have visual consequences that could result from the Atlantic Road’s currentity as a future tourist road. The Road Director joined the Quality Management Board’s recommendation. In a situation where there was strong doubt about the future development of the very foundation of the route’s tourist road candidate, the road director found it right to await investment in new measures along the Atlantic route. This was made known locally. The wind situation has not yet been clarified. I think the situation that has arisen for the work on the Atlantic route is unfortunate for the established local commitment and the expectations that the Tourist Road Project has built up for the effort to process the 36-kilometre stretch along the sea from Bud to Kårvåg as a future national tourist road. I would therefore like to take matters up with the State Road Administration Tourist Road Project with a view to resolving them. I must point out that it is not such that all tourist road works along the route are iced. The tourist road project completes the measures started – a viewpoint point, a couple of molo measures and a couple of parking facilities. The tourist road project has also continued the planning of new measures, so that they can be put into operation once it has been decided whether the Atlantic route will possibly retain the natural qualities that can only be achieved by a national tourist road.
ParlaMint-NO_2007-12-19.ana.ud897e1593	I thank the Council of State for the answer. If we go back in history, we see that while the Atlantic route AS as a toll company was driving the road project, there was a lot of development and marketing of the road, and the number of passengers increased for each year. It also helped to speed up the down payment of the road as a toll project. After the State Road Service took over, my claim is that the development of the marketing has stopped. I dare say that the project National Tourism Roads may have been more damaging than for the benefit of the Atlantic route as a tourism product. In my opinion, little or nothing has happened for three to four years. Windmills in the sea or not – the road is now there. The travel life product is there, but it is due. My question is: will the Council of State give clear signals that a power cap must now be taken to re-establish the maturity that has occurred?
ParlaMint-NO_2007-12-19.ana.ud897e1602	I am not sure if I understood the question quite correctly, but I hope that it is not the road that is about to fall. I'm not sure I understood that. After all, there is nothing to do, regardless of whether the road should be a tourist road or not in the future, that one should not maintain the road to the standard that he should have. The tourist road project is not linked to the maintenance on the road – the tourist road project is linked to installations along the road, where one unites architecture and art, and not least local businesses are being dragged in to bring up the activity of the provision of services to travellers along the road. So the road project itself, I hope to be kept in the same place. I have a clear intention, as I say in my main response, to have a dialogue in this matter to get her back on the rails.
ParlaMint-NO_2007-12-19.ana.ud897e1609	The Council of State clearly misunderstands the question. It's not maintenance of the road we're talking about, although it's also necessary. However, it has been promised for spring, so it will go its way. It's all in connection with the road that's stopped. There were a lot of plans going on. Business operators ready to invest in projects and products have now withdrawn and may be using funds in other areas. So it's the way that travel life product has expired, both for marketing and for development. There are great expectations to the road. As I said, it is one of Norway's most attractive travel products, and I think it is worrying that there is so little political governance with projects like this. It is perceived as bureaucratic and impracticable in terms of recordings, and I hope that the Council of State will take action and give political signal that the work must continue.
ParlaMint-NO_2007-12-19.ana.ud897e1618	First of all, it is not correct that there is no political direction with this project. The tourist road project is actually one of the projects in which the Council of State has engaged quite so much, because I think it's what I'd call the 'rosin in sausage' in everything I'm doing -- it's very exciting, it creates business development in many districts, and it helps travel to grow, which the Council of State is also very busy that we're going to get. When it comes to the Atlantic route, there is a lot of exciting planning, not least the development of a pre-project at Sandvika’s main site, with a view towards Hustadvika – a project that the Council of Architecture recommends to build on further planning. So the planning work has not stopped. It's very important when I'm going to go into dialogue to get a clarification on the further process. I've run the Atlantic road myself several times – I definitely think we have to get to a nice tourist path with many exciting attractions.
ParlaMint-NO_2007-12-19.ana.ud897e1630	‘According to the media, several local leisure clubs are at risk of being decommissioned due to the need to do so. the new Work Environment Act, cf. Articles in the magazine of Rome on 14 November this year. This is an unsustainable situation and, hopefully, is also seen by the Government as unsustainable. Will the Council of State arrange for a change to the Working Environment Act, subsidiaryly? – then I will change the wording of the question, as it was written a little before Christmas – ‘contribute to the granting of a derogation to remedy the situation of the municipality of Skedsmo?’
ParlaMint-NO_2007-12-19.ana.ud897e1637	As the case has been made in the media, this concerns municipal employees who, in addition to their regular work in the municipality, work three to four hours extra a week in local leisure clubs. In the past, the Labour Inspectorate had the right to grant exemptions from the statutory limits on the general working time for such work of a social nature as the employee had in addition to his regular work for the same employer. This exemption is not continued in the new Work Environment Act. However, I cannot see that the consequences of this change are that recreational clubs must be closed down. In particular, it will be in the municipal sector that it will be appropriate to undertake such work of a social nature in addition to its regular work for the same employer. In this sector, employees will normally be organised in trade unions competent to enter into collective bargaining agreements under the Labour Environment Act, which open up such additional work. However, even in cases where such a collective agreement is not concluded, it will be possible to work on a voluntary basis beyond normal working hours. I point out that most people have an ordinary working week of 37 1/2 hours, while the law operates with a regular working time of 40 hours, which can be averaged over a period of one year. Therefore, even without a collective agreement, it will be possible to agree two and a half hours extra work each week, or four hours extra in about 30 of the week of the year. I therefore believe that, overall, the Labour Environment Act provides sufficient opportunities for municipal employees to continue to contribute to work of a social nature if the parties themselves take the initiative to establish the necessary agreements and, in this context, see no need to amend the law.
ParlaMint-NO_2007-12-19.ana.ud897e1648	I recognize some wording from a letter of reply to the representative Dagfinn Sundsbø. The Council of State also says here that you can't see that the consequence will be closure. The trade union leader in Skedsmo says that this is a very unfortunate outcome of changes in the work environment law, that much is good with the changes, but not at all this. The question then arises: Is it such that trade unionists and others who have made contact, both with me and with others, have misunderstood the law? And in that case, if it's due to a misunderstanding, what will the Council of State do to inform about the space that's within the law, as this is something that's not just about Skedsmo Municipality?
ParlaMint-NO_2007-12-19.ana.ud897e1653	As my answer shows, in this kind of case you have two alternatives. One is that the Trade Union enters into a collective agreement as agreed upon by the trade union concerned here. The trade union has the ability to be itself an active party in ensuring that this type of situation can be resolved, simply by an agreement between, for example: The trade union and the employer concerned, if the employee concerned is organised in the Trade Union. As I said, the trade union has every opportunity to contribute to the smooth functioning of the work environment law. In addition, it is a fact that, without a collective agreement, four hours of extra work can be agreed on each week if it is 30 weeks a year – and that is not an up-to-date time period for a leisure club. So I think this is completely possible to deal with under the Working Environment Act.
ParlaMint-NO_2007-12-19.ana.ud897e1662	The union points to the law as the problem, while the council points out that this is fully possible within the law. The question then arises: if the trade union also sees locally that there is a need for greater space in relation to agreeing to this – what initiative will the Council of State then, if necessary, take in relation to looking at the law, which they consider to be too narrow in relation to agreeing to this type of tariff provision?
ParlaMint-NO_2007-12-19.ana.ud897e1672	In that case, I think I would say that I disagree with the Trade Unions locally. I can't exactly say that I feel it as some pressure from neither the trade union association nor the LO central in any case, to change the working environment law in these areas. As I said, I think it is completely possible to find solutions here. Not least if the trade union is interested in finding solutions, there are many possibilities. Now I think I'm going to be a little careful to take the position that it's the responsibility of the Council of State to inform the trade union movement about the Working Environment Act, but it's clear that when I contact the Department of the Trade Union on these questions, I'm of course happy to enter into a dialogue to answer them the questions they have.
ParlaMint-NO_2007-12-19.ana.ud897e1685	I would like to ask the following questions: ‘Veterinary representatives and the responsibilities of the Committee on the Environment, Public Health and Consumer Protection in matters relating to the impact of the enterprise on the external environment were mentioned in the mandate of the Labour Law Committee, but the theme was not followed up by a sample, or by a department and a pooling in the further consideration of the legislative proposal. Workers’ organisations have recently addressed in a letter to the Ministry questions about the establishment of a committee to investigate the legal basis for such an extended task for the protection organisation. Will the Council of State follow up this initiative?’
ParlaMint-NO_2007-12-19.ana.ud897e1694	As the representative Davøy refers to, the issue of the role of the Ombudsman and the Committee on the Environment, Public Health and Consumer Protection in relation to the external environment was one of a number of points in the mandate of the Committee on Employment and Social Affairs. It is true that the sample did not see itself in a position to enter into this topic and thus did not make any proposals to that effect. The reason for this was probably because the competence of the sample members according to the sample mandate was otherwise within the working environment and labour law rather than in matters of the external environment. I regularly meet the main organisations on the employer’s and employee’s side in what is called the Employment Policy Council – a council established under the previous government – and the role of organisations in relation to climate and the external environment has recently been incorporated into the Council. The discussion on this will be continued at the next Council meeting, which will take place in February. This means that we are now having an ongoing dialogue with the organisations on how to cooperate on external environmental issues. Not least climate is an important theme in this way. In addition to proposals for a selection on the role of the protection service in relation to the external environment, a number of proposals on sample reductions, the launch of major investigations and concrete legislative proposals are being promoted in relation to the letter from the employee organisations to which Ms Tauvøy refers. The issues that are addressed are complex, and I will need a little more time before I can give the organisations an answer to that enquiry. I want to do that in an overall form, because it will often be that you can be present on some points, but not on all. That is why I want to respond fully to that enquiry.
ParlaMint-NO_2007-12-19.ana.ud897e1705	Laila Bavøy - for follow-up questions.
ParlaMint-NO_2007-12-19.ana.ud897e1708	I thank the Council of State for the answer. It is very positive that the Council of State says he wants to drag this into the Council already at the next meeting in February, and that he has a dialogue – if I understand correctly – with the employee organisations on this particular proposal. I personally see it as very positive that employee organisations take this initiative that the functions of the Protection Ombudsman should be seen in the context of the rules of the Pollution Act, among others. about this with the obligation for the enterprise to notify according to § 39 of the Act. In these days, with so much focus on climate issues – which was also addressed by the Council of State – it is very interesting. What I could imagine asking the Council of State is whether the Council of State thinks this is a good proposal, which should perhaps be followed up. And, does the Council of State have any time aspect for when you can imagine giving an answer to this?
ParlaMint-NO_2007-12-19.ana.ud897e1715	In the dialogue we have had so far in the Employment Policy Council, the parties – as I have experienced it – and in particular the employees’ side, perhaps not as clearly the employer’s side, have not least been concerned that climate issues will affect us all, of course also the labour market, and that it is therefore natural for the social partners to be involved in the cooperation with the Government in this field. What is more uncertain is the form of cooperation – whether it is right to have it in the Employment Policy Council, or whether it is right to look at other forms of cooperation. This is why the debate in the Labour Market Policy Council will continue at the February meeting. With regard to the concrete proposals made in that letter, I ask for an understanding that I do not want to evaluate each proposal now, but come back with a complete answer when I am ready for it. I think we have to get an answer in place during the spring.
ParlaMint-NO_2007-12-19.ana.ud897e1724	I thank the Council of State again for the answer, and feel that this is well managed in a good process in the future. Another question that I still want to raise, a theme that is also mentioned in so far as this letter, is about equality between whole-continuous shifts and three-part turns, which the Council of State is well aware of. A process has been started – an expert selection has been set up. So far, it has been that the social partners have not agreed on defining definitions, and it has also been a difficult political issue over a good few years, but now we have a government that has said in the Soria Moria Declaration that this is what it wants to find a solution to. My question to the Council of State on this matter is whether he believes that an expert committee can handle what the social partners do not have clearly, and whether there will be a proposal for a solution to this matter before the next decision is taken.
ParlaMint-NO_2007-12-19.ana.ud897e1731	Laila Davay may know even better than I do in his career in the workplace that this is an important matter and a complicated matter. My starting point is that what is problematic about the matter right now is that, for example. the estimates for cost considerations, i.e. the implementation of equality between shifts and turns, crack violently, and at least I believe that an expert committee will bring us closer to the truth. What is important is that this expert committee should see the shift-turn issue in the context of other important issues, such as: involuntary part-time and small positions in the care and hospital sectors. I believe that the whole of this sample work should be able to help us get closer to achieving what I think is common goals.
ParlaMint-NO_2007-12-19.ana.ud897e1740	I have the following questions for the Minister of Justice: ‘Cripos deal with many of the most serious criminal cases in Norway. The employees involved in demanding acts of violence, assault and murder, and it is central to being able to attract the best skills. A look-up in the December 11th VG refers to strict overtime rules that make it difficult for investigators to carry out parts of the job and that the pay does not correspond to the workload. Does the Council of State consider this to be appropriate, in particular in view of recruitment?’
ParlaMint-NO_2007-12-19.ana.ud897e1749	First of all, I would like to point out that we in the Department of Justice and the Government believe that Kripos is particularly competent and does an exceptionally good job in terms of resolving crime. I think we agree on that. I think it's quite peculiar that we've managed to gather such a good competence environment, and that's all there is to ring the ring. The query is based on a query in the VG. I'm going to give answers from the way we think it is, and it can sometimes be useful, without blaming VG for that reason. The question that the representative raises concerns both working time regulations and pay conditions of a more general nature. The working time regulations relate to the changes that have taken place in the Working Environment Act since 2005, which we have discussed many times here in Stortinget. These changes include: its background in the implementation of the so-called EU Labour Directive. The general rule of the law is, in the case of day-to-day work-free, that the worker must have at least 11 hours of continuous work-free work within 24 hours. For police officers, a derogation from this general rule has been agreed. Under certain conditions, the period of unemployment may be shorter than 11 hours. The Directorate of Police informs the Department that today, in conjunction with previous restrictions on overtime use, the agreed exceptions to the new regulatory framework provide a better basis for the provision of police services than if only the general rule of law had been applied. At the same time, it is stated that the HMS perspective/protection aspect for the officials was also central when the exemptions were agreed. I want to draw that out, too. We have discussed working time regulations quite a lot now, and what is being done in relation to the Norwegian police force also helps to improve the working situation, which, once again, the Government believes is crucial to getting well delivered in relation to police services. As explained, Kripos has not had any particular problems adapting to this new regulatory framework. The Ministry of Renewal and Administration is a department of the Department of Main Tariff Negotiations in the state – then we are on pay. Negotiations at this level take place between the Ministry and the main associations on the labour side. It can be stated that, following the main tariff negotiations, Kripos, like the other special agencies and police districts of the police, is the venue for local negotiations. This means that, within the framework established by the State and the main associations during negotiations on the main tariff agreement in the State, the negotiations take place locally at Kripos. Recruitment rates are also determined within the framework agreed between the central parties. It may be difficult, not only in Kripos, but also in general in the police and in the public sector, to compete with other employers in terms of highly skilled and attractive staff. It's a focus we have especially on Kripos, because there we need special expertise. We also have to count on a certain turnover of people who have good competence. However, the police department has informed us that there has been no deterioration in the recent situation of Kripos in recruiting and retaining skilled labour. I am sure that the directorate will follow closely how this develops in the future.
ParlaMint-NO_2007-12-19.ana.ud897e1764	I would like to thank the Council of State for the answer, and I think we fully agree that Kripos in Norway is doing a very good job. They have acute skills in a number of areas, and in many ways this is a prerequisite for us to manage some of the really serious criminal cases in Norway. Because it is the case that local police often have to call on Kripos when matters get big and difficult, and that you do not have the necessary resources or competences locally. Then it is important for me to get the Council of State's assurance that there are not different types of services within the police where one service is so much more attractive than the other, i.e. pay or in relation to other working time regulations, etc., that it makes you miss out on some of the skills that Kripos needs. I want the Council of State's assurance that there are no internal conditions in the police that will allow Kripos to get into that competition badly.
ParlaMint-NO_2007-12-19.ana.ud897e1769	We'll never get into a situation where there's a level playing field all over Norway in the sense that the places are equally attractive to apply to. It is not possible to put under the chair that some police places are more attractive than others, because people actually perceive the work tasks as more exciting there. And that's the way it should be. However, what the questioner is looking for is to ensure that working conditions are largely eliminated and contribute to it through the legislation we have. I believe that this is also a responsibility for those who are signed, and I will contribute to that. At the same time, we've seen that the way that Kripos works, it just attracts a lot of good skills, and it's a very attractive place for many to be. And there I fully agree with the questioner: we need a strong crisis in order to be able to provide assistance to the police districts out there, and of course also in the matters handled by the Kripos Sea.
ParlaMint-NO_2007-12-19.ana.ud897e1776	I would like to thank you for your answer. I think it's important in large and difficult cases to keep the pressure up. I also see that the new working time regulations have made it a little more difficult to get all the cabals to go up as well as you did before. So my next question to the Council of State is, have you considered whether Kripos should be bigger? Should there be more people there to make sure that you have enough resources to put in, just to keep the pressure on top of big and difficult things? Because it is important to get started well and make good progress in resolving as many issues as possible.
ParlaMint-NO_2007-12-19.ana.ud897e1783	That's for evaluation. We have also, from the government side, just moved to the stage where we have strengthened Kripos and the National Attorney General’s Office – which is very closely linked to Kripos’s activities – at the latest in the current year’s budget, and it is also in the next year’s budget. It's particularly important in some areas I think it's important that we stick with competence. When it comes to crime on the Internet, we've gathered very good skills in Kripos. It's of an international class, in my opinion. We have to take care of that. There we have also chosen to make a reinforcement, among other things. by establishing a police station online. This is a good example of how, while we can contribute more resources and money, we are also holding back the incredibly important competences that Kripos represents in the Internet field, which are of great international importance.
ParlaMint-NO_2007-12-19.ana.ud897e1794	I would like to ask the Minister of Health: «It is with great wonder that I see that Mandal hospitals are in danger of being laid down. A full curtailment of all ISF funding for day-care rehabilitation has now been proposed, which will affect the unit completely. Expensive construction and reduction of such an efficient and wide range of services is very unfortunate for patients and employees, especially when similar services are not available. What opportunities should these patients be given in the future, and what will the Council of State do to avoid this offer and thus the entire Mandal hospital being closed?’
ParlaMint-NO_2007-12-19.ana.ud897e1803	As is known, intervention-driven funding accounts for a significant proportion of hospital income base. It is therefore important that both regional health establishments and health establishments take local into account the requirements for recording activity as an ISF. During the treatment of St.prp. No 47 for 1999-2000, on the hospital economy and budget 2000, Stortinget concluded a proposal from the Government to establish an advisory medical sample to assist the Ministry, after 2006 the Directorate for Social and Health, on medical professional issues related to the recording and quality control of medical data. That's what the billing committee is called. Procedures are also in place to ensure that the required legislation is complied with. Changes in annual payments, including: based on recommendations from the Billing Committee, when all information is available for the whole year, i.e. October/November of the following year. In the annual accounts for 2006, the Social and Health Directorate has recommended that payments to regional health enterprises be reduced by about 88 million. kr in the ISF settlement for 2006. The reduction is mainly related to the misregistration of day rehabilitation. The Executive Board’s recommendation is based on the Committee’s assessments and recommendations, including: a major review of the registration of day-care services in rehabilitation in 2006. The review shows that many hospitals and institutions have failed to meet the requirements of the legislation for reimbursement payments for this special subject area. Services that should have been financed through outpatient tariffs, which are lower than the ISF refund, have mistakenly entered the basis of payment as a day-to-day treatment. There is also a wide variation in registration practices between regional health establishments in this area. Rehabilitation is a very important area, and it is very important to provide equivalent funding for rehabilitation services across the country. I would like to stress that no questions have been asked about the quality of the offer. Regional health businesses are responsible for ensuring that good rehabilitation services are maintained in line with the requirement to prioritize rehabilitation in the 2007 mission papers. With regard to the question of the future to the rehabilitation department in Mandal, I will refer to the budgetary processes at Southern Hospital and Health South-East. The final budget for 2008 in Health South-East is not yet formally managed.
ParlaMint-NO_2007-12-19.ana.ud897e1818	I thank you for your answer. Now it is the case that the Health Board of the South-East refers to its opinions on budgetary balance requirements, that this is disproportionate to the mission document, where rehabilitation and closure of local hospitals are to be protected. The South Hospital now had the board meeting on Monday, and then the decision was made that Mandal Hospital should be laid down, postponed. Will the Council of State ensure that the mission document is followed, because here it seems that there may be a gap between what is desirable and what is contained in the mission paper on the requirement to keep the budget. And in case yes, this should be done by cutting other patient services or by e.g. ISF funding for rehabilitation can be increased?
ParlaMint-NO_2007-12-19.ana.ud897e1827	Firstly, there is no doubt that rehabilitation is one of the areas we want to strengthen. That's also why we have notified it in the mission document for the current year. I could also say that we're going to repeat it for next year. Then there's another side to that, and it's that all the institutions and hospitals have to deal with the laws and regulations that apply. And when there's someone who for a slightly different reason has calculated this in another way, there must also have some consequences, and that's why it's been pulled in some money from someone. In the case of Mandal in particular, I have been informed that if what Sørlanden hospital has proposed, but is now exposed, would become a reality and this involves a significant change in the service provision, it will be reported to health south-east and, if necessary, to me for a decision.
ParlaMint-NO_2007-12-19.ana.ud897e1836	I thank you again for the answer. It sounds positive that the Council of State is keeping an eye on what's going on down there. And now that it's exposed, you might be able to review this again. This will affect the rehabilitation offer that exists there today, rather harshly, plus that as I said, it is a local hospital. Now it's like some companies have to turn around and look for each dollar. Maybe that's the way it should be to eat what you want to focus on. Hospitals in Health South-East have also been required to use the monopolist Hospital Partner for the purchase of services. And then we see that this scheme has caused the hospitals tens of millions in extra costs. Will the Council of State then perhaps lead to changes to this imposed, so that individual companies do not have to cut the patient offer in order to balance the budget, as we see at the Southern Hospital, where other offers go beyond those to find these dollars?
ParlaMint-NO_2007-12-19.ana.ud897e1845	It is difficult for me to comment on Southland Hospital or Mandal in particular something further. We are now in budgetary processes, and that now means, as in many years before this, that at this time of the year, there are often very many proposals that are present in the public debate, but not all of them become reality at all. Then I want to comment on something that the representative Schmidt mentions here, the claim that all health companies and hospitals have to turn every penny. It is a fact that since 2002, our hospitals have received 35 billion more – 35,000 million. kr more – and then it is difficult to present it as if we are facing a sector in which there is a crisis and a crisis. That there are changes, that there are demanding changes in relation to the expectations that are and in relation to the costs that some hospitals have incurred, that is. But I think it's fundamentally undemocratic if not all health care companies relate to what the Storting decides at all times.
ParlaMint-NO_2007-12-19.ana.ud897e1861	This question has been postponed. Question 21, that's already answered.
ParlaMint-NO_2007-12-19.ana.ud897e1870	This question, from the representative of Dagrun Eriksen to the Minister of Knowledge, will be raised by the representative Line Henriette Holten Hemdal.
ParlaMint-NO_2007-12-19.ana.ud897e1873	‘The level of awareness emphasises the importance of internationalisation in secondary education. However, the Education Directorate has sent letters to all the counties and asked them, on the basis of § 3-1 of the Training Act, to cut off the possibility of self-employment on trips under the school's direction. This despite the fact that the paragraph does not take a decision on who should cover the cost of school trips. Nor has the problem been discussed in the preparatory work of the law. Will the Council clarify the free principle so that current travel practices can continue?’
ParlaMint-NO_2007-12-19.ana.ud897e1880	First, I would like to clarify that the Directorate of Education is responsible for interpreting current legislation when there is a need for clarification at national level. It was against this background that the directorate recently sent letters to the county officials and municipalities with a legal interpretation of whether the training law allows the county councils to demand that the pupils, apprentices and apprentices pay expenses for school trips. It was referred to the Training Act § 3-1, which states that the training in public secondary school or apprenticeship is free of charge. Following the change in the population in 2007, the county was given responsibility for holding the students with the necessary teaching materials and digital equipment. The requirements of Section 3-1 state that continuing training is free of charge and, after the change in the main course, the staff are equal to primary and continuing training. The changes in primary school law came as a result of a development in which more and more schools took students on higher and higher-paid school trips. Such tours made a difference between the students who could be on the tours and those who didn't have the money to spend. For many of the families who saw themselves affording to let their children on the tours, this was also a huge financial burden. Therefore, there was a broad agreement in the Stortinget that school trips should be free of charge for students, and the amendment of the law makes this also applicable to the detention in camp school. The size was behind that change. It will also apply to the free principle of continuing training. The aim is an inclusive school in which everyone should be able to participate on the same line, regardless of their personal financial background. It is therefore the responsibility of those who expect that if a school trip is considered to be part of the further training, the school may not require that the cost of the trip be borne by the students or staff. This will apply to all activities and tours that go under the direction of the school. I'm told that the school should be free for students, and that the school should not create a difference between the students because of the economy of the family deira. At the same time, I'm busy being able to use the possibilities one has to finance school trips. I would like to make it clear that there is still a large room for voluntary efforts in relation to trips that cost more than the county municipality can initially pay for. This is also clarified in the Education Directorate's letter, which refers to a circular from the Ministry on the practice of the staff in relation to the financing of thematic tours. Such voluntary efforts may be made in the form of gifts, virtues, etc. The representative, Eriksen, refers to the fact that the promise of knowledge focuses on internationalisation in the further training, and asks whether I would like to clarify the free price index so that ‘day’s travel practices can continue. The letter to the directorate dated 15 November this year is just a clarification of what it means in practice that the right to education in public secondary school or apprenticeship is free. However, I would like to assess whether the labels attached to it are working after the intention. I am busy getting a sensible local practice before the framework for free training. I would also like to emphasise the value of getting through school students to know different countries and cultures. Internationalisation in training is necessary in order to provide children and young people with the skills they require to be closed down in society today and tomorrow, and to contribute to responsible and solidarity in the world. The aim of building international understanding among children and young people in school and training is also clearly reflected in the Training Act and in the general curriculum. The county council is responsible for facilitating training so that the pupils and apprentices in continuing training can develop international competence and co-responsibility. I am positive that schools do well to provide parts of the supply in the form of e.g. a study trip abroad.
ParlaMint-NO_2007-12-19.ana.ud897e1901	I would like to thank the Council of State for its response. I think it is positive that the Council of State now comes with this clarification, which I feel as a positive approach to the whole matter. I share the commitment to the Council of State in terms of the free principle. It's supposed to be at the bottom. But I am also concerned that the free principle should not be interpreted for rigidity, so that you do not give the possibilities that you have after all. We know that White buses are one of the actors that arrange travel for the schools. The scheme is recognised, and it is an important contribution in terms of tolerance and historylessness. We also know that several actors report that several trips are now being cancelled. My question will then be: What will the Council of State do to ensure that the message he gives to the Stortinget today is conveyed to the schools, so that you can clear up the uncertainty that exists within these types of tours?
ParlaMint-NO_2007-12-19.ana.ud897e1912	As I said before, the principle of free training is the same as that of a mass accumulation. I also record that the representative clearly states that we are behind it. I can't decide on the individual actors and how they operate. But I am, as I said, busy getting a sensible local practice within the framework that training should be free, which also ensures that many of the sensible activities – travel and other things related to the goal of internationalisation – can work well. I would therefore like to assess whether the carers, as attached, are working as intended.
ParlaMint-NO_2007-12-19.ana.ud897e1919	I don't need any more follow-up questions.
ParlaMint-NO_2007-12-19.ana.ud897e1924	I don't have to answer either.
ParlaMint-NO_2007-12-19.ana.ud897e1929	Today's map has been processed. The President wants everyone present, a really good Christmas and a good new year. Does anyone require a word before the meeting is cancelled? - The meeting has been cancelled.
