ParlaMint-NO_2017-10-11.ana.ud219e20	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2017-10-11.ana.ud219e1560	Being part of that 162. Storing is an honor. I feel proud to represent my own party and my home country at a stake that has a record high proportion of women. Equality has been important for Norwegian policies and the development of the society we have today. We wouldn't come here today without being an equal society. It's a confession we have to continue to raise, especially in the work on women's and girls' rights. Today is the International Girl Day. The world over, girls' rights are being broken and set aside. Girls are more than boys under family control and out of education to take care of family and less siblings. Women also less control their own sexuality and future. Norway is in a special position internationally. Therefore, it is important that we continue to work internationally to promote matters that are important to us and that contribute to creating sustainable societies outside our neighbourhoods. The right to education of girls and boys is an important work in which Norway must continue to participate. It is a contribution that is an investment in the future, and it is a contribution from Norway that promotes sustainable development in other countries. All boys and girls deserve free education that also has good quality. This will continue to raise the importance of Norway, including internationally. I would like to congratulate all the representatives here on the day of the girl.
ParlaMint-NO_2017-10-11.ana.ud219e1577	Before the election campaign, during the election campaign, and not least in yesterday's and today's debate, there are several people who have been in the field of district policy and the way forward. When I listen to any of this, I can almost get the impression that someone thinks that this government has centralized so much that there are no people left where I am from. But the fact is that there are more people living both in the West and in the North now than when the previous government crashed the country. The fact is that daily records are also recorded in exports of the world’s best seafood from the Nordic countries and Norway. It is invested like never before, and people are also employed along the coast. In 2016, for example, exports of seafood from Northern Ireland increased by over 30 p.m. to a value of 13.9 billion. kr. Until 2017, Norway has exported seafood for a total of 69 billion. kr, and a new export record will be set at the end of this year. In other words, it's going well because there's a policy that facilitates this. Another topic that has been raised in the debate is unemployment in general and young people falling out of work. It is an important theme that requires an active policy. Here I believe that Norwegian seafood can actually be part of the solution. The potential for growth in maritime food is enormous, and therefore the main focus of policy-making in the future must continue to be the creation of full-year, profitable jobs. It will provide opportunities for young people as well as old people, because at the end of the day it is best for everyone if they can have a safe, profitable, full-year job to go to. We have to create more of them, and here the seafood represents an opportunity for that. If we look at the glass ball and base analyses from NTNU, the aquaculture industry alone can employ as many as 100,000 annual works in 2050. And then, of course, the whitefish industry comes in as well. But to get there, we need to be willing to use new areas, develop framework conditions and regulations from where we are today, where today's regulations in both white fish and red fish are necessarily not tomorrow's solutions.
ParlaMint-NO_2017-10-11.ana.ud219e1589	It sounds banal to have holes in the CV, but there are many people who are struggling to get work experience. Some have been in prison, others have diseases or diagnoses that have prevented them from getting a job. For whatever reason, there are many who fall out of work. This can lead to poor self-esteem for those concerned, and it is one of several causes of child poverty. A friend of mine has some medical challenges and spent 22 years from joining the military until he got into work. Temporary employment gave him the opportunity to get his first job, which was not a purely work measure. The work measures he perceived as unworthy because they did not give him challenges at his level. The government has opened up temporary employment precisely because this is a door opener for people with holes in the CV. Temporary employment allows the outside person to show that he belongs within. It allows them to gain experience without experience, and it allows companies to test out new services that they are not sure of will be profitable in the long run. We'll never give up on people, said the Prime Minister this morning. Right will have an inclusive working life where everyone will have the opportunity to participate. We want to lower the threshold of participation in working life for people with disabilities. We want better cooperation between employers, Nav, staffing, management companies and other action providers to get more people into work. Work eagle man, it's called. The person who comes out of work and into work is strengthened in his self-confidence and quality of life. Right wants a society with opportunities for everyone. This is not just a social responsibility. There is also a responsibility for business to take part in, but business must also have the prerequisites to give people with holes in the CV a chance.
ParlaMint-NO_2017-10-11.ana.ud219e1602	What I may have thought to have been the most joyful in this throne debate is all those who have made an excellent debut on the pulpit of the Great Government. I think that is promising for the future political debates. But otherwise, the political debate has confirmed what our leader, Jonas Gahr Støre, initially said that there was little political substance in the speech of the throne that we are discussing. There is a lot of evidence that the government may have abdicated in politics, but they should have: they cultivate rhetoric. We've seen a booklet here in the hall called Right Retoric, and they've stuck to it. Perhaps the most creative thing they've come up with, the sloganmakers in the Right, on which they've been running, talking after speeches, is that the Workers' Party should be irresponsible. Yes, it would have taken place if the Workers' Party were irresponsible. There's probably as much reason to fear it as the pope was going to come out on the Dayrevy tonight and tell me he's become a Muslim. No, that's where you can trust the Workers' Party. I think it is a low-level policy that even the Prime Minister is trying to create that fear. The Norwegian government is familiar to me the only government in the world that has a large opposition party that every year, when they have submitted the state budget, in the last four years, has actually spent less oil money than the government has used – that is, more responsible than the government. It should be appreciated by the government when the country is in difficult situations, but instead we are met by a rhetoric that tries to create the impression that we should be irresponsible. In the same category, I would say it's when the Prime Minister and others express that the Workers' Party is against the obligation of activity for social welfare recipients. They use the Drammen as an example for everything. The drama has fulfilled its duty of activity because the previous government, with me as the Council of State, suggested in 2009 that it would be possible to claim activity when paying social assistance. When it is then produced that there is something the Workers' Party is against, I think it is a low in rhetoric. We've heard that we're going to get less differences. In that case, there's a new course. We've heard that we're going to have sustainable well-being. I hope that means that more people are going to pay taxes, and that people are going to be willing to pay taxes, but it can also mean cutting welfare. It's going to be exciting to see what's going on with a government that has a weakened parliamentary basis. It'll be exciting times. On the part of the Labour Party, we are traditionally responsible for helping to have a majority for a political course different from that of the government.
ParlaMint-NO_2017-10-11.ana.ud219e1615	Let me first congratulate Erna Solberg on having delivered the most inconsequential speech a Prime Minister has ever delivered from this pulpit. Giving an entire speech without mentioning a single political action is actually a achievement. As an explanation of why, she said in her reply with Jonas Gahr Støre that they would not drown the throne speech in action and in big shots. Instead, the government drowns the throne and the throne debate in descriptions and self-evidentness. But if we look behind the rhetoric and behind the fine words, we see a government that says one thing, but makes it sting the opposite. For example, you say beautifully that you want a sustainable welfare society, but the legacy after four years with the Right and the Advance Party in government are weakened opportunities. The government has prioritised tax cuts and made Norway more oil dependent. They talk nice about the work line, but many young people are out of work, and we see a falling share in work. They talk about small differences in society, but politics has consistently increased the differences in society. And they're talking about the fight against work-life crime, but they haven't prioritised the area. The result is that the crime of working life has become more serious and more complex, and that it is entering increasingly new industries. We've been trying for a long time to figure out what the effect of government's policy on the crime of working life has been, but we don't get any answers. We're going to continue the fight for a serious, organized and safe working life for everyone during the period, and now the government no longer has the majority it had before summer. There are more opportunities for us in Stortinget to do the job that the government is not doing. The first step can already be taken today by voting in favour of the Workers' Party's proposal to amend the Working Environment Act in order to limit the use of fixed-term rentals, just to ensure a safe working life. The government and we who are in the hall have asked for and gained the confidence of the people. One thing is to present self-esteem – it gets the government to assess whether it wants to do it. Worse it is if you present a policy but don't implement it. But it's bad when you say one thing, but make it the opposite. Experience from other countries shows that it is a dangerous path if people lose faith that politicians stand for what they promise, and it actually turns out that they stand for the very opposite.
ParlaMint-NO_2017-10-11.ana.ud219e1630	Bullying at school – there are three words that make it in the stomach of most people who hear them, three words that mean that children and young people live in a everyday life in which no children and young people should have to live, a working day in fear and fear, a working day in loneliness, a working day without a good community, for some a working day with violence, for many a everyday life with repeated indignities and insults, three words that also appear to be a nightmare for all parents. This is far from the everyday life we want for our children and young people. All children and young people deserve a safe and good school day, a good learning environment in school. Several governments have worked to bring the bullying problem to life. A lot is also done in municipalities and counties, and many municipalities, e.g. My home municipality, Lørenskog, has established an advisory and supportive team against bullying. Unfortunately, we see that this fight is far from over. More than 50,000 students report bullying twice or more times a month. It's almost a year old school student. It just means that we have to do more. The government presented a comprehensive anti- bullying policy in the previous period with a number of concrete measures. We have reinforced the prevention work, we have ensured that it will be useful for children and young people to say from, and we have made clear the responsibility of the municipalities and the counties. The government is clear that bullying is not going to happen, and we've got a code that has zero tolerance against bullying. The student's experience of the school environment is crucial. Any suspicion of bullying shall be notified and followed up by the principal with specific measures. Students should receive help until they are safe and sound in school. Schools and municipalities which do not comply with County Council decisions may be fined daily. An important change is the introduction of an activity obligation to compensate for the bureaucratic decision-making obligation, and it ensures that schools act quickly and correctly when a student is not well off in school. And it's punishable to break the obligation of activity. It is essential that both parents and children have good knowledge of what they are entitled to do, and not least who they can contact. It is heartwarming to read and hear about all children and young people who get their childhood ruined – not to mention all the cases that end up with someone taking their own life, it is simply a tragedy. Even those who get through school are in many cases marked by bullying for the rest of their lives. I'm glad we've put in place a new anti- bullying policy. As a new member of the Education and Research Committee, I look forward to being involved in the work against bullying. There are many major and important tasks that lie within this committee, but this is definitely one of the most important.
ParlaMint-NO_2017-10-11.ana.ud219e1647	The government acts as a Bør Børson in the movie. As he learned urban languages, the Right has learned honorary words – as ‘Community’ and ‘collective’. But the policy is hard to see. In fact, it is not different from what we see through the windows – gray and impermeable. When the Workers' Party appeared in the previous period, it was criticized. But now that the Right has learned the word "collective", yes, then it will be gone. The truth is, this government is getting weaker now than ever. If the election of the mayor was an example of acting together, we know what we're waiting for. It's like there's too little difference, but there's a policy that increases them. But that's what the Right can – say something and do something else. The Labour Party is clear and responsible in its policy. More in jobs, a more active industrial policy, more teachers, ambitious climate goals, better integration and more international cooperation for people on the run are some of our responsible issues. We're even so responsible that we want things done, we don't just want to talk about them. Tomorrow it will be a historic day when we will see for the first time how the Solberg Government assesses its draft budget in a gender perspective. When the Stortinge treated the gender equality message last year, we were given a majority in order for the government to provide a supplement to the state budget each year that provides an equality assessment of the state budget as a whole. This is new in the year, and many people have thought that equality goes in reverse, so this may not be the funniest part of the work the government has done. The parties to the Government then also voted against this proposal. Now the expectations are that the government will fulfill the Storting order in this area. The government also chose to remove the obligation to make presentations, for which they were given a majority. It’s like a teacher says to his students: ‘It’s important that you do the homework, but I’m not going to check if you’ve done it.’ But the majority of people would have something different: the government has to reintroduce the obligation to report, after a ‘free’ period in 2018. So, to Stefan Heggelund, there's more equality work to do in the government and in the right party. It's about not resting on their laurels.
ParlaMint-NO_2017-10-11.ana.ud219e1658	First of all, I would like to take the opportunity to thank all the voters who have voted on the Left, and not least on the bourgeois project, who have threatened to rule the country in a predictable and proper way and have not entered into a trial project with two other parties, which has now entered the Stortinget. I don't think it would have been the right direction for the country. If you flush six to seven months back, maybe not so many people believed it would be a bourgeois, non-socialist, majority, but it did. During the elections there were also some forces that would not be particularly well left. There were running notes in some places in the country. False flyers were made with our logo and with information and messages that we hadn't made. These are forces we've had to fight against as a small party of small resources. In addition, a social media campaign was launched with videos that also had a false message – about what a vote on the Left would contribute to, etc. Despite all this and all the measurements that showed that it was going to be really bad with the Left, that we were going to get far below the barrier line, we were able to cross the barrier line. Despite the statistics that we're under at every other election, we've done the historic thing to cross the barrier two consecutive choices, and we've managed to create a predictable government. The mandate given to us by the voters will enable us to manage in a proper and good manner. There have been some speculations that among our voters there are some who have given tactical votes. I don't think there are so many tactical voices. The basics of the Left are still liberal and moderate voters who want a new direction for the country of Norway, in particular focusing on school, environment, transport and the issues facing the Left. Then you can always talk about who got what amounts of tactical voices, and that tactical voices don't exist on the socialist side. I would assume that some have voted tactically on parties on the other side as well. But regardless of that: those who may have voted for us for tactical reasons have also voted for them to want a predictable, bourgeois government. We promised the voters through the election that it would help us to create, and we're going to help create it over these four years as well. These are big and small things that we can enjoy from the previous period. I'm going to draw myself up again to address some of the issues, in particular to underline how well we have made our national transport plan, not just for Asker and Bærum and Akershus, the county that I represent, but for the whole country of Norway. The efforts we made in the previous period, we intend to continue and strengthen in the coming period.
ParlaMint-NO_2017-10-11.ana.ud219e1671	We have put behind us a campaign with many pointed debates – perhaps so too. But for some in this debate, I have to say it seems as if the election campaign is not completely over. I particularly noticed in the post of the representative Wilkinson of SV, who with great moral pathos was really indignant about the government's alleged cut in care money. Several others have also been involved in the same – if not equally indignant. The reason for this alleged cut is that the government has made proposals for changes that will give an estimated annual extra cost of about 560 million. kr – i.e. more than a doubling of the cost of care. Up to 9,000 more children and families get it. Then the Right is the first to agree that we also need to be able to discuss the downsides when we make adjustments to different arrangements, although the changes in total increase government expenditure. But it's an example of political laxity, a criticism that goes on autopilot, when you almost accuse the government of attacking the weakest in society to find money for tax cuts, when the starting point for the debate is that the cost of a welfare system is more than double. I don't like a way to argue where you're constantly questioning each other's intentions. My approach is at least that all the representatives of all the parties in this room go to work every day because they want to do the best for the country. Then I have to say that on this matter of care allowance, the approach to the Christian People's Party was much more constructive, a much better approach to the debate, where good solutions are sought. That, I think, is also an approach that is going to bear more political fruits in the next four years than the approach in which to consistently blacken them on the opposite side of the political wing and question the intentions of other politicians.
ParlaMint-NO_2017-10-11.ana.ud219e1684	Security has been up like an important bearer in this persuasion debate, but it may seem as if the government is taking very easy on security in one area, and it's on food security. We have a very interesting and important political debate in Norway in the coming years on what kind of food production we are going to have, and what should be the main pillars of policy in Norway. It is interesting to see that more and more people report in the discussion on the importance of food policy. Among other things, the Swedish Defence Research Institute clearly states that we cannot be sure at all that the large feed imports from Brazil, on which we now rely, will continue in the years we have ahead of us. They are clear that the fight for soya, the fight for feed resources, is going to be tougher, and that, among other things, a country that China could have strong strategic interests in purchasing the same resources that we rely on. The alternative is, of course, to strengthen our own security and strengthen our own Norwegian food production based on the resources we have here in Norway. Then it's interesting, for example. to see how reality evolves in a state like my home country, Hedmark. There we have important grain areas that are now under heavy pressure. Over the last few years, grain areas have become degraded, and instead, grass. This weakens the overall self-sufficiency when grass is laid elsewhere in District Norway, among other things. in the Prime Minister's own part of the country, in the West, or in the districts of the North. On the contrary, we must pursue an active policy and build on the best that the Norwegian agricultural model has given us: employment throughout Norway, safe food and not least value creation that benefits other groups of workers, whether it be carpenters, electricians or mechanics. Therefore, this is also a question of centralising activity and jobs in Norway, as well as the safety of our food, which we all have in common. It is also interesting to see that other associated groups — the health system and not least those interested in public health — see the importance of an active policy to provide good and healthy food. We know that antibiotic resistance is going to be the biggest health problem in the world in a few years. Then we have to make sure that we still have the opportunity to eat both safe eggs and safe meat in the years to come.
ParlaMint-NO_2017-10-11.ana.ud219e1697	As I said earlier, over the last period we have overfilled the national transport plan of the previous government. A railway that expired, we've picked it up again, and we've closed the gap. Then we have had the major reforms, which the other parties have proved to be opposed to, among other things. the road carrier. In between, some of them have been opposed, and sometimes they have been too, depending on what suited them, but we know that the road company was a right priority to do in the last period. We have also helped to bring about a real rail reform that will take us into the future. In the national transport plan that we created, there are now 50 pst. State funding of both the Fornebubanen and the Bergen City Railway, Oslo metro tunnel, but also that Ullandhaug and the Lower Rome line solution can be rolled in when necessary and possible. But there are also other major projects: it's the train tunnel in Oslo, the Ringerix Railway, intercity, etc., and not least that through NTP we've committed ourselves to removing the freight poverty that was just right under the previous government. I think the NTP is very good. It's going to sew together the country of Norway. I think we need to bet on infrastructure, and over this next four-year period, the Left is going to contribute to just the railway, the collective share, getting its legitimate share. Then it's big and small things that all the big business representatives are burning for. For the last four years, I've worked hard for swimming training in kindergarten, and it's because our kids are the kids in the Nordic region who are the worst able to save their own lives. While the proportion of swimmers in Nordic countries is over 90 p.p., the proportion of teenagers in Norway is only 50 p.p. Only 50 pst. of our teenagers are able to take the swim button. We have taken a small lift for that and started with a test scheme with swimming training in the nursery. We've reinforced that over the last four years, thanks to the commitment of the Left. We hope that there will be a full-scale scheme for all children in Norway, and that you will learn to swim from kindergarten. Another little heartchild I've had is freedom of religion. It was a small commitment that started here at the Storting three years ago. We gathered some country's parliamentarians, signed a declaration at the Nobel Peace Centre. It has now become a global movement, and we have anchoring in over 60 countries. Last year's big conference brought together over 100 parliamentarians from 60 countries, and Angela Merkel opened the conference. We have had good support from the current government, which – with Børge Burnde at the head – has contributed positively, and this was the theme of this year's Trygve Lie Symposium, also in New York. I am very pleased that all the parties in the Storting have been part of this religious freedom group at Stortinget. I think we can agree on one thing, and that is that we have to hold back the human rights that apply to Europe and to the world, that they are universal. It's what this Greatness is going to help raise even in the period that's coming, I feel pretty safe about it, and I look forward to working with all parties across politics to help reinforce the efforts we've had in the last three years, right in the field of religious freedom globally.
ParlaMint-NO_2017-10-11.ana.ud219e1710	This debate of the throne has some clear features. Right is more busy telling the Workers' Party what the Workers' Party actually means than telling the right-wing voters what the Right is talking about. We've heard a drumming speech that's been smoother than he's been blue. Visions and plans are pretty little of it. What we get, on the other hand, is a description of that future is going to be demanding. But we get solutions, and we get suggestions or measures. In the Labour Party, we want more people to work, for example: through an activity reform for young people, so that more people are able to work, and not least a skills reform to get more people into the labour market, but also to keep more people working for the years to come. We need everyone to beg, we can't afford anything else. We heard little about measures and warnings in the throne, but at least that is our expectation of the budget tomorrow. We are content to create before we can share. Then we'll need more jobs and fewer social security. The representative, Tina Bru, boasted that one might believe her was Karita Bekkemelm in debates on gender equality policy. It's a statement I can't stand behind. We're not all social democrats. A social democrat understands the problem and manages to do something about it, while one from the Right – as we have now experienced for two days with this debate – can understand the problem, and they may be able to describe it, but the will to do something about it is absent. It's not just the spring quota that's an example of it, where one tells us that one wants more equality and more possibilities to fathers. The whole number of thrones is an example of that. With the Right and the Progress Party's pace to make sure that dad gets more opportunities to have time with his kids, it's actually going to take 400 years before fathers take 14 weeks of paperwork in Norway. It may be that the Right Party and the Progress Party are satisfied with that pace, but we are not. Equality can't be expected, kids' needs can't be expected, and I'm very happy that the majority seems to be going for an increase in the spring quota – for Norway can do better than this. And so are the voters. The right-hand forward party rule is weaker than before. The working party will make proposals in a range of areas – to get more people working, to complete further education, and to have a strong public health care. Already today, there will be a few possibilities to vote on proposals to limit the entry rate. We like to cooperate with others for the good of the country.
ParlaMint-NO_2017-10-11.ana.ud219e1721	It was an impressive effective president. I saw that there were again several speakers on the list when I asked for the word a second ago – and then I got the word. There is something wonderful about this debate, because there are some issues that have gone on and on again. This applies, inter alia, to: the discussion on how to share Norway. According to the representative, what is the point of creating a region containing Eastfold, Akershus and Buskerud – from Halden to Hardangervidda? But none of those who have used their power to force it through, go up and defend it. What's that? Now there's a used massive force to carry out a reform, and then none of the parties are behind it, actually going up and defending it. Why is that? Because the Right Party, the Advance Party, the Christian People's Party and the Left see that this is a bad solution. If you see that this is a bad solution, you can't be so obscene that you push through a solution that you're opposed to. I am sure that if some Right-Representatives, some Advance Party representatives, some Christian People's Party representatives and Left-Representatives think about it, they will say: I am really against it, because I see it is dysfunctional, I see that there is no better organisation of Norway, but we should do it anyway – on principle. A country cannot be ruled like that. It is amazing that not the Right Party, the Advance Party, the Christian People's Party and the Left see that there is now an opportunity to correct the mistakes made in ours. It's not a defeat, it's a progress, and it's like Abraham Lincoln said: I don't give much to a man who's no wiser today than he was yesterday. You're allowed to change your position, you're allowed to think about it. And then there's one more thing that's amazing: we have a prime minister who can't answer if she wants to make a new government statement, can't answer if she's going to have a new platform for a Right Party government. There is clearly a disagreement between the parliamentary leader of the Progress Party, Hans Andreas Limi, who said yesterday that he wants a new platform, and the Prime Minister, who cannot be clear. It's amazing that it's going to go a long way into a new magnification period before we know what the government actually wants. All of us who were in the election campaign remember how the Right Party and the Advance Party disagreed very much on matters, and then the Prime Minister said, "It's election fighting, so we have to accept it. Now it's not election time. Now it's time to rule the country. Then you need a governance document where you know the way, and you need a fair and proper debate. These two days show that there are no new ideas and better solutions in the Right and Advance Party. It's just old ideas and centralizing solutions that remain. But, ladies and gentlemen, think about it, and do not force it through solutions that are opposed, such as: The fold.
ParlaMint-NO_2017-10-11.ana.ud219e1737	I am almost touched by the fact that the Hallingsharvet is mentioned in almost every post from the Center Party, and by many in the Workers' Party. As a retreated halling, it is to be heard that my dear district, Hallingdal and Buskerud, is being mentioned time and time again, which warms my heart. We had a round on this yesterday. I'm a little surprised that the main measure the opposition seems to be able to gather around is to keep the county council today – an opposition that has tried regional reform several times without success. They see that the Left and Christian People's Party has negotiated a regional reform with us, and they disagree with the outcome. Then they present an alternative, and it's going back to, or keeping, today's county -- a little tense. Many, particularly from the Labour Party, have pointed out in this debate that it is gray out. It also seems that it has affected the mood of the Workers' Party representatives. They're sour and laughed, that's the same thing that goes on in the post after the post. What is still pointed out is that the government's foundation is weakened. At least it's not because of the progress of the Workers' Party. There were no parties that went back more than the Workers' Party, so in that case there are other parties on the side that have something to talk about when it comes to it. I look forward to constructive cooperation in Stortinget. I hope that tomorrow will be a day to show that the government has many political issues to put forward, many political issues to be discussed in the Stortinget. What the government did in this throne was to present two main visions. The first is a sustainable welfare society, which I think all really share, even though someone thinks it's a substanceless concept. Well, then in this house we're going to fill it with content. The other is a safe Norway, which I hope all share the vision of: having a defence and a police force that can take care of the preparedness and security of our country. I am not very impressed with the efforts to show that we have no action, when the opposition has not presented anything new at all. It's a review of the election campaign, and we can continue it, but now the state budget will come tomorrow, and then there will be full opportunity to dive into any matter that is mentioned in the budget. I also thought I would give an explanation of vote when I stood up here. The right will vote in favour of proposal No. 1, from the Christian People's Party, on care allowances – but will of course clarify that this must also be seen in a budgetary context – and we will vote in favour of proposal No. 2, in terms of determinatives. That is a good proposal that we think is right. Then it's proposal No. 3, from Audun Lighthouse. There is no right-wing agreement with the conclusions or premises of the Light Background and the SV, that ‘the increasing inequality of power and wealth in Norway’ – as it says – is necessarily the conclusion, but what we agree with is that there is a need for a notification of inequality and exclusion. If one could then be so kind and remove «in the summer of 2018», so that the government gets time to do this in a proper and good way, I am sure we will have a good debate on it, and then we will vote in favour. The proposals of the Labour Party are right-wing. Then there are the suggestions from Bears Moxnes on behalf of Red. As regards proposal No: 7 is our basic policy, we're not going to do anything about it, so we're going to vote against it. But proposal No. Exciting 8, it marks the 100th anniversary of the general voting rights in 2019. I believe that the Stortinget is the stronghold of democracy in Norway – and we have had the anniversary of voting rights in 2013 for women’s voting rights – so I ask Bjørna Moxnes to send that proposal to the presidency instead of to the government, so that we can get a worthy marking of the anniversary of voting rights in 2019. I ask for a transfer to the presidency, and then we will support it. The last proposal, from the Greens/EFA, will be right-wing. It indicates that one will do something in the state budget in 2018. That budget has been written and put into print, and it is natural that it will be part of the budget debate that the Storting will have beyond the harvest.
ParlaMint-NO_2017-10-11.ana.ud219e1758	At least the Left Party and the Christian People's Party have the power to place the regions on the agenda. And even if we have a debate on the throne, I think that this debate will continue, among other things. in the light of the proposals made by the Central Party and the Labour Party in this Chamber, which will also be debated and discussed during this autumn. So that's what we're going to get back to. When we sum up a drumming debate, I would say that it has been an exciting and good debate. He has clearly stated that we now have a different and new parliamentary situation in our Parliament. It gives new opportunities for everyone, and it is important that we act responsibly and wisely in that situation. The debate on the throne also offers opportunities to raise debates that we do not necessarily have to do with the day-to-day in this Chamber. For the Christian People's Party, it has been important to raise questions about religion's place in our society, important questions about human dignity and the fight against a sorting society, which it will also be important for us to raise further – right then also more concretely in proposals. We also raised the problem of the non-profit sector, because we thought it was a blind zone. I'm a little uncertain about how I'm going to interpret the involvement in the hall based on the debate, but I might add that no one has said that they won't be on that level – even though the zeal might have been a little bit bigger too. When it comes to the proposals that lie here, the Christian People's Party is also interested in supporting the SV proposal, with the change that the representative of Greece wanted here. We see here for us a message in line with Magnhild Meltveit Kleppa's flashing message in its time. It's high time, and we're behind it. We also support proposal No. 5, from the Workers' Party, in 14 weeks paper commission. But I want to make it clear that for the Christian People's Party, our intention is to get the new weeks in an increase of leave. That's what we're thinking about, and I want to clarify it. In the case of proposal No: 4, from the Workers' Party, if you're hired, we're not going to support it. These include: because the government has sent out a proposal that we are initially very satisfied with, and we will wait for the further discussion. In the case of proposal No: 6, from the Workers' Party, on the provision of apprenticeship space, has a Christian People's Party as a policy that we want to increase the apprenticeship rate. We have said that we want to increase to the level with the cost of a place in further training. So here we share our intention, but we have a little different tools than the Workers' Party, and so we don't support proposal No. 6th@item: inlistbox That is to say, we support the proposal No. 1, point 2nd paragraph 3 and No 5, and then we're positive that the proposal from Red about marking is being sent to the presidency.
ParlaMint-NO_2017-10-11.ana.ud219e1779	It has repeatedly been pointed out by the opposition in this debate that there is now a new situation in the Storting, that the parliamentary basis of the government is weakened, and that there will be a more demanding period for the government parties. Yes, it remains to be seen. There is still a non-socialist majority in the United Kingdom, although there is no cooperation agreement between the four parties on the non-socialist side. The plural is there. There are some who have expressed some concern that the government and the government parties should run out of politics and ideas. The Special Representative for Violence, Vedum, has paid a lot of attention to this. I don't know if it's really meant to be – because maybe someone is sitting there hoping that that's exactly what's going on. I can promise that there is no cause for concern, because there will be a lot of good politics beyond this fall. Even pending a clarification with the Left, it is clear that the government parties and the government will deliver many political issues and make many political proposals. I think the Prime Minister answered it in an excellent way in the exchange of lines with Battle Violence Vedum earlier today. So if it is not to be a moon landing, there will be many concrete political issues. We're going to have more of them from government benefits into the world of work. We're going to increase employment. We're going to continue building new and better infrastructure, as we've done in this period. We need to get the health cows down. We need a strict and fair immigration policy, we need to focus on good integration and, not least, increased labour participation for those who live in Norway, and we need to safeguard people's security. So there's no need to worry about the political workshop either in the government parties or in the government. There's a lot of good politics, and we're going to design a political platform when we get a clarification of the talks that are going on with the Left. To the proposals that have been put forward: the Progress Party will vote in favour and support the two proposals of the Christian People's Party, the regulation on care and also the proposal for an evaluation of the permanent scheme. We also support the SV's proposal, which calls on the government to promote a big message of action against increasing inequality. You could discuss increasing inequality, so the premise is probably a little bit different. However, it may be useful to receive a message that highlights the issues, provided that no notification is required by the summer of 2018. Finally, to the Red's proposal for an anniversary: as Greece from the Right said, we will also support it if it is passed on to the presidency, and that the presidency assesses whether the Stortinget should carry out an anniversary marking. Finally, thank you very much for the debate.
ParlaMint-NO_2017-10-11.ana.ud219e1792	The positive thing about this debate on the throne has been to see all the new representatives who have been on the platform of the Storting today and yesterday and contributed to a debate on the throne with many good and varied posts. It's been very good. I've been sitting on the way in the throne debate and wondering, what has the throne talk and the throne debate actually given the answer? It has given very few answers. What plans does this government have for the future? What initiatives will be taken? Where are the new ideas? Where are the better solutions? For example, what does the term ‘modernisation’ contain that the Prime Minister had in mind? Is that just the good old centralization? Are there several forms, more reporting in the public sector? What is modernisation? It's a general oral cavity. What does the Minister for Local Affairs mean when he says that the municipal reform should continue? What can we expect? Is that 150 municipalities we have to expect in the future? Are there more coercive mergers to expect in the future? Are there extensive processes that steal time and work in the municipalities that we should expect? No – no answer to that. The Prime Minister's contribution today was a sort of mini-financial speech, and I think that honestly is the best one to show at this very moment. At least the state budget is planned, sail if most of the others do not seem to be planned. The mini-financial speech has highlighted the seriousness of the situation in recent years and the international situation, and the fact that free trade and the EU have been liberalised in praise. But the most important support throughout these years has been our own currency, so we must be happy to stay out of the euro zone. It is clear that the Right Party and the Advance Party – and perhaps the Left Party, when one hears the representative Abid Q. Raja – believe that they won the election. But the Right went back 1.8 pst, and the Progress Party went back 1.2 pst. The government no longer has the option of exchanging a majority between the Christian People's Party and the Left. There is no longer any cooperation agreement. Now it's actually a real minority government the prime minister has to deal with. I think it'll take some time for a mental to recognize the minority's position, but it'll probably come later. Settlements, to which the Prime Minister invites, are well and good, but if settlements are to work in the Grand Duchy, the government must also manage the reconciliations they make wisely. One has to ask himself whether the government has managed the police reform agreement with the Labour Party in a wise way, when the Labour Party before the elections, in June, found reason to propose its own proposal because the government did not follow the agreed government included. One must respect the similarities that the government chooses to make, and that has been a bit of this government's problem. The representative, Limi, thanked us for the debate. I'm not going to say that at all. I'll draw myself another one – we still have a little debate again.
