ParlaMint-HR_2018-03-02-0.u66330	Dear comrade Grmoya, here you go.
ParlaMint-HR_2018-03-02-0.u66506	Thank you. You meant to tell all Croatian citizens, Mr. Bunjac. All Croatian citizens, not all Croats, were also Serbs, Italians, all of them. Okay, thank you. Mr. Vlaovic, come in.
ParlaMint-HR_2018-03-02-0.u66507	Thank you, dear Vice President of the Croatian Parliament, colleagues and colleagues. I asked for a break on behalf of the Croatian Peasants' Party club to discuss problems in Croatian agriculture. In fact, we all care about Croatian agriculture and agriculture have been placed in the strategic branch of the Croatian economy, and is it in reality that we do everything to make it the best possible to say the data that Mr. Grbin and Panenić spoke about, that because of our slow reaction or inaction Croatian agriculture continues to record losses in production, that imports are growing and that the number of family farms is still a trend in decline. We currently have 164458 agricultural holdings in Croatia. Of which 2554 companies, 2174 crafts, 347 cooperatives, 192 remained forms and 159191 family economies. I remind you that somewhere around 19,000 family farms were listed in the register, and here's the current data, that's 159,000. Will we stop this trend from dropping the number of family farms? There were great expectations from this government, from Minister Tolusic, as he announced on all bells a turn in the approach to agriculture, agricultural production, and we had great expectations of the Law on unfair commercial practice. It has been passed and the HSS has supported it and needs this law, however, our family farms continue to have problems with the placement of their agricultural products due to these enormous imports. They had high expectations about the adoption of a new Agricultural Land Act and it was passed. However, he is late to apply because the minister has given the deadline of 180 days to adopt 18 regulations, while tasking local and regional self-government units to bring new programmes to state agricultural land within 90 days. And in order to be able to pass, the first minister must adopt a regulation that makes it possible to make available to state agricultural land in the area of the unit of local self-government it must be contained, in which way it will be developed and only afterwards can it go to tendering for leases and concessions and the sale of state agricultural land. I remind you that we are already in March, that by 30 May, family farms must report what they will produce and submit a request for the payment of incentives, and yet they are not sure whether those particles for which their contract expired will be able to report in their demands. An urgent solution must be made to ensure that those family farms which have expired the contracts can enter those same particles into their demands, otherwise I do not see how they will be entitled to pay for the support. And what is especially important for us to say here today, that we here are forced to have an emergency procedure to amend the Rules of Procedure on the work of the Croatian Parliament, and the Law on Family Agricultural Economics, which we expect a lot of, and we and our family agriculture, have not yet come to another reading, so my question is why is that? What is this relationship to our OPGs saying is that you have a more important Rules of Procedure and that you silence the opposition, even though we are going through our discussions and replicas to try to be constructive, at least we from the HSS? who is bothered by 12400 replicas, and you do not mind that 159,000 OPG is and which is 20,000 less than there were and which probably threatens to be and less because if Petrochem is put out in the Box we will not have domestic production of artificial fertilisers, the importers will have a monopoly, the prices will rise repromation and we will again bring into financial problems even greater our OPGs. We protest that this law did not come here in the procedure and that it continues through the proposal of the law which was in the first reading attempts of the OPG to be classified in the category of crafts,... and I see the number of crafts in Croatia falling. And we need to create a legal framework so that the OPG can develop because there is no development of agriculture without it. Thank you.
ParlaMint-HR_2018-03-02-0.u66508	Thank you. Sir, first of all, Mr. Jovanovic and who else is looking? Ice cream, write it down, ice cream... Afterwards, don't ask for a word, Sladolev, Pusic... [[You can't hear the intruder.]] Wait till we see, first Mr. Jovanovic. [[You can't hear the intruder.]]
ParlaMint-HR_2018-03-02-0.u66510	Thank you, Mr. President, I am looking for a break on behalf of the SDP Club in order to prove a problem which, due to the ignoring of the local community's position, is decided by the congregations of the Primorian Mountain and Municipal Council of Omisalj, ignoring the Constitution and all the positive regulations, by pushing a floating terminal to the detriment of all that the citizens of Omis and the Primorian Mountain County have said.
ParlaMint-HR_2018-03-02-0.u66511	Thank you very much. Ice cream, Mr. Ice cream.
ParlaMint-HR_2018-03-02-0.u66512	Thank you, Mr. Vice President. On behalf of the Bridge of Independent Lists, I request a break regarding the situation in the Croatian Chess Union.
ParlaMint-HR_2018-03-02-0.u66513	Mrs. Pusic.
ParlaMint-HR_2018-03-02-0.u66514	Mr Vice-President, I request a break on behalf of the GLAS and HSU Club to warn of the danger of violating the democratic procedure in the vote scheduled for today, unlike the vote on the Rules of Procedure, today we are scheduled to vote on the President of the Committee for the Prevention of Conflict of Interest, with only one candidate, and we want to say something about this.
ParlaMint-HR_2018-03-02-0.u66515	Okay. Mr. Lenrat, come in.
ParlaMint-HR_2018-03-02-0.u66516	Dear Vice President, I demand a 10 minute break on behalf of the HSS Club on the subject of the economic political situation in the Republic of Croatia.
ParlaMint-HR_2018-03-02-0.u66517	Mr. Alexic.
ParlaMint-HR_2018-03-02-0.u66518	Thank you, dear Vice President. On behalf of the Living Wall Club and the SNAGA, I want to talk about three constitutional lawsuits currently under review in the Constitutional Court for the scandalous verdicts of the high court.
ParlaMint-HR_2018-03-02-0.u66519	Okay, that'll be all. So there's going to be a break, there's going to be MPs who asked for a break and then there's going to be a vote. Thank you. Continuation is at 12.20 hours.
ParlaMint-HR_2018-03-02-0.u66520	[[CONTINUATION AFTER MEETING IN 12.15 HOURS]] Hello! And now we're going to have a debate. [[Applause.]] The first is the Club of Representatives of the SDP, respected counterpart Jovanovic, please.
ParlaMint-HR_2018-03-02-0.u66521	Thank you, Mr. President, colleagues and colleagues. I would like to point out once again the inadmissible legislation of the violation of the Constitution, the decisions of the Municipality of Omisalj, the Primorje-Gorski Kotar County of the European Charter on Local Self-Government. Therefore, lex LNG, which is announced by all accounts, represents an inadmissible law enforcement of the law, the Constitution, the European Charter of Local Self-Government in the Republic of Croatia. We MPs must be guided by two basic signposts in our work. First of all, we must represent the interests of our citizens from the units we come from. And secondly, we swore to obey the Constitution and the laws. According to all we can hear the announced lex LNG for a floating terminal is not in the interest of the citizens of Omis, Krk and Primorje-Gorski County as it is not in accordance with the Constitution, the existing laws and acts of the Municipality of Omisalj, the Assembly of the Primorje-Gorski County, and the European Charter of Local Self-Government. It is obvious, therefore, that it is only in the interest of certain stakeholders. And it's clear that the floating terminal isn't neutral for people and the environment, it doesn't bring benefits to the local community and that's why it's impossible to support it. I repeat that the announcement of this law is also a harsh violation of the democratic procedure, and the floating LNG does not meet the four basic conditions set, so-called. four Es - ecological, energy, economic and aesthetic criteria. It's impossible not to express dissatisfaction that he's trying to redeploy the idea of land into a floating terminal. Only land terminal construction calculations suggest that a 500m-euro project of which 200m euros would be employed would have a number of multiplicity effects and benefits for the local community, the GDP would increase 0.5% and thus be pushed by a floating LNG terminal for which all indicators that we have and an environmental impact study show that it is jeopardising both the environment and future economic projects of which the population of the Primorje-Gorski County and Krka expects to improve the quality of life. I must therefore point out today that the Omisalj Municipal Council has reached conclusions that clearly state that it disagrees with the construction of the proposed floating LNG terminal because the kind offered for the municipality is economically harmful and economically risky. The municipal council has come to another conclusion that the Environmental Impact Study has been done on a superficial basis, that it is not complete, that it is not professionally based precisely on the aspect of economic impact, the conservation of the environment, since the project is seriously jeopardising the fundamental economic activity, which is tourism. Equally, the decision of the Primorje-Gorski County Assembly has been taken unanimously, which says it supports all strategic projects of the Republic of Croatia that do not have a negative impact on the environment and on existing economic activities primarily on tourism, as well as those that permanently make economic profits to the local and regional communities. It is found that the floating LNG terminal toilet as shown in the Environmental Impact Study and changes to the reception terminal on the island of Krk by introducing a vase of a floating terminal for reception, storage and implantation is not acceptable for the Primorje-Gorski County because it has a negative impact on the landscape, sea and use of space, and does not benefit the local and regional community of the Primorje-Gorski County, and is therefore supported by the continued implementation of the land LNG terminal project. What is important to point out is that these conclusions insist on all representatives from the Primorje-Gorski Kotar County who recently held a meeting with the Mayor of the Primorje-Gorski County except those who did not attend the meeting, and come from the ranks of HDZ, so Mr Klaric, Boris and Kirin. However, a joint meeting of the head of Krk was held yesterday, where SDP chiefs, PGS, the HDZ, also made it clear that they were against the floating terminal. Therefore, my colleagues and colleagues take this opportunity to invite all citizens of the Primorje-Gorski County and beyond to join us tomorrow on Korz at 12 o'clock and to say no to this dangerous plan, a floating potential disaster that will destroy Omisalj, Krk and the Primorje-Gorski County.
ParlaMint-HR_2018-03-02-0.u66522	And now Gary Kasparov.
ParlaMint-HR_2018-03-02-0.u66523	Thank you, Mr. President. Here I see that this break has caused a mockery among some colleagues, but for uninformed information that Croatian chess is currently more than 3000 registered chess players in Croatia, and that this sport deals with very, very many people especially children and that somewhere in some countries chess is an electoral class in primary schools, so I would like to warn the fact and stress that the murky relations in sport are not only touching so-called. big sports such as football, sports that spin huge money, but that cloudy water has flooded and so-called small sports in which the amount of money that spins is almost insignificant, and it is about chess in Croatia. So, acting against the statutes has damaged children. That's the first fact. The Croatian chess alliance refuses to register the cadet club Breste against the Statute. In my opinion, it's personal revenge against the president of the Bresti chess club who was V.D. Secretary of the Croatian Chess Federation for a year by the ruling Executive Board. Furthermore, three people from the Croatian Chess Union were expelled against the statutes. The decision was taken by the Stegovna Commission without confirmation of the assembly, and people were not allowed to appeal. They've been neglected the remarks and the obviouss of their lawyers. Their human rights have been violated because they have been pointing to irregularities in the Croatian chess alliance that should be explored independently for two years. The purpose of the entire conduct of the current Executive Board of the Croatian Chess Federation is to cover up all activities from last term from 2012 to 2016 and to cover up the possible disappearance of money from the European Championship in Poreč from September 2015, which, by the change in the Croatian chess alliance, threatened to be revealed. The international organisation of the FID has already sanctioned the suspension of 3 years and 6 months in chess by two persons involved in the organisation of the Porec championship, who were hired by the Executive Board of the Croatian Chess Federation in 2015, after the European chess union has already launched international investigations against them. In view of the possibility of detecting possible financial irregularities from 2015 to the newly elected president of June 2016, the president of the Zagreb chess alliance unfoundedly destroyed the election assembly, the president's mandate was challenged and the persecution was ruled out. The secretary of the Croatian Shah Association did not report to the election assembly of the Public Administration Office, and therefore the Zagreb chess alliance ruins the election assembly and complains about the election of the president. This is where the legal possibilities for persecution started, and unfortunately the institutions did not react. Everything's been reported to the DORH, but here we are still waiting for a reaction. Only the tax inspection has established irregularities and violations of human rights, but they don't actually enter there, so it has established irregularities and possible criminal activities. They don't touch that. Due to such terror in the Croatian chess alliance, more than 3,000 registered chessists in Croatia suffer. It is our sad reality and we ask that the Government's Sport Office immediately take action to prevent such a huge violation of human rights and protect the dignity of sports workers, especially children. Thank you.
ParlaMint-HR_2018-03-02-0.u66524	We're going to the next debate. Dear colleague Vesna Pusic on behalf of the Glas and HSU Representatives' Club. Here you go.
ParlaMint-HR_2018-03-02-0.u66525	Thank you, Mr. President. My colleagues and colleagues. On behalf of the Voice and HSU Club, I would like to warn and take this last chance in this regard to try to correct it on a fact that has been overshadowed by this debate on the Rules of Procedure, which we also think is very justified, given that it is the fundamental rules of parliamentary procedure. But this is about the law. Today will not vote on the Rules of Procedure, but will vote to insist on the ruling majority on the chairman of the Committee for the Prevention of Conflicts of Interest. This vote, regardless of the opinion of the parliamentary committees that are working here, has room for that part of the procedure to be considered, so here they function on the principle of who is stronger, in other words, who has the majority will vote the committee to have both the right and that it is in accordance with the Constitution and the law even though it is shown in whiteness that it is not. So, by law, we should have at least two candidates for president, president of the Committee for the Prevention of Conflict of Interest. We don't have that right now. We have an opportunity to choose, vote for one person or not. In this context, it is not only violence against the procedure but also violence against the law. I ask you to think about it and change your attitude and insist on this kind of violation of the law. And if this does not come to pass, the Glass and HSU Club will, in protest of this type of violence against the procedure and the law, give up its participation, so it will not participate in the vote and will not be declared to be against the anti-candidate of a candidate who is proposed here. Thank you very much.
ParlaMint-HR_2018-03-02-0.u66526	Let's go to replica number four. ... is under debate number four of his respected colleagues, Željko Lenart, on behalf of the HSS Representatives Club. [[You don't understand.]] Here you go. jandroco
ParlaMint-HR_2018-03-02-0.u66527	I thank the Honorable President of the Croatian Parliament. Dear fellow Members of Parliament, you representing the Croatian Parliament, respected fellow Members of the People who represent the Croatian people and respected fellow MPs who represent only your own interests. Again, we note the decline in industrial production in the Republic of Croatia. Let's remember in these 25 years that HDZ has been in power for 20 years of some of the industrial plants that have disappeared. Here is among the last Đuro Đaković, Željezara Sisak, Prvomajska, Gredelj, Toz, Dioki, and now Petrokemia, Agrokor and could be listed here for a long, long time. Since I'm a Kutincan and I really care what happens to Petrokemia, there are other former Kutincans who have moved away, but Kutina is always in their hearts. I've already talked twice about Petrochemia and only the little effort that the Government of the Republic of Croatia has to make and to guarantee Petrochemia that it can buy gas on the free market, Petrochemy would stand on its feet. But it can't be done. I asked this unfortunate gas recently through a representative's question to see what's in that contract, what's the price of gas and under what conditions Petrochemy gets gas. You know what the institutions or institutions have said to me. The Ministry and the Government of the Republic of Croatia? That it is a secret and that I, as a representative in the Croatian Parliament, cannot see what is and how is obtained in a company that is crucial to the Republic of Croatia but also Croatia is also the majority owner. The law of law, so I wish they'd made as much effort as this unfortunate Rules of Procedure to make this executive law. Every morning, on Croatian television, we can watch the announcements of these unfortunate people who have been completed, whose claims are taken away from property that is paid for small amounts by huge and inaccessible amounts. I appeal to you gentlemen to think about it, don't work so hard on the Rules of Procedure. The departure of young people from Croatia. So what could these young people who were at the gallery conclude from all this? It would be best for the Republic of Croatia to grant them a subsidy to go to Germany, and it obviously fits some as well. Representatives in the Croatian Parliament, the reduction of rights, freedom of speech, and already now MPs are slowly stopped to speak in some way. We all have immunity here for what we say while we are in the Croatian Parliament. And the private lawsuits for which we're not being stripped of our current immunity await us when we're not going to have that immunity. Many MPs watch what they say so that thousands and thousands of kunas would not have to pay after that time when they are no longer represented. It's unfortunate that we, the important laws, are not only this Rules of Procedure, we bring to a deaf time of night. There's a lot of law in there, any one that slips into a deaf time of night. It's a model that used to work on working tips in socialism. After working time working advice and the last point is to expand the factory or the director buys a new car and everyone to go before home raise their hand just to solve the problem. Laws are also passed in the Republic of Croatia. We must say that we, as representatives of the Croatian Parliament, are not deciding anything. Everything that comes to these benches is already decided somewhere. The one who decided has a majority in the Croatian Parliament and he brings what he is up to on Friday, no matter how good or bad it is for the Republic of Croatia and for the people in the Republic of Croatia. That's why we're in a situation like this today for our young to leave Croatia. I'm asking you, who's going to work here? Who will live in the Republic? Do you think everyone will be members of the HDZ? Well, my men won't. Well, there were bigger totalitarian regimes, remember Romania and Ceauescu, so they fell. There's no force or ban on speech or freedom of speech. That's one short term. There are also doctors of science here, and professors and many educated and educated people, so I appeal to their conscience. Do you think you should keep your mouth shut? You guys have kids, too. You'll have grandchildren. Then they will be in the troubles which you have cooked for them this day. Thank you very much.
ParlaMint-HR_2018-03-02-0.u66528	We're going to the last debate. On behalf of the Living Wall Representatives' Club and the Power, respected colleague Goran Aleksic. Here you go.
ParlaMint-HR_2018-03-02-0.u66529	I thank the Honorable President of the Croatian Parliament. A fellow Lenart after the Kutinchan, another Kutinchan. I'm also from Kutina, but right now, Zapresic, and probably for a very long time. But it's not the subject of my exposure. The theme of my presentation is constitutional lawsuits. At this moment, three constitutional proceedings are under way in the Constitutional Court for three constitutional lawsuits against the scandalous verdicts of the High Court of Violation. The High Infringement Court has scandalously found that banks that have never agreed with their debtors are not to blame under the law which has been laid down by the infringement provisions that banks will be punished for not agreeing the parameters for changing the interest rate. Therefore, the High Infringement Court found that the banks that sent the debtors the most common notices and not even recommended it, but by simple mail and in those notices wrote that interest rates are changed on the basis of some parameters which the banks themselves, unilaterally and outside contractually defined that this was not punishable under the law, and in the law of the Consumer Credit Act, that banks would be fined precisely if they did not contract with debtors the interest rate change parameters. And because the High Violent Court so scandalously freed the banks we have launched, better said the Franak Association has launched, I, apart from being the chairman of the General Board of the Power Party, am also a volunteer at the Franak Association and continue to volunteer. So I'm not just doing this job at the Parliament, and I'm volunteering out of business. So, the Franak Association as someone who protects the right of consumers unlike a government that does not, has written constitutional lawsuits to individuals, debtors, prosecutors against banks and these constitutional lawsuits have been handed over to the Constitutional Court. Since Franak is keenly interested in ending these proceedings for the benefit of the Republic of Croatia, the charges brought by the infringement courts and on the basis of which the constitutional action was brought to the Constitutional Court do not benefit the debtors but go to the benefit of the State. Therefore, since the Franak Association is interested in ending these proceedings for the benefit of the Republic of Croatia, and not for the benefit of the unfair banks of the Association "Franak" is as amicus leak, so as a friend of the court, it referred the submission to the Constitutional Court in which it further explains what it is. I hope and believe that the Constitutional Court will make its decision on these three constitutional lawsuits very quickly and that if anything else, we will at least get a moral satisfaction that banks break the law. Unfortunately, the State Attorney's Office of the Republic of Croatia, on the basis of a misapplication of the Association "Franak" against all these banks that have violated and violated and today the law has done nothing. Therefore, the State Attorney's Office of the Republic of Croatia does not have time to deal with matters which are carried by the Republic of Croatia potential several billion kunas for violations of the law, so we are forced to protect the rule of law instead of those who are paid for it. Therefore, the State Attorney's Office of the Republic of Croatia, the High Violent Court does not protect the rule of law. They protect the right of banks, the right of banks given to them by the Croatian National Bank, as well as the rule of law of the Republic of Croatia. So the right to voluntarily, unilaterally, out of contract define interest rates and thus actually rob Croatian citizens. The banks have taken about 5 to 10 billion kunas through the increase of interest rates to Croatian citizens, I cannot know exactly how much, but these amounts are approximately. And I tell you that eventually all these amounts will be returned to Croatian citizens, but not thanks to the authority that does not, which does not do its job, but thanks to the citizens of the Republic of Croatia who are fighting for their rights. Thank you.
ParlaMint-HR_2018-03-02-0.u66530	Thank you, too. Sorry, pal Bunjac, something's coming up.
ParlaMint-HR_2018-03-02-0.u66532	Thank you, well-respected President of the Parliament, on behalf of the Living Wall and SNAGE Club, for a 10-minute break to discuss the citizens' problems in Hvar.
ParlaMint-HR_2018-03-02-0.u66533	Citizens?
ParlaMint-HR_2018-03-02-0.u66534	On Hvar.
ParlaMint-HR_2018-03-02-0.u66535	Okay. At 15 and 15, we move on. A stop at 3:02 p.m. Resumption after break at 3:15 p.m. Comrade Bunjac, please welcome to the House of Representatives of the Living Wall and SNAGE Club. In front of a more numerous auditorium
ParlaMint-HR_2018-03-02-0.u66537	Thank you very much, President-in-Office of the Parliament, as well as the only representative who listens to me. Here we have achieved a trust record in Parliament's history in the last 28 years, perhaps from the draft itself. Namely, the representative speaks to himself. However, I would like to say that this is the logical consequence of what the ruling majority is doing all the time, and it is working to curb all those values that are guaranteed in Croatia by the Constitution and all pre-election programmes where everything and everything is promised, and we see that we are essentially working to create a state without Croats. That is why it is logical for the opposition to rebel in such a way as to obstruct the session, as I have seen for a day and a half, and I would just like to remind you that according to the agenda, there is one more point after this point, namely, the law on the second pension column, on a pension allowance, and I call on all the representatives of the opposition to apply to that point.
ParlaMint-HR_2018-03-02-0.u66538	We're not gonna do this, pal Bunjac. We're gonna finish today with the Rules of Procedure. We're gonna move this to next week.
ParlaMint-HR_2018-03-02-0.u66539	And thank you, here's the information we got. So I came forward to say that the inhabitants of the island of Croats who are let's say in a position that at least I can earn something in this country by my own initiative. Here's what a gentleman named Miroslav Mirkovic writes to me. My dearest representative in the Croatian Parliament, I address you because I have no one else to speak to in the Republic of Croatia. I'm listening to our president's statement that it's tragic that in the 21st century there is no electricity in the house. I inform you that on the island of Hvar, in the bays of the village of Gdinj, the Municipality of Jelsa about 150 households that rent more than that number of apartments and pay all taxes to the state do not have electricity but are managed through solar lighting panels as well as gas coolers, and also have no public water supply, sewerage or paved local road. They also paid a high price for legalising their facilities, and in return they got nothing. My dear representative and my only candidate, I hope that the public will only know from you this sad and sad truth, so let's see what reaction our masters will give. Here's the esteemed Miroslav, as you can see, the reaction will be given like this. Your concerns on the island of Hvar and the municipality of Jels are of interest to them as last year's snow. So the only thing that matters to them is that you pay all possible taxes, pay all possible taxes, pay all possible legalizations, as you've already paid, fill the budget, give these people this pay that they don't even want to listen to you. And the fact that in the first quarter of the 21st century you have no electricity, no water, no sewers, no local road, they don't care. So now that you've just found out what the reaction is, it's going to be your reaction for as long as this HDZ government is in power, it's actually one policy of continuity they're just not worried about citizens. They're only worried that they'll be okay, that the wages come in time, that they can make some kind of fashion in the Parliament, that they can buy expensive cars, that they can have with the drivers of those cars, that they can play some kind of size in front of the cameras. And that you don't have electricity in the village of Mr. Jelsa Municipality, so what do they care, so they're just as interested as the South African bird reserve. They don't care about that. They're their own purpose, they matter to themselves. But here I am glad that there are a few MPs here who have listened to this story, so I sincerely hope and I will do everything I can to make sure that your problem is solved as soon as possible. And be sure if we are able to decide your fate, it will be resolved. Thank you.
ParlaMint-HR_2018-03-02-0.u66540	The first is on behalf of the Living Wall and SNAGA Representatives Club, a respected colleague, Goran Aleksic, but before that, a colleague of Bunjac has something important to say.
ParlaMint-HR_2018-03-02-0.u66541	Thank you very much, President-in-Office of the Parliament. On behalf of the Live Wall Representatives Club and the SNAGA I am looking for a 10 minute break to discuss the problems of Croatian shipbuilding.
ParlaMint-HR_2018-03-02-0.u66542	Can we do it now or what? ... It's good. [[You can't hear the intruder.]] Then 10, Here you go. ... [[/Intruder Bunjac: Thank you very much.]] No, it's not mine. Mine doesn't bother you. [[You can't hear the intruder.]]
ParlaMint-HR_2018-03-02-0.u66543	Here I am also looking for a break since my colleague Bunjac is rested enough, not during the night, and I was during the night, so I'm looking for a break, but on the subject of Brodosplit.
ParlaMint-HR_2018-03-02-0.u66544	Okay, fine. 15.55. It's 3:45 p.m. [[CONTINUATION AFTER THE MEETING IN 15.55 HOURS]] Ivan Bukarica is with us, Excellency. Here you go.
ParlaMint-HR_2018-03-02-0.u66546	Thank you very much, President-in-Office of the Parliament. So I'd like to talk about the condition of the shipyard, because I have alarming messages coming in at any moment. Here's one that came to me at three o'clock and 23 minutes. There's a gentleman writing to me. "Respect, Mr. Bunjac. I'm a shipbuilding worker in Trogir. The situation with us is alarming. We've been cut off. We haven't been paid any regresses, or Christmas Day, or jubilee awards. We've been bought by Danko Končar, and we're very ill-written. We don't know who to turn to. Neither the union nor the authorities are doing anything for the benefit of the workers. I personally wanted to be paid for the severance, but the employer won't give us the money. He wants us to leave alone without a single ransom of severance. A lot of the workers are mentally manipulated and we don't know what to do. At least we'd like some advice from you. Thank you in advance!" So this is about a shipyard in Trogir which is privatized, supposedly successful, and we see that it is not. And here I have a report on the state of the Uljannik Shipyard and May 3rd that allegedly still have some perspective, but let's look at exactly what's on it. The loss for 2017 is about 680 million kuna and an average of 2 million kuna per day. The average daily losses were about a million kunas in the last 5 years under the current administration. Only if we single out the subsidies for May 3rd can we claim that the daily losses were significantly higher. The third May business system can be claimed to be falling apart. The integration of Uljanika and third May into one company is planned so that loans of 450 million kuna from subsidies should not be returned. For illustration, listen to the state of new construction of two shipyards. New construction 513 was delivered with foams, a new construction of 500 has a loss of 15m euros. The new construction of 520 must pay not only for the foam but also for the foam pens. New construction 530 has a minimum loss of 20m euros, and the worst of all is ordered a similar ship at the same price. So ships and workers don't work within deadlines, they don't work because there are no more professional workers enough and they're paid for penalties. So basically only additional losses to existing losses are being made. From all of this, it is clear that the situation is alarming and that it requires urgent intervention. The state is exposed to 700m euros in guarantees, and there is a significant risk of bankruptcy until early August of this year as loans can not be returned including loans with the government's guarantee of the Republic of Croatia. I hope you've all heard. Bank of shipbuilding in early August 2018. In the Oil Group as well as in Brodosplit, there are huge debts towards suppliers and cooperatives, so similar to Agrokor can be expected chain cases of bankruptcy. There are still no serious strategic partners. The situation in Uljanik is characterized by generally great indiscipline and dissatisfaction, so expectations cannot possibly be good. The worst part is that the administration is disoriented, so it doesn't really know what to do in the current situation. To admit, it is not realistic to expect the administration that brought the Oilman into such a business situation to find a way out of it. Oilic and Third May are in an extremely difficult business situation despite capacity employment. Brodosplit as Croatia's largest shipyard is in an extremely difficult business position because it does almost nothing. Croatia's shipbuilding requires urgent integration, rehabilitation and a good restructuring plan. Otherwise, this year can result in the liquidation of Croatian shipbuilding with all the consequences it carries with it. For this reason, as we can see, four key Croatian shipyards, some of which have a centuries-old tradition, are on the verge of being shut down, and workers will go out on the street. The debts as we see them will have to be paid by the Croatian State as well. For this reason, I am sending a public appeal, and especially to the ruling majority, the Government and the Prime Minister himself, do you need Croatian shipbuilding and if you need it in what way do you intend to solve its problems? This is a very serious appeal, it's only been working for a few months how much shipbuilding can survive in these conditions in which it is now. I hope that some solution will be found, not that we have a situation like lex Agrokora again that at the last minute someone grabs his head and realizes that the company has gone to waste, in this case the whole shipbuilding. Thank you very much.
ParlaMint-HR_2018-03-02-0.u66547	The second club of representatives is MOST independent lists of respected Miro Bulj. Here you go.
ParlaMint-HR_2018-03-02-0.u66548	Thank you very much, Mr. President. Dear colleagues and colleagues at the last plenary session, on parliamentary issues at the plenary session, i.e. My inquiry was to Prime Minister Plenkovic what the government did about Brodosplit on the basis of the report that we have each year and here we are discussing on the basis of the State Audit report, which clearly said that the subsidies amounted to a billion and a half kuna are not used for purpose. I got a response from the prime minister back then that Brodosplit was in trouble. On this basis, because of the importance of Brodosplit and for the demographic image and aware that the owner has an obligation to restructure and consolidate the company and that the deadlines are past, aware that the agreed obligations regarding ship construction are not met. The only thing that the most professional frames from welders to designers went to other shipyards from Korea, South Africa all over the world. And of course I was waiting for that answer and I got it a few days ago. I sent him to the public yesterday. None of my questions are answered except that the prime minister replied that Brodosplit had paid off all the obligations that the state and subsidies had, even so he did not say he would not say about the subsidies, regardless of what we MPs know and what the find of the State Audit warranted the Ministry of Economy to take four years, to take all steps to save the shipbuilding in the Republic of Croatia. Because if money was received for shipbuilding, if this is a developmental branch and if this is the most important thing in the Split-Dalmatia County and Dalmatia is once 60 buses from the Dalmatian Zagora workers left for Brodosplit in the morning, now go two vans, and a billion and a half kuna invested. He doesn't even say how private he is... i.e. Now the owner of how much he invested, or whether he fulfilled the obligations of the contract on the construction of 14 ships, is not. So the funds are not invested in shipbuilding, this is confirmed by the report, but Prime Minister Plenkovic does not answer the question that is being asked but that justice and washing hands are piatian because he is simply aware that these funds have not been invested in the construction of ships, while Skver is one of the world's most awarded shipyards for the best built ships and passenger and tankers. And at this point, it is waiting for the European Commission and, of course, the European Commission to say what. Here I have a personal interest in the development of shipbuilding as an industrial branch, not in giving the money given for shipbuilding who knows which companies he goes to and where he goes. Do not wash your Pilate hands to Prime Minister Plenkovic, answer this question, the issue of workers and their jobs is the issue of survival in Dalmatia. It is a key resource for development and economics it is a Split Square that has tied up both cooperatives and everything that has gone into service activities. However, the current branch that we once boasted about in the world is now at the bottom and the workers are terrified. If we need to encourage another billion and a half kuna, but to build ships and develop shipbuilding. Because then why do students study in Split shipbuilding, engineering, what do we prepare them for if we don't have shipbuilding in Split? We're training them to go to foreign shipyards. Plenkovic continues to wash pilate hands, Martina Dalic probably kept her mouth shut, admitted that she also wrote lex Agrokor, which is why the workers of Brodoplita expect a response because they fear for their future.
ParlaMint-HR_2018-03-02-0.u73174	Opinion of the Committee on the Constitution, Rules of Procedure and the political system on the basis of an opinion request on the infringement of the Rules of Procedure of the Croatian Parliament submitted by the representative, Peja Grbin. I stress that I am based on Article 236. The Rules of Procedure of the Committee on the Constitution, Rules of Procedure and the Political System shall be decided without discussion. I am voting on the opinion of the Committee on the Constitution, Rules of Procedure and the political system on the basis of an opinion on the infringement of the Rules of Procedure of the Croatian Parliament submitted by the representative, Peja Grbin. Please, let's vote. I find that as 116 votes for, 3 abstentions, the majority of votes accept the opinion of the Committee on the Constitution, the Rules of Procedure and the political system on the basis of a request for an opinion on the violation of the Rules of Procedure of the Croatian Parliament, which was submitted by the representative of Peđa Grbin.
