ParlaMint-HR_2019-09-20-0.u148156	Sweared.
ParlaMint-HR_2019-09-20-0.u149234	Comrade Grmoy, of course there was no breach of the Rules of Procedure, but what's even more absurd is that you've now done the same thing that you've been looking for injure the Rules of Procedure and accused the other side of putting pressure. So, please refrain from such comments, please welcome fellow Maras.
ParlaMint-HR_2019-09-20-0.u149235	Thank you very much, he was injured in 238, and it is also an incredible paradox that HDZ who created the justice system in the 90s led by Vladimir Seks accuses MPs who, as a large majority of the citizens of the Republic of Croatia, do not trust that pressure system, so that is, it is nonsen just like that. Gentlemen, 90% of our fellow citizens have no confidence in what's happening right now. in the justice system, and it's not our fault... [[Intruder: I thank you]]
ParlaMint-HR_2019-09-20-0.u149236	A colleague of Maras.
ParlaMint-HR_2019-09-20-0.u149237	...but it's Mr. HDZ's fault. [[/The speaker doesn't understand.]]
ParlaMint-HR_2019-09-20-0.u149238	A colleague of Maras.
ParlaMint-HR_2019-09-20-0.u149239	Unfortunately... [[/The speaker doesn't understand.]]
ParlaMint-HR_2019-09-20-0.u149240	Comrade Maras please sit down, colleague Maras, colleague Maras...
ParlaMint-HR_2019-09-20-0.u149241	I can speak, I'm not afraid of anyone.
ParlaMint-HR_2019-09-20-0.u149242	Just a minute, please, just a minute. My colleague Maras sit down, you can't talk, the time is up, you haven't justifiably confirmed the request for a breach of the Rules of Procedure, please sit down, please sit down, the judiciary is also independent and we won't go into the measure of judgment from here, because if we do so then it would be like at some point when the head of your party is 45.g. harassed the population of the Republic of Croatia. Let's move on, now it's time for the esteemed colleague Miro Bulj, finally on behalf of the Most Club.
ParlaMint-HR_2019-09-20-0.u149243	Thank you very much. My colleagues and colleagues' choice and the appointment of my colleague Lovre Kuščević, otherwise I don't like people, are not in the principle of shoeing people when they are now their shoes or theirs, otherwise I was like that at the time of Sanader while here the chairman Mr Jandrokovic was with him, after which others who ended up being pressured and I would not be affected by the judiciary I would just say, talked about the legislative framework because for the first time I got a firm measure in the case of Lovra Kuščević that two days I could not participate in the assembly solely because Lovre Kuščević had just entered the Committee on Legislatives, and he is guilty of that, i.e. The gravedigger of the referendum is the pulsation of 400,000 people who have collected the signatures of the referendum the people decide. amendments to the electoral law because not until today's ministry, and then he, like him, gave him the role of doing these affairs in this case to stop the referendum and to maintain Plenkovic and all the presidents of the parties their strength within the HDZ. That's 40,000 unsigned signatures we didn't get. Also when we're looking at the lex sheriff, the lex sheriff Bandic of today, what was happening is essentially the cause of the lex sheriff. By order of Andrej Plenkovic, of course Milan Bandic, Lovre Kuščević was conducted by the lex sheriff. You see what power and power gives the mayors lex sheriff. That's where democracy, the representative council, you most of you who voted then are aware of what you've done. You've made such a monster at this point that simply the representative bodies can't do anything to them. You gave them so much power through the law that Lovre Kuščević carried out with a natural blessing, i.e. The order of Andrej Plenkovic and Milan Bandic, which is a lex sheriff, is simple, and the Constitutional Court has not responded to all objections, of course and there is a link to the Kumic connection. Once again when we mention the role of Lovra Kuščević, remember the conflict of the Commission on the prevention of conflicts of interest. Whoever pressured the most when he announced changes to the law, Lovre Kuščević pressured not exactly how much Andrej Plenkovic now, but certainly pressured the Committee on the Prevention of Conflicts of Interest, in a way that he spoke, in fact the lady from the commission herself said that it was a huge pressure on her. Once again when we talk about this appointment, I would only briefly say that the Committee on Legislatives and what Mr. Bačić said earlier, any parliamentary representative, the group may propose it, but we really cannot vote. I gave the clarifications briefly, the man carried out everything that Andrej Plenkovic wrote to him, and even I was here, Vice-President Miljan Brkic, for two days he punished me for not being able to be in, the right of speech, to take away the word, which he took away the right of people i.e. The right to refer to our citizens, the people decide, of course. And now that we're making this decision, the question is, what are we doing here in the assembly? We name the man who is the graver of the referendum, the man who pressured the Committee for the Prevention of Conflict of Interest which brought the referendum, who brought the pardon, who brought the lex sheriff, we know what made it possible here in Zagreb, we see what happens that you colleagues depend on Milan Bandić and his I will not tell the chips, I think it is beneath honor what Milan Bandic said about his parliamentary representatives, fellow MPs and of course it is disastrous. But when a fellow Bacic is called to democracy, when he calls on the Constitution, to legislation, so here a few days ago he's a journalist, I disagree with that, closed. A colleague of Mr. Zivkovic, when he was 80 years old in Vukovar, 2 sons were lost, he was told, the judge said he regretted being alone for his two sons who gave their lives to Vukovar, and the man you agree with because together he told Croatia that he was fascist, that he was a dictatorial state and that he would end up as NDH. Which means that you gentlemen agree with him because of this appointment of Lovra Kuščević in such a miserable body I call upon and the opposition to leave this place, and also here it would be good to chair that you have a feeling and nose to congratulate Mr. Kovac on your birthday.../incomprehensible/ Thank you very much. [[Come on, please, your time is up.]]
ParlaMint-HR_2019-09-20-0.u149244	Your time is up and thank you for your very wise presentation. Okay. We will now vote, so I am voting the motion for decisions of the Committee on Selection, Appointing and Administrative Affairs. Please, let's vote. There's not enough, okay. We don't have the quorum as far as my associate is telling me, there's not enough so we'll vote on this when the conditions come to pass. Now we go to Selection, appointments, appointments and resolutions. So I ask the chairman of the Committee on Selection, Appointment and Administrative Affairs of Ante Sanader to explain the motion for a decision. So these are new decisions compared to those we had last time and we will vote on them after we hear the arguments and vote on these new decisions. Here you go.
ParlaMint-HR_2019-09-20-0.u149246	Thank you, Mr. President. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. The Rules of Procedure of the Croatian Parliament Committee on Selection, Designation and Administrative Affairs proposes a Decision on the resolution and selection of a member of the Committee on the Economy of the Croatian Parliament. A member of the Committee on the Economy of the Croatian Parliament Josko Klisović is proposed and Vinko Grgic is proposed as a member of the Committee on the Economy of the Croatian Parliament. A member of the Committee on Spatial Planning and Construction of the Croatian Assembly Allen Prelec is proposed and Vinko Grgic is proposed as a member of the Committee on Spatial Planning and Construction of the Croatian Assembly. For the president, it is proposed to be president of the Committee on Environmental Protection and Nature of the Croatian Parliament, Michael Zmajlović, while being resolved, a member of the Committee on Environmental Protection and Nature of the Croatian Parliament, Michael Zmajlovic, is proposed to stop acting on behalf of the President of the Committee on Environmental Protection and Nature of the Croatian Parliament, because of the termination of the parliamentary term of office. It is proposed that the Vice-President of the Committee on Presentations and Appeals of the Croatian Parliament, Recimir Varda, be resolved on a personal request and Robert Jankovics, vice-president of the Committee on Presentations and Appeals of the Croatian Parliament, is proposed. The President of the Committee on Gender Equality of the Croatian Parliament, Michael Zmajlovic, is proposed and the Vice-President of the Committee on Gender Equality is proposed. Irene Petrijevcanin Vuksanovic. Marija Puh is proposed as Vice-President of the Committee on Equality of the Croatian Parliament Committee. This is resolved by a member of the Committee on Gender Equality of the Croatian Assembly, Marija Puh. The members of the Committee on Gender Equality of the Croatian Assembly are proposed by Grozdana Perić, Marija Mačković and Martin Baričević.
ParlaMint-HR_2019-09-20-0.u149247	I thank the board president. I'm opening a debate. If no one answers, I will conclude the debate and vote on the Committee's proposal for a decision on selection, appointment and administrative affairs, which the president of the Ante Sanader Committee has just presented to us. Please, let's vote. I find that, unanimously with 107 votes, we have made decisions as proposed by the Committee. We now move to a vote on proposals 10 of the decisions proposed by the Committee on Elections, Designation and Administrative Affairs and discussed at the meeting on 20 September 2019. I propose we hold a united vote on all 10 proposals for decisions. I would like to stress that we will not vote today in the proposal for a decision on the selection of members and the termination of the term of office of members of the Committee on Legislatives as well as on the proposal for a decision on the resolution and selection of the Vice-President, the resolution of the member, the election of members and the termination of the term of office of members of the Committee on Gender Equality, which the applicant has withdrawn. So I am voting on proposal 10 of the decisions of the Committee on Selection, Appointing and Administrative Affairs. Please, let's vote. I find that, unanimously with 110 votes, we have made decisions as proposed by the Committee on Selection, Appointing and Administrative Affairs. That's what we came to the end of the vote. And now let's go to the last one, it's the election, appointments and resolutions, so I'd like to ask the chairman of the Committee on Elections, Appoints and Administrative Affairs, Ante Sanader, to explain the motion for a decision.
ParlaMint-HR_2019-09-20-0.u149249	Thank you, Mr. President. On the basis of Article 105(1) of Regulation (EU) No 515/2013, the Commission shall adopt delegated acts in accordance with Article 4 of this Regulation. Article 161 and Article 273 The Rules of Procedure of the Croatian Parliament of the Committee for Selection and Designation proposes a decision on the selection of a member and termination of the term of office of a member of the Committee for the Legislatives of the Croatian Parliament. Marija Mačković is proposed to be a member of the Croatian Parliament's Legislative Committee, as he stopped acting as a member of the Croatian Parliament's Committee on Law on 24 July 2019 because of the termination of his term of office. A decision on the resolution of the Vice-President and the election of the Vice-President of the Committee on Human Rights and the Rights of National Minorities of the Croatian Parliament is proposed. It is proposed that the Vice-President of the Committee on Human Rights and Rights of the National Minorities of the Croatian Parliament Ana Comparić Devčić be resolved and Tomislav Žagar is proposed as vice-president of the Committee on Human Rights and Rights of National Minorities.
ParlaMint-HR_2019-09-20-0.u149250	I thank the board president. I'm opening a debate. He's reporting for an individual debate with his colleague, Bauk. Here you go. Someone's got a microphone on. There you go.
ParlaMint-HR_2019-09-20-0.u149251	Mr. President, since the point at which I thought to report to you has not been read by the board president, and as far as the election of members of the island council is concerned, I am withdrawing my debate. Thank you.
ParlaMint-HR_2019-09-20-0.u149252	Thank you very much. Then we can close the debate. We can also vote unitedly on both points, so I propose a decision on selection and appointment and administrative matters. Please, let's vote. I find that most of the votes, 98 for and 1 abstentions, have made decisions as proposed by the board. That concludes today's vote. We continue the free debates, but before that, I ask that colleagues and colleagues who wish to leave the assembly do so so that they can continue to speak in peace. Now we're going to the final vote of choice, appointment and resolution. I ask the chairman of the Committee on Elections, Designation and Administrative Affairs of Ante Sanader to explain the motion for a decision. Here you go.
ParlaMint-HR_2019-09-20-0.u149254	Thank you very much, President. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. The Rules of Procedure of the Croatian Parliament The Committee for the Selection, Designation and Administrative Affairs of the Croatian Parliament proposes a decision on the selection and termination of the term of office of the members of the Committee on Internal Policy and National Security of the Croatian Parliament. For an article of the Committee on Internal Policy and National Security of the Croatian Parliament, Vlaho Orepic is proposed because he was on 18 June 2019 as a member of the Committee on Internal Policy and National Security of the Croatian Parliament stopped acting on behalf of Branimir Bunjac for the termination of his term of office, a representative's term of office. A member of the Health and Social Policy Committee of the Croatian Parliament, Rezimir Varda, is proposed, and Milanka Opačić is proposed as a member of the Health and Social Policy Committee of the Croatian Parliament. A member of the Committee on War Veterans of the Croatian Parliament Davor Lončar is proposed and Ante Plazonić is proposed as a member of the Committee on War Veterans of the Croatian Parliament. A member of the Committee on Agriculture of the Croatian Parliament Vladimir Bilek is proposed and Damir Felak is proposed as a member of the Committee on Agriculture. A member of the Committee on Presentations and Appeals of the Croatian Parliament Davor Lončar is proposed and Drazen Milinković is proposed as a member of the Committee on Presentations and Appeals of the Croatian Parliament. It is proposed that members of the Committee on Information, Information and Media of the Croatian Parliament Damir Felak be resolved, while Vladimir Bilek is proposed to be a member of the Committee on Information, Information and Media of the Croatian Parliament. It is proposed for the chairman of the Committee on Gender Equality of the Croatian Assembly Sabin Glasovac. Thank you.
ParlaMint-HR_2019-09-20-0.u149255	I thank the board president. I'm opening a debate. I am closing the debate because no one is coming forward and I am voting on the proposal for a decision of the Committee on Selection, Appointing and Administrative Affairs. Please, let's vote. I find that most of the votes, 95 for and 2 abstentions, have made decisions as proposed by the board. Before we go, just please, for a free speech and then a continuation of the point we had in the morning, the information so that the assembly continues to work on Wednesday 6 November and that day will be a debate on budget rebalancing, on Thursday 7th, there will be a debate on the draft budget for 2020 and a projection for '21. And '22. A year, and Friday would be a debate on the Law on holidays, memorials and days of unemployment. Also, only because of the work of the Committee on Wednesday would we be on daily work and the Final Proposal for a Law on Amendments and Supplements to the Law on the Implementation of the State Budget for 2019 and the Proposal for a Law on Amendments and Supplements to the Law on Service in the Armed Forces of the Republic of Croatia, and I would ask the representatives of the Committee to hold their meetings by Wednesday and Friday respectively. Thank you very much. Those who are not interested in free speech please leave the assembly, so that colleagues who will speak wait.
ParlaMint-HR_2019-09-20-0.u149257	We move to the next item of the agenda, which is: - Final proposal of the Law on the Confirmation of the Agreement between the Government of the Republic of Croatia and the Government of Hungary on cooperation in the field of military aviation and anti-aircraft activities, second reading, P.Z. No 677 The Proposer is the Government of the Republic of Croatia under Article 85. The Constitution of the Republic of Croatia and Article 207a. Rules of Procedure of the Croatian Parliament. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. The Rules of Procedure of the Croatian Parliament are prescribed that the laws to be approved in accordance with the Constitution of the Republic of Croatia by international contracts are as a rule adopted in a single reading. Amendments may be submitted until the end of the debate pursuant to Article 197. Rules of Procedure. The debate was conducted by the Committee on Law and the Defence Committee. I'm asking the motionary's representative to give us an additional explanation. Mr Tomislav Ivić, the Honorable State Secretary of the Ministry of Defence. Here you go, Mr. Evic.
ParlaMint-HR_2019-09-20-0.u149258	Thank you very much, Mr. Vice President of the Croatian Parliament. Respected parliamentary deputies and MPs, the Republic of Hungary and the Republic of Hungary are neighbouring countries with a long common border of NATO and EU members. Our co-operation in the field of defence and security is at an envious level. Together we are involved in several important projects and have signed an agreement on cooperation in the field of aviation and anti-aircraft activities in Budapest on 8 April 2019. The proposed agreement confirms good defence cooperation between the Republic of Hungary and also contributes to the surveillance of safety and protection of international air traffic. By joining Croatia in NATO, our country has become part of NATO's integrated system of anti-aircraft and pro-tourque defence of NATINAMDS. The fundamental purpose of this system is the security of the Allied airspace, and by signing this agreement with Hungary, we have taken a step forward towards its full functionality. In order to increase efficiency in carrying out NATO airspace surveillance tasks at all levels, it stresses the importance of inter-state co-operation and encourages the signing of international agreements between neighbouring NATO Member States for joint implementation of airspace protection and surveillance tasks in cross-border areas. The competent Allied commanders are constantly stressing the importance of concluding this type of international contract between neighbouring NATO members and between Hungary and Croatia. This is necessary to ensure the smooth implementation of airspace surveillance and surveillance tasks in cross-border areas in the territory of the Alliance. In a practical sense, such bilateral agreements allow responsible NATO commanders in the event of the need for the use of one country's fighter aircraft in neighbouring Member States' border airspaces, for example. Croatian fighter aircraft interceptors in the airspace of Hungary or Hungary in the airspace of Croatia. In the event of an aircraft accident or an incident in the territory of a State of one party, the other party may, at the request of a party whose national airspace has taken place, send a military aircraft to search and rescue or to search for another party without submitting diplomatic approval or flight plan. The Parties shall conduct training and organise visits, including training for cross-border operations. The signed agreement gives permanent reciprocal legitimacy to carry out one country’s aviation activities in the airspace of another country without prior notice and diplomatic approval, contributing to more effective defence in the event of such a need. An aircraft to monitor and protect airspace, including training flights, may use the national airspace of another party without diplomatic approval or flight plan. The use of national airspace and air carriers, ports of States Parties shall be in accordance with the NATINAMDS and shall be coordinated between the responsible units of the parties. We plan to sign such agreements with other countries as well. The Agreement lays down reciprocal fundamental rules of cooperation between Croatia and Hungary within the framework of NATINAMDS, determines the responsibilities of both sides, rules of use of national airspace and airports, search and rescue, and investigation of aircraft accidents, training, aircraft service, and exchange of data relating to airspace surveillance and protection. This does not mean that we have left the protection of the Croatian sky to others but to take seriously our responsibility for the alliance as well as the importance of full functionality of all systems within the alliances. It is important to stress that the national legislation prescribes that the Croatian Parliament, through the national authority, gives first authorisation to act as a force within the NATINAMDS system, only after that approval can the Allied Commander issue an order for combat action. Finally, I want to point out that this agreement retains sovereignty by protecting our sky, but at the same time it becomes even more secure that it is in our interest and in the interest of the alliance as a whole. This Agreement shall be concluded indefinitely, may be amended and completed at any time by mutual written consent of the Parties. The proposed law confirms an agreement between the Government of the Republic of Hungary on cooperation in the field of military aviation and anti-aircraft activities. The implementation of this law in part is the Ministry of Defence and no additional funding from the State budget is necessary for its implementation, as it will take place through the regular activities of the Ministry of Defence and given the nature of the procedures for the confirmation of international contracts, this law is proposed to be discussed and adopted in one reading. Thank you very much.
ParlaMint-HR_2019-09-20-0.u149259	I would like to thank the Secretary of State, Mr. Ivic, for the explanation of this bill. We have replicas. Comrade Ante Bačić, come in.
ParlaMint-HR_2019-09-20-0.u149260	Thank you, dear Vice President of the Croatian Parliament. Dear Secretary of State, Secretary General, one question at a time. We discussed exactly this agreement and at the very meeting of the Defence Committee, and it was few questions with which we plan to sign all of this agreement first, but I am interested in this part, understandably why we are just joining, signing this agreement and bringing it to it, but what is the procedure for signing this agreement with and with non-NATO member states, which are in our environment, and perhaps it is of interest for us to sign this agreement exactly, and is that even in the plan of the ministry? Thank you.
ParlaMint-HR_2019-09-20-0.u149261	Thank you. Secretary of State Ivić's reply.
ParlaMint-HR_2019-09-20-0.u149262	Thank you very much. This is the first agreement Croatia will sign thus with a neighbouring country that is both a member of the NATO alliance and the EU. It is in preparation and discusses signing the agreement with Montenegro as well. These agreements are signed between NATO member states. So of the neighbouring countries there is still that Slovenia of this all other country, Italy, is, so these other countries are not members of this NATO alliance, I mean BiH, Serbia and will not be signed with them of course.
ParlaMint-HR_2019-09-20-0.u149263	Thank you for your response to the Secretary of State. Next replica, dear colleague Angelko Strick, come in.
ParlaMint-HR_2019-09-20-0.u149264	Thank you, Vice President. Secretary of State, just a little bit to be clear, given that there have been some misinformation in the public space that this is a gradual introduction that the military air force of neighbouring Hungary is taking over the protection of Croatia's airspace, and then that the Hungarians will literally fly around our airspace day and night, which is not true. This is all about NATO tasks and ensuring better performance of these tasks. Or if the Croatian Air Force is tasked with following a particular aircraft, follow it so long as the NATO Command doesn't give orders to take over, say, Hungary's Air Force or vice versa if the Hungarian Air Force follows it enters the Croatian airspace so deep that the same NATO command does not give orders to the Croatian Air Force to take over. [[Intruder: Thank you.]]
ParlaMint-HR_2019-09-20-0.u149265	State Secretary's response, please.
ParlaMint-HR_2019-09-20-0.u149266	Right, that's exactly what this is about. So, I also said in the opening statement that this does not mean the transfer of the obligation to protect the airspace to Hungary, but that Croatia will, of course, continue to sovereignly defend its airspace. This is therefore an agreement on cross-border cooperation with the protection of airspace. I also said that such agreements encourage both the NATO alliance and command and that other countries, of course, have signed bilateral agreements with neighbouring countries which are of course members of the NATO alliance, so let's say the example of Germany, Germany has such an agreement signed with the Czech Republic, France, Belgium and the Netherlands. At the stage of this preparations for adoption are agreements with Denmark, Norway, Great Britain, so of course this is not about the transfer of sovereignty so that the protection of Germany's airspace to other countries, but rather about the protection of Germany's airspace. a simple agreement establishing cooperation in the protection. [[Intruder: Thank you.]]
ParlaMint-HR_2019-09-20-0.u149267	I thank the Secretary of State. Next replica, dear colleague Miro Bulj, come in.
ParlaMint-HR_2019-09-20-0.u149268	Thank you very much. Here's the deal with our neighbours who also, you mentioned is in NATO, we know, but what's going to fly in Croatia, where are the planes? The key question is, where are the planes? We know that the MiGs were on the remont in 2015 or that they were returned from Ukraine in parts of the cariola. We know the public procurement failed. What will fly from the Croatian army? I expected new planes, to fly it, to restore that ability to the Croatian soldier's ability to fly, there's nothing to fly. And then apparently Hungary will fly, because I don't know what you sign. Where are the planes? Where are the planes? I'm sorry General Krsticevic, the defence minister, isn't here to tell me where the planes are. What will the Croatian pilot fly with? Only the sea of Hungarians, if we don't have a plane. Where are the planes? You promised planes and that ability to preserve, the government of Zoran Milanovic brought them back in parts of the MiG cariola, and you didn't keep your promise. Buying new planes. [[Intruder: Thank you.]]
ParlaMint-HR_2019-09-20-0.u149269	Thank you. Here's the Secretary of State's answer.
ParlaMint-HR_2019-09-20-0.u149270	Mr. Bulj knows very well that Croatia has, at this very moment of course, this air force and that the life of the MiGs that are now in operation has not expired and given them some time they can fly and that they can protect Croatian airspace. What you certainly know and what happened after the failed attempt to obtain aircraft from Israel was that a resolute government group was established to restart it and which launched the process of obtaining a fighter aircraft and I am convinced that it will be dealt with relatively quickly in the light of the procedure and everything else and that issue. What is crucial Croatia has not given up or the Government of the Republic of Croatia has not given up a fighter plane, but has launched a new procedure for the purchase of a fighter aircraft and Croatia will certainly have a military air force.
ParlaMint-HR_2019-09-20-0.u149271	Thank you very much for your answer. Would the committee's rapporteurs perhaps like to take a word for it? No, I don't. I'm opening a debate. On behalf of the Club of Representatives of the Independent List of Young Fellows Panenic. He's not present. On behalf of the HDZ Representatives Club, respected counterpart Ante Plazonic. Here you go.
ParlaMint-HR_2019-09-20-0.u149272	Dear Mr. Vice-President of the Croatian Parliament, the Honorable Secretary of State, colleagues and fellow MPs. Before us is the Final Proposal for a Law on the Confirmation of the Agreement between the Government of the Republic of Hungary on cooperation in the field of military aviation and anti-aircraft activities. The agreement between the Government of the Republic of Hungary and the Government on cooperation in the field of military aviation and anti-aircraft activities was concluded in Budapest on 8 April, and the agreement is concluded indefinitely and may be amended and completed at any time by mutual written consent of the parties. Each party may also conclude an agreement with written notice by another foreign diplomatic means and in that case the agreement shall cease six months from the date on which the other party has received notification of the end. The Republic of Hungary and the Republic of Hungary have a highly established level of bilateral defence cooperation in the field of joint training, cooperation with the Special Action Force, joint participation in international military exercises, as well as through regional defence initiatives to contribute to the membership of the North Atlantic Treaty and the EU. The Agreement on cooperation in the field of aviation achieves better efficiency and more efficient and more flexible implementation of joint tasks of Croatian and Hungarian aviation defined under NATO. The adoption of this law will fulfil the internal legal conditions for the entry into force of an agreement laying down the basic rules of cooperation between the Republic of Hungary and the Republic of Hungary and in view of the anti-aircraft defence of their readiness in the context of the resolution of other issues relating to the implementation of airspace surveillance and protection, including cross-border operations and staff training. The provisions of this Agreement allow for the extension of the cooperation between the Republic of Croatia and Hungary in the field of anti-aircraft defence. This law also confirms the agreement in order to ensure that its provisions are in accordance with Article 1(1) of the Treaty. 141. The Constitution of the Republic of Croatia and, according to its internal order, the Republic of Croatia. As you have heard from the State Secretary for Law Implementation, there is no need to provide additional funding, since funds from the State budget intended for the Ministry of Defence will be used. The deal is good for both states and stronger capabilities both of these countries and NATO. Croatia and Hungary are an important and stabilising factor for Southeast Europe. These two countries are among the safest countries, and thanks to the mutual co-operation that the agreement seeks to deepen further. The mutual cooperation agreed by this agreement gives us the opportunity to share great experience and knowledge and to contribute to making cooperation between the Republic of Hungary even better. For all these reasons, the HDZ Representatives Club will support the Agreement between the Government of the Republic of Hungary and the Government of Hungary on cooperation in the field of military aviation and anti-aircraft activities. What does this agreement mean in a practical sense? We heard the secretary of state. Thank God not so often, but it happens that in the air space of the Republic of Croatia, aircraft that cannot be identified or are deafened about calls for air navigation control to be identified. In this case, the Croatian Air Force or the MIG on-call pair who are tasked with intercepting, identifying, determining what it is. Recently, we had a case like this somewhere in the Split area of the secretary of state, when the airspace around Vis entered somewhere, a small aircraft was later established that did not respond to calls from Air Control and, of course, the MiGs were given the assignment and somewhere above Trilj they intercepted this plane. In fact, they determined that the pilot did not set the frequency or set up the communication channel and that was why he did not identify himself. And we can say that this is one benign situation, but we certainly needed to know what it was about. Given that at the border as we have, we are relatively depressed and that even low-speed aircraft are moving relatively quickly across our space, it is necessary to react quickly and quickly. It could have happened that our MiGs reached that plane somewhere in the Kamenski area and in the situation that someone said yesterday on the Defence Committee, we should pull back manually and turn back without identifying the target, because we do not have a signed interstate agreement on such cooperation with the Republic of BiH. If by any chance this plane had flown towards Hungary, the same would have happened, and that is exactly why this agreement is important because our people would have to withdraw the handheld on Dravi. After this agreement has been reached, our combat team will certainly be able to continue the flight to Hungary because the duty commandership or the competent command has also raised their fighter planes and ours will be able to track him until the moment the Hungarian colleagues arrive to their fighters. The same story applies although... it flies somewhere from the north through Hungary and passes into our airspace. The Hungarian hunters are tracking him to the moment and the arrival of our MiGs. Why is it important to follow the goal? They're not, maybe not all, well-intentioned. We need to know who is entering our space for the protection and security of our citizens, our property at the end. You've seen what happened in another part of the world, when in an uncontrollably or when it comes in, I don't know what term would be used in this case, enters the airspace of another country, and when there's damage that has far-reaching consequences for the country's economy, and I'd say wider. There were comments here that we had nothing to fly with, or it was a question of where the planes were. We know exactly where we're standing with our air force, there's no reason to raise the issue of public procurement, but thank God and this little thing that's left flying and it's still able to intercept what's coming to us from any side of our border, and that's very important right now. This agreement will help us to be more effective in cooperation with other countries, so it is important to support this. Thank you very much.
ParlaMint-HR_2019-09-20-0.u149273	Thank you. We move on to individual discussions, dear colleague Sasa Djujic. He's not present. Dear colleague Ante Bacic. Here you go.
ParlaMint-HR_2019-09-20-0.u149274	Thank you, Vice President, colleagues on instructions, Your Honor's Secretary of State, once again, and the secretary general of the ministry. I think it's a good thing there's no big debate on this kind of bill and agreement, and that means that we're a safe country and that this topic is not in the focus and focus. I would just point out in a brief discussion what the quality of the defence ministry's work is showing this agreement, showing that this is the first agreement between Croatia and Hungary to continue on to other countries in the neighbourhood of NATO member states. And it is particularly interesting to us, and I think that among the following after Montenegro there will be Italy... just as counterpart Plazonic mentioned with whom we have a great sea border, but also an air border where we need to strengthen normal surveillance, but with this way and with this agreement we are also strengthening the surveillance of our airspace and our armies working together. But we need to look at the aspect of exactly the Ministry of Defense and all the aspirations that this agreement at this point I don't think is random. All of what we have dedicated in recent years and that we are following the activities of the Ministry and the Minister himself concerning the strengthening and position of the Croatian Army and the return of material rights and status and better equipment and we see the deployment of armies throughout Croatia, we have returned the Croatian army to the streets of our cities and municipalities where they belong, where they help our fellow citizens. But this second aspect when we see what's been happening in the last few months, I repeat that this agreement is not random and that this agreement has one whole, which is exactly the international activity of our ministry. Do I think that today when we look at 2019 and our minister's position with other EU and NATO defence ministers and when we see the international position and the very strength of our army and the position in all international organisations and the amount of operations with its allies, I think he has never been better. And that's why just a few days ago, we had an International Homeland Security Conference in crisis management that is not random. At this very moment, it happened in Croatia where all the prominent experts were from the area. It is not by any chance that the first international airing will be held in Zadar for the first time in the past year where we will strengthen the other tribes of the Croatian Army. But it is definitely not an accident that about half a year ago we also had a joint exercise of the Croatian Army and NATO partners in Slunj where Hungary and the rest of our partners participated where we saw firsthand that the Croatian Army is participating in a large system in a large NATO system where "the border becomes a problem", meaning these operations are becoming increasingly to show readiness not only for the Croatian Army but also for NATO partners. So we have seen that at certain times when such large operations or land or especially air forces have to cross the border of another country and that creates normally certain administrative customs and other barriers. And this is exactly the kind of agreement that will remove these barriers between NATO members, but it will normally strengthen our position within the NATO alliance, as well as our position here in the neighbourhood. It's important to emphasize what we heard at the beginning that this has nothing to do with the transfer of air space powers to anyone else. These are all our concerns that they won't get any new planes, they're definitely not standing, and we've heard from the Minister that since early 2020, he's been moving again. It has already started the procurement process and competitions for new planes that will be accelerated in early 2020 so that when we complete all of this, I think by then other agreements will be concluded so that when we complete all of this, I think we will show once again that there is no match for the Croatian Army and have reported for the end, just to mention that today is the 28th anniversary of the Croatian Navy, the marking is currently in Dubrovnik, I think that one contingent of ours is in Operation Sea Guardian if he has not returned, so here, along this way, normally and all members and members of the Croatian Navy, we must wish all congratulations and in marking his day, thank you.
ParlaMint-HR_2019-09-20-0.u149275	Thank you. We have replicas, dear colleague Ante Plazonic, please.
ParlaMint-HR_2019-09-20-0.u149276	Thank you, Mr Bacic, for favouring the signing of this agreement and not only of this agreement but also of the agreement with other countries in the environment, which are within NATO and the EU, which is what it is because in this way we certainly improve the efficiency of both our aviation and our defence capabilities. What's good all over this story, that when crossing the border they don't have to ask for any consent, so this significantly allows the speed of reaching the goal, it's always important, that speed is always important and especially in the aviation sector. So there are no administrative obstacles, there are no threats that someone will tell us that we've redeployed someone's airspace and diplomatic notes and hundreds of wonders, this agreement right now regulates such a situation that planes uninterrupted in other people's airspace and so do these.
ParlaMint-HR_2019-09-20-0.u149277	Thank you. Answer, Comrade Bacic.
ParlaMint-HR_2019-09-20-0.u149278	Thank you, colleague Plazonic. I must agree with you, and you have well noted, it is also an important aspect that the Republic of Croatia has a specific and large border with countries in the environment and a narrow space in certain parts of the neighbouring country and our land and our territory, so it is extremely important and it is very important when God does not give way and such a fly or illegal flight takes place that can and normally react faster these agreements will simply and will strengthen not only the sense and strength of our army but simply lift the barriers in the sense that they can perform more effectively in the operations and exercises that will be by NATO alliances and that will cover the territory of more states, not only to be implemented in the area of the Republic, thank you.
ParlaMint-HR_2019-09-20-0.u149279	Thank you. Next replica, dear colleague Angelko Strick.
