ParlaMint-NO_1999-12-09-2.ana.ud2610e26	We start with a line chord shift after Thore Aksel Nistad's posts.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1108	The President would point out that the representative is moving dangerously near the border of parliamentary expression.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1112	If any of the representatives of Husøy expressed here, are representative of the social status of the Norwegian Workers' Party, I think more than me have reason to be alarmed and seriously concerned. Otherwise, I don't think it's just the framework for the use of unparliamentary expressions that might seem intrusive in this context. There are probably several other areas that there might be reason to point out. But you can't get from this pulpit to say what the representative Husøy is doing now, without having taken the trouble to look at the path the rate of development in the transport appropriations in Norway has gone. It goes down, and what happens – and it’s a dramatic pace too – is that you finance these projects that the representative Husøy is involved in, by collecting money from District Norway. I think it must be a very long time since this representative has been in contact with any area other than what must be the Oslo Centre and the asphalt area around Karl Johan. I think that if you present this to your co-representatives and members of the Norwegian Workers' Party who sit out in the country and who are concerned about these questions every day, you might get a slightly different answer. You'll get a more nuanced view, not only of how value creation takes place in this country, but also of the need for export from these areas, which are the most export-oriented we have in this country. The perception and understanding of where values are created in this country is indeed bad. There is no question that concerns people in District Norway more than the conditions that the representative Husøy unfortunately managed to turn so completely on his head in this context. If you take the trouble to travel around and talk about opera, about the need for subsidies, etc., you will get a slightly different answer than what you do to shout for here. Don't talk about credibility in these questions! It is almost unheard of to be allowed to listen to such posts from the Stockholm pulpit. I believe that the head of the Committee on Transport should be able to allow himself to go very upright, whether it is down Stortingsgate to the City Hall, or where it might be around in this country. If a little more support and attention had been given by the representative Husøy party, there could have been room for both the one and the other project that has been intrusive in this country – probably about it. I want to point to the Right's commitment to social policy. This is because it is an active enterprise policy. Most of the resources used in the field of industrial policy are used for transport, and this is what is required. I would also like to make two comments about our commitment to fishing ports. No matter what the representative Schjött-Pedersen may think about it, our proposals are slightly larger than what comes from the government parties and the Workers' Party. I assume – and will repeat what I said to the Minister for Fisheries – that the project will be launched in Vadsø port, because this is also a very good industrial policy and will provide the basis for much greater activity in a fisheries policy area than is the case today. Then I have to be allowed to say a couple of sentences about the quick way. I am very pleased with the agreement with the fast-track companies. But unfortunately, in my opinion and in my view, it has a little too short a time horizon. A five-year agreement is too short. I assume that this issue will be addressed and discussed in the national transport plan. In addition, I must be allowed to add that it is bad to register and quite amazing that the fast bus companies are not very good at coordinating and cooperating on their market actions. Here, companies need to tighten up and to cooperate and play more closely with the Norwegian Tourist Council in international activity. In the end, I just have to say that the representative Inge Myrvoll's lyrical outcome fell quite brutally to the ground as he also fell on Bjørvika.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1131	The President recalls that all speeches should be addressed to the President and not directly to individual representatives.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1134	«The post is scheduled for Christmas, Mrs. Pigalopp», is a children's book I have read. Sense if not the huge social debate around the Post is going on now – not even in the Stortinget – it is nevertheless the task of the Stortingen to follow in the development of the Post. We receive from time to time some alarming signals that the post-transmission out in District Norway is significantly reduced. Examples tell us that people have got up to 7 km to pick up their mail. The last example I have received is from Nærøy, where the postal recipients should have been given the choice between three days' postal accommodation or to pick up the post office 7 km from the place of residence. From the Labour Party we ask ourselves whether this is a desirable development, and whether there is a sufficient offer for the population out in District Norway – this is seen in the light of the intentions of the Stortinget when the Post was transformed into BA. Also in the new concession terms of the Post there is a requirement for the Post to provide a comprehensive supply of postal services to households and businesses throughout the country. Services must be provided at good quality and reasonable prices. Postal consignments shall be delivered to the place of residence of the consignee. This requirement applies in the absence of exceptional circumstances or geographical circumstances. I expect the Council of State has noticed that a Joint Committee on Transport is concerned that this exemption clause in the concession will not be interpreted strictly enough, and has therefore found reason to mention this in particular in its budgetary observations. Over large parts of the country, subscribers receive their newspapers through the post office. There's no other distribution apparatus, and it's probably never going to be. That is why we in the Committee on Transport are united in the view that an additional portfolio increase will have a major economic impact on the small local authorities and on newspapers that are nationwide. The working party is of the opinion that the delivery of newspapers has great social value, and we believe that the cost of distributing newspapers in the districts must take this into account. It is a strength that the majority of the committee shares this view, and I believe that the Council of State has registered who is behind this majority comment in the vote. Someone would probably think that this is interfering with the Post Office's internal affairs. However, it is a fact that many newspapers are in the process of breaking their economy at postage tariffs. It is of social importance that we have a multiplicity of local press that reflects society also in the local environment. I don't think we're going to miss the reality that more post offices are being laid down. We are all consciously or unconsciously involved in creating this development by increasing the number of our visits to the post offices. The entry is only one of the stages that are being reorganised in the country. If permanent forms of cooperation are to be established in order to obtain public service offices, this must be done now before further reorganisation has taken place in the departments. And key guidelines for this should be developed. The Labour Party and I are pleased that the majority in this room share the view that such a solution can help the post offices expand their activities.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1157	As an introduction, I need to say that I am satisfied with the additions to the Coastal Administration chapter of 60 million. kr following the budgetary agreement. There has been a much higher degree of intensification of the framework underpinning this four-year period. Nevertheless, I am concerned that things take so long. The decision-making process is often known as decision-making more often than the opposite: decision on the City of the Ship Tunnel, decision on the future organisation of the Coast Guard Agency and action on more than adjustments within the Losvesene – I could find many examples. We all have to be better at taking the political grips that are not always the same pop lessons, but still necessary. The Labour Party, in its comments, has been the proponent for decisions to be taken. There are many tasks before the Coastal Plant's area that should have been resolved before we are going to deal with the National Transport Plan. In the last year's budget proposal, the Government wrote about the severe decay of fires and markings. It was and is still serious. The working party is of the opinion that resources within the Coastal Agency must increase access to more planning. The lack of such clarification must be eliminated in order to rationally use budgeted funds. The working party believes that the resources that are before the Coastal Works must be used far more strongly than they are today. With all the unsolved tasks we have on dredging, marking and maintenance, it is absolutely reprehensible that ships are put in storage and added on idle time while planes are missing. Then future guides to the fast panel are a much brighter reading. The working party is included in the multi-annual comment on the take-off, operation and route patterns of the fast route even after the current agreement expires in 2001. The majority agree that a contract for the purchase of transport services for the route between Bergen and Kirkenes will be continued for the next five years. The momentum is limited to 170 million. kr. The majority authorises the Government to negotiate this. Nevertheless, I find reason to clarify what the Labour Party has meant and said before and also has as its primary wish in the matter, and which we have as a special comment, together with SV, in the budgetary position of the year: ‘1. The State buys services from Hurtigruten so that it can continue daily sailing throughout the year on the whole route Bergen-Kirkenes even after 2002. It is assumed that State authorities which today define and approve the model of the fast route of navigation and arrival. 2nd@item: inlistbox The purchase is agreed upon following negotiations between the State and the companies. The aim must be to secure the sailings referred to in paragraph 1 for a period of at least 20 years with the right and ability of the State to continue a limited right of purchase and management thereafter. It is assumed that spaces are provided for the replacement of the two oldest ships so that operations can be continued by at least 11 ships.» If it was not possible to reach a more long-term agreement, there should at least be no doubt: this is and will be part of the Workers' Party's security. The working party wants to give this guarantee to the people of the coast, but also to those who will be operating and making the investments.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1181	The speakers who have the floor hereafter have a speaking time of 3 minutes.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1184	Traffic is an important tool for the use of the whole country, both in terms of busses and, not least, in terms of economic development. In many areas, we have come a long way to develop the road network, to invest in rail and to facilitate public transport. What is probably the biggest major problem today is the poor road standard in many places — in other words, missing roads to improve the road surface. Just in this area, I can't help noticing my own state, Telemark, a state that the state council visited a month ago, where he could self-inspect the poor road standard. It can be shown that Telemark has come all the way to the rear. Full 42 pst. of the national road network in Telemark does not have the standard that Statens vägvesen itself has seen. Telemark has received far too little funding for both investment and maintenance of the road network over several years, and measurements made show that the standard on the road surface in Telemark – and especially in District Telemark – is now the worst in the whole country. There must be little imagination to understand that the transport industry wears under such conditions. In addition, there is a direct danger to traffic. In the 1970s, Telemark laid a lot of solid cover. But it went beyond the basics. Telemark is a national centre of gravity for industrial production, value creation and renewal, and accounts for a much larger proportion of the country's export income than the population. If the state and industry are to succeed in their ambitions to further develop and strengthen potential for innovation and innovation for the benefit of Norway as an industrial nation, it is wholly dependent on having a greater share of means of transport than today's distribution. In order for the Storting to manage the National Transport Plan next year, the Storting and the State Council must take care that Telemark is in a special position. When it comes to next year's budget, this is likely to be seen as a betrayal of the voters, based on what the government has previously said and promised to commit. In the fall bids deal, 75 million more roadheads came to the highways, and it's a step in the right direction. So far, I'm satisfied that ten of these millions came to E134, because no tribal road in Norway has as bad a standard as E134, the most important all-year connection between east and west. Politics is about prioritizing. It is good rural policy, good industrial policy and good health policy to focus more on improving road standards.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1199	The size should be able to require a better offer on behalf of consumers by the NSB, at the same amount as the State and consumers currently pay. But so far, we don't know much about what we can really demand. commuters have previously filed a complaint with the Consumer Council because they have not received the goods they have paid for. They have been informed of this with regard to the delays, which NSB has had to follow. However, what we know little about is how the offer and service are related to the amount of money NSB manages. We only have experience of this when competition on the track is introduced. Monopol institutions must also be evaluated. Tenders within regular services have resulted in less subsidy needs. The State which owns and the Storting as the granting authority must be able to demand more for the money on behalf of consumers. Let me do the east line on the east fold track as an example. There has been a significant increase in the number of passengers despite many delays, poor material and cancelled trains – without informing the travellers. The service is basically on the bottom. And what could be the reason for that? The reason is tolls, heavy-duty tyres, high parking charges, on-road queues and increased petrol prices. – The State giant needs competition; the service is at the bottom. It is with amazement that I have listened to the debate on the construction of the Bjørvika tunnel, especially with regard to Mr Husøy's posts. The Workers' Party, the Advance Party and SV require the Government to launch the Bjørvika Tunnel project without increasing the scope. The Labour Party and the Advance Party also clearly have very different ways of financing the project. The Progress Party has its monopoly money, while the Workers' Party does not provide any coverage at all. And in Schjøtt-Pedersen's posts, billions were staggered in heaps. We have Oslopackakt 1 and we have Oslopackakt 2, we have Bjørvika, we've been dragging on the road capital, and we've been dragging on big projects. In addition, there's something like the Drama Package. And everything is concentrated down here in the East. But in the NRK Østfold, Schjøtt-Pedersen promises money for Phase 1 Eastfold package. He was quite clear in his statements; there was no doubt, it would be granted. And then it sounds like Schjøtt-Pedersen has his own sarep truck to take off. But unfortunately, the sareptac does not exist in the case of means of transport. And that would indicate that some projects need to be put at risk unless the framework for road investment is significantly increased. But with the experience we have from the past, we know that the Workers' Party has not exactly been a spearhead in increasing the framework for road investment. [[President clubs]]
ParlaMint-NO_1999-12-09-2.ana.ud2610e1212	Time's up.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1215	I am pleased that in the budget agreement between the Government and the Workers' Party, 25 million have been allocated. extra kr for reinforcements of the highways. And of course, I'm glad that Uppland is one of the states that's intended some of these means. I can assure you that this will come along well! But first on the wish list in Oppland is an improvement of Rv 4. Businesses in the Gjøvik, Land and Toten regions have now mobilized and require better roads. The 23 largest enterprises in this region represent 5,900 employees and a total turnover of NOK 8 billion. All these enterprises are dependent on transporting raw materials into the region and finished goods out. For the largest of these holdings, which are largely export enterprises, rapid access to the continent is essential if they are to continue producing in this region, not to say in Norway. Customers require goods delivered with limited time margins, and not a number of ferries may result in fines for late delivery. New row 4 except for the Raufoss center has first priority in Uppland. A traffic measurement a few years ago showed a traffic density through the centre of Raufoss of 12000 passenger cars per. 24 hours, but the need for repair is great all the way to Oslo. That's why many people think Rv 4 should have tribal road status. I am afraid that the other projects in Oslopacket 1 have become so expensive that there is now little left for Rv 4, therefore this package must be completed before new projects are started. So a little bit about trains on the west side of Mjösa. A lot of commuters to work with the Gjøvik Railway. In total, over 1.3 million people commute to and from Oslo per person. years. From the year and from the north, the census shows 250,000 a year. There is a great need for improvement in several areas to reduce driving time and make it more comfortable and attractive to drive trains. Between Roa and Gjøvik, remote control is needed, new extended crossing tracks, rail running upgrade and overhead line upgrade are needed. There should be better cars, preferably with an office car, to make the trip more comfortable for commuters. In addition, with time and time, there should be a connection to the Dovreban. With such improvements, far more would prefer to use the train in front of the car.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1230	It has been a little amazing to hear the Council of State's touching enthusiasm for the cooperation with the Workers' Party, about how lucky they have been who have been given increased road appropriations. I find it necessary to point out that cooperation with the Right would actually give greater road appropriations. Cooperation with the Right could lead to this government actually fulfilling its electoral commitments, for it is the majority in the Storting – if the Government will. There is a great deal of understanding that a government with a narrow parliamentary basis cannot fulfill promises for which there is no majority, but no one in this country understands why it is not possible to fulfill a promise that it is a real majority to fulfill. What happens in the road sector is that the state is taking less and less part, is taking less and less responsibility for having a decent road network, and is constantly pushing more and more of the bill over to the bombs and the motorists. We who have Europe's highest taxed drivers! They're starting to wonder where the money's going. At least they do not fall back into road investment. The government could do anything about this if it wanted to. It's just the will it's on. I am amazed that the government does not have the will to fulfill something it has actually promised and has gone to elections on. I asked a question earlier today in a reply, in which I called for the willingness to re-prioritize from the boat register to security measures along the coast. So far, 55 million have been spent. kr on the boat register for which no one has requested and no one needs it, while we have a growing lag in relation to the coastal marking. Now it is to be retrieved by cutting the rescue service. You have to build up the marking, but cut down on the emergency response. We who now have thousands of pleasure boats sailing along the coast! We have drowning accidents, we have accidents on board, and this government prioritises keeping track of the boats! People get to sail their own seas, literally, end up in the sea and stay there. That's what the Rescue Service is supposed to help prevent. The rescue services, such as: has escort service all summer, is now cut by 6 million. to return to the marking that the Government has not fulfilled its obligations to implement. I'm asking, where is the value base for the priority of this valuation?
ParlaMint-NO_1999-12-09-2.ana.ud2610e1243	In this three-minute post, I will take the budgetary impact of some projects in Buskerud. I feel there is a need for some clarifications to be adopted in the Committee. When it's about Dramamenspak, it's going to be $10 million. kr in the next year's budget. The need for money in the years to come will be enormous. But the sum that's being cleared covers the start of work on the parcel under the railway at Krefting's gate. It is likely to be completed. Expenses and unfinished plan clearances do not allow to allow larger amounts of next year's budget. It is a call to the parties to work out an agreed plan clarification to keep progress. So there's a one-way way in the Court and the follow-up to a plural decision from 1992. A co-conspirator's committee is now going in to finish this. In the village the flags went to the top when the committee had made its comments. Malurta in the beggar was just that the distance that was left had got the wrong name. We had written in the setting that the distance was called Brattåker – Rud, while the existing concept was Hansehaug – Rud. I asked the councillor to take this with us, as we still stay within the frame. With this, the Storting will have cleared away an old decision, and the villagers will have a safer school road. The Oslo Earth crossing is also a very important project. However, the routes for the Oslo region will not be sufficient until the connecting roads are in place. The members of the Committee, all without the members of the Progress Party, are united in it. Governments should contribute to the progress of these discussions. Here we talk about a toll project. I am very sorry that it was only the Swedish Labour Party and the Labour Party that would help ensure that the regional train Vögne was secured until the bank train on Bergensbanen arrived. The measure is so important for the Hallingdal region that the county is still set up. But the premise for it has always been that when the bank train arrives in the summer of 2000, the NSB has to make public purchases, as for other regional trains, if it turns out to be necessary. The working party will return to this matter in the budgetary procedure next year.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1259	The scheduled time for the evening meeting is soon to come. The President will propose that the meeting be extended until the current map has been completed. – It shall be deemed to have been adopted.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1262	Priorities in road appropriations are not always as easy to become wise. It has often seemed very strange to me to see large and expensive road projects being realised in parts of the country where the dietary benefit may seem very doubtful. It shouldn't be like that anymore. In Norway, priority should now be given to roads where they are most beneficial. In this context, I would like to point out that the part of E 18, which is route 7, from Oslo to Kristiansand, is among the country's most important transport corridors. The longest stretch of this part of E18 goes through East Agder, and only about 20 pst. by the line of roads at 11 miles through East Agder meets the requirements of the standard of the main road. The year-long lack of investment in E18 in East Agder is a real scandal, and both residents, businesses and politicians from the state have long been so upset by the government's lack of will to – or we shall say an understanding of – give priority to a completely necessary expansion of E18 through East Agder. The very poor standard of E18 in Agder today also has to be blamed for the fact that the very part of E18 that goes through East Agder has the deciduousest accident-related part of the E18 stretch. Can the Minister of Transport explain the people down there in South Africa why not the Government is willing to give greater priority to precisely that part of the E18 that is probably the road project that will have the greatest cost-benefit effect across the country in terms of investing road vehicles? Here we are talking about a road that has a volume of traffic that suggests that we should build a four-field highway, and then the road is there today as a winding, narrow, curved crooked path – it is like a monument of shame over the lack of Norwegian transport policy. I must say that I am absolutely amazed that the government does not yet seem to have realised that the E18 through East-Agder is among the most important road sections in the whole country to bet on. It is totally unsustainable that the government does not seem to propose more funds to that part of the E18 in the years ahead before even more lives are unnecessarily lost due to dangerous road conditions, and the whole region is going to be in the backyard because of the lack of a proper communication year for people and businesses in Agder and also for the whole of South Africa. A whole part of the country now suffers from a disastrously poor E18, and if what is in the national transport plan remains standing for E18 in East Agder, it is a regular mess, not just by E18 in Agder, but it is a mess of a whole part of the country.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1276	A modern society is totally dependent on communication, whether it's road, rail and air or speech, sound and image. Traffic may be more important the farther out of a center you come. In East Agder there is no regular airfield, but Kristiansand Airport Kjevik is our airport and works pretty well, but the necessary investments are postponed on time, which I regret. The railway is becoming important for travellers from East Agder to Oslo. The new tiltogens that are now installed on the Sørlandsbanen have reduced travel time and increased comfort. When the number of take-offs by the tilt train increases, the railway becomes an important competitor of the aircraft and the car. What seems to be a problem is that the path body is too curved; some travelers become “seasick”. This limits the speed. New and large investments must be made, connecting the Vestfoldbahnen/Sørlandsbanen, Eidangertunnelen etc. Then the railway is future for East Agder. What is too much of East-Agder is the big issue of travel, is E18. At a distance of 10 km from the E18, 85 pst live. by the inhabitants of East Agder. What makes it necessary to have standard E18 motorways is that then a sign is given to the motor vehicle from other traffic – local traffic, bicycles, kickers, tractors and pushchairs get their own roads. Trailers and transit traffic and those in a hurry may use the motorway. It will increase road safety, and many lives will be saved. E18 in East Agder is the most accident-affected road bill in the country after the population. East-Agder County, the municipalities and the Vegkontoret have realised the reality that with the small road allocations now given over the state budget, it will be 50-60 years before E18 through the county gets motorway standard. On this basis, it has now been decided to set up a toll company in East Agder. I have been thinking about being so close to roadblocks. There are bombs both in Telemark and in West Agder. Unfortunately, however, a practice has developed that the state is spending almost all its money on toll projects, so that the counties that do not have toll finance do not receive state funds either. That is why I would like to ask the Council of State, who has personally visited East-Agder, to bring the matter of toll financing before the Stortinget as soon as possible. A toll project is also being carried out at Setesdal on Rv 9. The application has not been sent here, but if the municipality and the business community want a toll station, I think it is within the framework that Stortinget has previously approved. But the principle of bombing on important highways comes up to treatment in Norwegian transport plan for spring.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1293	At the end of a debate such as this one is probably the big lines, or we're going to say the big transport projects, defensively deepened. So I want to use my three minutes to say a little about a smaller project, but a project that still plays an invaluable role for its region. This applies to Sunnhordland Airport A/S. The airport was used in the 1980s, and was the result of a strong local commitment, not least from the business community, which also played a significant role in financing the aerodrome. The routes to and from Stord have been strongly involved in enabling the industry in the Sunnhord region to assert itself in the elite division. With the challenges that this region is currently facing, not least as a result of structural changes in the supplier industry, the airport and air routes have had an even more important role to play. Good and fast communications are crucial for future industrial and industrial development. This aerodrome is probably one of the few in its kind to show operational surplus. In 1998, the number of journeys took place. 50000 passengers over Sunnhordland Airport. I hope that within a short time there will be a final clearance so that the aerodrome will have short track status. The closest challenge now is a new terminal building. That it is absolutely necessary is a mild and careful formulation. Once again, the region has taken the matter into its own hands and managed to complete the terminal development with large borrowings, municipal involvement and equity. Nevertheless, there is a state responsibility here. The so-called AFIS services at the Airport are the responsibility of the State. At least we should support the government financing of that part of the construction of towers and equipment. This is a little over 8 million. kr. The right hand side and the right hand side have their own comment on this. The Progress Party has yet to propose that the Aviation Agency should have a total of 5.3 million. kr to the project. The problem is that the Progress Party is not going in to add more funds to the Aviation Agency either. The proposal is literally a little airy, so I find it too easy to support such a proposal. Good wishes without adding fresh funds will not help Sunnhordland Airport. But I would like to stress again that it is no more than reasonable, just and fair that the State v/Air Navigation Agency enters into a financing part which is at least equivalent to the AFIS services in the new terminal building. If not, this should be resolved in connection with the treatment of the next year’s budget. In time, this will coincide somewhat with the use of the new terminal building by Sunnhordland Airport A/S.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1306	It was the committee leader in a line change earlier today – I think it was with the Council of State – that made me take the floor again. The committee leader strongly criticized the use of the 75 million. kr extra for national road investment involving the budgetary agreement between the Centre and the Workers' Party. He produced it almost as if it had now been pushed through a list of new road projects with small allocations. I think it's going to be something real to go so high on the track and criticise this arrangement when we read the following in the committee setting: ‘The members of the Committee of the Progressive Party and the Right will refer to the proposal of the majority of the Committee on Increases in appropriations for six road projects totalling 75 million. krones. These members support this proposal.’ Now the Progress Party and the Right have not done the lesson altogether, because there are not six, but seven road projects – but we can leave that behind. But the Right Party and the Advance Party support the distribution. And the seven projects that are now getting badly needed funds are not new projects that the Storting is now deciding to start up. Projects are in progress but have a rational drive, or have stopped due to a lack of appropriations. So there are no new projects that Storting is now deciding to start up. On questions from the Committee, the Ministry of Transport has replied that there are three national road projects which have stopped due to lack of appropriations. There's Rv 120 on Rome, it's E134 Edland-Haukligrend, and it's the tunnel on E6 from Beisfjord-Ferernes and into the Narvik center. We need to complete the road projects we have started before we start new, large-scale projects. Prior to the decision by Gardermoen as the main aerodrome, Stortinget agreed that Rv 120 would act as the unloading route. It became quite early that the road would not be finished until the opening of the airport last year. Nevertheless, the project was started three years ago, but then it said stop because of lack of funding. Also in the national press we have seen several pictures of bridges and road systems without connection, which have simply been stopped because of lack of appropriations. For this reason, the budgetary agreement means that we are now resuming and are gradually completing national road projects, important ones, which have already begun but have not been completed. And we have to make sure that these projects now get continuous progress. I hope that in two years' time we will have opened the new Rv 120 to Gardermoen, and I will make sure that the committee leader is specially invited.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1328	We are aware that the Stortinget asked to develop an action plan on road race protection. This plan was submitted by the Ministry of Transport in August this year. In St. prp. No 1 for 1999-2000, item 31 Racial protection premiums are reported, among others. as follows: ‘The Ministry will give priority to racial protection in future road appropriations and will, through this extra effort, help to ensure that, in those areas of the country where there are many razed roads, both life and health can be saved. The action plan foresees the continuation of the specific focus on racial protection through item 31.» The Christian People's Party naturally and necessarily sees this action plan for racial protection as the basis for its work on the national transport plan. It is with great wonder that we note that a large majority in the Committee on Transport are so concerned about weaknesses by having racial protection as a single budget line that they are now asking the Government to consider incorporating racial protection as part of normal national media in the treatment of national transport plans. The Christian People's Party will strongly stress that the racial protection plan must become a document that is actively used by the agencies that prepare proposals for priorities and provide a framework for the promises to the national roads in our country. The Christian People's Party is looking forward to giving us, through the right assessments and the right priorities, a name in Norway where people can travel without fear of race, travel without danger to life and health because of raced distances. It is important that extra bets are made when it comes to racial protection, and it is very important that mention and progress of racial protection are included in the national transport plan.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1346	It could be very much to comment on the debate, but in a 3-minute post you don't get to say so much, so I get to focus on the representative Husøy's posts. Let me first say that I think maybe there was something unprofessional. But now leave it. But she accused the Right of Lifting Breaks, and I don't think you should do that. The right has stood by the promises we made in 1997. At least in every budget, we've tried to meet what we put in. That there has not been a majority on the Storting to increase road allocation, we have also registered. And what do you do when there's no money for the projects you have? Yes, then I believe that it is right and reasonable to go in and take the projects that matter most, which are of the utmost importance for Norwegian transport. And that's in the perspective you have to see Right – we can say – preliminary reluctance to start in Bjørvika, simply with the background that we have a lot of road projects in this country. It was said here that when there are a significant number of road fatalities in East Agder and West Agder, it must be wrong to start building a road project that has the worst cost-benefit in Norway. There are no traffic problems in Bjørvika. It's not that, and then it's wrong to use society's resources on such a project while people are fighting on other roads. That's what's on the right-hand side of the equation. If it's the case that this house will be involved in giving more money to travel, yes, then we're also going to be in Bjørvika, but the will to prioritise we have, and we have to have it. That is what was my point to the representative Husøy: Yes, if Bjørvika can be financed outside the transport budget, in other ways, then the Right shall be included. But taking money from transportation, from other projects with much greater impact and far greater importance to people, that's wrong. I'm going to stand upright on that consideration wherever it might be, because that's right. Means of transport cannot be used in the manner provided for by the representative Husøy. Let me finish with the following: What happens after the representative Husøy has been up here and said she wanted to spend the money there? Yes, then the representative Oppebøen Hansen from Telemark comes up to the pulpit and tries to get money to Telemark. Then the representative Gravdahl from Uppland comes up and says she needs money for Uppland. Then the representative came from Buskerud and said that she also needed money for Buskerud. Then Gunnar Halvorsen comes and says he needs money for E18, and then Torbjørn Andersen comes from the Progress Party, who has been on the decision on Bjørvika, and complains about lack of money to East Agder.
ParlaMint-NO_1999-12-09-2.ana.ud2610e1357	Several have not asked for the floor on case No. 2nd@item: inlistbox [[Votation, see below]]
ParlaMint-NO_1999-12-09-2.ana.ud2610e1365	We then go to voting in case No. 2nd@item: inlistbox
ParlaMint-NO_1999-12-09-2.ana.ud2610e1372	A total of 13 proposals have been put forward during the debate. It's: proposal No 1 by Thore Aksel Nistad, on behalf of the Group of the European People's Party (Christian Democrats) and European Democrats, on the proposal from the Commission to the Council (Doc. 2, by Oddvard Nilsen on behalf of the Right-wing Proposal No. 3 and 13, by Inge Myrvoll, on behalf of the Socialist Left Party, proposals Nos. 4-12, from Oddvard Nilsen on behalf of the Party of Progress and the Right The President will first address minority proposals outside the framework area. The President takes first of all proposal No. 13, from the Socialist Left Party, which she understands has been turned into a transmission proposal. The proposal shall then read as follows: ‘It is recommended to the Government that the work on new E6 through Melhus be extended to look at new corridors, as the alternative through the Vass Mountain.’ The President proposes that this proposal be submitted to the Government without a vote of the facts – and considers it to be acceptable. The proposals are then put to the vote. 4-12, from the Party of Advancement and the Right. Proposal No. 4 sounds: «States sell their shares in SAS Norway ASA.» Proposal No. 5 sounds: ‘The decision requests the Government to suspend the national road haulage operation.’ Proposal No. 6 sounds: ‘The Government asks the Government to transform the Road Administration’s production department into a limited liability company.’ Proposal No. 7 sounds: ‘The decision asks the Government to establish the right of establishment and to abolish the requirement of a concession for express buses.’ Proposal No. 8 sounds: ‘The decision asks the Government to convert NSB BA into a limited liability company.’ Proposal No. 9 sounds: ‘The decision asks the Government to amend the provisions requiring the counties to redeem the means of operation of the routes being tendered.’ Proposal No. 10 sounds: ‘The decision asks the Government to bring an action for the submission of tenders in the form of subsidised regular services.’ Proposal No. 11 sounds: ‘The Government asks the Government to transform the Post Norway BA into a limited liability company.’ Proposal No. 12 sounds: ‘The Government asks the Government to abolish Posten Norway BA’s remaining monopoly.’
ParlaMint-NO_1999-12-09-2.ana.ud2610e1454	We are now going to the proposals under the framework area 18. First of all, there is a vote on proposal No. 3, from the Socialist Left Party. The proposal reads as follows:
ParlaMint-NO_1999-12-09-2.ana.ud2610e3482	It is then put to the vote on proposal No. 2, from the right. The proposal reads as follows:
ParlaMint-NO_1999-12-09-2.ana.ud2610e5502	It is then put to the vote on proposal No. 1 from the Progress Party. The proposal reads as follows:
ParlaMint-NO_1999-12-09-2.ana.ud2610e9552	It will then be voted on by B. Frame-independent proposals.
ParlaMint-NO_1999-12-09-2.ana.ud2610e9567	The party of progress has announced that they will vote against it. The roll-call boards showed that 81 votes were cast for the Committee's vote and 17 votes against. [[The vote will be taken at 5 p.m. 22.29.49]]
ParlaMint-NO_1999-12-09-2.ana.ud2610e9576	There are two votes missing.
ParlaMint-NO_1999-12-09-2.ana.ud2610e9579	I have not cast my vote.
ParlaMint-NO_1999-12-09-2.ana.ud2610e9586	I don't either.
ParlaMint-NO_1999-12-09-2.ana.ud2610e9593	Accordingly, the suspension of the Committee was adopted by 83 votes to 17.
ParlaMint-NO_1999-12-09-2.ana.ud2610e9621	Before we leave the Chamber, the President has been strongly encouraged to remind everyone that tomorrow the meeting of the Stortinges starts at 0 p.m. 9th@item: inlistbox I'll meet you in the morning.
