ParlaMint-NL_2018-12-19-tweedekamer-6.u1	I'll give the Minister the floor.
ParlaMint-NL_2018-12-19-tweedekamer-6.u188	Mr Slootweg has a question.
ParlaMint-NL_2018-12-19-tweedekamer-6.u189	Can Mr Nijboer also give me a hand in the election programme of the Labour Party? How much was the energy tax increased by you?
ParlaMint-NL_2018-12-19-tweedekamer-6.u190	I think the energy tax will go up, also in the years to come. I fully support that. We have also honestly said that people will pay more if we all want to green up, including in the tax system. There are two huge differences. One. We want to ask the companies more. Now consumers have to pay half and businesses the other half. We want to bring the ratio to 20%-80%. Two. We want to avoid the lowest incomes as much as possible. That is exactly what is not happening with this proposal. Now the lowest incomes have to pay exactly €60, just like the highest incomes. I think that's unfair, and that's where I come across in the rifle.
ParlaMint-NL_2018-12-19-tweedekamer-6.u191	It's always nice to have some insights after that, but let me give you a hand. For families, according to the Labour Party's electoral programme, the energy tax would be increased by 700 million.
ParlaMint-NL_2018-12-19-tweedekamer-6.u192	Mr Nijboer, would you like to comment on that?
ParlaMint-NL_2018-12-19-tweedekamer-6.u193	That doesn't go into the point I just made. I fully recognise that we are raising taxes at the highest incomes. In fact, we are even in favour of a 60% rate of income above €150,000. I know the CDA is against that, but I just support it. That's a lot more than that. What I find only unfair is that everyone, and especially the lowest incomes, who are often in rental homes and can't move their energy costs at all, will receive such an account from the Cabinet even before the climate agreement is concluded. That also makes sense to me, because we have also tabled and covered an amendment to the General Financial Reviews. We said we didn't want to. This proposal was not included in our electoral programme either. Thank you.
ParlaMint-NL_2018-12-19-tweedekamer-6.u194	Thank you. Mr Bruins of the Christian Union.
ParlaMint-NL_2018-12-19-tweedekamer-6.u195	Mr. Chairman. I thank the Minister for his answers. I welcome the prudent policy of this Minister of Finance, and I am pleased that, in addition to investing in the public sector and reducing the burden, we are also reducing public debt. For "a'j not sucky bin, bi'j der so through," they say on the Veluwe.
ParlaMint-NL_2018-12-19-tweedekamer-6.u196	What did you say?
ParlaMint-NL_2018-12-19-tweedekamer-6.u197	If you're not thrifty, you'll be right through it for the stenographers. Try writing that in dialect. In my first term, I drew attention to the decline in growth and the Dutch guarantees and what exactly they mean, what risk is attached to them. In my second term, I would like to ask the Minister whether he would like to add a beautiful page to the Blue Book. And since I call the Blue Book, I expect a generous commitment from the Minister and I do not need to make a motion. A beautiful page with at aggregated level a bar chart of all the guarantees given by the Dutch government and DNB on the Eurosystem, the IMF, the EIB, the EBRD and the ESM, in a multiannual perspective since 2008. Then we can well steer the weather down from those guarantees to the pre-crisis level. The Blue Book, I said, Minister. Finally, I recall that I have put my name under a number of motions, such as those tabled by Mr Sneller, to map out policy options for a possible next crisis, to possibly compensate households for the rising energy bill and for those of my green ally, Mr Slootweg, on possible options. I don't have any other motions of my own. Thank you.
ParlaMint-NL_2018-12-19-tweedekamer-6.u198	Thank you, Mr Bruins. Mr Van Rooijen of 50PLUS.
ParlaMint-NL_2018-12-19-tweedekamer-6.u199	Mr. Chairman. I thank the Minister for the answers. I had two more questions that I don't think have been answered. First of all, we are in favour of a reduction in the landlord's tax, much if possible, but with a binding agreement. This can be done by linking this reduction in the landlord's tax to a double agreement by the corporations. This has a flywheel effect for sustainability, both for old and new homes. It is an improvement on the climate objective. So my question is whether the Minister would like to answer that and perhaps undertake to look into it further, because I think that this is also a thought in the corporate world that may deserve support. If the government takes a step, they may be prepared to attach their own obligation to it. That could appeal to the Minister; then he will have a great earning effect. The second question we had asked was whether he would like to answer our plea to raise the legal minimum wage by 3%. I have referred to the many countries that lead us, with large deficits: America, England, Italy, Spain and recently France, with 10%. We are one of the few countries with a large surplus with Germany, at least a substantial surplus. Then we should at least see if we can improve purchasing power by increasing the minimum wage and thereby the AOW and the welfare allowance. I think that would be very helpful. I would ask the Minister to answer that question. But in this context, in the second term, I also have a motion for a resolution. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[having noted that, inter alia, the United States, the United Kingdom, Spain, Italy and France have recently increased the minimum wage by substantial percentages;]] [[Whereas all these countries have a huge budget deficit of several tens to many hundreds of billions of euros or dollars per year;]] [[Whereas the development of the social minimum and the minimum wage in the Netherlands can hardly or not keep pace with the increase in the cost of living;]] [[calls on the government to increase the legal minimum wage by 3% in the shortest possible time, on top of regular indexation,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Van Rooijen and Mr Leijten. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-35095-12]]
ParlaMint-NL_2018-12-19-tweedekamer-6.u200	I think it is a nice motion, but what strikes me is that there is no cover for this motion. That is strange for a former executive of the Ministry of Finance. How would this motion be paid for?
ParlaMint-NL_2018-12-19-tweedekamer-6.u201	We have tabled an amendment to the budget which provided for a substantial cover by using the expat scheme for this purpose and also abolishing the low income advantage. That gave more than full coverage. It was nevertheless rejected by the Chamber. We are now starting with a motion to promote thinking about it, because we are coming back with an amendment to do so at the appropriate time. But we had the cover. Part of it is still present, because the expat scheme still exists in part and the low income advantage still exists. So, in the spirit of this motion, you can think about the cover I have already mentioned, and perhaps you will consider the motion favourably. But we're coming up with the amendment again. We're just hanging in there. Thank you for your question.
ParlaMint-NL_2018-12-19-tweedekamer-6.u202	I now give the floor to Mr Stoffer of the SGP.
ParlaMint-NL_2018-12-19-tweedekamer-6.u203	Mr. Chairman. I would also, of course, like to thank the Minister for his comprehensive response and certainly for his benevolent attitude to reducing public debt further next year. He was still worried about the coalition. I could do it on his Veluws, but Mr Bruins said it nicely, so I think he already has the first supporter in the coalition. So I'm totally confident that it's gonna be okay. But I've missed one answer, Mr. Chairman. I have made a fervent plea for LNG and I have not heard that it has been taken over. I shall therefore table a motion for a resolution on this, because then I will have a firm answer and I hope I will have a positive answer. All the people who are doing that certainly hope so. My motion is as follows. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the Government has announced unexpectedly that the LNG refund scheme cannot be extended;]] [[Whereas LNG trucks do contribute to the sustainability of freight traffic and noise reduction;]] [[noting that there is currently no more sustainable alternative and that the use of LNG is a necessary step in the development of bio-LNG;]] [[noting the importance of supporting sustainability initiatives;]] [[calls on the Government to use the under-exhaustment of the LNG refund scheme to extend it;]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Stoffer. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-35095-13]]
ParlaMint-NL_2018-12-19-tweedekamer-6.u204	I noted in the motion that it was important to support sustainability initiatives. Certainly as long as there is no agreement on climate change, I should like to add that, but that is not in the motion for a resolution. I'm gonna give that to you.
ParlaMint-NL_2018-12-19-tweedekamer-6.u205	I shall suspend the sitting for a few moments so that the Minister can gather all the motions. Or can you start already and wait only for this last motion? That's good, too. The Minister has the floor.
ParlaMint-NL_2018-12-19-tweedekamer-6.u206	Mr President, thank you. I'll start with a few things that remain. First of all, I would like to say to Mrs De Vries that I fully agree with her summary of the commitment to examining what is going on with the estimate. I think it makes sense to make that commitment in the direction of Mr Slootweg, because he also asked for it and I did not explicitly mention it in the first term. So I still do. In the direction of those who asked for attention again on the increase in wages and purchasing power, I would like to say that both of them are in fact included. Once again, that is without guarantees, but that is indeed in sight and foreseen, not only by me, but also by the planning agency, which I think is even more important for the Chamber. The planning agency says in absolute independence that this is foreseen. But again, this is without guarantees on my part. Indeed, I forgot to tell Mr Sneller once again that, like him, I am very much in favour of thinking about reforms. If I had not responded too enthusiastically to this in the Financial Reviews, I will make it up to you immediately. Mr. Sneller also mentioned boxing. I must confess to the heart that my qualities in this area should not be overestimated. I've never competed. I think I already said once in an AO that I started judo after my 40th and I am now in the proud possession of the yellow band. But actually, I'm more of a skater, a rather mediocre one. Furthermore, many have pointed out the need to tell the whole story. I thought that would be wise. Mr Bruins asked about the Blue Book and had very specific ideas on how to look like that one page. That's what I'm gonna do along those lines. Again, it is also in the documents of the Millions Note. But I do understand very well that, if you think this is an important subject, this is a more convenient way to review it. I'd be happy to tell him. I would like to say to Mr Van Rooijen about the landlord levy: no, I think it is up to the Minister of EZK, inside or outside his climate cockpit, to look at the whole range of measures. I can't make a commitment on that right now. At the minimum wage, I will return to the motions. Mr. Chairman. In my opinion, that has left me with everything that was left and has had all the additional questions. I'm moving on to giving my appreciation of the motions. The first motion, the one in part No. 3, belongs to Mr Van Dijck. This one I must advise against; that will not surprise him. It is not wise, because purchasing power is already improving and there is no coverage.
ParlaMint-NL_2018-12-19-tweedekamer-6.u207	The motion in part No. 3 is not recommended.
ParlaMint-NL_2018-12-19-tweedekamer-6.u208	Yes, this motion is dissuaded. The motion in part No. 4 I must advise against, because the CO reduction is indeed necessary. I have also stated this in detail in the first term.
ParlaMint-NL_2018-12-19-tweedekamer-6.u209	The motion in part No. 4 is not recommended.
ParlaMint-NL_2018-12-19-tweedekamer-6.u210	The motion in part No. I should also advise against five. There's no cover on the load side.
ParlaMint-NL_2018-12-19-tweedekamer-6.u211	The motion in part No. 5 is not recommended.
ParlaMint-NL_2018-12-19-tweedekamer-6.u212	That motion is indeed dissuaded. The motion in part No. Six, I think, is wise. As far as I am concerned, the motion strikes the nail on its head, but also leaves the room to appreciate. I didn't notice the symbolism when I read it immediately, but I do share that kind of symbolism is important. I would therefore like to leave this motion to the House's judgement.
ParlaMint-NL_2018-12-19-tweedekamer-6.u213	The motion in part No. 6 gets judgment room.
ParlaMint-NL_2018-12-19-tweedekamer-6.u214	Mr. Chairman. Then I'm the motion in part no. 7 by Mr Slootweg and Mr Bruins. This one's about the green bond stand. They formulate it differently, but according to this is what they mean. I can leave this motion for a resolution to the Chamber, because I fully understand that this could help. I have been thinking about whether this can be done within this time limit, but I suspect that this will work. I can very well follow the thinking of the substance. The motion in part No. 7 I would therefore like to leave the Chamber of Appeal. Mr. Chairman. Then the motion to part No. 8 by Mrs Leijten. I'm gonna have to dissuade this one. That can't be a real surprise, given the debate we're having. Of course, the Chamber deals with the legal basis of the various budget articles, but I must advise against this motion. Mr. Chairman. Then I'll be at the motion in part No. 9. In addition, it is important to be equally specific. The cabinet wants to take this for granted, but I cannot do it at this stage. If I can understand the motion in such a way that, at the time when the cabinet implements it, there will be the dialogue that is always there, of course, when it is implemented, I fully agree with it. But I tried to explain in the first period that it is sensible, prudent and pure to create such a reserve when you think that the state of the crop requires it and that there are a lot of uncertainties, but that you cannot yet give it. If Mrs Leijten means that we are going to do so at the time when we are going to make money out of it and spend it, then I very much agree with her, but at that time I would like to give the various colleagues the opportunity to come up with plans first.
ParlaMint-NL_2018-12-19-tweedekamer-6.u215	The Minister read the motion so well that he saw that there was indeed an 'n' missing, but he managed not to interpret the motion properly, because that is exactly what I am saying, namely that the Chamber could exchange views on this matter before irreversible money was spent from that fund. That says inherently that it is about when the government is actually going to fill that out. So that does not ask for tomorrow, the day after tomorrow or a year from now, but when the government intends to spend money, it also requires that we do not do so in such a way that we get a copy of: we have done this and sorry, you cannot talk about it anymore. That's all I care about.
ParlaMint-NL_2018-12-19-tweedekamer-6.u216	Why did I specifically mark this on this motion? Precisely because we have had the debate we have had. Mrs Leijten, but also Mr Nijboer, I should like to put it this way, criticizing the fact that it has not already been delivered ready-to-use. I think it goes without saying that there should always be room for the debate on the expenditure we are doing. I can also promise that, but I am not going to promise that we will come up with all these plans in January or February. I would really like to leave that with my colleagues in the cabinet.
ParlaMint-NL_2018-12-19-tweedekamer-6.u217	It doesn't say that either. It merely says that for decision-making on spending, a planned spending, at least what is the plan is shared with the Chamber, so that the Chamber can also say: ho, wait, we think it can be done better or else. Or the Chamber will give the cabinet the blessing for that spending. That's what this motion is about. There's not a single time in it when it has to be. It is simply a question of keeping an eye on how the 500 million is spent in that CO fund and whether it is effective. 'Cause that's what everybody loves.
ParlaMint-NL_2018-12-19-tweedekamer-6.u218	Absolutely, everyone likes that; I noticed that again today. I can leave the motion to judge Chamber, but the cabinet will then also make a proposal to the Chamber by means of supplementary laws. Then the Chamber will have the opportunity to discuss this at that time, but that is also the normal course of action. If we understand each other that way, I can make the motion in part no. 9 so leave judgment room.
ParlaMint-NL_2018-12-19-tweedekamer-6.u219	The motion in part No. 9 gets judgment room.
ParlaMint-NL_2018-12-19-tweedekamer-6.u220	The motion in part No. 9 gets judgment room. On the motion in part No. 10, I'd already taken an advance. Looking more broadly at what you could do if the economic weather actually turns and deepens you into reforms, I think it's wise. I think it should be a two-stage rocket: I will first let the Chamber know at the beginning of the next year how I propose to investigate it and then I will investigate it. Because it's still quite a complicated and delicate piece of work to come up with something that will really help you at a later moment in the future. I do not think that is what Mr Sneller is looking for.
ParlaMint-NL_2018-12-19-tweedekamer-6.u221	But with that reading, the motion is given in part No. 10 Judgment Room.
ParlaMint-NL_2018-12-19-tweedekamer-6.u222	That's right, Mr. Chairman.
ParlaMint-NL_2018-12-19-tweedekamer-6.u223	The motion in part No. 11 by Mr Nijboer.
ParlaMint-NL_2018-12-19-tweedekamer-6.u224	The motion in part No. 11 I can see somewhere halfway through the operative part, namely up to and including'structural'. The vote will take place tomorrow at 5.30 p.m. So yes to providing insight into the underexhaustment, but given the operative part, I must advise against this motion.
ParlaMint-NL_2018-12-19-tweedekamer-6.u225	The motion in part No. 11 is not recommended.
ParlaMint-NL_2018-12-19-tweedekamer-6.u226	Then I think I've arrived at...
ParlaMint-NL_2018-12-19-tweedekamer-6.u227	The motion in part No. 12 by Mr Van Rooijen.
ParlaMint-NL_2018-12-19-tweedekamer-6.u228	Yes. I must also advise against it. The motion seemed naturally sympathetic at first sight. I thought Mr Van Rooijen was particularly concerned about young people. That was a positive surprise, but then it was also about the AOW, and in general I don't think this is wise. So I must advise against this motion.
ParlaMint-NL_2018-12-19-tweedekamer-6.u229	I thought the Minister's comment was omine. Of course we think of the young. But then he said: then it also has consequences for the AOW, those are the elderly. Is that the only reason he's against the legal minimum wage, apart from the link? Are you even in favour of raising the minimum wage?
ParlaMint-NL_2018-12-19-tweedekamer-6.u230	No, I'm against it in general, because I don't think it's necessary. I just wanted to point out that the fact that Mr Van Rooijen's flag operates here is no surprise that he is particularly hard on the elderly. I thought it was a positive surprise that he would like to look at this intergenerationally, but I think the motion is unwise. I do not think it is necessary in the Netherlands either, given the state of employment and the position of young people.
ParlaMint-NL_2018-12-19-tweedekamer-6.u231	In particular, I referred to Macron's recent move to increase the statutory minimum wage in France by 10%, bringing it above Dutch. France has a deficit of 3.5% with a surplus of 1. How do we explain to our citizens, especially in view of the climate measures that will come from 2020, that our legal minimum wage is simply frozen, apart from a very small indexation, fortunately due to low inflation?
ParlaMint-NL_2018-12-19-tweedekamer-6.u232	It is really not right what Mr Van Rooijen says. It's just really not right. The Planning Bureau explained today that 95% or 96% of citizens will be making progress next year, following the best observation of the Planning Bureau, by 1.6%. All the figures we have seen on the new agreements made by employers and employees on wages show a positive trend. I would also like to add that, as far as I am concerned, the cabinet has set the right example by also concluding collective agreements which show a clear and significant upward trend for government officials, but also for police and educational staff. So in all courtesy, as Mr Van Rooijen says, it just doesn't add up.
ParlaMint-NL_2018-12-19-tweedekamer-6.u233	Mr Van Rooijen, I would ask you not to reopen another debate. We are now discussing the assessment of motions and unfortunately your motion has been denied judgment.
ParlaMint-NL_2018-12-19-tweedekamer-6.u234	Mr. Chairman. Finally, I would like to make one final point. It wasn't meant to be on January 1st, it wasn't in the motion. It's meant to be from 2020 and now to give the signal to do it.
ParlaMint-NL_2018-12-19-tweedekamer-6.u235	I have to add that there is no cover for the motion.
ParlaMint-NL_2018-12-19-tweedekamer-6.u236	The motion in part No. 12 is not recommended. Then the motion to part No. 13 by Mr Stoffer.
ParlaMint-NL_2018-12-19-tweedekamer-6.u237	Then the motion to part No. 13 by Mr Stoffer. I understand him, but I would like to say in his direction that this is not a surprise. This is something that has been going on for a long time and that the sector has had to see coming. The measure has also been evaluated and costs are simply not related to benefits. So I'm gonna have to dissuade that motion.
ParlaMint-NL_2018-12-19-tweedekamer-6.u238	The motion in part No. 13 is not recommended.
ParlaMint-NL_2018-12-19-tweedekamer-6.u239	That brings me to the amendment to which Mr Nijboer rightly referred. I have to advise against that, too. If I have read it correctly quickly, on the one hand, revenue and expenditure are mixed up, but we also believe that this CO reduction is necessary. So I must also discourage the amendment.
ParlaMint-NL_2018-12-19-tweedekamer-6.u240	I have to stay cheerful, so I do, but it's twice wrong what the minister says. It is not a mix-up of expenditure and burdens; it is just as the Minister himself does with his budget reserve: book in the Department of Social Affairs purchasing power reserve. That is just an item of expenditure like there are more expenditure items on Social Affairs. The second thing the Minister said is that we really need that fund. No, it comes on top of the reserve that the minister has, exactly according to the same methodology. I find it a little strange that the Minister here in Parliament uses two arguments which are incorrect while we are carrying out our co-legislative task.
ParlaMint-NL_2018-12-19-tweedekamer-6.u241	I maintain both arguments, but I would like to add a third. Then we are back to an earlier part of the debate. Look, the substantive premise here is that something dramatic would go wrong specifically for this group. The essence of my speech has now been twofold. First of all, tell the rediscovered theme of the whole story.I would like to point out that if you look at the pictures where the energy bill gets higher, where the basket of groceries is in, where the care premium is in, it looks good under the line for by far the Dutch next year, says the Planning Bureau. Secondly, I have also been very clear about this: it is the task of the cabinet and of all the others who are sending in that cockpit, to ensure a significant reduction in CO because it is necessary for the climate and to ensure that the burden falls in a proportionate way. And I don't want to anticipate that further.
ParlaMint-NL_2018-12-19-tweedekamer-6.u242	I would like to give the Minister the opportunity to withdraw his remark, namely that he maintains the two arguments he uses in this amendment. If he doesn't, I'm about to make an order proposal. It is not right that expenditure should be covered by burdens or that they should be confused. It is simply a valid argument, because I use exactly the same methodology that the Minister uses. It is also wrong that I should take a hold of the reserve proposed by the cabinet. That's just not in the amendment. I do not accept that the Minister is using false arguments towards us as co-legislator. I think the Navy's note is pretty rattling on all sides. "Incidentally-structural" cannot even be explained. We have had an extensive debate here, but I am not going to say that my amendments are not correct. If the minister keeps that going, he's gonna have a big problem with the PvdA.
ParlaMint-NL_2018-12-19-tweedekamer-6.u243	Well, that's something to chew on. Then I'm going to name them from the back to the front. I said three things. He will disagree, but I do not think that Mr Nijboer has a discussion on the third point either. On the second point, I understand that Mr Nijboer has a different weighting, but that is what we are saying: CO reduction is necessary; we have already allocated 500 million. We do not see why we should now want to make an additional reservation for the specific objectives set by Mr Nijboer. I would also like to ask Mr Nijboer: I do not see why he thinks that argument would be misleading. I'll get to the first one in a minute.
ParlaMint-NL_2018-12-19-tweedekamer-6.u244	When is that gonna happen, Mr. Chairman, the first one?
ParlaMint-NL_2018-12-19-tweedekamer-6.u245	I'm gonna take a look at the minister. It would be nice if he could finish his reply on this amendment.
ParlaMint-NL_2018-12-19-tweedekamer-6.u246	In my view, the third and second arguments are already convincing. I have to reread the exact text, because I just got it. So I will argue the first one again. Once again, for me alone, the third and second arguments are sufficient to discourage the motion.
ParlaMint-NL_2018-12-19-tweedekamer-6.u247	It's an amendment, not a motion.
ParlaMint-NL_2018-12-19-tweedekamer-6.u248	Sorry, Mr Nijboer is right.
ParlaMint-NL_2018-12-19-tweedekamer-6.u249	Yeah, and on the first point, too. It is said to an opposition party: your amendment is inadequate; the coverage is inadequate. Mrs Leijten has quite rightly made a point of this: on the budgetary right of the Chamber, on how the Minister deals with it and on how difficult it is for Members of Parliament to cover it if they do not know what is occasional and what is structural. The Minister says very lightly "Mr Nijboer is throwing it a bit mixed up; he raises the burden and he spends it," but that's just not true. I would like to give him the opportunity to take that back and say: that was incorrect, that judgment is incorrect and I do not take it back on the basis of other arguments. I do not share those arguments either, but well, that is allowed in politics. But I'm not gonna let you tell me it's not right if it's right. The Minister of Finance has a heavy responsibility for this, because he is ultimately Minister of Finance, he monitors the budgetary rules. I just want my amendments to be appreciated.
ParlaMint-NL_2018-12-19-tweedekamer-6.u250	Yes, Mr. Chairman, just a little while longer. I take this very seriously, of course. That is why I have also said earlier in debates towards Mr Nijboer and also more broadly that the Court's budget law is fully in line with my view. But unless I have misunderstood, what is the distinction between the reservation made by the cabinet and Mr Nijboer's motion? Again, if it's different...
ParlaMint-NL_2018-12-19-tweedekamer-6.u251	The amendment.
ParlaMint-NL_2018-12-19-tweedekamer-6.u252	Mr Nijboer's amendment. If it's any different, I'd be happy to be briefed. We have said that we are making this reservation for additional expenditure on CO reduction. I think Mr Nijboer wants to fix here on the revenue side. That's how I understood it.
ParlaMint-NL_2018-12-19-tweedekamer-6.u253	This is an amendment to the Social Affairs budget: to add 500 million to the expenditure side of the Social Affairs budget to compensate for the purchasing power of people affected by a high energy bill. That's just publishing. There are a lot of expenditure on the Social Affairs budget. It's one of our biggest budgets.
ParlaMint-NL_2018-12-19-tweedekamer-6.u254	Let me go into more detail, because I think that is important in order to avoid misunderstandings. It is really obvious to do purchasing power through income, and I am keeping that going. That's exactly what we're doing. That is exactly what every August decision is about. But Mr Nijboer is right: in theory it can also be done on the expenditure side. So I shall at least amend the first part of my reply. I'm not taking anything off the second and third. I simply consider that logic of substance to be different from Mr Nijboer.
ParlaMint-NL_2018-12-19-tweedekamer-6.u255	I am glad to have the opportunity, Mr President, because otherwise, if there is no other way, I will ask for a third term. It is not the case that expenditure is not used for purchasing power. The AOW is a purchasing power instrument. All fees are part of it. The childcare allowance is on the SZW budget. The rent allowance is on the Home Office budget. Then I get the argument from the Minister of Finance that purchasing power does not go through expenditure. What am I supposed to do with that as a Member of Parliament? The Minister's second argument was that he disagreed with the CO fund. I didn't like the argument, but I do support it. Except it's a half-billion off. That is simply a factually incorrect argument against my amendment, isn't it?
ParlaMint-NL_2018-12-19-tweedekamer-6.u256	Let's talk about that reservation one more time. It seems that Mr Nijboer and I disagree. I think it is sensible and prudent. I agree with him that there should then be a basis. I think I have just said to Mrs Leijten that, if we do this properly, by means of a supplementary law, the Chamber will still be able to judge it. That is why I can give Mrs Leijten's amendment to the Chamber's opinion.
ParlaMint-NL_2018-12-19-tweedekamer-6.u257	Motion.
ParlaMint-NL_2018-12-19-tweedekamer-6.u258	Excuse me, it's late in the week and far into the debate. I shall go back to the amendment and the revenue and expenditure. Mr Nijboer is right to say that it applies, for example, to the AKW, to child care schemes and to child care allowances. But it is true that Mr Nijboer knows better than anyone else that you normally do repairs on the burden side, on the revenue side, in the August decision-making process. We can do it here. I don't think it's that obvious. But I would like to amend that, as I said to him just now, my first argument in that way. I do not think it is obvious, but that in itself is no reason to make it completely impossible. I'll keep the substantive weighting.
ParlaMint-NL_2018-12-19-tweedekamer-6.u259	Then it is clear: the amendment is right, right and right, and it is a political choice whether you want it or not. Given the great words their group chairmen spoke about purchasing power and the energy bill, I expect support from the coalition parties. In the end, I did get the Minister's argument.
ParlaMint-NL_2018-12-19-tweedekamer-6.u260	This was about the amendment to item No. 4 by Mr Nijboer. But, if it is right, there is also an amendment by Mrs Leijten which must be judged in the fullness of this debate. Because we are going to vote on these amendments and motions tomorrow.
ParlaMint-NL_2018-12-19-tweedekamer-6.u261	Mr President, which have I...?
ParlaMint-NL_2018-12-19-tweedekamer-6.u262	I'm just assuming the government will take over.
ParlaMint-NL_2018-12-19-tweedekamer-6.u263	Yes, Mrs Leijten, I expect that too, but I would like to hear it from the Minister himself. There are two amendments. Perhaps it would be wise to suspend for a minute, so that the Minister has everything together.
ParlaMint-NL_2018-12-19-tweedekamer-6.u264	I'd love to.
ParlaMint-NL_2018-12-19-tweedekamer-6.u265	I give the floor to the Minister.
ParlaMint-NL_2018-12-19-tweedekamer-6.u266	Mr. Chairman. The messenger was so good as to whisper to me what caused the misunderstanding in a practical sense; the amendments were tabled yesterday and are therefore not in the Chamber. So that's why I missed that piece of text when I was preparing it, but of course I only charge it to myself. I must advise against the amendment because the proposers want to make a one-off contribution to energy costs. Once again, I am back at the heart of my speech on this subject, it is a balanced package on the overall burden for 2019. That's the first part. The second part is that, as a cabinet, we have explicitly undertaken the task of weighing up the burden on all groups, but also on middle incomes and lower incomes in all the measures we intend to take in the area of climate change.
ParlaMint-NL_2018-12-19-tweedekamer-6.u267	These are the concessions for the low and middle incomes, as I say to Mr Stoffer, who, of course, always pretends that the SP does not stand up for the middle incomes. There's money left over from the general budget. That is not an official post, but that money is there. We say: do a great deal now to pay off public debt, which the government intends to do, and bet 1 billion for households who see their energy bills rise harder than the government anticipated.
ParlaMint-NL_2018-12-19-tweedekamer-6.u268	Even after this last interruption, I will not change my mind.
ParlaMint-NL_2018-12-19-tweedekamer-6.u269	This would discourage the amendment.
ParlaMint-NL_2018-12-19-tweedekamer-6.u270	It is a pity that you can reserve half a billion dollars for yourself for future costs and in that way you say that you are careful but that you let the ordinary people, the households, the families pay the bill nicely and do not arrange anything for that. You can call that all prudent, but I might call it a little unfair.
ParlaMint-NL_2018-12-19-tweedekamer-6.u271	Mr President, let me conclude by wishing all Members a pleasant, blessed, happy or simply a good Christmas. Thank you.
ParlaMint-NL_2018-12-19-tweedekamer-6.u272	Thank you to the Minister and thank you to the members. This brings us to the end of the debate on the Autumn note.
ParlaMint-NL_2018-12-19-tweedekamer-6.u273	The many amendments and motions for resolutions will be put to the vote tomorrow. I'll suspend for a few moments. After the suspension we continue with the VAO Multiannual Financial Framework.
