ParlaMint-HR_2015-03-12-0.u103936	... [[The speaker is not enabled.]]
ParlaMint-HR_2015-03-12-0.u104207	Ivan Shuker's reply to the replica.
ParlaMint-HR_2015-03-12-0.u104208	My colleague Bačić, if I am not usually wrong about the laws of the defence by representatives of the Ministry of Finance and very interestingly that the Government has not sent representatives for this law, it has not indicated that there are representatives of the Ministry of Finance, so the institution that conducts the negotiations and everything, and the other participants and credit users only participate in the negotiations in certain segments. However, such laws are always defended by the Ministry of Finance. And I'm sure that this is the case that came out of the ministry, actually, if this was the case from the Ministry of Finance, it would never come out because people who work with international financial institutions would never write this kind of work. So it's obvious that there's been a dispute here that the Ministry of Finance didn't want to sign, and then it's accepted by the resolution ministry which, from the moment the negotiations were concluded and everything, took, what, five or six months to sign the contract. But you yourself said, unfortunately in this Committee in rhetoric, apparently some inconsistencies are reserved for one political option and others are extremely important. It will be very interesting to see how many of these things have been signed away from the Croatian Parliament. So eventually, when you look at the number of unconditional opinions in the ministries, he instead of increasing, he fell for 2013. And the logical thing if brought, if fiscal discipline is strengthened, if legislation is done, then the logical thing is that budget users are better and better at spending financial resources. And then it would be logical for not only the Ministry of Finance and another or two ministries to have an unconditional opinion but also to be over 50% of the budget beneficiaries. But when... This document is then certain that the resolution ministry cannot receive an unconditional opinion for either 2014 or 2015. [[The speaker doesn't understand.]]
ParlaMint-HR_2015-03-12-0.u104209	Tomislav Klaric, replica.
ParlaMint-HR_2015-03-12-0.u104210	Mr. Shuker, you said that this explanation was written creamy. This isn't even an explanation, this is how we got it, this is a material that can go straight to the state's attorney's office. Hypothetically, what could happen to the mayor of Zagreb or any city or municipality that would, in this way, go into the realization of a project that, on the basis of unsecured funds, based on incomplete documentation or any problem with the documentation, would be awarded to a single contractor who is larger in million amounts than the amount he has secured in the budget.? And if he called 2 years after he went into the realization of the project of his city council, municipal council or assembly to give him consent to assign a city or municipality, what would happen to him, where would he be? Is this an explanation? Is this supposed to be explained? Well, these are the facts, God's people, there's been an open competition on something that wasn't good. They agreed to work on an amount that wasn't secured. After the beginning of the work, the contracting of works moves towards this Parliament to bring and raise the hand to be in charge of the amount of funds missing with 5 million and 600 thousand kuna. What would happen to the mayor of Zagreb, Rijeka, any municipalities or cities if they set out in this way to implement the project? Is this an explanation? And after all, who's supposed to explain it? I don't see a word written by the Ministry of Finance here, what he thinks, maybe it would be good for someone to actually deal with this business by not reducing the importance of the project, of course supporting it entirely. But this isn't how it works. And now we're forced, put in a position to raise our hand for something we don't think is right. [[/Stupid Zgrebec: Ivan Shuker, reply to the replica. Thank you very much. It's a good time.]]
ParlaMint-HR_2015-03-12-0.u104211	Ivan Shuker, reply to the replica.
ParlaMint-HR_2015-03-12-0.u104212	So I told my colleague Klaric at the beginning of my debate that there was a Public Procurement Act. And if we tried to apply the Public Procurement Act to this, then it would be negative for the Proposer of this kind of text because it's something that just can't go through. But even more stupidity is the goal that the law wants to achieve. Look, we're signing a practically annex loan, actually a loan contract that we already signed. And look what's written here, here you mention the amount of personal loan, you mention the amount of this, so in this document we're talking only about 5 million and 600 thousand euros and here in this explanation there's nothing to mention this because this contract that's signed is signed according to its references. If the same references stand, however, now that we're going to split, the question has been raised since when these 15 years have elapsed whether from the moment of signing the first contract or from the moment this House adopts these additional 5 million and 600. That's why I'm saying, it's no good to have a mustache because there's practically no mention of these 18 million and 800 in extra material, but it's only about 5 million and 600 thousand euros. And therefore, in a complete explanation, it should stand exclusively for that. But I repeat, someone is obviously allowed to do everything, but the jug goes to the water until it breaks and when it breaks, all kinds of food chains are seen.
ParlaMint-HR_2015-03-12-0.u104213	Comrade Branko Bačić, come in.
ParlaMint-HR_2015-03-12-0.u104214	Thank you, Madam Vice President, Your Honor, Deputy Secretary, Mr. Assistant Minister, We will certainly support the construction and construction of the ferry port of Split because this project has already started to develop 12 years ago, but given the problems encountered in the resolution of property-legal relations and given the bankruptcy of Dalmatia wine on the one hand and on the other side of the Adriatic fishing, it was not possible to define maritime well-being and this has stalled from year to year. With the pre-accession Maritime Strategy of 2005 we define the summer bonds as we then coloquially called them which is one of... projects in Croatian maritime and whose realisation should have contributed to the quality of providing services in the ferry port Split, which is, as we have already heard on the 3rd or 4th port in the Mediterranean, no matter, but in any case over 4.5 million passengers is a respectable number which cannot serve existing port infrastructure. [[The speaker doesn't understand.]] But it was not the only project that was late and in which, apart from this creaminess, non-transparency, the illegality of the Government of the Republic of Croatia is, in a certain way, dragging to the right if I can say it all the projects in Croatian maritime affairs. I argue that 600m euros as far as is included and how far it is implemented through 6 national ports in the Republic of Croatia should have an adequate realization, a quality response in the opening of tenders for the use of the port infrastructure through the exit and establishment of concessionaires for port counter-structure. Unfortunately, none of the state ports, whether it is the port of Rijeka, the port of Zadar, the port of Sibenik, the port of Split, the port of Ploče or the port of Dubrovnik, so none of those 6 ports of national importance for which there are signed contracts with international institutions, whether this is the case with the EBRD such as this project or the World Bank, such as the Ploca project and the project Rijeka, or as the project Gaženica with the German bank, so all these projects are late on the one hand, and on the other hand the government has not responded properly. What the Government had to do, Mr. Deputy, and to what we as parliamentary representatives have been trying to encourage you for years, it has not been done by the Law on Maritime Good and Seaports, which would have been a good response to this huge investment in port infrastructure. 600m euros in investment in Rijeka... project, in the port of Gazenica, in the construction... in Sibenik, in the realization of summer connections in Split port, the project of integration of trade and transport in Ploča and the construction of a passenger port in Dubrovnik did not find a good answer on the selection of concessionaries. I believe that it is now the Port Authority of Split, and first of all you should have encouraged it, you should have gone to determine the future concessionary because the construction of the Split port infrastructure did not complete the Split port. Summer bonds require huge investments at the port's superstructure as well. We're not at this point, at least I don't know, if I'm wrong there you can deny me, but we didn't go into the realization of concessionaires that would build a port superstructure in Split's port without which such bonds and such an investment almost remains I won't say a dead letter on paper, but it's not fully realised. We're late with the Rijeka port, we don't know what to do with a concessionary on the Zagreb coast, we don't have a tender is scheduled, nobody answered but we don't have, at least I have no idea what's wrong with the Zagreb coast. An investment of 200m euros in Rijeka port, you know it very well, without building a valley, valley, whatever we want to call railway lines from Rijeka to Botov has no purpose. Where's that project? It's late. We have become a member of the European Union, and we still have not run for the project, nor are we in a position to run for it. What I want to say is that huge money is being invested in port infrastructure, primarily by borrowing the state. One of these projects is the external links of the Split port, today we will be in charge of another 5 million and 600. It is a drop in the sea of these 600m euros, but it does not return to the Croatian economy almost absolutely nothing until we determine the concessionaries that will put these ports into operation. And when the port is put into operation, then 1 euro in that port of the state and all activities that are based on the original port activity means 20 times the amount. So Rijeka's port due to the non-building of the Zagreb coast, due to the unrealization of the valley railway, is almost a port that is only based on the continental terminal Brajdica and nothing more. It's at this point if it's 180,000 containers and that's all we've achieved at the port of Rijeka. We have invested in the purchase of Samsung cranes over 40m euros, we have raised that beard to a high level but for the Croatian economy, for the interest of the Republic of Croatia almost means nothing unless the basic investment is arranged, it is the Zagreb coast and if the railway line is not arranged to Rijeka. There we threw huge money, in Rijeka we were in charge of one-fifth of the funds we needed to build all Croatian highways, and nobody mentions it, and that port unless it was completed with these projects that I was telling you about makes no sense. We spent a lot of money there, and we still don't know a future concessionaire on the Zagreb coast. It's a similar situation with Gažnica. It's a similar situation with Gažnica. It is also a temporary solution to the construction of an administrative building in Gazenica, undermining the project. There's nothing from the fishing port, there's nothing from... the harbor, there's nothing from ships on circular voyages. The gazenica will not be able to return to the state budget what was expected of the gaženica that it was built according to the project originally designed. That's the situation with this project in Split. We are talking here today about 5 million and 600 thousand euros as long as it takes to complete this project, but when we finish it, it's only at the beginning and I don't see why the Government doesn't pass the Law on Maritime Good, why not simplify the concession procedure on the maritime good. We offered you a solution from the HDZ Club, you rejected it. You have the right to do so, I do not deny it to you, but you should have defined and simplified the process of concessioning and economic use of maritime goods in Croatian ports. We will practically invest huge money in something that will be practically without any influence on the Croatian economy, not to speak on the Croatian... system and on the Croatian transport system. That is why I call on you to make this law as soon as possible, to concentrate and to concentrate and to the Zagreb coast, to arrange the Split port, it is the only way to encourage the Croatian port system and through it the Croatian economy. I mentioned earlier that for the 1 euro, dollar or kuna that turns in the Croatian port system, the Croatian economy has 20 kuna benefits from 1 kuna that is coming into the port system. And I will end up as well as my predecessors from the club, so we see this project as something that we started, in which I am personally bound, and I have participated in making an idea solution in solving hundreds of meetings with the State's Attorney's office in order to resolve the issue of bankruptcy of Dalmatia wine and thus enable the construction of summer bonds through the resolution of property-legal relations on the maritime goods. And I find it unusual to finally separate that traffic from the port itself on the international lines for Italy in the first row and for ships on a circular journey, but the project is the moment when an idea project was made that is bad, poorly run, inadmissiblely misled. I think it's about credibility and employees of the Port Authority itself. We are talking here today about the guilt of directors and members of the Port Authority's administration, but they are not, knowing how the ministry works because I've been there for years, they couldn't go into this project because the project is coming back from the position of the state budget because the Port Authority as an agency has its position in the positions of the Ministry of Maritime Affairs, Transport and Infrastructure. They wouldn't have gone into this project if you hadn't told them to go, because we're gonna get that money back through the positions of the state budget. Therefore, as much as the Port Authority bears its share of responsibility as a resolute ministry, the minister cannot be held accountable that he is primarily the most responsible person who should not have implemented or not in this way. At the time when it was found that the value of the investment in the Split port was significant, 30% exceeds the planned amount should have stopped the project... [[Thank you very much.]]
ParlaMint-HR_2015-03-12-0.u104215	You have more replicas and you will continue. Ivan Shuker, replica.
ParlaMint-HR_2015-03-12-0.u104216	Comrade Bačić, therefore, what is present here today among all who have debated that it is an undisputed investment in port infrastructure and God forbid we have done more in the port of Rijeka. The port of Zadar may also be the best example of today’s debate when it is simply to defend something that is indefensible, and there it wants to bring down something that has already been practically made. And because of some intense desire to prove that there was something wrong and disaster because there was some older ferry that might not even be driving anymore, but it was important to get him there to prove that someone there had done something wrong. But no one is looking at the potential of the port and at the end of the day which will also have Croatian highway revenues if all these ports work. So let's look at all these infrastructure projects as one surrounded economic cardiovascular system of the Republic of Croatia and then probably we won't talk about neither the monetizations, nor this, nor the ones, but simply choose the right managers and not the political staff. Because here the same people who are now in the port of Split are the result of a political reckoning within the SDP. So it's nothing new. And therefore, such a rounded infrastructure project that simply enlarges the geopolitical position of the Republic of Croatia will no longer be a burden, but will be a practical benefit to the state budget. But these are what they are, but what I've been saying in several replicas and in my debate today, unfortunately, wants to defend something that's indefensible, ignorance and dishappiness, first of all, because they're the ones who dictated everything, and those in the port administration were just technically doing things. I think you know how it goes. Oh, no?
ParlaMint-HR_2015-03-12-0.u104217	Branko Bacic, reply to the line.
ParlaMint-HR_2015-03-12-0.u104218	Thank you, Madam Vice President. Comrade Shuker, you know very well that all the projects in the port system except for negotiating for this loan relating to the construction of summer bonds at Split port went through you and your ministry personally, and you yourself have personally signed these projects all the way and signed when it comes to financing with the funds of international financial institutions. You've noticed something that hasn't been mentioned today, and it's very interesting to see. The government has stopped the project Gaženica, i.e. it is not implemented in a very planned project, because it allegedly lacks funds, and here in Split we continue with the project even though the funds are missing. So, there we had the funds arranged so we stopped the project and reduced it. We don't have the funds here. We're going through a project because there's no funds. I'm not saying that for reasons I'm sorry to be doing this in Split, but I'm sorry it didn't end up in Zadar. Because I do, my colleagues you can replicate to me, so I'll be happy to answer you, but I'm sorry that it's not realising both Gaženica and Split. So, I'm not sorry we're doing this on the Internet. Even if the funds were still missing in Split, I would raise my hand to finish the project, but let's not have a double archin. It's not Gazenica, it's not Rijeka... The project is neither a flat port nor a political project of the HDZ nor of the SDP. [[The speaker doesn't understand.]] These are projects without which there is no economic development of Croatia, without strong ports from Dubrovnik to Rijeka, and we can not encourage economies from... And I'm never sorry for any lip being invested in the port system. [[The speaker doesn't understand.]] Because the studies have shown, I have already said twice today, that one dollar done by the Port Authority through Steveador, through a port company provided by that service of 20 EUR, kuna or dollars, so 1:20 enriches the entire system of agents, freighters, railways, roads, boaters, etc. etc. So let's not regret the kuna invested in Gagenica, nor the kuna invested...
ParlaMint-HR_2015-03-12-0.u104219	Thank you. Ingrid Antičević-Marinović, replica.
ParlaMint-HR_2015-03-12-0.u104220	I'm glad you mentioned the port of Gaženica in Zadar and where you're asking the question of where the money was thrown. That's not what anyone's talking about. Let's not pretend to be Tosha like your former party president would say. In 2003, Racan's government began its port, and as I kept saying, Milanovic's government will finish what will be done by the day. In fact, what have you been doing for 11 years, or 8 years, as far as the port of Gazenica is concerned? Redesigning the project, then from the building the megalomaniac project worked without insurance. What did you do next? You've imagined the administrative building as a tower of Babylon, and now you're saying we're stopping the project. So, Luka Gagenica is finished, it will be completed, and you what you did with, not personally you, but please did in redesigning that literally cost so that the ferry ramp made such that it had to be redesigned, redesigned because they couldn't fit the ferry. That's how your projects went. The project was also mentioned here by our great national highway construction project, each and every envy. And that's what Tudjman started, but that's what he cared about. Racan's Government began, but transparently, in three years it was a 3x3 project, in three years with precise resources, the Zagreb-Split highway was built. ... Yes, Zagreb-Split. [[The intruder doesn't understand.]] What? It just wasn't the tunnel and that one compartment. What are you talking about? And of course three times cheaper. These are your projects. Therefore, the originally imagined project was disrupted, projected, was to be built much more expensively because [[Thank you very much.]]
ParlaMint-HR_2015-03-12-0.u104221	Branko Bacic, reply to the line.
ParlaMint-HR_2015-03-12-0.u104222	Thank you, Madam Vice President. Dear colleagues Ingrid Antičević-Marinović, if you care about it, let all the projects begin in Racan's time, I won't mind. I know very well when the Gazenica started, how we realized it, how she went, but it doesn't matter at all. I don't mind who started it, but I'd like it to be finished. It's a wish for me to finish it. It's not a megalomanic building, it's a building that was built for three ports that were supposed to be there. Three ports, Gagenica is not one port, Gaženica is three ports. Gaženica is a fishing port, Gaženica is a port for ships that we have already contracted with the Turkish State for the possibility of establishing that line and for the ships for which we plan to build Luke in Split today, which are ships on a circular journey, so that Zadar as a port could be one of the ports in the Croatian maritime system. And in this way it was built and imagined and for it were the funds, you know very well, secured through 2 loans totalling 220m euros. But it doesn't matter who started that port. I don't know why you care so much that it's time 2002. I know that here's my colleague Linic started Rijeka in 2002. It's a project that started in 2002 and the only project we inherited in the port system, I apologize, we inherited an idea solution for Luka Dubrovnik. But for Gagenica, for Split, there was no record of that at that time. There's no need to cause any problem about it. These are simply facts that are easily checked. It is not my purpose to reduce the role of Racan's government, nor do I aim to increase the role of the government in which I was, but I am only telling the truth, which is that if we lack money for the Split port. We build it if we still have to secure the funds but don't stop the funds that are secured and don't stop.
ParlaMint-HR_2015-03-12-0.u104223	Thank you very much. Slavko Linic, replica.
ParlaMint-HR_2015-03-12-0.u104224	Very short, too many projects in port infrastructure and useless a few times. I'll mention the administrative building on the river harbor. One percent has a function, and that's a place to sell tickets to Jadrolinia. 99% are your cafes, restaurants, fitness clubs and bike rentals. It was built by Croatian citizens to be upstairs in Rijeka. It'd be a building in Gagenica. So let's try to understand, we spend money uselessly through investment in port infrastructure. And why is that? We don't do fissibility studies because we don't care, because we write like we do in the law that 70% of the anunities are going to return to the burden of taxpayers through the state budget and what do we need fissibility? Why should we bother to make money with what we've spent on the people of the river? This is the problem that we have no responsibilities, no responsibilities, no port administrations, but we spend as drunk sailors because we take the citizens of Croatia anyway. Unfortunately, that's what happens to us in port infrastructure, which shouldn't happen because we use citizens' money. And another thing about that, as we've seen from the projector's findings, it explains that 9% of his project by idea is different from what we've done. But it doesn't explain how he accepts 15% more of the performer's price than his project. 15% in the same year! So I'm sorry if the minister is going to pursue this designer who thinks he can make a 15% mistake in only three months of differences. These are the problems we have to ask ourselves about because they are citizens' money.
ParlaMint-HR_2015-03-12-0.u104225	Branko Bacic, reply to the line.
ParlaMint-HR_2015-03-12-0.u104226	Thank you, Madam Vice President. If Mrs. Ingrid Antičević-Marinović were to be guided by logic, then I would now honor you if the terminal at the Rijeka Harbor was part of Racan's government. And that doesn't occur to me. I think that terminal, he does not at this time justify his construction but I argue that with the completion of the Zagreb coast, with the concession of the Zagreb coast, with the introduction of Luke Rijeka to the position that Luka Rijeka had before the Homeland War so that this terminal that is now empty, I agree and have been in it many times, he does not justify his construction, he was done according to the project in which you participated. And I'm defending him, like I was defending him, and then I'm defending him today. But what is it? Yeah, it's true, the ports if they don't have their connection to the ice don't make sense. And much smaller then objects in that port system don't make sense when there's no traffic. If it doesn't work out, don't finish everything that's been drawn for the construction of the port, then we'll have small buildings in those ports too. The same is your case with the highway from Zagreb to Ploč at the moment. If this highway ends in the Plots and we Dubrovnik and continues towards Montenegro, Albania and Greece, we continue not from Plot but from... From Mostar to us, the highway to Ploča will be half empty and we will never justify investing in it. [[The speaker doesn't understand.]] That is why if that road were part of the extension of the Adriatic-Ionian Corridor it would have a purpose. If it hadn't been for the Xth Corridor connected with Belgrade, it would still be empty to Southeast Europe. If you stopped that road in Slavonski Brod, there would be no traffic there either. The moment it can reach Turkey, then the highway is full and X. Corridor is justified from Zagreb to Belgrade. But you stop that corridor in Slavonski Brod and it will be empty.
ParlaMint-HR_2015-03-12-0.u104227	Thank you very much. We'll talk about roads next time, buddy. ... Thank you very much. [[The speakers speak at the same time, of course.]] I'm closing the debate. We'll vote on the bill later.
ParlaMint-HR_2015-03-12-0.u104228	Final proposal of the Act on the confirmation of the contract between the Republic of Croatia and the European Bank for Reconstruction and Development on Amendments and Supplements to the guarantee agreement between the Republic of Croatia. You want a break? Okay. Let me say it again. Final proposal of the Law on the confirmation of the contract between the Republic of Croatia and the European Bank for Reconstruction and Development on Amendments and Supplements to the Guarantee Agreement between the Republic of Croatia and the European Bank for Reconstruction and Development for the financing of the project of reconstruction and infrastructure, Luke Split, emergency procedure, first and second reading, P.Z. No. 803. The debate on the final draft law is closed. I am voting on the final draft of the law and please vote. The vote is over. What's the score? I find it unanimous with 112 votes to pass the P.Z. Act. No. 803.
ParlaMint-HR_2015-03-12-0.u104229	We move to: - Work report for 2013 of the Agency for the Protection of Personal Data. The report shall be submitted to the Personal Data Protection Agency pursuant to Article 31. The law on the protection of personal data. You've received the material into the boxes. The Government of the Republic of Croatia delivered an opinion. The debate was conducted by the Committee on Human Rights and the Rights of National Minorities and the Committee on Information, Information and Media. You received the reports at the session. The opening report will be explained by the director of the agency, Mr. Anto Rajkovacha.
ParlaMint-HR_2015-03-12-0.u104230	Honorable vice president, respected gentlemen of the council and MPs. Let me give you on the basis of Article 31. I submit a report on the work of the Agency for 2013 as the Director of the Personal Data Protection Agency. I have a slightly ungrateful role to play and I've been reporting for 2013 and I've been at the head of the agency since April 2014. The text of the 2013 report, as you had the opportunity to see, is composed of ten smaller chapters and is essentially to summarise the Agency's work and activities through the most significant activities on the implementation plan of legal obligations aimed at the protection of personal data in the Republic of Croatia, including the supervision of the processing of personal data. The legal framework on the Agency's action is based on constitutional provisions as well as on a wide range of legal and sublegal acts and on internal labour rules that are fundamentally closely regulated by the entire personal data protection system. Many activities on the international cooperation plan of the Agency such as those most associated with EU accession and membership, including the creation of a number of indications and opinions, participation in numerous seminars, workshops, meetings, sessions, various domestic and international bodies, study and other work visits to agencies and institutions in the EU, the production and the multitude of responses to foreign authorities and institutions from various thematic areas related to the protection of privacy and the protection of personal data, the completion of existing and the implementation of new international projects. They represented a significant part of the Agency's activities during that year and a significant segment in its work. It can be noted that appropriate results have been achieved on this plan, which in figures means over 80% more so-called. Irregular cases from this area compared to the previous year 2012. The Agency has also continued to develop and improve good and quality cooperation with bodies and institutions and legal persons of the state and public sector, in particular through the provision of its opinions and views in relation to current issues related to the protection of personal data and privacy of a wide range of problems, and through joint working meetings with ministries, agencies, offices and others directly involved in the creation of legal and practical solutions from their jurisdiction, and yet linked to the part-time work of the Agency to protect and monitor the processing of personal data. The further development and improvement of the institutional cooperation of the Agency with the mentioned bodies and institutions is certainly the first order of priorities in the work of the Agency in the current and future periods. Several of the most significant public awareness and sensitisation activities on the existence and operation of the Agency have been done through the application of different communication tools, including strengthening the role of the Agency through various events, some of which have also been held in this high home. Afterwards activities relating to children and young people are particularly vulnerable to the protection of privacy on the Internet. Then through collaboration with media representatives through numerous journalistic queries, TV radio stations, portals, etc. A significant segment has also been implemented by the Agency in terms of awareness and sensitisation of the public by the Agency through a number of education of various bodies of institutions, all in the area of legal application of provisions concerning the protection of personal data and the prevention of privacy violations. Also through conferences and workshops, and there were quite a number of them who sought to get to know the general public about the existence and operation of the agency, they were mainly related to thematic, those topics concerning current topicalities and were thematically related to new emerging practically emerging forms of privacy distortion or protection of personal data. The Agency's core work and activities is to act on the requirements for protection of the rights and complaints of citizens and third parties. So, through two pillars, one refers to administrative procedures under rights requirements lodged by citizens and third parties, and there has clearly increased the number of such requests, which points to the fact that citizens are increasingly conscious, increasingly sensitive to this current, today a very current topic. The actions carried out show from current indicators, 135 administrative acts have been adopted, and this is important to stress that 110 solutions are 25 conclusions. That figure itself doesn't say anything, but later when we compare it to another indicator, you'll see its meaning. This means that the number of applications, i.e. the increase in the number of administrative acts adopted, has increased by over 100% from the previous year. Administrative procedures under official duty are also another pillar of the activity in respect of the protection of the right. And with that, 48 solutions have been made that have been led, meaning procedures that have been conducted under official duty. All of which, during the year, 183 administrative acts were adopted, meaning solutions and conclusions, which are unpopular but over 190% increase compared to the previous year. There was also enormous growth in the area of irregular procedures, i.e. the question of citizens of legal entities, 528 of them, and in this respect, the agency brought legal opinions in each of these situations related to the processing of personal data on certain situations which are very colorful, very different and new things happen on a daily basis. Maybe a very important part are administrative disputes. So if I find that an appeal against the Agency is not allowed under the law but it is possible to initiate an administrative dispute with the competent administrative court, it can be referred to by citizens or bodies potentially dissatisfied with the solution made by the Agency. So out of the total number of solutions 183 against the agency's solution, 8 administrative disputes were initiated before the competent administrative courts. The administrative courts have confirmed the solutions in six cases, the agency's two-time solutions. In two cases, the cases were returned to the retrial. I checked today, and these two cases aren't closed in front of the administrative court. The judgments of the administrative courts in which the Agency’s solutions were confirmed concerned the processing of personal data by the video surveillance system, a fairly current situation, the processing of personal identification numbers by the public legal authorities for the purpose of charging parking costs and the like, the processing of personal data in excess of the purpose of the conclusion of a consumer credit agreement. Then the processing of personal data for marketing purposes, also a very interesting situation when it comes to the marketing, public publication of personal data by debtors on the apartment building’s advertising board also represented as a phenomenon, the public publication of personal data on inadmissible court rulings. So let's call it against the law sometimes such processing, or publication of personal data. In cases in which the judgments of administrative courts have been passed, which respected and annulled the Agency's solutions, two therefore refer to the processing of personal data on the work experience, so in the field of labour law, in the tender procedure as well as the processing of personal data, it was a personal photo by private detectives on private property. Of course, in this respect, the agency makes all legally permissible actions to further justify the originally adopted solutions in order for the final lawyer to be in the sense of a positive outcome for the agency. In two cases, the Agency also submitted the indictments, i.e. initiated infringement proceedings. In four cases, the Commission has given jurisdiction to the police and the state attorney's office, as it was a suspicion of the possible criminal offence of the illicit use of personal data as referred to in Article 146. A criminal code for which the agency is not in charge. In addition, for the purpose of preventing the misuse of personal data, the Agency acted in a way that issued recommendations to improve the protection of personal data to relevant authorities in the Republic of Croatia and thus continued to draw further attention to the problem of the misuse of personal data in this area. As regards the supervision itself as one of the central activities of the Agency, there has also been a significant increase in supervisory activities, particularly in relation to direct controls compared to the previous year. So a total of 322 supervisory activities were carried out during 2013 and the tables clearly show that direct controls were growing. This is also linked to the objective fact that, in April 2013, a single mini reorganisation formed a special supervisory department and a central registry as early as possible, in a time before it was part of a joint department that dealt with protection issues and through protection and surveillance measures. As regards indirect controls, these are the controls carried out in accordance with Articles 14, 16, and 18. The law on the protection of personal data relating to the verification of compliance with the obligations to establish records of collections, personal data and their delivery in the central register of the Agency for the Protection of Personal Data and to the enforcement of the obligation to appoint a personal data protection officer and to notify the Agency thereof. A total of 94 indirect activities were carried out there. As regards the central register itself and the register of personal data protection officers, it is also evident, and the figures are shown in the report and would not particularly repeat them, it is a matter of increasing practical activity and parameters in all given positions, almost in some and multiple. I would point out that as regards the financial resources for the work of the agency, which are naturally provided in the state budget and, of course, is planned and controlled every year, it is important to point out for 2013, that the realisation of more than 10 million kuna is shown, which is 99.25% of the implementation of the overall plan. In this year, funds amounting to more than € 4.5 million were added to the final payment of the IPA project which lasted three years before so that it seems mathematically to be the amount of the 10 million real budgets of the agency moving at an annual level of around 5 million and 505 and 600 kuna. The IPA project 2007 component called Strengthening the Agency's capacity after the end of 2013 means final payments have also been made. Thus, it can be concluded that as far as the agency's work itself is concerned, all indicators are on a steady rise, some of which are significantly increasing. Preliminarily, although not the subject of this report, the growth of all indicators is visible in 2014, meaning as regards the activities themselves, although it is less people due to the fact that they are leaving the agency part of the employees concerned with the right to access information, 4-5 persons, including a commissioner who has functioned as a new institution and redefine jobs within the departments' schedule so that the fact of all activities is somewhat contrary to capacities. We are working hard and we will try to strengthen humanely more because of the facts and numerous recommendations of international evaluation bodies regarding the obligations that await us regarding our entry into the Schengen environment. The very fact is that the importance of the agency as the only independent body in Croatia that directly means dealing with issues of personal data protection, the importance of the agency will certainly grow in this respect, in a good way and because of the fact that it enters the Schengen family. That would be what I meant to point out as very summed up in this report and I'd like to apologize to you for the sound of the voice, I'm at a high temperature, I'm practically... I'm really sorry. Thank you very much.
ParlaMint-HR_2015-03-12-0.u104231	We're not much better here either. Hope Murganic, replica.
ParlaMint-HR_2015-03-12-0.u104232	I thank the esteemed vice president. Dear Director, here's when you're sick I'm sorry I answered with the replica, but here's the need to comment a little bit. In fact, the Republic of Croatia has made progress in protecting personal data in this kind of formal sense, the sense of adoption and the rules and laws, but in the time of the Internet, Facebook and everything else, we have an ever-increasing feeling that it is really impossible to protect our privacy and our personal data. We have a good law, the agency we see is still making progress in the work because we follow those reports. We also have a central office, or central register, where the heads of the collection of their personal data collection are registered, but how to protect myself from getting, say, birthday cards from hair salons I've never been to. The neighbor who gave birth immediately the second day was showered with several offers from producers of baby diapers, or other products. We have the impression that only it is known that we who have applied to the central register for us are known to deal with personal data and how to protect against those who are illegal.
ParlaMint-HR_2015-03-12-0.u104233	Replication response, Mr. Anto Rajkovich.
ParlaMint-HR_2015-03-12-0.u104234	I thank you for your question, Madam Representative. This is how you presented it, so this real situation, unfortunately, I'm going to have to disappoint you. The agency doesn't have full authority over these situations. This would go more to the address of HACOM or Croatian Network Communications Agency, unless it is personalised, so the messages set, the representatives of certain collection managers or someone doing personal data processing on behalf of the host. Of course I won't say anything new. A request shall follow for the protection and enforcement of the procedure and, in that sense, the adoption of an appropriate legal act by the Agency in the form of a solution or recommendation or any other relevant legal act. In any event, the situation of receiving countless messages from unnamed addresses, text etc. Indeed, they fall under HACOM's jurisdiction.
ParlaMint-HR_2015-03-12-0.u104235	Ante Babic, replica.
ParlaMint-HR_2015-03-12-0.u104236	Thank you very much, dear Vice President. Well, Mr Rajkovaca, I must say that you spoke longer about this Personal Data Protection Agency report than Prime Minister Milanovic did when he spoke about budgeting for 2015, at least per minute. Commendably, since you're sick, but I need to ask you a few questions, actually do one finding and one question. On one question from one of our colleagues how many actually the agency exists in the Republic of Croatia a small number of people knew how to answer that, then we got to have them 40 and that they hired somewhere around 6390 people. One of these agencies is the Agency for the Protection of Personal Data which employs 30 persons. Now, if we look at the area of data protection in the Republic of Croatia, it is governed by a number of legal and sublegal acts by the Constitution of the Republic of Croatia, Article 37, the Convention itself and the Data Protection Act itself. In 2013, you had 212 requests. If you divide it by 30 people it's actually 7 per employee for the whole year. Then 110 solutions, that's 3.6 per employee for the whole year. 25 conclusions is 0.8 per employee not to mention further, with the fact that it is said here that the number of employees of the agency at the end of 2013 is reduced I do not know how much. And there's something else interesting about this agency's report. It is said that it is trying to actually provide protection of personal data on the Internet when it unlawfully implements such data, such as Google or Youtube or certain domains and services that the agency cannot order to remove. It is noted that in these cases, in order to help the parties, the agency acted in a way that explored who owns a particular domain which is actually impossible to achieve. And if I have time, and I don't have any more. Here, thank you. That's it.
