ParlaMint-HR_2015-09-09-0.u117855	Mr. President.
ParlaMint-HR_2015-09-09-0.u118177	Thank you. We have one replica, colleague Goran Maric. Here you go.
ParlaMint-HR_2015-09-09-0.u118178	Thank you very much. My colleague Ingrid, you probably thought of me when you said I called the minister for lack of extermination, but I didn't call the minister for it because the minister was never eliminated because he's very self-absorbed and he's always sober. But I called him, not called him, but noticed a lack of enthusiasm, and that's a big difference. Exaggeration affects rational judgment and rationality, and enthusiasm at all, enthusiasm is desirable, exaltivation negatively affects decision-making. Although there are ministers of yours who sleep in an exorcised state, this is certainly not a minister who belongs to such a layer but very sober ministers. You've told me where you're lucky we don't need this law, I agree, and how lucky it is for this law to succeed and apply. I'm just saying and I'm telling you that it needs to be done in some segments to make it clearer. For example, a delay in proceedings, a consumer or a believer may request a court-by-law delay before making a solution to the consumer's bankruptcy proceedings, each of which may be individual. A three-month delay of 19 creditors or 20 may require a different time delay in the procedure, and the criteria for which the procedure may be requested are lagging behind. This means that this can take 20 times three months, and Article 24 shows that this law, an item, is a consumer bankruptcy procedure, is an emergency procedure, carried out by emergency procedure. As it is an emergency procedure if it allows 20 times to be delayed after three months, I think it should be disabled, that it should be firmly set out the criteria for which a delay can be requested and that it cannot be requested but within three months after the procedure is initiated, but not every single and every three months. Well, that's 20 times three months. Unfortunately, I don't like what it is, but unfortunately it's really like that now. And I'm not the enemy of this law if I notice such illogicality and I want it to be better for applicability.
ParlaMint-HR_2015-09-09-0.u118179	Thank you, colleague Maric. Here you go, comrades, answer me.
ParlaMint-HR_2015-09-09-0.u118180	My colleague Maric, what you don't understand, you find it incomprehensible, and that's not true. I'm sorry you don't understand. And when you talk about the impasses and the urgency of the procedure, HDZ has stopped for eight years with this bill. You say the same thing along the way that there are ministers sleeping, where luck if your ministers had slept, they wouldn't have brought us into this, where luck had they slept, it would have been their least sin. And as for the nomotechnics you are now looking for some remarks that do not stand for content reasons, I am constantly warning you of this but there is no time in the debate or in the replica to answer you because these are systemic errors in your observations. But there is a chance for me to tell you in our Rules of Procedure, I don't know, this is the former minister, and the vice president of the HDZ Club Ivan Schuker wrote the amendment, the motionary is called to supplement Article 2. Laws by definition of an honest consumer. So is this an appeal? You have often ruled with appeal. So the banks would raise interest, then your former minister or prime minister invite the banks to cut interest or invite the bakery to cut bread and they didn't take anything off, they had the whole instrumentation to do it. So you learned to appeal. Amendment I say 1st call to the Proposer, the amendment also 4th is called upon by the Proposer to... So now you tell me by which provision of our Rules of Procedure this amendment is drawn up. [[The speaker doesn't understand.]] How are you going to write the laws tomorrow if you don't know how to make one amendment today?
ParlaMint-HR_2015-09-09-0.u118181	Thank you. We're continuing the debate. Joseph Kregar. He's gone. He's losing his right to argue. Comrade Davorin Mlakar, come in.
ParlaMint-HR_2015-09-09-0.u118182	Thank you very much, Mr. Vice President. We have now received a brief lesson on the Rules of Procedure. I would especially suggest to my colleague Anticevic that he examines the Rules of Procedure well, so he will understand how we called for an extraordinary session of the Parliament before the regular session, so that we can discuss it a little bit. It's not good to share like this, especially not grades for those who aren't here. I answered in an individual debate to say something as well as my colleague Maric in good faith that we might help this law if we can, of course, be able to see it, although it is hard for you to see what colleagues are saying to make it possible for him to be better. The minister had an extreme, I would say an ungrateful role in solving a serious issue and no one in their right mind is going to say here that it is not for people who are in trouble to help and the laws to get out of a situation that they often fall into, not always by their own guilt. Here's my colleague, Anticevic, says it's mostly HDZ's fault and his policy, I'm not sure about her grades, and I'll refrain from assessing every single case, but we've heard the data that over 300 thousand of our citizens have been blocked, that some of them, not all of them, will be subject to the provisions of this or similar law. We have also heard about the experiences of the Swedish and Swedish regulations, although we have not heard how many blocked people are in Sweden. We've heard they have such a law. But often taking advantage of some comparative representations of European or world legislation, I am not sure that they will benefit us or that they can apply in our particular case. I would say that this law is nevertheless a reflection on one side of the desire and on the other side of our real possibilities. And that's what I wanted to talk about about this law with the intention of helping anyone who would have been meant to, even though I have to express a serious doubt that this will happen. And for a few reasons. The law also uses the terms of other laws and uses some of course and terminology from, say, the trade section and speaks of two if it can be understood, two procedures or two stages of the procedure to help those who are unable to resolve their obligations. One is this extrajudicial procedure that we talked about that wasn't so brilliantly evaluated before regular courts, the other question may be arbitration and then court proceedings. What must have been a dilemma to the promoters when they wrote this law on how to proceed. On the one hand, the settlement procedure shall be initiated both at the request of the debtor and at the request of each of the creditors as the court proceedings are initiated exclusively at the request of the debtor. And that is some insurance for people who are debtors that will not necessarily be brought to the wall of a court verdict but will get the opportunity to stand still but if they are not satisfied with it does not mean that they will be forced to follow such a decision. It seems to me that it was a motive for the diversity of the process. On the other hand, this law cannot solve those anomalies in society that have led to these problems. I'm going to say one example, maybe a banal but very interesting one. Today we have no resolved question on our market, even say the provider, as telecommunications services say, so I will tell you from practice that if you happen to have one of these service providers offer you a service you did not ask for, you must cancel it to that service provider because if you do not cancel the service he will start charging you for it. Many people do not know the perfidious tricks on the market, so they can be led astray and become debtors because of the services they use without actually wanting them. I'm not going to talk about which operators are specific, but if you haven't had opportunities, I'm sure many have experience with such services. And that could put you in a position where tomorrow you have to pay some bills that you weren't even aware of that you owe. What's left of me as a question, I'm not sure that FINA is an institution that should do it. I even get the impression that in recent years, we've been practicing everything we don't know or will be doing FINA or we're going to be referring to administrative disputes. So we've accumulated jurisdiction to the administrative courts and we're going to choke them because of every special law we've passed, and I'm not even sure that FINA can respond to this challenge of the work that lies ahead of it, which is more so than what you call intermediaries would actually do a good part of the judicial affairs, because in the second phase, you'll see that these proceedings are being conducted before the courts. Banally speaking, someone who is in debt, and we heard the amount of debts, up to 30,000 kunas, can sell themselves some of his property and settle his debts and claims to him, so he doesn't need a special mediator. This understood law will also apply to those who can handle it themselves, and in particular to the question of real estate and allow their real estate to be traded, I doubt it will happen. And an illustration. We have a political career that even people who present themselves in public with resistance to the powerful executive judgments, and they are doing a political career, and it is going well in Croatia. That is why I sincerely doubt that calling for awareness and conscience and honesty of any consumer or believer will lead us to a goal that is noble in this law. That's what I'm afraid of. Our reality is different. You have the resistance to be carried out with us and the judgments of power, and they may have been preceded by 10 years of court proceedings in which you have had countless opportunities to prove your claims, you want to prove your innocence or the fact that you have nothing to do with it. It happens to you that even those who have had the rightful judgments could not execute them because someone opposed the execution. So in that part, I was talking about reality and desires, and it seems to me that these good intentions do not have an instrument to apply this law in concrete cases. On the other hand, I say, one part of those people that should be helped by this law can help themselves if they don't have the property. With those who have no property, it will be a question of whether there was something to be done and whether there was a shorter way to resolve their position as debtors. But regardless of the criticisms that we have heard about the inaccuracies that can be improved in this law, I am quite sure, especially in this situation until we have yet to bring many regulations to those who would have resolved the issue on the market, it would not be directed to insist solely on the honesty of the debtors but we should certainly talk about the honesty of those creditors who have found themselves in the position of the believers. So here's what my colleague used to say on behalf of the club, we're not against, but here we are also involved in this debate at the end of an unnecessary extraordinary session in marketing the ruling coalition that is talking about the social moment. We are for help, but in an appropriate way.
ParlaMint-HR_2015-09-09-0.u118183	Thank you. We're moving on to replicas. Goran Maric, come in.
ParlaMint-HR_2015-09-09-0.u118184	Thank you very much. A fellow Mlakar, since you're a lawyer and here I'm characterized as a mental system, if I had a mental system problem, many would see it as an insult but I won't, perhaps because of that very systemic problem. So I'd like to read you article 46 of the law. The consumer or the believer may request the court to delay the proceedings in order to try to conclude an agreement prior to the adoption of a decision on the implementation of the consumer bankruptcy procedure. The delay may last for a maximum of 3 months. After the expiry of that period, the procedure under official duty shall continue. I'm a consumer, you're one believer, the minister is another believer. After the start of the procedure, I request a standstill, a suspension, approved, lasts for 3 months, then continues. After that, do you have the right, as a believer, to request an end, to delay the proceedings, and after three months have elapsed and the procedure is continued, does Mr. Minister have the right as a believer to seek a new stalemate? Let him answer, not you, so we'll see if it's a nomotechnical problem, whether it's a mental system problem of mine, is it because I don't understand it or because this bill could take five years to process it. If the minister says he can't ask as a believer for this impasse after I've asked him, I will raise my hand for this law without any, withdraw and amend and raise my hand for this law. Now. Thank you very much.
ParlaMint-HR_2015-09-09-0.u118185	Thank you, too. Answer me, Comrade Mlakar, go ahead.
ParlaMint-HR_2015-09-09-0.u118186	Since I don't have to answer, I have to respond to a replica in one of the other parts. Not wanting to interpret here what counterpart Anticevic thought in her replicas, but certainly stalling the procedure as an institute exists in other laws. What you've been saying is a very precise interpretation of the provision as long as this delay in a concrete procedure based on this law can last. But we're used to hearing different discussions in this assembly. They are always colored and ideological, especially in this outwitting and often and insulting fellow political options. I'm not going down to that level, so in this replica, I'm going to say something about colleagues who know so accurately and precisely the right to teach others, and often we've been witnesses that they didn't understand norms, not even the laws they fought for in their hearts. I won't even talk about concrete laws where they weren't able to write down what number of voters of a particular sex must be on lists that will soon prove important to us. There is no need for such conversations, and I think that lack of arguments is when they are already using an extraordinary session to court voters to worry deeply about social problems because they must have prepared it as a strategy. Unfortunately, it was at the end of the coalition's term. It would be a good idea to end our term in court without unnecessary insults.
ParlaMint-HR_2015-09-09-0.u118187	Thank you. Ingrid Antičević-Marinović replica, please.
ParlaMint-HR_2015-09-09-0.u118188	You're saying that here's the law only deals with the consumer's honesty, but not with the believer. This is not even necessary because all other laws apply to him and the believer cannot even be esculpated from it, because the principle of conscience and honesty speaks of both sides in a contractual relationship whether they are presently believers, debtors, prosecutors, prosecutors. And that's why this like lex specialis doesn't derivate the general provisions of conscience and honesty of both parties. And if it wasn't just a dead letter on paper that exists in Croatia and during the former state, here's when it comes to powerful people and many say it's coming to them what was right here, this government is solving the Swiss problem. Many courts have recently just ruled on the basis of this provision in Article 4. The law on mandatory relations where all parties to a mandatory relationship are obliged to comply with the principles of awareness and honesty. So much for that. However, I wanted to apostrophe something that has not been said so far, which I find very important to point out, and these are the jobs you're talking about where traders deliver goods that are not ordered and not cancelled, so they're charging you with it. It can be different goods from books to services, telecoms, etc. This is particularly worrying about the EU dealing with consumer protection, as consumer protection is very important in the legal rules and acquis of the EU, and such behaviour is now said to be prohibited, and we, too, are simply prohibiting such behaviour by means of a teleoperate law. And another thing you've apostrophe, which I think is so important, which is that someone is building a political career. From this they become not only movements, associations, but also political parties to oppose powerful judicial decisions. That's very worrying. But how did it come to be that citizens don't trust institutions? That's why we're all invited to work for institutions, so this law can be applied. [[Upadica Batinić: Thank you, colleague Antičević.]]
ParlaMint-HR_2015-09-09-0.u118189	A fellow Mlakar, the answer. Here you go.
ParlaMint-HR_2015-09-09-0.u118190	My colleague Antičević Marinović, I don't know what you've been replicating me for. You said something wrong first. I wasn't just talking about being honest with the consumer and being a believer. No, I've said a lot more than that. Maybe you've lost your concentration at a certain point. As far as taking care of the EU is concerned, it is probably the EU's concern, but since I really don't follow it as pedanticly as you do I can't talk about it, and I told you that this is a problem on the Croatian market today. The EU's concern may be worrying. We today need to solve these problems that people can set up for the objects of this relationship, which this law cannot solve. But since you called me that, then I'll tell you what we were actually talking about, and you don't want to accept it as a well-intentioned criticism regardless of the fact of general or special regulation. So, lex specialis for certain cases of this law. You are here saying that consumer integrity is determined in court, i.e. that it is determined by the court by probably using definitions of what is conscious and fair in this case by consumers from other laws. However, the Court finds this in its follow-up procedure. Until then, will this consumer be in the process of calming down like what? As an honest, unfair, random or stopping procedure, the court will go to court to determine whether it is a fair or unfair consumer. Legislative anomalies are given to be corrected, but not always by general regulation. Sometimes you have to know to write more precisely.
ParlaMint-HR_2015-09-09-0.u118191	Thank you. And final presentation, please elect the Ministers.
ParlaMint-HR_2015-09-09-0.u118192	Thank you very much. I thank everyone for the debate. Here's the extension. So, a few things. I'm going to start with more honesty since it's now become one important thing for us. Hence, honesty, or conscience, and honesty, exists in Roman law. It is always determined by the court and it is simply one and the technical term that is there and I could now list you countless examples where it is and nowhere is defined. So looking for a definition is impossible. However, what you asked is how much I understood and it is not disputed when it is in court, but the question is raised in the previous procedure. The previous procedure is extrajudicially voluntary. My honesty on condition, therefore, will be determined by my actions by the other side which, if I consider that I am not correct, is the same as I do as the consumer if I feel that the believer was not correct, I will not make a settlement with him and it will all end again in court. So that's what this is about. It is impossible in the previous procedure where it is also a matter of calming down to have a mechanism to determine it. Because it's a strict legal term that only determines when it is possible to determine whether someone has violated any obligations, whether they have the right to something or not. But in this previous procedure they will not determine, they will determine the sides. So I as a believer can say so ok. He tried to cheat on me a little bit. I don't mind, I want to make a deal with him to get rid of my obligation. As the consumer may say, I won't with this believer because he cheated on me, I will dispute his demand, etc. So it's, there's no court. But when he comes to court, then we know what it is and that's how it's always been determined. It's just defined in court, I mean it's, you know, it's been there for thousands of years. So we can't go in there. When I mentioned Sweden, just for the sake of precision, I just said in one segment that we took, applied theirs and that's as far as these agencies are concerned, they have something like FINA. So, only in that one small segment but no, I didn't refer to the whole law at all because the whole law is primarily a combination of Slovenia, Austria, Germany. This Consumer Bank Act. But in this one technical part of the story we're talking about because we have a fina and they have Swedishs, these others don't. There's been a question of fina's ability, and why her? FINA has offices all over the country, has decently trained employees, they've made a very good trade in pre-profit deals that now fall out of FINA's jurisdiction under the new bankruptcy law, so since 1.09, that's where capacity is released and it's logical to give them. That remark where you were talking about calming down, meaning the experience of calming down, you, if you're looking at it, are either standing there or experience in resolving disputes between parties, something like that. So, that's what they've acquired in the pretenses. So it's not just calming down. You have either one or the other at the request. And FINA also has to have a pass. Because when you read it, it says "fina," so does she. Of course it would be illogical to give the professor I think you said, and you don't need the fina. Yeah, nice to meet you, too. But if you think we should put it there and I'm in, it's no problem for precision. But I'm telling you what was thought. The launch of an extrajudicial procedure in, the difference is, it is with the consent of the debtor. Why? Because we want to give the believer a chance to initiate it. However, the debtor may yet say no. Okay, and there's nothing further. Why is the extrajudicial procedure extremely important, as we at least see it? It will be the first place that believers actually see for themselves what they're dealing with. Because you and the believers have one individual, and he doesn't know if he's on that side 50 of them or alone. If he's alone then there's one situation, if he sees it's 50 or 100 so it'll be easier to settle for something smaller because he won't get anything. And it's as important to us as one filter to find and to count who they are. Because you know when you have a company, you don't even know who the religious people are, and imagine with a natural person she doesn't even know herself sometimes, she has to count them, but they'll answer. And that's where the procedure begins. We're defining okay that's all believers, they're seeing each other, and he says look at this one so much he's looking for, this so much. This is a secure claim, this isn't. Let's see where we are and what we are. The delay, therefore, is the urgency of the law, but I allow us to consider whether we should be more precise, but the urgency of the law is to apply these provisions of the Law on a litigation procedure as well as in some bankruptcy law in a subsistence way. And you have an article 186g of the ZPP, the Law on Prosecution, which in fact explicitly states that they should all look for antiquity. So, in this case, all the creditors and all the consumers to be approved by the court. But I repeat, we will consider whether or not we should say that the subordinate provisions of Article 186 of the ZPP will apply. But it's logical, the court applies it because it's a procedure. You know, you can't always predict everything. Because then, let's say, when we have some kind of procedure, we should rewrite the entire ZUP if it's some kind of administrative procedure, but we don't. I mean, it's just technology, I mean, it wouldn't be possible. But we'll see about this, the remark is here, and we'll consider it. Education, I said we made a plan for education. Whoever wants to see him is very detailed up to the timetable, up to what will be done, in which captains and manuals will be published and given. We will also go to the campaign, so there will be steps on the website that apply, which the consumer can expect where to report, etc. So we'll give it all away. In the media, we'll be as much more present and according to what we've seen and how we've planned, and we haven't done it ourselves, we've been consulting with people who've been through this before us, they'll be all set for use with 1.01. The question has been raised how many personal bankruptcys will be? We've been doing some kind of budget again led by experience and compatibility with other systems, but nowhere is the same. It is difficult to compare with Slovenia and Germany and Austria if you do not have the information when you go to the new institute. You can't know from 100 people whether you're going 1 or going 10 or going 100. So the largest number would be these 121 grand I said were over 25 grand, but our estimate is about 20, 30 grand. 20 grand to go through with this procedure. It's just an assessment. I'm standing by it and I can't say it's gonna be like that anywhere because I just have to say I don't know and I can't know. It's our assessment of the reactions they were in other countries when they started with this institute. In Slovenia you had a few hundred objects at the beginning, then they changed the law similar to some of the institutes that we now have they introduced because they didn't go like that and now it came to a few thousand. That's, say, a Slovenian example. The Austrians have another provision again, so I think things are different. This is just an estimate, but even that largest number that could be considered by capacity can be mastered. Because if we're talking about the largest number of 120,000, we're down 130 grand in municipal courts. So, you understand? These are some things that are, but to tell you the exact number, I can't. And that's how it is. No one can ever tell a new institute of this kind the exact number. It's like asking me what will be the number of requests to determine something. I don't know, I mean, it's something you set up and you'll see what happens. And that's where we'll make the corrections if we have to. What I would like to thank for the amendments and for the debate we will consider is what we think we should and what we can accept and what we think that... we will absolutely do, as we always do. And that's it. Here, thank you very much.
ParlaMint-HR_2015-09-09-0.u118193	Thank you, Minister. We have one replica, Goran Maric. Here you go.
ParlaMint-HR_2015-09-09-0.u118194	Thank you very much. Mr. Minister, of course it makes sense that you know what the maximum number of procedures are and that it makes sense that you don't know what the number of procedures will be, but the assessment must exist. That is why I asked what assessment is based on the adoption of this law because you have assessed the amount of costs, and the amount of costs depends mostly on the number of procedures you are predicting. Is that the number of procedures a year, is that within five years? What time? You predicted 10.5 million kuna in a year. Are you planning on doing all these 20 grand within a year or are they going to be in a long time? And what's the cost then if in the first year there's a 10 grand plan, in the second 10 grand, then what's the total cost in the first year, what's the total cost in the second year? And as far as the correction is concerned, there was so much uncertainty where he said the middleman was authorized. It's inadmissible not to check the data. I think that the law should commit that the mediator must verify the data and everything and correct it with his amendment and as few as I've noticed what you think you're doing rationally, but there's not a single comment either was, or any speech was either political or pre-election, but only because I don't understand what it says, but what can be misread and what can then be done and it can take longer theoretically than planned because it can't be taken away from someone. It can't be taken right, and then it can take five years to process it. And work on how much you think it takes for this law to be better, and tomorrow we can think about this joint vote. Thank you very much.
ParlaMint-HR_2015-09-09-0.u118195	Thank you. The reply to the replica of Minister Milenic.
ParlaMint-HR_2015-09-09-0.u118196	Thank you very much. So I didn't realize politicizing or pre-election, you didn't perform like that, neither did I. Because if it were, then I'd answer differently. So this really comes down to us all trying to fix the text together, and I've already said thank you. What you said about checking in would not agree with you, at this stage, because once again whoever needs to check is a believer. That's good. You know you can't put a middleman in there to tell them you can't make a deal 'cause there's nothing there. It's on the Prophet, you will, you won't. There's another story later, but not here. What you said about expenses, 10.5 million. If they were done on projections, if all the people who put up with these 30,000 if they'd applied for free real help, it would have cost that much. So me neither, it's that one maximum if none of them had any property to pay. So we made sure that we had to refinance from the budget actually the cost of the procedure because it was intended to finance it, primarily that it was financed from the property but theoretically to have 30,000 people come to you, I'm talking to you by heart, we're doing an estimate that doesn't have any property, they have the right to free legal aid because then what you're going to do, you can't let them die because they don't have the property so I can't go into this bankruptcy. So then we have to out of some solidarity of ours, out of the budget, all of us as a society to finance and that's the maximum. That's how we got that number. We expect it to be significantly lower, but we went to one higher for greater security and for one pressure that may be created in the first year. Thank you very much.
ParlaMint-HR_2015-09-09-0.u118197	Thank you, Minister. I'm closing the debate. I thank the Ministers for you and the assistants. We'll vote tomorrow at 9.30. Good-bye and a pleasant extension of the day. Session adjourned at 7:30.
ParlaMint-HR_2015-09-09-0.u118198	We move on to the decision of the final proposal of the Consumer Bank Act, second reading, P.Z. No. 811. The debate on the text of the law is over. In line with the proposal of the Club of Representatives of the Croatian Democratic Community, I am voting on the following conclusion: "The final proposal for a consumer bankruptcy law will be carried out by the third reading. All comments, proposals and opinions presented in the debate will be forwarded to the applicant in order to prepare the final draft law.". Please vote on the proposal for this conclusion. The vote is over. I'm asking for a result. I find the conclusion has not been supported. He received 30 votes for, 1 vote abstention and 78 votes against. The Government of the Republic of Croatia submitted an amendment after the deadline laid down by the Rules of Procedure of the Croatian Parliament and in accordance with Article 199 of the Treaty on the Functioning of the European Union. I am giving the Rules of Procedure a vote on a proposal to discuss and decide the amendment of the Government of the Republic of Croatia. Please vote. The vote is over. I'm asking for a result. I find that most votes, 78 votes for 1 abstention and 26 votes against are accepted to discuss and decide the amendments of the Government of the Republic of Croatia. I would like a representative of the Proposer, Sandra Artuković Kunšt, Deputy Minister for Explanation of Amendment No. 1. Governments of the Republic of Croatia.
ParlaMint-HR_2015-09-09-0.u118199	Thank you very much, Mr. President. Amendment No. 1. which we propose concerns Article 5(1). The words "insolvent" are replaced by the words "incompetent to pay". In paragraph 2, the word 'insolvency' is replaced by 'inability to pay'. In paragraph 3, "insolvent" will be replaced by the words "incapable of payment".". This is what we propose for the purpose of using Croatian words in the appropriate sense.
ParlaMint-HR_2015-09-09-0.u118200	Thank you very much. I'm opening a debate. The debate was also attended by a respected representative, Ivan Shuker, on behalf of the Croatian Democratic Union Representatives' Club. Here's your colleague Shuker.
ParlaMint-HR_2015-09-09-0.u118201	Thank you very much, Mr. President. Well, it's nice that we in the law in the Republic of Croatia throw out foreign words and introduce Croatian words. However, sometimes a translation consisting of a number of words does not clearly state what the foreign word is in all other laws. And now you're asking one elemental question, if you have in all financial laws the word insolvency, and now you're making some sort of judgment or something, so by the part about financial laws, you're going to be talking insolvent and where the articles of this law are used you're going to use something that's undefined again. Because saying that insolvent is incompetent to pay means nothing. To pay for what? Because in financial terms, insolvent is exactly what it means. And replacing that incompetent to pay doesn't mean anything. And secondly, you cannot substitute insolvency in paragraph 2 for insolvency for payment. It just doesn't work. So if we could possibly put in here instead of insolvents incapacitated for the orderly settlement of dues, then it's clear what's going on. Then the law says what it refers to. But this way if you say incompetent to pay it doesn't mean anything. And to pass a law that we want to help many who, not by their own fault, find themselves in a lot of trouble and clearly do not define it, you give the possibility of a different course of action. So you have to indicate here what financial expressions in Croatia mean exactly what the word insolvency means. And she can't be interpreted in one way or another. However, if you mistake it as incompetent to pay, you haven't said anything in principle. But if you put it that it's incapacitated to orderly settle dues, then you've clearly defined what it is. And therefore, Mr. President of the Croatian Parliament, I do not think that the Croatian Parliament should simply accept such an amendment of the Government because then we are only in the woods of different interpretations and different treatment in different cases. But I repeat, if we are already introducing Croatian expressions for certain things then we must do so in all laws not only in one law. And I think it is time to introduce it slowly in Croatian because Croatian accounting standards have defined a lot in Croatian rather than just some foreign version of how certain processes should be handled. Unfortunately, however, all of the government's amendments and you'll see later they want to clarify something that has not been clarified. And they're practically on the same threshold and that says how bad the law is written. And not to report for the other amendments, not to waste your time, so this is the best indicator when ad hoc and something is going on quickly, and that was the conclusion, actually the proposal of the Croatian Democratic Community club that this law goes into 3rd reading just to correct, forgive me for the expression of such stupidity that just tomorrow I can create great legal problems for those to which they apply. Thank you very much.
ParlaMint-HR_2015-09-09-0.u118202	Thank you, Your Honor. There are no more applications for discussion. I am finalising the debate on Amendment No. 1. And please vote on Amendment No. 1. Governments of the Republic of Croatia. The vote is over. I'm asking for a result. I find that most of the votes are 72 votes in favour, 11 abstentions and 21 votes against Amendment No. 1. The governments of the Republic of Croatia have become an integral part of the final bill. No. 2nd Amendment to the Government.
ParlaMint-HR_2015-09-09-0.u118203	Thank you very much. Article 10(1) is amended as follows: the intermediary is an employee of the financial agency, another natural person to whom the minister of justice has granted a permit to carry out the work of intermediaries. The amendment is necessary in order to provide in a certain way that even an employee of the Financial Agency must have a permit to carry out the activities of intermediaries.
ParlaMint-HR_2015-09-09-0.u118204	Thank you very much. I'm opening a debate. There's no interest. I'm closing the debate. Please vote on Amendment 2 of the Government of the Republic of Croatia. The vote is over. I'm asking for a result. I find that, unanimously, 85 votes for, no abstentions, nothing against, Amendment No. 2 of the government accepted and became an integral part of the final bill. Amendment number three of the respected deputy ministers.
ParlaMint-HR_2015-09-09-0.u118205	Thank you very much. In Article 14(1) beyond the word ‘authorised’, the words ‘requirement’ shall be added. Explanation. The proposed amendment also sets out precisely the obligation of the intermediary to verify the data from the list of assets and obligations of the consumer.
ParlaMint-HR_2015-09-09-0.u118206	Thank you very much. I'm opening a debate. The debate was attended by a respected representative, Ivan Shuker, on behalf of the club.
ParlaMint-HR_2015-09-09-0.u118207	Thank you very much. This amendment speaks of the superficiality of this law because if you change your mind to say that someone is obliged and obliged to verify the property of someone over whom practically all property can be taken away from him, I am telling you that this law has been made. I think someone can even initiate a procedure if they haven't checked the property status of the one over which the whole procedure is being conducted. Now do you realize what kind of law you're making? I mean, it's real, that it's not sad and I'm not sorry about these people that he's referring to, it's funny. Take any of you to find yourself in a situation like this, and one commissioner will check it out, and the other commissioner will not check it out, and there will be no authority over anyone. And then the government says he's bound to check it out. This only tells you about the meaning of the law because if the law is written to say technically or tradely how it should be written, then all the provisions of it go so that this procedure can at all be carried out that it must be established in fact. And here's the fact that the property situation of the person who's being prosecuted. But I'm saying, unfortunately, the whole law is written to you both by colleagues and colleagues from the ruling coalition, you're going to pass a law that will lead to these commissioners acting differently in different situations, that they will work differently in certain situations. We had an example of the law on which we voted under the first item of the agenda, when not all that exists at this time in Croatia to determine the property situation because today the property is not what it was 5-6 years ago, today you have different types of property. That's why the OIB was introduced, that's why he can't escape. So I'm saying, this amendment simply talks about how this law is misspelled. It was written by lawyers, but they didn't consult with the financiers. One very, very bad piece made, but I repeat this law will very much determine the fates of many citizens of the Republic of Croatia. Therefore, if we are to speak in debt, we should also see whether a part of the property has been transferred to someone before, and unfortunately in Croatia very often and many tax officials have thus remained in your debt, and they have moved the property to some other companies etc. So let's not do this because of pulsism, because we're trying to get at someone before the election to make a mess that's going to cost us a lot in the future because all these lost disputes are ultimately going to be paid by the state. Thank you very much.
ParlaMint-HR_2015-09-09-0.u118208	Thank you, too. No more interested in the debate. I am finalising the debate on Amendment 3. I am voting Amendment No 3 of the Government of the Republic of Croatia. Please vote. The vote is over. I'm asking for a result. I find that most votes, 79 votes in favour, no abstentions and 20 votes against, amendment number 3 of the government has been accepted and has become an integral part of the final bill. Amendment number four governmental.
ParlaMint-HR_2015-09-09-0.u118209	Thank you very much. In Article 34(2), the Commissioner shall be replaced by a wording of the Commissioner. in point 3 of the word or is deleted, the following point 3 is added: 4. In the case of over-indebted or, in point 6, the number 5 is replaced by the following: Explanation. The amendment is necessary to allow the removal of persons from the list of commissioners in case they are over-indebted and to correct nomotechnical errors.
ParlaMint-HR_2015-09-09-0.u118210	Thank you very much. I am opening a debate on Amendment 4 of the Government of the Republic of Croatia. There's no interest. I hereby conclude the debate on Amendment 4 and put to the vote Amendment 4. Please vote. The vote is over. I'm asking for a result. I find that most votes, 79 votes in favour, no abstentions and 21 votes against, Amendment No. 4 of the government has been accepted and has become an integral part of the final bill. Amendment number 5 of the Government of the Republic of Croatia respects the deputy.
ParlaMint-HR_2015-09-09-0.u118211	In Article 46(1), the wording or the believer may be replaced by the words and the credentials may be unanimously replaced. The amendment is necessary in order to allow for the suspension of the procedure only if there is agreement between both consumers and creditors.
ParlaMint-HR_2015-09-09-0.u118212	Thank you very much. I'm opening a debate on Amendment 5. Governments of the Republic of Croatia. I estimate there are no interested. I'm closing the debate on that amendment. Please vote on Amendment 5 of the Government of the Republic of Croatia. The vote is over. I'm asking for a result. I find that most votes, 79 votes in favour, no abstentions and 23 votes against, amendment number 5 of the Government of the Republic of Croatia has been accepted and has become an integral part of the final draft of the law. I ask Deputy Minister of Honor Sandra Artuković Kunst's explanation for the amendment of the respected representative Goran Maric.
ParlaMint-HR_2015-09-09-0.u118213	Thank you very much. The amendment of a respected representative, Goran Maric, is accepted by the government.
ParlaMint-HR_2015-09-09-0.u118214	Thank you very much. He became an integral part of the final proposal. We are moving on to Amendment to Amendment of Amendment No. 1.
ParlaMint-HR_2015-09-09-0.u118215	Thank you very much. The Government does not accept Amendment No 1. HDZ Representatives' Club. It is unnecessary to define the concept of honesty, because the concept of respect is a standard of legal both in legal theory and in legal practice, the concept contained in many civil and legal law laws and in everyday decision-making procedures in these cases. Sincereness is overstretched and it can be specified by certain specifics in order to be defined in a specific case. But the fact is that honesty will be judged in any case by the court, including in these cases by consumers.
ParlaMint-HR_2015-09-09-0.u118216	Thank you very much. On behalf of the club, they're asking for a vote. Now, please, let's vote on Amendment 1. A HDZ representative club the government has not accepted. Please vote. The vote is over. What's the score? I find that the amendment has not received the required majority, 23 votes for, no abstentions, 74 votes against. Amendment number 2. I'd like an explanation from the HDZ representative's club.
