ParlaMint-NL_2019-12-09-eerstekamer-3.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2019-12-09-eerstekamer-3.u138	This point has of course also been exchanged in the House of Representatives. My colleagues there, including Mr Crone's colleagues, have tried to get a majority in common to get this part out of the tax package for 2021. That failed. Now the whole package is ahead of us. My question is whether the planned reduction in the profit tax rate in 2021, which is less than the current reduction for 2020, will continue, or whether the cabinet will still consider whether business will do enough in terms of wage increases. That's my question. I am assuming that I have understood the Prime Minister that there will be such a moment next year and that, even if it is in the legislative proposal today and we cannot get it out in the First Chamber, the cabinet will look at it again. That's how I looked at the Prime Minister's words. I ask the Secretary of State if I have understood that correctly.
ParlaMint-NL_2019-12-09-eerstekamer-3.u139	Mr Crone, please go through the chairman.
ParlaMint-NL_2019-12-09-eerstekamer-3.u140	I am pleased with this answer, because then we will hang out together. The increase in wages should be sufficient. But I also include the shift in the tax mix, which is very much in favour of capital income versus labour income. We can at least make sure that this doesn't happen next August together.
ParlaMint-NL_2019-12-09-eerstekamer-3.u141	Sure.
ParlaMint-NL_2019-12-09-eerstekamer-3.u142	We're not together, but you're probably talking about Mr Vendrik. I call Mr Vendrik.
ParlaMint-NL_2019-12-09-eerstekamer-3.u143	I think it is wise that Mr Crone...
ParlaMint-NL_2019-12-09-eerstekamer-3.u144	I would also like to involve you personally in the debate, Mr President.
ParlaMint-NL_2019-12-09-eerstekamer-3.u145	Of course, this remains a big point for my group. Mr. Chairman. A less appealing proposal concerns the reduction in the top rate of income tax to 49.5%. Last year this decline was recorded for next year. This bill brings forward the decline for a year. That is the material meaning of that part of the tax package. In the cabinet's view, this decline is justified by the fall in the marginal rate at which deductions can be paid. This marginal rate falls by 3 percentage points per year in accordance with the government agreement. This is relevant, for example, for the deduction of one's own house, which used to be, but fortunately less and less, especially something for the wallet of the highest incomes. That's a nice decision from the cabinet. This marginal rate will be 46% by 2020. Now that the drop in the top rate is being brought forward to 49.5% a year, there will be an extra plus for the higher income groups next year. That's not pretty. The question is what this means for the year 2021. The marginal rate will then fall again by 3 percentage points, to 43%. This will be reflected in the purchasing power figures by the government next summer. Can I assume that the cabinet will not compensate for this effect of the reduction of the marginal rate in 2021, as this compensation is already being offered? I'd like a response. That, too, requires clarity from the cabinet. In the written procedure, my group called for attention to be paid to the problem of payment. An old problem, which is increasing for people with relatively low incomes, especially but not only for single parents, for example, who cannot or cannot fully redeem the standing tax rebates. This problem is increasing to the value of 300 million as a result of the increase in the general tax rebate and the labour rebate. That's a big deal. It concerns people with low income from work or benefits, such as the Wajong, for whom relief is most needed, but which as an instrument is the least effective. The Secretary of State reports that in the written replies, but he does not draw any conclusion or assessment. I'm asking him to do this. Are there no other routes conceivable to help those for whom relief is most desirable here? Mr. Chairman. Then the housing corporations. For years, my group has been surprised that housing corporations are seen as profit-making institutions that are subject to VPB and are therefore subject to ATAD 1 and the Earnings Stripping measure. About ten years ago, with the agreement of the Member States, Europe made a debatable choice as far as we are concerned about the positioning of housing corporations, and we do not seem to be getting rid of that for the time being. All this is now more pressing than ever with the housing market shortages. And that is reinforced once again by the sustainability challenge that follows from the Climate Agreement. We understand that the cabinet now, on the instructions of the Dutch Parliamentary Motion-Ronnes, takes stock of the climate forecast for housing corporations. In a few months, so by summer, we'll hear more about that. The GroenLinks Group assumes that this exercise will teach that housing corporations will need much more space in the coming years to fulfil their social task and to be at the forefront of the sustainability of the built environment. Does the cabinet then return to the discussion with the European Commission, which has now taken on new membership and has chosen climate as a spearhead? Mr. Chairman. This also affects the future of the landlord tax. The cabinet is now offering a tax reduction of EUR 100 million for new construction, one billion for ten years, to be allocated through regions, and an exemption for temporary housing. If the sustainability statement of the housing corporations will come into focus, we would like to see much more fundamental steps: to offer far more substantial tax reductions in return for a maximum contribution to the sustainability of the built environment. Is that on the Cabinet agenda now? Mr. Chairman. I'm getting to the other parts of the whole package. In my group's view, the disclosure of criminal penalties is a tough but good step to ensure that tax advisory offices are kept up to date. My question is: I have just spoken about it in the course of the interruption towards Mr Essers.................................................................................................................................................................................................................................................... Globally, tax avoidance has gotten way out of hand and is an important source of further inequality and lack of fair share in many countries. Whatever you think of it, the industry has actually played an important facilitating role in this. It is well known that, fortunately, some advisors are no longer trying, or are no longer trying, to seek the very limits of tax legislation. I find that encouraging, and that can be seen and encouraged. I understand that the Secretary of State is organising a nice seminar on this on 30 January, but more is needed. For example, would he like to invite the sector to provide a "code of responsible advice"? But other suggestions are also conceivable. Mr. Chairman. Writtenly, we asked what would happen when switching to the new WLTP test method, while maintaining the current bpm per unit CO. The Secretary of State would say that this would yield 2 billion dollars. That's interesting, but the cabinet doesn't want that. That is amazing, because then the conclusion must be that this new test method, which gives a better view of the actual CO performance of the different models, has actually been levied too little in the past. Emissions were higher than originally seen. If you put that principle of budgetary neutrality first, then, on balance, a lower CO levy will be reflected in the bpm. But that can't be the intention of this green Secretary of State, can it? I'm asking him for an explanation. Mr. Chairman. I come to the climate agreement package. My group sees this package as a step forward. There has been a gradual transformation of the energy tax, the increase in the return rate, what we have long argued for since the arrival of this cabinet and a reform of the ODE with a greater contribution from business. It is right that the same business should also be entitled to the extended SDE++, as is now regulated by the Climate Agreement. The cabinet opts for a reduction in the promotion of the purchase and use of electric cars and measures will be taken for the second-hand market. Can I assume that in these measures we do not yet know exactly what these are also involved in the conversion of fossil cars to electric cars? That's a Dutch market. Dutch companies are involved in this. That's nice new circular employment. In any case, I understand from the answer given by the Secretary of State that these converted cars are becoming more and more motor vehicles, provided that they are fully CO-free, fully integrated into the existing EV systems for vehicle tax and add-on. I think that's good news. Now there's this next step. Please respond. Eventually it is inevitable to switch to charging, also given the expected increase in the share of electric cars in the fleet. I'm so glad to hear that word again. This is now recognised by the cabinet. In 2010 there was a brilliantly good bill from then CDA Minister Eurlings on the table. Otherwise, it was called paying for Mobility. Because of the cabinet crisis, it disappeared in a deep drawer. Is that a new source of inspiration for this Secretary of State? After ten years of taboo, does the cabinet pick up this thread again? In relation to the ODE, I still have two connected points. The Empire intends to grant subsidies for CO storage. This may mean that companies in the port of Rotterdam, for example, prefer to store the CO in empty natural gas fields instead of supplying this CO to gardeners, whereas that is actually better for the climate. What's the deal with that? The shift of the ODE from private individuals to companies and the design chosen by the cabinet in the horticultural sector lead in particular to a higher tax on the use of electricity. Isn't that strange, I ask the Secretary of State. Isn't it more logical to tax the use of natural gas? Because electricity is now becoming more expensive, it becomes interesting for gardeners to turn on wkk-installations themselves. I don't think that's the idea. Please respond. Mr President, I see that I am running out of time.
ParlaMint-NL_2019-12-09-eerstekamer-3.u146	You've run out of time.
ParlaMint-NL_2019-12-09-eerstekamer-3.u147	I repeat the questions that have just been raised by my fellow Members regarding the waste tax. I did not find the reply of the Secretary of State very clear, but also the reference to Mrs Stientje van Veldhoven's letter, except that there was no time for consultation. I think it's a little too serious to leave it at that. Thank you.
ParlaMint-NL_2019-12-09-eerstekamer-3.u148	I'd like to come back to box 3. Capital gains are now not covered by box 3, said Mr Vendrik. But someone who makes capital gains, of course, has a higher capacity and that is taxed in box 3. Furthermore, before Box 3 was introduced, capital gains were indeed not included in the charges at all. Does Mr Vendrik therefore agree with me that at least we have taken a step in the right direction with the introduction of box 3? Then I have a follow-up question regarding the capital gains. Does he also consider that capital losses should be fully deductible?
ParlaMint-NL_2019-12-09-eerstekamer-3.u149	Sure. That was also part of the plan that I was working on 20 years ago across the street. That's part of the game. Capital gains are of course part of the basis for a very small part. Mr Essers is right about that. But, of course, that is not a serious charge. What has always fascinated me is that we have been living in an increasingly wealthy country over the past few decades, not only for the Netherlands, but also for other countries, while at the same time trying to reduce taxes on capital. That's what you saw in the ongoing taboo about the subsidy on your own house, the mortgage interest deduction. It took years to do something about that. That's gonna cost a lot of money. We subsidise standing in the car, sitting still in a house. Finally, there has been movement in that. Adult tax treatment of assets is part of this. If investors book a return of 10% in one year, that means, as far as I am concerned, that this is 10% income and should be taxed accordingly. That also means that the IRS reports if there is a year of loss. That's how we do it in box 2. That's how we do it in the Vpb. That's the principle of carrying.
ParlaMint-NL_2019-12-09-eerstekamer-3.u150	Thank you. So the answer is yes?
ParlaMint-NL_2019-12-09-eerstekamer-3.u151	The answer is yes, but Mr Essers wants to know more about it, Mr President.
ParlaMint-NL_2019-12-09-eerstekamer-3.u152	One more comment. So that means that you can forget about the stable yield that the government is aiming for with box 3. Think about the financial crisis we've had.
ParlaMint-NL_2019-12-09-eerstekamer-3.u153	That's what the government's for. It is amazing that the importance of stable public finances in years and years is more important than the economy and society, for which we have created the government. That is precisely what we need a good fiscal policy for. That is what we have budgetary policy for: to stabilise an economy and a society. The people who in 2011, 2012, 2013, 2014 and 2015 were left with a residual debt were not helped by the banks but had to solve it themselves. For them, the tax counter was completely closed. In a society of solidarity, it would have made sense if we had helped those people through a settlement of the loss of the rest of the debt. But that also includes the fact that in good times, when people get bonuses and make capital gains, they are levied in a decent way. We don't do either.
ParlaMint-NL_2019-12-09-eerstekamer-3.u154	Thank you, Mr. Vendrik. Once again the answer was yes, I think. Mr Otten has the floor on behalf of the Otten Group.
ParlaMint-NL_2019-12-09-eerstekamer-3.u155	Mr. Chairman. First of all, I would like to congratulate Mrs Geerdink on her maiden speech. Her speech with quotes by Margaret Thatcher reminded me of another famous quote by Margaret Thatcher, which is also very topical, given the previous speaker: "The problem with socialism is that eventually you run out of other people's money." I'd like to give that to a number of people here. The tax must of course be earned first. Mr. Chairman. Let's have a helicopter view of what has happened to the Dutch tax system over the past decade and how this has turned into an impenetrable, inimitable and unexecutable jungle of surcharges, tax rebates, flat-rate returns, ODE taxes etc., etc. No wonder most people can't tie a rope to it anymore. The tax system has been made far too opaque and complex, certainly not least by politics, which means that it has missed its goal and has become a brake on economic dynamism and innovation in the Netherlands. Working, and certainly more work, is totally inadequate due to the excessive marginal tax burden, which in some cases amounts to 127%. That is, if you earn €1 more, you have to pay €1.27 extra tax. Madness! That can never be the intention, of course, but this is now reality in the Netherlands. Politics has created a system that is far too complex. In aviation we know how thin the margins are when an aircraft flies at its ceiling, at maximum altitude. When a fully loaded Boeing flies at its maximum altitude, the margins for errors are flash thin: a few kilometers too fast or too slow and the plane quickly gets into trouble. It may end up in a dive flight where no recovery is possible. Pilots call such a situation the coffee corner. If you get in there, it looks bleak for the passengers and the crew. The first thing that needs to happen when something like this happens is to go down quickly and fly at lower altitudes, so that the margins get much bigger again and the situation quickly becomes less complex. I use this as an example, because it reminds me of the situation in the Tax Administration and of our far too complex tax system. This must be reduced very quickly, so that taxpayers can understand what is happening and create a more transparent system, where everyone knows where they are going. Under pressure from politics, the Tax Administration has introduced increasingly complicated and disruptive rules that are putting the feasibility to the test. Even the citizens are gradually unable to get a grip on it. In order to enhance the joy of celebration, the Tax Administration has been run for many years by a bunch of VVD pilots called Wiebes and Weekers. Menno Snel is now allowed to masturbate the augias stable of Wiebes and Weekers, this illustrious VVD duo that the Tax Administration has brought to the edge of the abyss, and we think it does as well as it can. We wish him every success in that. But Wiebes doesn't stop there. He is also determined to lead the Dutch economy and in the wake of this party to the destruction of the VVD. Brand new, billion-dollar, super-efficient Dutch coal power stations are closed under the Wiebes regime and billions of tax money is pumped into government funds such as Invest-NL by Wouter Bos and another 50 billion into the Wiebesfonds, if this Chamber does not stop at that. Money to be used for relief, for workers and pensioners, for those who have paid the account of the crisis and for the cut-off policy of the Rutte Cabinets. I have some questions for the Secretary of State. Why has he already started phasing out the self-employed deduction, while the Borstlap Committee, the former economic advisor of Prime Minister Lubbers and former member of the Council of State, who is investigating this, has not even completed its investigation, I ask the Secretary of State. Secondly, I would like to ask the Secretary of State for the storage of renewable energy, the ODE, it has already been discussed before, and in particular the very unbalanced burden increase in the proposed Tax Plan. The large consumers of the industry are spared. Their rate, the fourth disc, goes up relatively little. Electricity goes from 3 to 4 cents per kilowatt hour, but SMEs get the full hit: in the third disc up to 10 million kilowatt hours, the rate goes from 0.74 cents to as much as 2.05 cents, an increase of as much as 177%, as has already been mentioned. The rate of natural gas in greenhouse horticulture also rises enormously in the third disc: from 0.59 cents to 2.12 cents, an increase of as much as 260%. This has a huge impact on the earning capacity of our greenhouse horticulture. According to recent Rabobank research, this could lead to decreases in the EBITDA margins of up to 12% for greenhouse horticulture companies. Well, that's a huge impact. Mr. Chairman. In addition, it will make it impossible for these companies to invest in climate action and thus completely counterproductive. Our question to the Secretary of State is therefore to first explain to this Chamber how these rates have been established. This increase in ODE has caused a lot of unrest in greenhouse horticulture, the cardboard industry and a lot of other sectors. We would like to receive an explanation from the Secretary of State about these unbalanced increases, which can be disastrous for SMEs in particular. I also have a question about the introduction of the minimum capital regime for banks and insurers. Can the Secretary of State inform us of the impact of this measure on lending, in particular on lending to SMEs andzzp'ers? Surely I can assume that the Ministry has investigated this impact? I'd like an answer. Mr. Chairman. What must be done, then, to get things moving again? First of all, simplify the far too complex tax system. Increases, once introduced by Minister Zalm in the Balkenende II cabinet, were intended for up to 1 million poignant cases. More than 7 million Dutch already use the surcharge system. It's totally out of control. It has been recalled earlier in this debate that the tax system is so complicated that most people can no longer see the forest through the trees. The Secretary of State recently said that he hoped that in ten years' time the supplement system would cease to exist, a wish which seems to be being borne more and more widely. Our group therefore welcomes the fact that the Secretary of State shares our diagnosis of the problems in this regard. We have already tabled a motion on this subject during the General Financial Reviews. The Secretary of State told us that there is already an investigation going on. Can the Secretary of State give us an update on what's going on with the investigation? Could this investigation possibly be speeded up? And if not, why not? I think there is a real need for clarity now. Mr President, I will conclude. The current tax system undermines our economic growth and labour productivity. It is therefore necessary to introduce a drastic simplification, with higher tax reductions, lower rates and a substantial cut-off in the surcharge system. If the PVV Group is to meet, I will continue my speech.
ParlaMint-NL_2019-12-09-eerstekamer-3.u156	It's annoying, indeed, Mr. Otten, when people are talking next to you. Please continue.
ParlaMint-NL_2019-12-09-eerstekamer-3.u157	Thank you, Mr. Chairman. As I said, there needs to be a hefty pruning in the supplement system, so that it really is going to pay again to work and do business. Then the potential present in the Netherlands is given plenty of space to develop. We're going to finance that by making substantial cuts in public administration expenditure. The administrative density in the Netherlands is very high. The Netherlands spends 10% of GDP per year, EUR 80 billion, on the public administration of this country. It could be a little less. Not all at once, but that amount can be reduced by a fixed percentage per year, so that this money can benefit workers and pensioners, who have been allowed to cough up the bill for the policy mistakes of the Rutte cabinet so far. The only sector that has grown enormously under the Rutte Cabinets is the government, at the expense of the private sector. This must be reversed in the years to come, so that more money will be spent on Dutch citizens. That is what GO will be committed to in the coming years, with concrete and constructive solutions for more dynamism and strength in the Netherlands. It is now time for realism, ratio and direction. Thank you, Mr. Chairman.
ParlaMint-NL_2019-12-09-eerstekamer-3.u158	Thank you, Mr. Otten. I call Mr Van Apeldoorn of the SP Group.
ParlaMint-NL_2019-12-09-eerstekamer-3.u159	Mr. Chairman. First of all, congratulations to Senator Geerdink. For the substantive comment I would like to join colleague Vendrik: there is definitely such a thing as society. Otherwise, as a politician, we could drop the ball. What are taxes different than to finance needs that we collectively have as a society? Mr. Chairman. Taxation is at the heart of the relationship between government and citizens. This makes parliamentary treatment of the Tax Plan a serious task. However, it has been recalled earlier this evening, the question is whether we can still carry out this task properly. We're dealing with eight legislative proposals here today. And even more than in previous years it has to be with steam and boiling water. Several spokesmen in the Lower House also complained about the short treatment period, but with us it was much shorter. Our role as co-legislator is so seriously compromised and our budget law is de facto undermined. Our Finance Committee itself agreed to examine the separate legislative proposals ATAD 2 and DAC6 at the same time as the actual package, but this was under great pressure from the implementation deadline of 1 January. I'd like a response from the Secretary of State. Then, at the beginning, I would like to say something about the abuses in the Tax Office. It has been discussed several times this evening. It is not directly on the agenda, but we need to talk about it. We can adopt new tax laws here next week, but what about the feasibility? A lot has been going wrong in the implementation for years. The main problem with the Tax Administration is perhaps that the service responsible for collecting taxes is at the same time charged with issuing them through all kinds of surcharges. This pumping of money is inefficient and involves many complex regulations and red tape. Moreover, in the scandal surrounding the childcare allowance, we have seen that it can also go horribly wrong, with dramatic consequences for probably thousands of families. The image of a reliable government based on human standards has once again suffered enormous damage. The Donner Committee has finally recognised this suffering and, fortunately, compensation will also be provided, but confidence in the Tax Administration is not yet restored. The Secretary of State discussed it in detail with the House of Representatives last week. However, I would like to ask the following questions. How is it that we still do not know how many people have actually affected this? When will the Secretary of State know? Secondly, and with all due respect for the work of the Donner Committee so far, this committee set up by the State Secretary is mainly research data dependent on the Tax Administration. How well has that committee been set up to get to the bottom of everything and how independent can it operate? As far as my group is concerned, in the light of these questions, a parliamentary inquiry into a parliamentary inquiry would be a better means. Mr. Chairman. Then I come to the legislation before us. He does not vote for the most important part either. The SP attaches importance to a society based on equality and solidarity, which means that we want to keep socio-economic differences small. Fortunately, we now have a progressive tax system in the Netherlands. But what does the government do while inequality in the market develops? To make the system less progressive. The top rate is reduced by no less than 2.25% while the lowest rate is increased. As far as the SP is concerned, that's the world upside down. Can the government really justify these choices? The neoliberal Forum for Democracy can be satisfied. The strongest shoulders are spared. But is this really the choice of the cabinet? A welfare mother with two children advances €15 per month and two earners with two children and a combined income of three times the minimum wage improves €170 per month. It is a good thing that middle incomes are improving in purchasing power, but it is not social in our view and it cannot be explained that the lowest incomes, and especially the non-working ones, are so lagging behind. And I am not even talking about the top incomes that, as we know, are much higher each year than collective wages. In absolute terms, this sometimes involves tens of thousands or even hundreds of thousands of euros per month. And then the cabinet lowers the top rate. You can't explain that, can you? For the SP, it is in any case a good reason to increase the top rate rather than lower it. Where income inequality is structurally increased by the early introduction of the two-disk system, this government leaves the much greater power inequality in this country untouched. Measured as a gini coefficient, this inequality is around 0.8. That's really high, also internationally. According to former colleague Reuten, Dutch capability inequality is even the highest in the 27 OECD countries he investigated, except the US. In the written preparation, I asked the cabinet twice whether it had an opinion on this extreme power inequality in our country. Up to two times, I have not received an answer, other than that the cabinet does not steer against asset inequality, but without further justification for that choice. So let me ask the Secretary of State again. Why is the government not a subject of government policy? Maybe now he'll find the answer on his phone. Mr. Chairman. It is time that the government saw it as its responsibility to do something about this great inequality. My group is therefore pleased that a motion of D66 and the SP was adopted by a large majority in the House of Representatives asking the government to examine possibilities for higher taxes on assets above EUR 1 million. With such a millionaire tax, you could also, at one stroke, structurally eliminate many of the deficits in the public sector. We therefore look forward to the results of the research and will certainly come back to this again. As far as we are concerned, this will be one of the cornerstones of the building blocks of a new tax system. Then there is a very important point for my group: the housing crisis in relation to the Tax Plan. In the written round, my group asked some specific questions about the landlord levy and the consequences of what we adopted here last year, namely the implementation of ATAD 1. To begin with, in the debate that my group had with the Secretary of State last year, our questions were specifically about the so-called Earnings Stripping measure. Mr Vendrik also mentioned it. As part of ATAD 1, it is intended to prevent tax avoidance, but it also affects some of the wrongdoers, in this case and in particular our housing corporations. My group was and is of the opinion that there should be an exception for housing corporations to ATAD 1 and is not, to date, convinced that there would be no legal room for this at European level. The government would have asked the European Commission for informal advice on this, and that would have been negative. In the written preparation, we asked the government to share with us this opinion, or its official presentation. This is denied by the Secretary of State, despite my appeal to our right to information, as laid down in Article 68 of the Constitution. According to the State Secretary, what is the major interest of the State.the only ground on which the government may be subject to its constitutional obligation to provide information is at stake here? Let the Secretary of State explain this very clearly, because I do not find that explanation in the answer. However, I am pleased that I have asked further questions on this, because what the Secretary of State wants to say about it in his reply shows that it is not at all an opinion of the European Commission, as previously suggested. It is only a preliminary view of the dg Competition, which has also clearly stated that it is up to the Member State itself to decide whether social housing should be regarded as a long-term public infrastructure project. However, what has changed the government is "strengthened in its beliefs." That is to say, the conviction that it cannot and that it would constitute prohibited State aid. I quote again: '... and not optimistic about a different view of the European Commission'. For the record, the Commission has not been asked for an opinion. We are only talking about suspicions and beliefs in which we are strengthened on the basis of information that we do not know as a parliament and which is not shared with us. That is what we must do as a senate with our constitutional right to information. I don't think this is acceptable. Why has there never been a request for formal advice? It seems that this exception is not intended at all for the housing corporations and that it is simply intended to impose this burden on the corporations. Say that. Then be honest and don't hide behind an informal advice that you won't be able to share with the Chamber. My group does not intend to accept the answer so far and is considering a second-term motion. If an exception to ATAD 1 would really not be possible, which we are not convinced of for the time being, there is another solution. As far as my group is concerned, it is one of two. Either you make every effort to get an exception to this directive for the housing corporations, or you make sure that the negative consequences of the reduction of interest deduction for the corporations are fully compensated. But the government doesn't do either. Is that responsible policy now, given the shortage of affordable housing in our country, I ask the Secretary of State. I'd like a response. The compensation could, of course, also come in the form of a reduction in the burden on housing corporations that had already been introduced: the landlord levy. As far as my group is concerned, it is therefore completely abolished. We have heard earlier this evening that this may be possible with the next cabinet formation, but of course there will have to be a good result in the elections. I hope that many parties share that with the Christian Union. What, in essence, is the justification for the continuation of this measure for the present cabinet? The landlord levy was introduced as a crisis measure at the time. As far as we are concerned, it was a wrong measure at the time, but even if you went along with that reasoning then that crisis is over and public finances are in order. Then why is it needed now? Can the Secretary of State back that up? There is no crisis in public finances. On the contrary, we have 10 billion left this year. However, we do have a crisis in our housing. A measure designed to combat the effects of that financial crisis is now leading to another crisis, the housing crisis. What is the answer of the Secretary of State? Even without abolishing the landlord's tax, the government could do more. For example, the landlord levy is linked to the WPA value, which has risen faster in recent years than inflation. Why not structurally correct this by applying a macro standard, just like municipalities, in which the yield is fixed and the rate is adjusted to the WPA development? That might at least give a little relief. I'd like a response from the Secretary of State. Mr. Chairman. I will be brief on the measures proposed under the Climate Agreement. There is increasing doubt as to whether the cabinet can meet its own climate objectives. In the meantime, the big industry continues to emerge too much, while households with low to even upper-mode incomes are becoming less and less able to generate the energy bill. Accessible and affordable energy for everyone is, in our opinion, a right. This right is now under increasing pressure, for example by increasing the rate of tax on the first component of natural gas. In addition to lower income households, this also affects small businesses disproportionately. I ask the Secretary of State why it was chosen, when it could be so much more just. Mr President, I come to something that is finally heading in the right direction, namely tackling tax avoidance. The SP Group welcomes the introduction of a withholding tax on interest and royalties by 2021. It remains for historians and politicians why this has taken so long. But at least we are now taking a step in the right direction. However, it is not yet a very big step. This conditional withholding tax amounts to only 22 billion out of the 80 billion that flows into our country in interest and royalty payments. Only withholding tax is levied on flows channelled to countries with a low rate, specifically below 9%. The flows that go directly from the Netherlands to tax havens, such as Bermuda, will dry up, but also money will flow out of our country free of tax via transit countries such as Ireland, Luxembourg or Switzerland. The CPB also states in a study from the beginning of this year that the contingent withholding tax will not prevent these flows and that this will require a wider application. Can the Secretary of State explain again why he didn't choose this? Why is it only a conditional tax and not just a general withholding tax? Insofar as it is forwarded through other EU Member States, in which case no withholding tax can be levied on the basis of the existing directive, my group wonders whether the Secretary of State makes sufficient use of the legal possibilities offered by EU law to prevent abuse of this directive. And why is it only the statutory tariff and not the countries that are statutoryly above the 9% standard but are effectively well below it by special tax regimes, such as Mauritius? Why are these countries not also on the list of low-taxed countries for which a withholding tax is to be levied? Countries with territorial tax regimes, such as Hong Kong and Panama, are also excluded from the scope of the conditional withholding tax. My group regrets this and wonders why the government has not been more ambitious here. I would like a response from the Secretary of State on these points. The fact that we are far from there with the fight against tax avoidance in this country has recently been re-examined by the CBS, which showed that the effective tax on profits for large companies has fallen from 22% to 17.1% in ten years. For the largest companies, this is even much lower, as we all know. I had a debate on this with the Secretary of State last month. He says, "You have a fare and you have a base." As if it is normal that the base is so narrow that you are 8% or even much more below the nominal rate. Or does the Secretary of State think that's normal? The aim of the tariffs we apply is that companies that pay as effectively as possible. And what does he think of the trend that is falling from 22% to 17.1%? The Secretary of State will say: but we are working on a broader basis. But why should the rate be lowered if you broaden the base? That is what is going to happen now as far as this government is concerned. Especially if you broaden the basis in the fight against tax avoidance, as far as my group is concerned, there is no logic here, or it should be the logic of rewarding bad behavior. I'd like to hear from the Secretary of State how he sees this. Fortunately, the reduction in the high rate of Vpb has been postponed for a year, but will then continue. That remains an incomprehensible measure for my group. It is also a dangerous measure, which will further boost tax competition with our neighbouring countries. Mr President, I come to a conclusion. My group is pleased that the reduction in the high rate of VAT has been postponed, but this is not enough for us as long as there is no delay. In particular, multinationals still pay far too little tax. That tax should be increased by both broadening the base and increasing the rate. As far as my group is concerned, the accelerated introduction of the dual-disk system, which is a structural increase in inequality, is a step in the wrong direction. In the area of wealth inequality, I am once again seeing a standstill and a cabinet refusing to tackle a major social problem. An acute social problem is the housing crisis. Here, too, the Tax Plan offers little comfort. On the contrary, the landlord levy remains in place and other burdens on housing companies are not or are not adequately compensated. Finally, my group is pleased that tax avoidance is now being further addressed and, despite the limited treatment time, we agree with both implementation proposals in this area as well as the introduction of a withholding tax. For the rest, therefore, there is still a lot to be done to get our group out of line. But that is without prejudice to the fact that, as always, I look forward to the answer of the Secretary of State.
ParlaMint-NL_2019-12-09-eerstekamer-3.u160	Thank you, Mr. Van Apeldoorn. Finally, Mr Gerbrandy has the floor on behalf of the OSF.
