ParlaMint-HR_2014-07-02-0.u77771	I swear.
ParlaMint-HR_2014-07-02-0.u82579	Dear Vice-President of the Parliament, chief auditors with associates, colleagues and colleagues. Croatia is a highly rich and diverse country in terms of natural sights. This claim is supported by the spatial layout of two main spatial categories of nature protection, national parks and nature parks that are equally represented in the coastal, mountainous and Pannonian parts. National parks in the Republic of Croatia have great wealth and diversity, and high levels of value and preservation of biodiversity and landscape diversity, but there are also numerous threats that could affect the existing situation in the future. As protected areas become an increasingly important part of the tourist offer in many countries of the world and so on in Croatia, it is necessary to protect biodiversity and limit the adverse impact on plant and animal habitats. National parks can be the bearers of quality tourist offer and some space, but no area of concentration and accommodation capacity which in some of our national parks shows as a problem. On the other hand, the main function of the nature park is to protect the natural area from a higher concentration of economic activity or excessive construction. It is important that certain forms of economic activity and residential economic construction existed in the area of nature parks before the declaration, unlike national parks. As a result, tourism or other economic activities do not necessarily need to be excluded from the area of nature parks but should be aware of the frameworks that will not destroy the main phenomenon for which protection has been approached. The Republic of Croatia has 8 national parks of which 4 are covered by the revision. National park Krka, Kornati, National Park Paklenica and Mljet. The subject matter of the revision concerns the system of conservation of nature and protection of biodiversity and management in those national parks, and the audit covers the activities of the competent authorities responsible for the conservation of nature and the protection of biodiversity and the functioning of the management system in national parks. The Act on the Protection of Nature as a fundamental law on the protection of nature is not a fully regulated protection and conservation of nature and its value, it is not clearly specified the competences of the institution in the protection of nature and is not provided for sufficient protection of the marine ecosystem in the manner laid down by the Law on Marine Fisheries. Since the Marine Fisheries Act does not apply in protected areas it follows that the protection of the marine ecosystem outside the national park is better arranged than in the area of the national park. Water protection in the area of national parks is not detailed by the Nature Protection Act. The Water Act stipulates that public water good is managed by Croatian waters, which has a consequence of overlapping competences because public institutions manage national parks, and Croatian waters are responsible for water management in the Republic of Croatia. The strategy does not clearly set deadlines, amounts to the necessary means to implement action plans, and does not give a clear overview of the estimated negative impacts and possible consequences on biodiversity and concrete protection measures. Certain spatial plans do not cover the actual area of national parks or do not comply with other regulations governing the protection of nature in protected areas. Internal acts of public institutions operating national parks are not in line with the Nature Protection Act within the prescribed time limit. The institutional framework is well-designed but in practice is not effective enough because of the lack of employees, appropriate equipment, infrastructures to carry out the protection, maintenance and promotion of the protected area and due to insufficient cooperation between the institutions responsible for the protection of nature in terms of exchange of information, documentation and provision of professional assistance. There is a need to employ the necessary number of staff in the Nature Protection and Inspectives Administration under the Ministry of Environment and Nature Protection, the Institute for Nature Protection and Public Institutions managed by the National Park. Monitoring or expansion-saving activities are not carried out... species, not invested enough in restoring... trails or regularly implemented education programmes on the need to preserve nature and biodiversity. The audit found that no single ticket collection system was established in national parks, although it was one of the priority actions of the plans set out in the strategy. The protected area is not managed actively enough, except in the area of Paklenica National Park. The existing management plans do not contain clear objectives of conservation of biodiversity, and the basic management documents of the area of specific characteristics, management plan and protection and preservation rules are not in sync with each other as necessary for quality management. The revision also found that the real surface of Krka National Park and Paklenica National Park differ from the spatial plan, and among... to preserve the nature and biodiversity of national parks, unsettled property legal relations in the parks Krk, Mljet and Paklenica are listed. Irregularly built buildings in Kornati and Mljet,...the boundaries of protected areas. In particular, it concerns poor fire protection, so the state audit advises that... fire-cams are placed in Kornati and Krka parks. One of the big problems is funding. In fact, public institutions implementing protected areas are often forced to do business on... basis, and the primary reasons for their existence, nature protection and education are put in the second plan, and the development of tourism and promotions comes first. The reason is that the intention of the State to reduce the number of beneficiaries of the state budget at any cost, so the overrun of the funds from the State Treasury for the functioning of public institutions is increasing. Thus we come to the situation that money from the budget is usually only enough to pay employees' salaries in public institutions of national parks and nature parks, while for concrete projects of nature protection and education of visitors there is no funds. The problem also arises from over-representation of politicians in national parks and nature parks, as well as from the competent culture ministry and its department for the protection of natural values. A greater share of experts in these bodies would certainly make... a better management of protected areas. This is what results from the chance in Croatia that around 10% of the total area of different categories of protection is being protected today. In this context, it is important that the share of national parks as the most famous categories of protection to the total area in Croatia is 1.71%), slightly below the average of undeveloped countries in terms of nature protection. This is precisely what results from Croatia's chance, which compared to the industrially burdened countries of Western Europe, takes up very large areas of intact nature, and it... with an increasingly strong desire and ecological awareness and increased material investment could be protected and saved for future generations, but also in a smart way to offer a limited number of tourists. It must not forget the considerable tradition of nature protection in which Croatia can be measured with much more developed countries. Of the 8 national parks, four have been analysed. The 4 parks employ 302 workers with the highest number of 182 employees in the Krka National Park. The park also has the biggest income from its own activities, 56 to 58 million kunas of income and covers the needs of wage financing. It is similar with the Mljet National Park, which has 58 employees, but the problem is the Kornati National Park, which instead of the overlooked 101 has only 29 workers, and Paklenica National Park has 33 of the intended 72 workers. There is a particular problem with the lack of professional staff and there are only 3 in both parks and there is a problem in Kornati National Park. The insufficient number of employees in national parks and the lack of... between institutions are the main reasons why the state audit estimated that the protection of nature and biodiversity in national parks is only partially effective. The State Audit Office estimated that coordination between the Institute of Public Institutions, which manage national parks, is not satisfactory, especially in planning and monitoring. This should give greater powers than advisory powers in such a way as to enable the Institute to take appropriate measures in the event of insufficient and unquality monitoring carried out in the area of national parks. The institutional framework for nature conservation and biodiversity protection is well designed, but in practice it is not effective enough because of the lack of staff, adequate infrastructure equipment to carry out activities and protect the maintenance and promotion of the protected area and due to insufficient cooperation between institutions... in the protection of nature. Raising overall environmental awareness not only in terms of the spread of protected areas, but also in general with regard to the fight for a better quality of life, is an ongoing requirement set before us by Europe. From all of this, Croatia must engage more resolutely and more adequately in nature protection and in its... in line with the concept of state development. The proposed report will support Croatian Labourists. [[Intruder Zgrebec: Bring the end.]] Thank you very much.
ParlaMint-HR_2014-07-02-0.u82580	Thank you very much. Drazen Djurovic is a replica of the exhibition of Nansi Tyreli.
ParlaMint-HR_2014-07-02-0.u82581	Thank you. Here you are, colleague Tyrelli, pulling a certain parallel between the tax administration's conduct or, say, the work of a state audit on the various ingenuities they have. In the town where I live, in Požega a few days ago, the tax administration found a ticket because they found, of course, what you said, a rush or already how they do, and punished the caterer for finding 32 kuna extra, approximately in a cash register with 30 thousand kunas and 5 days of closing of the place. Regardless of me as a person who has nothing to do with this place, I feel that it is simply disproportionate and I feel uncomfortable with the proportion of weight and treatment and punishment in relation to this offence. So if you pull out all the waiters' wallets and find a cash register and all together... all together, the amount of money for 32 kunas is bigger than what they typed in and one such dragon punishment you give to those people who have that place. And then, for example, when the State Audit finds that one unit of local self-government, administration or some tourist community does not respect the Law on fiscal responsibility for the implementation of the state budget and that, for example, 30% spend on the mass on salaries at the top of the head, we have one conditional opinion, and by the year again, conditional opinion and over the years again conditional opinion. And then, in some ways, we wonder if we are in a way proportionate to ourselves and, say, ourselves to entrepreneurs or to those who are not in a position to be so kindly observed. And in fact, this parallel has made me quite handsome, I must admit.
ParlaMint-HR_2014-07-02-0.u82582	The answer to Nancy Tyrell's replica.
ParlaMint-HR_2014-07-02-0.u82583	Thank you, Vice President. Well, your colleague is briefly called a political responsibility, so then we have an audit report to get a conditional opinion, but then voters will punish it, maybe we have financial responsibility, and that's exactly the paradox that we've been talking about all along because it turns out now that those who run the state money, who are just paid by all citizens, all entrepreneurs, all those who make some income or some kind of profit, are mastering that money by a bad master's manor, but absolutely no responsibility at all. And those who invest their money and who really want to incriminate their money in the best possible way pay very large fines because they have damaged the state budget. And now if we were to pull the parallels, which means control, means control is both, but control is treated differently and it causes different sanctions. If we want to talk about a damaged state budget, then I argue that these legal entities where the audit is carried out have much more than 32 kuna surpluses in the cash register, have not closed down their tourist board or ministry, should not have paid 30 thousand kuna fines in order to continue to carry out the same activity within five days, and these are things that lead to unequal treatment, and this is the kind of unequal treatment of each responsible individual, regardless of whether he is working in a state, public or private company.
ParlaMint-HR_2014-07-02-0.u82584	On behalf of HDSSB representative Boro Grubisic.
ParlaMint-HR_2014-07-02-0.u82585	Thank you very much, Madam Vice President of the Croatian Parliament. Mr. Chief State Auditor with an associate. This debate on the Reports on the audit of tourist communities and the Institute of Tourism, which covers approximately three years, so 2010, 2011 and 2012 developed a very interesting debate. And here in the debate we hear what is not from the domain of the State Audit and what you are neither responsible nor involved. But what's mentioned in this material for these three years is really interesting, and then from this interesting material is developed and such an interesting debate even though it's in these late hours. But I think it would be much better if today, given that this 2014 is a hasty debate on a new financial envelope for agriculture that comes into force in the EU on 1st August 2014 and it is time-consuming by 2020. Unfortunately, here in the Croatian Parliament this topic and this topic will obviously not come on the agenda even though it is very urgent for our peasants and for our Slavonia. For Slavonia, however, it is also good to discuss the tourism communities that have 296 throughout the Republic of Croatia, and 68 were covered by the State Audit. What to say about what it refers to and what laws were important for the criteria, for the assessment of the regularity and efficiency of the business. And then here says the Law on Tourist Communities, the Law on residence tax, the Law on memberships in tourist communities, the Law on catering activities, and then the Regulation on the declaration of tourist municipalities and cities and the sorting of settlements into tourist classes. That's exactly what I said right now, and I was offered the replica that I said to Mrs. Jurič that there really should be a change in the residence tax law because if someone had a property facility, a house for their private needs anywhere on the coast or if they had a house in Zagreb or an apartment in Zagreb, then according to the place of residence in that other facility, you would now pay a residence tax when you came to Rogoznica, Vir, Vodice, Primosten Pirovac or somewhere else. And when this same resident of Pirovac, Primostena, Vodice comes to his house in Zagreb or Osijek or Vinkovce, then he pays nothing in Slavonski Brod, so there is absolutely no obligation to these tourist cities classified also in tourist classes as well as sea places. He says, there you have the sea and the sun, and for that reason, so you have snow in Slavonia, so nothing, God created it, and not one of the people there has even defrocked the Adriatic Sea, etc.. So when we look at too much, then logically, it really doesn't make sense and it needs to be changed. But while it's still being figured out, and as long as it all comes to the brain of those who should think about it, who are in power, it's going to take a long time to pass along the Sava River of Water. When we talk about the Croatian tourist community, then here is the consulting company paid, I will not say on purpose that I do not advertise a name for which it is not a problem to establish the property and ownership shares of those who are the founders and owners of the company, there are 6 who, for this reason, have made more than 4 million kuna through the Ministry of Tourism a marketing plan for the development of tourism of the Republic of Croatia, in fact a new reconstruction of tourist communities, a new organisation, a new law might also have been passed as a strategic document where they would reduce the number of tourist communities, so at least it is supervised and the story from that marketing plan of tourism development. Then the Croatian Tourist Board, with its already established name known in the world would be called the NTO, so the national tourism organisation, the NTO. And therefore, or destination management organization, DMO. And the county tourist communities would be called RMO, or RMO, so regional management of the organisation. Please let me finish, so raise your plate, replica if you don't think so. So the reconstruction of tourist communities into these names, it's like some kind of newspaper, and that's why we have 4 million kunas spent money, of course it doesn't go into state audit control, that's not what this material says. What it says in this material is that tourist communities make total incomes, for example. in 2012 of EUR 100 million. So 751 million and 346 thousand kuna, which would be approximately 100 million euros. And then we have the tables showing how much the county has to do with tourist communities, which is spent on the money of tourist communities, so the kind of expenditure and the type of income. So it is remarkable that for the material expenditures of the tourist community they spend more than, slightly more than 60%, the costs for employees are about 15, slightly more than 15%. It is clear that the state audit after the supervision was carried out is therefore for 68 or 69 tourist communities, in fact with the Institute of Tourism 69 and then we have unconditional opinions that are expressed for 23 tourist communities. I'm glad he's here amongst them, and for example. The tourist community of Novi Gradiška, which is otherwise known for its activities and works well. And the conditional opinion is the tourist community of Brod Posavina County, which had previously had a conditional opinion, so it remained at the same level as the tourist community of Slavonski Brod, which had the same conditional opinion in previous supervision. The developments were made in the tourist communities of the town of Krapina, Mali Losinj, Nova Gradiška, Osijek, Poreč, Pula, Velika Gorica, so from the parole now they received unconditional opinion which is positive in any case and should be pointed out and said here and for this speaker. Why the reconstruction and the new organisation of tourist communities I do not know, but what the state audit in the existing tourist communities has found on the basis of supervision, which has made recommendations, instructions, so advice on how to do so in order to possibly correct errors and certain mechanisms that are not relevant to the financial accounts that are valid for the tourist communities, clearly that it should be done to ensure that the next assessment of the state audit would not only be conditional but unconditional for the majority if not for all tourist communities in the Republic of Croatia. The report on the review of nature conservation and the protection of biodiversity of national parks can be pointed out that it is quite extensively and descriptively explained all of what these 4 national parks that have been controlled are Krka, Kornati, Mljet and Paklenica of 8 national parks. We also have protected landscapes and landscapes even as a lower level compared to national parks. So let's say that these days I'm getting phone calls and warnings that in one of those protected natural landscapes, in order to say,...in Slavonski Brod, where peasants, warlords, cattlemen, brought their cattle to the pasture, that they are now forbidden to do so for reasons not to mix indigenous varieties that live there with those domestic or breeds that are not indigenous. So it's very interesting that peasants are insolent, they can't push their own way from time to time, but here's a problem that may also result in protests or physical violence against such enforcement of certain laws or regulations, but here I just wanted to point out that there is such a problem. The tax administration, which performs, charges membership fees for members of the tourist community, and then directs it towards tourist communities, is in a similar position as the Tax Administration which collects concessions for mineral exploitation. For example. The Ship-Posavia County, where gravel excavations exist, sand on the Sava River has 0 revenue from concessions for use, exploitation of minerals. Why? Because the IRS did not forward, did not update the collection data and did not send any kunas to the county. So similar is happening here with tourist communities and the Tax Administration a small misunderstanding which I think with ease could be corrected, which could easily be removed, simply to update if it goes through the Tax Administration to simply update the Tax Administration, that it is duty for the tourist community in a given area to report on members and membership fees paid for the tourist community. This year, I think it's not about the State Audit, mainly not about the 2012 and 2011 and 2010 reports. I hope not. We always whine so slightly until it rains in May and it rains in May, then July and August, 7 and 8 months almost compensates for everything that was missed in that May. But here I am, and I hope so, and I think that this year, even though we still can't achieve those results in tourism that have been since 2008 and even before the Homeland War, when the record results of tourism in the Republic of Croatia were set. The HDSB Club will adopt clearly these reports and the audit carried out to preserve the natural protection of biodiversity and the management of national parks, as well as the Report on the audit of tourist communities and the Institute of Tourism. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82586	On behalf of the HNS club, colleagues Goran Beus Richemberg and Boris Blazekovic will speak.
ParlaMint-HR_2014-07-02-0.u82587	Dear Madam Vice President, colleagues and colleagues. We have before us a State Audit report that is extremely important. It is extremely important because the system of tourist communities in the Republic of Croatia is irregularly and unconstitutionally revised. How is it possible that the main office of the Croatian Tourist Board, which makes over 30m euros in traffic, is not at all the subject of regular audits of the State Audit. In 2012, when I came as a representative of the Croatian Parliament to the Supervisory Board of the Croatian Tourist Board, I couldn't be surprised that such a large business system (a) is not at all an obligor in the public procurement system, and b) has no external audit at all. And that's how it's been tolerated for years. 20 full years. Everything out there was beautiful and beautiful, with lots of blue and green roses, and with lots of questionnaires spending money. This finding, which is really just a very large pattern of real condition because it includes about 71% of the total income of the tourist community system, so not all, and only the tourist communities in the system is actually a very, very strong alarm, just the opposite of what my colleague Grubisic said, things should change quickly and thoroughly, and that as such they were skeletal and that what was worth in the '90s was no longer simply functionally, does not satisfy neither needs nor spend money in the right way. The Croatian Tourist Board and all regional and local tourist communities have 100m euros each year in disposition. 100 million euros. We would nominally say 100m euros for the marketing of Croatian tourist products. That's far from true. Unfortunately, in direct marketing, the branding of our product goes according to my assessment which can only be rough because we don't have the right data because the State Audit find is not an analysis of such a type, less than half. There's a question of where else is being spent. We see, 14% and some percent nominal in employees' salaries, not much. But we know very well that the system of tourist communities is financing a huge number of completely irrelevant events. 90% of these events have not brought a single guest to the side. These events serve to mark local anniversary, jubilee, local parties, drunks and locals' entertainment. In many cases, the system of tourist communities is nothing more than an honor to exceptions which are very much like a money budget source for local politicians who indirectly aliminate their pre-election promises from these sources and equally for the engulfing of politically similar people. There are too many cases of employment in local tourist communities exclusively according to the political criteria and the settlement of certain obligations to some parties, whether to some other colleagues, friends to debtors, or to those to whom they are owed. We can pretend that the system is great, wonderful, functional. Yes, in most cases. And that is why because of those who are doing well, who have a good mission, who are holding it, who are doing well in material and financial accounting, strategic planning, in creating new products, in branding, in actual marketing actions, the system needs to be reorganised, to become dominant, to conduct and dictate all trends, and to create space for these hundreds of millions of euros or more in future to be spent in a truly meaningful way, and that is the promotion of Croatian tourism product. It was regional, therefore within the Croatian, national or international market. I'd like to warn my colleagues who followed the cover of today's daily newspaper don't do that. The bomber's title doesn't fit the text content at all, and under two, it's not a good message because it doesn't mean anything. 12 or 13% less nights in May is nothing. That makes up for one day of August. Remember last year's situation, mourning, mourning. The newspapers announced the collapse of Croatian tourism until 5.7 last year. What happened? It happened exactly the opposite. Do we need the German newspaper to publish tomorrow the information that Croatian parliamentarians announced the collapse of the season in Croatia this year? Is that what we need? Let us be responsible for our word. Do we need the competition to take advantage of us? The more the real data tells us about increasing the number of arrivals, the more it is in line with the trend sought by the Croatian Tourism Development Strategy, which is actually crying out all the time not counting nights, counting guests, or arrivals, and how much money they left because it must actually be a strategic commitment to relieve the high season. We have terribly burdened the coastal part of Croatia in the high season with the number of visitors, the consumption of local resources, the exploitation of infrastructure, and it is very difficult to endure in many tourist places that grow overnight, or during the highest season and three times compared to the number of inhabitants, some even more. For many, it is not a sustainable development of tourism, but it would be much happier, and we would all be much more satisfied together to extend the tourist season and to have moderate crowds as long as possible, or more months of the year, and not just in the peak months. This report shows that the Croatian Tourist Board needs serious changes. He is wrong, his colleague Grubisic, when he is here, in fact, adding to nothing justified the thesis that the main office of the Croatian tourist community will be renamed tomorrow as a national tourist organisation. It's a misunderstanding. This is about status and roles. Therefore, the main office of the Croatian Tourist Board should have become a national tourist organisation long ago. He is, indeed, but the problem is that he has to perform a whole series of other functions that are not his job. These jobs that are really extra in the main office because the Croatian Tourist Board at that level should and should only be engaged in the promotion of Croatian tourism products abroad should be transferred to regional level, the structures that are now called county organisations, or county tourist communities should be strengthened. There's going to be a merger somewhere to get a stronger regional brand. And it actually needs to capitulate these structures to be project holders who can qualify for European funds tomorrow. That's what this is about. So it becomes this so-called. Remo, and everything else to actually turn into organizations that will create and brand local tourist offer and products. As for the inspection mentioned, it has nothing to do with this subject, although some of the surveillance of the State Audit may also be interpreted as part of a repressive approach. No, it's not, but I agree. It is necessary to change completely the paradigm of the functioning of inspection services in Croatia, but this is neither the State Audit Act nor the Law on the Croatian Tourist Community, nor any law relating to tourism. It is actually a matter of all the laws that touch the action of inspections in Croatia. How to change the paradigm? The basic question must never be that the task of inspection is to find a failure, but not to find it, which means that there has to be a procedural way that helps, warns, less punishable, and then reciprosts hardly punish or prevents them from working. When we change that model of function, then the inspectors on the ground will do exactly that. Until then, unfortunately, they were sent to find a problem, and thank God it is not difficult to find especially when they are crowded. And it creates a bad picture, I agree, a bad practice. But let's not kid ourselves, there's nothing different about us competing countries where it doesn't occur to anyone that in the middle of the season two-thirds of their traffic doesn't report at all. And last year, we saw in the introduction of a fiscalization system that was precisely the case in the very shouts of restaurants in the Adriatic. As regards the CNS, the HNS supports this report, and I repeat, it warns that this report is a very good reason to approach rooted changes and that we are actually asking the Ministry of Tourism to take what is in the form of a principle on the basis of which it would like to go to changes in the system of tourist communities as soon as possible to translate into a working document, to draft a law to present it to the public, to hold a debate with the public interested on the basis of concrete text and concrete solutions, and then to receive a proposal for a first-reading law in the autumn. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82588	Madam Vice-President, Mr Klešić and his associate, I will speak clearly about this second report by the State Audit Office on the implementation of the review of nature conservation and the protection of biodiversity and the management of national parks. I'll try it in time and do it. By reading the relevant report, we at the HNS Club have come to the following conclusions. First, the beauty of nature and biodiversity in Croatia are the most beautiful gift that we, as citizens of Croatia, have ever been able to get by birth and they make our lives much more beautiful, and the conditions of life much better. Secondly, the beauty of the Croatian environment is an integral part of the personal identity of every Croatian citizen and therefore its value is simply immeasurable. The beauty of nature and biodiversity make Croatia one of the most beautiful countries in the world. Thirdly, preserving the beauty of nature and biodiversity in Croatia are Croatia's chance for a different view and attitude compared to changes in the paradigm of development towards green technologies, healthy food and clean industries. Fourthly, biodiversity, beauty of nature must not be seen exclusively through the eyes of increasing the number of tourists and developing the tourism economy. Protecting the preservation and revitalisation of biodiversity of natural beauty must be primarily in protecting it itself and in order to raise the quality of life of the citizens of Croatia and of our descendants. However, tourism is not and must not be the priority branch of the economy, it is the god-day branch of the economy, which is only the cream on the cake of a successful economy. But that's another topic. The fifth, thanks to the long-standing desolation and indevelopment of unclean industries and devastation activities, Croatia today has an enviable level of protected environment and the preservation of biodiversity. The sixth, Croatia still fails to protect its natural beauty and biodiversity systematically and fully, even in national parks and nature parks, let alone in unprotected areas. Seven, some Croatian areas of our human intervention have been dramatically devastated and urgent and uncompromising actions are needed to save them. And eight, by entering the EU, Croatia has been given an additional opportunity, a chance to protect its environment, natural and cultural beauty and biodiversity more effectively and to develop those sectors that are sustainable and will benefit from environmental protection. It is not worse mentioned that Croatia has, already said, 8 national parks, 11 nature parks and 2 strict reserves. And these are national parks Brijuni, Kornati, Krka, Mljet, Paklenica, Plitvice Lakes, Risnjak, North Velebit, and the parks of nature are Biokovo, Kopački ass, Lonjsko polje, Medvednica, Papuk, Telaščica, Velebit, Vransko jezero, Učka, Žumberak, Samoborsko gorje and Lastovo islet. The strict reserves are the Hajduk and the roscan hips and the White and Samarska Rocks. Only Croatian national parks cover about a million square km of surface area and it is about 1% of the total surface area of the Republic of Croatia. Total protected areas account for 8.7% of Croatia's surface area. National parks and nature parks are distributed throughout Croatia, from Slavonia via central Croatia to Istria, Primorje, Like and Central and Southern Dalmatia. A number of other unprotected areas of Croatia are also highlighted by endemic species, biodiversity, unique natural phenomena and an unusually beautiful landscape. This report is limited to the revision of nature conservation and the protection of biodiversity management in only 4 national parks. The audit was carried out 18 months, from October 2012 to March 2014. According to the Nature Protection Act, the national park is a vastly unaltered area of land or sea of exceptional and multiple natural values. It includes one or more preserved or slightly modified ecological systems, and is primarily intended to preserve the original natural landscape values. All plant and animal species in the area of the national park are protected. In October 2012, the State Audit Office signed an agreement with the High Audit Institutions of Denmark, Norway, Poland, Ukraine, Bulgaria, Lithuania on the joint audit of national parks. The Agreement shall agree on a coordinated review and draw up a joint report on the audit carried out on the basis of a report on audits carried out by each of the Supreme Audit Institutions. On the basis of the national reports on audits carried out, a report containing joint findings and recommendations will be drawn up to improve the management and protection of biodiversity in national parks. Now I will skip what we thought about the legal framework, the institutional framework, and I will say that the final assessment of the State Audit Office, and it is said by Mr., well, the head of the office, Mr. Klesic, has already said it, which is that by accepting and implementing recommendations in the system of nature conservation and biodiversity protection in national parks, would improve protection and enhance the effectiveness of that protection system. And I think it's one of the most important sentences, and the recommendations are numerous. It has already been said that the revision was made according to the standards of the international organisation of the Supreme Audit Institutions, Europeans in agreement with Denmark, Norway, Poland, Ukraine, Bulgaria and Lithuania's audit institutions. The data or results of the report are internationally standardised, the methodology of production and collection and in results. All our national parks have been managed as public institutions in the management of the Ministry of Environment through the Nature Protection Institute, which, with the rest, conducts expert supervision of public institutions. And another, it should be noted, is that until the arrival of this coalition government that national parks and parks of nature were under the authority of the Ministry of Culture. As they came to power, they came to the Ministry of Environmental Protection. At the end of another data, according to data from the Institute since October 2013, about 39 200 properties, species and sub-classes, the assumed number is significantly higher, amounting to between 50 and 100 thousand. This indicates insufficient research by the Croatian flora, microflores and fauna. For example, 5636 plant properties, 7800 animal properties, 246 species of nesting birds, 153 species of freshwater fish, 452 species of marine fish, but their assumed number is significantly, significantly higher. According to data from the Institute despite the high value of nature in the Republic of Croatia, the high value of nature in the Republic of Croatia and many of its components are extremely endangered. And in conclusion, Croatia is generally known in natural beauty as one of the most beautiful countries in the world. In addition to the nature of beauty and biodiversity, the uniqueness of certain types of flora and fauna, Croatia is also too rich in cultural heritage. All this together continues in the position of eternal guardians of the above values for our, for our descendants, for Europe and the world, and in its fullness of the above mentioned beauty and healthy life we modernists and our life in the climate and environment is one of the best quality in all. And that is why we need these audit reports to be included in the process of improving and raising the level of nature protection based on observations and recommendations directly ahead of all of us. The national party of the Liberal Democrats will support that report. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82589	Thank you very much. We're moving on to an individual debate. My colleague, Nadica Jelash. Here you go.
ParlaMint-HR_2014-07-02-0.u82590	Thank you very much, well-respected Vice President of the Croatian Parliament, respected chief state auditor with associate, respected colleagues and colleagues here are exactly 5% of the total number of representatives. Therefore, lately the State Audit Office has been working more and more frequently in certain areas to assess the efficiency of a particular system. Now, we recently had an audit report on income, on the collection of income from local self-government units, today we have these two reports, and that's for every commendation because such audits are actually an excellent basis for detecting problems in a particular system and for solving them precisely with the aim of making it more efficient. Therefore, it is no longer sufficient to conclude only that a particular system works with greater or less irregularities. It is important to know how effective it is, or how much it contributes to the objective for which it is established. Thus, this report on the audit of tourist communities is a truly objective assessment of how effective tourist communities are in carrying out the basic activities for which they are established, which is to promote and improve tourism in the Republic of Croatia. What their cooperation with the founders is, therefore, the units of local or regional self-government and what their effectiveness is in spending the funds collected from both tourist memberships, and from residence tax and from other sources, so that they actually manage public money in tourist communities, because it is all public money. We see from the report that there are a lot of riots in this area. So, if the system was working pretty well, I'd say verse. We also see this by the fact that out of a total of 69 revised tourist communities, only a third of them received unconditional opinion, and even two thirds received a conditional opinion. With an additional problem, the greater number of tourist communities in a row gets conditional opinions. So they practically ignore those recommendations, those advices that you give them and stay working the way they did before. It is interesting to note that in a total of 23 unconditional opinions 15 unconditionally received tourist communities from the continental part of Croatia that are characterised by modest budgets from those tourist communities on the coast, so at sea. And here's this community on the continent, my lords, I would say more rational, more responsible, more conscious, we could even say as much money as possible with more irregularities, but conditionally. The report shows that the efficiency of the collection of revenues from tourist communities is much more problematic than the execution of the expenditure itself, with the fact that for years no more significant measures are taken to make the revenue collection system more efficient. So we're seeing one I'd say chronic thrombus, a commission to collect income. The review made up of the tax administration for 2011 shows that the tourist communities did not charge as much as 49 million kuna of tourist membership, which is almost a third of the potential income from the tourist membership fee. The same situation is true in income from the tourist tax, which is aliminates half of all tourist community revenues. So she is absolutely the most important, primary source of tourism community income. To lose a lot of income here also confirms a comparison of the number of nights' growth data with the rate of income growth from the residence tax. So, tax revenues rise 14% slower than the rate of overnight growth. Where are the problems when we're talking about paying the income? The payment control of income from the tourist membership fee for tax administration and only once a year delivers to the tourist communities reports on payment bonds and charged to the tourist membership. The consequence of this is that the tourist communities do not actually have full insight into the overall debt because they cannot actually identify payment obligations, and for years they are actually not trying to do anything to improve in agreement with the tax administration. It is the same with the payment of income from the residence tax. In 2007, the State Audit Office found that the data on the residence tax claim are not reliable because the claims are recorded differently and, of course, as it always does, suggested to the Croatian tourist community to determine one uniform model of registration of claims at all levels of tourist communities in order to make the data more accurate, more accurate and more up-to-date. This assumption was of course not respected, the problems of the collection remain current, and the Croatian Tourist Board did not establish a unique information system for the management of the list of tourists, so the registrations and their check-in and control of the payment of tourist fees by low-class tourist communities, hence the local information system that was planned and the annual work programme for 2012 so it was not realised so it was transferred in 2013, unfortunately until the end of the year, or when it was done, to conclude this revision. In view of the fact that the business of charging the residence tax since the beginning of this year has been taken over by the Ministry of Finance, i.e. the specific customs administration, we have some hope that the charge will be more efficient, or better. When it comes to the expenditures of tourist communities, the biggest problem is the absence of internal acts related to the personal expenditure of employees such as the cost of official travel or pay-offs, and there is very often no internal control, so it is not surprising, therefore it is not an unusual occurrence of high wages. Well, we heard, the biggest gross salary is 46,000 kuna, I just don't think that's appropriate. An interesting relationship is the commitment and demand of tourist communities. The commitments amount to 65 million kuna, and the claims of 17 million, which means that the obligations are actually 3.6 times higher and it is obvious that the tourist communities in one of their rather significant parts are financed in a way that they do not pay, i.e. they do not comply with their obligations to the believers. And to conclude, therefore, this State Audit report actually gives a lot of arguments that a system that is 20 years old should be changed, as counterpart Beus Richembergh said, because this system is dysfunctional, since a large number of tourist communities do not have even established criteria and criteria on the basis of which decisions on the financing of certain projects and programmes are not being made strategic plans for tourism development as assumptions for one targeted, designed development of tourism. One word, one number, especially those small tourist communities in the local community, is their goal. So we need a modern, efficient and one rational organisation of the tourism community system, which will especially respect those tourist communities on the continent, because unfortunately, right now, continental tourism is part of a total tourist offer of only 6%, and we think it has far greater potential. Thank you very much.
