ParlaMint-BG_2020-11-27.u1	Hello, colleagues who are remotely involved in the meeting! Anna Alexandrova?
ParlaMint-BG_2020-11-27.u266	Procedure.
ParlaMint-BG_2020-11-27.u267	Here you go, Mr. Ivanov.
ParlaMint-BG_2020-11-27.u268	Mr. Chairman, Mr. Minister, honourable colleagues! My procedure relates to the request made by us to hear the Prime Minister, with his conflicting information from members of the Council of Ministers concerning the danger of a major water crisis in Bulgaria. Since Ms. Karayancheva has been claiming that the procedure has not been introduced into the Ministry of Industry, I would like to inform you that 40 minutes ago this procedure was introduced on the grounds of art. 113 of the Rules of Organization and Activity of the National Assembly. So make sure that Prime Minister Boyko Borisov comes here and explains, is heard, of course, about what is happening, and what we heard from Minister Dimitrov. Thank you.
ParlaMint-BG_2020-11-27.u269	Thank you. I don't see the point in this procedure. It can be implemented after checking the documents you have imported. If it's okay and it's okay.
ParlaMint-BG_2020-11-27.u270	Of course.
ParlaMint-BG_2020-11-27.u271	Yeah, okay. Do you have evidence?
ParlaMint-BG_2020-11-27.u272	There is.
ParlaMint-BG_2020-11-27.u273	We are not going to have a dialogue here, but that is the order you are bringing to the Office. It's okay. It's scheduled, but so far I don't have that information except for your assurance. We continue with the question by the MPs Krasimir Yankov, Nikolai Ivanov, Lallo Kirilov, Valeri Zablyanov, Dimitar Stoyanov, Georgi Andreyev and Chavdar Velinov concerning the investment project.
ParlaMint-BG_2020-11-27.u274	We'll get it for you.
ParlaMint-BG_2020-11-27.u275	Now, are you offended that I don't believe you? I believe you, but there must be a document.
ParlaMint-BG_2020-11-27.u276	Mr. Vice-President, Mr. Minister, ladies and gentlemen of the House! My question is about an investment project to support the development of the emergency medical care system. Dear Minister, at what stage is the implementation of an investment project supporting the development of the emergency medical care system under a direct grant procedure for regional health infrastructure? Thank you.
ParlaMint-BG_2020-11-27.u277	Thank you, Mr. Kirilov. Mr. Angelov, come in.
ParlaMint-BG_2020-11-27.u278	Mr. Chairman, ladies and gentlemen of the House! Before I answer the question, I would like to say that I have just spoken with the mayor of Burgas "there is no danger of a water crisis in the city of Bourgas. I don't know who, what, and why is it that all the necessary organizational and financial measures are taken.
ParlaMint-BG_2020-11-27.u279	Are you answering a question or making a statement as a minister that has nothing to do with parliamentary control?
ParlaMint-BG_2020-11-27.u280	It's about people's health. I'm sorry, Mr. Chairman. The project "Support for the development of the emergency medical care system" financed by Operational Programme "Regions in Growth" has a total budget of 163 million. 897 thousand. BGN 815.62. The implementation period is 23 October 2021. Four contracts for the delivery, installation and commissioning of medical equipment and specialized medical equipment for the needs of all emergency aid structures included in the project's scope have been concluded under the Project. The supplies on the three of the contracts are complete. The implementation of the fourth contract was also launched for the delivery of non-diagnostic medical equipment. Currently in implementation of the project are announced and the procedures for selection of performers in the other main activities of the project are being carried out. Honourable Members of the National Assembly, seven procedures have been launched under the Law for the selection of contractors for construction works for the emergency rooms of the 34 hospitals included in the Project. It is planned in December to start construction of the sites from the extra-hospital structures of emergency aid.
