ParlaMint-BG_2020-12-18.u1	Good afternoon, fellow Members. Please, registration mode. Mr. Kirchev?
ParlaMint-BG_2020-12-18.u204	Thank you, Mrs. Sacheva. Here you are, Mrs. Klisurska, for your line.
ParlaMint-BG_2020-12-18.u205	[[BSP for Bulgaria]] : Mr President, honourable Members! Dear Minister Sacheva, if we read the recommendations in the European Commission Report within the European Semester, we will see that in them one of the main recommendations was related to making such a socio-economic measure that would be permanently aimed only at self-insuring persons. The other day there was an opinion of the European Confederation of Trade Unions, which states that only Bulgaria, Croatia and Cyprus did not include in their support the self-employed persons on that 1 billion loan, which we will receive at the European Institute for Employment Conservation. Why, Minister Sacheva? From the answer you gave in the first part of my questions, you have again addressed measures that do not affect self-insured persons. From the figures that you have set out, it is clear that the short-term employment measure covers around 400 self-insuring persons with 200,000 registered persons. You mentioned the loans, but I believe that this measure is not effective because 22,000 self-insured individuals have benefited from it. And a little analysis that I think I should not do, but you should prepare to see if you are properly targeting the affected groups. I can tell you that in terms of that support, which was for free artists, you introduced rewards from which they must have received up to 1000 leva. Many free artists do not receive permanent remuneration, they receive fees, so they did not fall within the scope of the measure for free artists. With regard to another group, which is self-serving, these are the lawyers. They were also affected by the crisis, but do not fall into those speeds that can secure this support. Not to mention those small shops where families end up providing themselves and do not have more than 30 thousand working funds to get into this measure, which you said the economic measure with grant schemes. So I think it's about time you thought about this group. In my opinion, it is important to have a targeted measure for self-insuring people, because I have in front of me the register of all European Member States of the European Union, all have such a targeted measure and I think it is adequate and normal to do so in Bulgaria. Thank you.
ParlaMint-BG_2020-12-18.u206	Thank you, Mrs. Klisurska. Would you like the floor? Thank you, Mrs. Sacheva, for your time. The next question is from the MP Smilyana Nieva on measures to assist foster parents from the beginning of the pandemic. Here you are, Ms. Niva, to develop your question.
ParlaMint-BG_2020-12-18.u207	Dear Mr. Vigenin! Dear Mrs. Sacheva, according to the Social Assistance Agency in Haskovo region there are 118 foster parents. These data are from the beginning of the year. At the same time, Haskovo region is from regions where there is a shortage of foster families. My question is: what measures were taken to assist foster parents during the pandemic? How many disabled children are raised in Haskovo region by foster parents and are they given additional monthly benefits? Are measures envisaged to further stimulate families who wish to become foster parents?
ParlaMint-BG_2020-12-18.u208	Thank you, dear Mrs. Niva. Come in for an answer, Mrs. Sacheva. You have three minutes.
ParlaMint-BG_2020-12-18.u209	Mr. Chairman, ladies and gentlemen of the House! Dear Mrs. Niva, foster care is a measure of child protection that enables many children at risk to be raised in a family environment. Currently, about 2,000 children are raised in foster families in Bulgaria. In particular, 113 foster families were registered in the register of established foster families on 8 December 2020 and they were all professional. At present, 100 children are accommodated in Haskovo in nearly 90 foster families, as well as in 10 of the foster families 11 children with disabilities are accommodated. To address the challenges posed by the spread of COVID-19, we have taken urgent measures, including to provide financial and material support to those in need, to provide appropriate forms of quality and affordable services, and others. Foster families are also entitled to take advantage of these measures. They may also receive the new monthly target aid for children up to the age of 14 under a declared emergency or declared emergency epidemic situation, and the families of relatives or relatives who have children accommodated shall also have the right to this assistance. Since 1 July 2020, a new one-off aid has been regulated for students enrolled in the VIII class, which is in essence similar to that of entering into the 1st grade. Both types of aid are granted without a benefit test for children placed in the families of relatives and relatives or foster families. Also, foster families and families of relatives or relatives receive benefits under the Family Aids Act for children without an income test. Under child protection regulations, all foster families receive monthly funds for the children they raise and additional supplements are provided for children with disabilities. Professional foster families also receive remuneration for their care. Foster families, as well as families of relatives and relatives, can also receive single help up to four times a year. Changes to the Rules for the Implementation of the Child Protection Act will be adopted, which will update the dimensions of the monthly funds, the one-off aid and the additional supplement for a disabled child. Foster families and children who are accommodated in them can also use all available network of consultative daily forms of social services completely free of charge. These families are also entitled to substitute care. Changes to the Rules for the Implementation of the Child Protection Act will also regulate the procedure for the use of substitution care by foster parents and families of relatives and relatives in which children are accommodated under the Child Protection Act. Thank you.
ParlaMint-BG_2020-12-18.u210	Thank you, dear Minister. You have the floor for a line, Ms. Niva. Thank you. We move on to the next question by the MPs Tsvetan Topchiev and Philip Popov on closing of the Adult House with mental retardity in the village of Kudelin. Here you go, Mr. Popov.
ParlaMint-BG_2020-12-18.u211	Thank you, Mr. Chairman. Dear Minister! Dear Mrs. Sacheva, the Vidin region is one of the most backward not only in the European Union but also in Bulgaria. Part of this expensive region is the municipality of Bregovo, where the residence for adults with mental disabilities is situated, namely in the village of Kudelin. The Vidin region is in one of the first places on unemployment, ageing population, depopulation, basically a demographic disaster. You're a social minister, I don't know if you're really aware of the severe effect that's going to bring about the closing of the House in the village of Kudelin. Here is our question with colleague Tsvetan Topchiev: since the home in the village of Cudelin was not included in the preliminary plan for closing these homes by 2022, what does its recent closure require, and in the face of a severe medical, economic and social crisis in the country? Dear Minister, we are well aware that this type of homes should be closed, but why should it be started from the House in the village of Kudelin? Will this solve the problems there, or will it aggregate and accumulate new serious and social problems in the municipality and in the region? Thank you.
ParlaMint-BG_2020-12-18.u212	Thank you, dear Mr. Popov. You have the floor to answer, Madam Secretary.
ParlaMint-BG_2020-12-18.u213	Mr. Chairman, ladies and gentlemen of the House! Dear Mr. Popov, I would like to inform you that it is not started with the House in the village of Kudelin and it is not about the urgent and rapid closure of this house, because its closure is in 2021. I believe that everyone in Bulgaria knows about the Report of the European Committee on the Prevention of Torture and Human Degradation, or the penalties imposed since August 2020 for violating the rights of persons living in the House. Unfortunately, verification of the Agency for the Quality of Social Services confirmed the findings of the European Committee. It is established that the number of registered users in the House is 105, but their actual number is 88 people. Two users have been declared a national search. According to the Director of the House, six users live in families in the municipalities of Bregovo and Novo village and do not reside in the institution, but continue to be held as accommodated users and to pay a fee. The Commission which carried out the verification did not receive an answer to the question where are the other eight persons who do not live in the House. In this regard, the mayor of the municipality of Bregovo was informed of the necessary action. The number of employees is insufficient, as part of the state numbers are also used for other municipal activities. The Agency's verification of the quality of social services has established that the House's financial resources deviate for the remuneration of persons who do not work in the specialised institution. It is found that the appointed nurses on a schedule raise animals and during that time do not take care of consumers and hygiene in the House. Only the basic living needs of accommodated persons are provided, with little social work being done with them. There are no health and social support services in the community on the territory of the municipality. The personal means of consumers do not benefit from them. The verification also made it clear that the material base is not in good condition, and there is no public transport to the House. The Commission's conclusions are that people living in the House are neglected, psychological violence is exercised on them and care for them is not in line with the existing national and international standards in this area. The results of the verification are summarised in a report with specific proposals and measures submitted to the Supreme Administrative Prosecutor's Office on 30 November this year. Poor treatment of disabled persons in the House is the main reason why the competent authorities decided to take steps to close it. The fact that this house was not included in the 2018 Action Plan for the period 2018 - 2021 for the implementation of the National Strategy for Long-term Care does not mean that in the case of poor quality of services for those living there it cannot be closed. § 34 of the Transitional and Final Provisions of the Social Services Act provides for such homes to be closed by 1 January 2035. The crisis caused by the spread of COVID-19 is also not an argument to neglect a particularly vulnerable group of individuals, such as those with intellectual difficulties, but, on the contrary, even more effort must be made to prevent their rights being violated. Thank you.
ParlaMint-BG_2020-12-18.u214	Thank you, dear Minister. You have the floor for a line, Mr. Topchiev.
ParlaMint-BG_2020-12-18.u215	Thank you, Mr. Chairman. Dear Mr. Chairman, Dear Minister, Dear Minister, Dear ladies and gentlemen of the House! Dear Mrs. Sacheva, I must tell you that someone has misled you. That's not how it works in this house at all. We understand and support the organisation's operation as a process, but it implies serious reforms in the functioning of all systems and sectors. These are processes that cause profound changes in the overall care and support system. These changes are difficult to plan and manage administratively and centrally. The municipality of Bregovo, as a provider of these services, has worked very actively and purposefully over the years in the process of deinstitutionalization. Seven family-type accommodation centers, one protected dwelling, were found. Six more units of the resident type are under construction, which is not the case in your report. The home for adult children with mental retardity in the village of Kudelin has existed for more than 50 years. It accommodates users who are 18 years old, until their death. There are people living there for 20 years. They've created almost family ties with the staff. Do you understand this thing?! They call them mother, father, brother. I'm personally witnessing this thing. And you want this thing to end?! Did anyone ask them if they wanted to leave this house, shut it down? What's going to happen to them? What about this relationship and dependence? The House employs about 70 staff, which may be insufficient. Such are the recommendations of the Committee of Europe on Human Rights. These specialists have passed training, they have specialization. In most homes, COVID is allowed. No illness has been admitted to the House of Cudelin. This speaks of highly specialised, adequate staff care, which in the report is absolutely false. Is it normal during a Lockdown, during a mid-winter crisis to make these people redundant and left out of work, which is happening in the poorest region of Europe, Bulgaria?! [[The President signals that time has expired.]] Are you, as social minister, okay with this thing? Over the years, many funds have been invested to improve the conditions, on the material basis of consumers, which is reflected in almost all reports prior to September of this month. What's gonna happen to this material base, or are we just gonna throw it away? There's a problem, there's an institution, we're going to ask for it, and we're going to solve the problem. I don't think that's a problem. Therefore, I suggest that you reconsider your decision on the urgent closure of the House in Kudelin and allow the Municipality of Bregovo to continue with the process of deinstitutionalization with the least concussion and trauma for consumers and staff. Thank you.
ParlaMint-BG_2020-12-18.u216	Thank you, Mr. Topchiev. You have the floor for a line, if you like. No. Thank you, Mrs. Sacheva, for participating in today's parliamentary control. Let's wish you a happy holiday and a successful next year! We continue with the questions to the Minister of Health Kostadin Angelov. The first one is from the MPs Anastas Popdimitrov and Nona Yotova on measures to protect the health and life of the actors in the conditions of the CIVID-19 epidemic. Here you are, Mr. Popdimitrov, to develop your question, you have two minutes.
ParlaMint-BG_2020-12-18.u217	Thank you, Mr. Chairman. Dear colleagues! Dear Minister, as the state of emergency entered this year on March 13th, stage appearances were banned. Over time the measures were loosened, as they say, separate performances began to appear and in almost all stage institutes in the territory of the country to carry out performances under certain conditions. Mechanisms have been created to protect the audience, which is very important through a chair, through two disinfectants, temperature measurement and all that is needed to protect the health of the audience. During all this time, however, nothing has been done as requirements and measures to protect the health of artists, the staff working in these institutes. You probably know that the Bulgarian performing arts are working under certain financial rules, so-called delegated funding, and that a cultural institute can exist only if it realises certain revenue that enables it to operate. Otherwise his indicators go into the minus column and he's bound to work them out after a while. This gave the stage institutes an incentive to start mass activity, unlike, let's say, from the cinemas that have remained closed to this day, in my opinion unexplained to this day; galleries, museums that have had great opportunities to work in certain streams, admitting certain numbers inside, but they have been melted. For me, the truth is in the financial rules on which these arts work. Over time, mass contaminations of colleagues began. The local directors were given the opportunity to make decisions. Even Getting to Meetings [[the President signals that time has run out]] In which one against another colleagues say whether they agree or not to play. Unfortunately, this also led to the death of many colleagues. Whether there are many or not a matter of judgment, but for me even one life is a 100% loss of a universe. My point is: was there not an opportunity to make rules for the work of the creative and administrative compositions of these institutions? What will you do in the future? Thank you.
ParlaMint-BG_2020-12-18.u218	Thank you, Mr. Popdimitrov. Come in for an answer, Mr. Secretary.
ParlaMint-BG_2020-12-18.u219	Mr. Chairman, ladies and gentlemen of the House! Dear Mr. Popdimitrov, Mrs. Yotova, in relation to the declared exceptional epidemic situation with my orders, temporary anti-epidemic measures have been introduced in the territory of the Republic of Bulgaria which concern general anti-epidemic and restrictive measures regarding various activities. In addition to cultural activities and events where the collection of persons is supposed to be possible to carry out the transmission mechanism of the cause of COVID-19 and subsequent disease to susceptible persons. At present, all cultural events are suspended - cinemas, museums, galleries, stage events and concerts, except for theatres that can work in the workplace up to 30% of their total capacity; physical distance of at least a meter and a half and mandatory placement of facial masks. In view of the obligation under point (c) of the first subparagraph of Article 4 (1) of Regulation (EU) No 575/2013, the Commission shall, by means of implementing acts, adopt implementing acts laying down detailed rules for the application of Article 108 (3) of the Treaty on the Functioning of the European Union, laying down detailed rules for the application of Articles 108 and 108 of the Treaty on the Functioning of the European Union and of the Treaty on the Functioning of the European Union and of the Treaty on the Functioning of the European Union and of the Treaty on the Functioning of the European Union and of the Treaty on the Functioning of the European Union. 4 of my Order of 25 November 2020 the Ministry of Culture has prepared guidelines for the activities of state cultural institutes and cultural organizations with activities in These include measures for the protection of employees, such as the conduct of disinfection, the absence of work premises of persons with acute respiratory diseases, compliance with physical distance, the provision of personal protective equipment to personnel depending on the specifics of work and the risk assessment at work; the preparation of a timetable for carrying out rehearsals consistent with anti-epidemic measures; the introduction of distance work for administrative units. The guidelines state that given the specific conditions in the different sites, specific rules should be developed for each individual site in line with their specific characteristics. In order to address the current CoVID-19 pandemic, the use of these anti-epidemic measures is extremely important. In addition to the above basic measures, which can protect the life and health of society, including artists in the field of performing arts, it is also important to apply specific vaccine prophylaxis. With regard to the application of vaccines against COVID-19, the Government of the Republic of Bulgaria is actively committed to the process of providing vaccines against COVID-19 with the objective of offering them to the whole population after being approved by an agreement authorising the European Commission to propose to the participating Member States on their behalf prior arrangements for the purchase of vaccines with their producers in order to provide Member States with vaccines in the fight against the pandemic of COVID-19. The vaccines against COVID-19 will be free of charge for every Bulgarian citizen and will be applied at will. The country has developed a National vaccination plan against COVID-19 in the Republic of Bulgaria, which contains key components for vaccination, including specific population groups. Thank you.
ParlaMint-BG_2020-12-18.u220	Thank you, dear Minister. Here you are, Mrs. Yotova, for a line.
ParlaMint-BG_2020-12-18.u221	Dear Mr. Chairman, honourable Members! Dear Minister, thank you for your reply. I want to pay a little more attention to the specifics of our work because I'm an actress playing right now. I had a show last Friday. I was very happy that I had a performance in Theatre 199 with all the measures being met. There's only two of us on stage. Basically, I didn't feel any threat. But a world famous opera singer died in the opera. At the Russian Opera, one of the choirs died. There are specific things in different performing arts. For example: when we have a choir of 30 people and they sing, it's about very active breathing. In general, opera is a much more mass art. As you say, food stores will now be checked and so on, whether all the measures are being followed, I do not want to introduce any police on operas, on theatres, but I still think that control should in some way be a little more strengthened. By no means do I mean to stop operas or theaters because half of the guild is afraid and wants to stop. But the other half says: "No, we want to be with our audience. " - I also want to be with the audience. I want to be on a stage where I feel the best, and Friday was one of the most beautiful days of my life. A very talented director and actor, who works with children, has a children's school and so on. Maybe he should have a little more control. Maybe when there's a sick man, he should stop for a while. For example, for these 10 days, the quarantine we all observe when we are surrounded by an infected person. Perhaps when there is someone who is infected, the theatre or opera in question should stop for 10 days. Thank you.
ParlaMint-BG_2020-12-18.u222	Thank you, Mrs. Yotova. You're on stage in the theater and here in Parliament. Would you like a douche? Here you are, Mr. Secretary.
ParlaMint-BG_2020-12-18.u223	Dear Mr. Chairman! Dear Mrs. Yotova, undoubtedly the loss of every person is a loss for Bulgaria. In view of what has been said so far, I would remind you that there is an order of the Minister of Culture with written instructions. I make a commitment today to have a conversation with Mr. Boil Banov, respectively, to take all necessary actions to ensure the health and life of all artists in Bulgaria. Thank you very much.
ParlaMint-BG_2020-12-18.u224	Thank you, dear Minister. We are moving on to the next issue by the National Representative Valentina Naydenova regarding the participation of the employment services in a declared state of emergency or the declared epidemiological situation, I suppose, an emergency epidemiological situation. You have the floor to develop your question.
ParlaMint-BG_2020-12-18.u225	Mr. Chairman, Mr. Minister, honourable colleagues! According to § 1, t. 11 (b) The additional provisions of the Law on Health and Human Health are the activities of the employment services. The latter is determined by both the Law on Health and Safety of Work, and the ordinance on it. In accordance with art. 25c, para. 1 of the Law the employment services are registered with the Ministry of Health, and the control of their activities is implemented by the authorities of state health control. At the same time, according to art. 25, para. 2 of the same law the services of occupational medicine are units with mainly preventive functions, such as in art. 25a, para. 1 are explicitly described the main activities such as helping employers to establish a safety and health organisation at work, assessing the occupational risks and analysis of the health status of workers, proposing measures to eliminate and reduce the identified risk, monitoring the health status of workers and others. During the CoVID-19 pandemic in many enterprises, workers are allowed to work without preventive control with the symptoms of COVID-19. At the same time, there are few cases where employers require patients to submit research for the presence or not of COVID-19. Dear Minister, I would like to be answered by the question: why are the labour medicine services not included in the Law on Measures and Actions during the Emergency, announced by the National Assembly Decision of 13 March 2020, and to overcome the consequences in support of the enterprises for helping employers in setting up an organisation for safety and health at work under the conditions of a pandemic of COVID-19?
ParlaMint-BG_2020-12-18.u226	Thank you, dear Mrs. Naydenova. You have the floor to answer, Minister.
ParlaMint-BG_2020-12-18.u227	Dear Mr. Chairman, ladies and gentlemen, Mr. Naydenova! Under the Law on Health and Safety at Work, the obligation to ensure health and safety at work belongs to the employer. By assessing the risks to the safety and health of workers, in accordance with the risk assessment, it plans and implements preventive measures, it shall establish the necessary organisation to carry out the monitoring and control of the implementation of the planned measures. Some of these obligations also include providing services to workers from registered employment services. Employment services are units with only preventative functions. Under the regulatory framework, these services consult and assist employers, committees and working groups in planning and organising activities to ensure and maintain health and safety at work, propose measures to prevent, eliminate or reduce the identified risk, assess the effectiveness of the measures taken by the employer, develop, organise and conduct training of management personnel, employees and their representatives, provide individual advice to workers in relation to health and safety at work. In relation to the relevant regulatory framework and in order to support employers' efforts to ensure health and safety at work in the context of the pandemic announced by the World Health Organisation, the Ministry of Health, as early as March 2020, sent to the national employers' organisations its recommendations in line with the World Health Organisation guidelines for measures to be applied by employers to limit the spread of COVID-19, recommendations for employers in order to prepare the workplace in the context of the epidemic spread of COVID-19, including recommendations to business operators and employers in the security business and algorithm of the disinfecting events in public-use establishments in the conditions of the epidemic distribution of COVID-19 and publication of the Ministry's website, the same periodical updates have been updated. The same are fully in line with the regulations of the Law on Safety of Labour, Rights and Obligations of Employers and the functions and tasks of the employment services in providing these conditions. In addition to the orders of the Minister of Health, which are updated periodically depending on the epidemic situation in the country, common anti-epidemic measures for the working premises, organization of the working process, personal protective equipment and others have been introduced. The anti-epidemic measures under these orders shall be mandatory for the application by all employers of the appointment, both natural and legal persons, including those who own or manage public-use establishments, commercial or other sites that provide services to citizens, as well as to the organizers of mass events, regardless of their nature. Thank you.
ParlaMint-BG_2020-12-18.u228	Thank you, dear Minister. Here's a line for you, Mrs. Naydenova.
ParlaMint-BG_2020-12-18.u229	Dear Minister, I think we have taken these services too far away because the relations between employers and employment services are mostly of a private nature, mainly of a private nature, but the reason I ask this question is because of a few things. Firstly, the beginning of the COVID-19 epidemic was too unexpected for us, and the Ministry's efforts were to ensure timely treatment of the sick in our hospitals, search, isolation of contacts, provision, carrying personal protective equipment and other measures. However, there was no mention of what employment services, committees and working groups should do in an epidemiological situation. If we didn't have time and had to react quickly, we now have enough time, knowledge and experience to assess our behavior, including gaps and errors, and to look for that reserve that can be included in such events. True, the resources of health care professionals were also mobilised, but if the necessary anti-epidemic measures were taken in the enterprises and establishments with the help of the occupational medicine services, where medical professionals work in scheduled algorithms for behavior in such an environment, we would have kept most of the working people healthy and I think the very blow to our economy would have been milder. This is a reminder to you, Mr. Minister. If you find it useful for some future behaviors in such an environment, I would be glad to be understood. Thank you.
ParlaMint-BG_2020-12-18.u230	Thank you, dear Mrs. Naydenova. Would you like a duplicate, Mr. Secretary? No. Thank you. The next question is also from Mrs. Naydenova on the staffing of the Emergency Medical Centre in the town of Lovech and its affiliates in the district of Lovech. Here you are, Mrs. Naydenova, to develop your next question.
ParlaMint-BG_2020-12-18.u231	Thank you, Mr. Chairman. Dear Minister, outpatient medical care in the specialty of emergency medicine is carried out by emergency care centres and their affiliates. According to the structure of the Center for Emergency Medical Care, Lovech has branches in the cities of Lovech, Letnitsa, Loukovit, Teteven, Ugurchin, Yablanitsa and Troyan. The latter has one nurse on a 7-hour working day in a 5-day work week and a hygienic civil contract, which makes it difficult for the affiliate's 24-hour regime. In order to ensure the operation of a single centre and an emergency medical care subsidiary, it is generally necessary to provide sufficient personnel through their structure to carry out their activities. Therefore, my question to you is: what is the level of staffing of the Center for Emergency Medical Care, Lovech, and its affiliates, are the requirements of the established by you Rules on the device, activity and structure of the Center for Emergency Medical Services met, as required by the Law on Medical Institutions?
ParlaMint-BG_2020-12-18.u232	Thank you, dear Mrs. Naydenova. You have the floor to answer, Minister.
ParlaMint-BG_2020-12-18.u233	Dear Mr. Chairman, ladies and gentlemen, Mr. Naydenova! The Rules of Procedure of the Emergency Medical Centre (CSM) specify the types of teams operating there, namely stationary teams and mobile emergency teams. Types of stationary teams and mobile emergency teams, their main professional activities and composition shall be determined according to the medical standard of emergency medicine. In an emergency medical care unit type stationary activities are carried out on medical triage, examination, diagnosis, treatment, monitoring and outpatient activities in emergency patients under short term stay up to 24 hours. Its activity is provided by a stationary emergency team with a minimum number and composition of professional competence of the members of the team With regard to your question, Dr. Naydenova, about the completion of staff of CSM Lovech, I inform you that in the state doctors are 67, professionals in health care Currently, 58 state doctors, including 44,5 medical doctors, 13,5 medical specialists and paramedics, 71 medical professionals, 2 free state posts, and 77 state drivers, are employed at CSM Lovech. As of 30 November 2020, the available doctor's posts are as follows: Emergency Medical Philaly (FSMP) Lovech, four and a half doctor's posts, in the SPSP Troyan, three and a half doctor's posts and a half doctor's post for a medical professional, in the SPSP. Teteven, half a nurse's post, half a medical professional, in the FSMP Lukovit, half a medical examiner, half a doctor's assistant, one medical professional. In order to complete the teams and in view of the epidemiological situation, the medical staff shall work overtime under the State's Free Number Labour Code. In order to meet the requirements of medical standard in emergency medicine and the need to comply with art. 5 of the regulations on the structure and operation of the CSM in the first-type SPSP Troyan "Teteven " Lukovit, was appointed by one PMS nurse 66, a total of three, and additional civil contracts were concluded with persons such as hygienics for these SPSMs also in one number. In an epidemic situation, CSM Lovech is making every effort to comply with the requirements of medical standard in emergency medicine and the regulations on the device and the activities of the CSM, and to carry out its main activity, to provide urgent medical assistance to sick and injured persons at the home of the accident and during transport to their possible hospitalization. Thank you.
ParlaMint-BG_2020-12-18.u234	Thank you, dear Minister. Here's a line for you, Mrs. Naydenova.
ParlaMint-BG_2020-12-18.u235	Thank you, Mr. Minister, but as you yourself are convinced that even the orderlys are not enough, and they are necessary and are part of even one team, when they run out of seven hours of work, they leave and, naturally, then sisters, doctors, paramedics, drivers, assume their function, which, of course, in a modern world is not acceptable. But with this question, I would like to draw your attention to the status of the team of the Center for Emergency Medical Care, Lovech, and its affiliates, in particular the subsidiary in Troyan. I think that such a review should also be carried out in all emergency medical centers, the assembly should be provided and even carefully followed, because our National Emergency Medical System must be prepared and have everything necessary to carry out its duties, especially in an epidemic environment. I think people working in the National Emergency System deserve not only better conditions, but they shouldn't overheat in an emergency situation. If it is judged that people are not enough, I think we should be more flexible and make a periodic assessment depending on the workload, whether there is a need for more people or not. Thank you.
ParlaMint-BG_2020-12-18.u236	Thank you, dear Mrs. Naydenova. Would you like a douche? No. And to the last question to you, Mr. Minister, from the National Representative Georgi Mihailov on the immunization campaign related to COVID-19. You have the floor, Professor Mikhailov, to develop your question.
ParlaMint-BG_2020-12-18.u237	Thank you, Mr. Chairman. Dear Professor Angelov, dear colleagues! In the Republic of Bulgaria, the preparation for vaccination campaign on the problem of the pandemic spread of COVID-19 has started since the beginning of the month. It was a designated headquarters responsible for the vaccinations. This is an extremely important element of the state's health policy in order to control this infection, even more so far, there are no targeted medicines in the world that can certainly be said to be used for the specific treatment of this infection, while vaccine prophylaxis is specific. My question to you is the headquarters is already targeting, you have already announced the groups that have been defined how is the preparation of the first group going, what is the volume of those who want the first group to be vaccinated as a percentage and as an absolute number? And a particularly important issue, which we insist on, has been proposed in the parliamentary hall to create, structured and active information explanatory campaign to show the nation what the advantages of this immunisation are. I would love to hear your answer to all these components of my question. Thank you, Mr. Chairman.
ParlaMint-BG_2020-12-18.u238	Thank you, Mr. Mihailov. You have the floor to answer, Minister.
ParlaMint-BG_2020-12-18.u239	Mr. Chairman, ladies and gentlemen of the House! Dear Professor Mihailov, communication and public information is an important part of the National vaccination plan against COVID-19 in the Republic of Bulgaria, adopted by Council of Ministers Decision No 896 of 8 December this year. Immediately after the adoption of the Plan, not only began the real preparation of data collection for subjects under the first phase of the Plan, but at the same time work on the other parts of the programme is being carried out on delivery, distribution, storage and logistics of vaccines, monitoring of the immune coverage and others. The identification of those who wish to immunise themselves from the first phase of the Plan, namely medical staff of hospitals for hospital and outpatient care, health care professionals, dentists, pharmacists and assistant pharmacists and other support personnel, is ongoing and, according to RZI data, as of 10 December 2020, makes up 33.09% of all professional directions included in this target group. Work is also being done on building a communication strategy based on transparency, reliability, timelyness and accessibility of information on vaccines and their forthcoming implementation. Key messages to different groups of society are being prepared to clarify the benefits of vaccination at individual, group, national and global level, providing for different platforms for the dissemination of information according to the specifics of the different professional activities. Dear Professor Mihailov, the Ministry of Health will not become a trade distributor of vaccines, nor will it campaign to convince Bulgarian citizens about a specific product. On the contrary, we will explain to the citizens that vaccination is the way to salvation and the way to hugs, if you will, to normal human relations. Vaccines will give us this salvation from COVID, but Bulgarian citizens want to hear the answer to every question that bothers them, and the Ministry of Health is committed to creating such an information environment that every doctor gets the information before everyone else and provides it in an accessible and understandable language to the people he cares for. I will insist that producer companies provide answers to all the questions that people are interested in without any silence or information that is not shared. This is extremely important because at the moment some answers are being given before they are clearly announced by the companies that are producers. Ladies and gentlemen of the National Assembly, let me conclude by telling you that the Ministry of Health is aware of the importance of the upcoming vaccination for global dealing with the pandemic with COVID-19 and will put every effort into its successful national implementation. Thank you.
ParlaMint-BG_2020-12-18.u240	Thank you, dear Minister. You have the floor for a line, Mr. Mihailov.
ParlaMint-BG_2020-12-18.u241	Thank you, Mr. Chairman. Dear Mr. Chairman, dear Professor Angelov, honourable colleagues! The issue did not at all contain the opinion or wish that the Ministry of Health would become a sponsor or advertiser of one pharmaceutical company or another. The aim of this issue and of the problems it brings to the nation in parliamentary control are several things. First of all, the campaign started in very difficult conditions. Experts in infectious diseases, in epidemiology, in immunology have very well defined the need for when and when an immunization campaign is most effective. The time it is starting to take place is certainly not the most appropriate time, and that is why we believe it was necessary and now it is necessary? You said: to prepare key messages. These messages around the world have gone to people in some very difficult conditions, as we are aware that even the characteristics of the products that are being offered are not yet approved and are not clearly defined in front of the relevant authorisation bodies. But these messages must go as soon as possible, they must go precisely from the Ministry of Health. Furthermore, when we talk about a very difficult vaccination campaign, I allow myself to recall again the BSP's proposal, which was made directly in the parliamentary hall, in your help, I believe that the testing of the population should be activated as far as possible. The testing process, either by the primary PCR method or by antigen tests, gives an in-depth feature, especially to this first most important group, aimed at the Ministry of Health, in order to be able to resolve the practical question of where, when and under what conditions this vaccination programme should be implemented. If these two components do not immediately enter the state system and do not start to operate, then we risk.. You know very well what are the messages of the specialists in the field of infectious diseases and epidemiology, not to reach the effect we want with this immunization plan and in fact not to realize the ideas that will benefit the Bulgarian nation. Thank you, Mr. Chairman.
ParlaMint-BG_2020-12-18.u242	Thank you, Professor Mihailov. Would you like the floor? Here you are, Mr. Minister, for the coat.
ParlaMint-BG_2020-12-18.u243	Dear Mr. Chairman, dear Professor Mihailov! The information campaign in Bulgaria has not yet started. It has not started in many countries as, as you yourself said, the short characteristics of the product are not yet clear. What I wanted to say is that the Bulgarian government and the Ministry of Health will definitely not recommend a specific vaccine to the Bulgarian citizens. On the contrary, we will speak to Bulgarian citizens with the whole language of science that vaccination is the salvation that will bring to Bulgarian citizens and the world from CIVID-19. That's working. It is very active with expert advice on both infectious diseases and epidemiology, working with all specialists who are at the National vaccination headquarters, and this will happen. With regard to population testing, I have made a commitment by 21 December, i.e. by Monday, to have a new definition of cases in which, according to recent data, experts have united around the fact that they will compare partially or fully, I expect today to be presented with the final report, which is consensus by all, PCR tests, then alignment with antigen tests. The antigen tests and PCRs will then be used simultaneously and separately to perform testing of large population groups with a view to actively searching for the positive with COVID-19 persons, their isolation and quarantine of all first-order contacts. So we are working actively in this direction and the commitment made by the National vaccination headquarters will be implemented within the time limit. Thank you.
ParlaMint-BG_2020-12-18.u244	Thank you, dear Minister. That was the last question for you. Thank you for participating in the parliamentary control. Let's wish you a happy Christmas and New Year's Eve! Let's move on to the last minister for today. There are two questions for him. The first is from the MP Polina Shishkova on the visual identity of the Bulgarian cultural institutes abroad. Here you are, Mrs. Shishkova, to develop your question.
ParlaMint-BG_2020-12-18.u245	Mr. Chairman, ladies and gentlemen of the House! Dear Minister, the creation of a media information environment in the host country is one of the objectives of the Bulgarian cultural institutes abroad, laid down in the concept of their functioning. In this regard, in addition to social networking, each of the 11 Bulgarian cultural institutions abroad maintains its website, which provides information on the activities and related initiatives and news. A good visual identity is one of the main effective communication elements, especially when information is obtained mainly through the Internet. Dear Minister, in relation to the above, please answer the following question: does the Ministry of Culture consider that a uniform visual identity is needed for the 11 Bulgarian cultural institutes abroad in order to enhance their recognition. Thank you.
