Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18009	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18010	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18011	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18012	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18013	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18014	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18015	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18016	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18017	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23963	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23964	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23965	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23966	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	CulejStevo	Culej, Stevo	M	1964	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23967	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23968	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23969	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23970	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	MatićPredrag	Matić, Predrag	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23971	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23972	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23973	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23974	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	GlasovacSabina	Glasovac, Sabina	F	1978	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23975	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23976	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	PetrijevčaninVuksanovićIrena	Petrijevčanin Vuksanović, Irena	F	1978	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23977	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23978	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BedekovićVesna	Bedeković, Vesna	F	1966	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23979	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23980	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	PetrijevčaninVuksanovićIrena	Petrijevčanin Vuksanović, Irena	F	1978	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23981	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23982	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	RagužŽeljko	Raguž, Željko	M	1959	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23983	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23984	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	MatićPredrag	Matić, Predrag	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23985	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23986	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	MišićIvica	Mišić, Ivica	M	1955	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23987	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23988	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	RagužŽeljko	Raguž, Željko	M	1959	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23989	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23990	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	CulejStevo	Culej, Stevo	M	1964	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23991	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23992	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	RagužŽeljko	Raguž, Željko	M	1959	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23993	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23994	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	RonkoZdravko	Ronko, Zdravko	M	1949	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23995	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23996	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	LjubićBožo	Ljubić, Božo	M	1949	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23997	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23998	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	MišićIvica	Mišić, Ivica	M	1955	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23999	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24000	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	LjubićBožo	Ljubić, Božo	M	1949	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24001	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24002	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	MaksimčukLjubica	Maksimčuk, Ljubica	F	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24003	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24004	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	MaksimčukLjubica	Maksimčuk, Ljubica	F	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24005	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24006	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	LjubićBožo	Ljubić, Božo	M	1949	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24007	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24008	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	CulejStevo	Culej, Stevo	M	1964	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24009	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24010	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	LjubićBožo	Ljubić, Božo	M	1949	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24011	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24012	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HNS	Hrvatska narodna stranka	Coalition	Centre to centre-left	BatinićMilorad	Batinić, Milorad	M	1957	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24013	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24014	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	TuđmanMiroslav	Tuđman, Miroslav	M	1946	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24015	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24016	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HNS	Hrvatska narodna stranka	Coalition	Centre to centre-left	BatinićMilorad	Batinić, Milorad	M	1957	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24017	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24018	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	NazorAnte	Nazor, Ante	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24019	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24020	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24021	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24022	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	NazorAnte	Nazor, Ante	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24023	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24024	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	MišićIvica	Mišić, Ivica	M	1955	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24025	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24026	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	NazorAnte	Nazor, Ante	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24027	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u24028	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
