ParlaMint-GB_2022-01-11-commons.u1	1. What steps he is taking to improve productivity levels in the UK.
ParlaMint-GB_2022-01-11-commons.u448	St Helens has been at the heart of the global glass industry for over 200 years and is, in fact, known as the world leader in glass. Glass is part of the past, present and future of our town. In fact, that security glass up there in the Chamber was produced in St Helens and erected by men—as it was at the time—from St Helens Pilkington glass, or Pilks to us locals, is a business that is part of our furniture. Pilks is a business that is close to my heart, as I spent a lot of years working there. Energy bills for Pilks and other energy-intensive businesses have skyrocketed. There are numbers and variances that the business can cope with—the Minister referred to that as a hedging strategy In April 2020, during the first lockdown, Pilks’ energy bills were £540,000 a month—just over half a million pounds. The average before the energy surge was around £1 million a month. These are acceptable business variances—a hedging strategy—yet in autumn last year, the price surged to £3.6 million a month. At that point, the industry asked for help from the Government and met the Department for Business, Energy and Industrial Strategy. No support was given and there was no response. In December, the price surged to £5.4 million. The industry again asked for support. Once again, there was no support and no response. This is about not just Pilkington, but heavy industry As if the prices were not bad enough, Pilkington’s energy bills have now hit £8.2 million a month from an average of £600,000 a month. That is more than eight times higher than what they are used to paying. That is an unsustainable situation for Pilkington and its supply chain and for other heavy industry, not just gas production The Government need to support British glass and heavy industry. Glass customers are now looking to Europe for their glass—one of Pilkington’s largest customers is looking to Europe. It cannot compete. Why? Yes, energy prices are surging there, but the Governments there are working in partnership to share the burden with glass and other heavy industries. They are helping them when they need it—it is called partnership working. That is what partnership is about—not just gloating when things are going right but being there to help at times of heavy demand like this. Last year St Helens Council in the Liverpool city region awarded funding to pursue the Glass Futures project, which would provide research and development to revolutionise the global glass industry. Yes, this Government were involved in that. Glass is one of the most—
ParlaMint-GB_2022-01-11-commons.u449	Order.
ParlaMint-GB_2022-01-11-commons.u450	I am sorry, Madam Deputy Speaker. We need help and we need help now.
ParlaMint-GB_2022-01-11-commons.u451	It is a pleasure to speak in this debate. I would like to start by speaking directly to people who run businesses and work in businesses in my constituency, because there is absolutely no doubt that they have struggled hugely over the past two years. They have had an incredibly difficult time and they have shown the most incredible creativity and resilience in that process. I thank them. When I am out and about in the constituency, I know that they know that this Government have been there to support them, because they thank me and ask me to pass on their thanks to this Government. That is incredibly important, because I listen to them and I know what they are saying to me as well. The support has been unprecedented and unparalleled. The figures are eye-watering—£407 billion, with £1 billion just for hospitality before Christmas—but every penny means saved jobs. Every penny has meant that businesses continue to employ people to produce services and goods that they would not have been able to had it not been for this Government’s support. So even to suggest that this Government are not supporting business does not stack up: I will not have it, and I do not think many businesses in my constituency will have it either The role of Government—I have used this analogy before and I probably will again—is to be the groundsman. The economy is the pitch and our job is to create the conditions on which our batsmen and bowlers can play to their best strengths so that we can win the match, and that is what this Government are doing. Looking at skills, or initiatives to increase investment such as the super-deduction, it is all with that aim in mind. I could go on to the G7 growth league—the jobs market is booming—and what we are doing in the venture capital sector and the life skills sector, which is also important. We see what Labour does when it is in power. In Wales, as has been said, people are coming over the border to do things because of restrictions. Frankly, Labour likes lockdown so much that it is not even pro-parkrun, let alone pro-business.
ParlaMint-GB_2022-01-11-commons.u452	Throughout the pandemic, a mixture of lockdowns, local restrictions and Brexit have put businesses under increased pressure. According to the CBI, the UK’s GDP went from +1.4% in 2019 to -9.8% in 2020. This has meant that businesses and families have to deal with a financial crisis worse than that of 2009 During the height of the pandemic, while the rest of the country emerged out of the second national lockdown, Bradford, among other northern cities, was placed in the highest tier of restrictions. This meant that businesses in northern cities such as Bradford were in restrictions and localised lockdowns longer than those in other parts of the country. The impact of this continues to hinder business recovery and livelihoods as we start to emerge out of the pandemic. A survey conducted by Bradford Council to measure the economic impact on businesses found that 94% of businesses in the retail, hospitality and leisure sectors bore the brunt in the early months of the pandemic. Inflation is also a considerable concern for many businesses in my constituency. According to the Federation of Small Businesses, 78% of small businesses face costs arising from it. It is therefore clear that the Government cannot go back to their pre-pandemic business plan. I have said this before and I will say it again: supporting local businesses means supporting the workers, families and people in our communities. Local businesses are not just the backbone of our economy but a lifeline. The Government must acknowledge the disproportionate impact that the further localised restrictions had on local businesses and economies In October, I asked the Government to put a freeze on business rates, which would benefit sectors such as retail and hospitality. They must increase the small business rate relief to help them offset the rise and the cost of inflation. The Government cannot be serious about business if they fail to level up business opportunity and sustainability in the northern cities, such as Bradford If the Government are serious about economic growth and have a plan for levelling up, they cannot abandon Northern Powerhouse Rail. A through line and one stop alone would boost Bradford’s economy by £30 billion over a decade. It is clear that nothing short of an industrial strategy will give businesses the trust and confidence to invest in the long term. We cannot fulfil our ambitions for Britain without the plan for business succeeding. Bradford is the litmus test I say this time and again, but we cannot have an economic strategy without having Bradford at the heart of the Government’s levelling-up programme, certainly across the north. The Government need to row back on their decision on NPR. I know that Bradford is bidding to be the city of culture for 2025, and that we have put in an application for a hospital. Bradford cannot be left the way that it has been. I would welcome a meeting with the Minister to discuss in further detail my constituents and the city of Bradford.
ParlaMint-GB_2022-01-11-commons.u453	As the hon. Member for Bradford West (Naz Shah) knows, I entirely agree with her about the need for an independent Northern Powerhouse Rail that goes through Bradford from Leeds to Manchester. However, I do not agree at all with the shadow Minister, the hon. Member for Stalybridge and Hyde (Jonathan Reynolds). In his motion, he talks about “increasing energy costs, high inflation, low growth and higher taxes as a result of the Government’s long-term failures. ” I have a great deal of time for him, but he is absolutely wrong on all counts. On energy costs, the wholesale price of gas has increased tenfold in little over a year, but that is an international issue, not domestic policy. I agree that we need to do something about it, but the tenfold increase is principally because of Russia and China, for different reasons Inflation is an international issue, too. As I have pointed out previously, the inflation rate in Germany is higher than that in the UK—it is 5.3% compared with the UK’s 5.1%. There is a slightly different calculation for the US, but the rate is 6.8% versus the UK’s 5.1%, so the hon. Gentleman is absolutely wrong again. He is also absolutely wrong about low growth. As my hon. Friend the Member for Grantham and Stamford (Gareth Davies) points out, the OECD says that the UK had the fastest growth in the G7 in 2021, and that it will have the fastest growth in 2022.
ParlaMint-GB_2022-01-11-commons.u454	I know that I am pushing my luck by intervening, but I am sure that the hon. Gentleman will not mind This is interesting, because when we had a global financial crisis, I do not remember Conservative Members highlighting global factors as a cause. On that point, he will know that we had the biggest hit in the pandemic; we fell the furthest. When we say that we have a projected high growth rate next year, it is because we are bouncing back. The long-term growth rate for this country is under 2%, and under the historical norm for each of the years that we have forecast for once we have recovered from the immediate hit of the pandemic. That is the point. That will not succeed in sustaining the living standards of this country, and the hon. Gentleman knows that.
ParlaMint-GB_2022-01-11-commons.u455	I agree with the hon. Gentleman on long-term productivity, but that is not what his motion says. It says “low growth”, which is absolutely inaccurate. Let us have some facts in this debate The hon. Gentleman is absolutely right on energy costs, and I think that we need to intervene. The Government are not doing nothing. They are consulting now on the right kind of measures—whether it is VAT for consumers, the warm home discount, or direct intervention in the business. It is absolutely right that we consult on those things and look at them properly. There are other issues as well, including labour costs, supply chains and other such things, the vast majority of which are international issues. Yes, of course, there are some Brexit issues, too, there is no doubt about it. [Interruption. ] Anybody who voted for Brexit and thought that they were voting for the status quo was not reading the facts properly. The reality is that those things have to be dealt with, but they are short-term issues that will be resolved I say to the shadow Minister that it is the easiest job in the world to stand on the sidelines and criticise, which is what he is doing. [Interruption. ] He is criticising higher taxes. How on earth would he pay for the huge amount of money that has to go into the NHS over the next few years to deal with the backlog? Would he simply borrow more money? That is what that money is for. There is also the fact that businesses are not even paying the higher taxes yet; they do not kick in until April. Again, the motion is entirely wrong Let me turn to what we should do. The motion mentions the reform of business rates; the solution of the hon. Member for Stalybridge and Hyde is absolutely deluded. A sixfold increase in the digital services tax would be passed straight to consumers and would not hit Amazon and others. It is absolutely wrong. He has no long-term detail on how he would reform business rates. In my view, we should scrap the business rates system completely. It is outdated—it is the wrong system for today—and business rates hit not just retail but lots of other channels and sectors. I would scrap business rates completely and find the £30 billion by adding that to VAT, because that would immediately create a fair and level playing field for all businesses that trade through whatever channel While the Minister is present, I press him to look at regional mutual banks, which I mentioned at Business, Energy and Industrial Strategy questions this morning. They can have a massive impact in lending to the productive economy to get the growth rate growing to the level we need it to be to pay off our debt.
ParlaMint-GB_2022-01-11-commons.u456	This pandemic is not yet over. The costs and risk of the continuing high rate of infections are being borne by the individuals forced into self-isolation, by the businesses that saw revenues fall off a cliff over the crucial Christmas period and by the frontline workers who are scrambling to deliver high-quality healthcare and education in the face of record infection rates. The Government have abdicated all responsibility for bearing those costs and risks and have gone missing when they should have provided leadership, as the Prime Minister demonstrated again earlier—although I am sure the hospitality industry, and particularly those in the business of supplying cheese and wine, appreciated his continued generous support during the lockdown Thanks to our vaccination programme, we are in a position to make plans again. The difference that makes is that entrepreneurs and investors can start to identify opportunities, employees and young people can invest in training and skills, and consumers can save up or borrow for new purchases. But the Government seem intent on putting barriers in the way of new opportunities. I think most particularly of the new customs checks that were implemented on our borders over the new year, which will make it more difficult and more expensive to import goods from the EU. They will increase prices in the short term while making a greater number of trades unviable in the medium term, thereby decreasing the choice and quality of goods available and denying opportunities to future entrepreneurs. The Office for Budget Responsibility estimates that the impact of Brexit will be a 4% hit to GDP in the long term, but our only new trade deal to date—with Australia—is projected to add only 0.02% to our GDP. That will not come near to addressing the gap. The Government’s deliberate policy is to pursue barriers to trade and a decline in GDP In the past few months, it has been striking how every employer I have spoken to in every sector has talked about a shortage of staff being their barrier to growth. That has been exacerbated by high levels of infection in every part of the country—and that is before businesses have had to absorb the increased energy costs that were debated at length in the preceding debate and the Government’s plans to increase national insurance contributions. The NI increases will not only reduce the amount of money people have available in their pockets to spend in the economy but increase the cost of employment for businesses, thereby reducing the number of new staff they can afford to take on. That will limit growth and opportunities for businesses and their employees alike It is clear that the Government must get a grip on their support for businesses as we emerge from the pandemic. We cannot deliver economic growth when we are reducing opportunities for trade, increasing costs and limiting employment. We must support the retail and hospitality sectors to recover from the pandemic. We should maintain the current 12.5% VAT level for the hospitality sector and continue the 100% business rates relief so that important town-centre businesses have the chance to re-establish themselves We must urgently focus on the needs of young people and deliver a strategy to get them into work. We owe our growing generation that much for the sacrifices they made to keep the older generation safe. We need a relaunched kickstart scheme and new apprenticeships Were the Government ambitious, they would set out a long-term strategy for the transition to a green economy and to ensure that opportunities for economic growth were being nurtured in every part of the country. Were they competent, they would put in place clear plans for how to achieve such a strategy, thereby enhancing investor confidence and encouraging training in the new skills we need.
ParlaMint-GB_2022-01-11-commons.u457	I am probably going to be quite parochial in my comments, but I have the pleasure of representing the beating heart of the Black Country and its industrial base I cannot deny the unprecedented support—which we have heard about from Conservative Members—that the Government have provided to businesses, and particularly to businesses in my constituency. We have heard about the £407 billion of support provided overall and about the £1 billion for hospitality. We have also heard about the importance of integrated investment. My hon. Friend the Member for Hertford and Stortford (Julie Marson) made a really good point when she talked about the integrated nature of investment when it comes to things such as our town centres. Wednesbury in my constituency has benefited from £3.6 million for its heritage action zone, which will mean businesses are invested in for the future Our problem in Sandwell—keeping things parochial—was not Government support getting to Sandwell but Labour-led Sandwell Council not paying businesses. I hope there are members of the Labour national executive committee on the Opposition Benches, because I have to say to them: get a grip on Sandwell Labour. It is not to my political advantage to ask the Labour party to get a grip on Sandwell Labour, but I plead with it to do so. When I challenged the council on the payment of business grants, the deputy leader said, “That’s not nice, Shaun. ” What is not nice is that the businesses crying out for this support are not being paid, and it is not because of the Government. If my hon. Friend the Minister had not ensured the money got through to the frontline, I would have been straight there to make sure it was paid to the local authority. Local authorities are delivering it, and it is the leadership of the Labour party in my local area that caused those issues We need to think further, too. I agree with the hon. Member for Llanelli (Nia Griffith) on buying British. She is absolutely right that procurement has to be about ensuring we make the best of the goods we produce domestically. [Interruption. ] The hon. Member for Aberavon (Stephen Kinnock) asks why we did not push it. Well, we are. I am saying it right now, and I am agreeing with the hon. Member for Llanelli, too. We have to have a procurement policy that makes the most of those goods Just like the hon. Member for Aberavon, I represent an area with a strong industrial base and well-established industrial SMEs that really need this support. As we build the funding and support structures, one thing I have noticed at times is that we miss out established SMEs. I have SMEs such as Pattern Fasteners in Oldbury that are investing in the area. As we build these structures, we need to make sure such businesses do not miss out because the thresholds are too high or because the structures are targeted at much larger companies and organisations This Government have supported business. I do not deny that there is more to do, but I thank them for the support they have given to my communities.
ParlaMint-GB_2022-01-11-commons.u458	Many hon. Members have said that SMEs are at the heart of their constituency, and I want to mention a fish and chip shop called Goldenfry, which is highly recommended. If Members are ever in the city centre of Hull, they should pop in and get a portion of fish and chips. The business has really struggled because of the covid pandemic and the lack of footfall into the city centre, and it has had difficulty getting back on its feet, but the business has not just complained; it has set up a scheme so that people can go in and buy an extra portion of fish and chips to donate to a person or family without the food they need That shows the kind of community we have in the city of Hull and in our SMEs. We look after our own and we look after each other. Excuse the pun but, when the chips are down, we are still there and we still help each other. A local businessman told me this important lesson, “Emma, if you ever want to get support from business, look at those businesses that have people born and bred in the city of Hull, because they will always go the extra mile and do so much more. ” Unlike the hon. Member for West Bromwich West (Shaun Bailey), I pay tribute to my Labour-led Hull City Council for being one of the fastest councils in the country in giving out the Government grants On the support provided to businesses, as the hon. Member for Aberdeen South (Stephen Flynn) said, we cannot ignore those that have been excluded or gone without any support whatsoever. As I mentioned in my intervention, businesses are angered when they see money wasted by the Government through fraud and through the track and trace schemes that did not work—when they see money, to quote the Prime Minister, “spaffed up the wall” by the Government when they have gone without. There is a real sense of injustice and unfairness, which I hope the Minister recognises as a serious point, especially when we look at sectors such as the coach industry On energy costs for businesses, I hope the Minister will look again at Labour’s plan for the contingency fund. There is a local business called Rhythm & Dreams, which is a wonderful dance club where young children can practise their dancing. It won my small business award just before Christmas, and it is a great organisation. The woman who owns the company contacted me to say how rising energy costs are affecting her business, because of course she wants to keep her dance studio warm. She has lots of people coming and going. She has seen huge rises in her costs, but she is not seeing the same increase in income as people are still hesitant about returning to mixing with others. We need to consider targeted and specific support for businesses that are struggling with energy costs Although I recognise the support the Government have provided, they could have targeted their money much more successfully. I hope they will not continue to exclude those who have been missing out on support for so long.
ParlaMint-GB_2022-01-11-commons.u459	I will try not to cut the time limit, but I may have to at some point, so I encourage people to stick to their three minutes and, if they take interventions, to still stick to three minutes.
ParlaMint-GB_2022-01-11-commons.u460	It is a pleasure to speak in the debate and to support our businesses during this difficult time. I am full of admiration for businesses across Meon Valley, which have overcome challenges during covid for the most part with ingenuity, commitment and, of course, the support of Government and their customers I have heard from businesses, especially in manufacturing, that they have carried on with minimal disruption during covid, except for covid-related staffing issues. That is because of the underlying strength of the economy when we entered the pandemic. Those businesses have been able to trade fairly normally. The biggest challenge they face is the enormous disruption to the global supply chains. Those pressures are beginning to ease around the world, although there are still particular bottlenecks in some specialist sectors, such as semiconductors We should also recognise when we talk about inflationary pressures that they generally have global origins. We live in a world with pressures that are outside the control of any Government. Having said that, consumer prices in the UK have increased more slowly than in many economies, including several in the eurozone. Current UK unemployment is considerably lower than in the eurozone—4.2% as opposed to 7.3%—and among the lowest in the developed world We have created record numbers of jobs. We have more than 1 million vacancies across the economy. The economic picture is very different from that of stagnation that the Opposition motion paints. The final figures for economic growth in 2021 will look healthy and stand comparison with any other major economy Our plan for jobs will continue to help people find high-value work and ensure that businesses can continue to grow. There are two reasons why the fundamentals of our economy are positive. First, the basic economy was strong when we approached the pandemic, thanks to the past 10 years of a Conservative Government, which rebuilt our finances. Secondly, the Government supported businesses through the difficult times. The package of support for the economy has passed the £400 billion mark. That has defended families, jobs and businesses against uncertainty and the inevitable slowing down in some sectors during the pandemic The coronavirus job retention scheme supported 12 million workers when they could not be expected to work safely. However, funnily enough, the Opposition said that the scheme was a waste of money. Then there were predictions of mass unemployment as furlough began to end and business resumed activity. Those gloomy predictions did not turn out to be accurate and I do not think that the motion will be accurate. Businesses have been able to use loans and discretionary grants effectively, especially in the hospitality sector, which—I think we all agree—has faced the most challenges I wish every business in Meon Valley a successful 2022. As our economy continues to grow, I am confident that we are emerging from the pandemic in a relatively strong position and that our Conservative Government’s policies will continue to be good friends to business and consumers alike.
ParlaMint-GB_2022-01-11-commons.u461	It is a pleasure to follow the hon. Member for Meon Valley (Mrs Drummond), although, unlike her, I rise to support the motion, which makes some good points and suggests some policy initiatives that I am happy to support However, when I first read the wording, I was reminded of Sherlock Holmes and “the curious incident of the dog in the night-time. ” Fans of Conan Doyle—or of Mark Haddon’s eponymous novel—will recall that what was curious about the dog was that it failed to bark in the night while a major incident was taking place. There is a major incident taking place in the British economy that is having a significant impact on business across the UK, yet the official Opposition have omitted to mention it in the motion, which sets out to describe the reasons for the strain business is currently under. Of course, I am speaking about Brexit, which, as my hon. Friend the Member for Aberdeen South (Stephen Flynn) reminded us, is forecast by the Office for Budget Responsibility to do twice as much damage to the UK economy as covid-19 As we heard from another speaker, a maze of new customs bureaucracy has been imposed on business as of 1 January. Goods imported from the EU now need import declarations immediately, not six months down the line as before. Food and plant products need to be notified in advance and the tariff-free trade that the Prime Minister promised happens only if importers and exporters can prove that the goods were made substantially in the UK or the EU British exporters to the EU had to face all that bureaucracy last year and it has drastically damaged the seafood industry in Scotland. It has also damaged high-tech, high-value companies such as Coda Octopus in my Edinburgh South West constituency. Despite my strenuous attempts to lobby the Government, it has been forced to move its substantial business operations to the EU because of the UK Government’s post-Brexit red tape Problems with supply chains into the United Kingdom at the moment are not just covid-related; they are also the result of Brexit. They are affecting all sorts of businesses, from car manufacturers to supermarkets. It is often SMEs that are hit the hardest, as we have heard from the Federation of Small Businesses and other business representatives. Businesses need Brexit support now, because otherwise they will have to abandon trade or pass costs on to already hard-pressed customers Ultimately, only realignment with the European Union’s single market and customs union will undo the worst impacts of Brexit. However, rather than seeking solutions, the UK Government are basically agitating over the Northern Ireland protocol. Yet Labour will not talk about it. Labour does not have a plan for what to do about Brexit. It is an abdication of its responsibility as the official Opposition not to seek to tackle the problem of Brexit in this motion on business today.
ParlaMint-GB_2022-01-11-commons.u462	As a Welsh MP representing Clwyd South in north Wales, on the border with England, I see very clearly the considerable difficulties for local businesses arising from the Welsh Government’s covid restrictions, compared with the more enlightened and balanced approach being taken by the UK Government across the border. Sadly, the Welsh approach is not working, and we can see that in the way it is curbing covid cases, which in recent weeks have risen two to three times faster in Wales than in England The crucial point that I want to make this evening is about how we approach the debate. The overall structure and conditions for business are of critical importance in reducing costs for businesses and creating a pro-business environment in which companies and enterprises can flourish and plan for the future. I commend the UK Government for creating that environment. We have heard much talk today about the £400 billion of support, which has gathered compliments from both sides of the House. This obviously has defended and supported jobs and livelihoods, and the package is more generous than that of any other country in the world I would like to highlight one or two other aspects of the support package provided by the Government. First, I am very pleased that they have extended the recovery loan scheme to June 2022, providing a guarantee to lenders on finance up to £10 million. This too has had a wider impact for companies, because it has brought them closer to some of their lenders and improved their financial position for the longer term Secondly, I would like to highlight the provision of £100 million of new discretionary funding for local authorities to support other impacted businesses, which has been crucial. I am delighted that Wrexham and Denbighshire councils have been so adept at passing on that support to companies across my constituency Finally, I wish to highlight the cutting of business rates by at least 50% next year for 90% of retail, hospitality and leisure businesses. My goodness, that is needed in Wales at the moment. I make regular visits to companies in Clwyd South that frequently express their approval of the UK Government’s measures, which have made a huge and very positive difference to the health of their business. That in turn has made a significant contribution to the UK having the fastest growing economy in the G7. In conclusion, I applaud the Government’s strong support for businesses, both the measures that they have taken and the favourable environment that they have created for businesses in the UK.
ParlaMint-GB_2022-01-11-commons.u463	As the party of growth and enterprise, Labour will help British business to weather this crisis and bounce back stronger than ever. As a passionately pro-business and pro-worker party, we recognise that private enterprise is the lifeblood of the British economy, which is why we would help to create 100,000 new businesses over five years and boost the start-up loans scheme. In our commitment to boosting productivity and growing the economy, we recognise the critical role of British manufacturing and the foundational industries that underpin it, such as steel. That is why Labour’s plan to make, buy and sell more in Britain will not only get our economy firing on all cylinders, but build our sovereign capability and help to achieve our net zero targets We need a more resilient Britain that can stand more firmly on its own two feet, because we have had 11 years of offshoring our good jobs and selling off our strategic national assets. Over the past decade, we have become over-reliant on countries that do not have our best interests at heart. That includes our reliance on China for personal protective equipment, lateral flow tests and even our nuclear power stations A Labour Government would do things very differently. Through our fully costed plan, we would create a £600 million contingency fund to support struggling firms, including in energy-intensive industries. We would pay for it with a one-off windfall tax on North sea oil and gas producers, which have profited hugely from recent price rises. Ours is a fully costed, focused economic plan that can support businesses throughout this crisis and, in so doing, protect workers and their families. That is what the Opposition is all about—what a contrast with the complacency and inaction that we see on the Government Benches The Labour party recognises that long-term, sustainable businesses can provide those good jobs that not only provide a pay cheque at the end of the month, but offer dignity, meaning and purpose for working people—a sense of being part of something bigger. We rightly cheered and applauded key workers on our doorsteps throughout the pandemic; let us never forget that many of them work in the private sector. I think of the factory workers and steelworkers in my Aberavon constituency who kept the show on the road, and of the pride that they feel in powering our country forward. The Labour party will always stand up for those values: dignity and respect for workers, opportunity for business to grow and flourish, and a commitment to building a higher growth, more resilient Britain that can stand more firmly on its own two feet The British people are tiring of low-growth Tory Chancellors. Labour has a plan to get Britain firing on all cylinders. Labour is truly back in business.
ParlaMint-GB_2022-01-11-commons.u464	Order. To get everybody in, I am afraid that I will have to reduce the limit to two minutes after the next speaker.
ParlaMint-GB_2022-01-11-commons.u465	The covid pandemic has presented unprecedented challenges for businesses in every part of the country and in virtually every sector of the economy, but the Government have met them with unprecedented levels of support. While the last Labour Government bailed out the banks while dole queues doubled, this Government have provided support—whether through the furlough, grants, loans or business rates support—on a scale that I think few could have anticipated from any Government of any political colour before the pandemic. Of course, things have still been extremely difficult—many businesses have struggled from one week to the next, and sadly some have not been able to survive this long—but for many, many businesses, the support provided has made the difference between survival and going to the wall Every part of the economy has been affected and many businesses have suffered, but some have been hit harder than others, particularly the hospitality sector and the businesses that rely on its success. It was a brutal December for the sector; December usually accounts for about a quarter of hospitality’s trade for the year, but we have now had two Decembers in a row that were well below normal trading levels. The support announced before Christmas has allowed most hospitality businesses that qualified to get through the Christmas period into the new year and stand a chance of surviving, but we also have to look at the supply chains There are businesses that may not be immediately within the hospitality sector, but that rely on it. Brewers, catering, event management and, for that matter, hair and beauty rely on large events. We need to make sure that local authorities are prioritising businesses like those with the discretionary support that is available, and I would encourage Ministers to make it clear in guidance for discretionary support that those businesses are precisely the kind of businesses that that support is aimed at But of course what businesses need more than anything is to be able to do what they do best—provide the goods and the services that consumers or other businesses want to buy—to get back to some kind of normal. The last thing we need would be to have taken the advice of some of the Labour Members before Christmas, and had further restrictions sooner and for longer, or endless furloughs.
ParlaMint-GB_2022-01-11-commons.u466	Order.
ParlaMint-GB_2022-01-11-commons.u467	As someone who spent 20 years in business, including running two businesses, prior to coming into this place, there is a great deal I would like to say today, but the restrictions we have on time mean that I am going to restrict my remarks really to the hospitality sector. There are many different sectors that have had a really difficult time during the pandemic. I am concerned about the self-employed, particularly those who find that they have become a bad credit risk in the eyes of the bank because they availed themselves of one of the Government support schemes. I am very concerned about the high street. Anyone who takes a trip to almost any high street in the land will see that the pandemic has increased the pace of shop closures. However, I do want to touch particularly on the hospitality sector, as the hon. Member for Dudley South (Mike Wood) did just a moment ago. This crucial sector employs almost 3 million people, it delivers £66 billion of revenue and pays tens of billions of pounds in taxes. I do not want anyone to think that, because the Government decided not to close the hospitality sector in the run-up to Christmas, English publicans, restaurant owners or hoteliers were therefore the lucky ones. The truth is that many organisations in this sector had a massive reduction in their business over Christmas—they saw cancellations of Christmas parties—and while the sector may not have been forcibly closed, their takings were well down, and many providers told me they had taken on staff on the basis that it would be the busiest time of the year, only to find it much quieter than normal Business rates is a crucial issue. Everyone listening to this debate today will have heard a very clear message: the Labour party is the party of reform of business rates, and the Under-Secretary of State for Business, Energy and Industrial Strategy, the hon. Member for North East Derbyshire (Lee Rowley) made it absolutely clear that the Tory party is the party of a temporary discount and stick to the same old system. This system penalises pubs, it penalises the hospitality sector, it penalises manufacturing and the high street, and it protects the internet businesses that do not on the whole put as much into the economy as those sectors. I support what we are proposing here today.
ParlaMint-GB_2022-01-11-commons.u468	I of course recognise the hardship that businesses are facing through the pandemic, but if the Government had followed the Opposition’s advice, we would have been in a lot worse state—back to circuit breakers and stage 4 in July last year. The Government paid out £70 billion—I repeat that: £70 billion—in the job retention scheme. The hon. Member for Wigan (Lisa Nandy) described that as “money wasted”. This feels very much like the Leader of the Opposition’s comments when he described moving the Treasury to Darlington as “not levelling up”, but “giving up”. It shows a shocking lack of appreciation for the number of jobs and businesses that were protected and saved through this scheme Like my hon. Friend the Member for Hertford and Stortford (Julie Marson), I have met multiple businesses in my Sedgefield constituency that have outlined how grateful they are for the Government support they received over the course of the covid-19 pandemic, and how it has meant they have been able to keep their businesses open and employees in work. This has extended from both small local shops such as Aycliffe Framers to international suppliers such as Gestamp, which employs over 1,500 people in my constituency Having spent my life prior to coming to this place as director of a manufacturing business, I, like everyone who owns a business, know what matters is profit—sales less cost—but also clarity, and Ministers coming to the constituency to meet businesses helps them to understand what is happening. I have been delighted that so many of the Business team and the International Trade team have been to NETPark—North East Technology Park—in Sedgefield to understand what those businesses really need and how we can help them best. That contrasts massively with when I spend my time on the Business, Energy and Industrial Strategy Committee. With the exception of the hon. Member for Bristol North West (Darren Jones), who is the Chair and has to come, Labour Members’ attendance has been woeful. How they can say that they are interested in business, when they do not even come to a Select Committee I do not know. Members of the shadow Cabinet have described business owners as “the enemy”. How can a party with views like that be trusted with British business?
ParlaMint-GB_2022-01-11-commons.u469	I am immensely proud to represent Durham, and part of what makes it so special are the wonderful independent businesses that are the pride of our high streets. We have fantastic pubs, such as the Fram Ferment, the Dun Cow Inn and the Browney. We have lovely shops that are unique to Durham, such as Wing and a Prayer, Elvet & Bailey and Discovering Durham. La Chocolatrice makes incredible chocolates; Circle Vintage and Pears Boutique sell quality clothing; and I will not even get started on how much I love our indoor and outdoor markets I reference those places because Durham’s high streets are home to a higher-than-average number of independent shops, which we cannot afford to lose. The decline of the high street is undeniable. As the Durham Business Improvement District points out, nowhere represents that better than Silver Street. It was once the artery that ran to the beating heart of our city, but it is now littered with empty shops and serves as a sad reminder of the struggle that many bricks and mortar shops face Although the pandemic has accelerated the decline, it started long before 2020. It will come as no surprise to my constituents that the north-east has the highest vacancy rate in England. There are many reasons for the high street’s struggle, but chief among them are sky high business rates. What I am hearing from businesses in Durham is that the priority must be levelling the playing field between high street businesses and online and out-of-town retail That is why I am glad that the Opposition are calling for business rates to be cut immediately in ’22-’23, funded by a one-off rise in the digital services tax. When we are in Government, we will scrap the outdated business rates system entirely and replace it with the fundamentally reformed business rates property tax. Independent businesses in Durham are ready to bounce back. The only question is: will the Government let them?
ParlaMint-GB_2022-01-11-commons.u470	The support for businesses in the last two years to help them cope with the pandemic has been unprecedented. Stoke-on-Trent alone has had about £1 million in grants for businesses to cope with the challenges, not to mention all the support received through the furlough scheme, CBILS and self-employment income support scheme. Given that we now have record numbers of people in work—far more than before the pandemic—those measures have clearly worked to preserve jobs and livelihoods. Many of the challenges are not new, however, and we must continue to support businesses to overcome the challenges they face. A part of the economy that has been particularly affected by the heightened energy costs is energy intensive industries such as ceramics and steel, which were the subject of my recent Westminster Hall debate. Hundreds of thousands of important skilled jobs are dependent on those sectors Unlike the significant decline in manufacturing jobs that we saw under the last Labour Government, in the last decade an increasing number of people have been employed in manufacturing roles. It is vital to further support those sectors to reduce energy costs; become more efficient; and develop new, more reliable forms of power to continue the successes that we have seen in recent years In the ceramics sector alone, there has been a doubling of GVA in real terms since 2010. I was particularly pleased that the Midlands Industrial Ceramics Group recently secured £18.27 million in Government funding through the UK Research and Innovation’s strength in places fund. The Government are doubling UK research and development investment and it is vital that more of that goes to industries such as ceramics and to energy intensive industries to support the transition and the levelling-up of our economy across the country.
