ParlaMint-NO_2020-06-16.ana.ud39e93	The representative, Kjersti Toppe, will present a proposal for a representative.
ParlaMint-NO_2020-06-16.ana.ud39e5067	The President will only point out that it is not enough within the parliamentary vocabulary to call state councils ‘hosts’.
ParlaMint-NO_2020-06-16.ana.ud39e5072	I am sure the representative will find other words to use to describe the same, but we will have to do so in a different context. I just wanted to follow up the rapporteur's posts and thank you for the efforts that have been made. It is a formidable job to go through all the request decisions and what has been signed out and not. It's true, as he referred to, that in the sample that's reduced to look at the Storting's control routine, we're actually looking at how we can do this better in the future. The government has become better at following up, but we still have the disadvantage that there are two reporting times, and that makes it difficult. So for all parties it would be beneficial to bring this together at one point, namely in the autumn when the budget is presented. Then I also need to state that yes, that there are some departments on which there are several request decisions left, can have something to do with the amount being made against these departments. So it might not be quite fair just to look at the number that's left -- it has something to do with how many have been promoted towards the different departments. But that's our political tool. The request decision is a – I would say – both necessary and recognised tool in political work, so it should be. But I am more concerned that there are some request decisions that lie quite many years back in time. The government should take a closer look at how they have systems to sign out those that remain over several major years. Because it is clear that when we have decisions four, five and six years in time, all the assumptions about the decision may also have changed so much that it becomes difficult to follow them up. So there's a request to have routines in the government to check out which of them have been the longest, that can be removed in a neat and good way or followed up in a neat and good way. We then receive good treatment of the request decisions and good use of the request decisions, such as the dialogue between the magnification and the government.
ParlaMint-NO_2020-06-16.ana.ud39e5083	The government has too poor procedures to follow up and sign out requests decisions, including decisions from many years back in time. The Government, in its main communication, states that the relevant professional committees have not had comments on the receipt of the request decisions in the State budget proposal. However, the Centre Party and SV find examples of the fact that both the Committee majority and the minority have had comments on the government's follow-up to the request decision, while the Ministry notes that there have been no comments. We therefore ask the government to change its practice so that there are no false claims in letters to the Storting that the Committee has not had any comments and that the minority comments of the Committee should also be taken as comments. How have we come into the situation of a failure to follow up decisions? Well, it looks like the government does not follow up decisions where some representatives of the parties have agreed on a new majority in the cases. That's what's happening. There are some representatives who agree that the decision that was taken does not now have a majority and that is why we do not have to follow it up. The whole treatment here is that we can't have such a practice. If there is a new majority, yes, the government must present a case, a decision, to repeal a majority decision. I hope the whole hall agrees on that. I see that the representative Harberg is nodding, and I really appreciate that. The organisation of courts is an example of such a case. A decision was taken in 2018 to strengthen the courts so that they could implement the cases within a reasonable period of time. The Workers’ Party, the Centre’s Party and the SV have a comment that Storting’s agreed time limits for judicial proceedings are not reached by the courts and therefore do not consider the decision to follow up – a strong and clear argument. Furthermore, in the case of the strengthening of the janitor's offices, Decision No. 579 from 2018 – it was unanimous: ‘The government is asking for a real strengthening of the offices of local officials that remain after the implementation of the police reform.’ And then the government answers that one has increased the number of posts in the police. There's no answer to that. When the majority parties Right, Left and the Advance Party and independent representative Leirstein say that in the vote, I think it's an argument that one should hold too well, because that's de facto a wrong argument in relation to the decision. Similarly, in the case of the establishment of national stocks for cereals, Decision No. 445 from 2018: ‘The government is asking the Government to promote its own case for the Storting during 2019 for the establishment of national stockpiles of cereals.’ That's where the committee says, and I'm very happy about it. ‘The Committee records that the Government does not intend to bring its own case and indicates that the repeal of decisions should take place by making proposals to that effect.’;» That's excellent, then we've done it the way it should be done. To that matter, it's just to say, in the case we're going to discuss on Thursday, the government parties say that emergency stockpiles are not something you need, because trade goes no matter what situation the world is in, pandemic or not.
ParlaMint-NO_2020-06-16.ana.ud39e5114	I would like to start by thanking both the rapporteur and the committee secretariats very much for their enormous work on this matter. The treatment is very demanding. The way in which the case has been dealt with is not entirely in line with the importance of the case, because the follow-up to the Enlargement's request decision is an essential part of the control function of the Storting. Today, the vast majority of decisions taken in this Chamber, which are not proposed by the government itself, are taken as a request decision. It makes sense, because this house doesn't, and will never get, the kind of investigation capacity that the government and its government have. This is why the request decisions become so important, so the follow-up of the decisions by the government becomes so important and therefore our control of them again becomes so important. In this year's case, we can count up to about 300 decisions that will remain open, and that still have to be followed up by the government before we can say that Storting's will has been carried out. My predecessor in the Control and Constitutional Committee said in a similar debate on this matter last year: think how many cake parties there are behind all those decisions. Think about how many very important things there are too many people in these decisions. The government's follow-up to each decision is therefore about a fundamental principle of our people's rule, but also about a lot of small and important things for people we represent. Then I will finally draw out a few things in the matter of the year. When the way in which these matters are dealt with is challenging initially, it would at least be nice if the government did not contribute to making it more difficult. In the big news, the government reproduces letters from the departments, which claim that relevant professional committees have not had any comments when the government in the government budget proposals proposes a decision that was followed up in the final analysis. Nevertheless, we have found more examples of this not being true. One thing is that a minority in the trade committee have had comments, and that the government doesn't mention it in its letters, but when we also find examples of majority, it gets even worse. The type of, at best, simplified claims, in the worst case, direct errors from the government, in their correspondence with the Storting there is reason to be critical of itself, and that makes the task of Stortinget more difficult. In addition, the government does not mention the decisions they themselves believe have been implemented in the notification of the year. I am not going to go into any examples now, but there are some problems with the follow-up – many decisions taken in 2016 and 2017 that have not yet been followed up, concrete wordings with deadlines that have not been followed up, etc. The Committee therefore points out that several departments appear to have insufficient procedures. It has to be better, and I hope the Council of State and all of them come up with their articles on how to make those procedures better.
ParlaMint-NO_2020-06-16.ana.ud39e5129	The government conscientiously follows up the request decisions of Stortinget, has a high degree of implementation and is constantly working to improve the processes to ensure this. We have also taken several steps in recent years to improve reporting to the Storting on the request decisions. Mainly, it has been the preparation of standardised feedback on all outstanding decisions in the annual budgetproposals. In the announcement of the year, the Government, at the request of the Storting, has also extended the scope of the decisions referred to. It also applies to outstanding decisions from previous sessions than the last two. It appears from the opinion that the Committee on Control and Constitutional Affairs is satisfied with the work of the Government in dealing with these changes. Then we record that the Control and Constitutional Committee still has some desire for further reporting in the notification, and we will take this into account in the work on next year's big news. The government will continue to work to improve reporting, but at the same time will need to ensure that there will be no greater duplication of reporting both in the State budget and in the key message of the request decisions than we have today. It is important that the decision-making decisions relating to the State budget are dealt with in a real and thorough manner, and that this too can be used as a basis for the notification of requests.
ParlaMint-NO_2020-06-16.ana.ud39e5144	It's going to be line change.
ParlaMint-NO_2020-06-16.ana.ud39e5149	In its field, the Council of State has only 66 decisions that have not yet been followed up, if I have counted correctly. Six of them are even from the 2015–2016 session, from the previous grossing-up period. They're not yet followed up. In its Opinion, the Committee notes that in several departments there appear to be too poor procedures so far in order to follow up and sign out requests decisions, in particular those from several years back, and believes that this in several departments needs to be followed up more quickly and more clearly than today. We don't have the Prime Minister with us, who can answer on behalf of all of his government councils, so I have to assume that the Council of State Höie can answer on behalf of the government just how the government will respond to the unanimous order from the committee, and not least how it is possible that decisions from five, six, seven years ago have not yet been followed up.
ParlaMint-NO_2020-06-16.ana.ud39e5157	As I said in my post, the government will look at the requests that now come from the committee, as we did last time, and made changes to the notice. Of course, we'll look at that now. In connection with last year's setting, a sample was set up, which has also been referred to in the debate, which well started out as the Hareide Committee, but which is now the Harberg Committee. The government looks forward to the evaluations of the sample of any need to regulate the form of the decision and to clarify the status of the request decisions and the manner in which this should be done. It'll be important. Some of the decisions taken are difficult to obtain a concrete receipt of. Decisions may be taken in the Storting, for example: concerns the health care of the municipality, which I do not have direct control over. This means that the ministry may have an assessment that it has improved, while the Storting estimates that there has not been any improvement in that area.
ParlaMint-NO_2020-06-16.ana.ud39e5166	Thanks for the answer. We're waiting in excitement for how this can get simpler in the future. I want to ask the Council of States a general question in addition, about the follow-up of decisions. There are several concrete examples of this. When the Stortinget decides to ask the government to do something, for example: strengthen a certain offer, perhaps it is about the municipalities even, and the government proposes to sign out the proposal in the light of something that had been done before the decision of the Storting, has the government done what Stortinget asks for? We have to assume that the Storting knows what's already done, and can imagine, for example. further strengthen this offer. A concrete example of such a decision now is Decision No. 23 from 15 November 2018, on the competence and capacity of municipalities to assume responsibility if the rehabilitation unit 2 East of Eigersund is laid down.
ParlaMint-NO_2020-06-16.ana.ud39e5173	This is not always easy to give an answer with two lines of reference, because my experience is also that the Stortinget makes decisions in areas where the Stortinget gets information in advance, both in response to the Stortinget from the department and from me on the pulpit, that what the Stortinget is now adopting is a work that the government has already carried out or is in the process of implementing. Then there will soon be a discussion afterwards whether Stortinget believes it is good enough or not. In the specific case, it is that Health Stavanger has followed this up against the municipality of Eigersund, and Eigersund Municipality has received significant amounts through the recovery plan for the rehabilitation field just to strengthen that competence.
ParlaMint-NO_2020-06-16.ana.ud39e5180	I'm going to be allowed to say first that I wasn't aware that ‘hosting’ was an unparliamentary expression, but now one is here, I kept saying. But I have a question as to whether it may be a misunderstanding going out and going. As I said, it was for the Ministry of Health and Health that of the 122 request decisions mentioned in Prop. 1 S for 2019-2020, only 83 are mentioned in the Report. For the purposes of this Regulation, the following Then I wonder if there might be a misunderstanding, that some government councils believe that the report that's in the proposition is checkout with the Storting. I just want to make it clear that it is when we deal with Meld. Article 12 to check out all decisions. We have seen a development in which the government sometimes does not mention decisions that they themselves believe have been complied with, but it also hampers the control function of the Stortinge. So my question is: Is the Council of State aware that it is only when the matter is mentioned in the Report. St. 12 and checked that the matter was finally dealt with by the government following a request from Stortinget?
ParlaMint-NO_2020-06-16.ana.ud39e5189	I am a little uncertain about whether the representative started by saying ‘now it’s here’ or ‘now it’s there’, but you can always discuss it. I perceive that this is one of the conditions that are now included in the setting, so there is something we need to look at. But I understand that once we've practiced it that way, we've thought that decisions can be signed out in Prop. 1 S, when the committee joins it, and that they are accepted. There will then be a discussion of the length of time for which decisions will be taken. It is often the committee that has taken the decisions and knows what has been desired by the committee. But now we see that these questions are raised again by the Committee on Control and Constitutional Affairs, and then we have to follow it up.
ParlaMint-NO_2020-06-16.ana.ud39e5196	I dare say nothing more, I!
ParlaMint-NO_2020-06-16.ana.ud39e5201	Just to clarify, it's calling a state council a "worst," that is, to characterize, as this prime minister thinks is unparliamentary use of words. Then it's explained. The cord shift is over.
ParlaMint-NO_2020-06-16.ana.ud39e5208	Actually, I don't have much to add to what Councillor Höie has said, but let me make a few comments from here. A welcome decision is something one should respect, and follow up. I have myself contributed to a number of them in the previous growing-up period and met them on the other side of the door, in the department, later. So that there should be some evil will behind, is probably very rarely the case. On the contrary, it is important to follow up what the Storting assumes. There might be a little bit of different reasons why things take time. Of course, it is not good for my own area that it is still approx. 40 non-target call decisions. It probably has a little to do with what the representative Harberg was about, that there have been a lot of welcome decisions in my area – and that's good, because the Storting has a lot of commitment to climate and environmental issues. What I want to add in addition to that, is that many of the appeal decisions that have not been finally signed up from my side, often have reasons that concern, for example, that there are some complex EEA legal issues that need to be addressed and addressed, in particular because there is often parallel work in the EU. This applies not least to waste and the circular economy. The second is that very many of these appeal decisions also naturally slip into what is larger, thorough work in the ministry, for example. the major work on the 2030 climate plan, which Stortinget will be presented separately during the year, for example: the circular economy strategy, to be ready during the year, etc. So that's probably an explanation too. So, of course, it's so that things running get signed out. One thing, for example: was not ready before in ours, which is now ready, is the hydrogen strategy. So things are being completed running – and hopefully to the joy of Stortinget. Then the representative was Andersen in that he thinks it's a democratic problem that things aren't always followed up fast enough. It may be a point of agreement, but I want to add a point, and that is that sometimes a call for decisions is also taken that – what to say – need additional democratic hearing before an actual one does. A good example of that is from earlier this spring, when the majority against the government decided that one should have changes in the rules for motor travel in the outland, without that proposal being entirely heard in the public sphere. Then I said very clearly to Stortinget that I would send it on my hearing before we change the regulation. I felt that the Storting accepted. I mean, of course, the Storing is right to make decisions, but it's also important that when you're going to make big changes that mean a lot to people, they're also going to be heard wide, if that hasn't already been the case. And such things can take some time.
ParlaMint-NO_2020-06-16.ana.ud39e5225	It's going to be line change.
ParlaMint-NO_2020-06-16.ana.ud39e5230	I would like to ask the Council of State for one of the request decisions which the government itself thought had been fulfilled and which the Government Parties of the Energy and Environment Committee also thought had been fulfilled, and which must now be considered to be under the jurisdiction of the Council of State, Rotevatn, when it comes to energy efficiency improvement. The decision dates from 2017, when Stortinget asked for an action plan to show how to achieve the target of 10 TWh energy saving in construction by 2030. A concrete phasing-out plan in construction and an instrument package with existing and new instruments would then be needed to achieve this objective. Since the Council of State assumed responsibility for Enova from 1 May 2018, it is natural that it is the Minister for Climate and Environment who is following up this Decision. So my question is, when does this action plan come?
ParlaMint-NO_2020-06-16.ana.ud39e5239	The government is continuously working with a range of tools to ensure that we achieve more energy-efficient construction. It has, for example, come up with a series of reports on this in connection with the work on the climate plan. We are actively using Enova through different schemes to back it up. So that's what I'm saying is a work that's at its highest level in the right direction. I would like to continue a dialogue with the representative Haltbrecken on what he thinks should be done in this way. There I get many recordings every day, but I would like to receive more.
ParlaMint-NO_2020-06-16.ana.ud39e5247	I thank you for the answer, and I also thank you for the invitation. Of course, we're going to accept that. Otherwise, the decision taken and the unanimous comment of the Control and Constitutional Committee, which indicates that this decision has not been complied with, is also very good. Let me then ask about another request decision, which is a bit fresher. It is from February 2018 and is about to remove the pollution from the artificial grass tracks in Norway. Here Stortinget decided that new regulations would come into force from 1 January 2019 in order to prevent what is the second largest source of microplastics spread on the Norwegian land. The question is short and good: when does the regulation that should have been in place a year and a half ago come?
ParlaMint-NO_2020-06-16.ana.ud39e5254	The answer is that this proposal has been being heard. The Environment Directorate has developed a proposal on how to regulate it. I agree with the representative Haltbrecken that there is an important issue, and that it is a major source of contamination of microplastics. It's been listening, and we've got a lot of feedback. It is in particular an example of what I was in my main post, that it is important that proposals be heard. There are many objections from municipalities, but also from different sports teams and organizations about who will pay for this and how to do it, which is the most accurate way of doing things. I can assure you that we are following this in the government now. We're still not done with it, for example. For the reasons I mentioned, but as I said, we have done the first part of the job that was getting a proposal, and we now have to make a conclusion, hopefully, as soon as possible.
ParlaMint-NO_2020-06-16.ana.ud39e5261	I will not oppose the fact that things are being sent to the hearing, and that things can be explained, but it is now two and a half years since the decision was taken in Stortinget. A change of regulations should not take that long, strictly speaking. Can the Council of States assure us that by 2020 we will have this regulation in place?
ParlaMint-NO_2020-06-16.ana.ud39e5266	I can't say exactly when we land a conclusion on this. We have to land a good solution first that will meet many of the objections that have come to our attention, both from local authorities, volunteers and others. But I want to say that we have done well on that process internally, and I hope that we can get a solution ready as soon as possible, because this is an important question to address, similar to a lot of other questions about plastics, pollution and microplastics. There are also several call-up decisions about that, and we are also working on different strategies to deal with it and not least follow up several new EU rules in the area that are important for other countries as well as Norway. – So I'm not going to say here now when this regulation is ready, but I can assure you that we work with her and she has a high priority, and that I hope that we can get her ready as soon as possible.
ParlaMint-NO_2020-06-16.ana.ud39e5273	The cord shift is over. The speakers who are given the floor hereafter also have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-06-16.ana.ud39e5280	As we heard at the outset today, there are about 40 request decisions in the Ministry of Climate and Environment that are still not met. This is partly decisions that lie quite a few years back in time, dealing with very important issues. If the government had followed up these decisions in time, we would have been doing well to cut emissions from the civil engineering. We could have been good at using hydrogen as an alternative to fossil fuel in trains, boats and trucks. And not least, as we heard in the line exchange now, we could have done something about the huge spread of microplastics from the country's artificial grass tracks. Rubber cullet from the artificial grass tracks is the second largest source of microplastic pollution from the Norwegian land. We could have gone further on point by point in these request decisions. We could have taken the request decision four years ago that stated that we are facing a serious seabird death, and where the Storting asked the government to come up with an action plan to secure the seabirds. It was promised in the past that it would come by 2020, but the Environment Directorate does not deliver its proposal until the end of 2020, so it probably does not come until perhaps next year. There are a number of other issues as well, and I hope that the Ministry of Climate and Environment and the rest of the government will return to the Stortinget in connection with the proposal for the State Budget for 2021, with a proper review of how they have actually intended to comply with the request decisions that remain unfulfilled by the government.
ParlaMint-NO_2020-06-16.ana.ud39e5291	Yes, the request decision shall be followed up by the government, even if it takes time. Unfortunately, in recent years we have witnessed that this is not happening to the extent that one should reasonably expect. In the course of the year’s examination of the notification of the request and investigation decisions, I also note that the Supervisory and Constitutional Committee in the decision-making process appears to have to stress that the Councils of State are in fact obliged to follow up the decisions of the Storting and that several departments have to follow this up better – without using the term ‘hosting’. It is true that the country has a right-wing government, but that does not mean that it is optional whether to comply with the Supreme Assembly of the country. Our political system is based on confidence that the government actually implements what the National Assembly decides. Having said that, I would like to take the opportunity to commend the Supervisory and Constitutional Committee for the constructive and sustained work they are actually doing to contribute to a system that implements several of these decisions, or, in those cases where it is not possible to implement the decisions, to ensure that they are followed up in a way that is acceptable to the Storting. It is important that the Storting carries out a continuous monitoring of compliance with the decisions taken by the Storting. The reality of this verification depends on the good interaction of the technical committees with the control and constitution committee. And as a member of a trade committee, education and research committee, I have experienced something that the members of the trade committee thought was a weakness in these control procedures. It is precisely what several have mentioned here that several sites in the Report. For example, paragraph 12 is shown. that the Education Committee has no comments on the Ministry of Education’s presentation and that revenue is taken into account for the inclusion of the Education Committee in the Ministry’s assessments. It does not result in complete correctness, and it does not give a misleading, so at least not a complete picture of the Committee's proceedings. As reported today, it appears that the technical committee has not had any comments, even if they really have. It may obscure a real disagreement as to whether decisions are being followed up, and we believe that this procedure should be looked at in more detail.
ParlaMint-NO_2020-06-16.ana.ud39e5300	I saw that the Minister of Justice asked for the floor, but then she withdrew, so I did not get a reply. That's why I want to make an article and ask questions here. In Decision No 579 from 5 April 2018 it is called – and it was a unanimous decision: ‘The government is asking for a real strengthening of the offices of local officials that remain after the implementation of the police reform.’ The Labour Party, the Centre Party and the SV say that they believe that the government does not follow this decision, and that the opposite is true in the municipalities of the country, while the government parties Right and Left as well as the Progress Party and independent representative Leirstein indicate that the government has increased the number of posts in the police and considers the request decision to be fulfilled. My question to the Council of State is: Is there any argument – in relation to a unanimous decision – that the State Council supports? I would like to have a precise story from the Council of State at that point, because it is basically important that a arguer to the matter and not to anything that is, in my opinion, outside the matter. The second thing I want a response from the Council of States is: we have several examples that the government does not follow up decisions, and I said in my first post that the reason for it is very likely that some representatives of parties have agreed on a new position, i.e. a new majority, and thus the majority of the request decision falls away. Does the Council of State agree that this is not the way we can have it? If it is a majority decision by means of a request decision, it shall be followed up. It can be followed up by saying that it's drawn because it's not a majority. I ask the Council of State to tell us the story on these two points.
ParlaMint-NO_2020-06-16.ana.ud39e5316	I also had a couple of themes I was going to ask the Minister of Justice about. So I would like to invite the Council of State now to the tame of the debate to comment on some of the decisions that are in her area. For the Ministry of Justice, two decisions have returned to 2015 which have not yet been followed up. One is that the Stortinget asks the government to file a case for the limitation of intentional acts that result in death, and the other is a decision to design a compensation scheme for 110 centres that are being closed with a new structure. So it's now five years since these decisions were made, but the worse. In June 2013, the Stortinget took a decision to ask the government to submit a legislative proposal to allow the Civil Ombudsman to act as an auxiliary intervener in legal proceedings. It has not been followed up yet. I must stress – and it is important – that we in the opposition have a strong understanding that many proposals are difficult and complicated to follow up, and that they take time, and it is important that they are done properly. But I have to ask the Council of State if she can do well – here from the Chair of the Stortinge – that the department has worked well enough with these decisions, because I believe for the Biggest that a humility from the Council of State, especially on some of the suggestions she has spent a very long time on, had been greatly appreciated. And then together you can find better ways to follow up these decisions in the future.
ParlaMint-NO_2020-06-16.ana.ud39e5323	I didn't draw. I was set up, but I thought I didn't have to repeat the state council that Höie explained in an excellent way, namely that our job is conscientious to follow up the Storting's request decision. So it's also like they're of different character. Some are easy to follow up, some are considerably more difficult to follow up, but our job is to follow them up. To the last speaker, I would like to say that my impression after the time I have been in the Ministry of Justice is that it has not been well enough to follow up and to study, whether you agree or disagree. And to Lundtigen, it's saying that even if the bulk of the population changes, you still have to look out for the decisions that lie there. In the case of several members of staff at the Länsmannskontoret, there has been a separate debate in Stortinget. I have explained my view towards Stortinget. And here, I'm sure, the big shots are different in this request decision. My point has been whether the police districts have been strengthened. They are. Is the districts strengthened? They are. They've got more employees. But you can't count employees alone. Last night, I visited the Inland Police Station, which tells me that, for example. in the case of intelligence, they have gathered it into a unit in Hamar, but the people are out. But they're not counted when you count employees in the county offices. So it's not about how many employees there are, but what political authority and police follow-up you get, and so it's strongly strengthened in this government's time. In the case of the 110s, I'm going to get back to it quickly. Even in the case of the very old decision relating to the civil ombudsman, Stortinget will receive rapid feedback. My job is at all to try to clean up old requests, so that we get them interviewed and debated.
ParlaMint-NO_2020-06-16.ana.ud39e5334	Several have not asked for the floor in Case No. 12th@item: inlistbox
ParlaMint-NO_2020-06-16.ana.ud39e5352	At the request of the Municipal and Administrative Committee, the President will arrange the debate as follows: 3 minutes for each party group and 3 minutes for members of the Government. Furthermore, three lines of response will be given after contributions from members of the government, and those who have to sign up to the list of speakers in addition to the allocated speaking time will have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-06-16.ana.ud39e5359	It is obvious that all the laws and regulations relating to individual employment are well informed and that it is easy to follow up. In this case, there may be grounds for recalling a fact – that a politician is actually not a worker, but has a trust. In itself, it would be natural for it to lead to an even greater liability when it comes to introducing itself into the current rules that are linked to this particular profession. The law on politico pay and pay builds up under the principle of pay during the period of compulsory retirement, except if it falls under quarantine rules. One must be able to ensure that the rules for curtailment of payments and control requirements are followed. Pursuant to both the Local Government Act, the Grand Prix Compensation Act and the Political Lease Regulations, the termination benefit shall be reduced to any other income. It is always possible to discuss whether the practice and enforcement of existing legislation can be better. Something can be done with better guidance and preparation of guidelines and does not necessarily introduce regulatory changes. There should be good control of the use of public funds. Of course, this also involves moderate schemes for political wages. The presentation of this proposal for a representative may make it appear that existing legislation is deficient, but since several aspects of this proposal are already governed by law, we do not see in the Right any need for further changes now. On that basis, we do not support this proposal either.
ParlaMint-NO_2020-06-16.ana.ud39e5370	This is the second time in two weeks that we are discussing policy-makers' salaries, follow-on pay arrangements and special arrangements that politicians have, and where it is quite staggeringly quiet from the majority of the population. It is this assembly that adopts the laws of the country, adopts arrangements for other people who lose their jobs for various reasons and who also adopt control mechanisms, which are much more stringent and have much more severe consequences, for example: for people who get their benefits from Nav when they lose their job. On the SV side, we believe that there should be no difference between people. I fully agree with the case rapporteur when she says that this is a matter of trust, and that it actually requires a greater responsibility. There have been enough cases in the last year that show that this has not worked. Is control procedures in place? Yeah, they're at least on the paper, but are they used? Until now, there have been media that have revealed several of these issues, and that would not have been revealed if the media had not checked them. What about those who get their money from Nav? It is true that if you have to have an economic income insurance in case of unemployment, you have to submit a report card. The report card clearly warns that errors can lead to criminal liability. I've talked to many people who feel that there's some kind of prejudice, that they're being suspected that they're just trying to cheat, while there's no such warning about pay after-sales schemes or other rewards that politicians get when they step out of their positions for different reasons. There have been cases now which have also referred to benefits at municipal level, and it is pointed out that the municipality is also responsible for this. Yeah, that's it, but it probably wouldn't have been useful if you had gone to Nav and said that this is where Nav should know that these rules weren't like that, and not agreed. No, there you are told that you have the responsibility of finding out very complicated rules in a very critical situation. So there's a need to go through this. I understand that there may be a little bit of different opinions about where we're going to end, but I'd like to ask the other parties here if they actually believe that there should be a difference between politicians and others who lose their jobs, and that for various reasons need income protection in the future. If you mean it, I think you should say it clearly. SV deeply disagrees with that. Then I would like to address the proposal from SV.
ParlaMint-NO_2020-06-16.ana.ud39e5385	The representative Karin Andersen then mentioned the proposal she referred to.
ParlaMint-NO_2020-06-16.ana.ud39e5390	Let me first say that the draft representative addresses an important issue. I fully agree with the proposers that it is important to have good arrangements to prevent the misuse of public funds and that schemes for the remuneration of politicians must have legitimacy and confidence in the citizens. The different pay after-sales, retirement and after-sales arrangements are differently regulated depending on whether they relate to city, state or local government representatives. The responsibility for having good rules and procedures so that payments are made correctly, and errors are discovered, is distributed between the Stortinget, Stortingen Presidency, the departments, the county councils and the municipalities. The arrangements are adapted to the bodies to which they apply and have different methods of ensuring correct payments through control mechanisms and, where appropriate, penalties. Mispayments may be required to be repaid and, if a politician has acquired the benefit by deliberately disclosing incorrect information, this may be regarded as fraud and thus treated in accordance with the provisions of the penal code. I am not responsible for all the arrangements that are included in the proposal for a representative, and I should therefore not be told whether the arrangements are good enough. But I would like to say on a general basis that it is of course possible to discuss whether the practice and enforcement of the existing legislation can be better. In this case, it will be up to the Stortinget, the relevant departments, municipalities and county councils to provide guidance and better follow-up of the legislation. With regard to the legislation I am responsible for, which is the municipal law and the quarantine law, I do not see the need to start working on changes to these laws. The new municipal law has recently entered into force, and it is too early to say whether there is a need to make changes to the remuneration provisions. But this could be part of an evaluation of the municipal law. In the case of the Quarantine Act, a sample will be set up during June to review the Quarantine Act and to assess whether changes should be made. All political parties on the Stortinget are invited to participate in the selection with one representative each. I look forward to further discussion on this important topic and will in the meantime closely monitor the practice of the arrangements for which I am responsible, and consider whether further guidance or other measures may be needed to ensure better compliance.
ParlaMint-NO_2020-06-16.ana.ud39e5405	It's going to be a string shift.
ParlaMint-NO_2020-06-16.ana.ud39e5410	The last state council said was ‘to ensure better compliance’. Does this mean that the Council of State believes that there is too much compliance with the legislation today?
ParlaMint-NO_2020-06-16.ana.ud39e5415	With regard to the two laws that I am responsible for, namely the municipal law and the quarantine law, there is nothing now to suggest that there is too bad compliance with that law – at least not with regard to the municipal law, because it has recently entered into force, and it is far too early to pass judgment on how compliance with that law is. As far as the Quarantine Act is concerned, we are just going to put down a sample to review it, where all the lots on the Stortinget are invited to participate with one representative. Then it is important that the parties take part there and thus have their mark on any revision of the quarantine law.
ParlaMint-NO_2020-06-16.ana.ud39e5420	However, the Council of State does have some thoughts on which principles should be applied, for example. a revision of the Quarantine Act. Is it the case that the Council of State believes that we can continue with the fact that the sanctions in the Quarantine Act are much weaker than the sanctions against people who need life support benefits on Nav?
ParlaMint-NO_2020-06-16.ana.ud39e5425	I believe it would be wrong if I now had strong opinions about what the outcome of the Quarantine Law Committee's work would be. I think it's important at this stage to have an open mind and listen to what the Quarantine Law Committee comes with, and here too the parties will be involved. If I were to advance the conclusions, it wouldn't be necessary to put down a sample. So here I think we have to take this in the right order. And then I am absolutely sure that the views of the various parties on both compliance and sanctions in the quarantine law will be debated, including in the quarantine law committee.
ParlaMint-NO_2020-06-16.ana.ud39e5431	The question of justice in such matters is of course a political question, and the Council of State is both a Council of State and a politician, so it must be possible to have a view on a valuable position like this. Does the Council agree that there should be more stringent sanctions for ordinary people travelling on Nav and stricter control procedures for the performances they receive than for politicians who receive the same type of benefits but only through other schemes? Is it fair that it is stricter for the others than for the politicians?
ParlaMint-NO_2020-06-16.ana.ud39e5436	As I also said in my post, if you break the rules that exist, you can be charged with fraud in the ultimate sense. I think it's good that we have a strict practice of the legislation that concerns politicians. There is no reason for politicians to have lower penalties when they break the law than other people have. We have had more examples lately of politicians being both accused and sentenced to prison for violations of different legislation, and I think that is also important that politicians are not treated less than others. As far as the specific matter I referred to was concerned, the court considered that precisely because he was a politician, the punishment became more severe than it would otherwise have been.
ParlaMint-NO_2020-06-16.ana.ud39e5443	The cord shift is over.
ParlaMint-NO_2020-06-16.ana.ud39e5448	I just need to follow up on this a little bit. Yes, it is true that there are some things that have been raised, but there are others that are not. It is also about the matter that we dealt with last week in relation to the quarantine rules, where it is obvious that people, for example. create notional companies where there is no activity at all. The sanctions associated with this in the system are very weak, and it is quite unreasonable that there should be weaker penalties for this than for fault payments from Nav. It is also quite unreasonable when you go to Nav and get a message that you are responsible for getting involved in the legislation yourself, while when there are politicians who have such arrangements, you are told that it was the municipality that should have realized that this was wrong – because it is stated in the municipal law. It has to be equal. There shall be no difference between Jørgen Hatter and King Solomon. That is what this proposal is all about, and I expect the Storting to believe it. We're elected. So we've been chosen by people, and then we can't make arrangements for seas that both function milder, have lighter penalties, and that have more hazy arrangements and less strict follow-up than what we have for other people in this country who are in a similar situation, i.e. they no longer have the income they once had. I look forward to these changes, and I hope for a slightly greater commitment from my co-representatives and perhaps also from the presidency, who have chosen not to have any views on this. I think it's quite eye-catching that you don't have any principal views on such fundamental issues.
