ParlaMint-BG_2022-02-23.u1	Honourable colleagues, please register. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1101	Abstention.
ParlaMint-BG_2022-02-23.u1102	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1103	That's against it.
ParlaMint-BG_2022-02-23.u1104	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1105	Abstention.
ParlaMint-BG_2022-02-23.u1106	Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1107	That's against it.
ParlaMint-BG_2022-02-23.u1108	They voted 216 MPs in the Chamber and 4 online " 220" total: 96 against 102 in the Chamber and 2 online "104" total, abstention 18 and 2 online "20 total." Revoting, colleagues, at the request of GERB. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1109	Abstention.
ParlaMint-BG_2022-02-23.u1110	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1111	That's against it.
ParlaMint-BG_2022-02-23.u1112	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1113	Yeah.
ParlaMint-BG_2022-02-23.u1114	Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1115	That's against it. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-23.u1116	They voted 223 MPs in the Chamber and 4 online " 227" total: 124 in the Chamber and 1 online. 125 in total, against 64 in the Chamber and 2 online. 66 total, abstentioned 35 and 1 online.. 36 total. [[Noise and lines: Mr. Chairman, what is the solution?]] I read it. The motion is accepted. Sorry, sorry, I missed. Yeah. The motion is accepted. Here you go, Mr. Popov.
ParlaMint-BG_2022-02-23.u1117	On behalf of the parliamentary group, I ask for a 20-minute break. [[Replications and discontent.]]
ParlaMint-BG_2022-02-23.u1118	20 minutes rest at the request of the BSP for Bulgaria. [[After the break.]]
ParlaMint-BG_2022-02-23.u1119	Honourable Members, I shall resume the sitting. The next vote is on the proposal of the MP Nikolay Drenchev and a group of MPs with an entry number ending at 109. We vote on the proposal of MP Nikolay Drenchev and a group of MPs, not supported by the Committee on Budget and Finance. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1120	That's against it.
ParlaMint-BG_2022-02-23.u1121	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1122	That's against it.
ParlaMint-BG_2022-02-23.u1123	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1124	Yeah.
ParlaMint-BG_2022-02-23.u1125	Tsvetelina Simeonova-Zarkin?
ParlaMint-BG_2022-02-23.u1126	That's against it.
ParlaMint-BG_2022-02-23.u1127	Vote 194 Members of Parliament plus 4 Online? 198: for 80, against 110 plus 3 online? 113, abstention 4 plus 1 online? 5. The offer is not accepted.
ParlaMint-BG_2022-02-23.u1128	It's a re-vote.
ParlaMint-BG_2022-02-23.u1129	It's a re-vote. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1130	That's against it.
ParlaMint-BG_2022-02-23.u1131	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1132	That's against it.
ParlaMint-BG_2022-02-23.u1133	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1134	Yeah.
ParlaMint-BG_2022-02-23.u1135	Tsvetelina Simeonova-Zarkin?
ParlaMint-BG_2022-02-23.u1136	That's against it.
ParlaMint-BG_2022-02-23.u1137	They voted 211 MPs plus 4 online " 215": for 86, against 122 plus 3 online "125," abstention 3 plus 1 online "4." The offer is not accepted. We move on to the proposals made in the course of today's meeting. First of all, proposals received from Lyubomir Karimanski. One proposal is an editorial amendment in art. 1, para. 5 in row 12.1 in the table, the word "small' shall be replaced by "micro'. This has been discussed and voted on in the Commission, but a technical error has been made in the report I understand from the proposal. So let's put it right in the order of this vote. Please vote on this proposal by Mr. Karimansky. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1138	Yeah.
ParlaMint-BG_2022-02-23.u1139	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1140	OJ L
ParlaMint-BG_2022-02-23.u1141	Stefan Shilev? Tsvetelina Simeonova-Zarkin?
ParlaMint-BG_2022-02-23.u1142	Yeah.
ParlaMint-BG_2022-02-23.u1143	Vote 183 MPs plus 3 online " 196: 160 plus 3 online " 163," against 8, abstention 15. The motion is accepted. Mr. Karimansky's next proposal concerns art. 1, para. 5, t. 11.2 of the table after the International Organizations (International Organizations) to be added to the text:.................................................................................................................................................................................................................................................... This is Mr. Karimansky's proposal. It is identical to Ekaterina Zaharieva's proposal concerning art. 1, para. 5, t. 12. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1144	Abstention.
ParlaMint-BG_2022-02-23.u1145	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1146	Abstention.
ParlaMint-BG_2022-02-23.u1147	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1148	Yeah.
ParlaMint-BG_2022-02-23.u1149	Tsvetelina Simeonova-Zarkin?
ParlaMint-BG_2022-02-23.u1150	Yeah.
ParlaMint-BG_2022-02-23.u1151	Vote 222 MPs plus 4 online " 226": for 200 plus 2 online " 202," against no, abstention 22 plus 2 online "24." [[Reply.]] We're overreacting. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1152	Yeah.
ParlaMint-BG_2022-02-23.u1153	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1154	Yeah.
ParlaMint-BG_2022-02-23.u1155	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1156	Yeah.
ParlaMint-BG_2022-02-23.u1157	Tsvetelina Simeonova-Zarkin?
ParlaMint-BG_2022-02-23.u1158	Yeah.
ParlaMint-BG_2022-02-23.u1159	Vote 221 MPs plus 4 online " 225: for 220 plus 4 online " 224," no objection, abstention 1. The motion is accepted. Mr. Karimansky's next proposal concerns changes in art. 1, para. 2, and in row 1.2.1, the amount increased by 5 million. BGN, respectively the increase in 1.2.1 BGN also requires an increase in the total amount of BGN. The Commission notes that the Commission's assessment of the compatibility of the measure with the internal market does not mean that the aid is compatible with the internal market within the meaning of Article 107 (3) (c) of the Treaty. lv. The proposal is required due to a proposal for amendment and addition to art. 50, we will also get to it and we will take into account the results of this vote. But at this stage, we are voting on changes in item. 1.2.1 et seq. 1.2, and in both places the amount increased by 5 million. lv. We are voting on Mr. Karimansky's proposal. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1160	Yeah.
ParlaMint-BG_2022-02-23.u1161	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1162	Yeah.
ParlaMint-BG_2022-02-23.u1163	Stefan Shilev? Tsvetelina Simeonova-Zarkin?
ParlaMint-BG_2022-02-23.u1164	Yeah.
ParlaMint-BG_2022-02-23.u1165	I'm calling off the vote. They voted 191 MPs in the House plus 3 online " 194," 186 plus 3 online " 189," against 4, abstention 1. The motion is accepted. The last proposal concerns art. 1, para. 5, t. 6.2, and the proposal is after "for structural changes" to add the text: "Effective management" and "Effective management." This is the amendment to art. 1, para. 5, t. 6.2. Please, voting mode. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1166	Yeah.
ParlaMint-BG_2022-02-23.u1167	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1168	Yeah.
ParlaMint-BG_2022-02-23.u1169	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1170	That's against it.
ParlaMint-BG_2022-02-23.u1171	Tsvetelina Simeonova-Zarkin?
ParlaMint-BG_2022-02-23.u1172	Yeah.
ParlaMint-BG_2022-02-23.u1173	Vote 206 Members of Parliament plus 4 online "210" for 133 plus 3 online " 136" against 59 plus 1 online "60" abstentions 14. The motion is accepted. We have exhausted Lyubomir Karimanski's proposals. Next is Venko Sabrutev's. Here you go, Mr. Sabrutev.
ParlaMint-BG_2022-02-23.u1174	Thank you, Mr. Chairman. I would like to withdraw the proposal made in accordance with art. 79, para. 6, p. 2 of the Rules on Organization and Activity of the National Assembly, and I would also like to propose an editorial amendment to the already adopted proposal... [[Noise, lines and screams: "Eee!" by GERB-SDS and DPS. Explanations of the speaker with the President.]] Mr. Chairman, thank you for my mistake. I am not withdrawing my proposal, but I am withdrawing part of it, the first part, by keeping after.. on the basis of criteria established by the Minister of Culture in order to increase the effectiveness of the work of these institutions...................................... [[Noise, lines and screams: "Eee!" by GERB-SDS and DPS.]] Thank you.
ParlaMint-BG_2022-02-23.u1175	Did you withdraw it, last time?
ParlaMint-BG_2022-02-23.u1176	I withdrew it.
ParlaMint-BG_2022-02-23.u1177	You can't!
ParlaMint-BG_2022-02-23.u1178	Withdraw it, withdraw it. [[Noise and lines.]] Take it easy, guys! If you'd been so calm at the last polls, even after you ate, so... Ekaterina Zaharieva's proposal has already been accepted. We also went through Peter Chobanov's proposal. Bayram Bayram. [[Noise and lines.]] Who suggested another break? [[Comments from GERB-SDS.]] Take it easy! You see, you can't take any more vacations... [[Heckling]] No, I'm just asking because on the last break you justified yourself by not being very calm and should be eaten. That's why I'm asking, because you're still restless, what's the reason? Here you go, Mrs. Atanasova. I'll find out what's next.
ParlaMint-BG_2022-02-23.u1179	Thank you, Mr. Chairman. It is obvious that the long time in plenary has also affected you, Mr President, because you are making comments that do not follow the chair seat you are occupying in any way. Mr. Chairman, every parliamentary group has the right to ask for a break and during this rest to use the time as it determines whether it will discuss the bill being dealt with or something else is its business. If you please, Mr President, do not make such comments, because this will by no means contribute to the good debate and the pace we have imposed for voting on art. 1 of the State Budget Act. I hope you get a note. Thank you.
ParlaMint-BG_2022-02-23.u1180	Thank you. I do not object to your right to ask for a break, yet to have more order in the Chamber. The next proposal is by Bajram Bajram and concerns the first amendment in art. 1, para. 5, row 12.1, and the sum of the five million and the sum of the five million is replaced by the sum of the three million. This is Bayram Bayram's proposal. [[Heckling]] That's right, the text is about one-off support related to micro-farmers. Voting mode. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1181	Abstention.
ParlaMint-BG_2022-02-23.u1182	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1183	That's against it.
ParlaMint-BG_2022-02-23.u1184	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1185	Yeah.
ParlaMint-BG_2022-02-23.u1186	And Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1187	That's against it.
ParlaMint-BG_2022-02-23.u1188	They voted 221 MPs in the Chamber and 4 online. 225 total: for 80 in the Chamber and 1 online. 81 total, against 96 in the Chamber and 2 online. 98 total, abstentioned 45 in the Chamber and 1 online. 46 total. The offer is not accepted.
ParlaMint-BG_2022-02-23.u1189	Re-vote and explain to them what we vote...
ParlaMint-BG_2022-02-23.u1190	Revoting at Mustafa Karadaye's request. Once again, I point out in line 12.1, the proposal is to replace the 5 million is replaced by the 31 million. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1191	Abstention.
ParlaMint-BG_2022-02-23.u1192	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1193	That's against it.
ParlaMint-BG_2022-02-23.u1194	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1195	Yeah.
ParlaMint-BG_2022-02-23.u1196	And Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1197	That's against it.
ParlaMint-BG_2022-02-23.u1198	They voted 222 MPs in the Chamber and 4 online " 226" total: for 82 in the Chamber and 1 online. 83 total, against 97 in the House and 2 online.99 abstentions in the Chamber and 1 online.44 total. The offer is not accepted. The other proposal is Bajram Bajram's and concerns Art. 1, para. 6, as at the end of the sentence after the text of para. 5 the following text is added: up to 10% of... Mr. Bayram, if you could just give me the right word? The text to be added at the end of the sentence is: up to 10% of the proposed amounts. This is Bayram Bayram's proposal. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1199	Abstention.
ParlaMint-BG_2022-02-23.u1200	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1201	That's against it.
ParlaMint-BG_2022-02-23.u1202	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1203	Yeah.
ParlaMint-BG_2022-02-23.u1204	And Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1205	That's against it.
ParlaMint-BG_2022-02-23.u1206	They voted 223 MPs in the Chamber and 4 online " 227" total: for 94 in the Chamber and 1 online "95" total, against 106 in the House and 2 online " 108" total abstentions 23 in the Chamber and 1 online "24" total. The offer is not accepted. [[Noise and lines from DPS.]] Okay, Mr. Chobanov.
ParlaMint-BG_2022-02-23.u1207	Thank you, Mr. Chairman. Dear Mr. Deputy Prime Minister, ladies and gentlemen! We've tried here several times to keep you from having a jeep again. This is the central budget, it is good that it becomes a little bit more transparent, it is good that we see amounts, but the provision of para. 6 allows the Council of Ministers to reassign them as it pleases. That is to say, in some of the amounts, it may remain zero, and that is why, after you have rejected this paragraph, you have rejected Parliament to decide the redistribution of these amounts, as we have proposed in the Public Finance Act. Now we offer 10% flexibility and I think it is enough, and somewhere, if the bill is not done nicely and precisely, this flexibility is enough, so support our proposal. Thank you.
ParlaMint-BG_2022-02-23.u1208	We're overreacting. Voting mode. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1209	Abstention.
ParlaMint-BG_2022-02-23.u1210	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1211	That's against it.
ParlaMint-BG_2022-02-23.u1212	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1213	Yeah.
ParlaMint-BG_2022-02-23.u1214	And Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1215	That's against it.
ParlaMint-BG_2022-02-23.u1216	Thank you. They voted 221 MPs in the Chamber and 4 online. 225 total: 95 in the Chamber and 1 online. 96 in total, 95 in the House and 2 online. 97 in total, abstentioned 31 in the Chamber and 1 online. 32 total. The offer is not accepted. We move on to the proposals of Mladen Marinov in art. 1, para. 2 are all the proposals that are on page 41 of the Report for those who are following. In fact, in Mladen Marinov's proposal, the original numbers to be amended are in line with the import numbers that are on page 2 of the Report. And the proposal is: On row 1.1, the total amount "7 184 224" to be replaced by "7 456 624,4" respectively, requiring adjustments in this section. 1 above "Current costs".......................................................................................................................................................................................................................................................... The numbers look in millions, but adding that the table is in thousands, you get billions. Please vote on Mladen Marinov's proposal. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1217	Abstention.
ParlaMint-BG_2022-02-23.u1218	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1219	That's against it.
ParlaMint-BG_2022-02-23.u1220	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1221	Yeah.
ParlaMint-BG_2022-02-23.u1222	And Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1223	That's against it.
ParlaMint-BG_2022-02-23.u1224	They voted 224 MPs in the Chamber and 4 online "268" total: 95 in the Chamber and 1 online "96" total, 111 in the House and 2 online " 113" total, abstention 18 in the Chamber and 1 online "19 total." The offer is not accepted. Is there a request for a re-vote? Okay, we're rethinking Mladen Marinov's proposal. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1225	Abstention.
ParlaMint-BG_2022-02-23.u1226	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1227	That's against it.
ParlaMint-BG_2022-02-23.u1228	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1229	Yeah.
ParlaMint-BG_2022-02-23.u1230	And Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1231	That's against it.
ParlaMint-BG_2022-02-23.u1232	They voted 222 MPs in the Chamber and 4 online " 226" total: 97 in the Chamber and 1 online. 98 total, 108 in the House and 2 online. 110 in total, abstentioned 17 in the Chamber and 1 online. The offer is not accepted. We're moving on to Hristo Gajev's proposals.
ParlaMint-BG_2022-02-23.u1233	Dear Mr. Chairman, Mr. Minister, ladies and gentlemen of the House! It is a proposal that is editorial of my proposal, which was not supported by this House, and it makes no sense to vote because the main proposal was not supported.
ParlaMint-BG_2022-02-23.u1234	Thank you, Mr. Gadget. That's how we cleared the editorial proposals. And now we are going to vote on the text of art. 1 in the version proposed by the Committee on Budget and Finance, in line with the already adopted editorial changes. [[Noise and lines.]] Once again, we vote on the wording of art. 1 in the version proposed by the Commission, in line with the amendments already adopted, including the new order, on a proposal from Lubomir Karimanski Atanas Zafirov?
ParlaMint-BG_2022-02-23.u1235	Yeah.
ParlaMint-BG_2022-02-23.u1236	Krum Zarkov?
ParlaMint-BG_2022-02-23.u1237	Yeah.
ParlaMint-BG_2022-02-23.u1238	Stefan Shilev?
ParlaMint-BG_2022-02-23.u1239	That's against it.
ParlaMint-BG_2022-02-23.u1240	Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u1241	Yeah.
ParlaMint-BG_2022-02-23.u1242	Vote 226 MPs in the Chamber and 4 online " 230" in total: 130 in the Chamber and 3 online. 133 in total, against 95 in the Chamber and 1 online "96" in total, abstention 1. The motion is accepted. [[Applause from "We are continuing the Change."]] Are you trying to explain the negative vote? Okay. Manoil Manev, Danny Kanazireva and Temenuzhka Petkova. [[Heckling]] All right, in whatever order you decide.
ParlaMint-BG_2022-02-23.u1243	Thank you. Dear Mr. Chairman, ladies and gentlemen, dear Mr. Deputy Prime Minister! I voted against the provision of art. 1 of the Law on the State Budget of the Republic of Bulgaria for 2022 and my arguments are as follows: as well as Mr. Ananiev in his speech just explained, this provision of the Law on the State Budget, namely art. 1, is one of the most important, essential in the State Budget Act, as it largely defines the budgetary framework. Dear colleagues of the ruling majority, Mr. Deputy Prime Minister, we have repeatedly tried to explain to you that the framework is not properly set and the reason for this is the highly underestimated amount of revenue that you have bet in art. 1 of the State Budget Act of the Republic of Bulgaria in para. 1. The reasons for this have been mentioned repeatedly, they are conditioned mostly by high inflation growth. You know very well, you understand and you realize that, but you don't want to admit it, you don't want to take our arguments into account. However, there is no doubt evidence that the revenue in the budget is greatly underestimated is the position you have applied for and the statement of state budget update made even before the State Budget Act for 2022 has been adopted. The fact that you are making a request for a budget update does not mean anything other than that there is a clear violation of one of the principles of the Public Finance Act, as this request is being made without there being clear reason for what you want this update. And if the revenues are higher, why don't you now say that the revenues will be higher and you really do not make an objective budgetary framework, and you need to make an update after literally a few months? So, ladies and gentlemen, we have made numerous proposals to increase the amount of revenue, the budget in its revenue and, accordingly, in its expenditure, and we have put forward motives for this. And we from the Political Party GERB and the Union of Democratic Forces and colleagues from the other opposition parties gave very serious reasons for this. You didn't accept any of our proposals, and at the same time you didn't expose any...
ParlaMint-BG_2022-02-23.u1244	The weather, Mrs. Petkova.
ParlaMint-BG_2022-02-23.u1245	...an argument why you won't accept them. I do not know what eyes you will look with in the Bulgarian municipalities because you did not support any of our proposals without any argument. [[Noise and lines.]] Thank you. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-23.u1246	Thank you, Mrs. Petkova. Here you are, Mrs. Kanazireva.
ParlaMint-BG_2022-02-23.u1247	Mr. Chairman, colleagues! My speech about the negative vote is actually over the speech of my colleague just now. I am not surprised, in view of your behaviour as a whole, that you did not support any Bulgarian municipality in a time of crisis, in a price shock, you did not give funds for any project, you rejected them all, which, on the one hand, clearly shows your overall attitude towards municipalities, on the other hand, not knowing the problems there. But I was extremely surprised that I, as a MP from both Plovdiv and Plovdiv, did not support the proposal from Plovdiv. It still wouldn't have passed. Plovdiv is the European Capital of Culture. There is no MP who, during elections, does not come to photograph himself, does not talk about how beautiful the city is, how is the European Capital of Culture, what cultural heritage there is. Emblems from every political party in the ruling coalition at least from courtesia did not vote for the proposals that are ready projects on them, and one of them is for one of the extremely valuable buildings in Plovdiv, which is really part of the cultural heritage not of Plovdiv, but of Bulgaria. People like Mr. Yordanov, who is chairman of the IHN of the group, is also from Plovdiv. Mr. Vigenin, you were also a leader from Plovdiv.
ParlaMint-BG_2022-02-23.u1248	The weather, Mrs. Kanazireva.
ParlaMint-BG_2022-02-23.u1249	Kiril Petkov was from Plovdiv. I hope so, Mr. Vigenin, as you have convinced us, Art. 51 has the opportunity to vote and then return to Art. 51. 1 and indeed the Plovdiv MPs at least support these proposals, which are extremely important for Plovdiv and the region. Thank you.
ParlaMint-BG_2022-02-23.u1250	Thank you, Mrs. Kanazireva. Mr. Manev, come in.
ParlaMint-BG_2022-02-23.u1251	My fellow Members, I am sorry that the Minister has left the Deputy Prime Minister. Without much drama and without much emotion I will try to tell you something you did today. Yesterday at the north entrance of the Assembly, some policemen were guarding some MPs from some mothers all day. Today the police were in Sofia to protect the government. [[Laughter]] You didn't give them a penny, no matter how funny it was for you, mate. One penny! You didn't feel sorry for these people to give them any money. It's your business. The problem is, however, another one of these people does not want them to buy new suits or new ties. These people need them to support their families. Every year, we spent as much as we could on budgets as we could, 15%, 20%, whatever we could. We returned the money for clothes, returned the money for years of unpaid claims on them. Today you just had to accept our proposal for a 15% increase, which is perfectly normal and quite, quite understandable even to you. Because I'm not gonna hide, there are people among us who say there should be more. Finally, in this regard: what do you think we don't see how 9 million you flipped them and gave them to a gym?! 9 million. lv. You're gonna let some gym club hand out cards to the cops who won't go with them because they don't have time and they have to buy teams for these expensive gym clubs that you're gonna give them to, but you didn't give them 15%. [[Noise and lines.]] Halal be it, but it's not fair. Thank you.
ParlaMint-BG_2022-02-23.u1252	Thank you, Mr. Manev. Mr. Karimansky, proceed with the report.
ParlaMint-BG_2022-02-23.u1253	Under art. 2, para. 1 has a proposal from the MP Lyubomir Karimanski and a group of MPs, No 47-254-04-129. The Commission supports the proposal. The Commission shall in principle support the text of the importer and propose the following version of art. 2: Art. 2. (1) adopt the budget of the judiciary for 2022 as follows: (According to the table in the Report.) (2) Determine the budgetary costs of the judiciary bodies for 2022 as follows: (According to the table in the Report.) (3) Confirms the maximum amounts of expenditure commitments that may be made in 2022 and the maximum amounts of new expenditure obligations that may be accumulated in 2022 by the judicial authorities as follows: (According to the table in the Report.) (4) The confirmed by para. 3 maximum cost commitments and new cost obligations can be increased by up to 20 per cent by decision of the Supreme Judicial Council. (5) The Supreme Judicial Council may spend money on previous years' accounts to cover the urgent costs of the judicial authorities in the event that the budgetary balance of the state budget is not violated. (6) In the income under para. 1 shall also include revenue from notary fees collected in accordance with Art. 1. 86, p. 3 of the Law on notaries and notary activities, the claims on the executive sheets issued for the benefit of the judicial authorities and collected by the National Revenue Agency under the Tax and Insurance Procedure Code, as well as the amounts of the sale of confiscated or forfeited in favour of the state property by an act of the judicial authority after deduction of the costs under art. 3, para. 12 of the National Revenue Agency Act. (7) Within one month of the promulgation of the decree on the implementation of the state budget of the Republic of Bulgaria for 2022, the Supreme Judicial Council shall present to the Council of Ministers, the Court of Auditors and the Ministry of Finance the established budgets of the judiciary bodies. The Commission shall support the text of the importer for art. 3, as in para. 5 words within one month of the adoption of the Law on the State Budget of the Republic of Bulgaria for 2022 are replaced by the Law on the State Budget of the Republic of Bulgaria until 31 March 2022...........................................................................................................................................................................................................................................
ParlaMint-BG_2022-02-23.u1254	Let's stop by art. 3, Mr. Karimansky. Thank you. I'm opening a discussion on art. Art. 2 and Art. 2 3. Is there anyone who wants to make a statement? Here you are, Mrs. Alexandrova.
ParlaMint-BG_2022-02-23.u1255	Thank you, Mr. Chairman. Dear Minister, dear colleagues! My statement is under art. 2 of the so reported draft budget and with regard to the proposal of the MP Mr Karimanski and a group of MPs. I will express my negative attitude to this proposal, which significantly reduces the budget of the judiciary. Although the proposal to amend the Bill is linked to a reduction of the planned current expenditure on the budget of the judiciary for 2022 in the part of the Prosecutor's Office of the Republic of Bulgaria, there will be a result of failure to carry out in full the activities of all units of the judiciary. In this regard, I would like to draw attention to the fact that art. 117, para. 3 of the Constitution of the Republic of Bulgaria explicitly proclaims an independent budget of the judiciary as a condition for its independence and functioning. This calls for sufficient resources to be provided for the normal functioning and normal activity during the budgetary year, and therefore their lack constitutes a failure to comply with a constitutional rule on independence of the judiciary budget and is, in fact, an infringement of its independence. The Constitutional Court of the Republic of Bulgaria has created a lasting and uncontroversial practice in solving a number of similar problems in previous years and has ruled that any law on an annual state budget allowing a financially unsecured budget for the judiciary creates a danger of blocking the activity and leads to inequality of the divided authorities and is contrary to the one established in art. 8 of the Basic Law principle. In view of the foregoing, we believe that the proposed amendment to the state budget is an expression of a dangerous trend of pressure on the judicial authorities through the methods and means of the executive and legislative authorities, which is unacceptable in a rule of law, a sharing and developing state like ours. Such a decision we believe will lead to blocking the work in the judiciary, inability to fulfil the duties of the judicial authorities, and will directly undermine the rights of the Bulgarian citizens. We believe that the provision of one type of activity financed by the state budget at the expense of another, which is what you are doing, is putting one institution against another institution, that is, this 20 million you are transferring them to the Bulgarian Academy of Sciences, which is wonderful, of course, but not in this sense, and in that order, in which you are doing it, is a failure to fulfil the obligations of the legislative authority. You're trying to do something, and it's really nothing. We find it unacceptable to bind the funds for the current costs of the prosecution with the need for its urgent reform and restructuring, dear Minister, in order to achieve greater efficiency. The same definition as sanctioning the prosecution with unacceptable motives, which is not only in violation of the basic constitutional principles, but also intolerable placing under the condition of the rule of law in Bulgaria and is a direct attempt to influence and subjugate the structures of the judiciary by the other state authorities and cannot be accepted in a democratic society part of the European legal area. I will conclude by quoting the opinion of the Advisory Council of Judges in Europe to the European standards of independence of the judiciary: The Advisory Council considers and is of the opinion that although the financing of the courts is part of the state budget submitted to Parliament by the Ministry of Finance, this funding should not depend on political turmoil. Although what level of funding the courts can afford each state is a political decision, it must always be taken care of in a system based on the separation of authorities, executive and legislative powers not being able to put pressure on the judiciary in determining its budget. This is the opinion of the Advisory Council of Judges in Europe. The decision on the allocation of funds to courts must be taken in the strictest respect for the independence of the judiciary. Thank you.
ParlaMint-BG_2022-02-23.u1256	Thank you, Mrs. Alexandrova. - What's the line? Mr. Kulenski, you have the floor.
ParlaMint-BG_2022-02-23.u1257	Dear Mr. Chairman, Dear Mr. Deputy Prime Minister, Dear Minister, Dear colleagues! Dear Mrs. Alexandrova, you started your speech, saying that the budget of the judiciary was reduced and in particular the budget of the Prosecutor's Office. That's not true. The budget of the Prosecutor's Office is not only reduced but is increased by 2.4% compared to 2021. This is what Chief Prosecutor Ivan Geshev himself said in his opinion to the parliamentary committee. The opposition also suggested that the reduction in the prosecution's budget by 20 million. lv. It'll lead to a breakdown in her work. Just so you know, Bulgaria is the country in the European Union, which sets aside the largest percentage of its gross domestic product for a judiciary budget of For information only, France allocates 0.2%, Belgium 0,3%, and Romania, which are our neighbours Finally, I will conclude by saying that in 2021, when GERB was in power, i.e. in 2020, and made the budget for 2021, the Supreme Judicial Council requested about 910 million budget of the judiciary, and GERB allocated 30 million less to 880 million. Does this mean that the prosecution could not do its job because GERB have allocated 30 million less for a budget of the judiciary? Does it mean that GERB has violated the constitutional principle of separation of authorities, as Mrs. Alexandrova says at the moment. Thank you. [[Applause from "We are continuing the Change."]]
ParlaMint-BG_2022-02-23.u1258	Thank you, Mr. Kullensky. Mrs. Angelkova, come in for a second line.
ParlaMint-BG_2022-02-23.u1259	Mr. Chairman, ladies and gentlemen of the House, Mr. Deputy Prime Minister, Mrs. Minister! Mrs. Alexandrova, in addition to what you rightly stated, because it is appropriate to respect the basic principle in art. The Constitution for the Independence of the Judicial System, in addition to the Constitutional Court judgment No 4 of 2015, on Constitutional Case No 3 of 2015, which states that the constitutional rule of autonomy of the judiciary budget will not be implemented either in cases where no means are provided for the functioning of the judicial authorities established in the Constitution and where, due to the failure of the funds envisaged, those bodies may not function fully in part of the budgetary year. A very dangerous precedent is set for placing an independent judicial system dependent on the executive. In the coalition agreement, in the application "Justice" you have recorded in the first place as a top priority: Achievement of independence, transparency and return of the confidence of citizens in the justice system. "I wonder how this will happen after it is placed in direct financial dependence on the decisions of the executive authority, rather on the proposal of the Council of Ministers, which will now be voted on. And you are actually putting, as Mrs. Alexandrova rightly pointed out, the Bulgarian Academy of Sciences and Prosecutor's Office in any kind of conflict that one of them takes 20 million. BGN to give them to others because you hadn't considered them in the proposals in the State Budget Act. In fact, Minister, in the answers to me when I asked for information on the additional remuneration paid for the second half of 2021, were paid in all ministries over 100 million. And 694 thousand. lv. and only 16 million of them in the NRA. I think there is enough money for the Bulgarian Academy of Sciences instead of denying...
ParlaMint-BG_2022-02-23.u1260	The weather, Mrs. Angelkova.
