ParlaMint-BG_2022-02-16.u1	Colleagues, please register. Colleagues online are: Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u272	Thank you, Mr. Dimitrov. I open the discussion on paragraphs 10 to 19 according to the importer's numbering. Anyone who wants to make a statement? I won't. I'm calling off the discussion and we're going to vote. Please note that the voting regime in paragraphs 10 to 19 by importer and paragraphs 11 to 21 are on the Commission's report. Colleagues online?
ParlaMint-BG_2022-02-16.u273	Yeah.
ParlaMint-BG_2022-02-16.u274	Rosen Turtle?
ParlaMint-BG_2022-02-16.u275	Yeah. Stefan Shilev? They voted 124 MPs in the Chamber and 2 online " 126 votes: for 119 MPs and 2 online " 121" against 5 MPs who abstained. The motion is accepted. Here you go, Mr. Dimitrov. The Commission supports the text of the importer for § 20, which becomes § 21. The Commission shall support the text of the importer for § 21 which shall become § 22. The Commission shall support the text of the importer for § 22 which shall become § 23. The Commission shall support the text of the importer for § 23, which shall become § 24. The Commission shall support the text of the importer for § 24, which shall become § 25. The Commission shall support the text of the importer for § 25, which shall become § 26. The Commission shall support the text of the importer for § 26, which shall become § 27. The Commission shall support the text of the importer for § 27, which shall become § 28.
ParlaMint-BG_2022-02-16.u276	Thank you, Mr. Dimitrov. I am opening a discussion on paragraphs 21 to 28 on the report submitted by the Commission. Is there anyone who wants to make a statement? I won't. I'm calling off the discussion. Let's move on to the vote. Colleagues online?
ParlaMint-BG_2022-02-16.u277	Yeah.
ParlaMint-BG_2022-02-16.u278	Rosen Turtle?
ParlaMint-BG_2022-02-16.u279	Yeah. Stefan Shilev? They voted 120 MPs in the Chamber and 2 online " 122 votes: for 120 MPs and 2 online " 122, against and abstention. The motion is accepted.
ParlaMint-BG_2022-02-16.u280	....... 28........................................... 28 Section III "Pre-proposal on the territory of the Republic of Bulgaria". Proposal by the MP Desislava Trifonova and a group of MPs. The motion has been withdrawn. The Commission shall support the text of the importer for § 28, which shall become § 29, as in art. 238b, para. 2 sentence first, the word "investors" shall be replaced by the potential professional investors and in art. 238d, para. 3 the words "the previous sentence' shall be replaced by "the second sentence'. The Commission shall support the text of the importer for § 29, which shall become § 30, as para. 7 is amended as follows: The Commission may, on a proposal from the Vice-President, issue a ban on a planned change within 15 working days of receipt of the notification under para. 6 if, on the basis of the data and documents presented, it cannot be established that the management of the alternative investment fund is being carried out and will be carried out in accordance with the requirements of that law or the activity of the alternative investment fund manager is being carried out and will be carried out in accordance with those requirements. The Commission shall support the text of the importer for § 30, which shall become § 31, by: 1. point 1 is amended as follows: "1." In para. 1 is created t. 8 and 9: It's 8 o'clock. the address and other information necessary to issue an invoice or to communicate the applicable regulatory fees to the competent authority of the host Member State; 9. information on the measures under art. 247a, para. OJ L 347, 20.12.2013, p. 2. point 3 is amended as follows: "3." A new para is being created. 7. The Commission may, on a proposal from the Vice-President, issue a ban on a planned change within 15 working days of receipt of the notification under para. 6 if, on the basis of the data and documents presented, it cannot be established that the management of the alternative investment fund is being carried out and will be carried out in accordance with the requirements of that law or the activity of the alternative investment fund manager is being carried out and will be carried out in accordance with those requirements. In that case, the Commission shall inform the relevant competent authority of the host Member State without delay. The Commission shall support the text of the importer for § 31, which shall become § 32, such as: 1. In the text before art. 247a the words "Section III of Chapter Twenty-Two" shall be replaced by "Chapter Twenty-Two," Section III. 2. In Article 247a: (a) in para. 1, t. 3 the words "the procedures and the measures referred to in "the procedure' are replaced by "the procedure'; (b) in para. 4 the words "Delegated Regulation" shall be replaced by Delegated Regulation (EU). 3. In Article 4 (1) (b), point (c) is replaced by the following: 247b, para. 6 the word "all' is deleted;
ParlaMint-BG_2022-02-16.u281	Thank you, Mr. Dimitrov. I am opening a discussion on paragraphs 28 to 31 according to the importer and on the report of the leading Commission are from 29 to 32. Anyone who wants to make a statement? I won't. We are going to vote on those paragraphs. Please, voting mode. Colleagues online?
ParlaMint-BG_2022-02-16.u282	Yeah.
ParlaMint-BG_2022-02-16.u283	Rosen Turtle?
ParlaMint-BG_2022-02-16.u284	Yeah. Stefan Shilev? They voted 126 MPs in the Chamber and 2 online "128 votes: for 119 MPs and 2 online " 121" against 6 MPs who abstained 1. The motion is accepted.
ParlaMint-BG_2022-02-16.u285	The Commission shall support the text of the importer for § 32, which shall become § 33, as in the text before art. 250a the words "Section IV" of Chapter Twenty-Two shall be replaced by "Chapter Twenty-Two," Section IV and in para. 7 the words "in' shall be replaced by "in'. The Commission shall support the text of the importer for § 33, which shall become § 34. The Commission shall support the text of the importer for § 34, which shall become § 35. The Commission shall support the text of the importer for § 35, which shall become § 36, in c. 1: 1. In the letter "b" the words "c." 229, para. 4 and 5 and 5 shall be replaced by the following: 229, para. 4 and para. 5th sentence, first sentence. 2. In the letter "in" the words "art." 93, para. The Commission shall adopt implementing acts laying down detailed rules for the implementation of Regulation (EU) No 182/2011 of the European Parliament and of the Council concerning mechanisms for 3. In the letter...................................................................................... 199, para. 9 s. 10s.s. are replaced by s.r. 199, para. 9 and 10 and the words............................................................................................... 247b, para. In the case of vehicles of categories M1, M2, N2, N2, N2, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, N3, Under § 36, a proposal has been made by the MP Desislava Trifonova and a group of MPs. The motion has been withdrawn. The Commission shall support the text of the importer for § 36, which shall become § 37, in c. 1 concerning § 1, c. 40 the words "supplied' are replaced by "supplied'.
