ParlaMint-BG_2022-02-10.u1	Honourable colleagues, please register. Colleagues online. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u613	Dear Mr. Chairman, honourable Members! We've got about another minute or two. You guys might be very annoyed that we're going out and asking you questions. What is worse, however, is that you have no answer to these questions. But I will give you the answer. This is not about any technicality, as you have said several times, change. This is about how to manage a banking institution. And this process started back at the office, went through Mr. Kiril Petkov's ministries, now you're trying to do it to concentrate everything in Mr. Lorer. And now you're going out and you're trying to convince me that this is some kind of technical amendment. If you had to really be at the heights of who you should be, the importers had to say why, for example, to convince us or not, we would not be convinced, because we know what the truth is, but to convince at least the Bulgarian citizens, or some part of you, to go out and tell us what the Development Bank, by going into the hands of the Lorere family, will work better. That's what if you'd gone out and gotten it, maybe some part of it would have believed. But we don't believe you, we know why you're doing it even here I'm not referring to my colleagues from.. We're continuing the Change..... because you are importers of foreign interests who are trying to control this banking institution, and nothing more. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-10.u614	Replica.. Yavor Bozhankov first, then Alexander Ivanov.
ParlaMint-BG_2022-02-10.u615	Mr. Nenkov, I think you've spoken for most of your speech about things you don't understand. But say something about matter that you understand about how KPC is used, for example. [[Applause from BSP for Bulgaria.]]
ParlaMint-BG_2022-02-10.u616	Colleagues, on the subject of the Bill! [[Reply from GERB-SDS: "Mickey Mouse! "]] What was Mickey Mouse's address, excuse me? What's that supposed to mean? [[Reply from GERB-SDS.]] No, I didn't see it, I admit it. I'll ask him later.
ParlaMint-BG_2022-02-10.u617	Mr. Nenkov, I disagree with you. You neglected to mention the lack of policies under the Investment Promotion Act. There's politics, yeah, but she's privatizing the B.B.I.
ParlaMint-BG_2022-02-10.u618	And a third line, please, Mr. Ivanov.
ParlaMint-BG_2022-02-10.u619	Since the amendment, colleagues, you say it's technical, I, Mr. Nenkov, didn't hear you ask if on the left side of the room for their ministry would still make such a correction. Thank you.
ParlaMint-BG_2022-02-10.u620	Mr. Ivanov, thank you. And let's hear Mr. Nenkov's ass.
ParlaMint-BG_2022-02-10.u621	Mr. Bojankov, I'm amazed, I'm speechless. Really! I don't know if it's even worth answering, getting down to this low level. You're too low. But get to the point. I'm going to repeat what I just said before, and whether you like it or not, it doesn't matter. The development bank is obviously a very valuable instrument, and some people just want to privatize it. Whether you like it or not, time will prove it. It began during the time of Kiril Petkov, when he was Minister of Economy, currently continues in the Lorere family to concentrate this power. And you never once came out today and said anything meaningful because Mr. President has been looking all day for something meaningful and some kind of debate on the substance. In essence, it would have been very nice if someone had come out and explained why all this power was concentrated in the hands of a family. And then you would have convinced the public of your right. But you can't fool us! [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-10.u622	Any other speeches? I'm calling off the discussion. Colleagues, please take your seats! Let's move on to the vote. First vote on the Bill amending the Investment Promotion Act. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u623	Yeah.
ParlaMint-BG_2022-02-10.u624	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u625	Yeah.
ParlaMint-BG_2022-02-10.u626	Georgi Stamov?
ParlaMint-BG_2022-02-10.u627	Yeah.
ParlaMint-BG_2022-02-10.u628	Dimitar Gochev?
ParlaMint-BG_2022-02-10.u629	Yeah.
ParlaMint-BG_2022-02-10.u630	Peter Chobanov? Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u631	Yeah.
ParlaMint-BG_2022-02-10.u632	Stefan Shilev? They voted 147 MPs in the Chamber and 5 online " 152" total: 113 in the Chamber and 5 online " 118 in total, against 33, abstention 1. The motion is accepted.
ParlaMint-BG_2022-02-10.u633	It's a re-vote.
ParlaMint-BG_2022-02-10.u634	Please, voting mode. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u635	Yeah.
ParlaMint-BG_2022-02-10.u636	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u637	Yeah.
ParlaMint-BG_2022-02-10.u638	Georgi Stamov?
ParlaMint-BG_2022-02-10.u639	Yeah.
ParlaMint-BG_2022-02-10.u640	Dimitar Gochev?
ParlaMint-BG_2022-02-10.u641	Yeah.
ParlaMint-BG_2022-02-10.u642	Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u643	Yeah.
ParlaMint-BG_2022-02-10.u644	Stefan Shilev? I'm calling off this vote. To announce it, I have to end it first. They voted 112 MPs in the Chamber and 5 online " 117" total: the votes for 112 in the Chamber and 5 online " 117," no objection, no abstentions, neither. It's not in the rewording. [[Heckling]] There's no quorum, yes. The first vote was successful, the second vote was unsuccessful. That's right. Rest till 15 o'clock. [[After the break.]]
ParlaMint-BG_2022-02-10.u645	I'm resuming the hearing. Because we had one vote that had a quorum, and one that didn't have one.... [[Noise, shout and lines by GERB-SDS.]] We'll make a new one, but before that on the grounds of art. 46, para. 3 of the Rules of Organization and Activity of the National Assembly check the quorum through the computerised system. Colleagues online. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u646	Here.
ParlaMint-BG_2022-02-10.u647	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u648	Here.
ParlaMint-BG_2022-02-10.u649	Georgi Stamov?
ParlaMint-BG_2022-02-10.u650	Here.
ParlaMint-BG_2022-02-10.u651	Dimitar Gochev?
ParlaMint-BG_2022-02-10.u652	Here.
ParlaMint-BG_2022-02-10.u653	Peter Chobanov? Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u654	Here.
ParlaMint-BG_2022-02-10.u655	Stefan Shilev? Thank you. Abort registration. Registered 121 MPs in Hall and 5 online There's a quorum. Here you are, Mrs. Atanasova. Mrs. Atanasova, I apologize, you don't have time because we're still at the point. [[Applause from.. Continue Change..]] for the Investment Promotion Bill and you do not have time to speak.
ParlaMint-BG_2022-02-10.u656	Mr. Chairman! [[Noise and lines from.. We continue the change.]]
ParlaMint-BG_2022-02-10.u657	Just a second, Mrs. Atanasova. Please, I give the floor to Dessislava Atanasova. I see there's a great deal of interest in your group despite the matter of the end of time. I give the floor to Mrs. Atanasova so we can hear the arguments.
ParlaMint-BG_2022-02-10.u658	Firstly, Mr President, the point that we have discussed is indeed over, you have closed the debate and voted twice on this bill. The first time there was a quorum, the second time there was no quorum and the bill was not adopted. Then you rested, Mr. Chairman. In this sense, I have plenty of time in the procedure, because, once again, the debate on this point has been closed. A vote was taken twice and the bill was not adopted. My procedure is on another occasion. Obviously, Mr President, and the entire ruling majority believe that this bill will now be passed for the third time, judging by your intention to verify the quorum. I assure you that this is neither good parliamentary practice nor practice under the Rules of the National Assembly, nor is it constitutional practice. There is a ruling of the Constitutional Court, Mr. Chairman, in that sense. Mr. Chairman, I would like you to give up your idea for the third time forcefully to vote on this point and so that a structural change becomes a fact of fact - the Investment Agency and the Bulgarian Development Bank to move under the management of the Ministry of Investment of Mr. Lorer. You can, Mr President, and you manage a majority, elegantly through transitional and final provisions of another law, even of the Budget Act, as the Council of Ministers tabled 89 paragraphs, you can do this. The proposals are yet to be submitted between first and second readings. Colleagues, I really expect you, too, Mr. Chairman, to be a lawyer yourself, and I expect my fellow lawyers to be reasonable. Don't do this! I'm telling you this very well. Otherwise, any subject of constructiveism between government and opposition will end. Thank you. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-10.u659	Mr. Anastasov.
ParlaMint-BG_2022-02-10.u660	Mr. Chairman, the day has begun well, but it seems you will justify the agreement that he is known in the morning. Look, there's a Constitution, there's a Constitutional Court ruling. Our Rules on the Organization and Work of the National Assembly are ranked by law. Your words, Mr. Chairman, 20 minutes ago were that the bill was not adopted after the second vote. I hope you remember that, if you don't, it's in the transcript, thank God we're live, so it's easy to check. Dear colleagues, you have started this National Assembly with a commitment to restore the authority of the National Assembly, not to do favors for the Lorere family. So I ask you very much to return to reason and not break the law on the day we mark the National Assembly's Constitutional Session. Have some sense, if not, do what you want, but know that you are doing it with the clear awareness that you are violating the law and Constitution of the Republic of Bulgaria, in which we have all sworn in this Chamber. Thank you. [[Applause from DPS.]]
ParlaMint-BG_2022-02-10.u661	Thank you, Mr. Anastasov. Let's hear from Peter Petrov, then Atanas Slavov.
ParlaMint-BG_2022-02-10.u662	Dear Mr. Chairman, I'm doing a procedure. Let me disagree with you and your opinion that there has been a successful and unsuccessful vote. In fact, in the Rules of Organization and Procedure of the National Assembly, I did not see any division of votes as successful or unsuccessful. I also did not see, in spite of my modest experience in the work of the Commission for the adoption of the Rules, the possibility of a third vote being created in it, fourth, fifth, seventh and tenth, while the ruling majority managed to collect the quorum whether in chat groups, whether by fighting after the break. However, I remember, Mr President, that precisely because two valid regular votes were held, precisely the second vote was valid and regular, precisely because you took it into account, Mr President, on which it turned out that there was no quorum, you gave a break because of this because you read the second vote. So, my procedure is to accept all the truth that the Bill was not adopted at second reading and just move on to the next point if each of us as MPs is still learning lessons. And the other part of my procedure is really to do it, because we don't have to fight for another half-an-hour, all the MPs, is the sun coming up from the east, or from the west, and what it says in the Rules, and what we're trying to change today in it, which I think is wrong. Thank you, Mr. Chairman. [[(Applause from GERB-SDS and reenactment, lines from]]
ParlaMint-BG_2022-02-10.u663	Thank you. Atanas Slavov, come in.
ParlaMint-BG_2022-02-10.u664	Dear Mr. Chairman, honourable Members! Since lawyers were called a moment ago, the legal mind, the legal argumentation to be heard, so far we have heard a legal argument, as is clear, however, there is another legal argument, so convincingly put forward by the President. [[Noise, lines, laughter from GERB-SDS.]] Colleagues, please don't narrow the constitutional procedures down to absurdity. Please! [[Noise and lines from GERB-SDS.]] That is exactly what you are doing to use parliamentary practice. It is your right not to take part in the vote. But when there is no quorum, there is no valid act. [[(Comments and shouts from GERB-SDS: It is not true!]] And since there is no valid act, no actual second vote has been taken. Okay, tell me, what is the will of parliament when there is no quorum? [[Noise and lines from GERB-SDS.]] That's not true, guys. That's not true! The logic of this process, what the President said, is right to check the quorum, to hold a new vote in the event of a quorum, and the result of that vote will be the final result of the vote on this point. [[Applause from "We are continuing the Change."]] That's legal logic. [[(Noise and lines by GERB-SDS:]] Everything else is an abuse of parliamentary procedure.
ParlaMint-BG_2022-02-10.u665	Tosko Yordanov, Hristo Gazhev after that.
ParlaMint-BG_2022-02-10.u666	It's the way it's supposed to be. Mr. President, and as a procedure, if you can remind GERB that it is good in such a situation to keep quiet because 2019 when the budget was adopted [[Comments from GERB-SDS: "Budgets! "]] You have voted three times in violation of your rules of procedure to make the grant as much as you can. And at the moment, the vote was not valid. That's the way it is.
ParlaMint-BG_2022-02-10.u667	Hristo Gadget, let's hear it.
ParlaMint-BG_2022-02-10.u668	Mr. Chairman, ladies and gentlemen of the House! Firstly, I am pleased that someone recalled the third vote of the State Budget Act, and it is nice to remind him that there is an explicit decision of the Constitutional Court on this particular case, which explicitly states that a third vote is allowed only on § 1 of the State Budget Act. It is good to read the context of constitutional decisions! Unfortunately, I was looking at the previous speaker, who was trying to convince even himself, because some of the problems we have at the moment are due to his proposals in the Rules. But back to the Rules and I will only quote the Rules. We have spoken here a quorum, there is or there is no quorum. Let's see where the word "quorum" is used in the Rules of Procedure. Art. 10: For the Secretaries of the National Assembly, who shall assist in carrying out the verification of the Art. 32, para. 2: The Standing Committees shall open their meetings in the event of a............................................................................................. Art. 46, para. 2: supplier verification is carried out through the computerised system. 3, that you can do a check in connection with the upcoming vote.. What you did a little while ago. And let me tell you, the last mention of the word "quorum" is in art. 13, where, due to the absence of a quorum, the meeting of the National Assembly cannot be opened, the Members of the National Assembly shall be fined who were not present. This is the quorum in the Rules of Procedure. Unfortunately, but unfortunately for you, there is an art. 64 where it says that the proposal is deemed accepted if more than half of the present Members of the National Assembly have voted for it, unless the Constitution provides otherwise. That is, the fact that there was no 121 is not a problem of the quorum. It's a problem that means it hasn't been accepted. There is no such text that there is no quorum anymore, and that is why the table, dear Mr. President, is no longer writing a quorum because there is no such thing. And this, by the way, is the rules of Miteva and the rules of Slavov and he knows it very well. [[Noise, lines and shouts: "Bravo!" by GERB-SDS.]] And I regret to say this, but if you allow a third vote, you leave no other option to the opposition than to refer to the Constitutional Court in order to end these vicious practices.
ParlaMint-BG_2022-02-10.u669	Thank you, Mr. Gadget. Mr. Popov.
ParlaMint-BG_2022-02-10.u670	Thank you. Mr. President, honourable Members, here just now and my colleague quotes our Rules of Procedure, which says:...unless the Constitution dictates otherwise. The Constitution in its article. 81 is clear and clear in the following direction: The National Assembly opens its meetings and adopts its acts when more than half of the MPs are present. [[Noise and lines.]]
ParlaMint-BG_2022-02-10.u671	Colleagues, out of place, please.
ParlaMint-BG_2022-02-10.u672	...because there were no more than half the MPs present. So it's not a third vote, there's no act adopted. There has been a recess requested by the President of the National Assembly, and we are now voting again on this act, namely the Law, because there is no adopted act. Thank you. [[Applause.]]
ParlaMint-BG_2022-02-10.u673	Thank you, Mr. Popov. Mrs. Alexandrova, come in. And Mr. Ivanov after that.
ParlaMint-BG_2022-02-10.u674	Thank you. Mr President, honourable Members, my procedure is entirely to the President in the manner of conduct. First of all, I would like to say that you violated the Rules of Procedure after the break and applied the hypothesis of art. 46, which in para. 3 says: The vote may be taken on its own initiative or only once in one session at the request of a parliamentary group of review of the quorum. Dear Mr. Chairman, you are replacing him now, you have made a second vote, which has not been accepted. This is in violation of the hypothesis of art. 46. You didn't even have the right to apply a quorum check. Do you understand what this is about? Next, when Mr. Popov says, I want to quote Article. 65: The result of the re-voting is final. [[Noise, lines, applause]] And let's art. 81 of the Constitution, let's read it to the end. Let's all read it to the end. The National Assembly shall open its meetings and shall adopt its acts when more than half of the Members of the National Assembly are present. More than half of the MPs, honourable Members, in para. 2 says: "The National Assembly shall adopt the laws and other acts by a majority of more than half of the present Members of the National Assembly, unless the Constitution requires another majority. " [[Applause from GERB-SDS.]] Please apply the Constitution and the Rules as follows.
ParlaMint-BG_2022-02-10.u675	Mr. Ivanov, if you please, the DSS will join us. Here you go, Mr. Ademov, then I'll give you the floor.
ParlaMint-BG_2022-02-10.u676	Mr. Chairman, ladies and gentlemen of the House! This discussion needs to calm down in some way so that we can find the most legitimate way out of this delicate situation. Dear colleagues, with what you have done, you have placed the President of the National Assembly in an extremely delicate situation and the lawyers in the National Assembly. And instead of pouring ashes on your head and confessing... What Philip Popov just said is not true at all. It is not true because the quorum is checked before the vote itself and is not found after the vote. [[Applause from DPS.]] This one first. Secondly, secondly, honourable Members, the legitimate, legitimate outcome of this situation is to continue with the next item on the agenda and after three months with substantial changes in the submitted bill, to continue the work of the National Assembly further. [[Applause from DPS, GERB-SDS and ARCHIVE]] [[Applause]]
ParlaMint-BG_2022-02-10.u677	Here you go, Mr. Ivanov.
ParlaMint-BG_2022-02-10.u678	Mr. Chairman, my procedure is the way it is. I am pleased that you are giving us the right to speak, because we have seen a practice before, which we hope will not be repeated to take away the floor of MPs.
ParlaMint-BG_2022-02-10.u679	As long as there's no reason.
ParlaMint-BG_2022-02-10.u680	But get to the point. Mr. President, we sincerely ask you and, as opposition, we would like to help you with this: to follow the rules. There were two votes held, in the second one the bill was not adopted, so this bill is out. [[Relations from the National Representative Philip Popov.]] Mr. Popov, if you're going to make judicial and constitutional reform, God help us if you read the Constitution like this. [[Applause from GERB-SDS]] You and your colleagues on the right had the right to speak. Leave the procedure to me. [[Relations from the National Representative Philip Popov.]]
ParlaMint-BG_2022-02-10.u681	Mr. Popov, please! Mr. Popov, colleagues! [[Relations from the National Representative Philip Popov.]]
ParlaMint-BG_2022-02-10.u682	Thank you.
ParlaMint-BG_2022-02-10.u683	Mr. Popov.
ParlaMint-BG_2022-02-10.u684	Please bring order to the court. All right, all right, all right, all right, all right, all right, all right, all We have offered you, colleagues, the elegant way in which your only victim is your chairman two in a row, one out of the room, I guess they have changed, now is the other. The only way out of the situation is to continue on the agenda agenda with the next item and you find a legislative initiative how to propose, if you want, the same bill to enter by force, if you so insist on empowering there... Anyway, the subject isn't important. But colleagues, do not seek the reason in the opposition for the failed quorum, but look at the vote which part of the ruling majority did not support you and you did not have a quorum. You can't blame the opposition for that. Look for your problem in your yard. Thank you. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-10.u685	Thank you, Mr. Ivanov. Here you go, Mr. Bikov.
ParlaMint-BG_2022-02-10.u686	Dear Mr. Chairman, honourable Members! Mr. Chairman, it becomes a little uncomfortable the second night in a row, at the same time to debate whether a decision of the National Assembly is legal or not. Yesterday was the case of the KEWRC when an illegal decision was made. Today you want to make a third vote. That's not good. I told you yesterday. You don't have brakes, you don't have reverse gear. I will repeat to you today is not good for you what you are doing. There may be some relevance, but the procedure isn't pointless. And now you can carry from nine wells of water that the third vote or the second one is not a vote, and the third one is a second one, this does not cancel the fact that there was no quorum here and each of you who voted for this bill has voted twice. What do you call the second time you pressed the button? What do you call it? It's an act that doesn't exist. [[DPS lines.]] No, the act is that you pressed the button twice, now you want to press it the third time. That is why I am completely well-meaning to tell you and I suggest procedurally: I suggest that you give a break, call a chairman's council outside the cameras, because here the excitement is probably higher, that you can normally and wisely understand that you are violating and decisions of the Constitutional Court, that you will violate, that you will rather break the law. We're trying to protect you from wrongdoing. This parliament is two months old, starting every day not to run procedures, but to broadcast illegal solutions. It's not good for Parliament and it's not good for you. So I suggest a break, let's get together at the Chairman's Council, come up with a normal solution, with a normal way out of this situation.
ParlaMint-BG_2022-02-10.u687	Thank you, Mr. Bikov. Are there any other candidates for a procedure? Mr. Taslakov and then Mr. Svilensky. [[Heckling]] Is there a request from a parliamentary group? [[Heckling]] Mr. Taslakov, excuse me, 15 minutes rest at the request of the GERB-SDS parliamentary group. [[Heckling]] [[After the break.]]
ParlaMint-BG_2022-02-10.u688	Colleagues, please take your seats. Checking the quorum. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u689	Here.
ParlaMint-BG_2022-02-10.u690	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u691	Here.
ParlaMint-BG_2022-02-10.u692	Georgi Stamov?
ParlaMint-BG_2022-02-10.u693	Here.
ParlaMint-BG_2022-02-10.u694	Dimitar Gochev?
ParlaMint-BG_2022-02-10.u695	Here.
ParlaMint-BG_2022-02-10.u696	Peter Chobanov? Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u697	Here.
ParlaMint-BG_2022-02-10.u698	Stefan Shilev? Registered 132 MPs in the hall and 5 online Are there any more procedures? Stoyan Taslakov, come in.
ParlaMint-BG_2022-02-10.u699	Mr. Chairman, thank you. I want to remind you that when we came here, we swore to uphold the Constitution and the laws of the country. Two votes have passed, there is no record in the Rules of Procedure. If you show me where there is a third vote in the Rules, my respects! Let him be alive and well, Mr. Lorre, in three months' time, things will happen to him, there's no need to rush. It'll get worse if this decision goes to the Constitutional Court. If GERB have ever done such wicked things, you are not GERB, you are the Change. Do not be GERB because after a month the colleague will not move the SUV here, but outside in the sandbox. [[Laughter, lines and applause from AGE and GERB-SDS.]]
ParlaMint-BG_2022-02-10.u700	My procedure is to move on to the next item on the agenda because the National Assembly has decided that the ruling majority will work until the adoption of the points set out in the Programme for Thursday. In this sense, I really deeply believe that there is no point in more procedures in the manner of conduct, procedures towards you regarding the already voted bill twice. Dear colleagues, and to you, Mr President, several decisions of the Constitutional Court regarding what is a quorum, what is a vote, how many times the National Assembly can vote and re-vote various bills. I also have a legal opinion of associate Atanas Slavov from Sofia University. [[Noise, laughter and applause by GERB-SDS.]] In its exposé it gives a really different understanding of what a quorum is, how many times an act is voted. Mr. Slavov, if you wish, I will present it to you a little later. These are also opinions of the Union of Lawyers, of the President of the Republic of Bulgaria on other contested votes before the Constitutional Court with similar unlawful procedures. My fellow Members, once again I say, I understand that this is a very important and urgent bill for this structural change, but I think you need to be sensible because, as we have said, if you do not, we will challenge in the Constitutional Court the third vote on this bill at first reading. And I'll just give you one example. [[The President signals that time has expired.]] I am finishing, Mr. Chairman, but I think this is extremely important and will be of use to the House. Colleagues, imagine that this is the third time that the draft voted again did not bring together the necessary parliamentary majority for adoption of 121 votes, Mr President, I expect you to rest again, check the quorum again after the break, vote for the third or fourth time and so for half an hour check on the quorum and rest. How many times will you vote on the same bill, which has already been rejected twice by the plenary?
ParlaMint-BG_2022-02-10.u701	The weather, Mrs. Atanasova.
ParlaMint-BG_2022-02-10.u702	Yes, the question was correctly asked: with the act of your vote, what were you involved in? Did you check your data you provided or anything else? [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-10.u703	Mrs. Atanasova, three and a half minutes. Thank you. Here you go, Mr. Slavov.
ParlaMint-BG_2022-02-10.u704	Mr. Chairman, Mrs. Atanasova made the suggestion from the stand that I, in my legal opinion to the Constitutional Court, supported the thesis which she defended. But that's not true. Don't make such an impression from the stands. The only constitutional solution of the case is to accept that we have a valid vote. The first is valid, and to support the bill. [[(Applause from BSP for Bulgaria (BGSP for Bulgaria))]] The second one is invalid. If we decide to reschedule, let's do it after checking the quorum, which we did. Everything else is parliamentary tricks that the opposition is trying to present to us right now. [[Noise and lines from DPS.]] Colleagues, this is the situation. And I just pay attention to you that, apart from the practice of the Constitutional Court, there is parliamentary practice. If you remember the forty-sixth parliament, when we voted for the NSO Law, we were in a similar situation, and what the President did after that contested vote and the Conference of Presidents, simply announced from the stand that there was a bill adopted and the case was exhausted. It's also a possible solution. [[Noise and lines.]]
ParlaMint-BG_2022-02-10.u705	Colleagues, we will move on to the next item on the agenda, but before that we are voting on the bill. [[Applause from "We are continuing the Change", banging on the banks by GERB-SDS.]] Voting mode. Colleagues online: Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u706	Yeah.
ParlaMint-BG_2022-02-10.u707	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u708	Yeah.
ParlaMint-BG_2022-02-10.u709	Georgi Stamov?
ParlaMint-BG_2022-02-10.u710	Yeah.
ParlaMint-BG_2022-02-10.u711	Dimitar Gochev?
ParlaMint-BG_2022-02-10.u712	Yeah.
ParlaMint-BG_2022-02-10.u713	Peter Chobanov? Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u714	Yeah.
ParlaMint-BG_2022-02-10.u715	Stefan Shilev? I'm calling off the vote. They voted 122 MPs in the House and 5 online " 127" total: 122 in the House and 5 online " 127" total, no objection and no abstentions. The motion is accepted. [[Noise and lines.]] This is the vote we have taken, and Mr. Svilensky's objection is justified. [[Noise and lines.]] Mr. Kulenski, please come in for a procedure.
ParlaMint-BG_2022-02-10.u716	Thank you, Mr. Chairman. My fellow Members, I am proposing that the time limit for written proposals between first and second readings be 5 days.
ParlaMint-BG_2022-02-10.u717	Is there a reverse opinion on this proposal? Here you go, Mr. Gadget.
ParlaMint-BG_2022-02-10.u718	Dear Mr. President, I am doing the reverse procedure to be normal because already the problems that came in the vote came from the left side of the Chamber. There'll probably be a lot of suggestions between readings, and they'll need time to process them. So let the deadline be normal. By the way, Mr. President, if you could explain to me another parliamentary focus because Mr. Slavov mentioned parliamentary focuss: how did 132 registered in the Chamber, if three parliamentary groups do not register, have 132 registered, 122 voted in the Chamber? [[Heckling]]
ParlaMint-BG_2022-02-10.u719	Thank you. We are voting on Peter Kullenski's proposal. Alexandra Milcheva?
ParlaMint-BG_2022-02-10.u720	Yeah.
ParlaMint-BG_2022-02-10.u721	Alexander Rakshiev?
ParlaMint-BG_2022-02-10.u722	Yeah.
ParlaMint-BG_2022-02-10.u723	Georgi Stamov?
ParlaMint-BG_2022-02-10.u724	Yeah.
ParlaMint-BG_2022-02-10.u725	Dimitar Gochev?
ParlaMint-BG_2022-02-10.u726	Yeah.
ParlaMint-BG_2022-02-10.u727	Peter Chobanov? Svetlin Stoyanov?
ParlaMint-BG_2022-02-10.u728	Yeah.
ParlaMint-BG_2022-02-10.u729	Stefan Shilev? They voted in the House 122 MPs and online 5, 127 total: 122 and 5 total 127, no opposition and no abstentions. The motion is accepted. Here you go, Dr. Ademov.
ParlaMint-BG_2022-02-10.u730	Mr. Chairman, ladies and gentlemen of the House! There's a folk saying, "If you do something for yourself, a whole village can't do it to you." What you did right now reminds me to comment on the Winter Olympics right now. When the world is the Olympiad, when the spirit of understanding, of tolerance moves around the world, you have allowed yourself to take a ruling coalition into the sleigh and descend with the bobsleigh, with the sleigh down the chute. However, if in the Olympics the chute leads to the final, you have your sled going down the chute to the timeless, in which you have placed the entire ruling coalition and the Bulgarian parliament. From now on, within the framework of the forty-seventh National Assembly, we cannot talk either about democracy or about parliamentaryism. Only and only can we talk about the dictatorship of the ruling coalition. [[Applause from DPS and GERB-SDS.]]
ParlaMint-BG_2022-02-10.u731	Thank you, Mr. Ademov. Mr. Anastasov, for procedure.
ParlaMint-BG_2022-02-10.u732	Mr. Chairman, I'm making a sharp observation about the procedures you've admitted. In practice, something happened between the Rules and the free interpretations of Mr. Slavov, because the Rules clearly state, Mr. President, does not make you part that you did not provide us with the shorthand, and we had to go through Google to search for the website of Dnevnik. We found the end where there's all the video transmission. You have announced that the vote is over, not that it has been cancelled. After the vote was closed, when a result was given under our Rules, then you began to check the quorum. By voting, you cannot establish a quorum. The Quorum is written very clearly in the Rules. Otherwise, colleagues, what you have done today puts an end to all your requests for legality, integrity and order. You go back to the model, the majority can do whatever it wants, and whatever the strongest of the day says, that's the law. This has already become clear to all Bulgarian citizens, it has become Europe, and today it has become even to some further strategic partners of Bulgaria. I sincerely regret that on the day of the Constitutional Assembly we also trampled the memory of Antim I. Hopefully someday when we all gather up in heaven with him, he will forgive us. Thank you. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-10.u733	Thank you, Mr. Anastasov. Here you go.
ParlaMint-BG_2022-02-10.u734	Thank you, Mr. Chairman. Dear colleagues! Mr. Chairman, on the first day of the 40th National Assembly, although we remained in opposition, we had great hope. This great hope was that 30 years after the transition in Bulgaria young people are a large part of this parliament, do not bear the burdens of the past and opposition among themselves. We were therefore very hopeful that, nevertheless, the debate on this tribune would take place on the basis of the power of arguments and of the rules. Therefore, Mr President, I am ashamed that you are my age and thus do the same actions that GERB did, only with one addition. If during the time of GERB we spent 12 years using the state for development, you today, when 143 years ago the parliament was established, brought us 143 years back. I'm ashamed of such young people in this parliament. [[Shouting and applause by DPS.]]
ParlaMint-BG_2022-02-10.u735	Thank you, Mr. Mehmet. Are there any other procedures? Here you go, Mr. Dilov.
ParlaMint-BG_2022-02-10.u736	Thank you, Honourable Mr. Chairman. I'm not gonna be that pathetic. Don't worry. I have a procedural proposal to buy the MPs a very interesting book. She's clearing up what's happening right now. It's important to say this about the people watching us outside this room. The book is by the French philosopher Michel Foucault, says: "Suspect and punishment. The birth of the prison. There political relations are described by a theory of erotica and anatomy of the political body. It is expressed in the following. Each powerful political body, a king, parliament, a secret majority, must and must constantly demonstrate its excess of power even in petty and meaningless gestures, what has happened at the moment, and every unpopular political body is constantly demonstrating its weakness of power and Michel Foucault discovers a particular eroticity in these relationships. It's a very curious book. It will be very useful to the people's representation. In this sense, honourable Members, you have just not even carried out a political act, although we should light this book, it no longer has any value. [[Applause from GERB-SDS.]] You committed an erotic act, believing you were raping the opposition. But no, you're raping the meaning of democracy and the rules. I mean, you, with an apology for using that word, right, come on, I'm gonna use the agricultural word, you didn't go up on the opposition, you went up on democracy. And for people who may not understand why this bill is pathos, I will tell you what the nature of the bill is. With this bill, Mr. Lorer goes up on Mrs. Ninova, just takes her money from her ministry. [[Applause from GERB-SDS.]] That's what this is all about...
ParlaMint-BG_2022-02-10.u737	Mr. Dilov!
ParlaMint-BG_2022-02-10.u738	...to get the money from Mrs. Ninova and give it to Mr. Lorere. That's your problem, but why did you break the Constitution?
ParlaMint-BG_2022-02-10.u739	It's not procedural, it's not correct.
ParlaMint-BG_2022-02-10.u740	Thank you, Mr. Chairman. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-10.u741	Thank you. Can I make a procedural suggestion? [[DPS lines.]] No, it won't be long. My procedural proposal is the point that is the eighth in the programme: the second vote on the Draft Law on Amendment and Supplement to the Law on Electronic Governance, to be removed from the Programme for the Work of the National Assembly for this week. [[Heckling]] Maybe back, of course.
