ParlaMint-NL_2017-05-16-eerstekamer-7.u1	I would like to welcome the Secretary of State for Economic Affairs to the First Chamber.
ParlaMint-NL_2017-05-16-eerstekamer-7.u160	Last time, Mrs. Fox. Shortly, please.
ParlaMint-NL_2017-05-16-eerstekamer-7.u161	Do you not see the danger that expensive phosphate rights will only be accessible to farmers with a lot of capital and large farms and that this system will not work out well for more extensive farms, organic farms?
ParlaMint-NL_2017-05-16-eerstekamer-7.u162	I will come back to that in the last part of my contribution, so please wait for that. We are in favour of taking into account different types of business and what they have or have not added to the emergence of the problem and also the stage in the development of the business. Several colleagues have already said that today. We are aware that this is a complicated job. The experts in the hearing warned us about this. There are three categories, namely the soil-based and/or organic holdings, the small rare breeds, such as the sheetfielders and, for example, the meat cattle, and the plagues, the common companies that invested in their business development aimed at the growth of the cattle population and said that they could not know that there would be a generic discount, for example because the law on ground-boundity was only finally approved by the States General shortly before the announcement of 2 July 2015. The PvdA stands for a fair application of the discount. For us, this means that land-based companies should be excluded from the generic discount. These farms do not contribute to the surplus manure. If all farms applied this principle, there would be no overpressure on the current manure market and regulatory pressure and enforcement pressure would be accordingly limited. We are pleased to note that, in any case, the scheme is designed in such a way that land-based companies can be excluded from the generic reduction of phosphate rights necessary to bring the amount of allowances to be granted in line with the phosphate ceiling. Given this fact, we have some questions. The issue of discussion is, in particular, the category of organic farms which are not land-based but which sell their surplus to another organic farm. This closed cycle situation could, in our opinion, also be covered by the exemption. Why doesn't the Secretary of State choose this? In answering questions we have asked, it appears that the government also has a legal reason for the choice it makes in this respect. The mandatory designation of sensitive areas in the Nitrates Directive seems to be an obstacle to individual assessment of the business situation, even if they comply with the letter of the European regulation. Can the Secretary of State explain what kind of obstacle we are encountering here? Why can this not be brought into line with what seems to be at least the letter and spirit of the European regulation? In the meantime, there are also legal procedures which call into question the legality of the rebates, with, as we have noted, a preliminary positive result for the entrepreneurs who have brought the proceedings. The government's response to this was read this weekend in the letter of 12 May. In our opinion, the government's letter gives a clear response to the legal situation following the ruling of the Hague judge. We consider the clarification of the criteria and the working methods of the committee to be transparent. However, the House of Representatives will hold another debate on it. That is what my group in this Chamber awaits. We would ask the Secretary of State whether this has given definitive clarity to the position of the companies with rare pet breeds, such as sheetfielders and blister heads. Given the cultural and historical importance and marginal contribution to phosphate production, we believe that this category should be absolutely protected from the generic discount. Does the Secretary of State agree with my group? This debate concerns two legislative proposals which both aim to ensure that dairy farming in its development complies with existing environmental frameworks. The Law on land-based growth dairy farming concerns the procedural transposition of the AMvB previously discussed by the Court. The members of the PvdA Group note the need for a long-term future perspective for the dairy sector, taking into account the various future requirements for CO, welfare, landscape, biodiversity and social embedding. The PvdA Group is not in favour of a choice to waive the derogation. We still see landscape, welfare and environmental benefits in maintaining our grasslands in the outskirts and the cows associated with them. The pressure on the derogation is, in our view, a reason for making a more detailed analysis than has been the case at present. For example, the PBL study mentions only financial effects. We would like to have a study on more advantages and disadvantages linked to the derogation. Such an analysis could therefore address landscape, soil, air and well-being aspects and provide additional arguments. Is the Secretary of State prepared to have such a study carried out? We are curious to hear the answers of the Secretary of State.
ParlaMint-NL_2017-05-16-eerstekamer-7.u163	Mr. Chairman. As with the treatment of the Nature Protection Act and the treatment of windmills at sea, I do not confine myself to gathering information only to what comes to us through the Cabinet. In dealing with the Nature Protection Act, for example, I questioned the totally arbitrary principles of the PBL, where biodiversity was concerned. For example, it ignored all water biodiversity. As far as ammonia is concerned, all the expensive measures that farmers have had to take with regard to the injection of manure appear to have had no demonstrable effect, other than that farmers report that life in the soil is disappearing as a result of acidification: mega-investment, no effect. Figures from the CBS on nutrient surplus show that this is no longer the case for phosphorus. There is an equilibrium fertilization. The Water Framework Directive places farmers at a disadvantage in relation to nature conservation organisations. In two polders in Utrecht, the permitted nitrogen emissions for farmers are a factor four below the standard, but for Natural Monuments a factor four above the standard. Now let's talk about the valuable product manure. Now let's also talk about the valuable product phosphate, like CO a building block of life. However, in the meantime, these two substances seem to be poisonous due to infinite left-wing wailing. As I have just said in a small debate with Mr Verheijen, I found that water quality in the Randstad is worse than where the manure is produced. The causes are torment, geese and sewers and are therefore not among the farmers, who are also the direct object of this bill today. Where do I see that in policy, I ask the Secretary of State. Has this been announced in Brussels, for example? It seems that ideology is presented as ecology, where the government sees the farmer as the only variable where ecological policy needs to be formulated, while we have the best and most innovative farmers in the world. In addition to picking on cars, farmer bullying seems to be another important time use here. A left-wing hobby, if you like. More generally, everyone who makes an economic contribution is slowly suspect. So it is good that a motion has been adopted in the House of Representatives to see whether political-ideological reasons have not been given the upper hand by various organizations that are considered to be independent and scientific. This phosphate right too, however you turn or turn, is the result of Brussels interference and a consequence of the waste of our sovereignty. This Secretary of State goes with the hat in his hand to the Commissioner to maintain the derogation. The Commissioner has taken no account of his CV of any affinity with the agricultural sector, but he can therefore determine from his ivory tower how many farmers in the Netherlands go bankrupt or not. The PVV doesn't accept that. And how much proof do you want that we should be dealing with our own laws and regulations? In an interim action, the Hague Court upheld a number of farmers who were opposed to the phosphate reduction plan 2017. Now the Secretary of State wants to make it look like that plan isn't related to the bill we're discussing right now. We find this incomprehensible, especially in view of the problem of the regulation. If you cannot implement a 2017 arrangement, the starting point for this law is indeed quite different for 2018 and beyond, as I say to Mr Schnabel. The court ruled that farmers who have made irreversible investments and are therefore unreasonably hard hit were excluded from the scheme. The arrangement was unforeseen. They even thought that they had complied with the other law, the Law on land-based growth dairy farming. They are therefore allowed to grow and produce phosphate. It's no different with organic farmers. They are not part of the problem, but they are cut short. The judge thought that was unreasonable and unfair. They were therefore excluded from the scheme. It was the Secretary of State himself who did not want these parties to be covered. In doing so, he has brought the legal calamity upon himself. As far as we are concerned, however you turn or turn, this is a bomb under this proposal, because how many parties are now going to support this legal ruling? How many can stand behind it? All questions about numbers have so far been left unanswered by the Secretary of State, but let me try again. Can the Secretary of State quantify how many farmers are in the same situation as the litigants? Can he quantify how many phosphate rights we're talking about? Can he indicate how this relates to the phosphate rights to be distributed? And if not, how should we proceed with this proposal? Is there going to be a generic discount? How high is it for the remaining farmers? I would like to have a concrete response to this. Perhaps this will also open a legal door for those who have a well-balanced soil quality in business-specific situations. They are also subject to a general regime which does not take into account individual or regional land qualities. That too is, in fact, unreasonable. In short: does the house of cards not collapse when large groups are declared outside the scheme? But even without this ruling by the judge, you might expect us here as representatives of the people not to agree to a law the Secretary of State does not know how many people are going to go bankrupt, with a law that harms parties that do not give rise to the whole phosphate debate, with a law that kills entrepreneurs who invested in good faith or at least seriously harms them. You should expect that. Experience has shown that you can get home from a bad carnival. Without the marketability of phosphate rights, which according to a few would bring dynamism here, the sector would be locked up according to the Secretary of State. There would be no more innovation. If that is true, then that is only true, because trading rights will at least make the sector less varied, and so will our landscape. Only for cows that produce the most, rights will be bought. I have heard this in other contributions before. For rare breeds suckler cows, the rights become priceless. Those sectors are closing down. The government has made a mess of it and has not been attentive to what happened in the sector, despite all the clues. Through the buy-back scheme, taxpayers can also contribute to the resolution of this policy. How does that relate to the buy-back scheme? How will they be excluded from the problem regulation and the generic discount? Is it all still to be seen? The government has saddled the sector with so much administrative ballast that in the meantime an administrative employee must stand next to each cow. If there is a wrong check mark somewhere on a form, the PBL screams that the whole sector is cheating. Last but not least, this policy will lead to the slaughter of 160,000 cows. I haven't heard from anyone about that. Mr Koffeman has not yet taken his turn, so perhaps we will hear something about it. We are having a parliamentary discussion about the Oostvaardersplassen, where we are spending hundreds of millions in non-working ecoducts, but here we are going to bring 160,000 healthy Dutch cows to slaughter. They will be so proud in Brussels! What are we supposed to do? We need to get back to the drawing board. I think I'm ready for plan D or E today. We need to get back to the drawing board, away from the paper reality of high offices. Understand how the phosphate deposition of farmers relates to all other sources and not just count the number of cows. If the Secretary of State or the Commissioner does not want to know, then perhaps it is an idea to wait for the fine if Brussels is threatening to do so, but not after Brussels first collects the fines from those countries that have not complied with all the other treaties, for example the Stability Pact. The amount of undistributed fines is now 113 billion. If the Netherlands is allowed to receive its share back, we are still a bacon buyer. But then we must have a Secretary of State or, more generally, directors who stand up for the Netherlands, for the Dutch interest and ultimately for our great farmers.
ParlaMint-NL_2017-05-16-eerstekamer-7.u164	As long as we're dealing with numbers: those 160,000 cows have been mentioned by me and others. The 300,000 cows that threaten to be slaughtered if the derogation would not continue...
ParlaMint-NL_2017-05-16-eerstekamer-7.u165	Or more.
ParlaMint-NL_2017-05-16-eerstekamer-7.u166	...are really called, you know. You can say that those numbers have not been mentioned, but they have been mentioned. You may have already written that they have not been mentioned, but that is why it is not yet true. About the fines that are not paid: I would remind you that the Netherlands is going to get money back from Brussels because the collection of the fines has brought in so much this year. Those aren't Dutch fines. I would just like to say this to you because you have repeatedly pointed this out. I think it's okay to keep looking at it in perspective.
ParlaMint-NL_2017-05-16-eerstekamer-7.u167	I hope I do not have to tell Mr Schnabel what the net payment to Brussels is from the Netherlands.
ParlaMint-NL_2017-05-16-eerstekamer-7.u168	You always pretend that's some kind of punitive situation. We are members of the EU. It has already been said to you that we are a member of it.
ParlaMint-NL_2017-05-16-eerstekamer-7.u169	Yes, unfortunately!
ParlaMint-NL_2017-05-16-eerstekamer-7.u170	We signed all these contracts ourselves. We have chosen to do so as co-founder of the European Union. All these cases have been confirmed here, too. It's a little too easy. I must honestly admit that politicians, including ministers and secretaries of state, sometimes tend to say something too easy: Brussels must do it. I have to say that I have noticed the following on this very difficult dossier, this very sensitive one; I think we agree on that. So far no one, at least in the documents I have seen and in the letters I have received, has said for a moment that you have received other letters: it is a disgrace what Brussels is doing to us. In fact, everyone assumes that: this is a fact, it is not about what Brussels says at that point but that Brussels has a mission to monitor what we have agreed with each other, namely that drinking water quality must be maintained, which is threatened by the level of phosphate emissions. I think it is important to say that, because I expected there would be more reactions like: you see, Brussels is doing that to us again! In the letters and in the documents I have read, I have actually found nothing of that. Everyone simply assumes that we are wrong and that we must do something about it. That is the conclusion that we will all have to draw, I fear, however unpleasant its impact on the Dutch agricultural sector as a whole.
ParlaMint-NL_2017-05-16-eerstekamer-7.u171	I don't know if those were questions, but I'm gonna go into them anyway. Of course, the Netherlands has signed treaties. That is true, of course, but Spain, Portugal and France have also signed the Maastricht Treaty on the Stability Pact. They were not fined for breach of budgetary discipline. Of course, we signed up for that. That is precisely why I am in favour of us having to deal with this ourselves. Then we can deal much more flexibly with the situation we have now, for example. Spain and Portugal have recently become more flexible in their budget. And that is clearly allowed by Brussels, because it does not share any fines. Let's talk about the numbers. The number of cows has been mentioned, I would like to give you this, but I have not seen any number of entrepreneurs who are really in trouble because of this legislation. I have heard them, where they are going to sue and where lawyers have said: 400 people have already applied to me. So yes, numbers have been mentioned, but I am particularly curious about the number of companies that are in difficulty as a result of this legislation.
ParlaMint-NL_2017-05-16-eerstekamer-7.u172	Finally, Mr Schnabel.
ParlaMint-NL_2017-05-16-eerstekamer-7.u173	Well, that's obvious now. You spoke about the numbers of cows, and you said with a slightly accusing tone that no one cares about them and that no one has mentioned them. I must simply deny that on behalf of my fellow Members. That's exactly how it happened. It's something that each of us, of course, really cares about. It is a question of healthy, good animals which, because of irresponsible market behaviour, have also been discussed, have fallen into a situation in which they have to fall victim, in which they have to be killed to ensure that we do not lose, as it were, the future of our agriculture. I continue to find that tragic, with you.
ParlaMint-NL_2017-05-16-eerstekamer-7.u174	Well, that's what we're gonna do. You are talking about the market, but there is hardly any market in agricultural policy. It is precisely the market that has tried to adapt to the changing rules. The government subsequently amended those rules with retroactive effect. That's where it goes wrong. I believe that we agree on this dossier more often than we might like. But here's the deal.
ParlaMint-NL_2017-05-16-eerstekamer-7.u175	Mr. Chairman. "Crying over spilled milk," a situation in which crying makes no sense because the unfortunate incident has already taken place and doesn't help a dear mother to correct the incident. That sweet little mother is very applicable to dairy farming, in which infants have to be slaughtered on a large scale, because their milk is claimed by humans. That is sad enough in itself, but now the mothers are being led to the slaughter. Could we have seen that coming? Mr Dercksen, in any case. In fact, we saw it coming. On 17 March 2015, we discussed the Responsible Growth Act for Dairy Farming. I quote the reassuring words the Secretary of State spoke in this house at the time. "The law that is now there is absolutely enough. If the phosphate ceiling is exceeded, animal rights for dairy will be introduced. On the basis of the ex-ante evaluations, we can expect that the Netherlands will not exceed the ceiling. The conditions for this are in the hands of the sector itself." It was the disastrous path of ultra-short-term thinking, the development of the agricultural economy of more for less, in all respects. More animals, less income; more stables, fewer farmers; more mega stables, fewer family farms; more animal diseases, less safe housing for citizens; more exports and a less stable climate. For years we heard in commercials about "milk, the white engine" and heard the claim that "milk would be good for each." Cow milk is indeed very good, but especially for newborn calves. Kalfjes which are taken from their mother immediately after their birth. The megamorphosis of dairy farming has caused the low prices of that breast milk. The milk quotas had to and would disappear. LTO promised cows with golden horns. 1 April 2015 was called Liberation Day by the farmers. April 1st, Chairman, much liberation has not come of it. Massively, the farmers were going to keep more cows, and the milk price dropped. Was that foreseeable? Yes, of course that was foreseeable. Scaling up does not lead to income security for farmers but to vulnerable farms. Tens of millions of euros are being released to allow an industry that has caused itself problems, by self-regulation, to postpone execution. That postponement of execution did not apply to the milk cow itself. More than 100,000 have been sacrificed on the altar of the economy. There is hardly any mention of the suffering caused by cows. It's about calculation models, feed tracks, derogation and, above all, millions of grants like patches on a stinking wound. How can a system like this ever be justified? The Secretary of State should have shown leadership. The dairy farmers feel the same way. The farmers complained to The Hague: why has no one stopped us, for example with rules? I would also like to put that question to the Secretary of State. Why didn't anyone stop the farmers? In dairy farming, it is currently wretched and tormented. False choices by some of the farmers and the government have brought about problems across the whole sector. After releasing the quota, a relatively small proportion, 10 to 20%, of dairy farmers expanded the livestock as a mad cow and increased milk production. In some cases these cowboys have doubled their production. The "cowmunities," megasthals with cows that are never allowed out again, shot like mushrooms out of the ground. The government, the farmers' representatives, the dairy processors and the lenders drank a glass, created a milk puddle and left the business as it was. In the treatment of the Milk Cattle Act, before the quota was released, the Animal Party warned against the disastrous consequences of an ongoing increase in production for both the price of milk and nature, the environment and animal welfare. However, according to the experts consulted by the Ministry and the sector, this would not happen. The price would rise rather than fall. After all, the Netherlands was the milkman of China. It couldn't finish. The supply of European milk has not exceeded the initial quota since the quota was released, and yet the price fell. It fell so badly that the European buy-back scheme had to be called upon. Since the release of the quota, more than 3 billion kilos of milk, in the form of milk powder and cheese, have been stored in European warehouses. Those are images we hadn't seen in a long time. The price of milk is getting worse, but above all because milk is being milked less in the rest of Europe and because Europe is still taking milk powder out of the market. A year ago, the chairman of the board of FrieslandCampina, Roelof Joosten, said in Het Financieele Dagblad about the milk that his company processes: the first 5 billion litres of milk is very profitable; the next 2 billion we make nothing and the last 3 billion we lose money. Half of all milk is processed with loss. This loss is made up with superprofits on the other half. Under the line, there is still an acceptable milk price for every farmer. This has been the case since the birth of FrieslandCampina in 2007. At least half of the Dutch market has been processed and sold at a loss for more than a decade. This does not even mean that the social costs, the externalities, of the milk are not taken into account. €0.20 to €0.70 per litre of milk are social costs that the Dutch citizen must bear without knowing for himself. This is about €440 per citizen per year at social costs associated with dairy farming. Dairy farming is costing us all more than it will cost us. Against this background, it is bizarre that the Netherlands, in particular, was committed to releasing the quota. The huge price drop resulting from the release of the quota has put large groups of dairy farmers, with the exception of organic and biologically dynamic farmers, in serious financial difficulties. So now there is a new obstacle: phosphate law. It is a very expensive, but it seems inevitable way to get a half empty stable full of cows. More milk inevitably means more manure. In the run-up to releasing milk production, the sector did not want to know of any obstacles. The sector made a solemn promise that it would ensure that it would not, under any circumstances, shoot through the phosphate ceiling, the self-regulation that Mr Schaap praised. It would go wild, but the opposite turned out to be true. On 2 July 2015, the State Secretary reported to the sector: until here and no further. But the sector continued to grow undisturbed. There was an arrangement and it has already been amended three times. There is a court ruling which almost certainly forces a new adaptation. In the meantime, 400 farmers have come forward and are also going to court. What this means for the reduction of the individual entrepreneur remains dark. The Secretary of State has appealed, but that should not be a reason to clarify here and now at last how it could have happened and what the Secretary of State is going to do to keep the major problems in dairy farming at long last. I am not asking for patchwork but for structural solutions to a structural problem. I'd like to get a reaction to this. In the meantime, both LTO and the Secretary of State have been encouraged to report that reducing the phosphate surplus would be almost on track. But if you look at the Monitor Phosphate Reduction Package of April 2017, you will see that the reduction of phosphate takes place mainly on paper and not on land. The reduction must take place along three tracks: the feed, the stopper system and the reduction of livestock. The monitor shows that animal feed manufacturers have significantly reduced phosphorus levels, but dairy farmers are not alarmed by this, if only because they are still able to use the so-called phosphorous, a phosphorous pulse with a long after-effects that is used in cows that have just calved and are suffering from phosphorus deficiency. In other words, it seems that the reductions in phosphorus content in the feed are correct, but can be avoided in the stable. I would like to receive a response from the Secretary of State. The stopper scheme initially seemed to be a major success, but a stopper scheme only has effect if not only the number of cows but also production is reduced. As far as we are concerned, it is part of a real stopper system that the barn is broken down and permits are handed in. I would like to receive a response from the Secretary of State. According to LTO, almost 100,000 milking cattle have been transported, slaughtered or exported from the Netherlands in recent months. In the case of exports, it should be noted that many cows are temporarily parked in Belgium. That is not a solution, but a shift in the problem in a sector where there is also a problem, Mr Verheij has already said it is because of large-scale manure fraud, not only in the case of farmers in Brabant or Limburg, but also in the case of dozens of farmers in Friesland. Is the Secretary of State prepared to use more manpower at NVWA, because it is becoming increasingly clear that the reported cases are just the tip of an immeasurable pile of manure? I'd like to hear a response. Most of the cows that are disposed of are low-productive cows. Either they're sick or they're old. Last year tens of thousands of these animals were imported into the Netherlands. This group of cows produces below average and also produces less phosphate. But these cows are, as far as we have been able to verify, fully included. A cow with low phosphate production goes away, while it is struck at the 41.3 kilograms of a high-productive dairy cow. For example, phosphate production on paper is reduced more than in reality. I'd like to hear a response from the Secretary of State. Many farmers will, despite the reduction in the number of cows, produce almost the same amount of milk. This can be done by feeding more, in combination with three times a day instead of milking twice a day. But more milk per cow also means more manure, and therefore more phosphate per cow. In this way phosphate production decreases on paper, but increases in the stable. Is there any insight into the extent of this effect? I'd like to hear a response. LTO warned about negative animal welfare effects. Farmers would be less inclined to pasture due to the reduction measures. Furthermore, there are, of course, animal welfare aspects in increasing production per cow. We would like the phosphate reduction plan to be complemented by a mandatory grazing area and a maximum number of kilos of milk that can be milked per cow. This should be a step towards a more comprehensive plan to balance dairy farming with the market, nature, the environment, animal welfare and the environment. The knife must be drastically in Dutch milk production for the simple reason that here in the Netherlands cannot be produced for a competitive price. The highest boss of the biggest milk processor says so himself. Half-life of Dutch milk production would be the end of many farms, and this needs a decent solution. If we do not take on board the reform of dairy farming ourselves, the market will do so soon. Then it becomes an icy clean-up in which more blood will flow for humans and animals, with the same result. With this difference however: almost certainly only the big cowboys will remain. For lenders, they are "too big to fail." We can't let that happen. 1,000 family farms, according to the Rabobank even more, up to 10% of the total, are about to stop. The VVD welcomes this through Mr Schaap. The Party for Animals doesn't approve of that. In this sense, the Party for Animals appears to be more a party for farmers than the VVD. The positions of these family farms are taken by the cowboys who banish the cows from the Dutch pastures and continue to hunt down the production per animal. Can the Secretary of State promise that he'll limit himself to that? I am considering tabling a motion on this point. There are limits to literally milking out without the need for defenceless animals. We will have to define these limits here and now, so that we do not have to debate with even more butter on our heads in the near future on a depopulated countryside, on serious animal welfare, nature and climate problems, and on meadows without cows and without meadow birds.
ParlaMint-NL_2017-05-16-eerstekamer-7.u176	Mr. Chairman. One of those many letters that we have received recently is about the patchwork of legislation, about a government that comes up with more and more detailed legislation, about constant uncertainty and about chaos. And indeed, that is the image that emerges from everything that has happened after the abolition of the milk quota. There is also the image that Dutch politics, the agricultural policy, swarms between two things. On the one hand, we want to make full use of the free world market where, according to the report The power of dairy, annual demand for dairy would increase by up to 3%. On the other hand, there is also sympathy for the family farm, grazing and animal welfare, land-basedness and the circular economy applied to livestock farming. We feel obliged to work with phosphate rights in order to comply with the derogation standard, or indeed water quality requirements, because of the environment, but the government states directly in the note following the report that it is intended to make full use of all available phosphate rights so that they do not remain on the shelf. Hence, these rights become negotiable. This way they remain available to continue producing milk. At the same time, we are adopting motions calling for land-based livestock farming, based on the capacity of our own soil and not on the market. The fact that politics does not have a clear perspective, not for politics and therefore not for farmers. I'm not the first to conclude this afternoon. The requirements that we have to impose because of the derogation, a reduction in the amount of manure and phosphate produced, are different from what we took as a starting point in the Fertilisers Act. That was: livestock farming for milk production is possible if manure production is used on land, can be exported or can be processed. In fact, this was a choice for the largest possible production of our highly productive, competitive and still more animal-friendly dairy farming, with the task of ensuring that the manure ends up properly. In the meantime, should we not admit that the fact that milk production and thus the production of manure have been allowed without limits has failed because the processing of manure does not come from the ground due to technical and financial reasons and that, as a result, a large part of the manure that should actually be processed is dumped illegally? That happens not only in Brabant, but also in Friesland. Meanwhile, the call for production to be adapted to the limits we impose on soil and soil has become louder, including in politics. That call can no longer be ignored, hence the amendment of the Fertilisers Act with what is called the Law on Ground-Bound Growth Dairy Farming. But of course a choice of ground-boundness is not really a matter for decision. It means nothing more than that, in the case of business expansion, no more than a small part of the enlargement must be compensated by having more land available. On balance, this does not mean more but less land-boundness because of these extra land-based extensions. Or am I wrong about that? We talk a lot about groundboundness, but in the policy we choose as much production as possible. This is hampered by the strict requirements of the European Union through the Water Framework Directive, the Nitrates Directive and the requirements of the derogation. An in-depth question is what our environment would be like if there were no European Union to monitor standards. The way in which we try to meet these demands is, of course, problematic. In 2017, everyone has to go back to the situation of 2 July 2015 minus another 4%. That is bad for almost everyone, but for those who had just invested in advance and did not have any extra livestock, it can be disastrous. It feels unjust for the completely land-based farmers who are exempt from the 4% discount but are not allowed to make use of the investments in their additional land still available. For organic farmers who do not even make use of the derogation, it is even more unjust if possible. The judge agrees with these groups because in this way, even according to the judge, there is an unjustified intervention in the right of ownership under the First Protocol of the ECHR. The meat sector, which may remain outside the scheme after some changes, is still very unclear. Does the Secretary of State really think that he is getting rid of the judgment by exempting only the 52 complainants from the measures and simply excluding all similar cases from the scheme? Does he really think that the appeal will put him in the right place? I would at least have my doubts about that and try to come up with a plan B. Or are we already failing to meet the derogation standards? Then there are the farmers who focus on the ancient patriotic races. Several people have already spoken about this, so I'm gonna leave it at that. However, I would very much appreciate it if the Secretary of State would also amend the law after the regulation. The question remains what we should do now, given all the problems. If we agree to the two legislative proposals and also to the measures for this year, then I fear that everyone will still feel that they do not know where and when another problem can arise and certainly not know where we really want to go with our policies. So this is not really a policy, it's just an emergency grip to solve the acute problem and then not have to look much further. In Friesland, an agricultural paper was issued this week by the College of Delegates, which sets out the ambition to have a largely land-based agriculture by 2025. That doesn't mean radical surgery all of a sudden. Moreover, the province does not have the legal remedies available to the Empire. However, if Provincial States agree with these plans, the direction of provincial policy is clearly defined. Given the possibilities, such a choice of landboundness could be the only socially truly acceptable option. A system of so many livestock units per hectare makes further complicated regulation unnecessary. It also offers protection and care of land and water and landscape and nature. It is also naturally part of grazing and makes it easier than more intensive livestock farming to create an animal-friendly situation. In addition, it can provide ample returns for family businesses. Perhaps it is necessary for land to be regionalised, by linking livestock farms to agricultural land. Nor is it impossible for a closed and affordable system of manure treatment to provide opportunities for other forms alongside regular land-based livestock farming in the future. But I have a feeling that's not the case right now. Choosing ground-boundness may be a choice that gives clarity, but it cannot be without a comprehensive and therefore fairly long transitional policy. In any case, the measures currently designed do not fit in with such a long-term choice in all respects. This would be much better if phosphate rights were not made negotiable, but only legitimised existing rights, and if the expansion of livestock should not depend on the purchase of phosphate rights but on the availability and purchase of land. At any rate, what needs to be done is the time to launch a genuinely new and future-proof policy. I do not assume that the Secretary of State will immediately waive his legislation, but with my observation that this would be the appropriate time, he might agree. And who knows, the circumstances or the court or this Chamber will force him to make further adjustments. In addition to all the other benefits it brings, this could make the lives of farmers and rulers easier and make it easier to comply with European environmental requirements and also lead to substantial cuts in departmental officials. I would very much like to hear the Secretary of State's reaction to this.
