ParlaMint-BG_2014-10-31.u1	There is a quorum. I'm opening the plenary session. [[PHONE RINGING]] Procedure, Mr. Tzipov.
ParlaMint-BG_2014-10-31.u147	Mr. Siderov, the weather!
ParlaMint-BG_2014-10-31.u148	I propose that these billions that are now, anyway, already secured, next week will even get us to vote them out, go to raise minimum pensions, not save one bank or another. The banks, if they like, to save themselves! It's not the people's concern at all. The Bulgarian people with the banking oligarchy have such a cosmic difference that it just doesn't make any sense to engage public attention with the banking business. Ladies and gentlemen of the National Assembly, I call on you to remove these points, unnecessary and of the society that we are now looking at, to remove the law Vezhdi Rashidov from the agenda and to put the law of the Bulgarian people on the agenda of the National Assembly. Thank you for your attention. [[Applause by "Attacka."]]
ParlaMint-BG_2014-10-31.u149	Thank you, Mr. Siderov. The proposals you have spoken about will be considered once they have passed the appropriate path described in the Rules of Organisation and Procedure of the National Assembly. You have been in Parliament for a long time and you know what it is. - What's the line? I can't see. To speak, Mrs. Menda Stoyanova.
ParlaMint-BG_2014-10-31.u150	Thank you, Mr. Chairman. Dear Minister, dear colleagues! Today we killed all day on the topic of KTB. Unfortunately, however, none of the speakers held the debate on the facts of the report. It is true that the other day, in the Budget Committee, we looked at them very thoroughly over four hours and it is still nice here today, from the National Assembly stands, to say who the guilty are, so that we can deal with this problem now. If you see the debate in the Budget Committee, if we hear the debate today, if you look carefully at the Report which has been submitted to the National Assembly, I would summarize here that three lines of reasons have emerged for me in the case of CCB, not to say guilty. The first line is undoubtedly the line of the bank itself KTB, its owners, majority and others, of the management of the Bank, which apparently made absolutely irresponsible decisions. The audit companies report lists countless violations in lending, in drawing up reports, and I would say that these violations are bordering some of them on crimes, or, as the Prosecutor General said, theft. The second line of agents and guilty, this is the line of state institutions. Who are these state institutions that have not done their job all these years to allow the management and owners of the bank to steal? Well, they're clear. First of all, unfortunately is the banking supervision of BNB. We have asked the Budget Committee many questions about what banking supervision has been doing and why the inspections of banking supervision have not revealed these violations that audit companies are now discovering. Why BNB one month before putting CCB in special supervision approved the purchase of the Bank of Victoria? And now the Bank of Victoria is in bankruptcy because of this decision of BNB. And all of a sudden, we all clap our hands and we find out that the CCB has committed violations, thefts have been done, and the situation is terrifying! A second state institution, DANS, in the part of financial intelligence. Well, we did a great, mega structure, which, for me, is also one of the main obligations of investigating money laundering, investigating financial fraud. There's financial intelligence. All Bulgarian taxpayers, companies write some declarations, write some rules about domestic money laundering, should notify. Banks have very serious requirements under this law. And these institutions couldn't find out in all these years that there were thefts, that there were financial flows leaking out of the Bank, leaking out! Thirdly, here, with the state institutions, I will not fail the law enforcement authorities, because they are also part of this security system, of national security. Because you have no doubt, do you, that the banking and financial system is actually part of our national security system?! I hope these law enforcement authorities do their job now and at least prevent the bank from being robbed. Thirdly, the third line, which no one has affected so far, is the line of private institutions. I'm talking about the auditors. All major banks, small banks, all large enterprises and smaller enterprises legally are obliged to hire audit companies that, by checking, validate their financial statements, balance sheets and so on. Where was the auditor of the CCB, the international audit company with a name, the so-called part of the big four, KPMG? Where was she? Why are all the bank's accounts certified without reservations, without comments? She, this audit firm, as well as the supervision of the Bank, had other obligations to look at documents because all the time it was explained to us that the Bank had presented false, false documents, they were obliged to verify the correctness of the data in these documents, only either they didn't do so because they were criminal negligence or they didn't do so because they had to, but this is still the work of the law enforcement authorities. And here I think you should not miss any of these three lines of the causes of this case. What's supposed to happen now? What should we, speaking so much on this subject, do to ensure that such cases, such violations, will not happen in the future, to try to strengthen people's trust, to restore a sense of justice? Many spoke out of this tribune, many different options were offered. In fact, we, as a legislative body, have one single possibility.. a change in legislation. I would say that we should even consider a change in the Penal Code on Bank fraud, a change in legislation concerning banks, credit institutions and all others, with a comprehensive, detailed transposition of European directives in this area, because it turns out that there are gaps in this regard. Secondly, in order to strengthen people's trust and justice, I think that there must also be guilt from everyone involved in this case. Guilt can be penal and certainly those who have a violation of the law will be punished, but here we have to say that there are also moral faults where it cannot be proved or not by law. A second question now in this situation, after five months of special supervision, a closed bank that doesn't function for five months, what should we do? We've been asking ourselves these questions. The first and most important answer we must immediately guarantee the payment of guaranteed deposits to citizens and companies. For me this can actually happen by the end of November if the necessary texts are adopted for this. We were also willing to give one last chance to rescue CCB from potential investors, to give the unsponsored investors a chance, to the enterprises that have accounts there, to the workers in these enterprises, to the hospitals, to the municipalities that have accounts there, if the Bank can be healed. We had a good desire to give the famous thing a chance. 3 in which, with legislative changes, we can partially transpose the Bank Restructuring Directive and give a chance. Today, from this tribune, it turns out that this chance is gone. The potential investors who tour the country for several months from the report of the Bulgarian National Bank found that they had several meetings at BNB. I don't want to comment on what is recorded for these meetings, but today Mr. Iskrov here, from this tribune, read us the basic parameters of an offer. Perhaps it is not a baptized offer or something, but for us it is an offer and the things he has read to us, the proposals that have made the investors in question are really not acceptable. We, ladies and gentlemen, are politicians, not bank specialists. We represent the Bulgarian citizens not only the guaranteed depositors. We represent both the unguarded depositors and all Bulgarian citizens. That's why we're here to give the opportunity, if there is one, and it can be realized, that everyone can come out of this criminal case with minimal losses. Not only were we not understood, but also from what Mr. Iskrov brought here, it became clear that perhaps this could not really happen to the investors who are currently here. In this sense, our parliamentary group in the holiday gathered and decided to make a proposal to drop the item. 3 of the draft decision and to introduce editorial amendments to this point. 1 and 2, namely: "1." The Council of Ministers should prepare and submit to the National Assembly an amendment proposal, in full compliance with European Union law, of banking laws, including the BNB Act, the Credit Institutions Act and the Deposit Guarantee Act. [[Noise and lines from BSP LB.]] 2. The National Assembly shall adopt legislative changes ensuring the immediate payment of guaranteed deposits under the conditions of European Union law. However, I would also like to refer to a third question, which almost none of the speakers have touched on so far. In the Budget Committee, he was slightly affected, but I think we should have a more serious debate on him. This question is: how will the guaranteed depositors, whom we will try to ensure that they receive their money immediately, actually receive their money? How do you feel about it as a mechanism? Whether after five months of waiting will finally turn out that instead of getting their money, they should wait again, only this time another two months and in queues in front of different banks and their branches. Some will say: " What are you doing here? No, ladies and gentlemen, this is not a technical issue, it is a matter of the Deposit Guarantee Act. In this law there is a very post procedure, not to say that there is no procedure for how these deposits should be obtained. It's said to come from a bank. The word "one" has not been spoken, but it is in a single number "bank." And here is our question to the Fund chief: how are 230 thousand guaranteed depositors - I think one or more - was the figure that we commented on in the Budget Commission - will receive their guaranteed deposits, or will they open accounts to transfer their guaranteed deposits to a bank? I guess that can't happen. Mr. Nikolov explained that it wasn't going to be a bank. It would be ten banks, and all the depositors would be distributed to these banks under the U.N.N. Ladies and gentlemen, I will only comment on this. Even if there are ten banks, assuming that people go into them so evenly distributed along the E.N.N.N. and they need the most urgent service for at least ten minutes to be able to deal with the problem, we'll have two months to watch queues on the banks. Perhaps there will be questions: Are these queues for the guaranteed ones, for the unguarded ones? Is this bank, by any chance, out of order, too, so they've started lining up on it? For me, this issue must be resolved by legislative change and two principles must be laid down in it: The first and important principle that each guaranteed depositor must have a free choice to indicate which bank he wishes to receive the guaranteed deposits or to which account, if such a depositor already has, to transfer the money to. Then he's not going to line up on the E.N.N.N. in ten banks and reopen his accounts in those banks or draw them out. This whole procedure must be done with minimal involvement of people in this process. So that it is signed that the guaranteed depositors, with minimal effort on their part to receive their money on the relevant accounts. In this direction, we expect the government to submit a bill to solve this problem, as here... [[Noise and lines from BSP LB.]]
ParlaMint-BG_2014-10-31.u151	Which government?
ParlaMint-BG_2014-10-31.u152	It doesn't matter. There's a caretaker government. It has the same rights as any other government, so it can work and prepare this bill. Here, of course, by addressing the caretaker government or the future on a regular basis, if it happens soon, I allow myself to violate the independence of the Bulgarian National Bank and to recommend, specifically I say the word "recommend" to their specialists to finally start talking to the specialists of the Ministry of Finance and the Financial Supervision Commission and to work these changes together. Mr. Chairman, here, I'll give you what I read. Thank you. [[Applause from GERB.]]
ParlaMint-BG_2014-10-31.u153	Thank you. Procedure Mr. Kirilov.
ParlaMint-BG_2014-10-31.u154	Mr. President, in order to advance the time of the plenary sitting and on the grounds of art. 44, para. 1 sentence second, I propose that you put an extension of plenary time to the end of the debate on this point. Thank you.
ParlaMint-BG_2014-10-31.u155	Until the debate is over, or until the vote?
ParlaMint-BG_2014-10-31.u156	Until the vote is over.
ParlaMint-BG_2014-10-31.u157	By vote, thank you. I put to the vote the procedural proposal made by Mr. Daniel Kirilov. They voted 142 MPs: 133, against 3, abstention 6.
ParlaMint-BG_2014-10-31.u158	Declaration!
ParlaMint-BG_2014-10-31.u159	Procedure!
ParlaMint-BG_2014-10-31.u160	There is a word for procedure Mr. Atanas Atanasov.
ParlaMint-BG_2014-10-31.u161	Thank you, Mr. Chairman. I would like to make a note to you that after Mrs. Menda Stoyanova's speech you should have given the opportunity for lines and then give the opportunity to speak for a procedure. Thank you.
ParlaMint-BG_2014-10-31.u162	The lines remain.
ParlaMint-BG_2014-10-31.u163	There's still an opportunity. Thank you for your remark, Mr. Atanasov. Let's run out of lines and dots, and then I'll give the floor on behalf of a parliamentary group. Is there anyone who wants a line? Here you are, Mr. Atanasov.
ParlaMint-BG_2014-10-31.u164	Thank you, Mr. Chairman. Mrs. Stoyanova, it's a good thing I heard something from you that I didn't hear from anyone else. Because you've drawn some lines of culprits here. Some of them I see you put them in the last row today in Parliament. I don't know who invited them. [[Noise in the room.]] I want to pay serious attention to what you said. I am saying who is invited, but I would like to ask why the President of the DANS is not invited to the House today? Because he is first elected by this body, by the National Assembly and is accountable to him. Secondly, the structure of financial intelligence has a very serious obligation to not only track money laundering, but to all transfers over ten thousand abroad. And I am convinced that at the average level in the operational composition of this service, sufficient data has been entered too long ago for what has happened in this bank. The question is, why hasn't this institution reacted?! Here's my line. Thank you.
ParlaMint-BG_2014-10-31.u165	Thank you, Mr. Atanasov. Second line, Mr. Kadyev.
ParlaMint-BG_2014-10-31.u166	Thank you, Mr. Chairman. Mrs. Stoyanova, thank you for really raising the issue of the people who are responsible for the condition we have reached today. Unfortunately, the KTB affair showed how much the Bulgarian state was breached. You have named three institutions that are guilty in this case. I'd like to add a few more. First of all, the Ministry of Finance, which was guiltyly silent in the first days when it had to pour liquidity into KTB if it wanted not to have these tails and this attack on the bank. Their behavior was different when there was a similar attack on the First Investment Bank. To this day, I have no answer as to why the behavior towards the two banks was different. Secondly, the Financial Supervision Commission with Mr. Stoyan Mavrodiev, former MP from GERB. CCB, if not otherwise, is an investment firm and as such a company is a supervised entity of the Financial Supervision Commission. The Commission slept through the whole KTB problem [[Noise in the room.]] Thirdly, the Commission for Public Supervision of the Registered Auditors with President Vanya Doneva, former MP from GERB from Dobrich. A good woman, but absolutely unprofessionally done business. And I'm giving you an example. We've taken the trouble of checking out these companies that came out as companies with large CCB loans, who are their auditors. It turned out that an auditor of 50 of these companies with a total loan amount of 2.4 billion. BGN is a single person who is at the same time a member of the Audit Committee of KTB. Under the law, members of the Audit Committee of the CCB control systems for the efficiency of credit audit. So how does this person control himself and where was this same Public Supervision Commission so she didn't check, not see this thing and take appropriate measures?! So when you go to BNB resignations, which is absolutely mandatory when you go to DANS resignations, which is absolutely mandatory, then you have to go to the C.F.R. resignations and to the resignations of all institutions that deliberately or unintentionally, by professionalism or unprofessionalism have allowed it to come to what we are doing today.
ParlaMint-BG_2014-10-31.u167	Mr. Kadyev, you're two minutes out of group time.
ParlaMint-BG_2014-10-31.u168	Thank you. It was a line to Mrs. Stoyanova. I hope she understands that this isn't something personal to her, it's just a complement of the list of people responsible for what happened. Thank you.
ParlaMint-BG_2014-10-31.u169	As you know, lines are also reported at group time. Any other lines? I won't. Mrs. Stoyanova, come on in for your coat.
ParlaMint-BG_2014-10-31.u170	I thank the MPs who replicated me. Thank you, because I took their line as a complement of my speech. This again raises the question of the state's control bodies, about the regulatory authorities of the state, a question which we have been chewing in the previous National Assembly, and which we now see again that it is on the agenda because they do not work effectively. However, the questions you asked, Mr. Kadiev and Mr. Atanasov, are actually very direct to the left side and the left upper part of the room. [[partial applause in GERB]] From where we get a whole day of teaching, all we get is reproaches that we wanted to heal a bank with government money and all sorts of things. A good intention at the last possible moment to give the bank a chance to recover is thus interpreted in this way by the people who perhaps should stand up here on this stand and answer these questions which I have asked and which you have put. And in addition to your question about the auditing company KPMG, I would like to make it clear to you that the BNB approves audit companies that audit banks. What you said as a percentage of the various banks at which this audit company performed an audit should have been identified as a risk by BNB. [[Applause from GERB.]]
ParlaMint-BG_2014-10-31.u171	Thank you, Mrs. Stoyanova. On behalf of a parliamentary group, Mrs Cornelia Ninova.
ParlaMint-BG_2014-10-31.u172	Dear Mr. Chairman, honourable Members! We are having an extremely important conversation about thousands of Bulgarian citizens, about the economy and the state and we are also expected to make important decisions. But let me interrupt this conversation for about eight minutes and call you from the parliamentary group of BPS left Bulgaria to pay respect to those Bulgarians who before us, and now have them, have the mind to form ideas, have the strength and character to defend such ideas, and have the vision to be leaders of the nation. They are the Bulgarian Buddhists, whose holiday we celebrate tomorrow "November 1st." For this reason I come up with a declaration on behalf of the parliamentary group of BSP left Bulgaria. On November 1st, we celebrate the Day of the People's Buddhists, the people who, even in the most difficult times, throughout the centuries of slavery, violence and folk suffering, not only did they not fall down in spirit, but found the strength to sustain the spirit of an entire nation. This is a celebration in honor of those thanks to whom Bulgaria stood its freedom, its independence, its faith and its writing. This is the day of the guardians of the Bulgarian language and self-consciousness, of the spiritual leaders, not of the political leaders. Today we must remember that Rakovski, Karavelov, Botev and Levski are other than decisive people of action and people of thought. The covenants of Levski do not end with his notebook, but are revealed in his words: Yesterday, what we have spoken and written, we must have it in front of our eyes today, so that the people will not laugh at us in our work tomorrow. Because the Buddhist's words can only reach the people with a personal example. The Buddhists we honor are not just great thinkers, talented writers, genius poets. These are the Bulgarians who subjected their genius and talent to the people's work; who chose to enlighten the people, open their eyes and expand their horizons. There are people like that today. They're not always the loudest. They are modest people, dedicated to their profession, teachers and teachers who carry out their mission. These are today's citizens, the apostles who do not give up, and at the cost of huge efforts support the activities of the Bulgarian Chitalishtes; these are the artists who are struggling with the unculture. In a word, it is the Buddhists today who not only complain against illiterateness and vulgarity but struggle with it. A true Buddhist does not condemn the ignorant and illiterate, but tries to help him and educate him. Over the past year, we have supported and participated in the initiative "Pamet" for the planting of small forests in settlements related to the lives of our Revival Buddhists, as a sign of recognition and respect for them. BSP left Bulgaria will advocate support for public education in state and municipal schools, Bulgarian science and culture. Unfortunately, today again we have to fight illiteracy, among teenagers, to ensure high standards and quality of Bulgarian education. It is necessary, with our legislative actions, to restore the cult to knowledge and not to fall into captivity to the primitive. In this Chamber, fellow Members, there were also Buddhists, and we are obliged to them as well. We hope to be inspired by their example because the Presidents of the Bulgarian National Assembly were Antim I, Petko Karavelov, Zahari Stoyanov. In recent times Valeri Petrov and Yordan Radichkov met here. There have been, I hope, and there will be many others. The truth is that Buddhists have become politicians more often than politicians have become Buddhists. Therefore, we must bow our heads before the great Bulgarians and honor their work. To show respect not only today, but with our daily work to today's winners of the Revival Spirit, to Bulgarian scientists, to the cultural and enlightened figures. We must prove that we share their ideal of free and enlightened Bulgaria. Happy Thanksgiving to all Bulgarians! Long live Bulgaria! Thank you. [[Applause.]]
ParlaMint-BG_2014-10-31.u173	Thank you, Mrs. Ninova. Are there any other speeches? I don't see any other speeches. From the Bulgarian National Bank (Bulgarian National Bank), Mr. Ivan Iskrov.
ParlaMint-BG_2014-10-31.u174	Thank you, Mr. Chairman! Ladies and gentlemen of the House, many things have been said by the stands, some I share, others I do not share. Either way, in this situation, whatever you say, it's always your fault. On Wednesday, when I was consulting the parliamentary represented leaders to close the KTB case, I said what I was going to do I'm not going to answer all the questions, but I'd rather be dealing with two things. From now on, you gave me Mr. Bayraktarov, I was also a lecturer, I was also a MP. I know that it's one thing to speak in front of the audience and you can say anything, it's another to speak from the parliamentary tribune when you already have a responsibility as a MP. It is very important to be careful from now on what suggestions we make for a banking system and so on if we do not want to see each other very often here. Regarding what Mrs. Stoyanova said, I just want to add. I think that in the Committee on Budget and Finance we have clarified that the management of the Bank's supervision, which I do not manage, has a supervisor, I have just consulted with him, maintains the list of auditors, but the supervisory authority is the Committee for Supervision of Public Auditors. Correct me, Mr. Chairman.
ParlaMint-BG_2014-10-31.u175	Public oversight of registered auditors.
ParlaMint-BG_2014-10-31.u176	That's right. I think there's a background check. It's not nice to throw black coats on a whole world company. After all, there are dozens of employees working there, if not more than dozens of employees, and this check will probably show exactly who the colleagues in charge of CCB were and so on. Since I deeply respect Mr. Borisov, with whom I worked in his capacity as prime minister, I would like to say that he who told him that the BNB had failed to draw up a restructuring plan under art. 121a of the Credit Institutions Act was not correct. I'm saying this because they asked outside and the journalists. Article 121a of the ZKI was introduced very soon by the previous National Assembly In practice, throughout the European Union, all supervisory authorities have entrusted banks and restructuring plans will be drawn up by the end of the year. However, this is for other cases, this does not concern banks with negative equity, as it turned out, after auditors entered in July for doubt and then the full audit. So it's none of your business. On item four, I propose that, ladies and gentlemen of the Parliament, the words of the Bulgarian National Bank should be replaced by something else. Maybe the union guy...
ParlaMint-BG_2014-10-31.u177	There's nothing to offer!
ParlaMint-BG_2014-10-31.u178	You take it into consideration if you want to throw it away. The Bulgarian National Bank has no investigative functions, no functions to assign tracking of assets allegedly acquired in a criminal manner and so on, all the more so that we and this bank will not have much of a period of relations. Once the license is revoked, which is likely to happen, things are already taking over the bank's union. It can be assigned to another institution or to the trade union. Otherwise we will not be able to carry it out, as this will only be accepted for information. I said that such decisions cannot be as advice, recommendations, proposals given to the National Central Bank in accordance with European legislation. I also quoted the members and the decision of the Council of the European Union. Thank you for your attention.
ParlaMint-BG_2014-10-31.u179	Thank you, Mr. Iskrov. The finance minister from the caretaker government Mr. Porozhanov asked for the floor.
ParlaMint-BG_2014-10-31.u180	Mr. Chairman, ladies and gentlemen of the House! Very brief. It is undeniable that the case, when there is a systemic bank in a problematic state, cannot be without effects on the economy, effects on macroeconomic indicators and effects on public finances. Many of these were expressed about how much it would cost and how much it would cost. In any case, it will cost the state a great deal. Looking a little further away from the bank, looking a little further from the bank in time, looking at how everything happened in the last five months and a little bit backwards, will have quite a negative impact on public finances. I would stress only one of them, namely the future cases in which the country will be mostly the State in the face of the Ministry of Finance in terms of interests concerned, as by shareholders, depositors and any other affected persons. There are such indications and they are quite serious. As Mr. Martin Dimitrov said, there will be no movement of money and money, there will be many. And right now there is, and there will be in the future. Of course, the effects weighed through the positive and negative sides of one or another version of a solution are different. Therefore, I would like to make a proposal to Mrs. Menda Stoyanova at the beginning of next week, if you would like, at a closed meeting of the Commission to comment on the effects that we expect to happen in the future. Why indoors? Because what we would share could then be used not for the benefit of the state.
ParlaMint-BG_2014-10-31.u181	Thank you, Mr. Porozhanov. Any other colleagues for speeches? I won't. We're closing the debate and moving on to the vote. Mr. Yanaki Stoilov made an offer. If you would please come in and explain in essence what you are proposing, whether the entire text of the Project for Decision and New Text is being removed or something else.
ParlaMint-BG_2014-10-31.u182	Mr. Chairman, Mr. Minister, ladies and gentlemen of the House, our proposal is for an alternative draft decision with one sentence. I'll say it again: He accepted for information the report of the Bulgarian National Bank, expressing disapproval of the actions of the Board of Directors of BNB on the Supervision of Corporate Commercial Bank. We have been discussing the report that the Bank has presented to us for several hours, and in the current Project for Decision, there is no relation to it anywhere. We note that this information is available to us. It has been of our attention and, at the same time, we express what is heard in various speeches, which also partly reflects the existing problem. Please first propose this draft of ours by the honourable Members. Thank you.
ParlaMint-BG_2014-10-31.u183	Mr. Stoilov, this is essentially a whole new Project for a solution, and in the phase we are in, editorial amendments and additions can be discussed. This is all new. Explain how you see the voting procedure, since it has not been the subject of discussion by the Temporary Commission and the latter does not propose it in the report which we are discussing today.
ParlaMint-BG_2014-10-31.u184	It is, Madam President, but we have numerous cases in practice,... [[Noise and disapproving lines from right and center.]] ... when in the course of the discussion this can be done as a reference, amendments, additions or alternative texts are proposed. I think that we are fully able to put this proposal to the vote because there were comments on it, even similar opinions sounded, while in the other project, unfortunately, we see inconvenient texts that send our wishes to ourselves for some future action. This is, in my opinion, the only appropriate action in your orders to put it to the vote and to the discretion of the MPs.
ParlaMint-BG_2014-10-31.u185	Mr. Stoilov, it follows that you formally propose to reject the draft decision in its several points, and this I will put to the vote as a matter of voting because the proposals for dropping specific points are put to the vote first. Then I'll suggest dropping point three and then we move on to editorial amendments and additions as they were made.
ParlaMint-BG_2014-10-31.u186	Okay, if that's your preference.
ParlaMint-BG_2014-10-31.u187	I put to the vote Mr. Stoilov's proposal for dropping the four points in the draft decision. We are voting for the motion to reject the four points of the draft decision on the Commission report. They voted 167 MPs: 39, against 110, abstention 18. The offer is not accepted. Please show the results in groups. [[Noise and lines, single applause to the right and center.]] I put to the vote Mr. Martin Dimitrov's proposal for dropping point three of the draft decision.
ParlaMint-BG_2014-10-31.u188	Are Ms. Menda Stoyanova and Martin Dimitrov's proposals different, or are they the same, so we know how to vote?
ParlaMint-BG_2014-10-31.u189	While I was participating in the meeting, Mr. Martin Dimitrov proposed. Now my fellow Vice-Presidents inform me that the same proposal has been supported by Mrs. Menda Stoyanova. Since both essentially lead to the same result, we are currently voting on this proposal for dropping point three initiated in time, I repeat, by Mrs. Martin Dimitrov, by Mrs. Menda Stoyanova, it is possible that someone else has joined. Abort the vote! Vote 158 MPs: for 151, against none, abstention 7. The motion is accepted. ) (a.k.a. 1 Mrs. Menda Stoyanova proposed as editorial amendments the point to sound like this: "1." The Council of Ministers should prepare and submit proposals for amendments to the National Assembly in full compliance with European Union law on banking law, including the Law on the Bulgarian National Bank, the Credit Institutions Act, the Law on Guarantee of Claims. Isn't that right, Mrs. Stoyanova?
ParlaMint-BG_2014-10-31.u190	And the deadline?
ParlaMint-BG_2014-10-31.u191	There is no proposed deadline here. [[BSP LB.]] You guys didn't do it. We're at the debate. We are at a time of vote and there is no way to include time limits to be timely or appropriate. I put the editorial proposal to the vote. 1, as proposed by Mrs. Menda Stoyanova. Vote 164 MPs: 130 against 33, abstention 1. The motion is accepted. Mrs. Stoyanova's proposal for editorial amendments to the item. 2 of the Project Decision, p. 2 to sound like this: The National Assembly to adopt legislative changes ensuring the immediate payment of guaranteed deposits under the conditions of European Union law. Voting mode. They voted 168 MPs: 133, against 17, abstention 18. The motion is accepted. The next proposal is t. Three down. This is already a fact with the decision adopted by the National Assembly. We're on our way to t. 4 which will become t. 3 on which no proposals for editorial amendments or additions have been received in the debates. I will remind the Members of the National Assembly: For the purpose of more effective protection of the public interest and the interest of the depositors in the Corporate Commercial Bank relating to the need to follow the shareholders and administrators of the Bank, as well as the related persons, operations with assets, property, financial instruments and cash transfers, it recommends to the Bulgarian National Bank to enter into a contract with an international legal person with experience in this field, including in the investigation and tracking of cash flows in the event of insolvency. Voting mode. Vote 162 MPs: 136, against 23, abstention 3. The motion is accepted. Now I propose that we vote on the solutions with the new editorials of the item. 1 and 2, and the renumbered item just voted on. 4 on the Project Decision. We are voting on the relevant points of the decision. There is a renumbering of the points due to the drop of one point, Mr. Iankov. Vote 168 MPs: 132 against 35, abstention 1. The motion is accepted. This has exhausted our work for today. The next regular plenary session is next Wednesday 5 November, at 9.00 p.m. I'm adjourning the plenary session.
