ParlaMint-BE_2017-03-29-54-commissie-ic635x.u1	It's time, we'll start the work.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u169	[[...]]
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u170	No. As I have done with the duty stations of the general practitioners, I try to see if they have the same method of work, not least from a budgetary point of view, but also at the level of very important elements, zoals of continuity van de dienstverlening. We have seen sentries that were open from 09:00 to 12:00 and from 14:00 to 16:00 and where the people before and after did not know what to do. We also want to know what is happening in the maisons médicales. We know there are little ones. There's really big ones. There are also those that are very close to each other. We want real transparency there. That's where a lot of money goes every year. We want this money to be well spent. As I have already said, I am talking about good governance, but also about the quality of service to patients. The latest report by the KCE on those maisons médicales dates back to 2008. It's a different situation now. It is certainly not my intention to reduce the number, but to know that the centres are being properly financed, but also to avoid over-financing. I also read that there will be funding from the provinces, from non-profit organisations, from certain municipalities and so on. I ask what happens to all these financial flows and how they relate to each other. This pamphlet of the Open Vld was not written by me, nor by one of my collaborators. I can assure you that they acted on their own initiative. This was confirmed by the president of the local Open Vld. It's a political war. This also exists in Menin. That's right. With regard to the opening and financing of a new medical home in Menin, it is true that my representative on the Insurance Committee informed me of a discussion and an opinion delivered at the meeting of the Committee on 20 March. I asked Mr. From Cock the minutes of this meeting to find out what was said in it. We didn't disapprove of the file. We simply said that complaints were also made to us by other Menin care providers, who told us about their concerns for patients, for patient care, for their free choice, for the quality of their treatment. Mrs Fonck, if I have any doubts about this, even if this situation is unprecedented, I am acting accordingly. That means I'm doing my job. He's the patient I need to protect. That's what I did. I took on my responsibilities. I knew the pamphlet. If I wanted to avoid difficulties, I wouldn't have. But I had doubts about the organization and development of the project. I took on my responsibilities. Nothing prevents that next time, it goes to the Insurance Committee. You say this is new, but it has already happened that, for lack of time at the end of the session, projects have been sent back to the next meeting. Nothing serious happened. I didn't write that pamphlet. I don't usually write pamphlets. I find that some of the points in it are not true about my policy. The leaders are the president and his entourage, who is not only from the Open Vld, we must say too. Some of these actors in health care are not part of the Open Vld training.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u171	Madam President, I am not going to enter the debate on this medical home. Minister, I hear your answer. You say it's an audit and he'll be independent. I assume you have initiated a public procurement procedure. I would like to know the company that was designated following this invitation to tender. As you do not specify the specific objectives of this audit, could you send me the special specifications to verify the purpose, the conditions, the deadlines? That would be the least way to ensure the transparency of the case. I took note of the delay between the decision-making date of the moratorium, i.e. December 2016, and the deadline of July 2017. It is clear that during this time, you realize an economy. Finally, I hear we're waiting for the results of an audit to find out if we're re-opening the tap. I hope that we will not limit the flow and that the aim is not to make closures. I therefore await the transmission to Parliament of the special specifications, the name of the designated company and the time limit within which it must work.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u172	Indeed, it would be interesting to have these elements. The date has changed but you don't know the new deadline?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u173	No, because it has fallen behind in the administration.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u174	Does not the specification provide for a maximum estimated duration in months?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u175	They didn't start until January.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u176	Minister, I do not mind that we are organizing an audit to ensure that the budget is properly used by medical homes. Je reviens sur ce tract: "New medical collaboration The Pyramid is a bad thing for Menen." Since you do not know very well what happened on this Insurance Committee, I will tell you. An agreement was reached between the members of the Insurance Committee. I repeat: it is your government commissioner who is in your office that I know, Mr Bert Winnen, who has indeed used a veto on a decision which has nevertheless followed the traditional procedure laid down by INAMI. You've made yourself the voice of local political debates. It's a denial of the Insurance Committee, a denial of the players of the Insurance Committee. This situation, for which I have a deep malaise, is unhealthy. You are creating an extremely challenging precedent for the governance of health care insurance. I repeat: this is a denial of the Insurance Committee. In practice, you impose your own decision based on political interests. You know as well as I do that health insurance normally works on a competent committee work which analyses the items in charge and in discharge in an objective and expert manner. In this case, the legal framework was respected. There was no obstacle to therapeutic freedom, neither the freedom to undertake nor that of the patient, since the commission had ruled unanimously. In addition, you allegedly use the patient's interest as a sex cache to defend partisan ideologies and interests. In my view, the approach to the communal elections must not be alien to that.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u177	Your accusations go too far! Your accusations are serious!
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u178	What happened is too serious! You implement a health care system with a decision by the prince or rather the princess. I assure you that what you are doing here, Minister, is a real slap on health care governance and on the Insurance Committee. This is a complete denial of these actors. It's never seen what you've done! It wasn't an end of meeting because we didn't have the time! This is unacceptable!
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u179	Madam President, I would like to say something. Mrs. Fonck here pretends that I wrote that leaflet and that I'm making my decision on the basis of that leaflet, through the government commissioner. None of that is true! Mrs. Fonck, take the charges you're making on you. I completely deny them. You say you know what happened there. Were you there? Were you there yourself? Then you should know. If you weren't there, and there's no report yet, you can't know that. I'm not taking your accusations, Mrs. Fonck. You may do politics here, you sit here to do politics, but it must remain a little intellectually honest. This is not the truth: I wanted to see the free choice of patients and the quality of care safeguarded. Whether it's called The Pyramid or The Totem pole, I don't care, but it's my job to tell the patients that there should be caution when there are complaints.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u180	Madam Minister, here I have the conclusion...
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u181	(...)
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u182	Minister, please let Ms. Fonck finish her speech.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u183	We're applying the rules. The last word is in parliament. Madam Minister, I have here the file which contains the agreement on lump sum payments for this medical home. He was unanimous. You didn't write the pamphlet. However, at this week's meeting – yes, I persist and sign – you clearly sent your representative a veto. The concomitance of these events...
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u184	That's enough!
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u185	This is the first time this has happened.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u186	That's Ms. Fonck's interpretation. You don't have to agree.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u187	So you followed a partisan line and did not respect the governance of health care insurance and the Insurance Committee. I think what's going on here is very serious.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u188	The attached questions Nos. 16556 by Mr Senesael and 16644 by Ms Van Camp, 16624 and 16625 by Mrs Jiroflée, 16645, 16646, 16647 by Ms Van Camp, 16648 and 16649 by Ms Van Camp, 16693 by Mrs Hufkens, 16709 by Ms Van Camp, 16737 by Mrs Fonck and 16846 by Mrs Dedry, 16721 by Mrs Fonck, 16722 by Mr Calomne and 17351 by Mrs Jadin, 16725 by Mr Verherstraeten and 16729 by Mr Crusinière, and 16767 by Mrs Fonck are transformed into written questions.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u189	Madam Chair, Minister, on June 23, 2016, the House adopted a motion for a resolution on the legality of the storage and transport of medicinal products for palliative use. I will not repeat here all the provisions of this resolution. They are included in the written question that has been communicated to you. Having said that, I had tabled an amendment containing a series of consensus recommendations, respecting the recommendations of the stakeholders on safety in the timely and adequate provision of the medicines and equipment concerned and the priority interest of the patients concerned. This amendment had the merit of bringing together a large number of actors and, in any case, all those involved in this matter. However, the majority had decided not to take into account these recommendations drawn up by the actors in the field directly aware of the problem. The Palliative Care Federations and representatives of the PDB met after the adoption of the resolution and prepared a proposal for a framework for the provision of exceptional use kits for palliative situations and palliative sedation to nurses of multidisciplinary palliative care support teams, alias support teams. Minister, have you been aware of this proposal for a framework? What do you think? Do you intend to implement the resolution adopted in June 2016? How long? How? Will you take into account the fruitful reflection carried out by the federations of palliative care and the representatives of pharmacists, in line with the recommendations that had been made by the federations, but also by pharmacists in collaboration with the mutuals?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u190	Minister, my question is the same. It is true that when our resolution was adopted, I was struck by the fact that the collective work of palliative care platforms and pharmacist representatives was not taken into account. After our work, they submitted to us a dozen proposals for frameworks to implement the measures planned or proposed. I would also like to know what you have put in place to put the resolution into practice while taking into account their proposals.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u191	Ladies, I have asked AFMPS to consult with professional organizations representing pharmacists to adapt the list of medicines and medical devices to be found at all times and in useful quantities in pharmacies, adding active substances for palliative care. This is Annex 2 of the Royal Decree of 21 January 2009 on the instruction of pharmacists. The list of palliative care supplements was proposed by the Belgian Pharmaceutical Association, after consultation with the Palliative Care Federations, to the Belgian Pharmacopoeia Commission. The latter is responsible for approving this list. The additions have been approved by this Commission and the new version of Schedule 2, including palliative care products, is currently being published by the AFMPS.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u192	Minister, I hope we can translate it. The minimum that can be expected is that such a work, carried out by the actors on the ground, which has brought together a full consensus, supervised by the Federal Evaluation Unit in Palliative Care, is translated, to the benefit of the patient, of the quality of care with something that directly fits into reality. I hope that will be the case.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u193	Madam Minister, of course I have the same hope. I think that we really need to take advantage of all these times when the actors are working together to reach conclusions through different places of intervention from the country's three regions. It is really worth integrating their work into the actions to be taken. You have asked the Federal Medicines Agency to contact us. What's the timing for the next one?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u194	I've been told they're being published. The work was done and the Commission approved the new version. They are taking steps for publication.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u195	So it's imminent. Thank you.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u196	Joined Questions No 16776 by Mr Hedebouw, No 16806 by Mrs Dedry and No 17209 by Mrs Van Hoof are referred to written questions as well as Questions No 16799 by Mrs Dedry, No 16824 by Mr Miller, No 16871 by Mrs Jadin and No 16874 by Mrs Jiroflée.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u197	Minister, as we know, proton therapy seems to be one of the important techniques to be used in cancer treatment. Projects have been developed in Charleroi, among others. It was the Walloon company IBA that won the market for the installation of this new centre. This company, the world's number one company, of which we can be particularly proud in Belgium, has been designated following a European call for tenders led by the four universities involved in this project, namely the ULB and the universities of Liège, Mons and Namur. This means that it is all the universities present in Wallonia, with the exception of Leuven even if there is a great rapprochement between Namur and Leuven. This project would have as its priority the search for new techniques in the treatment of cancers, to which would be added, but incidentally, therapeutic activity. The Walloon Region has planned to invest €47 million and the centre is expected to be operational by 2020. On 20 February, you expressed your willingness to recognise only one such centre in Belgium. It seems that as soon as next year, as the KUL, UCL and the University of Ghent will be opening their protontherapy centre at the Gasthuisberg University Hospital site, and that this project is more advanced in time, the Charleroi project may not have the approval granting reimbursement to patients who will be treated there. You can imagine that this could be a major disappointment for the partners of this project, for the Walloon Region and beyond, for Charleroi, who made every effort to have this centre set up on the campus of the Marie Curie Civil Hospital. In fact, there are several hospital sites concerned. Madam Minister, could you tell us specifically why only one centre could be recognised in Belgium? What would be the arguments in this regard? Should not the issue of geographical accessibility also be taken into account in this context? Is this caroloregian protontherapy centre in danger? Will he not receive the necessary accreditation for the reimbursement of patients who wish to be treated there?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u198	Madam President, honourable Member, these are two different centres. For the Gasthuisberg centre, five universities participated in its funding, without our intervention. The same firms as in Charleroi will start construction on April 28. The centre planned in Charleroi by Minister Marcourt, Minister of Economy and Scientific Research and not Health, will not be located in a hospital but at an industrial site in Charleroi. I did not imagine that it was intended to treat patients because there is no radiotherapy service while patients require supervision in the event of oedema or bleeding. It will be up to the minister to take responsibility. For my part, I announced an amount for this type of therapy and that a procedure was provided for patients who wished to benefit from this treatment. The amount allocated will enable them, through a convention, to benefit from these treatments in neighbouring countries. We note that few patients currently wish to have access to proton therapy, but this situation may change when further information becomes available. I have never been informed of Mr. Marcourt's goal with this centre. If you have more information, I invite you to share it. It is a scanner that will be installed by the Walloon Region as part of a Marshall Plan. I will ask Mr Prévot what he is planning as an indication and for whom this centre will be intended. This centre will be located in an industrial park, and it does not seem obvious to me for patients to be transported to such a place to pass an examination, where the head of service is an industrial engineer. I have a lot of questions to ask, I hope I will receive information in the coming weeks. In Flanders, it is not only Flemish universities, but also the UCL that is concerned. They have a financial plan. It's obvious that instead of sending our patients abroad, we're going to treat them here in this centre. All I'm saying is that the incidence is not so common in our country so we need more centres. If it is for research, it seems to me more understandable that it is in an industrial park. But that is not within my jurisdiction. I find this very well, I have always been in favour of medical research. That's what I can tell you right now. I'm waiting for information from your Minister of Economy, Mr. Massin. It does not seem obvious to me to send such fragile patients to an industrial park.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u199	Minister, I am particularly surprised at your answer. If you have read my question, you will have found that it is not in an industrial park, but on the campus of the Marie Curie Civil Hospital - which has just been inaugurated. It is practically the most modern care facility in Wallonia, which also works with the GHDC, which aims to build another site in the Charleroi region as part of the various hospital restructurings. So, don't come here to talk about an industrial park! That is not the case at all.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u200	That's what I read in the papers.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u201	Yes, but what I also read in the newspapers is that this project is focused on research. You mention five universities that join forces in Flanders to create a centre for protontherapy. These are four Walloon universities that work together to support a research centre. In addition, the Walloon Region provides financial resources. Beyond the research centre, there is also therapeutic activity. The fundamental question that arises, and I ask you on the basis of your statements, is whether people with cancer who would be receiving therapy on the hospital site and on the GHCD site will be able to benefit from the management by INAMI. In other words, will these patients be reimbursed? I am concerned about your press statements in this regard. In this case, the newspaper L'Echo is well informed. I am referring to your remarks that there would be only one approved centre for the whole of Belgium. This means that patients who would be treated in Charleroi, not Gasthuisberg, would not be reimbursed. Reimbursement would only be permitted if treatment was provided in the proton therapy centre of the latter university hospital. It's pretty clear.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u202	All I said was that, given the number of patients we have in Belgium who do not even reach a hundred people a year, a centre seems sufficient. If the Minister of the Economy and Scientific Research wants to install another for clear reasons for him, and having never had contact with me, at least we need to get some information from him, and have a discussion with him, to see if we want to have two centers to treat patients. It's obvious!
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u203	Minister, you know that this project to establish a protontherapy centre in Charleroi dates back to the time when Minister Demotte was Minister of Social Affairs and Public Health. Don't come here to say we don't know! You, perhaps, as a minister, but the services, and more particularly INAMI, are impossible. I'm telling you that the project began to emerge when Mr.Demotte was a minister, so it's been over ten years. Don't come now to say that you didn't know about it and that you've never been contacted.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u204	If we need ten years before the project develops, that's another situation.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u205	Minister, INAMI's services are well aware of this. When you receive a question, I suppose you are still speaking to the competent services, and therefore to the services of INAMI. Or INAMI is lying to you, and then I'd like to know. This is a care. You have to know what.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u206	What do you want from me? What do you want me to say now, knowing that I don't know the project, and I didn't even know where it was? I'm not used to taking the information, for such important files, in the newspapers.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u207	You're the one who made these statements.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u208	I ask you to ask your minister to inform me. That's all I'm asking.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u209	And your services, which are called INAMI, do not inform you.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u210	All I have said is the number of patients now counted in Belgium. A proton therapy center is enough. But since it's about research, as with other specialized scanners, there are programs in which patients are treated. That's all I'm saying. The first to be set up, due to various circumstances, will be in Gasthuisberg. It's true that we've been talking about it for ten years in the Marshall Plan in Wallonia. And now we've found the money. That's good. The funding is absolutely...
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u211	Here, it's the same thing. There's not a euro you're asking for. The only thing is to know if a patient, because incidentally he should be treated on the spot, can benefit from the INAMI reimbursement.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u212	To answer you, I need to know where this centre is and what team will be there to treat patients in case of complications. You think I'm gonna grant the refund like that? I don't have that naivety. I remember the discussions with Mr Demotte as well.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u213	I don't think so.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u214	I was also on his commission at the time, as was Mr. Flahaux.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u215	I think the minister's answer is clear even if it does not satisfy you.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u216	But come and say we don't know, it's still amazing.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u217	The approach to be taken is contained in the Minister's response.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u218	Question No 16893 by Mrs Caroline Cassart-Mailleux is transformed into a written question, as is question No 16911 by Mrs Anne Dedry.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u219	Minister, this Tuesday, February 28, 2017, the European Commission made a new proposal to the Member States on the criteria for the identification of endocrine disruptors related to their toxicity to human health. Again, the European Commission has failed to convince a majority of Member States on these proposals which have been considered too lax. Minister, what was the precise content of the European Commission's proposals? What was Belgium's position and on what basis? Finally, what is the timing and what are the new tasks entrusted to the European Commission?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u220	Gerkens, at the meeting on 28 February 2017, the European Commission did not come with new proposals. The text just included the changes made during the December meeting, but these changes had not already resulted in a qualified majority in December. During the meeting, the Commission explained some points concerning the procedure and interpretation of the text and two amendments were made to the text: firstly, to make the revision clause more concrete in terms of action for the Commission and, secondly, to clarify the scope and exclusion of an intentional endocrine mode of action and to move the paragraph in order to separate it from the explanatory elements of the criteria but still in the annex. For Belgium, the paragraph concerning an exclusion from an intentional mode of action does not fall within the scope of the identification criteria but rather within the scope of the regulatory measures. It may be appropriate to allow certain substances whose mode of action targets the endocrine system of target organisms, but their authorization must be subject to certain conditions. The European Commission has scheduled a further meeting on 7 April on this paragraph, which is a problem for several Member States, but only in the presence of biocidal experts. No date has been set for plant protection products. The file is very complicated but it is progressing. However, until we all agree, there is no agreement. The file is moving in the right direction, contrary to what was happening before.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u221	Indeed, we have already discussed it here and I wanted to know the new elements of the file. I would therefore like to thank you for that clarification. We'll have more items after April 7th.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u222	Question No 17050 by Mrs Yoleen Van Camp and question No 17090 by Mr Daniel Senesael are transformed into written questions.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u223	Madam President, Madam Minister, every day the press reveals, to the general astonishment of the citizens, the extremely generous revenues granted by public agents in many public and parastatal structures. Thus, we learned that in the hospitals of the ISPPC (Intercommunal Public Health of the country of Charleroi), the Director General received the remuneration of 334,872 euros gross per year. It's too bad Mr. Massin left. It is not a question of Mr Massin, but of a socialist mayor of the Charleroi region. Of course, my concern is not to make populism properly. Too much. However, may I ask you whether such structures exist in other countries? What wages are paid to their incumbents? Are they also Pharaohic? Minister, I will not limit my criticism to members of the opposition parties alone. I also exclude Ecolo, who is not in this situation, I would like to say so. The way in which our institutions operate and the powers that flow from them concern almost all parties. However, minister, can you tell us how much of this income, which is very generous to many administrators, represents in hospital budgets, which often have budgetary difficulties? Can you tell us the proportion of deficits that a more measured remuneration policy could compensate for, for the benefit of all? At a time when, in order to save our social protection system, the rigorous management policy you are pursuing is necessary, how do you respond to those who, in the opposition, cry out for orfray while colleagues from their parties who sit on these boards earn hundreds of thousands of euros? Madam Minister, how do you act or intend to act, in order to restore order in the remunerations, but also in the composition of the boards of directors of the hospital services, so that the money of the Belgian workers' social contributions goes to their social security cover and not to the creation of substantial assets for certain directors? Since the intercommunals are under the authority of the Regions, have you had encouraging contacts with regard to the rapid and complete implementation of a cadastre of mandates and remunerations in the intercommunal hospitals and its transmission to your services?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u224	Madam President, my colleague, the remuneration of the management and the members of the board of directors of a hospital is supposed to be covered by the budget subpart B1 of the budget of the financial resources (BMF). This subpart covers on a flat-rate basis the costs of administering a hospital. This is the rule. However, it is impossible to conclude accounting data, which is available to the Public Health FPS, what amounts are spent and to which part of the hospital administration. This means that no specific information is available on the remuneration of individual members of management or management boards. I don't know the case well, but it's complicated. Indeed, I do not think that the allocation of such amounts is possible with the B1.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u225	These are own funds in my opinion.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u226	Other funds will be taken into account. I know a little about hospital financing. The amounts I know through the press are not compatible with the B1. There are other sources of compensation for such an amount. But that is not within my jurisdiction.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u227	As is the case with many specialist doctors, there are sometimes over-payments to attract doctors, but this is done on own funds.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u228	In any case, what seems extremely interesting to me in what you're saying is that normally B1 should be enough to pay the general manager of a hospital. Secondly, we have obviously taken money – I did not say illegally, but morally, we can discuss – in other posts to achieve this. A salary that is x times that of the Speaker of Parliament or the Prime Ministers, is still a little surprising. That's the least we can say!
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u229	I can say I was also surprised.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u230	Yes, sometimes there are amazing things!
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u231	Question No 17119 by Mr Raoul Hedebouw is transformed into a written question. Questions 17120, 17129, 17151 by Miss Yoleen Van Camp are transformed into written questions. Question No 17133 by Mrs Catherine Fonck is transformed into a written question.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u232	Madam President, a recent article mentioned that the increased use of generic medicines would save INAMI EUR 150 million and patients EUR 55 million. You yourself have supported this policy, particularly in the context of the agreement with pharmaceutical laboratories. Belgium lags behind its neighbours, but is still increasing from 24 to 30 per cent in the consumption of these drugs. Can you tell us whether this development has become even more pronounced since your drug policy was put in place? Are pharmaceutical laboratories playing a full part in this evolution? What arguments do they make to justify their possible reluctance? What actions are you putting in place to facilitate this transition? Patients still have concerns about the safety and similarity of generic drugs compared to the originals. How do you act or intend to act to dispel the fears of patients who often, for fear of bad reactions, prefer their pharmacist to give them the original medicines?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u233	Mr.Flahaux, regarding my policy, in 2016, 53% of drugs with the cheapest status were prescribed by doctors. This has created a competitive dynamic between pharmaceutical companies with a view to lowering prices. This resulted in a savings of 30 million in 2015. This downward price review mechanism – as on the Stock Exchange! - continues. That's good. We have therefore asked to prescribe more medicines that are cheaper. However, it is important to make it clear that these are not necessarily generics. In fact, originals are also found in the cheapest drawers. Every time a drug gets its price down, competitors also know it and will do the same, taking into account the profile of doctors. We witnessed such a phenomenon when Minister Vandenbroucke had developed a mechanism to promote generics. But in this case, it is also the originals that are concerned. It's good for the patient. It is therefore foolish to ask for further prescriptions, because then the refund will be lower. The patient will pay a lot more because he wants a more expensive medicine. In Belgium, regardless of the price of a drug, the quality remains the same. I'm also thinking about bioavailability. We discussed it 20 years ago. Mrs Gerkens, this is not rejuvenating us! This had started badly at the time, since it was then referred to as "white products" – which damaged the reputation of the medicines concerned. So far, it's been growing every year. Perhaps thanks to the measures taken to reduce the price of medicines. When I started, it was a problem. Cost-effective solutions were found with the voluntary assistance of dentists and physicians. And we had no problem.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u234	Personally, I am very supportive of generic drugs. It is the responsibility of the public authorities to encourage them. Some laboratories already have enough sugar. However, there was this famous story in France, where it appeared that the Servier laboratories were also on the generics review board. As a result, people today have doubts about some generics. Anything that can be done to comfort what you just said is in the right direction. That's the first point. The reduction in the price of some originals is also a good thing. But if I can afford a suggestion... we'll have in a few days an increase in the price of some antibiotics and nasal sprays. It would be interesting to see in the consumer price index what the increase in the drugs we have talked about today represents, on the one hand, and what the decrease in generics represents. It should be considered whether the overall weight of the consumer price index is actually increasing or decreasing. Many articles are published on the subject of increases, but I think it would also be interesting to have an overall study not only of the decreases but of what they represent.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u235	At the request of Mrs Özen, excused for medical reasons, I agreed to postpone her question No 17238. Questions No 17248 by Mrs Jiroflée and No 17318 by Mrs Temmerman are transformed into written questions. On the basis of agenda item 110, further requests could be made to defer its questions. Joined Questions No 17332 by Mr Calomne and No 17549 by Mrs Heeren are postponed.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u236	Madam President, Minister, the use and reputation of geisha balls to help women rejuvenate their perineum is no longer to be demonstrated. Indeed, this system helps women who come to give birth or who are victims of constipation or face menopause. Women who have had difficult deliveries can also experience this tissue relaxation problem over time. Sexologists, gynaecologists and kines use this instrument to help their patients regain their tonicity, support internal organs and combat incontinence problems. In France, this object is reimbursed by social security but not by us. Minister, is it conceivable that the purchase of such an object, for medical purposes, will be taken over by the INAMI? How many women are affected by this muscle relaxation in Belgium? How much would the cost of this measure be? Is it sustainable for the social security budget?
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u237	Madam Chair, Member of Parliament, your question is about women's privacy.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u238	This proves that I am interested in women!
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u239	Certainly! Women may face perineum problems following childbirth, menopause or other reasons. On the other hand, INAMI does not have detailed data on the number of women suffering from muscle relaxation of the perineum. Although in France, geisha balls, also known as Ben Wa balls, are reimbursed, a search in the PubMed database refers only to a study. A Conservative treatment of stress incontinence with Geisha balls by Glavind was published in 2001 in the International Urogynecology Journal and Pelvic Floor Dysfunction. The study only describes the case of six patients – albeit few – who have had therapy using these types of balls. Thus, there is little scientific evidence available that can justify reimbursement of geisha balls by INAMI. Now, my collaborator tells me that we can buy these geisha balls for twelve euros. It's not an insurmountable amount. Nevertheless, the most effective method to drive the perineum muscle is Kegel's exercise. Where appropriate, medicine may prescribe such exercises which consist of alternating contractions and relaxations of the muscles that form the pelvic floor or perineum. Exercise is to be repeated several times a day for a few minutes. From a few weeks on, Kegel's exercise leads to a perineum that increases urine loss and improves sexual life. There, one can prescribe sessions in physiotherapists, but it must be said that they are physiotherapists specialized in this field because in fact, one has to put Kegel in the vagina and then the woman has to contract. The physiotherapist then sees the magnitude of these contractions. The patient has to do the exercise at home. But if, for these exercises, she wants to buy geisha balls, my collaborator tells me that their price is twelve euros.
ParlaMint-BE_2017-03-29-54-commissie-ic635x.u240	Thank you for your answer. I am glad to have put it down, because it is not just women who need to be interested in men, but reciprocalness should also exist. I never had to buy Geisha balls and I don't know the price. You're teaching me. After all, many more things are paid back in pharmacies than that. I understand that this is not the priority. As a result, I have a positive record of your response.
