ParlaMint-IS_2019-04-01-87.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2019-04-01-87.u80	President. Thank you. A senator's speech is excellent, but she does not have much to do with it. Yet, I would like to have a place to say. A senator for a word about the same money policy and then pointed it out. A senator with whom we've had a discussion in the past winter at the council, where we were discussing a financial success report. Hv. A senator, if I correctly understood him, said that he was sorry that there were no changes to make when it came to money policy. Now I'm beginning to suspect that there's a why. A senator would refer to his ideas that we would pick up a coin other than an Icelandic crown. In fact, in the past winter, I felt a slight symptom in some people who participated in the discussion of various suggestions on money policy that we were not discussing the report, or at least some who participated in it, but just the wish that it was not yet discussed, that there was somehow to be another coin. In fact, it is said that the Office is not only allowed by the Minister's approval to declare the ambiguous aims of inflation, but also, by permission of the president: The National Bank is authorized by the Minister's approval to declare the objective of the Icelandic crown to foreign currency. I'd like to ask you what. A senator whether he cannot see in the bill listed here to change the emphasis on money policy, even though it may not be the emphasis. A senator believes that there is only a change in money policy.
ParlaMint-IS_2019-04-01-87.u81	Mr. President. Thank you. A senator resists. It is not surprising that I want to discuss money policy and changes in it. I'm a member of a category that approves of a currency that some outside of our beloved island would want to touch on and be a global currency. During the winter discussion of the changed order to money policy, it was keyly left outside the program. But that doesn't change the fact that I don't have any faith in the long - term gross currency we make. I believe that in 100 years of sovereignty, we have emptied all the reserves there is a possibility of using and some more than once, even more than twice. However, regarding the question of whether this was a change in money policy - if so. A senator wants to be in the hall to listen to the answer - that is not the case. I asked about this when the Economic and Business Committee received a premeditation on the case and found the answer that this warrant is present in the current penalty law on the Federal Bank. When I first held this sentence, I thought that it was possible to change, or expand, the devices that the Scrollman had into a money policy but was expressed that it was not, it was merely a warrant which is already in the law and make sure that they were in just one of the same articles, i.e. with regard to the steady prices or the absolute aims of inflation, and again some absolute objective or set of values. So this is no change from current law. It's only been moved, as far as I'm concerned, this warrant.
ParlaMint-IS_2019-04-01-87.u82	Mr. President. I want to thank you at the beginning of my speech. Prehistoric prime minister and putting forth such a fine effort. I think it's very important, especially especially, as shown in the Supreme Court case. Prime Minister, following a report of the money conference committee and the tips there. They are addressed to many on the bill. There may be primarily one thing that I especially want to do about the discussion and the expected work at the moment. The Economic and Business Committee. Now that we combine these two institutions and actually move the FPA into the Federal Bank, the nature of the matter must be a pretty solid firewall between financial security in there and the traditional bank activity under which it has been established. It is important to maintain the credibility of this immensely important institution. I believe the harmony is very sensible, to create one strong organization in our small economy that handles these matters. But there can be no doubt about the other, that between the two key factors in this case are not easy transportation, let's say. As noted in a few cases a few years ago. Senators are very important to be careful with this case, and I'm prepared to assume that there is good work on a financial and business committee. The committee has an excellent time, right to spring, to finish this case and to seek the opinion that is needed. I trust each other. Named fine for that. As we have also seen, the case follows a large legal bill that can be called a bandorm according to what I understand, but it is a bandworm on a number of teams and needs to be followed. They make changes in 30 law columns. I look forward to dealing with this situation at a time. A committee who wanted to share these views.
ParlaMint-IS_2019-04-01-87.u83	Mr. President. First, I want to celebrate the fact that we are about to begin a new overall legislation on Iceland's Federal Bank and the UN, although of course, various viewpoints are involved. I also want to thank you very much for the way it has been done. I think it's safe to say it's at least not very many examples of a Minister, in this case of prime minister, ensuring that consultation was done in such a thorough manner with the Commission committee to cover the mountain, in this case of the Economic and Business Committee, where a task force on the bill's contract has established two times, just before the bill was fully developed, and then at the time when it entered a government consultation mystery. I think that's an example for me. I think it's right to be thanked. It makes it easier for us who are sitting on the economy and business board. So even if it was only for that reason, it would be right to address 1st. And say, I would that there were many others that would receive the highest. The prime minister is exemplary in this regard.
ParlaMint-IS_2019-04-01-87.u84	...go on.
ParlaMint-IS_2019-04-01-87.u85	Yeah, I use every chance I get. It is clear, however, that this is a vast bill. It's a bill that really matters, so I'm surprised that there are no more in the audience. There's only any senators here, except for the highest. President, and here comes one more officer of the board into the hall. It's fine. It's important when we talk about the same sizeable bill. Of course, we're in union with the Federal Bank and the SEC, walking through the bill unchanged, creating an amazingly powerful institution. The bill expects a measure of power distribution and an open process when it comes to making decisions that meet human anxieties, such as smaller ones, that always have a slightly faster heartbeat when institutions with vast power in Icelandic society are introduced. I think that what's going on in this regard is fine. I, however, glanced at the wording, which, unfortunately, were not too many. I just want to draw attention to the fact that on the one hand most people are aware that this is mainly taking a very successful step. The main concern may be to determine whether it is wise to unite the SEC and the Federal Bank in all respects and whether business management should operate independently and remain independent of the Penitentiary. Perhaps we can do so even more independent than have it in the Secret Bank to achieve, for example. Homing the target. I think it's a view that we're looking at on a financial and business committee that needs to be considered and evaluated. In recent years, I have spoken very extensively about the lack of clean work and the unity of the Navy and the SEC with a man and a mouse. I still feel that way, but I notice indications, including... From business agencies, financial companies, and the organizations of professional life, which may be the most critical of the narratives received. One of the factors that matter when we establish a new Secret Bank, I think it is safe to talk about, as it were, a new and powerful Sensitors, a prominent Secret Bank, to make sure that together the bank's governance systems work in such a way that it all works. In this regard, it is important that not one bank manager but three bank managers in the area of money, financial stability, and financial control. Of course, they will create an objection to the bank manager himself as well as to outsiders on various committees, such as financial espionage and money conferences. All this matters. The material discussion is conducted here after the work that awaits us on a financial and business committee, and then there is a set of steps to take in a detailed material discussion on the basis of the work being made up of the committee. I can't help it, finally pointing out that the appointment time for the current bank manager expires August 20th. The job of the bank manager has been advertised. It's about the highest. Prime Minister to appoint a qualified individual for the next five years, most likely ten years. This is not a minor decision, for even if we thus walk from law on the Federal Bank, the kind of person that we choose for this work is important. We are in some way reaching a future policy, not just in terms of money or economic matters, but in a tone of the type of government that will be fired in the coming years of the bank and whether government officials are expected to be moderate, moderate, and fair in their jobs. Therefore, it is important that we not only select someone with understanding and knowledge of economic matters but who has the ability to understand and perceive the impact of the bank's decisions on individual matters, whether in interest of interest or otherwise, on the everyday lives of individuals and businesses. It's important that we go to the office with a bank manager who not only has the opportunity to speak Iceland's language in foreign fields and to protect our interests, but also, I know the highest. The prime minister emphasizes, has the ability to discuss complex matters in a simple, understandable way, and content in general with the public about the money policy, about the Secret Bank, and, in addition, with understanding of everyone's role, regardless of the role of the bank. I can't help saying that it would be worse if a new bank manager had even participated in the business, starting and running a business. This may not be the requirement of a new bank manager, but I am convinced that little more is the understanding of people than having participated in a general labour market and even being involved in breaking new jobs. I'm glad the bill's out. I can't wait to deal with it on the Economic and Business Committee. I reiterate my gratitude to the project and to the Supreme Director. Prime Minister. It is exemplary in the way things were done and, as I told you earlier, helps us to do our afterlife.
ParlaMint-IS_2019-04-01-87.u86	V.E.G. President. I wouldn't vote any more, I think, than to be able to agree with the last speaker, huh? paritaprevir Óli Björn Kárason, about most of what he said. True, it was nice to hear him advertise someone from the government position, and of course you got to get up here. [[Laughter at the Hall of Congress.]] I can totally agree with him that I'm sure this preparatory work has been very good. So it happened that I was sitting as a lip count one of these promotional meetings that was held in the Economic and Business Committee on this matter. But because of the length of the process and the number of people that have already accomplished it, I must admit that the results really disappoint me. In particular, what marks what I'm talking about right now is a recent event and the recent meeting of a administrative and monitoring committee in which the current bank manager and bank manager were sitting. for answers. I have to admit that among the things that concerned me at that meeting, it was that the bank manager and the bank manager spoke completely of the situation there. You're absolutely right. paritaprevir Óli Björn Kárason noted earlier: It is important who appoints the office of the bank manager, who is extremely powerful. In itself, the bank manager has no manager except the highest authority. Prime Minister. I'm not saying it's bad. But the bank council is there merely to adviser and follow and bank manager - whoever it is, so that you don't think I'm harassing the person who is sitting right now -- just playing loose for ten years, or five, twice five. I'm a little worried about this. I also worry that there will be three vice presidents with him, and one is the one who's supposed to be keeping an eye on the Secret Bank itself. He's the manager of the bank. I don't see this rotten thing. I'm sorry. At this meeting that I was sitting on the Board and Control Committee the other day, this is exactly the point. It seemed that the role of the Federal Bureau of Economic Affairs, in part or in all, was at home in the Federal Bank. I'll be happy to admit that a few years ago I was on my own that the SEC should be inside the Secret Bank - to promote it, etc. But now, especially in the light of some of the events that have happened, I can't quite see how the SEC works, e.g. to monitor what happens in the Federal Bank itself. Then there's another one I notice. It's about to create a 300-man institution. I don't know if the staff of the U.S. Penitentiary are 300,000. I'm not sure. But that's the size ratio in between. This will be a huge organization of 300 people, with the largest government institutions, outside hospitals and stuff. There's supposed to be a lot of governments and advice. There will be seven bank councils and seven people on the money board, and all of this is to be an assistant bank manager or vice bank manager. I have to admit that, quickly, I don't quite see how all this equipment, this big machine, should be able to work ◯smagnably, as you say. Then, of all disappointments, the natural greatest disappointment. This bill here is a nonprofit policy - which has not worked since 1995. It's still to be extended. We're taking up all rights on the Bank of Iceland and we don't make any changes in money policy. What a disappointment! It's something like a dog. The Economic and Business Committee must be looking. She must also consider the warnings not only that I but also others have stated that the Federal Guard as a whole enters the Secret Bank. I really hope so, and I'm counting on it. The committee gives careful consideration to this matter. It was said earlier that she had plenty of time to do the work. I don't agree with that. It's half a month, this month at the council, and then May. They'll call for reviews and call for visitors, etc. I don't think this is much of a time for this work. I'm sorry, I don't see it. There may be one option, but I don't think this time is enough. This bill comes in here for 15 minutes to three, as you say, just before the deadline expires, so it doesn't have to be taken by variations. I would have preferred that this bill had been entered at the latest soon after a New Year's Eve. Men would thus have had a good time at the Committee to review it. And for this very brief period of time, the person here admits that he has not given out this bill. Rather, it's just the big things I listed now that I wanted to promote because I think they're really serious. So I'll witness again to my wonderful coal, last speaker, why. paritaprevir Óli Kárason Kállson, he said, "It's really important how we choose as bank manager. That is exactly right, but those words crystallize what this work is, according to this bill, enormously powerful. In itself, it would have been possible to say that the bank council role was changed, so that there would be some government to which the bank manager answered because recent events must be acknowledged to the highest level. Like a hot potato, the prime minister and the Society's bank council have thrown between them. Neither has been stopped and held for a long time. Then you say, "Are we in the same situation? Are we expecting this to go on? If something happens - of course, we don't want it to happen - how on the bank council or the manager of the prospective bank manager, who is the vice president of the SEC, to be able to wave some feds for a moment? As far as I can see, we're with the same OCEAN vision. We have the same structure. Again, I say that I am deeply disappointed and deeply worried. Although it's boring to be negative, you sometimes have to be negative, especially because, as I say, you've probably done a lot of work in this document and all the preparations. I just ask, " What were men doing all this time if these matters were to be taken up in whole terms of criticism? ' Has the money policy been introduced? Not only have there been criticism of the money policy, both from highly respected economists and some generals, but it has been pointed out the need to expand and increase the information, the resources the bank might have in order that economics are in the more economic situation than they have ever been. I still insist, so I just mention one decision, that when I said from that chair in 2015 that it should reduce the control interest by 2% there and then I am quite convinced that history from that time to day dato has told us that it had been the right decision. It was at the last big bargain. But now, four years later, with the same percentage of control rate as she was before 2015's last bargains, she beats her breasts. I think most people would agree that interest here is at the root of a lot of evil. It is not surprising that the most powerful part of the labor movement has come up to negotiate now and that the government is to change interest here, to take out the price insurance, anyway. Everyone sees that if there's a substantial decrease in interest, it would allow companies to pay higher wages because they're killing companies as well as the public with interest. And I think it has even been shown, perhaps not directly but indirectly, that by reducing interest here, more modest demands could be made on the labor movement. The general public is as pitiable as anyone else because of the interest factor involved here. If we're going to find a similar trail, I think it's only near the dock in New York, where people have ball hammers in their pocket and loan people under the table. But in civilized society this growth level cannot be found. Nowhere I know about, anyways, near us. It's these things that I'm giving a lot of notice about this bill and that I'm disappointed in. I sure hope so. A financial and business committee made good use of the time she's getting. I hope indeed, too, for I do not doubt that the committee will listen and take it into account. This bill's approval is naturally important to a long future, and I just don't see that we're putting up with the same money policy five or two times five years into the future. I'm not quite seeing it yet. I just hope that the committee will take this matter very seriously and be very careful with it and that we will get a better bill in here after the committee has handled it.
ParlaMint-IS_2019-04-01-87.u87	President. Thank you. A senator's speech he gave here. It's a pleasure to hear that. A senator finds it boring to be negative. I'm even thinking about helping him to have more fun, helping him to be a little more positive about this bill. I came up here where it was. A senator spoke of a meeting at the moment. Board of Directors and Control Committee. There were ways that I could not understand better than that even I could have had. A senator to change his mind or at least to think differently about these things. I also sat this meeting, and I couldn't understand the guests at that meeting differently, when it came to this bill, but that there was a lot of speculation and a warning that it would be done like this or gay and that it would need to be taken care of this and the other things together. She's a big one. No matter where people would see this, they would also be very positive in parks, with special features, even to the count of the eve of the eve of an end. That, in turn, would be a great measure of caution and a wall of restoration between individual departments would be able to measure the weightier defects. That's what I'm talking about. A senator disagrees with me about this interpretation - all in a more positive way than his negative interpretation? Because he finds negative, there is now a chance that he could have a little fun.
ParlaMint-IS_2019-04-01-87.u88	V.E.G. President. I'm gonna do what. A senator disappointed in the fact that I still have the same negative attitude as before he started his case. But I thank him very much for the counter, which was very good. Sure, we had the same meeting. It's just like when people witness a crime, they don't usually tell the same story if they're more than one or two. I couldn't better hear those who came to this committee meeting than that they were in themselves in a very similar place, and I've been myself, that they had been swinging. I admitted earlier that I had certainly been swinging. Yes, indeed, very much, as I said at the outset, I felt that it was not only good but even necessary to get SEC in there. But for further thought - so I don't talk about after what's been going on right now around the Secret Bank, which I honestly find to be quite serious. I have to admit it. That is why I also feel gravely committed to the fact that only a few humans are committed to great power. They go on a journey that they are repeatedly warned of by the fittest. But in the strength of having that power, they continue. And God knows where, for example. the case that was discussed the other day in the management and monitoring committee end up. Does this end up in gross damage charges against the State? We don't know yet. I hope it won't be. But that doesn't make any difference to me about the seriousness of the situation. By means of all the power humans had, they could act like this. Also, if financial monitoring is added, natural sources and increased power are also being obtained from time to time. [[The president calls.]] So I'm still just as negative, Mr. President, unfortunately.
ParlaMint-IS_2019-04-01-87.u89	President. I'm not going to be such a wise guy to be able to turn negative. A two - minute - a - minute - answer - I was not necessarily thinking positively. An important candidate, though important, maintains the positive that could be heard at meetings. Administrative and surveillance committee, which is what happens. A senator came in. [[You're powerful.]] I couldn't understand him here in his speech, as if he, as confirmed in answer, but that even there had been a reversal of his stand and he had been shocked. Today, meetings that are open are simply possible to watch. We do not have to wonder if there was a positive attitude there or not. It will likely provide a review of the bill in case of an issue. Named. Even so, I wanted to draw it up here because I felt that it was a struggle for me to do so. A senator's view of the view that it presented was completely negative. I specifically asked about the bill at the requested meeting whole, if everything was to be taken care of, all the warnings there, whether it was a good step or not. I could not understand the answers different from that, at least for the guests, the willingness to take this step if - again -- all precautions, firewalls, resurrected, etc.
ParlaMint-IS_2019-04-01-87.u90	V.E.G. President. You're right. A senator says, it's so good at an open meeting that then the whole thing is on a rope. It would be worth one Mass that me and my friends would just sit down and watch the meeting again to recall the experience. [[Up front.]] I reiterate that I felt at the words of a few people there, as I said before, that they were in a place like me, they were kind of sitting on a fence, and they were a little wondering about this. Yes, they would have been positive that this would be done. This would be a source of strength, just as I said earlier, but then they might have cooled off only as they traveled and drew close to this meeting. Without me saying that my experience in this meeting is better than that. Still, the senator was what I felt about hearing all these encounters with people who came there, that there were skeptics there to carry out this union, as this is assumed. Perhaps we should balance it out just by sitting with some pop and soda or lobster soup, which would be on the house then, and going over this matter again. [[Lobster soup.]] But seriously, that's how I think this is the big step we're taking, and it's got a long footprint and a long way into the future that I think we have to be careful as much as possible with it.
ParlaMint-IS_2019-04-01-87.u91	Mr. President. I'm not going to extend the discussion much, but I'd like to thank them. Councilmen here have spoken. A red thread can be traced through the word of all of them, i.e. Yeah. Councilmen express concern that this should not lead to overcompression of power. I agree with that view. Therefore, we make a very clear distinction between the three different stings of the bank. We also place increased emphasis on transparency in the activities of the Federal Bank. It has been said of the practice of gambling banks that depositors are much better the fewer people who understand them. That's the logic of the past. Secular banks are to operate in a clear direction. Sentencing banks are supposed to have a conversation with the public about money policy, financial status, on their legal role. And part of what we do are these changed tactics, which I think work against exactly what we're doing. Councilmen are concerned about, which is too much to add to power. According to that, I can agree with what has been said here. I think, for example. At the right time. The Economic and Business Committee, which has had an open meeting with a money policy committee, should also have open meetings with a financier committee and that the Committee can also have closed meetings if more convenient to discuss individual topics. Of course, this is one of the most important tasks. The Economic and Business Committee here at the council. A few of them. Councilmen have specifically discussed the orders of the bank council. We do not place any special qualifications on those chosen by the Council of Banks. Rather, we place confidence in the council that it depends on choosing a good bank council to fulfill the role it is intended to perform, which is to monitor the function of the bank. I myself do not necessarily believe that it would be best to have, for example. Seven economists to the bank. It may be very good to have economists, and it may be very good to have lawyers. In the current banking board, a systems analyst may not be a bad idea when we see all the technological changes that are taking place in the financial world, in payment services, and so forth. But to have said this, that we cannot necessarily determine in the law what education is most important to having in the bank council, the responsibility of the General Assembly is, of course, great in choosing a bank council that meets the role of monitoring the legality of the Council. I must say that in the light of words why. Sæmundsson And now I'm celebrating his date. paritaprevir Sir Kolbeinn Óttarsson Proppé has decided here tonight - but he made a comment on the subject that was being discussed at an open meeting of the moment. The Commission and the Commission, that is why I requested a report from the bank council. I've got that report. As a result, I have requested more information from the Federal Bank, so the name potato is not traveling between me and the Board of Banks. The Board of Banks has finished its work and has produced its report. It revealed much, as I'm sure we would have. A senator agrees, and as a result, I have requested further information from the National Bank on details of this report and how the bank will follow closely what the bank will suggest until then. If we follow the law and, at the same time, have said it, it is important that we perform it in this way, I believe this will fulfill the conditions as well. A senator mentions. Hv. Councilmen have considered only the decision to suggest that the SEC completes its entry into the Federal Bank. It has been suggested that certain cases are found in the Secret Bank, i.e. The government's loan, hailing the SEC. Then, first of all, I'd like to say that it is, of course, the financial Ministry's decision at any given time where the government's loans are at home, but at the same time it is considered fairly detailed in a report that at the development of its organization on the Secret Bank proposed on the bill, these factors, of course, have been observed, of course. building these firewalls, identifying the role of the vice bank manager of each field. They sought, as is said here, to ensure the distribution of power in the organization, which, in addition to the rules of the bank's work, could ensure adequate independence between these activities. In this way a decision to monitor matters is made entirely by a financial Commission and can only be given the authority to the financial security bank manager on matters that are considered to be unsupervised. So we believe it's quite clear in the law. Also, we'd like to point out that after challenging the idea, as I mentioned earlier, that separateing the activities of the SEC into private care and business care was our firm belief that we would actually lose a measure of harmony to have these factors together. With this party, we feel that we are building specific firewalls. I totally understand why. Senators here who are concerned that the Agency has become big, big, but at the same time I think we're getting much more out of a united institution. It would not have been successful to tear down the FDA, unite parts of it into the Huns Bank, and leave business departments alone. I think we have this opportunity to ensure a certain distribution of power. I believe we have the opportunity to create a much greater transparency around the decisions made in economic and money policy. I hear the disappointments of some people. Councilmen who come from different directions show that we are based on the money policy that has been in the past few years, and as a result, I thank you for my words. Chairman of the Economic and Business Committee. We've tried hard to get into this process. I realize that this has been working relatively fast, but I'm not sure that fast is necessarily bad. Fast can only be good as long as people take enough time to do what is right. And I believe that the council and the committee will have plenty of time to take care of the situation and take care of it with the strength needed to get it done before Congress ends. Various people have also discussed the big decision that is faced by the order of a new bank manager. I'm not gonna discuss it here. I just want to say, as I said earlier in my speech, that it was a very positive step taken ten years ago when a panel of professionals made specific suggestions for a minister on the order of the bank manager. At the same time, it can be a difficult cup for anyone serving as minister to choose between qualified individuals. I think it's very important that there's also a good job there. I want to reiterate it, because people only discuss the time difference, that the appointment period for the bank manager expires in August, but these laws go into effect, if they become law in us, on January 1, 2020, that it is, of course, that all who apply for this office are fully aware of the changes in the water and are fully aware of the site beyond the union. That's what I want to thank you for. Councilmen for good comments and many individuals who were very understandable in big matters, but they also relied on trouble. A financial and business committee is taking the time they need to be careful. Hopefully, we have made a success of the presentation that has already been made, and we are, of course, ready to have a conversation with the committee at the late stage of this case about anything that may arise.
ParlaMint-IS_2019-04-01-87.u92	A respectable president. I recommend a bill to compromise the law on various laws because of the integration of Iceland's Federal Bank and the SEC. The bill suggests a change to a total of 30 laws. These are the necessary changes because of the cohesion of Iceland's Secret Bank and the SEC and the new organisation proposed to support the activities of a united organisation in the prime network for new overall legislation on Iceland's Federal Bank. Of these 30 laws, 27 of which are the financial and economic guardians, 25 of whom are the main policy on the work of the UN and two that discuss the work of the Bank of the United States, which is under the custody of the Department of Economic and Economic Affairs. There are three of these laws on the custody of other schemes, which are the Department of Employment and Development in the case of Cities, the Ministry of Health in the case of a law on housing and the Ministry of Justice in the case of legal action against the financial and terrorist finance. Let me now consider some of the key elements of the bill. First, it is suggested that the law on official financial control maintains as a general fundamental law on this subject, while at the same time making changes in their goals and making them more modern. Among other things, it is suggested that monitoring of the surveillance providers should reduce the risk that their activities will harm the general public, while maintaining healthy and stable operating is always responsible for the responsibility of the operators of the relevant enterprise. It is suggested that financial surveillance be part of the UN Bank project, although the term "Second Affairs " will remain a legal concept. Is this done for various purposes, which are carefully attributed to the bill, but I would like to say here that by maintaining the term the operation within the Federal Bank that will supervise financial activities will be set aside from other bank projects, including money policy, financial stability, and public money banking. This is important for several reasons, including The financial control projects are funded by a special payment on the surveillance party. Secondly, minor changes in the pay-off laws are proposed in official financial control. It is suggested that, in place of the Department of Economic Affairs for the present time, the bank be committed to the provision of a financial fee. It is also suggested that the bank be held in its account to ensure financial separation from the bank's other functions of public surveillance. This means that unchanged arrangements are expected to be made on the funding of official financing of financial operations and that the Sentennial Council of C-part State Fund will receive funds from Part A of the State Fund. Third, the role of financial standards is proposed to be adjusted to be partialized. It is suggested that, on the other hand, the Council will be published primarily on financial status, but it will also be assigned to evaluate the results of the use of national language instruments. It is then suggested that the charge manager be instructed to inform a minister, without delay, that any of these circumstances arise as a threat to financial stability. In addition, a system risk board is proposed to be submitted. Is it because it is part of a changed organization, that the activity now being carried out in the field of this committee will continue to be carried out by a united organisation and at the financial standards of the Commission. Fourth, there are changes in financial law. On one hand, it is suggested that the surveillance of financial funds companies will be transferred from the U.S. Penitentiary to the financial law. The transfer takes into account international minimum conditions for cash control, both the Basel criteria and the change in European legislation following the financial crisis. The transfer has even been made. ensuing that, instead of using credit institutions that do not comply with the rules for free money money, on the basis of the law on the Federal Bank of Iceland, the bank will be able to demand benefits and pay perfunctory pluncation according to the law on public financial control and take on various authority documents according to the financial law. However, changes to the requirements for autoimbursement are proposed, i.e. oscillating address, adding to the system risk and improving the systematic importance of financial companies, in the event that their application published the Council on that administrative directive. In accordance with local law, the F.I.A. will take government decisions on how these will use them to further the proposals of financial espionage. The use of autoimpliment is always the same for the same type of enterprise, or group of enterprises, and, therefore, it is considered normal to have rules about it. Finally it is suggested that the application of autoimpliment for risk over 3% will be subject to financial and economic confirmations. On the application of an increase of more than 3%, only in exceptional circumstances, as well as in the case of application, there is an obligation to implement a specific reporting process, including to European financial security agencies. Fifth is the proposed change of land loan law to consumers. They're saying that when the Council makes rules on the peak price ratios for real estate loans and the maximum total estate loans or its payments, financial status committees should discuss and agree to it. In addition, financial and economic ministers are suggested to confirm the rules. In the current law, the SEC has a comparable rules of passing on opinions from financial standards. sixthly, a change in currency law is proposed to allow Iceland's Federal Bank to be authorized, to obtain a minister's confirmation, and to allow the approval of the financing committee, to provide loans on loans related to foreign currency to non-employment costs. In the current U.S. National Institutes, the bank has this warrant to the opinion of a financial arena. Changes in other tracks, i.e. in the 24 laws that I have not already mentioned, are minor, and lead all of them to the new organization for a united organisation proposed in a bill to a new overall song on Iceland's Secret Bank. Most of the changes are about to be made by a united agency to bear the word "Sendlabanki of Iceland, " so it will be published in the Navy bank's name and contracts made in his name. There are also regulations on the work of the Management Board, which will no longer exist when a new organization has taken effect. Finally, I'd like to say that the bill is proposed to be held at the same time as the prime minister's bill to a new overall song on Iceland's Secret Bank, i.e. 1st January 2020 At the same time, it is suggested that the SEC be submitted as a special agency and brought to the Federal Bank. provision suggests that the workers of the FDA move to the Federal Bureau of Justice in the office of law and that the bank handles the employment contracts that apply to them. At the same time, the office of the head of the FDA will be shut down, but financial and economic secretary will be authorized to transfer the current director to a new office of the financial bank manager in the Federal Bank. A respectable president. I suggest that the bill be referred to the Economic and Business Committee and 2nd. after this discussion.
ParlaMint-IS_2019-04-01-87.u93	A respectable president. I recommend a bill to correct the change in income tax laws and the tax payment laws on capital income, which we call taxation income of the author's rights. The subject of the bill can include In the covenant of the judges of the government, and of the office of the council, where also they shall come. in the declaration that there will be a change in taxation in the language of music, Icelandic literature, and the media. At the same time, it is stated that authors who have accepted an organization of rights should be taxed as property income. With this bill, a step is taken in accordance with the declaration of policy, and it is suggested that the pay be paid to authors and/or other persons entitled by established courts under authors' law become tax collections instead of remuneration. This is in accordance with current guidelines for the taxation of capital gains. At the same time, the tax system of these payments is suggested as a standard payment. By doing so, tax collections will be in accordance with the principles that apply to paying tax from capital income as well as to be safer and more efficient. A respectable president. I suppose to mention that although this was referred to the government covenant, this idea has, of course, been repeated over the years, and it is not born at the conventions of government, but is rooted in years of conversation with those who have used mostly in the hands of those who have made money because of authors and who have been called upon to make changes in taxation. The contribution of composers and lyric authors to the journals was a factor, and for a long time the presentation was not to be of any relevance to the concept of fiction or woodwork. Many people have heard of this, and it has often been said that it should not matter when the taxation of authors of various creations has been discussed. Thus it can be said that the preparations for this relief of the taxation of ideals discussed here have been made in my previous Ministry of Ministership, that the preparation has been accomplished in recent years. I have to say, while the contemporanity was quite long, it is finally time to propose this proposal for the council. I hope, of course, that we can get together on the basic ideas listed here, that there is not a reason to treat the income currents below as any other pay or other income that fit into the income tax subsidies, for in many cases it is an observation of where tax stocks live in the tax policy. Some would say that this is a fairly progressive proposal, especially when compared with a tax project in principal control countries, but it is now perfectly acceptable to be progressive in the tax court. I would like to know that while the matter was being handled in a court of agreement, there were comments that might well have been made. that the definition found in the bill and the limitation of this is based on the payment paid by the established rights organisation. And it is a matter of concern during concredulous treatment whether the definition there has been born, put into practice, helps to achieve a fundamental purpose. It may be said that this is an effort to explain fully the type of payment involved, but from the perspective of the tax authorities, including the taxpayer's pay. Under observation, it may be a matter of opinion when it is not completely clear that the funds are from the source that the established rights have been involved with them. I realize this is an opinion. It can then be assumed that the change in taxation of taxes to authors and/or other persons represented in the bill will have a negative impact on the income of the state's budget, where the decrease in income taxes and insurance fees will be greater than the increase in income revenues tax. We will see that rural society is due to the expansion of the current payments. It is estimated that the state's net - income loss is about 30 million. K. ... buta countrymatelostover 80 million. K. every year. A respectable president. According to this, I suggest that the bill be referred to what. The Economic and Business Committee and the 2nd Environment. after this discussion.
ParlaMint-IS_2019-04-01-87.u94	Mr. President. I know this case. This has long been the struggle of many of those who have their sustenance under the rights of authors. I've written about this subject before and participated in organizations and conversations to implement it. That's why I'm happy to see it. I was also delighted to hear the highest understanding. The secretary of finance puts the thought behind this and the meaning of this bill, as shown in his introduction. However, what I was worried about as I read the bill was that it is always spoken of as one of the established writers' organizations. We know such an organization, for example. Such organizations as STEF are first listed in this article. But when it comes to literature, there is usually no collection of any body of justice. Rather, it goes directly between those who want to take advantage of the work. We have considered that although authors in our small community are generally not very poor, some kind of savings in their work would produce a little bit of money, and then it happens from time to time that there is a profit from this fund. Any magazine, theater, tradition, would like to publish, or publish, and so little money is made. We think that if you have a poem in a book and it's published and you get your income, it should be quite equivalent to making money from some thousands of dollars you have in a savings book. I'm really worried about this. This won't reach our authors' income. And we who are prepared to take a copy of the publication have already been very disappointed in the government's decision to cancel his promise to cancel worth tax on books. [[The president calls.]]
