ParlaMint-FR_2020-10-26-O1040.u1	The next item is the debate on the second part of the finance bill for 2021 (No. 3360, 3399).
ParlaMint-FR_2020-10-26-O1040.u199	What is the opinion of the committee?
ParlaMint-FR_2020-10-26-O1040.u200	Your amendment raises an important issue, that of research in the ENSA at a time when local and regional authorities and the National Cohesion Agency of the Territories – ANCT – also have needs for applied research in the field of architecture. I did not find any evidence of a formal commitment to job creation in the ENSAs, but in any event, I think that with this appeal amendment, you would like above all to alert the Government. He is already aware of this, which the minister will certainly confirm to you, and that is why I invite you to withdraw this amendment.
ParlaMint-FR_2020-10-26-O1040.u201	What is the Government's opinion?
ParlaMint-FR_2020-10-26-O1040.u202	A formal commitment had been made to create thirty posts over two years in the ENSA. It was held, since the corresponding jobs were transferred to management in 2016, then created in a consolidated manner as part of the financial laws for 2017 and 2018. The ENSAs have gradually moved closer to university standards by transforming their governance. Teachers in these schools, who rather had profiles of architectural professionals and were recruited on a contractual basis, will be able to benefit from measures designed to transform job managers into a long-term body of teachers-researchers, who will be almost similar to those of teachers and lecturers. A National Council of Teachers-Researchers of the ENSA has been set up to provide guarantees on the independence of these new teaching bodies. Finally, we continue to work with the Ministry of Culture to ensure that the situation continues to progress. I therefore call on you to withdraw this amendment and, failing that, to issue an unfavorable opinion.
ParlaMint-FR_2020-10-26-O1040.u203	Mrs Dominique David has the floor.
ParlaMint-FR_2020-10-26-O1040.u204	In view of the Government's commitment to continue working on this subject, I withdraw my amendment.
ParlaMint-FR_2020-10-26-O1040.u205	I call Mrs Emmanuelle Ménard to support Amendment No. 417.
ParlaMint-FR_2020-10-26-O1040.u206	While Montpellier alone accounts for 74% of the Academy's students, Béziers welcomes only 1.4%. On the basis of this observation, my appeal amendment is intended to underline the need to assist university branches located in medium-sized cities, which is above all a matter of political will. If you remove 10,000 students in Toulouse or Montpellier, it doesn't change the life of these municipalities, but if you add 10,000 students to an average city like Béziers, it changes everything for the city and for the agglomeration. However, certain fields are very much in demand: studying letters or psychology in Béziers is very good, but specific fields such as wine trades, personal aid or tourism trades would be much more suited to local training needs – they are even absolutely indispensable, and I do not understand why the State does not set them up. The west of the Hérault department is severely affected by unemployment – its rate is 19%, compared with an average of 14% for France, and more than 8,000 job offers are not filled in the employment pool. There is therefore a clear need to remedy this gap. The Dickroise antenna Du Guesclin was only half built, and we only ask to realize the second part. In addition, the University Institute of Technology – IUT – planned to host 800 students today welcomes only 510, due to a lack of resources to recruit teachers. It is a call for help that I am making with this amendment: we really need to help the university branches of the medium-sized cities – and in these times of covid epidemic, such a project can only be beneficial for the whole country.
ParlaMint-FR_2020-10-26-O1040.u207	What is the opinion of the committee?
ParlaMint-FR_2020-10-26-O1040.u208	As in the past year, you are presenting us with a very catchy amendment, which I have understood, however, that it relates more generally to university branches. I would like to point out that territorial logic is also involved, and that institutions are autonomous in defining strategies and deciding to give or withdraw resources to certain antennas. Within the framework of the PLF, the national representation is not intended to decide on this point, let alone to make transfers of appropriations to particular university sites. Such a proposal would have its place in another legislative vehicle, which is why I express an unfavorable opinion.
ParlaMint-FR_2020-10-26-O1040.u209	What is the Government's opinion?
ParlaMint-FR_2020-10-26-O1040.u210	I agree with what the Special Rapporteur has just said, and I would point out that Montpellier III University has benefited from a budget increase of €1.8 million in 2020, aimed in particular at supporting the creation of posts on the Béziers site, which the Ministry also supports by authorising the establishment of new IUT departments since the beginning of 2017. The strategic and management dialogue with institutions also takes into account student demographics and the capacity of institutions to deploy university branches. With regard to the doubling of the surface of the site, the future State-region plan contract is in preparation and the prefect will have the task of selecting, together with the rector, the operations to be retained for the period 2021-2027. I have no doubt that the operation concerned is one of those that will be examined. For all these reasons, I would ask you to withdraw this amendment and, failing that, issue an unfavourable opinion.
ParlaMint-FR_2020-10-26-O1040.u211	Do you maintain your amendment, Mrs Ménard?
ParlaMint-FR_2020-10-26-O1040.u212	I thank the Special Rapporteur and the Minister for their replies. Without challenging the principle of institutional autonomy, it seems to me that the Government's three-year statements in favour of equal opportunities in the territories would find a form of implementation in support of medium-sized cities. Of course, measures have already been taken in this direction – I am thinking, for example, of the Action Cœur de Ville plan – but we cannot simply act on one aspect: support for medium-sized cities must be part of a global plan, of which students and university life are part. As I said, there are requests for the opening of channels which are not satisfied, and it would be a good act of political will on your part to encourage academic institutions to develop their branches located in medium-sized cities.
ParlaMint-FR_2020-10-26-O1040.u213	I have before me three amendments, Nos 772, 432 and 773, which may be submitted to a joint debate. Mr Eric Diard has the floor to support Amendment No. 772.
ParlaMint-FR_2020-10-26-O1040.u214	According to the Institut national du cancer – INCa, every year more than 2200 children suffer from cancer in France, of which nearly 450 in the 15-17 age group, and these dramatic figures have not declined in recent years. If cancer is always a difficult test, it is all the more so when it affects a child, because it is not in the natural order of things for parents to have to assist their children in the face of a disease as deadly as this one – I recall that, contrary to what is seen in adults, the survival rate in children at five years after diagnosis has stagnated for about thirty years. Two years ago – and I thank the colleagues present that night – the House had mobilized against this scourge, which must not be fatal. At that time, we obtained €5 million in additional funding, which enabled advances such as the funding of the "Data Sharing" and "High Risk-High Gain" calls for projects. Unfortunately, this EUR 5 million is not enough, as many scientific experts believe that the needs of research against paediatric cancers are rather around EUR 15 million annually. In addition, INCa, which manages these specific funds, has examined only part of the projects that have been favourably evaluated by scientific experts, in particular because of the lack of resources. Of the EUR 5 million we have obtained, EUR 2 million has been allocated from appropriations for INSERM, which is also working on cancer research. In view of the situation, this amendment proposes an increase of EUR 10 million in funding for cancer research.
ParlaMint-FR_2020-10-26-O1040.u215	Amendment No 432 by Mr Julien Dive is being defended. Can we consider that your amendment No 773 is being defended, Mr Diard?
ParlaMint-FR_2020-10-26-O1040.u216	Amendment No 773 is a back-up amendment proposing an increase of EUR 5 million in funding for cancer research. That amount had seemed relevant to the Members present during the examination of the text in committee, and I hope that the Minister will also approve it by issuing an opinion in favour of our amendment.
ParlaMint-FR_2020-10-26-O1040.u217	What is the committee's opinion on these amendments?
ParlaMint-FR_2020-10-26-O1040.u218	With your permission, Madam President, my answer will also be to Mr Woerth's amendment No. 543, which we are going to consider in a few moments – I would like to take this opportunity to thank Fabrice Le Vigoureux and the Assembly's administrators for their excellent work. The National Cancer Institute will benefit, for the third consecutive year, from an abundance of €5 million in 2021, in line with the commitment made in 2019 for the period 2019-2023. A working group has been set up, bringing together under the coordination of INCa the collectives GRAVIR and Growing up without cancer, as well as the National Union of Parents' Associations of Children with Cancer or Leukemia – UNAPEL. In 2020, two calls for applications and two calls for research projects were launched. This is a call for projects within a consortium, on the theme "Sources and causes of pediatric cancers" published in May 2020; a call for "High Risk-High Gain" paediatric cancer research projects, also published in May 2020, to support bold, conceptually new and risky projects; a call for applications on the international mobility of young researchers in paediatric cancer, published in January 2020, aimed at improving the training of young researchers; a call for applications on the acceleration of fundamental and translational research in paediatric cancerology. In addition, INCa is working to set up a knowledge portal dedicated to paediatric cancers on its e-cancer.fr website and organizes interdisciplinary seminars on this topic. I would point out that research on paediatric cancerology is supported by competitive public funding from INCa, whose representatives I have heard, and from the cancer institute of the Alliance for Life and Health Sciences – AVIESAN – as well as from the investment programmes for the future – PIA – which finance the hospital-university institutes – IHU. As part of the 10-year strategy to combat cancer, the fight against paediatric cancers and the sequelae of these cancers will therefore be a priority. Finally, I would point out that the European Commission has made the fight against cancer a priority for the next seven years, with the establishment of a European Cancer Plan and a Cancer Europe mission that should have a large budget. In view of the fact that the appropriations, renewed each year until 2023, for a total of EUR 25 million, have been paid out, and that the guidelines given by the working group appear to be good, I ask you to withdraw these amendments and, failing that, I will issue an unfavorable opinion.
ParlaMint-FR_2020-10-26-O1040.u219	What is the Government's opinion?
ParlaMint-FR_2020-10-26-O1040.u220	In addition to the Special Rapporteur's explanations, I confirm that EUR 5 million is "sound" in the budget, as it is now said, that they will be spent on paediatric cancers on a sustainable basis. More generally, let me refer to all the funding dedicated to paediatric cancer, beyond the additional funding that had been provided by the PLF for 2019. More than EUR 10.5 million is foreseen in the Investment for the Future programme. In addition, in 2020, €36 million was allocated by the National Research Agency, the ANR, to so-called "white" research projects, i.e. not arrowed but related to paediatric cancers. In addition, 80 units of INSERM have benefited from €21 million to combat paediatric cancers and their sequelae in young patients undergoing remission or cure. As I committed myself – and as the rapporteur pointed out – the European Commission has made the fight against cancer one of the tasks of the future Horizon Europe programme. It sets itself an ambitious goal: to halve paediatric cancers. Since these cancers are by definition rare diseases, they must be treated as part of a network that coordinates all French and European research communities. INCa will contribute to the creation of such a network, in coordination with INSERM and AVIESAN. Since they are satisfied, I ask that these amendments be withdrawn; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2020-10-26-O1040.u221	Mrs Beatrice Descamps has the floor.
ParlaMint-FR_2020-10-26-O1040.u222	I had tabled an amendment similar to those of Messrs. Diard and Dive, but for technical reasons, I can't defend him today – whatever, we're not here for a race for amendments or for buzz. However, it is important for me to support our colleagues' amendments on this crucial issue. I understand your position, Madam Minister – we have discussed this at length, including in the ministry – but could we not make an additional effort to mark the year 2021 and give hope to children with cancer as well as to their parents?
ParlaMint-FR_2020-10-26-O1040.u223	That's right!
ParlaMint-FR_2020-10-26-O1040.u224	Mr Eric Diard has the floor.
ParlaMint-FR_2020-10-26-O1040.u225	The EUR 5 million spent on the fight against pediatric cancers is certainly a step forward, although they are so key, but the key question remains: are they sufficient? The answer is no. We ask you for an additional effort, which will be crucial for children affected by cancer and their families. In addition, it appears that calls for projects are difficult to complete and that the corresponding appropriations are not fully consumed. What about the minister?
ParlaMint-FR_2020-10-26-O1040.u226	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-10-26-O1040.u227	We have regularly debated this subject and I will be less complacent than Mrs Descamps to you, the minister – each of them fulfills her role. We are talking only about EUR 5 or 10 million, about a research budget that you yourself describe as a history, in which additional billions are spilled. The gap is clear between your announcements about the overall budget, and your refusal to abound the funds dedicated to pediatric cancers. Of course, we cannot systematically shift resources to each sector of research, but we regularly alert you to the inadequate consideration of paediatric cancers. We had already launched the alert in 2019, and a first effort had been made. We play our full role when we say that the resources devoted to this sector remain largely inadequate – the chairman of the Finance Committee will say it again in a few moments – especially since the national community is very sensitive to this issue. Contrary to what you say, minister, the needs are not being met.
ParlaMint-FR_2020-10-26-O1040.u228	Mr President, the Committee on Finance, the General Economy and Budgetary Control has the floor.
ParlaMint-FR_2020-10-26-O1040.u229	I will take the opportunity to present my amendment No 543. The Government's position in the fight against pediatric cancer is a mystery – I say it without a trial of intent. Patrick Hetzel and Éric Diard recalled this: two years ago, the Finance Committee adopted – against the Government's opinion – one of my amendments aimed at allocating funds to research against pediatric cancers, which was then rejected in the sitting at four o'clock in the morning in an effervescent hemicycle, before the majority voted, this time under the aegis of Mrs de Montchalin, then head of the La République en Marche group for the same Finance Committee, a budget of 5 million euros... We also asked for a working group to be set up. However, it met without parliamentarians; We were invited to his seminary only a few days before, as if we had been forgotten! I have written to you about this, Madam Minister, but I have never received an answer. Without any will to argue or politicize the debate, I ask you a simple question: why this attitude? I certainly see progress: yellow is better informed and you are giving us figures, which was not the case before. While funding is currently being allocated all the time – I can testify to this as co-rapporteur of the "Relaunch Plan" mission – while we will even mention some €36 billion in appropriations, a budget of €5 million does not weigh much. So why refuse to increase funding for research against pediatric cancer? It is obvious that we need more research; If not, it would be possible! It is equally obvious that we can make an additional effort. Some projects do not receive satisfaction! [[MM. Vincent Descoeur and Patrick Hetzel applaud]] Now that a first budget of EUR 5 million has been consolidated, we need to raise it to EUR 10 million – let me remind you that the initial request was EUR 15 million. Those who consider that such an increase is not useful are the first to increase appropriations here and there. You're spilling credits everywhere; An amount of 468 billion has even been announced! We are in a phase of transition, and children's health warrants an acceleration of research dynamics against pediatric cancer.
ParlaMint-FR_2020-10-26-O1040.u230	There are priorities!
ParlaMint-FR_2020-10-26-O1040.u231	Mrs Valérie Rabault has the floor.
ParlaMint-FR_2020-10-26-O1040.u232	President Woerth has largely outstripped my remarks. If this amendment comes back to the House almost every year, it is because of the continuing dissatisfaction of national representation. No one claims that no effort has been made; However, efforts have not been sufficient. President Woerth recalled the approach that has been taken: in 2017, we mentioned not 15 but 20 million euros. The amount of appropriations was finally set at 15 million, after almost unanimous vote in the Finance Committee. If amendments are again tabled every year, it is because the initial response is insufficient. I therefore invite you, ladies and gentlemen, to vote for these amendments. The Socialist and Related Group will vote in favour of them.
ParlaMint-FR_2020-10-26-O1040.u233	Mrs Jeanine Dubie has the floor.
ParlaMint-FR_2020-10-26-O1040.u234	The Liberties and Territories Group will support these amendments. The EUR 5 million voted last year is certainly a first step, but let us remember that of this amount, EUR 2 million has been taken from the appropriations of INSERM, an organisation which is also working on cancer research. It would be appropriate to vote on these amendments so that the research effort is further developed; We owe it to the children affected by cancer and their parents. Many parents' associations are asking us to increase funding for paediatric cancer research. These amendments offer the possibility: let us seize it.
ParlaMint-FR_2020-10-26-O1040.u235	Make a move!
ParlaMint-FR_2020-10-26-O1040.u236	On Amendment No 543, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. The minister has the floor.
ParlaMint-FR_2020-10-26-O1040.u237	Let's be clear: I don't refuse anything, I'm just saying that research on pediatric cancers is funded through multiple channels. This means that its appropriations will of course be abounded by the law on the programming of research: more than 36 million euros are spent on it thanks to the ANR. And as the ANR budget is increased by 400 million euros, I have no doubt that several tens of millions of euros will be allocated to research against pediatric cancers. It is true, Mr Diard, that not all the credits were initially consumed. This simply means that, in the opinion of the specialists, the projects were not of sufficient quality to be funded. The corresponding funding was extended the following year so that the projects were better prepared and more likely to be validated by scientists. This is the mode of operation of the research. In addition, it is important that INCa work towards the deployment of a European network in this area. Paediatric cancers can certainly be addressed by caregivers, clinical research and translational research, but it also requires important fundamental knowledge: we cannot prejudge which ones will be decisive, especially in terms of developmental biology and stem cells. It is through such a networked approach that we will understand the dysfunctions that cause pediatric cancers, many of which depend on embryonic development. Bridging funding for paediatric cancer research, by freezing a budget in the bill, does not seem to me to be the best way to support all the disciplines that contribute to fighting these cancers, improving patient care, eliminating diagnostic deficiencies, and finally promoting the resilience and reconstruction of children.
ParlaMint-FR_2020-10-26-O1040.u238	At a time when billions are raining!
ParlaMint-FR_2020-10-26-O1040.u239	Can we consider that you have already defended your amendment No 543, Mr Chairman of the Committee on Finance?
ParlaMint-FR_2020-10-26-O1040.u240	Yes, but I would like to add that there are a lot of things we don't know, and 500 or 600 children die every year without being able to heal them, not to mention the consequences for others. There is therefore a need for better communication between researchers and between countries, but there is also a need to devote more resources to basic research. And let me not be told that there is enough money, because it has not moved for ten or fifteen years. We must therefore accelerate, and increase the means. The majority is less shy when it comes to voting on the billions of euros in the recovery plan. We are talking here about an additional EUR 5 million, that is to say 10 million arrows. As for the figures of EUR 20 or 25 million you are quoting, Madam Minister, that is very good, but I have not seen them summarized as clearly as you have just said in the accounting documents to be noted. You have an over-accounting approach to this issue; God knows that there are many subjects on which this is not the case! Knowing why this is the case here, I repeat, is a real mystery. Perhaps the INCa would tell you that it is unable to spend that amount, but then I don't see how we can spend 25% of IAP credits in the first year if we haven't been able to spend 50% over ten years. You must continue to release credits and show that there is a movement. We must also continue to inform the House because we want to look specifically at what is being done in this area.
ParlaMint-FR_2020-10-26-O1040.u241	Mr Eric Diard has the floor.
ParlaMint-FR_2020-10-26-O1040.u242	Your remarks are contradictory, Madam Minister: you make it clear that there is a lack of money for basic research, especially for paediatric cancers, and you are struggling to stay at this amount of EUR 5 million. While, as Éric Woerth pointed out, for some expenditure, the amounts increase from 10 to 20, 30 or 100 million euros, we are simply asking for the appropriations to be increased to 10 million euros. I know that many of our colleagues are concerned and have received in their permanence families affected by this tragedy which, for me, is the most horrific, the absolute horror. I therefore hope that we will make an effort to include in the financial law this amount of EUR 10 million.
ParlaMint-FR_2020-10-26-O1040.u243	I put to the vote Amendment No. 543.
ParlaMint-FR_2020-10-26-O1040.u244	The result of the vote is as follows: Number of voters 46 Number of votes cast 44 Absolute majority 23 For adoption 13 Against 31
ParlaMint-FR_2020-10-26-O1040.u245	Mrs Beatrice Descamps has the floor to support Amendment No. 862.
ParlaMint-FR_2020-10-26-O1040.u246	It aims to allocate 1 million euros to research into the causes of cancer, the leading cause of death in France, with 385,000 new cases and 150,000 deaths each year. It therefore seems essential to concentrate financial resources on the research, I would stress, of the causes of cancer in order to act, in the end, on the preventive aspect.
ParlaMint-FR_2020-10-26-O1040.u247	What is the opinion of the committee?
ParlaMint-FR_2020-10-26-O1040.u248	Without prolonging the debate on paediatric cancers, I should like to point out that the President of INCa, whom I have received for a very long time in preparation of this budget, has never asked me to include this additional EUR 5, 7 or 10 million – but the debate is closed. As far as Amendment No 862 is concerned, the INCa is currently under discussion with the Directorate-General for the Provision of Care, or DGOS, of the Ministry of Solidarity and Health, for the financing of actions in the health plan. To this end, it receives a public service subsidy of EUR 40.5 million. Under the programme 172 "Multidisciplinary scientific and technological research", INCa also receives an allocation from the ANR of €38 million in 2020, as well as, for the third consecutive year, the 5 million we have just mentioned about paediatric cancer research. Finally, as part of the 10-year strategy, an additional allocation of the ANR is announced at INCa. To date, the Commission is awaiting confirmation of the amount and hopes that it will finance further actions under its 10-year strategy, the definition of which is in the process of being finalized. For these reasons, which demonstrate sustained funding for cancer research, I would ask you to withdraw this amendment, failing which I will give an unfavorable opinion.
ParlaMint-FR_2020-10-26-O1040.u249	Mr Pauget's Amendment No 328 is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-10-26-O1040.u250	This amendment concerns Lyme disease, which we discussed last year. National funding for tick-borne vector diseases, including Lyme disease, is provided in the form of competitive projects, by ANR, ANSES and DGOS within the framework of the clinical research programme. Between 2005 and 2018, the NRA identified 16 projects involving pathogenic reservoirs, their transfer to humans and related biological mechanisms, funded for €5.4 million. The same NRA has contributed to the development of new diagnostic tools and biological research on Lyme disease is therefore already fully included in its priorities. Thanks to the recurrent support of the Ministry of Higher Education, Research and Innovation to research organisations, INRAE has six dedicated sites and infrastructures, insectariums and tick farms. ANSES is also very active on this communicable vector disease and collaborates on some topics with INRAE. These diseases are also research topics of the Institut Pasteur, INSERM and CNRS. At the end of 2019, a study was carried out to identify all projects for the control of MVT, or vector-borne diseases, and 45 such projects were identified as of January 2020, for an overall amount of approximately €6 million. In total, this research involves approximately 100 full-time equivalents of researchers and research technicians. I therefore express an unfavorable opinion.
ParlaMint-FR_2020-10-26-O1040.u251	What is the Government's opinion?
ParlaMint-FR_2020-10-26-O1040.u252	This pathology has not delivered all its secrets, far from it. Although we know the pathogen well today, we still have a lot to do with treatment. The Special Rapporteur has indicated all the figures, but I would add that, as always in these areas, we are faced with a situation which draws the researchers' attention to a pathology and presupposes continuity in the way in which the solution must be constructed, which must emerge from the knowledge produced by fundamental research, which, I have pointed out many times, can intervene in all disciplinary fields. Therefore, when we look at the various projects funded around this pathology – like, for the rest, all the pathologies – we find researchers from all the disciplines represented at the CNRS, at multidisciplinary universities, at INRAE for more defined points and at INSERM, as well as funding linked, when we get to bed, to clinical research projects. It is therefore a question of multifactorial financing each time, and that is why it is very difficult to know exactly what funding is devoted to a particular pathology. Thus, a particular mechanism can be used to propose therapeutic solutions for five, six, ten, or sometimes fifty pathologies, and the question then arises as to what pathology is linked to the fundamental discovery or knowledge that has enabled solutions to be found for multiple applications. I therefore believe that it is essential to finance research as a whole properly. This is what we will be able to do through the multi-annual programming project. The Government's opinion was therefore unfavourable.
ParlaMint-FR_2020-10-26-O1040.u253	Mr Vincent Descoeur has the floor.
ParlaMint-FR_2020-10-26-O1040.u254	Mr Special Rapporteur, the funding you have identified, as insufficient, is not enough to meet the challenge we are facing. They concern a large number of projects and, in any event, as I pointed out in my report for an opinion and recalled at the beginning of this meeting, all the stakeholders interviewed, all of them, stressed the lack of funding, the lack of monitoring of research resources and the lack of steering and coordination of this work. There is a real problem here. Failure to respond to the request for appropriations for Lyme disease attests to the lack of ambition of this draft budget for research on the development of zoonoses and for the fight against them. This reflects an insufficient awareness, on which I will return to another amendment.
ParlaMint-FR_2020-10-26-O1040.u255	In response to some of our colleagues who are wondering why the identical amendments are not presented in a consolidated manner, I would remind you that we are in the context of a budgetary exercise and that, until they have exhausted the appropriations, the amendments can, in a way, be combined. Mrs Jeanine Dubie has the floor to support Amendment No. 550.
ParlaMint-FR_2020-10-26-O1040.u256	Thank you, Madam President, for this lighting. The purpose of this amendment is to target specific credits to increase research into the diagnosis and treatment of Lyme disease caused by tick bite infected with Lyme bcorliosis. The following two amendments, tabled by Vincent Descoeur and Nicole Trisse, will go in the same direction. Madam Minister, at three round tables that we organised in the Committee on Social Affairs and which I was co-rapporteur with Stéphane Viry, we found that research into diagnosis and treatment was a strong demand from all the parties involved. The amendment therefore aims to devote an additional EUR 20 million to the action "Scientific and technological research in the life sciences and health sciences", by allocating it to INSERM, so as to ensure some coordination of all studies in this field that you have mentioned. There is, of course, no question of abolishing EUR 20 million in space research. Article 40 of the Constitution obliges us to make this proposal, but it is clear that the Government can lift the pledge.
ParlaMint-FR_2020-10-26-O1040.u257	What is the opinion of the committee?
ParlaMint-FR_2020-10-26-O1040.u258	My answer to Amendment No 328 applies to the following three amendments, Nos 550, 179 and 236. However, it must be clear to national representation that, as far as I do not think it is necessary to include additional budgets, so much attention has been paid to the issue of coordination and pilotage, and we must look at it for the financial year 2021 and beyond.
ParlaMint-FR_2020-10-26-O1040.u259	What is the Government's opinion?
ParlaMint-FR_2020-10-26-O1040.u260	Same opinion.
ParlaMint-FR_2020-10-26-O1040.u261	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-10-26-O1040.u262	This debate is in line with the debate we have had on paediatric cancers. Lyme disease is a serious subject which, moreover, raises scientific controversies – the existence of divergent views within the scientific community is normal. INSERM, which was still conducting consultations at the beginning of the year, expressed its opinion: it is necessary to avoid powdering and to put the package in place by means to produce concrete effects and, ultimately, for research to succeed in making a breakthrough. However, we are told that the means currently available are insufficient to do so – the INSERM, interviewed, makes it clear. The Government affirms that the issue will be resolved through an overall increase in research funding. On the contrary, we affirm that specific means are needed to achieve this much-anticipated breakthrough that I have just mentioned – unless we rely on other European countries, which would be paradoxical... In my recent exchanges with them, the members of the Faculty of Medicine in Strasbourg who deal with infectious diseases say unequivocally that more resources are needed because, at this stage, budgets are not on the table. Do not tell us that they are, Madam Minister, for this is clearly not the case, as even members of your own majority confirm!
ParlaMint-FR_2020-10-26-O1040.u263	Mr Vincent Descoeur has the floor to support Amendment No. 179.
ParlaMint-FR_2020-10-26-O1040.u264	This amendment is in line with Mrs Dubie's. I repeat that it is a question of means and coordination of work. The Special Rapporteur refers to the efforts that would be made in 2021, but it seems to me that the examination of this research budget is an opportunity to take decisions. We have referred to the fragmentation of resources. The ANR has identified 16 long-standing projects, but only four since 2015, amounting to €1.5 million – it is difficult, under these conditions, to claim that this is a national priority. We owe a response to the patients, more and more – 67000 tick bite contaminations were recorded in 2018 compared to 45000 the previous year: prevalence is exploding. These patients are often in medical error due to diagnostic difficulties. This situation must be brought to an end, which is not likely to advance research on this disease. We therefore propose to provide INSERM with EUR 10 million to cover this sensitive subject, which clearly deserves a priority research programme. Again, the Government's lack of response would betray its lack of ambition in the fight against zoonoses.
ParlaMint-FR_2020-10-26-O1040.u265	All right!
ParlaMint-FR_2020-10-26-O1040.u266	What is the opinion of the committee?
ParlaMint-FR_2020-10-26-O1040.u267	Same opinion for the same reasons as in the previous amendment; I don't think I'm allowed to talk about a lack of ambition.
ParlaMint-FR_2020-10-26-O1040.u268	I'm persisting!
ParlaMint-FR_2020-10-26-O1040.u269	Mrs Nicole Trisse has the floor to support Amendment No. 236.
ParlaMint-FR_2020-10-26-O1040.u270	To avoid redundancy, I would like to remind you that for the past three years I have been co-chairing with Vincent Descoeur a study group on Lyme disease, of which Mrs Dubie is one of the secretaries. We make an unrelenting observation: we are desperately short of funding to continue and deepen research on this disease.
ParlaMint-FR_2020-10-26-O1040.u271	Well, that's it!
ParlaMint-FR_2020-10-26-O1040.u272	No doubt my amendment will also receive an unfavorable opinion, but let us remember that Lyme disease continues to divide society, particularly the scientific community; As a result, patients find themselves in a state of medical error, delivered to themselves – which is completely unacceptable. With this amendment, I in turn propose, in order to strengthen research on this disease, to move EUR 10 million towards action 15 "Scientific and technological research in the life and health sciences" in programme 172. Otherwise, what do you think of creating an information mission? Since it is not possible to shift funds further as we face a serious illness and as people with it are increasingly being medically errant, I believe – I am quite simply saying – that we need to set up an information mission on Lyme disease, which is gaining ground in the territories for many reasons, including global warming. We're going to have to give a steering axis to the care of patients!
ParlaMint-FR_2020-10-26-O1040.u273	What is the opinion of the committee?
ParlaMint-FR_2020-10-26-O1040.u274	I am not opposed to the creation of a parliamentary fact-finding mission.
ParlaMint-FR_2020-10-26-O1040.u275	What is the Government's opinion?
ParlaMint-FR_2020-10-26-O1040.u276	Unfavorable.
ParlaMint-FR_2020-10-26-O1040.u277	Mrs Jeanine Dubie has the floor.
ParlaMint-FR_2020-10-26-O1040.u278	In the wake of Mrs Trisse and Mr Hetzel, I come back to the issue of the controversy that exists in the medical community: it is a violence that you cannot imagine and weighs on the care and accompaniment of patients. Only research will make it possible to get out of this state of affairs. The doctors, whom we auditioned several times, need it. Whether serology tests, diagnosis, treatment – whether based on antibiotics or not – or chronic forms, we need to step up and, as the Special Rapporteur said, coordinate research. If we fail to respond to this emergency, we will leave patients unanswered in the face of their suffering, and the medical community disarmed and plagued by difficult confrontations.
ParlaMint-FR_2020-10-26-O1040.u279	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-10-26-O1040.u280	Indeed, we struggle to understand. What's this about? Mrs Dubie has just recalled that a number of our fellow citizens are caught in the heat of scientific controversy. We call for research to move forward and help find a solution. Ms. Trisse and I – our ridings are nearby – see the situation on the ground and make this call. You're the Minister of Research, Mrs. Vidal. There is a demand from society on this serious issue and, as representatives of the nation, we assume our role in trusting research but in hoping that it will progress faster on this and that subject. But your way of rejecting our calls, earlier on pediatric cancers and now on Lyme disease, is quite incomprehensible! Once again, when the national representative sends an alert message and asks that researchers be trusted by giving them the means to act, you oppose a technocratic refusal: no! Hear the call of the national representation! The fact that you refused to do so is very worrying.
ParlaMint-FR_2020-10-26-O1040.u281	Mr Vincent Descoeur has the floor.
ParlaMint-FR_2020-10-26-O1040.u282	I would add that these amendments are intended to provide an answer to tens or hundreds of thousands of fellow citizens who are affected by, or who think they are, a bcorliosis, given the difficulties of diagnosis. For the past three years, Nicole Trisse and I have found that no progress has been achieved and that these people remain in a therapeutic wandering. I fully endorse the proposal to set up an information mission – I have also addressed the request to the Committee on Sustainable Development and Spatial Planning because the evolution of the number of cases identified is closely linked to climate change. The challenge must be met. With this debate on the research budget and because we have highlighted the lack of resources, we have the opportunity to make decisions to find solutions and to rise to the challenges we face.
ParlaMint-FR_2020-10-26-O1040.u283	This is not Parliament's role!
ParlaMint-FR_2020-10-26-O1040.u284	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2020-10-26-O1040.u285	I, too, fully agree with Mrs Trisse's request to create this indispensable information mission – even if, like our colleagues, I would have preferred that we adopt funds for research, because that is where the solution lies. I assume, however, that we are not just a few here in the Chamber, at whose door we are struck to warn about this disease. I confess that before I was elected a member of Parliament three years ago, I didn't know about Lyme disease. It is because I have received several times various people coming to warn me that I have become aware of their distress and, sometimes, of their total deprivation as they feel that their illness and suffering are denied; It's not acceptable.
ParlaMint-FR_2020-10-26-O1040.u286	Yes!
ParlaMint-FR_2020-10-26-O1040.u287	Moreover, it is totally contradictory with the awareness of the parents of pupils that the mayors of certain communes agree to do in schools in order to alert them to the dangers posed by ticks and Lyme disease. It looks like it's only at the local level that things are moving forward! I do not even understand why there is so much debate about this: it is absolutely necessary to mobilise research funds. It is impossible to do otherwise. We cannot leave the people concerned in such suffering.
ParlaMint-FR_2020-10-26-O1040.u288	She's right.
