ParlaMint-FR_2020-07-27-E1020.u1	The meeting was suspended.
ParlaMint-FR_2020-07-27-E1020.u262	It is based on Rule 58 of our Rules of Procedure, by referring to Rule 56, which deals, inter alia, with the statements made by members of the Government. [[Applause on the benches of the LR Group and among non-attached Members]] We have just attended four and a half hours of general discussion, during which our colleagues from all sides have asked a number of questions. However, it was very shocking that, with the exception of Ms. Belloubet on article 4, the Government had been completely absent during the examination of the text in committee. The Secretary of State gave no substantive reply; he spent less than four minutes answering the questions ginned for four and a half hours. If this is your conception of a peaceful debate, if this is the respect you have for Parliament, it is scandalous! [[Applause on the benches of the LR and UDI-I groups, as well as among non-attached Members. "Mr. Charles de Courson also applauds]] Mr Secretary of State, you are alone: where are the other representatives of the Government? Before we defend our amendments, we are waiting for answers!
ParlaMint-FR_2020-07-27-E1020.u263	I now call, in the text of the commission, the articles of the bill on which the two assemblies were unable to arrive at an identical text.
ParlaMint-FR_2020-07-27-E1020.u264	I have before me four identical amendments, Nos 1, 126, 1367 and 1791. Mr Xavier Breton has the floor to support Amendment No. 1.
ParlaMint-FR_2020-07-27-E1020.u265	First of all, I would like to associate myself with the wishes of our colleague Raphaël Gérard for a speedy recovery, on the other hand, with the words of Patrick Hetzel. It is indeed regrettable that the Secretary of State, representing the Government, did not bother to answer the questions, whereas the general discussion should allow us to go into the text.
ParlaMint-FR_2020-07-27-E1020.u266	Defend your amendment!
ParlaMint-FR_2020-07-27-E1020.u267	Once again, our questions are swept away with a backhand, on the grounds that we must do as quickly as possible and that we will not waste time discussing. We can deplore the absence of our colleagues earlier at the beginning of the sitting; We can deplore the prompt response of the Secretary of State. The aim of this amendment is to delete the title of Title I: "Enlarge access to available technologies without escaping our ethical principles". Do you need to insist on the need not to break away from these principles, to include it in a title! These are normally all in sobriety; They simply state the purpose of the law. It seems that, by this statement, you are seeking to give yourself a good conscience. Either you show brevity: "Enlarge access to available technologies," or you show sincerity: "Enlarge access to available technologies while striving not to violate our ethical principles." In essence, this title summarizes the whole issue of the text; It is the best illustration of your attitude, which is to say that you do not cross the red lines, while only crossing them. That is why we are calling for its abolition.
ParlaMint-FR_2020-07-27-E1020.u268	I call Mr Patrick Hetzel to support Amendment No. 126.
ParlaMint-FR_2020-07-27-E1020.u269	As Xavier Breton has said excellently, the problem with this text is that the headings in which the Government asserts a number of things are, in the analysis, out of step with the content of the articles. True, we're dealing with fake news. Instead of doing political marketing, go back to the facts: you will realize this gap between the content of the text and your major statements. When it comes to bioethics, you cross red lines. This must be denounced; We will do so during this debate, and this debate will last for what it must last.
ParlaMint-FR_2020-07-27-E1020.u270	And even more...
ParlaMint-FR_2020-07-27-E1020.u271	Again, we hope that the Government will give us answers, because the way you have avoided responding, Secretary of State, is rather scandalous. Far from wanting a calm debate, you want to prevent the debate.
ParlaMint-FR_2020-07-27-E1020.u272	Exactly!
ParlaMint-FR_2020-07-27-E1020.u273	It is to despise Parliament,...
ParlaMint-FR_2020-07-27-E1020.u274	What are you doing right now?
ParlaMint-FR_2020-07-27-E1020.u275	[[Applause on several benches in the LR group. – Mrs Agnes Thill also applauds]] ... as your absence, which I regret once again, has already proved during the examination of the text in committee.
ParlaMint-FR_2020-07-27-E1020.u276	Mr Le Fur's amendment No. 1367 is being defended. I call Mr Gosselin to support Amendment No. 1791.
ParlaMint-FR_2020-07-27-E1020.u277	These debates start very badly,...
ParlaMint-FR_2020-07-27-E1020.u278	Indeed!
ParlaMint-FR_2020-07-27-E1020.u279	...but we can say that they started very badly on July 15th. While the Prime Minister was speaking to national representation for the first time, his general policy speech did not mention the first text, apart from those related to the covid-19 epidemic, which he would submit to Parliament. This text aims to revise bioethics laws: it's not nothing! The Prime Minister didn't say a word about it. Perhaps he was forced by time: he had to go to the essentials. We consider that the essence includes these bioethics laws and their revisions. That is why last week, like last week, some colleagues, including Annie Genevard, sought to know what the Prime Minister for the revision of bioethics laws thought: nothing at all! Today, July 27, in the summer torpor, arguments were exchanged for four and a half hours of general discussion. We could have received a reply of little or no detail from the Secretary of State representing the Government. He swept it all away in four and a half minutes! [[Applause on several benches in the LR group]] All this is quite deplorable, including the title of Title I. We must at this point reassure ourselves, convince ourselves by the method That the bill is ethical, that we reaffirm it to the envious, wrongly and through. For our part, we say, and we will have the opportunity to say again, that this text is neither organic nor ethical.
ParlaMint-FR_2020-07-27-E1020.u280	Mr Jean-Louis Touraine, rapporteur of the Special Committee, has the floor to give the Committee's opinion.
ParlaMint-FR_2020-07-27-E1020.u281	Despite the remarkable dialectic of MM. Breton, Hetzel and Gosselin, we are, of course, not convinced. Behind this proposal to delete the title of Title I is the desire to delete Title I itself, and many of the other titles of this bill. Similarly, we were told earlier that this text should have been postponed for a few years; In reality, it is his very existence that is displeased by some. Delete this title would undress the text. I listened to your argument: it is not convincing. The title of the title Iercorresponds exactly to its content: it is indeed a question of "enlargement of access to available technologies without escaping from our ethical principles". If we left the first part, it would mean an unframed, uncontrolled enlargement, applied without any restrictions, without any limits, without any barriers. On the contrary, throughout the text, we can see how much reservations have been made. You'd like to expand them; For my part, I would rather restrict them; But they do exist. There is indeed an ethical concern, each having its own conception of ethics, a fundamental concern that the application of this text does not give rise to drifts. This title is perfectly suitable for us; it is adapted to the text that follows it. I therefore propose that all our colleagues vote against these deletion amendments. Unfavorable opinion.
ParlaMint-FR_2020-07-27-E1020.u282	Not convincing, all this...
ParlaMint-FR_2020-07-27-E1020.u283	Yes, that's convincing!
ParlaMint-FR_2020-07-27-E1020.u284	What is the Government's opinion?
ParlaMint-FR_2020-07-27-E1020.u285	Don't feel like I don't want to answer you. You wish to delete the title of Title I on the grounds that it does not correspond to its content.
ParlaMint-FR_2020-07-27-E1020.u286	Yes! We're consistent!
ParlaMint-FR_2020-07-27-E1020.u287	I will show you that, on the contrary, it is in line with each of the chapters of this title. Chapter 1 contains two main measures: opening up reproductive health assistance to couples of women and single women, and allowing gamete self-conservation, which is supervised in order not to encourage it. Chapter 2, "Recognizing and securing the rights of children born of medical assistance in procreation", draws the consequences, in terms of filiation, from the opening of medical assistance to procreation, after having established, in a principal article of the Civil Code, the equality of methods of filiation and, through it, the equal rights and duties of all children towards their parents. In addition, without going back to the principle of anonymity in the donation of elements and products of the human body, article 3 of this chapter recognizes the needs of children born from reproductive medical assistance with third-party donors, by allowing them access to unidentifiable data and the identity of the donor by their majority. [[Exclaims on the benches of the LR group]] All these measures create rights that are not contrary to any bioethical principle and that can be exercised within a protective framework, in particular of the unborn child. I stress that, when they were drafted, we paid special attention to the best interests of the child.
ParlaMint-FR_2020-07-27-E1020.u288	You don't lack air!
ParlaMint-FR_2020-07-27-E1020.u289	[[Applause on several benches of the LaREM group]] The opening of these rights is an opening to a future that we look forward to with confidence. The title of Title I of this bill is therefore perfectly consistent with its content. That is why I will give an opinion against these identical amendments, hoping that my answer will have been sufficiently detailed for your taste.
ParlaMint-FR_2020-07-27-E1020.u290	Bravo!
ParlaMint-FR_2020-07-27-E1020.u291	Mr Charles de Courson has the floor.
ParlaMint-FR_2020-07-27-E1020.u292	I believe that I am the only Member of the House who has followed the debates on the four bioethics texts since 1995.
ParlaMint-FR_2020-07-27-E1020.u293	Mr. Secretary of State wasn't born!
ParlaMint-FR_2020-07-27-E1020.u294	I don't know if you were born in politics at that time, Secretary of State; Don't use that kind of argument too much. I would like to ask a fundamental question: if we extend the LDC to women's couples and single women, taking into account the principle of equality between women and men – which is a constitutional principle – can you oppose GPA?
ParlaMint-FR_2020-07-27-E1020.u295	Yes!
ParlaMint-FR_2020-07-27-E1020.u296	No!
ParlaMint-FR_2020-07-27-E1020.u297	The answer is no, clearly no; We will see what the Constitutional Council will say.
ParlaMint-FR_2020-07-27-E1020.u298	He's right! There will be a priority issue of constitutionality!
ParlaMint-FR_2020-07-27-E1020.u299	We have to choose, ladies and gentlemen. As I have said on several occasions in the special committee, rapporteur Touraine, who is a true libertarian – not a liberal, a libertarian – recognizes this and assumes it.
ParlaMint-FR_2020-07-27-E1020.u300	Excellent! He's right!
ParlaMint-FR_2020-07-27-E1020.u301	Get off the masks!
ParlaMint-FR_2020-07-27-E1020.u302	This is a perfectly respectable position, but he knows very well that we are heading towards GPA. He recognizes it himself in private: let's spend some time, and we'll go to the GPA. You won't be able to hold; So you have to choose. You cannot be against the commercialization of the human body and its elements, which is incompatible with GPA, while being for the LDC for single women and women's couples! You choose, but without any consistency. For this reason, the title that we are discussing is perfectly suited to what you want to do: to expand, constantly, without seeing the inconsistency of your position. Mr. Secretary of State, are you, yes or no, against the GPA? The answer is yes. But, in this case, you cannot be for the LDC for women alone, and it must continue to be reserved for heterosexual couples, in order to combat sterility. That would be consistent. You have to choose.
ParlaMint-FR_2020-07-27-E1020.u303	Curator!
ParlaMint-FR_2020-07-27-E1020.u304	[[Smile]] [[Applause on the benches of the LR group. – Mrs Blandine Brocard also applauds]] Yes, but I am an ecologist in love, my dear colleague! I am a conservative, because I want to keep what is good in this case and in the advances of technology, but I am against those who want to use the technology for commercial, exploitative or discriminatory purposes.
ParlaMint-FR_2020-07-27-E1020.u305	That's right.
ParlaMint-FR_2020-07-27-E1020.u306	You have to choose between the two. The rapporteur has chosen: it is for the GPA, which is respectable and consistent. I am against GPA, but also against the LDC for single women and women's couples, in the name of equality between men and women and the defence of the rights of the child. [[Applause on the benches of the LR and IDU-I groups. – Mrs Blandine Brocard also applauds]] Mr Secretary of State, instead of arguing, let us be balanced and discuss the real problems.
ParlaMint-FR_2020-07-27-E1020.u307	I hope the night will give you advice!
ParlaMint-FR_2020-07-27-E1020.u308	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2020-07-27-E1020.u309	I should like to take the floor to respond to our colleague Charles de Courson. What is the purpose of extending the LDC to all women? To remove access discrimination on the basis of marital status.
ParlaMint-FR_2020-07-27-E1020.u310	That's not true!
ParlaMint-FR_2020-07-27-E1020.u311	By allowing access to the LDC for single and lesbian women, the legislation allows all women in the country to resort to medical practice.
ParlaMint-FR_2020-07-27-E1020.u312	What about the men? You're not answering!
ParlaMint-FR_2020-07-27-E1020.u313	With regard to pregnancy for others, there is perfect equality, because it is forbidden to everyone: to all women, regardless of their marital status or sexual orientation, and to all men as well.
ParlaMint-FR_2020-07-27-E1020.u314	What about the ROPA?
ParlaMint-FR_2020-07-27-E1020.u315	You're for GPA, say it!
ParlaMint-FR_2020-07-27-E1020.u316	[[Applause on the benches of the EDS group]] Our political orientation is to allow medical assistance in procreation for all persons able to bear a child and to maintain the prohibition of pregnancy for others in the national territory.
ParlaMint-FR_2020-07-27-E1020.u317	Further discussion was postponed until the next sitting.
ParlaMint-FR_2020-07-27-E1020.u318	Next meeting at 3 p.m.: Questions to the Government; Further discussion of the bioethics bill. The meeting is adjourned.
