ParlaMint-NO_2005-02-02.ana.ud299e29	The called alternate of the Troms County, Knut Werner Hansen, has taken the seat.
ParlaMint-NO_2005-02-02.ana.ud299e1294	‘10. In June 2004, the Stortinget adopted the suspension of the long-term defence proposal for the period 2005-2008. It was agreed that the location of the district staff of a merged district between HV-15 and HV-16 would be established in Bjerkvik. However, the staging proposition on which the decision was based suggested that the staff be established at Setermoen. Now the rumors suggest that the defense still works for the Setermo. Can the Council of State confirm that the defence works for the location of the district staff in Bjerkvik?’
ParlaMint-NO_2005-02-02.ana.ud299e1301	Sometimes in the Questionnaire it is tempting to just answer yes, and then stop there. It's not as often you can, but in this case I can. For in the treatment of Inst. S. No 234 for 2003-2004 for St.prp. No 42 The Stortinget decided to set up a new HV district, comprising Troms County and Northern Nordland, with district staff in Bjerkvik, Northernland. On the basis of this decision, the Ministry of Defence in its letter of application of 14 September 2004 commissioned the Defence Military Organisation to establish HV-16 in Bjerkvik. In a letter to us on 31 January of this year, the Director-General of the Heimevertet informed us that the District Staff of Troms Home Office 16 is moving from Bardu in Troms to Bjerkvik in Northern Ireland on 6 June 2005. There, the staff takes over the office building to North Hålogaland Home Office District 15. The relocation does not involve investment in establishments, buildings or installations. The chief change between HV-15 and HV-16 shall be carried out formally on 14 June 2005. The new district staff shall operate in Bjerkvik by 1 August 2005. I can therefore confirm what the questioner is asking for, namely that the defence is working for the district staff to be located in Bjerkvik and that it will be implemented in June 2005, only half a year into the new period 2005-2008.
ParlaMint-NO_2005-02-02.ana.ud299e1314	I would like to thank the Council of State for an unusually clear answer. I am very pleased that we are some of the decisions that the Storting has made, even when it concerns the Defence, must be followed. That's why I don't have any supplementary questions.
ParlaMint-NO_2005-02-02.ana.ud299e1323	I have allowed myself to ask the following questions to the Minister of Defence: ‘In response to the Defence Committee in the context of the 2005 budget, the Ministry of Defence writes that with today’s pay system there is reason to assume that a 20 pst. the increase in exercise-based activities would imply an increase of approx. 40 pst. in wages and salaries. How have the costs of exercises, including wage costs and exercise supplements, evolved from 2001 up to and including 2004?’
ParlaMint-NO_2005-02-02.ana.ud299e1332	My letter to the Defence Committee dated 10 November 2004 explained how an increase in the exercise-related activity is expected to affect the wage costs of the Defence. A key objective of the change of defence is to increase the quality and enhance the operational capacity of the Defence Departments and Units, and it requires increased training and exercise activity. Increase exercise is a desired development and a priority bet in the conversion of the Defense. At the same time, there are less clear distinctions between training and practice, and large exercises are often replaced by more specific training activities. It can make it difficult to find directly comparable numbers over time. Several variables are included in the calculation of the total expenditure related to the exercises of the defence. As I explained in my reply to the Committee, it is therefore difficult to give a precise answer to all the costs of exercises. Occasionally, practice activities may lead to increased maintenance needs and may increase overtime costs and less opportunities for relaxation. However, training supplements are a good indicator of the development of the practice. Surveys collected over the period 2001–04, which are addressed by the questioner, show an increase in the exercise supplement of about 1 %. 40 pst. - from 307 million. NOK 438 million. kr. The figures have been obtained from the Defence Staff, which states that the figures relate to accounting entries in the pay grades ‘execution supplements’ and can only be considered as an indicator of the development of expenditure related to practice. Sea defence training costs are not included in this numbering material. The Swedish Defence Research Institute’s assessment of day-to-day traineeship trends for 1994–2003 confirms that there has been a desired and significant increase in the number of days of exercise per year. order from 2001 to 2003. This is also a natural consequence of the conversion, by increasing the proportion of operational command, while reducing the share of command in support activities. Exercise and training are also a direct prerequisite for participation in international operations and for reducing the response time of the departments. In general, the costs of exercise are largely related to the variable-addition problem. As Stortinget is well known, among others. through the treatment of St.prp. No 42 for 2003–04, the overall objective is to simplify the pay system and reduce the proportion of variable supplements. The defence management wants a more predictable fixed salary system both for the defence and for the individual. Changes in the pay system, on the other hand, are a matter for negotiation. I am therefore pleased that a unanimous committee in the Innst. S. No 234 for 2003-2004 underlines the need for the large number of compensation supplements to be reviewed and amended. Of course, such support from the Storting is important for the defence leadership in the negotiations that are being held.
ParlaMint-NO_2005-02-02.ana.ud299e1353	I thank you for the answer, and can join me very much of what the Council of State says. First, I share her opinion that it is a desired development that we have many exercises, and that exercises are important and necessary. We have changed the defence precisely in order to improve the operational capacity and the quality of the forces, which should also be the interest rate. I think it's very important to underline. The question is whether the days of practice are too many compared to the past, especially in terms of costs. And at a time when we're going to have to look at the cost development in Defense, I'm going to ask if the ministry has considered looking at the extent of the exercises and the number of practice days compared to bringing down the cost of exercises.
ParlaMint-NO_2005-02-02.ana.ud299e1362	Both the views of the Defence Department and the Ministry of Defence are that the most clearly desirable thing is to be able to continue to practice and train a lot, but to get a more appropriate distribution between fixed salary and supplementation, because the defence has simply changed quite dramatically, from a defence with great support functions to a defense with much more operational activity, where training in the field is actually normal everyday life and nothing specific. That means that the questioner here is in on something very central. If, in the future, no adjustments are made to the supplementary system, as the defence management works for, you can find yourself in a situation where the individual defence sector will at some point choose not to have as high an exercise activity as you want, simply because the costs become disproportionate. There is a common challenge here. But I still have the confidence in the defence staff and the officer that you do not want it as a final result, and that therefore it will be possible to show the necessary flexibility in ongoing negotiations.
ParlaMint-NO_2005-02-02.ana.ud299e1367	With regard to the relationship between support functions and operational departments, I agree with the Council of State, but with the addition that we need some support functions as well. Where the Council of State and I may disagree, is where the boundaries are going to put these out, i.e. privatize the support functions or have them in their own direction. When it comes to the pay system, I also want to refer to what we have written both in Innst. S. No 234 and in the budgetary position, but will nevertheless stress that when possible changes to a pay system are made, it is the subject of negotiations between the parties and neither the Stortinget nor the Ministry that such ones can do anything about. The size may encourage the Ministry to take the initiative. But if it's right that it is, for example, is more lucrative to practice in Norway than to go to Afghanistan, something is wrong. This is a problem we've been through in the past. And I have to say that with the combined interest, skill and quality of the forces we have, it is important that it pays for them when they first go out, whether it's to Afghanistan or Kosovo. So at least I want to encourage you to have a relationship between practicing at home and going out that's right.
ParlaMint-NO_2005-02-02.ana.ud299e1376	There is full agreement between the questioner and the undersigned. Of course, participation in an international operation, which is very demanding, should be better paid on the additional side than in most other activities. But it may mean that it is necessary to achieve results in the negotiations that are taking place between the parties to look at another fixed-wage/addition relationship system. I share the questioner's concern about the consequences of not getting to this. I fully agree that this is not something that Stortinget or the Ministry of Defence can decide, it is the parties themselves that need to find solutions. But one consequence of not finding a solution can be that more defenses, as the Maritime Defense did in the harvest, choose, when you have to take budgetary considerations, stop all activity because it is much easier to save by reducing activity than by saving on other things, because then you save the supplements. It's a challenge for the entire defense.
ParlaMint-NO_2005-02-02.ana.ud299e1384	I have the following questions for the Minister for the Environment: ‘The Minister for the Protection of the Environment has changed his former designation of the Roofing Wilderness Title for Uppland, but still does not follow the well-founded proposal for the Roofing Wilderness Title of the county. This leads to a fight that is very unfortunate for the game management. In its proposal, the county council has inter alia: taking into account political composition, gender balance, regional ties and personal interests and qualifications. What is the rationale of the Council of State for making a different appointment from that proposed by the County Council?’
ParlaMint-NO_2005-02-02.ana.ud299e1393	The regional predators are State game bodies to implement national wild game policies in the region concerned. I would like to make it clear that in all regions, the education has taken place in line with the instructions given by Stortinget through the treatment of the birds of prey. This includes, inter alia: that the county councils shall submit proposals for candidates, while the department shall appoint the members of the counties. One has used the same criteria and procedures in all regions in connection with the appointment. There are only named people who have made suggestions about the county councils, the Sametinget and the Oslo City Council. Following its accession on 10 December, the Ministry of the Environment recorded that the municipality of Oppland was not satisfied with the representativeness of its members. In view of the situation that arose, the Ministry chose by letter of 17 December 2004 to give Oppland County Municipality a chance to submit proposals for new candidates, so that the representativeness could be improved. By letter of 22 December 2004, the county council then decided to stand by its previous position. In the light of the dissatisfaction that has arisen, the Ministry has, after an overall assessment, chosen to make a change in the composition of Uppland. Upland County Council is made aware of this change by letter of 10 January 2005 from the Ministry of the Environment. I'm overconfident that the people who are now eligible for regional predatory wildlife education in Uppland, in a way, will also meet the requirements that the representative Rudihagen Iseine is important for such a body. I attach great importance to the fact that, through the creation of predatory game subjects, important parts of the game management are delegated to the regional level in line with the leadership that Stortinget provided, and I look forward to a good cooperation with the predatory game subject in Uppland in time to come. Finally, I would like to repeat that the appointment of the members of the predatory game subjects in all regions has taken place in line with the instructions given by Stortinget through the processing of the predatory game message.
ParlaMint-NO_2005-02-02.ana.ud299e1410	I do not question or doubt the formal right of the ministry to final composition and to appoint regional predators. I asked for the founding to verify the county in this case. The county council's proposal was very thoughtful, as I mentioned, both geographically, politically and sexually, and also according to a woman who wanted to have into the important subject, which, as the council correctly points out, has been added to very important tasks in the robberies administration. The whole intention of the rapture message that was being discussed here was that one should dampen the conflict within this conflict-filled area, and then it starts with a conflict when it comes to the composition of the regional predatory game subject. That's what I think is a very stupid thing. That's why I mean that the department doesn't have any very good reason to try out what the county council here has proposed when it's dealing with representatives. Now the ministry has just accepted one change, but it remains to be met when it applies to the others.
ParlaMint-NO_2005-02-02.ana.ud299e1415	I share the concern that we are starting a very important work with a conflict, which I would have liked us not to have, because the regional predators are very important -- an important lead for the work. But the very reason why the ministry has shown flexibility, but also stood firm, is that there have been so clear indications from the Storting that one should be selected directly from the county selection, and precisely from the robberies policy, which is so controversial, and which is so strongly committed around, is very important that we are precise in relation to the directions given through the landfill treatment. So we've just tried to be clear that when the Storting has said something, we're going to follow it up to the point and the point. The raw game notification and the configuration from the committee will be read up and down. That's good, and it's very important that we follow closely what the Storting has said in this case. It's the foundation of the department.
ParlaMint-NO_2005-02-02.ana.ud299e1420	For the most part, follow up what the Storting has said in this matter, at least when it concerns politics. What the Stortinge has said, I can refer to: ‘The majority refers to the composition proposed where it is envisaged that the municipalities concerned in each region select and appoint representatives to the game owners. The Ministry of the Environment, as the ultimate body of game, shall carry out the final designation of the name.’.» There's not a single word here that there should be people stuck in the county selection, which is the formal basis for the review. Right, there's a sentence in the message itself from the department that says it, and when the Storting hasn't commented on it specifically, one can clearly understand it so that one has joined it. But anyway, this gives a room for action in order to be able to put in the best denominator, as the county council here has suggested. It is not in this range that a new point and a dot must follow the letter and words of the message and the Size setting. It is the implementation of the predatory game policy that it is important to follow suit.
ParlaMint-NO_2005-02-02.ana.ud299e1429	There will probably be discussions about which field to follow up what the Size has said, to dot and dot. What I'm experiencing is that in the field of predatory game policy, there is a different desire for a certain swirl from certain groups. What I'm busy about is following up on what the Storting has done, and it says that it should be selected directly from the county selection. However, I have used discretion through a new appointment on 10 January, where I replaced one of the permanent members with the first alternate of the county committee, and with this the department meets the following demands from the county council: the party political composition becomes exactly as the county council wishes, the geographical distribution is better, and Erik Winther, the first alternate representative of the county committee, is given the name. So I think the department has shown flexibility and followed up the Storting. Today is the first meeting of the Roof Wilderness Study in Uppland. I have faith in a job there that will be good, and I trust that an important regional work will be done in Uppland as of today.
ParlaMint-NO_2005-02-02.ana.ud299e1437	I have the following questions for the Minister for the Environment: ‘In the municipality of Engerdal the authorities will protect 130 km2 at record speed. Interested parties feel that this is taking place irresponsibly quickly. A meeting between the County Environmental Protection Department in Hedmark and representatives of the municipality is being held in Eastlanden on 6 January this year. The representative of the County Council acknowledged that time pressure is a priority and that normal working methods are being sidelined. Postponements are excluded in the work, as they may have to come from the top authority. Will the Council of State ensure that the work is done at an appropriate pace?’
ParlaMint-NO_2005-02-02.ana.ud299e1449	There is broad political support for increasing forest protection in Norway and for the active use of public-owned forest land in this work. This was confirmed when, in November 2003, the Stortinget discussed the protection of forests during the treatment of St.meld. No 25 for 2002-2003, the Government's environmental protection policy and the state of the state of the state of the state of the state of the state. In order to follow this up, the Minister of Agriculture and Food and I, in close cooperation, have started a systematic work on forest protection on state soil. I think protection on state grounds is important both to ensure protective forest and because it can reduce the need for the protection of private forests. I also hope the representative of Korsberg sees it as positive if protection on state grounds can reduce the need for protection on private grounds. As part of the work, surveys of the State Forest area, etc., were carried out in the summer of 2004. in South Norway and important areas of protection have been identified. I would like to stress that the scope of the protection is not taken into account, but that this needs to be clarified through further proceedings. Extensive consultations shall now be held in which municipalities and other parties may make representations of their views and interests. The timing of the hearings will allow the parties to record. Recordings from the hearings will be carefully reviewed and evaluated. Among other things, protection values and other interests will be considered whether there is a basis for changing protection regulations or delimitation or, where appropriate, for taking entire areas out of the protection process. I can assure the representative of Korsberg that there will be a defence procedure in the field of protection when it comes to both speed and quality. Work has been carried out and will be carried out in line with current procedural requirements. We focus on securing recordings from municipalities and other parties. I can also inform you that a meeting has been agreed in a short time between the spokesman in the municipality of Engerdal and the political lease in the Ministry of the Environment, where the protection work on a state basis is one of several issues that will be discussed.
ParlaMint-NO_2005-02-02.ana.ud299e1468	I thank the Council of State for the answer. When the Council of State says that there is broad political support for the protection processes that are taking place, it is far from right. That aid is here in this Chamber. It is not anchored in local democracy. This is not an exceptional case. We have had similar things, for example: in the case of the Outer Archipelago of Kristiansand-Segne-Mandal, Upper Dividal National Park, Lyngsalpene, Tillermarka, etc. etc. In each of these places and many, many more places, there is a conflict between the authorities who want to protect, and the local authorities and owners who want this process to take a little longer, so that they can be a little more involved in that process. The rapporteur also refers to the fear of job losses in this matter. But the question to the Council of State is, why don't you follow up on a circular that you've come up with yourself? Then I think about T-3/99. There is simply a call for this to take so long that all stakeholders become part of the process. The Council of State has replied in writing to me.
ParlaMint-NO_2005-02-02.ana.ud299e1479	I'd like to assure Mr. Øyvind Korsberg that we're setting up a defence process here. What I also think is very important is that here the state also put in work protection on its own grounds. Just to ensure that the level of conflict is reduced, I believe it is very important that the state be involved and take its share of responsibility. Both the fact that we get what we can call normal protection, which has now been on private grounds, that we also get voluntary protection on private grounds, and the fact that the state is taking responsibility, I think that I should also encourage us to have a greater outreach among the people in the important work of protection. So I'm glad there's support in this room for the work being done to be done defensively. I'm busy with what's going on right now, by the fact that the hearing processes are now in the process of hearing the various parties. That's to hear that we're now going to have hearings.
ParlaMint-NO_2005-02-02.ana.ud299e1486	I thank the Council of State for the answer. I am also in favour of voluntary protection, but then there must be voluntary protection and not just a technical concept that records that the local environment, both the political and those with industrial interests, protests against the so-called voluntary protection. I am also pleased that the Council of State will meet with the rapporteur, and then I really expect the Council of State to listen to what the rapporteur has to say, and to the interests that the rapporteur here represents in terms of business and the type of activity. You know, the thing about protective processes is going all over the country. Recently, Sametinget has stated that it should have a direct influence on the management and establishment of national parks and so on. in the Sami regions. Will the Council of State comply with that requirement?
ParlaMint-NO_2005-02-02.ana.ud299e1495	I don't want to go into and comment on what Sametinget has now recorded, but I've also recorded the recording that came from Sametinget, and it will of course evaluate it. What I'm busy about is that in the case that's taken up here in relation to Engerdal, now there's a lengthy consultation period that's ahead of us, where I can promise that all parties, all those who have views and recordings here, are going to race and talk through the hearing. And it is precisely the broad democratic processes that ultimately lead to the final decision on protection. I'm glad we have just such processes that take care of the different concerns. It's not like everyone's going to be happy, but the processes that we now have, I think, facilitate smaller conflicts. And that's desirable. Protection is desirable, but smaller conflicts are also desirable.
ParlaMint-NO_2005-02-02.ana.ud299e1502	Thus, all questions in today's Question Time have been addressed.
ParlaMint-NO_2005-02-02.ana.ud299e1513	There is no record.
