ParlaMint-NO_2004-05-13.ana.ud1171e58	The representative of Øystein Hedstrom will make a private proposal.
ParlaMint-NO_2004-05-13.ana.ud1171e1264	Today, we have heard many beautiful words about taking care of the sheep industry, while at the same time reducing the conflict and maintaining the quality of life of people. For example, a group of committees say: ‘It would therefore be desirable to initiate studies to provide knowledge of how predators affect people’s everyday lives and quality of life.’ It's fine, but they could have been involved and reinforced by going in to the proposal of the Center Party here, which goes in the same direction, an investigation of the consequences of quality of life and also economic consequences. It was just that we wanted the results of that study to have an impact on policy. That's why I think it's a little weird when they say that we're on the side line. We have, according to my concepts, moved the majority in the right direction. I'll give you one more example of that. It is about the cost of the predatory game policy. The Central Party has included in the proposal here that all the costs of the predatory game policy should continue to be covered by the Ministry of the Environment's budget. It's been free to join at all times. Today, at 4 p.m. 9.00 we got a new proposal, and it says: ‘The size suggests that the measures referred to by the settlement partners in the setting of the robberies message are entered under the Ministry of the Environment’. There must be small differences here. I can't see why, if it's equal, you wouldn't as well have joined the proposal of the Center Party – otherwise someone would have to be so kind as to explain to me what is actually the difference. If there is not a very clear and good explanation for this – I absolutely believe that it is a step in the right direction – we will do so so that we vote on proposal No. 11, which is our own, and then we will vote in a subsidiary way on the new proposal that has arrived today.
ParlaMint-NO_2004-05-13.ana.ud1171e1281	The report on violence, which we are dealing with today, is an important matter for many people in this country, and many have been involved. There's some reason why it's like this. For some people, especially the wolf, which takes the domestic animals and tusks around the vicinity, has given a lower quality of life in everyday life. The Storting must take it seriously. What's special about what's being adopted here today is that in the case of the wolf, yes, it's going to be allowed to stick to where it lives the most people, and where it's probably also the most asphalt. It's not easy to understand, especially not for the wolf, I think, because it's not very concerned with asphalt. It probably thrives better out in the woods, but it doesn't. I agree that Norway should have yerv, gaupe, wolf and bear, and that it is a national responsibility that we must take. But that responsibility cannot be borne by a few. That is why I am pleased that the Workers' Party and SV have changed the Government's proposal to zone the wolf, which meant that the load should only be placed east of Glomma. It was totally unheard of. Now the son gets bigger, but the Workers' Party still believes that the wolf zone should be even bigger and the burden divided by even more, but we didn't get a majority for that. Eastfold is a small group with relatively high population density. This is not a good starting point for predatory game, especially not wolf and gauze. Eastfold is also the state that has the largest globular population. Large parts of the county, especially the eastern part, are an integral part of Swedish wild game management. This area will have both wolf, gaupe and bear from Sweden, regardless of Norwegian tillage management. This is in itself a significant load for the area. It is therefore important that ‘the total pressure on predators should not increase in the regions where there is a great deal from then on, rather the number of animals should decrease’, as stated in the positioning. It is positive that we now have increased prevention efforts, that compensation will be granted to municipalities with large predatory wildlife populations, that Oslo, Akershus and Østfold will be a separate administrative area, that the administration will take place regionally, that we will have a more effective killing of pests/animals with abnormal behaviour, that the compensation schemes will be maintained, and that the rights of emergency protection for dogs will be investigated. Had it been so that it was the Government's proposal that we were to adopt here today, there would have been every reason to go against the whole message.
ParlaMint-NO_2004-05-13.ana.ud1171e1296	The debate during the treatment of the report on predators has mostly been about wolves. That debate is important, but while the debate is going on, your friend is creeping around almost the whole country and doing infinite damage. We know that the wolf does damage to about 8 pst., while sometimes the damage statistics are up to 40 pst. because of yours. I'm glad that the majority of the committee is able to reduce the number of juveniles, but there are areas in which I believe the administration needs to go into more detail to find local solutions and create trust between the authorities and the industry. This is District Norway. Throughout the Nordic region, the sheep and reindeer industry is heavily plagued by you, but it is particularly difficult right now in the coastal communities of Meløy, Rødøy and Gildeskaal. Historically, in these three municipalities, you almost did not exist, and therefore many farmers have invested in sheep feeding. As late as 1998, only 15 replacements for sheep were requested to be killed by you guys in these three municipalities. In 2003, the number of animals killed was 908, so there was an explosion. The Irish warned early on against developments that they would then come, and recommended hunting in coastal areas as well. Until 2002, the Directorate for Nature Management has refused to do so, but since then it has opened its licence hunt. Unfortunately, the topography in this area is so that it has not been possible to withdraw the quota in the licence hunt so far. Municipalities have a typical coastal climate with strong changing weather and poor track conditions, and also steep mountains. The hunt takes place in the darkest time of the year, and for that reason it is difficult to keep both stock records and hunting. The three municipalities have 13,200 animals on pasture, and there will be a great loss for the industry and the district if the sheep farmers have to cut down. Due to major losses, the Food Safety Authority is concerned about the welfare of the animals. Perhaps the farmer is obliged to cease operations. I'm glad that a broad settlement means that Nordland should be a separate region within the administration. I expect the problem in Meløy, Rødøy and Gildeskaal – and in the rest of Northernland – to be solved when the majority has now so strongly stressed that predatory wildlife subjects are to be responsible for quotas and areas of licensing for you, bear and wolf. It means a larger local government, and I hope that agriculture throughout the country still has a future. At least we can't wait and believe that predators will ever become vegetarians.
ParlaMint-NO_2004-05-13.ana.ud1171e1313	The first part of my post is basically only for the protocol. It's because SV, at Hallgeir Langeland, talked about the Abruzzo project as well as was part of the agreement, that we now had to build a very center in Trysil. That's not right. What's in the setting is that if you were to have such a center, a predatory game center in Trysil can "point out naturally". In addition, it says: ‘If this centre is established, the majority would like the authorities to contribute money to information and anti-fear measures.’ Just so that's clear, that's the part we might be going to be on. After all, the centre party disagrees most of the time. Inger S. Enger, however, points to some positive things. I would actually believe that also some farmers in Agder, Telemark, Buskerud and Vestfold will find it quite right that there should not be wolves there. In this way, some things have been done that might make it easier to manage these predators, especially wolves, who have been very central in this discussion. It is gratifying that although in most groups there have probably been some dissenting views in this matter, it seems that everyone will now join the agreement that has come. In itself, I think it's very valuable, so that the four games at least stand behind this equation, behind this setting. I think that's very good. It is important that we all now try to build a bridge between the administration and those affected, that we seek to restore the trust that many have pointed out is not present today, because it is absolutely vital for good development that there is trust between the different levels of government. I think it is very good that the appeals committee is now being added to the Ministry of the Environment, where there are political issues that have to be cancelled. So in the future, we have to make sure that we have better trust between the different levels of government.
ParlaMint-NO_2004-05-13.ana.ud1171e1329	The fight for the existence of human beings and predators is far too far-reaching. On planet Earth, everyone else is living by the grace of men. It's time for us to decide what nature will look like around us, and we're the ones who decide who it is we're going to divide this planet by. Fortunately, biodiversity on earth is still rich. We have large predators in many parts of the world. Fortunately, we have societies that have shown the ability to take care of them. We have crocodiles in Australia, we have puma in America, we have tigers in India, and we still have lions and gorillas in Africa. Today, I was quite shocked to hear the leader of the Center Party, who almost thought it was a great part of the Norwegian community tradition that we wiped out the wolf. I don't think so. I do not share the view of the representative Åslaug Hagas that what we were doing in the last century, when we had a shot premium on predators, is a proud part of Norwegian rural traditions. I thought it was a stage we had set behind us. If it is the case that Norwegian agriculture operates in a way that is so completely different from the way it operates anywhere else in the world, that right here we can take predators, it is also not a view that is particularly sustainable. In India, there is a larger proportion of the population living in rural areas than in Norway. 28 pst. by the people of India live in rural areas, and they are able to have a policy that allows them to take care of the tiger. Many have said that we have an international obligation. It is absolutely right, and it is essential that rich countries, such as Norway, show that we are able to comply with international obligations. But more importantly, we have a moral responsibility to take care of what we are set to manage. We have a management responsibility that we can't push away. I am pleased that we have a broad deal in this matter. I'm glad that we have targets for all the big predators, so that what we're going to discuss in the future is no longer whether we're going to have predators in Norwegian nature, but in what way we're going to manage, so that we can live with predators. Because that's what it's all about now: we have to, like you have to elsewhere in the world, learn how to live with predators, because we've chosen, internationally and nationally, to divide this planet into predators. And that choice I am pleased that a broad majority in the Grand Duchy today is taking.
ParlaMint-NO_2004-05-13.ana.ud1171e1348	From almost no repetitions of the main speakers and a relatively tame debate, with the exception of the speeches by the Centre Party and the Advance Party, a number of representatives have now signed up for three-minute speeches. I think it's approaching 50 pieces. This is interesting. Is there anyone who should explain what they themselves think, while their party today decides something else? Could it have anything to do with their district profile, which they want to promote in this way? On the other hand, in the view of the Progress Party, there is no doubt that this is a message that makes it more difficult for people to live in districts that are now somehow affected by predators and the report of predators. I would like to repeat that I believe that too many of those affected are going to be a disaster. The quality of life is being reduced, and I think that the population will eventually be reduced where predators are now to rule after they are satisfied. Of all the families of children I have talked to who are affected by the message, many consider whether to move. But of course this isn't easy. You have roots in your home, you have invested in housing, you have a job nearby, you thrive and thus you have quality of life. Thus, such a zone is not a positive one. And then, hunting opportunities disappear, and buffing becomes impossible. The question is, how can this worldwide be replaced by money or remedial measures? In the opinion of the Advance Party, this is impossible, with or without a Robbery Centre in Trysil or an Elk Center in Kongsvinger. These are two projects that have otherwise been worked on for a long time and beyond this message.
ParlaMint-NO_2004-05-13.ana.ud1171e1357	Rarely does one thing concern so many so much, and with such strong feelings. In Telemark, my home country, the matter has been at the forefront of the political agenda for many years. And for my part, I want to say that the matter has weighed down, precisely because the wolf is strongly unwanted in our county. I supported the report when it was submitted. I think the Council of State deserves commendation for providing a message that balances important considerations. It is a fact that it takes care of our international obligations, while the proposal for zones in the case of wolves was acceptable in relation to a restriction. The government's proposal made it possible for us to reconcile predatory populations here in the country with active off-road industries. And then after that we've got the deal. I think that is also good – I was worried for quite a long time, I have to admit that. However, together with the government parties, the Workers' Party and SV are now helping us to pursue sustainable predatory policies that provide predictability both for the off-road industries and for the rest of the population. I have all sorts of respect for the fear and concern of many people that the wolf will still be in certain areas of the country. It is not something we should take lightly, it must be taken seriously, and therefore I am also pleased that the conciliation focuses on targeted work in relation to just fear. Then it is added up to also ensure local anchoring. Eight regional elected bodies are responsible for the management of predatory policies in their region. And this is where I don't understand the Progress Party, which is now suddenly in doubt at the county boundaries, at the county council – and there must be new tones from that party. The question of compensation is important and it is of great importance that a replacement scheme with increased incentives to avoid losses is now being introduced. And that the Storting should look further at compensation schemes, I think is also positive. Then I'm going to take a last visit to the Progress Party, which in its bigming program says yes to the wolf, but which here says that it's not a goal to have breeding wolf in Norway. At least one can't call it firmness!
ParlaMint-NO_2004-05-13.ana.ud1171e1373	There has been a long debate, probably going to the end, but there has been a good debate, in the sense that there has been a high level of factuality. There have been some comments that have presented the various points of view that have been made. However, I feel the need to underline something in relation to what Åslaug Haga suggested in his speech, that the vast majority of her colleagues on the Stortinget are uninformed about the issues they are going to discuss, that the large majority deliberately choose not to listen, and also deliberately want to give priority to the quality of life. When we talk about prevention measures, I could be tempted to suggest that we take action in Stortingen to counter the lack of knowledge about colleagues! – None of this is true. That we should have a different and less valuable view of people and quality of life than what Åslaug Haga has, I feel a need to reject. I am very pleased that her colleague, Inger Enger – in the same party – is meeting the challenge and the debate in Stortinget today in a much more factual and constructive way. Then I will be allowed to thank everyone who has contributed through this process. As rapporteur, I can promise Stortinget that it will be good to finish! It has been a job to grow up, and now I long for Telemark! So I hope the debate doesn't go very far beyond the afternoon and the evening.
ParlaMint-NO_2004-05-13.ana.ud1171e1382	It looks like we're within the reach of the representative's wishes.
ParlaMint-NO_2004-05-13.ana.ud1171e1385	I brought this up with the subject-matter paragraph of the Earth Act. I think there's only one law and the convention majority use it, and it's an interpretation of the Berne Convention. The Norwegian Government has also approved and signed the European Landscape Convention, but that is very little. It is such that the European Convention on Landscapes is of great importance, inter alia: in the case of grazing and plants dependent on such land use. The many endangered plant species that are placed on our list of roots in terms of the conservation of the flora depend on this. However, this is obviously not statusal enough in terms of biodiversity and that discussion. The protection of the landscape does not appear to have been taken into account in the notification. No 15, although Norway has signed this Convention. What's going to happen now is that biting bumps and grazing game — especially deer game — get away from the landscape. I also think that the ILO Convention should be more widely addressed, perhaps also in the UN Children's Convention on the Rights of a Child to a Safe Growing Up and Life. This also applies to the Convention on Biological Diversity, which states in Article 9 that it can be based on: ‘ex situ conservation in a manner that does not threaten ecosystems and in situ populations of species’. This is completely absent from the debate on future and modern predatory policies and management. Then I also believe that the Animal Protection Act should have been much stronger – the authority of animal protection scientists and sanctions against the pests. And those who are responsible for these perpetrators, that's the state, that, by the majority here today. In the practical everyday life following the adoption of this suspension, the responsibility for these animals lies with the Minister for the Environment and the Ministry for the Environment. For example, when other animals are attacked by a bump, a child or a privately owned dog, the owner of the dog has immediately been held responsible for what is taking place. But in relation to the predatory game, we withdraw to our summer vacation and sit on each of our tweezers and take no responsibility – this also applies to the Ministry of the Environment. It must be that those responsible for this policy and these animals also have a responsibility towards the victim and the victims' owners. It must also reflect better the animal protection law, so that one goes not only to the victim's owner but also to the victim who is a perpetrator. There has been talk of local ownership of predatory policies. I fully agree with that. I agree with Inge Ryan's description of the lack of trust in the administration. I believe that both hunters, livestock keepers and representatives of the residents of the areas must be involved in terms of stock registration and stocking. Then we can at least get a little more understanding between the administration and the residents. This applies to local ownership. Why not ask the people what it wants? What does it mean, for example? the majority here today on a referendum in relation to whether you want predators in your municipality or not? It could have been interesting to hear the silence of this debate.
ParlaMint-NO_2004-05-13.ana.ud1171e1405	This has been a debate to get wise, at least most of it has been said. It has also been important in relation to the leadership that is now to be given in the future in the field of deforestation policy. There have been some questions, including questions about what has not been proposed by the Government, but about what has been agreed within the Committee, including: relative to the stock targets. Population targets have been set by the Committee to which these eight regions should also relate. In the case of wolves, it is right that the Committee, as I can at least read it from the recommendation, and that it will be managed in relation to, is in favour of a stock target of three annual young wolves in Norway. Of course, I will deal with that. I also look at page 13 in the vote, that in the case of the border groups of wolves, the majority believe that they must be managed in cooperation with Sweden and cannot be included in a Norwegian target. I'll deal with that. Then there are questions, including: from the Progress Party, on what a border group is. A border group is, of course, a border group. So it's a family group that has its territory on both the Swedish and Norwegian sides. That, as far as I can understand, is the only natural interpretation of it. If you're going to do a very thorough job, you might have to interpret both the one and the other. What would have been interesting to know – I'm not going to discuss it at the bottom of the debate – is how the Progress Party actually defines having wolves, as it says in the party program, as long as the wolf does not create problems. It might also have been pretty interesting to know a little bit more about how to practice it. I might not think it's of the most practical. This morning I was giving a talk at something called GRIPFORUM. There was a representative from the Masai in Masai Mara talking about the travel industry. Then I heard something about this masai shepherding the family's goats and cows among 2,000 lions, 6,000 hyenas and 200 leopards. Norway has 40 wolves. Now we don't have 40 wolves, then, but it does put the whole little bit in relief, so these three breeding wolves we're going to try to manage also in relation to taking our responsibility, also in relation to not putting everything on our neighboring country and not everything on poor Russian farmers. We're going to try to do it with the lowest possible degree of conflict. I can promise that on behalf of the entire environmental management at least.
ParlaMint-NO_2004-05-13.ana.ud1171e1416	To the representative of Rahm I just have to say that there is some party that has been subjected to generalizations here today, it is the Center Party. I don't know how much good it comes out of continuing that debate. The one who made me speak was the representative Sørensen, who in his speech was concerned with India and the management of the wolf in India, where she almost suggested that the Indian administration should be a model also for Norway. Now there aren't so many countries in the world that I have a good knowledge of, but in India I have, after all, lived a few years, so I know a little bit about how things work there. It's true, as the representative Sørensen says, there's a lot of people living in India. You live very closely in India. Thus, the population density cannot in any way be compared to the population in Norway. It is also a fact that people live in villages in India. The fact that people live in villages also has a maritime impact on how predators — in this case the wolf — are to be managed. The fact that people live in villages, in itself, seems deterrent. There's life and touch there. It's activity. That makes the wolf shadows away. It also makes the wolf become natural cloud. We have a different housing pattern in Norway. We live widely, and so it's like a mailbox has a completely different deterrent effect on a wolf than a village with life and touch, rhythm, fire, etc. I must also ask the representative Sørensen, to pursue this a little, what she knows about the shooting of the wolf in India. I don't think it's an entirely unknown phenomenon. It may also be that in terms of the use of land, it is carried out in a completely different way in India than in Norway. So in Norway, we have a very unique use of the field, and the comparison with India does not last in any way. What I'm trying to say is that I'm concerned that we're going to cross-border. We're supposed to. Then we're going to look at the similarities that make it possible for administrations to compare, and then we should also look at the inequalities that make it necessary in some countries to take some particular consideration. From my point of view, there is no doubt that Norwegian housing patterns and Norwegian use of land mean that we have to deal with things in a slightly different way than they have to in a number of other countries.
ParlaMint-NO_2004-05-13.ana.ud1171e1431	As a representative of East-Agder, I must leave the wolf alone in this debate. I am pleased with the broad agreement, it is a political compromise that brings together all the strong and conflicting interests. It is, in my opinion, a good political craft of the Energy and Environment Committee. The Berne Convention and Norway’s obligations have been a subject of controversy. I take note of the conclusion that it is not a question of whether we should have predatory game in Norwegian nature, but of how we should manage it. The notification shall be subject to a regional breakdown. The pressure shall be distributed as it stands. When Agder and Telemark don't want wolves, maybe the pressure is high for bears. I have to be allowed to express my concern over the fact that 15 year old bears can seem very much. It's not long since the bear Lefto was shot in Åmli. It came out of its home in Fyresdal, Telemark. I have seen the damage the bear has done to hives, and the fear it created. I assume that the stock is regulated according to the rationale principle. I am also aware that the eagle population has started to get very close to the mountains in the interior of Agder and Telemark. I am almost not out once on a hot trip without seeing eagles. That we're going into such large populations, I'm also very skeptical, but once again I assume that the rationale is used in administration.
ParlaMint-NO_2004-05-13.ana.ud1171e1440	In the course of the debate, there have been a few touching speeches about the need to protect species other than those we call predators. I fully agree that we should do that. I fully agree that we are going to protect the species that only exist in the cultural landscape. It's clear that we're going to protect those species that don't reach the front of today's newspapers. We have many such debates in the Storting, not least in the Committee on Transport – we have many of them there. I expect that all those who have talked about the other species will be involved when we're going to discuss whether we're going to keep a small frog trunk that unfortunately is in the way of the Kvivsvegen. No one was there to defend the bird reserve around Tønsberg when a road was to be built there. There's a lot of exciting biodiversity, and it's clear we're going to take care of it. Sometimes I feel that it gets a little sticky when we're most concerned with the other diversity of things where we're actually trying to treat the wolf the same way we're trying to treat the second part of biodiversity. I am unable with my best will to follow the representative Haga when she says that Norwegian agriculture is completely unique worldwide, that it is nowhere else like in Norway, so we have to be able to eradicate the wolf in Norway. I would assume that it is much harder to have tigers in India than it is for a rich country like Norway to take our share of an international responsibility to make sure that we share this planet with some other predators than ourselves. Finally, I would like to say that we need to have a debate on how to live with predators, because fortunately that's 80 pst. Of this big thing, we're going to do. I would also like to say that I am proud to represent a state where an overall political environment has welcomed the wolf. I think it's good that we've got a zone that makes the wolf welcome in Oslomarka. And then we're going to get to work so that we can come up with good ways to live with predators. In the end, I'm worried that we're in front of other big things that threaten Building Norway more than the discussion about the wolf. I'm a little surprised that, in the light of the EU issue sailing up, the Centre Party does not see any greater need to build alliances with those who can stand together with the Center Party in a battle that will be far more important for Building Norway than a couple of three wolves.
ParlaMint-NO_2004-05-13.ana.ud1171e1451	I agree with Åslaug Haga that it is not a big point to continue the short, small round we had in between. But I felt a very strong need to stress that I don't feel that I have any worse ideals in my relation to quality of life or in other human issues than what Åslaug Haga has. Now that I am asking for the floor, it is because I was a little disrespectful not getting a response to Inger S. Enger's questions linked to the proposal that was distributed today early. I perceive that the centre party does not see any nuances in the relationship between what has been inserted in the setting and what has been presented today. I personally believe that there are some nuance differences here, without going into a debate about it. This reflects what is in the majority's position and thinking about this, simply because we've got signals that there may have been too vague signals in the setting. That is why we felt the need to clarify this through a concrete proposal. If the Center Party feels that this is very similar, I can only encourage the Center Party to support the proposal.
ParlaMint-NO_2004-05-13.ana.ud1171e1458	Ola D. Glötvold has had the word twice and gets the word for a short comment.
ParlaMint-NO_2004-05-13.ana.ud1171e1461	It concerns credibility, trust and stability. I do not think in any way that the Minister of the Environment's statement concerning these border groups was good and clarifying. I ask, for example, this Årjäng team, who is it to belong to? Is it a Swedish flock, is it a Norwegian flock, or should it not count with any place, so that there will be a bonus group in predator management? I believe that the predatory game policy in Sweden and Norway needs to be coordinated so – between the two ministers, if not otherwise – that we get a clarification on it. It also has to do with trust. So finally, my concern about the compensation scheme: SV says that the starting point was good, the Labour Party says it was too bad. Birch and honey production are ‘assessed’ in the compensation scheme by the majority. I think that's petty. It should be possible to say something clearer. And then a push on this and live in uncertainty: what will be the future, until 2006? In the context of the previous report of predators, the majority promised that the pressure on predators should not exceed that of majority decisions when dealing with that notification. Now we see that there's a huge increase. We're leaving our promises in Stortinget again.
ParlaMint-NO_2004-05-13.ana.ud1171e1468	The Social Committee was on Svalbard a few years ago, and when we visited New Ålesund and got up in the morning, we saw that there were polar bear tracks just outside where we had slept. It's a very special experience – if you'd gone out there at night, you'd probably have hit that polar bear, with the father it meant. So what you see is a community where you put on Finnish hoods because it's cold, and your guns are scrambled because it's dangerous, and you're in a banking queue to take out money. It's not an unusual sight. And you've been thinking about that particular situation. We see how tourists visit that area. No one comes up with the separate idea that this should be an argument for eradicating the polar bear – I think someone had responded to that. But when you hear Åslaug Haga here, you realize that had it been possible to do small farms on Svalbard, the argument would have been that the polar bear is a threat to those who are farming, and for humans, and therefore, at least to a large extent, must be taken out, as you say. In the case of Finnmark, it's not many days since I argued for and supported just one who drove small farms there, a dairy farmer, and other farmers, based on an understanding that there is a valuable industry that needs to be taken care of. But I have to say that when you hear the Central Party here, or experience on television a people's meeting in Hedmark and see the reactions there, I think, is it right to support them? Does it make sense if they do not see that agriculture must be managed in a pact with nature and in a way that makes it sustainable? After all, people from SV are also forced to start thinking: Is it right to have support schemes for this type of activity, which operate in the barbaric way, and which do not at all see that this is a nature to be taken care of? In the next round you have to think about the consequences of that way of reasoning. I have to say that I am very much in favour of organic farming, because you preserve nature, because you create healthy products. But if the person who's going to run that farm argues that then we have to take away other people who are in the area, predatory game, or take away parts of nature, I'll say, it has nothing to do with ecology. Then the farmer has no idea what's in the concept of ecology, and then we're not going to support it either. It is clear that, in my view, with the way the Central Party argues here, we have to look at the support schemes on the basis that this is not sustainable.
ParlaMint-NO_2004-05-13.ana.ud1171e1476	I did not have the right to complete a comment in my first post on compensation. This is a general plan with different impact fields for individuals. In order not to become a theorem, it is necessary to implement measures to mitigate the fear and loss of perceived rights, and I perceive that the Government is willing to do so. There is no doubt that in some places there is an attitude that goes on that it doesn't matter what the Storting does in this case, because I take the gun down from the wall and fix it myself. In order not to recruit to this group, it is absolutely essential that the most affected are given the impression that we also care about the rights that they perceive as theirs, that it is mitigated by compensation schemes. This applies to hunting dogs, to hunting grounds, and to the loss of hunting grounds. There, the Government has provided – and I am very proud of it – one of the elements that will show in the future in this plan, namely the prevention measures, the use of funds for prevention both to mitigate fear and to address what I have already mentioned, and so far, the current compensation schemes will apply.
ParlaMint-NO_2004-05-13.ana.ud1171e1481	I've heard two of Olav Gunnar Ballo's posts now. In both posts he makes himself a spokesman for the visitor to the countryside. He does not make himself the spokesman for the Finnish mark that lives off and off nature, and that gets his livestock torn in pieces by predators, or that gets his income base severely weakened because more and more people think like Olav Gunnar Ballo did now: the predator is something exotic that it's nice to meet in nature when you rarely go out and walk. More and more of us are still living a life where nature, including predators, represents a lovable moment of tension. It's actually not like that for those who live with this every day, and feel at the body what kind of problems predators can represent. More and more of us also have a job in which to leave the desk, get into nature and, at best, have the hope of seeing a wolf or a yer at close range, making us feel like real sons of nature. It was the impression that I was left with after hearing Olav Gunnar Ballo in two rounds, also when he described his visit to Svalbard, which probably felt a little different for those who live there every day, and who have to go armed only they are going a trip outside the corner of the house. Norwegian agriculture preserves biodiversity. Norwegian agriculture exploits the land in an excellent way, and of course it is up to SV to look at the means used in agriculture and to believe that this should be done in a different way. Of course, it is up to the Swedish authorities to believe that more land should be used for grazing sheep, with manure, with the use of sprays and with long-range food, which I thought SV was opposed to. And I have to say that there's a pretty big contrast between the representative of Inge Ryan earlier in the debate, and what Olav Gunnar Ballo now made himself a spokesman for. Ryan had a completely different view of the challenges of having predators close to the body. Lars Sponheim was quite honest in a post he held in Bodø at an agricultural policy conference, when he said that the problem with livestock farming east of Glomma was so small that the people affected by this were able to start with ungulates rather than drifting with sheep. It is possible that there is the attitude that some people take in relation to the real size of the predatory problem, but there is no doubt that what the majority now do is contributing to a deterioration in the quality of life of quite a number of people. I see that the representative Sørensen shakes his head, but a good number of people have been met who feel that way. And people's feelings need to be taken seriously. The level of conflict will increase. The number of predators and the prevalence of predators will increase. It's naive to believe anything else with the predatory policy that the majority put up. And so the level of conflict will also increase.
ParlaMint-NO_2004-05-13.ana.ud1171e1492	I don't think that's good with too much beauty paint on one side or too much black paint on the other. I think this debate has now taken a little off, and I think the accusations here from the minority, and perhaps especially from the Central Party, in relation to the majority, are unreasonable. It is a fact that when the Central Party and the Advance Party choose to stand firm on ‘no’ – and that is a free choice – it would have resulted, if no other party had taken responsibility here, that the Government’s proposal had been adopted as it existed. In my opinion, it would have been the worst. I am therefore pleased that it has become such a broad agreement, and I am pleased that the speakers from the government parties have also said that it is a good compromise. The Minister for the Environment has also said that. We have a setup where we've taken people's opinions seriously. We've reduced the number of animals. We have committed ourselves to more preventive measures and a wide range of other things that people have asked for. So it's okay to think it's bad, but what I think is interesting to know is whether the parties that are now the most critical, actually think this is a worse proposal than what was on the table. Because that's what we had to deal with. It has long been clear here in Stortinget that there is a majority who want to say yes to taking care of the predators, and that has been the starting point. Therefore, I believe that the agreement that is now on the table is to live with for most people. I also see it as very interesting – as the representative Storberget said here – that one of the most praised is the newspaper Østlandingen, which is basically a centre party. And I think that might not be for no reason.
ParlaMint-NO_2004-05-13.ana.ud1171e1501	We've tried to end the debate a lot, but it looks like it's not that easy. I'm starting to say that I'm going to introduce the tiger to Africa, just so that's said. I was a little eager to frame different predators and poor countries that have to live with different predators, and that actually take the responsibility that, among other things. The Minister of Environment illustrated what he read from the Masai tribe. That's where the Center Party really has an explanation problem. So when you look at the responsibility that poor countries take to take care of their predators, the Center Party cannot agree to take responsibility for, for example, their predators. The wolf in Norway. It's a paradox to me. The deal is a compromise. Selects one of the items in the list. And in different articles one thing is that this is a compromise. That compromise is based, among other things, on: to have a two-part objective: to have viable rural areas, to have agriculture in the district, to have environmentally friendly production there, and to follow up the Berne Convention and to have the four predators in Norway. And that is what the compromise says. Everyone who has been up on the speaker's chair from the Right, from the Labour Party and from the SV has defended this compromise and this conciliation, and that is good. You will not get a split that can weaken things in the next round. So finally, it's my hope that the conciliation will facilitate the trust that a person wants out in the districts and out in the municipalities. Now we are inviting from the conciliators' side to constructive cooperation to implement a predatory policy that the country can be proud of.
ParlaMint-NO_2004-05-13.ana.ud1171e1512	The representative, Mr Brustad,'s comments here at the bottom of the debate cannot be denied. It is possible that the representative Brustad looks at what the centre party has said and believes, as a black paint, and she will be allowed to do so, but what the centre party has done here today is to put words on what a lot of people feel – and in fact also think – about the issues related to the predatory game policy. It is possible that this is not pleasant to hear from the majority in the United Kingdom – and it is possible that a person would like to call it black paint, and then a few will do so – but it should be said in this Chamber during this debate, and it is not unreasonable at all that the predatory policy it is now put up to will impair the quality of life of many people living around this country. It is not unreasonable to point out that the stock targets and the management to which it is addressed will increase the level of conflict between those who operate and have their livelihoods in these areas and the management of predatory policies. Then it is quite unreasonable for the representative Brustad to say that if the Workers' Party had not taken responsibility here, the Government's order had been adopted. Hey, hey, The scheme of the government had not been adopted. There had not been a majority of the Government's arrangements, for neither the Central Party nor the Advance Party had come to support the scheme of the Government. Indeed, we in the Central Party believe that our proposals would have been better for those who live, work and have their way of life in the areas in question, for those who are most affected, and we believe that our proposals would have helped to reduce the conflicts that have to be overcome by what is being adopted today, not only in the case of wolf management, but also in the case of bear management. Then I have to say that I am very surprised at what the representative here says. If there is a general perception in the Socialist Left Party that one should look at the support schemes, in other words, punish those who are not as organic or as predatory as SV would like with regard to agricultural policy, if one is to punish those who live, for example. in the North Trøndelags and farming there, and perhaps also voting SV, because they actually find it problematic with today’s predatory management or will not accept the predatory management that is, that is the most alarming.
ParlaMint-NO_2004-05-13.ana.ud1171e1521	On the other hand, the President would remind us that the word 'deaf' is not parliamentary vocabulary. The next speaker is Øyvind Korsberg. Mr Korsberg has spoken twice in the debate and is given the floor for a brief comment.
