ParlaMint-NO_2004-12-09.ana.ud1490e91	The called alternate of the Troms County, Knut Werner Hansen, has taken the seat.
ParlaMint-NO_2004-12-09.ana.ud1490e1486	Last week, a conference was held in Bodø under the auspices of the European Programme. The conference is part of a project entitled ‘Norway Sea Domain — Challenges and Strategies’. The aim of the project is to address concrete issues in this area and focus on them. VG and Dagbladet were present and in comments they later got the essence of the conference. Their comments can be recommended – at least as a short version of what happened. VGs Arve Överby writes on the commentary position on 3 December under the title «Long, far north»: «Does the Norwegian authorities bluff in our Norwegian interests in the northern regions? Are we staggering our chances of becoming an economic and resource power in the north?’ The conference was marked by great frustration and criticised for the lack of understanding and interest in Norwegian interests in the northern regions. The criticism came not least from speakers from the south — i.e. Oslo. The Russians are active. The United States is seeking to safeguard its interests, both in terms of defence policy and in terms of energy policy. Even our little green, ice-free neighbor, Denmark, is on the track. Where's Norway? Jon Bingen, the Executive Director of the Europe Programme, appeared to be both committed and pessimistic – committed to the great opportunities we have in the north, and pessimistic because of the lack of interest in the political and academic environments of the capital. According to the media, Prime Minister Bondevik has gone into the mind box to think about one specific matter. I would recommend both the Prime Minister and the rest of the Government to immediately start an active process of thinking about how Norway will emerge with a new and active policy for our northern regions. Unfortunately, it is today that Norway is being produced as an incalculable cat’s post in the Northern Region policy. It can't be like that. A very recent example from the fishing area: the Fisheries Directorate and the Coast Guard in Norway have over time documented gross, Russian overfishing in the Barents Sea. It's cod, it's about. The Russians have met this with a lot of talk, counterclaims and little willingness to take concrete action. A short time ago, in the month of November/December, it also boiled over – finally, I would say – for one of the smartest and tidyest bureaucrats in the Fisheries Directorate. He was very clear – public – about the Russians’ lack of attitude, will and ability to do something about overfishing. I am aware that in a letter dated 3 December Norway's Fiskerlag has addressed these matters with the Prime Minister. Finally, I just want to repeat my message: in relation to the Russians and the fisheries, I think there is only one thing that benefits, and that is a heavy political commitment.
ParlaMint-NO_2004-12-09.ana.ud1490e1506	I noticed that the representative Inge Ryan did not respond to my reply instead. He tried to blame us. Yes, it is that when you have bad or no arguments, there is a tactic that benefits, and it is talking higher and attacking the counterparty. But I don't think there will be as many people as he thinks – at least not the seafarers. And I don't think he believes in it even once. In this way I would like to quote a congregation called Ivar Aasen: ‘Wisdom may be concealed, but folly not.’ In fact, it was during the management of the shipping message that the train passed when it broke the net pay arrangements. We in the Progress Party – and I think I can also speak for the Labour Party and the Center Party – believed that the SV did on 27 February 2003, when they formed a plurality with the Labour Party, the Center Party and the Progress Party, were to be trusted, but it was not. That was when the train went, it was when a set of Norwegian seafarers ashore – for unemployment. As a ship's fleet crashed as one did, it is not just the seamen who have the right to go on land and go out to work. There are people inside the entire maritime cluster – shipyards, ship equipment, ship design, the local grocery store, etc. It is about perhaps 70 000 – 100000 jobs that are at risk when réarlags are now flagged out. And there's something wrong when the representative Inge Ryan and others from SV talk about giving tax relief to those who have so much already, and that it's the owner who gets tax relief. The owner does not receive tax credits. It's the naval layer that gets tax relief, which they can use. But what does that help? What's happening is that réar layers are flying out. So the reindeer and the reindeer make up maybe three or four times as much, and the sailors are put on land. When it comes to the ship’s industry, they say that if it wasn’t for the owner’s team and the Norwegian seafarer who picks up phones and sends emails from the Mexico Gulf, Brazil – ‘anywhere’ – and they tell us that this and that must be done to make the boats the best possible, we wouldn’t have had the maritime clusters around Norway. It is sad that SV was not able to trust in this matter. On behalf of the seafarers, I say I am sorry for that.
ParlaMint-NO_2004-12-09.ana.ud1490e1523	For the coastal nation of Norway, it is important that the debate on industrial policy pays as much attention to fisheries as it has done today. Now it is the case that the fishing industry is not a uniform industry, on the contrary. The industry is characterised by different and partly highly conflicting interests. With such a starting point, it is our task, together with the industry, to manage resources so that the coastal population – the population along our entire coast – can have its way out of the sea. Unfortunately, it has become so that the words ‘management’ and ‘regulation’ have almost become the lead for this government. The market, on the other hand, has great faith in the creative power of market mechanisms. But believe me, market forces will never be able to secure the coastal communities alone. The main challenge in the Finnish fishing industry is to create good profitability on the land, thus creating safe and forward-looking jobs. We also need an offensive effort in the seafood sector and in travel. The maritime food sector is considered the second most important and is considered to be the industry of Norwegian coastal communities with the best conditions for positive development and a major – the largest – employment effect. We have to listen to this, and we have to do something about this. Then to the new adventure: Next Monday, December 20th, drilling rig Eirik Raute starts a three-month drilling program in the Barents Sea. Already in the second quarter of 2005, we know more about whether these three wells are geologically interesting. The aim must be oil and fish in good neighbourliness, and the authorities must keep up the pressure, they must carry out work to launch a strategy on how Norway will take care of its interests in the northern regions. I give full support to him who was up here and said, "What do our authorities do to be offensive in the north?" It's urgent to get this in place. So let's do that. grey zone problems. What is the Government's strategy to solve that knot? Finally, a few words about tourism: the tourism industry in Northern Norway employs more people today than the fishing industry does. Travel industries in the north are well organised, they carry out a targeted market activity, and they are represented by practitioners with a high level of competence. Finnmark is one of two counties in Norway where a master’s degree in travel life is offered. In this context, the establishment of a Centre of Expertise in Travel Life in Finland is now under way.
ParlaMint-NO_2004-12-09.ana.ud1490e1541	During the debate, the Government and government parties have been criticized for not wanting to discriminate against floating hotel staff on the ferries and the hotel, course and conference industries on land. For me, it is completely incomprehensible that we should subsidise the annual salary of the individual barkeepers, housekeepers and tax-free sellers on board the ferries at NOK 120 000, while many of our exchange and conference hotels on land, in the countryside and in the city pay their taxes and have to fight hard with the shipping companies. There are many travel businesses and hotels on land that could imagine the same scheme. For example, Union Hotels in Geiranger – a corner stone farm, a beau or not for the Geiranger countryside. The hotel is completely dependent on courses and conferences as well as tourism, approx. 3-4 months in the summer. I can mention many more examples. The list is as long as our long-distance coast, and we find very many prestigious tourist hotels in the heart of our fjords and in our small communities. What will the Workers' Party, the Centre Party and the Advance Party do with the day in which the light is extinguished, for example? tourist-built Geiranger, because these parties have given cruise ferries with large operating profits tax advantages that strengthen competition between Norwegian historical fjord hotels that fight for their lives? Government rates and shall continue to invest in the maritime industry through the model of competence. The maritime manning, which consists of officers and engineers on board, will continue to benefit from the net pay scheme. It is quite so exaggerated when the representative Lodve Solholm claims that the entire maritime cluster will fall with this. The government does not want to give the ferry companies and hotel staff on board benefits that can break the neck of competing industries ashore.
ParlaMint-NO_2004-12-09.ana.ud1490e1555	The Minister of Fisheries has said several times today that the Workers' Party will have a regionalisation of fishing resources, and I assume that the Council of State then thinks that the Workers' Party has had a coastal committee in place that has put forward a position on a comprehensive coastal policy. This setting is very well received along the coast. We have received a positive response, not only from our own party, but also from many other actors and from industries. Many say that finally someone has put the coast on the agenda, and that this has been missing. This is a comprehensive approach that addresses the whole situation of the coast and coastal communities. Here is a set of proposals, instruments and measures. This is concrete, but it requires political governance and not market power. We have created a good coastal action plan that we invite to cooperate on. When the Council of State spoke about the regionalisation of fishing resources, I see that this concerns our proposal on recruitment and district quotas – and where there is a majority and a minority. Here's the shared opinions, also in the Working Party, but that's a small part of the setting. I noticed that the Council of State quoted from a decision that was supposed to be made in an organisation and related to a lecture I should have given. Here, the Council of State should also have said where it came from, as it does in Storting's Rules of Procedure. I'm a lot out there presenting the Workers' Party's coastal policy. I do that with great luck, and I usually get a lot of support. So to the representative Nørve, who says that the Workers' Party will subsidize barkeepers and hotel staff on board these ferries. So those who are bartenders, and those who work on the hotel side of these boats, are also seafarers, because they're part of a security crew. And the ferries bring a lot of people to Norway, which leads to many overnight stay days on land. That should be part of it, too. So I think this actually works the opposite. It brings overnight to the hotels to which the representative Nørve referred. Then I want to ask: what has changed so dramatically about this exactly since June 29, 2001, when Jan Petersen wrote a letter to the Norwegian Maritime Association and promised support for this?
ParlaMint-NO_2004-12-09.ana.ud1490e1570	I do not want to withdraw this debate, but the representative Lodve Solholm spent relatively much time on SV and I signed, and I think I have to clarify a little in relation to that. SV has always been against net wages, but we made an exception in relation to offshore vessels, and we have followed that up to the point and the point in all decisions since. Otherwise, we have been quite clear that we are opposed to net pay and that we want other types of instruments for this group. So Lodve Solholm SV attacks violently for this. But I repeat what I said. I must say that in this debate the Progress Party has also highlighted the enormous importance of this matter for the Progress Party. Then I am amazed that they have not got this done in negotiations with the Government. Either it must be that it is not so important anyway – it is an opportunity – or the Progress Party is some wretched negotiators who cannot achieve it. And I expected that the representative Solholm, who has so many years behind him in Stortinget, would have made it clear when he actually gets into such a position.
ParlaMint-NO_2004-12-09.ana.ud1490e1579	Actually, I should not have helped to prolong the debate, but the representative Arnesen complained that I had not stated the source of a quote. I showed in my post earlier today to the annual meeting of the North Norway Shipowners' Association, which took a decision after examining, among other things. The position of the Coastal Committee of the Workers Party, and I also mentioned that they were negative to the sum of the charging policies pursued by the Government. Since Arnesen specifically asks me to be neat in relation to the record, the North Norway Shipowners' Association has taken the following decisions after the representative Arnesen has given talks there. That's four quotes. I quote the first: ‘The annual meeting has registered that the Workers' Party's Coastal Election has presented a position which is incompatible with a sound economic development for the Norwegian fishing industry.’ A new quotation: ‘The annual meeting of the Northern Norway Shipowners’ Association believes that the Coastal Committee has addressed a number of issues that are important for the development of the coast, but considers that the sample has not been equally lucky with proposals for solutions.’ Further: ‘The annual meeting of the Northern Norway Shipowners' Association is disappointed that the Workers' Party's Coastal Election in its proposal for a solution to the problems of the fishing industry, is also contributing to the removal of the Deltakers' Act and the Rafis' Act.’ And last, but not least: ‘The annual meeting considers that if the majority vote of the panel is adopted and becomes a Norwegian fisheries policy, this will reduce equity and the ability to renew and develop the fleet.’ There were four quotes about what I referred to in a previous post, and I think it's reasonably strong diet. In fact, I find it rather daring to try to draw a picture of the government's policy as if it were to harm the coast, when we know that there is optimism, that more fish are landed in North Norway than before, that there are relatively more ships connected to the continent. And then you ask that there be more fish! Yes, there are two possibilities for that. One is that you move fish from one part of the country. But 75 pst. from the cod quota in Northern Norway, then a take from the North and Troms or from the West – to give Finnmark more. The second possibility is that we can allow an overfishing. If we are to allow an overfishing, Knut Werner Hansen's criticism of the Russians is put in a rather strange light. I remind you that we signed an agreement with the Russians in November in Ålesund with the Norwegian-Russian Fisheries Commission on further measures to bring this about. I took this up a few days ago in Moscow, and there is a new meeting between the Minister for Agriculture and Fisheries in Russia and the undersigned. We have a high pressure on this, but we also have to sweep for our own door. We're trying to do that, but now you don't have to ask to get more fish for Finnmark, which can only be solved by increasing the cod quota over TAC. That's not gonna happen. It will be to damage the population and the fishing nets in the long term.
ParlaMint-NO_2004-12-09.ana.ud1490e1606	No one else has asked for the floor on case No. 1st@item: inlistbox [[Fotation, see page 956]]
ParlaMint-NO_2004-12-09.ana.ud1490e1621	No one has asked for the floor. [[Fotation, see page 971]]
ParlaMint-NO_2004-12-09.ana.ud1490e1636	At the request of the Business Committee, the President will propose that speaking time be limited to 5 minutes to each group and 5 minutes to the Council of State. Furthermore, the President will propose that three lines of reply be given to comments by members of the Government within the allocated speaking time. Furthermore, it is proposed that those who have to sign up to the list of speakers in addition to the allocated speaking time should have a speaking time of up to 3 minutes. – It shall be deemed to have been adopted.
ParlaMint-NO_2004-12-09.ana.ud1490e1645	: If you read the matter carefully, you can see that it is Olav Aksensen who is the rapporteur, but unfortunately he is gone because of illness in the family. I've taken over his role. As usual at this time, we will deal with a number of changes and appropriations in the 2004 government budget, and this issue also concerns the Ministry of Industry and Trade. And as usual, there are few of the changes proposed by the Government, to which the Storting has comments. That is the case, a wise government follows up the decisions and policies of a majority of the Grand Duchy. This government, or the Minister of Industry, has been largely wise, except in one area. It's Statkraft, and I'll come back to that. First a little bit about a proposal from the Labour Party and the Centre on Seed Schemes: the budget debate that we have had earlier today has shown that we are all concerned with the cereal regimes, but that there is still doubt in some people about the four district-oriented cereal funds, and whether they are being put to death. We are all concerned about this, but in the context of the budgetary procedure, we have received a number of requests from some northern to southern investment communities in the country that the funds proposed are too large and that they should be divided into eight funds. Their main argument is that it will then be possible to provide private capital. We have heard in the debate today that this is what we are anxious for all – that it should not be possible. As I said in my article in the budget debate, we haven't been among the architects behind these funds, but we've been following up and voting for the whole time. We are now anxious that they have ended up in a situation where they are not being invested in private capital and they are not going to be put in place. That is why we propose, together with the Centre Party, to divide the funds into eight funds, as proposed by these investment environments. Then we're going to hope that it adds private capital. We don't get a majority for this, but it's our contribution, hoping you can get the funds started. We know that this might delay the funds, but it's better that they get a little late than they don't get started at all. So to Statkraft: In June 2004, Ansgar Gabrielsen was Minister of Food and Trade. At that time, the Stortinget took several decisions on State power, including: are the key exchange policy and the document fee. In December 2004, Minister for Economic Affairs and Trade Børge Brende was present. But it's the same big thing, it's the same people who were here in June, who are here now in December. We remember what we adopted in June, as opposed to the government, which seems to have forgotten what the majority of the Great Britain decided in June. The majority in Stortinget said, among other things.\t\t You can change the settings of the grid. ‘The Government asks the Government to base the ordinary rules of the Share Act on the determination of dividends from Statkraft SF.’ That majority was the Right, the Advance Party and the Christian People's Party. So the budget came, and this was not taken into account. On the contrary, the government went for full dividends. My question is, how many times are we going to deal with Statkraft in this big room, without the government listening to the majority? When we took these decisions, it was on the basis that we believed that the normal provisions of the Share Act would apply to State power. The working party wanted to go a little further because the company was greatly reduced in credit because the State had gone beyond its guarantee liability as a result of the State Enterprise Act. There had been a discussion of dividends, and there was a decision in Stortingen to add 4 billion kroner. As long as the government follows the dividend policy it's now making, we're going to continuously assess the government's capital injection to the company, and we're going to propose another $4 billion in input to State Power. I could make a long post about this, but I'm not going to remind you of what we've decided. I'm just saying that the Council of State does not listen to the majority in the Grand Council. That's too bad. I address the proposals to which the Labour Party is a co-rapporteur.
ParlaMint-NO_2004-12-09.ana.ud1490e1672	The representative has addressed the proposals to which she referred. Ivar Kristiansen has the word if he wants to. It's not a coercion.
ParlaMint-NO_2004-12-09.ana.ud1490e1677	There is an interplay between great light and mid-force in extending the debate today with new rounds of State power. I had actually believed that this debate belonged in the budget debate, where perhaps sums in the 4-billion-dollar class were supposed to belong. I believe that this continuing care for Statkraft needs to be seen in the light of the fact that Statkraft has actually increased its equity in the last year with approx. 5 billion kroner. I believe several of the parties in the Storting, now also the parties behind this proposal, would say that even in this process, State power is given the opportunity to present its proposals on how they intend to apply a strengthened equity. State power, compared to any other company in Norway, has had a vigilance and generosity from Stortinget that no other company in Norway has had. I believe that in this eagerness to carry money to the company, at least time should be taken to see how the Competition Authority and the bodies that will follow the competitive situation in the market are presented in relation to a comment and a recommendation from the Ministry of Industry and Trade in the further follow-up of the company. The same is necessary, in my opinion, in assessing what Statkraft should apply to its new acquired equity. I have not heard a single discussion in Stortinget from the proposers about the area, the niche or the type of energy – is the infrastructure or green energy we are talking about – in which Statkraft is to engage. In any case, the Competition Authority has determined the framework within which State power has to deal with domestic affairs. I think we all, in the interests of our current subscribers, are going to spend the necessary time, so that we don't just get left with other actors than Statkraft. With regard to this recurrent round of district funds, seed funds, no one should be surprised that there are a number of environments around Norway that have views on how this district billion — or half a billion, what it had to end up with — should be used. I also consider this to be a rematch round. Once this district fund has been adopted, when it is implemented, and when the marshaller who has been given Innovation Norway to do this on the best possible terms, like the best seed fund in Norway that has ever seen the light of day, I believe for the sake of development in District Norway that the Stortinget will stand to leave these peoples who are going to do this job to get the necessary peace and quiet. After listening to the debate earlier today, I have the definite impression that what the Stortinget has so far adopted is being implemented.
ParlaMint-NO_2004-12-09.ana.ud1490e1692	The representative Kristiansen mentioned that the Stortinge showed shyness to Statkraft. What the Stortinget represented at the Workers' Party, the Advance Party and the Center Party are doing is to remedy the damage that government parties are now causing to Government by failing to comply with the decisions taken by the Stortinget. We discussed the state power proposition in ours, and it was a unanimous decision that the document fee should be compensated for. It does not follow up on the Government, even though the government parties also supported the proposal. And then it was the second decision, which was given a majority of the government parties, that the normal rule of the Share Act would apply when it applied to dividends in State power. Here, therefore, the Government does not follow its own parties in the Stortinget and decisions taken five months ago. I quote that the Minister of Economic Affairs and Trade promised to follow up this decision. I'd like to quote it, but I think it's going a little bit far. It should be enough to remind the government of this. And then it was also a unanimous remark. The representative of Kristiansen was involved in this with the Competition Authority and sales. This is in so far as a proper assessment is made by the Competition Authority. But what the Stortinget said unanimously is that greater sales – I refer to Trondheim Energie, Agder Energie, etc. – should not be the basis for dividend calculation. Also at this third point, the government goes against what a unanimous big thing said five months ago, so I think this is starting to be quite serious. Is it any wonder, then, that the Workers' Party, the Centre Party and the Advance Party are trying to prove what the Government is not following up? But what's disappointing is that the Socialist Left does not follow up what they said a year ago in that supplementary proposition, when they went in to grant $4 billion, and they said they could imagine giving 10. I would also like to recall the International Bureau of Analysis saying after the government submitted the State budget. No matter what the Government and Government representatives now say, this is serious for State power. They get a credit rating that is far worse than competitors in Europe have. Let's take examples of other major companies: EDF in France – 100 pst. State ownership, such as Statkraft – or Vattenfall in Sweden. There's a dividend of between 20 and 50 pst. In other words, commercial criteria are used in dividend decisions, but not in State power. A total delay shall be made so that an earlier decision in the Grand Duchy that State power should be, or should become, an even more significant player in the Nordic region cannot be followed up. The credit rating is on triple B after the state guarantee disappeared a few years ago. The board has said that we need to have a credit rating at the A-level, as the competitors out there have. So these business considerations are not the government's willingness to follow up. One would believe that the business party Right wanted Statkraft to be able to handle this business and earn money to the Norwegian state now, after it has become a limited company – not just a limited company. The party of progress is therefore very disappointed. There is now also a Document No. Eight proposals for consideration in Stortinget. We want to change the law, so that the government of Statkraft can determine dividends on the basis of commercial criteria. That's how you feel in every other company. In a company that is in an investment phase, as the power industry in Europe is largely, the dividends are being reduced. If you are in a ripening or harvesting phase, which these businesses are not, you pay a larger profit – that is, a business idea that I thought this government was more concerned with than it is. We'll hope for you when this Document No. The 8 proposal comes to mind, that especially SV, who are on the verge here, and who want a strong, state power, is also following up in reality, which they are not doing today, and which I am very disappointed at.
ParlaMint-NO_2004-12-09.ana.ud1490e1709	I'm recording that there's a certain increase in the temperature of the intercom when it comes to the relationship with Statkraft. It must be allowed to ask for a certain degree of eugenicity also in relation to describing the situation of State power. With the capital injections they have received in recent years, and also with the significant dividends that they intend to keep in operation, it is not possible to describe this as a year-lag, as the latter put it. State power is an important player both in the Norwegian, Nordic and subsequently also in the European energy market. On the part of the Christian People's Party, we see it as important that Statkraft also gets the framework conditions that enable them to play this dominant role, do a good job and manage the capital they have been given, in a sound and strategically good way. It is also right to say that State power has taken good care of their administrative capital. I would also like to stress that on the part of the Christian People's Party, we see it as essential that Statkraft strengthens its ownership of a Norwegian government, as the situation is today. But, in my view, State power has been treated in a proper way, and has been given the opportunity to make the significant purchases that they have made in the Norwegian as well as in the Nordic and European markets, precisely because we have given them the financial muscles that are necessary. So the government has proposed a dividend of 78 pst. of the estimated consolidated profit or loss, while the corresponding dividend last year was 95 pst. In other words, from Statkraft's point of view, this is a significant improvement. State power will retain DKK 1 billion of its profits, in addition to – I have to remember – the DKK 4 billion that State force was introduced through a separate decision in the Stortinget last year. The government's proposed exchange rate proposal is based on an overall assessment of the company's economic and financial situation, i.e.: that the owner, i.e. the State, ensures a capital discipline and also a necessary strengthening of ownership control, by the fact that larger investment projects must be presented to the owner before they are decided upon. I noticed both Grethe Fosslis and Øystein Hedstrøm's complaints regarding the lack of follow-up by the Government on the capital situation in Statkraft. I also noticed that Grethe Fossli made a proposal for a further DKK 4 billion in capital injections – almost in frustration, if you believe her words, about the dividend policy that she believes is unfair and inappropriately applied to State power. Now it doesn't seem like there's a majority in favour of this proposal. Then it is the decision of the Government to deal with such a case, but there must also be opposition parties on the Stortinget.
ParlaMint-NO_2004-12-09.ana.ud1490e1724	I would like to comment on two proposals for amendments that have been made in relation to the proposal by the Government. The first is with seed funds. There's only one comment. SV and the government parties had an agreement on this, and last year a decision on four regional seed funds added to economically weak areas. We take that as a matter of course being followed up, and of course we're on it. We cannot therefore support a change. The second proposal concerns Statkraft. I have to say that I am relatively new at Stortinget, but the way in which proposals about Statkraft have been promoted in this room has amazed me every time. We've got Document No. Eight proposals from the Labour Party for DKK 10 billion. Now, all of a sudden, it's $4 billion we're going to add. I have to say that if there was to be any seriousity in this, one must at least have taken this at least in relation to the alternative budgets, one who had said that one would actually want to give State power NOK 4 billion more, and therefore either reduce the budget by NOK 4 billion or add NOK 4 billion more from the oil fund. Now we're driving and wondering how to sail. Now all the parties use up the framework that is, and then you take money from the oil fund and then you bring it back. It is, in my view, a way of operating budgeting and economic thinking that is totally horrific. That is why we cannot be part of this. In that case, this had to be included in the budget, so that it had been dealt with in a much more serious way, and did not come forward with proposals that have been promoted relatively quickly and without any particularly good and thorough treatment. That is why we are voting against that proposal.
ParlaMint-NO_2004-12-09.ana.ud1490e1731	Inge Ryan has just one thing, and it is that the budget balance is so sacred that in some cases the government also proposes to make dividends, in order to add capital, in order to reduce the budget balance. There's no lucky way to run politics, there's Inge Ryan completely right in. However, I do not understand that the government parties are at all using energy to try to explain the high yield from State power with anything but that it is so high for purely budgetary reasons. If it had been a privately owned limited liability company that had made the arrangements made by the government and the big business, it would have been illegal under the Share Act and not in line with the share law. The government and big business signal is simply a treatment of this company, which is an important company for the state, which creates uncertainty, among other things. in relation to credit institutions, and which create uncertainty about the nature of the intentions — and level of ambition — of the owners with that company. The economic situation and the arrangements made have led to a lower credit rating for State power than the company should have. This is unfortunate and should be corrected. That is why it has been promoted a document No. 8 proposals to regulate the right to take dividends in this type of company, in the same way as in a limited liability company. It will be treated at a later stage. It is primarily for the purpose of obtaining favourable financing that the Centre Party considers it necessary to introduce new equity capital and to ensure that this company has a solid capital base that makes it a strong player in the Norwegian energy market in the future. With regard to the regional seed funds, which, hopefully, will be in place within a relatively short period of time, I refer to the contribution that the representative Fossli initially had on the Workers' Party and the Centre's position on this issue. In line with what several management environments have proposed, we propose that these funds be divided into several smaller funds. That is what we believe to be appropriate and will make it easier to get private capital for these funds. I must also be allowed to recall that the Central Party already a year ago believed that it was necessary to have a risk sharing of 70 pst. on the state and 30 pst. in private in order to be able to obtain private capital into these funds. It was only the Central Party that meant a year ago, and I now see that we have delayed the possibility of getting private capital, because it was not willing to go for such a solution a year ago. I am therefore pleased that it has come into place now.
ParlaMint-NO_2004-12-09.ana.ud1490e1746	First, I would like to say that I am pleased that the representative Grethe Fossli believes that there are wise proposals the Government has put into this proposition. One that the representative didn't like so well, I'm going to come back to. But with regard to these district-oriented seed funds, I had to understand the contribution so that what the Government has now put forward in dialogue with SV – to make the funds more competitive, so that they can be implemented more easily – is something that also has the Workers' Party's support. We suggest a lower interest rate, we suggest an administrative grant and the state goes in and takes a higher share of the risk. When, hopefully, this has been knocked through in the UK in a short time, Innovation Norway will very quickly receive a letter setting them up again to try to get private investors to enter these district-oriented seed funds, which I believe can be an important addition to the other regional policy instruments we have. So this discussion of Statkraft and dividends has come back here. For the current financial year, the Government has a budgetary agreement with the Workers' Party. The government parties and the Workers' Party agreed last autumn that we would charge a dividend of 95 pst. from Statkraft. Then the Stortinget has also added state power SEK 4 billion in extraordinary capital. In addition, the Government has proposed to Stortinget that a dividend of 78 pst should be collected. this year. The Government Parties have signed an agreement this year with the Advance Party, where these 78 psts. Stand still. But before this was knocked through, I wrote a letter to the Presidency and made it clear that there is reason to believe that the dividend percentage is not as high as 78 p.m., because it also has something to do with the periodication of both the document fee and some other revenues. We're probably going to be at a lower rate than 78 pst, so we're going to go down a little bit. This means that State power in the current year is likely to retain more than DKK 1 billion in the company in addition to the four billion that they received exceptionally. So this is a company that's recapitalised with over 5 billion dollars in a year, if you take profits plus this injection of equity. Then you have to be aware that Statkraft is a company that has grown heavily through the purchase of other companies. That is why we still have some unresolved issues — or, in order to be more precise, some of the issues that need to be addressed — related to those imposed by the Competition Authority. The company has grown strongly and now disposes of 40 TWh hydropower with its underlying companies. That's one third of the entire Norwegian production. It's a robust, good and well-run company that's recapitalised. This company has grown and has also received the injection of capital. If the company intends to make significant purchases in the years to come, it is right that a capital discipline has been established. In other words, if the company is to buy up something big, it must either acquire foreign capital or it must go to the owner, that is. The Government and the Storting, to then be added to new equity. When you sit on behalf of the community on 40 TWh and renewable hydropower, which is built up over decades, I think it's actually right that the owner, the Government and the Stortinget have a word with the team in relation to the future investments that might then be made and that might go beyond hydropowering. In fact, it is not that the company can buy so much more hydro in Norway today. It has been established by the Competition Authority. This will include purchases in the Nordic or European market, where coal, nuclear power and other non-renewable energy sources are in the picture. Would you like to mix it with hydropower? She can do that. It's going to be a discussion. But I think it's right that the owner gets those things on the table, and we do that through a capital discipline and a responsible policy in relation to Statkraft.
ParlaMint-NO_2004-12-09.ana.ud1490e1759	It's going to be line change.
ParlaMint-NO_2004-12-09.ana.ud1490e1763	It is an intention that Statkraft should grow, especially within the area of clean energy – so that is said. Governments come with these five billion dollars, but it won't be far enough to give State power a credit rating with which the big companies Statkraft will compete, and which, in terms of total energy, is often higher than State Power. I would like to quote from what former Minister of Industry said in the last debate, i.e. before this state budget was presented, i.e. the last decision that the Government should follow up: ‘I will, as always, seek to follow up the decisions taken by the Stortinget.’ It was a matter of complying with the standard provisions of the Share Act in determining dividends for State power. Why has the Minister for Economic Affairs not followed up this decision on big business?
ParlaMint-NO_2004-12-09.ana.ud1490e1779	The majority has adopted the financial position of the year, a compromise between the government parties and the Progress Party. In the draft budget, the Government proposed a dividend of 78 p.m., which was adopted by the Stortinget. The previous Roman Numeral Decision to which it is addressed, and the quotation from the previous Minister of Industry, is correct. But I've put a lot of emphasis on formally acting right here, and I suggested to Stortinget that the previous decision be lifted by a new Roman number decision. This has passed the Storting. You can agree or disagree on whether it should be 78 pst. dividends in years versus 95 pst. Last year, when we made a budgetary settlement with the Workers' Party. But when one Council of State comes to the Storting with proposals for the lifting of one Roman number decision through another, and it goes through, I think it's unreasonable to begin to interfere with that kind of formalistic question.
ParlaMint-NO_2004-12-09.ana.ud1490e1791	This debate continues, and that is not so strange. It's no wonder that the parties of the Storting don't get beyond this debate, because it's a skinny comfort, the representative of Steensnæs tried to say that we have, after all, reduced the yield from 95 pst. to 78 pst. It is still the case that it is contrary to what private owners have to do with the provisions of the Share Act, and it is still an unfortunate trick in relation to the budget balance, in that we do not want to recognise the budgetary needs, and therefore we choose some reversals. Can't the Minister of Industry at least admit that the government at this point is actually doing something that any wise private owner wouldn't have done? I think that in addition to defending that Statkraft here has growth potential, and that you get $1 billion in profit, at least should be open enough to problemat it side by side, that one here does something that wise private owners wouldn't have done.
ParlaMint-NO_2004-12-09.ana.ud1490e1798	Over the course of a year, State power has been spent more than 5 billion dollars, which they get to keep, after having had a long period of strong growth, where they have bought up other companies, and they have 40 TWh. State power is a well-managed company, and it will also be a well-managed company in the future with the profits of a majority of the Stortinget. The majority of the Storting has reduced the dividend yield from 95 pst. last year to under 78 pst. this year. Of course, I took responsibility for this. It is a wise policy in relation to the challenges facing the company. I also think it is right to have a capital discipline that allows the owner to influence the future choices for the company. It's obvious that parties that have actually voted for both 95 pst. and 78 pst., here in the debate has used that kind of word. Then I'm not going to the representative of Arnstad, who hasn't been involved in this in the last two years.
ParlaMint-NO_2004-12-09.ana.ud1490e1807	Øystein Hedstrom gets the last line. Otherwise, the president would have planned to hold the vote at this morning's meeting, but it's up to you.
ParlaMint-NO_2004-12-09.ana.ud1490e1812	It is not for nothing that many representatives of the Norwegian business community say that Statkraft is the energy company of some size in Europe that is least run by its owners. It doesn't say very little. I can find a lot of quotes on it. Statkraft's board, which acts commercially, says that the dividend can be up to 50 p.m., but you ignore it when you make the state budget. Nor are international analysts being consulted, including: Standard & Poor’s, which produced a report on State Power two days after the submission of the State budget, says that this will be a strong barrier to competition for State Power. My question is: doesn't the Council of State want Statkraft to be able to earn money for the owners, the Norwegian people, in an optimal way?
