ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u1	73. Oral inhalation
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u150	I did not know whether the Minister was more supportive or not. I didn't even know if I did or didn't, even though I was expecting it, or at least some kind of indicated direction. The mayors are informed, there was a referendum a few months ago, when I, as Minister of Agriculture, together with the Minister of the Environment, took part in a meeting with the mayor where it was declared "it's taking too long, the process". And they were very in favour at the time, because this Křivoklátsku can bring some jobs right in the area of tourism. It is set to avoid the areas built to the maximum, so that it does not complicate the lives of people living here in the municipalities, and avoids this plan in the areas built. That's why I expected a more helpful answer, but okay, I'll wait and ask the same question in a month. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u151	Thank you, and I beg the Minister's reply. Please, Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u152	Yes, I do.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u153	Thank you and I am now giving the floor to Mrs Nohavová to present her interpellation with the apology that Minister Prachař has apologized from today's meeting. Therefore, if you want to load your interpellation to treat it as written, please do so.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u154	Madam President, ladies and gentlemen, since the Minister is not here today, I am withdrawing my intervention.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u155	Yes, thank you, and please, next in line, Mrs Semelová, to present her interview to Minister Marcel Chládek.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u156	Madam President, Minister, according to press information, the European Polytechnic Institute, based in Kunovice, offers studies with limited accreditation and is not supposed to accept new students. On its website, it refers to the accreditation of the American Accreditation Agency. In my opinion, however, the diploma in this way of accredited studies may not be acceptable in the Czech Republic because it is outside the university law. So I want to ask if this information is based on the truth from the media. And further, if so, what will be the next course of action of the Ministry. Since I still have time, and I know that, Minister, you are leaving for Sochi, let me ask you a second question. I've been given information about so-called. Workbook for preschoolers, which is intended for children from five years of age. The concept and implementation of this publication was taken over by the company Medienprojekt Munich from Germany. It is intended to mediate basic knowledge from homeland science, including information about selected states mainly from the European Union. What is striking and warning, however, is that information about the Czech Republic is missing. And if they are just a little bit there, they are only led in relation to the neighborhood of Germany and Austria. I also find it extremely inappropriate that quality Czech publications intended for preschool children, which correspond to the framework and school education programmes of kindergarten schools and are created by Czech educators, psychologists and artists, are represented by teaching texts foreign or. German companies. I therefore want to ask whether the Ministry of Education has made recommendations on this publication as to the extent to which it is used in kindergarten schools and whether you are in contact with the Czech Freedom Warriors Union, which has protested the use of this publication. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u157	Thank you, Madame. The Minister of Education, Mr Marcel Chládek, has the floor. Please, Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u158	Thank you, Madam President, and thank you, at the same time, for allowing me to respond to both interpelations, along with the fact that I am not going to Sochi today, after trusting the government. But today is the opening of the Center for the Letna, which the Olympics are actually concerned with. As far as your first question, the European Polytechnic Institute, is concerned, you have described the situation exactly. In both of these cases and questions, of course, given that I am the Minister of Education for the eighth day, I am still reaping the remains of the predecessors. But I have found that the Ministry has already warned the European Polytechnic Institute about this problem, with the fact that I would also like to make sure that this accreditation, which is granted by foreign agencies, is not valid in the Czech Republic. It's not considered a college education under our law. We don't even admit student status. However, we certainly need to talk more about this, so that our students know that this is not the equivalent of our higher education. We have no other way of pointing this out, so there is no other way to intervene for one simple reason, because, apart from the higher law or the international treaty, they do not regulate this matter, so basically we have here a whole range of foreign titles that are not common in the Czech Republic or are not recognised in the Czech Republic. On the other hand, in the Czech Republic we have so called. small doctorates, which are virtually not recognized anywhere else in Europe. So much for me. Then, if the lady would like, I can also give her a written background on this matter. As for the second question. Yes, the truth is, I've been approached, but through the media, war veterans who warn that the Němec are teaching our children. I offered war veterans a meeting directly with me to deal with the issue. I ran off to the bookstore to buy the workbook so I could have it right here. It is a workbook for preschoolers, which has various pictures. [[He's showing the Members.]] It is true that there is Switzerland, Asia, Denmark, but I did not find the Czech Republic there at first sight. There was probably a slave translation. However, the Ministry of Education did not provide any clause. The Ministry of Education has not approved this workbook, and if it is used somewhere in preschool facilities, I have not yet been able to find out how many kindergarten schools are used or not. But I'm sure we'll give this textbook, which I've already given, an opinion and a recommendation to pre-school facilities, whether they should use this textbook or not. And if so, to what extent.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u159	Thank you, Minister. I ask the honourable Member, she is not interested in an additional question. [[No.]] I am now giving the floor to Mr Ladislav Šincl, who was drawn as 14th and lectures on an interview with Minister Němeček. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u160	Thank you, Madam President. Dear Minister, I found on the public procurement portal that the Czech Republic's office, the organizational branch of the state set up by the Ministry of Health, the State Institute for Drug Control, issued a PR contract on 17 January for incredible 15 miles. CZK without VAT. That's 15 miles. CZK should be paid for the provision of advisory and organizational services or for the preparation of communication strategies or for the graphical implementation of the outputs of the State Institute for Drug Control. Or also for the implementation of approved communication strategies and so on. At a time when health care is struggling with major problems, when internal debts are increasing in a number of hospitals, and when a number of sick people are at risk of insolvency, it seems quite large. I have these questions for you, Minister. Do you know about this public contract of the State Institute for Drug Control? Whether you think it's normal to give 15 miles. for PR services at a time when money is missing and has to be saved? And another question. Do you consider this economical spending of public funds? And why does this institution need to give 15 miles? CZK for these PR services? What do you think? I beg your answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u161	Thank you. I ask the Minister of Health to comment on the Member's interpellation.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u162	Madam President, ladies and gentlemen, I have no choice but to agree with everything you have said. Thank you for this information. No one can expect me to defend something like this these days. I consider the information I have from you today to be scandalous. I really don't think 15 miles. CZK for PR services at the state institution is fine today. If I am informed, the State Institute for Drug Control has its press secretary. And I think that at a time when health care really needs every crown, I find this scandalous. [[17.10 hours]] I have a meeting scheduled for Monday with the director of the State Institute for Drug Control, I should probably have it after this interpellation much earlier, but the director is on a foreign trip. I firmly believe that we can agree that nothing such as the State Institute for Drug Control will be implemented.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u163	Thank you, Minister. I ask the honourable Member whether he wants to ask an additional question. It's not like that. Then I give the floor to Mr Ludvík Hovorka, who was drawn as the fifteenth to present an oral interview with the Minister of Health, Mr Němeček.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u164	Thank you for the floor. Dear Minister, Prime Minister Mirek Topolánek's government decided four days before the end of its mandate in May 2009 to purchase shares of the company National Tissue Centre a. s., Brno and Center for Cell Therapy and Diagnostics, a. s., Ostrava from PrimeCell, a. s., for 26 million. Crowns. These companies were established by PrimeCell less than two months before the government's decision. PrimeCell itself was established in 2007 and showed only a minimum turnover for 2008. It can therefore be concluded that the money for the purchase of shares from the Ministry of Health was probably the first larger income of this company in 2009. Soon after the Government's decision, PrimeCell became the recipient of hundreds of millions of subsidies from CzechInvest from the Enterprise and Innovation programme for the construction of superpure biotech spaces in the National Tissue Centre in Brno and in biotech park 4MEDi in Ostrava. Another subsidy money was drawn by PrimeCell on individual research projects. 4MEDi, Center of Cell Therapy and Diagnostics, has even received an award in the 2012 investor competition from CzechInvest. National center of tissues and cells received a subsidy of 72 miles. CZK for the AVTO project of new types of tissue and organ replacements from the Ministry of Industry and Trade, the company BLOCK for the laboratory complex for the preparation, analysis and testing of prototypes and samples of advanced tissue substitutes for 98 miles. Crowns. The activities of 4MEDi, Centers of Cell Therapy and Diagnostics include cells, genes and tissues of the human body and products of material engineering. It follows from the above that these companies received large amounts from public funds. Dear Minister, can you please tell me who is the owner of PrimeCell and where this company has its registered office, what specific projects will be further supported at the National Tissue Centre?
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u165	Ambassador, I'm sorry, but your time is up.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u166	And at the Center of Cell Therapy and Diagnostics, or 4MEDi Ostrava. What do companies make? What are their scientific capabilities? What specific benefit does the Czech State and the scientific community have from participating in joint enterprises?
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u167	Thank you. I'm asking the Minister of Health for an interview. You have your word. Please, Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u168	Madam President, ladies and gentlemen, your questions are very detailed. Of course, I know something about Project 4MEDi in Ostrava, because under the authority of the Ministry of Health, I represented the state in this company. This company is building a biotech center near the faculty hospital. However, other details about products, about scientific capacities here I am unable to say accurately and out of my head. And I think you deserve an exact and exhaustive answer, so we'll answer you in writing as soon as possible.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u169	Thank you, Minister. I ask the honourable Member whether he wants to ask an additional question. That's right. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u170	Yes, thank you for your word. I'll be glad to get those answers. But I would just like to clarify that in our country, scientific research is based on the fact that companies receiving scientific research grants have to publish scientific articles on the results of their research. And in this case, it's not happening at all, and all the information about this research is classified, and no one knows exactly what these companies are producing. For this reason, I suspect that, in particular, State funds have been spent incessantly and that a company has been created here, which is building very expensive equipment, very expensive equipment, and that the state has no overview and no supervision of how it was actually loaded with its funds, which have been invested in the purchase of shares. On the other hand, it can also be seen that the money paid by the CzechInvest agency could have been paid to restore tissue facilities owned by the state, such as tissue banks at the University Hospital in Brno or Ostrava. On the contrary, there was an argument at the time -
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u171	Mr. Ambassador, again, I'm sorry your time is up.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u172	I'll finish the sentence. It was argued that the State did not have enough resources to invest in its own tissue facilities, so it would join forces with a private investor and ensure the continued development of research in biotechnology. And apparently it doesn't happen that way. Thank you for any answers.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u173	Mr. Ambassador, thank you, and next time I ask you to watch your time. Thank you. I'm asking the Minister to comment. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u174	Dear Member, I will basically follow up on my previous answer. I agree with the questions you asked. From the point of view of the fact that the Ministry of Health exercises shareholder rights as part of the joint venture share, we will, of course, prepare them. However, and it has also been said from your mouth, the decision on public funds, the revenue from European funds was not in the gesture of the Ministry of Health, it is rather in the gesture of the Ministry of Industry. However, we will prepare what we will be able to do from the point of view of the representative of the state in the institutions of this company and we will provide you with all the information.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u175	Thank you, Minister. Next in line is Kateřina Konečná. He's going to interpel Minister Brabec. You have your word.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u176	Thank you, Mr. Vice-President. Ladies and gentlemen, Ministers, Minister and Minister, I did not want to speak now, but I think that the subject is so serious that a hundred days of defending in this case, as you understand, is certainly not appropriate, because a hundred days could also mean a hundred days of disaster, which will occur when we rest for a hundred days. This is a topic of waste management. You in the coalition treaty that all the members of the government coalition signed, you have the subject, you also say you want a new waste bill. Honestly, since I'm a memoir, I've heard that from Minister Bursík, from all the ministers, and read all the government statements and was written in all the coalition contracts. Unfortunately, since then, nothing has happened at all, and today waste management is becoming such a huge explosion in the environment, because if we do not immediately start doing something about it, not only is there a threat that we will not be able to draw European funds for the next programming period, but we are also in danger of having thousands of tons of hazardous waste ending up in landfills, as is happening today. We are at risk of being unable to meet our recycling targets and other things. Therefore, Minister, please, I will ask one particular question, to which I understand that I will not be given a completely future specific answer, but at least your intention, in what time frame are you planning to present the substantive intention of the Waste Act or, if necessary, an paragrafo text. And as an addition, I would also like to point out that, given that Minister Chalupa, cowardly last June, only extended the validity of the waste management plan, for which municipalities and citizens are also waiting to follow it, as you see it with the waste management plan, because I think that is something that only your ministry can do without the Chamber of Deputies, and it would be nice to do the new plan as soon as possible. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u177	Thank you, Madame. I'll ask Minister Brabec for an answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u178	Hello again. Ladies and gentlemen, thank you for your question. I would like to assure the lady and the others that we are fully aware, so I certainly and certainly also colleagues, that we are from the first second and we will be a hunting animal, that there is no 100 days of defence and it will not be, and I agree that there is really no time for this in these matters. [[17.20 hours]] Indeed, the waste management plan should have been last year. It was then extended until the end of this year, so we are definitely planning a new waste management plan and in any case it is already being worked on rather intensively. It is actually also being worked on in conjunction with the substantive intention of the new Waste Act, where it is clear that this will be a very interesting topic, because we can imagine the lobbyist pressures - landfill operators, incinerators, etc. These are very strong lobbies. There are intentions from the Environment Operational Programme on some incinerators. There are, of course, big topics, there are issues of non-government, which significantly support a much larger proportion of recycling. The truth is that the Czech Republic is now in terms of the proportion of landfilled waste and the proportion of waste that goes to recycling, respectively. separation, relatively on the European Union's tail, definitely in terms of developed countries. This means that we will do our best to present the substantive intention of the new Waste Act by September, at the latest this year. Working groups are already being created today, and I want to extend these topics to other subjects, and I also want to strengthen the Ministry of Waste. This means that I would certainly see a substantive intention by September and subsequently paragrafo the wording. And by the end of this year, it was our intention to make a proposal for an paragrafo text. We'll see, it may be an ambitious scenario, but I believe we will. In any case, with the new waste management plan, the term is quite clear, which we must have by the end of this year. Well, if that's enough, thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u179	Thank you, Minister. There will be an additional question. Please.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u180	It won't be an additional question, it'll just be a thank you. Believe me, there are few times a minister will say these terms on the screen, because then we like to check them out. So I promise to keep an honest eye on them, too. And I'm glad about the deadline for the waste management plan, because the document is actually ready. There was a real consensus between all partners, except the Minister. He didn't sign it either, but he only extended it. And I was scared when you said you had a waste management plan planned to stay that way. I'm so glad it's still planned for this year. And please at least ask for his speedy acceptance. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u181	Thank you. Mr. Bronislav Schwarz is next in line, but I don't see him here, so let's move on. I will ask Mr Jiří Koubek. The MP is intersecting Minister Andrej Babiš.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u182	[[He carries with him a reduced election billboard of the ANO movement with pictures of Mr Babiš and Mrs Jourová and the inscription: Clear rules for everyone. No exceptions. He's been on the speaker's desk the whole time.]] Dear Minister of Finance, in today's legendary letter of 20 January this year, Prime Minister Bohuslav Sobotka sent a proposal to the President to appoint members of the government. At the end of that document it is stated that they are accompanied by a demonstration certificate according to a rule which has been in force in that country since 1991. It has so far applied to all ministers. No exceptions. Today, the Prime Minister here in the interview said that your illustration certificate was missing because you didn't deliver it. Please, let us remember what you promised the voters before the election: clear rules for everyone. No exceptions. That's why I'm asking you when this clear rule applies, for example. Doesn't Mr. Daniel Herman's candidate for the Minister of Culture apply to you? You negotiated an exception at the castle? I'm not asking for a trial in Bratislava or anything else. I'm asking if you've negotiated an exception in violation of your election vows. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u183	Thank you, Mr. Ambassador. I'll ask Minister Babiš for his answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u184	Ladies and gentlemen, I'm sure the rules are clear for everyone. Yes. We were created as a disgruntled citizen movement, because if those classic political parties hadn't put politicians in a position of superhumans, a situation where there were always some special rules for them... Then we want to change it. And, of course, about the rendering certificate or the law, according to my lawyers, I don't need any illustration certificate. And the fact that it's some kind of mouth... A mouth is not a rule. So I don't have anything to say. I was never here to comment on the Bratislava court, and maybe I'll make my first statement here, because it would be good to ask the people who were there when the revolution was. Ask doktorka Marvanová what it was like when the Civil Forum won, and at the Home Office, those real aesthetics who terrorized and investigated us who were watching us so we wouldn't steal... And we didn't steal because we were afraid of them. So it was a different time. And even President Zeman, when I was with him and we discussed it, said that President Havel was surprised who was all on some lists. And everyone knows General Lorenc shredded 15,000 volumes. Those were the aesthetics who terrorized us! And who told me at the first interview, Mr. Babiš, you have three emigrants, your uncle emigrated to Australia, and your aunt is in Canada and your cousin in the United States... You've got a big problem, Mr. Babiš. Then we heard Mr. Langoš selling it. After all, there are people who have two chandeliers' certificates. Supposedly it cost 250 grand. Some have two, plus a minus. So here's a list, some record of something, and I'm supposed to be disqualified from this company? I didn't do anything, I didn't sign anything. I have been terrorized, and our famous right hand, which has become a symbol of corruption, has no program other than Anti-Babiš and a censure certificate. I really feel sorry for you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u185	Thank you, Minister. There will be an additional question.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u186	[[Again with a reduced billboard on the speaker's desk.]] Thank you, Minister of Finance. I didn't ask you about the Bratislava trial. And I pointed it out a little bit, because I knew you'd move there in your answer. I asked you about the exception. You didn't answer that. It's your pre-election password. Your election vows! You may call it a mouthpiece, but in this country, it is a clear rule - that candidates for the minister present a demonstration certificate. So I assume that the words of Prime Minister Sobotka apply, and you have not delivered this illustration certificate, have not submitted, have not been sent to the President. I mean, you've been granted an exception. Before the election, you promise something, clear rules for everyone, without exception. Even before you became Minister of Finance, you made one exception - contrary to your pre-election vows. Except for yourself. That's hypocritical behavior! I promise something before the election, but when it comes to me, after the election, I'm different. You're a hypocrite!
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u187	Thank you for the additional question. Minister, I beg you to respond.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u188	Strong words. A young man... I don't know which year you're born. It's demagogy. I didn't want any exception. Mr. President appointed me, made some condition. And if the Civil Service Act, which you've promised to the European Union here for 12 years, had been passed here, and you never wanted to do it, because you have those political traders, yes... And of course, the corruption affairs that have arisen for you here are dozens of them, we would have been here for a long time. So I didn't ask for an exception, yes. And I'm sure the Minister of Justice will see to it that the law is followed here and that your judicial mafia doesn't work here. Because we are unique in the fact that politicians here have become part of organized crime! In the end, the prosecutors and the courts were also in control! The Justice Mafia. Yes. It's not anywhere. Corruption is everywhere, but we are unique in this regard. And some corrupters are still sitting in this Chamber of Deputies. So I'm hoping that in the next election, the citizens will explain everything and go away. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u189	Thank you. Next in line is Mr. Václav Klučka. He's interfering with Minister Brabec. You have your word.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u190	Thank you, Mr President. It's hard enough to talk to the Minister about another subject now, even more serious. Minister, I live in Opava. That's near Ostrava. The white Opava, a beautiful city, is once and again called today. I have to tell you, she's not exactly white anymore. A large number of days a year we suffer from smog, choking, flying dust in the air in values up to three times as high as the appropriate standard. Many environmental ministers not only knew about the problem, but tried to improve the situation. I have to tell you, it's not going well. It doesn't work, and Opava's choking. Ostrava's choking, Karvin's choking. Big problem. I really want to ask you very sincerely what your plan is for a gradual solution to this problem so that we do not have to move from Opava. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u191	Thank you, Mr. Ambassador. I'll ask Minister Brabec for an answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u192	Mr President, ladies and gentlemen, Mr Member, I am afraid that I will not now tell you a plan that will, let us say, satisfy you at this moment so that we can say in a year that this matter is resolved. The matter, of course, has enormous inertia, and I would like to make a comparison that, unlike the subject that we heard here on the previous question, this is a real problem where people die. Of course, high illness in the Moravian-Silesian region and in this area is mainly due to ground ozone, dust microparticles and benzopyrene when the emission limits are exceeded. I've had all the stuff pulled out that's been done in the past few years. The problem is that simply improvement is definitely slower than expected. You know for sure that there were a number of projects from different challenges of the operational programme. They were dozens and maybe even hundreds of projects. Large projects were implemented there in 2012 for the disposal of large companies, Arcelor, Evraz and others. Despite all that, as you say, the region still has problems. Now we come to the fact that we - and we have it in the coalition agreement, but it is not about the coalition agreement or what is on paper - would like to implement the so-called green programme for these areas, especially for the Moravian-Silesian Region and the Ústí Region. We want to continue with these measures and we want to make more of them in financial terms. We want to do, for example, a specific project, although we can say that it is a drop in the sea, but now the European Commission has managed to negotiate a billion crowns on compressed natural gas buses with the European Commission, so these projects will definitely be launched. They are today. There will be other calls for boiler subsidies, local heating sites. There are a number of projects in the operational programme today, which are again in Ostrava. I promise you, as far as I can - I told you that my first trip will now lead to Sumava and my second trip will, of course, lead to the Moravian-Silesian region. This also relates to cross-border cooperation with Poland. There was created a certain international group, which then ceased to function, allegedly due to the lack of interest or reduced interest of Polish partners, who were not willing to cooperate fully on our ideas. I really promise that we will do everything possible within the national resources that we already have allocated to do so today. More, new challenges will be launched this year for several tens of millions of crowns, which will be judged in the Moravian-Silesian region. Of course, the current operational programme as well as the new operational programme 2014 to 2020 in the field of environment will, as far as possible, aim a great deal to stop Ostrava from suffocating. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u193	I thank the Minister for his reply. There won't be an additional question. Okay. Next in line is Mr. Ludvík Hovorka. Interpelation is directed at Minister Babiš.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u194	Thank you for the floor. Dear Minister, I am addressing you with an interview on the right to information on the management of stock companies directly managed by the State's organisation. Specifically, it is the state hospital Na Homolce and its subsidiary Holte, a.s. Hospital Na Homolce is specific by having its subsidiaries, its subsidiaries, one of which provides all purchases of medical supplies to this hospital. Minister Holcát wanted to conduct an in-depth management in Na Homolce Hospital and the director refused to give him information about the company's management with reference to the opinion of the Ministry of Finance that the management of a subsidiary, a joint-stock company, is not subject to some secrecy and that therefore this information cannot be obtained by the Minister of Health. I don't think that's standard. If hospitals manage public funds collected from public health insurance, then there can be no confidentiality regime. In the past, I have been very concerned with the management of the Hospital Na Homolce and especially the relationships that have been set up here, and I must say that these relations are not very transparent. I would like to ask, Minister, if you intend to change the Ministry of Finance's approach to ensuring that any contracts concluded by hospitals, whether public hospitals or private public limited-liability companies, whether these contracts will be published in such a way that management control is possible, because without this step, there will be no transparency in the flows of public health insurance and the spending of health insurance funds. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u195	Thank you, too. Now the Minister of Finance, Andrej Babiš, has the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u196	Thank you for the floor. I got the following information from the Treasury. This is a control of the financial directorate of the capital city of Prague. The audit was for the management of the contribution organisation established by the Ministry of Health for the years 2006 to 2009. Result of control: In 2009 the hospital concluded a contract for the provision of legal aid for a fixed period up to 31. 12. 2009 with the law firm Shachta and Partners - Mr Bendl certainly knows the office well. The total value of the legal services paid this year was CZK 7 449 100 without VAT. The contract was not awarded in accordance with Act No. 137/2006 Coll., on Public Procurement, as amended, etc. There has been a breach of Law No 563/1991 Coll., on Accounting, by not finding out whether the actual state of all assets and liabilities corresponds to the state of the assets and liabilities of the accounting. On the basis of that finding, it was the Financial Authority for hl. m. Prague prescribed a contribution for breach of budgetary discipline. Providing information by the Ministry of Finance. In accordance with Article 22 (1) (a) of the Treaty on the Functioning of the European Union, it is necessary to apply the provisions of the Treaty on the Functioning of the European Union. 6b of Law No. 320/2001 Coll., on financial control in public administration and on the amendment of certain laws, inform the financial authorities through the Directorate-General... The GFŘ on all deficiencies exceeding the 300 000 limit. Kč. In this case, the information has not yet been transmitted. So that's what we keep saying people don't know what they're spending on. All we hear on Homolka is that there are actually some subsidiaries where the minister doesn't really have a chance to know what they're doing there. So I can only say that the Ministry of Finance will definitely change its approach and we will give information because citizens deserve to know what taxes they pay for and where it goes. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u197	Thank you, Minister. Will there be an additional question? Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u198	Thank you for your answer. I have basically handed over the case-laws to the court, which clearly states that also ČEZ and e.g. The transport company of the capital city of Prague, a. s., all these companies that manage public funds are obliged to transfer their accounts for inspection. That means there's no way to hide management in the case of Na Homolce Hospital. A number of non-standard steps took place at Na Homolce Hospital. Not only does it have its subsidiaries through which it buys, there were a number of things that involved tenders, very strange, and, as has already been said, it is a hospital, which is included as a pilot project of the Ministry of Health, in the past, which does not even have its own economic department and the entire economic department is replaced by a private company s.r.o. So this also appears in the annual report. This is total chaos and I recommend that the Ministry of Health, in cooperation with the Ministry of Finance, carry out an in-depth control of the management in this hospital. [[Time warning]] Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u199	Thank you. I'll ask the Minister for a response.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u200	I don't think it's just a hospital. No one actually checks anything here. This is a completely absurd situation when there is an internal audit, controlling, compliance (?), anonymous lines, line tell us and anti-corruption measures, and our... After 20 years, we're talking about the SAO's competences so the SAO can check anything. Well, I don't know who's actually controlling what here. We have BIS reports every year that talk about different forms of crime, but who in the finals is making some kind of measure and how many corruption cases were there and how many corruption cases were solved and what is being controlled... There's basically nothing to control. I think it's time for us to change that and for the public to know what the state is spending money on. And I'm sure I'll make my position the most of it. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u201	Thank you, Minister. Mrs Olga Havlová is next in line, and the interview is directed to Minister Michaela Marksová. You have your word.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u202	Thank you for the floor. Madam Secretary, I am addressing you with an interview on the question of retiring miners. I am a Member of the Moravian-Silesian Region and I am strongly touched by the unhappy situation not only of miners but of the whole OKD. In the long run, no one's dealing with miners' retirement. Studies conducted abroad clearly show that the average age of the miner's survival is about 75 years on average, significantly lower than that of the other population. This average age is lower than the actual retirement age. So far, the situation has been addressed by Government Regulation No. 363/2009 Coll., which enabled early retirement of miners who worked out the prescribed exposure. Unfortunately, the Pension Insurance Act and this government regulation are limited in time. It is absolutely essential that a change of this government regulation be adopted and, consequently, a law that would allow early retirement not only for the miners, but for other professions in the heavy industry. I ask you, Madam Secretary: You will propose an amendment to the Pension Insurance Act and an amendment to Government Regulation No. 363/2009 Coll.? If not, how will you deal with this situation, because the question of miners, I consider it a time bomb that has already begun to tick. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u203	I would like to thank the Member and the Minister for her comments on the interview. Please, Madam Secretary.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u204	Madam President, ladies and gentlemen. I would like to remind you that the regulation in question currently concerns miners who have worked or started working in deep-sea mines, and that restriction is that they did so before 1993 or then until the end of 2008. I can say that my predecessor, Minister Koníček, received a task from the then Prime Minister in November 2013 to prepare legislation that would extend this government regulation to the same professionally defined circuit of miners, i.e. we are talking about the miners from the deep mines, namely those who entered the said employment after 1992 and fulfilled the relevant conditions, or only after 2008. I would like to say that the Ministry of Labour is working on this task and that, in order for the task to be accomplished, it will first require an amendment to the provisions in the Pension Insurance Act. Only then can it be possible to change the conditions in the relevant government regulation. We are currently going to discuss this intention in a new government that has not actually had a chance to get to know it properly. I hope I've satisfied you at least a little. Thank you for your attention.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u205	Thank you, Madam Secretary. I ask the honourable Member whether she wants to ask an additional question. I see he does. Please, madam.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u206	Thank you for your answer. What you've said here is quite familiar to me, I've even looked into it in detail, because my original profession is a patsy, and that's why I want to ask you if you see it really, so that it's by the end of this year, at least by the end of this year, the novelization, the 363, would it be real.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u207	Thank you, and I ask the Minister for an answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u208	At this point, I don't know, although from what I've heard, I think it's real, but I don't want to make a hundred percent promise here. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u209	Thank you and I am now giving the floor to Mr Petr Bendl, who was drawn as 22nd, and I ask him to give an oral interview to the Minister of Finance, Andrej Babiš. Please, Mr. Ambassador.
