ParlaMint-FR_2021-06-09-O1296.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1296.u544	I have before me seven amendments, Nos 269, 440, 709, 977, 1287, 1448 and 1539, to delete Article 14. I call Mr Patrick Hetzel to support Amendment No. 269.
ParlaMint-FR_2021-06-09-O1296.u545	Article 14 seeks to distinguish between research into human embryos and embryonic stem cells. It thus provides for the transfer of research on human embryonic stem cells from the supervised authorisation system to that of simple declaration. If an embryonic stem cell is not a human embryo per se, the legislator cannot forget that in reality, to obtain human embryonic stem cells, an embryo must be destroyed. The status quo should therefore remain in place, rather than going towards the so-called least ethical.
ParlaMint-FR_2021-06-09-O1296.u546	Amendments Nos 440 by Mr Xavier Breton, 709 by Mrs Emmanuelle Ménard, 977 by Mrs Anne-Laure Blin, 1287 by Mr Thibault Bazin, 1448 by Mr Marc Le Fur and 1539 by Mr Bernard Perrut are defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u547	It is a bit difficult not to paraphrase or mimic what my colleagues Pinel and Eliaou have excellently said. It is clear that the aim of this text is to clarify the nature of the research and to provide a better framework for it. For the sixth time, it seems to me that embryonic stem cells – which are originally derived from an embryo and are cell lines – should not be confused with the return sometimes necessary to seek the establishment of a new lineage, which remains exceptional. These cell lines, which have names, are numbered and are exchanged between laboratories within a legally defined framework, are pluripotent and not totipotent, thus devoid of any ability to restore an embryo. In short, these are two different statuses, two different situations: on the one hand, the embryo; on the other, these cell lines. It is therefore important that the legal framework surrounding this research can also be differentiated. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u548	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u549	The origin of the reflection that led to this proposal for a different regime lies precisely in the ability to distinguish between the nature of the embryo and that of embryonic stem cells, as has been said and repeated many times. Today, the majority of laboratories around the world are working on embryonic stem cells, without ever having a human embryo in this laboratory. Of course, any new diversion remains subject to all embryo-related legislation. A few figures may convince you that we can trust the researchers' ability to know whether or not there are alternatives: since 2004, there have been seventy-four embryonic stem cell work program authorizations and twenty-seven embryo research authorizations. As you can see, the ethics of researchers means that whenever an alternative solution is possible, they prefer it. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u550	I have before me fifteen amendments, Nos 270, 441, 980, 1449, 271, 442, 982, 1288, 1450, 272, 444, 746, 983, 1289 and 1451, which can be discussed jointly. Amendments Nos 270, 441, 980 and 1449 are identical, as are Amendments Nos 271, 442, 982, 1288 and 1450 and 272, 444, 746, 983, 1289 and 1451. I call Mr Patrick Hetzel to support Amendment No. 270.
ParlaMint-FR_2021-06-09-O1296.u551	In fact, the scientific world recognizes that embryo research has not reached the stage of clinical research,...
ParlaMint-FR_2021-06-09-O1296.u552	That's not true!
ParlaMint-FR_2021-06-09-O1296.u553	... while the work has now been carried out for several years. We propose, with this amendment, a suspension of work so that the Parliamentary Office for the Evaluation of Scientific and Technological Options can draw up a report on this issue. A few months ago, in the United States, some work in the field of virology was suspended in order to be able to adopt a better approach to the benefit-risk ratio. It would be appropriate to go in a similar direction in the field of bioethics, or to go inexorably towards the least-so-called ethics.
ParlaMint-FR_2021-06-09-O1296.u554	Identical amendments Nos 441 by Mr Xavier Breton, 980 by Mrs Anne-Laure Blin and 1449 by Mr Marc Le Fur are defended, as are identical amendments Nos 271 by Mr Patrick Hetzel, 442 by Mr Xavier Breton, 982 by Mrs Anne-Laure Blin, 1288 by Mr Thibault Bazin and 1450 by Mr Marc Le Fur. I call Mr Patrick Hetzel to support Amendment No. 272.
ParlaMint-FR_2021-06-09-O1296.u555	This is a fallback amendment. Indeed, article 14 maintains the provisions of the bill adopted in 2013 which, by returning itself to the 2011 Bioethics Act, extended the conditions for authorization of human embryo research. It moves certain provisions of the 2016 Health Act also relating to research on the human embryo, which were taking a major step by allowing, without proper supervision, research on human embryos intended to be born, which was previously prohibited. We need to ask ourselves some very important questions about how we deal with the problem of research, as demonstrated earlier by our discussions on human embryonic stem cells and embryo research. It is striking that the research carried out on live animals is very much framed, which is also very desirable, and that questions about animals do not seem to arise about human embryo research. We can therefore ask ourselves about ethics itself. Some organizations have ethics committees, but what is essential is that legislators lay safeguards. The questions we must constantly ask ourselves are the balance between the opportunity for researchers to search and the introduction of safeguards. Increasingly, a scientific and technical approach is being developed that seeks to make everything that technology allows possible. The question is, therefore, whether the law should allow everything that technology permits and, consequently, whether research should implement it. I am not sure, and it seems to me that we should, in this respect, adopt a more questioning than a logic of flight forward.
ParlaMint-FR_2021-06-09-O1296.u556	Identical amendments Nos 444 by Mr Xavier Breton, 746 by Mr Philippe Gosselin, 983 by Mrs Anne-Laure Blin, 1289 by Mr Thibault Bazin and 1451 by Mr Marc Le Fur are defended. What is the opinion of the committee on all these amendments?
ParlaMint-FR_2021-06-09-O1296.u557	I want to help the scientific community, because scientists are fully responsible people. You have cited the research organizations and, indeed, the research we are talking about today is done in public institutions that are very ethically well-armed, with the ethics committees of INSERM, the National Institute of Health and Medical Research, and the CNRS, the National Centre for Scientific Research, and, of course, beyond the specific organizations, the CCNE, the National Ethics Advisory Committee. You are asking for a suspension and, if we had had this debate a few years ago about gene therapy, you would probably have asked the same thing. Today, however, we have sixteen therapies available to children with hundreds of genetic diseases on the market, and 1200 are in phase 3 throughout the world. Our priority must be to think about these 3 million children who suffer from rare genetic diseases. Three million children means that 20 million French are involved. It is certainly possible to suspend the work and, moreover, the world scientific community has been able to do so when it has proved necessary. I remember that, in the 1970s, the conference in Asilomar had prescribed a stopover for a year to reflect on the techniques and applications of genetic engineering. So we know how to do that. Today, ethical reflection is being conducted. If we stop the work, the few companies in the sector will obviously close, and the scientific colleagues, whom I know by heart, will take their clicks and slaps and continue their research abroad, with the consequences that can be imagined for the 3 million children concerned. In my view, the solution you are proposing is not good, and I therefore express an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u558	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u559	[[Applause on several benches of the LaREM and Dem groups]] My opinion will also be unfavourable. I noted that the summary of many of your amendments began as follows: "The scientific world recognizes that embryo research has not reached the stage of clinical research, while work has been carried out for twenty-five to thirty years around the world. Today, therefore, I would like to have a thought for three immense researchers, Lwoff, Jacob and Monod, who, in 1961, discovered the messenger RNA – fortunately, as it proved useful to the world's population this year. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u560	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1296.u561	Our debates on article 14, which are just beginning, are interesting. We must not lose sight of the fact that we are the legislator here, that is, we speak on behalf of society. French bioethics has had advantages, and our bioethics laws have been cited as an example abroad for their balance – even if it remains fragile – because they allowed researchers to conduct their work while establishing a number of safeguards in ethical matters, so as not to cross certain red lines. You are Minister of Research, Mrs Vidal: you are obviously, and it is quite normal, in favour of research and researchers, who want to be able to continue their work. But our role is to be sure that safeguards will be put in place and that society will be able to control the work carried out in laboratories, especially since French public research, of very high quality, is carried out with public funds, that is to say the financial resources of all our fellow citizens. For all these reasons, we must be very careful. The arguments of saying that researchers should be allowed to do so are not sufficient, because we are speaking here as legislators: we must find a balance to protect society. This has always been important, but we have the impression that today there is a sort of escape to the so-called least ethical. You are not heard on these issues, which I think are absolutely fundamental.
ParlaMint-FR_2021-06-09-O1296.u562	I have before me five identical amendments No 237 by Mr Patrick Hetzel, 445 by Mr Xavier Breton, 626 by Mr Philippe Gosselin, 899 by Mrs Anne-Laure Blin and 1377 by Mr Marc Le Fur, which are being defended.
ParlaMint-FR_2021-06-09-O1296.u563	I have before me six identical amendments, Nos 238, 446, 627, 901, 1291 and 1382. I call Mr Patrick Hetzel to support Amendment No. 238.
ParlaMint-FR_2021-06-09-O1296.u564	Article 14 I authorises research on the human embryo, with the only legal framework for the provisions on biomedical research, and without taking into account the risks inherent in this research, in particular the possible consequences on the offspring. But the whole world had been moved, and rightly so, by the experiments conducted by Professor He Jiankui, who would have created genetically modified binoculars using the CRISPR-Cas9 technique, which allows intervention on the genome. This is therefore a particularly important issue. However, the Government has not explained to us why, through Article 14, it is amending provisions of the Public Health Code and the Research Code, thus liberalizing the possibilities of research on human material – even I do not like this term very much.
ParlaMint-FR_2021-06-09-O1296.u565	Identical amendments No 446 by Mr Xavier Breton, No 627 by Mr Philippe Gosselin, No 901 by Mrs Anne-Laure Blin, No 1291 by Mr Thibault Bazin and No 1382 by Mr Marc Le Fur are defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u566	The purpose of the text presented to us today is precisely to separate two regimes: the one relating to research into unborn embryos – these are research equivalent to that on the human person: they are carried out for the benefit of the embryo and have the aim of protecting its health and the health of the woman – and the one concerning research on embryos that will never be implanted, and are therefore not intended to be born – this is the case here. Since there are two completely different situations, it was important to finally establish a separation between these two regimes: that is the objective of the text, and in particular of Article 14. We've already talked about the behavior of the Chinese pseudo-college you mentioned. He allowed himself to do anything with the genomic editing, mutating the CCR5 gene to make binoculars resistant to HIV. We know what happened to this pseudo-college: it seems to me that he sinks happy days at the bottom of a prison and that his scientific career ended there. I therefore totally agree with your opinion: it is out of the question of intervention on germ cells and modification of unborn embryos. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u567	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u568	It is important to clarify things. Your amendments are intended to clarify that the research carried out on the embryo in the context of the medical care of persons engaged in an AMP procedure is to the benefit of the embryo and does not affect it. But the research carried out in this context cannot be confused with in vitro research, which is carried out on embryos destined to be destroyed since there is no longer any parenting project. Parents are simply asked if they accept that their embryos are used for scientific research before they are destroyed. Again, there is absolutely no question of reimplanting an embryo that has been used for research! Basic research uses only embryos destined for destruction, so it should not be confused with embryo research as part of a parenting project for medically assisted reproduction. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u569	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1296.u570	One thing concerns me in the arguments that you have developed. You said it was important to liberalize research because these embryos had therapeutic potential. But can you quote me from therapies that have been developed through research on human embryonic stem cells? We are facing a real difficulty here, as you can see, because today there is no broad spectrum of application in this area. On the other hand, Madam Minister, you have rightly paid tribute to the work that Lwoff carried out in the 1960s, but what is the relationship with the subject before us? This work did not concern human embryonic stem cells or embryo research!
ParlaMint-FR_2021-06-09-O1296.u571	The rapporteur, Mr Philippe Berta, has the floor.
ParlaMint-FR_2021-06-09-O1296.u572	I have been looking for an opportunity to invite our colleague Hetzel to come to Montpellier: that's it! Come to Montpellier's biotherapy research institute to discover the work of Professor Jorgensen, whom our colleague Eliaou knows well. He is making prowess with stem cells, to repair joints and treat osteoarthritis already installed by regenerating collagen. Yes, there are already applications; Yes, there are already successes! It would be in bad faith to say that this research is not going to take on increasing importance. As I said in committee, the scientific community agrees that tomorrow's therapies will be gene, cell, or both.
ParlaMint-FR_2021-06-09-O1296.u573	I call Mr Patrick Hetzel to support Amendment No. 1292.
ParlaMint-FR_2021-06-09-O1296.u574	For ethical reasons, potential research into the human embryo intended for implantation should be identified. This is the purpose of this amendment by our colleagues Bazin and Door, who propose to insert, after the word "research", the words "non-interventional, just observational". The current wording of paragraph 1 was ambiguous and should be clarified, without which, again, the so-called ethical problem, which we are deeply concerned about, would arise.
ParlaMint-FR_2021-06-09-O1296.u575	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u576	I would really like to stress that the scientific colleagues are acting in responsibility – I have already said so, but I think I will repeat it all evening. In almost all LDCs, when an in vitro fertilization is carried out, the embryonic quality is looked at in the binocular microscope – I know that this term does not please too much. So that's good observational. It happens, however – and I hope you are not trying to question it – that sometimes a cell is taken out to perform what is called a pre-implantation diagnosis, which aims to ensure that the embryo intended for re-implantation does not have a mutation that is fatal to it or leads to the development of the pathology of which the parents are carrying. But this diagnosis is only established in a particularly limited number of cases, and in very few centres in France. We cannot stay constantly in the observational, otherwise we run for disaster: unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u577	I have before me eight amendments, Nos 623, 25, 239, 449, 902, 1388, 636 and 851, which can be discussed jointly. Amendments Nos 25, 239, 449, 902 and 1388 are identical. I call Mrs Genevard to support Amendment No. 623.
ParlaMint-FR_2021-06-09-O1296.u578	If you will, Mr President, at the same time I will defend Amendments Nos 636 and 851, since they are linked. Amendment No 623 is intended to prohibit research on human embryos and embryonic stem cells. You have pointed out, Mr rapporteur, the medical advances that have been allowed by research on embryonic stem cells and embryonic stem cells. But they suffer from an original fault: the principle of banning embryonic and embryonic stem cell research was decided in 1994, then reaffirmed in 2004 and 2011. It was only through a law passed without respect for the rules applicable to bioethics laws that the socialist government abolished this principle in 2013. The questions we are asking ourselves today should have been asked in 2013. All advances in science cannot dispense with genuine ethical reflection: it is the very principle of bioethics laws to confront what is technically possible with what is morally acceptable. Amendments Nos 636 and 851 are in line: the first specifies that research is allowed if the couple agrees, the second specifies that it is allowed if it pursues a major therapeutic interest.
ParlaMint-FR_2021-06-09-O1296.u579	Identical amendments Nos 25 by Mrs Emmanuelle Ménard, 239 by Mr Patrick Hetzel, 449 by Mr Xavier Breton, 902 by Mrs Anne-Laure Blin and 1388 by Mr Marc Le Fur were defended. Amendments Nos 636 and 851 by Mrs Annie Genevard were defended. What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2021-06-09-O1296.u580	If we follow this logic, we stop the hundreds of searches going on. Too bad for these 3 million children: they're here, they'll live what they'll have to live, it's not a big deal. However, I would like to point out that these studies have several objectives. There is the therapeutic aim, of course, but also the understanding why, if such a gene has mutated, the embryo develops badly – understanding what is happening, what is not working, in order to try to correct it. For example, I come to an age when I'm starting to think about my future Alzheimer's disease. If you have followed the medical news of the last forty-eight hours, you know that the American drug agency, the Food and Drug Administration (FDA), has just granted to my colleague Chris Henderson – well known in France, for he has long been research director at INSERM – the authorization to place on the market a monoclonal antibody to dissolve the amyloid aggregates at the cerebral level. Problem: this will interrupt the progress of the disease, but how to fill the brain gaps? We will be happy, at this stage, to have stem cells in order to recreate neuronal connections to damaged areas. That's why I can't follow you. I have a certain vision of the priorities, of the essential nature of this research, on which we know that our health of tomorrow depends. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u581	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u582	Same opinion, of course.
ParlaMint-FR_2021-06-09-O1296.u583	Why "of course"?
ParlaMint-FR_2021-06-09-O1296.u584	It is very important to move forward in an ethical, responsible manner, supervised by the legislator. Believe me, this is exactly the role we are proposing, because we are far from allowing everything that science allows, and it is quite normal: the honour of science is to be guided by laws of bioethics. On the other hand, I wanted to clarify to Mrs Genevard. Madam Member, you have tabled as an amendment of withdrawal No. 636, which aims to subject embryo research to the consent of the couple. In reality, such research is never conducted without this consent. Embryos were part of a parental project: when they were destroyed, they were asked for permission to use them for research purposes. Consent, which is essential, is therefore guaranteed.
ParlaMint-FR_2021-06-09-O1296.u585	Amendments Nos 24 by Mrs Emmanuelle Ménard and 1550 by Mr Julien Aubert, which may be subject to a joint debate, are defended.
ParlaMint-FR_2021-06-09-O1296.u586	I have before me six amendments, Nos 240, 450, 904, 1293, 1392 and 1114, which can be discussed jointly. Amendments Nos 240 to 1392 are identical. I call Mr Patrick Hetzel to support Amendment No. 240.
ParlaMint-FR_2021-06-09-O1296.u587	We were talking about a balance to be found earlier, and I heard the rapporteur invite us to trust the researchers. Certainly, no one here takes a position of distrust towards them, but trust does not exclude control. The legislator has responsibilities to society: this is the role that we must legally assume. This is why these identical amendments aim to ensure that the scientific and medical merits of research are explained in the context of the authorisation process; This is also why we have been opposed to the abolition of the authorisation regime for research on human embryonic stem cells. Besides, Mr Berta, when you were referring to a researcher in Montpellier, you did not talk about work on embryonic stem cells but on stem cells, which you know are not covered by the same provisions.
ParlaMint-FR_2021-06-09-O1296.u588	Identical amendments Nos 450 by Mr Xavier Breton, 904 by Mrs Anne-Laure Blin, 1293 by Mr Thibault Bazin and 1392 by Mr Le Fur are being defended, as are Amendment No 1114 by Mr Pascal Brindeau. What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2021-06-09-O1296.u589	They aim to strengthen the assessment of the scientific relevance of research, which is of course the first criterion taken into account for its possible authorisation. I don't think I'm betraying a reality that I know, and that we had interviewed during the review of the future Multi-Year Research Programming Act (MPRA) of December 24, 2020, saying that research activities within academic laboratories are constantly monitored – perhaps a little too much. Once authorization has been obtained, I do not know how many structures to obtain funding for the project. So I can reassure you: really, these researches are totally framed. In addition, they concern only a very small number of teams, well known, listed and monitored. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u590	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u591	Since these amendments are satisfied, I request that they be withdrawn; Failing that, adverse notice.
ParlaMint-FR_2021-06-09-O1296.u592	I have before me six amendments, Nos 241, 451, 630, 905, 1398 and 1298, which can be discussed jointly. Amendments Nos 241 to 1398 are identical. I call Mr Patrick Hetzel to support Amendment No. 241.
ParlaMint-FR_2021-06-09-O1296.u593	It is necessary to include in the law the prerequisites for a conclusive experiment on the animal.
ParlaMint-FR_2021-06-09-O1296.u594	Identical amendments No 451 by Mr Xavier Breton, 630 by Mr Philippe Gosselin, 905 by Mrs Anne-Laure Blin and 1398 by Mr Marc Le Fur are being defended. Amendment No 1298 by Mr Thibault Bazin is also so. What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2021-06-09-O1296.u595	They are satisfied with the intention. The audit you are suggesting is based on the third criterion of assessment provided for in Article 14, paragraph 8: "In the state of scientific knowledge, this research cannot be carried out without the use of human embryos. In many situations, the use of animals is impossible; It must then be demonstrated that the only possibility to address the problem is the use of human embryonic stem cells or human embryos. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u596	I have before me eleven amendments, Nos 242, 452, 697, 906, 1399, 243, 453, 631, 700, 907 and 1401, which can be discussed jointly. Amendments Nos 242 to 1399 are identical, as are Amendments Nos 243 to 1401. I call Mr Patrick Hetzel to support Amendment No. 242.
ParlaMint-FR_2021-06-09-O1296.u597	Once again, these identical amendments aim to clarify things. Mr Berta, I quickly consulted the work you were referring to when you spoke of Montpellier: if I understood correctly, this Cartigen research platform aims to use the patient's cells in loop, if I may say so. It is therefore not a question of research into the cells of a third party, but of a very special case whose limitations are not the same, and situated beyond the practices to which we wish to place safeguards.
ParlaMint-FR_2021-06-09-O1296.u598	Identical amendments No 452 by Mr Xavier Breton, 697 by Mrs Annie Genevard, 906 by Mrs Anne-Laure Blin and 1399 by Mr Marc Le Fur are being defended. Identical amendments No 243 by Mr Patrick Hetzel, 453 by Mr Xavier Breton, 631 by Mr Philippe Gosselin, 700 by Mrs Annie Genevard, 907 by Mrs Anne-Laure Blin and 1401 by Mr Marc Le Fur are also defended.
ParlaMint-FR_2021-06-09-O1296.u599	I have before me nine amendments, Nos 748, 1295, 1517, 245, 477, 632, 910, 1116 and 1403, which can be discussed jointly. Amendments Nos 748 to 1517 are identical, as are Amendments Nos 245 to 1403. Identical amendments No 748 by Mrs Emmanuelle Ménard, No 1295 by Mr Thibault Bazin and No 1517 by Mr Julien Ravier are defended. I call Mr Patrick Hetzel to support Amendment No. 245.
ParlaMint-FR_2021-06-09-O1296.u600	One wonders why, for the fourth time in ten years, we are about to revise the provisions on human embryo research. It is an excess of amendment of the law. Let's stabilize things!
ParlaMint-FR_2021-06-09-O1296.u601	Identical amendments Nos 477 by Mr Xavier Breton, 632 by Mr Philippe Gosselin and 910 by Mrs Anne-Laure Blin are being defended. Mrs Valérie Six has the floor to support Amendment No. 1116.
ParlaMint-FR_2021-06-09-O1296.u602	It aims to restrict the scope of human embryo research for strictly medical purposes. Indeed, the formula used in the bill does not clearly set out the barriers that cannot be overcome in this area. Despite the protocols that frame French research, the imprecision of its drafting may eventually lead to the relaxation or even suppression of current safeguards: in the name of improving knowledge of human biology, non-medical research on human embryos and the creation of chimeras could thus come to light. In addition, this formula breaks with the founding principles of the Oviedo Convention, in force since 1 December 1999. Our knowledge of the embryo results from research on animal embryos: it is therefore necessary to exercise caution and to maintain the strict principles that are ours.
ParlaMint-FR_2021-06-09-O1296.u603	Amendment No 1403 by Mr Le Fur is being defended. What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2021-06-09-O1296.u604	They are an addition to the Senate on the initiative of rapporteur Corinne Imbert, who is a member of the Republican Group, if I am well informed.
ParlaMint-FR_2021-06-09-O1296.u605	So what?
ParlaMint-FR_2021-06-09-O1296.u606	At second reading, I had deleted it; It was re-established by the senators, and we finally decided to accept their proposal. To quote Ms Imbert, "any research on the embryo is potentially part of the ambition to achieve medical progress without being able to demonstrate precisely and ab initio the value of fundamental research in therapeutic terms. In order to secure legal decisions on the authorisation of embryo research protocols, the objective of improving knowledge of human biology, which is more relevant in the field of fundamental research, should be added to the prerequisites for the medical purpose." In other words, our first objective is to achieve a certain level of overall knowledge; It is only from this point that therapeutic applications can be hoped for. One might wish to have direct access to them, but this is not often the case: one must understand and analyse the mechanisms before deriving such progress. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u607	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u608	Before the second reading in the Senate, the chosen wording was: "Research, fundamental or applied, is part of a medical purpose. It did not exclude knowledge of human biology since therapeutic proposals cannot be made without understanding the biological mechanism of pathology. Initially, like the rapporteur, I found this superfetal addition. But, in view of what has been said, it seems to me necessary to keep the wording of the end of the paragraph: "or aimed at improving the knowledge of human biology". This is the only way in which researchers can continue their work in a secure manner.
ParlaMint-FR_2021-06-09-O1296.u609	Identical amendments No 244 by Mr Patrick Hetzel, No 454 by Mr Xavier Breton, No 704 by Mrs Annie Genevard, No 908 by Mrs Anne-Laure Blin, No 1115 by Mrs Agnes Thill and No 1402 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u610	I have before me five identical amendments, Nos 246, 455, 911, 1296 and 1404. I call Mr Patrick Hetzel to support Amendment No. 246.
ParlaMint-FR_2021-06-09-O1296.u611	I read out the wording of the end of paragraph 8 here proposed because it is sufficient for itself: "it is expressly established that it is impossible to achieve the desired result through research that does not involve human embryos, embryonic stem cells or stem cell lines". It is a matter of maintaining certain red lines.
ParlaMint-FR_2021-06-09-O1296.u612	Amendments Nos 455 by Mr Xavier Breton, 911 by Mrs Anne-Laure Blin, 1296 by Mr Thibault Bazin and 1404 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u613	These amendments are already satisfied. The authorisation for the use of human embryos is conditional on the demonstration that there are no alternative methods. I therefore express an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u614	Identical amendments Nos 603 by Mrs Annie Genevard and 1549 by Mr Julien Aubert are being defended.
ParlaMint-FR_2021-06-09-O1296.u615	I have before me four identical amendments, Nos 247, 456, 914 and 1407. I call Mr Patrick Hetzel to support Amendment No. 247.
ParlaMint-FR_2021-06-09-O1296.u616	It is intended to ensure that research will not affect the physical integrity of the embryo.
ParlaMint-FR_2021-06-09-O1296.u617	Amendments Nos 456 by Mr Xavier Breton, 914 by Mrs Anne-Laure Blin and 1407 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u618	The principle of respect for the physical integrity of embryos is not compatible with the research to be carried out on them. In any case, embryonic development will be terminated on the fourteenth day after their constitution, if this provision is voted on – we will have an opportunity to discuss it later. When embryonic stem cells are taken from a supernumerary embryo given to the research, its physical integrity is reached and then the remainder is destroyed. I therefore express an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u619	Identical amendments Nos 248 by Mr Patrick Hetzel, 457 by Mr Xavier Breton, 916 by Mrs Anne-Laure Blin and 1408 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u620	I have before me two amendments, Nos 66 and 1299, which can be discussed jointly. Amendment No 66 by Mrs Emmanuelle Ménard is being defended. I call Mr Patrick Hetzel to support Amendment No. 1299.
ParlaMint-FR_2021-06-09-O1296.u621	It was tabled by our colleagues Thibault Bazin and Jean-Pierre Door, who raise the following questions: Is an embryo, the object of a parental project, more valuable than another embryo? Would the absence of a parenting project remove the embryo's human character? Isn't every embryo a unique being in the making, so irreplaceable? That is what this amendment aims at recalling.
ParlaMint-FR_2021-06-09-O1296.u622	What is the committee's opinion on these two amendments?
ParlaMint-FR_2021-06-09-O1296.u623	The intention of your amendment is already satisfied by the wording of paragraph 11, which lays down the ethical principles applicable to the embryo and the prohibited purposes. Respect for physical integrity is incompatible with stopping embryo development on day 14. I therefore express an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u624	I have before me a number of amendments, Nos 249, 458, 633, 918, 1300, 1410, 68, 107, 478, 927, 1302 and 1415, which can be discussed jointly. Amendments Nos 249, 458, 633, 918, 1300 and 1410 are identical, as are Amendments 68, 107, 478, 927, 1302 and 1415. Identical amendments No 249 by Mr Patrick Hetzel, No 458 by Mr Xavier Breton, No 633 by Mr Philippe Gosselin, No 918 by Mrs Anne-Laure Blin, No 1300 by Mr Thibault Bazin and No 1410 by Mr Marc Le Fur were defended, as were Amendment No 68 by Mrs Emmanuelle Ménard. I call Mr Patrick Hetzel to support Amendment No. 107.
ParlaMint-FR_2021-06-09-O1296.u625	It aims to return to the current wording of article L. 2151-5 of the Public Health Code, which provides for the verification of the consent of the parents from whom the embryo originates. This requirement is essential to respect the will of parents and to ensure proper research supervision. Otherwise, it would be at least so-called ethical; Be careful, it's a red line!
ParlaMint-FR_2021-06-09-O1296.u626	Identical amendments No 478 by Mr Xavier Breton, No 927 by Mrs Anne-Laure Blin, No 1302 by Mr Thibault Bazin and No 1415 by Mr Marc Le Fur are defended. What is the opinion of the committee on all these amendments?
ParlaMint-FR_2021-06-09-O1296.u627	To remove any ambiguity about the text and practices performed, I would remind you that when you donate an embryo to research, consent is required. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u628	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u629	We must be very clear on this point: in all cases, written consent is required. It must be confirmed after three months of reflection. As part of a research, it is revocable as long as there is no intervention on the embryo. In accordance with the rule of law, the Biomedicine Agency shall ensure that measures are taken to ensure the effective enforcement of prior consent at the time of the issuance of authorisations. The amendments are therefore satisfied. I invite you to withdraw them; If I don't, I'll give you an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u630	Amendments Nos 65 and 67 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2021-06-09-O1296.u631	I have before me five identical amendments, Nos 250, 459, 634, 919 and 1412. I call Mr Patrick Hetzel to support Amendment No. 250.
ParlaMint-FR_2021-06-09-O1296.u632	It aims to protect the freedom of choice of individuals within the couple, avoiding the possibility that one member of the couple may speak in the place of the other if, for example, he is absent or undecided. To this end, the amendment seeks to supplement paragraph 10 with the following sentence: "No authorization may be given if one of the two members of the couple does not give his or her express consent. »
ParlaMint-FR_2021-06-09-O1296.u633	Identical Amendments Nos 459 by Mr Xavier Breton, 634 by Mr Philippe Gosselin, 919 by Mrs Anne-Laure Blin and 1412 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u634	The operative part of your amendments is provided for in Rule 16 adopted in accordance with the Rules of the Senate. I have an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u635	I have before me five identical amendments, Nos 251, 460, 834, 921 and 1413. I call Mr Patrick Hetzel to support Amendment No. 251.
ParlaMint-FR_2021-06-09-O1296.u636	It is intended that members of the couple be informed of the nature of the proposed embryo research they would be conducting.
ParlaMint-FR_2021-06-09-O1296.u637	Identical Amendments Nos 460 by Mr Xavier Breton, 834 by Mrs Annie Genevard, 921 by Mrs Anne-Laure Blin and 1413 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
