ParlaMint-FR_2021-10-11-O1008.u1	The next item is the debate on the draft finance bill for 2022 (No. 4482, 4524).
ParlaMint-FR_2021-10-11-O1008.u253	That's right!
ParlaMint-FR_2021-10-11-O1008.u254	In conclusion, the great criticism that could be made of this government and its predecessors is that it has not yet developed major structural reforms. That is why the Liberties and Territories Group will not vote in favour of this finance bill. Following the presidential and legislative elections of June 2022, the next government, whatever it may be, will have to carry out a policy of structural economies through structural reforms that you have not been able to carry out.
ParlaMint-FR_2021-10-11-O1008.u255	All right!
ParlaMint-FR_2021-10-11-O1008.u256	Bravo!
ParlaMint-FR_2021-10-11-O1008.u257	It's overwhelming!
ParlaMint-FR_2021-10-11-O1008.u258	Mrs Bénédicte Peyrol has the floor.
ParlaMint-FR_2021-10-11-O1008.u259	"Future generations may well have an interest in inheriting both a preserved climate and a higher financial debt." Thus, Jean Pisani-Ferry refutes the generational argument in the note entitled "Ecology needs a macroeconomic policy", which made a great deal of noise this summer. For the last four years and this afternoon in the Chamber, on the occasion of the budgetary debates, I have heard this argument about the French financial debt that we would leave to future generations. On the other hand, our environmental debt continues to grow without taking the place it should have in our budgetary discussions. Indeed, the debates on the vertigo of financial debt largely absorb the debates on the vertigo of ecological debt. Environmental debt, however, has significant budgetary and macroeconomic consequences, not in a distant horizon but now. We must be clear: if inaction has a cost, environmental action, which this Government and this majority have begun to carry out with courage since 2017, also has a cost, as well as considerable macroeconomic consequences that we must quickly take into account. At a time when we have begun to debate the deficit, inflation, interest rates and growth, we cannot ignore the fact that accelerating climate action will involve major changes in the pattern of growth over the next 30 years, as demonstrated by the economist I mentioned in the introduction. The decarbonization of our economy could be seen as a negative supply shock like the oil shocks of the 1970s. Should it involve a catastrophism and collapsology to break everything? Do we, however, have to ignore the upheavals at work and continue to layer past analyses and provide the same remedies?
ParlaMint-FR_2021-10-11-O1008.u260	No!
ParlaMint-FR_2021-10-11-O1008.u261	I don't think so. On the contrary, I believe that we need to approach these new issues with enthusiasm, as an unprecedented political challenge, and above all renew our way of appreciating all these economic indicators that we have been looking at for so long in the same way. Thus, should we not ask the question of the deficit target to be achieved as follows: under what conditions of environmental action could the State achieve a deficit of 3% by 2027?
ParlaMint-FR_2021-10-11-O1008.u262	All right!
ParlaMint-FR_2021-10-11-O1008.u263	Focusing only on pension reform is a facility.
ParlaMint-FR_2021-10-11-O1008.u264	You had to do it!
ParlaMint-FR_2021-10-11-O1008.u265	Indeed, the savings projected by them could very quickly be absorbed by the expenses necessary to adapt and mitigate climate change – sorry if it hurts your ears, dear colleague.
ParlaMint-FR_2021-10-11-O1008.u266	Not at all!
ParlaMint-FR_2021-10-11-O1008.u267	[[Applause on several benches of the LaREM group]] It is therefore essential to consider climate policy as a macroeconomic policy, as suggested by Jean Pisani-Ferry, and not as a mere question of prohibition, regulation or additional public expenditure, if financial and environmental debts are to be placed at the same level.
ParlaMint-FR_2021-10-11-O1008.u268	All right!
ParlaMint-FR_2021-10-11-O1008.u269	Beyond these macro-economic assessments, I would like to talk about the green budget, a great tool that France has had since last year. I would like to reiterate here that it is only an instrument in the service of political decision-making. The Green Budget is not a tool to brandish but must help us to act. It must lead us to change certain expenditure, so certain public policies which are harmful to the environment. Like the Green Budget 2021, the Green Budget 2022 reminds us that out of 10.8 billion euros of expenditure with a negative impact on the environment, 7.6 billion is tax expenditure. We still have a long way to go. None of the climate roadmaps of the relevant ministries – economics, agriculture, ecological transition and territorial cohesion – suggest a clear method of achieving this.
ParlaMint-FR_2021-10-11-O1008.u270	That's too bad!
ParlaMint-FR_2021-10-11-O1008.u271	Yet the actors – I think farmers – are ready to move forward. I hope to have the opportunity to demonstrate this during our discussions. I want to prove that this green budget is useful and calls for action. In conclusion, I would like to say that ecology is not a question of decay, of identity, of gender, of choice, of political party. It is binding on us, on the whole Republic. This was also the meaning of the reform of Article 1 of the Constitution desired by this majority and which could not be achieved because of an archaic right-wing Senate – or perhaps simply a right-wing archaism.
ParlaMint-FR_2021-10-11-O1008.u272	Yes!
ParlaMint-FR_2021-10-11-O1008.u273	As always!
ParlaMint-FR_2021-10-11-O1008.u274	Science fiction often gives a fairly fair view of the future. It can also inspire us, as politicians, by making us reflect on the conditions for our collective success. [[Applause on the benches of the LaREM group]] I will give the example of Carbone and Silicium, these two robots that cross the millennia, with a lot of lucidity about man and our society, in Mathieu Bablet's graphic novel that bears their name. If, according to them, "it is because the human is unable to act as a species that the gaps in wealth have widened, that no one has wanted to make sufficient efforts to save the environment," they keep a hope for humanity, considering that "living together can only work through collective effort. Working with each other, helping each other. A global intelligence at the service of the group." Let it inspire us.
ParlaMint-FR_2021-10-11-O1008.u275	Bravo!
ParlaMint-FR_2021-10-11-O1008.u276	Mrs Marie-Christine Dalloz has the floor.
ParlaMint-FR_2021-10-11-O1008.u277	We have entered the last strong political period of this quinquennium, the time to take stock of our public finances – not the first assessment of the post-crisis era, as Mr Le Maire said earlier, but the last of this mandate. Minister, you have been pretending to be working for five years to improve the daily lives of the French and the future of future generations. First, you proudly announce that you have lowered taxes.
ParlaMint-FR_2021-10-11-O1008.u278	Yes!
ParlaMint-FR_2021-10-11-O1008.u279	But then how do you explain the actual increase in the collection of French income taxes, with an increase of 5 billion euros between 2017 and 2022? How do you explain that our companies will continue to pay €140 billion more taxes and contributions next year than their euro area counterparts? Secondly, you have praised the merits of major structural reforms to control the surge in our deficit. Yet, our structural deficit – out of economic conditions and therefore out of crisis – has almost doubled. Either your calculator has stopped or you have a complex relationship with reality. I note, first, that our public expenditure rate is six points higher than the euro area average and, second, that our debt level is reaching record levels – 114% of our GDP in 2022, almost ten points higher than for the euro area. The public debt now amounts to €42,000 per French. Our country has not gained a single ranking in the European rankings on all indicators. Worse still, the gap with Europe's best managed countries has been growing. Germany's deficit stood at 1.5% of GDP when Sweden was in balance in 2022. We're so far from it! The government's budget deficit is at an extremely high level: EUR 143.4 billion, or 4.8% of GDP, almost double its 2018 level. That's the result of your management. The fact is that the figures do not lie: French debt increased by 680 billion euros – you heard me correctly – during Emmanuel Macron's quinquennium. This is not only due to the health crisis of the covid-19. It has certainly gone through this, but you cannot deny that we have approached it with very poor results and that the period of growth which preceded it has not been put to good use. The result of your budgetary irresponsibility is a genuine downgrading of France at European level.
ParlaMint-FR_2021-10-11-O1008.u280	It's better to be deaf than to hear that!
ParlaMint-FR_2021-10-11-O1008.u281	The reality is that the "whatever it costs" health has become the "whatever it costs" election. Thus, this finance bill presents a succession of largesses and billions of them do not end in rain. The High Council for Public Finance also sounds the alarm, going so far as to question your sincerity.
ParlaMint-FR_2021-10-11-O1008.u282	Wrong!
ParlaMint-FR_2021-10-11-O1008.u283	For him, the expenditure of this budget is "probably underestimated" since many expenses, representing an additional cost compared to the announced project, will have to be decided by means of amendments that the Government will include during this reading. Minister, spending is not reform. The strategy of the cheque book engages France in a tunnel of unsustainable unfunded expenditure that threatens our sovereignty and our social model.
ParlaMint-FR_2021-10-11-O1008.u284	And of course, you've only made savings proposals!
ParlaMint-FR_2021-10-11-O1008.u285	[[Murmures on the benches of the LaREM group]] Our dependence on markets is becoming dangerous – I would remind you that 260 billion euros will have to be borrowed this year. It makes Mrs. Motin smile, not me.
ParlaMint-FR_2021-10-11-O1008.u286	I'm waiting for your proposals, Mrs. Dalloz!
ParlaMint-FR_2021-10-11-O1008.u287	I'm worried about our future ability to pay back. The health crisis has all too often served as an alibi to increase many current expenses opportunistically. The Court of Auditors estimates that €13 billion spent in 2020 is unrelated to covid-19. If we approve emergency spending, we regret the irresponsible overbidding to ever more public money spent. Finally, the increase in purchasing power that you defend shows great disparities and is far from reflecting the daily lives of our fellow citizens, while the rise in energy prices is at the centre of all crises. The shield raised by the Prime Minister is not a gift but bets on a compensation mechanism that risks re-allocating the consumer budget next spring. [[Applause on the benches of the LR group]] Minister, promises are only those who believe in them and, as you will understand, I do not believe in your communication.
ParlaMint-FR_2021-10-11-O1008.u288	All right!
ParlaMint-FR_2021-10-11-O1008.u289	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2021-10-11-O1008.u290	The general discussion is an appreciable exercise, in that it allows us to hear, in alternation, words with different tone. That's how democracy goes, and that's how it is.
ParlaMint-FR_2021-10-11-O1008.u291	Exactly!
ParlaMint-FR_2021-10-11-O1008.u292	The last budget of the legislature consolidates the task of saving our economy from the health crisis that began in 2020, which cost more than 170 billion, and complements the recovery plan adopted last year, which is already bearing its first fruit. Thanks to the extraordinary support mechanisms put in place, such as the EMP and partial activity, which naturally cease to exist after having played their role as a shock absorber, the economy is starting to rise again, unemployment is falling and growth and consumption will allow employment to rebound. The finance bill for 2022 is based on a 4% growth assumption, a deficit reduction – which will exceed 220 billion this year – from 8.4 per cent to 4.8 per cent of GDP, as well as a debt reduction from 116 per cent of GDP to 114 per cent. In the Democratic Movement (MODEM) and related democrats Group, we are attentive to the control of public debt. But the surest way to reduce debt is to return to the path of growth. The recovery plan voted last year and extended this year devotes investments to projects with leverage, whether they are employment-promoting sectors or the green economy – the subject has just been addressed. The reduction of 10 billion euros in production taxes, the abolition of the regional share of the CVAE, the contribution on the added value of companies, and property taxes are part of the revival of the industry, as my interlocutors in the Pyrénées-Atlantiques bear witness – and I can assure you that it works. With the 2022 budget, the majority completes the implementation of the commitments made at the beginning of the quinquennium to reduce taxes on the economy, since the downward trajectory of corporate tax to 25% continues in a fiscal environment that has been remedied by flat tax or by extending the benefit of the reduced rate for small businesses, whose threshold has increased from €7.6 million to €10 million. In addition, the housing tax has been completely abolished for households, thus reducing territorial inequalities. This is once again an ambitious budget, with the €1.5 billion plan for Marseille, the €500 million support measures for law enforcement, the upgrading of 100 gross euros next year for midwives, the plan for the self-employed, the measures for ensuring the coverage of farmers, the extension of the energy cheque for an amount of 600 million or the renewal of MaPrimeRénov'. Article 5 will facilitate the recovery of the economy by introducing measures to exempt capital gains from the sale of business or corporate securities, since the life cycle of an enterprise involves development, but also transmission, which will now be easier, including in the case of leasing. We will propose several amendments to facilitate this transition, in particular to avoid taxing unrealised capital gains when the company's value has fallen between the time of its disposal and the time of tax collection, or to fluidise the transfer of equity in the event of retirement, a subject which is at the heart of the transmission of companies. We will also propose to remove some ambiguities on whether or not stocks are taken into account in the calculation of the exemption ceiling provided for in Article 5 or on the incorporation or adaptation of taxation to the new economic balances. Article 6 is equally important since it offers the temporary and derogatory possibility for the common law to tax amortize commercial funds acquired between 1 January 2022 and 31 December 2023 – a measure that could be improved and maintained over time. These arrangements will facilitate the lives of entrepreneurs, who are at the heart of our concerns. The plan for the self-employed, wanted by the President of the Republic, gives real recognition to a sector that needs cohesion. The new unique status of the individual entrepreneur, which my colleague and friend Mohamed Laqhila and I have been calling for for several years, will be likely to facilitate the setting up of the company, which is a guarantee, as soon as the company is set up, of its future growth – not to mention the status of the collaborating spouse or the question of the reconversion of the self-employed. Finally, we will be defending other proposals, in particular to challenge the tips paid to employees in the coffee, hotels and restaurants sector, which have fallen sharply as a result of the massive use of bank payments. As a result of the health crisis, the time allocated to this Parliament has passed too quickly, but in the future we will have to focus in depth on the income of the heritage and the income of the land, as our group will propose through an appeal amendment. [[Applause on the benches of the Dem, LaREM and Agir ens groups]] Because its members are, in any case, convinced of the usefulness of this budget, the Group of the Democratic Movement (MODEM) and related democrats will vote in favour of the 2022 finance bill.
ParlaMint-FR_2021-10-11-O1008.u293	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2021-10-11-O1008.u294	It's the last one! The PLF for 2022 is the last budget of this quinquennium and its meaning is clear: the President of the Republic, his government and his majority have gone on the campaign. This has been recalled many times, it is a budget with holes that awaits us, before the integration of the advertisements that have multiplied in recent months. This campaign already looks like a real show at the Jean-Jacques Goldman: "I give you, I give you, I give you"! The announcements, in billions of euros, will be incorporated by way of amendment by the Government, which will bypass the analyses of the High Council for Public Finance and the control of Parliament on the consequences of the arrangements concerned. This last budget is also the conclusion of a trajectory started in 2017: the rich structurally richer and the poor structurally poorer! While the most modest and the poorest are at the end, the increase in heating and fuel bills sounds like a coup de grace. The anger is rumbling, Minister Delegate: now there are 10 million people suffering from your policy. Let us look back at some emblematic measures of this mandate, which are the markers of your policy and which we are still paying today. It all started with the abolition of the ISF and the creation of the flat tax, the single flat tax.
ParlaMint-FR_2021-10-11-O1008.u295	The brand of the president of the rich!
ParlaMint-FR_2021-10-11-O1008.u296	It was a signal to the very rich, and not to any one: to those in the world of finance! In a few words, for our citizens to understand what we're talking about, you have excluded shares from the wealth tax base and, icing on the cake, you have reduced the income tax on those same shares – dividends, in a way – as well as social contributions. It is scandalous: by doing so, you have emptied the social funds and deprived our country of its ability to redistribute wealth. That is the principle of supply policy, which is indispensable for economic recovery, you will tell me. However, I have not seen any marked improvement in the trade balance since then. The introduction of the flat tax and the abolition of the ISF result in a loss of more than EUR 5 billion each year.
ParlaMint-FR_2021-10-11-O1008.u297	It's a gift to the rich!
ParlaMint-FR_2021-10-11-O1008.u298	Can you only imagine what we could do with such a sum? One could pay 1000 euros – a thirteenth month – to the 5 million modest pensioners! Let us continue to enumerate these political markers that I believe will stick to your skin despite your fine speeches. I am thinking, for example, of the scandalous reform of unemployment insurance. Again, remember: through this, you attack those who run after a job or who have just lost it. Imagine the psychological state in which a man or woman is in this situation: whole families find themselves weakened. However, with your reform, 1.15 million unemployed people – particularly those who work intermittently or chain short contracts, of which I recall that they currently account for 58% of jobs – are at risk of falling their benefits, by an average of 17%.
ParlaMint-FR_2021-10-11-O1008.u299	Yes! It's unbearable!
ParlaMint-FR_2021-10-11-O1008.u300	The loss could even reach 40% for the 400,000 most precarious unemployed. It's a nameless indecency! Let us continue with your refusal to deconjugate the AAH. Of course, the benefit has been reassessed. However, it seems to me that you have not understood anything about the lives of families with disabilities.
ParlaMint-FR_2021-10-11-O1008.u301	But of course...
ParlaMint-FR_2021-10-11-O1008.u302	That's right!
ParlaMint-FR_2021-10-11-O1008.u303	You only have a few ridiculous figures in your mouth. Believe me, these families, like everyone else, yearn for their child to be safe throughout his life. And when it is difficult for some of them to find a job, solidarity must take over so that they can benefit from financial security. As for the child – young or adult with disabilities – he or she has the right to respect for his or her autonomy and emotional life. In spite of this, you are stubborn: there is no spark of humility or humanity in this draft budget. Let's continue with the energy check. First of all, I don't think you've seen the price boom that we know. Then, the EUR 100 increase in the energy check you are proposing is a complete ridicule: it is not in common with what the most affected could expect. We will return to this by means of amendments, but still: you will have to make some budgetary improvements. Minister Delegate, when the one before you at the pump buys only for 20 euros of gasoline, what do you deduct from it? Can you imagine that it is because he likes to go back there as often as possible, or because there is a real problem of purchasing power and the end of months in France? Not only is the amount of the energy check too low – I think it would have to be doubled – but the ceiling of eligibility that you have chosen is too low: by setting it at 10800 euros per unit of consumption, you restrict the scheme to those who receive the social minimums and you forget the modest workers who, especially in rural areas, have no choice but to take their car to go to work. [[Applause on the SOC and GDR benches]] Finally, you also have to modulate the energy check according to the climate coefficient of each department: depending on whether you live in the north or south, there can be 500 euros of difference on the energy bill. When we talk about climate and pretend to understand the territories, we must at least realize that there is a north and a south in France – otherwise, we must say, we are to the west!
ParlaMint-FR_2021-10-11-O1008.u304	[[Smile]] There are very good people in the West, let me remind you. Mrs Patricia Lemoine has the floor.
ParlaMint-FR_2021-10-11-O1008.u305	A budget for exiting the crisis: this is the characteristic of the 2022 finance bill, which also applies to local and regional authorities. As a necessary foundation for the deployment of public policies in our territories, the latter were key players in protecting the French during the crisis. The various mechanisms and safety nets that we have adopted in the framework of the latest financial laws have been up to date, although the financial situations of the different local and regional authorities are of course heterogeneous. We will have to remain vigilant in 2022 to adapt the support mechanisms on a case-by-case basis, because some of them will undoubtedly still need to be accompanied. In its report of June 2021, the Court of Auditors goes back on this financial support of the State, which allowed to limit the deterioration of local public finances, which was less strong than anticipated, while many predicted the worst. It is a budget for exiting the crisis, therefore, but also for fiscal stability, strengthening recovery and supporting investment. In this regard, we welcome the €350 million in additional local investment support to be deployed to feed the green recovery and transition contracts. After the exceptional envelope of almost EUR 1 billion opened for the financial years 2020 and 2021, this additional abundance represents a new sign that investment also and above all goes through local authorities. It is for this reason that I will propose, on behalf of the Group of the European People's Party, an amendment aimed at strengthening the investment capacity of the communities by giving them the opportunity to collect VAT refunds through the VAT Clearing Fund (VATF) in year n+l rather than year n+2, as is currently the case. As we know, communities are at the heart of the recovery, and they act as close as possible to economic actors and our fellow citizens. Under the France Recovery Plan, the State has already mobilised €2.5 billion of investment grants for them in 2020 and 2021. The Prime Minister's announcements on housing, following the report of the committee chaired by François Rebsamen, are also in the right direction. In particular, housing renewal contracts or the exemption from land tax on built properties (TFPB) are expected measures. We will pay attention to their transcription in the PLF. Finally, it is a stability budget, as for the fifth consecutive year, the overall operating allocation (GF) remains stable at constant scope.
ParlaMint-FR_2021-10-11-O1008.u306	Perfectly!
ParlaMint-FR_2021-10-11-O1008.u307	It is worth recalling that the allocations of local and regional authorities had been reduced by almost EUR 10 billion during the previous mandate. Let's not forget that.
ParlaMint-FR_2021-10-11-O1008.u308	That's right!
ParlaMint-FR_2021-10-11-O1008.u309	By 2022, 18.3 billion euros will come back to the municipal block and 8.5 billion euros to the departments, or almost 27 billion euros in total. Stability also stems from the fact that tax reforms undertaken since the beginning of the mandate, such as the abolition of the housing tax or the reduction of production taxes, are compensated by the State. However, they represent a disruption to local finances. These measures were expected and allowed to restore purchasing power to the French and room for manoeuvre to the companies. We are proud to have voted them and worked hard to ensure that compensation to communities is as fair as possible. However, we now need to rethink local public finances as a whole, as these changes have helped to dissipate the fiscal link between the citizen and the community. This is a far-reaching and ambitious reform that we will therefore have to carry out in order to achieve a more legible and effective system in order to guarantee the fiscal autonomy of local and regional authorities. Finally, the experiment with the recentralisation of the RSA proposed in this finance bill, which we welcome, is further proof of the state's commitment to the stability of local and regional authorities. In this sense, the PLF responds to a strong demand from departments, such as the Seine-Saint-Denis, whose budget is heavily burdened by the management of the RSA. [[Applause on the benches of the LaREM group]] In short, the finance bill before us is a serious piece of legislation that meets the needs of communities by empowering them to contribute to the recovery and strengthening of investment. The Action Group will make proposals to improve the various mechanisms proposed during a debate which we hope will be constructive and enriching.
ParlaMint-FR_2021-10-11-O1008.u310	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2021-10-11-O1008.u311	It is a cultural institution well known to Parisians: it is the theatre of the Huchette, where is played and replayed, without interruption since 1954, week after week, the famous play by Ionesco, La Cantatrice bald. As we prepare to examine the last PLF of the quinquennium, the majority seems, in their own way, to pay a vibrant tribute to this theatre, showing the same consistency in the programming of an absurd play. Indeed, year after year, from PLF to PLFR, despite the criticisms argued by the opposition, despite the alarming reports of economists or experts, despite the social and popular mobilizations, despite the crisis, your government and its majority stubbornly pursue an absurd fiscal policy because unjust and ineffective, even at the strict economic level. This year again, you are about to vote for a budget that undermines the revenue of the state, obstinating you in this crazy downward trajectory of taxation, worthy of the world before – a trajectory that does not benefit the most modest households or the companies hardest hit by the crisis. The only winners will be our richest citizens and the most heavily subsidized multinationals. As a result, compulsory levies, taxes and social contributions will fall by €6 billion, thanks to a further reduction in the housing tax and a further reduction in the corporate tax, to the almost exclusive benefit of the richest and the largest companies. Over the five-year period, more than 50 billion will have been exempted from the nation's budget: in other words, your policy will have reduced our financial room for manoeuvre by 50 billion euros, weakening all the more public services whose crisis has reminded us how much they were necessary, even weakened by your successive measures. Is it a question of saving the French an unbearable tax burden to which the most modest ones would suffer? Of course not – or at the margin! The removal of the ISF, which you do not want to return to, and the creation of the flat tax allow the richest 0.1 per cent to see their income rise by 25 per cent, which costs the community 5 billion euros each year, while half of the gains from the removal of the housing tax will be captured by 20 per cent of the richest households, according to your forecasts. Cost of the measure: EUR 8.8 billion. As far as companies are concerned, the fall in production taxes not only harms local authorities but also benefits two thirds of those of more than 250 employees, mainly located in the gas and electricity sectors, which are therefore polluting, or in finance. If again this gabegie of public money was only the fruit of exceptional aid to large companies hit by the crisis... but not, they are perennial gifts! And what about CAC40 companies that have raised 51 billion dividends with one hand, and dismissed 600,000 employees from the other?
ParlaMint-FR_2021-10-11-O1008.u312	We must also talk about salary increases, as for the police!
ParlaMint-FR_2021-10-11-O1008.u313	If this inconsiderate contraction of our recipes ultimately benefited all by the sacrosanct growth, we could reconsider your arguments... Alas, this is not the case! In addition to its blatant injustice, the record after five years of budgetary planning of this liberal policy is its obvious inefficiency. A recent report by the Tax Reform Evaluation Committee, which is indirectly attached to the Prime Minister, makes it very bitter: for the moment, this committee is unable to answer yes or no to the question whether the 2018 reform has had a positive impact on the economy, but it does not see any impact of the symmetrical 2013 reform on business investment. In conclusion, with regard to this budgetary exercise – as the previous ones do – I can only be dismayed by the poor quality of the debate in committee, where tired actors have misled an already repeated text without great conviction... What a great democratic moment!
ParlaMint-FR_2021-10-11-O1008.u314	You weren't here!
ParlaMint-FR_2021-10-11-O1008.u315	[[Applause on the benches of the FI and GDR groups]] Thus, all our proposals to combat tax niches in favour of the most polluting companies have been systematically rejected, all our amendments in favour of a greater progressivity of taxation deemed obviously excessive for the most fortunate and all our warnings regarding the absence of serious studies linking non-targeted tax cuts to increases in excluded investments! Even the health crisis and its social and economic consequences do not make you doubt your ultraliberal software... except for the most fortunate who live in the hooks of the state. Our reply will therefore be the same as in previous years: we will vote against this first part of the PLF.
ParlaMint-FR_2021-10-11-O1008.u316	Mr Michel Castellani has the floor.
ParlaMint-FR_2021-10-11-O1008.u317	The Libertés et Territoires Group supports a number of expenditure in the right direction, including the implementation of the various programming laws, the upgrading of the treatment of teachers and measures related to emergency accommodation. However, it is not incongruous to question the stratospheric level of public debt, soon to reach EUR 2950 billion, or even more, just as, as a new scandal of globalised tax evasion has just erupted, to ask ourselves about the improvement of resource management, about solidarity and the contribution of major assets and digital groups to our common future. In this regard, I welcome with hope the agreement reached within the Organisation for Economic Co-operation and Development (OECD), but I look forward to its full and concrete implementation. Who, in the end, will pay the crisis bill? The answer to this dreadful question, which remains open, threatens the future, but I do not believe that growth alone will make it possible to know. Some believe that the crisis will lead to the emergence of a new world; I am at least convinced that it will speed up the changes already at work. We hope that public action will be taken to optimize its meaning, particularly in terms of solidarity, territorial competence and ecological transition. The question of the cost of energy is essential in the fight against insecurity. The French, as we know, are facing an explosion in their energy bill, gas prices rose again at the beginning of the month after several successive monthly increases; The emergency response – energy check, temporary blocking of increases – will probably be insufficient and action will certainly have to be taken through the reform of energy taxation and the renovation of buildings, as well as by facing the difficulties faced by economic actors as a result of the increase in the price of raw materials. With regard to energy renewal, we had alerted the Government to the need for a higher envelope for the MaPrimeRenov' system. The $2 billion envelope over two years has already been exhausted and the Government is forced to react by adding another $2 billion. These future investments, which strengthen energy independence, must be strengthened and sustained; France has 11.5 million private housing units very poorly isolated, and the objective of renovating all housing units by 2035 is far from being achieved. This energy transition, like that of mobility, will not take place without the communities. However, we are still waiting to take account of territorial specificities. I shall once again refer to Corsica's budgetary arrangements. The tax issue is the subject of claims that go back a long way in time; provisions have sometimes been granted in exchange for compensations – the abandonment of ownership on forests – or for transfers of powers – the territorial management of roads. While Corsica, because of its serious economic and social problems, benefits from fiscal particularism, it is too piecemeal, too limited to change things in depth. The enforced disappearance of Miot orders, without compensation, has brutally called into question the transmission from one generation to the other of the most modest family property! Of course, tax systems have supported consumption of products most often imported, but have not generated or generated production activities or prices downwards, and in no way prevented the development of the residential economy, with its imbalances and inadequacies. The tax provisions applied in Corsica constitute a disparate set, often marked by overlaps and not without perverse effects, which each budget must defend here the extension or deepening. Let us understand that we are not asking for the same treatment as the average, taking into account our concrete reality, that it is certainly not the fault of the islanders if Corsica is in such a degraded situation and that, as we have been asking for for four years, it will be necessary to flatten things up and propose to Corsicans a real social and development status, alone capable of promoting economic dynamics for the greatest benefit not only of the islanders but also of public budgets. Corsica is not privileged. It is an island that the catastrophic inadequacies of public policies have impoverished...
ParlaMint-FR_2021-10-11-O1008.u318	That's right!
ParlaMint-FR_2021-10-11-O1008.u319	... and that the latter must now rise. It is a matter of justice and I ask you, once again, to understand it and to act in that direction!
ParlaMint-FR_2021-10-11-O1008.u320	Bravo!
ParlaMint-FR_2021-10-11-O1008.u321	Mr Nicolas Meizonnet has the floor.
ParlaMint-FR_2021-10-11-O1008.u322	This finance bill for the year 2022 is the last of the legislature and, if it is supposedly struck with the seal of the desire for a post-health crisis recovery, I see it above all as a trompe l'oeil budget. For if you, the government, the committee, the parliamentary majority, are constantly hammering that it is the one of growth, of rebound, or what I still know... it is above all that of the race for the deficit, with a public expenditure that will amount to 57 % of GDP by 2022, a European record! Six months before the presidential election, everyone understands the electoral process behind this finance bill, namely 35 billion euros of demagogic promises, sometimes even clientelists, and for some poorly oriented. The question we finally ask ourselves is: where is vision, ambition? Because I see nothing ambitious about this bill: nothing ambitious about the purchasing power of the French, nothing ambitious about energy, nothing ambitious about culture, nothing ambitious about business, about education, about health or about industry. This project proposes only a short-term vision, but it will have negative consequences far beyond the end of the quinquennium. With regard to the question of purchasing power, which has been mentioned on several occasions, the French do not wait for you, the minister delegate, to know the state of their personal financial situation! They note that, month after month, the price of their car is rising, that their shopping basket at the supermarket is increasingly expensive, and that the end of the month is increasingly difficult; One third of them report having difficulty completing their end of the month, and 15% say they even live in the open. There is really only you and the elected representatives of your majority to imagine that the French have more purchasing power today than before the health crisis and even before the beginning of this mandate! There is really only you, while 58% of the French share the terrible fact that I have just made. Your disconnection, which we have constantly denounced over the last four years, reaches its peak. You're talking about the truth when you're accused of being the government of the rich, but we can see that 22% of the 24 billion returned to the French are destined for the most affluent 10%, when the most modest 10% get only 6%! We all remember from your quinquennium the increase of the general social contribution (CSG), the decrease of the personalized assistance to housing and the reform of the unemployment insurance... No, Minister Delegate, you will not have incarnated the quinquennium of tax justice! You are bragging about a nuclear plan to face up to rising gas prices, you say we need to invest... but frankly, what cynicism! We all bear in mind the closure of Fessenheim and the fact that less than a year ago, the Government was close to taking action to dismantle EDF in the Hercules project.
ParlaMint-FR_2021-10-11-O1008.u323	And what do you propose?
ParlaMint-FR_2021-10-11-O1008.u324	Cynicism also about gas, whose prices exploded by 60% in a year, without you having been able to anticipate it! The only solution you have brought was to freeze the increase during the election period: in plain terms, the club coup, of course, will be for later! In fact, this finance bill is a flight forward to mask your multiple failures in managing the health crisis, which you have tried to compensate for billions of public spending, which are now turning into debts that our children will pay. In conclusion, Mr Minister Delegate, ladies and gentlemen, your quinquennium, the Macron quinquennium, will have been that of a dizzying debt that reaches 114 % of our GDP, of a debt that will have increased by 680 billion euros over five years, of a debt of 44,000 euros that now weighs on the heads of each of our fellow citizens. It is absolutely disastrous for the French and for the future. This PLF concludes five years of fiscal baton, declining purchasing power, debt explosion and increasing poverty.
ParlaMint-FR_2021-10-11-O1008.u325	And what do you propose?
ParlaMint-FR_2021-10-11-O1008.u326	It will be up to the next President of the Republic to raise the bar.
ParlaMint-FR_2021-10-11-O1008.u327	That's a good one!
ParlaMint-FR_2021-10-11-O1008.u328	Mr Jean-René Cazeneuve has the floor.
