ParlaMint-FR_2021-11-10-O1057.u1	The next item is the debate on the draft amending finance law for 2021 (No. 4629, 4659).
ParlaMint-FR_2021-11-10-O1057.u479	Or even 50 kilometers!
ParlaMint-FR_2021-11-10-O1057.u480	There are all the cases. By treating everyone with a pseudo-equality, you are aggravating inequalities between the French, since you do not take into account the specificity of situations.
ParlaMint-FR_2021-11-10-O1057.u481	I call Mr Charles de Courson to support Amendment No. 73.
ParlaMint-FR_2021-11-10-O1057.u482	This is a very important amendment. Its purpose is to specify directly in the law that the allowance will be paid to individuals whose net monthly income does not exceed 2000 euros. This criterion, announced by the Government, is indicated on its official website and in the screening assessment but is not included in the body of article 12. It is up to the legislator to set this framework directly in the law. It should be noted that this amendment does not constitute a burden within the meaning of Article 40 of the Constitution in so far as it merely establishes a ceiling. Why don't you introduce that ceiling into the law? If you decide, once the law is passed, to set it at 3000 euros, the cost will be no more than 3.6 billion but perhaps 4.5 billion. Why refer everything back to the regulatory power? It is up to parliamentarians to appreciate this level. With a threshold of 2000 euros per person, 38 million French people over 16 years of age out of 50 million will be involved. This means that you provide exceptional assistance to 70 or 75% of the French. Is that reasonable, on form and substance?
ParlaMint-FR_2021-11-10-O1057.u483	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u484	It is not for you, Mr de Courson, that I will recall the principle of the hierarchy of norms. The operational application of this type of compensation is a matter for the regulatory authority, it is absolutely not new, it is normal – it is rather positive that Article 12 refers to the subject because it allows us to discuss it. You know this at least as well as everyone here. In substance, if we adopt your amendment, social benefits would be excluded from the calculation since you are targeting income from activity. Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u485	I call Mr Charles de Courson to support Amendment No. 65.
ParlaMint-FR_2021-11-10-O1057.u486	This is another subject which I think is very serious. The purpose of this amendment is to limit the impact of the EUR 100 aid. Currently, the mechanism is limited to "resources" but what are resources? Activity resources? Total resources? In the case of a couple with indivisions, property and income in common, how do you appreciate resources? The husband or wife of a particularly affluent person, without being in a vulnerable situation, could benefit from this assistance while an employee whose net monthly income would slightly exceed the 2000 euro limit would be excluded. In order to remedy this lack, it is proposed to request the Government to take into account the standard of living of the tax home as a whole so that beyond a certain level of income it is no longer possible to receive inflation compensation. Let us take as an example a married couple whose wife earns 1500 euros and the husband, senior manager, 5000 euros per month. She'll get 100 euros and he won't, but what's the logic? When you're married, it's household resources that matter. This is fundamentally unfair because a single woman with children who earns 2100 euros will be excluded from the scheme, while the couple we are talking about earns 6,500 euros, or 3,250 euros of resources on average per person. Socially it's unfair, and I don't even know if you'll pass the constitutionality check.
ParlaMint-FR_2021-11-10-O1057.u487	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u488	Unfavorable opinion. Beyond the substantive debate, which I do not wish to prolong too much, individualisation is the best way to create quick and direct aid. That is also why we are going through the PLFR.
ParlaMint-FR_2021-11-10-O1057.u489	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u490	Unfavorable opinion. The rapporteur-general has just referred to this, and as I said at the hearing in committee, the choice of method for the payment of the allowance is based on two objectives: simplicity and speed. Simplicity, because there is no request to make and the calculation is made in relation to an individual income. Rapidity is also due to the consideration of individual income rather than the income of a household. These are our only two objectives, and in my view that is what must prevail above all if we are to be effective in responding to an inflationary peak like the one we know. What is most in the public interest is to go fast and to make it simple. I note, but it is malice, that what I am hearing here about the need to take income into account at the level of a household contrasts with other debates. If you want my personal feeling, let's go to the end of the debate and deconjugate everything – it's a personal feeling, not that of the Government – but we can't conjugate the criteria when it comes to benefit or pay and ask for deconjugalization in other cases. But this refers to other debates.
ParlaMint-FR_2021-11-10-O1057.u491	I call Mr Charles de Courson to support Amendment No. 60.
ParlaMint-FR_2021-11-10-O1057.u492	I have not been able to speak again on the previous amendment, but I would point out that the speed and simplicity you have just mentioned are not constitutional principles, whereas justice, depending on resources, is one. The purpose of Amendment No 60, the editorial amendment, is to make it explicit in the law that the aid is likely to be paid only once for the same beneficiary despite the presence of several potential debtors. This is the problem of polypensioners, multi-employers, those who are both wage-earners and self-employed... Could the minister answer this delicate question?
ParlaMint-FR_2021-11-10-O1057.u493	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u494	It seems to me that Article 12 already gives you satisfaction. Both on the other amendments we disagree on the substance, as much as I think, with regard to this one, as the wording in the text says the same thing as your amendment, in a simpler way. Request for withdrawal.
ParlaMint-FR_2021-11-10-O1057.u495	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u496	We are indeed satisfied with the amendment. The Government gives an opinion of wisdom, if the precision can be useful or reassuring, but I agree with the rapporteur-general.
ParlaMint-FR_2021-11-10-O1057.u497	Mr Charles de Courson has the floor.
ParlaMint-FR_2021-11-10-O1057.u498	We have to vote on it. In the case of a multi-employer, who has two employers, the latter are not supposed to know what is happening and both will pay. If we put things in the law, we can claim a refund from those who have received 200 euros. As drafted, the text does not specify that a person is not entitled to receive this bonus several times. I understand the wisdom of the Government, which could even have given a favourable opinion by being more rigorous than the rapporteur-general.
ParlaMint-FR_2021-11-10-O1057.u499	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2021-11-10-O1057.u500	There are many questions about the method chosen. I hope, however, that individualization will remain a constant of your reasoning, for example with regard to the AAH.
ParlaMint-FR_2021-11-10-O1057.u501	Mr. Bricout is not wrong!
ParlaMint-FR_2021-11-10-O1057.u502	I call Mr Charles de Courson to support Amendment No. 55.
ParlaMint-FR_2021-11-10-O1057.u503	I find it a pity that the majority are not following the Government. This fallback amendment, compared with Amendment No 54 which we will be discussing earlier, aims to specify by decree the arrangements for automatic payment of aid for employees who combine several CSDs. Currently, paragraph 5 of section 12 is limited to referring to the Order in Council the determination of priority cases for multiple potential debtors. This is not enough. The Government, in its press kit, provides more information than the pre-assessment provided to parliamentarians. It states that for employees in short contracts – CSDs below one month – who "often combine several employment contracts in the same month, the triggering of the premium will not be automatic if the accumulated working time of the same employer is less than twenty hours. It will assume that the beneficiary expressly refers to one of its employers, preferably the one with which the employment relationship is still in progress, or failing which one for which [he] performed the most hours during the month of October. » This method of deployment is regrettable because it leads to the addition of administrative procedures for employees in an already vulnerable situation, with a risk of non-use of rights. It is therefore proposed that the implementing decree should provide for an automatic payment. For the people who are acting, two days here, three days there, who pays?
ParlaMint-FR_2021-11-10-O1057.u504	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u505	On form, I find it difficult to understand. Your amendment asks that the implementing decree "specify"... That is exactly what the text says: it provides that the implementing decree will specify these modalities. Your amendment is therefore by definition satisfied. Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u506	I call Mr Charles de Courson to support Amendment No. 54.
ParlaMint-FR_2021-11-10-O1057.u507	The purpose of this amendment is to include directly in the law the arrangements for the payment of aid for employees who combine several CSDs and therefore have several employers. As I said, it is not enough for paragraph 5 of the article to refer to a decree. In my view, it must be stated in the law that the payment of the premium is "made by the current employer, or otherwise, by the employer for whom the employee worked the most hours in October". It must be said who is responsible in order to be sure that there is no refusal on the part of employers and that the employee receives the compensation. This must be specified in the law.
ParlaMint-FR_2021-11-10-O1057.u508	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u509	Unfavorable.
ParlaMint-FR_2021-11-10-O1057.u510	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u511	Same opinion.
ParlaMint-FR_2021-11-10-O1057.u512	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2021-11-10-O1057.u513	The amendments defended by Mr de Courson reveal the absurdity of a premium watering everyone without distinction. Moreover, for the most needy, 100 euros is three times nothing. On the contrary, we propose very specific measures: blocking fuel prices for those affected by fuel prices and increasing the autonomy allowance so that people are no longer poor. Even if the number of poor did not increase during the crisis,...
ParlaMint-FR_2021-11-10-O1057.u514	Thank you for recognizing him!
ParlaMint-FR_2021-11-10-O1057.u515	...since the beginning of the quinquennium, there are 400,000 more poor, and the poor are poorer than before. Frankly, 100 euros, that's nothing for these people at all.
ParlaMint-FR_2021-11-10-O1057.u516	What a shame!
ParlaMint-FR_2021-11-10-O1057.u517	I'm talking about putting everyone at a minimum of 1063 euros, so there will be no more poor people, and increasing the SMIC. These are targeted measures depending on the situation.
ParlaMint-FR_2021-11-10-O1057.u518	Anything!
ParlaMint-FR_2021-11-10-O1057.u519	I don't know why you're watering everyone ridiculously, that's totally unfair.
ParlaMint-FR_2021-11-10-O1057.u520	In fact, 8 euros a month is not nothing for some, far from it, but it is so insufficient!
ParlaMint-FR_2021-11-10-O1057.u521	The rapporteur-general has the floor.
ParlaMint-FR_2021-11-10-O1057.u522	[[Mrs Sabine Rubin and Mr Jean-Louis Bricout exclaimed]] I hope, Mrs Rubin, that you tell people in your constituency that 100 euros is nothing. It's probably not much for you and me, but it's a lot, in proportion to their purchasing power, for many people who are heating oil and gas. This is an expected measure, and I find your words indecent.
ParlaMint-FR_2021-11-10-O1057.u523	I call Mr Charles de Courson to support Amendment No. 64.
ParlaMint-FR_2021-11-10-O1057.u524	It also deals with a serious issue, which concerns students. It is intended to avoid a deviation of the inflation allowance, since, although it would seem normal to pay this aid to fellow students, it seems questionable to pay it to all students without taking into account all the parents' incomes. Under the current wording, the child of an extremely affluent family who would have chosen not to be taxed in the home of his or her parents could benefit from the assistance, this is not acceptable. In fact, as you know, given the ceiling on half the share, the most wealthy families all choose to pay, within the limit of 12,000 euros, deductible maintenance, and therefore much more interesting than half the share. Can you imagine the son or daughter Rothschild receiving alimony deductible from her parents' income and receiving this premium? Where are we going? It's a real problem. Can you explain how the device works for non-students? The amendment would, in any case, limit the measure to scholarship students.
ParlaMint-FR_2021-11-10-O1057.u525	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u526	Unfavorable.
ParlaMint-FR_2021-11-10-O1057.u527	The Minister-in-Office has the floor.
ParlaMint-FR_2021-11-10-O1057.u528	Also unfavorable.
ParlaMint-FR_2021-11-10-O1057.u529	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2021-11-10-O1057.u530	To echo the rapporteur-general's remarks, I confirm that EUR 100 is not nothing, even if EUR 8 per month does not seem to be much. When, in my constituency, I see that the person who passed right before me at the gas pump took up 10 or 20 euros of fuel, it asks me questions. We do not do this to get back to the pump more often, but because at the end of the month, it is not in tens of euros that we count, but in units. For these people, that amount is something. However, this is not enough, for example, for a living aid worker who earns barely 1000 euros in the month, who has to make many trips and who sometimes has dependent children. The effort could have been greater for these families, who in this case are not targeted. Your text does, of course, intend to limit the benefit of the premium to the most vulnerable, but not to concentrate it on those who need it most, especially in rural areas, as was pointed out earlier.
ParlaMint-FR_2021-11-10-O1057.u531	I call Mr Charles de Courson to support Amendment No. 72.
ParlaMint-FR_2021-11-10-O1057.u532	Some social categories receive remuneration in cash – the amendment refers to peripateticians, but there are others – and therefore there is a specific tax system to impose them. I don't know if you're interested in these questions, but how is this bonus paid to these categories?
ParlaMint-FR_2021-11-10-O1057.u533	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u534	Unfavorable.
ParlaMint-FR_2021-11-10-O1057.u535	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u536	Same opinion.
ParlaMint-FR_2021-11-10-O1057.u537	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2021-11-10-O1057.u538	I am replying to what the rapporteur-general said a moment ago. You're the one who's indecent! You know what 100 euros are? Of course, when you earn 500, it's a lot, but it's indecent to earn 500 euros! That is why we are asking for an income of 1063 euros.
ParlaMint-FR_2021-11-10-O1057.u539	I call Mr Charles de Courson to support Amendment No. 69.
ParlaMint-FR_2021-11-10-O1057.u540	[[Smile]] So we won't know how peripateticians can get 100 euros. That's too bad. I come to Amendment No 69, which seeks to ensure that, in the case of temporary workers, the allowance is paid by the temporary worker, not by the company in which they work. Mr General or Mr Deputy Minister, could you clarify this point?
ParlaMint-FR_2021-11-10-O1057.u541	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u542	Again, this will be clarified at the regulatory level. Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u543	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u544	This issue will be clarified by regulation. We were concerned about this situation: the acting agencies know how to ensure the coordination necessary for the payment to be made by the agency holding the most important contract.
ParlaMint-FR_2021-11-10-O1057.u545	I call Mr Charles de Courson to support Amendment No. 70.
ParlaMint-FR_2021-11-10-O1057.u546	If I had had the opportunity, I would have withdrawn the previous amendment, Mr President, since the Minister-in-Office, as far as he is concerned, answered my question precisely. The aim of Amendment No. 70 is to regulate directly in law the issue of homeworkers employed directly by private individuals. The Government's announcement has raised many questions from individuals who employ an employee at home. It does not seem desirable for these individuals to advance the sum of EUR 100 on behalf of the State, especially since, often, several people can be employed at home to make the meal or household. These employers are therefore disturbed by the announcement of the Government and ask us how they would be eligible for the payment of EUR 100. There is a high risk of fraud and multiple collection of aid, as an individual is not able to know how many other individuals his home employee is also employed in parallel. While the legislator must first lay down the main principles before referring the terms to a decree, the wording of article 12 merely refers all the provisions to a decree, without any indication or even setting at least a framework for the regulatory power. It is therefore proposed to explicitly state in the law that individuals cannot be regarded as debtors of assistance in the case of homeworkers. The question then arises as to whether the State will pay the sum directly. Can you shed some light on the situation of these people?
ParlaMint-FR_2021-11-10-O1057.u547	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u548	Unfavorable.
ParlaMint-FR_2021-11-10-O1057.u549	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u550	The allowance will be paid directly by the USSRAF. Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u551	I call Mr Charles de Courson to support Amendment No. 52.
ParlaMint-FR_2021-11-10-O1057.u552	The purpose of this amendment is to ensure that every French person receives the aid as soon as possible. Currently, the Government intends to schedule the payment of the €100 aid according to the debtors, with differentiated dates, as explained earlier by the Minister Delegate. This will allow some beneficiaries to receive the aid in December, while others will have to wait until January or even February 2022. If I had humor, I'd say it would still have to be paid before April 10th! This situation is likely to lead to a breakdown of equality. For example, for a pensioner in cumulation of employment, the aid will be paid as early as December 2021 by the employer, but for a single pensioner, the preliminary assessment of Article 12 provides, in point 2 (c), that it "will be paid by the pension funds by February 2022". This three-month lag seems too big. The amendment would therefore provide a guarantee to ensure fairness in the payment of the aid on time, which should be paid in full between December 2021 and January 2022 at the latest.
ParlaMint-FR_2021-11-10-O1057.u553	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u554	You are still proposing to introduce into the law what is not at the legislative level. One cannot regret having too much talky laws and too many standards while extending the areas of intervention of the law to an excessive extent when it is not necessary. Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u555	I call Mr Charles de Courson to support Amendment No. 53.
ParlaMint-FR_2021-11-10-O1057.u556	This is an anti-fraud amendment, which tends to provide for means to combat fraud from now on, in particular in the face of the risk of double compensation, particularly when there are several employers who may be liable for the aid. Currently, the Government merely states, on its inflation compensation website, that "persons are thus obliged to inform other employers who might be able to pay them the allowance, in order not to receive a double payment. It's still a rather strange anti-fraud mechanism! You ask the person who is eligible to receive this premium two or three times – for example, because he or she is an active pensioner or because he or she has three employers – to report it to all potential debtors. It is necessary that implementing decrees specify the means of combating fraud, in particular with regard to the exchange of information between administrations, which does not depend on the regulatory power, but requires a legislative mechanism.
ParlaMint-FR_2021-11-10-O1057.u557	Mr Paul-André Colombani has the floor to support Amendment No. 103.
ParlaMint-FR_2021-11-10-O1057.u558	The purpose of this amendment by my colleague Michel Castellani is to explicitly include in the law that the implementing decree drawn up by the executive to implement the inflation compensation will take into account only the income from activity received between January and October 2021 for employees and for public officials. The aim is to prevent certain workers from being excluded from the benefit of this EUR 100 aid by taking into account the premiums which are often paid in November and December. The current wording of article 12 does not provide any guarantees as to how compensation is to be calculated.
ParlaMint-FR_2021-11-10-O1057.u559	I call Mr Charles de Courson to support Amendment No. 47.
ParlaMint-FR_2021-11-10-O1057.u560	It is intended to draw the Government's attention to the situation of public servants who are made available, which may give rise to difficulties, in particular for the territorial agents of the communities. When an official of a municipality is made available, he is paid by the municipality and then the host structure makes repayment, which may make it difficult to identify the debtor responsible for the payment of the aid. It is therefore a question of asking the Government to clarify clearly, in the implementing decree, the rules on the payment of aid for the civil service, in particular in cases of making available.
ParlaMint-FR_2021-11-10-O1057.u561	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u562	This issue was raised last week with Minister Amélie de Montchalin during the review of the appropriations of the Mission Transformation and Public Service. Unfavorable opinion.
ParlaMint-FR_2021-11-10-O1057.u563	Unfavorable.
ParlaMint-FR_2021-11-10-O1057.u564	What's the solution?
ParlaMint-FR_2021-11-10-O1057.u565	I call Mr Charles de Courson to support Amendment No. 74.
ParlaMint-FR_2021-11-10-O1057.u566	The purpose of this amendment is to ensure that the Inflation Compensation Enforcement Decree addresses all the issues raised by the current system. Thus, in the case of a person who has been employed from 1 January to 30 September 2021 and who is retired with a lower income and less than 2000 euros net from October, it is difficult to know the methods of calculating his eligibility. The risk is that the decree will provide for an average monthly income throughout the year, at the risk of not taking into account the change in the situation that occurred in October. The purpose of this appeal amendment is therefore to compensate for any risk of non-contemporaneisation in the payment of the aid. It is necessary to take account of the situation in October of the beneficiary.
ParlaMint-FR_2021-11-10-O1057.u567	I call Mr Charles de Courson to support Amendment No. 43.
ParlaMint-FR_2021-11-10-O1057.u568	It is a great pity that we have no reply to these amendments, while we have had it on other amendments, which in some cases prompted me to withdraw them. Amendment No 43 was an amendment of withdrawal, in the event that another of my amendments would be deemed inadmissible on the ground that it would constitute an injunction to the Government – which has, unfortunately, been the case. It aims to ensure that employers and other debtors are reimbursed promptly by the State before the end of 2021. This is a real problem: many small and medium-sized enterprises find it extraordinary that the state asks them to pay by the end of December, on the payroll of December, this aid of 100 euros without knowing when they will be repaid, and on what terms. Can you enlighten us about that?
ParlaMint-FR_2021-11-10-O1057.u569	I call Mr Charles de Courson to support Amendment No. 37.
ParlaMint-FR_2021-11-10-O1057.u570	We will therefore not know how soon small, medium and large enterprises will be reimbursed.
ParlaMint-FR_2021-11-10-O1057.u571	As soon as possible!
ParlaMint-FR_2021-11-10-O1057.u572	As soon as possible, it is worthy of an answer from Warrant Officer Kronenburg on the cooling time of the barrel of the cannons: some time! The purpose of this amendment is to seek clarification from the Government on the timing of the payment of aid and on the deployment of the reimbursement by the State. At present, the indications given by the prior assessment of Article 12 are very imprecise and leave serious doubts as to the timing of the payment of the aid. While some beneficiaries will benefit from assistance as early as December 2021, for example, scholarship students without a professional activity, others – state agents – will have to wait until January 2022, or even, for pensioners, February 2022. This lack of clarity and the multiplication of deadlines do not allow employers and debtors to prepare for the payment of this aid. In addition, the Government merely states that it will proceed with the reimbursement "as soon as possible", which is similar to the terms just used by our dear colleague. It is necessary to present an immediate repayment schedule in order to avoid difficulties for some employers. You have set the payment schedules, spread over almost three months, to the different categories, but could you explain to us what the repayments will be for businesses or pension organizations?
ParlaMint-FR_2021-11-10-O1057.u573	I call Mr Charles de Courson to support Amendment No. 42.
ParlaMint-FR_2021-11-10-O1057.u574	So we will never know what repayment times will be for companies, etc. We will have to wait until the decrees are published, and again... if that is included. Amendment No 42 was a back-up amendment for the case, which occurred, where another of the amendments I had tabled would be considered inadmissible. It is intended to encourage the Government to keep its promises to secure the payment of aid by 31 December 2021, as the Prime Minister announced exceptional aid for the end of 2021.
ParlaMint-FR_2021-11-10-O1057.u575	I call Mr Charles de Courson to support Amendment No. 68.
ParlaMint-FR_2021-11-10-O1057.u576	In the preliminary assessment of article 12, the Government indicated that it wanted "speed", as you said earlier, Mr. Delegated Minister, and hoped that employers, of course mainly those of the private sector, would pay the compensation as early as December 2021, when the State would pay it only in January 2022. It is quite surprising that the employer state does not apply the same rules as private employers. How is such a gap justified? Why don't you ask your own remittance channels what you're asking the private sector? And how are you going to explain to a small boss that he's going to have to change his pay chain, which is to be said at a cost, so that he can pay those 100 euros as of December, while the state will only pay them the following month? What is the logic of such behaviour? The amendment states that the decree provides for the payment of the bonus for civil servants "as soon as possible", even in the name of the principle of equality.
ParlaMint-FR_2021-11-10-O1057.u577	I call Mr Charles de Courson to support Amendment No. 114.
ParlaMint-FR_2021-11-10-O1057.u578	The Government is no longer responding to questions as essential as those I have just asked. He could have explained that the State is subject to special constraints to pay these EUR 100. He refuses to answer. I can also request a public vote on each amendment so that the Government can explain itself to Parliament. This is still 3.6 billion. I don't think the government behaves well! Amendment No 114 is intended to include in the law the modalities under which the implementing decree will have to regulate the payment of aid to cross-border workers residing in France. This specific case poses serious difficulties because the activity is carried out abroad. At present, only the prior assessment of the Article mentions, very briefly, this specific case under the heading "Other assets" in (b) of point 1.4 on page 143. That's not acceptable. There is a need to set a framework immediately in the law before making further regulatory clarifications. In other words, if I live in Alsace and work in Baden-Württemberg, it is not my employer from Baden-Württemberg who will pay me 100 euros. Tell me if and how these cross-border workers will benefit from this compensation.
ParlaMint-FR_2021-11-10-O1057.u579	I call Mr Charles de Courson to support Amendment No. 38.
ParlaMint-FR_2021-11-10-O1057.u580	Deputy Minister, it is not acceptable for you to refuse to answer real questions that concern tens of thousands of people, some of whom may be listening to us tonight. They will believe that the Government has nothing to do with it, since it does not even answer a specific and sensible question.
ParlaMint-FR_2021-11-10-O1057.u581	Mr de Courson, thank you for speaking on Amendment No 38.
ParlaMint-FR_2021-11-10-O1057.u582	Until proven otherwise...
ParlaMint-FR_2021-11-10-O1057.u583	We are considering Amendment No 38!
ParlaMint-FR_2021-11-10-O1057.u584	... Ministers are here to explain to national representation how a number of mechanisms are applied. I note that there is no answer. I come to Amendment No 38, which seeks to have the Government submit a report assessing the possibility of implementing aid in the ultramarine territories excluded from its application, if I have read the text correctly. How will the Overseas Inflation Compensation apply? It seems that this will not be applied, for example, to Wallis-et-Futuna.
ParlaMint-FR_2021-11-10-O1057.u585	I call Mr Charles de Courson to support Amendment No. 44, which is the subject of the Government's sub-amendment No. 124.
ParlaMint-FR_2021-11-10-O1057.u586	I propose that before 1 April 2022 – this is not a gag – the Government submit a report on the deployment of aid. In particular, it specifies the total cost broken down by category of beneficiaries. The report also assesses the effectiveness and timing of the full repayment to aid debtors. I have seen that the Government is in favour of this amendment but is proposing to submit this report in June. It's interesting, but I think I know that on that date there are elections. It is not very complicated to submit a report before 1 April, when there will still be a Parliament, whereas after that there will be no more.
ParlaMint-FR_2021-11-10-O1057.u587	There'll probably be one, but it won't be the same! The Minister-in-Office has the floor to support sub-amendment No. 124.
ParlaMint-FR_2021-11-10-O1057.u588	I'll take it off.
ParlaMint-FR_2021-11-10-O1057.u589	What is the committee's opinion on Amendment No 44?
ParlaMint-FR_2021-11-10-O1057.u590	Unfavorable.
ParlaMint-FR_2021-11-10-O1057.u591	What is the Government's opinion on Amendment No. 44?
ParlaMint-FR_2021-11-10-O1057.u592	Same opinion.
ParlaMint-FR_2021-11-10-O1057.u593	Mr Charles de Courson has the floor.
ParlaMint-FR_2021-11-10-O1057.u594	Look at the situation: you even refuse to have the Government submit a report to Parliament on how the mechanism has been implemented. I have tabled 15 or 20 amendments to show that there are enormous problems with this measure, but you have answered only two or three of my amendments. For others, you simply say: "unfavorable, unfavorable, unfavorable". There is a lack of respect for Parliament, and I have told the Government on several occasions. Why are you withdrawing the sub-amendment you tabled? Because I titillated you? But the role of the opposition in a democracy is to ask questions.
ParlaMint-FR_2021-11-10-O1057.u595	Mr David Lorion has the floor.
ParlaMint-FR_2021-11-10-O1057.u596	I understand, by Mr de Courson's voice, that inflation compensation would not apply in certain overseas departments, particularly Wallis and Futuna. Deputy Minister, can you tell us in which overseas territories this measure will apply and where it will not apply?
ParlaMint-FR_2021-11-10-O1057.u597	The Minister-in-Office has the floor.
ParlaMint-FR_2021-11-10-O1057.u598	Mr. Lorion, article 22 of the 1999 Organic Law specifies that New Caledonia has competence in the field of social protection, which means that this community will have to decide on the rules in this regard and whether it wishes to implement this type of compensation. Article 7 of the Wallis-et-Futuna Islands Act 1961 gives the Overseas Islands the status of overseas territory and lists the Republic's powers in that territory, without mentioning social protection. Here too, the application of this measure is therefore a matter for a local decision and in no case for national law. Article 14 of the 2004 Organic Law on the Autonomy of French Polynesia does not mention social protection under the powers conferred on the State. It is the responsibility of the community. Since the premium is either reimbursed by social contributions or paid by social protection bodies and the State is not competent for social protection in these territories, they are not covered by the measure.
ParlaMint-FR_2021-11-10-O1057.u599	I ask for the floor...
ParlaMint-FR_2021-11-10-O1057.u600	Mr Lorion, we are not going to debate a subject which has no bearing on Amendment No 44 which we have just adopted. I call Mr Charles de Courson to support Amendment No. 51.
ParlaMint-FR_2021-11-10-O1057.u601	Frankly, Minister Delegate, you dare to say that inflation benefits fall within the competence of social protection! This will be included in the record and I hope that this case will be appealed to the Constitutional Council. This is not a social bonus since it will be paid to 70 or 75% of the French, including people who do not need it. And excluding Wallis-et-Futuna with these arguments, it doesn't stand the way. I come to my last amendment before you again give an unfavorable opinion on everything. I propose that the Government submit a report assessing the cost of deploying the EUR 100 exceptional aid for local authorities and compensation routes that may be implemented by the State beyond the reimbursement mentioned in the second paragraph of Article 12. An impact assessment should include a component on the cost of managing these premiums. Do you have any idea what the cost of managing the 3.6 billion so-called inflation bonuses is? If you answer me right away, I will be able to withdraw my amendment.
ParlaMint-FR_2021-11-10-O1057.u602	Mr Paul-André Colombani has the floor to support Amendment No. 104.
ParlaMint-FR_2021-11-10-O1057.u603	The purpose of my colleague Michel Castellani's amendment is to recall the inevitable threshold effect which accompanies the introduction of this type of aid. Many citizens and households that are not really favoured risk being penalized by the 2000 euro net threshold. It would have been preferable to foresee a degressive effect of the aid.
ParlaMint-FR_2021-11-10-O1057.u604	Mr Paul-André Colombani has the floor to support Amendment No 85 on the additional Rule after Rule 12
ParlaMint-FR_2021-11-10-O1057.u605	This amendment by my colleague Jean-Félix Acquaviva concerns the CIIC, a major tax scheme for the economy of Corsica established in 2002. We would like to have more readability, that is to say to have the assurance that it will be extended at least until 2023. Moreover, in view of the recent health crisis experienced by Corsican companies in addition to their natural handicap due to their insularity, it would be good to be able to discuss again an increase in the rates of this tax credit.
ParlaMint-FR_2021-11-10-O1057.u606	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u607	Unfavorable. We have regular discussions on the ICIC in the context of the finance bill, where they have a greater place.
ParlaMint-FR_2021-11-10-O1057.u608	Mr Jean-Louis Bricout has the floor to support Amendment No. 35.
ParlaMint-FR_2021-11-10-O1057.u609	The aim of this appeal amendment by Mrs Pires Beaune is to ask the Government to extend an experiment on the tax advisor scheme, if it is not possible to proceed directly in the light of article 40 of the Constitution. The 2017 Finance Act allowed the compensation of any person providing information to the tax administration that led to the discovery of a breach of certain rules set out in the General Tax Code. Initially, of course, it was a question of combating tax evasion. An experiment has allowed the tax administration to retain a different scope, defined this time by the seriousness of certain acts, breaches or manoeuvres in breach of tax law where the estimated amount of duties evaded is more than 100000 euros. This experimental period was considered too short. In view of the rules on financial admissibility, this amendment is limited to allowing the administration to continue to exploit the information transmitted by the notifiers beyond the duration of the experiment. So we're a little out of time. The aim is to call on the Government to continue the experiment.
ParlaMint-FR_2021-11-10-O1057.u610	What is the opinion of the committee?
ParlaMint-FR_2021-11-10-O1057.u611	I am asking for this amendment to be withdrawn because I believe that the PLFR is not the right legislative vehicle. I had the opportunity to say in committee that I approved the substance of this amendment. I believe that the tax advisory system is a good step forward, that it is effective, and I agree with you that the experiment must be extended. In line with the amendment on further experimentation, I would like to ask the Government whether we can move forward on this point, either by providing guarantees now or by proposing an amendment in the context of the 2022 Finance Bill.
ParlaMint-FR_2021-11-10-O1057.u612	What is the Government's opinion?
ParlaMint-FR_2021-11-10-O1057.u613	I will give a favourable opinion on an identical amendment tabled by Mrs Pires Beaune on the non-attached articles of the 2022 Finance Bill that we are going to consider earlier. I would therefore ask you to withdraw this provision for inclusion in the PLF.
