ParlaMint-FR_2019-10-09-O1016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1016.u601	The Secretary of State has the floor.
ParlaMint-FR_2019-10-09-O1016.u602	[[Exclaims on the benches of the LR group]] To answer you, Mr Bazin, in the present state of affairs, it will be two.
ParlaMint-FR_2019-10-09-O1016.u603	There you go!
ParlaMint-FR_2019-10-09-O1016.u604	So there's a problem!
ParlaMint-FR_2019-10-09-O1016.u605	The "or" is exclusive, not inclusive!
ParlaMint-FR_2019-10-09-O1016.u606	Amendment No 2276 by Mrs Laëtitia Romeiro Dias is editorial.
ParlaMint-FR_2019-10-09-O1016.u607	Amendment No 1434 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u608	Unfavorable.
ParlaMint-FR_2019-10-09-O1016.u609	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u610	Disadvantaged because he is satisfied.
ParlaMint-FR_2019-10-09-O1016.u611	Amendment No 2278 by Mrs Laëtitia Romeiro Dias is editorial.
ParlaMint-FR_2019-10-09-O1016.u612	I call Mr Freschi to support Amendment No. 2338.
ParlaMint-FR_2019-10-09-O1016.u613	The composition of the structures of the Biomedicine Agency is a major issue. We are in the process of writing an important text, which introduces great devices. It seems essential that all political sensitivities be represented within the Biomedicine Agency. This amendment is intended to be democratic, with a view to ensuring the representation of our diversity. Everyone should be given the right to express his or her views on matters of society. There is no reason, in my view, for a guidance board to be vamped by any majority. That is why I propose that three of the members of the Biomedicine Agency's guidance board should come from the majority and three from the opposition.
ParlaMint-FR_2019-10-09-O1016.u614	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u615	I repeat: let us allow each assembly the freedom to choose its representatives, especially since the opposition and the majority can cover different realities in each one of them – this is even more true in terms of bioethics. On the other hand, article 3 of Act No.2018-699 of 3 August 2018 to guarantee the presence of parliamentarians in certain bodies outside Parliament and to simplify the modalities of their appointment states: "The National Assembly and the Senate shall endeavour to respect their respective political configuration for all appointments made in bodies outside Parliament. » I call for the amendment to be withdrawn; If not, the opinion will be unfavourable.
ParlaMint-FR_2019-10-09-O1016.u616	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u617	As always in this kind of matter, which is highly parliamentary, the Government gives a wisdom opinion.
ParlaMint-FR_2019-10-09-O1016.u618	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2019-10-09-O1016.u619	I would like once again to welcome the initiative of our colleague Freschi and his concern for a balanced representation of parliamentarians in external bodies. We have this debate on a regular basis. You say, Madam rapporteur, everything is written. The problem is that "trying to" does not always mean "do": we have had many examples over the past two years, or even before, which means that the opposition is not represented in a number of organizations whose members are appointed by both assemblies. I therefore believe that it is better to include in the law that everyone is obliged to take into account the distribution of seats between the majority and the opposition.
ParlaMint-FR_2019-10-09-O1016.u620	That's clear.
ParlaMint-FR_2019-10-09-O1016.u621	I am sorry, ladies and gentlemen, but Amendment No 2278 to rewrite paragraph 29 has been adopted and Amendment No 2338 has fallen. I'm sorry I didn't report it earlier.
ParlaMint-FR_2019-10-09-O1016.u622	[[Applause on the benches of the LaREM group. – Exclaims on the benches of the LR group]] Anyway, I'd have taken it off!
ParlaMint-FR_2019-10-09-O1016.u623	[[Smile]] At the same time, you remove a thorn from my foot, dear colleague! I call Mr Thibault Bazin to support Amendment No. 1897.
ParlaMint-FR_2019-10-09-O1016.u624	It is a pity that my colleague Raphan is not here to defend his amendment, which was identical to mine. Indeed, we share common causes. For my part, I do not withdraw my amendments, because when I table it it is because I believe in it, and I believe in it until the end, even if my success rate is almost zero. There is a development of predictive medicine, with the algorithmic processing of massive data, sometimes based on statistics, which can be biased. We have already mentioned this: practitioners do not always master the algorithm in question – and it is even worse when there is no algorithm and it develops through neural networks. It seems essential to me that the Agency for Biomedicine – I say this to its Director General – develop expertise in artificial intelligence. We are told that this is not one of the tasks entrusted to the Agency by the legislator in 2004. So let's give him this mission and the associated resources!
ParlaMint-FR_2019-10-09-O1016.u625	All right!
ParlaMint-FR_2019-10-09-O1016.u626	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u627	First of all, Mr Bazin, I would like to acknowledge your commitment to artificial intelligence, as well as that of my colleague Pierre-Alain Raphan, whose expertise and constant work I recognize in this area. Nevertheless, the opinion of the Commission will be unfavourable, so as not to multiply the fields of intervention of the Biomedicine Agency. Instead, let her focus on her core business, including organ donation and transplantation and MPA; We are also strengthening the role of the Agency in this latter area. However, I have heard your call, your alert, about the need for an interlocutor and expertise, perhaps within the state, on the subject of artificial intelligence. That is indeed necessary. In any event, the opinion will be unfavourable.
ParlaMint-FR_2019-10-09-O1016.u628	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u629	I agree with the rapporteur's analysis: unfavorable opinion.
ParlaMint-FR_2019-10-09-O1016.u630	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1016.u631	Madam rapporteur, I agree with you that artificial intelligence is not just about the health sector; But it has effects on him. I recognize that there has been some progress in this bill: it allows the patient to be informed by a physician if an algorithm is used. To be consistent, we need to expand the missions of the Biomedicine Agency! Otherwise, we will have made only part of the way, proclaiming something without predicting the means of execution. I therefore invite you to take this amendment into account; Otherwise, we will continue the fight, especially in the Senate.
ParlaMint-FR_2019-10-09-O1016.u632	The identical amendments Nos 991 by Mr Gilles Lurton, 1920 by Mr Joël Aviragnet and 2492 by Mr Thibault Bazin were defended.
ParlaMint-FR_2019-10-09-O1016.u633	Because we're running out of time!
ParlaMint-FR_2019-10-09-O1016.u634	You'll go to the Senate!
ParlaMint-FR_2019-10-09-O1016.u635	What is the opinion of the committee on these three identical amendments?
ParlaMint-FR_2019-10-09-O1016.u636	It is unfavorable, for the reasons I mentioned earlier, even if the wording is different.
ParlaMint-FR_2019-10-09-O1016.u637	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u638	These amendments are already satisfied. I propose their withdrawal; If not, the opinion will be unfavourable.
ParlaMint-FR_2019-10-09-O1016.u639	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-09-O1016.u640	I signed up on Article 31 to speak for my colleague Philippe Dunoyer, who would have liked to speak on this article, but cannot be with us right now. Article 31 deals with the application of the text to ultramarine territories. My colleague wished to question the Minister of Solidarity and Health – in this case the Secretary of State – about the exact scope of the studies which, under this article, must be conducted by the Government within 18 months in order to implement this bill in the communities covered by articles 73 and 74 of the Constitution. More specifically, his question was: Can you confirm, as well as Mrs. Custody of Seals, that the provisions relating to the implementation of the expansion of the LDC fall within the competence of the State, including those territories? Indeed, these provisions also seem to fall within the scope of the Public Health Code, which is a priori a specific area of competence for certain overseas communities. Thank you for the answer that you would like to give, by proxy, to Philippe Dunoyer.
ParlaMint-FR_2019-10-09-O1016.u641	Amendment No 1415 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-09-O1016.u642	Amendment No 2279 corrected by Mrs Laëtitia Romeiro Dias is editorial.
ParlaMint-FR_2019-10-09-O1016.u643	Amendment No 1401 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-09-O1016.u644	I have before me four amendments, Nos 1599, 2307, 311 and 2414, which can be discussed jointly. Amendments Nos 1599 and 2307 are identical, as are Amendments Nos 311 and 2414. Mr Jean-Louis Touraine has the floor to support Amendment No. 1599.
ParlaMint-FR_2019-10-09-O1016.u645	In accordance with the proposal of the National Ethics Advisory Committee, we wish to set a time limit of five years, beginning with the enactment of this Act, for the next revision of bioethics laws. This delay would have multiple virtues. On the one hand, it would align the pace of revisions of bioethics laws with that of our institutions. On the other hand, the speed with which bioethics issues appear has increased exponentially in recent years; Seven years is now a very long time to adapt our legislation – not to accept any progress, but rather to better sort between what is beneficial and what is dangerous. Shortening the current seven-year deadline would therefore be beneficial. I would remind you that this deadline is the result of a compromise between those who, at the time, did not want to revise bioethics laws at all, and those who, more logically, wanted to revise them every five years. Jean Leonetti then proposed seven years. However, it is even more appropriate today than yesterday to provide for a shorter revision period.
ParlaMint-FR_2019-10-09-O1016.u646	I call Mrs Laëtitia Romeiro Dias to support Amendment No. 2307.
ParlaMint-FR_2019-10-09-O1016.u647	These amendments are not drafted exactly the same way. With regard to Mr Touraine's amendment and my own, I think it is important that we discuss here the pace of revisions to bioethics laws, which we propose to revise every five years rather than every seven years. For the sake of transparency, I would like to point out that this debate began in a special committee, which rejected these amendments with one vote; That is why we should continue to do so in this House, where we are more broadly represented. I agree, of course, with Mr Touraine's arguments. I would also like to reassure our colleagues who were concerned that the five-year transition could lead to a race for technology: that is not the objective at all. We are not in a position to slow down technological progress, which we all see being accelerated; It would be almost dangerous not to take a position, i.e. to let practices settle down, to anchor. On the contrary, one sees the interest of the legislator to be able to intervene at a somewhat more sustained pace, if only to prohibit or strongly frame a new technique or technology. The seven-year deadline therefore seems to me no longer appropriate. Other amendments are in the same direction. I do not object on the substance, but I propose that they be withdrawn in favour of the first two, which I think are more appropriate. Otherwise, the Commission's opinion would be unfavourable.
ParlaMint-FR_2019-10-09-O1016.u648	If I understand the meaning of your speech, you are presenting this amendment in your personal capacity, since the committee's opinion was unfavourable to one vote.
ParlaMint-FR_2019-10-09-O1016.u649	The committee rejected these amendments with one vote.
ParlaMint-FR_2019-10-09-O1016.u650	Anyway, she rejected them!
ParlaMint-FR_2019-10-09-O1016.u651	Amendment No 311 by Mrs Nadia Ramassamy is being defended. Mr Jean-François Eliaou has the floor to support Amendment No. 2414.
ParlaMint-FR_2019-10-09-O1016.u652	I also propose that the deadline for revising bioethics laws be systematically reduced from seven to five years. I would like to stress a number of things. First, we are fortunate, if I may say so, that these bioethics laws benefit from a general review clause. Among the texts that we adopt, few are in this case; as much as profit from them. Secondly, following the special committee, we voted earlier in favour of the creation of a permanent delegation to bioethics. Consideration must therefore be given to a legislative vector of the work to be carried out by this body. For the sake of consistency, revising bioethics laws every five years would create this periodic legislative vector, without being pressed by the kinetics of research and its results, because it exists whatever we do. We are almost at the end of the discussion of this text; many of the crucial topics we have seen could be revisited. Parliament has asked the Government for several reports: reports from the Biomedicine Agency, a report on intersex, another on the IPR-A – pre-implantation diagnosis of aneuploidies – which has raised many questions and provoked a lot of debate. As for Article 14 of the text, it will allow clinical studies whose results will surely be very interesting. For my part, I have tabled an amendment to have OPECST – the parliamentary office for the evaluation of scientific and technological choices – intervene. Third and final point: the 2011 bioethics law was to be reviewed seven years later. We took a year late. If we set a time limit of five years, we are likely to put six of them: it will be only one year less than the time limit currently set.
ParlaMint-FR_2019-10-09-O1016.u653	Madam rapporteur, can you confirm the opinion of the committee on these two pairs of identical amendments?
ParlaMint-FR_2019-10-09-O1016.u654	In the second, it is not specified that the time limit runs from the enactment of the law. I therefore believe it would be preferable to retain Amendments Nos 1599 and 2307. I call on our colleagues concerned to withdraw Amendments Nos 311 and 2414.
ParlaMint-FR_2019-10-09-O1016.u655	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u656	The Government relies on the wisdom of the Assembly, not without drawing its attention to two points. First, the five-year time frame is too short to effectively assess enforcement, for obvious reasons. A review every five years would require an evaluation of the previous law after three years. In such a fundamental area, where there are important consequences for any decision, will three years be enough to assess the measures you have voted for? Moreover, there is no dead time between two revisions of bioethics laws. The bill thus entrusts the NCCE with the task of organizing an ongoing public debate. Many bodies, particularly in this Assembly, in particular OPECST, will conduct hearings, publish reports. The debate continues over the past seven years. We cannot, it seems to me, allow ourselves to shorten this deadline because it would require us to start the evaluation in three years' time. However, I rely on the wisdom of the House.
ParlaMint-FR_2019-10-09-O1016.u657	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-09-O1016.u658	I should like to speak now because I am a signatory to the following amendment, No 2044, which deals with this subject. It does not mean that the deadline for the revision of the bioethics law should be reduced, but that OPECST should take up the subject every three years rather than every six years, in order to evaluate the text at mid-term. I have heard one another's concern to stop running after technological and scientific progress, which continues to accelerate, and to allow the legislator to be more responsive. However, we would have other ways to meet this challenge, especially since we have decided to establish a permanent delegation to bioethics to monitor the evolution of the issues on an ongoing basis. There is nothing to prevent us, between two general revisions, on the recommendation of the delegation, from taking the measures that we believe are necessary in a bill or a bill. We are not prohibited from legislating in this area between two bioethics laws. We have equipped ourselves with tools to better follow the evolution of this text and adapt our reaction, and I will propose one more, but the general revision seems to me of a different nature. It presupposes another organization, the maintenance of general states whose importance and weight deserve to be taken the time to organize them properly. What is more, in a special committee, we had mentioned the idea of making the time of a legislature coincide, of a presidential quinquennium, with that of a revision of the bioethics law. I am not sure that this institutional logic is of real interest. Maintaining the seven-year period between two general revisions of bioethics laws does not seem to me to be a problem since the tools already mentioned are available and the amendment which I will present to you in more detail in a few moments, designed to enable OPECST to deal with such matters within a shorter period of time, is adopted.
ParlaMint-FR_2019-10-09-O1016.u659	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2019-10-09-O1016.u660	I personally hope that bioethics laws will be reviewed every five years, and I will vote in favour of Amendments Nos 1599 by Mr Touraine and 2307 by Mrs Romeiro Dias. It seems to me important to give national representation the opportunity to participate in the exercise of revision of bioethics laws. Maintaining a period of seven years would deprive national representation for the 16th Parliament, namely our successors or those of us who will have the chance to be re-elected, of the chance to participate in the revision of bioethics laws. Some have expressed the fear, in the special committee, that the reduction of this deadline will force us to run after scientific progress. However, while bioethics review laws may be designed to allow certain practices, they may also regulate, limit or prohibit them. That is what we did in the special committee, but also here in the public sitting. We have supervised or banned certain practices, such as post-mortem LDCs or recreational DNA tests, and we can regret or deplore this. In any event, I sincerely believe that depriving a whole legislature of participation in this work would not be comfortable, if I may say so. Finally, Mr. Dharréville, our intention is not to layer the pace of revision of bioethics laws over an institutional period to make it an election issue, but to subject to the sagacity of national representation a subject essential for it to set ethical limits. It would be particularly important to reduce the pace of the review to five years.
ParlaMint-FR_2019-10-09-O1016.u661	Mr Jean-François Eliaou has the floor.
ParlaMint-FR_2019-10-09-O1016.u662	That is true, the debate will continue between two revisions, at the initiative of OPECST, the delegation or the evaluation and monitoring committee, and we can only welcome this. However, the debate is even more useful when it can lead to a law. The legislative timetable is extremely tight. Discussions often arise from proposals for provisions. If it is not possible to put them into practice in the form of a proposal or a bill, the debate seems truncated, even if it is rich and fertile. At the same time, we have discussed at length the need to raise awareness in society, particularly among students. Accelerate the frequency of revisions of bioethics laws would do so. Society would no longer see these laws as burdens that would come back every seven or eight years to fill parliamentary debates. Finally, as a member of OPECST, I did not allow myself to discuss medically assisted reproduction simply because it was not included in the 2011 laws. OPECST will be able to assess, that is true, but only the provisions of the law; She will not be able to deal with any emerging subject. For all these reasons, I am in favour of a review every five years of bioethics laws and I withdraw my amendment. We have discussed these issues seriously and on the basis of numerous expertise. It would be important to take this into account when reproducing this experience among Members of Parliament. That would pay tribute to the quality of the work of national representation.
ParlaMint-FR_2019-10-09-O1016.u663	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-09-O1016.u664	I'll be brief. While I was very supportive of the creation of a delegation to bioethics in the National Assembly, and I would like to see the Senate follow our example, I prefer caution with regard to revision deadlines by now seven years, especially since this pace will still allow for a debate in five years' time. In fact, in the two years prior to the consideration of the current bill, preparatory work had been carried out, general statements of bioethics had been held, various subjects had been taken up by the Assembly, as had the National Ethics Advisory Committee. The change to five years would require us to reopen this debate every three years. As much as I believe it is necessary for the Assembly, through a delegation, to take up all the ethical issues in order to give its opinion on certain texts, so much so that a general revision of bioethics laws does not seem useful to me. Above all, such a delay would force us to run behind scientific advances, when the challenge of a bioethics law is to keep a line between the authorizations that we want to grant and the prohibitions that we prefer to maintain. As a matter of caution, I would prefer to retain the seven-year deadline and I will not vote for these amendments.
ParlaMint-FR_2019-10-09-O1016.u665	Mrs Sylvia Pinel has the floor.
ParlaMint-FR_2019-10-09-O1016.u666	I will support these amendments, which aim to reduce the deadline for reviewing our bioethics laws from seven to five years, for several reasons. First, the text we are about to adopt will significantly change the assessment and information of national representation over the next few years, without any break in evaluation or information in the face of scientific and technological progress. With this text, we have a new tool, creating the parliamentary delegation in addition to the OPECST. Of course, the parliamentary work of this revision or previous ones was different, but we did not have such a tool at the time. It is important that our assemblies address these issues not every seven years, but every five years, so that legislators can respond more quickly to technological or scientific advances by adapting the law to them. If we remain at the current seven-year deadline, which is often transformed, in fact, within eight years, the debate, for lack of sanction, will surely not take place after five years. When we examined this text, we found that a period of seven years was too long, whereas eight years! I will therefore support the amendments tabled by Mr Touraine and Mrs Romeiro Dias.
ParlaMint-FR_2019-10-09-O1016.u667	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1016.u668	The systemic nature of the review is problematic. Of course, it has the advantage of providing for a review clause in relation to the evolution of science, but it has the disadvantage of inviting the legislator to mark a new stage with his imprint while we should remain very humble in the face of the stakes of life. Nothing prevents the legislator from deciding between revisions if science requires it. I invite us to step back. It all depends on the intentions of the legislator. Thus, our bill only devotes a simple clause to artificial intelligence, which has developed widely. It's a missed opportunity. [[Smile]] If the re-visit clause serves as a pretext for a societal reform called for and promised by a President of the Republic – for example, legalizing an ethical GPA, renting a more or less compensated belly – I am not in a hurry! I would even prefer that we set a time limit of ninety-nine years for the re-visitation clause, which would prevent me from living it!
ParlaMint-FR_2019-10-09-O1016.u669	Mr Jean-Luc Mélenchon has the floor.
ParlaMint-FR_2019-10-09-O1016.u670	Since I have a lot of time left, I'm enjoying it. I hear the argument of defending the duration of reflection: it is the condition of wisdom; It goes without saying, most often. But that's not what we're talking about here. Here we are talking about the rate at which radical changes and transformations follow each other, thanks to absolutely new processes which, a year earlier, were sometimes completely unknown. We are therefore in a different context and I want to plead for the short cycle. [[Smile]] For the evolution of inventions and techniques is plagued by a phenomenon that is now perfectly discernible: the haste of history. If we report the history of inventions to a whole year, the human being appears on January 1st, in the evening, he invented the first tools and then there is absolutely nothing going on until October, when one invents fire; Finally, all the tools, all the uses we make of them, it starts on December 31 at around twenty-three hours, and the invention of your smartphone dates from twenty-three hours fifty-nine, that is. This phenomenon of the precipitation of history results from what is called "cumulative culture". The areas of interest to us have thus entered a completely new era of cumulative inventions and information. Take the genetic changes, which are extremely recent: it has not been ten years since we learned to cut and sequence the genome; We now do in one day what used to take a year and more. As far as artificial intelligence is concerned, our colleague has just said one very wise thing: we do not know how quickly it will be able to replace some of the functions which today seem to us to be the most sophisticated. The review of the short-term law is of dual interest. First, it allows for an overview, i.e. to link the progress of the different fields rather than looking at them one after the other. Secondly, it allows for the gradual establishment of case law. These bioethics debates are, in general – and this has shown again – freed from a systematic partisan alignment. None of our parties have stopped on these subjects of doctrine attached to a general philosophy. Thus, we are able, through a truly collective deliberation, to establish points on which we agree and which, from one debate to another, serve as a reference for deciding the following. Here too, it is a process of cumulative political culture. This process is extremely valuable. I do not know in how many countries of the world a national assembly thus deliberates in plenary session. It seems to me that this is quite significant and important. [["Congratulation! » and applause on the benches of the LR Group and among the non-attached Members]] Of course, our colleague from the Republicans Group is right to say that it would not be right to smuggle, on the pretext of bioethics, purely societal developments. But we must trust each other and consider that this will not happen. Although, as I said last time, it seems to me that the LDC was not bioethics for the reason that the technique was well known. It is only a political and societal issue; There's no shame in admitting it!
ParlaMint-FR_2019-10-09-O1016.u671	Yes!
ParlaMint-FR_2019-10-09-O1016.u672	Exactly!
ParlaMint-FR_2019-10-09-O1016.u673	Let's invent another social relationship, yes. But do not come to the conclusion that the whole bill before us was just a pretext, because it is not true. There are all kinds of extremely important and arduous questions that are difficult to resolve. In fact, we did not have a group position on each of our amendments, even though, out of solidarity, they are signed by the names of all the Members who are unsubstantiated. Several of them were tabled to suggest a debate, to launch an idea; We will know some day whether or not this problem was worth raising. It is at the end of the debate next Tuesday that we will decide how we will vote. We will see whether the La France insubmissive group believes that this bill as it is, that is, with imperfections, like all laws, but also extremely important points for everyone, is worth passing. In the meantime, in order to return to the question of the rate of revision, I urge colleagues to ask themselves the question: what are we trying to do, basically? It is to slip between the economic decision and the decision of the expert a third party called the citizen, who does not have the lighting of the expert or the decision-maker, but who tries – he cannot do anything else because, in this area, there is no absolute truth – to introduce between them the power of rational deliberation. And what is deliberation, if not saving time before the actions can be carried out? For once, I plead for short time; I usually plead for a long time. But these short-time deliberations prevent us from being taken away later. Colleagues, I do not agree with you that we could here, all of a sudden, study a law because a faster algorithm, of a higher capacity, would have appeared – it is not true – or because we would have made the leap to quantum computers allowing calculations of extraordinary power in a few seconds and thus completely changing the conditions of use of artificial intelligence. No, there would be no law. Of course, artificial intelligence should have been introduced into the periodic revision of the text. We have argued in this respect, but the amendment has been rejected. I take this example because it is quite striking and science-fiction enough that it immediately strikes the imagination, but the same would be true for genetics and for other areas where the living can be radically transformed by the use of a technique that, the day before, we did not master. [[Applause on the benches of the FI group and on some benches of the LaREM and MODEM groups]] That is why the Group of the European People's Party is in favour of shortening the deadline for revision. The rest of the time, we are always for the recovery of long time, which is one of the essential stakes in our society. But, in this particular case, to conquer the right to control the long time, it takes a short time that allows us to grasp problems at the moment when they appear.
ParlaMint-FR_2019-10-09-O1016.u674	Mrs Agnès Firmin Le Bodo, chairman of the special commission to examine the bioethics bill, has the floor.
ParlaMint-FR_2019-10-09-O1016.u675	I am against these amendments. I think seven years is the age of reason.
ParlaMint-FR_2019-10-09-O1016.u676	All right!
ParlaMint-FR_2019-10-09-O1016.u677	If our work was so provided and so interesting, it was because we had material, because we started working in January 2018. For the past two years, missions have been carried out and the CCNE has organized discussions.
ParlaMint-FR_2019-10-09-O1016.u678	A year and a half to be precise!
ParlaMint-FR_2019-10-09-O1016.u679	This delay has allowed us all, I am firmly convinced, to work in such a way as to provide quality debates – sometimes passionate, but of quality. I think long time is a good thing. If we spend five years, the time for law enforcement, between the issuance of enforcement orders, effective enforcement and review, would be too short to assess the decisions we make today. I'd rather stay on the age of reason.
ParlaMint-FR_2019-10-09-O1016.u680	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2019-10-09-O1016.u681	To go in the direction of Mr Mélenchon, I would like us to reflect briefly together on the meaning of our bioethics law, which is a unique model: the French bioethics law system, which embraces the entire field of bioethics reflections, has little equivalent. Other countries – I don't judge them – have made legal provisions on this or that aspect, without embracing all bioethics; In addition, judgements have enabled them to establish case law on many circumstances. We have the ambition, in France, to develop a law that encompasses all bioethics. This law has constraints, logic, coherence. This coherence is to ensure continuous reflection throughout the country. For some years now, in each of the regions of France, there have been areas of ethics where citizens, whether specialists or not, meet regularly to reflect on these issues. What's going on? They meet within three years of the revision of the Act. There is a motivation: they will discuss, arbitrate, propose solutions. Then they demobilize for four years. That rhythm isn't right. With a review every five years, we could bring this reflection to life, which brings together people from different backgrounds. As has just been said, we must include citizens, because bioethics is not a matter of specialists.
ParlaMint-FR_2019-10-09-O1016.u682	Yes!
ParlaMint-FR_2019-10-09-O1016.u683	It is not a question of doctors or researchers, or even bioethicists; It's a matter of citizens. And those citizens who, throughout the French territory, have the appetite to reflect on the progressive evolution of our society, look forward to a shorter, more regular, better organized pace. This is what drives this logic and consistency. I say this to reassure Mr Bazin: a review every five years will not have the effect of opening too many doors.
ParlaMint-FR_2019-10-09-O1016.u684	[[Smile]] It depends whether you are a rapporteur or not!
ParlaMint-FR_2019-10-09-O1016.u685	For this more frequent revision also involves saying: we have been excessive here, or rather we have to better regulate the authorisation we have given, because it applies too widely and to populations that are not concerned; Let's put some safeguards in place. But we must act relatively quickly not to allow drifts to settle. One of you said earlier this afternoon: once the drift appears, it is very difficult to make a law to contain it. It's good, it's healthy to do it fast enough. Very few of us were MPs at the very beginning of bioethics. This had been extremely difficult: all hospital services and research laboratories were accustomed to total, unsupervised freedom. The first bioethics law in 1994, therefore, essentially enacted prohibitions, as things went too far. Revisions may therefore, in some cases, allow for new practices, but in others, prohibit others.
ParlaMint-FR_2019-10-09-O1016.u686	All right!
ParlaMint-FR_2019-10-09-O1016.u687	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-09-O1016.u688	The arguments of both sides, both to defend and to reject this amendment, are roughly equivalent. The real question is the balance to be maintained between the evolution of technology and technology, which advocates for the short cycle to which Mr Mélenchon referred, and the desire not to be totally subjected to it. It can be said that a five-year period is too short to measure the contribution or risk of a particular change. Conversely, one might imagine that an even shorter period of time would be desirable in order to adapt the legislation to the pace of technological change, which is in fact impossible, everyone will agree. The length of a seven-year period allows for the legitimization and verification of the validity of a provision, whether it liberalizes a practice or is, on the contrary, restrictive in relation to what science permits. Finally, I would like to draw your attention to one point which makes me look against this proposal. The more time you reduce the revision of bioethics laws, which affect very sensitive subjects for which it is everyone's intimate conviction, rather than political and partisan logics, that are necessary, the more you will submit them to political time. What a majority makes prevail today, another majority would tomorrow tend to detriculate it for reasons that would be less ethical than political and partisan. I believe that long time preserves us from this possible instability in bioethics, which would obviously be worse than any other system.
ParlaMint-FR_2019-10-09-O1016.u689	That's right!
ParlaMint-FR_2019-10-09-O1016.u690	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-10-09-O1016.u691	While supporting the arguments in favour of reducing the time limit between two revisions of the bioethics law, and while stressing, after others, the quality of our exchanges, both in committee and in the Chamber, on sensitive issues, I call on future governments and majorities to show greater discernment by not seeking to include too many topics in a text. We continue to believe that the issue of the LDC, which is based on the issue of equality, should have been dealt with separately; Perhaps this would have allowed us more time to look at purely bioethics, which involve specific work. The challenge is therefore to reduce, in a text on bioethics, the number of topics listed in order to better address them within a shorter time frame. We should go to the bottom of the discussion by focusing on specific points. If greater discernment were to govern the choice of provisions contained in the texts that are before us, then we could be more responsive.
ParlaMint-FR_2019-10-09-O1016.u692	All right, dear colleague!
ParlaMint-FR_2019-10-09-O1016.u693	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2019-10-09-O1016.u694	That discussion would not have taken place had the question of the LDC, regardless of each other's position on the subject, not been included in the text. I am all the more surprised, moreover, that this societal issue was included, because all my amendments relating to euthanasia were rejected on the grounds that this is a societal issue and that, therefore, it could not be included in the bill! If the LDC had not been there, I sincerely believe that we would not spend so much time on these amendments. Every five years, we should be able to debate the bioethics law in the House with a view to revising it. Our debates, as we are all aware, have taken place in an atmosphere of mutual respect, despite deep disagreements at certain times. Future decisions in this area may need to be taken quickly. That is why it is necessary to adopt these amendments so that, in the next parliamentary term, there is no Member to regret that it is necessary to wait seven years between two revisions. It must be borne in mind that, if these amendments are not adopted, no revision of the bioethics law can take place during the next legislature. It is important that, during each legislature, it is possible to review the bioethics law. That is why we will support these amendments.
ParlaMint-FR_2019-10-09-O1016.u695	All right, dear colleague!
ParlaMint-FR_2019-10-09-O1016.u696	I have before me a number of amendments, Nos 2044, 2615, 2617, 313 and 2614, which can be discussed jointly. Amendments Nos 2615 and 2617 are identical. Amendment No 2044 by Mrs Elsa Faucillon is being defended. I call Mrs Laëtitia Romeiro Dias to support Amendment No. 2615.
ParlaMint-FR_2019-10-09-O1016.u697	This is an amendment of consistency with the adoption of the reduction of the time limit for revision between two bioethics laws: this amendment aims to reduce the time limit for OPECST to evaluate the same law from six to four years.
ParlaMint-FR_2019-10-09-O1016.u698	Mr Jean-Louis Touraine has the floor to support Amendment No. 2617.
ParlaMint-FR_2019-10-09-O1016.u699	As Mrs Romeiro Dias pointed out, reducing the deadline for the revision of the bioethics law to five years means reducing the deadline for OPECST's evaluation of the same law to four years.
ParlaMint-FR_2019-10-09-O1016.u700	Amendment No 313 by Mrs Nadia Ramassamy is being defended. Mr Jean-François Eliaou has the floor to support Amendment No. 2614.
ParlaMint-FR_2019-10-09-O1016.u701	The aim of this consistency amendment is not to set a specific deadline for the start of the OPECST evaluation of the bioethics law, but to specify that this body submits its report to Parliament six months before the start of the revision of the law.
ParlaMint-FR_2019-10-09-O1016.u702	What is the committee's opinion on these five amendments?
