ParlaMint-FR_2019-10-09-O1017.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1017.u405	I am not going to go back to the substance of the debate, as Hervé Saulignac has explained our group's position very well. All the convictions expressed on this sensitive issue are respectable. The same is not true of form. My experience as a Member of Parliament is certainly far less old than that of most of you, but I think that this way of getting us back to an amendment that has already been adopted is a real denial of parliamentary democracy. This had already happened during the consideration of the bill for a school of trust. I do not know what criteria such decisions are considered acceptable, but I think frankly, ladies and gentlemen, that this Parliament agrees to be so mistreated.
ParlaMint-FR_2019-10-09-O1017.u406	That's the way it is!
ParlaMint-FR_2019-10-09-O1017.u407	That's the law!
ParlaMint-FR_2019-10-09-O1017.u408	Why go back to this amendment? Why not on others? As a parliamentarian, I feel really ill-treated tonight. I don't like the way things are going. I would like to know what is behind such a decision. I find it brackish enough for the representatives we are, and I am surprised that everyone seems to accept it so easily.
ParlaMint-FR_2019-10-09-O1017.u409	[[Exclaims on the benches of the LR group]] The last speaker on the list is Mr Philippe Gosselin.
ParlaMint-FR_2019-10-09-O1017.u410	It's not safe!
ParlaMint-FR_2019-10-09-O1017.u411	I feel what relief this qualification of "last speaker" brings to all my colleagues! The explanations of the custody of the seals were very legal, excessively legal; President Le Gendre's were very political, excessively political. Ours will be, more modestly, very ethical.
ParlaMint-FR_2019-10-09-O1017.u412	How modest!
ParlaMint-FR_2019-10-09-O1017.u413	For us, in fact, the text which has been before us for three weeks involves notions such as dignity, the unavailability of the human body and the refusal of its reification or commodification. These are values to which we are firmly attached. You have put forward the adoption, Madam Keeper of the Seals, but the purpose of the adoption is to give parents to a child who does not have one; It is a relay when biological parents are unable to assume their emotional and educational role. But it seems from what you propose and that you have explained at length that it is a matter of using adoption to dress practices that are still – if I dare say so – illegal in France but validated abroad. [[Applause on several benches in the LR group]] For us, it is very hypocritical, it is a form of duplicity. But this is a judgment of value to which you can object the right. I therefore leave the moral field to place myself in my turn on the rule of law and to tell you that using adoption for this purpose is clearly a misappropriation of procedure. As for Mr Touraine, consistent with his very libertarian positions, he spoke of "regional disparities". Is this a modest way of referring to a kind of forum shopping or ethical dumping? In good French, this is called a distortion of competition! Let us dare to use the terms of the market, which is already rubbing its hands.
ParlaMint-FR_2019-10-09-O1017.u414	Please conclude, my dear colleague.
ParlaMint-FR_2019-10-09-O1017.u415	I conclude, Madam President. [[Protests on the benches of the LaREM group]] These will be the arguments that will be used to legalize a GPA that will, of course, be termed an "ethical". [[Applause on the benches of the LR group]] Amendment No 1591 will remain like the GPA Trojan in our country. Our dikes are sand, they're already cracking; This lockdown won't hold.
ParlaMint-FR_2019-10-09-O1017.u416	Would you like to speak again, Madam Keeper of the Seals?
ParlaMint-FR_2019-10-09-O1017.u417	Oh, no!
ParlaMint-FR_2019-10-09-O1017.u418	[[Vif applause on the benches of the LaREM and MODEM groups]] Yes, I do! If only to reassure you, Mr. Hetzel, you who feared that I had "lost the compass." No, sir, beyond the inlegacy of the formula, I have not lost the compass!
ParlaMint-FR_2019-10-09-O1017.u419	You've never had one!
ParlaMint-FR_2019-10-09-O1017.u420	That means losing the north, losing course!
ParlaMint-FR_2019-10-09-O1017.u421	In this very intense discussion, we do nothing but leave no room for doubt – to repeat your expression, Mr.President Le Gendre – nor for confusion – that is your term, Mr. Dharréville. In the face of such a situation, legal rigour must be exercised, even if it may seem far removed from our fundamental concern, which remains the children as well as the men and women concerned. I am surprised, Mr Touraine, to hear you say that your amendment does not tend to introduce a transcription obligation. Its terms are extremely clear: the transcription is "of its own right".
ParlaMint-FR_2019-10-09-O1017.u422	Of course! It's even in the explanatory memorandum!
ParlaMint-FR_2019-10-09-O1017.u423	[[Applause on the benches of the LaREM group]] We do not have a double speech, Mr Bazin, nor are we hypocrites, Mr Gosselin. The solutions we are proposing are very clear: a ban on GPA... – we have repeated it many times, Mr Breton, and you know it very well!
ParlaMint-FR_2019-10-09-O1017.u424	It's called hypocrisy!
ParlaMint-FR_2019-10-09-O1017.u425	It is written in the Civil Code, in article 16-7.
ParlaMint-FR_2019-10-09-O1017.u426	Tell that to the ECHR!
ParlaMint-FR_2019-10-09-O1017.u427	You know that very well! It's provocation! Prohibition, therefore, of GPA, but, of course, establishment of filiation in the interests of the child. It is very important to reiterate here, Mrs Ménard, that there will be no shift towards GPA in the name of the principle of equality: the principle of equality, in the legal sense of the term, cannot under any circumstances play in this field. [[Exclaims on the benches of the LR group]] We do two things: we do not leave room for doubt and – many of you have said so – we respect our commitments, which are deeply human. We said we would open the GP... the LDC to women's couples...
ParlaMint-FR_2019-10-09-O1017.u428	Lapsus!
ParlaMint-FR_2019-10-09-O1017.u429	Meaningful!
ParlaMint-FR_2019-10-09-O1017.u430	...and the resulting filiation. That's what we did.
ParlaMint-FR_2019-10-09-O1017.u431	Ladies and gentlemen, we are coming to the end of the discussion. Please keep calm. Please proceed, Madam Keeper of the Seals.
ParlaMint-FR_2019-10-09-O1017.u432	We also respect our commitments by reaffirming that there will be no GPA – Mrs Bergé has just repeated – while securing the children's filiation – many of you have addressed this point. I am surprised, Mr Saulignac, to hear you say that adoption is not the way proposed by the Court of Cassation and the European Court of Human Rights, whereas these two courts have precisely written that it is one of the most acceptable ways of securing the filiation of these children, and that is the way we are taking. We will make improvements by means of a circular, an important instrument for dealing with administrations, as the rapporteur pointed out.
ParlaMint-FR_2019-10-09-O1017.u433	It's mostly more discreet than a law!
ParlaMint-FR_2019-10-09-O1017.u434	We will also do so through legislation as far as adoption is concerned, and it alone. I hope that we can propose important developments in the area of adoption once your colleague Mrs Limon has submitted her report. These developments would not only concern children from GPA abroad, but also, as I say before you, children born to LDCs before the law came into force. All this is as coherent as it is essential. Finally, I am pleased to see so many of you here to resolve this sensitive human issue.
ParlaMint-FR_2019-10-09-O1017.u435	Pardi! President Le Gendre has picked up the majority!
ParlaMint-FR_2019-10-09-O1017.u436	[[Applause on many benches of the LaREM, MODEM and UDI-Agir groups]] We are giving together this evening a very good example of parliamentary work, and I thank you for that.
ParlaMint-FR_2019-10-09-O1017.u437	I put to the vote Amendment No. 1.
ParlaMint-FR_2019-10-09-O1017.u438	The result of the vote is as follows: Number of voters 169 Number of votes cast 162 Absolute majority 82 For adoption 139 Against 23
ParlaMint-FR_2019-10-09-O1017.u439	We have completed our review of the clauses of the bill.
ParlaMint-FR_2019-10-09-O1017.u440	In explanations of personal vote on the bill as a whole, Ms.Agnès Thill spoke.
ParlaMint-FR_2019-10-09-O1017.u441	The use of scheduled legislative time decided by the majority to have this text adopted quickly and quietly risks coming back to him like a boomerang. When one does not listen to the other – general states of bioethics, collective of the 2000 doctors, National Academy of Medicine, etc. –, this other one feels despised, dishonoured, non-existent, unrespected. You have consistently claimed a calm debate; But you did exactly the opposite. Do not imagine that such a lack of respect for the other will go unpunished in society. You are responsible, and you will only be able to blame yourself. You haven't answered any questions. Does any desire have a vocation to be satisfied? Is it a step forward to create situations where women alone raise a child? What about the father's usefulness? What about the sense of medicine? What about the reduction of man to his gametes, the dignity of man and procreation? Do we have to do everything we can? Does the embryo belong to us to the point where we can do what we want? What about freedom, human limits and the accompaniment of suffering? As far as surveys are concerned, what about the answers that are dictated by the questions? We must uphold the precautionary principle. I ask for caution when it comes to man; Should I ask the other way around? There are inconsistencies and paradoxes in your text. Mother-mother filiation removes all the roots of man. You refuse to hear those who have missed a father, those who are loved by their father, those who were saved by their father. This conquest of rights to the infinite satisfies personal interests, but never the best interests of the child are taken into consideration. [[Applause on a few benches of the LR group]] The National Assembly quietly enslave, a little more, the human to the technique. France, like so many other countries, does not have the resources to resist the mutation of medicine and the logic of production applied to humans. What makes tonight the pride of this assembly is likely to be a cause of great distress tomorrow.
ParlaMint-FR_2019-10-09-O1017.u442	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2019-10-09-O1017.u443	[[Applause on a few benches of the LR group]] I am sometimes a little ashamed to see how this House behaves when some Members speak.
ParlaMint-FR_2019-10-09-O1017.u444	Yes, it's shameful!
ParlaMint-FR_2019-10-09-O1017.u445	I will not go back to confiscating the debate to the detriment of non-attached Members. The use of scheduled legislative time, as you have decided, is a shame for the parliamentary debate.
ParlaMint-FR_2019-10-09-O1017.u446	Bravo!
ParlaMint-FR_2019-10-09-O1017.u447	But let's go: the French will judge. I therefore take these two minutes to stress once again the incoherence of your text. Despite all your assertions, this text effectively removes rights from some: it deprives a woman who gives birth of the right to be recognized naturally, as a result of her birth, as the mother of her child. From now on, it is a recognition in front of a notary that will make her become a mother. This text also removes the right of a child born in a couple of women or a woman alone to have a father. I understood, by listening to Mr. Touraine, that the right to have a father no longer existed. What a strange civilization you're preparing us for! A few questions – and not least – remain outstanding: in eighteen or twenty years, how will you prevent a child born to an LDC with a third-party donor, who will know the identity of his or her breeder, from bringing an appeal to the European Court of Human Rights so that he or she may be recognized as his or her father, in the name of the child's right to have a father and a mother? Since it is the parenting project and the parenting of intention that counts, how will you prevent the creation of multi-parent families tomorrow? Finally, how will you prevent GPA since the mother giving birth will no longer be specific, and since, in the name of equality, you will not be able to deny a couple of men access to the right to the child that you have granted to women's couples? [[Mrs. Agnes Thill applauds]] With this bill, you are giving a real blow to the family, to its landmarks and to those of the child, and I fear that Georges Bernanos' prediction will come true: our civilization is gradually evaporating its substance, and soon there will be nothing left but bark.
ParlaMint-FR_2019-10-09-O1017.u448	Mr Maxime Minot has the floor.
ParlaMint-FR_2019-10-09-O1017.u449	This is an opportunity for me to express my thanks again to my colleagues and to return to all those hours spent in committee and in the Chamber. For my part, I've been through some difficult times. I was attacked, especially on social networks, for the positions I was defending on these benches, on this side of the House. I would also like to thank all the Members, wherever they sit, who have given me their support. I reiterate my thanks to my political family, especially to the fine team – Xavier Breton, Patrick Hetzel, Thibault Bazin and all those who followed this work. My thanks go also to our staff for the help they have given us. Although I have had many complicated moments, and despite our differing opinions, they have always been there. Thank them for that. They were vigilant, they were able to weigh their words and allowed us to work in a serene climate. I'll never forget it. [[Applause on a few benches of the LR group]] I am proud to see this bill come to fruition, which I have supported from the beginning. We have finally achieved this, and it will bring happiness to many people.
ParlaMint-FR_2019-10-09-O1017.u450	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-09-O1017.u451	The House is empty, which is an opportunity to speak with sincerity and confidence. I was very sensitive to Maxime Minot's words. Such debates allow us to get to know each other better and to understand each other better. This was already the case in 2011. Unlike Charles de Courson, I did not know the debates of 2004 and 1994, but the quality of the discussions we had on this subject is nothing exceptional; Let's not over-evaluate her. I repeat, this was already the case in 2011; Nicolas Forissier could say that too. Nor should we forget that our debate has been marked by serious incidents. I am thinking in particular of the amendment which was adopted by the decision of President Ferrand alone, and which is causing a great deal of harm. It hurts the text, since, without having received the majority, it increases the scope of the concept of "parental project", from which many provisions of the text are constructed. Above all, it hurts our assembly. It is enough to hear how much our fellow citizens have been talking about this for three weeks. It is not just about bioethics, the Speaker of the Assembly or the majority; Even more so, it was our institution that was affected. Finally, the scheduled legislative time did not allow us to get to the bottom of all the debates. We had to save the subjects.
ParlaMint-FR_2019-10-09-O1017.u452	You couldn't handle your time!
ParlaMint-FR_2019-10-09-O1017.u453	If you had attended all the debates, Mr Le Gendre, you would know that we have supported more than half of our amendments by a simple "defended", whereas it is sometimes the repetition of the amendments, as we know, that obliges us to go to the end of our convictions and explain things. [[Emmanuelle Ménard applauds]] The scheduled legislative time has been difficult for our non-registered colleagues, but also for us, who have not been able to get to the bottom of the text. We will remember a debate to which everyone will have contributed with their convictions, listening and respecting – we were convinced that this would be the case – but which will have been marred by a few spots, including the adoption of the Ferrand amendment and the scheduled legislative time.
ParlaMint-FR_2019-10-09-O1017.u454	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-09-O1017.u455	As we come to the conclusion of this debate, I would like to reiterate once again that the current majority has taken on a heavy responsibility, that of combining two very heavy subjects of an extremely different nature, the extension of the LDC on the one hand, a societal issue, and bioethics on the other. Of the first four clauses of the bill, the debates were conducted correctly. But, as Xavier Breton has excellently pointed out, the system of scheduled legislative time has adversely affected the consideration of the rest of the text. On the many bioethics issues, we have shown that the red lines have been crossed many times, but we have not been able to address all the points that we would have wished to address calmly. I would remind you that we have not been able to defend all of our amendments, far from that – we will certainly invoke this problem in our appeal to the Constitutional Council. Some of us have been able to defend less than a quarter of the amendments they have tabled. It cannot therefore be said that the debate took place in good conditions. The Republican Group requested additional time, which was refused. The majority bears a heavy responsibility: alas, these debates on bioethics did not allow us to go to the bottom of things, nor to show that the red lines were crossed on many points.
ParlaMint-FR_2019-10-09-O1017.u456	That's not true!
ParlaMint-FR_2019-10-09-O1017.u457	[[Mrs Emmanuelle Ménard and Agnès Thill applaud]] Unfortunately, this text will lead to at least the so-called ethics. He's not up to what we could have done. The Government and its majority will be responsible to the French and French.
ParlaMint-FR_2019-10-09-O1017.u458	Mr Philippe Gosselin has the floor.
ParlaMint-FR_2019-10-09-O1017.u459	It is time for me to conclude this debate, at the risk of repeating the arguments of my colleagues, while perhaps slipping a note of hope for future debates. This text carries an original task, that of having involved issues of society – filiation, the possibility for a couple of women or a single woman to have a child – and issues of bioethics. You wanted to make it a text of equality. However, we have witnessed differences between the seal keeper and the Minister of Solidarity and Health. At some hearings, we were told of the law; at other hearings, of filiation; on the occasion of others, of equality. All of this has been somewhat clear, which has not been dealt with through short debates. Programmed legislative time is a trap: it is a "guillotine time". It has prevented us from addressing many subjects of real importance. While it was imperative to devote time to the first four articles, it would have been necessary to devote time to the following articles, which we were unable to do. Let us make it clear, regardless of our respective positions, that some of our debates have been indigent; They didn't live up to the stakes. Discussions on embryo research, pre-implantation diagnosis and so many other topics have sometimes been skewed to the benefit of more media or public opinion, which is of course also essential. [[Applause on a few benches of the LR group – Emmanuelle Ménard also applauds]] I would also like to acknowledge the respectful nature of the exchanges. However, we find that the fracture lines are there, extremely deep. Everything that makes the specificity of French bioethics laws, in particular the principles of dignity and unavailability of the human body, is breaking down.
ParlaMint-FR_2019-10-09-O1017.u460	Mrs Agnès Firmin Le Bodo, chairman of the special committee, has the floor.
ParlaMint-FR_2019-10-09-O1017.u461	After sixty hours of hearings, fifty hours of committee work and eighty hours of discussions in the Chamber, I think I can say, although some have rightly regretted the use of scheduled legislative time, which we have had ample time to debate. Everyone can honestly recognize it. Thank you for the quality of our discussions. We have worked hard, collectively, and we can congratulate ourselves on that. Both in substance and in form, although some debates were passionate, each respected the other's words and ideas. It was absolutely necessary for the fine democratic exercise that we have accomplished. [[Applause on the benches of the LaREM group]] As far as I can't tell you the meaning of my vote next Tuesday, I am doing so at this moment. A MODEM colleague felt that we were sometimes progressive, sometimes conservative. I see it as a fine compliment: it is proof that the text is completely balanced. That suits me very well, because I will keep from our debates both what is included in the bill and what is not included in it. It was also the quality of our discussions that led to this balanced text. For my part, I will vote for it, because I am both progressive and conservative.
ParlaMint-FR_2019-10-09-O1017.u462	Ladies and gentlemen, I recall that the Conference of Presidents decided that explanations of vote and the vote, by public vote, on the entire bill will take place on Tuesday, October 15, 2019, after questions to the Government and the eulogy of Patricia Gallerneau.
ParlaMint-FR_2019-10-09-O1017.u463	Next meeting, this morning, at nine o'clock: Discussion of the bill to act against domestic violence; Discussion of the proposed law on domestic violence and its impact on children.
