ParlaMint-FR_2019-02-14-O1149.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-14-O1149.u522	No, that's the next amendment!
ParlaMint-FR_2019-02-14-O1149.u523	So I only responded to previous interventions. I'm sorry! I thought you asked me to defend the next amendment at the same time.
ParlaMint-FR_2019-02-14-O1149.u524	You have tabled the Government's amendment No. 1152, which seeks to delete Article 5c; It's already huge!
ParlaMint-FR_2019-02-14-O1149.u525	I have before me a number of amendments to the additional article after Article 5c. On Amendment No 1058, I have a request from the Republicans and Socialists and related groups for a public vote. The vote is announced in the National Assembly. I have before me a number of amendments, Nos 1058, 706, 187 rectified, 298, 189, 712 and 756, which can be discussed jointly. Amendment No 1058 is the subject of several sub-amendments Nos. 1150, 1164, 1160, 1162, 1168, 1165, 1166, 1142, 1169, 1167, 1114, 1161, 1158, 1143 and 1159. Subamendments Nos. 1160, 1162 and 1168 are identical. The Minister has the floor to support Amendment No. 1058.
ParlaMint-FR_2019-02-14-O1149.u526	This amendment is very important and I thank Mrs Jacqueline Dubois for putting it in context a little earlier. It is in line with our debates, sometimes heated but often useful and constructive. We committed ourselves, as you remember, to organise a consultation from October to February in order, in a calm, constructive and above all thorough manner, to achieve real progress in the inclusive school. For this reason, we have listened to all the proposals that have been made by both the voluntary world and the national representation. Most recently, Christophe Bouillon's bill, passed unanimously by the National Assembly on January 31, 2019, made it possible to pass various provisions that we now want to incorporate into this bill. It is also proposed to include in this new chapter Articles 5b and 5c of Chapter III, as well as a new provision introducing the creation of localised inclusive accompanying poles – this is one of the conclusions of our consultation. Article 1 of this additional chapter details the provisions to strengthen the rights of pupils with disabilities and those of their accompanying students; from the beginning we have intimately linked these two subjects. For those accompanying students with disabilities, the provisions of Article 1 provide for their recruitment into a three-year CDD, renewable once, as well as the creation of an AESH reference in each department. We recently discussed this issue of AESH as a reference: this is a great step forward, and the consultation allowed us to reach this three-year contract, which was renewable once before it was converted into a CDI. This is a considerable step in the history of the AESH, I would like to stress it! Let's quickly remember what's going on. Since the 2005 Act and the entire disability policy of the 2000s, assistance contracts have been used mainly to support students with disabilities. The policy we have been pursuing since we arrived at the Government has been to voluntarily replace the AESHs with the aided contracts. This policy has both been hailed and caused frustration. Saluteed, because AESH's contract is considered to be more robust than the aided contract. Generating frustrations, because the duration of AESH's three-year contracts did not seem long enough. In addition, these contracts did not allow for full-time work and therefore to receive satisfactory remuneration for many of the players. The system at which we are able to anchor in the law the three-year duration of these contracts and allow us to recruit AESH in a much more systematic way before the start of the year. Instead of being recruited over the water and on the basis of precarious contracts, accompanying students with disabilities will be recruited upstream with security over three years, which opens up even stronger prospects for sustainability. This is obviously a major change and it is good to be able to put the foundations of it in the law. This subject has been a consensus within the framework of consultation, and I am sure the same will be true on these benches, since it is in line with the objective that we all share from the outset: to ensure the sustainability of staff. For the families of pupils with disabilities, this is also a step forward, as this will result in a much more favourable context for the organisation of training prior to the care of pupils. Article 1 also strengthens support by dedicating the role of the reference teacher, by providing for an interview between the family, the teacher and the AESH when the latter takes office, and by extending both the tasks of the school monitoring teams and their composition to a representative of the competent territorial authority where necessary. This provision echoes our discussions as we all want this meeting to take place as early as possible, before the start of the new year. We therefore devote this result of the consultation and the discussions that we have had: this is a very important progress. Article 1 also provides for the publication of a decree specifying the specifications of the content of the specific initial training concerning the care of children with disabilities. This new progress, which complements the previous ones, is qualitative in nature. It is very important to have a precise reference to what we want for the formation of the AESHs. We have all heard frequently, especially in recent times, criticism of the quality of training. It is not just a question of 60 hours: we must also ensure that this training is of high quality and takes place as upstream as possible. That is the purpose of this mechanism. Furthermore, the provisions of this article introduce the concept of inclusive school for students with special educational needs in the missions of the AEFE, the Agence pour l'enseignement français à l'étranger, and add to the criteria for the certification of French schools abroad the criterion of respect for the principle of inclusive school. This provision is important in itself, as French institutions abroad should benefit from the same progress. It is also important for what it means, since the existence of French institutions abroad is conditional on being an inclusive school. Thus, throughout France, the criterion of inclusive school will be part of the evaluation of schools and their educational project. Finally, Article 1 enshrines in the Education Code the creation of the localised inclusive support hubs – PIAL – that have been experienced since the start of 2018 in all academies. These centres will coordinate the human resources dedicated to the support of students with disabilities in public and private schools and institutions under contract. They therefore aim to better take account of special educational needs. This point, which complements the precedents, introduces a fundamental change in organization in national education. The reception of students with disabilities will be managed from the school. Yes, it is since the school that we must reason, which will allow us to adopt a pragmatic and effective vision not only of the allocation of human needs to students with disabilities, but also of the initial and in-service training of the staff concerned by these students – therefore, in principle, of all staff – as well as of all the policies that the school must carry out in order to be truly inclusive. You see, with all these provisions, we are changing our paradigm. Monday, I pleaded for an inclusive school public service; At the moment, we are integrating the logic of inclusive school into the way in which national education works. This is an essential step that I would like to stress, because we find it in all the areas I have mentioned. I recalled earlier the importance of recruiting AESHs in advance of the start of the school year. To this end, the Human Resources Directorates of the Rectorates will be responsible, in support of the institutions. The policies of initial and continuing training of rectorates will be affected by the inclusive school, even though we are talking about 80000 accompanying students. It is a mental and organizational revolution whose importance should not be underestimated. These very concrete measures, which will apply from the beginning of next year, will require strong adaptations, which we assume, and whose scope must not be ignored. Their goal is the interest of the student and his or her family. Their implementation has required and will still require significant technical work. It is his legal side that we present to you today. I believe it provides a coherent picture of the truly inclusive school we want. These decisions will have consequences on a thousand details. AESHs have often felt that they do not belong fully to the educational community and to the world of national education. Among other claims, they wanted to receive an e-mail address from national education. This will be a simple and concrete sign of our commitment. Article 2 provides for the recommendations of the National Observatory for the Safety and Accessibility of Educational Institutions to be taken into account by the deliberative assemblies of local authorities when constructing or rehabilitating schools. Again, this is an important element, like other provisions of the bill. We take into account the stakes of the school building. We hope that, in a partnership approach, the State and local authorities will change it by incorporating recommendations that will enable us to have a truly inclusive school in this area as well. Finally, article 3 provides for several editorial changes. As you can see, with this amendment, it is a whole chapter of the education code that finds its anchor. We are faithful to the commitments we have all made together for several months and to the idea of moving forward through consultation and debate. The latest bill on the subject has made it possible for us to move back into the text and, as promised, we are going further. [[Applause on the benches of the LaREM and MODEM groups]] We send a message of support and optimism both to students with disabilities and to their families by providing for very concrete measures and by launching a signal in the Education Code. The amendment, which I consider important, opens the way to other developments. This is a big step in the history of the advent of inclusive school in France.
ParlaMint-FR_2019-02-14-O1149.u527	You applaud the measures you rejected two weeks ago!
ParlaMint-FR_2019-02-14-O1149.u528	I call Mrs Jacqueline Dubois to support Amendment No. 1150.
ParlaMint-FR_2019-02-14-O1149.u529	As part of an inclusive school, in addition to parents and teachers, there are a variety of staff: AESH, medical and social professionals, specialized educators, speech therapists or psychologists. The purpose of this sub-amendment is to ensure that their expertise complements each other, as each contributes to the security and success of the training pathways of students with disabilities.
ParlaMint-FR_2019-02-14-O1149.u530	Mr Christophe Bouillon has the floor to support sub-amendment No. 1164.
ParlaMint-FR_2019-02-14-O1149.u531	The purpose of the sub-amendment is to delete paragraph 6. As you have pointed out, Minister, we all want the accompanying persons to play an essential role with children with disabilities, but under paragraph 6 they should also accompany the parents. It is best that they focus on their essential mission, namely the support of children. We must keep them within this scope of action if we want them to do a real job, especially since accompanying parents is a concept that is difficult to define precisely.
ParlaMint-FR_2019-02-14-O1149.u532	We come to the three identical sub-amendments, Nos. 1160, 1162 and 1168. On these sub-amendments, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. Mrs Constance Le Grip has the floor to support sub-amendment No. 1160.
ParlaMint-FR_2019-02-14-O1149.u533	Finally! Finally, in this debate, we will be able to return substantially and, I hope, at length, with as much attention as intensity, to inclusive school. The sub-amendment, of which Mr Pradie is the first signatory and which has been co-signed by many members of our group, who have been involved in these matters for months and are constantly making proposals, tends to delete paragraphs 10 and 11. Indeed, we want to avoid the creation of localised inclusive poles of action, which have been strongly criticized by AESH collectives. We share their concern and misunderstanding. Like them, we fear that these poles will allow for the forced mutualization of the AESH. The idea of pooling their expertise and action in clusters of activity can be understood in some cases. Sharing assistance can be indicated, if not preferable, for some students with disabilities. But we know from experience that many of these students are fragile, vulnerable and need individualised, long-term support. They must be accompanied by a person who gives them confidence, secures them and enables them to grow.
ParlaMint-FR_2019-02-14-O1149.u534	I call Mrs Sabine Rubin to support sub-amendment No 1162.
ParlaMint-FR_2019-02-14-O1149.u535	The sub-amendment is identical to the previous one, but in order to defend it, I will use other terms from the collectives. Colleagues, we are contesting the creation, through this text, of localized inclusive poles of accompaniment. On the one hand, the minister has recognized it himself, an experiment is under way, the results of which are to be expected. On the other hand, AESH's collectives are already concerned about the logic behind this measure: a "HR logic coupled with an accounting logic in the face of inflation of the need for accompaniment". The PIALs pave the way for a mutualisation of the AESHs, which does not meet the specific needs requiring individual support. You yourself, Minister, have spoken on two or three occasions about the personalization of the journeys, necessary for these young children. I stress, in passing, the cruel lack of structures adapted to each situation of disability: medical-educational institutes – EMI – which do not depend on you; therapeutic, educational and pedagogical institutes – ITEP –; local units for school inclusion – ULIS –; school integration classes – CLIS... Every young person with disabilities must be able to benefit from the links between the school system and more suitable structures. In addition, you have withdrawn from the bill the possibility for AESHs to benefit after six years from an indefinite contract. Several people have asked differently on the benches of this House that these staff be given a status in order to consolidate and enhance their work. You're doing the opposite! You automatically reduce it to six years. It's a way to pursue a low cost inclusion policy.
ParlaMint-FR_2019-02-14-O1149.u536	Mrs Beatrice Descamps has the floor to support sub-amendment No. 1168.
ParlaMint-FR_2019-02-14-O1149.u537	Minister, as we said in the general discussion and repeated a few minutes ago, we are pleased that you are taking this bill to reform school inclusion. In this amendment, we find certain provisions from the debates we have been conducting for several months, which attests to your ability to listen to the opposition. However, there is still a long way to go. I hope that the work will continue in one way or another on matters that I have dealt with in a number of amendments that are considered inadmissible. On the other hand, we are surprised by paragraph 11, which creates localized inclusive support hubs or PIALs. Too many questions remain, to which we have not received an answer. To that end, we would have liked to have received an opinion from the Council of State and an impact assessment. We propose the deletion of the paragraph, always in order to provide the best possible support and to approve any evolution and any progress, provided that it is assessed and its benefit is recognized.
ParlaMint-FR_2019-02-14-O1149.u538	Subamendments Nos. 1165 and 1166 may be presented in a consolidated format. Mr Christophe Bouillon has the floor to support them.
ParlaMint-FR_2019-02-14-O1149.u539	I do not resist the idea of reacting to the Government's amendment, which could be described as an amendment "for the balance of all accounts". Despite some progress, the account is not there if it is to guarantee parents whose children are disabled the right to a regular school year. You're telling us that you're afraid of creating an enforceable right. Families fear that the return to school will not be in good conditions.
ParlaMint-FR_2019-02-14-O1149.u540	That's right!
ParlaMint-FR_2019-02-14-O1149.u541	We are here to create not only rights, but also an obligation to achieve results. The account is not on the question of accompanying persons, whose number – you speak of 80000 people – will have to be specified. I heard you say on February 11 that you want to create a body. But if you build it in precarious condition, it will be at most a great sick body. You will therefore not achieve your objective: to make the profession of companion attractive. The account is not there either with regard to PIAL – on this point I agree with the colleagues who have just spoken. Experimentation has not been evaluated but should be evaluated before it is generalized. The account is also not relevant to the staffing issue. You know how important it is, however, since you have acted to reduce them to REP and REP +; They are particularly decisive when it comes to welcoming a student with a disability and accompanying him or her to a class with a high school or college, which obviously requires a change in the organisation of the courses. The account is still not there in terms of figures. We ourselves, like the Defender of Rights and several associations, have repeatedly called for figures on inclusive school, for greater transparency. These numbers, you say, exist. Still, they're hidden.
ParlaMint-FR_2019-02-14-O1149.u542	Thank you...
ParlaMint-FR_2019-02-14-O1149.u543	It is up to you to give them to us, Minister. We expect not only progress, but answers on many points. We therefore welcome the initiative taken by the Group of the Democratic and Republican Left to call for the establishment of a commission of inquiry, which will make it possible to clarify several points absent from the Government's amendment.
ParlaMint-FR_2019-02-14-O1149.u544	I call Mrs Cécile Rilhac to support sub-amendment No 1142.
ParlaMint-FR_2019-02-14-O1149.u545	Under this sub-amendment, a disability referent will be appointed by the head of school in secondary schools. He'll have a double role. On the one hand, as a member of the Health and Safety Committee of the local public educational institution, he will ensure the physical accessibility of the institution. On the other hand, and above all, it will ensure that educational content is accessible to students with special needs, such as the cultural, digital or drop-out references that already exist in the EPLE. This reference will therefore be the pedagogical expert in the field of adaptation, both material and pedagogical, to the very varied situations that teachers can encounter in their classroom when they welcome students with special needs. His appointment is necessary within the framework of the school of trust to facilitate the accompaniment of students with special needs. The support it will provide within the EPLE itself is also very much expected by families and teachers. One clarification: these referent teachers will have to receive a special mission allowance – IMP.
ParlaMint-FR_2019-02-14-O1149.u546	Mr Christophe Bouillon has the floor again to support both sub-amendments Nos. 1169 and 1167.
ParlaMint-FR_2019-02-14-O1149.u547	During the January 31 review of our bill for a truly inclusive school, as in the case of Aurélien Pradié four months ago, you referred us, minister, to the bill that we are discussing and to the famous concertation. On 11 February, the results of the various working groups were reported. You have told us several of their conclusions. But I understand that you are now talking about the end of March and the prospect of a major action plan. How is this all articulated? You have distinguished what falls under the legislative authority from what will result from decisions of the executive; We'd like to see more clearly. Indeed, your amendment does not provide an absolute guarantee that the return to school will be well. I repeat, our bill contained an essential provision, and we did not ask for the moon: if the families had filed the file with the CDMH five months before the start of the year, they would have had, no later than 45 days before the start of the year, the absolute guarantee that a companion would be assigned to them.
ParlaMint-FR_2019-02-14-O1149.u548	All right!
ParlaMint-FR_2019-02-14-O1149.u549	Excuse me for a minute. If we are not able to guarantee this, nothing else we are proposing will be credible. The associations of disabled persons and parents of pupils are waiting for us to guarantee them this right. You're afraid he'll become a third-party right? But it must be enforceable by the families: it is very much the least to send them this message!
ParlaMint-FR_2019-02-14-O1149.u550	All right!
ParlaMint-FR_2019-02-14-O1149.u551	I call Mrs Cécile Rilhac to support Amendment No. 1114.
ParlaMint-FR_2019-02-14-O1149.u552	The purpose is to oversee the appointment of HSEAs in several institutions. The fact of accompanying several children with different disabilities in remote institutions represents an additional amount of work for the AESH – an invisible job of consulting families, monitoring teams and teaching teams, training and adaptation that is necessary for the success of the students followed, not to mention the travel time between the various institutions. By this sub-amendment, I therefore ask that the AESHs should not be assigned to more than two establishments. This would be essential to the quality of the support of children as working conditions of the accompanying persons, and in line with the logic of the new public service specific to inclusive school. The proposed provision is designed by reference to the provision which applies to teachers, who may be appointed only in three institutions at most and are granted a discharge of at least one hour when these establishments are located in non-contiguous communes.
ParlaMint-FR_2019-02-14-O1149.u553	I have before me a sub-amendment No 1161. On this sub-amendment, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. Mr Frédéric Reiss has the floor to support it.
ParlaMint-FR_2019-02-14-O1149.u554	The discussion on the Government's amendment refers to a catch-up session after the grievous treatment of the Pradié bill, and then the little more satisfactory one of the Bouillon bill. A Cuckoo Strategy is now suspected, unless work on the inclusive school has made progress on the subject. You say you have made considerable progress, Minister; We fully agree, but we have the impression that the concertation leaves you in the middle of the ford. In fact, the AESHs now enjoy a specific status under which their contract is valid for a maximum of six years; By providing that they will now be recruited for a three-year period renewable once, nothing is changed, especially since this situation is currently the most widespread. Our sub-amendment therefore aims to make the scheme more flexible by making all the AESHs subject to the common law applicable to public service contractors. [[Applause on many benches in the LR group]] The Court of Auditors has denounced the opacity created by the multitude of existing statutes, an obstacle to good management. The transition to a new statute should therefore provide an opportunity for clarification. The AESHs must be directly dependent on the Ministry of National Education, which will also make it possible to remedy the lack of recognition that their lack of identification is fuelling today.
ParlaMint-FR_2019-02-14-O1149.u555	I call Mr Patrick Hetzel to support sub-amendment No. 1158.
ParlaMint-FR_2019-02-14-O1149.u556	Resuming a bill from the Assembly to make it an amendment by the Government so that it can claim paternity, that is, it is not respectful of Parliament. We listened carefully to the Government when considering the Pradie and Bouillon bills. His main argument was that it was absolutely necessary to wait for the conclusions of the consultation with all the stakeholders – parents, AESH, school principals, etc. And this objection to the adoption of opposition bills would no longer be for the Government itself? It's still curious! Moreover, to look more closely at the legislative translation of the measures advocated by the Government is similar to a very degraded version of the two bills. That's all for it! The AESHs were still discussing with the ministry in recent days; Clearly, the dialogue had not been completed. The device submitted to us would have deserved to be waited for it to be. Again, there is a real contradiction on the part of the Government. We are told of trust, trust, trust; In reality, the more time passes, the more mistrust, distrust and distrust can be observed.
ParlaMint-FR_2019-02-14-O1149.u557	All right!
ParlaMint-FR_2019-02-14-O1149.u558	Mrs Beatrice Descamps has the floor to support sub-amendment No. 1143.
ParlaMint-FR_2019-02-14-O1149.u559	The aim is to ensure that, when the CDMH indicates that a student is to receive material or human support, the student is assigned within one month of the notification.
ParlaMint-FR_2019-02-14-O1149.u560	I call Mr Patrick Hetzel to support sub-amendment No. 1159.
ParlaMint-FR_2019-02-14-O1149.u561	The provision it contains, resulting from the proposal for a law by Aurélien Pradié, aims to enable Parliament to play its full role in monitoring government action by ensuring that each student is well supported and that the means mobilized by the nation are appropriate to the needs. Our colleague Bouillon spoke about it a few moments ago: the difficulties of families who do not have AESH at the start of the school year show that the subject deserves more attention. In addition, the requested report would require the department to communicate the true figures to the national representation, rather than sticking to a unilateral vision promoted by communications operations rather than based on verified data.
ParlaMint-FR_2019-02-14-O1149.u562	Mr Christophe Bouillon has the floor to support Amendment No. 706.
ParlaMint-FR_2019-02-14-O1149.u563	I would like to read you an excerpt from a letter from the president of the APAJH federation, the association for adults and young people with disabilities, an old and important structure – it is today the second association dealing with disability in our country – whose seriousness is recognized by all. "A school of trust," he wrote, "cannot be conceived by continuing to have accompanying students with disabilities who are so poorly paid, so precarious. We ask for these companions, indispensable in the chain of compensation, full-time CDI, decent remuneration, a real degree course and attractive career prospects. We want the children and their families to be awarded their AESH even before the school year, to end the scandal of the students condemned to watch their comrades put on their backpacks to take back the way to school without them." I would add, in the spirit of our bill, that we cannot build a school of trust when more than 3,000 referent teachers – already too poorly trained – are lacking to follow the education of students with disabilities. In some academies, a referent teacher is sometimes forced to follow 250 to 300 cases! [[Applause on the SOC, FI and GDR benches]] That's the reality! You know her, and we ask you to hear the call of a great association. We continue to struggle to ensure that the provisions we propose are included in the law. This would be an excellent signal to those who have always been activists of the cause of disability and who are fully interested in the issue of school inclusion.
ParlaMint-FR_2019-02-14-O1149.u564	I call Mr Maxime Minot to support Amendment No. 187, as corrected.
ParlaMint-FR_2019-02-14-O1149.u565	Also taking a provision from our colleague Aurélien Pradié's bill, it provides for the creation of a "accompaniment to school inclusion" status. New accompanying staff should undergo training, and those already in exercise should be given recognition of their qualifications or validation of the experience gained. The current specific nature of the statute, which implies that the accompanying persons must complete two fixed-term contracts before they can obtain an indefinite contract, would be deleted. Accompaniees would now be recruited with an CDI, not a CDD. Finally, the amendment provides for the possibility for school inclusion helpers to accompany pupils during school outings.
ParlaMint-FR_2019-02-14-O1149.u566	Mr Aurélien Pradié has the floor to support Amendment No. 298.
ParlaMint-FR_2019-02-14-O1149.u567	[[Exclaims on the banks of the LaREM Group]] Although faced with a train problem that prevented me from coming earlier,...
ParlaMint-FR_2019-02-14-O1149.u568	So it's Monday afternoon?
ParlaMint-FR_2019-02-14-O1149.u569	...I was able to listen to the debate. I would now like to share with you an experience, with the hope of rescuing you something other than sarcasm. Today, I was on the ground – as is often to happen to you, Minister – specifically in Meaux, where I met with associations, visited several schools that cater to children with disabilities and participated in round tables with stakeholders in the sector. After that day in the field, meeting families, AESHs and teachers – your teachers, minister – I was able to measure the difference between the needs they express and the changes allowed by your little amendment. I tell you calmly: the ditch is abyssal! You claim to make substantial progress, but that is not the case. The recruitment of AESHs into three-year CSDs is a good example. With regard to other bodies of State, this morning the Secretary of State for Child Protection highlighted on a large radio station the problem of precariousness. With a bank, a three-year CSD has the same value as a one-year CSD – that is, it has none. This provision does not detract from the precarious status of HSAs. In reality, the problem lies not in the duration of the contract, but in its exit. The problem is job stability.
ParlaMint-FR_2019-02-14-O1149.u570	Yes, his gratitude.
ParlaMint-FR_2019-02-14-O1149.u571	You know that your proposal doesn't work out anything, minister. Moreover, you already have the possibility to extend the duration of these contracts from one to three years, by a simple circular. The law allows it. [[Applause on the benches of the LR, FI and GDR groups]] In conclusion, the deep disappointment of national representation, to which you have promised a great deal, and of families will have serious consequences.
ParlaMint-FR_2019-02-14-O1149.u572	Mrs Valérie Bazin-Malgras has the floor to support Amendment No. 189.
ParlaMint-FR_2019-02-14-O1149.u573	It tends to limit the precariousness suffered by the accompanying persons. In order to do so, it provides that all persons recruited on the basis of level V diplomas at least under the status of AESH – i.e. under a public law contract, and no longer under private law assisted contracts – will benefit from contracts of indefinite duration, not from fixed-term contracts. Thus, the AESH will no longer have to carry out two three-year CDS in order to be able to hope for a hypothetical CDI, as is the case today.
ParlaMint-FR_2019-02-14-O1149.u574	Mr Christophe Bouillon has the floor to support Amendment No. 712.
ParlaMint-FR_2019-02-14-O1149.u575	The discussion of my bill had led to an achievement, that of placing the accompanying person with the school monitoring team, so that he could fulfil his role by participating in all the steps surrounding the student with a disability. You have, on the other hand, rejected the idea of planning at least once a quarter a meeting between the different actors. As we regret this refusal, the aim of this amendment is to establish a regular framework for these meetings for the benefit of the various actors concerned.
ParlaMint-FR_2019-02-14-O1149.u576	Mr Aurélien Pradié has the floor to support Amendment No. 756.
ParlaMint-FR_2019-02-14-O1149.u577	Minister, this is now the end of the suspense. During the four-month review of the bill that we tabled, it was explained to us, with the brutality that we are used to, that the subject would be dealt with later. Then, during the examination of the bill tabled by our colleague Bouillon, you said in this rostrum, before the national representation – and therefore before all the families concerned – that we had to wait until the consultations were over before we could act. Once these were completed, you promised us significant progress in this rostrum, apart from the very ancillary ones that had already been announced. But there's not one new thing! Nothing! [[Protests on the benches of the LaREM group]] [[Same movements]] I might as well tell you, minister: four months ago, I absolutely did not trust you for the upcoming appointments. But, perhaps from the consideration of Bill Bouillon, or in similar circumstances, by hearing you say with confidence that strong action was going to be taken, I ended up believing it, because I thought you couldn't play with fire that way. I thought you couldn't promise so much to give so little. I'm talking to you brutally so you can't imagine for a second that you're gonna get away with it for so little. [[Applause on the benches of the LR, FI and GDR groups]] The question of disability deserves much more than DIY: it deserves a revolution and political courage that you desperately lack.
ParlaMint-FR_2019-02-14-O1149.u578	What is the Committee's opinion on the amendments under joint discussion and the sub-amendments?
ParlaMint-FR_2019-02-14-O1149.u579	My opinion is in favour of Amendment No 1058 by the Government. As regards the sub-amendments, my opinion is in favour of point 1150; against point 1164, which tends to delete paragraph 6 of the amendment; against 1160 and identical, which tend to delete subparagraphs 10 and 11; No 1165 submitted by Mr Bouillon; unfavourable on No 1166 of the same author. I call for the withdrawal of sub-amendment No 1142 tabled by Mrs Rilhac, because we are not in favour of a single person referring to disability. The principle of inclusive school implies that all teachers care about the inclusion of the pupils concerned. The committee is in favour of sub-amendments Nos 1169 and 1167 tabled by Mr Bouillon. On the other hand, it is against sub-amendments No 1114 tabled by Mrs Rilhac, No 1161 by Mr Pradié – which provides for the deletion of paragraphs 6 and 7 –, No 1158 by Mr Hetzel, which tends to delete paragraph 35, and No 1143 by Mrs Descamps. Finally, I am in favour of Mr Hetzel's sub-amendment No 1159 because, although we generally reject requests for reports to prevent inflation in this area, it must be recognised that the subject is of particular importance. My opinion is against Amendment No 706 by Mr Bouillon, because the Government's amendment adopts the provisions of the amendment in a similar manner. It is also against Amendments Nos 187 corrected, 298, 189, 712 – because the Government's amendment repeats, again, Mr Bouillon, the essential – and 756.
ParlaMint-FR_2019-02-14-O1149.u580	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u581	With regard to the sub-amendments, the Government is in favour of No. 1150, in favour of No. 1164 and No. 1160 and identical, in favour of No. 1165, in favour of Nos. 1166 and 1142, in favour of Nos. 1169 and 1167 and in favour of Nos. 1114, 1161, 1158 and 1143. He relied on the Assembly's wisdom for Subamendment No. 1159. The Government is also opposed to the adoption of Amendments Nos. 706, 187, 298, 189, 712 and 756. [[Mr. Alexandre Freschi applauds]] I would now like to respond to some of the comments that have been made. From 2005 to 2018 – I remember it well for sometimes being the actor – inclusive school policies were the subject of a national consensus. I would also like to pay tribute to the oppositions that, during this period, have accompanied the progress that governments are making. Have these progresses made it possible to quickly reach a perfect situation? Certainly not. While the efforts made since 2005 have led to great progress, very serious shortcomings have also persisted. This is the situation that we found when we arrived in 2017: the accompanying persons were all in a precarious situation and the system of assisted contracts was the only one available. [[Exclaims on the banks of the LR, FI and GDR groups]] Nevertheless, five years after the quinquennium, the oppositions accompanied the movement. They could see that the situation, although unsatisfactory, was marked by steady progress. However, this is no longer true since the end of last year, as the Government now faces the systematic opposition of some. I therefore call on everyone to be responsible, so that at least, by better-chosen terms, one can avoid burning up spirits. This government has the sad privilege of being confronted with oppositions that at all costs seek to describe its intentions for what they are not.
ParlaMint-FR_2019-02-14-O1149.u582	No!
ParlaMint-FR_2019-02-14-O1149.u583	That's the truth.
ParlaMint-FR_2019-02-14-O1149.u584	That's not true!
ParlaMint-FR_2019-02-14-O1149.u585	Allow me, Mr Pradie: I have let you speak, allow me to finish my remarks. I am speaking through you, ladies and gentlemen, to the families of students with disabilities. They were represented last Monday, when we returned the concertation "Together for inclusive school". But far from the dissatisfactions that some of you mentioned, I found, on the contrary, that they expressed a great deal of satisfaction. There is therefore no point in minimizing what we have just accomplished. However, I do not seek to present these results as a definitive outcome. Moreover, I have never done so: at the outset, we have indicated the need for a step-by-step approach. Mr. Pradie, you knew very well, when you tabled your bill, that the consultation would begin a few days later...
ParlaMint-FR_2019-02-14-O1149.u586	Good thing we dropped it off!
ParlaMint-FR_2019-02-14-O1149.u587	...and that there was no reason to cut the grassy wheat at the very moment when the seeds were planted. Many of your formulas are totally unwelcome and are intended to mislead public opinion.
ParlaMint-FR_2019-02-14-O1149.u588	Whether they're bad luck or not is not the point! You don't have to judge!
ParlaMint-FR_2019-02-14-O1149.u589	I repeat, consultation was planned long before the tabling of your bill, which was, in fact, not particularly avant-garde.
ParlaMint-FR_2019-02-14-O1149.u590	Yes!
ParlaMint-FR_2019-02-14-O1149.u591	We can do the analysis. In any event, the idea was to debate the subject for several months in order to achieve the result we achieved last Monday. I repeat that this one is not final. We proceed in stages, never losing sight of 2019. Thus, we do not take any delay. We're seriously preparing for this re-entry. It is always easy, especially if one sits in the opposition, to describe a wonderful world, which one curiously failed to make happen when one sat with the majority and which suddenly becomes an overriding necessity.
ParlaMint-FR_2019-02-14-O1149.u592	You've been Director General of School Education! You've known the house for a long time!
ParlaMint-FR_2019-02-14-O1149.u593	I understand the impatiences when they are legitimate. I understand that of the AESH collectives as that of the families of students with disabilities. I take the subject seriously enough, and I cannot let it be said that our achievements are small. As soon as a novelty arises, questions arise, which is quite legitimate. There are always concerns, such as those raised by the localized inclusive poles of accompaniment. I would like to recall that these poles were designed experimentally this year thanks to international comparisons which have shown that some countries succeed in organizing themselves in this way. Italy and Denmark, for example, do better than we do in this area, not because they devote more resources to it, but because they are better organized, pragmatically, on the ground. However, proposing the establishment of PIAL does not mean that we will generalise them in a uniform way tomorrow. This provision – like others in this bill – is a toolbox that will allow us to develop concrete solutions where they are appropriate. A second concern arises from the novelty. We say to ourselves – I have heard it –: "Is this not a way of not devoting more resources to it? Is this not a way to save money on students with disabilities? In response, I would like to quote a few figures. They're known. Do not act as if they were not, they are – and the establishment of a commission of inquiry into the profession of accompanying students with disabilities is a great pleasure to me, as it will bring about an effect of truth. We will create 12400 AESH positions in the coming year, which will replace the aided contracts. By 2020, we will have managed to generalize AESH's positions, eliminating aided contracts. Funding for disability under the 2019 Finance Bill amounts to €2.7 billion, an increase of 45% since 2016. These numbers are considerable! Of course, one can always try to portray things in grey for one's motivation, but if one loves the truth, then one has to look these numbers in the face. Considerable efforts are being made. On this and other matters, we do not serve the people concerned by cultivating a state of mind of controversy or pessimism.
ParlaMint-FR_2019-02-14-O1149.u594	Seriously?
ParlaMint-FR_2019-02-14-O1149.u595	We're not listening!
ParlaMint-FR_2019-02-14-O1149.u596	So we don't have the right to oppose any more?
