ParlaMint-FR_2019-02-14-O1150.u1	The meeting was suspended.
ParlaMint-FR_2019-02-14-O1150.u329	May I continue, Mr. Lambert? It is not a question of opposing regional languages to the French language, since the Constitution recognizes them all. Nevertheless, I believe that the defence of regional languages must be kept correct. That is the meaning of the decisions of the Constitutional Council. There is clearly a singularity of the French language. However, the demand for recognition of regional languages sometimes leads us to forget the need to defend it. Why do you do it? Because its use and control are threatened in many ways. It is always difficult to legitimize the defence of the mastery of the French language in legislation. Thus, in the last text on higher education that we examined, it was not possible to have this mastery recognized as one of the fundamentals, one of the prerequisites for access to higher education. [[Applause on several benches of the LR and LaREM groups]] Again, my aim is not to oppose regional languages, but to remind us that our common treasure is the French language and that we must tirelessly defend it. I hope that one day we will manage to give it legal status to prevent certain wanderings such as inclusive writing, of which you know how dangerous it is.
ParlaMint-FR_2019-02-14-O1150.u330	Mrs Michèle Victory has the floor.
ParlaMint-FR_2019-02-14-O1150.u331	It is difficult to clearly distinguish the objectives of Article 6. The existence of the EPLEI does not bother me in any way, even if one may wish to bring them more social mix. But is it our objective to promote the attractiveness of France or to develop the acquisition of modern languages, which is completely different? When you have been a language teacher, you know that one of the main difficulties of the student is the lack of confidence in his or her ability to develop something. This problem is often solved by immersion, which makes the culture of the other more acceptable than by self-confidence. It must be used in school, college and high school. The importance of the Erasmus programme and traineeships is considerable. Social equality will exist on the day when all colleges and lycées in France will be able to discharge staff to organize internships and immersion. Today, however, institutions find it more difficult than ever to have reference teachers, who are responsible for these matters. We must introduce Europe and allow our students to leave. It is sometimes questioned whether language teachers are more useful abroad, in immersion with their students, than in their classrooms. We need to think about it. If I am in favour of EPLEI, I repeat that we must define our objectives more clearly: is it a question of making France attractive, of creating social mix or of promoting language learning?
ParlaMint-FR_2019-02-14-O1150.u332	[[At 0.50 p.m., Ms. Annie Genevard replaces Mr. Marc Le Fur in the Chair]]
ParlaMint-FR_2019-02-14-O1150.u333	[[Smile]] President Marc Le Fur has the floor for a reply from the shepherd to the shepherdess.
ParlaMint-FR_2019-02-14-O1150.u334	Madam President, thank you for allowing me to speak. After Article 6, we will address the issue of regional languages. I would like to convince you all that this subject is passionate, because for many of us, these languages have rocked our childhood, they still lurk our daily lives and they have marked our families. This subject is passionate beyond the speakers who will speak in a few hours and far beyond those who speak these languages. It would be very wrong to limit the question to speakers alone. Regional languages belong to the heritage, even for those who do not. Let us not be opposed to false arguments! We do not blame the Republic, on the contrary: we express its diversity, which is a force. We do not threaten anyone and we defend French perhaps more strongly than others, because it is a language that unites us all. We need to make progress. I say this to everyone: this text may offer us the only opportunity to do so during this mandate.
ParlaMint-FR_2019-02-14-O1150.u335	That's right!
ParlaMint-FR_2019-02-14-O1150.u336	I insist that if we do not do so in a few hours, we will not do so until the end of the term of office. It must be clear to everyone. We have already made significant progress. A break occurred with the 2005 constitutional review and the introduction of article 75-1 into the Constitution. I took part, like others, which I am proud of. We have made progress in the Constitution, that is, at the top of the legal hierarchy. Now we have to do it in practice. For five years, little has happened. We have the opportunity to move forward, since the President of the Republic solemnly spoke on this issue on 21 June in Quimper. Such a place is not neutral in terms of languages. General de Gaulle had spoken fifty years ago in Saint-Corentin Square. [[Movements of impatience on the benches of the LaREM group]] The President of the current Republic said: "Regional languages play their part in the rooting of a region. We will persevere in their teaching. I do hope that we will do so and that we will decline the necessary progress. [[Applause on the benches of the LR and LT groups, as well as on several benches of the LaREM group]] I hope that, in the absence of unanimity, a large majority will emerge on this subject which is of interest to many people.
ParlaMint-FR_2019-02-14-O1150.u337	Mr Paul Molac has the floor.
ParlaMint-FR_2019-02-14-O1150.u338	"Go to horf zo dalc'het, med daved hoc'h nij va spered, Vel al labous, a denn askel, Nij indeed gaout e vreudeur a bell. These words were spoken by a President of the French Republic, who quoted verses from his great uncle, who spoke Breton fluently. This President is General de Gaulle.
ParlaMint-FR_2019-02-14-O1150.u339	And his uncle was called Charles de Gaulle, just like him.
ParlaMint-FR_2019-02-14-O1150.u340	He spoke these words when he came to Quimper. All languages are singular. When we talk about several of them, we know they're all special. They allow the same idea to be expressed differently, because each language has its own genius. French has its own, like the others. French is not the poor regional languages that could attack it. Besides, have they ever been able to? I don't think so. When you look at the past, you see their long erosion. The practice of Breton has been eliminated in Brittany, where French has gradually become established. The regional languages therefore do not threaten him. Those who are concerned about French – rightly – must fear only one language, the only one able to compete with it and replace it in the long term: English.
ParlaMint-FR_2019-02-14-O1150.u341	That's right.
ParlaMint-FR_2019-02-14-O1150.u342	I see some signs of it. I'm talking about French singers singing in English. I also note that the credits of certain French series which take place in France are as if by chance written in English. We wonder why! I distinguish many curious signs, which show the power of the English language. Contrary to what has been said, regional languages, if mentioned here or there, have no real status. The French language, on the other hand, has a real status. It even appears in the Constitution, which is quite a difference with others! I want to reassure everyone: bilingual children raised in Brittany or the Basque Country, who speak the regional language and French, are the ones who have the best results – in French! – reviews and evaluations. This shows that the different languages, far from competing, help each other to understand others. It's very important. I expect, of course, concrete progress for our regional languages, because UNESCO – the United Nations Educational, Scientific and Cultural Organization – considers all French languages – there are 72, including overseas languages – in great danger of extinction, except for two: French, of course,...
ParlaMint-FR_2019-02-14-O1150.u343	Thank you, Mr Molac.
ParlaMint-FR_2019-02-14-O1150.u344	[[Protests on several benches]] I'm finishing, Madam President.
ParlaMint-FR_2019-02-14-O1150.u345	Quickly, because you're already out of time!
ParlaMint-FR_2019-02-14-O1150.u346	French, I said, and Basque. [[Applause on the benches of the LT group, on a few benches of the LaREM group and on several benches of the LR group]] I will be defending, together with my colleagues, several amendments to this effect, some of which join the pact signed last Friday in Rennes by the Prime Minister.
ParlaMint-FR_2019-02-14-O1150.u347	Mrs Sarah El Haïry has the floor.
ParlaMint-FR_2019-02-14-O1150.u348	[[Applause on the banks of the MODEM group and on several benches of the LaREM and LR groups]] I would simply add to what my colleagues have said that the recognition of regional languages, the richness of our territories, an integral part of our cultural identity, is ultimately one of the vectors of the unity of our Republic. For while the only language in the Republic is certainly French, unity is stronger when we make our cultural heritage alive by making our regional languages live, by giving them a status and by making them accessible – because that is what it is – so that they can be taught, whether in Diwan schools, in our western territories, or elsewhere. Thus, it is by recognizing our history, that of our territories, of our regions, that we finally bring together all the French.
ParlaMint-FR_2019-02-14-O1150.u349	Further discussion was postponed until the next sitting.
ParlaMint-FR_2019-02-14-O1150.u350	Next meeting, this morning, at 9:30 a.m.: Further discussion of the bill for a school of trust. The meeting is adjourned.
