ParlaMint-FR_2019-02-11-O1143.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-11-O1143.u299	This also applies to the inclusion of private education in the school map. Dialogue, exchange and force of conviction seem to me to be more effective than coercion. I note, moreover, that this is a subject of regular dialogue between the State and representatives of private education, and that this dialogue has made real progress. I therefore count on the continuation of the dialogue rather than on coercion. I call for the continuation of partnerships and initiatives such as the one recently carried out in Haute-Garonne. I therefore agree with your objective but, as you understand, not with your method. Unfavorable opinion.
ParlaMint-FR_2019-02-11-O1143.u300	It would still be good to move on one day!
ParlaMint-FR_2019-02-11-O1143.u301	I have two identical amendments before me, Nos 180 and 270. I call Mr Claude de Ganay to support Amendment No. 180.
ParlaMint-FR_2019-02-11-O1143.u302	[[Mr Maxime Minot applauds]] In order to ensure true equality among all children in France, without distinction of any kind, schools must bear the values of inclusion, especially for children with disabilities. Therefore, it is proposed to include this value in Article L. 111-1 of the Education Code on the general principles of education.
ParlaMint-FR_2019-02-11-O1143.u303	Mr Gilles Lurton has the floor to support Amendment No. 270.
ParlaMint-FR_2019-02-11-O1143.u304	Mr. de Ganay has just defended an identical amendment to introduce the concept of disability and inclusion into the bill. Paragraph 5 of Article L. 111-1 of the Education Code would read as follows: "In order to guarantee this right with respect for equal opportunities, grants are granted to pupils and students according to their resources and merits. The distribution of the resources of the public education service takes account of the differences in the situation, particularly in economic and social matters, and of inclusion. »
ParlaMint-FR_2019-02-11-O1143.u305	What is the opinion of the committee?
ParlaMint-FR_2019-02-11-O1143.u306	You propose that the distribution of the means of the public education service should take into account the differences in the situation of pupils with regard to inclusion. These identical amendments are met by Article L. 112-1 of the Education Code, which states: "In order to fulfil its obligations under Articles L. 111-1 and L. 111-2, the public education service shall provide school, vocational or higher education for children, adolescents and adults with a disability or a disabling health disorder. In its areas of competence, the State shall provide the financial and human resources necessary for the regular schooling of children, adolescents and adults with disabilities. Unfavorable opinion.
ParlaMint-FR_2019-02-11-O1143.u307	I call Mrs Pau-Langevin to support Amendment No. 696.
ParlaMint-FR_2019-02-11-O1143.u308	With this amendment, we want to stress the need for an educational continuum in the education of young children aged 0-6. We have just advocated compulsory education from the age of three, but the Defender of Rights, in his 2018 report, stressed the usefulness of this continuum for children, calling for coordination between educational structures, be it nurseries, kindergartens or kindergartens, through the search for links between educational programmes and the joint training of professionals. The text before us proposes a step forward by referring to kindergartens. But it seems to me useful to recall the need for a satisfactory articulation between the various structures in charge of early childhood.
ParlaMint-FR_2019-02-11-O1143.u309	What is the opinion of the committee?
ParlaMint-FR_2019-02-11-O1143.u310	The educational continuum between 0 and 6 years of age, a subject that is of particular interest to me, is essential if we are to combat early inequalities and provide uninterrupted care for children and families throughout this period. The Government has taken note of this need: this continuum is already on the road map of several authorities responsible for the implementation of early childhood policy, such as the High Council for Children, Family and Age, which advocates this continuum, as well as the departmental plans for family services. Since this continuum has already been taken into account, your amendment is therefore largely satisfactory. On the other hand, it is probably too general in its formulation to be truly operational. Request for withdrawal or unfavorable notice.
ParlaMint-FR_2019-02-11-O1143.u311	What is the Government's opinion?
ParlaMint-FR_2019-02-11-O1143.u312	The spirit of this amendment is very important and I fully understand its inspiration. Together with the rapporteur, we had the opportunity, during the debate in committee, to tell you how crucial the issue for the 0-6 age group was. At the same time, when we referred earlier to compulsory education from three years ago, several Members pointed out that some countries that were doing well at school made education compulsory later. However, when we look at the reality of these countries, such as Estonia or Finland, we find that they have family structures to study, on the one hand, and, on the other hand, an early childhood organisation providing this continuum from 0 to 6 years. We must, with our French particularities, aim at this continuum. This is the work we do with Agnès Buzyn and the Secretary of State for Child Protection, Adrien Taquet. Our roadmap therefore clearly contains this dimension. For all the reasons put forward by the rapporteur and because he is satisfied, I am not in favour of this amendment. Work is done independently of the law. I therefore propose that you withdraw it, otherwise the opinion will be unfavourable.
ParlaMint-FR_2019-02-11-O1143.u313	Mrs Pau Langevin, do you withdraw this amendment?
ParlaMint-FR_2019-02-11-O1143.u314	I maintain it, because it has an incentive vocation.
ParlaMint-FR_2019-02-11-O1143.u315	I have before me a number of amendments, Nos 684, 198 and 117, which can be discussed jointly. I call Mr Maxime Minot to support Amendment No. 684.
ParlaMint-FR_2019-02-11-O1143.u316	The Declaration of Human and Citizen's Rights is France's pride. It is the foundation of our fundamental rights and freedoms and must be passed on to future generations for its spirit to continue. Similarly, our national anthem is part of our common heritage and contributes to the harmony between the citizens of our nation. This song, a symbol of the French Revolution, has been repeated in history on different continents by many revolutionaries. It is therefore essential that it be learned and sung from an early age. I know that these two basic texts are part of the apprenticeships, but we would like to make them mandatory. This is the subject of this amendment.
ParlaMint-FR_2019-02-11-O1143.u317	I call Mr Thibault Bazin to support Amendment No. 198.
ParlaMint-FR_2019-02-11-O1143.u318	In order to restore confidence in the school, without tackling today's problems – school violence, absenteeism, disability – the bill must carry the symbols of the Republic high and strong. To supplement my colleague Mr Minot's remarks, it must be noted that in too many establishments, communal attitudes, attacks on authority and demonstrations of rejection of the Republic are increasing. That is why strong measures are needed. The aim of this amendment is therefore to clarify in the Education Code that the Declaration of 26 August 1789 is present in all classes so that schoolchildren and students can permeate the values of this founding text, including respect.
ParlaMint-FR_2019-02-11-O1143.u319	Mrs Brigitte Kuster has the floor to support Amendment No. 117.
ParlaMint-FR_2019-02-11-O1143.u320	Defendant!
ParlaMint-FR_2019-02-11-O1143.u321	What is the opinion of the committee?
ParlaMint-FR_2019-02-11-O1143.u322	Article 111-1-1 of the Education Code states that "The Declaration of the Rights of the Human and the Citizen of 26 August 1789 is visible on the premises of [...] schools and institutions. Mr Bazin, you propose that this display be made "preferably in the classes", a formulation that seems ambiguous and unscriptural. As for the teaching of La Marseillaise, it is already on the elementary school curriculum. Unfavorable opinion.
ParlaMint-FR_2019-02-11-O1143.u323	Mrs Brigitte Kuster has the floor for a point of order.
ParlaMint-FR_2019-02-11-O1143.u324	It concerns the organization of our meeting. Apart from the fact that the order of the amendments communicated to us this afternoon has changed completely this evening, I do not understand why we are now talking about La Marseillaise when we have to talk about the uniform – that is why Maxime Minot was wrong earlier. We are discussing various amendments on the same subject, which is why I have defended Amendment No 117 by Mr Pauget. I myself have tabled Amendment No 173, which deals with the same subject and which is not in the joint debate. There will therefore be differentiated answers on the theme of teaching the national anthem. I do not understand the course of this session, which is quite illogical.
ParlaMint-FR_2019-02-11-O1143.u325	On the question of change in the order in which the amendments are presented, I can only answer you, Mrs Kuster. The amendments are what they are and we defend them in the order in which they come.
ParlaMint-FR_2019-02-11-O1143.u326	The meeting changed that order: it would be worth an explanation!
ParlaMint-FR_2019-02-11-O1143.u327	What is the Government's opinion on the amendments under joint discussion?
ParlaMint-FR_2019-02-11-O1143.u328	Marseillaise and the Declaration of Human and Citizen's Rights are two very important subjects. The teaching of La Marseillaise is included in the primary school curriculum, as the rapporteur pointed out. From the moment I was appointed, I emphasized the effectiveness of his teaching; In the annual benchmarks, we even specified which verses were to be taught in what years. This clear and clear evolution makes it possible to affirm the importance of the learning of La Marseillaise. In general, I am not in favour of imposing a display in the class. First, this could lead to inflation, as these two texts are not the only important ones. Then, the teacher must remain in charge of the teaching arrangements of his class. Does that mean that we underestimate the stakes? Certainly not, for the reasons I indicated earlier. It is clear that we must ensure that all students sing La Marseillaise at primary school and that all children are aware of the Declaration of Human and Citizen's Rights of 26 August 1789, which is displayed in all schools – we make sure. For these reasons, the opinion is unfavourable, but I would like to take this opportunity to recall the importance we attach to the effectiveness of their display, not in classes but in schools, as well as their learning, as we have already explained in various texts.
ParlaMint-FR_2019-02-11-O1143.u329	I call Mr Ciotti to support Amendment No. 102.
ParlaMint-FR_2019-02-11-O1143.u330	This amendment seeks to ensure that the French flag is installed in each class of each school in the Republic. After the attacks in our country between 7 and 9 January 2015, which had affected Charlie Hebdo, the Hyper Hider of Vincennes and led to the murder of a young police officer, the government of the time had opportunely demanded, in all the schools of the Republic, the observation of a minute of silence in memory of the victims of these attacks. More than 200 incidents had then been recorded – however, these figures have been deliberately reduced – marked by the refusal of students to observe this minute of silence. This refusal to adhere to the values of the Republic by students was a shock that we took in the face. The present legislative vector offers us today the opportunity to recall the strength and the preeminence of the values of the Republic. The school must transmit knowledge, of course, but also benchmarks and values. These values are first and foremost those of the Republic. We talked about La Marseillaise; We are now talking about the French flag. Today we must reaffirm the need to set on the way of the pupils of the school of the Republic, to erect dykes against the scourges that threaten them, in particular radicalism and Islamism. Adhering to the values of the Republic, making it love, making love the French flag and blackmailing La Marseillaise participate in this desire to restore, within the school of the Republic, the preeminence of the values that have made the strength and greatness of our nation.
ParlaMint-FR_2019-02-11-O1143.u331	What is the opinion of the committee?
ParlaMint-FR_2019-02-11-O1143.u332	We share your commitment to the values of the Republic and your willingness to pass them on throughout school. That has been said, La Marseillaise's words are taught at primary school and the education code already provides that the tricolor flag is affixed to the facade of each school. It does not seem to me absolutely necessary that this flag be present in each class in order to pass on to the students the values of the Republic. I believe that teachers are very committed to incorporating in their teaching the values of freedom, equality and fraternity of our Republic. Unfavorable opinion.
ParlaMint-FR_2019-02-11-O1143.u333	What is the Government's opinion?
ParlaMint-FR_2019-02-11-O1143.u334	This is an extremely important subject, as are all the subjects of this series of amendments. Indeed, the school does not only transmit knowledge, it also transmits values. The school trains future citizens, and this goes through the programmes of moral and civic education, at the very centre of which, more than ever, national emblems and knowledge of the national anthem find their place. That children know the Declaration of Human Rights, that they sing La Marseillaise and that the flag is present in the school is therefore a fundamental objective. As you know, the Education Code already provides for each of these elements at the school level. You propose that they be present at the class level from now on. I am not saying that this is an absurd proposal, but I do not think it is desirable to increase the number of displays in the classroom for obvious practical reasons. On the other hand, we must strive to ensure that students acquire a true knowledge of these elements. However, this does not depend so much on a presence in the classroom as on the curricula and continuing training of teachers, and quite simply on the fact that the inspectors of national education ensure the effectiveness of these apprenticeships. That is exactly the meaning of the instructions I have been able to give since I was in the ministry, in the continuity of the important steps taken during the previous two quinquennats. I have deepened this path, particularly through the annual benchmarks that we have set for primary school. I would therefore say wisdom, because we may have different convictions on this issue. For me, the heart of the question is not whether the flag should be in school or in class. On the other hand – and this is also a commitment I am making to national representation – the effectiveness of the knowledge of the national anthem, the presence of the flag and the knowledge of the Declaration of Human and Citizen Rights is a priority for my ministry.
ParlaMint-FR_2019-02-11-O1143.u335	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-11-O1143.u336	Thank you for that clarification, Minister. We have already had this debate, particularly at the time of the Peillon Act, and it comes back fairly regularly when it comes to school, both the emblems of the flag and the national anthem are important. It is clear that, at some point in time, a certain formalism, which implies a physical presence, is needed on this subject. Of course, there is a symbolic dimension, but there is also, beyond that, a pedagogical dimension, as you know well. That is why we believe it is important that the triptych Declaration of Human Rights-National Flag-Anthem be taken into account not only by the institution but also physically present in schools. This is not unattainable: you have the possibility at any time to under-amend our proposal, for example by providing for a deadline. We're completely open to it. Closing the door would be a bad policy. It would be a procrastination that we would find difficult to understand.
ParlaMint-FR_2019-02-11-O1143.u337	Mrs Michèle Victory has the floor.
ParlaMint-FR_2019-02-11-O1143.u338	We can always consider that it is enough to display these symbols for things to move forward, but the difficulty is to make sure that students – and adults as well – really appropriate these values of secularism, these values of the Republic. Displaying in schools is not enough – it is already widely done, by the way. What works, on the other hand, is when, through cultural practices often, young people work on these values with their teachers, they decorate them, reshape them in their own way, digest them, so to speak, and really understand them, and they do something about them. It cannot be considered that it is enough to say things for them to work. For this living-together to really work, for the values of the Republic to be understood and accepted, young people need to understand that they can live together and that they do not exclude them. It is really a big job that has to be done with the teachers, starting from the concrete and actions often linked, I repeat, to the artistic practices, which really help the young people to distance themselves while hearing what is happening around them. It's very important.
ParlaMint-FR_2019-02-11-O1143.u339	Mr M'jid El Guerrab has the floor.
ParlaMint-FR_2019-02-11-O1143.u340	For once, I agree with an amendment tabled by my colleagues opposite! We have a network of 500 French high schools around the world. The farther we are from France, the more we have it in our hearts. French students account for about 30% of the workforce in our network; 60-70% are not French, yet they have France at their heart. [[Applause on the benches of the LR group]] We must not be ashamed to have the emblems of the Republic, of France, the tricolor flag in our classes. You have to be proud of it.
ParlaMint-FR_2019-02-11-O1143.u341	Mr Philippe Folliot has the floor.
ParlaMint-FR_2019-02-11-O1143.u342	On this subject, in the line of what the minister has just said, we should be able to have a position of wisdom. Let us find ways to agree on an amendment that national representation would unanimously bring, because we can only agree to gather behind these essential symbols, namely the flag, the Declaration of Human Rights and La Marseillaise! In the Children's Parliament, are we not all going to speak to the classes to explain what we are doing as legislators? Aren't we all very committed to defending the notions of civic education and education? If I had a proposal for you, Madam President, it would be to suspend the sitting for a few seconds, to allow the rapporteur, the minister and the authors of the amendment to propose a text that becomes a unanimous message that we can carry collectively.
ParlaMint-FR_2019-02-11-O1143.u343	Mr Freschi, you have the delegation for your group. Are you asking for a session suspension?
ParlaMint-FR_2019-02-11-O1143.u344	Yes.
ParlaMint-FR_2019-02-11-O1143.u345	The meeting was suspended.
ParlaMint-FR_2019-02-11-O1143.u346	The meeting was resumed. The president of the Committee on Cultural Affairs and Education has the floor.
ParlaMint-FR_2019-02-11-O1143.u347	[[Protests on the benches of the LR group]] I ask for a brief suspension of the sitting.
ParlaMint-FR_2019-02-11-O1143.u348	The suspension is on its own right. I'm suspending the session for a minute.
ParlaMint-FR_2019-02-11-O1143.u349	The meeting was resumed. This is reflected in the proposals made by the Government, with the approval of the first signatory of Amendment No 102. For your approval, Amendment No 102, now corrected, reads as follows: "The presence of the national emblem of the French Republic, the tricolor flag, blue, white, red, of the European flag and the words of the chorus of the national anthem is compulsory in each of the classrooms of the first and second degree establishments, public or private under contract. »
ParlaMint-FR_2019-02-11-O1143.u350	Who's gonna pay for this?
ParlaMint-FR_2019-02-11-O1143.u351	You're gonna have to call for tenders?
ParlaMint-FR_2019-02-11-O1143.u352	Flag manufacturers have beautiful days ahead of them!
ParlaMint-FR_2019-02-11-O1143.u353	What do you want, Mr. Lurton?
ParlaMint-FR_2019-02-11-O1143.u354	The Malouin flag!
ParlaMint-FR_2019-02-11-O1143.u355	The Provençal flag!
ParlaMint-FR_2019-02-11-O1143.u356	The Minister has the floor.
ParlaMint-FR_2019-02-11-O1143.u357	It is important to continue to play the game of openness to parliamentary debate. You have made proposals; they are taken into account. We must succeed in showing that all the elements that we want to pass through moral and civic education are present – hence the affirmation of the presence of the French flag, the European flag and the national anthem. The implementation of this measure does not seem to me to pose any particular difficulties. The Ministry of National Education was able to have the Declaration of the Rights of Man and the Citizen printed for all the schools in France and will undoubtedly be able to do the same for a poster showing two flags and the words of the chorus of La Marseillaise, for a completely assumed cost. It will be an opportunity for me to draw attention in a circular to the need to respect the code of education in what he already says about the fact that the French flag, the European flag and the motto of the French Republic must be on the front page of all schools, colleges and high schools in our country, which is not always what can be seen on the ground – I often ask that the necessary be done. [[Applause on the benches of the LaREM group]] The amendment that we are proposing makes it possible to recall these basic elements, which we find in all countries without even having to debate, as it is natural that the flag of the country, the flag of the European Union for the countries concerned and the national anthem be present in each class. For our country, this measure seems to me to be educational progress, if only for the learning of the national anthem.
ParlaMint-FR_2019-02-11-O1143.u358	Mr Ciotti, do you validate the correction to your amendment?
ParlaMint-FR_2019-02-11-O1143.u359	[[Applause on the benches of the LR group. – Mrs Aurore Bergé also applauds]] Of course, Madam President, and I believe that we will do useful work this evening by highlighting the importance of the values of the Republic within each class of the Republic. My amendment, as corrected, seems to me to be an important step forward, which I hope we will now devote by voting unanimously in order to mark the importance of adherence to the values of the Republic, whatever the circumstances, and to ensure that every pupil is a citizen of this Republic.
ParlaMint-FR_2019-02-11-O1143.u360	Mrs Nadia Essayan has the floor.
ParlaMint-FR_2019-02-11-O1143.u361	There are countries where the flag is respected out of fear, not out of conviction. That is not what we want for our country and for our children. Children and young people will love their flag and France when they understand its values. They will love them when they are successful and take their place in their own homeland, not just because the flag has been placed in all classrooms.
ParlaMint-FR_2019-02-11-O1143.u362	All right!
ParlaMint-FR_2019-02-11-O1143.u363	I attended a French-language education in Côte d'Ivoire, Morocco and Lebanon, and I loved France through the teaching I received, because I was passed on a culture, a vision of humanity, the love of art. I was told about a varied geography and a temperate climate, about freedom that emanated from life in society. I loved France well before I knew by heart the words of La Marseillaise, because my teachers loved her and presented her to us as a treasure, and because I had sufficient knowledge of the language that allowed me to receive all this, in a sufficiently open environment. [[Applause on the MODEM benches and on several SOC and GDR benches]] Of course we must know the words of La Marseillaise – to deepen knowledge of them with pedagogy is indispensable – and to respect the flag. However, we should not believe that this is a magic key that will make it possible to establish the bond of trust and love between children and their country, to make each of them understand that there is all their place, and to convince them to take it.
ParlaMint-FR_2019-02-11-O1143.u364	[[Protests on the SOC, FI and GDR benches]] Before we proceed to the vote, I give the floor to Mrs Aurore Bergé. I remind you that I do not have to give the floor to all the groups, ladies and gentlemen. We will have heard one speaker against and one speaker in favour, and we will be able to vote!
ParlaMint-FR_2019-02-11-O1143.u365	I never said I was against it, Madam President!
ParlaMint-FR_2019-02-11-O1143.u366	It's not normal! On a measure of such importance, we must be able to express ourselves!
ParlaMint-FR_2019-02-11-O1143.u367	[[Applause on several benches of the LaREM group]] No one here claims that the mere display in a class of the French flag, the European flag and the national anthem will suffice for us all to adhere to the values of the Republic: we know that it is a work of every day that we will have to accomplish. However, allowing this display within each of our classes will only do our Republic good. When we see that still today the trees planted in tribute to Ilan Halimi have been sawn, which represents an attack on an extremely important symbol and, therefore, on our common good and on the Republic itself, remembering our values, our attachment to the Republic, the tricolor flag, European values and our national anthem can only be a benefit to all our schoolchildren.
ParlaMint-FR_2019-02-11-O1143.u368	[[Protests on the SOC, FI and GDR benches]] I shall therefore put to the vote Amendment No 102, as corrected, which has received a favourable opinion from the Government.
ParlaMint-FR_2019-02-11-O1143.u369	No!
ParlaMint-FR_2019-02-11-O1143.u370	Call the rules!
ParlaMint-FR_2019-02-11-O1143.u371	Mrs Pau-Langevin has the floor for a point of order.
ParlaMint-FR_2019-02-11-O1143.u372	[[Applause on the SOC benches]] Madam President, we are currently discussing an extremely important point in the text, since it is a question of whether we are going to display the French and European flags, as well as the text of the national anthem, in each class. In these circumstances, it seems to me quite abnormal that we do not have the opportunity to explain our vote. We are all attached to the symbols I have mentioned and, therefore, we should not be able to interpret the various votes on the proposed measure as indications that would indicate who would be more or less attached to the Republic and its symbols. It is therefore not normal for us to vote as you have just done, Madam President!
ParlaMint-FR_2019-02-11-O1143.u373	Of course!
ParlaMint-FR_2019-02-11-O1143.u374	Madam Member, there was a long suspension of sitting, during which we deliberated...
ParlaMint-FR_2019-02-11-O1143.u375	There may have been a suspension, but we were not invited to take part in the deliberation! This suspension, we've only been going through it!
ParlaMint-FR_2019-02-11-O1143.u376	... and the statements were made in due course before we proceeded to the vote.
ParlaMint-FR_2019-02-11-O1143.u377	The rapporteur has not given her opinion!
ParlaMint-FR_2019-02-11-O1143.u378	Mr Michel Larive has the floor for a point of order.
ParlaMint-FR_2019-02-11-O1143.u379	I would point out that the debate is obviously not intended to take place during the suspensions, but during the sitting itself. You told us that, on such a serious matter, we would have the floor, Madam President, but you finally chose not to respect the plurality of expressions, which I deplore: that is not how the debate should take place.
ParlaMint-FR_2019-02-11-O1143.u380	Mrs Elsa Faucillon has the floor for a point of order.
ParlaMint-FR_2019-02-11-O1143.u381	Madam Chair, I ask for a suspension of the sitting.
ParlaMint-FR_2019-02-11-O1143.u382	The meeting was suspended.
ParlaMint-FR_2019-02-11-O1143.u383	The meeting was resumed. Ladies and gentlemen, the vote has taken place and we will not come back to it. In order to appease the spirits, I will allow a few speeches, without however going up to one per group. Mrs. George Pau-Langevin has the floor.
ParlaMint-FR_2019-02-11-O1143.u384	I find it regrettable that, on the initiative of our colleague, who wanted to arrive at a common text, we find ourselves in a paradoxical situation, since we have been prevented from speaking on such an important subject – I say "prohibited", since we have not been able to speak before the vote! When deciding whether the French flag, the European flag, the Declaration of Human Rights, the founding texts and the words of the national anthem are to be displayed in each class, it is nevertheless essential to be able to explain why we vote for or against such a measure. [["It's a poster! » on the benches of the LR group]] The debate seems all the more surreal to me because our group has, in its time, ensured that the Declaration of Human Rights and the Charter of Secularism are displayed in schools: it is therefore obvious that we are not opposed to the fact that the symbols of the Republic are present in schools. In our view, the problem is that this may represent a degree of distrust for teachers, who, in principle, have to teach children the symbols of the Republic. I have visited a large number of classes, and I can tell you that most of them are personalized by the teacher. It is a sign of distrust towards teachers! It won't make any progress!
ParlaMint-FR_2019-02-11-O1143.u385	So assume your position!
ParlaMint-FR_2019-02-11-O1143.u386	This amendment is part of those provisions which are voted to please one or the other but which are of no use!
ParlaMint-FR_2019-02-11-O1143.u387	Thank you, Madam Member, so you could express your opinion.
ParlaMint-FR_2019-02-11-O1143.u388	It's a long time.
ParlaMint-FR_2019-02-11-O1143.u389	Mr Michel Larive has the floor.
ParlaMint-FR_2019-02-11-O1143.u390	I will not go back to the incident, except to say that we were prevented from expressing ourselves in the allotted time. The rights of the opposition have been violated. We are debating the presence of flags in classes. For me, the school of the Republic is part of the philosophy of the Enlightenment, universalism, respect for others, regardless of their origin or nationality. The values taught at school are inspired by our motto, "Freedom-Equality-Fraternity". Our motto, as the minister rightly pointed out, is inscribed on the pediment of all public schools, the flags float in front of their facades. It seems to me that's enough. Children have the opportunity to discover these flags in all public institutions, especially at the entrance to their school. I don't think it's necessary to display them in the classrooms as well.
ParlaMint-FR_2019-02-11-O1143.u391	Are you afraid to shock?
ParlaMint-FR_2019-02-11-O1143.u392	We all respect our homeland, I first, but without going as far as nationalism. Do you understand me? Schools are not barracks.
ParlaMint-FR_2019-02-11-O1143.u393	So the tricolor flag is nationalism?
ParlaMint-FR_2019-02-11-O1143.u394	[[Applause on the SOC benches. – Exclaims on the benches of the LR group]] I would understand the meaning of this measure for barracks, but we are talking about schools, where the sense of openness to each other must be taught. I'm Saint-Exupéry, you see.
ParlaMint-FR_2019-02-11-O1143.u395	Mrs Elsa Faucillon has the floor.
ParlaMint-FR_2019-02-11-O1143.u396	It seems to me that we can still go back to the course of this vote. Madam President, your neutrality imposes...
ParlaMint-FR_2019-02-11-O1143.u397	I do not allow you to question the presidency! I have given you the floor, speak on the corrected amendment.
ParlaMint-FR_2019-02-11-O1143.u398	[[Applause on the benches of the LaREM, MODEM, UDI-Agir, SOC and FI groups]] Let me finish. I ask that a second debate be held at the end of the examination of the text, because I am contesting the conduct of the vote. The opposition between the left and the right will not have escaped you, as no member of the left-wing groups was able to speak about this amendment. The rapporteur was not even able to give her opinion either! The vote took place in the hustle and bustle, while everyone questioned its progress. That is why this vote seems to me to be overtaken and a second debate is required. As for the background, let us not pretend that those who would be against the flags and La Marseillaise and those who would be against them would be opposed here. I will not remind you of the history of our country and of the Revolution and the reasons why some people are on the left of this House, and others on the right. On the other hand, the current context has given rise to an opposition between an identity crisis and a crisis of equality. In this case, we are facing a crisis of equality and not an identity crisis.
ParlaMint-FR_2019-02-11-O1143.u399	All right!
ParlaMint-FR_2019-02-11-O1143.u400	Those who have tried to oppose equality to identity lead us right into the wall. Moreover, it is not insignificant that those who have fomented the debate on identity should be the same people who are proposing this amendment tonight. There is no consensus on the issue. [[Exclaims on the benches of the LR group]] I am not ashamed to say that I strongly oppose this amendment, which does not make me an anti-flag or anti-Marseillaise, an anthem that I sing when I choose it. I do not accept that an opposition to this amendment should be interpreted as an opposition to the values of the Republic. On the other hand, tonight's reactions show that it is the message that will be sent to schools.
ParlaMint-FR_2019-02-11-O1143.u401	The Minister has the floor.
ParlaMint-FR_2019-02-11-O1143.u402	I'd like to leave tonight on a calm note. All we're talking about is consecrated things. The French and European flags are already floating on the frontons of schools, so it is not new to promote the presence of these flags in school buildings. As for La Marseillaise, it was already included in previous programmes and all children have to learn it. This measure is a logical development of elements of moral and civic education, consecrated and indisputable. You yourself said: who could oppose the French flag, the European flag and La Marseillaise? That would be unimaginable. From a practical point of view, the ministry has been able to edit, as Mrs Pau-Langevin recalled, documents of this type in the past – I am thinking of the Charter of secularism, whose display in all school buildings is generally respected. This measure is not an innovation, but a realization of the display of certain texts that we want to make sure they are well known to students. That ambition should bring us together. The vote probably took place too quickly, perhaps because of the late hour. It would be a shame if this incident would lead to a cleavage between us while the hymn and flags are at the heart of national unity. [[Applause on the benches of the LaREM group]] I understand each other's arguments but take this step as a natural consequence of certain provisions in the National Education Code.
ParlaMint-FR_2019-02-11-O1143.u403	In kindergarten, the words of La Marseillaise will make a strange effect!
ParlaMint-FR_2019-02-11-O1143.u404	The president of the Committee on Cultural Affairs and Education has the floor.
ParlaMint-FR_2019-02-11-O1143.u405	Let us agree that not everyone was able to speak because of unfortunate conditions. Perhaps the late hour was the reason, so I will ask you, Madam President, for a second debate under Rule 101 of the Rules of Procedure on this amendment.
ParlaMint-FR_2019-02-11-O1143.u406	It can only take place at the end of the text.
ParlaMint-FR_2019-02-11-O1143.u407	[[Applause on the benches of the LaREM, MODEM, UDI-Agir, SOC, FI and GDR groups]] That's right! I am asking for this, however, because on this amendment we need to exchange calmly.
ParlaMint-FR_2019-02-11-O1143.u408	Yes, let's talk!
ParlaMint-FR_2019-02-11-O1143.u409	It is essential that we can discuss this issue.
ParlaMint-FR_2019-02-11-O1143.u410	The second deliberation will take place only at the end of the text. She's right. Let us remember, however, that those who wanted to express themselves did. The principle is not that all Members speak on each amendment.
ParlaMint-FR_2019-02-11-O1143.u411	Next meeting, this afternoon, at 3 p.m.: Questions to the Government; Continuation of the bill for a school of trust. The meeting is adjourned.
