ParlaMint-FR_2019-12-19-O1111.u1	The meeting was suspended.
ParlaMint-FR_2019-12-19-O1111.u280	All right!
ParlaMint-FR_2019-12-19-O1111.u281	I call Mrs Pompili to support Amendment No. 2264.
ParlaMint-FR_2019-12-19-O1111.u282	I would remind you, ladies and gentlemen, that a fact-finding mission on the management of conflicts of use in situations of water scarcity has been launched by the Committee on Sustainable Development. His work is under way. I invite all those who wish to do so to bring their stone. The mission addresses the subject in substance, not, as we have just done, in a related way. This amendment is, if I may say so, a warning or appointment amendment. I am aware that he would have more of his place in a finance bill. Nevertheless, it deals with an important subject, which I wanted to address today. By this amendment, we call for the creation of a levy, based on the polluter pays principle, to be paid by companies that manufacture products whose use results in the release of micro-pollutants into water. I am thinking of medicines – rejected through urine –, cleaning products, hygiene products and cosmetics. The presence of these micropollutants makes water treatment very complicated and costly. Even at a very low concentration, they have a very negative impact on water and aquatic environments – rivers and oceans, fauna and flora. We therefore find it justified that the market makers concerned should finance part of the costs of water pollution abatement. [[Yolaine de Courson applauds]] This fee and its eco-modulation would encourage producers to design cleaner products. The revenue would go to the water agencies or be returned to the state budget under the famous "coating ceiling". They would help to develop clean-up or awareness-raising activities on water issues.
ParlaMint-FR_2019-12-19-O1111.u283	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u284	I am personally in favour of this amendment. I myself had tabled an amendment along the same lines, but I withdrew it, because it was, in fact, part of a finance bill. We need to take up the issue of new pollutants in water with arms-to-body. You have to make an appointment. I would point out that the committee did not have time to examine this amendment, nor did it have time for mine. I would like to ask for the withdrawal, but I suggest listening to the arguments of the Secretary of State, to whom I will be attentive.
ParlaMint-FR_2019-12-19-O1111.u285	For the sake of clarity of the debate, Madam rapporteur, you are issuing a favourable opinion, you are relying on the wisdom of the House or are you asking for the amendment to be withdrawn?
ParlaMint-FR_2019-12-19-O1111.u286	I'm asking for it to be withdrawn.
ParlaMint-FR_2019-12-19-O1111.u287	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u288	First of all, I thank you for the intense discussions we have had on this subject, Madam President.
ParlaMint-FR_2019-12-19-O1111.u289	Was this pre-requisite really necessary?
ParlaMint-FR_2019-12-19-O1111.u290	When it starts like this...
ParlaMint-FR_2019-12-19-O1111.u291	[["Oh! » and whispers on the benches of the SOC, LR and UDI-Agir groups]] [[Same movements]] Mr Garot, the world is divided into two: there are those who are loyal and sincere, who go to the end of their commitments and give thanks, and the others. At some point, I'm saying things!
ParlaMint-FR_2019-12-19-O1111.u292	Please, ladies and gentlemen!
ParlaMint-FR_2019-12-19-O1111.u293	Madam President, the rapporteur, I know that you have done a great deal of work on these issues. I know your commitment to preserving biodiversity. However, as you pointed out, this discussion must take place during the consideration of the finance bill. In addition, the plate you propose goes beyond drugs and cosmetics. It is not in line with the recommendations of the Constitutional Council, which calls for a tax base to be determined on the basis of simple evidence. Therefore, the collection of the tax would be particularly complicated and costly. A more detailed analysis of the feasibility of the proposed fee should be carried out and discussed during the review of the draft finance bill. I would like to point out that a working group on fees paid to water agencies has been mandated by the Ministry of Ecological and Solidarity Transition. He is co-chaired by Christophe Jerretie, MP for Corrèze, and Alain Richard, senator you know well. His work began in mid-November. Your proposal is interesting and can be studied in this context. We need to work on it longer. However, I know how much you have militated and studied these issues.
ParlaMint-FR_2019-12-19-O1111.u294	Mrs Sophie Auconia has the floor.
ParlaMint-FR_2019-12-19-O1111.u295	I support this common sense amendment. However, I note, Madam President, that your approach to this matter is of varying geometry. The issue of water pollution by any disruptors is not a matter of the circular economy. Ms. Maillart-Méhaignerie felt earlier that water issues should be addressed in a comprehensive framework. Water pollution is typically a problem that needs to be managed in this way. On the other hand, the issue of water reuse – treating wastewater and using it for watering in the event of water stress, for example in August, rather than rejecting it anywhere in nature – is a matter of circular economy. I do not agree with the idea that it should be dealt with in a comprehensive framework. We need to look at water resource management as well as plastic management, using common sense. Consideration of the circular economy text should be an opportunity to do so. In all sincerity, I find that this variable geometry approach is not in the sense of history.
ParlaMint-FR_2019-12-19-O1111.u296	The Chair of the Committee on Sustainable Development and Regional Planning has the floor.
ParlaMint-FR_2019-12-19-O1111.u297	I have the impression that many of us have not read Article 8 ter, and I am surprised. In particular, it is intended to introduce the following passage in the relevant article of the Environmental Code: "in particular through the development of the reuse of treated wastewater and the use of rainwater as a substitute for drinking water". That is exactly what you want, ladies and gentlemen, and it is already included in the text.
ParlaMint-FR_2019-12-19-O1111.u298	It's only a goal!
ParlaMint-FR_2019-12-19-O1111.u299	Our concern in this regard is satisfied. However, more needs to be done on water management issues,...
ParlaMint-FR_2019-12-19-O1111.u300	Yes!
ParlaMint-FR_2019-12-19-O1111.u301	[[The rapporteur and Ms Laurence Maillart-Méhaignerie applaud]] ... particularly on pollution problems. My amendment is, as I said, an appeal amendment. I intend to fight for these issues to be placed at the heart of next year's budget debate, starting with the first discussions and not only in the autumn, when everything is already decided. I withdraw the amendment, but the message has passed. Good hearer, hi!
ParlaMint-FR_2019-12-19-O1111.u302	Good luck!
ParlaMint-FR_2019-12-19-O1111.u303	I don't miss it, my dear colleague!
ParlaMint-FR_2019-12-19-O1111.u304	Mrs Nadia Essayan has the floor to support Amendment No. 1207.
ParlaMint-FR_2019-12-19-O1111.u305	We have a lot of admiration for the firefighters in our country. To combat fires, they use different water intakes, including the public drinking water system.
ParlaMint-FR_2019-12-19-O1111.u306	Yes!
ParlaMint-FR_2019-12-19-O1111.u307	With this amendment, we propose to focus on the recovery of rainwater to feed the water points they use when fires are extinguished, in order to advance both the fight against waste and the circular economy. This would have no major drawbacks and would not be contrary to the performance of their duties. This would enrich the corpus of citizens and the already very rich one of the values of our firefighters, while at the same time saving our drinking water resources.
ParlaMint-FR_2019-12-19-O1111.u308	How do we do it?
ParlaMint-FR_2019-12-19-O1111.u309	Are we setting up a second network?
ParlaMint-FR_2019-12-19-O1111.u310	We can use colline water...
ParlaMint-FR_2019-12-19-O1111.u311	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u312	The amendment provides that water points used to fight fires are mainly fed by rainwater. This possibility is not always open and therefore does not seem to me to be able to be generalized. In addition, there are issues related to the flow. The subject is more technical than it seems. I therefore call for the amendment to be withdrawn.
ParlaMint-FR_2019-12-19-O1111.u313	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u314	The proposed measure does indeed raise real technical difficulties for local authorities. On the other hand, there is nothing in our law that prevents communities that wish to do so from moving in this direction.
ParlaMint-FR_2019-12-19-O1111.u315	Ah, we were waiting for him! The argument of the local authorities!
ParlaMint-FR_2019-12-19-O1111.u316	First of all, Mr Pancher, I hate the insinuations of this nature in the Chamber. If we need to discuss the order, let's do it in due course.
ParlaMint-FR_2019-12-19-O1111.u317	Either...
ParlaMint-FR_2019-12-19-O1111.u318	Second, don't try to make it look like I supported a project...
ParlaMint-FR_2019-12-19-O1111.u319	It's a personal attack!
ParlaMint-FR_2019-12-19-O1111.u320	[[Applause on the benches of the LaREM group]] ... which goes against the interests of local authorities. Many of them have much to gain. I'm sure, and you'll find out.
ParlaMint-FR_2019-12-19-O1111.u321	That's enough bad faith!
ParlaMint-FR_2019-12-19-O1111.u322	We're in trouble...
ParlaMint-FR_2019-12-19-O1111.u323	Mrs Nadia Essayan has the floor.
ParlaMint-FR_2019-12-19-O1111.u324	We propose to give priority to the use of rainwater where possible. Therefore, I do not see why you cannot accept the amendment.
ParlaMint-FR_2019-12-19-O1111.u325	Mr Bertrand Pancher has the floor.
ParlaMint-FR_2019-12-19-O1111.u326	[[Exclaims on the banks of the LaREM Group]] There's a lot of insinuation! The Poirson Law, we're gonna call it the Coca-Cola Law!
ParlaMint-FR_2019-12-19-O1111.u327	Mr. Pancher, please! That's not fair!
ParlaMint-FR_2019-12-19-O1111.u328	Scandalous!
ParlaMint-FR_2019-12-19-O1111.u329	The lobbies aren't necessarily where they think they are, Madam Secretary of State. Contrary to what you said yesterday, the federations of local elected representatives have so far! I probably should have challenged your remarks, which were not very appropriate to the circumstances. In any case, please do not attack my commitments and beliefs.
ParlaMint-FR_2019-12-19-O1111.u330	Facade!
ParlaMint-FR_2019-12-19-O1111.u331	From the front? That's enough! I didn't wait for you, dear colleague!
ParlaMint-FR_2019-12-19-O1111.u332	Mr. Pancher, please...
ParlaMint-FR_2019-12-19-O1111.u333	Enough personal attacks!
ParlaMint-FR_2019-12-19-O1111.u334	The Secretary of State has the floor.
ParlaMint-FR_2019-12-19-O1111.u335	Mr Pancher, since you chose to insult me and insult my work and that of the majority,...
ParlaMint-FR_2019-12-19-O1111.u336	I didn't insult you!
ParlaMint-FR_2019-12-19-O1111.u337	...I'll tell you that you're the Trojan horse of those who want to keep making money on the backs of communities and mayors by making them think they're recycling, while much of their plastic ends up in Asia. You know that very well; you have been very much asked by what is simply called lobbies.
ParlaMint-FR_2019-12-19-O1111.u338	And you don't? Coca-Cola, isn't that a lobby?
ParlaMint-FR_2019-12-19-O1111.u339	You're the Trojan horse for plastic lovers! They need it a lot, to send it to Asia and make money, on the backs of the French. Do you know what is provided for in the directive amendment? Divide by two the number of plastic bottles marketed, reducing it by 7 billion every year by 2030.
ParlaMint-FR_2019-12-19-O1111.u340	I prefer local elected federations to Coca-Cola!
ParlaMint-FR_2019-12-19-O1111.u341	[[Applause on the benches of the LaREM group]] I would be grateful if you would reconsider your position and stop insulting me.
ParlaMint-FR_2019-12-19-O1111.u342	Article 8c has been deleted by the Committee on Sustainable Development and Spatial Planning. Mr Jean-Marc Zulesi has the floor to support Amendment No. 854 as corrected and to restore it. I hope that we will find serenity in our debates.
ParlaMint-FR_2019-12-19-O1111.u343	As you know, waste and floating bodies accumulate in hydraulic structures, which have nothing to do with either their production or their consumption. They can be particularly voluminous, since they range from appliances to cars. I know this all the better because there is a hydroelectric power station in my constituency in Saint-Chamas. I let you imagine the consequences for the watershed, in this case the pond of Berre, which is very dear to me. This amendment – which is not just about the Berre pond, I assure you – aims, in line with the philosophy of the bill, to provide for financial responsibility for the subsequent management of floating waste, the producers concerned or their eco-organisms.
ParlaMint-FR_2019-12-19-O1111.u344	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u345	In committee, we have deleted Article 8 quater, as it tended to use the extended producer liability tool – REP – for water pollution control purposes, which is not allowed by European directives. I therefore invite you to withdraw your amendment, Mr Zulesi.
ParlaMint-FR_2019-12-19-O1111.u346	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u347	I have an unfavorable opinion, for the reason mentioned by the rapporteur. In addition, we are implementing a "zero plastic waste at sea" roadmap, developed by decision of the Interdepartmental Committee on the Sea. In this context, it is planned to specify the arrangements for the recovery of waste accumulated in rivers and upstream of hydraulic structures. It is not desirable to include a new objective in the bill, which already includes measures to that effect. I would remind you that the essence and purpose of this text is to transform in depth our consumption patterns,...
ParlaMint-FR_2019-12-19-O1111.u348	Stop it!
ParlaMint-FR_2019-12-19-O1111.u349	...through new tools, to avoid pollution of our rivers and oceans.
ParlaMint-FR_2019-12-19-O1111.u350	Mr Jean-Marc Zulesi has the floor.
ParlaMint-FR_2019-12-19-O1111.u351	Before withdrawing my amendment, Madam Secretary of State, I would like to commend the work you are doing under this road map. I think it is important to clarify, Madam rapporteur: with this measure, it would be less a matter of depolluting the water than of tackling the dumping of large waste upstream of the dams.
ParlaMint-FR_2019-12-19-O1111.u352	Amendment No 1681 by Mr Emmanuel Maquet is being defended.
ParlaMint-FR_2019-12-19-O1111.u353	Mr Paul-André Colombani has the floor to support Amendment No. 1326.
ParlaMint-FR_2019-12-19-O1111.u354	Each year, 600,000 tons of plastic end up in our oceans; We are even talking about a "seventh continent" made up of plastic deposits. This summer, there was talk of a plastic island off Corsica. The aim of this amendment is to carry out a campaign in the Mediterranean to experiment with the innovative arrangements available to us; They could make it possible to try to clean up this sea which, if we do nothing, will soon be a dead sea.
ParlaMint-FR_2019-12-19-O1111.u355	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u356	Mr President, I am very sensitive to the subject of this amendment. However, it is already possible to obtain funding from ADEME, the Environment and Energy Management Agency. Moreover, your amendment does not meet the requirements for experimentation, since it does not provide for any derogation from existing legislation. Today, there is nothing to prevent such experiments from being carried out; I therefore encourage you to continue your work, to continue to exercise your prognosis and courage on this subject. On the other hand, I am asking for the amendment to be withdrawn; If not, the opinion of the committee will be unfavourable.
ParlaMint-FR_2019-12-19-O1111.u357	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u358	We must indeed salute your work and your quest, if I may say so, for innovative devices and new solutions. I shall, however, express an opinion which is unfavourable to your amendment, partly for the reasons mentioned by the rapporteur. I do not say any more because I know that the debates should not be prolonged, but I am at your disposal to discuss them.
ParlaMint-FR_2019-12-19-O1111.u359	Mr François-Michel Lambert has the floor.
ParlaMint-FR_2019-12-19-O1111.u360	I am looking for the arguments that would allow this amendment to be adopted. I think each of us knows the Island of Beauty. It is a very special territory: island, mountainous, with a strong population growth, welcoming ten times more tourists than it has a population – with all the difficulties that these contrasts bring. He is a volunteer for this experiment; He needs a tool. The proposal is made by an elected member of the region, who is very familiar with it. I don't think we're taking the risk of giving it to him. If we do not want to infantilize the territories and their elected ones, we must give them the means to prove that they can change things. The Mediterranean Sea accounts for less than 1% of the world's salt waters, but more than 7% of plastic pollution. It is renewed every 90 years, and through the bottom, so that it does not evacuate plastic floating on its surface. In ten years, it may be a dead sea, as Paul-André Colombani recalled. Abstaining today to try everything, to move as far as possible, would be a mistake to our children. The principle of the order was to capture the plastic bottles so that they did not end at sea. We propose to go much further thanks to this tool requested by the elected Corsicans. Let us therefore vote in his favour.
ParlaMint-FR_2019-12-19-O1111.u361	I call Mrs Sarles to support Amendment No. 552.
ParlaMint-FR_2019-12-19-O1111.u362	This amendment, working with the Federation of Integration Enterprises, proposes to reinforce the criterion of proximity of eco-organisms, and therefore the territorial mesh that we want to establish by this text.
ParlaMint-FR_2019-12-19-O1111.u363	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u364	I understand the intention of the authors of the amendment: to promote the creation of local ecosystems, which provide jobs in the waste collection and treatment sector. However, the criteria set out in article L. 541-1 of the Environmental Code, in particular "environmental and technical efficiency, the economic viability of the methods of treatment envisaged and available in the vicinity for such waste, the existing outlets for these flows and the technical and economic conditions associated with these outlets", already take into account the creation of territorial value. In addition, the notion of "territorial value" remains vague: it should be clarified and clarified. I call for the amendment to be withdrawn; Otherwise, the Commission's opinion would be unfavourable.
ParlaMint-FR_2019-12-19-O1111.u365	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u366	I agree with the rapporteur. Same opinion.
ParlaMint-FR_2019-12-19-O1111.u367	Amendment No 2447 by Mrs Stéphanie Kerbarh is editorial.
ParlaMint-FR_2019-12-19-O1111.u368	Mr François-Michel Lambert has the floor to support Amendment No. 446.
ParlaMint-FR_2019-12-19-O1111.u369	This amendment provides that the mayor authorises professional repairers to deposit electrical and electronic equipment free of charge in waste disposal. The aim is to consolidate the repair industry. When, for example, a television is not repairable, or the cost of repairing it would be too high, it remains in the hands of the repairer to whom it was entrusted. Not only does this one not earn money, but he must pay to deposit the device in waste disposal. Independent repairers should not be penalized when carrying out a mission normally assumed by the eco-contribution; and it is up to the mayor, who accepts them, to exempt them from these costs, which reduce their turnover.
ParlaMint-FR_2019-12-19-O1111.u370	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u371	Every repairer has in his shop or in his point of sale a collector for D3E, waste electrical and electronic equipment. Article 8, as we have just adopted, generalizes their free resumption. Your amendment is therefore satisfactory. That is why I ask for his withdrawal; Otherwise, the Commission's opinion would be unfavourable.
ParlaMint-FR_2019-12-19-O1111.u372	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u373	Unfavorable opinion.
ParlaMint-FR_2019-12-19-O1111.u374	Mr François-Michel Lambert has the floor.
ParlaMint-FR_2019-12-19-O1111.u375	[[Exclaims on the banks of the LaREM Group]] I would like once again to thank the rapporteur for her commitment. It takes time to explain things; So I'm going to answer her. I cannot reply to the Secretary of State, who has not provided any arguments. Madam rapporteur, the quality of your work allows me to withdraw my amendment.
ParlaMint-FR_2019-12-19-O1111.u376	Mr François-Michel Lambert has the floor to support Amendment No. 767.
ParlaMint-FR_2019-12-19-O1111.u377	It aims to define legally what a "recycled raw material" is, in order to ensure its incorporation into the recycling chain. I hope that we can talk calmly and that everyone will respect the networks and the work of others. This amendment, for example, has been inspired by stakeholders in recycling, which I fully assume.
ParlaMint-FR_2019-12-19-O1111.u378	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u379	The definitions contained in Article L. 541-1-1 of the Environmental Code have been transposed from European Directives. It does not seem useful to me to add the one proposed in the amendment, as the concept of "recycled raw material" is not used in the bill we are considering. Article 7 refers instead to the concept of "renewable raw materials". I therefore call for the amendment to be withdrawn; Otherwise, the Commission's opinion would be unfavourable.
ParlaMint-FR_2019-12-19-O1111.u380	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u381	Unfavorable opinion, for the same reasons.
ParlaMint-FR_2019-12-19-O1111.u382	Mrs Danielle Brulebois has the floor to support Amendment No. 2009.
ParlaMint-FR_2019-12-19-O1111.u383	He proposed inserting the following subparagraphs: "Any producer referred to in article L. 541-10-1 [of the Environmental Code] is required to develop and implement an eco-design and prevention plan aimed at reducing the use of non-renewable resources, increasing the use of recycled materials and increasing the recyclability of their products in treatment facilities based on national territory. This plan is reviewed every five years. It may be individual or common to several producers. It contains a review of the previous plan and sets out the prevention and eco-design objectives and actions to be implemented by the producer over the next five years. The eco-organism set up by producers can draw up a common plan for all its members. The individual and common plans shall be forwarded to the eco-organisation set up by the producers, which shall publish a publicly available summary after presentation to the representative body of the stakeholders in the sector. » As a result, clauses 16 and 17 of section 9 of the Bill would be deleted. The purpose of the amendment is to merge two provisions adopted by the Senate, the purpose of which is that product producers and packaging producers periodically review their products together in order to improve their eco-design. This measure incorporates the concept of a five-year plan suggested by Jacques Vernier, the chairman of the governance body for the extended-responsibility sectors, whose report strongly inspired the bill we are considering. This would require producers in the PER sectors to develop a prevention and eco-design plan every five years to ensure that their products contain more recycled materials and are more recyclable.
ParlaMint-FR_2019-12-19-O1111.u384	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u385	He's in favor.
ParlaMint-FR_2019-12-19-O1111.u386	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u387	I would like to welcome and thank Mrs Brulebois for her work, in particular with regard to the REP toy sector. For living in your beautiful Jura department, I know that there is a real reservoir of French crafts there, which must be highlighted. The purpose of this bill is to reinvigorate some of our country's historical industrial sectors, whose know-how is based on respect for the environment, as in this case. What you are proposing will help speed up eco-design, further promote the French industry and some of our beautiful companies, among others Smoby. I therefore express a very favourable opinion.
ParlaMint-FR_2019-12-19-O1111.u388	Amendment No 2448 by Mrs Stéphanie Kerbarh is editorial.
ParlaMint-FR_2019-12-19-O1111.u389	I call Mr Pahun to support Amendment No. 1208.
ParlaMint-FR_2019-12-19-O1111.u390	This amendment has already been defended, but I think it is important to insist. We have already made a great deal of progress, if only by developing cigarette butt pick-up devices through financial incentives. Perhaps we should now take the opportunity to include in the law the modalities of collecting butts in public space in order to harmonize them at the national level. We're coming slowly. More and more butt bins are installed on the sidewalks, sometimes joined to the classic bins. I think it's important to plan to harmonize the collection of butts in the law, as you did for sorting bins.
ParlaMint-FR_2019-12-19-O1111.u391	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u392	I understand the reasons behind the amendment, but the eco-organisms will be best able to define the best ways of collecting butts. Thanks to the new REP line we have created, the facilities for the recovery of butts can be taken care of. In addition, the collection of butts is a matter of "cleanliness of public space" rather than "collection of household waste". Unfavorable opinion.
ParlaMint-FR_2019-12-19-O1111.u393	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u394	The same view, because it seems to me that we must proceed in stages if we are to have a chance of success. As a first step, we had to confront the tobacco industry. I would like to take this opportunity to stress once again the importance of this text, which gives us the means to combat lobbies because, in this particular case, tobacco manufacturers have tried to oppose our measures. We have succeeded, by working on it, in imposing on them the creation of a tobacco polluter-pays sector. It will be launched from 2021. Work on the establishment of this sector has begun, at the initiative of tobacco producers. They are now focusing on the preparation of a state of affairs before entering into a phase of consultation with all stakeholders. It is only in this context that the modalities for deploying the collection of butts in public space can be studied. Everything in its time. You know, honourable Member, that we have had some of your proposals from the beginning. Let us take the time to ensure that these measures actually apply in our territories. Unfavorable opinion, but you understand the reasons, which are purely technical.
ParlaMint-FR_2019-12-19-O1111.u395	Mr. Jimmy Pahun has the floor.
ParlaMint-FR_2019-12-19-O1111.u396	I maintain my amendment because I regret that this mention is not included in the law.
ParlaMint-FR_2019-12-19-O1111.u397	I call Mrs Emmanuelle Anthoine to support Amendment No. 140.
ParlaMint-FR_2019-12-19-O1111.u398	We have been working for a number of years to increase the collection and sorting rate. A single sorting rule, a single scheme for the entire national territory, would harmonise the collection scheme and simplify the sorting procedure.
ParlaMint-FR_2019-12-19-O1111.u399	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u400	There are now at least four different patterns of household waste collection. ADEME, in its report on the harmonization of collection patterns, recommended that priority be given to two: the multi-material scheme and the plastic-metal paper-carton scheme, with glass being collected separately. On the other hand, the colour of the bins must be progressively harmonised. The law plans to advance this harmonization from 2025 to the end of 2022. We must maintain that ambition. Unfavorable opinion.
ParlaMint-FR_2019-12-19-O1111.u401	Amendments Nos 2449 and 2450 by Mrs Stéphanie Kerbarh are editorial.
ParlaMint-FR_2019-12-19-O1111.u402	I call Mrs Auconia to support Amendment No. 1151.
ParlaMint-FR_2019-12-19-O1111.u403	It tends to encourage, by even further accompanying them, communities to harmonize sorting instructions throughout the territory. As I pointed out in committee today, the conditions for collection, in bins or garbage bags, differ between Lille, Strasbourg, Brest and Perpignan. We need to speed up the harmonisation of collection patterns in France. The aim of this amendment is therefore to ensure that the eco-organisms are even more supportive of this movement.
ParlaMint-FR_2019-12-19-O1111.u404	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u405	The bill already provides for producers to accompany the transition. I do not think it would be useful to clarify further, especially since such accompaniment could take various forms. Unfavorable opinion.
ParlaMint-FR_2019-12-19-O1111.u406	I call Mrs Auconia to support Amendment No. 1723.
ParlaMint-FR_2019-12-19-O1111.u407	If the measures taken to encourage eco-organisms to accompany communities were effective, waste collection would not be so badly organised. In order to harmonise relations between communities and producers and to improve the financing of public waste management, Amendment No 1723 seeks to remove the concept of optimisation of collection, which is not defined.
ParlaMint-FR_2019-12-19-O1111.u408	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u409	Mrs Auconia, with regard to your amendment No 1151, I stress that Article 8 provides for the establishment of a technical committee in which communities are integrated. Your request is met. With regard to Amendment No 1723, it is true that the cost-optimised calculation does not cover much of the costs of waste collection and treatment. However, the deletion of the word "optimized" alone would not alter the calculation of this coverage, as paragraph 10 of Article 9 refers to reference costs as the basis for calculation and compensation. The term should also be changed to include, for example, compensation for average costs. I therefore invite you to withdraw your amendment.
ParlaMint-FR_2019-12-19-O1111.u410	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u411	Same opinion for the same reasons.
ParlaMint-FR_2019-12-19-O1111.u412	I have two identical amendments before me, Nos 6 and 160. Mr Gérard Menuel has the floor to support Amendment No. 6.
ParlaMint-FR_2019-12-19-O1111.u413	This amendment by Mr Jean-Pierre Vigier seeks to redefine the budget base of the eco-organism dedicated to household packaging in order to integrate all products outside the home and to return to the principle of 100% coverage of the net costs of sorting, now set by the Grenelle I law at 80%.
ParlaMint-FR_2019-12-19-O1111.u414	Amendment No 160 by Mrs Valérie Bazin-Malgras is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u415	The second part of this amendment is already satisfied because the packaging REP takes into account packaging consumed outside the home. They are therefore integrated into the calculation of eco-contributions. As for the first part, I am in favour of taking over 80% of the average costs rather than 100% of the optimized costs. Indeed, the definition of optimisation is still uncertain, while the concept of average costs is very clear. In addition, this approach ensures that 100% of the average costs for overseas countries and territories are maintained. I invite you to withdraw this amendment.
ParlaMint-FR_2019-12-19-O1111.u416	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u417	Same opinion for the same reasons. I would add that it is not the Government that negotiates the rate of optimized net cost coverage for collection and sorting. This percentage was negotiated at the time by the community associations, which have responsibility for it. I have proposed, in the course of discussions on the measures relating to the directive, that we move forward on this subject. Unfortunately, it was not the solution that was chosen after this war of trenches. I regret that, but it is not for the Government to assume such a responsibility; It's up to the communities to make their decisions.
ParlaMint-FR_2019-12-19-O1111.u418	It's not a trench war, it's negotiations!
ParlaMint-FR_2019-12-19-O1111.u419	Mr François-Michel Lambert has the floor.
ParlaMint-FR_2019-12-19-O1111.u420	[[Exclaims on the banks of the LaREM Group]] We're turning around the same subject. The decision may not be in the hands of the Government, but Parliament could no doubt take steps to ensure that the bottles captured are recycled. Indeed, after our debates last night about the deposit, let us remember that if 99% of the bottles are collected, a good part is not recycled. Some Members of the majority said yesterday that 7 billion bottles were found in nature. That's not true. Mr Colas-Roy, who knows the subject better, has blown me the figure of 200 million, which has nothing to do with the 7 billion advanced by some.
ParlaMint-FR_2019-12-19-O1111.u421	Here we go, it's gone!
ParlaMint-FR_2019-12-19-O1111.u422	We need to make rapid progress in this area. This is the purpose of this common sense amendment, much expected by the communities to accelerate the movement. I understand the problem, Madam Secretary of State, but we are the representatives of the people and we must act in a sovereign manner. It would be regrettable to reject this amendment, which we could adopt without problems.
ParlaMint-FR_2019-12-19-O1111.u423	I have before me two amendments, Nos 1209 and 1210, which can be presented together. Mr. Patrick Loiseau has the floor to support them.
ParlaMint-FR_2019-12-19-O1111.u424	Citeo must reimburse local authorities 80% of their collection costs. Given the wide disparity in local authorities, the potential cost is calculated based on scenarios of collection and treatment that are far removed from the actual expenditures of the communities. Amendment No 1209 therefore seeks to modify the method of calculation to take account of the average costs and thus bring themselves closer to the actual operating costs, while providing for an update at each beginning of the year in order to reimburse the sums not collected. Amendment No 1210 is a fallback amendment.
ParlaMint-FR_2019-12-19-O1111.u425	What is the opinion of the committee?
ParlaMint-FR_2019-12-19-O1111.u426	I give an unfavorable opinion to this amendment, as I will give to all the amendments which will tend to change the rate of 80% of the optimized costs.
ParlaMint-FR_2019-12-19-O1111.u427	What is the Government's opinion?
ParlaMint-FR_2019-12-19-O1111.u428	Same opinion for reasons I have already outlined.
ParlaMint-FR_2019-12-19-O1111.u429	Mr François-Michel Lambert has the floor to support Amendment No. 778.
ParlaMint-FR_2019-12-19-O1111.u430	I am surprised that Amendments Nos 196 and 2239 have not been defended, especially since I tabled a sub-amendment to include Corsica. Let's talk about it anyway. Corsica presents special constraints, which I have already listed but which I give back here: it is an island-mountain growing population, which welcomes ten times more tourists than inhabitants. As such, it should be treated as ultramarine communities, which benefit from more favourable waste treatment provisions.
ParlaMint-FR_2019-12-19-O1111.u431	On Amendment No 1211, I have a request from the Libertés et territoires and the Mouvement Démocrates et affiliés groups for a public vote. The vote is announced in the National Assembly. What is the committee's opinion on Amendment No 778?
ParlaMint-FR_2019-12-19-O1111.u432	I have already had the opportunity to discuss the matter with some Corsican Members, who have understood our position. The situation in Corsica cannot be assimilated to that of the overseas departments and regions without infringing the Constitution. During the sweeping meetings in committee, I had suggested another approach, based on criteria – such as management costs, tourist influx or insularity – that seemed more solid and constructive to me than the mere mention of Corsica in the text; the proposal was not accepted. I would also like to point out that Corsica can fully introduce specific arrangements, but it is up to it to provide for them. Unfavorable opinion.
ParlaMint-FR_2019-12-19-O1111.u433	The rapporteur, Mrs Stéphanie Kerbarh, has the floor to support Amendment No. 2618.
