ParlaMint-FR_2019-02-13-O1147.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-13-O1147.u391	I have before me a number of amendments to the additional article after Article 3. Amendments Nos 593 and 675 may be subject to joint discussion. I call Mr Dharréville to support Amendment No. 593.
ParlaMint-FR_2019-02-13-O1147.u392	We propose here to guarantee by law the obligation to train between the ages of 16 and 18. It is a good way to complement the evolution of compulsory education, and it is a measure of the poverty plan presented by the President of the Republic in September 2018. [[Applause on the benches of the GDR group. – Mrs Fiona Lazaar also applauds]] We have been promoting compulsory education from 3 to 18 years of age for a long time, and it seems to us wise to address this issue through training. School drop-out is a scourge for our country. National education and local missions must have the means to quickly identify and accompany all young adults leaving school at the age of 16 without any prospect of training, especially since, as a result of changes in the economy, we are increasingly in need of qualified people in all fields. Today, 50% of young people without training are unemployed; Our country is depriving itself of talent and skills by leaving tens of thousands of young adults without a diploma or training.
ParlaMint-FR_2019-02-13-O1147.u393	The Minister has the floor to support Amendment No. 675 by the Government.
ParlaMint-FR_2019-02-13-O1147.u394	Everyone has understood this, it is a very important amendment, which is part of the logical follow-up to the poverty plan. I welcome the preparatory work done on these subjects by Olivier Noblecourt and by the Member of Parliament, Fiona Lazaar. This amendment, which is therefore the result of collective reflection, is a sign of major progress which, after the three-year-olds, this time concerns, at the other end of the chain, young people between the ages of 16 and 18. The aim is not to extend compulsory education until the age of 18, but to introduce a training obligation for these young people. This is essential because it enables all the appropriate structures to be mobilised, i.e. all secondary schools – particularly vocational schools – but also agricultural education, private education under contract, higher education or apprenticeship, for any young person who is not in employment, in civic service, or in support or social and vocational integration. Clearly, it is a matter of not leaving any young people on the roadside at an age when it is essential not to engage in a logic of exclusion. By making training compulsory, we will be sure to combat dropping out much more effectively. [[Applause on several benches of the LaREM group]] We therefore expect a great deal from this measure, the implementation of which will have a very strong inter-ministerial character: it will be a new illustration of the joint working capacity of the Ministry of Labour, the Ministry of National Education, the Ministry of Higher Education and others, including the Ministry of Agriculture.
ParlaMint-FR_2019-02-13-O1147.u395	What is the committee's opinion on these amendments?
ParlaMint-FR_2019-02-13-O1147.u396	Opinion against Amendment No 593...
ParlaMint-FR_2019-02-13-O1147.u397	Oh!
ParlaMint-FR_2019-02-13-O1147.u398	... and in favour of Amendment No 675, the wording of which seems preferable.
ParlaMint-FR_2019-02-13-O1147.u399	[[Smile]] That's not fair. You're a member of parliament, you have to prefer the legislature to the executive!
ParlaMint-FR_2019-02-13-O1147.u400	What is the Government's opinion on Amendment No. 593?
ParlaMint-FR_2019-02-13-O1147.u401	I call for the withdrawal of this amendment in favour of the Government's amendment No 675 – and I welcome this convergence!
ParlaMint-FR_2019-02-13-O1147.u402	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-13-O1147.u403	On the form, it is surprising to see a government amendment coming on such an important subject. You yourself said, Minister, that your amendment was very important. If this is the case, would it not be the least thing for national representation to be able to have the impact assessment and the opinion of the Council of State before deciding? But we have neither! Let's get to the bottom of it: do you really think that we need to make a decision of this nature now, without having been able to discuss it beforehand? Minister, aren't you actually making fun of the national representation? If the subject matter was so important, you should have provided for the provision at the time you approached it in Council of Ministers. Let such an essential question be studied at the turn of a government amendment, whose number shows that it was tabled very late – no doubt your services have worked very long, certainly! – That's not serious. That's too bad! I repeat, you say that you want to create confidence, but everything you do – we have several specific examples here – is defiance!
ParlaMint-FR_2019-02-13-O1147.u404	All right!
ParlaMint-FR_2019-02-13-O1147.u405	You should have preferred our amendment over yours, minister!
ParlaMint-FR_2019-02-13-O1147.u406	Mr Régis Juanico has the floor.
ParlaMint-FR_2019-02-13-O1147.u407	With regard to a substantial amendment by the Government, I do not know whether to ride on his great horses at the time he is. I would simply remind you that our group has tabled a similar amendment on another article, which was defended by Michèle Victory. We are not leaving anything with regard to school dropouts and the right to training for those who, having reached the age of 16, leave the school system without a diploma or qualification. Thus, in 2013, the law for the re-establishment of the school of the Republic already provided in principle the possibility for them to continue their studies. Then, in 2014, we included in the law on vocational training, which provided for the entry into force on 1 January 2015 of the personal training account – CPF – a special scheme for 16-year-olds who leave the school system without qualifications, allowing them to abound their CPF with substantial credits by allocating additional points in reverse proportion to their level of qualification. [[Applause on several benches of the LaREM group]] Overall, we therefore believe that the Government's proposals are in the right direction. We will therefore vote for this amendment.
ParlaMint-FR_2019-02-13-O1147.u408	Mrs Fiona Lazaar has the floor.
ParlaMint-FR_2019-02-13-O1147.u409	I too believe, unlike our colleague Hetzel, that this amendment carries excellent news: the inclusion in the law of the obligation to train, decided during the work we have carried out, together with Antoine Dulin, to prepare the strategy to combat poverty, particularly in the working group dedicated to the integration of young people. There is an urgent need, with another 5,000 dropouts per year: we must act to ensure that these young people have access to qualifications that will enable them to integrate professionally and socially. When you drop out of school at the age of 16 or 17, you find yourself most often in a dead end. The unemployment rate is five times higher among non-graduates than among non-graduates. The two million young people who are not in employment, students or training are the new face of poverty. The measure we are talking about has already proved its worth in other countries. It will enable us to adapt our legislation to the realities of today's world by supplementing compulsory education up to the age of 16 – a provision dating back to 1959, when the country and the labour market were not the same as today. [[Applause on several benches of the LaREM group]] Thanks to this amendment, we will be able to value all the courses: in high schools, especially professional ones, through apprenticeship, civic service, integration work, especially in local missions... Every young person must be able to find his way and acquire the skills necessary for his social and vocational integration. This is an excellent amendment that will allow us to move forward for our young people.
ParlaMint-FR_2019-02-13-O1147.u410	Mrs Beatrice Descamps has the floor.
ParlaMint-FR_2019-02-13-O1147.u411	We welcome an appropriate measure, which could provide an element of response to the young people concerned. Too many young people leave the school system without a diploma, employment or training and without continuing their studies. It is essential that we open up future prospects for them. However, we are questioning two points. On the one hand, Mr. Minister, can you inform us about the concrete link between the obligation to train and the universal national service? On the other hand, what additional resources will be provided to local missions to enable them to carry out their monitoring tasks? Of course, we strongly support the substance of the measure, although the fact that it is introduced by way of an amendment surprises us too.
ParlaMint-FR_2019-02-13-O1147.u412	Mr Frédéric Reiss has the floor.
ParlaMint-FR_2019-02-13-O1147.u413	Indeed, one can only be surprised to discover an amendment by the Government of such importance, tabled once the work in committee has been completed. The poverty plan was known, and we could very well have discussed this measure in committee. The aim is to make training compulsory; We have understood the distinction between training and education, as well as the exemption granted to young people in employment, vocational training or apprenticeship. However, Mrs Descamps asked the right questions: what about the local missions and the means given to them? Is it still the local authorities that are going to pay? How can the necessary human resources be made available? In any case, both in substance and in form, it is not entirely normal to introduce such an important amendment in such a piece of legislation.
ParlaMint-FR_2019-02-13-O1147.u414	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-02-13-O1147.u415	I would just like to point out that the obligation to train requires public intervention, through the development of a public training service,...
ParlaMint-FR_2019-02-13-O1147.u416	With what means?
ParlaMint-FR_2019-02-13-O1147.u417	... at least if you really want to live up to the ambition displayed. On the contrary, I note that the National Agency for Adult Vocational Training – AFPA – is being dismantled in a whole part of our territories: thirty-six centres are thus threatened with closure.
ParlaMint-FR_2019-02-13-O1147.u418	That's right! In my area too!
ParlaMint-FR_2019-02-13-O1147.u419	If I am, you will have understood, very much in favour of the measure, it requires the Government to review its copy concerning the future of the AFPA. This major subject has been too little debated to my liking. The development of a public training service is a real challenge.
ParlaMint-FR_2019-02-13-O1147.u420	I call Mr Dharréville to support Amendment No. 598.
ParlaMint-FR_2019-02-13-O1147.u421	The aim is to guarantee much more clearly the possibility of starting school from the age of 2 years.
ParlaMint-FR_2019-02-13-O1147.u422	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u423	Unfavorable opinion. However, I would like to make it clear, Mr President, that, as a result of the adoption of one of my amendments, children aged 2 and 3 will be truly cared for, thanks to the pooling of the resources of the regional health agency, the rectorate and the department. Children aged 2 and 3 are in fact sometimes in school or nursery, or in bridge devices which for the moment are not always very well identified – the precise contents are unknown. Thanks to this coordination, we will have a good visibility on the management of this age group in the various structures, and we will ensure that, in the less-favoured areas, I am thinking of rural and mountain areas, the best possible offer.
ParlaMint-FR_2019-02-13-O1147.u424	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u425	Unfavorable.
ParlaMint-FR_2019-02-13-O1147.u426	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-02-13-O1147.u427	Our aim here is not to guarantee reception solutions – it was indeed the subject of your amendment – but to guarantee the right to schooling, which is not quite the same. We intend to set qualitative and quantitative objectives, as the report I mentioned earlier also mentioned. At the moment, however, we do not see any such objectives in the text and I have the feeling that the mechanism you are proposing to us could lead to a number of setbacks on schooling.
ParlaMint-FR_2019-02-13-O1147.u428	Mrs Beatrice Piron has the floor to support Amendment No. 394.
ParlaMint-FR_2019-02-13-O1147.u429	We have already mentioned the issue of learning and the importance of attendance at kindergarten. The purpose of this amendment is to adapt article L. 131-1 of the Education Code somewhat and, in this case, to allow the school principal to organise a second entry in the afternoon, for children who have lunch at home and who have fallen asleep after the meal, since at the age of 3 there is often a nap. They would return to school at 15 o'clock. This practice has long been experienced in my constituency; It allows both to respect the child's rhythm and to guarantee attendance for learning.
ParlaMint-FR_2019-02-13-O1147.u430	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u431	This type of development is already possible today and will remain so, but is not intended to be included in the law. Unfavorable opinion.
ParlaMint-FR_2019-02-13-O1147.u432	I call Mr Le Bohec to support Amendment No. 892.
ParlaMint-FR_2019-02-13-O1147.u433	Article 1 of the text provides for a new wording of article L. 111-3-1 of the Education Code, which will now provide that "the staff of the educational community shall contribute to the establishment of the bond of trust between pupils and their families and the public service of education". This relationship of trust implies that information is also disseminated between the educational community and those responsible for a child who is subject to compulsory education, including families. It is therefore a question of supplementing article L. 131-4 by specifying that no hierarchy can be established between persons. This will, by implication, help to ensure equality within the parenting couple, guardian or responsible for the child in school.
ParlaMint-FR_2019-02-13-O1147.u434	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u435	Unfavorable opinion.
ParlaMint-FR_2019-02-13-O1147.u436	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u437	The amendment is already satisfied since, under Article 372 of the Civil Code, parental authority does not have a hierarchy. The separation of parents does not affect this principle. Unfavorable opinion.
ParlaMint-FR_2019-02-13-O1147.u438	Mrs Sandrine Mörch has the floor to support Amendment No. 925.
ParlaMint-FR_2019-02-13-O1147.u439	It would not be a tragedy for us in this House to deprive our own children of school. Yet in some cities, including rich cities – this is the case in Toulouse – we spend every morning in front of slums, tents where we see children like ours getting up, getting out of their makeshift cabin and not going to school. Which adults will they be in ten years' time? There is no need to be an expert to answer. But school is the only way out, not only for these children but for all of us, so that society is rich rather than poor, educated rather than uncultivated – a society whose children are not delinquents from the age of 7 or 8. Unfortunately, for these families, the administrative imbroglios and the documents required to enrol in school are all obstacles. Too many children are not attending school because of all the supporting documents requested by the town halls on a random basis. It is therefore necessary to standardize the procedures and simplify the documents requested in order to guarantee equal access to the republican school. As a journalist, I have witnessed numerous evictions of families living in slums. I was struck by the fact that the most important paper, the best preserved of the weather, the best tidy, is the transcript of the school children. These ballots, I saw them throne in the squatters and in the barracks. I think quite often of this fourteen-year-old Syrian college student, found dead on a beach. It was also her note book, carefully packed in a waterproof pocket, which was found in her jacket, against her body. This upsetting image says a lot about school as a door of salvation. It is the object of all projections, of all the hopes of a better world. This bulletin of notes is almost better than a passport sometimes, or than papers, because it means "I want to be worthy of being French. » These children, I think of those who are in the squatters, in the social hotels, in the slums, when they are not delocalized every three months, learn at a prodigious speed. They have a kind of rage to win, like this Linda, a young Roma without papers who has nevertheless become the best apprentice in France. [[Applause on the benches of the LaREM groups and several benches of the LR, UDI-Agir, LT, MODEM and SOC groups]] Let us not break this dynamic, but let us favour it.
ParlaMint-FR_2019-02-13-O1147.u440	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u441	Thank you, Congresswoman, for this testimony. You show why we attach so much importance to school and why we voted on Article 2 making education compulsory from the age of three, which also concerns the children you mentioned. Unfortunately, I will give an unfavorable opinion to your amendment. Indeed, the clarification and simplification of the documents you are requesting is under way. The documents to be provided will be less numerous and the procedures simplified.
ParlaMint-FR_2019-02-13-O1147.u442	We will support you, Mrs. Mörch!
ParlaMint-FR_2019-02-13-O1147.u443	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u444	Thank you, honourable Member, for your comments, which we can only be sensitive to, and I am quite in favour of your proposal. However, it has just been mentioned that we have already taken the step you are advocating with what we call the simplification process. I therefore rely on the wisdom of the House.
ParlaMint-FR_2019-02-13-O1147.u445	Mr Frédéric Reiss has the floor.
ParlaMint-FR_2019-02-13-O1147.u446	I too would like to say how sensitive I have been to the introduction of this amendment: we can only share what has just been said. Having said that, I have a bit of a problem with it. According to article L. 131-6, paragraph 2, of the Education Code, "Responsible persons must have the children in their custody registered there", the "y" being the list opened by the mayor. The amendment is intended to supplement this paragraph with the following sentence: "The list of documents which may be requested in support of this application for registration shall be fixed by decree. Will this list be exhaustive, will it be essential that the exhibits be provided? In the absence of documents, will the inscription still be valid? I understand that there is a need for harmonisation from one municipality to another or from one city to another, but I think the drafting of the amendment is a problem.
ParlaMint-FR_2019-02-13-O1147.u447	The rapporteur has the floor.
ParlaMint-FR_2019-02-13-O1147.u448	[[Applause on a few benches of the LaREM group]] In the end, I agree with the opinion of the majority of the House and will give an opinion in favour of the amendment, even if I do not withdraw anything from what I have recalled, namely that the simplification of the procedure is under way. Because it is under way, I can either ask you to withdraw your amendment or give a favourable opinion. I choose the second solution!
ParlaMint-FR_2019-02-13-O1147.u449	The Minister has the floor.
ParlaMint-FR_2019-02-13-O1147.u450	That, in turn, allows me to give a favourable opinion.
ParlaMint-FR_2019-02-13-O1147.u451	Mrs Caroline Janvier has the floor to support Amendment No. 1059.
ParlaMint-FR_2019-02-13-O1147.u452	This amendment is part of the school inclusion strategy for children with disabilities. In particular, it aims to harmonise the information held by the medical and social institutions, thus by the specialized sector for the support of these children. More specifically, the aim is to ensure that all the children cared for in the medical-social institutions are actually included in the school lists drawn up by the mayors and to ensure that they systematically benefit from a national identification number for the students – INE – like all the students in France. One of the results of the "Together for an Inclusive School" consultation is that a number of children are not required to attend school until they have an INE number, and that in some cases the national education services have no information on the de-schooling of a child in a medical-social institution, because of the de-schooling status of the student. This is particularly the case for those who are part-time in the school and in the school, as well as for so-called "unsolved" children who are sometimes schooled in Belgium where there are more places in medical-social institutions.
ParlaMint-FR_2019-02-13-O1147.u453	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u454	The amendment was satisfactory since the children in question were included in the list drawn up by the mayor, as were all children aged 3 to 16 years residing in the territory of the municipality. Unfavorable opinion.
ParlaMint-FR_2019-02-13-O1147.u455	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u456	Same opinion.
ParlaMint-FR_2019-02-13-O1147.u457	Mr François Pupponi has the floor.
ParlaMint-FR_2019-02-13-O1147.u458	The subject is very important, and I am not sure that the amendment is truly satisfactory. This deserves to be the subject of expertise by the next reading. When the children we are talking about are welcomed to school, there is often a need for outside workers, such as psychotherapists. However, depending on the academies, the inspectors of academies or DASEN accept their presence or not. Depending on the department in which you are located, psychotherapists or others may or may not be allowed to intervene during school time, in a room next to the class... We should be able to unify the rules in this area. If some children need support and the town hall provides a room, outside workers should be allowed to enter the school, with the permission of DASEN.
ParlaMint-FR_2019-02-13-O1147.u459	Mrs Cécile Rilhac has the floor.
ParlaMint-FR_2019-02-13-O1147.u460	I confirm Mr Pupponi's words. As Mrs Janvier said, the amendment came from the first conclusions of the consultation "Together for an inclusive school". Today, children can leave a medico-educational institute without being enrolled in a school. The mere fact of assigning them an INE number could guarantee that they have a reserved place in a school when they leave the institute. Note that I said "could". But in any case, the allocation of the INE number is not an anomalous subject.
ParlaMint-FR_2019-02-13-O1147.u461	I call Mr Dharréville to support Amendment No. 599.
ParlaMint-FR_2019-02-13-O1147.u462	He gives details of the tasks and operation of the nursery school, stressing the need for the specific care of young children – in our mind, I would remind you that this reception must be possible from the age of 2 years. Kindergarten is a real school, which is not confused with elementary school either in its missions or in its organization. It constitutes a specific time of schooling. Evaluations should allow for early detection of children in difficulty in order to implement appropriate aids as soon as possible, with the aim of reducing inequalities. Kindergarten is characterized by its flexibility, both in the adjustments of school time and in the adaptation of its teachings to the rhythm of children. Children of 2 years of age enrolled in nursery schools are subject to special monitoring. They are accommodated in specific conditions adapted to their age, in particular with regard to material and human resources, the level of supervision in the classroom, the education provided, and the adaptation of the school day to the rhythm of the very young child.
ParlaMint-FR_2019-02-13-O1147.u463	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u464	Unfavorable opinion. Mr President, we have had this debate on the flexibility and the necessary adaptations, and you have already received a very broad reply.
ParlaMint-FR_2019-02-13-O1147.u465	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u466	Same opinion.
ParlaMint-FR_2019-02-13-O1147.u467	Mrs Cécile Muschotti has the floor to support Amendment No. 1027.
ParlaMint-FR_2019-02-13-O1147.u468	[[Mr Benoit Potterie applauds]] It aims to broaden the scope of the opinion given by the doctor in charge of the department's maternal and child welfare service to include not only children under the age of 6, but now all children in primary school.
ParlaMint-FR_2019-02-13-O1147.u469	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u470	Unfavorable opinion. It is not necessary to provide for this obligation only for children in school. It is the age of the children that must be taken into account, not their mode of education.
ParlaMint-FR_2019-02-13-O1147.u471	I call Mr Michel Larive to support Amendment No. 1110.
ParlaMint-FR_2019-02-13-O1147.u472	He's forbidden.
ParlaMint-FR_2019-02-13-O1147.u473	Mr. Francis Chouat has the floor.
ParlaMint-FR_2019-02-13-O1147.u474	As we have seen, nothing should diminish the scope of Article 2, which represents an important step forward in France and Europe in terms of access to education for all. Its implementation in the Territories, which would be delicate, as has been shown by several interventions, should not, therefore, distract from the essence and reopen debates, which are certainly respectable, but which are governed by our Constitution, in particular article 72 (2). I'm thinking about the relationship between public school and private school. No one has forgotten the misadventures experienced by statesmen as eminent as François Mitterrand, Pierre Mauroy or Alain Savary thirty-five years ago, in 1984, and I believe that no one wants to take the same path. Local authorities must not be faced with financial uncertainty in the very short term or with the obligation to finance uncompensated additional costs. In addition, inequalities of compensation that are difficult to justify would create a multi-speed system. However, as it stands, many communities are very concerned about article 4, and there is a concern that there may be some misunderstood differences between them. I can quote the case of my municipality, Évry, which did not finance private nursery school: it will receive compensation. Other municipalities are in the same case, such as Paris, Lyon, Brest, Saint-Étienne or smaller municipalities, for example in western France, and also question each other. In addition, when communities that have contracted in advance turn to the prefects or the general management of local communities, the doors close.
ParlaMint-FR_2019-02-13-O1147.u475	Thank you for concluding, my dear colleague.
ParlaMint-FR_2019-02-13-O1147.u476	Minister, can you clarify the application of section 4?
ParlaMint-FR_2019-02-13-O1147.u477	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-13-O1147.u478	I would like to address a problem of form. During the general discussion, a number of questions were raised with the Government. In a rather strange way, Minister, I note that, while the national representation has not received any reply from the Government, your Chief of Staff, in an interview on the website "Café pédagogique", answers him on the same subjects. [[Applause on a few benches of the LR group]] An official speech is therefore disseminated through Mr Christophe Kerrero, who, for example, speaks on the question of means. It is perfectly unpleasant to see that you prefer the media to the national representation. We would have preferred that she could get answers before the media. This is probably a new way of building trust!
ParlaMint-FR_2019-02-13-O1147.u479	Mr François Pupponi has the floor.
ParlaMint-FR_2019-02-13-O1147.u480	Article 4 presents many difficulties. Mr Minister, first of all, it would be good if we could have the list of expenses incurred by the municipalities that will be covered and compensated: it is a little more complex than the text suggests. Then the municipalities will have to advance the funds. They will only be reimbursed for those who will be reimbursed in year n+2. In other words, for two years they will have to finance the additional costs of Article 2 on their own money. I don't think that's a good thing. Finally, I note that those who have been virtuous, by welcoming children aged 3 and under or by financing kindergartens, will be penalized. In fact, municipalities that had wanted to be exemplary and give their children more opportunities will not receive compensation, or very little, while those that had never played the game and did not take care of the nursery school will receive money to apply article 2.
ParlaMint-FR_2019-02-13-O1147.u481	We're putting the right students at a disadvantage!
ParlaMint-FR_2019-02-13-O1147.u482	[[Applause on the benches of the LT group]] It seems a little abnormal to me: we either finance everyone, or we don't compensate for anyone. I would finally find it normal that those who have never made any effort should be forced to take care of three-year-olds without compensation from the State.
ParlaMint-FR_2019-02-13-O1147.u483	That's right.
ParlaMint-FR_2019-02-13-O1147.u484	Mr Régis Juanico has the floor.
ParlaMint-FR_2019-02-13-O1147.u485	We have already expressed a great deal in committee on the financial impact for local and regional authorities of compulsory education from the age of 3. Article 4 provides that the State shall pay financial compensation to the municipalities which did not recognise private nursery schools by agreement, i.e. those which did not pay any municipal lump sum, i.e. about one third of the French communes. Those who already paid a sum, even symbolic, would not be compensated – two thirds of the municipalities therefore. Given that the overall additional cost of the reform is estimated at EUR 150 million – you will give us details about it, Minister – and that the state compensation amounts to only EUR 40 million, there is a risk that the reform will affect the municipal budgets. The municipalities may therefore have to make a number of savings, in particular on the budget they spend on public schools, which would still be a great deal. The question also arises of the local authorities which have contracted with the State in the context of contracts for the control of local expenditure. The authorities concerned have operating expenditure of more than EUR 60 million, and a rate of change in their expenditure is forced, capped at 1.2% per year. If your reform causes high additional costs, for example, to take up previously mentioned cases, 2 million euros for Brest and Toulouse, or 1 million euros for Saint-Étienne, the local authorities concerned will be exposed to financial penalties imposed by the State. If we add to this, as Mr. François Pupponi pointed out, the financial contribution for private kindergartens, the mobilization of additional ATSEMs, the recruitment of individual contractors for reception in the morning and evening and possible additional restoration expenses, there is a risk of mechanically exceeding the ceiling for the evolution of actual operating expenses. If, moreover, compensation is paid only two years later, you can imagine the situation in which we are going to place local authorities.
ParlaMint-FR_2019-02-13-O1147.u486	Mr Jean-Hugues Ratenon has the floor.
ParlaMint-FR_2019-02-13-O1147.u487	At the outset, we wish to state that we are opposed to the additional public subsidies for private education provided for in Article 4. Private education is a personal choice for families: it should not be financed with community money. We all know that private school can be a vector of inequality. The main issue is financial inequality. In addition to public funding, private institutions benefit from private funding, from payments made by parents, as well as by associations or various organizations. The cost of attending a private school often creates a social barrier between families who have the means to pay and those who do not. In addition, frequent revelations about some private institutions – not all of which are concerned – are being made available to students in a way that runs counter to equality of rights. In short, the list of problems that private education can pose is very long, and I will stop there. Our public schools already lack the means: let us avoid emptying our caisses by subsidising private schools! We will vote against article 4 by encouraging the Government to improve public schools.
ParlaMint-FR_2019-02-13-O1147.u488	Mrs Beatrice Descamps has the floor.
ParlaMint-FR_2019-02-13-O1147.u489	Article 4 raises a lot of questions. Mr Minister, we hope that, through our discussions, you can reassure the municipalities about the financing of compulsory education from the age of three. These communes are questioning us. What about compensation for those who recognize private kindergartens by agreement? What about the temporality of the transfer of resources? The municipalities would not understand that they would be forced to finance the introduction of compulsory education from the age of 3. In fact, it would often be simply impossible for them. In order for nursery school to become a fundamental place in the construction of the child, you must reassure the communes that will implement this beautiful and ambitious measure.
ParlaMint-FR_2019-02-13-O1147.u490	Mr Jean François Mbaye has the floor.
ParlaMint-FR_2019-02-13-O1147.u491	Mr Minister, Article 2 already provides for the reduction of the age of compulsory schooling to 3 years. In Article 3, you make the communal package compulsory, and in Article 4, you dedicate the State's commitment to offset these new expenses imposed on the municipalities. Except that the combination of these three terms gives birth... Mr. Chairman of the Committee! I understand that you are finding the time very late, but I think it is important to stop at that even for a few moments, to clarify a situation that many of my colleagues have just pointed out. Mr Pupponi has spoken about his constituency, I can tell you about the commune of Orly, where the combination of these three elements creates a paradox about which we expect clarification. I would also like to take this opportunity of... Mr. Chairman of the Committee! I'm talking to you! Even when we're ready to talk, you're sweeping everything with a back of your hand! I might as well get out of here.
ParlaMint-FR_2019-02-13-O1147.u492	Mr Jean Lassalle has the floor.
ParlaMint-FR_2019-02-13-O1147.u493	Madam President, I was going to congratulate you once again on your presidency, but I dare not, ever since our colleague got angry!
ParlaMint-FR_2019-02-13-O1147.u494	That's the majority!
ParlaMint-FR_2019-02-13-O1147.u495	I congratulate you a little bit anyway. Minister, I think you are bringing to national education a form of elegance, in your attitude, by your knowledge and also by what you express.
ParlaMint-FR_2019-02-13-O1147.u496	It's out of the question!
ParlaMint-FR_2019-02-13-O1147.u497	[[Rites and exclamations]] I say what I want. If you're not happy, you close your ears. I heard a moment ago our colleague's statement about this child who, after crossing seas and oceans, had been found dead, his notebook on the heart. I found this absolutely exceptional. And she said that if we leave these children alone for a while, they learn well, because it is their way of paying tribute to the French Republic in which they are welcomed. [[Laughs]] That being said, because I can't say that for the good of you, minister, it is a pity that you are continuing to close positions. I know it's not your fault: it's our country's general policy for 30 years, a policy that leaves so many opportunities for the rich and so few for the weak. But tomorrow I have to demonstrate to save four positions. If you could shut down less, at least in my constituency, that would be good. I also wanted to say that I was seized of the regional languages.
ParlaMint-FR_2019-02-13-O1147.u498	Ah! That's it!
ParlaMint-FR_2019-02-13-O1147.u499	Once again, they feel threatened. But I know I can trust your eclecticism to propose a roadmap. Finally, I am thinking of the commune of Larrau, whose successive ministers of education since Jules Ferry save the unique class in extrememis. Are you going to allow the children to enter at the age of three? Otherwise, they'll have to take a bus and drive an hour and a half!
ParlaMint-FR_2019-02-13-O1147.u500	We come to the amendments. No. 665 is an amendment to delete the article. He's not being defended. Further discussion was postponed until the next sitting.
ParlaMint-FR_2019-02-13-O1147.u501	Next meeting, this morning, at 9:30 a.m.: Discussion of three bills approving international agreements; Discussion of the draft law authorizing the approval of a tax convention between France and Luxembourg; Further discussion of the bill for a school of trust. The meeting is adjourned.
