ParlaMint-FR_2019-02-15-O1153.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-15-O1153.u368	Once it is not customary, I fully agree with what my colleague Lachaud has just said. The situation is indeed very worrying in Marseille, but problems arise in other French regions, such as landslides, which have an impact on school buildings. The report could therefore be extended to other cities and regions.
ParlaMint-FR_2019-02-15-O1153.u369	Mrs Danièle Obono has the floor to support Amendment No. 568.
ParlaMint-FR_2019-02-15-O1153.u370	It concerns the restoration of the professional baccalaureate in four years. The "pro baccalaureate" in three years was introduced by Minister Xavier Darcos in 2009. He replaced one course in four years: two years for obtaining a first degree – BEP or CAP – and two years for obtaining the baccalaureate itself. The argument put forward at the time was the upgrading of the vocational route by aligning his baccalaureate with a duration of training identical to that of the general and technological routes. In reality, the objective was purely budgetary. The savings, in terms of teaching positions, were tremendous; The hourly reductions, between the abolition of BEP and the reduction of one year of training, have led to the grappling of a large number of posts, in the context of the closure of vocational lycées. The educational record of this budgetary manoeuvre is, however, very poor: the content taught has been weakened by the reduction in the length of education, and the rate of failure has increased because the pressure, both on pupils and on teachers, is much greater in the absence of additional resources. From our point of view, the upgrading of vocational education therefore requires the restoration of the "pro baccalaureate" in four years. That is the subject of the report that we are requesting from the Government.
ParlaMint-FR_2019-02-15-O1153.u371	What is the opinion of the committee?
ParlaMint-FR_2019-02-15-O1153.u372	Unfavorable.
ParlaMint-FR_2019-02-15-O1153.u373	What is the Government's opinion?
ParlaMint-FR_2019-02-15-O1153.u374	Disadvantaged too.
ParlaMint-FR_2019-02-15-O1153.u375	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2019-02-15-O1153.u376	I come back to a question I had already asked. When can we talk about professional high schools? We referred to them with Mrs Pénicaud, on the subject of learning, but, in principle, they seem to me to be part of national education: they should not be confused with the learning process. We never have an opportunity to talk about the reforms to which these high schools have been subjected. I have a lot of echoes in this respect from teachers in the professional sector, and I do not have an answer.
ParlaMint-FR_2019-02-15-O1153.u377	The Minister has the floor.
ParlaMint-FR_2019-02-15-O1153.u378	I am prepared to address all the subjects of national education, but this could lead us very late in the night. It is incorrect to say that I did not express myself on the professional path. I have spoken about this in questions to the Government and in committee. I would like to give you a quick answer here, while at the same time keeping myself at your disposal to talk about it at a later stage. The current reform, as I have often said before you, is very important; It is even, in my view, one of the most important, after that of primary school. You are right, the professional path is essential: it concerns a large number of students, about 700000. Without detailing all the directions, one of them, to stick to your question, is to enhance the personalization of the courses, in order to better take into account the needs and expectations of each student. This can, moreover, lead to journeys of a duration other than three years. One of the dimensions of the reform is, in line with the Calvez-Marcon report, to allow some pupils, who had previous experience, to spend their CAP in one year, and others, who would need it, to spend it in three years. We also favour the bridges between CAP and the "pro baccalaureate", so that in reality, it can still be passed in four years if it is preceded by a CAP. The time of the professional bachelor's degree is therefore variable in geometry, precisely to take into account the needs of each of them. This development of the vocational path is also reflected, in accordance with another recommendation of the Calvez-Marcon report, in the request made to the pupil, before his entry into the final stage, if he is rather willing, once the baccalaureate is in his pocket, to pursue higher education or to enter the world of work immediately; As you know, the vows are roughly the same in proportion, which is basically a good thing. In any case, the final education will be personalized according to the student's choice, in order to prepare him/her for his/her future success. If he opts for higher education, we encourage him instead to pass a BTS – a graduate technician's certificate – which, as we know, is the diploma that professional bachelors get the best. Very recently, I accompanied the President of the Republic to Saône-et-Loire where I was very happy to find former bachelors of the professional way gathered in a boarding school in Montceau-les-Mines. At an excellent level, they have a preparatory class; One of them entered Polytechnique and many others in various engineering schools. This example illustrates very well, in my view, the variety of possible paths, which is the very spirit of reform. I do not have time to answer you on all aspects, but, on the one you pointed out, the length of study of the professional bachelor's degree, I wanted to give you these details. One of the axes of this reform, I repeat, is the personalisation of the journeys.
ParlaMint-FR_2019-02-15-O1153.u379	I have before me a number of amendments, Nos 190, 203, 573, 153 and 33, which can be discussed jointly. Mr Xavier Breton has the floor to support Amendment No. 190.
ParlaMint-FR_2019-02-15-O1153.u380	This amendment, tabled by Damien Abad and of which I am one of the co-signatories, is a request for a report on the management of disability at school. We will not repeat the whole debate, but the last paragraph of the summary statement, which I would like to read, is of particular interest: "It seems necessary to fill the gaps in statistical information on the situation and needs of persons with disabilities who have been denounced not only by the Defender of Rights [...], in a decision of 26 September 2017, but also, in the case of children and adolescents with disabilities, by the United Nations Committee on the Rights of the Child – UN – in February 2016. We have a serious lack of data on the means of statistical knowledge of the realities of disability, particularly among young people, and the evaluation of public policies implemented. »
ParlaMint-FR_2019-02-15-O1153.u381	I call Mr Maxime Minot to support Amendment No. 203.
ParlaMint-FR_2019-02-15-O1153.u382	This is another request for a report, with a view to "a review of the needs of staff accompanying students with disabilities while considering possible changes in their status and training".
ParlaMint-FR_2019-02-15-O1153.u383	Mrs Elsa Faucillon has the floor to support Amendment No. 573.
ParlaMint-FR_2019-02-15-O1153.u384	Defendant!
ParlaMint-FR_2019-02-15-O1153.u385	Mr Xavier Breton has the floor to support Amendment No. 153.
ParlaMint-FR_2019-02-15-O1153.u386	This amendment is still a request for a report. It could be said that it is no longer relevant after the discussions we have had on the subject and the few developments that have taken place. However, I believe that this is all the more relevant because these measures, which are insufficient and partial, do not respond in any way to the problem of disabled people at school: a report, submitted as soon as possible, would make it clear.
ParlaMint-FR_2019-02-15-O1153.u387	I call Mr Patrick Hetzel to support Amendment No. 33.
ParlaMint-FR_2019-02-15-O1153.u388	He's forbidden.
ParlaMint-FR_2019-02-15-O1153.u389	I have before me three amendments, Nos 575, 38 and 156, which can be discussed jointly. Amendments Nos 38 and 156 are identical. Amendment No 575 is defended by Mrs Elsa Faucillon. Amendment No 38 was defended by Mr Patrick Hetzel. The same amendment No 156 was defended by Mr Xavier Breton.
ParlaMint-FR_2019-02-15-O1153.u390	I call Mrs Pau-Langevin to support Amendment No. 710.
ParlaMint-FR_2019-02-15-O1153.u391	If you will allow me, Mr President, I shall at the same time defend Amendment No 711.
ParlaMint-FR_2019-02-15-O1153.u392	All right, Mrs. Pau Langevin.
ParlaMint-FR_2019-02-15-O1153.u393	We have seen in the two bills under discussion that we lack data to deal with the situation of children with disabilities in a timely manner. We therefore call, with Amendment No 710, for a first report on the means of statistical knowledge of the needs of persons with disabilities and, with Amendment No 711, for another report on the needs of reference teachers, in order to deal more effectively and more quickly with individual cases when they arise.
ParlaMint-FR_2019-02-15-O1153.u394	I have before me two identical amendments, Nos 34 and 158. I call Mr Patrick Hetzel to support Amendment No. 34.
ParlaMint-FR_2019-02-15-O1153.u395	Defendant!
ParlaMint-FR_2019-02-15-O1153.u396	Mr Xavier Breton has the floor to support Amendment No. 158.
ParlaMint-FR_2019-02-15-O1153.u397	This amendment concerns the use of French sign language in our education system, a subject dear to our colleague Marianne Dubois, chairman of the study group on this subject. Deaf children and their parents sometimes feel that they are abandoned from the school system, that they are forgotten of "success for all". However, there is an urgent need for action, as many deaf children are currently at risk. It is necessary to guarantee the rights to education of these children and to promote bilingual French-language French-sign schools nationwide, in order to make all school contents accessible to deaf children. On this important subject, under the terms of this amendment, the Government will submit annually to Parliament a report on the pedagogy implemented with regard to deaf children and on the use of French sign language in the education system.
ParlaMint-FR_2019-02-15-O1153.u398	Mrs Danièle Obono has the floor to support Amendment No. 357.
ParlaMint-FR_2019-02-15-O1153.u399	If you will allow me, Mr President, I shall at the same time introduce Amendment No 359, which deals with the same subject in a separate area.
ParlaMint-FR_2019-02-15-O1153.u400	Thank you, Mrs. Obono.
ParlaMint-FR_2019-02-15-O1153.u401	Amendment No 357 is a request for a report on the accessibility of schools for pupils, parents and staff with disabilities. This report may consider essential renovations to be implemented in an accessibility renovation emergency plan. Amendment No 359 deals with the same subject, but more broadly with buildings for school and extracurricular use, including boarding schools and areas devoted to extracurricular activities. In this area, France is lagging far behind, as noted by many associations of persons with disabilities. It is therefore necessary to speed things up and, in order to do so, to have a diagnosis as close as possible to the realities and needs. The extension of the schooling of the youngest will be accompanied by investments which will have to comply with accessibility standards; Hence the request to the Government for a report on the subject.
ParlaMint-FR_2019-02-15-O1153.u402	Mrs Beatrice Descamps has the floor to support Amendment No. 444.
ParlaMint-FR_2019-02-15-O1153.u403	He's out.
ParlaMint-FR_2019-02-15-O1153.u404	I have before me two amendments, Nos 88 and 42, which can be discussed jointly. Mr Frédéric Reiss, in support of Amendment No. 88, has the floor.
ParlaMint-FR_2019-02-15-O1153.u405	[[Smile]] This amendment by our excellent colleague Marc Le Fur asks for a report on the recruitment, training and management of staff in regional language teaching or regional languages and cultures.
ParlaMint-FR_2019-02-15-O1153.u406	[[Smile]] Very good amendment... I call Mr Patrick Hetzel to support Amendment No. 42.
ParlaMint-FR_2019-02-15-O1153.u407	He's forbidden.
ParlaMint-FR_2019-02-15-O1153.u408	I call Mr Reiss to support Amendment No. 89.
ParlaMint-FR_2019-02-15-O1153.u409	Catch-up session for the minister and rapporteur. This is always an excellent report requested by our colleague Marc Le Fur.
ParlaMint-FR_2019-02-15-O1153.u410	Amendment No 90 was defended by Mr Patrick Hetzel.
ParlaMint-FR_2019-02-15-O1153.u411	Amendment No 1056 was defended by Mr Yannick Favennec Becot.
ParlaMint-FR_2019-02-15-O1153.u412	Amendment No 1055 was defended by Mr Yannick Favennec Becot.
ParlaMint-FR_2019-02-15-O1153.u413	Amendment No 870 was defended by Mr Yannick Favennec Becot.
ParlaMint-FR_2019-02-15-O1153.u414	Amendment No 528 is defended by Mr Patrick Hetzel.
ParlaMint-FR_2019-02-15-O1153.u415	Amendment No 844 was defended by Mr Yannick Favennec Becot.
ParlaMint-FR_2019-02-15-O1153.u416	Amendment No 468 is defended by Mr Patrick Hetzel.
ParlaMint-FR_2019-02-15-O1153.u417	I call Mr Bastien Lachaud to support Amendment No. 648.
ParlaMint-FR_2019-02-15-O1153.u418	This is a report on the consequences, particularly for public finances, of the repeal of the Carle, Rocard and Debré Acts. This repeal would ensure that taxes for all are not used to finance parallel education for a few. In other words, this amendment would ensure that public money is paid to the public school. Freedom of education cannot imply that the State subsidizes specific choices motivated by philosophical, religious or, a fortiori, strategies of social distinction and avoidance of mix. By financing private education, the State encourages unfair competition from institutions that are not subject to exactly the same obligations as public schools with regard to the reception of pupils. Many advocates of private education rightly point out that very many pupils are placed there by default, because of the difficulties encountered in the public school. That's undeniable. It must be acknowledged that the sums unduly allocated to these institutions have, over the years, contributed to the stripping of public education and thus to the deterioration of educational situations. The repeal of the Carle, Rocard and Debré laws is a condition for allowing students who have left him to return to the public school with regret. The sums at stake are estimated at €6.6 billion, but it was before the compulsory schooling from 3 years old, which will force municipalities to finance nursery schools.
ParlaMint-FR_2019-02-15-O1153.u419	I have before me two amendments, Nos 509 and 128, which can be discussed jointly. Mrs Constance Le Grip has the floor to support Amendment No. 509.
ParlaMint-FR_2019-02-15-O1153.u420	Defendant!
ParlaMint-FR_2019-02-15-O1153.u421	Mr Xavier Breton has the floor to support Amendment No. 128.
ParlaMint-FR_2019-02-15-O1153.u422	I regret that, on a previous amendment concerning deaf children and the use of French sign language, we have not received a reply from either the minister or the rapporteur. However, this is an important subject that requires an overview of our education system in this area, so as to identify avenues for improvement. Amendment No 128 concerns a report on the progress made in the development of digital education in schools. Taking into account the publication of an information report dating back to a few months, we propose that it be drawn up within 24 months, in order to assess the functioning of what the so-called recasting law of the school had called the "public service of digital education", in particular its impact in terms of competition law.
ParlaMint-FR_2019-02-15-O1153.u423	Amendment No 741 was defended by Mrs Josette Manin.
ParlaMint-FR_2019-02-15-O1153.u424	Amendment No 646 is defended by Mrs Ramlati Ali.
ParlaMint-FR_2019-02-15-O1153.u425	I have before me two identical amendments, Nos 881 and 891. I call Mr Patrick Hetzel to support Amendment No. 881.
ParlaMint-FR_2019-02-15-O1153.u426	It concerns the submission by the Government of a report on the introduction of a back-to-school allowance for families whose children are educated at home. Our two colleagues in charge of the flash mission on de-schooling felt that such a measure would make a lot of sense and included it among their recommendations. Let's make sure they're followed with effect! Moreover, it appears to be totally discriminatory that families educating their children at home cannot receive the return to school allowance under the same conditions as those who enrol their children in contractual institutions. Minister, you have said that these families bear less expenses than those who attend their children. Nothing is less certain. On the contrary, they face a number of additional costs, if only the purchase of textbooks, which are generally borne by local and regional authorities.
ParlaMint-FR_2019-02-15-O1153.u427	Mr Xavier Breton has the floor to support Amendment No. 891.
ParlaMint-FR_2019-02-15-O1153.u428	I want to stress the importance of this amendment. Our debate has clearly shown the existence of questions about the constitutionality of this inequality. This issue should be deepened. Minister, you said that the purpose of the back-to-school allowance was to attract parents to school, in a way. Rather, we consider it to be used to compensate for educational expenses. As such, it should be granted to all children, whether they are educated in the school system or at home.
ParlaMint-FR_2019-02-15-O1153.u429	I have two identical amendments before me, Nos 114 and 151. I call Mr Patrick Hetzel to support Amendment No. 114.
ParlaMint-FR_2019-02-15-O1153.u430	It seems to us necessary to have information as close as possible to the reality of the checks on home-based education. That is something that we had already mentioned in the debate on the Gatel bill. We would like to know whether these controls are being carried out and how many sanctions are actually being imposed. We are debating the subject while only the ministry has this information. National representation has every legitimacy to dispose of it.
ParlaMint-FR_2019-02-15-O1153.u431	Mr Xavier Breton has the floor to support Amendment No. 151.
ParlaMint-FR_2019-02-15-O1153.u432	That we have discussed this issue does not make the request for a report on the effectiveness of home checks less relevant, on the contrary. We see that the new controls that will be implemented will mainly target parents who, as part of their educational freedom, make the choice to educate their children at home. The people who should be most targeted by the controls are those who are part of sectarian logics or religious radicalism. That is why we need this report to be clear. Will parents who try to do the best they can to educate their children have to undergo new controls, because they make a choice stemming from the constitutional freedom of education, or will they really target families whose behaviour places them on the margins of society and who pose a danger to their children? I believe that this report is all the more justified in the light of the debates we have had in the last few hours.
ParlaMint-FR_2019-02-15-O1153.u433	Mrs Anne Brugnera has the floor to support Amendment No. 862.
ParlaMint-FR_2019-02-15-O1153.u434	Defendant!
ParlaMint-FR_2019-02-15-O1153.u435	What is the opinion of the committee?
ParlaMint-FR_2019-02-15-O1153.u436	Unfavorable.
ParlaMint-FR_2019-02-15-O1153.u437	What is the Government's opinion?
ParlaMint-FR_2019-02-15-O1153.u438	Same opinion.
ParlaMint-FR_2019-02-15-O1153.u439	Withdrawn!
ParlaMint-FR_2019-02-15-O1153.u440	Amendment No 947 is defended by Mrs Frédérique Dumas.
ParlaMint-FR_2019-02-15-O1153.u441	I call Mrs Pau-Langevin to support Amendment No. 699.
ParlaMint-FR_2019-02-15-O1153.u442	We have consistently maintained that early schooling is useful for children, especially those from very modest families. However, a study by France Strategy seems to lead to a different conclusion. That is why we would like a report to assess the advantages and disadvantages of early school attendance.
ParlaMint-FR_2019-02-15-O1153.u443	Amendment No 166 is defended by Mr Xavier Breton.
ParlaMint-FR_2019-02-15-O1153.u444	Amendment No 322 is defended by Mr Patrick Hetzel.
ParlaMint-FR_2019-02-15-O1153.u445	Amendment No 388 by Mr Michel Larive is being defended.
ParlaMint-FR_2019-02-15-O1153.u446	Amendment No 400 is defended by Mr Xavier Breton.
ParlaMint-FR_2019-02-15-O1153.u447	I have before me two identical amendments, Nos 12 and 471. I call Mr Maxime Minot to support Amendment No. 12.
ParlaMint-FR_2019-02-15-O1153.u448	This amendment concerns a report on possible developments in the status of school principals, following the flash mission led by Mrs Bazin-Malgras on behalf of the Committee on Cultural Affairs and Education.
ParlaMint-FR_2019-02-15-O1153.u449	Amendment No 471 is defended by Mr Xavier Breton.
ParlaMint-FR_2019-02-15-O1153.u450	Amendment No 479 is defended by Mrs Béatrice Descamps.
ParlaMint-FR_2019-02-15-O1153.u451	I call Mrs Danièle Obono to support Amendment No. 585.
ParlaMint-FR_2019-02-15-O1153.u452	Its purpose is to prepare a report on the fight against early school leaving. The previous government had drawn up a plan on the subject, but unfortunately its implementation was limited to communication. We believe that it is necessary to conduct a thorough study of this scourge...
ParlaMint-FR_2019-02-15-O1153.u453	That concerns 90,000 young people!
ParlaMint-FR_2019-02-15-O1153.u454	... which indeed affects about 90,000 young people a year. The inter-ministerial action launched in 2010 has developed measures with an essentially preventive aim, while it would be essential, from our point of view, also to concentrate our efforts on the re-education of young people in remote situations vis-à-vis the school system. The study of the individual causes of drop-out would help to respond to each and every young person by an appropriate measure that would restore their confidence in the school system – education in another field, for example, at a distance or abroad. That is why it is necessary to analyse precisely the causes and possibilities for action, and why we are asking the Government for this report.
ParlaMint-FR_2019-02-15-O1153.u455	I have before me two amendments, Nos 577 and 591, which can be presented together. Mrs Elsa Faucillon has the floor to support them.
ParlaMint-FR_2019-02-15-O1153.u456	Amendment No 577 is being defended. As for No. 591, it concerns a report on the demography and social origins of the workforce of private kindergartens. The compulsory three-year education that we voted for will impose additional expenses on the municipalities. While it is the freedom of everyone to enrol his or her child in a school, whether public or private, or to educate him or her at home, it is the role of the State to combat social reproduction and to participate in school democratization. The report we are requesting would help to determine what measures the State should adopt, once compulsory education has been completed at three years, to promote school democratization.
ParlaMint-FR_2019-02-15-O1153.u457	I call Mrs Sabine Rubin to support Amendment No. 656.
ParlaMint-FR_2019-02-15-O1153.u458	Defendant!
ParlaMint-FR_2019-02-15-O1153.u459	I call Mrs Pau-Langevin to support Amendment No. 702.
ParlaMint-FR_2019-02-15-O1153.u460	That is an amendment I want to make. In our work on this bill, we have shown interest in children in difficulty in school and we know that these children are often from very modest neighbourhoods under city policy. We often talk about the duplication of CP classes, but we have heard relatively little so far about what is being done within the framework of the city's policy, through the contracts to which national education is involved to compensate for the handicaps caused by poverty in these neighbourhoods. That is why I am asking, by this amendment, for an assessment of the educational success policies carried out in the priority areas of the city. These city contracts are under way and it would be useful if a report could tell us where we are. It is still extremely important: this is where school failure is located.
ParlaMint-FR_2019-02-15-O1153.u461	I call Mr Yannick Favennec Becot to support Amendment No. 879.
ParlaMint-FR_2019-02-15-O1153.u462	I am very interested in this amendment, which concerns the openings and closings of classes, i.e. the so-called school card measures. This is, in principle, a shared competence between the State and the communes for schools, departments for colleges and regions for high schools, but the territorial community concerned is in fact consulted only in the event of the establishment or abolition of an institution, the opening or closing of a class under the authority of the academic director or the rector. Every year, many classes are closed, due in particular to a shortage of students. In practice, it is not possible to have access to the thresholds from which a class is closed. Greater transparency would be welcome with regard to the criteria for the allocation of teaching positions, Minister. It would also be welcome to clearly indicate each year the threshold for closing or opening classes that serves as a reference in each area. In addition, the conditions are stricter – as I see in my department of Mayenne – when it comes to reopening a class than when it comes to closing it. We fear that the decisions taken in this area will contribute to the desertification of schools in some of our territories. The purpose of the report referred to in this amendment is to question the relevance of the criteria and to improve them, in particular the thresholds required for the closure and opening of classes.
ParlaMint-FR_2019-02-15-O1153.u463	What is the opinion of the committee?
ParlaMint-FR_2019-02-15-O1153.u464	Unfavorable.
ParlaMint-FR_2019-02-15-O1153.u465	What is the Government's opinion?
ParlaMint-FR_2019-02-15-O1153.u466	Unfavorable.
ParlaMint-FR_2019-02-15-O1153.u467	Mr Yannick Favennec Becot has the floor.
ParlaMint-FR_2019-02-15-O1153.u468	I do not understand, minister, that you are refusing the publication of a report aimed at greater transparency regarding class openings and closures. I'm disappointed!
ParlaMint-FR_2019-02-15-O1153.u469	The Minister has the floor.
ParlaMint-FR_2019-02-15-O1153.u470	Mr President, I am in the ungrateful role of having to avoid legislative inflation and the inflation of reports. Each of the topics that are discussed here is very important, this one in particular, but I cannot accept all the requests for reports...
ParlaMint-FR_2019-02-15-O1153.u471	At least one, Mr. Minister!
ParlaMint-FR_2019-02-15-O1153.u472	...if it were to be embolised! That said, the information you are asking for exists even if it can certainly be made more explicit. I don't have any problems with this: I often tell you the supervisory rates of the different departments. Even when I am accused of closures, it is recognized that the DASEN establish a more interactive communication with the elected officials, in accordance with the very clear instructions for very in-depth dialogue with local elected officials when decisions are taken. We are concluding more and more rural departmental contracts – we have signed more than sixty – that clarify the criteria. Transparency is there. Perhaps more can be done, but I do not want to stack up the reports, even if I fully understand your request.
ParlaMint-FR_2019-02-15-O1153.u473	Mr Yannick Favennec Becot has the floor.
ParlaMint-FR_2019-02-15-O1153.u474	I am making a proposal to you, minister: I am withdrawing my amendment if you assure me that parliamentarians will be kept informed of these thresholds and will benefit from this improved transparency.
ParlaMint-FR_2019-02-15-O1153.u475	Excellent suggestion!
ParlaMint-FR_2019-02-15-O1153.u476	The Minister has the floor.
ParlaMint-FR_2019-02-15-O1153.u477	I answer you out of respect for you but I warn you: it is late and there are still many things to say! There's no threshold. I keep telling DASEN that you have to show more finesse than geometry, which you expect. When you define a threshold, there are threshold effects, and when there are threshold effects, you blame us, rightfully because they ignore local realities. We take into account a whole series of parameters, for example those we apply to mountain villages. It is a whole alchemy that actually leads to heterogeneous situations. If there are more favourable rates of supervision in rural areas, it is precisely because of this particular attention. It is at the level of each department that this is being done. We can also look for ways to further clarify what is happening. I have no problem with that since the main principles of action are clear and transparent, and I've been posting them a lot lately. All the proposals that allow us to go further in the explanation go me well.
ParlaMint-FR_2019-02-15-O1153.u478	I call Mrs Mette to support Amendment No. 800.
ParlaMint-FR_2019-02-15-O1153.u479	This amendment is intended that within 12 months of the enactment of this Act, the Government shall submit to Parliament a report on the development of community human resources within the Ministry of Education.
ParlaMint-FR_2019-02-15-O1153.u480	What is the opinion of the committee?
ParlaMint-FR_2019-02-15-O1153.u481	Unfavorable.
ParlaMint-FR_2019-02-15-O1153.u482	What is the Government's opinion?
ParlaMint-FR_2019-02-15-O1153.u483	Unfavorable.
ParlaMint-FR_2019-02-15-O1153.u484	Mr Vigier has the floor to support Amendment No. 867.
ParlaMint-FR_2019-02-15-O1153.u485	Mr Minister, you have explained to us that you are not very fond of reports, but it would be interesting to know what the means of the public authorities are to control the administrative or even criminal situations of staff in private institutions. How can these means of assessment be made available so that they are better known, that we can draw up a statement of the checks which they have made possible, of what they have been able to bring about? In terms of traceability, trust in private schools, it seems to me important that this tool be available. Let us be told how the State carries out these controls that should be carried out.
ParlaMint-FR_2019-02-15-O1153.u486	Remarkable!
ParlaMint-FR_2019-02-15-O1153.u487	Mrs Cécile Rilhac has the floor to support Amendment No. 1026.
ParlaMint-FR_2019-02-15-O1153.u488	Defendant!
ParlaMint-FR_2019-02-15-O1153.u489	Mrs Ramlati Ali has the floor to support Amendment No 265, as corrected.
ParlaMint-FR_2019-02-15-O1153.u490	We voted in Article 7 to transform Mayotte's vice-rectorate into a rectorate in January 2020. As part of the mission of the delegation to the overseas of which I was the rapporteur for this text, the vice-rector of Mayotte told us that the administrative authorities were ready to implement the reform from the beginning of September 2019. In these circumstances, it would be desirable to provide for the entry into force of this article from the start of the 2019 school year.
ParlaMint-FR_2019-02-15-O1153.u491	What is the opinion of the committee?
ParlaMint-FR_2019-02-15-O1153.u492	Unfavorable. The vice-rector of Mayotte has indeed confirmed to us that he was ready for an entry into force in September 2019, but this is not the case for everyone! The creation of a full rectorate in Mayotte on 1 January 2020 is already a great step forward: let us stick to this calendar.
ParlaMint-FR_2019-02-15-O1153.u493	What is the Government's opinion?
ParlaMint-FR_2019-02-15-O1153.u494	Same opinion.
ParlaMint-FR_2019-02-15-O1153.u495	Mrs Maud Petit has the floor.
ParlaMint-FR_2019-02-15-O1153.u496	I'd like you to give us a little more information. A rectorate of its own right is certainly a great step forward but why not in September 2019 since they are ready? You did not reply on this point.
ParlaMint-FR_2019-02-15-O1153.u497	The Minister has the floor.
ParlaMint-FR_2019-02-15-O1153.u498	First of all, I will speak with the vice-rector of Mayotte because, until further notice, it is not for the officials of the disconcentrated administrations to tell the government through the legislator what to do! On the other hand, the transformation of a rectorate has far-reaching regulatory consequences. It's a party day for Mayotte. We have done something enormous in relation to everything that was requested, and it is still a bit paradoxical to always relativize what is accomplished by asking for more and more. The regulatory and administrative consequences of what we have done are very important. I ask only to show good will on this subject, but such a transformation is not limited to replacing the " vice-rectorate" sign with a "rectorate" sign! This is a great deal of technical and administrative work, and it involves means that must be programmed in the financial law. All of this takes time, but the 2020 perspective is there, which means that a whole series of dynamics related to the transformation of the vice-rectorate into a rectorate are energized, and that, in a way, it is already there – which includes the possibility of expanding the teams, certainly what the vice-rector was referring to. From a practical point of view, as early as September, we will be in conditions close to the beginning of a rectorate, but from a legal point of view, it is the date of 1 January that must be retained.
ParlaMint-FR_2019-02-15-O1153.u499	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-02-15-O1153.u500	The least we can expect from the Government is that it allows officials of the deconcentrated authorities to respond freely when they are interviewed by parliamentarians and that they do not have to fear further discussion with their supervisory authority. We would no longer be free to carry out our fact-finding missions if the administrative authorities we are hearing feared the vindiction of their supervisory ministry.
ParlaMint-FR_2019-02-15-O1153.u501	That's right!
ParlaMint-FR_2019-02-15-O1153.u502	Moreover, it is not a great victory for Mayotte: it is the least of the things that Mayotte has a rectorate rightfully. It's a good thing, but from there to say it's party day, let's not exaggerate! In view of the situation in Mayotte, I repeat, it is the least of the things.
ParlaMint-FR_2019-02-15-O1153.u503	I have before me two amendments containing additional articles, Nos 690 and 692, which may be presented in a consolidated format. Mrs Elsa Faucillon has the floor to support them.
ParlaMint-FR_2019-02-15-O1153.u504	Amendment No 690 is being defended. By amendment No. 692, Mr Nilor called for time to be spent teaching the history of their territories in local authorities governed by article 73 of the Constitution to be included in school curricula. In Martinique, Guadeloupe, Guyana, history is part of our cultural heritage. We saw during our debates how much the history of France had an extremely reductive vision, remaining in its simplicity without wanting to address its complexity – not necessarily, moreover, in its dark aspects but also in what it has of positive and rich. This amendment makes it possible to give this complete wealth in its specificities and uniqueness.
ParlaMint-FR_2019-02-15-O1153.u505	I call Mrs Emmanuelle Ménard to support Amendment No. 1067.
ParlaMint-FR_2019-02-15-O1153.u506	This bill was expected, however, it seems to me that it is appropriate to name it "for the school" since the element of trust that you wanted to add to it is not really probative. We expected an ambitious text, with more freedoms, more autonomy, more successes, too. We are still waiting for the report on violence in schools – one of the burning issues of recent months – but, several times announced, it is still postponed. After a week of discussion, it is disappointment that is unfortunately on the rendezvous.
ParlaMint-FR_2019-02-15-O1153.u507	What is the opinion of the committee?
ParlaMint-FR_2019-02-15-O1153.u508	Unfavorable opinion.
ParlaMint-FR_2019-02-15-O1153.u509	What is the Government's opinion?
ParlaMint-FR_2019-02-15-O1153.u510	Same opinion.
ParlaMint-FR_2019-02-15-O1153.u511	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-02-15-O1153.u512	I think that this amendment is very interesting for the reasons that our colleague has said, but also because there is a pretentious manner of titles. The so-called law of re-foundation of the school has not re-founded anything at all...
ParlaMint-FR_2019-02-15-O1153.u513	I do, though!
ParlaMint-FR_2019-02-15-O1153.u514	... as we can see, as long as our education system has not improved since then. In this case, the so-called school of trust will in fact be that of distrust, of distrust. Demonstrating a little more modesty with the title and a little more ambition in the content of the law would be good practice.
ParlaMint-FR_2019-02-15-O1153.u515	Pursuant to Rule 101 of the Rules of Procedure, the Committee requests a second debate on Rule 1a A.
ParlaMint-FR_2019-02-15-O1153.u516	The president of the Committee on Cultural Affairs and Education has the floor.
ParlaMint-FR_2019-02-15-O1153.u517	I have indeed asked for a second debate on Article 1a A, which provides for the presence in each class of the French and European flags as well as the words of the chorus of La Marseillaise, because, when Mr Ciotti's amendment No 102 was adopted on Monday evening, a number of colleagues were unable to explain their vote. This second debate on Article 1 bis A will therefore enable those who so wish to speak and the Assembly to take a fully informed decision on the mechanism.
ParlaMint-FR_2019-02-15-O1153.u518	On Article 1e r bis A, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. Mr Eric Ciotti has the floor.
ParlaMint-FR_2019-02-15-O1153.u519	In a somewhat surprising way, we have to re-examine Amendment No. 102 – from which this article came – which was approved by our assembly after the minister proposed a new wording. I recall that my amendment aimed to have our tricolor emblem present in all classes of the schools of the Republic to ensure that students become citizens attached to republican values. Thus, in addition to the knowledge transmitted by the school, they would receive this landmark from the Republic. You have wished, Mr Minister, to add the European flag and, taking up another amendment which the Republicans had defended, to display the words of La Marseillaise.
