ParlaMint-FR_2019-02-12-O1145.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-12-O1145.u349	Article 311-4 of the Education Code states: "School curricula shall include, at all stages of schooling, teachings intended to make known the diversity and richness of the cultures represented in France. » In truth, he speaks of the diversity of hexagonal France. Why? You can see, in this Chamber as well as in your constituencies, in your families, at school, where you follow the education of your children, that these, or the young people you know, do not receive – no more than we do at their age – the teaching of French ultramarine culture, alongside French hexagonal culture. Both make France, and that is true diversity. But the school doesn't teach that. Or rather, it now does so a little bit, through the teaching of history, in particular that of the slave trade, and again, when it is done, Minister, it is within the limits of the Caribbean zone and an approach to the slave trade through triangular trade; the rest is completely ignored. But French culture, which encompasses oceanic and continental spaces, is not only the slave trade; It is multiculturality – we were talking about it earlier, in a way, about Mr Ciotti's amendment – it is the richness of biodiversity, it is the diplomatic stakes...
ParlaMint-FR_2019-02-12-O1145.u350	I'm asking you to conclude, Mrs. Bareigts.
ParlaMint-FR_2019-02-12-O1145.u351	If we do not teach this dimension, how do you want the small French of today to understand the true dimension of France and the stakes of tomorrow, in all the areas that we have just listed? That is why, by this amendment, we simply ask that after "France", it be specified: "hexagonal and ultramarine".
ParlaMint-FR_2019-02-12-O1145.u352	Mr Jean-Philippe Nilor has the floor to support Amendment No. 1069.
ParlaMint-FR_2019-02-12-O1145.u353	[[Applause on the benches of the FI group. – Protests on the benches of the LR group]] Like the previous one, it seeks to supplement but above all to enrich the provisions of the Education Code by expressly including the culture of France known as "overseas" and thus to combat its invisibility. The stakes are major: our cultures are not exclusively specific, but have – and must have – the ambition to belong also to universality. It is about the education of all the small French, so that, in a few years, we can no longer hear interventions like that of Mr Ciotti, marked by the seal of ignorance.
ParlaMint-FR_2019-02-12-O1145.u354	Why? It's a free reprimand!
ParlaMint-FR_2019-02-12-O1145.u355	What is the committee's opinion on these two amendments?
ParlaMint-FR_2019-02-12-O1145.u356	[[Applause on a few benches of the LaREM and FI groups]] I wholeheartedly agree with you, Mrs Bareigts, and I therefore express a favourable opinion on your amendment. I simply have a little hesitation as to whether to choose yours or the next one, since they fit into the same area of the code, but I would rather be in favour of writing yours. The opinion is therefore favourable on point 955 and unfavourable on point 1069.
ParlaMint-FR_2019-02-12-O1145.u357	What is the Government's opinion?
ParlaMint-FR_2019-02-12-O1145.u358	You have shown a great deal of eloquence, Mrs Bareigts, Mr Nilor, to put forward a very fair and convincing idea. I think this is an absolutely decisive point, and we have seen earlier, when we discussed the complete map of France, the enthusiasm that this has aroused in the ranks. I believe that the knowledge that we give to the students of France, hexagonal and overseas, of the rest of France is still largely insufficient. This is probably one of the best teachings of diversity, and it is sometimes surprising that we do not consider our own diversity. It echoes other dimensions of diversity, everything that you have said very well and that I will not repeat better. I am therefore totally convinced of your arguments, and I give a favourable opinion on Amendment No 955 and against Amendment No 1069.
ParlaMint-FR_2019-02-12-O1145.u359	Mr Jean-Philippe Nilor has the floor.
ParlaMint-FR_2019-02-12-O1145.u360	We can only welcome these favourable opinions, especially since they are relatively rare in these days of reign of the Republic in progress... This symbol will therefore be appreciated at its fair value. However, I would like to reply to the rapporteur, who prefers the words "hexagonal and ultramarine France" to the words "France, including overseas France". The first expression means – although I am also very much in favour of my colleague's amendment – that there are two Frances: a hexagonal France and an ultramarine France.
ParlaMint-FR_2019-02-12-O1145.u361	Mr Michel Castellani has the floor.
ParlaMint-FR_2019-02-12-O1145.u362	[[Applause on a few benches of the LaREM group]] I will say a word in support of the amendments made by our ultramarine colleagues. The school must spread universal knowledge, of course. But it must also have roots, it cannot function as apnea, extraterritorially. The school must return what it has taken: it has had an extraordinarily erosive role, not only in the overseas, but in all our regions, you know very well. The school must make progress in this area, Minister; It must restore to the regions and cultures, trivialised and despised, what it has taken from them. Solidarity with our ultramarine friends and colleagues!
ParlaMint-FR_2019-02-12-O1145.u363	The Minister has the floor.
ParlaMint-FR_2019-02-12-O1145.u364	[[Applause on the benches of the FI Group and among non-attached Members]] [[Smile]] We do not, of course, change our views on the substance, but I must admit that we are quite convinced by your arguments, Mr Nilor – you see that we are very listening. The term used should not lead to misunderstanding. Perhaps a third idea would have to be found in order to achieve an even better expression. I confess my embarrassment as a result of your intervention. Perhaps we can imagine even better drafting when we examine the text in the Senate? In any case, we retain the principle, at this stage, and I reverse the favourable and unfavourable opinions I had given on the two amendments. Your arguments convinced us – sorry for this change, but at midnight twenty, maybe our brains are working a little slower, maybe they are more open.
ParlaMint-FR_2019-02-12-O1145.u365	Let's enjoy it! Mr. Ciotti should come back!
ParlaMint-FR_2019-02-12-O1145.u366	Perhaps we will end up with a different wording after reflection in the Senate, but in any case, we will retain your amendment.
ParlaMint-FR_2019-02-12-O1145.u367	Madam rapporteur, do you agree with your opinion, or do you follow the minister's?
ParlaMint-FR_2019-02-12-O1145.u368	It's getting complicated!
ParlaMint-FR_2019-02-12-O1145.u369	[[Applause on a few benches of the FI group]] No, it's not complicated, because what matters is the substance, and I was totally convinced by the substantive arguments. It is true that "hexagonal and ultramarine France" might possibly suggest that there are two Frances. The wording "including overseas" would therefore perhaps be more appropriate, even if the expression was not very beautiful. Rather, I agree with the minister, and perhaps we will find a better drafting by the time the Senate considers it. But, once again, it is really the bottom line in this case.
ParlaMint-FR_2019-02-12-O1145.u370	Mrs Ericka Bareigts has the floor, since we are thinking about the legal quality of her amendment...
ParlaMint-FR_2019-02-12-O1145.u371	Our Corsican colleagues could have made their contribution, because when we say "hexagonal France", Corsica is not targeted. [[Smile]] I just want to give a little clarification about hexagonal France. We have had this debate about the programming law on real equality overseas, and it is at the request of Members that the phrase "hexagonal France" has emerged. It is true that the expression refers to two Frances, but it is because there are two. As long as the teachings in history and geography that we are asking for are lacking at school, when we talk about France, we will only talk about hexagonal France. The real purpose of our approach is that one day we no longer have this debate, and that we speak of "France". When we talk about France, the only France that will appear in the head of each of us will be as it is: continental and oceanic. That is the subject of my amendment. I have no state of soul: the bottom is the essential. As long as the purpose of the action is assured, I would like to leave my friend Jean-Philippe Nilor, even if he had me there!
ParlaMint-FR_2019-02-12-O1145.u372	So are you withdrawing your amendment, Mrs Bareigts?
ParlaMint-FR_2019-02-12-O1145.u373	Oh, no!
ParlaMint-FR_2019-02-12-O1145.u374	Mr Xavier Breton has the floor to support Amendment No. 139.
ParlaMint-FR_2019-02-12-O1145.u375	The second sentence of article L. 311-4 of the Education Code reads as follows: "The school, in particular through moral and civic education, gives pupils respect for the person, his origins and differences, equality between women and men and secularism. We propose, in the continuation of the discussions we had earlier, that this moral and civic education should take place "with respect for the education given by the family". Again, it is a reminder that parents are the first educators of children and that the State intervenes only in a second way. The education given by the school on these essential concepts, namely respect for the person, differences, equality between women and men and secularism, must therefore respect the education given by the families.
ParlaMint-FR_2019-02-12-O1145.u376	What is the opinion of the committee?
ParlaMint-FR_2019-02-12-O1145.u377	I have already had the opportunity to reply to this amendment: unfavourable opinion.
ParlaMint-FR_2019-02-12-O1145.u378	I have before me several identical amendments, Nos 23, 71, 135, 505 and 970. I call Mr Patrick Hetzel to support Amendment No. 23.
ParlaMint-FR_2019-02-12-O1145.u379	The school does provide both moral and civic education; This point has also been made clear in previous discussions on this text. However, while civic education consists of a number of extremely objective elements, which can be transmitted, the same is not the case when questions of morality are addressed, the dimension of which is much more subjective. So, to agree with what my colleague Xavier Breton has just said, we believe that the school must essentially have an educational role and that the first educator must be the family. That is why we want education to be able to focus on the civic dimension.
ParlaMint-FR_2019-02-12-O1145.u380	I call Mr Cinieri to support Amendment No. 71.
ParlaMint-FR_2019-02-12-O1145.u381	Moral education carries the major risk of encroaching on the right of parents to educate their children according to their own convictions, and of imposing on students a uniform and questionable vision of society. The role of the school is not to transform society by eradicating all forms of rooting, but rather to pass on to pupils knowledge and knowledge, tools of their emancipation.
ParlaMint-FR_2019-02-12-O1145.u382	Mr Xavier Breton has the floor to support Amendment No. 135.
ParlaMint-FR_2019-02-12-O1145.u383	We could defend the teaching of morality, which has existed historically. However, this moral was shared. It is well known, however, that morality today is that of one thought, transmitted by the new leagues of virtues that have established themselves. Although very minority, they take the debate hostage while imposing their ideology. We must be wary of these new leagues of virtue and return to civic education, which is therefore the responsibility of the State, which is no longer capable of providing moral education worthy of the name.
ParlaMint-FR_2019-02-12-O1145.u384	I call Mr Chenu to support Amendment No. 505.
ParlaMint-FR_2019-02-12-O1145.u385	Mr. Minister, your predecessor, Mr. Peillon, said: "You have to be able to pull the student out of all the family, ethnic, social, intellectual determinisms, in order to make a choice. This almost totalitarian vision of the school has enough to make anyone attached to freedom shudder. It is with it that the concept of moral education has emerged in the Code of Education that our amendment intends to remove in order to refocus values learning on civic education. Indeed, morals are the responsibility of parents: it is not the role of the school to train children in a uniform vision of society. The school already has much to do with the transmission of knowledge and knowledge, which will enable children in the future to emancipate and participate in the life of society. School doesn't have to play a moral role.
ParlaMint-FR_2019-02-12-O1145.u386	I call Mrs Emmanuelle Ménard to support Amendment No. 970.
ParlaMint-FR_2019-02-12-O1145.u387	It aims to recall a simple principle, and it goes better by saying: parents are the first educators of their children; If they entrust their education to school, they have the right to raise them according to their own moral, religious or political beliefs. In this regard, I believe that moral education at school can be a real problem, because the way it is designed is not neutral. In my turn, I will quote from Vincent Peillon, who has never ceased to instil his own ideology: "The school must operate this miracle of the birth by which the child, stripped of all his pre-Republican ties, will rise up to become the citizen, an autonomous subject. It is indeed a new birth [...] that operates in the school and through the school, this new church, with its new clergy, its new liturgy, its new tables of the law. Mass is said, if I dare say! In 1906, Charles Péguy asked: "When will we finally have the separation of Metaphysics and the State? » This is an increased question for the school, whose role is not to work on mentalities, but to ensure the best possible education for the pupils entrusted to it by the parents. It is this solid instruction that will guarantee their freedom.
ParlaMint-FR_2019-02-12-O1145.u388	What is the opinion of the committee on these five identical amendments?
ParlaMint-FR_2019-02-12-O1145.u389	They aim to delete the word "moral" in the title of "moral and civic education", which is given in all schools in France. It is an old struggle of a part of the political class, which, for centuries, has challenged the neutrality of the public school and strongly rejects civic education, accused of partiality.
ParlaMint-FR_2019-02-12-O1145.u390	That's not what we said!
ParlaMint-FR_2019-02-12-O1145.u391	As if the teaching of the values of the Republic could, as you claim, encroach in any way on the rights of parents to educate their children according to their own convictions! As if the school was a threat to the family and its values! As if there was a rivalry, a fight to be waged between the family and the school! It is not at all our way of understanding things: on the contrary, we believe that the education which is received in the family and that which is received in the school must feed each other and complement each other, in a logic of co-education. These amendments are insurgent against moral and civic education, which would attempt to "impose on students a uniform and questionable vision of society". What do you mean by "disputable vision"? Is it respecting others, acquiring and sharing the values of the Republic, building a civic culture? These are the objectives of moral and civic education offered in schools.
ParlaMint-FR_2019-02-12-O1145.u392	We are not questioning civic education!
ParlaMint-FR_2019-02-12-O1145.u393	Mr. Breton, you proposed earlier that the word "moral" be added to the word "with respect for family education". I will quote Jules Ferry again: "The true moral, the great moral, the eternal moral, is the moral without epithet. » The opinion is unfavourable.
ParlaMint-FR_2019-02-12-O1145.u394	What is the Government's opinion?
ParlaMint-FR_2019-02-12-O1145.u395	By listening to you, gentlemen, ladies and gentlemen, I thought that our debates should be submitted to students in political history or history of ideas: indeed, a few charismatics seem to me to arise in the middle of the conceptions, which we develop, of the role of morals in school... I will not repeat the rapporteur's arguments, which are sufficient for themselves. It is obvious that the school's mission is to convey knowledge and values. This mission has rarely been contested, whether it is Jules Ferry, Jean-Pierre Chevènement or ministers of education from governments whose politics you have been able to support over the course of history. If I may allow myself, then, in your place, I will be careful in the use of the distinction that you make between education and morals, when you seek to send morals back to the family circle – I say so in echoing debates that we have had this evening. One of you, in fact, stressed that it is important to teach the history of France – he then took up some of my remarks – because this teaching of historical knowledge opened up on an emotional and moral dimension: attachment to France. Even if one wishes, it is not possible to distinguish, in life, what is a matter of knowledge and what is a matter of the transmission of values. There is a form of danger to make such a distinction and a form of outcry to try to make believe that the majority and the Government seek to promote the removal of children from their families in order to subject them to a form of State ideology, succumbing itself to modes dangerous to children.
ParlaMint-FR_2019-02-12-O1145.u396	You talked about "emancipation."
ParlaMint-FR_2019-02-12-O1145.u397	As you know, fortunately this is not the case, the rapporteur has eloquently pointed out: the teaching of respect for others and the values of the Republic cannot shock any family. If that were the case, we should look more closely at what shocked her. This is where the concept of co-education comes into play: there must be dialogue between parents and the public or private school under contract. This is essential for the success of the school system. Let us not create false divisions: the role of the family in education is obviously fundamental – I have no difficulty in recognizing it. I used the word "chronology": it does not mean that the role of the family, which is permanent, can be summed up. Sometimes it's a fact, the family is failing, sometimes even the parents have died – all cases exist. We must accept the mix of the roles of the family and the state, which we never wanted to question. In our opinion, neither do you. That is why there is no reason to create false divisions, false concerns and, much less, to invent so-called leagues. That is why I give an unfavorable opinion to these amendments, even if I think that we could finally all find ourselves on the very important role of the family and the school.
ParlaMint-FR_2019-02-12-O1145.u398	Mr Philippe Gosselin has the floor.
ParlaMint-FR_2019-02-12-O1145.u399	This debate is caricatural: we send ourselves anathemas that, even if coated, do not seem acceptable to me. No one here raises banners or defends I don't know what convictions. However, we collectively wish to reaffirm the essential role of parents in the upbringing of children. It is not a question of fighting the school of the Republic or of referring to a school that could be associated with the public service through contracts, as under the Debré law. That's not the point. These amendments are intended to reaffirm the essential role of parents, which no one can challenge. There is, of course, no dispute either about the school of the Republic or about the values of the Republic, which in fact go far beyond national education. When we applauded President Ferrand standing this afternoon, when we referred to the Republic to condemn the abominable acts that have been committed in France for some time now, it is indisputably because we defend the same values. Now let's be clear: while society is going through a real debate, we consider that parents, whatever happens, remain the first educators of their children, in complementarity with national education or university. We are all the fruits of our environment, of our culture, or even of some gaps or injuries. It is important to stress the essential role of parents: the fact that it is sometimes challenged leads us to recall, with a little vehementness, this indispensable and indispensable place.
ParlaMint-FR_2019-02-12-O1145.u400	Mr Sebastien Chenu has the floor.
ParlaMint-FR_2019-02-12-O1145.u401	There is a contradiction or a misunderstanding: we do not contest civic education, contrary to what you have said, Madam rapporteur. School is not a threat. So your remarks are unnecessarily controversial. The school has one role, the family has another, which is complementary, and morals does not fit into the school's. I recognize your consistency, which is with your community of mind with Mr Blanquer's predecessor, Mr Peillon – you were a Socialist Member of Parliament, he was a socialist minister. However, it is not by turning the amendments into mockery, which Mr Blanquer did not do by not repeating your arguments, that you will succeed in convincing us. You confuse, perhaps on purpose – I dare hope – public morals and private morals. This misconception is regrettable. That is why the deputies of the National Assembly will vote in favour of the school of freedom, in which morals have nothing to do.
ParlaMint-FR_2019-02-12-O1145.u402	Mrs Laurianne Rossi has the floor to support Amendment No. 1095.
ParlaMint-FR_2019-02-12-O1145.u403	It aims to recall, in the Education Code, that moral and civic education contributes to "knowledge of the values and institutions of the Republic" and "rights and duties related to citizenship". He also pointed out that such education was compulsory because, in too many schools, those hours of moral and civic education were unfortunately sacrificed to make up for a delay in other subjects. While the majority, along with the Government, are making every effort to instill this education in younger generations, it is important to make it compulsory and to ensure that it enables our children to acquire the fundamental principles and values of the Republic, democracy and citizenship.
ParlaMint-FR_2019-02-12-O1145.u404	What is the opinion of the committee?
ParlaMint-FR_2019-02-12-O1145.u405	We share the objective of the amendment, but knowledge of the values of the Republic and institutions is part of the curriculum of moral and civic education, as defined in the July 2018 circular. I am therefore not convinced that it is imperative to include this clarification in the law. The opinion is unfavourable.
ParlaMint-FR_2019-02-12-O1145.u406	What is the Government's opinion?
ParlaMint-FR_2019-02-12-O1145.u407	If I understand the purpose of this amendment, I would like to point out that, as the rapporteur has pointed out, this education is already compulsory. It is therefore not necessary to add that clarification to the law because it is already there. It is true, however, that this teaching must be effective. It is true, Mrs Rossi, that the timetables dedicated to moral and civic education are often eaten by history and geography, it must be admitted. That is why, as part of the reform of the high school, rather than providing history, geography and moral and civic education of three and a half hours, we wanted to provide the teaching of history and geography of three hours, and moral and civic education of half an hour. The texts that accompany the programmes sanctuarize the time devoted to moral and civic education, which, I think, responds to your legitimate concern.
ParlaMint-FR_2019-02-12-O1145.u408	Mr Frédéric Reiss has the floor.
ParlaMint-FR_2019-02-12-O1145.u409	We must not fall into the midst of the talkable law, and I thank the minister for his explanations. Article L. 321-3 of the Education Code, which, of course, refers to first-degree education, states that training "provides together with the family moral and civic education which includes, in order to enable the exercise of citizenship, the learning of the values and symbols of the Republic". We will therefore vote against this amendment.
ParlaMint-FR_2019-02-12-O1145.u410	Mrs Michèle Victory has the floor.
ParlaMint-FR_2019-02-12-O1145.u411	EMC – moral and civic education – is indeed very important in school. I did not understand the intervention of our colleagues in the Republican Group, according to which morals would be reserved for the family. On the contrary, it seems to me that morals concern us all. There is a personal moral and there should be a moral in politics, for example. This value increases us all because it forces us to set limits and helps us to progress. Quite frankly, I do not understand why our colleagues are turning morale into a family affair that would not have its place in school. We are absolutely all concerned.
ParlaMint-FR_2019-02-12-O1145.u412	You are talking about the previous amendments!
ParlaMint-FR_2019-02-12-O1145.u413	I have before me three identical amendments, Nos 24, 72 and 136. I call Mr Patrick Hetzel to support Amendment No. 24.
ParlaMint-FR_2019-02-12-O1145.u414	It is intended to complement article L. 311-4 of the Education Code, which refers to the direction to be taken by moral and civic education. You will note that this is, in a way, an amendment of withdrawal since it does not seek to change the title of this teaching. It would be relevant for the latter to include the prevention of discrimination, in particular against persons with disabilities, as well as respect. Issues relating to disability and respect within the school institution have been addressed several times during our discussions; They deserve our full attention.
ParlaMint-FR_2019-02-12-O1145.u415	I call Mr Cinieri to support Amendment No. 72.
ParlaMint-FR_2019-02-12-O1145.u416	Moral and civic education aims, among other things, to encourage students to be responsible and free citizens, to develop a critical sense and to adopt thoughtful behaviour. In this sense, it is the responsibility of the teacher to address issues of acceptance of differences, living together, solidarity and respect for other students, especially those with disabilities, in order to prevent discrimination.
ParlaMint-FR_2019-02-12-O1145.u417	Mr Xavier Breton has the floor to support Amendment No. 136.
ParlaMint-FR_2019-02-12-O1145.u418	The current wording of article L. 311-4 of the Education Code provides that moral and civic education gives students a number of values: respect for the person, his origins and differences, equality between women and men, and secularism. Of course, one might think that the prevention of discrimination, particularly against persons with disabilities, is integrated with respect for the individual, his origins and his differences. However, by introducing the concept of equality between women and men, the various components of respect had begun to decline. I therefore find it difficult to deny that particular attention should be paid to persons with disabilities. That is why we propose to include in article L. 311-4 "the prevention of discrimination, particularly against persons with disabilities".
ParlaMint-FR_2019-02-12-O1145.u419	What is the opinion of the committee on these three identical amendments?
ParlaMint-FR_2019-02-12-O1145.u420	He's unfavorable. We do not establish any hierarchy in the fight against discrimination. We are against all discrimination, whether related to disability, skin colour or sexual orientation, for example.
ParlaMint-FR_2019-02-12-O1145.u421	What is the Government's opinion?
ParlaMint-FR_2019-02-12-O1145.u422	On the substance, we can only agree with this proposal. On the form, however, the rapporteur's argument is quite striking – it could also apply to other articles, at other times in our discussions. As we begin to create categories, there is an obstacle to the universality of an assertion. The fight against discrimination naturally applies to persons with disabilities. I would not like this clarification to lead to a race between the categories. In my view, these identical amendments are satisfied; So I'm unfavorable.
ParlaMint-FR_2019-02-12-O1145.u423	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-12-O1145.u424	Madam rapporteur, Minister, I do not understand your argument, for a very simple reason. Reread the text of my amendment: it refers to "prevention of discrimination", an objective that is not explicitly mentioned in the current wording of Article L. 311-4. However, we would like it to be included. We specify that the discrimination targeted is "in particular" and not exclusively that of persons with disabilities. First of all, we want the fight against discrimination to be treated generically; Secondly, we call attention more specifically to people with disabilities. We have not heard your arguments, Minister, about learning respect. On another article, however, you have often noted that we refer only to one part of the provisions and omitted another. The issue of respect for the institution needs to be taken more into account. So, minister, rapporteur, you have in no way opposed many of our arguments.
ParlaMint-FR_2019-02-12-O1145.u425	The rapporteur has the floor.
ParlaMint-FR_2019-02-12-O1145.u426	I would add that article L. 312-15 of the Education Code, also relating to moral and civil education, states: "Moral and civic education shall also include, at primary and secondary schools, training on the knowledge and respect of the problems of persons with disabilities and their integration into society. In my view, these amendments are therefore satisfactory.
ParlaMint-FR_2019-02-12-O1145.u427	I have before me six amendments, Nos 1080, 25, 73, 137, 666 and 1079, which can be discussed jointly. Amendments Nos 25, 73, 137 and 666 are identical. Mr David Lorion has the floor to support Amendment No. 1080.
ParlaMint-FR_2019-02-12-O1145.u428	The Republic has, for good reasons, often denied regional history. We need intelligence to enable many students to learn more about their regional history, to better integrate into their territorial space, and to appreciate the strengths of their region. To do this, we need to better integrate regional history into moral and civic education. The latter must naturally refer to national history, but also to regional history.
ParlaMint-FR_2019-02-12-O1145.u429	I call Mr Patrick Hetzel to support Amendment No. 25.
ParlaMint-FR_2019-02-12-O1145.u430	If we accept the establishment of moral and civic education, it would be appropriate to refer to the history of France. It would be a way to put things back in a historical perspective and above all to objective them. Indeed, knowledge must be shared with a view to objectivity. It is clear, however, that the question of morality is becoming increasingly controversial and that its subjective dimension is likely to be problematic.
ParlaMint-FR_2019-02-12-O1145.u431	I call Mr Cinieri to support Amendment No. 73.
ParlaMint-FR_2019-02-12-O1145.u432	Moral and civic education must be based on the history of our country to explain to students that our nation, as it exists today, is the fruit of a complex history.
ParlaMint-FR_2019-02-12-O1145.u433	Mr Xavier Breton has the floor to support Amendment No. 137.
ParlaMint-FR_2019-02-12-O1145.u434	We risk putting in place a purely abstract, theoretical moral and civic education – I was going to say ideological – that does not take into account the concrete realities we have lived, especially our history. You frequently quote the notion of emancipation,...
ParlaMint-FR_2019-02-12-O1145.u435	[[Smile]] It has a Bolshevik side, Mr. Breton!
ParlaMint-FR_2019-02-12-O1145.u436	...and I do believe that we risk emancipating ourselves from our history, our past and uprooting our children. Now we know that it is precisely this loss of landmarks that can lead some students to radical behaviors that exclude them from our society. On the contrary, it is by re-enacting them, reminding them where they come from, that we can better build their future together.
ParlaMint-FR_2019-02-12-O1145.u437	I call Mr Ludovic Pajot to support Amendment No. 666.
ParlaMint-FR_2019-02-12-O1145.u438	[[Claims on several banks of the LaREM, MODEM, SOC, FI, GDR and LT groups]] [[Long exclamations on the same benches]] National education would be nothing without national history. The teaching of the history of France has always been one of the foundations of our educational system. Yet, for the past 20 years, we have witnessed a methodical deconstruction of the history of France. It is rewritten, in textbooks, with a pen well-thinking, culpabilising, Europeanist and globalized. Out of the study of the national novel! To hell with the great men! Clovis, François I or Napoleon! Against the background of openness to the world, we must erase our past deemed too glorious, too illustrious, too great. The famous "our ancestors the Gauls" has been replaced by "your Malian, Senegalese, Ottoman ancestors",...
ParlaMint-FR_2019-02-12-O1145.u439	This is outrageous!
ParlaMint-FR_2019-02-12-O1145.u440	Should we really listen to this at one o'clock in the morning?
ParlaMint-FR_2019-02-12-O1145.u441	[[Board slams on a few benches of the LaREM group]] ... with dramatic consequences for national unity. To want too much to cultivate the differences of each one, to prefer living together to "living in France", to renounce to assimilate the students of immigration in the republican crucible, young people are now in total break with the Republic.
ParlaMint-FR_2019-02-12-O1145.u442	Shameful!
ParlaMint-FR_2019-02-12-O1145.u443	With this amendment, which aims to include the history of France in moral and civic education, we propose that you reconnect with a national education that would no longer be ashamed of its primary mission: to transform our children into French citizens, do not displease you!
ParlaMint-FR_2019-02-12-O1145.u444	And that makes you laugh, Mr. Pajot?
ParlaMint-FR_2019-02-12-O1145.u445	Mr David Lorion has the floor to support Amendment No. 1079.
ParlaMint-FR_2019-02-12-O1145.u446	As a follow-up to Amendment No. 1080, it is simply a matter of supplementing Article L. 311-4 of the Education Code with the following sentence: "In the departments governed by Article 73 of the Constitution, this moral and civic education refers in particular to regional history. »
ParlaMint-FR_2019-02-12-O1145.u447	What is the committee's opinion on these six amendments under joint discussion?
ParlaMint-FR_2019-02-12-O1145.u448	He's unfavorable. The content of civic and moral education is already the subject of an extremely rich circular, and I am not sure that other references should be added. Moreover, I do not think that only a reference to the history of France would guarantee the seriousness, strength and relevance of this teaching.
ParlaMint-FR_2019-02-12-O1145.u449	What is the Government's opinion?
ParlaMint-FR_2019-02-12-O1145.u450	The authors of these amendments have said very different things; It will therefore be difficult for me to answer them in the same spirit. First of all, I would like to return to what might be termed "inductive history": the idea that knowledge of regional history is useful in understanding national history, which is obviously quite true. Reference has been made to the very positive things that have happened in the overseas regions in recent years: they could inspire the same approach in the Hexagon regions. However, I do not think it necessary to introduce this approach into the education code. We encourage such approaches in the context of programmes. The Rector of Besançon – not to name him – is a specialist on this subject and has written a magnificent thesis on the history of what he calls "small homelands". His work allows us to revisit the history of the school of the Third Republic: unlike the usual clichés during this period, far from a kind of jacobinism crushing local identities, regional stories have often been taken into account. We must stand in this line and never oppose the local to the national, nor the national to the universal. We can do this on the basis of existing texts. There will be more and more initiatives in this direction, not only during school time, but also during extracurricular time. On the other hand, in response to other comments that have been made, I would like to say that there is no point in caricaturing the existing situation in order to put forward its point of view. In this case, our programs follow a chronological approach to the history of France. Great men are there: let's not pretend they weren't there! The annual benchmarks have also made it clear. I invite everyone, in their assessments of these issues, to really read the programmes as they are written and the annual benchmarks. We will therefore be able to discuss this subject calmly, without ever opposing the different dimensions of history. The history of France is absolutely not sacrificed. The Government's opinion was unfavourable.
ParlaMint-FR_2019-02-12-O1145.u451	Mr Jean-Louis Thiériot has the floor.
ParlaMint-FR_2019-02-12-O1145.u452	The teaching of civic morality is based on principles resulting from the analysis of civic values as well as on the great tradition of moral education, that of examples, that is, persons embodying a number of values. For a millennium, the transmission of moral values took place through the teaching of the great figures; It is the famous De viris illustritos de Lhomond, which has formed generations. [[Applause on the benches of the LR group]] If we want moral and civic education to penetrate and take root in the hearts of our young people, it is good to give them characters as an example. These can come from the entire history of France, from small homelands as well as from the great homeland, the only French homeland. These figures can allow us to transmit these values.
ParlaMint-FR_2019-02-12-O1145.u453	Mr Paul Molac has the floor.
ParlaMint-FR_2019-02-12-O1145.u454	History does not have to be instrumentalized for state or political reasons: it is simply a reflection from different stories. I note that some are nostalgic of the national novel of the Third Republic, with the idea that France was a construction, with no doubt the will to dominate the world, step by step. But it is the case of the States as well as the rest: they create themselves and then end up disappearing; It will happen to France one day. Of course, we are not in a hurry – I would point out for the minister – but that is what will happen. The memoirs are necessarily different. Thus, Brittany was an independent state until 1532: the Duke of Brittany had his army, his diplomacy, his currency, and he made the law. Similarly, regarding the French Revolution, the vision of caulianry is not the same according to whether one looks at it from the National Assembly in Paris or through the testimonies of peasants, for example in my region of Ploërmel: the latter had understood that they were a little bit the turkeys of the farce! History is therefore necessarily plural; Studying the sources necessarily leads to a different vision. It is good not to have an ideological and political vision.
ParlaMint-FR_2019-02-12-O1145.u455	Brittany is French, it's the essential!
ParlaMint-FR_2019-02-12-O1145.u456	Mr Jean-Philippe Nilor has the floor.
ParlaMint-FR_2019-02-12-O1145.u457	[[Exclaims among non-registered Members of Parliament]] [[Applause on most benches]] [[Applause on the benches of the FI group and on many benches of the LaREM group]] If I adhere to the amendment tabled by our Lorion College and if I can be seduced by Patrick Hetzel's always remarkable arguments, I am astonished and sad to hear what Mr Pajot has said. If you knew the history of France, sir, you would know that your ancestors are not exclusively Gaulish. For my part, I am proud to have Gaulish ancestors but also Senegalese and Malian. Yet my place is here, in this Chamber, not entirely apart, but in its own right! Then a little respect, please!
ParlaMint-FR_2019-02-12-O1145.u458	Further discussion was postponed until the next sitting.
ParlaMint-FR_2019-02-12-O1145.u459	Next meeting, this afternoon, at 3 p.m.: Questions to the Government; Further discussion of the bill for a school of trust. The meeting is adjourned.
