ParlaMint-FR_2019-03-13-O1176.u1	The meeting was suspended.
ParlaMint-FR_2019-03-13-O1176.u249	Pursuant to paragraph 9, the single body will issue an acknowledgement of receipt once the final recipients have verified, each for its own sake, the completeness and regularity of the file. In view of the various checks to be carried out, I fear that the deadline will exceed the 48 laid down in the amendment. Unfavorable.
ParlaMint-FR_2019-03-13-O1176.u250	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u251	Unfavorable.
ParlaMint-FR_2019-03-13-O1176.u252	I have before me three identical amendments, Nos 497, 743 and 1147. The next speaker is Mr Daniel Fasquelle, in support of Amendment No. 497.
ParlaMint-FR_2019-03-13-O1176.u253	He's forbidden.
ParlaMint-FR_2019-03-13-O1176.u254	Mrs Véronique Louwagie has the floor to support Amendment No. 743.
ParlaMint-FR_2019-03-13-O1176.u255	The text does not specify how the consular networks are to be coordinated. The consular chambers are the first interlocutors of the companies. It is up to the legislator to define the respective areas of competence of the three networks.
ParlaMint-FR_2019-03-13-O1176.u256	I call Mr Michel Castellani to support Amendment No. 1147.
ParlaMint-FR_2019-03-13-O1176.u257	The wording is the same. It is proposed that the three consular networks be entrusted with the task of centralizing procedures.
ParlaMint-FR_2019-03-13-O1176.u258	I call Mr André Chassaigne to support Amendment No. 321.
ParlaMint-FR_2019-03-13-O1176.u259	[[Smile]] I will defend this withdrawal amendment calmly by trying to draw inspiration from Mr Descoeur's calmness, Mr Castellani's phlegm and Mrs Louwagie's cold determination. In the event of difficulties in the implementation of dematerialisation, the amendment provides for the possibility of derogation from the filing of the file by electronic means to be included in the decree. It doesn't involve you very much. If necessary – you say that this will not be the case, we think it may be – the decree will allow derogations. I'm quiet. I have the concern that we are moving together in the right direction without for days a modest member of the opposition like me being taken over by the Members of the majority.
ParlaMint-FR_2019-03-13-O1176.u260	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u261	You have not been taken back, Mr Chassaigne, you have teased some Members of the majority by inviting them to go to the field. The members of the LaREM group here are on the ground as you should be. Your amendment may be counterproductive. In your scheme, the business starter, who does not have a connection, sends his file to the consular chamber and waits for the latter to seize it in electronic form. By far I would prefer that he move to the consular chamber, ask for support and that the file be registered directly on the single portal. Unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u262	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u263	Unfavorable.
ParlaMint-FR_2019-03-13-O1176.u264	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2019-03-13-O1176.u265	I've been doing business for years. Do you know how to complete a P0 or M2 form? All these prints are very complicated to inform. We don't get up in the morning thinking we're gonna settle down behind his computer and start a business! This is a bit more important: entrepreneurship requires a whole process. I therefore find that this debate is rather unreal. I was mayor of a rural commune for sixteen years. I had a business in rural areas. Of course, there are white areas and there may indeed be problems of connection – this is the process you are doing – but the process of setting up a business requires a little more hindrance. Many people will still go to the CFEs for advice and help. The text simply aims to create a modern tool, which will centralize the files. I repeat, this debate seems completely unreal to me. Since you know the field, Mr. Chassaigne, I invite you to take an interest in the printed matter in question. They're pretty complicated to fill in.
ParlaMint-FR_2019-03-13-O1176.u266	That's the point!
ParlaMint-FR_2019-03-13-O1176.u267	It won't be easier online!
ParlaMint-FR_2019-03-13-O1176.u268	It may be difficult to provide a printout. There is a fairly complicated set of elements: the effective date, the object, the APE code – the main activity carried out. [[Applause on the benches of the MODEM and LaREM groups]] To be honest, you're a fieldman, I'm a fieldman, a lot of people here are women and men in the field.
ParlaMint-FR_2019-03-13-O1176.u269	Mr André Chassaigne has the floor.
ParlaMint-FR_2019-03-13-O1176.u270	I believe that your speech, Mr Mattei, is entirely in my view. If the difficulties are such, why impose electronic filing?
ParlaMint-FR_2019-03-13-O1176.u271	Yes, it won't be easier!
ParlaMint-FR_2019-03-13-O1176.u272	Thank you for developing this argument: it shows that things are much more complicated than the text suggests.
ParlaMint-FR_2019-03-13-O1176.u273	I have before me two identical amendments, Nos 124 and 854. Ian Boucard, in support of Amendment No. 124, has the floor.
ParlaMint-FR_2019-03-13-O1176.u274	In its current wording, Article 1e r does not provide for the control of the files submitted by the recipient bodies such as the tax services or the USSRAF – Union for the collection of social security contributions and family allowances. However, considering the acknowledgement of receipt sent by the e-window as a legal validation will be a source of legal uncertainty. That is why it seems essential that all the bodies to which it is addressed should be able to assess the validity and legal regularity of the files submitted. That is what we propose to make clear by this amendment.
ParlaMint-FR_2019-03-13-O1176.u275	Mrs Véronique Louwagie has the floor to support Amendment No. 854.
ParlaMint-FR_2019-03-13-O1176.u276	He's forbidden.
ParlaMint-FR_2019-03-13-O1176.u277	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u278	As I said earlier, this point was clarified by an amendment adopted at first reading, which rewritten paragraph 9 of the article. I invite you to read it and ask you to withdraw your amendment.
ParlaMint-FR_2019-03-13-O1176.u279	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u280	I also call for the amendment to be withdrawn.
ParlaMint-FR_2019-03-13-O1176.u281	Mr Ian Boucard has the floor.
ParlaMint-FR_2019-03-13-O1176.u282	I have read paragraph 9 at the invitation of the rapporteur, and the amendment does indeed seem to be satisfactory, at least in part. I'll take it off.
ParlaMint-FR_2019-03-13-O1176.u283	Do you also withdraw your amendment, Mrs Louwagie?
ParlaMint-FR_2019-03-13-O1176.u284	Yes, Mr. President.
ParlaMint-FR_2019-03-13-O1176.u285	I call Mr Michel Castellani to support Amendment No. 1146.
ParlaMint-FR_2019-03-13-O1176.u286	In 2013, some 538,000 companies were set up in France, of which 275,000 were self-employed. Three years after their establishment, 66% of enterprises are still active, meaning that one third of them are no longer active. The success rate of companies needs to be improved. All economic actors recognise that entrepreneurs need to be accompanied in their efforts and supported. Therefore, we propose that the words "may be proposed optionally" be replaced by "shall be proposed" in paragraph 11 of the article, which deals with accompanying tools.
ParlaMint-FR_2019-03-13-O1176.u287	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u288	The wording "may be proposed" has been retained because it is not always the entrepreneur himself who physically registers his project; Sometimes he's his agent or a lawyer. However, these third parties do not necessarily need to be informed. I therefore invite you to withdraw your amendment. Otherwise, I'll give you an unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u289	Mr Frédéric Reiss has the floor to support Amendment No. 453.
ParlaMint-FR_2019-03-13-O1176.u290	This amendment, tabled by Mr Saddier, is intended to replace the term "business papers" with the term "documents", which we believe is more explicit.
ParlaMint-FR_2019-03-13-O1176.u291	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u292	We have discussed this issue several times. I am confirmed that "business papers" is the term used in businesses, preferably "documents". It's more significant. I therefore express an unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u293	That's what they say in business banks!
ParlaMint-FR_2019-03-13-O1176.u294	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u295	It's not just an expression of business banks. It is used in the law of 11 February 1994 on initiative and individual enterprise. It refers to very specific things. I therefore express an unfavorable opinion, based on a requirement of legal rigour.
ParlaMint-FR_2019-03-13-O1176.u296	Mr. Boucard's remark was a low blow!
ParlaMint-FR_2019-03-13-O1176.u297	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2019-03-13-O1176.u298	Once it is not customary, I support the amendment, because the term "documents" seems to me to be much more elegant than the expression "business papers", which shocks me in editorial terms.
ParlaMint-FR_2019-03-13-O1176.u299	I have two identical amendments before me, Nos 498 and 1148. Mr Daniel Fasquelle has the floor to support Amendment No. 498.
ParlaMint-FR_2019-03-13-O1176.u300	Why do the provisions of paragraph 19 of Article 1e r concern only the territorial and departmental chambers of commerce and industry of Île-de-France? They may have access to "information necessary for the performance of their tasks, including identifying and contacting companies in their constituency". Why reserve this option only for CCIs in Île-de-France? It should be extended to all KICs present in the national territory. That is the subject of the amendment.
ParlaMint-FR_2019-03-13-O1176.u301	I call Mr Michel Castellani to support Amendment No. 1148.
ParlaMint-FR_2019-03-13-O1176.u302	He's forbidden.
ParlaMint-FR_2019-03-13-O1176.u303	I call Mr Descoeur to support Amendment No. 499.
ParlaMint-FR_2019-03-13-O1176.u304	This amendment, tabled by Mr Viala, aims to ensure that each of the three consular networks ensures, within its sphere of competence, the role of CFE.
ParlaMint-FR_2019-03-13-O1176.u305	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u306	Unfavorable.
ParlaMint-FR_2019-03-13-O1176.u307	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u308	Unfavorable.
ParlaMint-FR_2019-03-13-O1176.u309	Too bad!
ParlaMint-FR_2019-03-13-O1176.u310	I have before me two identical amendments, Nos 322 and 1149. I call Mr André Chassaigne to support Amendment No. 322.
ParlaMint-FR_2019-03-13-O1176.u311	It follows on from the previous amendments. It specifically concerns the chambers of agriculture, which will be emptied of many of their skills. It therefore consists in fully re-establishing these competences. We're heading for a weakening of the chambers of agriculture. We need them, because they play a very important role, and will do so even more tomorrow, given the need to develop agroecology. In particular, they have an advisory function, which goes much further than just administrative support. It is a very bad thing to start weakening the chambers of agriculture by taking away skills. This will have direct consequences, and it will not help us to evolve in this sector.
ParlaMint-FR_2019-03-13-O1176.u312	I call Mr Michel Castellani to support Amendment No. 1149.
ParlaMint-FR_2019-03-13-O1176.u313	I am not going to overbid from what President Chassaigne has just said. We too want to maintain the business formalities centres run by the chambers of agriculture. They are competent for companies in their sector.
ParlaMint-FR_2019-03-13-O1176.u314	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u315	We do not weaken the chambers of agriculture at all by creating the unique portal. No one can believe that! The person who creates an agricultural holding has a quasi-subsidiary relationship with the Chamber of Agriculture, which helps him in particular for the preparation of the file and the financing. To settle in agriculture is something enormous, in terms of training, from the capitalistic point of view...
ParlaMint-FR_2019-03-13-O1176.u316	Of course!
ParlaMint-FR_2019-03-13-O1176.u317	The link with the Chamber of Agriculture is therefore necessarily established. The single portal will not be a handicap for farming rooms. I therefore express an unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u318	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u319	In so far as a number of amendments are concerned, I would like to reiterate that the reform of the CFE does not in any way undermine the role of the consular chambers, of the chambers of agriculture or of the chambers of commerce and crafts.
ParlaMint-FR_2019-03-13-O1176.u320	We're still stripping the consular chambers a little bit!
ParlaMint-FR_2019-03-13-O1176.u321	Yes!
ParlaMint-FR_2019-03-13-O1176.u322	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2019-03-13-O1176.u323	We have already had this discussion in a special committee. Let us say frankly, the Chamber of Agriculture offers services other than a simple aid for the registration of agricultural companies. The agricultural installation records are very complicated, and the agricultural chambers provide a lot of services in this area. There is no question of removing them, and I do not see how we can do it. Forgive me, Mr. Chassaigne, but you see the problem with the little bit of the lorgnette. It is not this reform that will change what the chambers of agriculture are doing for the installation of a farmer, which is a much more complex matter than a simple registration on a portal.
ParlaMint-FR_2019-03-13-O1176.u324	Mr Daniel Fasquelle has the floor.
ParlaMint-FR_2019-03-13-O1176.u325	I wish to respond to your comments, Madam Secretary of State. You have to be serious! The reform will change the role of the consular chambers, as they will no longer have to hold the CFEs.
ParlaMint-FR_2019-03-13-O1176.u326	Yes, I do!
ParlaMint-FR_2019-03-13-O1176.u327	You can't say otherwise, I'm sorry to tell you. We are not going to resume the debate we had earlier. In any case, I fully support the amendment, because the installation in agriculture is particularly complex, and there is a need for physical presence, contact, follow-up. However, the CFEs are the motive and pretext for maintaining a physical presence throughout the national territory. You're wrong to want to delete CFEs. When you say that there will be a physical presence anyway, you are not consistent at all. If this is the case, let the possibility of an approach through a CFE in addition to the one-stop-shop approach, as André Chassaigne said earlier. In fact, you know very well, the means of consular networks will diminish as a result of your policy, and the physical presence of consular networks in territories, especially rural areas,...
ParlaMint-FR_2019-03-13-O1176.u328	And then at the regional level!
ParlaMint-FR_2019-03-13-O1176.u329	...will reduce, whether you want it or not.
ParlaMint-FR_2019-03-13-O1176.u330	We have to take care of it!
ParlaMint-FR_2019-03-13-O1176.u331	Or, at least, say what you're doing!
ParlaMint-FR_2019-03-13-O1176.u332	Mr André Chassaigne has the floor.
ParlaMint-FR_2019-03-13-O1176.u333	The simple registration function represents, as we all know, little in relation to the activity of an agricultural chamber. However, we know something else, from experience: when you want to weaken an organism, you do it gradually.
ParlaMint-FR_2019-03-13-O1176.u334	Of course!
ParlaMint-FR_2019-03-13-O1176.u335	Year after year, the consular chambers suffer blows, which weaken them. They can no longer perform their duties. I've been talking to the presidents of the Chamber of Commerce and Industry, and that's what they're saying. They were also obliged to delete delegations. These are grouped at the head of department and may be at the level of the region tomorrow.
ParlaMint-FR_2019-03-13-O1176.u336	Of course!
ParlaMint-FR_2019-03-13-O1176.u337	As for the chambers of agriculture, they previously had branches in many small agricultural areas. Some of them have already been deleted. Once again, we move the service away from the user. The weakening of public services – I consider consular agencies to be public services – is done by nibbles. In this case, it is indeed a very small snack – you are right to say it, Mr Mattei – but it is a first step. In a few years, you will see, another bill will go further; the advisory function will be centralized; It will be considered that an agricultural holding is a business like another and the specificity of the chambers of agriculture will therefore be removed. Such a reform is already in the pipeline as far as the courts are concerned: it is a question of bringing farmers in difficulty before the commercial court, rather than before the court of major instance. There is a will to unify. That is the reality.
ParlaMint-FR_2019-03-13-O1176.u338	Mr. Mohamed Laqhila has the floor.
ParlaMint-FR_2019-03-13-O1176.u339	The role of the consular chambers, whatever they may be, is to accompany entrepreneurs. With the single portal, we will remove some of the tasks currently performed by the staff of the chambers. They will therefore be able to devote more time to counselling and accompaniment. As Jean-Paul Mattei has said, every creator needs to be accompanied and trained, and we must take the necessary time for this. I too have accompanied creators, and I don't know many who go to CFEs. Today, many steps are taken on the Internet. The rapporteur and the minister recalled earlier: many associations accompany entrepreneurs wherever they are. Where there is no chamber of commerce, there is always a company house or at least a dedicated association. Let us facilitate the task by providing a single portal from the outset.
ParlaMint-FR_2019-03-13-O1176.u340	Mr Vincent Descoeur has the floor.
ParlaMint-FR_2019-03-13-O1176.u341	Tomorrow, the closure of the CFEs and the abolition of the pre-installation internship obligation will reduce the activity of the chambers, whose existence will be questioned in the departments, given the movement of regionalization that is committed – which can be justified and which you can perfectly assume. On that day, the accompaniment you mentioned earlier, if it depends on a regional consular chamber located at two or three o'clock, or even, in a department like the Cantal, at ten o'clock to go and return from the company, will be far from ideal.
ParlaMint-FR_2019-03-13-O1176.u342	Mrs Véronique Louwagie has the floor to support Amendment No. 738.
ParlaMint-FR_2019-03-13-O1176.u343	The amendment is part of the continuity of these exchanges. It is important to take account of the specificities of certain enterprises, particularly those in the agricultural sector. Mr Mattei referred in particular to the difficulty for the young farmers who set up themselves to draw up the dossiers required, for example those covered by the common agricultural policy and which must be completed at the time of installation. All this requires knowledge. It is important that the consular network be adapted so that it can take account of these particularities and provide entrepreneurs with adequate information. This is the subject of Amendment No 738 and Amendment No 736, which will be called in a moment.
ParlaMint-FR_2019-03-13-O1176.u344	Mrs Louwagie, you have already defended Amendment No 736.
ParlaMint-FR_2019-03-13-O1176.u345	That's right, Mr. President.
ParlaMint-FR_2019-03-13-O1176.u346	Mr Vincent Descoeur has the floor to support Amendment No. 500.
ParlaMint-FR_2019-03-13-O1176.u347	This amendment, of which Mr Viala is the first signatory, is being defended.
ParlaMint-FR_2019-03-13-O1176.u348	The next speaker is Mr Daniel Fasquelle, in support of Amendment No. 474.
ParlaMint-FR_2019-03-13-O1176.u349	He's forbidden.
ParlaMint-FR_2019-03-13-O1176.u350	On Article 1, I am seized by the Group of the Democratic and Republican Left of the United Kingdom of Great Britain and Northern Ireland of a request for a public vote. The vote is announced in the National Assembly. This request came to me late. In the future, I ask you to anticipate this type of approach. I put Article 1 to the vote.
ParlaMint-FR_2019-03-13-O1176.u351	The result of the vote is as follows: Number of voters 52 Number of votes cast 50 Absolute majority 26 For adoption 39 Against 11
ParlaMint-FR_2019-03-13-O1176.u352	I call Mr André Chassaigne to support Amendment No. 324.
ParlaMint-FR_2019-03-13-O1176.u353	The amendment seeks to delete Article 2, which is intended to empower the Government to create a general dematerialised register of enterprises, which will aim at the centralization and dissemination of information concerning them. The aim is to centralise information to identify natural or legal persons engaged in an economic activity and to disseminate the information identified. In addition to the need for transparency in trade, these directories allow statistics and research to be carried out. According to the impact assessment, the SIRENE file, for example, "is a reference used as a basis for all statistical investigations of enterprises, surveys or holdings of administrative sources. It is used in particular to draw samples from annual enterprise surveys in industry, construction, trade and services. » The Government would also be entitled within the same period to simplify by order the reporting obligations of companies and the procedures for monitoring the reported information, which is not nothing at a time when opacity seems to be in play. For the time being, the blur is complete, since it seems that the centralized information will then be distributed among the different bodies that would continue to have their own files. In addition, the Government recalled that the single register would contain millions of data and situations to be processed. We do not know who he will be entrusted to. What will become of the monopoly of the economic interest group Infogreffe? What will be the role of the National Institute of Industrial Property, INPI? Will this data be open data, free or paid? For all these reasons, we want this subject to be dealt with by a dedicated text and not by empowerment. Perhaps the Secretary of State will be able to answer my three questions.
ParlaMint-FR_2019-03-13-O1176.u354	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u355	There is no question of deleting the article, which is intended to empower the Government to take by order measures in the field of law to create a general dematerialized register of enterprises. The scope of authorization has also been supplemented by the Senate, which cites the registers to which it cannot replace: the SIRENE register maintained by INSEE and the local registers maintained by the clerks of commercial courts or equivalents will be maintained. The former is retained for reasons of statistical knowledge, the latter in order to avoid a legal and financial risk to the State. The new dematerialised register will considerably simplify the reporting obligations of companies and ensure greater transparency in the economic life of our country. Its access will be open and free of charge.
ParlaMint-FR_2019-03-13-O1176.u356	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u357	I also express an unfavourable opinion, for the reasons stated by the rapporteur. I now come to your questions, Mr Chassaigne. Infogreffe is not in itself a monopoly. It is the clerks who exercise a monopoly. The INPI, which now maintains the register of commerce and companies – RCS – relies a priori, as always in this type of situation, on the existing infrastructure. But we are not going to make the questions and answers until we have given the necessary thought to put the system in place. Finally, with regard to open data, I would like to make it clear that, for the record of this sitting, there will be free access for consular chambers.
ParlaMint-FR_2019-03-13-O1176.u358	Thank you for the quality of your answers.
ParlaMint-FR_2019-03-13-O1176.u359	I have before me five amendments, Nos 296, 745, 1150, 550 and 747, which can be discussed jointly. Amendments Nos 296, 745 and 1150 are identical, as are Amendments Nos 550 and 747. Mr Daniel Fasquelle, in support of Amendment No. 296, has the floor.
ParlaMint-FR_2019-03-13-O1176.u360	I regret that Mr Lescure has temporarily left the Chamber, because he would have enjoyed the amendment. He explained to us that on the occasion of his turn in France, he met with business leaders eager for the bill to be implemented. We are proposing that the deadline for implementing the provision should be reduced from 24 to 12 months.
ParlaMint-FR_2019-03-13-O1176.u361	Mrs Véronique Louwagie has the floor to support Amendment No. 745.
ParlaMint-FR_2019-03-13-O1176.u362	He's forbidden.
ParlaMint-FR_2019-03-13-O1176.u363	I call Mr Michel Castellani to support Amendment No. 1150.
ParlaMint-FR_2019-03-13-O1176.u364	Same argument as before. The amendment is not allowed.
ParlaMint-FR_2019-03-13-O1176.u365	Ian Boucard, in support of Amendment No. 550, has the floor.
ParlaMint-FR_2019-03-13-O1176.u366	Mr Masson, the first signatory of the amendment, has the following in his ideas. From the first reading, he proposed reducing the deadline for implementation from 24 to 12 months. He was told that such a delay was too short. So he comes back with a new proposal – 18 months – which we think is much more reasonable. Before the special commission, the minister indicated that the administration might not be able to follow. We fully trust the public servants. That is why we believe that the text can be implemented in 18 months. You tell us there's an emergency. If that is the case, we must act quickly and well.
ParlaMint-FR_2019-03-13-O1176.u367	Mrs Véronique Louwagie has the floor to support Amendment No. 747.
ParlaMint-FR_2019-03-13-O1176.u368	He's forbidden.
ParlaMint-FR_2019-03-13-O1176.u369	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u370	Unfavorable opinion, of course. Ms. Louwagie recalled that, for grey cards, since experiments might not have been carried out seriously enough, there had been many difficulties. The creation of a dematerialised business register will be very complex. One mission made its first findings, but it did not complete its work. I met with its members during the hearings, in order to prepare the text. They stressed the complexity of the project and asked for time to work well. There is indeed a need for consultation with the contents of the current registers. It would, in my view, be a serious mistake to shorten the deadlines. You want, like all of us, a job of quality. Allow our administrations time to complete it.
ParlaMint-FR_2019-03-13-O1176.u371	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u372	I confess that I do not fully understand the purpose of the authors of these amendments. You ask us to work well with chambers of commerce and industry, chambers of commerce and chambers of agriculture. But cooperation will take time. Convergence is needed. We want to do it right. We will act as quickly as possible, but above all we will do so with the consular chambers.
ParlaMint-FR_2019-03-13-O1176.u373	Mr Ian Boucard has the floor.
ParlaMint-FR_2019-03-13-O1176.u374	The amendment tends above all to draw your attention to one point: on several occasions, the minister has indicated that the legislative work is taking too long and that our debates in the House are too long. We are only given two to three weeks to make a law, but the administration could take two, three, or even five years to implement it, while amending it by drafting the implementing decrees.
ParlaMint-FR_2019-03-13-O1176.u375	That's right!
ParlaMint-FR_2019-03-13-O1176.u376	It is in this House that we must make this law and take the time to work well. We are told all day that a great consultation was conducted, which led to the PACTE bill. Now, you claim that the consultation will remain to be done once we have passed the law. We can't understand it anymore. We consult before; we consult afterwards. In other words, today we are deciding that we have not decided anything.
ParlaMint-FR_2019-03-13-O1176.u377	It's called working together.
ParlaMint-FR_2019-03-13-O1176.u378	Then work with us!
ParlaMint-FR_2019-03-13-O1176.u379	The Secretary of State has the floor.
ParlaMint-FR_2019-03-13-O1176.u380	We're talking about a computer project. It doesn't go up in seconds! We have been working together on this bill for six months. So the discussions didn't start last week. [[Applause on the benches of the LaREM group]] It takes six months to develop a paper project and twenty-four months to complete a computer project.
ParlaMint-FR_2019-03-13-O1176.u381	I call Mr Michel Castellani to support Amendment No. 1152.
ParlaMint-FR_2019-03-13-O1176.u382	The Liberties and Territories Group, in a desire to reaffirm the confidence given to consular networks, proposes the deletion of paragraph 2. It recentralises the monitoring of enterprises at State level, which is currently carried out by consular networks.
ParlaMint-FR_2019-03-13-O1176.u383	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u384	I have already explained myself earlier on the maintenance of the registers, so the opinion is unfavorable.
ParlaMint-FR_2019-03-13-O1176.u385	I have before me several identical amendments, Nos 57, 112, 138, 679, 702, 896, 955, 1072 and 1247. I call Mr Potier to support Amendment No. 57.
ParlaMint-FR_2019-03-13-O1176.u386	I will make a general presentation of our position on this issue. In order for it to deliver the services expected, we would like the single register to make it possible to distinguish between each category. I will focus on the agricultural issue in particular, to get to know it a little bit. The definition of agricultural assets will be one of the cornerstones of the future bill, which the President of the Republic announced, following the movements of opinion, legislative initiatives and the information report on agricultural land that Anne-Laurence Petel and I wrote. It is a matter of consensus. Today I met with trade unions, SAFER – land development and rural settlement companies – and other stakeholders. We need to identify what a farmer is in order to have a unit of measure, allowing us to carry out carefully policies on installation, land sharing, allocation of European resources and social registers. Identification is, for us, the heart of the question. We do not object dogmatically to your proposals to modernise, to consolidate certain devices, but it is essential to us that the possibility of distinguishing between different categories remains. If you can reassure us on this point, we will accept the distribution that you propose between the competent bodies. We are not opposed to modernization of processes, provided that this information is preserved, which is crucial for certain categories. That is why our amendment seeks to establish a list, which you can amend if you consider it incomplete.
ParlaMint-FR_2019-03-13-O1176.u387	Ian Boucard, in support of the identical amendment No. 112, has the floor.
ParlaMint-FR_2019-03-13-O1176.u388	This amendment is also inspired by the desire to preserve the directories of local trades, which allow for the identification of craft enterprises. We therefore propose to specify the nature of the activity – civil, commercial, artisanal or liberal. We believe it is necessary to keep this list – which may, if necessary, be amended by the Government – for all the reasons set out in the summary statement.
ParlaMint-FR_2019-03-13-O1176.u389	Mr Vincent Descoeur has the floor to support Amendment No. 138.
ParlaMint-FR_2019-03-13-O1176.u390	I do not go back to the subject of the amendment, which was very well presented by Mr Potier and by Mr Boucard. I just want to point out that these identical amendments come from almost all the groups, both the opposition and the majority. I therefore imagine that the Government will be eager to satisfy us.
ParlaMint-FR_2019-03-13-O1176.u391	Mrs Véronique Louwagie has the floor in support of Amendment No 679.
ParlaMint-FR_2019-03-13-O1176.u392	In addition to what my colleagues have said, I would like to point out that this amendment, when presented in a special committee, was intended to establish a list of "civil, commercial, craft, liberal and agricultural" activities; It was then objected to that agriculture was a civil activity. We have taken this remark into account and removed the word "agricultural" from the list.
ParlaMint-FR_2019-03-13-O1176.u393	I call Mr Reiss to support Amendment No. 702.
ParlaMint-FR_2019-03-13-O1176.u394	Local trade registers are essential tools for chambers of commerce, in particular to identify all craft enterprises, to produce statistics and studies, or to keep electoral lists for consular elections.
ParlaMint-FR_2019-03-13-O1176.u395	Mrs Sarah El Haïry has the floor to support Amendment No. 955.
ParlaMint-FR_2019-03-13-O1176.u396	The importance of these amendments lies in the fact that, in the territories, the trade registers mark the recognition of the DNA of our craftsmen. They have the particularity of forming the first company in France. That is why it is essential to recognize this specificity.
ParlaMint-FR_2019-03-13-O1176.u397	Mrs Fadila Khattabi has the floor to support Amendment No. 896.
ParlaMint-FR_2019-03-13-O1176.u398	He's forbidden.
ParlaMint-FR_2019-03-13-O1176.u399	Mrs Nicole Le Peih has the floor to support Amendment No. 1072.
ParlaMint-FR_2019-03-13-O1176.u400	I propose, by this amendment, to retain the trade registers, which constitute the DNA of the craft sector and the basis of the tasks of the chambers of trade and craft. As a result of the maintenance of registers and registers, the general register should specify the economic nature of undertakings, whether civil, commercial, craft or liberal.
ParlaMint-FR_2019-03-13-O1176.u401	Mrs Agnès Firmin Le Bodo has the floor to support Amendment No. 1247.
ParlaMint-FR_2019-03-13-O1176.u402	As our colleague Sarah El Haïry said, craftsmanship is France's first company. That is why it is defended by this amendment on all the benches of our House.
ParlaMint-FR_2019-03-13-O1176.u403	What is the committee's opinion on these amendments?
ParlaMint-FR_2019-03-13-O1176.u404	The rapporteur can only support it!
ParlaMint-FR_2019-03-13-O1176.u405	Mrs Louwagie said so, but I repeat: these amendments aim to clarify the nature of the activity – civil, commercial, craft or liberal – while this classification refers to sub-categories of civil activities. The wording you are proposing, therefore, could not be accepted. That said, there is indeed a need to improve the identification of trades, and I understand the fears that many of you have expressed. That is why I will be in favour of Amendments Nos 309 and 897, which simply aim to add, after the word 'activity', the words ', particularly artisanal or agricultural'. This drafting ensures that chambers of commerce and chambers of agriculture can easily identify businesses within their jurisdiction – it is for these two sectors that identification is the most important. However, this formula does not freeze the wording on the other subjects. In addition, paragraph 2 provides that "Consular Chambers shall have free and permanent access to the information contained in this general register". Opinions thus unfavourable to these amendments.
ParlaMint-FR_2019-03-13-O1176.u406	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u407	I want to reassure you: I, too, am very attached to craftsmanship. We find ourselves on this subject. The disappearance of trade registers does not call into question the identification of craft enterprises, since Article 2 provides that the general register will specify the nature of the activity of registered undertakings. In addition, the qualification of "craftsman's business" will continue to be conferred by the Chambers of Crafts and Crafts. I therefore propose that you withdraw your amendments in favour of the amendments to be followed by amendments Nos 309 and 897, which mention the specific nature of businesses, in particular artisanal or agricultural ones. In addition, each consular chamber will have access to the directory – or part of the directory – that concerns it, which, again, satisfies your request. For these reasons, I invite you to withdraw your amendments.
ParlaMint-FR_2019-03-13-O1176.u408	Mrs Fadila Khattabi has the floor.
ParlaMint-FR_2019-03-13-O1176.u409	Mr President, in the light of the explanations given by the rapporteur and the Secretary of State, I withdraw my amendment No 896 in favour of Amendment No 897, which states that the general dematerialised register of undertakings will indicate the nature of the activity carried out, in particular the craft or agricultural sector.
ParlaMint-FR_2019-03-13-O1176.u410	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2019-03-13-O1176.u411	You want the general register to specify the nature of the activity, "in particular artisanal or agricultural". It seems imprudent to me to mention only these two terms, at the risk of excluding other categories.
ParlaMint-FR_2019-03-13-O1176.u412	One writes "in particular".
