ParlaMint-GB_2021-06-07-commons.u1	What steps she is taking to tackle large gatherings that breach covid-19 restrictions.
ParlaMint-GB_2021-06-07-commons.u312	It really is a pleasure to follow my hon. Friend the Member for Guildford (Angela Richardson), who is one of my best friends in this place; it was a pleasure to serve on the Bill Committee with her and with so many other hon. Members present. Along with the hon. Member for Brent Central (Dawn Butler), my hon. Friend and I served both on the Science and Technology Committee when it conducted a report on what at the time we were calling ARPA, and on the Bill Committee, so I have felt a real sense of personal involvement in the process as it has developed Since I will not speak on Third Reading, I would like to thank everyone who has been a part of the process, particularly the Clerks of the Bill Committee; the Minister for her dedication; and the Whip, whom I see in his place, for his help on our side of the Committee. It was a very good-natured Bill Committee, as others have said. Some amendments that we are debating today are rather similar to those that we rejected in Committee, but obviously that is how Report works. I will not labour all the same points again, but I will speak briefly on them later in my speech Science is cool again, because science has saved us in the past year. It is not just about the vaccines—extraordinary though they are, particularly the mRNA advances. It is also about what we were able to achieve with Sarah Gilbert’s Oxford project, which I am very proud is being manufactured in my constituency at Keele science park in Newcastle-under-Lyme; what we have done scientifically in finding therapeutics through our world-leading recovery trial; and the advances that we have seen in rapid tests to enable the incredible amount of testing that we now have in the UK However, I would like to add a note of caution, because covid has also exposed some of the problems we see in science and some of the problems in the networks that the hon. Member for Blackley and Broughton (Graham Stringer) spoke about earlier. I am talking particularly about the so-called lab leak hypothesis—the theory that covid emerged from the Wuhan Institute of Virology rather than from a zoonotic transmission. We saw some of the worst of science and the media over that, but it was essentially shut down by a letter to The Lancet organised by the EcoHealth Alliance and its president, Peter Daszak, which squashed the theory on 18 February last year. Let us face it, the theory was assisted by Donald Trump and Senator Tom Cotton in the States taking the opposite view, and there was this whole politicisation of something that should have been about scientific inquiry. Speaking as a Bayesian, and based on everything I have seen, including the fact that the virus was in Wuhan in the first place, and on everything we have seen since, I believe it probably was a lab leak. I would go as far as to stake an 80% probability on that, and I think we should bear that in mind when we think about what we are asking of ARIA We do not want ARIA to get politicised and legalised, and we do not want it to fall into the same group-think that we have seen in some science, with a tendency to defend your mates and the people you know in your network and stick up for the institution rather than the principles behind the science. Instead, the DRASTIC group—the decentralised radical autonomous search team investigating covid-19—a bunch of people on the internet, correspondents and scientifically inquisitive people around the world, have managed to bring the lab leak hypothesis back to public attention to the point where it is clearly being actively considered by our intelligence services and our scientific community. I think we need some of that spirit in ARIA. We need that spirit of inquiry and of people outside the system getting their fair say in the system—the Einsteins in the Patent Office, as others have said On the amendments about cronyism, what we saw with the appointment of Kate Bingham was a complete disgrace. That is the sort of thing I worry about with some of the amendments to the Bill. I think “everyday sexism” is the term to describe the abuse she got on her appointment. We had the Runnymede Trust trying to go to court to get her appointment declared unlawful, the so-called Good Law Project seeking to crowdfund against her appointment, the leader of the Liberal Democrat party saying that she must resign and Labour’s deputy leader saying “this cronyism stinks”. The truth is that she was the best qualified person for that job. She was appointed at speed because of the circumstances we were in, and she has delivered in spades. If the rumours about her damehood are correct, she richly deserves it and we all owe her an enormous debt.
ParlaMint-GB_2021-06-07-commons.u313	On the Science and Technology Committee, we often share similar views and attitudes to science, and I agree with the hon. Gentleman about the violence of the language that is sometimes used; it is completely unacceptable. When emergency decisions are taken, as they were with the vaccine taskforce and with Test and Trace, there needs to be an assessment afterwards. I hope he agrees that it would be a very different assessment for Test and Trace than it would be for the vaccine taskforce.
ParlaMint-GB_2021-06-07-commons.u314	I thank the hon. Gentlemen for raising that. As a member of the Science and Technology Committee, he knows that we were looking at producing further reports into both Test and Trace and the vaccine programme as a result of our inquiry. I think the Test and Trace programme has actually got to a very good place now: the number of tests we are achieving is the envy of many other countries around the world. We could quite happily say that the vaccine taskforce is an exemplar for everything that went well, and that the Test and Trace programme has been more mixed—[Laughter. ] The hon. Member for Newcastle upon Tyne Central (Chi Onwurah) on the Opposition Front Bench laughs, but I think that the Test and Trace programme has helped our recovery from the worst of the covid pandemic. It is not the case that all that money has been wasted, as some Opposition Members say, and it is certainly not the case that it has all gone on cronyism; it has gone on the cost of the tests. That is what it has gone on. Contact tracing is hard. Some people do not want to be contact traced, but the role that Test and Trace has played is still significant, although perhaps not as significant as we hoped initially. I am sure we will move on with that in our inquiry Returning to what I was saying about the amendments seeking to give ARIA a mission statement, my hon. Friend the Member for North East Bedfordshire (Richard Fuller) gave the House some good reasons to reject them. First, there is no point spending just a little bit of money on things that already have billions thrown at them; we should be looking at the things we do not necessarily even know about yet. I also think we should avoid circumscribing ARIA’s freedom. Likewise, on all the amendments that are trying to impose more bureaucracy on ARIA, the whole point is to do things differently, with freedom from all the usual processes and pressures that act on these sorts of bodies We need to empower scientists. My hon. Friend the Member for Ynys Môn (Virginia Crosbie) quoted Professor Bond, who said of freedom of information in his evidence to the Bill Committee: “In terms of the level of transparency, transparency is a good and wonderful thing in most areas, but if you are asking people to go out on a limb to really push the envelope, I would assert that there is an argument, which has some validity, that you make it psychologically much easier for them if they do not feel that they are under a microscope. Many people tend to step back when they are there. ” Some of the burdens that people are seeking to put on ARIA would potentially circumscribe it and reduce its effectiveness. The Bill does still have a statutory commitment to transparency. We will have regular reports, and I am sure that our Committee will be regularly engaged not only with the Secretary of State, who is in his place, but with the chief executive and the chairman of ARIA, who will come to speak to us as well ARIA needs to have the freedom to fail. In that sense, it needs to be a macrocosm of all its individual projects that also need to have the freedom to fail. Let us truly empower ARIA by rejecting these amendments. Let us let ARIA take flight and shoot for the stars, not weigh it down and prevent it from ever reaching the escape velocity it needs and the chance that it has to boldly go—returning to the “Star Trek” references we had in the Bill Committee—not into outer space but to the very cutting edge of scientific research and discovery. If we pass this Bill today, it will be a great day for science in the United Kingdom.
ParlaMint-GB_2021-06-07-commons.u315	I shall try not to come up with any more “Star Trek” references as we will probably run out in a minute I am grateful to the Minister for all her hard work on such an interesting piece of legislation that is going to be truly transformative. It has been a pleasure to be involved in the Bill, having spoken on Second Reading and been a member of the Bill Committee. I want to deal with a number of amendments and also to make this general observation: the Opposition amendments in Committee were, in the main, tabled to hinder much of the Government’s primary intention in what ARIA was set up to do in the first place. If we recognise that ARIA is set up with the sole principle of operating at pace, with flexibility, and with freedom to aid our position in the world in continuing to be a leader in innovation and science, then we absolutely must not stifle it by filling it with bureaucracy around regulation and oversight, thereby harming its very intention. Yes, there will be failures, as we have heard today. We all recognise that; it is almost part and parcel of what is built into the fabric of the agency to help it to operate without restrictions. From board compositions to freedom of information stipulations, even to dictating the agency’s priorities over health and climate change, it is quite revealing to be met with the level of shackles that were to be imposed rather than the vision to encourage our next generation of pioneering inventors Amendments 8 and 14 would make ARIA subject to FOI requests. If they were to be passed, we could immediately lose the competitive edge of innovative or potentially cutting-edge scientific developments brought about by risk. Instead, we are thrusting them into the spotlight whereby that ingenuity could be uncovered by FOIs. If we restrict people’s creativity, they will play it safe. They will not take the risk that is the very essence of ARIA in the first place in being an incubator for creativity to flourish New clause 3 and amendment 1 take us back to the ring-fencing of ARIA’s remit by constricting its freedom across all facets of science and research. Across the entire country and across all sectors, from automotive to farming, society is striving to decarbonise. We are already a world-leading Government in our commitment to decarbonise to net zero by 2050. To make the agency specifically concentrate its efforts on particular areas is again to dictate as to its uniqueness, and that will not give it the true freedom that is at the very heart of this Bill Finally, any organisation is only as good as the people that make it up. ARIA will need a visionary CEO to lead the culture and set its direction. Amendments 3 to 6 would require, among other matters, that Parliament approves the CEO. However, we know that if a small organisation is to be nimble, those decisions need to be made quickly. I do not see that there is a need for approving the board with Government representatives if that process is fair and open, which we are told it will be As I said on Second Reading, my constituency of North Norfolk was home to one of our greatest living inventors, Sir James Dyson. I hope that ARIA will be our launchpad to uncover the very next greatest inventor.
ParlaMint-GB_2021-06-07-commons.u316	It is a pleasure to be here on this special occasion, and not just because, as my hon. Friend the Member for Guildford (Angela Richardson) pointed out, it was a very special birthday yesterday—40. [Laughter. ] I thank all right hon. and hon. Members who have tabled amendments and new clauses, and who have contributed today The UK has a world-class science system, and a proud history of research and invention. Today, in our continuing fight against coronavirus, the importance of those skills has never been more apparent. What is it that makes ARIA so special? It is the fact that we are strengthening our science system, enhancing our capabilities and finding a new level of ambition. That means that it will be a small, agile organisation with autonomy from Government and unique powers that equip it to support groundbreaking ideas, with the potential to profoundly change all our lives for the better The Bill brings forward a bold and ambitious policy that seeks to deliver the transformational benefits of high-risk R&D for our economy and society. I have spoken to many colleagues who share my genuine excitement about the possibilities that ARIA could bring. We have heard on the Floor of the House and in every previous debate that all parties support the principle of ARIA and what it will try to achieve. I am glad that today we are able to give ARIA the focus that it deserves. A focus of today’s debate that has been raised by the hon. Members for Newcastle upon Tyne Central (Chi Onwurah), for Cambridge (Daniel Zeichner) and for Aberdeen North (Kirsty Blackman), among others, has been giving ARIA a primary research topic, through new clauses 2 and 3, and amendments 1 and 12. Given the challenges that we face today, those amendments understandably focus on climate change and health. Nobody in the House should have any concerns about the Government’s credentials on tackling climate change. We are proud to be the greenest Government ever. The Prime Minister’s 10-point plan and our COP26 presidency, to which the hon. Member for Aberdeen South (Stephen Flynn) referred, are demonstrating that at home and abroad, the UK is leading efforts to accelerate action on climate change Without doubt, the covid pandemic has clearly illustrated the critical role that R&D plays in the health and wellbeing of our population. Our vaccine roll-out is the envy of the world. The Government already invest around £2 billion annually in health and care research in the UK. It is therefore right that such priorities are taken forward by Government Departments and agencies, with clear direction and involvement from Ministers. That includes the important role that UKRI plays in delivering Government priorities for R&D. We do not want to duplicate those responsibilities Instead, as many colleagues have put it much better than I could, ARIA must make its own distinct contribution to be effective. That means being an organisation led by brilliant people with strategic autonomy—not directed by Ministers. The continued chopping and changing of ARIA’s mission set out in amendment 12 would hamper ARIA’s ability to commit to long-term programmes New clause 3 also seeks to impose obligations on ARIA regarding the transition to net zero. ARIA is covered by the Government’s existing net zero commitments and will be required to make information available through the Environmental Information Regulations 2004, which were mentioned by the hon. Member for Hammersmith (Andy Slaughter) I turn to the contribution of the hon. Member for Oxford West and Abingdon (Layla Moran) on the role of Parliament. Amendments 3 to 6 would require the proposed chair and CEO of ARIA to be approved by both Houses of Parliament. Amendment 11 would require the Commons Science and Technology Committee to approve appointments by the Secretary of State and the remuneration of the appointees. I am extremely pleased that the recruitment campaign for the CEO was launched on 1 June and that we will launch the campaign for the chair on 5 July. All applications will be reviewed by an outstanding expert panel, which will include the Government’s chief scientific adviser, Sir Patrick Vallance. The Government’s guidance sets out that the ultimate responsibility for appointments rests with Ministers who are accountable to Parliament, as is the case with UKRI. There is no precedent for requiring the approval of both Houses for appointments I am grateful for the contribution that the Science and Technology Committee, chaired by my right hon. Friend the Member for Tunbridge Wells (Greg Clark), has made on this issue. However, I guarantee that this is an open, fair and robust recruitment process, and it is completely appropriate to find the right people to make ARIA a success. Amendment 9 would require ARIA to provide the Science and Technology Committee with the information it requests. The Osmotherly rules provide guidance on how Government bodies should interact with Select Committees, and they are clear that such bodies should be as helpful as possible in providing accurate, truthful and full information when giving evidence. I believe that that is sufficient to ensure a co-operative and constructive relationship between ARIA and the relevant Committees Amendment 10 would require the Secretary of State to consult the Committee before dissolving ARIA. Clause 8 already sets out the broad requirement on the Secretary of State to consult any persons they consider appropriate, and I am sure they will always consider it appropriate to consult the Science and Technology Committee about changes to the R&D landscape. The Secretary of State’s power to dissolve ARIA is subject to the draft affirmative procedure, which will ensure that Parliament has the opportunity to debate that decision Amendments 7 and 8 tabled by the hon. Member for Aberdeen South and amendment 14 tabled by the hon. Member for Newcastle upon Tyne Central seek to remove the exemption from the public contracts regulations and to subject ARIA to the Freedom of Information Act 2000. We have covered procurement extensively before, and I will reiterate why the exemption is so important. There are three key points First, ARIA is expected to commission and contract others to conduct research in pursuit of its ambitious goals. Often, ARIA will procure research services. That commissioning and contracting is a fundamentally different way of funding R&D to traditional grant making, and procurement rules do not apply. Secondly, this way of funding research is core to DARPA’s approach—the successful US model from which we learned when designing ARIA. As we heard in Committee, DARPA benefits from what is described as “other transaction authority”, which offers flexibility outside standard US Government contracting standards. By taking that innovative new funding approach that is so fundamental to its objectives, ARIA will benefit from similar flexibilities Let me turn to amendments 8 and 14. ARIA is about creating a certain culture of funding and groundbreaking research, as I heard time and again throughout my engagement with the R&D community. As my hon. Friend the Member for North East Bedfordshire (Richard Fuller) put it so eloquently, that kind of culture is difficult to achieve within all the rules that would usually apply to public bodies. We have thought carefully about alternative ways to ensure that high standards of conduct are upheld within this unique context The Bill requires ARIA to submit an annual report and statement of accounts, which will be laid before Parliament. ARIA will be audited by the National Audit Office and will be subject to value-for-money assessments. ARIA will interact with Select Committees in the usual way, and it will draw up a framework document detailing its relationship with BEIS. There will be further reporting requirements, such as the details of what is published in the annual report. Together, those provisions will ensure that the public are informed of ARIA’s activities and where it spends its money. Although the Freedom of Information Act 2000 allows for exemptions in certain circumstances, the request must still be processed, and that administration runs contrary to the lean and agile operation of ARIA I turn to amendment 2 on conflicts of interest. Schedule 1 allows the Secretary of State to make regulations “about the procedures to be adopted for dealing with conflicts of interest” The framework document between BEIS and ARIA will commit ARIA to the code of conduct for board members of public bodies, which includes the obligation to publicly declare any private financial or non-financial interests that may or may not be perceived to conflict with one’s public duty. This principle-led, non-legislative approach is appropriate. It is the standard approach taken by many other arm’s length bodies, including UKRI, and I have no reason to believe that it is inadequate here. In addition, we have the existing reserve power in schedule 1, should it ever prove necessary On the issue of human rights, I recognise the intent behind new clause 1. Human rights are already protected in law in the UK through the Human Rights Act 1998, and ARIA will be subject to public authority obligations under that Act. I therefore reassure the hon. Member for Aberdeen South that ARIA will operate in a way that is compatible with the convention on human rights. It would be unlawful for it not to do so under existing legislation Amendment 13 would require details of ARIA’s geographical impact to be included in its annual report. I believe that it is incredibly important that ARIA’s funding benefits those who are not always reached by the current system. That is the Government’s policy and priority, as well as a priority for me personally. The R&D place strategy, due to be published this summer, will set out how R&D will contribute to our levelling-up ambitions. Details of ARIA’s operation will be set out more fully in a future framework document, and that is the appropriate place to stipulate the contents of ARIA’s annual report, including geographical information, rather than legislation.
ParlaMint-GB_2021-06-07-commons.u317	The Minister is being generous with her time tonight. In my contribution, I was very keen, as were others, to ensure that all the levelling-up that the Minister refers to will happen in the regions as well—in other words, that Northern Ireland will get its share. It is important, as part of the United Kingdom of Great Britain and Northern Ireland, that we all benefit. May I seek her assurance that that will be the case?
ParlaMint-GB_2021-06-07-commons.u318	Of course, I give my assurance that we will issue the place strategy shortly, which will indicate all of this I am very grateful for the contributions that right hon. and hon. Members have made today. The interest in the passage of the Bill in the House and in the R&D community is testament to the important role that ARIA will play in our future R&D landscape, creating a space in the system that is free to fund groundbreaking science in innovative ways, independent from ongoing Government intervention This is an incredibly significant moment, because the opportunity that ARIA affords us is truly limitless. By unlocking a new level of ambition, and by enabling truly bold and adventurous ideas to flourish, ARIA will allow us to take a huge leap into the future. Yes, this will mean embracing the unknowns that come from ARIA being free from Government control, but we should make that leap confidently, knowing that the brilliant people that ARIA will fund will change the world in ways that none of us in this Chamber would dare to imagine today. This is therefore a truly exciting time for all of us here in the Chamber—for ourselves, for our children and for our grandchildren—and I feel particularly excited for my young granddaughter, who will feel the benefits of the major breakthroughs that we will unlock through this Bill. I am sure that this opportunity is recognised by all hon. Members I hope that I have demonstrated the reasons that I cannot accept the new clauses and amendments that have been tabled, and I hope that Members will agree not to press them.
ParlaMint-GB_2021-06-07-commons.u319	Madam Deputy Speaker, you will be glad to know that my final remarks will be brief, particularly because although we were expecting a rebellion tonight, I did not expect it in any way, shape or form to relate to any of the amendments that I proposed, which is disappointing. Maybe next time—we can only live in hope There are two clear and fundamental issues to do with the Bill on which we disagree with Government Members: where they are passionately and vehemently against public scrutiny, and where they are passionately and vehemently against ARIA having a mission. I believe the lack of a mission is a missed opportunity, and I am deeply concerned to hear that public scrutiny in the shape of an FOI request is regarded as an impediment to a public organisation. That should strike fear into all of us about what public money is to be spent on, not just now but in the future With your indulgence, Madam Deputy Speaker, I beg to ask leave to withdraw the motion on new clause 1, but I wish to press amendment 1, which stands in my name and that of my hon. Friend the Member for Aberdeen North (Kirsty Blackman), to a vote Motion, by leave, withdrawn. Amendment proposed: 1, in clause 2, page 1, line 7, at end insert— “(A1) ARIA’s primary mission will be to support the development of technologies and research that support the UK’s transition to net zero carbon emissions or reduce the harmful effects of climate change. ” —(Stephen Flynn. ) This amendment sets the primary mission for ARIA to support the development of technologies and research that support the UK’s transition to net zero carbon emissions or reduce the harmful effects of climate change. Question put, that the amendment be made.
ParlaMint-GB_2021-06-07-commons.u320	I beg to move, That the Bill be now read the Third time When it comes to the future of the United Kingdom, this Government are unapologetically ambitious, and one of our greatest ambitions is to secure the UK’s position as a science superpower. Through this Bill to create ARIA, a new agency to support the most ambitious research, we are really focusing on delivering on that agenda The Bill provides ARIA with broad functions and powers to take an innovative approach to funding high-risk R&D so that each programme manager can provide effective funding to their talented research team. Critically, the Bill allows a balance between oversight of ARIA’s activities and the independence and autonomy that the evidence tells us is so important for its success The Bill creates an agency with a unique role to play and the capabilities it needs to do so. ARIA will sit alongside UKRI and other funders in our R&D landscape. It will provide something additional and complementary, and I believe that its offer will indeed significantly improve the UK’s research and development offer in the long term I am grateful that today’s debate has focused on making the most of this ambitious new agency. I would like to recognise the efforts of those across the House and in my Department who have got us to this point. I thank the Science, Research and Innovation Minister, my hon. Friend the Member for Derby North (Amanda Solloway). I know that she celebrated her 30th birthday yesterday, and I congratulate her on having achieved this signal success and that significant milestone. I am delighted that she should be such a focused colleague and have delivered what is a really important piece of legislation. I also thank the Bill team for their work at each stage of the proceedings, and parliamentary counsel for drafting such an admirably concise and, dare I say, elegant Bill As we continue our progress towards a more normal way of working in this place, I would like to thank everybody who, in the meantime, has ensured that our proceedings have been able to continue with minimal disruption despite these exceptional circumstances. I would like to place on record that you, Madam Deputy Speaker, and all the House staff and your colleagues have done a remarkable job in keeping the lights on—so to speak—and making sure that we progressed in a very expeditious and calm way through these proceedings and through previous stages of the Bill. Everything has been to order, Madam Deputy Speaker I also thank the members of the Public Bill Committee from across the House for their extremely constructive and welcome approach to scrutinising the Bill. I particularly thank the Chairs of those Committees: the hon. Member for Bradford South (Judith Cummins) and my right hon. Friend the Member for Tatton (Esther McVey), as well as my hon. Friend the Member for Kettering (Mr Hollobone) and the Member for Halton (Derek Twigg). I also thank a number of speakers on the Government Benches. I am referring only to the speeches that I saw myself . My hon. Friend the Member for Ynys Môn (Virginia Crosbie) gave a very positive account of why this Bill is so important to her constituents. My hon. Friends the Members for Guildford (Angela Richardson), for North Norfolk (Duncan Baker), who is not in his place, for Newcastle-under-Lyme (Aaron Bell) and others did a remarkable job in presenting the case for ARIA and in ensuring that the Bill proceeded smoothly I would also like to thank a number of Opposition Front-Bench speakers. When I saw her speak, the hon. Member for Newcastle upon Tyne Central (Chi Onwurah) gave a customary expert and well-considered view. We have our differences and disagreements, but no one, I think, can doubt her sincerity. I thank the SNP spokesman, the hon. Member for Aberdeen South (Stephen Flynn). I am sorry that the rebellion that he anticipated was not as dynamic as he would have liked, but there you go Everybody really has supported the principle of this legislation and the creation of ARIA. While we do not agree on all the details, I think that everybody has brought to the debate a spirit of constructive inquiry and scrutiny, and we have greatly appreciated that I am confident, Madam Deputy Speaker, that, as the Bill continues its passage, our parallel progress to realise ARIA and to make it happen will elicit further debate and further questions. As the Under-Secretary of State for Business, Energy and Industrial Strategy, my hon. Friend the Member for Derby North, said on Second Reading, and as we have heard again today, the UK is home to brilliant invention and innovation, and we should be able to shape ARIA in a way that can deliver on that promise. The creation of ARIA will, I firmly believe, make our outstanding UK R&D system even stronger and more dynamic, more diverse, and it will help us to innovate and level up across the country. On that very firm basis, Madam Deputy Speaker, I am delighted to commend the Bill to the House.
ParlaMint-GB_2021-06-07-commons.u321	In this Third Reading debate, I want to start by putting on record our support for this Bill and the establishment of ARIA. The UK is a global scientific superpower, with a proud past, present and future, of innovative scientists, businesses and entrepreneurs. The success of the vaccine roll-out—I pay tribute to everybody associated with that—demonstrates our world-leading science and research power. What we have seen in the debate today and through the passage of this Bill is that we all want to build on this platform. ARIA has the potential to help fill the gap of high-risk, high-reward scientific investment, which is why we welcomed the Bill and sought to play a constructive role in its passage through the House I pay tribute to my hon. Friend the Member for Newcastle upon Tyne Central (Chi Onwurah)—I thank the Secretary of State for doing so—for the superb job that she has done in constructively seeking to improve the Bill on behalf of the Opposition. I also put on record my thanks to my hon. Friends the Members for Cambridge (Daniel Zeichner), for Brent Central (Dawn Butler), for Luton North (Sarah Owen), and for Sheffield, Brightside and Hillsborough (Gill Furniss) for their diligent work in Committee, and all hon. and right hon. Members on both sides of the House who have contributed to this Bill. I join the Secretary of State in also paying tribute to all the House staff who have kept this Bill going and on track and all those associated with it. I want to single out the Under-Secretary of State for Business, Energy and Industrial Strategy, the hon. Member for Derby North (Amanda Solloway). I was going to wish her a happy 50th birthday, but I am happy, on this occasion, to be outdone by the Secretary of State. I say a very happy birthday for yesterday to the Minister As the Bill goes to the other place, we continue to believe that improvement is necessary and possible. As we heard in the debate, the biggest improvement to it would be a clearer sense of mission for the agency. We do not believe that the Bill as drafted provides ARIA with a clear enough mission. Ministers have suggested that it is for the chief executive, once appointed, to establish its priorities. We heard this a lot in Committee and again today, but this is not in our view the best way to meet our national priorities, which we believe should be set by Government. There is also a danger, we believe, that ARIA’s resources will be spread too thin. The greatest challenge we face, and this is shared across the House, is the climate and environmental emergency, and that is why we have proposed that fighting it be ARIA’s mission for the first 10 years, but however that mission is set out, I hope this is something that will be returned to in the other place Secondly, we believe that the freedom provided to those running ARIA should be accompanied by greater transparency and accountability. We do not believe the agency has anything to fear from this, nor is there justification for the blanket exemptions from the Freedom of Information Act and public contract regulations. The Government’s reason for exempting it is that it will be overwhelmed by requests, but that is not the US experience with DARPA. If the Government want ARIA to carry the confidence of the public, we hope they will think again on accountability in the other place Thirdly, as we have heard in the debate, it is essential that each nation and region of the UK benefits from the creation of ARIA—we believe that ARIA should have regard to that when exercising its functions. We have suggested that that could be done through the annual report that is already provided for under the Bill These are our issues with the Bill, but we cannot ignore in this Third Reading debate the Bill’s wider context, about which I want to speak briefly. ARIA is an important innovation, but it cannot be detached from the wider landscape of Government policy. Today’s amendment on overseas development aid—new clause 4—may not have been selected, but the argument is not going away. We should not be slashing overseas aid to the world’s poorest people. It is not right morally, and it is not right on grounds of self-interest either. With coronavirus and the climate crisis, our fates are bound together What is more, these cuts are impacting directly on British scientific researchers doing the right thing for the world on everything from research on infectious diseases to the development of clean water technology. Some £120 million has been cut from the BEIS budget because of the cuts to ODA. As the Sainsbury Laboratory, one of the country’s leading scientific research institutes, puts it, these cuts have “pulled the rug out from under many scientific projects that were paving the way to solve urgent challenges in some of the poorest countries in the world. ” All this is in the year of COP26, when we are the hosts trying to persuade other countries to accept our moral authority on the climate crisis and development As someone who was at the ill-fated Copenhagen climate summit of 2009, I want to tell the House that mistrust between developing and developed countries was the biggest reason it failed and is one of the biggest risks at COP26. The cut in aid spending undermines our efforts and undermines trust; the Government are wrong to be doing it, and it is self-defeating for our country. There is a very strong feeling about this across the House—quite possibly a majority—and the Government should reverse this cut in funding forthwith. My general experience is that when there is a majority in this House for something, it will find a way to express itself one way or the other. I suggest that the Secretary of State and the Government take heed ARIA should not come at the expense of cuts to the core science budget administered by UKRI. This year, UKRI’s budget will be £7.9 billion, a cut from the budget last year of £8.7 billion. That is why Jeremy Farrar said recently: “There’s a growing gulf between rhetoric and reality in the government support for science. ” It massively ill serves British science and our country to be cutting science spending, and ARIA, welcome though it is—£800 million over five years—simply does not make up for that To conclude, we support this Bill, but hope, in the spirit with which we have approached it, that the Government will reflect on the constructive concerns raised throughout its passage on the urgent issue of aid spending by Members on all sides, on science spending and on the detail of the Bill. We hope that the other place can build on and improve the Bill as it progresses.
ParlaMint-GB_2021-06-07-commons.u322	It is a pleasure to follow the right hon. Member for Doncaster North (Edward Miliband). It is a particular pleasure as Chair of the Science and Technology Committee to warmly congratulate the ministerial team for bringing this important Bill to such a happy conclusion in this place. I pay tribute to the Secretary of State, the team of officials in the Department and the Clerks in the House, and to the Under-Secretary of State for Business, Energy and Industrial Strategy, the hon. Member for Derby North (Amanda Solloway), whose enthusiasm and charm contributed in no small part to the sense of consensus, good feeling and good will that there is about the Bill. The fact that its House of Commons stages culminate after the weekend of her birthday is absolutely fitting, and I congratulate her on that As Members know, the Select Committee took extensive evidence on the Bill and published a report. We had some fascinating sessions, including a rather less high-octane performance from Dominic Cummings when he came to talk about science policy, as opposed to covid. I think it is a fair reflection to say that the suggestion of this agency, and indeed the important role that science played in the manifesto on which Conservative colleagues were elected, was an important contribution, whatever disagreements and disputes there may be on other aspects. We can agree on several things. First, it is desirable and appropriate, when we are a science superpower, that we have agencies that do things differently from others. Diversity is a strength, and it is a good thing that we are having a very new agency doing things in a very different way. I think that that has been evident in the contributions we have had We took the view on the Committee that it is important that ARIA does not spread itself too thinly. Although £800 million is a lot of money, when it comes to substantial, world-changing projects of inquiry, it can soon go. It seemed for a time today that the budget would be rising not to £800 million but to perhaps £4 billion a year, in which case the advice of the Committee to—in the words of the book by the right hon. Member for Doncaster North—go big on a smaller number of projects may have been redundant, and we may have been able to do everything. However, it seems that that is not going to be the budget for ARIA, and the advice that the Committee has given the incoming chair and chief executive does stand: we should make sure that we do a few things well, rather than many things superficially On the subject of the chair and chief executive, leadership is crucial. The hon. Member for Blackley and Broughton (Graham Stringer) emphasised the difficulty and the importance of choosing them, comparing it to electing a Nobel prize winner. That is quite a high bar, but I hope we will find people equal to the task, and they should be encouraged. I hope that those people, when they are appointed, will come before our Select Committee, not because we want to tie them down in any way and to constrain them with bureaucracy, but quite the reverse: our Committee champions science—we are enthusiasts for science—and we want to understand the ambitions and the motivation of the new team Achieving stability for a long-term agency such as ARIA is of great importance. In a Parliament that is limited to five years, and when Governments change from time to time, finding mechanisms to entrench institutions and policies that are there for the long term can prove challenging. David Cameron thought that passing a law to require 0.7% of GDP for aid spending was a solution to precisely that, but we found that there are circumstances in which it is not possible to achieve that. In office, I set up the Industrial Strategy Council to inject a bit of stability, but that is not continuing. So these things are challenging. I know that the intention of Ministers and the whole House is to achieve longevity. I think how this very desirable objective can be implanted will require a bit of thought The reforms that are embodied in this legislation—low bureaucracy, risk taking and the ability even to fail—are important to encapsulate in ARIA, but that is not to say that the rest of the research landscape could not benefit from those reforms. I hope that the Minister’s appetite, demonstrated through the passage of the Bill, to reform science funding and find ways to do things better and vigorously will not be completely satisfied with the passage of this Bill, but that, with the Secretary of State’s enthusiastic support, she will apply herself to the funding landscape more generally in order to have that same principle of vigour there The proposal for this new research agency was included in our party’s 2019 election manifesto and then the Queen’s Speech at that time. Two years on, we are at the point of recruiting the chief executive and the chair, and sending the Bill to the other place to make further progress. I hope that the Lords will give it their customary scrutiny with rigour and enthusiasm, but that they will not detain for too long because this is an important institution, which we want to see up and running and strengthening further our great attributes in British science as soon as practically possible.
ParlaMint-GB_2021-06-07-commons.u323	It is a pleasure to follow the Chair of the Select Committee, the right hon. Member for Tunbridge Wells (Greg Clark), and the shadow Secretary of State, the right hon. Member for Doncaster North (Edward Miliband). The points that have been made by both, although varied, have certainly covered off many of the points that I would seek to address. I have no desire—and I am sure that Government Members have no desire—to hear many of the arguments that I have expressed previously tonight on Report, in Committee and on Second Reading I would like to place on record my thanks to all those involved in proceedings over the course of recent months. They have done an outstanding job, particularly those in the House Service. I also thank our research team—in particular Scott Taylor and Jonny Kiehlmann, who have been a tower of strength, and provided us with a great deal of assistance and information I do not intend to keep the House much longer, as I am keen to get home myself, so I will leave it at that.
ParlaMint-GB_2021-06-07-commons.u324	That is one of the best conclusions to a speech I have ever heard.
