ParlaMint-GB_2021-11-17-lords.u1	That the Bill be now read a third time.
ParlaMint-GB_2021-11-17-lords.u232	I shall speak to Amendment 259B in my name and those of the noble Lord, Lord Marks, and the noble and learned lord, Lord Judge Clause 169(2) would allow a jury to be in a different physical location from the judge, so long as all 12 members of the jury are in the same place as between themselves. I am very concerned about this proposed power. In order to ensure the effective management of a criminal trial, a judge needs to be in the same room as a jury. The judge needs to be able to communicate effectively with the members of the jury. The judge needs carefully to watch the jury to see that they are focused and ensure that their needs are addressed. The judge needs carefully to watch the relationships between the 12 members of the jury. The jury needs to be able to communicate speedily and easily with the judge if it has any particular issue that it wants to raise. Members of the jury need to be able to study the witnesses giving evidence—what they say, what they do not say, and their body language and facial expressions while doing so. All this is so much more difficult through a computer screen, as we have all discovered, whether through court proceedings or parliamentary proceedings, during the pandemic I have had very helpful discussions with the Minister about this matter, and I am very grateful to him and thank him for those discussions and the time that he has devoted to them. I understand from him that the Government have no plan to encourage the use of remote juries. Instead, as I understand it, the Government believe that this would be a useful power essentially for three reasons: we may be afflicted by another pandemic; there may well be advances in technology; and, in any event, this power may be useful today if a judge and lawyers, for example, go on a site visit and one or more members of the jury is physically disabled, in which case the site visit can be watched by the whole jury online. That is the example that the Minister gave me I have to say that I find these justifications unpersuasive. I am always suspicious of broad powers being taken in legislation “just in case”. I certainly do not doubt the Minister’s good faith, but his assurances as to what is intended to be done under this proposed power do not bind—cannot bind—his successors in office to what he has done; they may have very different proposals or intentions as to the use of these powers. With great respect, the site visit example is, I think, very far-fetched. I am not aware of any such problem in any case in recent years, if ever In any event, if Ministers think that provision should be made for such a limited, specific use of remote hearings, with juries in a different place to the judge and the defendant, let it be made clear in the drafting of the clause that a remote hearing cannot take place with the jury in splendid isolation from the judge, the witnesses and the defendant in relation to the hearing of oral evidence, the submissions of counsel or the summing-up by the judge Although they have not yet been spoken to, I express my support for Amendments 259A and 259B, both of which concern aspects of the proposed power to be conferred on the court to require a person, including a defendant, to take part in proceedings by audio or video link. I can well understand that this may be a useful power for a preliminary hearing, but not for a substantive trial, unless the defendant consents to that. I am very unhappy about this in relation to young persons There are real issues as to whether a defendant would have effective access to a hearing, were his or her presence to be remote, and real concerns as to whether they could effectively communicate with their legal representatives. The Ministry of Justice may be hoping to save some money if it does not need to transport defendants from prison to court, but I am doubtful that it will save much money because it will need to invest in very high-quality computer systems. In any event, I fear the price will be a reduction in the quality of justice, and that price is too high.
ParlaMint-GB_2021-11-17-lords.u233	My Lords, I do not wish to be taken as suggesting that what works well in Scotland should necessarily be applied in England and Wales, but I think I am right in saying that there has been some attempt in Scotland to allow juries to be remote. The problem one has is that a judge cannot be in two places at once. I think it was thought more appropriate that the judge should be close to the place where the evidence was being taken, with the juries remote in some other room because of the need for social distancing and so on. My point is simply this: I suggest once again, with great respect, that the Minister should find out what has been happening in Scotland and what the experience has been. They may have decided, for the reasons given by the noble Lord, Lord Pannick, that it should not be continued. I simply do not know, but it is worth exploring to find out exactly what the position is.
ParlaMint-GB_2021-11-17-lords.u234	My Lords, despite Covid—I know it is not over yet, but despite the 18 months we have had—I have not heard it suggested that one solution to the problems that the courts face is that juries should act remotely. We have trial by judge and jury. I agree with what the noble Lord, Lord Pannick, said, but I want to be just a bit more down to the realities of it. What happens in court when the jury is unhappy with itself or with some of its members? The judge has a most delicate task to perform. On my old circuit—I am sorry to say that the Midlands circuit has this—one juror smelled; he stank, and the jury were extremely unhappy about it. Can all that be done remotely, when the judge is responsible for looking after the interests and needs of the jury as a whole? Do we send messages down the line? How is it accommodated? It requires huge tact, skill and, I think, the personal touch My other concern about this provision was touched on by the noble Lord, Lord Pannick—it is the usual one, I am afraid; you have all heard me talk about it. Why should we give these huge powers when we do not need to give them?
ParlaMint-GB_2021-11-17-lords.u235	My Lords, there are a number of amendments in this group to which I would like to speak. The noble Lord, Lord Pannick, made the overarching point that he is suspicious of broad powers being taken in legislation. It seems to me that those amendments which are not the Government’s address the broad powers which the Government are seeking to take in this group Amendments 245A and 245B, in the name of my noble and learned friend Lord Falconer and supported by the noble Lord, Lord Pannick, would remove children from the application of Clause 167, providing that remote observation and recording of court proceedings may not occur in cases where a party to the proceedings is a child under the age of 18 Under Amendment 259A, also in the name of my noble and learned friend, a court may not give directions for live links in criminal proceedings where a party to them is a child under the age of 18. The amendment in my name, Amendment 259BA, would require that all defendants who might appear on a video or audio link from a location outside the court should be subject to a health needs screening. Screening information must be made available to the judge responsible for listing before the listing is finalised We have all had a variety of experiences of dealing with remote links. I have done it many times over the last 18 months and in a number of jurisdictions. I was pleased that the Minister referred to Sir Andrew McFarlane’s report about trying to increase the transparency of family courts. I have read that report and it is interesting. There is the idea there of permitting journalists to observe family courts remotely. However, there is another side to this coin. Yes, we pat ourselves on the back for getting through a difficult situation—I have done it myself—and we have all managed to make the various parts of our lives work, including this House, but I do not think that anyone would say that the manner of getting through things within the court system or within this House or this Committee is as good as doing it in person The amendments I have spoken to look at arguably the most vulnerable people who potentially proceed through the criminal system and at whether there should be a form of review around whether that is indeed suitable. The amendments I have referred to talk about people under the age of 18, but there is a wider point, because there has been criticism of the way in which we in the family court system have proceeded remotely. I have literally taken away a child from a mother remotely, by telephone. It was the best thing to do in the circumstances, but nobody would argue that that was the best way to proceed when the court system and other forms of support should be in place and available There are overarching and broad powers being sought through this group of amendments. The amendments in my name and those in the names of the noble Lord, Lord Pannick, and the noble and learned Lord, Lord Falconer, are basically looking for exceptions to this, where the situation is so sensitive that these overarching powers should not be taken and there should be further research and assessment of their appropriateness. The amendments in my name deal with young people under the age of 18. I have had a number of hearings with such young people. Sometimes they go okay; sometimes they simply switch off and do not have a clue what is proceeding within the court system I hope that, when the noble Lord comes to sum up, he will be able to say something about ongoing reviews of particular appraisals of young people being able to participate in these types of hearings, and that there will not be a blanket approach, as is proposed in his group of amendments.
ParlaMint-GB_2021-11-17-lords.u236	My Lords, I am sorry to speak after the noble Lord, Lord Ponsonby. I wanted to hear what he had to say about his amendments and those in the name of the noble and learned Lord, Lord Falconer I speak first to the amendment to which I have put my name, Amendment 259B—on which I entirely agree with what the noble Lord, Lord Pannick, and the noble and learned Lord, Lord Judge, said—about excluding jurors from the operation of the provision permitting participation in criminal proceedings by remote live links The proposal in the Bill is that the problem of jurors taking part in criminal proceedings by live link should be dealt with by a requirement that all members of a jury taking part through a live link should be present at the same place. So the suggestion is that, by being present at the same place, the jurors would be able to decide a case whether or not they were physically present at the trial. I do not believe that suggestion is accurate or that it responds adequately to the difficulties posed by the proposal that jurors should be able to attend remotely In the last group we considered how important it is for jurors to be able to see and hear witnesses giving their oral testimony live, with a view to assessing the truthfulness of those witnesses and the accuracy of the evidence they give. That involves a very personal judgment about credibility and reliability. Reliance upon that judgment—the independent judgment of 12 citizens, as distinct from the individual judgment of a professional judge—is what marks out the jury system. I believe it is what has given the public confidence in the system that we all have. I do not believe that that judgment is capable of being reliably made by live link Post Covid, we can all see the attractions of remote hearings. As a barrister, I have appeared in many such hearings over this period, as I dare say others have—certainly the noble Lord, Lord Pannick, has. For hearings before judges alone, or before arbitral tribunals, they generally work well. Indeed, for many civil hearings, I suspect we will not go back to the system of all-oral hearings for a significant percentage of our work. That will be a matter for individual judges, arbitrators and lawyers, depending upon the particular circumstances of the cases before them However—this was the case that the noble and learned Lord, Lord Judge, made—even during the pandemic and despite the pressures of increasing trial backlogs, we have not gone down the road of holding jury trials without jurors being physically present to hear the evidence and being in the same place as the judge. In my view, that is for good reason, so I invite the Government to think again and to accept Amendment 259B On the other amendments, having heard the noble Lord, Lord Ponsonby, explain his amendment about the need for health-needs screening, I agree with the noble Lord and invite the Government to accept that, too. As for the amendment in the name of the noble and learned Lord, Lord Falconer of Thornton, I fully accept the argument that it would be unusual for the use of live links to be directed by a judge in a sensitive case involving children, but I can see an argument that some such cases might justify a direction. I see no reason not to leave it to the judge in any particular case to determine whether the use of live links would further or impede the interests of justice. In this regard, we need to remember that refusing a live-links direction may in many cases cause delay in the determination of those cases, and that such delay may lead to particular injustice in cases involving children, for whom an early determination of the issues surrounding their care is often of great importance. So, although I see the point of this amendment, I suggest that it is better to leave it to judicial discretion in cases involving children.
ParlaMint-GB_2021-11-17-lords.u237	My Lords, the Committee will know that, as a non-lawyer, I very often attend these debates because I do not trust lawyers to make decisions about themselves. I therefore intervene here because, on this occasion, lawyers have brought to the surface a most important issue. I am interested in whether people believe that justice has been done, and it seems to me that extending, in these circumstances, the use of technology to overcome the presence of people in court has a fundamental issue for the generality of the public believing that justice has been done. I am a great believer in Zoom and Teams. They have made my life a great deal better and I have spent more time in the beautiful countryside of Suffolk than I had been able to do before, but I am very conscious of the fact that there are many things that you can do perfectly well—indeed, better—through these techniques and there are some things that you cannot. One of the things you cannot do is replicate the public’s confidence in the concept of a jury. The point, which was made by the previous speaker so adequately, is that it is different, and our system is different because we have this element I cannot believe that there are circumstances when it would be sensible for the jury to be in one place and the judge in another. Therefore, I wish to say to my noble friend, whose explanations throughout today and previous days have been remarkable—he has been able to defend some very peculiar things more effectively than most people have managed to do, certainly in the other House—simply this: we have here a position in which it is hugely important that the public should feel that justice is done. I do not believe they will if we do it this way As somebody who was a Minister for 16 years, I warn him that I see the civil servant here, who said to some Minister somewhere, “Better do this in case”. Some of the cases proposed are frankly incomprehensible, unlikely and totally beyond any sense—but it is the duty of civil servants to say, “Better not leave this out, Minister, lest it should happen and then we’d be in trouble”. I suggest to my noble friend that he would be in less trouble by not doing some of these things than he would be in the extreme possibility that he might need this power.
ParlaMint-GB_2021-11-17-lords.u238	My Lords, there is a great deal to be said for the need for justice to be done, as the noble Lord has been saying, but there is another side to the coin, which is a trial within a reasonable time. That factor has been exercising the minds of those who have been trying to progress trials through the desperately difficult situation created by the Covid epidemic. I hope those times have passed but, in the defence of those who have been setting out remote proceedings, they have been doing so under great pressure. People have been languishing in custody for far longer than they should have been, awaiting trial, and that factor has to be taken into account in deciding what is the right thing to do. The noble Lord is absolutely right, of course, that the worst option is the one they were driven to—but they were driven to it for very good reasons.
ParlaMint-GB_2021-11-17-lords.u239	My Lords, I am grateful again to the Committee for a very interesting and wide-ranging debate. I thank my noble friend Lord Deben for the most back-handed compliment I have ever received and assure him that, when it comes to justice, I absolutely subscribe to the proposition that justice must be not only done but seen to be done. That reminds me to underline what Clauses 167 and 168 are about: they are about justice being seen to be done. These clauses do not mandate remote hearings; that is for a judge to decide. What they do is permit remote observation of those hearings, which underpins open justice When we look at issues such as this, we need to bear in mind that the days when the local newspaper would send people to sit at the back of the Crown Court or magistrates’ court are long gone. In the real world, you will have greater transparency if you have a live feed to journalists from the courtroom than if you say, “You’ve got to come along and take a note”. They simply do not any more, and I am concerned with making sure that we actually have open justice and that it is not just something we talk about Amendments 245A and 245B seek to prohibit those transmissions being made to remote observers in all cases where a child is among the parties. Amendment 259A similarly seeks to remove children from the application of Clause 169, which is about video and audio links in criminal proceedings. It would prevent the court, as a blanket ban, from making a direction to enable any participant in a hearing to attend by live link where a child is party to proceedings I absolutely agree with the intention of safeguarding children in our courts. We have debated that point in a number of areas of this and other Bills, but I suggest that these amendments are both ineffective and unnecessary. They are unnecessary because we already have in place sufficient tried and tested legislation and guidance to safeguard the privacy of children in these proceedings. Section 47(2) of the Children and Young Persons Act 1933 prevents anyone being present at a youth court hearing except members of the court, parties and participants, accredited media representatives or specifically authorised persons In other courts, procedure rules provide that it is legitimate to hold a hearing in private “to protect the interests of any child or protected party” Courts have a statutory duty to have regard to the welfare of children. Judges, magistrates and tribunal members retain judicial discretion over whether a case is to be heard in private, with full consideration of their duty to protect minors or other vulnerable parties, where necessary. The ineffective or counterproductive point is that there may be cases where it is beneficial for a child, whether as a witness or a defendant, to participate by live link. If one is focusing on cases where children can be affected, one also has to bear in mind that there are lots of cases which affect children where a child is neither a party, nor a witness, nor physically involved at all Clause 169, as drafted, gives courts the flexibility to make decisions to direct remote participation where it is considered in the best interests of child participants to do so. I draw the Committee’s attention to the word “may” in the first line of subsection (1) in new Section 51. It is vitally important that we continue to protect children. That is why we have built these safeguards into our provisions Amendment 259B, which I think the noble Lord, Lord Pannick, spoke to first, seeks to exclude juries from the provisions in Clause 169 that enable a jury assembled together to participate in a trial through a live video link, where appropriate and deemed to be in the interests of justice. The Committee is entitled to a clear statement from the Dispatch Box and I will make one: there is absolutely no intention for this to become a regular feature of trials, with the jury sitting in one room and the judge and the witnesses in another room. As the noble and learned Lord, Lord Hope of Craighead, reminded us, Scotland did put that provision in during the pandemic—I think cinemas were used, so that everything was on a big screen and the audio was very good. That was done in response to the pandemic, and this measure is a future-proofing measure I hear what my noble friend Lord Deben says about that and about civil servants tapping Ministers on the shoulder, but, since the pandemic, we have witnessed big changes in how we run our jury system. We have seen —and here I pay my respects again to judges and all others involved in the justice system, who have worked extremely hard to do this—suitable procedures put in place. But we have also seen how legislation tied our hands during an emergency and impeded our ability to progress quickly and make full use of the technological options open to us. We do not want that to happen again. Clause 169 is designed to provide courts with the flexibility to keep pace with new technology as it develops As the noble Lord, Lord Pannick, said, that is the second reason for this clause. Technology is developing in ways that we could not have imagined a few years ago, and we have no idea where it will take us in the future. We want to be sure that we have a statutory basis to take advantage of technology as it develops, so that we can provide a justice system that is fit for the century that we live in and for the way that people live their lives. Those are the two main justifications for Clause 169 I gave the noble Lord the example of a site visit. Again, I make clear that this is not the main justification for it, but it is important if one has a jury with a disabled person on it. The idea is shocking that, in 2021 a disabled person could be told that they cannot sit on a jury because, at some point during the three-week trial, it will look at the locus in quo, which is a room at the top of a winding staircase, and they cannot climb the stairs. The whole thing could be done very effectively via video, and so that is not a reason to stop them serving on a jury.
ParlaMint-GB_2021-11-17-lords.u240	I am grateful to the Minister. Can he say whether there has ever been such a case While I am on my feet, I have another question. The Minister mentioned that technology may develop. I think the concern from those of us who have doubts about this proposal is not advancing technology but human communication. However good the technology becomes, there is still a vital distinction between watching proceedings on a screen and being in the same room as other people. I suggest to the Minister—this is certainly my experience and, I think, the experience of most lawyers and judges—that, although the courts have worked wonders during the pandemic, they have recognised the inferiority of any system that is within our contemplation by means of technology compared with being the same room. The ability to communicate and have an interchange with other people is manifestly weakened by having to do it over a screen.
ParlaMint-GB_2021-11-17-lords.u241	Absolutely. I do not disagree that face to face is better; no doubt that is what we all feel in this Committee—that it operates much better when we are in the same room than it did when it was all on screens. I absolutely accept that. Let me give an example. Before I became a Minister, I did a three-week trial entirely on screen, with witnesses around the world. After about a day, you forget, and you get used to the new system I am not saying that we want this clause here because screens are better; we want this clause in the Bill because screens may be necessary if we have another pandemic and because we do not know where technology is going to go. I do not want to get too techy about it, but there is a very real difference between watching a screen in the sense of a computer monitor and some of the things that I have seen in banks, where there is a big screen down the middle of a table and six or seven of you sit in a row and look at it, while the people you are talking to have the same thing in their office. After about half an hour, you really feel that they are on the opposite side of the table to you. Again, I am not suggesting that that is suitable for courts, but it is an example of how technology can, and will, develop. We want to future-proof it, as I have said Amendment 259BA would require anyone taking part in any sort of criminal hearing via live link to submit to a prior assessment of their physical and mental health before the court could consider whether it is appropriate for them to take part in criminal proceedings over a live link. I share the concern of the noble Lord that we must ensure that audio and video links are used appropriately. Again, we have built safeguards into Clause 169, setting out procedures and guidance that courts must follow. The court must decide whether it is in the interests of justice; that includes taking the views of the person who would attend by live link on whether they can participate effectively in the proceedings. The clause also requires that the parties have an opportunity to make representations to the judge I also point out that, although the intention behind the amendment is understandable, perhaps even laudable, in practice, it could prevent or deter some people from using a facility that could help them to participate in hearings with as little distress, inconvenience and delay as possible. I therefore urge noble Lords not to press their amendments.
ParlaMint-GB_2021-11-17-lords.u242	In calling Amendment 245, I must point out that, if it is accepted, I cannot call Amendment 245A by reason of pre-emption Amendment 245
ParlaMint-GB_2021-11-17-lords.u243	My Lords, it is good to stand to move this important amendment here this evening. I declare my proud interest as a member of USDAW and of the Co-Operative Party. Amendment 263, in my name and that of the noble Baroness, Lady Bennett, provides for a specific offence of assaulting, threatening or abusing a retail worker, punishable by up to a 12-month sentence, a fine or both. I also rise in support of Amendment 264, from the noble Baroness, Lady Neville-Rolfe, and my noble friend Lord Hunt of Kings Heath, which I am pleased to add my name to. It provides for increased sentencing where an offence of common assault, battery, threatening or abusive behaviour, or intentional harassment is committed against a retail worker. It provides for, on summary conviction, 12 months or a fine, or both, and, on indictment, a sentence of up to two years I am very proud to present these amendments; this is a crucial issue for all of us across this Chamber and, indeed, in the other place, and one which has huge cross-party support, as we all want to do more for our retail workers. I am sure that the Minister is only too aware of this. An amendment in the House of Commons recently received significant attention and support from the Government Benches as well as the Opposition Benches. The issue has been campaigned on for years by workers, unions, parliamentarians, people who are interested in it and by the retail industry itself. It is time for the Government to act, and this Bill provides them with the vehicle to do that I hope noble Lords will bear with me while I talk a little about the scale of the problem. The Co-operative Group estimates that today, across its stores, 12 shop workers will be attacked and more than 110 will be abused and threatened. The British Retail Consortium estimates that, across the sector, every day 450 shop workers are abused or attacked. None of us condones that or thinks that it is acceptable; none of us is anything other than appalled by that fact The truth is that it seems to be increasing at a considerable rate. The Co-op Group, again, estimates that, in stores across the UK, there was a 650% rise in violence and a 1,700% rise in abuse towards their colleagues between 2016 and 2020. So, clearly, there is a major issue which individual retail and shop workers are facing every single day. Yet was it not just a few months ago that we were all talking about how essential these retail and shop workers, and others working in this sector, were to all of us? The pandemic gave us the chance to recognise the importance of people who perhaps in the past we had taken for granted, but whose real service to us we now recognised I do not know about anybody else, but during lockdown, going to the shops sometimes to get an essential supply became a day out. I am sure we are all aware of that. It was a fact that in every shop, store, service station or garage you went to, you actually met somebody else, and, frankly, particularly at the beginning of the pandemic, we had no real idea about the consequences of the level of human interaction that retail workers were having to do every single day as part of their job to keep us supplied with food and the services we needed. We talk, quite rightly, about what police officers and other emergency workers did, but the bravery of those workers as well is something that I know we all salute Now is the time for us to say that we recognise what they did during the pandemic and the service they provided, and perhaps for the first time properly recognise the importance of what they gave to the community as a whole. Is it not now time for us, as legislators, to respect that and act to create an offence or do something that actually delivers for them and prevents some of the unbelievable abuse that they receive? Let us remember as well that sometimes, of course, shop workers are targeted simply for enforcing the laws that we pass, whether it be laws on age-restricted products, or indeed, during the pandemic, laws with respect to wearing masks, and so on We also have to challenge the police and others on those instances when crimes were reported but the response was not what we would expect it to be. It is true that the police need to recognise that it is regarded as a serious matter when somebody is abused or threatened in a shop. Indeed, according to a freedom of information request made in 2020 by the Co-op Group, and bearing in mind that only serious incidents are reported, the police failed to attend in 65% of the incidents reported in Co-op stores. We need to do something about that We have had a Private Member’s Bill from the Labour MP, Alex Norris. In the past three years, there have been two separate Private Members’ Bills, both of which received strong cross-party support. My noble friend Lord Kennedy would wish me also to point to his work in this area—I would be in trouble if I did not. The Scottish Government have introduced a new offence following a Private Member’s Bill brought forward by the Labour MSP, Daniel Johnson, again supported by USDAW. So it can be done, and we are looking to the Government to act While the Bill was in the Commons, the leaders of 100 brands, including Tesco, Sainsbury’s, IKEA and Aldi signed an open letter calling for greater legal protection for retail workers, again showing their support. Abuse is not part of the job, and it should never become normalised, common or accepted. Nobody should go to work expecting to face abuse, threats or violence, but if these do happen, people need to be confident that the system is on their side. The current situation clearly needs to change, and the only way to do that is through strong and decisive action in Parliament Despite overwhelming evidence of the problem and a clear call for action from workers, employees and representative groups from across the sector, we are still waiting for the Government to respond, in stark contrast to the Scottish Parliament. I look forward to the response from the Minister, who I know cares about this issue, and hearing how she will respond to the pleas being made. There is a perfect opportunity to address this in this Bill. It is time for the Government to act; the time for waiting has stopped. I look forward to the Minister’s reply.
ParlaMint-GB_2021-11-17-lords.u244	My Lords, I offer strong support for adding a new power to this Bill to try to stop the disgraceful assaults on retail workers. I am glad that speaking today links me to my old friends at the trade union USDAW and the British Retail Consortium. I own some retail shares, notably in my previous employer, Tesco, and I should also refer to my register of interests It has been a very difficult 18 months for store workers. They have been the heroes of Covid, responding magnificently by keeping food on the shelves and delivered to our homes throughout. They have had to keep going relentlessly and cope with the bewildering array of changing Covid rules and regulations, often at a time when they are short-staffed because of the impact of the pandemic Nearly 3 million shop workers face a rising threat of violence as a result of customer anger at mask wearing, shortages and irritating or changing store guidance on Covid. This has added to assaults from those challenged for trying to buy alcohol, knives and so on illegally, and also attacks from shoplifters. I remember well dealing with what is probably now a relatively minor case when I was working in Tesco at Brixton. The woman concerned had several jars of coffee up her trousers and struggled and bit as we tackled her As the noble Lord, Lord Coaker, mentioned in his compelling speech running through the long history of this problem, the British Retail Consortium says there were 455 incidents a day at stores in 2020, despite a huge investment in security measures such as body cameras, guards and panic alarms. A lot of this is related to wider criminal activity such as knife crime and drug-taking. It is a real worry for small shops: attacks can affect their viability and contribute to the disturbing rate of high street shop closures. It is also a huge issue for the larger retailers, which is why so many of their CEOs, including those of various Co-op groups, have come together to call for action in a recent letter to the Prime Minister. I will give an example: when I approached Tesco for an update, it said it faced over 1 million criminal incidents in 2020-21 and estimated that, on current trends, this would increase by another 20% this year unless something was done.
ParlaMint-GB_2021-11-17-lords.u245	My Lords, I support the general thrust of what has been said. We have heard from a remarkable coalition that includes trade unionists and a former chief executive—I think that is the correct appellation—of Tesco. In one sense, it does not matter exactly how the amendment is worded; the important thing at the moment, speaking as a former trade union official, as noble Lords may know, is that something should be committed in principle by the Government. It should be left to Ministers, ultimately, to choose the exact wording, but we should make sure that this hugely important principle, backed up by a lot of day-to-day evidence—most notably from the noble Baroness, Lady Neville-Rolfe—is brought forward in some way. It should be acknowledged by the Minister, who has a good idea of the mood of the House on this.
ParlaMint-GB_2021-11-17-lords.u246	My Lords, I shall speak to Amendment 263, to which I was pleased to attach my name. I thank the noble Lord, Lord Coaker, for tabling it and providing a very clear introduction. I welcome the support of the noble Baroness, Lady Neville-Rolfe, for the amendment as well. I should declare, since we are doing lots of declarations, that I am a supporter of the Institute of Customer Service “Service with Respect” campaign, to add to our collection of organisations involved in this process We have already covered this in some detail, so I want to add just a couple of points. The noble Lord, Lord Coaker, referred to the fact that legislation is being introduced in Scotland already, and it is important to stress that part of that is an aggravating offence—if people have been trying to enforce the law, for example on the purchase of alcohol, et cetera. That makes the very important point that we are asking retail workers, who are often very low-paid and may not have much in the way of protection, to enforce the law for us, and that needs to be acknowledged in the law A lot of this discussion has focused on how difficult things have been during the Covid pandemic, and that is obviously true, but there is a really important figure from the British Retail Consortium in 2019, so it is pre-pandemic. There were 455 incidents a day, up 7% on the previous year, so this is not just some Covid situation that might disappear should the pandemic disappear; this is a long-term trend. A recent survey, also by the British Retail Consortium, of 2,000 workers over 12 months showed that 92% had experienced verbal abuse, 70% had been threatened and 14% had been assaulted. This really has to be described as an epidemic—it is a word we hear a lot, but this is definitely very much the case I also stress—here I may depart from the noble Baroness, Lady Neville-Rolfe—that changing the law, which has been called for on all sides of the Committee, does not excuse employers from doing more, particularly large employers who have the resources to provide security. By the nature of my job, I very often travel late at night, having been speaking at a public meeting and catching the train home. I go into chain stores on those occasions and I often see very young workers, sometimes on their own, looking and clearly feeling very exposed and very much in danger. I think that often they do not have adequate security There is also a question to be asked, particularly of employers, about ensuring that these workers are paid properly, treated with respect and have decent conditions. That will affect the way the whole of society look at these workers, and, I hope, the way they get treated Amendment 263 is important. As has been widely said, there is a huge amount of support for it, but it does not excuse employers from doing much more. I also say that while I understand the impulse behind Amendment 264, I do not think that is the way forward. We know that we have a record prison population—it is something we have debated in other parts of the Bill—and that prison is not working, so just to have the knee-jerk reaction of, “Let’s make the sentences longer”, is not the answer. There has to be a recognition of the fact that these crucial workers need protection through some form of Amendment 263.
ParlaMint-GB_2021-11-17-lords.u247	My Lords, I very much agree with noble Lords who have said so much about the retail workers on whom we have depended so greatly and will continue to depend in the future and who face so many instances of assault and attack. The campaigns that this has generated show just how seriously we take this, but I have to ask, particularly in the light of Victoria Atkins’s commitment in the Commons, whether the Government have identified a serious gap in the law, filling which would alter the situation materially for the better, or whether the worst of the problem arises from inadequate police response to incidents. The noble Lord, Lord Coaker, quoted figures for that. Perhaps there is an inadequate police presence in areas where this kind of attack is prevalent, or perhaps the inadequacy comes, in some cases, from the Crown Prosecution Service about cases that should be brought to court This kind of attack is affecting retail workers in a number of different situations. Some of it is drug related, with people desperately trying to get money to pay for their drugs and attacking shopworkers when they are found stealing goods from a shop. Some of it is alcohol related and alcohol enforcement related, as the noble Lord, Lord Coaker, and the noble Baroness, Lady Bennett, have pointed out, whereby shop workers have simply been trying to enforce the law. Where I live at the border with Scotland the issue is more complicated because the law is different on either side of the border Some of it is even hate crime of which ethnic-minority shop owners have been the victims. That is so awful when one thinks of the incredible contribution that, for example, Ugandan and Kenyan Asians have made in providing retail services at all hours of the day and night in all sorts of communities, including in some of the most difficult areas. Those shop owners deserve our support and protection, but we need to know how best to provide that One my concerns about the amendments and the approach taken so far, which is perhaps a tribute to the effective campaigning of retail workers and their organisations and representatives, is that a number of other groups of people who deal with and serve the public are also exposed. My mind turns to the staff of estate agents, for example—the Suzy Lamplugh case is a vivid reminder. It is not clear whether such staff are covered by the retail workers’ provision. They may be, but I am far from certain. I also think of transport staff, housing officers, local authority planning officers and even parking wardens. It is sometimes seen as some kind of joke to laugh at parking wardens and at how angry people get at them. Any kind of harassment or attack on people who are serving the public is no joke at all and requires the attention of government. As the noble Baroness, Lady Bennett, pointed out, however, that attention is not necessarily best served by simply putting in longer maximum prison sentences, thereby creating sentence inflation and generating far more expenditure on prison, which could perhaps be better spent on policing and community support of various kinds, including activities directed at young people in local communities who are drawn into violence. We need to look at what else we can do in terms of police response, CPS commitment and community support to support the staff who serve us If the Government have identified a significant gap in the law, a change to which would help those responsible for enforcement and protection, we would be interested to hear it. However, one way or another, we need to help those who are helping us.
ParlaMint-GB_2021-11-17-lords.u248	My Lords, in some respects similarly to the noble Lord, Lord Beith, I come to this debate with an open mind in terms of the specifics of the amendments put forward by my noble friend Lady Neville-Rolfe and the noble Lord, Lord Coaker. I very much align myself with him and others who have spoken in that I am appalled at the assaults, attacks and abuse of people on the receiving end who work in stores of all kinds However, I will be interested to hear what my noble friend the Minister says as regards whether the law currently provides for these kinds of attacks. One of the things that I found extremely concerning in the briefing provided by USDAW and others was the lack of police response when shop workers were on the receiving end of an attack. When they contacted the police, there was little or no reaction. That is really troubling The only thing I want to add to what has been said relates to something that the noble Lord, Lord Coaker, touched on. I know that the noble Baroness, Lady Bennett, also referred to the fact that we are asking shop workers in many respects to uphold the law for us. However, there is another aspect to the role of shop workers and shopkeepers that we do not mention often enough and is important. They are community leaders and people in whom we should encourage a sense of authority for themselves. I want people who are doing these jobs to feel that they are holding a position of power. They are responsible for a public place and when they are at work they are in charge. They deserve our respect for that. I see them much more than just as service providers; they are standard setters. In local communities, in particular in local convenience stores, they can make an enormous contribution to the health of a community and the way in which local people feel about themselves If the Government are inclined to go down this route of legislating in the way that has been proposed—and even if they are not—I encourage the Minister that there should be some effort in conjunction with legislation to promote the importance of retail workers, not just in the way they provide a service to us but in the way they are leaders of their communities and important to our maintaining the social norms and standards that are crucial to the health of our society as a whole.
