ParlaMint-NO_2000-05-10.ana.ud84e27	The representative, Siv Jensen, will make a private proposal.
ParlaMint-NO_2000-05-10.ana.ud84e1477	I am not aware of whether it has been made clear to the applicants that they cannot expect permission for a new race next year, but it seems that the representative is sitting with a letter from the Riksantikvaren in front of him and can therefore see what has been said by the Riksantikvaren. But in any case, I would say that any new application will have to be dealt with in accordance with the requirements of the Administrative Act. At least I do not intend to decide here and now on an application that may come at a later stage.
ParlaMint-NO_2000-05-10.ana.ud84e1482	Once again, I thank the Council of State for the answer. For us who are dedicated to Old Oslo with medieval park, water mirrors and the Medieval Museum, and who are pleased with the great effort that has been made, among other things. through the Environmental City of Old Oslo, it is a bit of a paradox and not so little of a downturn if the area is to become the arena for annual driving. After all, when the car race is up to date, it shows how neglected the area is – that is, it is still there as a construction site, even in the year when Oslo is 1000 years old. I want to ask the Council of State finally whether the Government will now work to get ahead of the work of making the Middle Ages a real way, including the question of the Middle Ages Museum. Can we expect that we will now get ahead of ourselves in this matter?
ParlaMint-NO_2000-05-10.ana.ud84e1491	I think I must be allowed to convey the wishes and views of investing in the Middle Ages, and in what way, to the minimum of environmental protection.
ParlaMint-NO_2000-05-10.ana.ud84e1499	I would like to ask the Minister for the Environment a question which will therefore be answered by the Minister of Justice: ‘In Hedmark, 6 486 animals were shot during the last year’s elga. Hedmark thus became Norway’s largest electricity group. However, this area is also proposed for wolfesone, while the wolf population is also increasing. Does the Council of State see the seriousness of this conflict, and what will the Council of State do specifically to ensure that this industry and the natural experience will not be reduced?’
ParlaMint-NO_2000-05-10.ana.ud84e1508	Major predators form an important part of the biodiversity of Norway. The deer are the natural and most important prey of the large predators. The Birds Act’s purpose paragraph states that game production can be harvested for the benefit of agricultural and outdoor activities within a framework in which species wealth in nature is preserved. I'm familiar with the calculations that show that the wolf in Hedmark takes a number of moose that account for the order of 3 pst. the number of persons taxed annually by hunting in the county. I am aware, however, that the impact of the wolf on the field industry is unevenly distributed, and that hunters with hunting grounds in areas where wolf families are involved are heavily affected. The Ministry has started discussions earlier this year, including: Norskog and the Norwegian Forest Association on these issues. This initiative will continue to work with the Ministry, with a view to contributing to solutions that all can live with.
ParlaMint-NO_2000-05-10.ana.ud84e1517	I thank the Council of State for the answer. It's the elk that's most important in the wolf's mattress. NINA researcher Erling Solberg says that elk is the wolf's main food. The wolf is an effective elk. Research shows that it prefers to take calves and older animals. Wolf is such an effective predator on elk that where there is a lot of wolf, one has to take this into account when determining the moose quotas, and thus it becomes less to hunt for. In Hedmark as in other counties, it is for hunters a separate era, that is, before and after the elk. This is one thing. In order to clarify the problem in Hedmark, the wolf's herrings will represent a loss in the form of fewer moose traps corresponding to an amount of approx. Twenty million. kr, calculated on the basis of 2000 animals and 60 kr per. kilos. These are big values. In addition, the small game hunters do not dare to use the field anymore for hunting, as they are afraid to lose their hunting dogs. Do the Councils see this problem?
ParlaMint-NO_2000-05-10.ana.ud84e1528	I see it as having already confirmed in my main reply that the department saw the problem – on the one hand, that the number of elk taken by the wolf in Hedmark is in the order of 3 pst., but on the other hand that there is a wolf family first, the wolf can take so much moose that there is a problem in the areas concerned. There is also some reason why the Ministry has started discussions with Norskog and the Norwegian Forest Association to try to find a solution to these questions.
ParlaMint-NO_2000-05-10.ana.ud84e1535	I thank the Council of State for the answer. Norway’s Bondelag will require the state to compensate the landowners for elk and deer taken by predators, such as wolves. The same is true, for example. Torstein A. Opdahl in the Glommen Forest Geier Association in Hedmark. In my view, it is not possible to combine the wolf and an active use of the field. Doesn't the Council of State see this problem – I ask again – that it is impossible to combine such development with predators, elgae, buff and one with the other?
ParlaMint-NO_2000-05-10.ana.ud84e1544	I think I have to repeat the answer. It can be seen that there is a problem, and that is why you want to have these negotiations with Norskog and the Norwegian Forest Society. But if the representative with the question wants to get the Council of State to say that one sees this problem so that the answer is that we should remove the wolf, then the Council of State does not agree.
ParlaMint-NO_2000-05-10.ana.ud84e1552	This question, from the representative Vidar Kleppe to the Minister for Agriculture, will be answered by the Minister for Justice on behalf of the Minister for Agriculture.
ParlaMint-NO_2000-05-10.ana.ud84e1555	I see the need to ask the Minister of Agriculture the following questions, which are happily answered by the Minister of Justice: ‘Bertin Ask will sell its agricultural property to Jan Røyland, this is supported unanimously by the County Agricultural Board of West Agder and Mandal Municipality. The Council of State will therefore take an initiative as soon as possible to waive its right of pre-emption. 99 BN 29 in the municipality of Mandal?
ParlaMint-NO_2000-05-10.ana.ud84e1564	On 28 April this year, the Ministry decided to exercise the State’s right of pre-emption by acquiring girth from Jan Røyland. 99 BN 29 in Mandal municipality from Bertin Ask. In deciding on the case, the Ministry took the view that the property has a relatively modest resource base as its own use and that it would lead to significant investments to reestablish self-employment on the site. Therefore, maintaining the property for own use would be unreasonably and cost-effective. I refer in that context to St. pp. No 8 for 1992-93, Developed agriculture, where the need for more cost-effective agriculture is underlined. The same is underlined in St. ermeld. No 19 for 1999-2000, Norwegian agriculture and food production. The Ministry further stressed in its decision that land seekers would be able to operate the concession property without any additional investment. One also noted that parts of and in recent years the entire concession property's cultivated land has entered into part of the operating base of his property for 22 years, and that he cannot compensate for the loss of this leased land with leased land near his operating centre. Housing considerations do not apply in this case. I'm pointing out that the population of the Mandal municipality is increasing. The decision of the Ministry promotes the objectives of the Law of the Land and the Law of the Concession and is in line with the rules in force for the determination of pre-emption cases. I therefore find no reason to reconsider the pre-purchase issue in this case.
ParlaMint-NO_2000-05-10.ana.ud84e1582	I must say that I am quite surprised at the answer, also considering St. Report. No 19 which the Government has submitted, stating that the public procurement right is to be abolished. In the local treatment that has been in this case, representatives from the Workers' Party have also supported a voluntary agreement between two people, one who wants to sell and one who wants to buy, both in the county agricultural administration and in the municipality of Mandal. It is a disappointing answer, and I take note that the parties that the Workers' Party stands for do not apply in practice and not to the individual laborer who cultivates the earth and who will get something viable out of it.
ParlaMint-NO_2000-05-10.ana.ud84e1587	I perceive that there was no question, but I will take with me the comments that the representative Kleppe made, back to the Minister for Agriculture.
ParlaMint-NO_2000-05-10.ana.ud84e1592	No, it wasn't a question; it was just a statement that the government stands for a completely different policy in practice from what they say they should do, and that they don't respect local decisions, whether it's in the county agricultural board or in the Mandal municipality. I take note of that, but it's sad and there's a bad policy in managing agricultural property. I can't help but notice that the department has taken this decision, although I would like to think of a completely different solution to this. This was why I did not have any follow-up questions to the Council of State, because she was reasonably clear in her rejection, namely that the Council of State would not take the initiative to disapprove of the State's right of pre-emption. 99 BN 29 in the municipality of Mandal.
ParlaMint-NO_2000-05-10.ana.ud84e1600	Hopefully, to the satisfaction of the Minister of Justice, I allow myself to ask the professional council the following questions: ‘Some Iranian asylum seekers who convert to Christianity while in Norway appear to be subjected to imprisonment and torture when they return after rejection of the application. This is in addition to any other charges. Can the Council of State order that this be done, and does the Council of State consider that if there is any reason to doubt the position and action of the Iranian authorities in such circumstances, this should be an important reason for granting the asylum application?’
ParlaMint-NO_2000-05-10.ana.ud84e1609	The Ministry has extensive experience in applications for asylum from persons who convert from Islam to Christianity after they have come to Norway. In practice, it is not that a conversion will automatically receive asylum status or residence permits in Norway. An individual assessment of whether or not he or she is at risk of being persecuted on return to his or her country of origin is carried out. The assessment of the need for protection is in accordance with the normal principles applicable in all asylum cases. In recent years, several converts have been granted asylum or granted a residence permit on a different basis. However, many Iranian and Pakistani converts have been refused their application for asylum and have been returned to their country of origin. Infringements against these have not been reported. The Ministry's knowledge of the situation in Iran suggests that there is no reason to believe that those who are returned to the country are being persecuted. So it's not like converting itself provides a basis for persecution. However, if there is doubt as to whether a person will be subjected to persecution on return to his country of origin, he/she will be granted an asylum or residence permit in Norway.
ParlaMint-NO_2000-05-10.ana.ud84e1616	This is a very important fundamental question, because it's about whether we follow up when the asylum seekers return to the country they come from. I have information from various sources to which I have access, which says that people who have converted from Islam into Christian faith are being persecuted when they come home. I can also point out that the Pakistani imam Nehmat Ali Shah in the program «Thanks for Faith and Doubt» on NRK TV in the autumn of 1994 stated that «the one who turns the backs of Islamic society hurts the community and is going to pay for life». So that's the attitude towards a convert — to leave Islam, is to turn the backs of Muslim society. What does the Minister of Justice think about this statement from the imam?
ParlaMint-NO_2000-05-10.ana.ud84e1625	Any statement that does not accept religious freedom is a statement the Council of State cannot agree to. But with regard to the first part of the question, whether converts are being persecuted in Iran when they return, I maintain the answer I have already given, that our experience is that they are usually not, but that an individual assessment has to be made. I can add that the other Nordic countries have the same practice as Norway in terms of converters. In addition, Sweden actually has a more stringent practice than Norway with regard to the return of converts. Of course, we are following as best we can as far as developments in Iran and the treatment of converts are concerned, and are keeping ourselves constantly informed.
ParlaMint-NO_2000-05-10.ana.ud84e1632	I am concerned about this field and was also when we ourselves were sitting with the government, and I followed the Minister of Justice rather closely in these areas, because there are coming signals and there are reports from cooperating organisations that are in these countries, which can tell us that there are actually persecutions of people who convert – yes, they are at risk of life. Will the Council of State be receptive to information held by Christian organizations and others and evaluate it in dialogue with the parties involved? It is important that we in Norway are not far away and do not have the necessary overview. I am aware that there are many and good lines of communication in different fields. But anyway, it seems like things are happening that the official apparatus is not able to perceive.
ParlaMint-NO_2000-05-10.ana.ud84e1639	The institution of asylum depends on the fact that we have as good information as possible about the individual situation and the country from which we are talking about fleeing. And then it is obvious to me that all the information that can contribute to better information on the situation in the country in question and on the asylum seekers for whom we are dealing with the individual cases is of the good. And to the extent that there is information from Christian organisations or others that can provide additional information to the department and the directorate in relation to their treatment of asylum applications, of course, we warmly welcome it.
ParlaMint-NO_2000-05-10.ana.ud84e1647	I allow myself to ask the following questions to the Minister of Justice: ‘Since the autumn of 1999, each police district has had to pay for its own analysis of drug issues. So the Kristiansand police are now taking drugs away, because it costs too much to take the necessary blood and urine tests from suspects. What will the Council of State do to ensure that the police districts get the necessary analyses on drug issues?’
ParlaMint-NO_2000-05-10.ana.ud84e1656	It is right that the representative Tor Nymo addresses his question, that the police districts should pay from the current year for the analyses necessary for drug issues. In the past, the Ministry of Justice has paid for these analyses. From 2000 onwards, the budgetary means to cover these expenditures are allocated to the districts. The basis for the conversion of the financial instrument is the principle that the person requesting the service should also pay for it. Thus, until the turn of the year 1999-2000, police districts could incur expenses that they did not themselves have to cover. The change in drug analysis is reflected in the range of actions undertaken to modernise budget management in the EEA, in line with the principles laid down in the State Financial Regulation. I am concerned that the response to drugs must be maintained at a high level, and this is also an area which is a priority in the governance signals provided by the Department to the Police and Lone Court, and which also corresponds to the national attorney’s priorities in criminal proceedings. It must also be the police officers who are responsible for aligning the service with the overall priorities of the ministry and the national lawyer, and that this is done within the budgetary framework conditions provided by the Stortinget. Kristiansand police districts work well in many areas and have many skilled employees. I trust that the police chief will also give high priority to the fight against drugs in the future and that the necessary analyses will be carried out. However, it is the police chief who has to assess the overall allocation of budgetary resources in order to obtain overall the best possible police service in the district.
ParlaMint-NO_2000-05-10.ana.ud84e1667	I thank you for your answer. There is no need to conceal that very many people are deeply concerned about the police's ability to defy serious crime. We have very well-trained and motivated police officers, but that's not enough. In recent years, the police have been given the responsibility to investigate more and more complex issues, and not least the Storting has made quality demands in this work. Adequate financial resources are also needed to obtain the necessary quality of the investigation. The Council of State may, on the basis of, inter alia, signals from: the police in Kristiansand, considering a review of the extra costs involved in the investigation in more serious cases, including: in drug issues where the cost of analysis, interpreting services, etc. is of a completely different size than a few years ago?
ParlaMint-NO_2000-05-10.ana.ud84e1674	I see it as if the representative is asking for an assessment of the budgetary resources for the police action as such, and that the need has increased because the tasks have increased. In that case, I have to refer to the budgetary discussions that come at regular intervals in the Grand Duchy. With regard to the specific coverage of the costs of these analyses, I have to refer to my answer and say that the Ministry of Justice's assessment, which is also in line with the general budgetary principles which are gradually developing both in the state and in the municipality, is that it is better to give the person responsible, here the police district, total responsibility for the budget and to give priority to the budget within the limits given, instead of having earmarked funds. That's what we're talking about in that case. So there may be some very big issues in between, and that's why the Ministry of Justice has some central provisions to use for it. But that's not what it was about here in the Kristiansand police district, here it was about expenditure on individual analyses of drug samples, and such individual analyses are taken from many in every police district.
ParlaMint-NO_2000-05-10.ana.ud84e1683	Once again, I thank the Council of State for the answer. I reacted a little bit when, in his first answer, the Council of State stated that the reason for giving the police district the funds that had previously been centralized was – in a way it was implicit – to force the police chief to be more budget-responsible, not to be able to order tests, and that the department had a pot to pay from. I don't think the police have any desire to spend more money than is necessary to get a thorough investigation, and that's actually what this is all about. I'm afraid the transfer of these funds to the police districts will make the chief of police a different priority, and that we don't get the thorough investigation we need in such cases to have the necessary background material for proper treatment.
ParlaMint-NO_2000-05-10.ana.ud84e1688	The point of my first answer was not to make the police officers more responsible with regard to the budget, i.e. I thought they were not trying to keep the budget framework, but the point was to give them the opportunity to prioritise within the overall framework that is actually to be used by the police. And then, if not in Kristiansand, it may be that in other districts you might have better use of the money that has gone for analysis, for other types of crime control than for precise analysis. It also turns out that there is a very large difference in police districts compared to how much they use for analysis. Kristiansand is among the districts that have been high in the use of analysis, and it may as well have different priorities and different ways of investigating matters, as if there are many more drugs in Kristiansand than in other districts.
ParlaMint-NO_2000-05-10.ana.ud84e1695	Then we go back to question 5.
ParlaMint-NO_2000-05-10.ana.ud84e1701	This question from Dag Danielsen to the Minister for Culture has been transferred to the Minister for the Church, Education and Research as the appropriate representative, but will be answered by the Minister for Children and Family Affairs on behalf of the Minister for Church, Education and Research.
ParlaMint-NO_2000-05-10.ana.ud84e1704	I allow myself to ask the following questions to the Council of State: ‘A clear majority of Oslo City Council members, in the context of the consideration of ‘Strategy and Action Plan on Quality, Diversity and Tradition of Cultural Offer in Oslo’, have been involved in moving Viking ships on Bygdøy to the new medieval museum in Sørenga. Will the Council of State work to achieve this?’
ParlaMint-NO_2000-05-10.ana.ud84e1713	The Viking ships constitute, as I see it, an important part of the museum area on Bygdøy. There should therefore be serious reasons for moving the mouse from this area. Questions about the relocation of the Viking Ship House were raised in the NOU 1996:7 Museum. Disaster, memory, meeting city. The Viking Ship Museum is part of the Museum of Cultural History at the University of Oslo, and the University expressed in its opinion that they considered a move to be out of date and that they assessed the technical status of the ships and the other collections to be of such a nature that moving would involve risks that it was irresponsible to take. Despite the scepticism expressed by the university, I am well aware that the university is now setting up a working group such as this. shall assess the technical feasibility of moving the Viking ships. Should it be demonstrated that the relocation of Viking ships is technically feasible, I would like to stress the need for an impact assessment with particular emphasis on the cost and museum aspects of such a relocation.
ParlaMint-NO_2000-05-10.ana.ud84e1724	I thank the Council of State for the answer. I fully agree with the Council of State that it is obvious that the technical aspects of the case must be investigated so that this is done in a proper manner, although the information I have indicates that it should be possible to do so. I also fully agree with the Council of State that the economic aspects of this matter should be examined. Otherwise, I thank you for being willing to look at this. And I hope you're willing to go on with it if these two assumptions are acceptable, because this will have an important attraction value for the new medieval museum at Sørenga. Historically, it will also have a more natural place there than on Bygdøy, where it is now.
ParlaMint-NO_2000-05-10.ana.ud84e1733	I am very pleased with the consensus that is between me and the representative, Dag Danielsen, in this field. I can assure you that the Government will look at this in a comprehensive way, that we must also look at it from a museum professional perspective, and that we will not add up to a process that will lead to damage to irreplaceable cultural memories.
ParlaMint-NO_2000-05-10.ana.ud84e1740	We go to question 24.
ParlaMint-NO_2000-05-10.ana.ud84e1747	I allow myself to ask the following questions to the Minister for Children and Family Affairs: ‘Some children’s and youth organisations have been exempted from State aid because the Distribution Committee does not approve the degree of democracy in the organisations. Organisations that have adapted to the new legislation, inter alia, by distinguishing the youth organisations from the parent organisations, have also been refused their application by reference to the statutes of the parent organisations. Does the Council of State consider that there is coverage for the Committee's decision on the basis of current legislation and the intentions of the Stortinget?»
ParlaMint-NO_2000-05-10.ana.ud84e1756	The current system of grants to children’s and young people’s organisations is based on the suspension of the Stensrud Committee. The committee’s report was sent to the Children’s and Youth Organisations at the hearing before the Ministry of Children and Family presented proposals for a new regulatory framework for the Stortinget in St.meld. No 32 for 1996-97. The proposal was then examined by the Innst Family, Culture and Administrative Committee. S. No 250 for 1996-97. The Ministry of Children and Family then adopted a new regulation on the grant of voluntary organisations for children and young people on 1 July 1997. So this regulation is the result of a very thorough process in which the Storting itself played an active role. It is an important objective of the grant scheme to contribute to participation in society and to training in participation and democracy. This is reflected in the intended purpose, where it appears that the grant scheme will facilitate the participation of children and young people in the children’s and youth organisations. Organisations shall be secured and strengthened as participation and democracy venues and as children’s and young people’s instruments of participation in society. Grants shall also stimulate activity and contribute to organisational diversity. In order to ensure the objective of participation and democracy, organisations receiving support are required to have a democratic structure that ensures that all eligible members who have reached the age of 15 have full democratic rights and equal rights to be elected to the place of trust in the organisation. The size had no comment on this requirement when dealing with the Storing Message. For a transitional period, the regulation has provided for derogations from the requirements so that organisations should be able to adapt to the new rules. The possibilities for exemption are being tightened up and the regulation is fully applicable from the 2002 grant year. The system of grants to children’s and young people’s organisations is managed by the Divisional Committee, which is under the Ministry of Children’s and Family Affairs. In granting aid for 2000, the Distribution Committee has taken a decision that three organisations do not fulfil the democratic structure requirement and are therefore not eligible. The three organisations have filed an appeal against the refusal of the Distribution Committee, and the complaints are now pending in the Ministry. Therefore, I do not think it would be right for me to comment on the content of these complaints until they have been processed in the department.
ParlaMint-NO_2000-05-10.ana.ud84e1767	I thank the Council of State for the answer. I am well aware that the case is subject to review procedures, but since a significant judgement has been exercised in this case, it must also be allowed to put a public searchlight on this judgement. And in this case, it is about independent democratic organisations that have made great efforts to adapt their organisation to the structure required by the legislation. There are today co-determination venues, as the Council of State underlines. It is true that these organisations still have ideological ties to their respective parent organisations, but I see that as positive, and there is no legal requirement, at least not to be placed in Group B, if not to have it. The fact that they have undergone a comprehensive process of becoming independent in relation to the parent organisation, which is in line with the legislation, should well be honoured rather than punished by forcing them into a streamlined A4 structure that is politically correct. [[The President clubs.]] Does the Council agree that it must be an important public task to stimulate such processes rather than punish them?
ParlaMint-NO_2000-05-10.ana.ud84e1778	The President will ask for the speaking time to be respected.
ParlaMint-NO_2000-05-10.ana.ud84e1781	I am not afraid that such a complaint will come into a public searchlight, but I find it difficult to address the three issues that are now being dealt with in the department. Of course, organisations may not suffer too much, for example: a discriminatory view of women in adult organisations. At the same time, however, we must look at the legislation that we are all going to live by, and it is my responsibility that it be enforced. The Distribution Committee must also be used. It is true that in some cases – and here are the Christian organisations in majority – there is a formal commitment that youth organisations have included in their statutes that they end up with the principles of the adult organisation, but otherwise have full freedom to also change their statutes. We see that there is a stronger commitment among organisations that have both ideological and organisational ties to the adult organisation. I cannot go further than that, but I will come back to it when we have discussed the matter.
ParlaMint-NO_2000-05-10.ana.ud84e1790	I thank you again for the answer. I understand that the Council of State cannot go into the complaint procedure, but in particular I do think that the Council of State went quite far in suggesting what has been the motive for shutting down some of the organisations, that it is a political judgement that has been exercised. I just want to remind the Council of State, Mr. Bekkemelm Orheim, of a unanimous opinion in the vote on the so-called voluntary declaration last year, of the committee of which the representative, Mr. Bekkemelm Orheim, was a member. They said the following: ‘The Committee would stress the importance of adapting state aid forms and control mechanisms to the various forms of voluntary activity. This is both to capture diversity, the need for financial support at all times and to ensure that control systems are not more comprehensive and bureaucratic than is strictly necessary.» This was rightly said in the context of the new regime that has come, but it has also been said that coordination was needed to ensure that there were as many equal rules across the ministerial borders as possible. Does not the Council of State not see that this decision is in breach of diversity?
ParlaMint-NO_2000-05-10.ana.ud84e1806	I want to say that I support that majority comment from the committee, but I can't go in and comment on any more of the three individual issues and just have to repeat the answer I gave. But of course we are concerned that we should not be more bureaucratic than necessary, but that we should enforce a regulation that the Storting itself has agreed to, and my responsibility is to make sure that it does. When it comes to the assessment of the three issues, we get back to it.
ParlaMint-NO_2000-05-10.ana.ud84e1816	I have this question to the Minister for Children and Family: ‘The Befring Committee proposes an authorisation system for child protection institutions in order to ensure professional and ethical requirements, as the Socialist Left has repeatedly suggested. It is unreasonable that it is more difficult to start a sausage shop than a private establishment for children and young people with severe problems and a vulnerable life situation. When many people know that child protection is in favour of an authorisation scheme, there is a good reason to do so now. Will the Council of State take the initiative in setting up an authorisation scheme as soon as possible?’
ParlaMint-NO_2000-05-10.ana.ud84e1825	The representative, Mr Ågot Valle, addresses an important issue concerning a target group on which we need to have a political searchlight. This government is occupied by the weakest children. Children who, for various reasons, have to live in child protection institutions are among those who need us the most. It is also implicit that this government is concerned with the quality of the offer to these children. History has taught us that we need to avoid such institutions becoming closed organizations that the outside world does not get insight into. Then to the Befring Committee and any approval scheme for private institutions. It is correct that the Befring Committee in its recent setting has proposed an authorisation scheme for private institutions. Of course, the Ministry will carefully consider this proposal — like the other proposals and recommendations from the sample. Of course, I am concerned that we should ensure and strengthen the quality of public and private child protection institutions, and the ministry is continuously assessing the appropriate instruments for this. However, it is important that we ensure that institutions maintain a good professional standard all the time, not just at the moment they are established. The fact that the introduction of an authorisation system to date has not been considered an appropriate instrument is linked to the fact that an authorisation system is based on a prior assessment. I agree with the representative, Valle, that it is worrying, as mentioned in her question, if you can start an institution without making any specific demands on content and transparency. Respect for the users of these services requires that we are at all times willing to assess instruments that ensure quality and legal certainty. Unfortunately, we have seen from the media that some institutions are not always operated as we should expect. If we can find good solutions that ensure that an approval system becomes real and not a sleeping cushion, I am willing to review this issue again. We know that the kids this is about may have major behavioral problems, and some people may have made big headway in the community. With the emergence we have had of private child protection institutions, I see a danger that the municipality – because you feel that you have tried everything – sends children to expensive institutions just to get a breathing hole. It is then important to clarify that it is a public responsibility to ensure that there is always a professional basis for such placement. However, in the autumn of 1999, a legislative change imposed a greater responsibility on the county council for private institutions entered into force. The amendment of the law states that, in order to make use of a private institution, the county council – and the municipality – must examine whether the institution operates in accordance with the law and regulations, i.e. that it operates properly. This provision presupposes that the county council – and the municipality – continuously monitor the activities of the institution and ensures that the institution has a professionally good offer to the child in question before the placement takes place. This responsibility is therefore not limited to a prior assessment, as an approval system could have been. With the support of the Ministry of Children and Family Affairs, a project has also been carried out in all county municipalities in 1998-1999 to identify all private institutions used by the county. The aim is to close down those institutions which do not pursue professional and legal security objectives. The result is now in the form of an obligatory cooperation agreement. The agreement lays down a number of conditions which relate to content, quality and professional standards. Without such a cooperation agreement, an institution will not be used. The Ministry considers that such a cooperation agreement operates in many ways as a form of authorisation mechanism and that it respects the objective of ensuring the quality and legal certainty of the paediatric population located in private institutions. Thus, although there is currently no authorisation system for institutions, there are no rules and arrangements to ensure that institutions are properly operated so that children and young people living in private institutions are given the best possible care and treatment. But, of course, I will carefully consider what new measures can be taken to do this even better. Then an authorisation system can be a possible tool, and then I will come back to Stortinget with it.
ParlaMint-NO_2000-05-10.ana.ud84e1846	I thank you for your answer. That was a good answer, and I perceive it so that the Council of State is now drifting on this question. It is a long step both in relation to what the Workers' Party has said earlier, and in relation to what previous government councils have said. I fully agree that an approval system is not a segregated system to achieve good quality, but it is one important prerequisite for getting good quality and preventing anyone from opening up a child protection institution, as it is today. Anyone can actually do that, and as long as the county councils are given the private solutions because they don't have enough space on their own, you can risk young people being placed in an institution that isn't good enough, as long as we don't have this authorisation scheme. I remember that, for example. kindergartens have an authorisation scheme. What I want to ask the Council of State is whether she sees any fundamental reasons not to deal with this matter very, very quickly and not wait until the Befring committee has been out at the hearing.
ParlaMint-NO_2000-05-10.ana.ud84e1855	I am very pleased that the representative Ågot Valle is satisfied with the answer I gave. In the work we do in this field, at least I'm concerned that we're going to get a good quality of institutions. Then we can't be conservative in form, we have to use every opportunity to give the kids the best possible offer. And if an approval system can be involved and contribute to it, of course, I'll be open to it. When it comes to the procedure, I ask for an understanding that I have to get back to it. The Befring committee presented its report last week, and I feel that I need to spend a little more time looking at the whole report. But I can assure the representative that this government is committed to making an offer that is best available in this field, and then we will consider possibly returning to an approval system separately.
ParlaMint-NO_2000-05-10.ana.ud84e1864	I thank you again for the answer. The reason why I challenge the Council of State to try to see this slightly detached from the Befring Committee is that this is a proposal that has been up to discussion over and over again. So now the Befring committee comes and suggests it. In the past, it has been supported by the Children’s Ombudsman, it has been supported by the Joint Organisation for Child Protection Educators, Sosionists and Protective Caregivers, i.e. those who have knowledge of the situation in the field, and also the support of Saved Barna. So there shouldn't be any reason why this can't be seen in isolation and done quickly, because these kids who are at risk of being misplaced, and who may be subjected to abuse because they are placed in an institution that isn't good enough, don't have one day to lose. That's why there's one thing that's very urgent, next to getting a real quality of what we're doing.
ParlaMint-NO_2000-05-10.ana.ud84e1871	I just want to repeat the answer I gave instead. I can't really say anything more. Of course, I want to look at the possibilities of taking out individual parts of the Befring committee report, but I think the most appropriate thing now is to get a good review even of this, and see if there can also be different things that you can come back to the Storting before going out on a wide consultation round. There may be things that are so obvious that it may require decisions quickly, if that may be possible, but I ask for understanding that I will come back to a little later.
ParlaMint-NO_2000-05-10.ana.ud84e1881	This question, from Shahbaz Tariq to the Minister for Church, Education and Research, will be answered by the Minister for Children and Family Affairs on behalf of the Minister for Church, Education and Research.
ParlaMint-NO_2000-05-10.ana.ud84e1884	I allow myself to ask the following questions: ‘The test period for the new CRL subject ends in the current school year. Since the introduction of the CRL subject in 1997, protests have flowed. Teacher organisations have spoken out against the new subject. So far, parents have demonstrated against the subject several times. The bishop of Oslo has appealed to the authorities to take these protests seriously. What will the Council of State do with the subject, so that students from religious minorities feel fair about religious freedom in Norway?’
ParlaMint-NO_2000-05-10.ana.ud84e1893	The idea behind the CRL subject is that the students should be together across religious and life views when working on religious and ethical topics. In the past, the students went to their own rooms when they were going to work on these questions, which little promoted tolerance and respect across the boundaries of faith and life. The aim of the subject has therefore been to be open and to contribute to understanding, respect and dialogue across the limits of faith and life, and to promote understanding and tolerance on religious and moral issues. The trade is an ordinary school subject and should not provide training for faith but provide knowledge of faith and outlook. No religion or view of life shall be presented as better or more true than others, and no religion or view of life shall be discriminated against. Religion shall be presented on the basis of its peculiarity. In this subject, the students are meant to be better acquainted with their own beliefs and to learn about other religions and the way they live, so that they can be helped to live with different faiths. Since Christianity has had a special position in our country, it is the Christian knowledge that has been given the greatest place in the CRL field. There is too large a room for local action in the organisation of the teaching of the subject. Furthermore, deviations from the main elements of the curriculum are open when training in the subject is still suitable to achieve the common objectives of the subject and the objectives of the main stage. In addition, students have the right to exemption from ‘parts of the individual school education they experience from their own religion or from their own view of life as the practice of another religion or association with other views of life’. The majority has asked for an evaluation of the subject and the right to exemption. The evaluation of the subject has been abandoned to the Norwegian Research Council. I have been informed by the evaluation will be completed by 15 October this year. The evaluation will make it clear if the intentions behind the subject are realised. Furthermore, the evaluation could provide an indication of the need for change. I will therefore await the evaluation of the subject before considering any need for changes.
ParlaMint-NO_2000-05-10.ana.ud84e1904	I thank the Council of State for the answer. I mean, the Christian purpose paragraph violates the principles of an inclusive school. It seems exclusive when one religion is preferred to others. The Christian purpose paragraph must therefore be removed. The CRL in school is still perceived as a Christian subject. Many teachers teach in the field as before, even though the guidance emphasizes that all religions and views of life are to be presented in the same way. This is becoming increasingly important for children to gain an understanding of the cultural diversity of our society. We must not act in such a way that it becomes a we and de-thinking vis-à-vis minorities, where the majority manages the right values to which the majority should draw minorities. I believe that the KRL subject should be replaced by a neutral religious and ethical discipline. Until this happens, full exemption must be granted, with a full alternative to the CRL subject.
ParlaMint-NO_2000-05-10.ana.ud84e1911	I noticed that in the supplementary question there is an attempt to draw conclusions from the evaluation. As I said in the main reply, the evaluation of the subject will be completed in October this year. It is therefore important to stress that the evaluation of the subject is intended to identify the need for change. I don't think it would be right for me to try to advance the results of the evaluation right now. The issue addressed in the supplementary question will be a natural part of the evaluation. In any case, it is important for the Government to respect our international commitments in this area. In this context, I also think it is important to remember that the Training Act § 2-4 emphasises that the KRL subject should be an ordinary school subject, and that education in the subject should not be a public service. Then I have to agree with the representative that we must not add up to a we and de-thinking in our society.
