ParlaMint-NO_2010-04-28.ana.ud1511e26	The representative of Mr Harald T. Nesvik will present a proposal for a representative.
ParlaMint-NO_2010-04-28.ana.ud1511e1444	Now my question to the Minister of Health about what Health South-East or Professor Syse thinks about the practice of Oslo University Hospital, Department Ullevål, but what the Minister of Health and Health and Care thinks about that practice. I believe that it is contrary to both the World Health Organization's recommendations and to what was the intention of the law when these patients were given patient rights in the same way as other patients, and it is also contrary to, among other things. Supreme Court practice. It would have been interesting to hear what the Minister of Health thinks about a practice where people who are drug addicts and psychotic people are rejected at Ullevål University Hospital on the grounds that they are being detoxified first. In the context of detoxification, the use of coercion is not permitted. They also have no competence to deal with psychotic people, but Oslo University Hospital, Ullevål Department has competence in detoxification. Is it also the view of the Minister of Health that this practice is in line with the law?
ParlaMint-NO_2010-04-28.ana.ud1511e1453	With all due respect, I really tried to answer the question asked by Bent Höie. Among other things, he asked: whether I agree that such a practice is contrary to the law. That is why I also explained it. What I have said is that it is quite clear that a patient should not be rejected, but should also be referred to in the healthcare system. It has been a problem if patients who have entered acute psychiatric treatment have been on drugs. But then they have to be referred to in the system, for example. to Oslo University Hospital, where you have a rusakut. If this had been a special case, it is clear that the person should have been referred there and possibly to psychiatric treatment afterwards.
ParlaMint-NO_2010-04-28.ana.ud1511e1460	I have to refer to the Council of State's response, where it was not possible to hear what the Council of State meant. The councils consistently showed what Professor Syse meant, and what Health South-East meant. My intention with the question was to know what the Council of State and the Ministry of Health and Health think about this matter. When the Minister of Health points out that these patients can be referred to Rusakutten, she is probably aware that Rusakutten does not have the right to use coercion. Rusakutten also has no competence to deal with psychotic people. Is it the view of the Minister of Health that psychotic persons affected by drugs can be rejected for treatment at Ullevål University Hospital?
ParlaMint-NO_2010-04-28.ana.ud1511e1467	I also referred from the mission document, to which I myself have signed, to the regional health companies. There I also say very clearly that ‘patients who are referred to mental health protection must be investigated and action taken’. It is clear that a patient who is drugged and at the same time psychotic should be shown further in the auxiliaries, if they are not to be immediately admitted to a psychiatric ward. There has to be an assessment that's being made. However, the fact that they have to be discouraged – possibly in advance – is an assessment that needs to be made on the ground. But it should be that when someone needs urgent help, whether they're mentally ill or has a major drug problem, they come under the patient rights. Then they need help.
ParlaMint-NO_2010-04-28.ana.ud1511e1474	Questions 13 and 14 have been answered earlier.
ParlaMint-NO_2010-04-28.ana.ud1511e1480	‘The new 420 kV line between Ørskog and Fardal is for complaint handling in the Ministry of Oil and Energy. The municipality of Naustdal has complained about the decision to pass the line through the central parts of the municipality, option 1.0. Naustdal municipality wants primary sea cable, but if the line is to be built as an air voltage, it prioritises option 1.18. This option has been assessed in the consistency management, but is not included in the concession application. Is option 1.18 considered as a future line in the complaint handling by the Ministry of Oil and Energy?’
ParlaMint-NO_2010-04-28.ana.ud1511e1487	This complaint was sent to the Ministry of Oil and Energy by the Norwegian Waterways and Energy Directorate in October 2009. After an extensive inspection of the ministry was carried out late in the harvest, a review of all the trasé options identified and, where appropriate, requested for an adequate basis for the closure of the appeal proceedings has been necessary. The Ministry has also ensured that additional investigations have been carried out on some of the contentious areas of the line. I fully understand the views of the municipality of Naustdal on this issue regarding this power line case. The existing trasé options through the municipality are among the issues that the ministry now assesses in depth during the review process. I am concerned that the closing concession treatment is done as thoroughly as possible, where all interests are balanced against each other on a solid and secure basis of fact. I cannot now go into the assessment that the department is making of the lines in this regard.
ParlaMint-NO_2010-04-28.ana.ud1511e1496	I thank you for your answer. In the comments on complaints, Statnett writes that they have not assessed the requested 1.18 option due to additional costs and that it has not been assessed to be environmentally better than 1.0. I am very surprised at this. We also see from the complaint handling that the municipality of Jölster requires comments if option 1.18 is assessed, and it is important to bring it along, if there is a real assessment of this option. Nor can Sogn and Fjordane County accept the lineage in Naustdal. The councils stated in the newspaper Firda before the election that he would specifically address the conflict situation at Grimset in Naustdal. I am aware that the Council of State cannot give a concrete signal about the handling of complaints. But what does the Council of State actually do with the challenges we've been pointing at in Naustdal?
ParlaMint-NO_2010-04-28.ana.ud1511e1509	Sense if the question is asked another way, my answer will not be different for that reason. What I answered the first question was that I have made sure that the necessary additional investigations were started in this major and demanding case. I fully understand that there is a significant local involvement in the various trasé elections, but it is not right to address the various assessments now, as the matter is under review in the ministry.
ParlaMint-NO_2010-04-28.ana.ud1511e1514	I also thank you for this answer. Statnett applied for a concession on the line between Ørskog and Fardal. People see Statnet as arrogant and as having little real will to assess other solutions, both in relation to the line between Ørskog and Fardal and the one in Hardanger. Arne Grimseth has waged a long fight against Statnett, which has gone on fire. In Hjørundfjorden, in Nordfjordeid and in Sykkylven, we have seen the same thing. In the Official Journal of Bergen on 13 January, Statnett demanded a reply to the complaint before Easter when it applies to Hardanger. Statnet sends the construction work on the Hardanger line on offer before they have received a concession for the construction of the line. The head of Statnett is talking about a near-death experience for 55 days in the Bergen area last winter. And there have been big headlines in Bergen's Official Journal in the last few days where openness is also called for. We can't have a state company that in this way provokes people's confidence in the public. What does the state council do to clean up all of this?
ParlaMint-NO_2010-04-28.ana.ud1511e1529	The questioner here draws in some issues related to a completely different question, about the line-up and the request that has come up on it, towards the Bergen region. I have found that Statnet has sent out a request for a tender in connection with any purchase of material. It is a business assessment Statnett has done, and as I hear the company has done in order to be able to ensure the preparedness in Bergen through the construction of a new line – whose permission is granted. There are no political clarifications, political signals, until the state network in this way, there is an assessment the company has made. I have no comments on that, except what I have now said.
ParlaMint-NO_2010-04-28.ana.ud1511e1537	The NRK’s brainwashing programme series has focused on gender research. Despite the popular scientific nature of the series, the series has weakened confidence in parts of Norwegian social research. The Research Council evaluates from time to time disciplines and disciplines. Does the Council of State consider it appropriate to ask for an evaluation of Norwegian gender research to identify whether the research is politicised, of little international relevance and of poor dissemination, as it has been produced, and what may need to be done to correct this?’
ParlaMint-NO_2010-04-28.ana.ud1511e1544	Gender research is a multidisciplinary field of research that looks at the societal importance of gender. Historically, much of gender research is based on social sciences and humanities, although other subjects are also represented. Gender research is carried out at universities, colleges and research institutes. In most universities, there are separate multidisciplinary centres for women and gender research. Centres for Interdisciplinary Gender Research at the University of Oslo were evaluated by a Nordic panel in 2007 and received a very positive evaluation. The Norwegian Research Council also has its own multidisciplinary basic research programme for gender research in humanities and social sciences, which runs from 2008 to 2012. Projects supported by this programme have been subject to a very thorough quality assessment, in the same way as projects under other research advice programmes. In the brainwashing programme series, gender research examples have been used to shed light on a more comprehensive issue, namely the relationship between biological and environmental factors in human development. It is not my job as State Council for Research and Higher Education to provide professional assessments of Norwegian researchers and research communities. My job as the Council of State is to make sure that we have systems that provide professional quality assurance. It is therefore not my job to intervene and order evaluation of some research areas. My answer to Lien's question, therefore, is that as the Council of State, I will not ask for any specific evaluation of Norwegian gender research in addition to what is within the normal quality assurance of the Norwegian Research Council. I have to say I am somewhat surprised that there are parties that are calling for such a direct intervention by the Government in ongoing research. There is an important border between conducting targeted research and intervening in the process. My basic view is that we must tolerate debate on research. I very much appreciate the efforts of the owner to popularise research. I don't remember the last research being to those degrees part of the public debate. At the same time, I would urge a certain sense of choice of words. Those who engage in frontal attacks on individuals who have appeared in the brainwashing programme should have believed that TV is a strong medium. Harald Eia has also continued in the Swedish Broadcasting Council that the program concept was designed to expose, not to nuance. That is why I would encourage the participants in the debate to stick to the profession, not the person. I still want to promote a scientific vision that I have promoted in all other contexts in the past as well. All areas of research, including gender, are improved by increasing multidisciplinary and multi-disciplinaryism. I have highlighted this view in particular in the context of the research debate on the major climate challenges. Technological advances are important, but will not be sufficient if we do not at the same time have socio-scientific and humanistic research that tells us how technology can be used in society. Similarly, gender research must be open to input from other research traditions. I am confident that the Research Council will carry out the necessary evaluation of its research programmes and continuously develop these systems for evaluations, whether in the field of gender research or other research. When the systems work, research will also gain the necessary trust.
ParlaMint-NO_2010-04-28.ana.ud1511e1565	I have heard several times the Council of State ask for help from universities, research environments and the opposition to create pressure to get more funding for her field. That's the taxpayers' money. That's what this is about. I am somewhat doubtful as to whether the Council of State believes that taxpayers do not ask questions about what the funds are going to do. In the case that TV is a strong medium, communication is a goal for universities and universities in Norway. Dissemination itself is an objective, and we also know that the internationalisation of research is an objective of the Council of States. I want to ask the Council of State one more time if she believes that her job to get more money for research and development has not been weakened by what we have seen in the brainwashing program.
ParlaMint-NO_2010-04-28.ana.ud1511e1574	Before giving the floor to the Council of State, the President will recall that follow-up questions must be based on the main question and not on free drinking. But the Council of State decides for itself its answer.
ParlaMint-NO_2010-04-28.ana.ud1511e1577	I am not afraid that we have a problem with respect to the credibility of research, as long as you have good systems for review, for quality assurance, and have methodological tools that enable each researcher to be identified. I think that the debate we have had on television has really highlighted the need to be open to more approaches to an area, which I think can be an important part of the thinking about research in the future. You have to be safe in your own field – and here, gender research is a good example, where you have wanted gender equality programmes, which are about power, which are about gender relationships in different societal senses. We were reminded through the television program that here are the important biological differences, which are also part of this whole thing. I think that the programme has had a good effect on both credibility in general in research, and has been a reminder to the researchers of how important it is to think also across the different disciplines.
ParlaMint-NO_2010-04-28.ana.ud1511e1584	I still do not agree with the Council of State, and I still do not think we have a clear answer either. Governments are talking, both now and earlier, about competition in relation to research funds. She's very concerned with interdisciplinaryity. I think that's very good. The problem is that the research front is international about where the boundaries go between biology and society, while in Norway there is a lot of society and very little biology, which has made Norwegian gender research, among other things. by the researchers mentioned in Brainwashing, to a small extent published internationally. Just international publication is something that the Council of State is usually concerned about when it comes to allocating research funds. That's why I think once again it's surprising that the Council of State is not willing to interfere. If it is that the Council of State is right, then an evaluation should also be an advantage for this research.
ParlaMint-NO_2010-04-28.ana.ud1511e1591	I am sure that the systems we have for critical review of both the efforts of researchers and research are good. We will, as I mentioned earlier today, have an evaluation of the Research Council, where, of course, all aspects of the establishment of programmes by the Research Council, the follow-up to programmes, the thinking, the interdisciplinary nature of the programmes and the inter-programmes will be important elements in this – and the way in which research is evaluated. But I do not agree with the questioner that the social angle is negative and something to intervene in and get less of because in a programme you have some idea of the lack of interdisciplinary in this. On the contrary, unlike the Advancement Party, I do not want to interfere in research. I don't want to run the research that way. I want to facilitate that we have a good methodology, good quality assurance systems. I am sure that in the future both the Storing and the Government will facilitate good research programmes so that both the social sciences, the biological and the technological aspects can emerge.
ParlaMint-NO_2010-04-28.ana.ud1511e1599	‘According to the evening of 21 April this year, no money will be allocated as expected for the Government’s main poverty measures. The state’s new award criteria well into the year have led to the decline of urban areas in Oslo, which are now well under way with the qualification programmes. Has the Council of State been aware that the new criteria would contribute to a significant reduction in this long-term unemployment offer in Oslo, and will the Council of State now ensure that fresh funds are put in place so that the offers are maintained and everyone can participate in the programmes as needed?’
ParlaMint-NO_2010-04-28.ana.ud1511e1606	The Qualification Programme is an important measure, including: to combat poverty. The aim of the qualification programme is to contribute, inter alia, to: several long-term beneficiaries of social assistance receive a follow-up which in turn contributes to activity and work. Success in this work is important both for those involved and for society. In the long term, it will also help reduce social assistance costs for municipalities. The government and the municipalities must therefore contribute together to keeping the activity up. The Qualification Programme is a municipal responsibility managed by the Nav offices. Municipalities are compensated for the total additional costs associated with the programme, based on estimated additional costs per year. participants and average number of participants in the plan. The qualification programme has been phased in with the establishment of the Nav offices. From 1 January 2010, all municipalities shall provide a qualification programme. As a result of the phase-in phase, the allocation of the State budget has been strengthened each year. The allocation of funds to each municipality is based on the social assistance key of the income system, adjusted for the time of establishment of the Nav office and an estimated trajectory for the number of participants in each municipality. The allocation of each municipality is linked to an estimate of the expected activity. If a year’s actual activity has been lower than the target figure, this means that a higher government grant has been granted than actual implementation in isolation. It is provided that any unused funds are used for the purpose in recent years. The municipalities had combined a lower activity related to the programme both in 2008 and 2009 than foreseen in the appropriations. In 2010, several municipalities and some parts of Oslo will also have an estimated access of participants that is lower than the take-off. The Directorate of Labour and Welfare has briefed me that some municipalities are dissatisfied with the 2010 grant. In this context, the Directorate has identified the need to provide up-to-date information on the background to the distribution. Contact is made with individual municipalities, including Oslo, where there is a need to review and discuss the distribution in concrete terms.
ParlaMint-NO_2010-04-28.ana.ud1511e1621	I thank you for your answer. Now it's not just Oslo this is true. I have also had enquiries from a small municipality called Verran, and a municipality called Steinkjer. It shows that municipalities of varying size – i.e. like Oslo and the other two municipalities – have a strong reduction in the number of people they can offer this programme. The problem is that they have already offered and planned these places, and that the letter of assignment was very late. So the level of activity that they were supposed to have, and that they've already added, they're based on. It is promised, and they will have the means to do so. It will mean a lot to a small municipality like Verran when they themselves have to cover almost half of the participants in order to maintain the level that they actually have to maintain. It is a law that says that when you are entitled to this programme, the municipalities should also offer it. Now it was expected that the government would step up this, so the municipalities did not expect them to start stepping down now as they were doing well. It gets very important when it's 40-50 pst. reduction in relation to the places planned.
ParlaMint-NO_2010-04-28.ana.ud1511e1630	I stress that there is actually an escalation in the use of funds for qualification programmes. What we're now discussing here is the key figures for how to distribute these funds between municipalities. I just want to say that I essentially based my answer on Oslo, which was the question, but I can answer in general for the other municipalities as well. The point is, as I said, this is distributed through a social welfare key. Thus, it is assessed in relation to the population and in relation to different parameters related to the way in which social assistance is distributed. And then you're going to think about how many people expect to get into the program. This means that many municipalities – including Oslo – have had a much larger grant in 2008 and 2009 than they actually used. As I pointed out in my post, it is provided that they will spend that money the following year. The same applies to other municipalities. As for the details of how this distribution is done, I'm a little bit of a restraint, because it's a complicated calculation. But I would like to stress that the qualification programme is a great advantage for the municipalities themselves. They get their social welfare budget down if they invest in it.
ParlaMint-NO_2010-04-28.ana.ud1511e1639	Now there are many municipalities that fear what will happen to this qualification programme in the time to come, because in terms of the assessments that have been made, they do not agree with it either. It has been suggested that some of them should be out of the programme, and that they should be reduced again. It doesn't match what's happening in the municipalities in question. They have completely different measures than what you operate with in that letter of assignment. I fear that once again we see examples of the government's carrot policy. First comes with carrots: this is to be covered by the state – and then stimulates a high level of participation, as has been done here. You also have very good results from the Cases in Oslo, but they now have to cut all the way down to 100 places, from close to 260. It's dramatic! And then it's added to the framework grant from next year by. Most people know what happens when this is added to the framework grant. Then it becomes part of the municipality's other budget. It will be a heavy burden for municipalities to be able to offer good responses – because we need good action, not just to get someone to take action. This is why many are concerned about. What can the Council of State say about 2011? Will it be included in the framework grant, if any?
ParlaMint-NO_2010-04-28.ana.ud1511e1648	I can't say anything about 2011 now. But what I can say is that I don't share that understanding, that you sort of reduce the qualification programme and support for it, because you don't. An increasing proportion of funds have been allocated to this. We're talking about a distribution. In principle – although it has been successful that you have had to work to get the level of activity up, because it is complicated to get this group into – most municipalities have actually been overcompensated. And then we see that through it you have a system to distribute it -- because you have to, you can't do an individual adaptation every year, you have to have a key figure for this -- because some municipalities have supposedly turned out to have something smaller than they had foreseen. But I stress that this is a government grant. These are the things we're talking about, or they're getting social assistance from the municipality, and it's okay for the municipality to use its social assistance grant for the qualification programme. In fact, it will in the long term be profitable for municipalities, to get this group from social assistance into work.
ParlaMint-NO_2010-04-28.ana.ud1511e1658	I am delighted to ask the Minister for Labour the following questions: ‘In order to achieve the objective of the IA Agreement on Reduced Sickness Absence and to succeed in getting more people back to work, the qualification programme and measures under the Rapid Rehabilitation Facility are, inter alia, occupational rehabilitation, important. What will the Council of State do to allow more new members to participate in these arrangements?’
ParlaMint-NO_2010-04-28.ana.ud1511e1667	I repeat that the purpose of the qualification programme is to contribute to, inter alia: several long-term beneficiaries of social assistance receive a follow-up which contributes to activity and work. The qualification programme is a municipal responsibility managed by the Nav offices, but it is the State that covers the total additional costs incurred by the municipalities. From 1 January 2010, all municipalities shall provide the programme. Since its inception, the government has stressed that all those in the target group should receive an offer as soon as possible. By 28 February 2010, it was registered in excess of 15 600 applications and nearly 12 400 decisions have been taken on the qualification programme since 1 January 2008. By the same date, 8 813 participants were registered in the programme. I am pleased that many municipalities have gradually been successful in implementing the programme, and feedback so far shows positive results as to how many are coming to work or education after the programme has been completed. In addition, the Directorate of Labour and Welfare implements several measures to support the implementation and follow-up of the Qualification Programme in the Nav Offices. The effort shall be continued in 2010. Faster back has a completely different purpose. It is to get sick people back to work faster, and thus also to reduce sick leave. Activity in the 2007 start-up year was relatively low, but increased significantly in 2008 and 2009. Allocated funds for the purpose of 2010 will be used both in the Employment and Welfare Act and in regional health enterprises. From start-up in 2007 to and from the third quarter of 2009, less than 60,000 health care providers were referred to through regional health establishments. Nearly 9 000 had participated in various measures under the Employment and Welfare Act, of which around 2 600 had been employed in labour-oriented rehabilitation. Many sick people have thus been offered, among other things: job-oriented rehabilitation through faster return. Further dimensioning of the scheme will be assessed in the light of the new IA agreement, experience and knowledge of what works. The impact assessment of Societal and Business Research AS will be available during May, and there will be an important premise in assessing how to set up this offer in the future.
ParlaMint-NO_2010-04-28.ana.ud1511e1682	I thank you for your answer. At the same time, I have to say that much of what has happened is good, but I am very concerned about the future. In particular, this goes back to Raskers, and labour law rehabilitation, as the Council of State knows we've been in several times. The state there is now that there is full stop in all states. The medians — probably because the activity has been much higher — have been used up, so the permissions for 2010 are really about. 40 pst. lower than that used in 2009. I have to say that I am concerned about the possibilities for new ones to get into that offer, when it is not possible for local Nav offices to use the companies that offer good measures, so that, instead of being sick, a person can get measures that will allow a person to come back faster. At the same time, we believe that the Council of States refers to the IA Agreement. I have checked a little in the IA agreement, and several places are called the Faster Back. Does the Council not see that it is difficult to achieve the objectives of the IA agreement if one is unable to allow more money, so that the action Faster Back can be used even more?
ParlaMint-NO_2010-04-28.ana.ud1511e1691	I understand that now we are talking about Raskers back and have left the qualification programme behind – so we agree on what we are talking about. I am pleased that Kjell Ingolf Ropstad here refers to the IA agreement, where one is just occupied by the Faster back as an instrument. But I would like to stress that, in addition to there are a lot of other instruments in the IA agreement. As I have previously also replied to other representatives in writing, Raskere and I had an under-use back in the first few years the system was in place – they then received a large under-use of money, which was transferred to 2009. This resulted in an artificially high level of activity in 2009 — all because of the way you see it. The level of activity fell again in 2010 — not because less money was allocated than what had been done step by step year after year if you had followed the normal pace, but because you had spent relatively much more money in 2009. This has led – as the representative rightly emphasises – to the fact that the same increase in the programme has not been achieved, so to speak, and that it is felt that someone who does not receive should have received. This is what we're going to look at in 2011.
ParlaMint-NO_2010-04-28.ana.ud1511e1702	Thanks for the answer, again. I'm glad for the last one that gets underlined, that one should look at this for 2011. I've also told the Council before that I thought that maybe one should take this a little more seriously, and be even more concerned about the situation in 2010. One experiences – at least I experience – getting feedback from companies that are implementing this important service. They say they feel that Nav has to go away from contracts because the money is not there. I got feedback from the county in mid-February, where they say it's empty for money, so they can't use it anymore. There is very little help for those people who are sick today, who should have had help getting out of work, that there was a higher activity in 2009. When a person talks about the qualification programme and the municipalities – without going back to the previous round of questions – I can take an example in my own municipality, Arendal, where they got a signal about 114 places, but still at 77. Of course, it's serious for that municipality. When there are numbers for the whole year, and one has used a lot in the beginning, that means that the number of houses has to be even lower to reach the average. For further information, can the Council of State look at the possibility of a kind of prediction rather than what is now happening, whether it concerns labour law rehabilitation or the qualification programme, that municipalities or businesses are in a situation where there is no money, and therefore can't be used?
ParlaMint-NO_2010-04-28.ana.ud1511e1713	I think I'll take the Fasters back now. There are so many things I have to answer, and then we'll have to discuss this with the qualification program later – because these are two big questions. I think it is important to be aware that very much of what is done under the Faster Back Programme is also done in the general budget of action. However, this is an allocation that falls within the scope of the IA Agreement, where there is a type of priority for the sick. It's not like we don't have any tools for people who are sick, but we don't have that priority. So we still have it -- I stress it -- so I think it's very important that you see it in a bigger context. I also think it is very important that we now look at the evaluation that is coming, in order to get a thorough evaluation of the measures. It doesn't mean that I don't think this is good, but I'm very concerned that we have to make sure that we don't compete to give the most money to things until we know how it actually works. And then we're going to have a proper review – I'm responsible for this, of course in conversations with the stakeholders – of how this can be arranged in the best possible way. It is important to stress that there is no depriority of the action. It's the same amount of money, but it was more in 2009.
ParlaMint-NO_2010-04-28.ana.ud1511e1728	«Predictability is a supporting element for all industrial activities, including fisheries. In St.meld. No 40 for 2006-2007, Royal Cancer Management, a five-year management plan is underpinned. Many local fishermen and businesses have invested and expected a withdrawal corresponding to the withdrawals in 2008 and 2009. The industry therefore finds it difficult to deal with an administrative regime that changes already after two years. Does the Council of State consider that such framework conditions give the industry predictability?’
ParlaMint-NO_2010-04-28.ana.ud1511e1735	Today's king crab management is based on St.meld. No 40 for 2006-2007, Royal Cancer Management, as the Stortinget dealt with in March 2008. The aim is to limit the further spread of king crabs in Norwegian sea areas and to ensure the lowest possible population of king crabs outside a quotad area east of 26 degrees east. Within the quota area, the stock shall be managed in a manner that facilitates activity and employment in that area. In no way has it been suggested that the free catch after king crabs should be permanent. On the contrary, it is an objective to keep the population of king crabs at the lowest possible level in areas where there is a free catch and a ban on discards. It's clear from the news of royal crabs. The background to the fact that proposals for adjusted borders have now been consulted is the objective of managing stocks in the regulated area in a way that ensures activity and employment in the area. Stability and predictability shall be found in the regulated catch and it is precisely in order to achieve this that an adjustment of the limits of the quota area has been proposed. At the same time, it is also important to bear in mind that all the harvesting of wild marine resources is subject to natural fluctuations. A fixed allowance that does not take into account the change in nature is a short-term and unsustainable way of managing resources.
ParlaMint-NO_2010-04-28.ana.ud1511e1744	As the Council of State itself mentioned, Norway has committed itself to limiting the incidence of king crabs. The industry itself says that with an extension of the limit to 25 nautical miles where you cannot fish freely, it seems that control and focus on illegal fishing are more important than limiting the population, as the Stortinge has stated in connection with the Storing Message. It has to be possible to take care of both of these issues, I think. What's the Council's point of view here? Will a multidisciplinary selection, as proposed by the Norwegian Fisheries Team, be a good input to establish a long-term and predictable management, focusing on both taxation, management and control?
ParlaMint-NO_2010-04-28.ana.ud1511e1751	This is an area where it's important to have multiple thoughts in your head at the same time. As I said in my answer, it is put up to a commercial and employment effect of royal crabs within a regulated area. It's solid. When questions are asked about the activity outside the quota area, there is an objective of at least reducing the stock as far as possible. So I guess there's a reason to think that there's been a little bit of movement over that line, that those who should have fished outside might have sneaked a little bit inside, and thus made the situation somewhat different from what we mentioned earlier. I will now listen to the hearing replies that have been received regarding how this should be handled further. But as I say, it's important to separate here; there are two different areas we're talking about.
ParlaMint-NO_2010-04-28.ana.ud1511e1760	We've had a hearing. Is the Council of State satisfied that this round of consultations has the consequence that the catch of royal crabs is suspended in a quotad area until the Ministry has fixed the total quota?
ParlaMint-NO_2010-04-28.ana.ud1511e1765	I would have liked very much to have seen that we had clarified this earlier. Now at the same time, the quota year for royal crabs is from 1 April to 31 March. Everyone who has looked at the calendar knows that we have passed on 1 April, and we still have no regulations in place. So the principle of predictability is at hand. Now, at the same time, nature is playing on layers, at least this time. The quota catches do not take place at this time, simply because the crab is of such a quality that it changes shells and there is not much activity. So it's more important to me that we get a regulation in place that benefits both the actors and nature, a regulation that can open up the catch in June at the earliest.
ParlaMint-NO_2010-04-28.ana.ud1511e1776	‘Many children are affected by the break-up of their parents’ life, with subsequent issues of association in their first year of life. Father loses all rights to the parental allowance in maternity leave after a break in life, as the mother in the child's first year of life is given priority as a caregiver because of breast-feeding. How will the Council of State take care of the child’s interests after a break in life in order to fulfil the parent’s intention of good contact between child and father early in the life of the child?’»
ParlaMint-NO_2010-04-28.ana.ud1511e1783	As a general rule, parents living together must share the parental leave. However, in the event of a break in life between parents before the social security period is over, the rest of the social security period is due to the care of the child – regardless of whether it is a father or a mother. However, it is not that the other person is unable to take leave. The legislation allows parents to share care and leave by agreement. In my view, it would be unfortunate if Dad could demand the father's allowance in situations where the parents do not live together and Mother has the main care for the child. The sharing of parental leave when parents do not live together requires flexibility from both parents to ensure a good care situation for the child. Therefore, sharing must be based on consensus and cooperation, and I think it would be unfortunate to impose a compulsory sharing of the leave. There are many different situations here, and the level of conflict may be high. Very young children are vulnerable. Therefore, I believe it is essential that we always take the best interests of the child into account. But I would like to make it very clear that the parents are free to share the leave between themselves if they want it and agree on sharing. Parents may also receive good and qualified assistance in agreeing on such agreements at our family protection offices.
ParlaMint-NO_2010-04-28.ana.ud1511e1792	I thank you for your answer. It was not so much new that came out of it. Like the Council of State, we are fully aware that a break in life is very conflicty, with all that results. After a break in life, the family allowance is managed by Mother alone, and you are then totally dependent on the fact that there is a good contact between Dad and Mother after a break in life. In a lot of situations, we know that's not the case. The focus of both government parties and the Progress Party has been on children’s right to maintain good contact with both parents after a break in life. We know how important it is that the child also has contact with father in the first year. It is, as it were, stated and decided that fathers are important in the child’s life. My question to the Council of State will then be: Aren't fathers important to the children even after the breakup?
ParlaMint-NO_2010-04-28.ana.ud1511e1801	I am very pleased with the sudden commitment to the feather quota of the representative Horne. I'm happy to come back to that, because my father is very important to the child, not only for the first year, but especially for the first year. That is why it is an important political goal for several fathers to be more with their young children. I think it is important to stress that it is not automatic that the leave in the event of a break in a life goes to the mother, but it goes to the person who has the main care. It could be Dad, too. I think it's a natural principle in principle that if there's no agreement on the sharing of the leave, the leave follows the one who's going to have the main care for the child. Of course, it will often be a mother, but it can also be a father. The aim must be to ensure that, in such a situation, as much as possible, a distribution is agreed, regardless of the type of association they should have later in their childhood.
ParlaMint-NO_2010-04-28.ana.ud1511e1808	What I think we can agree on both is that it's important that father is part of the child's growth. But if the Progress Party had been able to get through its policy here, the entire parental leave had been divided equally between mother and father. Then we had not had the discussion that it is mother's or father's. But anyway, we see that as a general rule, it is often mother who gets the main care, and we also see that it is mother who can basically train a lot of things. Thus it is the father who becomes the suffering party and who does not get the contact with the child that is important. We legislators at Stortinget will ensure that all laws are as they should be. My question is: What is the Minister's view that today's law provides Nav, as the managing body, and the child's mother alone with the ability to manage and manage a father's allowance without the child's father being heard?
ParlaMint-NO_2010-04-28.ana.ud1511e1815	It is new to me that the policy of the Advance Party should lead to the sharing of leave equally between mother and father. I have seen that the policy of the Progress Party was just the opposite – that it should not be kept by time for Dad. I record a strong commitment to set aside time for father in the event of a breakup of life, which I do not seem entirely related to the lack of commitment to set aside time for all other fathers. I am concerned that all fathers will have time – a break in their lives or not. Then I think it's natural that the leave on a break in a life follows the one who has the main care for the child. Fortunately, in very many cases, parents will agree on a distribution of care and therefore also a distribution of leave. If it is that one parent has the main care, there is the possibility of being voluntarily agreed to a sharing of the leave, and we have a public utility that can facilitate it.
ParlaMint-NO_2010-04-28.ana.ud1511e1820	Case No. So 1 is done.
ParlaMint-NO_2010-04-28.ana.ud1511e1833	There is no record. Thus, today's map has been processed. Does anyone require a word before the meeting is cancelled? - The meeting's been cancelled.
