ParlaMint-NO_2010-03-03.ana.ud1924e26	The representative, Per-Willy Amundsen, will put forward a proposal for a representative.
ParlaMint-NO_2010-03-03.ana.ud1924e1453	There's more grips. I do not expect the Council of State to have to wait and trust the Lord of Spring in that context. We'll see what weather will be like in the summer and in the autumn. My starting point is that you have to buy the warehouse capacity from the suppliers, so that they can build up capacity and not bottle down and use it. There's a cost associated with this. This can be done, inter alia: by running the mobile gas power stations beyond spring and summer in order to build up capacity. It may also be that a significant import into the region is open so that storage capacity can be increased. Here are several grips to take. I'm not going to deal with anything that has to do with just the precipitation, because it's a matter that I don't expect the Council of State to intervene in. My next question is: The council itself says that he cannot do any immediate, short-term grip. Yes, you can. You could say that we're going to run the mobile gas plants right away to fix the situation. It probably won't have the big impact on prices right away, but you can start building up the magazines. Will the Council of State now open it up, so that even in Central Norway you can have a business that is still up and running?
ParlaMint-NO_2010-03-03.ana.ud1924e1460	I am pleased that the representative Nesvik is nuanced in his description of the effect of these mobile gas power plants. The difference in the effect that is available there, measured against the effect that is now out there, is the main problem in this issue – the difference between the 4000 megawatts that are now taken down from Swedish nuclear power generation and the 300 megawatts from the two power plants we have in Central Norway – are formidable. I guess we're talking about an installed effect on approx. 7.5 pst. of what's out there. So I think we're going to be sober with respect to the effect of that. So I have said that the decision that the Stortinget has taken in the past is something I'm dealing with, and that I also think is a wise decision to have a reserve capacity installed in the area, which has as its objective preparedness and which is to be started for any emergency reasons. It provides a very good security for the inhabitants of the region, because it is known that there is access to power no matter what happens in relation to preparedness issues.
ParlaMint-NO_2010-03-03.ana.ud1924e1468	I am pleased to ask the Minister for Oil and Energy the following questions: «In connection with the treatment of St.prp. No 37 for 2008-2009 on the financial crisis package proposed increased support for the deployment of renewable energy in Central Norway. This winter has seriously shown the need for more power in Middle Norway. Will the Council of State now ensure that increased funding for the development of energy is channelled and consider establishing a support programme for such development in specific geographical areas, this time directly linked to the Middle Norway region?’ [[renewable]]
ParlaMint-NO_2010-03-03.ana.ud1924e1477	In the past, the government has drawn up a broad strategy to improve the power situation in Central Norway. Extensive measures to improve this situation have already been implemented. The government will follow up with further measures in the future. The main elements of the strategy are measures to strengthen the network under the direction of Statnet, and to focus on renewable energy and energy efficiency improvement, respectively. Statnett has invested approximately DKK 5 billion in recent years, and they are planning additional investments for DKK 2.5 billion in the coming years. A new transmission link between Sogn and Møre is now being processed in the department. Realising this link will significantly improve the power situation in Central Norway. The government is pursuing an ambitious policy to promote renewable energy and energy efficiency. This year, EUR 1.8 billion is being transferred to Enova's work on renewable energy and energy efficiency improvement. In the period 2006 to 2009, more than SEK 5.3 billion has been allocated to this initiative. Otherwise, almost two and a half times as much as the previous government put off. Since 2006, grants have been granted to projects with expected energy performance of approximately 7,5 TWh. The initiative has helped to trigger many good projects in central Norway, and it has facilitated a continued high level of activity. We need to strengthen efforts to develop networks in those regions where there has been an imbalance between production and consumption. We also need to continue to promote the development of renewable energy, and we need to strengthen efforts to use energy more effectively. The development of renewable energy and energy efficiency improvement will make the power balance more robust when we have a good network in all parts of the country. It is therefore necessary to pay very close attention to network deployment in the near future.
ParlaMint-NO_2010-03-03.ana.ud1924e1486	Thanks for the answer. As you can see, the Progress Party proposed 300 million. kr. to bet in central Norway just to meet the current challenges you are facing, and as a measure at a time when it was sensible to contribute public action packages to keep the wheels going. Today we see that this extra injection could have contributed to the solution of this major challenge that the lack of power poses, had taken an important step forward. We see in the media that also the state councils of their party colleagues in More and the Romsdal Centerparti demand a solution by cancelling Mid-Norway as own price range and ensuring equal electricity prices throughout the country. This proposal also depends on the Central Party of Trøndelag. If one goes to such a solution, then it's, as many describe it, like sticking your head in the sand and believing that the problem is gone. But in addition, the More and Romsdal Center parties are able to suspect corner stone companies through the following force ointments: ‘We cannot risk shutting down corner stone holdings and sending employees to Nav, in order to have a financial gain through power sales.’ What plans does the Government have to meet this challenge, even after the Ørskog-Fardal power line has been completed? For even then, an unmet energy requirement has been met in Middle Norway.
ParlaMint-NO_2010-03-03.ana.ud1924e1500	My ambition is to continue the work that we are now doing well, as, among other things. – as I mentioned – includes spending NOK 7.5 billion in the area. And with all due respect for $300 million, I think what's being done in the area is considerably more than that. It is the sum of these measures – network development, power development and energy efficiency improvement in Central Norway – that will contribute to the gradual improvement of the situation. This has helped to improve the flow of power between central Norway and the Nordic market by getting more of the Nea–Järpstream in place. So it's paradoxical enough that this year the situation that we've seen in winter in the Nordic market has been so serious that it's also turned into Middle Norway. But there is – as I said in the previous line exchange – no other way to solve it than to work targetedly with network investments, with energy efficiency improvement and with power development in the region. We're doing all these three things.
ParlaMint-NO_2010-03-03.ana.ud1924e1509	It seems that the Council of State has begun to get a reality orientation that is closer to the Center Party in the two named counties' conclusions. And I'm glad – that one doesn't look for price differences that lie on half an ear and one ear – and what it is now. So it's a progress. But when it comes to the direct actions that can be launched, Industrial Power Møre has been granted a concession, with it depending on CO2 treatment. Does the Council not see that by accepting this measure without CO2 cleaning, which amounts to 450 MW, he could also help to ensure that energy could be put in place more quickly, even after the Fardal – Ørskog line is in place?
ParlaMint-NO_2010-03-03.ana.ud1924e1522	There is no doubt that 450 MW in Central Norway will contribute to an improved energy balance in the region. I'll almost say that is pure mathematics. What we have said, in connection with the concession, is that we are involved in the energy part, but also in the climate part, and that the management of emissions is also part of this. I think that, in a difficult time that we are now in, I too want to be able to focus on both the energy challenges and the climate challenges. It has been no more than two months since we – almost all of the world’s countries – were gathered in Copenhagen to discuss how to meet the climate challenges ahead. The result was not uplifting. We in Norway need to follow up on what is the intention, the thinking, behind global climate work, by also having ambitions at home. And part of that ambition is on clean-up technology, clean-up power plants to bring down emissions, and that also applies to these issues.
ParlaMint-NO_2010-03-03.ana.ud1924e1532	‘The strength situation has exerted several places in the country, and statistics show that many of the water reservoirs have the lowest filling rate in many years. As the centre party was in opposition, they made a proposal to introduce requirements for the filling of warehouses in hydroelectric power stations at different seasons. How has the Council of State followed this up in government, and how will the Council of State ensure and avoid security of supply problems this spring, as a result of empty water storage?’
ParlaMint-NO_2010-03-03.ana.ud1924e1539	Warehousing is of great importance for the power system’s ability to manage security of supply and for the ability to cover consumption up to snow smelting. The issue of the appropriate disposal of the warehouses and whether changes in their regulation may contribute to changing security of supply have been examined several times. Warehousing was one of the themes of the Government's evaluation of the Energy Act in the last major period. SINTEF was entrusted with the task of assessing the disposal of these warehouses before and under the Energy Act. The report concludes that there is no basis for saying that today’s gastric induration is too low. The representative of Solvik-Olsen was involved in the treatment of Ot.prp. No 62 for 2008-2009 on changes to the Energy Act, where the Sintef report and assessments of gastric containment were discussed. In the proposition, it was established that the Government believes that manufacturers make good use of the warehouses. It was also clarified that due to the important function of the warehouses NVE follows the filling level of the warehouses closely. I will not give the Committee's full comments here, but just briefly point out that the Committee, among other things, said: ‘The Committee requires the NVE to closely and continuously monitor the degree of flooding when the hydropower system can be affected by significant failure.’ I think it's unfortunate that the price statements we've seen in the Nordic region this winter. The important function of the warehouses requires the energy authorities to follow closely the level of filling in the warehouses. The combination of cold weather and significantly reduced nuclear power production in Sweden has given rise to high prices in the Nordic market and a stronger tapping of the water reservoirs than would otherwise have been. State networks have a number of measures to deal with this situation. These measures include the creation of price ranges, the dissemination of information among actors, audit reports and measures to increase the import capacity of areas. These measures shall be implemented continuously, if necessary, to ensure that there is sufficient electricity at all times. State networks have also gone to the purchase of energy options. These are voluntary consumption reduction agreements. These are triggered if the risk of rationalisation is assessed as high. In addition, it is invested in two back-up power plants, which I believe the representative is well-known, and which will also be put into operation at high risk of rationalisation. In exceptional situations, temporary derogations may be granted under the provisions of the Energy Act from the conditions of the works concessions for the start-up of the back-up power plants. Statnet has warned that it will apply to the energy authorities for such a derogation in order to prepare back-up power plants for operation. The situation we now have is a reminder of the importance of continuing to expand transmission systems, increase renewable energy production and use energy more efficiently. That is why we are going to build up more networks in the years that are coming and continue to escalate on renewable energy production and energy efficiency. I would like to stress that I agree with Mr Solvik-Olsen that we must avoid empty magazines in the current season. Statnet’s actions will help to avoid security of supply problems this spring, as a result of empty water storage facilities. But in order to improve the unsustainable situation in the long term, we have to do a lot more than what has been done in the past, which I am working on and I am prepared to implement.
ParlaMint-NO_2010-03-03.ana.ud1924e1568	I'm almost uncertain about how I'm going to attack this, because I have in front of me a proposal that the Center Party promoted in 2002–2003, where they demanded the introduction of minimum water resources in the power plants. Now the Council of State argues that it was not necessary anyway. It is a long way from history, but on 1 March this year, the head of the Committee on Energy and the Environment was from the Central Party and called for "Strengthening lute" in energy policy, according to one case in the News Agency of the Newspapers. He says that the time has come to discuss ‘minimum requirements for filling in warehouses at hydropower plants’. Ergo: The opposite of what the state council now says. Is the policy of the Council of State firm, or is one still looking at this in relation to whether to buy energy options or to do something about taxation, where one buys a greater degree of security from the power companies to keep more water in the warehouses when meteorological conditions... [[President clubs]]
ParlaMint-NO_2010-03-03.ana.ud1924e1575	What I referred to in my reply regarding the odelstingsproposition that I promoted for the Storting last year, and the Committee's comments on it, is the basis of my and the Government's policy in this area.
ParlaMint-NO_2010-03-03.ana.ud1924e1580	It was a very quick cancellation of a party colleague's play in ANB, and it's too much fun. Then I won't go on with it. There is still a high potential for upgrading and extension of existing hydropower plants. Now, of course, some claim that expanding more hydropower when the problem is low rainfall does not solve the situation. I agree, but at the same time it's better to have ten hydroelectric plants with little water than just having two, for example. What then becomes my question is: does the Council of State do something to advance processes where an upgrader – and not least expand – existing hydropower plants, especially with magazine filling, so that one can hold even more water when there is good rainfall, and where one has even more to deal with in such situations as what we now have in order to prevent one from seeing the gravel in the magazines?
ParlaMint-NO_2010-03-03.ana.ud1924e1587	I fully agree that we must avoid seeing the gravel in the magazines – it is a goal in terms of filling in the magazines. When it comes to concession treatment and matters around it, the NVE has been given completely different resources than they had before. They've spent a few years building up, training new people and adapting to a new resource situation. I expect clear results from the NVE in the form that several cases are dealt with successfully and faster case flows as a result. The answer to the question from the representative Solvik-Olsen is for this reason: yes, there is more pressure on this area now, and that kind of case should therefore be dealt with more quickly than they have been done in the past.
ParlaMint-NO_2010-03-03.ana.ud1924e1597	This question, from the representative of Svein Harberg to the Minister of Research and Higher Education, is raised by the representative of Gunnar Gundersen.
ParlaMint-NO_2010-03-03.ana.ud1924e1600	My question goes to the Minister of Research and Higher Education: ‘In Dagbladet on 5 February 2010, we can read that former teacher and author Terje Forsberg, who believes that teachers have to endure being spit on and harassed, is used as a lecturer in teacher training. In recent years, the State has invested considerable resources in the GNIST recruitment campaign to attract more applicants for teacher training. Does the State Council of Forsberg think that the message to emerging teachers builds up during the recruitment campaign, or does the Council of State see that this can rather help to scare new teachers away from school?’
ParlaMint-NO_2010-03-03.ana.ud1924e1609	Of course, the representative of Gundersen is right that the Government has invested considerable resources in the GNIST project, and we are very proud of the results we have achieved so far – in 2009 we achieved almost 20 pst. increase in the number of qualified applicants for general teacher training. When it comes to the question, I don't think teachers should accept being spitted on and harassed. Firstly, teachers are entitled to a good and safe working environment, in line with other workers in Norway. Secondly, schools have rules of procedure to deal with both pupils and teachers. None of these regulations accept spitting or sheiking. There's no doubt about it here. The answer to the question is therefore simple: No, as Forsberg’s message is presented by Dagbladet through the title ‘Teachers have to endure being spit on’, from 5 February this year, it does not build up during our recruitment campaign. Then you can ask yourself the sources here. But at the same time, I would say that Forsberg is making a contribution to an important debate. Of course, even if a teacher is not to accept being spit on or harassed, the teacher must be able to deal with such a situation in a professional way if it occurs first. And that's what I'm interpreting that Forsberg is trying to convey. Unfortunately, many children live in a daily life that is marked by fear and uncertainty, for example: due to parental drug abuse and violence in close relationships. Outrageous behavior in children may have many underlying causes, and a teacher must have the skills to understand and handle them professionally. In the new teacher training courses, we are now introducing a new and reinforced pedagogical subject: pedagogics and learning skills. This will provide future teachers with even better knowledge of children in difficult situations. I would also like to link this to seeing the importance of early action, both for students’ learning outcomes and as a prevention measure against non-response. Teachers must be competent to understand and deal with such situations. The representative points out that Forsberg is used as a lecturer in a number of universities and colleges. I don't think of it as a problem. The educational institutions invite Forsberg to the professional days and other discussion forums to give a voice to those he himself mentions as problem children. That is a voice I think we should listen to. The teacher is a person who, by seeing and understanding the signals sent out by disadvantaged children, can help these children out of a bad situation. Then you have to look past such an outrageous behavior that such a background can often result in, rather than handle it in a professional way.
ParlaMint-NO_2010-03-03.ana.ud1924e1620	I very much appreciate the answer, and it is said, of course, that it is not acceptable with that kind of behavior. I very much agreed with much of what the Council of State said. But then I think it's strange that you've been almost absent in the debate. Because this is a very important question. We have a school of challenges, and the challenges are both learning exchange and trouble. It goes on the authority of the teachers: how do we attract teachers who can create authority? And through it, how do we attract teachers who become the good leaders of the class? It's in the middle of the debate about what Forsberg's input is – in a completely hopeless way, in the opinion of both my and the Council of State. But why hasn't the Council of State got involved in the debate when it's so central in Norwegian school?
ParlaMint-NO_2010-03-03.ana.ud1924e1627	I didn't say that Forsberg was hopeless, I said that the media's presentation of such matters can often be somewhat unbalanced and perhaps not entirely research-based, to use an expression from my own sector. I cannot agree with the claim that we have been absent in this debate. The whole debate on the new teacher training has been about how to get better teachers, and in the new teacher training we have taken different steps to highlight the teacher's role as leader. We are among others in the process of setting up new principal schools on the basis of their good competence as managers and in the light of the many roles of the teacher. And as I said, the new pedagogical science, pedagogics and learning skills are built up in such a way that the teacher should be able to understand and interpret such situations. There has been a lot of debate on this, and I and my colleagues have been involved in this debate, so I wonder if we have not been present in this debate.
ParlaMint-NO_2010-03-03.ana.ud1924e1634	Then we might have a slightly different sense of reality. But it is good to hear that the Council of State also believes that it is very important. There has been enough look-up, both in the newspaper and other media, where students and others go out and say that they have no respect for the teacher anymore, and we see from the statistics that fighting and unrest is a significant problem in Norwegian school. So once again, I want to get a message here also to the audience, to people, about how we want to have Norwegian school. Working with teacher training and things like that is one thing, but it's about actively participating in the debate on how we recruit resource people and leaders into Norwegian school, so you get the class leadership that creates good learning outcomes. And again, I hope the Council of State is more committed to that debate out there.
ParlaMint-NO_2010-03-03.ana.ud1924e1641	I would now rather go directly to them, rather than make me understand this by reading the newspaper and other newspapers. And we do, and that's the starting point for the entire GNIST campaign, which the representative also referred to at the beginning. We have launched the GNIST campaign, which is a campaign to attract and attract the good teachers. It is a partnership between the ministry, where I have been very active and visible in this matter with colleagues, and many organisations – KS and others – that are involved in this campaign. Why do we have this? Well, it's just to get good, young people to apply for teacher training. Teacher training today is an education in which one facilitates teachers to become clear also as leaders, to be able to master difficult situations, and to make it clear that it is the teacher who is in charge of the classroom. This is the most important answer to the challenge we are discussing here.
ParlaMint-NO_2010-03-03.ana.ud1924e1651	‘More players in the food market are now alerting that they want to engage more strongly in the whole value chain from raw material to finished goods in stores. Increased competition will benefit consumers through better product choice and lower prices. How will the Council of State facilitate more actors and strengthen competition throughout the value chain in the food market?’»
ParlaMint-NO_2010-03-03.ana.ud1924e1658	The government has been busy facilitating good and equal conditions for competition throughout the food value chain. We have also seen results of this, through the emergence of several new medium-sized enterprises that are now doing well. In particular, I would like to refer to the positive development of several dairy farms after this government has designed and put in place new framework conditions from 2007. The government has further facilitated a major innovation and development, which has given us a much greater food diversity. Through, inter alia: Innovation Norway and the Value Creation Programme for Food, Regional Enterprises, the Bond Market and, in particular, regional cooperation solutions have developed their own and often specific local and regional products. One consequence of this initiative is that the diversity of such products has increased considerably, compared to, for example, for 10 years ago. Look at what's on the Bond's Market today. I have also proudly opened the Norwegian stand at the International Green Week in Berlin earlier this year. This time the supply of Norwegian food specialities was greater than ever. The interaction between food and travel shall tempt German tourists to visit Norway. Last year I registered that representatives of the Advance Party Group were also excited about this diversity during the International Green Week. However, the problem for many of these small suppliers is market access and access to the store shelves. In order to achieve this, they need to build up a production, logistics and a sales apparatus that meets relatively large demands and expectations from the daily food industry and trade elsewhere. In some cases, there may also be a requirement that the supplier actually have to pay to fit in the shelf at the store. For small suppliers, this threshold is often too high. The result is that in many cases local and regional food diversity is not to be found as a diversity of products in store shelves for consumers most. Today there is a very strong concentration in Norwegian retail trade. Four chains control 99.3 pst. of the market. This is by far the strongest concentration we can find in Europe. These chains also control wholesale and distribution, with the exception of milk, and also integrate into industry and back to primary production, inter alia. of fruit and green. As the representative of Treldal refers to in his question, we have now also been given clear ambitions that some chains also want to strengthen this integration in the value chain. In addition, it is often ignored that two chains alone also control the wholesale, hotel, restaurant and kiosk markets. With such a check, it means that four purchasing managers already have a significant influence on the Norwegian consumer product range. This is important to have as a background when the same chains express ambitions to own or control an even larger part of the value chain. The representative of Tåldal appears to assume that developments with increased concentration will result in increased competition and therefore lower prices and better product choice. I think it's too simple an approach. A reality in the extension of this development will be that trade will no longer only take place at the level of trade, but also at the level of industry and thus as a supplier in competition with its other suppliers. This is not an unproblematic development of competition policy, consumer policy or agricultural policy, and there is no indication that there will be an increase in product choice and lower prices in the longer term. In my opinion, it could rather lead to the depletion of the Norwegian food industry and its capacity for innovation and innovation. In that case, it will give Norwegian consumers a lower choice of products. This is one of the reasons why I, together with the Minister of Renewal, Administrative and Church Affairs and the Minister of Children, Equality and Inclusion, have set up a separate public body, headed by Einar Steensnæs. The selection shall describe the latest developments and the outreach of the strengths of the food value chain. The committee shall propose measures which may be taken to: the interests of consumers in terms of price, quality, range of products and availability of transparency and transparency throughout the food chain, ensuring adequate and adequate social control and efficient use of societal resources; Norwegian authorities are not alone in following this development closely. In the EU, there is great concern about the distribution of margins between the retail trade, industry and primary industries. The background is that the fall in the price to the farmer of many important agricultural products has not led to similar falls in the price at the store. A separate high-level group has made 30 different recommendations. Several of the recommendations concern smaller suppliers and their opportunities in relation to an increasingly offensive daily food trade. This was the theme of the EU Council meeting in January, and it will also be put on the agenda in March. I can assure the representative, Treldal, that the government's policy is firm. I will therefore continue to stimulate the development of new businesses and the development of new products. We will continue to contribute to ensuring market access for these companies, partly through our own actions and partly by challenging trade, but also by offering cooperation solutions. The Government will ensure that competition in the market and in the whole value chain operates in a way that meets both the needs of consumers and ensures good policy achievement, both in the short and long term.
ParlaMint-NO_2010-03-03.ana.ud1924e1695	That a public sample is going to explore the food chain, the Progress Party is very pleased. And we're glad that the government has followed our proposals that were made in the last period. But what I'm a little disappointed about, is that when you look at the government sample the minister has put down, you have left out the people of the food industry and would like to leave those who might compete with and are critical of Nortura. You don't want these. Hopefully we won't get bad results from that, but we can get it. I'm going to quote the grocery store on Friday 19 February and the group leader in Nortura, Geir Olav Opheim: "Northura needs to change a lot to avoid falling outside. We have developed a very high level of costs in relation to what there is room for, concluded Opheim during a seminar in Oslo the other day." Opheim also says that there are major problems with capital. My question to the Council of State concerns the following: In Sweden, a few years ago, Nortura had too little capital. This made them walk on their backs, which led to Finnish companies coming in. Could this happen also in Norway?
ParlaMint-NO_2010-03-03.ana.ud1924e1711	First of all, I am pleased that the Progress Party will also have this sample that is reduced and that is going to review the strength conditions throughout the whole food value chain, but I will reject the fact that there are some irregularities in the composition of the sample. The food industry, trade, institutions and organisations are well represented in a broad and complex range which also possesses economic and legal competence. With regard to the question of Nortura's economy and the comments that come there, I believe that initially it has nothing to do with this question. Nortura has been through a difficult situation. They work hard to improve their financial situation. Of course, I have confidence that this results in solutions that are good for Nortura's owners, as it should also be in business.
ParlaMint-NO_2010-03-03.ana.ud1924e1718	Now, when we talk about innovation and prices on markets, it's going well: because of the customs barriers we have in Norway, you can travel to Sweden today and buy lamb meat from New Zealand for 50 Swedish kroner, in addition to the course, so it's clear that with the rigid system we have, it's difficult for the food industry to be able to compete. That's also what they say to us who travel and talk to everyone, except Nortura, then. Monday March 1st, two professors, Frank Asche and Atle G. Guttormsen, write in Today's Business: ‘The farmers will be able to benefit from the participation of the Rema chain in the production process in the food industry.’ They go on to say, ‘A more efficient production and logistics will make it profitable for Rema to give farmers a higher price.’ They believe that by giving farmers a better price, and although farmers will hardly admit it, Reitan's strategy paradoxically could be an advantage to Norwegian farmers. Do the councils agree with the professors?
ParlaMint-NO_2010-03-03.ana.ud1924e1735	I think I'm not going to comment on two professors' assessment of part of the food value chain. I think that an interaction between the cooperative and Rema, as they point out, can produce results. I'm not quite sure it gives the results that the professors suggest. Let's just say that. My point is that, through this public investigation, we're going to make sure that we're going through the whole value chain, from the farmer to the consumer. We are committed to strengthening competition throughout the value chain. We are concerned that we should ensure that consumers face proper prices, just as the supplier, the farmer and the food industry also have proper prices. In this context, it is of course not least that we get a good balance across the whole value chain, which ensures this important food industry in the future, which is one of the largest in Norway.
ParlaMint-NO_2010-03-03.ana.ud1924e1742	Question 20 was then closed. The President could normally be tempted to mention, after six speeches, that we have an institution in Norway called the Competition Authority, but since no one has mentioned it in six posts, I just want to remind you that it is there, even if it is in Bergen.
ParlaMint-NO_2010-03-03.ana.ud1924e1748	I allow myself to ask the following questions to the Minister for Fisheries and Coast: ‘The three company shooters in operation have major problems in finding alternative modes of operation to create full-year operations. In addition, it is problematic for them that the operational basis for self-anxiety comes so late from the Ministry of Fisheries and Coast that it is difficult to plan the seasons. What opportunities do the Councils see for involving them in other forms of operation to prevent us from losing a fishing fleet with this special competence, and are the Councils of State comfortable with the fact that the Ministry of Fisheries and Coast is so late on track in relation to the season of the year?’
ParlaMint-NO_2010-03-03.ana.ud1924e1757	In recent years, the main instrument to support self-growth has been to provide various forms of support. Substantial grants have been provided both for capture, product development and for upgrading equipment. For the last few years, the fishing premium has been in the order of 1,4 to 3,2 million. kr per. vessel per year. This has been thoroughly reviewed in Chapter 3.6 of the Norwegian Maritime Mammal Policy Communication, where the Government has committed to continuing the vessel support in order to maintain fishing in the West ice. If they want operational options, they must obtain them within the framework of the rules in force, as I also pointed out in my letter to the nutrition committee on 5 February 2010 in response to four questions raised by the members of the Committee of the Right in connection with the examination of the notification by the Committee. An overall committee has in Innst. 156 S for 2009-2010 stated that this ‘is a responsibility for the shipping companies themselves’. However, as I also stated in my letter, the department has granted two self-afraid cuts exemption from the ban on the onboard production of royal crabs. The two self-afraid shots are as far as the only ones that have received a derogation for the onboard production of royal crabs. This dispensation includes the ownership of royal crabs outside the quota area and was granted on condition that the owners voluntarily accept to catch only king crabs outside a limit of 18 nautical miles from the baseline east of 26 degrees east. These restrictions were put in place to address the comments made by the Business Committee in the examination of the Royal Cancer paper on the protection of land-based raw material processing. In recent years, we have largely laid down the economic framework conditions for the self-reliance cuts that have been stable from year to year, precisely to increase industry predictability. At the same time, I am concerned that the industry will come up with views on the framework conditions, and I am concerned that, in consultation with the industry, we will find a good way to dispose of the funds. That is why, in this year, as in previous years, some time has been spent following the budget decision of the Storting before the final payment for the year's catches is fixed. I also remember that the Storing Communication on Norwegian marine mammals policy was set up for treatment on 9 March 2010. That debate gives a good opportunity to discuss in a broader context the issues raised by the representative, Bakke Jensen.
ParlaMint-NO_2010-03-03.ana.ud1924e1774	We are aware that the mammalian notification will be treated later. Some of the problem is that the shooters as such have been busy now, and there is something of the background to my question. The second is that, traditionally, we've thought completely about the administration. We've said that marine mammals, both whales and seals, are part of the predators and part of the population base. Sometimes it may seem as if you're walking away from the principle of seeing the ecosystem as a whole. That was a little bit of the background for the question. Is it the impression of the Council of State that we are now paving the way for protection interests and more perfumed conservationists in our management issues? I think that the new marine mammal message from the Government might suggest that we should perhaps ignore the seals and whales as predators in the ecosystem?
ParlaMint-NO_2010-03-03.ana.ud1924e1783	As I said in my answer, we get plenty of opportunity to discuss both this and other questions later. I am very aware that the self-sufficiency of the few shots you have is very busy clarifying the conditions that will apply to this year's catch. To put it this way: I am working very actively on that matter now. I am also concerned that we find a scheme that the industry is satisfied with and familiar with, and that it meets the needs they have. As for the slightly more general question of laying flat for environmental interests, I can assure you that at least I don't, in the sense that I'm very aware of both selenium and whale's place in the ecosystem. The implementation of ecosystem-based management, which also involves selvedge and whaling, is clearly established.
ParlaMint-NO_2010-03-03.ana.ud1924e1790	A tender has now been made for interested vessels to participate in counting sales for research purposes. Some of the problem with the offer was that one had put in as a criterion that one had to have a solder quota on the boat. That would be part of the funding. It is strictly not necessary to make such a requirement that it is part of the financing. Wouldn't it have been natural to look at it a little liberally here, so that in this way you could give these three shots a slightly wider income base to help an industry that is actually on its way to the bottom?
ParlaMint-NO_2010-03-03.ana.ud1924e1795	When I realized that there were restrictions attached to this counting project, I contacted the Marine Research Institute to ask why. I have received an answer to that question. The short version is that there is no basis for making such a requirement. The call is extended so that other vessels can also apply for inclusion in this counting project.
ParlaMint-NO_2010-03-03.ana.ud1924e1803	I have a question for the Minister for Fisheries and Coastal Affairs: ‘During the Haugesund Conference the other day, representatives from the tau boating companies claimed that the coastal facility’s response in the event of an emergency at sea is random and characterised by an event-to-event action rather than a complete and planned emergency response. Among other things, it was argued that Norway should, as many other countries already have, deploy specially built ropeboats that can also perform other social services. Will the Council of State be willing to assess such enhanced preparedness?’
ParlaMint-NO_2010-03-03.ana.ud1924e1812	The state towing boat stand in North Norway today consists of three vessels conducted from the Coastal Authority’s maritime traffic centre in Vardø according to the risk picture in question. In the autumn of 2009, a towing boat stand was established on Sørland by contract with a commercial operator where the Coast Guard pays for continuous operation and presence. As announced in Prop. 1 S for 2009–2010 for the Ministry of Fisheries and Coastal Affairs, the Coastal Agency has been entrusted with the task of establishing a plan for the establishment of towing boat preparedness in the West. I look at towing boat readiness as a central tool to maintain a high level of maritime safety along the coast and prevent marine accidents. In connection with the assignment I have given to the Coastal Works relating to the establishment of towing boat standby in the West, I have requested that the total coastal preparedness be seen in a coherent manner and assessed on the basis of the traffic pattern in force at all times. Such an overall assessment will help to ensure the continuous development and maintenance of the standby. I am familiar with the recordings that came to the Haugesund Conference, to which the representative Halleraker referred. Specially built ropeboats that can also perform other community service are among the models assessed in the Coastal Towing Equipment Dialogue. I will return to Stortinget with the matter in an appropriate manner when this work is completed.
ParlaMint-NO_2010-03-03.ana.ud1924e1821	I thank you for your answer. I am pleased that the Council of State shares the concerns of the Right and is committed to constantly improving oil protection so as to avoid major damage to maritime fauna and the environment. The coastal works report of the 2006 working group stated that the working group recommended: ‘that the vessels to be included as one element in an organised and prepared national towing gear must be specially adapted to the task. Vessels must be equipped with a wide range of equipment, be highly manoeuvrable and the crew must be competent and well trained». More specifically, the Council of State replied in a letter to the Committee, commenting on it also now, that the follow-up to that plan for the West was to be assessed in the Department and that she would return to the Stortinget on the matter. It's been a few months. Is it now possible to make time when she will come to Stortinget with this matter?
ParlaMint-NO_2010-03-03.ana.ud1924e1835	In respect for the fact that things can take time, I am very careful to guarantee dates for when I present matters. What I can say, is that this is an area I'm particularly concerned about, just to prevent accidents. It's a lot more polite to work with it than to clean up afterwards. So I'm working on this, and I'll get to Stortinget as soon as I'm done.
ParlaMint-NO_2010-03-03.ana.ud1924e1840	I thank you again for the answer. The said Coastal Works report refers to a number of solutions in other countries, which are heading towards my previous follow-up question and what I referred from that recommendation. In this context, it is concluded and recommended that more service conditions in these countries should be able to be transferred to Norwegian conditions. Will the Council of State in the follow-up to the plan take account of this conclusion of the Working Party?
ParlaMint-NO_2010-03-03.ana.ud1924e1847	I am constantly familiar with discussions and dialogue on this matter that there are solutions in many other countries. That's what we're going to do, and we're going to include that in the further work. At the same time, I record that when there are accidents in other countries, there are actually quite a number of people coming to Norway too, so with knowledge development both ways, I have great faith in that. I am absolutely sure that both wit and competence are well distributed around, and using the best available anywhere, I am a very big fan of. Of course, I'll follow it up in this context.
