ParlaMint-NO_2010-05-06.ana.ud710e48	The representative of Mr Harald T. Nesvik will present a proposal for a representative.
ParlaMint-NO_2010-05-06.ana.ud710e1730	It opens for line chord shifts.
ParlaMint-NO_2010-05-06.ana.ud710e1733	My question to the Council of State will be about this with State aid, or subsidies to the fishing industry. It was the representative of the Christian People's Party who was involved in the economics and whether the state should take a greater part of the burden etc. I would strongly warn against once again turning the fishing industry into a subsidy industry. I would also like to remind you that, in the context of the Green Paper on the EU fisheries policy, the Government and the Storting had to put a stop to the EU's subsidy policy on the fishing industry, and it says, in fact, that it had to be stopped by a given date. I think it makes sense, because it's clear that we need a diet that can stand on our own. Will the Council confirm that the Government will pursue a policy that will continue to ensure that the fishing industry is the healthy and good industry as it is and without subsidies?
ParlaMint-NO_2010-05-06.ana.ud710e1742	I can assure you that I am very concerned that we are going to have a forward-looking fishing industry. It is crucial for the future of the coast; it is crucial for the future of the nation. Many people ask what we're going to survive for oil and gas. We have a lot of fish in the ocean. We're going to develop that industry to become even more important to the nation. Then we have some international framework conditions that we should not challenge. We know what it means to be subjected to accusations in this area – through the salmon industry. The industry is absolutely capable of developing on its own keel. We have now been through a period that has shown that it was necessary to implement very special measures. We have done so, and, as I said in the previous case, I am proud that we have a government that did so.
ParlaMint-NO_2010-05-06.ana.ud710e1750	We have experienced an historic good fishing in cod fisheries this winter. As the Council correctly points out, in fact, very much of the quota is already confiscated. An instrument introduced to extend the season and to ensure that other species of fish were also included over the year was the by-catch system. It was used to start from June to July, sometimes in August, and then gradually introduced the percentage of cod. I'm recording that the ministry has already introduced by-catch fishing, and now it's getting such a shape that those who haven't been able to fish up their quota now have to catch a cap to finish it, so that they can be allowed to participate in by-catch fishing. This is somewhat contrary to the peach-fish strategy of the Government, which says to try to make fresh raw material available throughout the year. My question to the Council of State will be: have the fresh fish strategy now been abandoned?
ParlaMint-NO_2010-05-06.ana.ud710e1759	No, we have definitely not phased out the fresh fish strategy, that was just one of the reasons why we had to open up the by-catch system a little earlier than what was planned, and to some extent also desirable. But out of respect for having fish available throughout – hopefully – the whole year, I actually saw it as necessary to open it up. So is the situation of the lost fleet, as it is about here today, that it must be allowed to fish the fish when it is closest to the country. Both of these reasons meant that we had to open up the by-catch system. So it's a challenge that nature has made it so that the cod is close to land only parts of the year, while one has to go further to sea other parts of the year. It's a question that I would like to discuss with both the Right and the Other how to solve. We don't have nature, and what kind of instruments to use to extend cod availability, I don't have an answer to.
ParlaMint-NO_2010-05-06.ana.ud710e1766	Perhaps the Council of State can consider a change in the quota year. Now we start the quota year at the same time as the Spring Lord sends all the raw material in, available for the fleet. If we could imagine that on some of the nice plans and graphs started the quota year on 1 September, we'll get the top about the middle of the quota year. It might make the management of this easier, and it's more natural for the fleet to stretch the season a little bit. At least you don't depend on participating in a race fishing in order to be allowed to participate in the next part of the board.
ParlaMint-NO_2010-05-06.ana.ud710e1771	The quota year and the start and end of it have been discussed in many contexts. Many other elements have also been brought to the square. In any case, we do not get away from the fact that the cod is upland at a time of year when the smallest fleet can get hold of it. I would like to discuss many different elements in order to achieve the goal of increasing processing and getting a greater degree of instruments to make good use of the fresh fish strategy. I definitely don't think the quota year is the only answer, and I'm not sure if that's the answer at all. What I have been concerned about now in the context of what we are really discussing today, the co-fishing system, is the possibility of being two on board, which I said is primarily justified in the security aspect, but which is something that has proven to have had an aspect of profitability. The challenge remains to get a lot of cod on land in a short time.
ParlaMint-NO_2010-05-06.ana.ud710e1780	The cord shift is over. Several have not asked for the floor on case No. 3rd@item: inlistbox [[See page 3211]]
ParlaMint-NO_2010-05-06.ana.ud710e1803	Even the best intentions can be difficult to balance with poor results. This is why it helps so little that the Prime Minister of yesterday's Question Time repeated that Norway is the world leader in climate policy, when it is clear to everyone that the government's climate policy is raging at all ends at the same time. The moon landing is postponed, the climate notification is suspended, Enova is slaughtered by the National Audit Office, and the trading of allowances is associated with significant uncertainty – to mention something. As it looks now, it is unfortunately going to be very difficult for the Government to meet the commitments in the climate agreement to cut 30 pst. of Norway’s emissions by 2020, of which two-thirds will be taken home. However, there are points of light that can help us to achieve goals, while at the same time helping to create new sustainable jobs within an important forward-looking industry for Norway. If we play our cards right, the climate challenge doesn't just have to be a problem for Norway; it might as well be an important opportunity. The IT industry has a high potential to contribute to the fight to reduce Norwegian greenhouse gas emissions. Unfortunately, the industry’s potential has been ignored and neglected in the work on Climate Change 2020. Therefore, it is my hope and challenge to the Government that Norway will put in place a comprehensive strategy for the use of ICT in reducing greenhouse gas emissions. The potential is enormous. In the EU, it is claimed that ICT use can reduce emissions by 20 pst. without other measures. There is a formidable number, although there is a great difference between a theoretical potential and feasible policy acceptable measures. In Germany, even further progress has been made. Smart 2020, a project co-financed by the German Ministry of Transport, claims that the use of IT can reduce emissions by as much as 25 pst. by 2020. It represents more than 200 tonnes of CO2 equivalent in Germany, or approximately. four times the annual emissions of Norway. There is no reason to believe that there is no high potential in Norway as well. We don't know that until the potential is established, but identifying a potential is only half the job. The other half is to trigger it. It requires a review of framework conditions, regulations and economic incentives related to how we live, work, live and consume goods and services. Without the undersigned or my party having concluded in the matter, it can, for example, be relevant to ask whether it is appropriate to favour car transport rather than home offices for tax purposes. In the last 30 years, there have been twice as many commuters in Norway. During the same period, the number of work that can be done from home has exploded. Then we have to ask ourselves whether it makes sense for the government to favour commuters, while the government wants to remove tax deductions from the employer’s home office and broadband, which means that the polluting option comes out better than the environmentally friendly option. We see the same thing in the tax favorization of paper-based rather than electronic literature. Newspapers and books have VAT exemptions in Norway, but also purchase aid and press support in addition to VAT exemptions. We're a small country with a small language, so there's probably good reasons why the system is like that. But at the same time, it's strange that if you get in the car and drive a mile to the bookstore, you should avoid VAT if you buy a paperbook or an audiobook on the CD. But if you leave the car and choose to download the same book on audio file, you pay 25 pst. VAT. The first is a book, the second is a favor. That makes sense! A third example, which should perhaps be considered in more detail, is the tax preference for job travel rather than distance work and telephone or video conferencing. Different diet performances, bonus credits for travel abroad and the tax-free scheme contribute to the favouring of business travel at the expense of distance work and teleconferencing. Obviously, there are good reasons for many of these arrangements. But what we need is an overall review where we also put the climate perspective in place as an important premise. Perhaps we will then conclude that there is a need to make changes in some of these areas. We have to ask ourselves whether we systematically base today's carbon-based lifestyle on the climate action we put in place, or whether we have a goal of encouraging the replacement of polluting goods with non-polluting goods. In any case, it would be unfortunate that there are concrete examples of the systematic discrimination of environmentally friendly alternatives at the expense of the polluting alternatives. However, there is no doubt that the major infrastructures have the most access to IT, whether in the transport, construction or energy sectors. A good example from the transport sector is the NVE and Grieg Shipping pilot project, partly funded by the Research Council, where the objective is to improve efficiency through IT. The project shall improve ship-port communication and reduce the time when ships are on idle outside the port, typically 6-7 pst. of time. It can in turn lead to significant reductions in emissions through significantly lower fuel consumption, both at the crossing and in the port. But it is also an export product with a significant potential. Another good example is IT-based scheduling and interconnection, among other things. The newspapers Expressen and Aftonbladet in Sweden. They have reduced the number of vehicles on the road by 25 pst. In the energy sector, the development of ‘smart grids’ and the possibility for consumers to follow and manage actual energy consumption through the use of modern communication channels will be important contributions to the reduction of energy consumption. IT changes the way we do things, by streamlining some processes and transforming others. However, IT is also a basic green industry with very low emissions compared to the values generated by the industry. In addition, as the example above shows, IT can undoubtedly help to make other industries greener. Here there are both business opportunities and climate gains. It won't hurt. After all, it's all more fun to save the world if you can make money on it at the same time. I am also convinced that it is the great commercial and technological opportunities that lie at the heart of the climate challenge that will ultimately help us to solve these issues. There is no doubt that the public has a responsibility to go ahead. It would therefore be interesting if the Council of State could say a little more about how the State itself is dealing with these questions, as well as to answer what objectives and instruments the Government is planning to use to reduce climate change emissions through the use of IT solutions. I look forward to the response of the Council of State.
ParlaMint-NO_2010-05-06.ana.ud710e1844	I thank the representative Astrup for an important and very topical question, and thank you for an interesting and profound article. ICT, as the representative says, is a key element in climate policy. Estimates show that the ICT industry can help to eliminate emissions of 7.8 billion CO2 equivalent by 2020, in the rest of society. That's about. five times the expected total emissions from the ICT industry. Very much of the potential lies in smart construction, smart transport and smart energy networks. The use of ICT in these areas helps to model, make visible and control how we use resources, so that we can use them significantly more effectively. At the same time, we can replace a good part of physical transport and production with digital goods and services. The measures will aim to make the tools for such management, modelling and visualisation more attractive and accessible, and to stimulate more use of electronic goods and services that can replace the physical ones. It is estimated that the use of ICT in itself accounts for approx. 2 pst. of the CO2 emissions in Europe. It's about as much as air traffic. As responsible for the government's ICT policy, I am the first to point out that ICT is also part of the climate problem. Furthermore, the consumption and use of ICT is in strong growth. If we do not take into account expected energy efficiency improvements and technology measures from industry, the growth of emissions can be fivefold by 2020. At the same time, the low-carbon society cannot be realised without the smart use of ICT. The challenges associated with reducing climate emissions are therefore two-fold. We need to focus attention on the climate impacts of the full life cycle of ICT products, and put in place measures where they most bode well. And above all, we need to look at how we can make use of technology to realize the low-carbon society. So what will the government do? Environmental policy is sector-based. My role in this context is coordination of the government's ICT policy, also linked to climate issues. I would like to point out here some of the most important instruments and measures that are being worked on in the departments. The first thing I want to make is the renewal policy. Renewal policies are also climate policy. It can be said that good climate action is innovation, while public sector renewal must be good for the climate. Much of what we do to renew the public sector is about the transition from moving atoms, for example. paper and people, to move bits, as electronic forms and video signals. This saves time, money and the environment. Work on digitising services for business and the population has been ongoing for a long time and continues with full strength. I would like to mention in particular Altin, the work on an electronic invoice, a common electronic ID for public services and the work started on eID for businesses. Just replacing paper messages with SMS messages removes unnecessary amount of paper transport, and that's good. Systematic access to public data is important for business to produce good, smart solutions, such as: could be used to plan more energy-efficient new buildings or offer smarter passenger transport. Increased use of videoconferencing is an example of a renewable measure that is also climate friendly. So far, we haven't been good enough to use it in the public sector, but we need to get better. Another example of climate-friendly renewal is telemedicine. We can save both money and climate by avoiding transporting patients to and from specialist treatment — treatment that can in many cases be carried out by telemedicine. Then we also save patients for time-consuming and often strenuous transportation. Another instrument is public procurement. Public procurement is a major buyer, and the demands made by public authorities will have a significant impact on society in general. Diffi, Directorate for Administration and ICT, develops ecological criteria for selected product groups as a tool for purchasing processes. An example is the requirement for transport planning and logistics in the new ecological criteria for the purchase of taxi services. Purchasing is also an important means of making new buildings more energy efficient. Reducing the energy consumption of buildings is essential for climate policy in the long term. Good use of ICT provides a unique opportunity to manage and plan construction processes. Together with a number of other partners, state-building has developed BIM, digital building information models based on open standards. This tool provides an overview of all kinds of things. the environmental impact of design choices. State buildings now require this system to be used for all major construction projects, such as: the planning of the National Museum. The use of public procurement for supplier development that stimulates the smart use of ICT should be able to deliver good climate effects in the future. Lack of generally accepted standards is a major obstacle to the use of technologies. I have commissioned Divi to look at standards that can be used to promote green ICT and smart green growth. Standard work may sometimes be a rather slow task requiring international coordination. We have an example of this when it comes to the use of smart electricity meters, where responsibility lies with NVE. The NVE is now waiting for European standards to be clarified so that we can move forward with this work in Norway. The government and the public must facilitate the contribution of all social actors to the smart green use of ICT. My department has financed or co-financed several projects related to smart green growth and green ICT in the direction of business. We have worked closely with the knowledge and IT industry to promote knowledge and awareness of the topic over several years. In the construction industry, through State Building, we have contributed to making BIM a broad industrial cooperation. Similarly, the Ministry of Transport has contributed to the sector’s work by promoting intelligent transport systems, including: by supporting ITS Norway, and launched in March a strategy to promote intelligent transport systems. In addition, some basic infrastructures need to be put in place to exploit the climate potential related to the smart use of ICT. Broadband is a prerequisite for saying all of the solutions we're sketching, whether it's mobile or wired broadband. The government’s decision to provide available frequencies for mobile broadband to commercial operators is of particular importance for access to smart solutions everywhere. The government will ensure that a broadband offer throughout the country, with sufficient capacity, will also be there in the future. Furthermore, climate problems are cross-border and sometimes require cross-border solutions. My ministry is therefore involved in international work in the fields of ICT and climate, in particular through the OECD and the EU. The climate crisis is the greatest challenge of our time. But it is often the case that good innovation begins with a crisis. The transition to the low-carbon society can be a major opportunity for the ICT industry. There will be a strong innovation potential for the development of smart ICT solutions for many sectors, such as transport, construction and energy, in the future.
ParlaMint-NO_2010-05-06.ana.ud710e1888	First, let me thank the Council of State for taking the time to come here and present a good report and, in particular, a wide range of measures that the Government is working with. I am pleased that the Government takes this issue seriously. So the question of whether the Government is willing to implement an overall strategy in this area, set some national targets, involve the Storting in this work and perhaps go beyond what the state alone can do, and also discuss how the state facilitates the use of ICT by individuals to reduce their own emissions. I was, among other things, inside it, and I would like to challenge the Council of State again, how different economic incentives, taxes and taxes may contribute systematically to discriminating the environment-friendly IT solutions and instead promote the old-fashioned carbon-based lifestyle. I'd like the Council of State to come up with that. I share the concern of the Council of State that the ICT industry itself represents a high level of emissions. I see that the industry is taking very seriously. I also see Norway as part of the solution, among other things. because we have geographic benefits related to cooling data halls in mountains and other things, which can be part of the solution. I therefore call for a more comprehensive approach from the Government, and I hope that the Council of State can address whether she is willing to implement the type of strategy, setting clear goals for what the Government is going to achieve in the various areas of society, what objectives it has, and how the Government can best facilitate, not only for businesses, but also for individuals who want to use IT solutions to become environmentally friendly. With that, I thank the Council of State for taking the time, and look forward to hearing her answer.
ParlaMint-NO_2010-05-06.ana.ud710e1899	I am concerned that we are going to have a lively debate on what climate challenges we have in Norway. That is why my department has now carried out a number of investigations to provide us with a good knowledge of how to use ICT related to climate issues. I also feel that I have a close cooperation with the industry. I have visited many of them recently and received recordings and also discussed the need to change the framework conditions. A common challenge that I get from almost everyone I talk to is that the state has to become a demanding buyer. By being a demanding buyer, the country will also be leading the way in which we are developing within that sector in the future. That is why we have, together with KS – which is also an important player, the municipalities are very much in demand here – and the NHO has launched cooperation on supplier development related to public tenders, in order to contribute to good climate and environmental requirements in public tenders. I agree with the representative of Astrup that Norway has many natural advantages that we should take advantage of, including when we develop the IT industry, and combine it with climate action. I believe that Norwegian industry, by also being active in setting open standards for the way we use IT, and making the knowledge we have as public actors, available to business, can also help us to get good and constructive new products on the market, which I am absolutely sure will also be competitive on the rest of the European market. The government is putting a lot of money into the environment. At the latest today, it has been announced that half a billion dollars will be spent on the development of environmental technologies based on the advantages and knowledge we have in Norway relating to the major climate challenges we face. I agree that we must constantly assess which instruments are the most effective. This, of course, also applies in the field of tax policy. Therefore, it must be assessed on an ongoing basis when designing tax arrangements in the future. It will be natural for me – at least as I see it now – through the annual budget proposals to explain how far we have come. If it turns out at some point that it can be natural to involve the Storting in other ways, I'm going to come back to it, of course, but initially, the annual government budget will be a natural place for us to brief on the work and on how much progress we are making.
ParlaMint-NO_2010-05-06.ana.ud710e1912	The representative, Astrup, is raising an important debate in the Chamber today. Technology is a very important, if not a crucial factor in coping with the greatest challenge of our time, namely the man-made climate change that is going on every single day on our planet. Besides the climate challenges, the job of getting millions of people out of poverty is the greatest task of our time. In these two political tasks, there is initially an inherent conflict. Historically, increased purchasing power has led to increased consumption and increased pressures on the climate and the environment. So the big question we're facing is, how are we going to combine and unite these two fundamentally important goals? I believe that the answer to this question is closely related to the theme that travels in this interpellation. Technology and technological development are the tools that enable us to achieve both these two objectives in the future. I am aware that this example that I am now going to use has been used in this room before, but I think it is so good that I still dare to repeat it. At the end of the 1980s, the major challenge was holes in the ozone layer due to refrigerators and all these things. The solution was not to ban refrigerators, but to develop new technologies for the refrigerators. The same was true years ago when we had problems with the release of phosphate from detergents to clothes. The solution was not to prohibit washing clothes, but to manufacture detergents without phosphate. These are examples of technology developments that have solved environmental challenges. In the same way that we have solved these challenges, we need to solve the climate challenges. In the long run, mankind must live its lives within the limits set by ecology. There is no alternative – we have no other choice. We have just set behind us a period when large parts of European aviation were paralyzed as a result of the volcanic eruption in Iceland. At the same time, the technical environmental reports for our northern seas were to be presented. The presentation of these reports was originally to take place in North Norway, but the absence of air traffic led to the government's physical attachment in Oslo, while the trade unions were located up in Tromsø. For practical purposes, a video link was used – an orderly one of those things and got it up – and many then had a pretty big aha experience in connection with this presentation. Video link technology worked very well, and it turned out that transporting many people by aircraft was actually not necessary to carry out that event. The technology saved the climate for emissions, and the parties involved significantly reduced their time use in the submission in relation to what they should have done. This is one concrete everyday example that shows us that there are also many opportunities in the climate challenges, if we just dare to rethink and do ordinary things differently. This is happening, and it has happened, much in terms of technology development, which will lead to reduced greenhouse gas emissions. Today it is more and more common to regulate the temperature to e.g. heating using thermostat or with automatic night lowering of temperatures. We will see in a few years that advanced measurement and management systems are being implemented in Norwegian households. These smart meters that can communicate will be an important piece to make smart energy management in Norwegian homes simple, cheap and widespread. In the context of the smart energy solution ecosystem, there is also a significant industrial potential. We are good and have great competence in the energy sector in Norway. We therefore have very good prerequisites for getting good in the field of climate-related technology. Energy and climate emissions are closely linked, and therefore our competence is very important. Today, major technological advances are taking place in a number of areas that contribute to reducing emissions. The cars use less fuel, and we will have a beautiful day to get a future car that does not emit greenhouse gases. We can, as I have said, conclude meetings via video links. We get smarter construction and housing, and we get smarter transport. In fact, today it is more and more common for more people to find the great love of different online communities, and that technology has helped us to a warmer society – for some it is a society where there are no emissions. So we can enjoy that. So we have to exploit the industrial potential of technological development in the future. I know with certainty that the Council of State and the Government will facilitate the securing of existing jobs and the further development of new ones so that we will be in the forefront of what the interpellant is dealing with today.
ParlaMint-NO_2010-05-06.ana.ud710e1944	More love and less greenhouse gas emissions are a great delivery gel.
ParlaMint-NO_2010-05-06.ana.ud710e1947	The Storting climate agreement made ambitious demands on emissions. In recent years, we have seen that the government is making decisions that make these reductions difficult. The recent announcement that in Mongstad, as the interpellant also mentioned, emissions have been exposed, leads to the need to make changes in other areas, so that we can save the climate. We also have a fresh memory of the biodiesel case from last autumn, which does not necessarily contribute to a better climate. ICT is a fast-developing industry that helps to solve many societal challenges in a rational way for us. The gain is not only economical and practical, but it is most relevant to the environment. I'm aware that the Council of State has an eye for that – whether we're going to use that expression. When the committee was visiting the Council of State, we got an overview of the staff working with ICT for daily use. I also think the Council of State today has shown that she has thoughts that it is important to modernise society in the way that ICT is used to a much greater extent. But many of us are impatient in this context. The interpellant mentioned this with a home office. If you're going to have a home office, you have to have a broadband. It's pretty good in the Oslo region and also in some of the larger cities, but it's not that good in rural areas yet. I have addressed this with the Minister of Transport, who could not give a good answer to it. But at least my question is: what does the Minister intend to do to speed up broadband development in rural areas? Another issue that has also been mentioned earlier today is that of videoconferencing. When I take flights between Oslo and Værnes this weekend, I ask myself if it is really necessary for so many people to travel so much – that meat and blood are to be transported through the air in order to be able to talk to other people in another place. Personally, I experienced a different world in the past. When I was working in NATO ten years ago, we had a video conference between headquarters, and there was almost no personnel transfer between headquarters. We know that today it has evolved far further. When I was on vacation a year ago, I had a daily conference with my vice-president on Skype. Although that picture was not as sharp as what you can get on modern equipment, it was useful. I could actually see his facial expression, which could reflect by day had been good or bad. So there are possibilities. Another thing is healthcare, which I was so lucky to get some insight into the other day. Only in Akershu County, 4000 A4 pages are printed and burned every day. The transfer of information from the specialist health service to the county doctor results in writing that comes, scanning it into the computer, processing it on the computer, printing it out again to send it back to the health care company, and then burning the old copy, and when it gets there, you scan it again. It's amazing how you manage to use a lot of energy on something – not to talk about the air transport in North Norway, where because of large restrictions, there's a lot of transport by aircraft that are connected to healthcare, in many cases where it's completely unnecessary to transport the person from A to B. State councils referred to telemedicine. I guess there's no doubt: it's been used somewhere, but it's very, very little yet. It's an enormous potential for improving this. I can mention some other small things, such as the use of LED lights. The gardening industry at the place where I came from, tried to use LED lights a year ago. They tried to get a support scheme from Enova, but it didn't work out because it was too small. So there's some rules there that it's pretty hard to understand. So it's about framework conditions, regulation, economic incentives and an overall strategy, which was also addressed before today. However, pending the overall strategy, it is possible to get started. I have to be allowed to mention another example. When I was going to cancel my ticket from the NSB the other day, it was not possible to do so online. I had to drive a car to the station and meet personally and stand in line for 20 minutes to cancel a ticket. This has to be easier. Now the Council of State said it is cross-border – yes, most of it to the Ministry of Finance.
ParlaMint-NO_2010-05-06.ana.ud710e1970	Yesterday a big point was made that the entry of SV representatives in Stortinget’s Question Time was falling along the way. In particular, there were some progress party representatives I met at Stortinget later that day. In such a light, it is timely to point out that the Progress Party does not even meet for debate on such an important theme as the interpellant Nikolai Astrup has traveled. Because that's a good interpellation from the Right. ICT is not well-managed in climate change, so I hope that both this initiative and the thorough consultation process we all have on climate change cures will help raise that issue better. So this is a question of Norwegian industrial policy. Norwegian Tandberg is the world leader in video conference technology. The recent ash crisis showed the value and potential of such a technology. At the latest today, I met the rapporteur in Tynset – who is an SV municipality – in talks, among others. whether the representative Myraune was involved, namely projects with LED lights, which can save us a lot of energy, and which are smart. I have to say, however, that when the Right-Interpellants check themselves as they do in such articles, it is not very dressy. I'll just brief in Mongstad, as the interpellant mentioned. A year ago, the bourgeois opposition said that a postponement of Mongstad was okay, if it was necessary to give the engineers more time. Today, distrust is raging. A few years ago, Snow White was built by a right-wing government, with no ambition to clean up, and the civilised Norway had nothing more to report in climate policy than an increase in Norwegian emissions. No later than Tuesday, the Right in the Energy and Environment Committee argued against what they call ‘sondernormous emission rules’ preventing the start-up of several gas power plants in Norway. Right-hand double communication flashes like a blue LED light in the climate debate. The same thing we see a little bit in the discussion about ICT and climate, and I'll come back a little bit later. The government has doubled the bet on the expansion of broadband compared to the citizens, so that we now have more than 99 pst. coverage in Norway. The digitisation of the public sector has been an important strategy for the Ministry of Renewal and Administration, both under the direction of the SVs and the Workers' Party. Norway has also come a long way with Altinn and so on. We've also got our own directorate for ICT and administration, instead of just like the Right would, to privatize Statskonsult. This is important for public governance with important infrastructure. In transport, we have made intelligent transport systems a bet area, i.e. technologies to promote efficient transport and green transport solutions such as: intelligent bombings and rush time charges. I'd like to challenge the interpellant Nikolai Astrup on that. I wonder if the Right takes the consequences of that hinting at ICT solutions in transport, which the interpellant itself is involved in. The most obvious and effective way to use information technology to intelligently lower car consumption is through the use of road pricing and rush time charges. I hope that the Right gets a more positive view of that. There is no doubt that politically we must get away from the fossil society. That means we have to stop building difficult roads, and we have to stop promoting increased traffic and air traffic. Instead, we need to focus on green solutions such as lightning, public transport, green energy and ICT solutions where they can reduce emissions. We also need ICT itself to use more and more of the world's energy, and therefore we cannot have an uncritical approach to that debate. ICT stands for 2 pst today. the global climate emissions. The interpellant itself was at some point ahead of Norway in relation to the cooling of server parks, etc. That is an important part of this debate. I have a very strong sense of interpellant reasoning relating to a less carbon-based economy. It is also a solidarity position, for it means that poor and less developed countries will face a greater share of global emissions. I would nevertheless challenge the Right whether they take the consequences of this rhetoric also in terms of oil policy. If we are to follow the inter-pellant's reasoning, it will also be natural that there are others, poorer and worse-off countries than Norway who are going to have the right to extract and make money on more oil and gas in the future. It is not in keeping with the continuous desire of the Right to open new areas. Finally, during the power crisis, SV was alone talking about smarter metering systems and differential electricity prices. Then the right one had the chance to raise this perspective. They didn't. Then they only talked about mobile gas plants. I challenge the Right to also talk about ICT and the environment when it really applies.
ParlaMint-NO_2010-05-06.ana.ud710e1991	Let me start by thanking the interpellant for the opportunity to discuss an exciting topic. It is, as many people have said, a great potential to cut greenhouse gas emissions using ICT. I feel a bit party-politically obliged to start with infrastructure, because it is the case that there should be a possibility to realise this potential, the infrastructure must be in place, as the representative Myraune was also involved. When the late Mayor Odd Roger Enoksen spoke about broadband to the districts and digital all-man rights at the end of the 1990s, he laughed and caricature drawings in the largest newspaper in the country. I think today, most people would say that not only was it right to get started when one did, but the pace has not been high enough, and there are still great challenges in securing the infrastructure to be put in place. I hope the interpellant also agrees that this is so important infrastructure that where the market does not sort out, we need other systems to ensure that there is no digital class distinction based on geography or social add-ons or other things. So it might be nice to get a response. Then I want to pay tribute to the Council of State, which is reasonably clear and says that this infrastructure is necessary infrastructure and will be in place in the future as well. It's important. And so it's right, as many people mention here, that the ICT industry itself has a responsibility because one has a lot of energy. An investigation that was carried out showed that only 4.5 pst. Norwegian IT managers place great emphasis on energy saving when purchasing IT equipment. It's a cross of thought. At the same time, I think it's right to say that the attention around this is increasing, and hopefully we're moving in the right direction. When the company Google needed space for its headquarters, they took over the locals who were used to make the film Jurassic Park. They were probably very satisfied with the symbolism, because they threw out the dinosaurs, and now it's just a skeleton of a single dinosaur that's left outside and kind of reminds us of the past's thinking. The symbolism is striking, because if we're going to achieve the climate goals, we need a rapid shift in our energy use. We're going to realize the low-carbon society, and we can't do that without the use of new technology. We need to re-evaluate everything from travel habits, transport planning, construction techniques and energy production. Several people have been using video conferencing, and I think there are a lot of spokesmen, maybe a lot of business as well and other actors who have taken the trip to Oslo from Nord-Troms and Finnmark for half an hour's meeting in the ministry. It is definitely not the best environmental policy, but one can also ask questions about the use of money and time when this is the case. On the other hand, it shows the potential if we're willing to make use of it. The problem is not that the technology does not exist, but that it is not used properly. Health services were another example of the treatment and follow-up of patients that can be done by telemedicine, and in this way a saving of expenses can save the environment, but also save the patients it is due, for travel and thus often suffering, at least stress, in a phase where a person might be particularly vulnerable. Then we have to remember that the market for such solutions is great, and for the companies that come to the path, there may be great intrusions. ABB announced yesterday an agreement to purchase the software house Ventyx for $1 billion. Ventyx creates, among other things: software package for planning and estimating electricity needs. This helps generate income from, among others. ‘smart grids’. That's how the dinosaurs are luckily on their way out, and our job as politicians is to speed them up. ‘Good innovation begins with a crisis’, said the Council of State. It reminds us that climate crisis is not only a huge challenge, but it is also a huge possibility especially for people. this industry.
ParlaMint-NO_2010-05-06.ana.ud710e2012	It's great to see that there are so many who are concerned about this topic, and have come here to take part in the debate. I am, of course, pleased that both the representative Serigstad Valen and the committee leader, Mr. Sande, I agree that this is an important topic. I'm not going to spend the time commenting on Serigstad Valen's many different approaches to this, which might have been a little bit side by side with what we're discussing here. But what I am concerned about, and which I actually lack answers to in the two answers of the Council of State, is my challenge, that we must have a comprehensive strategy on this. I have not received an answer to that. We must have overall objectives, which can also keep the Government responsible for this enlargement, and we must have a systematic review of framework conditions and economic incentives and how they affect the use of environmentally friendly IT solutions. It's an enormous potential, and I think the government has to take the chance to set itself bold targets, and let itself measure them. The main problem here is that there is no assessment of this in the Climate Action Plan, so when we decide on the important measures to be put in place to reduce emissions, we do not know to what extent IT will contribute or not. To put it that way, we need all the help we can get if we are going to reach the commitments in the climate agreement, and therefore it would have been nice if IT use was included in this. I will challenge the Government to come back to Stortinget with such a strategy. Because if we are going to sit in this room and decide how we are going to reduce car use, it is important to know what effect it will have on increasing the use of home offices versus for example. to introduce different forms of road pricing. I believe that we must have that decision-making basis intact when we are going to take these important decisions for Norway. In order to find out what the future construction will look like in Norway, and what technical regulations we will adopt, it is important to know what our objectives are for IT, and what influence IT could have on that building strategy. The same applies to future network policy, which we will adopt in this room. Then it is essential that we know what strategy the Government has for IT use, and what role it will play. And not least – as the representative Snorre Serigstad Valen was in, and I'm glad that it comes from SV – this is also an important business opportunity for a forward-looking industry for Norway that can help create green, sustainable jobs.
